Orthogroup	DNOV.longest_only	DALB.longest_only
OG0005466	LOC115763500|XP_030561954.1|DNOV	LOC117571798|XP_034110054.1|DALB
OG0005467	LOC115771882|XP_030573630.1|DNOV	LOC117574823|XP_034114685.1|DALB
OG0005468	LOC115758322|XP_030554749.1|DNOV	LOC117566115|XP_034101477.1|DALB
OG0005469	LOC115758574|XP_030555149.1|DNOV	LOC117564057|XP_034098569.1|DALB
OG0005470	LOC115763546|XP_030562022.1|DNOV	LOC117564053|XP_034098564.1|DALB
OG0005471	LOC115759867|XP_030556834.1|DNOV	LOC117564306|XP_034098894.1|DALB
OG0005472	LOC115760326|XP_030557472.1|DNOV	LOC117564660|XP_034099409.1|DALB
OG0005473	LOC115765867|XP_030565459.1|DNOV	LOC117563739|XP_034098109.1|DALB
OG0005474	LOC115760086|XP_030557131.1|DNOV	LOC117563807|XP_034098231.1|DALB
OG0005475	LOC115760085|XP_030557129.1|DNOV	LOC117563400|XP_034097625.1|DALB
OG0005476	LOC115762292|XP_030560317.1|DNOV	LOC117572527|XP_034111278.1|DALB
OG0005477	LOC115768925|XP_030569521.1|DNOV	LOC117572566|XP_034111337.1|DALB
OG0005478	LOC115760108|XP_030557161.1|DNOV	LOC117563646|XP_034097946.1|DALB
OG0005479	LOC115760107|XP_030557160.1|DNOV	LOC117563645|XP_034097945.1|DALB
OG0005480	LOC115759809|XP_030556758.1|DNOV	LOC117564463|XP_034099141.1|DALB
OG0005481	LOC115759822|XP_030556773.1|DNOV	LOC117563552|XP_034097823.1|DALB
OG0005482	LOC115760251|XP_030557367.1|DNOV	LOC117563334|XP_034097493.1|DALB
OG0005483	LOC115771730|XP_030573415.1|DNOV	LOC117573421|XP_034112518.1|DALB
OG0005484	LOC115763263|XP_030561602.1|DNOV	LOC117564562|XP_034099286.1|DALB
OG0005485	LOC115760893|XP_030558319.1|DNOV	LOC117569328|XP_034106346.1|DALB
OG0005486	LOC115760686|XP_030558013.1|DNOV	LOC117570324|XP_034107756.1|DALB
OG0005487	LOC115759947|XP_030556950.1|DNOV	LOC117565558|XP_034100617.1|DALB
OG0005488	LOC115760198|XP_030557289.1|DNOV	LOC117565034|XP_034099874.1|DALB
OG0005489	LOC115765872|XP_030565469.1|DNOV	LOC117563223|XP_034097308.1|DALB
OG0005490	LOC115765871|XP_030565468.1|DNOV	LOC117563222|XP_034097307.1|DALB
OG0005491	LOC115759737|XP_030556629.1|DNOV	LOC117565759|XP_034100904.1|DALB
OG0005492	LOC115759852|XP_030556809.1|DNOV	LOC117565888|XP_034101120.1|DALB
OG0005493	LOC115758320|XP_030554747.1|DNOV	LOC117564226|XP_034098806.1|DALB
OG0005494	LOC115762096|XP_030560056.1|DNOV	LOC117572581|XP_034111356.1|DALB
OG0005495	LOC115760991|XP_030558458.1|DNOV	LOC117570452|XP_034108003.1|DALB
OG0005497	LOC115763013|XP_030561262.1|DNOV	LOC117564454|XP_034099126.1|DALB
OG0005498	LOC115763016|XP_030561267.1|DNOV	LOC117564457|XP_034099132.1|DALB
OG0005499	LOC115763209|XP_030561536.1|DNOV	LOC117563717|XP_034098065.1|DALB
OG0005500	LOC115763212|XP_030561539.1|DNOV	LOC117563718|XP_034098066.1|DALB
OG0005501	LOC115759150|XP_030555865.1|DNOV	LOC117578376|XP_034119699.1|DALB
OG0005502	LOC115759151|XP_030555866.1|DNOV	LOC117578377|XP_034119700.1|DALB
OG0005503	LOC115758862|XP_030555511.1|DNOV	LOC117563729|XP_034098093.1|DALB
OG0005504	LOC115758331|XP_030554761.1|DNOV	LOC117563929|XP_034098392.1|DALB
OG0005506	LOC115762981|XP_030561220.1|DNOV	LOC117564032|XP_034098525.1|DALB
OG0005507	LOC115759050|XP_030555734.1|DNOV	LOC117563337|XP_034097499.1|DALB
OG0005508	LOC115760048|XP_030557079.1|DNOV	LOC117564069|XP_034098586.1|DALB
OG0005509	LOC115758474|XP_030555010.1|DNOV	LOC117564175|XP_034098734.1|DALB
OG0005510	LOC115769298|XP_030569885.1|DNOV	LOC117563409|XP_034097632.1|DALB, LOC117563411|XP_034097635.1|DALB
OG0005511	LOC115768340|XP_030568763.1|DNOV	LOC117578010|XP_034119000.1|DALB
OG0005512	LOC115772050|XP_030573850.1|DNOV	LOC117575483|XP_034115607.1|DALB
OG0005513	LOC115759925|XP_030556922.1|DNOV	LOC117564066|XP_034098582.1|DALB
OG0005514	LOC115761243|XP_030558798.1|DNOV	LOC117575330|XP_034115378.1|DALB
OG0005515	LOC115760493|XP_030557704.1|DNOV	LOC117568202|XP_034104561.1|DALB
OG0005516	LOC115763957|XP_030562607.1|DNOV	LOC117564872|XP_034099710.1|DALB
OG0005517	LOC115758496|XP_030555038.1|DNOV	LOC117564042|XP_034098537.1|DALB
OG0005519	LOC115760863|XP_030558277.1|DNOV	LOC117568527|XP_034105121.1|DALB
OG0005520	LOC115759984|XP_030556998.1|DNOV	LOC117564687|XP_034099453.1|DALB, LOC117563878|XP_034098328.1|DALB
OG0005521	LOC115759800|XP_030556743.1|DNOV	LOC117564458|XP_034099133.1|DALB
OG0005522	LOC115769564|XP_030570279.1|DNOV	LOC117566687|XP_034102124.1|DALB
OG0005523	LOC115758978|XP_030555640.1|DNOV	LOC117563543|XP_034097813.1|DALB
OG0005524	LOC115763400|XP_030561804.1|DNOV	LOC117566070|XP_034101421.1|DALB
OG0005525	LOC115760074|XP_030557112.1|DNOV	LOC117565829|XP_034101027.1|DALB
OG0005526	LOC115760139|XP_030557204.1|DNOV	LOC117563461|XP_034097704.1|DALB
OG0005527	LOC115767951|XP_030568191.1|DNOV	LOC117573092|XP_034111887.1|DALB
OG0005528	LOC115760031|XP_030557058.1|DNOV	LOC117564837|XP_034099652.1|DALB
OG0005529	LOC115763518|XP_030561980.1|DNOV	LOC117564543|XP_034099257.1|DALB
OG0005530	LOC115758448|XP_030554973.1|DNOV	LOC117565096|XP_034099944.1|DALB
OG0005531	LOC115769622|XP_030570385.1|DNOV	LOC117567026|XP_034102618.1|DALB
OG0005532	LOC115765486|XP_030564938.1|DNOV	LOC117563680|XP_034097998.1|DALB
OG0005533	LOC115763427|XP_030561847.1|DNOV	LOC117564379|XP_034098990.1|DALB
OG0005534	LOC115768100|XP_030568453.1|DNOV	LOC117566854|XP_034102338.1|DALB
OG0005535	LOC115758422|XP_030554933.1|DNOV	LOC117565789|XP_034100957.1|DALB
OG0005536	LOC115763007|XP_030561257.1|DNOV	LOC117566237|XP_034101676.1|DALB
OG0005537	LOC115759070|XP_030555760.1|DNOV	LOC117564938|XP_034099782.1|DALB
OG0005538	LOC115767716|XP_030567880.1|DNOV	LOC117565998|XP_034101307.1|DALB
OG0005539	LOC115759767|XP_030556686.1|DNOV	LOC117563246|XP_034097349.1|DALB
OG0005540	LOC115765990|XP_030565613.1|DNOV	LOC117565841|XP_034101046.1|DALB
OG0005541	LOC115758372|XP_030554824.1|DNOV	LOC117564752|XP_034099533.1|DALB
OG0005542	LOC115762790|XP_030561003.1|DNOV	LOC117570050|XP_034107368.1|DALB
OG0005543	LOC115763581|XP_030562061.1|DNOV	LOC117563656|XP_034097959.1|DALB
OG0005544	LOC115765982|XP_030565604.1|DNOV	LOC117566112|XP_034101472.1|DALB
OG0005545	LOC115759060|XP_030555747.1|DNOV	LOC117563731|XP_034098101.1|DALB
OG0005546	LOC115758882|XP_030555537.1|DNOV	LOC117563776|XP_034098174.1|DALB
OG0005547	LOC115759843|XP_030556798.1|DNOV	LOC117564441|XP_034099070.1|DALB
OG0005548	LOC115759882|XP_030556857.1|DNOV	LOC117566035|XP_034101375.1|DALB
OG0005549	LOC115759899|XP_030556880.1|DNOV	LOC117566041|XP_034101382.1|DALB
OG0005550	LOC115759722|XP_030556598.1|DNOV	LOC117563920|XP_034098376.1|DALB
OG0005551	LOC115760632|XP_030557944.1|DNOV	LOC117570630|XP_034108289.1|DALB
OG0005552	LOC115760918|XP_030558351.1|DNOV	LOC117570625|XP_034108282.1|DALB
OG0005553	LOC115758330|XP_030554759.1|DNOV	LOC117563928|XP_034098390.1|DALB
OG0005554	LOC115765479|XP_030564926.1|DNOV	LOC117565500|XP_034100510.1|DALB
OG0005555	LOC115765578|XP_030565086.1|DNOV	LOC117565509|XP_034100533.1|DALB
OG0005556	LOC115765576|XP_030565085.1|DNOV	LOC117565503|XP_034100526.1|DALB
OG0005557	LOC115758652|XP_030555249.1|DNOV	LOC117565850|XP_034101059.1|DALB
OG0005558	LOC115765489|XP_030564945.1|DNOV	LOC117565497|XP_034100495.1|DALB
OG0005559	LOC115762982|XP_030561224.1|DNOV	LOC117564033|XP_034098527.1|DALB
OG0005560	LOC115758651|XP_030555246.1|DNOV	LOC117565847|XP_034101052.1|DALB
OG0005561	LOC115764237|XP_030563011.1|DNOV	LOC117564959|XP_034099831.1|DALB
OG0005562	LOC115768540|XP_030569001.1|DNOV	LOC117563524|XP_034097792.1|DALB
OG0005563	LOC115766774|XP_030566646.1|DNOV	LOC117573224|XP_034112148.1|DALB
OG0005564	LOC115760267|XP_030557397.1|DNOV	LOC117565815|XP_034101006.1|DALB
OG0005565	LOC115765464|XP_030564902.1|DNOV	LOC117566029|XP_034101364.1|DALB
OG0005566	LOC115765465|XP_030564903.1|DNOV	LOC117566030|XP_034101365.1|DALB
OG0005567	LOC115762019|XP_030559946.1|DNOV	LOC117575664|XP_034115841.1|DALB
OG0005568	LOC115765574|XP_030565083.1|DNOV	LOC117564074|XP_034098591.1|DALB
OG0005569	LOC115759031|XP_030555707.1|DNOV	LOC117564960|XP_034099806.1|DALB
OG0005570	LOC115765968|XP_030565581.1|DNOV	LOC117563224|XP_034097311.1|DALB
OG0005571	LOC115766571|XP_030566414.1|DNOV	LOC117567710|XP_034103758.1|DALB
OG0005572	LOC115760601|XP_030557901.1|DNOV	LOC117569793|XP_034106991.1|DALB
OG0005573	LOC115766179|XP_030565881.1|DNOV	LOC117576794|XP_034117744.1|DALB
OG0005574	LOC115759061|XP_030555752.1|DNOV	LOC117570284|XP_034107695.1|DALB
OG0005575	LOC115761827|XP_030559629.1|DNOV	LOC117574671|XP_034114467.1|DALB
OG0005576	LOC115764017|XP_030562710.1|DNOV	LOC117571787|XP_034110037.1|DALB
OG0005577	LOC115770242|XP_030571309.1|DNOV, LOC115758482|XP_030555396.1|DNOV	LOC117569943|XP_034107195.1|DALB
OG0005578	LOC115770310|XP_030571404.1|DNOV	LOC117568517|XP_034105109.1|DALB
OG0005579	LOC115770157|XP_030571169.1|DNOV	LOC117568518|XP_034105111.1|DALB
OG0005580	LOC115762691|XP_030560873.1|DNOV	LOC117571840|XP_034110119.1|DALB
OG0005581	LOC115767588|XP_030567734.1|DNOV	LOC117577879|XP_034118731.1|DALB
OG0005582	LOC115769346|XP_030569974.1|DNOV	LOC117567618|XP_034103600.1|DALB
OG0005583	LOC115771030|XP_030572425.1|DNOV	LOC117570993|XP_034108833.1|DALB
OG0005584	LOC115758548|XP_030555104.1|DNOV	LOC117563854|XP_034098273.1|DALB
OG0005585	LOC115759486|XP_030556282.1|DNOV	LOC117576256|XP_034116786.1|DALB
OG0005586	LOC115759412|XP_030556162.1|DNOV	LOC117574058|XP_034113565.1|DALB
OG0005587	LOC115757841|XP_030554133.1|DNOV	LOC117570885|XP_034108674.1|DALB
OG0005588	LOC115770096|XP_030571065.1|DNOV	LOC117566804|XP_034102242.1|DALB
OG0005589	LOC115766124|XP_030565805.1|DNOV	LOC117576386|XP_034116989.1|DALB
OG0005590	LOC115762813|XP_030561034.1|DNOV	LOC117572194|XP_034110741.1|DALB
OG0005591	LOC115766282|XP_030566010.1|DNOV	LOC117578132|XP_034119229.1|DALB
OG0005592	LOC115765670|XP_030565193.1|DNOV	LOC117575345|XP_034115401.1|DALB
OG0005593	LOC115769905|XP_030570786.1|DNOV	LOC117568287|XP_034104695.1|DALB
OG0005594	LOC115769985|XP_030570908.1|DNOV	LOC117567095|XP_034102766.1|DALB
OG0005595	LOC115769984|XP_030570905.1|DNOV	LOC117567093|XP_034102764.1|DALB
OG0005596	LOC115767139|XP_030567164.1|DNOV	LOC117566383|XP_034101777.1|DALB
OG0005597	LOC115757757|XP_030554026.1|DNOV	LOC117574875|XP_034114794.1|DALB
OG0005598	LOC115764863|XP_030564000.1|DNOV	LOC117574063|XP_034113577.1|DALB
OG0005599	LOC115760597|XP_030557891.1|DNOV	LOC117569792|XP_034106984.1|DALB
OG0005600	LOC115766220|XP_030565934.1|DNOV	LOC117576408|XP_034117027.1|DALB
OG0005601	LOC115768771|XP_030569321.1|DNOV	LOC117578322|XP_034119669.1|DALB
OG0005602	LOC115765601|XP_030565114.1|DNOV	LOC117575765|XP_034116021.1|DALB
OG0005603	LOC115764212|XP_030562966.1|DNOV	LOC117572454|XP_034111177.1|DALB
OG0005604	LOC115764528|XP_030563490.1|DNOV	LOC117567098|XP_034102768.1|DALB
OG0005605	LOC115764577|XP_030563584.1|DNOV	LOC117566994|XP_034102559.1|DALB
OG0005606	LOC115759286|XP_030556048.1|DNOV	LOC117563832|XP_034098251.1|DALB
OG0005607	LOC115770648|XP_030571870.1|DNOV	LOC117575780|XP_034116040.1|DALB
OG0005608	LOC115770838|XP_030572132.1|DNOV	LOC117575046|XP_034115020.1|DALB
OG0005609	LOC115769375|XP_030570019.1|DNOV	LOC117567725|XP_034103778.1|DALB
OG0005610	LOC115762563|XP_030560707.1|DNOV	LOC117566973|XP_034102525.1|DALB
OG0005611	LOC115771175|XP_030572618.1|DNOV	LOC117569421|XP_034106466.1|DALB
OG0005612	LOC115761859|XP_030559712.1|DNOV	LOC117575033|XP_034115003.1|DALB
OG0005613	LOC115770644|XP_030571866.1|DNOV	LOC117574918|XP_034114859.1|DALB
OG0005614	LOC115767894|XP_030568123.1|DNOV	LOC117574129|XP_034113677.1|DALB
OG0005616	LOC115766191|XP_030565894.1|DNOV	LOC117573541|XP_034112711.1|DALB
OG0005617	LOC115764676|XP_030563724.1|DNOV	LOC117573995|XP_034113434.1|DALB
OG0005618	LOC115762048|XP_030559985.1|DNOV	LOC117567554|XP_034103504.1|DALB
OG0005619	LOC115761770|XP_030559559.1|DNOV	LOC117574718|XP_034114532.1|DALB
OG0005620	LOC115771367|XP_030572911.1|DNOV	LOC117578058|XP_034119083.1|DALB
OG0005621	LOC115766446|XP_030566233.1|DNOV	LOC117564836|XP_034099655.1|DALB
OG0005622	LOC115768024|XP_030568303.1|DNOV	LOC117577998|XP_034118988.1|DALB
OG0005623	LOC115768666|XP_030569206.1|DNOV	LOC117576793|XP_034117743.1|DALB, LOC117578085|XP_034119141.1|DALB
OG0005624	LOC115766044|XP_030565677.1|DNOV	LOC117576877|XP_034117874.1|DALB
OG0005625	LOC115770831|XP_030572126.1|DNOV	LOC117573429|XP_034112532.1|DALB
OG0005626	LOC115766376|XP_030566136.1|DNOV	LOC117578074|XP_034119110.1|DALB
OG0005627	LOC115763680|XP_030562211.1|DNOV	LOC117576490|XP_034117155.1|DALB
OG0005628	LOC115764959|XP_030564141.1|DNOV	LOC117576265|XP_034116799.1|DALB
OG0005629	LOC115771258|XP_030572736.1|DNOV	LOC117567260|XP_034103001.1|DALB
OG0005630	LOC115762130|XP_030560096.1|DNOV	LOC117571894|XP_034110250.1|DALB
OG0005631	LOC115767548|XP_030567690.1|DNOV	LOC117568732|XP_034105449.1|DALB
OG0005632	LOC115768474|XP_030568909.1|DNOV	LOC117577874|XP_034118723.1|DALB
OG0005633	LOC115759414|XP_030556164.1|DNOV	LOC117576682|XP_034117569.1|DALB
OG0005634	LOC115759522|XP_030556329.1|DNOV	LOC117576854|XP_034117838.1|DALB
OG0005635	LOC115763944|XP_030562597.1|DNOV	LOC117565242|XP_034100144.1|DALB
OG0005636	LOC115764691|XP_030563744.1|DNOV	LOC117573281|XP_034112261.1|DALB
OG0005637	LOC115763634|XP_030562123.1|DNOV	LOC117573989|XP_034113429.1|DALB
OG0005638	LOC115757986|XP_030554334.1|DNOV	LOC117569662|XP_034106799.1|DALB
OG0005639	LOC115765233|XP_030564549.1|DNOV	LOC117572682|XP_034111607.1|DALB
OG0005640	LOC115766236|XP_030565960.1|DNOV	LOC117576507|XP_034117197.1|DALB
OG0005641	LOC115767195|XP_030567246.1|DNOV	LOC117574628|XP_034114413.1|DALB
OG0005642	LOC115764143|XP_030562876.1|DNOV	LOC117574215|XP_034113813.1|DALB
OG0005643	LOC115769917|XP_030570801.1|DNOV	LOC117570201|XP_034107579.1|DALB
OG0005644	LOC115769915|XP_030570798.1|DNOV	LOC117567286|XP_034103047.1|DALB
OG0005645	LOC115768363|XP_030568792.1|DNOV	LOC117566859|XP_034102348.1|DALB
OG0005646	LOC115768270|XP_030568663.1|DNOV	LOC117569214|XP_034106184.1|DALB
OG0005647	LOC115758653|XP_030555254.1|DNOV	LOC117566887|XP_034102390.1|DALB
OG0005648	LOC115766168|XP_030565873.1|DNOV	LOC117567013|XP_034102590.1|DALB
OG0005649	LOC115763749|XP_030562314.1|DNOV	LOC117574110|XP_034113650.1|DALB
OG0005650	LOC115763788|XP_030562376.1|DNOV	LOC117575065|XP_034115045.1|DALB
OG0005651	LOC115765387|XP_030564772.1|DNOV	LOC117574043|XP_034113539.1|DALB
OG0005652	LOC115761653|XP_030559352.1|DNOV	LOC117576582|XP_034117353.1|DALB
OG0005653	LOC115758666|XP_030555264.1|DNOV	LOC117563542|XP_034097812.1|DALB
OG0005654	LOC115765767|XP_030565293.1|DNOV	LOC117576330|XP_034116893.1|DALB
OG0005655	LOC115766261|XP_030565980.1|DNOV, LOC115766076|XP_030565740.1|DNOV	LOC117573557|XP_034112734.1|DALB
OG0005656	LOC115766090|XP_030565760.1|DNOV	LOC117573538|XP_034112705.1|DALB
OG0005657	LOC115766226|XP_030565942.1|DNOV	LOC117576440|XP_034117088.1|DALB
OG0005658	LOC115763702|XP_030562251.1|DNOV	LOC117573981|XP_034113419.1|DALB
OG0005659	LOC115761772|XP_030559561.1|DNOV	LOC117575648|XP_034115822.1|DALB
OG0005660	LOC115762861|XP_030561097.1|DNOV	LOC117570966|XP_034108800.1|DALB
OG0005661	LOC115761698|XP_030559429.1|DNOV	LOC117576919|XP_034117951.1|DALB
OG0005662	LOC115766063|XP_030565720.1|DNOV	LOC117574099|XP_034113630.1|DALB
OG0005663	LOC115768259|XP_030568648.1|DNOV	LOC117577000|XP_034118072.1|DALB
OG0005664	LOC115764915|XP_030564078.1|DNOV	LOC117573330|XP_034112328.1|DALB
OG0005665	LOC115770664|XP_030571891.1|DNOV	LOC117573735|XP_034113002.1|DALB
OG0005666	LOC115767844|XP_030568052.1|DNOV	LOC117574120|XP_034113788.1|DALB
OG0005667	LOC115768578|XP_030569079.1|DNOV	LOC117567406|XP_034103260.1|DALB
OG0005668	LOC115766909|XP_030566851.1|DNOV	LOC117572564|XP_034111333.1|DALB
OG0005669	LOC115758491|XP_030555032.1|DNOV	LOC117564605|XP_034099351.1|DALB
OG0005670	LOC115766174|XP_030565877.1|DNOV	LOC117576795|XP_034117746.1|DALB
OG0005671	LOC115771695|XP_030573372.1|DNOV	LOC117576620|XP_034117428.1|DALB
OG0005672	LOC115763946|XP_030562601.1|DNOV	LOC117566251|XP_034101695.1|DALB
OG0005673	LOC115769648|XP_030570421.1|DNOV	LOC117571713|XP_034109903.1|DALB
OG0005674	LOC115769363|XP_030570009.1|DNOV	LOC117568007|XP_034104221.1|DALB
OG0005675	LOC115761301|XP_030558888.1|DNOV	LOC117575004|XP_034114971.1|DALB
OG0005676	LOC115766916|XP_030566858.1|DNOV	LOC117569534|XP_034106627.1|DALB
OG0005677	LOC115760064|XP_030557105.1|DNOV	LOC117566915|XP_034102426.1|DALB
OG0005678	LOC115766120|XP_030565800.1|DNOV	LOC117573456|XP_034112569.1|DALB
OG0005679	LOC115766034|XP_030565665.1|DNOV	LOC117576875|XP_034117870.1|DALB
OG0005680	LOC115765502|XP_030564974.1|DNOV	LOC117564004|XP_034098485.1|DALB
OG0005681	LOC115770656|XP_030571881.1|DNOV	LOC117575375|XP_034115438.1|DALB
OG0005682	LOC115770655|XP_030571880.1|DNOV	LOC117575372|XP_034115433.1|DALB
OG0005683	LOC115767390|XP_030567513.1|DNOV	LOC117565236|XP_034100140.1|DALB
OG0005684	LOC115762562|XP_030560706.1|DNOV	LOC117566972|XP_034102524.1|DALB
OG0005685	LOC115767077|XP_030567080.1|DNOV	LOC117578284|XP_034119616.1|DALB
OG0005686	LOC115759527|XP_030556336.1|DNOV	LOC117573944|XP_034113363.1|DALB
OG0005687	LOC115771521|XP_030573115.1|DNOV	LOC117570647|XP_034108305.1|DALB
OG0005688	LOC115763229|XP_030561567.1|DNOV	LOC117569085|XP_034105991.1|DALB
OG0005689	LOC115768336|XP_030568760.1|DNOV	LOC117569981|XP_034107293.1|DALB
OG0005690	LOC115764127|XP_030562857.1|DNOV	LOC117576829|XP_034117794.1|DALB
OG0005691	LOC115770908|XP_030572212.1|DNOV	LOC117574566|XP_034114329.1|DALB
OG0005692	LOC115765883|XP_030565483.1|DNOV	LOC117566216|XP_034101651.1|DALB
OG0005693	LOC115769487|XP_030570165.1|DNOV	LOC117569091|XP_034105999.1|DALB
OG0005694	LOC115770716|XP_030571976.1|DNOV	LOC117576857|XP_034117842.1|DALB
OG0005695	LOC115759624|XP_030556468.1|DNOV	LOC117576688|XP_034117574.1|DALB
OG0005696	LOC115759626|XP_030556473.1|DNOV	LOC117576690|XP_034117577.1|DALB
OG0005697	LOC115759432|XP_030556199.1|DNOV	LOC117576678|XP_034117563.1|DALB
OG0005698	LOC115762224|XP_030560219.1|DNOV	LOC117567162|XP_034102866.1|DALB
OG0005699	LOC115770946|XP_030572264.1|DNOV	LOC117576985|XP_034118062.1|DALB
OG0005700	LOC115766818|XP_030566714.1|DNOV	LOC117578237|XP_034119574.1|DALB
OG0005701	LOC115758582|XP_030555160.1|DNOV	LOC117564056|XP_034098568.1|DALB
OG0005702	LOC115768393|XP_030568827.1|DNOV	LOC117574167|XP_034113750.1|DALB
OG0005703	LOC115765248|XP_030564579.1|DNOV	LOC117572683|XP_034111611.1|DALB
OG0005704	LOC115768747|XP_030569294.1|DNOV	LOC117568905|XP_034105703.1|DALB
OG0005705	LOC115762806|XP_030561020.1|DNOV	LOC117570369|XP_034107854.1|DALB
OG0005706	LOC115765019|XP_030564232.1|DNOV	LOC117576264|XP_034116797.1|DALB
OG0005707	LOC115766364|XP_030566123.1|DNOV	LOC117563701|XP_034098041.1|DALB
OG0005708	LOC115767018|XP_030567003.1|DNOV	LOC117567057|XP_034102679.1|DALB
OG0005709	LOC115764962|XP_030564146.1|DNOV	LOC117576824|XP_034117787.1|DALB
OG0005710	LOC115766064|XP_030565724.1|DNOV	LOC117574100|XP_034113631.1|DALB
OG0005711	LOC115767810|XP_030568006.1|DNOV	LOC117567818|XP_034103948.1|DALB
OG0005712	LOC115759856|XP_030556819.1|DNOV	LOC117563252|XP_034097358.1|DALB
OG0005713	LOC115765603|XP_030565115.1|DNOV	LOC117574370|XP_034114095.1|DALB
OG0005714	LOC115761912|XP_030559789.1|DNOV	LOC117574191|XP_034113780.1|DALB
OG0005715	LOC115759521|XP_030556327.1|DNOV	LOC117574068|XP_034113584.1|DALB
OG0005716	LOC115763684|XP_030562222.1|DNOV	LOC117574975|XP_034114930.1|DALB
OG0005717	LOC115763660|XP_030562192.1|DNOV	LOC117575880|XP_034116208.1|DALB
OG0005718	LOC115764775|XP_030563874.1|DNOV	LOC117573939|XP_034113357.1|DALB
OG0005719	LOC115765656|XP_030565173.1|DNOV	LOC117574155|XP_034113727.1|DALB
OG0005720	LOC115765664|XP_030565181.1|DNOV	LOC117574525|XP_034114278.1|DALB
OG0005721	LOC115765687|XP_030565205.1|DNOV	LOC117574720|XP_034114534.1|DALB
OG0005722	LOC115761754|XP_030559515.1|DNOV	LOC117575613|XP_034115777.1|DALB
OG0005723	LOC115767923|XP_030568151.1|DNOV	LOC117574534|XP_034114288.1|DALB
OG0005724	LOC115766508|XP_030566325.1|DNOV	LOC117572744|XP_034111712.1|DALB
OG0005725	LOC115759554|XP_030556376.1|DNOV	LOC117576613|XP_034117408.1|DALB
OG0005726	LOC115765314|XP_030564673.1|DNOV	LOC117577935|XP_034118831.1|DALB
OG0005727	LOC115759429|XP_030556197.1|DNOV	LOC117576254|XP_034116772.1|DALB
OG0005728	LOC115761321|XP_030558913.1|DNOV	LOC117575002|XP_034114968.1|DALB
OG0005729	LOC115759558|XP_030556381.1|DNOV	LOC117576465|XP_034117124.1|DALB
OG0005730	LOC115759571|XP_030556397.1|DNOV	LOC117576468|XP_034117130.1|DALB
OG0005731	LOC115759569|XP_030556394.1|DNOV	LOC117576467|XP_034117129.1|DALB
OG0005732	LOC115770962|XP_030572292.1|DNOV	LOC117576370|XP_034116952.1|DALB
OG0005733	LOC115770641|XP_030571851.1|DNOV	LOC117576369|XP_034116950.1|DALB
OG0005734	LOC115767945|XP_030568184.1|DNOV	LOC117576398|XP_034117004.1|DALB
OG0005735	LOC115765627|XP_030565137.1|DNOV	LOC117576982|XP_034118052.1|DALB
OG0005736	LOC115765795|XP_030565362.1|DNOV	LOC117576980|XP_034118050.1|DALB
OG0005737	LOC115766182|XP_030565884.1|DNOV	LOC117574665|XP_034114461.1|DALB
OG0005738	LOC115770669|XP_030571896.1|DNOV	LOC117575807|XP_034116089.1|DALB
OG0005739	LOC115767893|XP_030568122.1|DNOV	LOC117573969|XP_034113398.1|DALB
OG0005740	LOC115764992|XP_030564188.1|DNOV	LOC117576804|XP_034117755.1|DALB
OG0005741	LOC115765705|XP_030565227.1|DNOV	LOC117575354|XP_034115410.1|DALB
OG0005742	LOC115764764|XP_030563860.1|DNOV	LOC117573338|XP_034112339.1|DALB
OG0005743	LOC115766224|XP_030565940.1|DNOV	LOC117576411|XP_034117030.1|DALB
OG0005744	LOC115766126|XP_030565808.1|DNOV	LOC117576387|XP_034116990.1|DALB
OG0005745	LOC115763646|XP_030562172.1|DNOV	LOC117576569|XP_034117299.1|DALB
OG0005746	LOC115763666|XP_030562197.1|DNOV	LOC117576574|XP_034117335.1|DALB
OG0005747	LOC115767919|XP_030568148.1|DNOV	LOC117575050|XP_034115023.1|DALB
OG0005748	LOC115765649|XP_030565166.1|DNOV	LOC117575466|XP_034115571.1|DALB
OG0005749	LOC115768598|XP_030569108.1|DNOV	LOC117570711|XP_034108415.1|DALB
OG0005750	LOC115765692|XP_030565210.1|DNOV	LOC117573413|XP_034112509.1|DALB
OG0005751	LOC115762933|XP_030561174.1|DNOV	LOC117570767|XP_034108492.1|DALB
OG0005752	LOC115761146|XP_030558675.1|DNOV	LOC117572417|XP_034111094.1|DALB
OG0005753	LOC115763345|XP_030561718.1|DNOV	LOC117565811|XP_034100995.1|DALB
OG0005754	LOC115757801|XP_030554079.1|DNOV, LOC115758164|XP_030554565.1|DNOV	LOC117572080|XP_034110563.1|DALB
OG0005755	LOC115760431|XP_030557602.1|DNOV	LOC117569272|XP_034106262.1|DALB
OG0005756	LOC115761581|XP_030559230.1|DNOV	LOC117576923|XP_034117956.1|DALB
OG0005757	LOC115766225|XP_030565941.1|DNOV	LOC117576412|XP_034117031.1|DALB
OG0005758	LOC115763653|XP_030562181.1|DNOV	LOC117574658|XP_034114453.1|DALB
OG0005759	LOC115760420|XP_030557586.1|DNOV	LOC117573208|XP_034112098.1|DALB
OG0005760	LOC115763823|XP_030562434.1|DNOV	LOC117575063|XP_034115044.1|DALB
OG0005761	LOC115763685|XP_030562225.1|DNOV	LOC117576164|XP_034116629.1|DALB
OG0005762	LOC115763626|XP_030562108.1|DNOV	LOC117574001|XP_034113456.1|DALB
OG0005763	LOC115761610|XP_030559275.1|DNOV	LOC117566906|XP_034102415.1|DALB
