Orthogroup	DNOV.longest_only	DMEL.longest_only
OG0003709	LOC115760852|XP_030558263.1|DNOV	sug|NP_610826.1|DMEL
OG0003710	LOC115760851|XP_030558262.1|DNOV	CG17019|NP_610827.2|DMEL
OG0003711	LOC115771554|XP_030573160.1|DNOV	CG9300|NP_649127.1|DMEL
OG0003712	LOC115763287|XP_030561636.1|DNOV	Achl|NP_610964.1|DMEL
OG0003713	LOC115758392|XP_030554866.1|DNOV	lms|NP_001286635.1|DMEL
OG0003714	LOC115758387|XP_030554851.1|DNOV	Mgat1|NP_525117.2|DMEL
OG0003715	LOC115767126|XP_030567147.1|DNOV	Cpr66Cb|NP_648209.1|DMEL
OG0003716	LOC115769776|XP_030570601.1|DNOV	Srrm1|NP_648627.1|DMEL
OG0003717	LOC115769972|XP_030570884.1|DNOV	zetaCOP|NP_648910.1|DMEL
OG0003718	LOC115762948|XP_030561194.1|DNOV	CG8005|NP_648188.2|DMEL
OG0003719	LOC115770081|XP_030571050.1|DNOV	CG6650|NP_648685.1|DMEL
OG0003720	LOC115765401|XP_030564796.1|DNOV	Dd|NP_608449.1|DMEL
OG0003721	LOC115762195|XP_030560177.1|DNOV	Vps20|NP_726213.1|DMEL
OG0003722	LOC115770999|XP_030572359.1|DNOV	Pura|NP_996016.2|DMEL
OG0003723	LOC115769673|XP_030570448.1|DNOV	ghi|NP_729495.1|DMEL
OG0003724	LOC115769712|XP_030570501.1|DNOV	TM9SF3|NP_647979.1|DMEL
OG0003725	LOC115770540|XP_030571704.1|DNOV	tral|NP_001261775.1|DMEL
OG0003726	LOC115769919|XP_030570804.1|DNOV	Uev1A|NP_647959.1|DMEL
OG0003727	LOC115769398|XP_030570059.1|DNOV	Aef1|NP_001262157.1|DMEL
OG0003728	LOC115770806|XP_030572089.1|DNOV	sra|NP_524378.1|DMEL
OG0003730	LOC115771557|XP_030573162.1|DNOV	Tet|NP_001261344.1|DMEL
OG0003731	LOC115762945|XP_030561190.1|DNOV	CG1265|NP_647878.1|DMEL
OG0003732	LOC115770023|XP_030570938.1|DNOV	Blos2|NP_648427.1|DMEL
OG0003733	LOC115771291|XP_030572774.1|DNOV	Ptp61F|NP_476687.1|DMEL
OG0003734	LOC115765812|XP_030565394.1|DNOV	Hipk|NP_001369036.1|DMEL
OG0003735	LOC115760289|XP_030557425.1|DNOV	Upf3|NP_726375.1|DMEL
OG0003736	LOC115760778|XP_030558128.1|DNOV	mRpS28|NP_523785.2|DMEL
OG0003737	LOC115760642|XP_030557962.1|DNOV	T3dh|NP_477209.2|DMEL
OG0003738	LOC115763508|XP_030561969.1|DNOV	stl|NP_001097423.1|DMEL
OG0003739	LOC115760760|XP_030558101.1|DNOV	PIG-G|NP_610292.2|DMEL
OG0003740	LOC115760787|XP_030558143.1|DNOV	dpa|NP_477185.1|DMEL
OG0003741	LOC115771294|XP_030572779.1|DNOV	312|NP_612105.1|DMEL
OG0003742	LOC115771431|XP_030572995.1|DNOV	CG6843|NP_649072.1|DMEL
OG0003743	LOC115760881|XP_030558304.1|DNOV	nito|NP_610339.1|DMEL
OG0003744	LOC115760790|XP_030558146.1|DNOV	mEFTu2|NP_610288.1|DMEL
OG0003745	LOC115762123|XP_030560088.1|DNOV	Tmem18|NP_725169.3|DMEL
OG0003746	LOC115771774|XP_030573493.1|DNOV	CG10543|NP_001369100.1|DMEL
OG0003747	LOC115771243|XP_030572704.1|DNOV	Lmx1a|NP_729801.1|DMEL
OG0003748	LOC115771114|XP_030572538.1|DNOV	CG4328|NP_648567.2|DMEL
OG0003749	LOC115771255|XP_030572726.1|DNOV	CG32100|NP_729797.1|DMEL
OG0003750	LOC115771008|XP_030572373.1|DNOV	Sms|NP_001287045.1|DMEL
OG0003751	LOC115771254|XP_030572719.1|DNOV	app|NP_996065.2|DMEL
OG0003752	LOC115769935|XP_030570836.1|DNOV	CG3764|NP_001261977.1|DMEL
OG0003753	LOC115771057|XP_030572465.1|DNOV	Ist1|NP_648058.1|DMEL
OG0003754	LOC115771042|XP_030572441.1|DNOV	velo|NP_648056.1|DMEL
OG0003755	LOC115769938|XP_030570841.1|DNOV	CG6652|NP_648946.3|DMEL
OG0003756	LOC115759802|XP_030556748.1|DNOV	CG10417|NP_610169.1|DMEL
OG0003757	LOC115762113|XP_030560077.1|DNOV	CG16896|NP_611973.2|DMEL
OG0003758	LOC115757714|XP_030553936.1|DNOV	Sik3|NP_611361.4|DMEL
OG0003759	LOC115771091|XP_030572504.1|DNOV	CG43078|NP_001246678.1|DMEL
OG0003760	LOC115758923|XP_030555584.1|DNOV	Sema1b|NP_611244.1|DMEL
OG0003761	LOC115769748|XP_030570551.1|DNOV	Pus7|NP_648231.1|DMEL
OG0003762	LOC115769897|XP_030570776.1|DNOV	CG6765|NP_648233.1|DMEL
OG0003763	LOC115762654|XP_030560820.1|DNOV	Ets65A|NP_001303373.1|DMEL
OG0003764	LOC115762762|XP_030560965.1|DNOV	CG13293|NP_648024.2|DMEL
OG0003765	LOC115769233|XP_030569806.1|DNOV	CG16865|NP_609677.1|DMEL
OG0003766	LOC115768522|XP_030568973.1|DNOV	CG6903|NP_572198.1|DMEL
OG0003767	LOC115760838|XP_030558242.1|DNOV	Cdk5|NP_477080.1|DMEL
OG0003768	LOC115762385|XP_030560425.1|DNOV	sha|NP_001137645.1|DMEL
OG0003769	LOC115762081|XP_030560033.1|DNOV	CG7741|NP_610670.2|DMEL
OG0003770	LOC115766722|XP_030566533.1|DNOV	Cals|NP_001259086.1|DMEL
OG0003771	LOC115762645|XP_030560811.1|DNOV	cert|NP_648199.1|DMEL
OG0003772	LOC115762690|XP_030560872.1|DNOV	Use1|NP_648289.2|DMEL
OG0003773	LOC115760943|XP_030558383.1|DNOV	Etf-QO|NP_610536.1|DMEL
OG0003774	LOC115760912|XP_030558342.1|DNOV	CG1513|NP_610534.3|DMEL
OG0003775	LOC115769011|XP_030569582.1|DNOV	dome|NP_523412.1|DMEL
OG0003776	LOC115762521|XP_030560641.1|DNOV	CG30158|NP_652315.2|DMEL
OG0003777	LOC115764379|XP_030563204.1|DNOV	slv|NP_477383.1|DMEL
OG0003778	LOC115761378|XP_030558992.1|DNOV	Sod3|NP_001033939.2|DMEL
OG0003779	LOC115762212|XP_030560199.1|DNOV	HnRNP-K|NP_995906.1|DMEL
OG0003780	LOC115759989|XP_030557006.1|DNOV	CG6550|NP_611207.1|DMEL
OG0003781	LOC115766766|XP_030566619.1|DNOV	CaMKI|NP_524622.1|DMEL
OG0003782	LOC115768906|XP_030569484.1|DNOV	CG32809|NP_001245466.1|DMEL
OG0003783	LOC115764869|XP_030564006.1|DNOV	ALiX|NP_651582.1|DMEL
OG0003784	LOC115760847|XP_030558259.1|DNOV	CG8078|NP_610451.1|DMEL
OG0003785	LOC115765267|XP_030564619.1|DNOV	d4|NP_610163.1|DMEL
OG0003786	LOC115765869|XP_030565503.1|DNOV	Dgp-1|NP_611302.1|DMEL
OG0003787	LOC115765965|XP_030565617.1|DNOV	MED9|NP_788400.1|DMEL
OG0003788	LOC115771833|XP_030573578.1|DNOV	PPP1R15|NP_611863.1|DMEL
OG0003789	LOC115771381|XP_030572929.1|DNOV	LRR|NP_001260788.1|DMEL
OG0003790	LOC115762787|XP_030560999.1|DNOV	CG8607|NP_648100.2|DMEL
OG0003791	LOC115764683|XP_030563731.1|DNOV	Dmtn|NP_001163531.1|DMEL
OG0003792	LOC115759384|XP_030556174.1|DNOV	rdgBbeta|NP_611248.3|DMEL
OG0003793	LOC115762114|XP_030560078.1|DNOV	CG44247|NP_611974.2|DMEL
OG0003794	LOC115765487|XP_030564944.1|DNOV	CG4554|NP_611676.1|DMEL
OG0003795	LOC115770472|XP_030571614.1|DNOV	CG9384|NP_648720.3|DMEL
OG0003796	LOC115764916|XP_030564079.1|DNOV	CG7601|NP_651717.1|DMEL
OG0003797	LOC115769291|XP_030569878.1|DNOV	spel1|NP_523565.2|DMEL
OG0003798	LOC115762162|XP_030560139.1|DNOV	Wnt2|NP_476810.1|DMEL
OG0003799	LOC115758416|XP_030554928.1|DNOV	Ppa|NP_001261138.1|DMEL
OG0003800	LOC115763472|XP_030561917.1|DNOV	noc|NP_476917.1|DMEL
OG0003801	LOC115763525|XP_030561989.1|DNOV	sNPF|NP_724239.1|DMEL
OG0003802	LOC115763014|XP_030561263.1|DNOV	CG10747|NP_610022.3|DMEL
OG0003803	LOC115764890|XP_030564036.1|DNOV	CG18731|NP_652716.1|DMEL
OG0003804	LOC115763323|XP_030561683.1|DNOV	osp|NP_001162975.1|DMEL
OG0003805	LOC115765559|XP_030565056.1|DNOV	CG3164|NP_722605.1|DMEL
OG0003806	LOC115759818|XP_030556770.1|DNOV	Fis1|NP_001137607.1|DMEL
OG0003807	LOC115759191|XP_030555928.1|DNOV	chic|NP_477016.1|DMEL
OG0003808	LOC115771048|XP_030572449.1|DNOV	Crtc|NP_001261997.1|DMEL
OG0003809	LOC115759763|XP_030556678.1|DNOV	CG10428|NP_609918.1|DMEL
OG0003810	LOC115757683|XP_030553884.1|DNOV	CG3511|NP_611935.1|DMEL
OG0003811	LOC115758490|XP_030555035.1|DNOV	Spt5|NP_652610.1|DMEL
OG0003812	LOC115759247|XP_030556007.1|DNOV	spen|NP_722615.1|DMEL
OG0003813	LOC115759777|XP_030556703.1|DNOV	Etl1|NP_609320.2|DMEL
OG0003814	LOC115765493|XP_030564960.1|DNOV	Oatp33Eb|NP_609570.1|DMEL
OG0003815	LOC115771923|XP_030573681.1|DNOV	CG10877|NP_650894.1|DMEL
OG0003816	LOC115769296|XP_030569883.1|DNOV	Top3alpha|NP_523602.2|DMEL
OG0003817	LOC115763478|XP_030561924.1|DNOV	Gdi|NP_523524.2|DMEL
OG0003818	LOC115758367|XP_030554815.1|DNOV	CG33120|NP_788073.1|DMEL
OG0003819	LOC115759295|XP_030556057.1|DNOV	CG31957|NP_722949.1|DMEL
OG0003820	LOC115766123|XP_030565804.1|DNOV	hyx|NP_649863.1|DMEL
OG0003821	LOC115759328|XP_030556103.1|DNOV	Sin1|NP_610963.1|DMEL
OG0003822	LOC115758869|XP_030555521.1|DNOV	Fic|NP_609026.1|DMEL
OG0003823	LOC115759887|XP_030556862.1|DNOV	CG31663|NP_722738.1|DMEL
OG0003824	LOC115763572|XP_030562051.1|DNOV	CG13081|NP_609985.1|DMEL
OG0003825	LOC115763497|XP_030561952.1|DNOV	CG13097|NP_609237.1|DMEL
OG0003826	LOC115760186|XP_030557275.1|DNOV	CG14022|NP_608922.1|DMEL
OG0003827	LOC115763422|XP_030561841.1|DNOV	CG3769|NP_609289.1|DMEL
OG0003828	LOC115763351|XP_030561729.1|DNOV	numb|NP_523523.2|DMEL
OG0003829	LOC115769173|XP_030569738.1|DNOV	CG43333|NP_788051.1|DMEL
OG0003830	LOC115758717|XP_030555330.1|DNOV	l_2_k14505|NP_610102.1|DMEL
OG0003831	LOC115761521|XP_030559152.1|DNOV	Idh3b|NP_651000.1|DMEL
OG0003832	LOC115759192|XP_030555929.1|DNOV	CG17378|NP_609073.2|DMEL
OG0003833	LOC115759194|XP_030555933.1|DNOV	nrv2|NP_477168.1|DMEL
OG0003834	LOC115759883|XP_030556858.1|DNOV	Wee1|NP_477035.1|DMEL
OG0003835	LOC115763353|XP_030561734.1|DNOV	CG4587|NP_001285962.1|DMEL
OG0003836	LOC115758339|XP_030554773.1|DNOV	CG31800|NP_724152.1|DMEL
OG0003837	LOC115759149|XP_030555862.1|DNOV	Sidpn|NP_523599.1|DMEL
OG0003838	LOC115759975|XP_030556988.1|DNOV	IFT57|NP_608792.1|DMEL
OG0003839	LOC115769207|XP_030569774.1|DNOV	RpL24|NP_609649.1|DMEL
OG0003840	LOC115762074|XP_030560027.1|DNOV	CSN4|NP_477444.1|DMEL
OG0003841	LOC115758340|XP_030554774.1|DNOV	Slh|NP_001137769.2|DMEL
OG0003842	LOC115763142|XP_030561452.1|DNOV	Nup154|NP_477287.1|DMEL
OG0003843	LOC115769311|XP_030569901.1|DNOV	Smg5|NP_609685.1|DMEL
OG0003844	LOC115763582|XP_030562062.1|DNOV	Ing5|NP_609647.1|DMEL
OG0003845	LOC115759120|XP_030555823.1|DNOV	CG15270|NP_609738.1|DMEL
OG0003846	LOC115763343|XP_030561714.1|DNOV	GlcAT-S|NP_001162922.1|DMEL
OG0003847	LOC115763252|XP_030561590.1|DNOV	CG18661|NP_652562.2|DMEL
OG0003848	LOC115771618|XP_030573256.1|DNOV	GckIII|NP_650596.1|DMEL
OG0003849	LOC115761318|XP_030558914.1|DNOV	CG11777|NP_724939.1|DMEL
OG0003850	LOC115769211|XP_030569781.1|DNOV	rk|NP_476702.1|DMEL
OG0003851	LOC115762075|XP_030560024.1|DNOV	CG9945|NP_611494.1|DMEL
OG0003852	LOC115760305|XP_030557453.1|DNOV	CG15387|NP_001097058.1|DMEL
OG0003853	LOC115761011|XP_030558481.1|DNOV	ATPCL|NP_523755.2|DMEL
OG0003854	LOC115758573|XP_030555147.1|DNOV	yellow-b|NP_523586.1|DMEL
OG0003855	LOC115758413|XP_030554921.1|DNOV, LOC115758412|XP_030554920.1|DNOV	BuGZ|NP_001260513.1|DMEL
OG0003856	LOC115759261|XP_030556023.1|DNOV	AstCC|NP_001285830.1|DMEL
OG0003857	LOC115765476|XP_030564916.1|DNOV	crp|NP_476605.1|DMEL
OG0003858	LOC115769128|XP_030569694.1|DNOV	Pfrx|NP_477451.1|DMEL
OG0003859	LOC115758782|XP_030555413.1|DNOV	CG17321|NP_609915.1|DMEL
OG0003860	LOC115762283|XP_030560307.1|DNOV	CG34195|NP_001097360.1|DMEL
OG0003861	LOC115763424|XP_030561843.1|DNOV	Cwc25|NP_608705.1|DMEL
OG0003862	LOC115758680|XP_030555280.1|DNOV	Kr-h1|NP_477466.1|DMEL
OG0003863	LOC115763085|XP_030561376.1|DNOV	tai|NP_001245949.1|DMEL
OG0003864	LOC115763205|XP_030561530.1|DNOV	CG9586|NP_001260279.1|DMEL
OG0003865	LOC115759555|XP_030556377.1|DNOV	CG5886|NP_651435.1|DMEL
OG0003866	LOC115763084|XP_030561374.1|DNOV	CG8665|NP_610107.1|DMEL
OG0003867	LOC115759980|XP_030556993.1|DNOV	CG46302|NP_001334712.1|DMEL, CG40439|NP_001036404.1|DMEL
OG0003868	LOC115768693|XP_030569240.1|DNOV	SamDC|NP_477223.2|DMEL
OG0003869	LOC115759103|XP_030555801.1|DNOV	Ptpa|NP_523466.2|DMEL
OG0003870	LOC115767709|XP_030567863.1|DNOV	Pde11|NP_609885.2|DMEL
OG0003871	LOC115758643|XP_030555239.1|DNOV	CG6583|NP_609556.2|DMEL
OG0003872	LOC115761558|XP_030559206.1|DNOV	cyp33|NP_523773.1|DMEL
OG0003873	LOC115768546|XP_030569014.1|DNOV	E2f2|NP_477355.1|DMEL
OG0003874	LOC115763095|XP_030561392.1|DNOV	Mondo|NP_724326.1|DMEL
OG0003875	LOC115763341|XP_030561710.1|DNOV	Ripalpha|NP_609351.1|DMEL
OG0003876	LOC115758550|XP_030555107.1|DNOV	RFeSP|NP_722715.1|DMEL
OG0003877	LOC115763402|XP_030561812.1|DNOV	Ku80|NP_609767.2|DMEL
OG0003878	LOC115758595|XP_030555175.1|DNOV	CG10602|NP_609916.5|DMEL
OG0003879	LOC115762567|XP_030560710.1|DNOV	CG34140|NP_001036574.1|DMEL
OG0003880	LOC115770455|XP_030571593.1|DNOV	klu|NP_001261690.1|DMEL
OG0003881	LOC115760519|XP_030557747.1|DNOV	Samtor|NP_611943.1|DMEL
OG0003882	LOC115762061|XP_030560007.1|DNOV	vlc|NP_524868.1|DMEL
OG0003883	LOC115765359|XP_030564734.1|DNOV	Smox|NP_511079.1|DMEL
OG0003884	LOC115769316|XP_030569910.1|DNOV	Sec71|NP_609675.2|DMEL
OG0003885	LOC115763047|XP_030561331.1|DNOV	COX5B|NP_609046.1|DMEL
OG0003886	LOC115763043|XP_030561324.1|DNOV	IFT52|NP_609045.2|DMEL
OG0003887	LOC115758341|XP_030554775.1|DNOV	oaf|NP_787963.2|DMEL
OG0003888	LOC115761618|XP_030559306.1|DNOV	mRRF2|NP_732771.2|DMEL
OG0003889	LOC115758628|XP_030555223.1|DNOV	Plap|NP_524666.2|DMEL
OG0003890	LOC115771071|XP_030572483.1|DNOV	CG12012|NP_647813.1|DMEL
OG0003891	LOC115769294|XP_030569880.1|DNOV	b|NP_476788.1|DMEL
OG0003893	LOC115769228|XP_030569800.1|DNOV	Top2|NP_476760.1|DMEL
OG0003894	LOC115763060|XP_030561346.1|DNOV	STUB1|NP_477441.1|DMEL
OG0003895	LOC115765385|XP_030564770.1|DNOV	dgt3|NP_611533.2|DMEL
OG0003896	LOC115758471|XP_030555011.1|DNOV	CG9313|NP_001286657.1|DMEL
OG0003897	LOC115759997|XP_030557015.1|DNOV	Bap55|NP_611209.1|DMEL
OG0003898	LOC115763322|XP_030561682.1|DNOV	l_2_37Cg|NP_001260563.1|DMEL
OG0003899	LOC115765924|XP_030565531.1|DNOV, LOC115765925|XP_030565532.1|DNOV	shv|NP_608525.1|DMEL
OG0003900	LOC115765988|XP_030565612.1|DNOV	S|NP_523450.1|DMEL
OG0003901	LOC115765471|XP_030564911.1|DNOV	CG4935|NP_609782.2|DMEL
OG0003902	LOC115765468|XP_030564907.1|DNOV	Mnn1|NP_001036342.1|DMEL
OG0003903	LOC115758446|XP_030554970.1|DNOV	CG5287|NP_609608.1|DMEL
OG0003904	LOC115758445|XP_030554969.1|DNOV	CG31849|NP_723787.1|DMEL
OG0003905	LOC115761836|XP_030559677.1|DNOV	CG5808|NP_651291.1|DMEL
OG0003906	LOC115766529|XP_030566355.1|DNOV	MED16|NP_611650.2|DMEL
OG0003907	LOC115765900|XP_030565502.1|DNOV	kraken|NP_477265.1|DMEL
OG0003908	LOC115765902|XP_030565505.1|DNOV	CG13949|NP_608552.1|DMEL
OG0003909	LOC115762230|XP_030560227.1|DNOV	metro|NP_610642.2|DMEL
OG0003910	LOC115762234|XP_030560236.1|DNOV	pyd3|NP_649732.1|DMEL
OG0003911	LOC115768541|XP_030569007.1|DNOV	Mon1|NP_608868.1|DMEL
OG0003912	LOC115763054|XP_030561339.1|DNOV	CG18480|NP_609761.1|DMEL
OG0003913	LOC115769264|XP_030569834.1|DNOV	CG9008|NP_001285908.1|DMEL
OG0003915	LOC115768977|XP_030569553.1|DNOV	CG32736|NP_727152.1|DMEL
OG0003916	LOC115758403|XP_030554911.1|DNOV	GMF|NP_609787.2|DMEL
OG0003917	LOC115765915|XP_030565521.1|DNOV	CG14020|NP_001260097.1|DMEL
OG0003918	LOC115760199|XP_030557291.1|DNOV	escl|NP_723702.1|DMEL
OG0003919	LOC115758788|XP_030555418.1|DNOV	Hydr2|NP_608751.2|DMEL
OG0003920	LOC115762144|XP_030560115.1|DNOV	Cdk9|NP_477226.2|DMEL
OG0003921	LOC115763203|XP_030561528.1|DNOV	Hr38|NP_477119.1|DMEL
OG0003922	LOC115758844|XP_030555484.1|DNOV	Wdr59|NP_995682.1|DMEL
OG0003923	LOC115766718|XP_030566514.1|DNOV	Zip102B|NP_651919.3|DMEL
OG0003924	LOC115760626|XP_030557937.1|DNOV	GstE14|NP_610855.1|DMEL
OG0003925	LOC115758610|XP_030555201.1|DNOV	Col4a1|NP_723044.1|DMEL
OG0003926	LOC115758431|XP_030554947.1|DNOV	eIF3h|NP_524834.2|DMEL
OG0003927	LOC115760182|XP_030557271.1|DNOV	mio|NP_608656.1|DMEL
OG0003928	LOC115759860|XP_030556824.1|DNOV	PIG-U|NP_609238.1|DMEL
OG0003929	LOC115759203|XP_030555949.1|DNOV	CG6230|NP_609490.1|DMEL
OG0003930	LOC115760084|XP_030557128.1|DNOV	Hmgcl|NP_609089.1|DMEL
OG0003931	LOC115759783|XP_030556711.1|DNOV	Nhe3|NP_723202.2|DMEL
OG0003932	LOC115760724|XP_030558058.1|DNOV	flz|NP_001137622.1|DMEL
OG0003933	LOC115768558|XP_030569031.1|DNOV	tank|NP_608864.1|DMEL
OG0003934	LOC115758962|XP_030555625.1|DNOV	Trs23|NP_609247.1|DMEL
OG0003935	LOC115760879|XP_030558301.1|DNOV	CG8370|NP_611073.2|DMEL
OG0003936	LOC115760748|XP_030558085.1|DNOV	Ufc1|NP_611074.1|DMEL
OG0003937	LOC115762244|XP_030560249.1|DNOV	CG14764|NP_788283.1|DMEL
OG0003938	LOC115759758|XP_030556667.1|DNOV	CG34126|NP_001260066.1|DMEL
OG0003939	LOC115758530|XP_030555081.1|DNOV	CG7742|NP_608913.1|DMEL
OG0003940	LOC115758518|XP_030555071.1|DNOV	mRpL28|NP_608887.1|DMEL
OG0003941	LOC115760082|XP_030557124.1|DNOV	CG8891|NP_608890.1|DMEL
OG0003942	LOC115758712|XP_030555321.1|DNOV	spz3|NP_609160.2|DMEL
OG0003943	LOC115758332|XP_030554762.1|DNOV	CG31917|NP_608895.1|DMEL
OG0003944	LOC115759916|XP_030556909.1|DNOV	CG5446|NP_609565.1|DMEL
OG0003945	LOC115760644|XP_030557966.1|DNOV	levy|NP_611805.1|DMEL
OG0003946	LOC115763474|XP_030561918.1|DNOV	fon|NP_609959.1|DMEL
OG0003947	LOC115763496|XP_030561949.1|DNOV	pigeon|NP_476946.1|DMEL
OG0003948	LOC115760276|XP_030557407.1|DNOV	mEFTs|NP_609847.1|DMEL
OG0003949	LOC115760272|XP_030557402.1|DNOV	Dhc36C|NP_001369131.1|DMEL
OG0003950	LOC115758927|XP_030555585.1|DNOV	mtm|NP_523489.1|DMEL
OG0003951	LOC115759197|XP_030555936.1|DNOV	CG9098|NP_608979.2|DMEL
OG0003952	LOC115758570|XP_030555142.1|DNOV	Ppt2|NP_609500.1|DMEL
OG0003953	LOC115760259|XP_030557381.1|DNOV	l_2_k09022|NP_609079.2|DMEL
OG0003954	LOC115762821|XP_030561042.1|DNOV	CG1273|NP_647883.1|DMEL
OG0003955	LOC115763097|XP_030561395.1|DNOV	Ir31a|NP_001260346.1|DMEL
OG0003956	LOC115767700|XP_030567853.1|DNOV	kon|NP_609881.3|DMEL
OG0003957	LOC115770988|XP_030572339.1|DNOV	CG13671|NP_648202.1|DMEL
OG0003958	LOC115766412|XP_030566191.1|DNOV	CG9919|NP_573119.1|DMEL
OG0003959	LOC115762225|XP_030560220.1|DNOV	Ipk1|NP_001097387.1|DMEL
OG0003960	LOC115767836|XP_030568038.1|DNOV	tilB|NP_608460.1|DMEL
OG0003961	LOC115758801|XP_030555435.1|DNOV	CG7115|NP_609154.1|DMEL
OG0003962	LOC115758432|XP_030554948.1|DNOV	Rpn11|NP_608905.1|DMEL
OG0003963	LOC115763456|XP_030561888.1|DNOV	CG10702|NP_724157.1|DMEL
OG0003964	LOC115760165|XP_030557245.1|DNOV	Snx1|NP_608777.1|DMEL
OG0003965	LOC115760123|XP_030557181.1|DNOV	Bsg|NP_723346.2|DMEL
OG0003966	LOC115758466|XP_030554999.1|DNOV	CG17683|NP_001036428.1|DMEL
OG0003967	LOC115760555|XP_030557812.1|DNOV	MESK2|NP_995914.1|DMEL
OG0003968	LOC115761017|XP_030558492.1|DNOV	Fkbp14|NP_001246448.1|DMEL
OG0003969	LOC115759959|XP_030556965.1|DNOV	cnk|NP_725671.1|DMEL
OG0003970	LOC115765888|XP_030565489.1|DNOV	BBS8|NP_608524.1|DMEL
OG0003971	LOC115759756|XP_030556658.1|DNOV	CYLD|NP_723554.1|DMEL
OG0003972	LOC115770536|XP_030571700.1|DNOV	sstn|NP_648745.1|DMEL
OG0003973	LOC115762115|XP_030560079.1|DNOV	Atf-2|NP_001033973.1|DMEL
OG0003974	LOC115758011|XP_030554367.1|DNOV	RpIII128|NP_523706.1|DMEL
OG0003975	LOC115763086|XP_030561384.1|DNOV	CG34398|NP_001097127.1|DMEL
OG0003976	LOC115763448|XP_030561877.1|DNOV	CG10166|NP_609980.1|DMEL
OG0003977	LOC115763513|XP_030561971.1|DNOV	ND-B22|NP_609642.1|DMEL
OG0003978	LOC115769808|XP_030570636.1|DNOV	rept|NP_524156.1|DMEL
OG0003979	LOC115765453|XP_030564877.1|DNOV	CG6094|NP_609416.1|DMEL
OG0003980	LOC115766241|XP_030565964.1|DNOV, LOC115766056|XP_030565697.1|DNOV	CG4338|NP_650441.1|DMEL
OG0003981	LOC115765568|XP_030565072.1|DNOV	eRF3|NP_477259.1|DMEL
OG0003982	LOC115769232|XP_030569804.1|DNOV	CG10026|NP_609968.3|DMEL
OG0003983	LOC115763384|XP_030561784.1|DNOV	CG31826|NP_001260473.1|DMEL
OG0003984	LOC115759146|XP_030555858.1|DNOV	Acn|NP_609935.1|DMEL
OG0003985	LOC115759145|XP_030555857.1|DNOV	CG10492|NP_001097179.1|DMEL
OG0003986	LOC115760153|XP_030557224.1|DNOV	Wnt10|NP_609109.3|DMEL
OG0003987	LOC115759774|XP_030556701.1|DNOV	ninaC|NP_523503.2|DMEL
OG0003988	LOC115758889|XP_030555545.1|DNOV	CG4230|NP_001260087.1|DMEL
OG0003989	LOC115760164|XP_030557241.1|DNOV	ThrRS|NP_723725.1|DMEL
OG0003990	LOC115759052|XP_030555736.1|DNOV	Su_H_|NP_476868.1|DMEL
OG0003991	LOC115763344|XP_030561716.1|DNOV	ine|NP_477012.1|DMEL
OG0003992	LOC115763106|XP_030561409.1|DNOV	CG15443|NP_608839.1|DMEL
OG0003993	LOC115760106|XP_030557158.1|DNOV	CG15431|NP_608831.1|DMEL
OG0003994	LOC115764635|XP_030563664.1|DNOV	beta4GalNAcTB|NP_651657.1|DMEL
OG0003995	LOC115760624|XP_030557934.1|DNOV	CG4679|NP_610854.1|DMEL
OG0003996	LOC115760944|XP_030558385.1|DNOV	CG13748|NP_610430.1|DMEL
OG0003997	LOC115759906|XP_030556891.1|DNOV	CG5160|NP_609112.1|DMEL
OG0003998	LOC115759715|XP_030556576.1|DNOV	Nipped-B|NP_001036451.1|DMEL
OG0003999	LOC115758711|XP_030555320.1|DNOV	Spf45|NP_001036426.1|DMEL
OG0004000	LOC115767290|XP_030567382.1|DNOV	Uros1|NP_572507.1|DMEL
OG0004001	LOC115760484|XP_030557684.1|DNOV	IntS1|NP_611875.1|DMEL
OG0004002	LOC115763015|XP_030561266.1|DNOV	mRpS18B|NP_523606.1|DMEL
OG0004003	LOC115758556|XP_030555115.1|DNOV	Ca-beta|NP_001260375.1|DMEL
OG0004004	LOC115758768|XP_030555391.1|DNOV	PGAP5|NP_609191.1|DMEL
OG0004005	LOC115765955|XP_030565563.1|DNOV	Oscillin|NP_608938.1|DMEL
OG0004006	LOC115762983|XP_030561225.1|DNOV	CG2614|NP_610045.1|DMEL
OG0004007	LOC115759104|XP_030555802.1|DNOV	CG9662|NP_001259997.1|DMEL
OG0004008	LOC115758370|XP_030554819.1|DNOV	kis|NP_001137761.1|DMEL
OG0004009	LOC115758502|XP_030555048.1|DNOV	Eogt|NP_608678.1|DMEL
OG0004010	LOC115769300|XP_030569887.1|DNOV	CenG1A|NP_723849.1|DMEL
OG0004011	LOC115763171|XP_030561485.1|DNOV	ics|NP_609665.2|DMEL
OG0004012	LOC115772102|XP_030573927.1|DNOV	sit|NP_651063.1|DMEL
OG0004013	LOC115769260|XP_030569830.1|DNOV	bgm|NP_524698.1|DMEL
OG0004014	LOC115770187|XP_030571208.1|DNOV	GlyRS|NP_730022.1|DMEL
OG0004015	LOC115758443|XP_030554963.1|DNOV	CG16974|NP_609610.2|DMEL
OG0004016	LOC115763962|XP_030562620.1|DNOV	GATAd|NP_609383.2|DMEL
OG0004017	LOC115765903|XP_030565506.1|DNOV	Tps1|NP_608827.1|DMEL
OG0004018	LOC115762490|XP_030560586.1|DNOV	Pgant3|NP_610256.1|DMEL
