Orthogroup	DNOV.longest_only	ASTE.longest_only
OG0003696	LOC115760254|XP_030557378.1|DNOV	LOC118516427|XP_035918191.1|ASTE, LOC118509569|XP_035906223.1|ASTE
OG0003697	LOC115771058|XP_030572473.1|DNOV	LOC118513184|XP_035914543.1|ASTE
OG0003698	LOC115769468|XP_030570142.1|DNOV	LOC118509763|XP_035906787.1|ASTE
OG0003699	LOC115764721|XP_030563788.1|DNOV	LOC118509780|XP_035906812.1|ASTE
OG0003700	LOC115762057|XP_030559998.1|DNOV	LOC118509693|XP_035906650.1|ASTE
OG0003701	LOC115760101|XP_030557150.1|DNOV	LOC118509771|XP_035906802.1|ASTE
OG0003702	LOC115770084|XP_030571054.1|DNOV	LOC118509761|XP_035906785.1|ASTE
OG0003703	LOC115771021|XP_030572401.1|DNOV	LOC118511882|XP_035911400.1|ASTE
OG0003704	LOC115771074|XP_030572486.1|DNOV	LOC118511878|XP_035911394.1|ASTE
OG0003705	LOC115764841|XP_030563953.1|DNOV	LOC118512306|XP_035912430.1|ASTE
OG0003706	LOC115769850|XP_030570687.1|DNOV	LOC118512867|XP_035913848.1|ASTE
OG0003707	LOC115769835|XP_030570669.1|DNOV	LOC118512871|XP_035913855.1|ASTE
OG0003708	LOC115762755|XP_030560956.1|DNOV	LOC118510150|XP_035907547.1|ASTE
OG0003709	LOC115760852|XP_030558263.1|DNOV	LOC118513269|XP_035914729.1|ASTE
OG0003710	LOC115760851|XP_030558262.1|DNOV	LOC118513464|XP_035915133.1|ASTE
OG0003711	LOC115771554|XP_030573160.1|DNOV	LOC118516343|XP_035918048.1|ASTE, LOC118511355|XP_035910208.1|ASTE
OG0003712	LOC115763287|XP_030561636.1|DNOV	LOC118509385|XP_035905822.1|ASTE, LOC118517325|XP_035919198.1|ASTE
OG0003713	LOC115758392|XP_030554866.1|DNOV	LOC118509386|XP_035905823.1|ASTE, LOC118517321|XP_035919194.1|ASTE
OG0003714	LOC115758387|XP_030554851.1|DNOV	LOC118509387|XP_035905824.1|ASTE, LOC118517333|XP_035919209.1|ASTE
OG0003715	LOC115767126|XP_030567147.1|DNOV	LOC118514619|XP_035917509.1|ASTE
OG0003716	LOC115769776|XP_030570601.1|DNOV	LOC118509406|XP_035905864.1|ASTE
OG0003717	LOC115769972|XP_030570884.1|DNOV	LOC118508827|XP_035904465.1|ASTE
OG0003718	LOC115762948|XP_030561194.1|DNOV	LOC118509911|XP_035907083.1|ASTE
OG0003719	LOC115770081|XP_030571050.1|DNOV	LOC118509552|XP_035906196.1|ASTE
OG0003720	LOC115765401|XP_030564796.1|DNOV	LOC118511283|XP_035910070.1|ASTE
OG0003721	LOC115762195|XP_030560177.1|DNOV	LOC118511286|XP_035910084.1|ASTE
OG0003722	LOC115770999|XP_030572359.1|DNOV	LOC118511319|XP_035910125.1|ASTE
OG0003723	LOC115769673|XP_030570448.1|DNOV	LOC118511312|XP_035910119.1|ASTE
OG0003724	LOC115769712|XP_030570501.1|DNOV	LOC118512266|XP_035912339.1|ASTE
OG0003725	LOC115770540|XP_030571704.1|DNOV	LOC118514229|XP_035916821.1|ASTE
OG0003726	LOC115769919|XP_030570804.1|DNOV	LOC118514244|XP_035916844.1|ASTE
OG0003728	LOC115770806|XP_030572089.1|DNOV	LOC118508855|XP_035904501.1|ASTE
OG0003730	LOC115771557|XP_030573162.1|DNOV	LOC118510262|XP_035907740.1|ASTE
OG0003731	LOC115762945|XP_030561190.1|DNOV	LOC118509402|XP_035905856.1|ASTE
OG0003732	LOC115770023|XP_030570938.1|DNOV	LOC118509392|XP_035905832.1|ASTE
OG0003733	LOC115771291|XP_030572774.1|DNOV	LOC118509391|XP_035905831.1|ASTE
OG0003734	LOC115765812|XP_030565394.1|DNOV	LOC118510094|XP_035907404.1|ASTE
OG0003735	LOC115760289|XP_030557425.1|DNOV	LOC118509242|XP_035905449.1|ASTE
OG0003736	LOC115760778|XP_030558128.1|DNOV	LOC118509248|XP_035905475.1|ASTE
OG0003737	LOC115760642|XP_030557962.1|DNOV	LOC118509243|XP_035905450.1|ASTE
OG0003738	LOC115763508|XP_030561969.1|DNOV	LOC118511844|XP_035911280.1|ASTE
OG0003739	LOC115760760|XP_030558101.1|DNOV	LOC118511845|XP_035911282.1|ASTE
OG0003740	LOC115760787|XP_030558143.1|DNOV	LOC118511849|XP_035911287.1|ASTE
OG0003741	LOC115771294|XP_030572779.1|DNOV	LOC118511853|XP_035911292.1|ASTE
OG0003742	LOC115771431|XP_030572995.1|DNOV	LOC118511851|XP_035911290.1|ASTE
OG0003743	LOC115760881|XP_030558304.1|DNOV	LOC118511517|XP_035910593.1|ASTE
OG0003744	LOC115760790|XP_030558146.1|DNOV	LOC118511521|XP_035910602.1|ASTE
OG0003745	LOC115762123|XP_030560088.1|DNOV	LOC118511524|XP_035910605.1|ASTE
OG0003746	LOC115771774|XP_030573493.1|DNOV	LOC118511518|XP_035910599.1|ASTE
OG0003747	LOC115771243|XP_030572704.1|DNOV	LOC118511527|XP_035910609.1|ASTE
OG0003748	LOC115771114|XP_030572538.1|DNOV	LOC118511526|XP_035910608.1|ASTE
OG0003749	LOC115771255|XP_030572726.1|DNOV	LOC118511530|XP_035910612.1|ASTE
OG0003750	LOC115771008|XP_030572373.1|DNOV	LOC118509365|XP_035905781.1|ASTE
OG0003751	LOC115771254|XP_030572719.1|DNOV	LOC118509646|XP_035906447.1|ASTE
OG0003752	LOC115769935|XP_030570836.1|DNOV	LOC118510333|XP_035907884.1|ASTE
OG0003753	LOC115771057|XP_030572465.1|DNOV	LOC118510374|XP_035907992.1|ASTE
OG0003754	LOC115771042|XP_030572441.1|DNOV	LOC118510329|XP_035907875.1|ASTE
OG0003755	LOC115769938|XP_030570841.1|DNOV	LOC118510348|XP_035907934.1|ASTE
OG0003756	LOC115759802|XP_030556748.1|DNOV	LOC118511333|XP_035910158.1|ASTE
OG0003757	LOC115762113|XP_030560077.1|DNOV	LOC118511344|XP_035910191.1|ASTE
OG0003758	LOC115757714|XP_030553936.1|DNOV	LOC118516422|XP_035918182.1|ASTE, LOC118509571|XP_035906226.1|ASTE
OG0003759	LOC115771091|XP_030572504.1|DNOV	LOC118513144|XP_035914463.1|ASTE
OG0003760	LOC115758923|XP_030555584.1|DNOV	LOC118513151|XP_035914485.1|ASTE
OG0003761	LOC115769748|XP_030570551.1|DNOV	LOC118513153|XP_035914493.1|ASTE
OG0003762	LOC115769897|XP_030570776.1|DNOV	LOC118513156|XP_035914495.1|ASTE
OG0003763	LOC115762654|XP_030560820.1|DNOV	LOC118513165|XP_035914505.1|ASTE
OG0003764	LOC115762762|XP_030560965.1|DNOV	LOC118513181|XP_035914534.1|ASTE
OG0003765	LOC115769233|XP_030569806.1|DNOV	LOC118513179|XP_035914533.1|ASTE
OG0003766	LOC115768522|XP_030568973.1|DNOV	LOC118513172|XP_035914517.1|ASTE
OG0003767	LOC115760838|XP_030558242.1|DNOV	LOC118513190|XP_035914571.1|ASTE
OG0003768	LOC115762385|XP_030560425.1|DNOV	LOC118511408|XP_035910358.1|ASTE
OG0003769	LOC115762081|XP_030560033.1|DNOV	LOC118511406|XP_035910353.1|ASTE
OG0003770	LOC115766722|XP_030566533.1|DNOV	LOC118511404|XP_035910330.1|ASTE
OG0003771	LOC115762645|XP_030560811.1|DNOV	LOC118511417|XP_035910385.1|ASTE
OG0003772	LOC115762690|XP_030560872.1|DNOV	LOC118510382|XP_035908021.1|ASTE
OG0003773	LOC115760943|XP_030558383.1|DNOV	LOC118510354|XP_035907948.1|ASTE
OG0003774	LOC115760912|XP_030558342.1|DNOV	LOC118512915|XP_035913951.1|ASTE
OG0003775	LOC115769011|XP_030569582.1|DNOV	LOC118511181|XP_035909826.1|ASTE
OG0003776	LOC115762521|XP_030560641.1|DNOV	LOC118512003|XP_035911649.1|ASTE
OG0003777	LOC115764379|XP_030563204.1|DNOV	LOC118511982|XP_035911614.1|ASTE
OG0003778	LOC115761378|XP_030558992.1|DNOV	LOC118511985|XP_035911618.1|ASTE
OG0003779	LOC115762212|XP_030560199.1|DNOV	LOC118509704|XP_035906675.1|ASTE
OG0003780	LOC115759989|XP_030557006.1|DNOV	LOC118511955|XP_035911566.1|ASTE
OG0003781	LOC115766766|XP_030566619.1|DNOV	LOC118511969|XP_035911598.1|ASTE
OG0003782	LOC115768906|XP_030569484.1|DNOV	LOC118509625|XP_035906377.1|ASTE
OG0003783	LOC115764869|XP_030564006.1|DNOV	LOC118512889|XP_035913885.1|ASTE
OG0003784	LOC115760847|XP_030558259.1|DNOV	LOC118511975|XP_035911604.1|ASTE
OG0003785	LOC115765267|XP_030564619.1|DNOV	LOC118511956|XP_035911567.1|ASTE
OG0003786	LOC115765869|XP_030565503.1|DNOV	LOC118511948|XP_035911550.1|ASTE
OG0003787	LOC115765965|XP_030565617.1|DNOV	LOC118511987|XP_035911620.1|ASTE
OG0003788	LOC115771833|XP_030573578.1|DNOV	LOC118512243|XP_035912280.1|ASTE
OG0003789	LOC115771381|XP_030572929.1|DNOV	LOC118512237|XP_035912265.1|ASTE
OG0003790	LOC115762787|XP_030560999.1|DNOV	LOC118512234|XP_035912260.1|ASTE
OG0003791	LOC115764683|XP_030563731.1|DNOV	LOC118503298|XP_035892301.1|ASTE
OG0003792	LOC115759384|XP_030556174.1|DNOV	LOC118508552|XP_035904336.1|ASTE
OG0003793	LOC115762114|XP_030560078.1|DNOV	LOC118517341|XP_035919218.1|ASTE, LOC118511193|XP_035909858.1|ASTE
OG0003794	LOC115765487|XP_030564944.1|DNOV	LOC118509619|XP_035906352.1|ASTE
OG0003795	LOC115770472|XP_030571614.1|DNOV	LOC118509678|XP_035906606.1|ASTE
OG0003796	LOC115764916|XP_030564079.1|DNOV	LOC118512890|XP_035913886.1|ASTE
OG0003797	LOC115769291|XP_030569878.1|DNOV	LOC118510965|XP_035909344.1|ASTE
OG0003798	LOC115762162|XP_030560139.1|DNOV	LOC118510964|XP_035909325.1|ASTE
OG0003799	LOC115758416|XP_030554928.1|DNOV	LOC118510960|XP_035909320.1|ASTE
OG0003800	LOC115763472|XP_030561917.1|DNOV	LOC118511031|XP_035909503.1|ASTE
OG0003801	LOC115763525|XP_030561989.1|DNOV	LOC118511038|XP_035909524.1|ASTE
OG0003802	LOC115763014|XP_030561263.1|DNOV	LOC118510085|XP_035907387.1|ASTE
OG0003803	LOC115764890|XP_030564036.1|DNOV	LOC118513404|XP_035914991.1|ASTE
OG0003804	LOC115763323|XP_030561683.1|DNOV	LOC118513385|XP_035914942.1|ASTE
OG0003805	LOC115765559|XP_030565056.1|DNOV	LOC118513382|XP_035914938.1|ASTE
OG0003806	LOC115759818|XP_030556770.1|DNOV	LOC118513384|XP_035914941.1|ASTE
OG0003807	LOC115759191|XP_030555928.1|DNOV	LOC118513376|XP_035914914.1|ASTE
OG0003808	LOC115771048|XP_030572449.1|DNOV	LOC118512701|XP_035913416.1|ASTE
OG0003809	LOC115759763|XP_030556678.1|DNOV	LOC118512711|XP_035913436.1|ASTE
OG0003810	LOC115757683|XP_030553884.1|DNOV	LOC118512720|XP_035913454.1|ASTE
OG0003811	LOC115758490|XP_030555035.1|DNOV	LOC118509637|XP_035906436.1|ASTE
OG0003812	LOC115759247|XP_030556007.1|DNOV	LOC118509854|XP_035906950.1|ASTE
OG0003813	LOC115759777|XP_030556703.1|DNOV	LOC118511803|XP_035911229.1|ASTE
OG0003814	LOC115765493|XP_030564960.1|DNOV	LOC118513299|XP_035914775.1|ASTE
OG0003815	LOC115771923|XP_030573681.1|DNOV	LOC118513306|XP_035914781.1|ASTE
OG0003816	LOC115769296|XP_030569883.1|DNOV	LOC118510567|XP_035908448.1|ASTE
OG0003817	LOC115763478|XP_030561924.1|DNOV	LOC118508929|XP_035904729.1|ASTE
OG0003818	LOC115758367|XP_030554815.1|DNOV	LOC118511105|XP_035909721.1|ASTE
OG0003819	LOC115759295|XP_030556057.1|DNOV	LOC118511125|XP_035909750.1|ASTE
OG0003820	LOC115766123|XP_030565804.1|DNOV	LOC118513529|XP_035915294.1|ASTE
OG0003821	LOC115759328|XP_030556103.1|DNOV	LOC118513589|XP_035915462.1|ASTE
OG0003822	LOC115758869|XP_030555521.1|DNOV	LOC118510619|XP_035908539.1|ASTE
OG0003823	LOC115759887|XP_030556862.1|DNOV	LOC118513229|XP_035914656.1|ASTE
OG0003824	LOC115763572|XP_030562051.1|DNOV	LOC118513536|XP_035915300.1|ASTE
OG0003825	LOC115763497|XP_030561952.1|DNOV	LOC118513528|XP_035915293.1|ASTE
OG0003826	LOC115760186|XP_030557275.1|DNOV	LOC118509164|XP_035905312.1|ASTE
OG0003827	LOC115763422|XP_030561841.1|DNOV	LOC118511112|XP_035909730.1|ASTE
OG0003828	LOC115763351|XP_030561729.1|DNOV	LOC118511095|XP_035909692.1|ASTE
OG0003829	LOC115769173|XP_030569738.1|DNOV	LOC118511078|XP_035909641.1|ASTE
OG0003830	LOC115758717|XP_030555330.1|DNOV	LOC118513541|XP_035915307.1|ASTE
OG0003831	LOC115761521|XP_030559152.1|DNOV	LOC118513950|XP_035916235.1|ASTE
OG0003832	LOC115759192|XP_030555929.1|DNOV	LOC118513929|XP_035916191.1|ASTE
OG0003833	LOC115759194|XP_030555933.1|DNOV	LOC118513960|XP_035916252.1|ASTE
OG0003834	LOC115759883|XP_030556858.1|DNOV	LOC118513986|XP_035916309.1|ASTE
OG0003835	LOC115763353|XP_030561734.1|DNOV	LOC118511274|XP_035910055.1|ASTE
OG0003836	LOC115758339|XP_030554773.1|DNOV	LOC118513569|XP_035915400.1|ASTE
OG0003837	LOC115759149|XP_030555862.1|DNOV	LOC118513562|XP_035915383.1|ASTE
OG0003838	LOC115759975|XP_030556988.1|DNOV	LOC118513544|XP_035915319.1|ASTE
OG0003839	LOC115769207|XP_030569774.1|DNOV	LOC118511047|XP_035909538.1|ASTE
OG0003840	LOC115762074|XP_030560027.1|DNOV	LOC118513391|XP_035914964.1|ASTE
OG0003841	LOC115758340|XP_030554774.1|DNOV	LOC118504141|XP_035894132.1|ASTE
OG0003842	LOC115763142|XP_030561452.1|DNOV	LOC118513850|XP_035916028.1|ASTE
OG0003843	LOC115769311|XP_030569901.1|DNOV	LOC118513668|XP_035915662.1|ASTE
OG0003844	LOC115763582|XP_030562062.1|DNOV	LOC118512211|XP_035912217.1|ASTE
OG0003845	LOC115759120|XP_030555823.1|DNOV	LOC118513215|XP_035914622.1|ASTE
OG0003846	LOC115763343|XP_030561714.1|DNOV	LOC118509331|XP_035905688.1|ASTE
OG0003847	LOC115763252|XP_030561590.1|DNOV	LOC118514278|XP_035916912.1|ASTE
OG0003848	LOC115771618|XP_030573256.1|DNOV	LOC118512641|XP_035913239.1|ASTE
OG0003849	LOC115761318|XP_030558914.1|DNOV	LOC118513616|XP_035915565.1|ASTE
OG0003850	LOC115769211|XP_030569781.1|DNOV	LOC118514711|XP_035917680.1|ASTE
OG0003851	LOC115762075|XP_030560024.1|DNOV	LOC118513998|XP_035916326.1|ASTE
OG0003852	LOC115760305|XP_030557453.1|DNOV	LOC118513882|XP_035916083.1|ASTE
OG0003853	LOC115761011|XP_030558481.1|DNOV	LOC118511080|XP_035909646.1|ASTE
OG0003854	LOC115758573|XP_030555147.1|DNOV	LOC118511099|XP_035909708.1|ASTE
OG0003855	LOC115758413|XP_030554921.1|DNOV, LOC115758412|XP_030554920.1|DNOV	LOC118511097|XP_035909699.1|ASTE
OG0003856	LOC115759261|XP_030556023.1|DNOV	LOC118511124|XP_035909748.1|ASTE
OG0003857	LOC115765476|XP_030564916.1|DNOV	LOC118511056|XP_035909550.1|ASTE
OG0003858	LOC115769128|XP_030569694.1|DNOV	LOC118503887|XP_035893538.1|ASTE
OG0003859	LOC115758782|XP_030555413.1|DNOV	LOC118513419|XP_035915024.1|ASTE
OG0003860	LOC115762283|XP_030560307.1|DNOV	LOC118513415|XP_035915018.1|ASTE
OG0003861	LOC115763424|XP_030561843.1|DNOV	LOC118511727|XP_035911065.1|ASTE
OG0003862	LOC115758680|XP_030555280.1|DNOV	LOC118511601|XP_035910775.1|ASTE
OG0003863	LOC115763085|XP_030561376.1|DNOV	LOC118511597|XP_035910754.1|ASTE
OG0003864	LOC115763205|XP_030561530.1|DNOV	LOC118511596|XP_035910752.1|ASTE
OG0003865	LOC115759555|XP_030556377.1|DNOV	LOC118511594|XP_035910748.1|ASTE
OG0003866	LOC115763084|XP_030561374.1|DNOV	LOC118510604|XP_035908505.1|ASTE
OG0003867	LOC115759980|XP_030556993.1|DNOV	LOC118511591|XP_035910744.1|ASTE
OG0003868	LOC115768693|XP_030569240.1|DNOV	LOC118511651|XP_035910879.1|ASTE
OG0003869	LOC115759103|XP_030555801.1|DNOV	LOC118511232|XP_035909962.1|ASTE
OG0003870	LOC115767709|XP_030567863.1|DNOV	LOC118510105|XP_035907453.1|ASTE
OG0003871	LOC115758643|XP_030555239.1|DNOV	LOC118514607|XP_035917496.1|ASTE
OG0003872	LOC115761558|XP_030559206.1|DNOV	LOC118513421|XP_035915027.1|ASTE
OG0003873	LOC115768546|XP_030569014.1|DNOV	LOC118513427|XP_035915043.1|ASTE
OG0003874	LOC115763095|XP_030561392.1|DNOV	LOC118513426|XP_035915040.1|ASTE
OG0003875	LOC115763341|XP_030561710.1|DNOV	LOC118513430|XP_035915050.1|ASTE
OG0003876	LOC115758550|XP_030555107.1|DNOV	LOC118509271|XP_035905518.1|ASTE
OG0003877	LOC115763402|XP_030561812.1|DNOV	LOC118509068|XP_035905083.1|ASTE
OG0003878	LOC115758595|XP_030555175.1|DNOV	LOC118509074|XP_035905096.1|ASTE
OG0003879	LOC115762567|XP_030560710.1|DNOV	LOC118509078|XP_035905104.1|ASTE
OG0003880	LOC115770455|XP_030571593.1|DNOV	LOC118509086|XP_035905111.1|ASTE
OG0003881	LOC115760519|XP_030557747.1|DNOV	LOC118508992|XP_035904883.1|ASTE
OG0003882	LOC115762061|XP_030560007.1|DNOV	LOC118508986|XP_035904871.1|ASTE
OG0003883	LOC115765359|XP_030564734.1|DNOV	LOC118513450|XP_035915093.1|ASTE
OG0003884	LOC115769316|XP_030569910.1|DNOV	LOC118509843|XP_035906929.1|ASTE
OG0003885	LOC115763047|XP_030561331.1|DNOV	LOC118511761|XP_035911124.1|ASTE
OG0003886	LOC115763043|XP_030561324.1|DNOV	LOC118511759|XP_035911121.1|ASTE
OG0003887	LOC115758341|XP_030554775.1|DNOV	LOC118509280|XP_035905550.1|ASTE
OG0003888	LOC115761618|XP_030559306.1|DNOV	LOC118514107|XP_035916575.1|ASTE
OG0003889	LOC115758628|XP_030555223.1|DNOV	LOC118512466|XP_035912835.1|ASTE
OG0003890	LOC115771071|XP_030572483.1|DNOV	LOC118513505|XP_035915247.1|ASTE
OG0003891	LOC115769294|XP_030569880.1|DNOV	LOC118513504|XP_035915246.1|ASTE
OG0003893	LOC115769228|XP_030569800.1|DNOV	LOC118512026|XP_035911705.1|ASTE
OG0003894	LOC115763060|XP_030561346.1|DNOV	LOC118513228|XP_035914655.1|ASTE
OG0003895	LOC115765385|XP_030564770.1|DNOV	LOC118509230|XP_035905432.1|ASTE
OG0003896	LOC115758471|XP_030555011.1|DNOV	LOC118510122|XP_035907481.1|ASTE
OG0003897	LOC115759997|XP_030557015.1|DNOV	LOC118510127|XP_035907492.1|ASTE
OG0003898	LOC115763322|XP_030561682.1|DNOV	LOC118511617|XP_035910800.1|ASTE
OG0003899	LOC115765924|XP_030565531.1|DNOV, LOC115765925|XP_030565532.1|DNOV	LOC118509146|XP_035905251.1|ASTE
OG0003900	LOC115765988|XP_030565612.1|DNOV	LOC118513726|XP_035915761.1|ASTE
OG0003901	LOC115765471|XP_030564911.1|DNOV	LOC118513725|XP_035915760.1|ASTE
OG0003902	LOC115765468|XP_030564907.1|DNOV	LOC118513721|XP_035915755.1|ASTE
OG0003903	LOC115758446|XP_030554970.1|DNOV	LOC118513723|XP_035915758.1|ASTE
OG0003904	LOC115758445|XP_030554969.1|DNOV	LOC118513722|XP_035915757.1|ASTE
OG0003905	LOC115761836|XP_030559677.1|DNOV	LOC118513717|XP_035915752.1|ASTE
OG0003907	LOC115765900|XP_030565502.1|DNOV	LOC118510996|XP_035909403.1|ASTE
OG0003908	LOC115765902|XP_030565505.1|DNOV	LOC118511002|XP_035909410.1|ASTE
OG0003909	LOC115762230|XP_030560227.1|DNOV	LOC118511020|XP_035909466.1|ASTE
OG0003910	LOC115762234|XP_030560236.1|DNOV	LOC118511021|XP_035909485.1|ASTE
OG0003911	LOC115768541|XP_030569007.1|DNOV	LOC118516609|XP_035918477.1|ASTE, LOC118509049|XP_035905027.1|ASTE
OG0003912	LOC115763054|XP_030561339.1|DNOV	LOC118509057|XP_035905062.1|ASTE
OG0003913	LOC115769264|XP_030569834.1|DNOV	LOC118514571|XP_035917463.1|ASTE
OG0003915	LOC115768977|XP_030569553.1|DNOV	LOC118514587|XP_035917482.1|ASTE
OG0003916	LOC115758403|XP_030554911.1|DNOV	LOC118514580|XP_035917475.1|ASTE
OG0003917	LOC115765915|XP_030565521.1|DNOV	LOC118512505|XP_035912910.1|ASTE
OG0003918	LOC115760199|XP_030557291.1|DNOV	LOC118512525|XP_035912962.1|ASTE
OG0003919	LOC115758788|XP_030555418.1|DNOV	LOC118514555|XP_035917438.1|ASTE
OG0003920	LOC115762144|XP_030560115.1|DNOV	LOC118514557|XP_035917440.1|ASTE
OG0003921	LOC115763203|XP_030561528.1|DNOV	LOC118509138|XP_035905232.1|ASTE
OG0003922	LOC115758844|XP_030555484.1|DNOV	LOC118509141|XP_035905238.1|ASTE
OG0003923	LOC115766718|XP_030566514.1|DNOV	LOC118512549|XP_035913027.1|ASTE
OG0003924	LOC115760626|XP_030557937.1|DNOV	LOC118512551|XP_035913030.1|ASTE
OG0003925	LOC115758610|XP_030555201.1|DNOV	LOC118512557|XP_035913036.1|ASTE
OG0003926	LOC115758431|XP_030554947.1|DNOV	LOC118512564|XP_035913048.1|ASTE
OG0003927	LOC115760182|XP_030557271.1|DNOV	LOC118513871|XP_035916068.1|ASTE, LOC118517089|XP_035918835.1|ASTE
OG0003928	LOC115759860|XP_030556824.1|DNOV	LOC118513781|XP_035915858.1|ASTE
OG0003929	LOC115759203|XP_030555949.1|DNOV	LOC118513767|XP_035915836.1|ASTE
OG0003930	LOC115760084|XP_030557128.1|DNOV	LOC118511770|XP_035911151.1|ASTE
OG0003931	LOC115759783|XP_030556711.1|DNOV	LOC118511768|XP_035911137.1|ASTE
OG0003932	LOC115760724|XP_030558058.1|DNOV	LOC118508974|XP_035904845.1|ASTE
OG0003933	LOC115768558|XP_030569031.1|DNOV	LOC118513746|XP_035915795.1|ASTE
OG0003934	LOC115758962|XP_030555625.1|DNOV	LOC118513750|XP_035915803.1|ASTE
OG0003935	LOC115760879|XP_030558301.1|DNOV	LOC118513758|XP_035915825.1|ASTE
OG0003936	LOC115760748|XP_030558085.1|DNOV	LOC118513757|XP_035915823.1|ASTE
OG0003937	LOC115762244|XP_030560249.1|DNOV	LOC118513769|XP_035915838.1|ASTE
OG0003938	LOC115759758|XP_030556667.1|DNOV	LOC118514676|XP_035917614.1|ASTE
OG0003939	LOC115758530|XP_030555081.1|DNOV	LOC118514677|XP_035917617.1|ASTE
OG0003940	LOC115758518|XP_030555071.1|DNOV	LOC118514680|XP_035917621.1|ASTE
OG0003941	LOC115760082|XP_030557124.1|DNOV	LOC118514684|XP_035917623.1|ASTE
OG0003942	LOC115758712|XP_030555321.1|DNOV	LOC118514697|XP_035917645.1|ASTE
OG0003943	LOC115758332|XP_030554762.1|DNOV	LOC118514152|XP_035916658.1|ASTE
OG0003944	LOC115759916|XP_030556909.1|DNOV	LOC118513354|XP_035914879.1|ASTE
OG0003945	LOC115760644|XP_030557966.1|DNOV	LOC118508472|XP_035904177.1|ASTE
OG0003946	LOC115763474|XP_030561918.1|DNOV	LOC118513834|XP_035915991.1|ASTE
OG0003947	LOC115763496|XP_030561949.1|DNOV	LOC118512443|XP_035912799.1|ASTE
OG0003948	LOC115760276|XP_030557407.1|DNOV	LOC118512586|XP_035913116.1|ASTE
OG0003949	LOC115760272|XP_030557402.1|DNOV	LOC118510631|XP_035908563.1|ASTE
OG0003950	LOC115758927|XP_030555585.1|DNOV	LOC118510643|XP_035908630.1|ASTE
OG0003951	LOC115759197|XP_030555936.1|DNOV	LOC118510646|XP_035908643.1|ASTE
OG0003952	LOC115758570|XP_030555142.1|DNOV	LOC118512662|XP_035913304.1|ASTE
OG0003953	LOC115760259|XP_030557381.1|DNOV	LOC118511569|XP_035910706.1|ASTE
OG0003954	LOC115762821|XP_030561042.1|DNOV	LOC118514466|XP_035917281.1|ASTE
OG0003955	LOC115763097|XP_030561395.1|DNOV	LOC118510010|XP_035907289.1|ASTE
OG0003956	LOC115767700|XP_030567853.1|DNOV	LOC118514659|XP_035917585.1|ASTE
OG0003957	LOC115770988|XP_030572339.1|DNOV	LOC118514667|XP_035917601.1|ASTE
OG0003958	LOC115766412|XP_030566191.1|DNOV	LOC118514671|XP_035917607.1|ASTE
OG0003959	LOC115762225|XP_030560220.1|DNOV	LOC118511782|XP_035911185.1|ASTE
OG0003960	LOC115767836|XP_030568038.1|DNOV	LOC118509304|XP_035905646.1|ASTE
OG0003961	LOC115758801|XP_030555435.1|DNOV	LOC118514548|XP_035917432.1|ASTE
OG0003962	LOC115758432|XP_030554948.1|DNOV	LOC118512473|XP_035912854.1|ASTE
OG0003963	LOC115763456|XP_030561888.1|DNOV	LOC118514634|XP_035917538.1|ASTE
OG0003964	LOC115760165|XP_030557245.1|DNOV	LOC118514641|XP_035917557.1|ASTE
OG0003965	LOC115760123|XP_030557181.1|DNOV	LOC118514652|XP_035917575.1|ASTE
OG0003966	LOC115758466|XP_030554999.1|DNOV	LOC118511797|XP_035911220.1|ASTE
OG0003967	LOC115760555|XP_030557812.1|DNOV	LOC118513597|XP_035915492.1|ASTE
OG0003968	LOC115761017|XP_030558492.1|DNOV	LOC118513595|XP_035915485.1|ASTE
OG0003969	LOC115759959|XP_030556965.1|DNOV	LOC118512533|XP_035912978.1|ASTE
OG0003970	LOC115765888|XP_030565489.1|DNOV	LOC118513282|XP_035914742.1|ASTE
OG0003971	LOC115759756|XP_030556658.1|DNOV	LOC118512593|XP_035913130.1|ASTE
OG0003972	LOC115770536|XP_030571700.1|DNOV	LOC118512596|XP_035913142.1|ASTE
OG0003973	LOC115762115|XP_030560079.1|DNOV	LOC118512600|XP_035913149.1|ASTE
OG0003974	LOC115758011|XP_030554367.1|DNOV	LOC118513698|XP_035915715.1|ASTE
OG0003975	LOC115763086|XP_030561384.1|DNOV	LOC118513705|XP_035915727.1|ASTE
OG0003976	LOC115763448|XP_030561877.1|DNOV	LOC118513369|XP_035914893.1|ASTE
OG0003977	LOC115763513|XP_030561971.1|DNOV	LOC118513370|XP_035914894.1|ASTE
OG0003978	LOC115769808|XP_030570636.1|DNOV	LOC118512631|XP_035913219.1|ASTE
OG0003979	LOC115765453|XP_030564877.1|DNOV	LOC118512618|XP_035913192.1|ASTE
OG0003980	LOC115766241|XP_030565964.1|DNOV, LOC115766056|XP_030565697.1|DNOV	LOC118512615|XP_035913187.1|ASTE
OG0003981	LOC115765568|XP_030565072.1|DNOV	LOC118510865|XP_035909104.1|ASTE
OG0003982	LOC115769232|XP_030569804.1|DNOV	LOC118510046|XP_035907328.1|ASTE
OG0003984	LOC115759146|XP_030555858.1|DNOV	LOC118512594|XP_035913140.1|ASTE
OG0003985	LOC115759145|XP_030555857.1|DNOV	LOC118513318|XP_035914812.1|ASTE
OG0003986	LOC115760153|XP_030557224.1|DNOV	LOC118508830|XP_035904469.1|ASTE
