Orthogroup	DNOV.longest_only	DGUA.longest_only
OG0003831	LOC115761521|XP_030559152.1|DNOV	LOC117585174|XP_034130406.1|DGUA
OG0003832	LOC115759192|XP_030555929.1|DNOV	LOC117587521|XP_034134211.1|DGUA
OG0003833	LOC115759194|XP_030555933.1|DNOV	LOC117587692|XP_034134478.1|DGUA
OG0003834	LOC115759883|XP_030556858.1|DNOV	LOC117584862|XP_034129899.1|DGUA
OG0003835	LOC115763353|XP_030561734.1|DNOV	LOC117584124|XP_034128767.1|DGUA
OG0003836	LOC115758339|XP_030554773.1|DNOV	LOC117587744|XP_034134560.1|DGUA
OG0003837	LOC115759149|XP_030555862.1|DNOV	LOC117587741|XP_034134555.1|DGUA
OG0003838	LOC115759975|XP_030556988.1|DNOV	LOC117581906|XP_034125266.1|DGUA
OG0003839	LOC115769207|XP_030569774.1|DNOV	LOC117587810|XP_034134656.1|DGUA
OG0003840	LOC115762074|XP_030560027.1|DNOV	LOC117582851|XP_034126814.1|DGUA
OG0003841	LOC115758340|XP_030554774.1|DNOV	LOC117584367|XP_034129096.1|DGUA
OG0003842	LOC115763142|XP_030561452.1|DNOV	LOC117584272|XP_034128976.1|DGUA
OG0003843	LOC115769311|XP_030569901.1|DNOV	LOC117584689|XP_034129610.1|DGUA
OG0003844	LOC115763582|XP_030562062.1|DNOV	LOC117587805|XP_034134648.1|DGUA
OG0003845	LOC115759120|XP_030555823.1|DNOV	LOC117591556|XP_034140742.1|DGUA
OG0003847	LOC115763252|XP_030561590.1|DNOV	LOC117588222|XP_034135258.1|DGUA
OG0003848	LOC115771618|XP_030573256.1|DNOV	LOC117582849|XP_034126808.1|DGUA
OG0003849	LOC115761318|XP_030558914.1|DNOV	LOC117591840|XP_034141097.1|DGUA
OG0003850	LOC115769211|XP_030569781.1|DNOV	LOC117584319|XP_034129039.1|DGUA
OG0003851	LOC115762075|XP_030560024.1|DNOV	LOC117592228|XP_034141756.1|DGUA
OG0003852	LOC115760305|XP_030557453.1|DNOV	LOC117582360|XP_034125907.1|DGUA
OG0003853	LOC115761011|XP_030558481.1|DNOV	LOC117587073|XP_034133419.1|DGUA
OG0003854	LOC115758573|XP_030555147.1|DNOV	LOC117584390|XP_034129135.1|DGUA
OG0003855	LOC115758413|XP_030554921.1|DNOV, LOC115758412|XP_030554920.1|DNOV	LOC117584856|XP_034129888.1|DGUA
OG0003856	LOC115759261|XP_030556023.1|DNOV	LOC117582505|XP_034126184.1|DGUA
OG0003857	LOC115765476|XP_030564916.1|DNOV	LOC117584106|XP_034128745.1|DGUA
OG0003858	LOC115769128|XP_030569694.1|DNOV	LOC117591517|XP_034140704.1|DGUA
OG0003859	LOC115758782|XP_030555413.1|DNOV	LOC117582269|XP_034125789.1|DGUA
OG0003860	LOC115762283|XP_030560307.1|DNOV	LOC117592583|XP_034142361.1|DGUA
OG0003861	LOC115763424|XP_030561843.1|DNOV	LOC117584641|XP_034129554.1|DGUA
OG0003862	LOC115758680|XP_030555280.1|DNOV	LOC117587560|XP_034134267.1|DGUA
OG0003863	LOC115763085|XP_030561376.1|DNOV	LOC117588215|XP_034135245.1|DGUA
OG0003864	LOC115763205|XP_030561530.1|DNOV	LOC117587868|XP_034134726.1|DGUA
OG0003865	LOC115759555|XP_030556377.1|DNOV	LOC117591223|XP_034140289.1|DGUA
OG0003866	LOC115763084|XP_030561374.1|DNOV	LOC117588147|XP_034135136.1|DGUA
OG0003867	LOC115759980|XP_030556993.1|DNOV	LOC117588172|XP_034135175.1|DGUA
OG0003868	LOC115768693|XP_030569240.1|DNOV	LOC117584736|XP_034129698.1|DGUA
OG0003869	LOC115759103|XP_030555801.1|DNOV	LOC117581935|XP_034125308.1|DGUA
OG0003870	LOC115767709|XP_030567863.1|DNOV	LOC117582173|XP_034125665.1|DGUA
OG0003871	LOC115758643|XP_030555239.1|DNOV	LOC117582344|XP_034125887.1|DGUA
OG0003872	LOC115761558|XP_030559206.1|DNOV	LOC117578863|XP_034120545.1|DGUA
OG0003873	LOC115768546|XP_030569014.1|DNOV	LOC117584872|XP_034129914.1|DGUA
OG0003874	LOC115763095|XP_030561392.1|DNOV	LOC117587614|XP_034134357.1|DGUA
OG0003875	LOC115763341|XP_030561710.1|DNOV	LOC117587634|XP_034134393.1|DGUA
OG0003876	LOC115758550|XP_030555107.1|DNOV	LOC117582408|XP_034125987.1|DGUA
OG0003877	LOC115763402|XP_030561812.1|DNOV	LOC117584557|XP_034129405.1|DGUA
OG0003878	LOC115758595|XP_030555175.1|DNOV	LOC117582265|XP_034125780.1|DGUA
OG0003879	LOC115762567|XP_030560710.1|DNOV	LOC117587440|XP_034134014.1|DGUA
OG0003880	LOC115770455|XP_030571593.1|DNOV	LOC117586975|XP_034133245.1|DGUA
OG0003881	LOC115760519|XP_030557747.1|DNOV	LOC117587214|XP_034133662.1|DGUA
OG0003882	LOC115762061|XP_030560007.1|DNOV	LOC117578748|XP_034120322.1|DGUA
OG0003883	LOC115765359|XP_030564734.1|DNOV	LOC117590529|XP_034139138.1|DGUA
OG0003884	LOC115769316|XP_030569910.1|DNOV	LOC117587569|XP_034134285.1|DGUA
OG0003885	LOC115763047|XP_030561331.1|DNOV	LOC117584626|XP_034129539.1|DGUA
OG0003886	LOC115763043|XP_030561324.1|DNOV	LOC117584099|XP_034128739.1|DGUA
OG0003887	LOC115758341|XP_030554775.1|DNOV	LOC117584350|XP_034129074.1|DGUA
OG0003888	LOC115761618|XP_030559306.1|DNOV	LOC117583210|XP_034127316.1|DGUA
OG0003889	LOC115758628|XP_030555223.1|DNOV	LOC117582086|XP_034125536.1|DGUA
OG0003890	LOC115771071|XP_030572483.1|DNOV	LOC117589151|XP_034136737.1|DGUA
OG0003891	LOC115769294|XP_030569880.1|DNOV	LOC117584090|XP_034128729.1|DGUA
OG0003893	LOC115769228|XP_030569800.1|DNOV	LOC117587608|XP_034134350.1|DGUA
OG0003894	LOC115763060|XP_030561346.1|DNOV	LOC117584496|XP_034129315.1|DGUA
OG0003895	LOC115765385|XP_030564770.1|DNOV	LOC117578435|XP_034119848.1|DGUA
OG0003896	LOC115758471|XP_030555011.1|DNOV	LOC117590217|XP_034138574.1|DGUA
OG0003897	LOC115759997|XP_030557015.1|DNOV	LOC117592009|XP_034141353.1|DGUA
OG0003898	LOC115763322|XP_030561682.1|DNOV	LOC117588003|XP_034134915.1|DGUA
OG0003899	LOC115765924|XP_030565531.1|DNOV, LOC115765925|XP_030565532.1|DNOV	LOC117582638|XP_034126410.1|DGUA
OG0003900	LOC115765988|XP_030565612.1|DNOV	LOC117582530|XP_034126226.1|DGUA
OG0003901	LOC115765471|XP_030564911.1|DNOV	LOC117584014|XP_034128637.1|DGUA
OG0003902	LOC115765468|XP_030564907.1|DNOV	LOC117583966|XP_034128563.1|DGUA
OG0003903	LOC115758446|XP_030554970.1|DNOV	LOC117584359|XP_034129088.1|DGUA
OG0003904	LOC115758445|XP_030554969.1|DNOV	LOC117584358|XP_034129087.1|DGUA
OG0003905	LOC115761836|XP_030559677.1|DNOV	LOC117582877|XP_034126841.1|DGUA
OG0003906	LOC115766529|XP_030566355.1|DNOV	LOC117587617|XP_034134366.1|DGUA
OG0003907	LOC115765900|XP_030565502.1|DNOV	LOC117582455|XP_034126071.1|DGUA
OG0003908	LOC115765902|XP_030565505.1|DNOV	LOC117582463|XP_034126080.1|DGUA
OG0003909	LOC115762230|XP_030560227.1|DNOV	LOC117583064|XP_034127130.1|DGUA
OG0003910	LOC115762234|XP_030560236.1|DNOV	LOC117588801|XP_034136208.1|DGUA
OG0003911	LOC115768541|XP_030569007.1|DNOV	LOC117582448|XP_034126062.1|DGUA
OG0003912	LOC115763054|XP_030561339.1|DNOV	LOC117584175|XP_034128832.1|DGUA
OG0003913	LOC115769264|XP_030569834.1|DNOV	LOC117588175|XP_034135180.1|DGUA
OG0003915	LOC115768977|XP_030569553.1|DNOV	LOC117590484|XP_034139031.1|DGUA
OG0003916	LOC115758403|XP_030554911.1|DNOV	LOC117584674|XP_034129595.1|DGUA
OG0003917	LOC115765915|XP_030565521.1|DNOV	LOC117584481|XP_034129297.1|DGUA
OG0003918	LOC115760199|XP_030557291.1|DNOV	LOC117582301|XP_034125834.1|DGUA
OG0003919	LOC115758788|XP_030555418.1|DNOV	LOC117584266|XP_034128968.1|DGUA
OG0003920	LOC115762144|XP_030560115.1|DNOV	LOC117578808|XP_034120443.1|DGUA
OG0003921	LOC115763203|XP_030561528.1|DNOV	LOC117582093|XP_034125547.1|DGUA
OG0003922	LOC115758844|XP_030555484.1|DNOV	LOC117582502|XP_034126177.1|DGUA
OG0003923	LOC115766718|XP_030566514.1|DNOV	LOC117590627|XP_034139328.1|DGUA
OG0003924	LOC115760626|XP_030557937.1|DNOV	LOC117580392|XP_034122826.1|DGUA
OG0003925	LOC115758610|XP_030555201.1|DNOV	LOC117584876|XP_034129918.1|DGUA
OG0003926	LOC115758431|XP_030554947.1|DNOV	LOC117584679|XP_034129599.1|DGUA
OG0003927	LOC115760182|XP_030557271.1|DNOV	LOC117582152|XP_034125628.1|DGUA
OG0003928	LOC115759860|XP_030556824.1|DNOV	LOC117588090|XP_034135051.1|DGUA
OG0003929	LOC115759203|XP_030555949.1|DNOV	LOC117581830|XP_034125169.1|DGUA
OG0003930	LOC115760084|XP_030557128.1|DNOV	LOC117584306|XP_034129022.1|DGUA
OG0003931	LOC115759783|XP_030556711.1|DNOV	LOC117584216|XP_034128879.1|DGUA
OG0003932	LOC115760724|XP_030558058.1|DNOV	LOC117591813|XP_034141037.1|DGUA
OG0003933	LOC115768558|XP_030569031.1|DNOV	LOC117582156|XP_034125638.1|DGUA
OG0003934	LOC115758962|XP_030555625.1|DNOV	LOC117584759|XP_034129752.1|DGUA
OG0003935	LOC115760879|XP_030558301.1|DNOV	LOC117587050|XP_034133381.1|DGUA
OG0003936	LOC115760748|XP_030558085.1|DNOV	LOC117587163|XP_034133565.1|DGUA
OG0003937	LOC115762244|XP_030560249.1|DNOV	LOC117584354|XP_034129086.1|DGUA
OG0003938	LOC115759758|XP_030556667.1|DNOV	LOC117583940|XP_034128516.1|DGUA
OG0003939	LOC115758530|XP_030555081.1|DNOV	LOC117582586|XP_034126324.1|DGUA
OG0003940	LOC115758518|XP_030555071.1|DNOV	LOC117583944|XP_034128533.1|DGUA
OG0003941	LOC115760082|XP_030557124.1|DNOV	LOC117583947|XP_034128536.1|DGUA
OG0003942	LOC115758712|XP_030555321.1|DNOV	LOC117581924|XP_034125289.1|DGUA
OG0003943	LOC115758332|XP_030554762.1|DNOV	LOC117583948|XP_034128537.1|DGUA
OG0003944	LOC115759916|XP_030556909.1|DNOV	LOC117582015|XP_034125427.1|DGUA
OG0003945	LOC115760644|XP_030557966.1|DNOV	LOC117591990|XP_034141325.1|DGUA
OG0003946	LOC115763474|XP_030561918.1|DNOV	LOC117587639|XP_034134414.1|DGUA
OG0003947	LOC115763496|XP_030561949.1|DNOV	LOC117587682|XP_034134465.1|DGUA
OG0003948	LOC115760276|XP_030557407.1|DNOV	LOC117582200|XP_034125699.1|DGUA
OG0003949	LOC115760272|XP_030557402.1|DNOV	LOC117582194|XP_034125689.1|DGUA
OG0003950	LOC115758927|XP_030555585.1|DNOV	LOC117588126|XP_034135096.1|DGUA
OG0003951	LOC115759197|XP_030555936.1|DNOV	LOC117587555|XP_034134253.1|DGUA
OG0003952	LOC115758570|XP_030555142.1|DNOV	LOC117581945|XP_034125318.1|DGUA
OG0003953	LOC115760259|XP_030557381.1|DNOV	LOC117584791|XP_034129795.1|DGUA
OG0003954	LOC115762821|XP_030561042.1|DNOV	LOC117579701|XP_034121583.1|DGUA
OG0003955	LOC115763097|XP_030561395.1|DNOV	LOC117584714|XP_034129650.1|DGUA
OG0003956	LOC115767700|XP_030567853.1|DNOV	LOC117582172|XP_034125664.1|DGUA
OG0003957	LOC115770988|XP_030572339.1|DNOV	LOC117589207|XP_034136837.1|DGUA
OG0003958	LOC115766412|XP_030566191.1|DNOV	LOC117591038|XP_034140024.1|DGUA
OG0003959	LOC115762225|XP_030560220.1|DNOV	LOC117579976|XP_034122048.1|DGUA
OG0003960	LOC115767836|XP_030568038.1|DNOV	LOC117580785|XP_034123371.1|DGUA
OG0003961	LOC115758801|XP_030555435.1|DNOV	LOC117581763|XP_034125055.1|DGUA
OG0003962	LOC115758432|XP_030554948.1|DNOV	LOC117584680|XP_034129600.1|DGUA
OG0003963	LOC115763456|XP_030561888.1|DNOV	LOC117587571|XP_034134288.1|DGUA
OG0003964	LOC115760165|XP_030557245.1|DNOV	LOC117581860|XP_034125213.1|DGUA
OG0003965	LOC115760123|XP_030557181.1|DNOV	LOC117584729|XP_034129690.1|DGUA
OG0003966	LOC115758466|XP_030554999.1|DNOV	LOC117587587|XP_034134318.1|DGUA
OG0003967	LOC115760555|XP_030557812.1|DNOV	LOC117592326|XP_034141897.1|DGUA
OG0003968	LOC115761017|XP_030558492.1|DNOV	LOC117587719|XP_034134522.1|DGUA
OG0003969	LOC115759959|XP_030556965.1|DNOV	LOC117591902|XP_034141179.1|DGUA
OG0003970	LOC115765888|XP_030565489.1|DNOV	LOC117582636|XP_034126407.1|DGUA
OG0003971	LOC115759756|XP_030556658.1|DNOV	LOC117584749|XP_034129732.1|DGUA
OG0003972	LOC115770536|XP_030571700.1|DNOV	LOC117580196|XP_034122459.1|DGUA
OG0003973	LOC115762115|XP_030560079.1|DNOV	LOC117582522|XP_034126216.1|DGUA
OG0003974	LOC115758011|XP_030554367.1|DNOV	LOC117591940|XP_034141243.1|DGUA
OG0003975	LOC115763086|XP_030561384.1|DNOV	LOC117583861|XP_034128373.1|DGUA
OG0003976	LOC115763448|XP_030561877.1|DNOV	LOC117584634|XP_034129549.1|DGUA
OG0003977	LOC115763513|XP_030561971.1|DNOV	LOC117588204|XP_034135229.1|DGUA
OG0003978	LOC115769808|XP_030570636.1|DNOV	LOC117579634|XP_034121499.1|DGUA
OG0003979	LOC115765453|XP_030564877.1|DNOV	LOC117584087|XP_034128725.1|DGUA
OG0003980	LOC115766241|XP_030565964.1|DNOV, LOC115766056|XP_030565697.1|DNOV	LOC117585984|XP_034131693.1|DGUA
OG0003981	LOC115765568|XP_030565072.1|DNOV	LOC117582379|XP_034125939.1|DGUA
OG0003982	LOC115769232|XP_030569804.1|DNOV	LOC117587899|XP_034134766.1|DGUA
OG0003983	LOC115763384|XP_030561784.1|DNOV	LOC117584028|XP_034128656.1|DGUA
OG0003984	LOC115759146|XP_030555858.1|DNOV	LOC117587739|XP_034134550.1|DGUA
OG0003985	LOC115759145|XP_030555857.1|DNOV	LOC117588081|XP_034135036.1|DGUA
OG0003986	LOC115760153|XP_030557224.1|DNOV	LOC117584145|XP_034128796.1|DGUA
OG0003987	LOC115759774|XP_030556701.1|DNOV	LOC117584022|XP_034128648.1|DGUA
OG0003988	LOC115758889|XP_030555545.1|DNOV	LOC117584777|XP_034129771.1|DGUA
OG0003989	LOC115760164|XP_030557241.1|DNOV	LOC117581855|XP_034125203.1|DGUA
OG0003990	LOC115759052|XP_030555736.1|DNOV	LOC117591538|XP_034140723.1|DGUA
OG0003991	LOC115763344|XP_030561716.1|DNOV	LOC117583890|XP_034128444.1|DGUA
OG0003992	LOC115763106|XP_030561409.1|DNOV	LOC117582314|XP_034125849.1|DGUA
OG0003993	LOC115760106|XP_030557158.1|DNOV	LOC117582308|XP_034125843.1|DGUA
OG0003994	LOC115764635|XP_030563664.1|DNOV	LOC117589722|XP_034137783.1|DGUA
OG0003995	LOC115760624|XP_030557934.1|DNOV	LOC117583048|XP_034127142.1|DGUA
OG0003996	LOC115760944|XP_030558385.1|DNOV	LOC117581760|XP_034125056.1|DGUA
OG0003997	LOC115759906|XP_030556891.1|DNOV	LOC117584489|XP_034129305.1|DGUA
OG0003998	LOC115759715|XP_030556576.1|DNOV	LOC117583896|XP_034128452.1|DGUA
OG0003999	LOC115758711|XP_030555320.1|DNOV	LOC117587589|XP_034134323.1|DGUA
OG0004000	LOC115767290|XP_030567382.1|DNOV	LOC117590204|XP_034138547.1|DGUA
OG0004001	LOC115760484|XP_030557684.1|DNOV	LOC117588137|XP_034135162.1|DGUA
OG0004002	LOC115763015|XP_030561266.1|DNOV	LOC117588160|XP_034135159.1|DGUA
OG0004003	LOC115758556|XP_030555115.1|DNOV	LOC117582666|XP_034126487.1|DGUA
OG0004004	LOC115758768|XP_030555391.1|DNOV	LOC117581778|XP_034125092.1|DGUA
OG0004005	LOC115765955|XP_030565563.1|DNOV	LOC117584399|XP_034129149.1|DGUA
OG0004006	LOC115762983|XP_030561225.1|DNOV	LOC117582562|XP_034126287.1|DGUA
OG0004007	LOC115759104|XP_030555802.1|DNOV	LOC117581937|XP_034125310.1|DGUA
OG0004008	LOC115758370|XP_030554819.1|DNOV	LOC117584433|XP_034129235.1|DGUA
OG0004009	LOC115758502|XP_030555048.1|DNOV	LOC117584403|XP_034129157.1|DGUA
OG0004010	LOC115769300|XP_030569887.1|DNOV	LOC117584690|XP_034129613.1|DGUA
OG0004011	LOC115763171|XP_030561485.1|DNOV	LOC117584824|XP_034129841.1|DGUA
OG0004012	LOC115772102|XP_030573927.1|DNOV	LOC117583484|XP_034127684.1|DGUA
OG0004013	LOC115769260|XP_030569830.1|DNOV	LOC117584324|XP_034129043.1|DGUA
OG0004014	LOC115770187|XP_030571208.1|DNOV	LOC117580543|XP_034123028.1|DGUA
OG0004015	LOC115758443|XP_030554963.1|DNOV	LOC117584353|XP_034129080.1|DGUA
OG0004016	LOC115763962|XP_030562620.1|DNOV	LOC117584607|XP_034129507.1|DGUA
OG0004017	LOC115765903|XP_030565506.1|DNOV	LOC117582655|XP_034126451.1|DGUA
OG0004018	LOC115762490|XP_030560586.1|DNOV	LOC117578442|XP_034119856.1|DGUA
OG0004019	LOC115759779|XP_030556706.1|DNOV	LOC117582546|XP_034126246.1|DGUA
OG0004020	LOC115758863|XP_030555512.1|DNOV	LOC117581700|XP_034124969.1|DGUA
OG0004021	LOC115759023|XP_030555695.1|DNOV	LOC117581766|XP_034125060.1|DGUA
OG0004022	LOC115758402|XP_030554909.1|DNOV	LOC117584671|XP_034129591.1|DGUA
OG0004023	LOC115767424|XP_030567560.1|DNOV	LOC117582587|XP_034126328.1|DGUA
OG0004024	LOC115760042|XP_030557070.1|DNOV	LOC117582303|XP_034125836.1|DGUA
OG0004025	LOC115760072|XP_030557111.1|DNOV	LOC117587697|XP_034134484.1|DGUA
OG0004026	LOC115759037|XP_030555719.1|DNOV	LOC117582526|XP_034126217.1|DGUA
OG0004027	LOC115764448|XP_030563317.1|DNOV	LOC117581683|XP_034124953.1|DGUA
OG0004028	LOC115763494|XP_030561946.1|DNOV	LOC117588015|XP_034134935.1|DGUA
OG0004029	LOC115763413|XP_030561825.1|DNOV	LOC117587939|XP_034134822.1|DGUA
OG0004030	LOC115758024|XP_030554393.1|DNOV	LOC117580730|XP_034123331.1|DGUA
OG0004031	LOC115759252|XP_030556013.1|DNOV	LOC117581818|XP_034125153.1|DGUA
OG0004032	LOC115763610|XP_030562098.1|DNOV	LOC117587588|XP_034134321.1|DGUA
OG0004033	LOC115763586|XP_030562065.1|DNOV	LOC117587844|XP_034134699.1|DGUA
OG0004034	LOC115766011|XP_030565643.1|DNOV	LOC117582122|XP_034125592.1|DGUA
OG0004035	LOC115758395|XP_030554888.1|DNOV	LOC117583941|XP_034128522.1|DGUA
OG0004036	LOC115763138|XP_030561442.1|DNOV	LOC117583876|XP_034128417.1|DGUA
OG0004037	LOC115758858|XP_030555506.1|DNOV	LOC117584743|XP_034129717.1|DGUA
OG0004038	LOC115765911|XP_030565517.1|DNOV	LOC117582452|XP_034126068.1|DGUA
OG0004039	LOC115759955|XP_030556958.1|DNOV	LOC117581728|XP_034124999.1|DGUA
OG0004040	LOC115759544|XP_030556362.1|DNOV	LOC117579327|XP_034121042.1|DGUA
OG0004041	LOC115765274|XP_030564624.1|DNOV	LOC117590305|XP_034138683.1|DGUA
OG0004042	LOC115771066|XP_030572478.1|DNOV	LOC117589235|XP_034136890.1|DGUA
OG0004043	LOC115760093|XP_030557137.1|DNOV	LOC117584789|XP_034129792.1|DGUA
OG0004044	LOC115768816|XP_030569374.1|DNOV	LOC117581958|XP_034125331.1|DGUA, LOC117580819|XP_034123430.1|DGUA
OG0004045	LOC115763023|XP_030561281.1|DNOV	LOC117584016|XP_034128638.1|DGUA
OG0004046	LOC115765843|XP_030565429.1|DNOV	LOC117582279|XP_034125801.1|DGUA
OG0004047	LOC115759836|XP_030556789.1|DNOV	LOC117583916|XP_034128485.1|DGUA
OG0004048	LOC115768560|XP_030569034.1|DNOV	LOC117582603|XP_034126363.1|DGUA
OG0004049	LOC115758952|XP_030555611.1|DNOV	LOC117582385|XP_034125950.1|DGUA
OG0004050	LOC115759797|XP_030556738.1|DNOV	LOC117581721|XP_034124992.1|DGUA
OG0004051	LOC115758536|XP_030555089.1|DNOV	LOC117581740|XP_034125023.1|DGUA
OG0004052	LOC115766816|XP_030566711.1|DNOV	LOC117580907|XP_034123559.1|DGUA
OG0004053	LOC115762252|XP_030560264.1|DNOV	LOC117591877|XP_034141145.1|DGUA
OG0004054	LOC115767719|XP_030567884.1|DNOV	LOC117581915|XP_034125277.1|DGUA
OG0004055	LOC115761830|XP_030559632.1|DNOV	LOC117589607|XP_034137573.1|DGUA
OG0004056	LOC115764772|XP_030563872.1|DNOV	LOC117590065|XP_034138279.1|DGUA
OG0004057	LOC115769089|XP_030569663.1|DNOV	LOC117580409|XP_034122847.1|DGUA
OG0004058	LOC115769349|XP_030569976.1|DNOV	LOC117579081|XP_034120679.1|DGUA
OG0004059	LOC115763835|XP_030562454.1|DNOV	LOC117586129|XP_034131885.1|DGUA
OG0004060	LOC115765776|XP_030565308.1|DNOV	LOC117585127|XP_034130344.1|DGUA
OG0004061	LOC115766869|XP_030566789.1|DNOV	LOC117590518|XP_034139119.1|DGUA
OG0004062	LOC115767661|XP_030567809.1|DNOV	LOC117587123|XP_034133514.1|DGUA
OG0004063	LOC115766392|XP_030566164.1|DNOV	LOC117590851|XP_034139739.1|DGUA
OG0004064	LOC115771407|XP_030572967.1|DNOV	LOC117587267|XP_034133733.1|DGUA
OG0004065	LOC115758714|XP_030555357.1|DNOV	LOC117579147|XP_034120787.1|DGUA
OG0004066	LOC115764227|XP_030563005.1|DNOV	LOC117592443|XP_034142090.1|DGUA
OG0004067	LOC115768751|XP_030569299.1|DNOV	LOC117581013|XP_034123718.1|DGUA
OG0004068	LOC115770940|XP_030572260.1|DNOV	LOC117586599|XP_034132671.1|DGUA
OG0004069	LOC115770931|XP_030572248.1|DNOV	LOC117586447|XP_034132377.1|DGUA
OG0004070	LOC115767150|XP_030567181.1|DNOV	LOC117587292|XP_034133769.1|DGUA
OG0004071	LOC115770439|XP_030571573.1|DNOV	LOC117587407|XP_034133955.1|DGUA
OG0004072	LOC115770332|XP_030571430.1|DNOV	LOC117587408|XP_034133956.1|DGUA
OG0004073	LOC115768169|XP_030568527.1|DNOV	LOC117580844|XP_034123480.1|DGUA
OG0004074	LOC115761527|XP_030559162.1|DNOV	LOC117591269|XP_034140360.1|DGUA
OG0004075	LOC115764573|XP_030563571.1|DNOV	LOC117578820|XP_034120465.1|DGUA
OG0004076	LOC115764572|XP_030563563.1|DNOV	LOC117589736|XP_034137807.1|DGUA
OG0004077	LOC115759870|XP_030556840.1|DNOV	LOC117581847|XP_034125193.1|DGUA
OG0004078	LOC115765728|XP_030565251.1|DNOV	LOC117591122|XP_034140114.1|DGUA
OG0004079	LOC115764341|XP_030563154.1|DNOV	LOC117581271|XP_034124173.1|DGUA
OG0004080	LOC115760822|XP_030558204.1|DNOV	LOC117578537|XP_034119995.1|DGUA
OG0004081	LOC115758120|XP_030554536.1|DNOV	LOC117578746|XP_034120317.1|DGUA
OG0004082	LOC115766737|XP_030566560.1|DNOV	LOC117590586|XP_034139234.1|DGUA
OG0004083	LOC115764847|XP_030563958.1|DNOV	LOC117584900|XP_034129929.1|DGUA
OG0004084	LOC115771424|XP_030572985.1|DNOV	LOC117579118|XP_034120737.1|DGUA
OG0004085	LOC115765701|XP_030565221.1|DNOV	LOC117584935|XP_034129986.1|DGUA
OG0004086	LOC115765018|XP_030564231.1|DNOV	LOC117583243|XP_034127357.1|DGUA
OG0004087	LOC115768873|XP_030569440.1|DNOV	LOC117581058|XP_034123791.1|DGUA
OG0004088	LOC115772005|XP_030573797.1|DNOV	LOC117583159|XP_034127245.1|DGUA
OG0004089	LOC115764382|XP_030563205.1|DNOV	LOC117581421|XP_034124473.1|DGUA
OG0004090	LOC115770635|XP_030571840.1|DNOV	LOC117585448|XP_034130816.1|DGUA
OG0004091	LOC115764827|XP_030563936.1|DNOV	LOC117585424|XP_034130789.1|DGUA
OG0004092	LOC115767575|XP_030567721.1|DNOV	LOC117580954|XP_034123631.1|DGUA
OG0004094	LOC115769060|XP_030569634.1|DNOV	LOC117580657|XP_034123152.1|DGUA
OG0004095	LOC115767933|XP_030568166.1|DNOV	LOC117590186|XP_034138486.1|DGUA
OG0004096	LOC115765020|XP_030564233.1|DNOV	LOC117583244|XP_034127358.1|DGUA
OG0004097	LOC115767956|XP_030568209.1|DNOV	LOC117579076|XP_034120675.1|DGUA
OG0004098	LOC115770236|XP_030571300.1|DNOV, LOC115760222|XP_030557686.1|DNOV	LOC117585071|XP_034130227.1|DGUA
OG0004099	LOC115763886|XP_030562523.1|DNOV	LOC117586497|XP_034132483.1|DGUA
OG0004100	LOC115763718|XP_030562270.1|DNOV	LOC117586295|XP_034132141.1|DGUA
OG0004101	LOC115763799|XP_030562403.1|DNOV	LOC117586243|XP_034132072.1|DGUA
OG0004102	LOC115763908|XP_030562574.1|DNOV	LOC117586505|XP_034132519.1|DGUA
OG0004103	LOC115765790|XP_030565335.1|DNOV	LOC117591120|XP_034140112.1|DGUA
OG0004104	LOC115761529|XP_030559160.1|DNOV	LOC117583366|XP_034127537.1|DGUA
OG0004105	LOC115771399|XP_030572949.1|DNOV	LOC117587264|XP_034133729.1|DGUA
OG0004106	LOC115771527|XP_030573125.1|DNOV	LOC117589017|XP_034136533.1|DGUA
OG0004107	LOC115770972|XP_030572296.1|DNOV	LOC117589119|XP_034136688.1|DGUA
OG0004108	LOC115766260|XP_030565979.1|DNOV, LOC115766051|XP_030565691.1|DNOV	LOC117585985|XP_034131694.1|DGUA
OG0004109	LOC115770637|XP_030571844.1|DNOV	LOC117585451|XP_034130825.1|DGUA
OG0004110	LOC115771450|XP_030573024.1|DNOV	LOC117579597|XP_034121421.1|DGUA
OG0004111	LOC115763899|XP_030562542.1|DNOV	LOC117591219|XP_034140279.1|DGUA
OG0004112	LOC115770758|XP_030572031.1|DNOV	LOC117585526|XP_034130925.1|DGUA
OG0004113	LOC115768295|XP_030568700.1|DNOV	LOC117581204|XP_034124068.1|DGUA
OG0004114	LOC115768580|XP_030569084.1|DNOV	LOC117590721|XP_034139517.1|DGUA
OG0004115	LOC115768586|XP_030569092.1|DNOV	LOC117590718|XP_034139511.1|DGUA
OG0004116	LOC115763826|XP_030562439.1|DNOV	LOC117585241|XP_034130533.1|DGUA
OG0004117	LOC115758870|XP_030555522.1|DNOV	LOC117590094|XP_034138328.1|DGUA
OG0004118	LOC115767493|XP_030567661.1|DNOV	LOC117578868|XP_034120553.1|DGUA
OG0004119	LOC115765341|XP_030564711.1|DNOV, LOC115765651|XP_030565168.1|DNOV	LOC117585227|XP_034130511.1|DGUA
OG0004120	LOC115766200|XP_030565910.1|DNOV	LOC117585505|XP_034130895.1|DGUA
OG0004121	LOC115766980|XP_030566936.1|DNOV	LOC117579961|XP_034122025.1|DGUA
