Orthogroup	DNOV.longest_only	DPER.longest_only
OG0005643	LOC115769917|XP_030570801.1|DNOV	LOC6602782|XP_002027839.1|DPER
OG0005644	LOC115769915|XP_030570798.1|DNOV	LOC6602781|XP_002027838.1|DPER
OG0005645	LOC115768363|XP_030568792.1|DNOV	LOC6599331|XP_026850171.1|DPER
OG0005646	LOC115768270|XP_030568663.1|DNOV	LOC6596905|XP_002021866.1|DPER
OG0005647	LOC115758653|XP_030555254.1|DNOV	LOC6589864|XP_002014206.1|DPER
OG0005648	LOC115766168|XP_030565873.1|DNOV	LOC113566455|XP_026847883.1|DPER
OG0005649	LOC115763749|XP_030562314.1|DNOV	LOC6591699|XP_002017270.1|DPER
OG0005650	LOC115763788|XP_030562376.1|DNOV	LOC6591704|XP_002017275.1|DPER
OG0005651	LOC115765387|XP_030564772.1|DNOV	LOC6602667|XP_002027707.2|DPER
OG0005652	LOC115761653|XP_030559352.1|DNOV	LOC6587847|XP_026840112.1|DPER
OG0005653	LOC115758666|XP_030555264.1|DNOV	LOC6596621|XP_002021629.1|DPER
OG0005654	LOC115765767|XP_030565293.1|DNOV	LOC6591629|XP_026851179.1|DPER
OG0005655	LOC115766261|XP_030565980.1|DNOV, LOC115766076|XP_030565740.1|DNOV	LOC6594503|XP_002019702.1|DPER
OG0005656	LOC115766090|XP_030565760.1|DNOV	LOC6594463|XP_002019714.1|DPER
OG0005657	LOC115766226|XP_030565942.1|DNOV	LOC6592143|XP_026840123.1|DPER
OG0005658	LOC115763702|XP_030562251.1|DNOV	LOC6594452|XP_026850280.1|DPER
OG0005659	LOC115761772|XP_030559561.1|DNOV	LOC6591777|XP_002017138.2|DPER
OG0005660	LOC115762861|XP_030561097.1|DNOV	LOC6599716|XP_026847366.1|DPER
OG0005661	LOC115761698|XP_030559429.1|DNOV	LOC6591947|XP_026843803.1|DPER
OG0005662	LOC115766063|XP_030565720.1|DNOV	LOC6591740|XP_026846487.1|DPER
OG0005663	LOC115768259|XP_030568648.1|DNOV	LOC6596912|XP_002021873.2|DPER
OG0005664	LOC115764915|XP_030564078.1|DNOV	LOC6594930|XP_002020027.2|DPER
OG0005665	LOC115770664|XP_030571891.1|DNOV	LOC6591910|XP_002016867.1|DPER
OG0005666	LOC115767844|XP_030568052.1|DNOV	LOC6597909|XP_026846912.1|DPER
OG0005667	LOC115768578|XP_030569079.1|DNOV	LOC6596877|XP_002022092.2|DPER
OG0005668	LOC115766909|XP_030566851.1|DNOV	LOC6598974|XP_002024062.2|DPER
OG0005669	LOC115758491|XP_030555032.1|DNOV	LOC113565379|XP_026842956.1|DPER
OG0005670	LOC115766174|XP_030565877.1|DNOV	LOC6594032|XP_002019642.2|DPER
OG0005671	LOC115771695|XP_030573372.1|DNOV	LOC6598619|XP_026849315.1|DPER
OG0005672	LOC115763946|XP_030562601.1|DNOV	LOC6589251|XP_002014388.1|DPER
OG0005673	LOC115769648|XP_030570421.1|DNOV	LOC6595832|XP_002021421.2|DPER
OG0005674	LOC115769363|XP_030570009.1|DNOV	LOC6599737|XP_026847244.1|DPER
OG0005675	LOC115761301|XP_030558888.1|DNOV	LOC6592095|XP_002017029.1|DPER
OG0005676	LOC115766916|XP_030566858.1|DNOV	LOC6599680|XP_002024783.1|DPER
OG0005677	LOC115760064|XP_030557105.1|DNOV	LOC6602116|XP_002027130.1|DPER
OG0005678	LOC115766120|XP_030565800.1|DNOV	LOC6594692|XP_002019619.1|DPER
OG0005679	LOC115766034|XP_030565665.1|DNOV	LOC6591639|XP_002017130.1|DPER
OG0005680	LOC115765502|XP_030564974.1|DNOV	LOC6595610|XP_026844135.1|DPER
OG0005681	LOC115770656|XP_030571881.1|DNOV	LOC6594521|XP_002019463.1|DPER
OG0005682	LOC115770655|XP_030571880.1|DNOV	LOC6594520|XP_002019462.1|DPER
OG0005683	LOC115767390|XP_030567513.1|DNOV	LOC6602595|XP_026845982.1|DPER
OG0005684	LOC115762562|XP_030560706.1|DNOV	LOC6599458|XP_002024607.1|DPER
OG0005685	LOC115767077|XP_030567080.1|DNOV	LOC6596653|XP_002021991.1|DPER
OG0005686	LOC115759527|XP_030556336.1|DNOV	LOC6591556|XP_002017105.1|DPER
OG0005687	LOC115771521|XP_030573115.1|DNOV	LOC6601507|XP_026847993.1|DPER
OG0005688	LOC115763229|XP_030561567.1|DNOV	LOC6600945|XP_002026016.1|DPER
OG0005689	LOC115768336|XP_030568760.1|DNOV	LOC6596860|XP_002022064.2|DPER
OG0005690	LOC115764127|XP_030562857.1|DNOV	LOC6588373|XP_002013420.1|DPER
OG0005691	LOC115770908|XP_030572212.1|DNOV	LOC6592137|XP_002016818.1|DPER
OG0005692	LOC115765883|XP_030565483.1|DNOV	LOC6589593|XP_002014566.1|DPER
OG0005693	LOC115769487|XP_030570165.1|DNOV	LOC6600304|XP_026849058.1|DPER
OG0005694	LOC115770716|XP_030571976.1|DNOV	LOC6594655|XP_026850369.1|DPER
OG0005695	LOC115759624|XP_030556468.1|DNOV	LOC6591606|XP_002017101.1|DPER
OG0005696	LOC115759626|XP_030556473.1|DNOV	LOC6591605|XP_002017100.1|DPER
OG0005697	LOC115759432|XP_030556199.1|DNOV	LOC6591604|XP_026843645.1|DPER
OG0005698	LOC115762224|XP_030560219.1|DNOV	LOC6592647|XP_002017983.1|DPER
OG0005699	LOC115770946|XP_030572264.1|DNOV	LOC6594646|XP_002019651.1|DPER
OG0005700	LOC115766818|XP_030566714.1|DNOV	LOC6604138|XP_026845091.1|DPER
OG0005701	LOC115758582|XP_030555160.1|DNOV	LOC6595637|XP_002020680.1|DPER
OG0005702	LOC115768393|XP_030568827.1|DNOV	LOC6602768|XP_002027772.1|DPER
OG0005703	LOC115765248|XP_030564579.1|DNOV	LOC6600814|XP_002025881.1|DPER
OG0005704	LOC115768747|XP_030569294.1|DNOV	LOC6602898|XP_026849670.1|DPER
OG0005705	LOC115762806|XP_030561020.1|DNOV	LOC6603013|XP_002028034.1|DPER
OG0005706	LOC115765019|XP_030564232.1|DNOV	LOC6594814|XP_002020009.1|DPER
OG0005707	LOC115766364|XP_030566123.1|DNOV	LOC6597624|XP_026848914.1|DPER
OG0005708	LOC115767018|XP_030567003.1|DNOV	LOC6596741|XP_026846003.1|DPER
OG0005709	LOC115764962|XP_030564146.1|DNOV	LOC6587645|XP_002013651.1|DPER
OG0005710	LOC115766064|XP_030565724.1|DNOV	LOC6594421|XP_002019753.1|DPER
OG0005711	LOC115767810|XP_030568006.1|DNOV	LOC6602293|XP_026848532.1|DPER
OG0005712	LOC115759856|XP_030556819.1|DNOV	LOC6589059|XP_002014547.1|DPER
OG0005713	LOC115765603|XP_030565115.1|DNOV	LOC6591501|XP_002016885.2|DPER
OG0005714	LOC115761912|XP_030559789.1|DNOV	LOC6595268|XP_002020207.2|DPER
OG0005715	LOC115759521|XP_030556327.1|DNOV	LOC6592061|XP_026840489.1|DPER
OG0005716	LOC115763684|XP_030562222.1|DNOV	LOC6588113|XP_002014109.2|DPER
OG0005717	LOC115763660|XP_030562192.1|DNOV	LOC6591373|XP_026845965.1|DPER
OG0005718	LOC115764775|XP_030563874.1|DNOV	LOC6591558|XP_002017107.1|DPER
OG0005719	LOC115765656|XP_030565173.1|DNOV	LOC6591494|XP_026850681.1|DPER
OG0005720	LOC115765664|XP_030565181.1|DNOV	LOC6594082|XP_002019788.1|DPER
OG0005721	LOC115765687|XP_030565205.1|DNOV	LOC6591500|XP_026850820.1|DPER
OG0005722	LOC115761754|XP_030559515.1|DNOV	LOC6594196|XP_026850654.1|DPER
OG0005723	LOC115767923|XP_030568151.1|DNOV	LOC6591539|XP_002017183.1|DPER
OG0005724	LOC115766508|XP_030566325.1|DNOV	LOC6593171|XP_002018185.1|DPER
OG0005725	LOC115759554|XP_030556376.1|DNOV	LOC6591471|XP_002017462.2|DPER
OG0005726	LOC115765314|XP_030564673.1|DNOV	LOC6599407|XP_026847093.1|DPER
OG0005727	LOC115759429|XP_030556197.1|DNOV	LOC6594507|XP_026843853.1|DPER
OG0005728	LOC115761321|XP_030558913.1|DNOV	LOC6591625|XP_002017192.1|DPER
OG0005729	LOC115759558|XP_030556381.1|DNOV	LOC6591546|XP_026851170.1|DPER
OG0005730	LOC115759571|XP_030556397.1|DNOV	LOC6591542|XP_002017186.1|DPER
OG0005731	LOC115759569|XP_030556394.1|DNOV	LOC6591543|XP_002017187.1|DPER
OG0005732	LOC115770962|XP_030572292.1|DNOV	LOC6591690|XP_002017327.1|DPER
OG0005733	LOC115770641|XP_030571851.1|DNOV	LOC6591691|XP_026851096.1|DPER
OG0005734	LOC115767945|XP_030568184.1|DNOV	LOC6594618|XP_002019841.2|DPER
OG0005735	LOC115765627|XP_030565137.1|DNOV	LOC6591963|XP_026848013.1|DPER
OG0005736	LOC115765795|XP_030565362.1|DNOV	LOC6588253|XP_026850865.1|DPER
OG0005737	LOC115766182|XP_030565884.1|DNOV	LOC113566386|XP_026847531.1|DPER
OG0005738	LOC115770669|XP_030571896.1|DNOV	LOC6594314|XP_026850487.1|DPER
OG0005739	LOC115767893|XP_030568122.1|DNOV	LOC6594594|XP_026841211.1|DPER
OG0005740	LOC115764992|XP_030564188.1|DNOV	LOC6587489|XP_002013657.1|DPER
OG0005741	LOC115765705|XP_030565227.1|DNOV	LOC6588412|XP_002014154.2|DPER
OG0005742	LOC115764764|XP_030563860.1|DNOV	LOC6594187|XP_026850431.1|DPER
OG0005743	LOC115766224|XP_030565940.1|DNOV	LOC6591706|XP_002017407.1|DPER
OG0005744	LOC115766126|XP_030565808.1|DNOV	LOC6594700|XP_002019627.1|DPER
OG0005745	LOC115763646|XP_030562172.1|DNOV	LOC6591770|XP_026840566.1|DPER
OG0005746	LOC115763666|XP_030562197.1|DNOV	LOC6591767|XP_002017223.1|DPER
OG0005747	LOC115767919|XP_030568148.1|DNOV	LOC6591541|XP_002017185.1|DPER
OG0005748	LOC115765649|XP_030565166.1|DNOV	LOC113567253|XP_026850254.1|DPER
OG0005749	LOC115768598|XP_030569108.1|DNOV	LOC6597021|XP_026845449.1|DPER
OG0005750	LOC115765692|XP_030565210.1|DNOV	LOC6588287|XP_002014143.1|DPER
OG0005751	LOC115762933|XP_030561174.1|DNOV	LOC6599764|XP_002024884.1|DPER
OG0005752	LOC115761146|XP_030558675.1|DNOV	LOC6593122|XP_002017621.1|DPER
OG0005753	LOC115763345|XP_030561718.1|DNOV	LOC6595359|XP_002020832.2|DPER, LOC113565827|XP_026844912.1|DPER
OG0005754	LOC115757801|XP_030554079.1|DNOV, LOC115758164|XP_030554565.1|DNOV	LOC6590045|XP_002016439.1|DPER
OG0005755	LOC115760431|XP_030557602.1|DNOV	LOC6590983|XP_002016548.1|DPER
OG0005756	LOC115761581|XP_030559230.1|DNOV	LOC6591431|XP_002017489.2|DPER
OG0005757	LOC115766225|XP_030565941.1|DNOV	LOC6591707|XP_002017408.1|DPER
OG0005758	LOC115763653|XP_030562181.1|DNOV	LOC6591815|XP_002017236.1|DPER
OG0005759	LOC115760420|XP_030557586.1|DNOV	LOC6591516|XP_026851150.1|DPER
OG0005760	LOC115763823|XP_030562434.1|DNOV	LOC6594723|XP_002019408.2|DPER
OG0005761	LOC115763685|XP_030562225.1|DNOV	LOC6594645|XP_026850411.1|DPER
OG0005762	LOC115763626|XP_030562108.1|DNOV	LOC6594298|XP_002019946.1|DPER
OG0005763	LOC115761610|XP_030559275.1|DNOV	LOC6590401|XP_002015494.1|DPER
OG0005764	LOC115765786|XP_030565326.1|DNOV	LOC6587989|XP_002014148.1|DPER
OG0005765	LOC115765785|XP_030565319.1|DNOV	LOC6588318|XP_026850550.1|DPER
OG0005766	LOC115765621|XP_030565131.1|DNOV	LOC6594248|XP_026850359.1|DPER
OG0005767	LOC115771922|XP_030573678.1|DNOV	LOC6595071|XP_026841047.1|DPER
OG0005768	LOC115768828|XP_030569388.1|DNOV	LOC6599940|XP_026849145.1|DPER
OG0005769	LOC115763640|XP_030562133.1|DNOV	LOC6588184|XP_002014120.2|DPER
OG0005770	LOC115771871|XP_030573613.1|DNOV	LOC6587770|XP_002012762.1|DPER
OG0005771	LOC115761684|XP_030559399.1|DNOV	LOC6588603|XP_002013211.1|DPER
OG0005772	LOC115757707|XP_030553921.1|DNOV	LOC6587244|XP_002013519.1|DPER
OG0005773	LOC115770715|XP_030571975.1|DNOV	LOC6594218|XP_002019453.1|DPER
OG0005774	LOC115767904|XP_030568137.1|DNOV	LOC6594546|XP_026848092.1|DPER
OG0005775	LOC115770127|XP_030571124.1|DNOV	LOC6602300|XP_026848506.1|DPER
OG0005776	LOC115770117|XP_030571099.1|DNOV	LOC6601969|XP_002027016.2|DPER
OG0005777	LOC115759861|XP_030556825.1|DNOV	LOC6593980|XP_002019022.1|DPER
OG0005779	LOC115772113|XP_030573944.1|DNOV	LOC6587833|XP_002014061.2|DPER
OG0005780	LOC115769159|XP_030569720.1|DNOV	LOC6602321|XP_026848512.1|DPER
OG0005781	LOC115769933|XP_030570838.1|DNOV	LOC6598969|XP_002024057.2|DPER
OG0005782	LOC115769925|XP_030570826.1|DNOV	LOC6598973|XP_002024061.1|DPER
OG0005783	LOC115759740|XP_030556636.1|DNOV	LOC6592830|XP_002017682.1|DPER
OG0005784	LOC115759427|XP_030556187.1|DNOV	LOC6591332|XP_026843771.1|DPER
OG0005785	LOC115759425|XP_030556182.1|DNOV	LOC6591331|XP_002016929.2|DPER
OG0005786	LOC115761860|XP_030559713.1|DNOV	LOC6592155|XP_002017341.1|DPER
OG0005787	LOC115765768|XP_030565296.1|DNOV	LOC6591981|XP_002017025.1|DPER
OG0005788	LOC115760876|XP_030558298.1|DNOV	LOC6600892|XP_002025956.1|DPER
OG0005789	LOC115761906|XP_030559784.1|DNOV	LOC6594367|XP_002019335.1|DPER
OG0005790	LOC115761682|XP_030559398.1|DNOV	LOC6588531|XP_002013213.1|DPER
OG0005791	LOC115770676|XP_030571918.1|DNOV	LOC6594519|XP_026840759.1|DPER
OG0005792	LOC115770677|XP_030571920.1|DNOV	LOC6594518|XP_002019460.1|DPER
OG0005793	LOC115770770|XP_030572043.1|DNOV	LOC6594222|XP_026849994.1|DPER
OG0005794	LOC115764367|XP_030563233.1|DNOV	LOC113565071|XP_026841205.1|DPER
OG0005795	LOC115761714|XP_030559451.1|DNOV	LOC6591833|XP_002017201.1|DPER
OG0005796	LOC115766509|XP_030566330.1|DNOV	LOC6602299|XP_026848515.1|DPER
OG0005797	LOC115769675|XP_030570449.1|DNOV	LOC6602777|XP_002027834.1|DPER
OG0005798	LOC115766230|XP_030565948.1|DNOV	LOC6592145|XP_002017281.1|DPER
OG0005799	LOC115763853|XP_030562482.1|DNOV	LOC6592019|XP_026850886.1|DPER
OG0005800	LOC115763859|XP_030562493.1|DNOV	LOC6592069|XP_002017518.1|DPER
OG0005801	LOC115763857|XP_030562492.1|DNOV	LOC6592022|XP_002017517.1|DPER
OG0005802	LOC115770937|XP_030572255.1|DNOV	LOC6592023|XP_026848482.1|DPER
OG0005803	LOC115766172|XP_030565874.1|DNOV	LOC6591965|XP_026840421.1|DPER
OG0005804	LOC115765659|XP_030565178.1|DNOV	LOC6594083|XP_002019789.1|DPER
OG0005805	LOC115757798|XP_030554075.1|DNOV	LOC6601303|XP_026842854.1|DPER
OG0005806	LOC115770787|XP_030572067.1|DNOV	LOC6592117|XP_002016843.1|DPER
OG0005807	LOC115770862|XP_030572159.1|DNOV	LOC6592124|XP_026845254.1|DPER
OG0005808	LOC115766814|XP_030566709.1|DNOV	LOC6602890|XP_026845134.1|DPER
OG0005809	LOC115771196|XP_030572654.1|DNOV	LOC6600633|XP_002025627.1|DPER
OG0005810	LOC115763861|XP_030562495.1|DNOV	LOC6592017|XP_002017512.1|DPER
OG0005811	LOC115763862|XP_030562497.1|DNOV	LOC6592016|XP_002017511.1|DPER
OG0005812	LOC115770781|XP_030572061.1|DNOV	LOC6592103|XP_026851135.1|DPER
OG0005813	LOC115757740|XP_030553984.1|DNOV	LOC6598623|XP_002023835.1|DPER
OG0005814	LOC115765737|XP_030565262.1|DNOV	LOC6588274|XP_026850779.1|DPER
OG0005815	LOC115760344|XP_030557486.1|DNOV	LOC6600808|XP_002025979.1|DPER
OG0005816	LOC115771624|XP_030573266.1|DNOV	LOC6588525|XP_026849519.1|DPER
OG0005817	LOC115771856|XP_030573596.1|DNOV	LOC6587477|XP_002013520.2|DPER
OG0005818	LOC115765769|XP_030565301.1|DNOV	LOC6591895|XP_002016913.2|DPER
OG0005819	LOC115759436|XP_030556211.1|DNOV	LOC6594389|XP_002019481.1|DPER
OG0005820	LOC115759437|XP_030556212.1|DNOV	LOC6594390|XP_002019482.1|DPER
OG0005821	LOC115759582|XP_030556410.1|DNOV	LOC6594291|XP_002019939.1|DPER
OG0005822	LOC115760121|XP_030557177.1|DNOV	LOC6593420|XP_026843342.1|DPER
OG0005823	LOC115768319|XP_030568728.1|DNOV	LOC6602622|XP_002027649.1|DPER
OG0005824	LOC115761634|XP_030559324.1|DNOV	LOC6588245|XP_002012923.1|DPER
OG0005825	LOC115767224|XP_030567292.1|DNOV	LOC6598903|XP_002024005.1|DPER
OG0005826	LOC115760365|XP_030557513.1|DNOV	LOC6594374|XP_002019342.2|DPER
OG0005827	LOC115763902|XP_030562547.1|DNOV	LOC6592006|XP_002017434.1|DPER
OG0005828	LOC115769583|XP_030570319.1|DNOV	LOC6599463|XP_002024612.1|DPER
OG0005829	LOC115759561|XP_030556387.1|DNOV	LOC6594337|XP_026848414.1|DPER
OG0005830	LOC115762839|XP_030561073.1|DNOV	LOC6601881|XP_002026930.2|DPER
OG0005831	LOC115762893|XP_030561128.1|DNOV	LOC6601885|XP_026849374.1|DPER
OG0005832	LOC115762894|XP_030561129.1|DNOV	LOC6601886|XP_026849324.1|DPER
OG0005833	LOC115762904|XP_030561141.1|DNOV	LOC6601895|XP_026849378.1|DPER
OG0005834	LOC115762866|XP_030561100.1|DNOV	LOC113566707|XP_026849322.1|DPER
OG0005835	LOC115762602|XP_030560753.1|DNOV	LOC6601902|XP_002026951.1|DPER
OG0005836	LOC115771211|XP_030572670.1|DNOV	LOC6601402|XP_026847871.1|DPER
OG0005837	LOC115770850|XP_030572147.1|DNOV	LOC6592118|XP_026840133.1|DPER
OG0005838	LOC115758871|XP_030555523.1|DNOV	LOC6594532|XP_002019424.1|DPER
OG0005839	LOC115763423|XP_030561842.1|DNOV	LOC6596490|XP_002021564.1|DPER
OG0005840	LOC115764739|XP_030563815.1|DNOV	LOC6594189|XP_026850232.1|DPER
OG0005841	LOC115761259|XP_030558832.1|DNOV	LOC6594116|XP_026851011.1|DPER
OG0005842	LOC115765124|XP_030564380.1|DNOV	LOC6600027|XP_002025106.1|DPER
OG0005843	LOC115770044|XP_030570985.1|DNOV	LOC6597102|XP_002022291.2|DPER
OG0005844	LOC115771558|XP_030573163.1|DNOV	LOC6595815|XP_026845563.1|DPER
OG0005845	LOC115763667|XP_030562198.1|DNOV	LOC6591813|XP_002017234.2|DPER
OG0005846	LOC115770671|XP_030571899.1|DNOV	LOC6591785|XP_026843032.1|DPER
OG0005847	LOC115766122|XP_030565803.1|DNOV	LOC6594696|XP_026840370.1|DPER
OG0005848	LOC115767771|XP_030567954.1|DNOV	LOC6603322|XP_026845804.1|DPER, LOC113566066|XP_026845786.1|DPER
OG0005849	LOC115766821|XP_030566717.1|DNOV	LOC6600077|XP_026845092.1|DPER
OG0005850	LOC115766297|XP_030566031.1|DNOV	LOC6599447|XP_026847192.1|DPER
OG0005851	LOC115759891|XP_030556866.1|DNOV	LOC6593732|XP_002019110.1|DPER
OG0005852	LOC115761680|XP_030559396.1|DNOV	LOC6594577|XP_002019828.1|DPER
OG0005853	LOC115768898|XP_030569474.1|DNOV	LOC6597570|XP_002022787.1|DPER
OG0005854	LOC115763860|XP_030562494.1|DNOV	LOC6592018|XP_002017513.1|DPER
OG0005855	LOC115764253|XP_030563031.1|DNOV	LOC6597277|XP_026846551.1|DPER
OG0005856	LOC115768332|XP_030568750.1|DNOV	LOC6604080|XP_026845789.1|DPER
OG0005857	LOC115763869|XP_030562507.1|DNOV	LOC6594522|XP_002019464.2|DPER
OG0005858	LOC115761972|XP_030559875.1|DNOV	LOC6592153|XP_002017339.1|DPER
OG0005859	LOC115758533|XP_030555085.1|DNOV	LOC113565744|XP_026844582.1|DPER
OG0005860	LOC115761766|XP_030559539.1|DNOV	LOC6594510|XP_026840363.1|DPER
OG0005861	LOC115757749|XP_030554006.1|DNOV	LOC6587536|XP_026850496.1|DPER
OG0005862	LOC115762134|XP_030560104.1|DNOV	LOC6589989|XP_026841040.1|DPER
OG0005863	LOC115760556|XP_030557821.1|DNOV	LOC6592426|XP_002018238.1|DPER
OG0005864	LOC115770672|XP_030571915.1|DNOV	LOC6591791|XP_002017391.1|DPER
OG0005865	LOC115770778|XP_030572058.1|DNOV	LOC6592104|XP_002017287.1|DPER
OG0005866	LOC115758177|XP_030554578.1|DNOV	LOC6600942|XP_002026044.1|DPER
OG0005867	LOC115758796|XP_030555430.1|DNOV	LOC6595470|XP_002020903.1|DPER
OG0005868	LOC115762726|XP_030560920.1|DNOV	LOC113565042|XP_026840931.1|DPER
OG0005869	LOC115767785|XP_030567973.1|DNOV	LOC6597550|XP_002022799.1|DPER
OG0005870	LOC115767735|XP_030567907.1|DNOV	LOC6600433|XP_026848413.1|DPER
OG0005871	LOC115768788|XP_030569345.1|DNOV	LOC6600065|XP_002025189.2|DPER
OG0005872	LOC115761286|XP_030558870.1|DNOV	LOC6588551|XP_002013218.1|DPER
OG0005873	LOC115770936|XP_030572253.1|DNOV	LOC6591795|XP_002017395.1|DPER
OG0005874	LOC115769158|XP_030569716.1|DNOV	LOC6603208|XP_026845784.1|DPER
OG0005875	LOC115764353|XP_030563175.1|DNOV	LOC6592792|XP_002017823.1|DPER
OG0005876	LOC115767982|XP_030568240.1|DNOV	LOC6596918|XP_026845481.1|DPER
OG0005877	LOC115768328|XP_030568745.1|DNOV	LOC6603522|XP_002028501.1|DPER
OG0005878	LOC115768587|XP_030569093.1|DNOV	LOC6596933|XP_026845251.1|DPER
OG0005879	LOC115766458|XP_030566250.1|DNOV	LOC6599265|XP_026848252.1|DPER
OG0005880	LOC115770148|XP_030571160.1|DNOV	LOC6603411|XP_002028387.2|DPER
OG0005881	LOC115770161|XP_030571180.1|DNOV	LOC6597111|XP_002022268.1|DPER
OG0005882	LOC115766387|XP_030566152.1|DNOV	LOC6599363|XP_002024486.1|DPER
OG0005883	LOC115768068|XP_030568380.1|DNOV	LOC6601105|XP_002026070.1|DPER
OG0005884	LOC115762716|XP_030560903.1|DNOV	LOC6597105|XP_026845240.1|DPER
OG0005885	LOC115766892|XP_030566828.1|DNOV	LOC6602272|XP_002027321.1|DPER
OG0005886	LOC115770186|XP_030571211.1|DNOV	LOC6599078|XP_026849005.1|DPER
OG0005887	LOC115770062|XP_030571018.1|DNOV	LOC6597109|XP_026845196.1|DPER
OG0005888	LOC115771488|XP_030573073.1|DNOV	LOC6596149|XP_026845257.1|DPER
OG0005889	LOC115765760|XP_030565286.1|DNOV	LOC6599068|XP_026849024.1|DPER
OG0005890	LOC115764415|XP_030563272.1|DNOV	LOC6597829|XP_026846426.1|DPER
OG0005891	LOC115767383|XP_030567507.1|DNOV	LOC6602830|XP_002027864.2|DPER
OG0005892	LOC115766289|XP_030566021.1|DNOV	LOC6602797|XP_002027848.1|DPER
OG0005893	LOC115770529|XP_030571688.1|DNOV	LOC6596936|XP_002022218.1|DPER
OG0005894	LOC115770530|XP_030571689.1|DNOV	LOC6597056|XP_002022215.2|DPER
OG0005895	LOC115770531|XP_030571691.1|DNOV	LOC6597057|XP_002022216.1|DPER
OG0005896	LOC115770228|XP_030571295.1|DNOV	LOC6601841|XP_002026872.1|DPER
OG0005897	LOC115770270|XP_030571351.1|DNOV	LOC6600497|XP_026847642.1|DPER
OG0005898	LOC115766439|XP_030566228.1|DNOV	LOC6597580|XP_002022767.1|DPER
OG0005899	LOC115759142|XP_030555854.1|DNOV	LOC6590651|XP_002016409.1|DPER
OG0005900	LOC115765934|XP_030565540.1|DNOV	LOC6589590|XP_002014563.1|DPER
OG0005901	LOC115760477|XP_030557672.1|DNOV	LOC6590362|XP_002015842.1|DPER
OG0005902	LOC115761022|XP_030558496.1|DNOV	LOC6600888|XP_002025952.2|DPER
OG0005903	LOC115770558|XP_030571731.1|DNOV	LOC6594484|XP_002019750.2|DPER
OG0005904	LOC115764798|XP_030563905.1|DNOV	LOC6587803|XP_002013689.2|DPER
OG0005905	LOC115768157|XP_030568515.1|DNOV	LOC6599071|XP_026848993.1|DPER
OG0005906	LOC115771436|XP_030573001.1|DNOV	LOC6602341|XP_026848528.1|DPER
OG0005907	LOC115770195|XP_030571217.1|DNOV	LOC113566489|XP_026848087.1|DPER
OG0005908	LOC115771501|XP_030573087.1|DNOV	LOC6601866|XP_002026915.1|DPER
OG0005909	LOC115768285|XP_030568687.1|DNOV, LOC115769777|XP_030570602.1|DNOV	LOC6595773|XP_002021353.2|DPER
OG0005910	LOC115767502|XP_030567673.1|DNOV	LOC6590003|XP_002016053.1|DPER
OG0005911	LOC115767499|XP_030567668.1|DNOV	LOC6590002|XP_002016052.1|DPER
OG0005912	LOC115767500|XP_030567669.1|DNOV	LOC6590517|XP_002016085.1|DPER
OG0005913	LOC115761622|XP_030559311.1|DNOV	LOC113565375|XP_026842948.1|DPER
OG0005914	LOC115760791|XP_030558147.1|DNOV	LOC6592246|XP_002017632.2|DPER
OG0005915	LOC115761052|XP_030558527.1|DNOV	LOC6592247|XP_002017633.1|DPER
OG0005916	LOC115761178|XP_030558704.1|DNOV	LOC6600865|XP_002025900.1|DPER
OG0005917	LOC115764491|XP_030563438.1|DNOV	LOC6592455|XP_002018305.1|DPER
OG0005918	LOC115766425|XP_030566209.1|DNOV	LOC6597613|XP_002022751.1|DPER
OG0005919	LOC115758185|XP_030554585.1|DNOV	LOC6592692|XP_002017729.2|DPER
OG0005920	LOC115758157|XP_030554554.1|DNOV	LOC6603155|XP_002028170.1|DPER
OG0005922	LOC115768862|XP_030569425.1|DNOV	LOC6598374|XP_026846130.1|DPER
OG0005923	LOC115768427|XP_030568852.1|DNOV	LOC6595990|XP_002021011.1|DPER
OG0005924	LOC115771426|XP_030572989.1|DNOV	LOC6595992|XP_002021013.1|DPER
OG0005925	LOC115769799|XP_030570630.1|DNOV	LOC6599066|XP_002024182.2|DPER
OG0005926	LOC115765281|XP_030564631.1|DNOV	LOC6598160|XP_002023447.2|DPER
OG0005927	LOC115765665|XP_030565182.1|DNOV	LOC6588220|XP_026844538.1|DPER
OG0005928	LOC115764304|XP_030563099.1|DNOV	LOC6602676|XP_026845820.1|DPER
OG0005929	LOC115768077|XP_030568401.1|DNOV	LOC6600507|XP_002025614.1|DPER
OG0005930	LOC115757862|XP_030554157.1|DNOV	LOC6600919|XP_002026047.1|DPER
OG0005931	LOC115758023|XP_030554387.1|DNOV	LOC6601295|XP_002026333.2|DPER
OG0005932	LOC115771725|XP_030573413.1|DNOV	LOC6593213|XP_026840798.1|DPER
OG0005933	LOC115764585|XP_030563595.1|DNOV	LOC6590861|XP_002016619.1|DPER
OG0005934	LOC115761995|XP_030559926.1|DNOV	LOC6591208|XP_002016198.2|DPER
OG0005935	LOC115771400|XP_030572950.1|DNOV	LOC6596189|XP_026845693.1|DPER
OG0005936	LOC115760181|XP_030557269.1|DNOV	LOC6593432|XP_002019117.1|DPER
OG0005937	LOC115771402|XP_030572958.1|DNOV	LOC6603410|XP_026848199.1|DPER
OG0005938	LOC115764466|XP_030563367.1|DNOV	LOC6590349|XP_026841957.1|DPER
OG0005939	LOC115765184|XP_030564473.1|DNOV	LOC6598197|XP_002023532.1|DPER
