Orthogroup	DNOV.longest_only	DERE.longest_only
OG0005788	LOC115760876|XP_030558298.1|DNOV	LOC6549592|XP_001975660.1|DERE
OG0005789	LOC115761906|XP_030559784.1|DNOV	LOC6553926|XP_001978768.1|DERE
OG0005790	LOC115761682|XP_030559398.1|DNOV	LOC6554471|XP_001981307.2|DERE
OG0005791	LOC115770676|XP_030571918.1|DNOV	LOC6553171|XP_015010175.1|DERE
OG0005792	LOC115770677|XP_030571920.1|DNOV	LOC6553170|XP_001980006.1|DERE
OG0005793	LOC115770770|XP_030572043.1|DNOV	LOC6553275|XP_015009827.1|DERE
OG0005794	LOC115764367|XP_030563233.1|DNOV	LOC6546985|XP_001976073.1|DERE
OG0005795	LOC115761714|XP_030559451.1|DNOV	LOC6553234|XP_001980189.1|DERE
OG0005796	LOC115766509|XP_030566330.1|DNOV	LOC6545857|XP_015014091.1|DERE
OG0005797	LOC115769675|XP_030570449.1|DNOV	LOC6546102|XP_001972222.1|DERE
OG0005798	LOC115766230|XP_030565948.1|DNOV	LOC6551801|XP_001980814.1|DERE
OG0005799	LOC115763853|XP_030562482.1|DNOV	LOC6553457|XP_026834603.1|DERE
OG0005800	LOC115763859|XP_030562493.1|DNOV	LOC6553454|XP_001979251.1|DERE
OG0005801	LOC115763857|XP_030562492.1|DNOV	LOC6553455|XP_001979252.1|DERE
OG0005802	LOC115770937|XP_030572255.1|DNOV	LOC6553107|XP_026832097.1|DERE
OG0005803	LOC115766172|XP_030565874.1|DNOV	LOC6551797|XP_026831485.1|DERE
OG0005804	LOC115765659|XP_030565178.1|DNOV	LOC6552003|XP_001979702.1|DERE
OG0005805	LOC115757798|XP_030554075.1|DNOV	LOC6548073|XP_026836314.1|DERE
OG0005806	LOC115770787|XP_030572067.1|DNOV	LOC6554825|XP_001981998.1|DERE
OG0005807	LOC115770862|XP_030572159.1|DNOV	LOC6554789|XP_001981986.2|DERE
OG0005808	LOC115766814|XP_030566709.1|DNOV	LOC6550630|XP_001978142.1|DERE
OG0005809	LOC115771196|XP_030572654.1|DNOV	LOC6545419|XP_001971163.1|DERE
OG0005810	LOC115763861|XP_030562495.1|DNOV	LOC6553459|XP_001979256.1|DERE
OG0005811	LOC115763862|XP_030562497.1|DNOV	LOC6553460|XP_001979257.1|DERE
OG0005812	LOC115770781|XP_030572061.1|DNOV	LOC6551869|XP_001980819.1|DERE
OG0005813	LOC115757740|XP_030553984.1|DNOV	LOC6552211|XP_001980730.1|DERE
OG0005814	LOC115765737|XP_030565262.1|DNOV	LOC6552738|XP_001978982.2|DERE
OG0005815	LOC115760344|XP_030557486.1|DNOV	LOC6540980|XP_001970753.2|DERE
OG0005816	LOC115771624|XP_030573266.1|DNOV	LOC6554734|XP_001981069.1|DERE
OG0005817	LOC115771856|XP_030573596.1|DNOV	LOC6552923|XP_001980996.1|DERE
OG0005818	LOC115765769|XP_030565301.1|DNOV	LOC6554464|XP_026839791.1|DERE
OG0005819	LOC115759436|XP_030556211.1|DNOV	LOC6553004|XP_001979147.1|DERE
OG0005820	LOC115759437|XP_030556212.1|DNOV	LOC6553005|XP_001979148.1|DERE
OG0005821	LOC115759582|XP_030556410.1|DNOV	LOC6553052|XP_001979139.1|DERE
OG0005822	LOC115760121|XP_030557177.1|DNOV	LOC6540843|XP_001970103.1|DERE
OG0005823	LOC115768319|XP_030568728.1|DNOV	LOC6550193|XP_001977582.1|DERE
OG0005824	LOC115761634|XP_030559324.1|DNOV	LOC6552869|XP_001979977.1|DERE
OG0005825	LOC115767224|XP_030567292.1|DNOV	LOC6544538|XP_001972400.1|DERE
OG0005826	LOC115760365|XP_030557513.1|DNOV	LOC6544248|XP_001973815.2|DERE
OG0005827	LOC115763902|XP_030562547.1|DNOV	LOC6554576|XP_001981764.1|DERE
OG0005828	LOC115769583|XP_030570319.1|DNOV	LOC6545209|XP_001972100.1|DERE
OG0005829	LOC115759561|XP_030556387.1|DNOV	LOC6552678|XP_001980917.1|DERE
OG0005830	LOC115762839|XP_030561073.1|DNOV	LOC6543639|XP_001971843.1|DERE
OG0005831	LOC115762893|XP_030561128.1|DNOV	LOC6543679|XP_001971847.2|DERE
OG0005832	LOC115762894|XP_030561129.1|DNOV	LOC6543680|XP_001971848.2|DERE
OG0005833	LOC115762904|XP_030561141.1|DNOV	LOC6543713|XP_026833345.1|DERE
OG0005834	LOC115762866|XP_030561100.1|DNOV	LOC6543718|XP_001971861.1|DERE
OG0005835	LOC115762602|XP_030560753.1|DNOV	LOC6543723|XP_001971866.1|DERE
OG0005836	LOC115771211|XP_030572670.1|DNOV	LOC6546328|XP_001972940.2|DERE
OG0005837	LOC115770850|XP_030572147.1|DNOV	LOC6554826|XP_001981999.1|DERE
OG0005838	LOC115758871|XP_030555523.1|DNOV	LOC6552061|XP_026835220.1|DERE
OG0005839	LOC115763423|XP_030561842.1|DNOV	LOC6542706|XP_001968458.1|DERE
OG0005840	LOC115764739|XP_030563815.1|DNOV	LOC6551935|XP_001979679.1|DERE
OG0005841	LOC115761259|XP_030558832.1|DNOV	LOC6553308|XP_026831908.1|DERE
OG0005842	LOC115765124|XP_030564380.1|DNOV	LOC6555707|XP_001982551.1|DERE
OG0005843	LOC115770044|XP_030570985.1|DNOV	LOC6545838|XP_001972739.1|DERE
OG0005844	LOC115771558|XP_030573163.1|DNOV	LOC6545088|XP_001973274.1|DERE
OG0005845	LOC115763667|XP_030562198.1|DNOV	LOC6552299|XP_001978896.1|DERE
OG0005846	LOC115770671|XP_030571899.1|DNOV	LOC6552588|XP_026837708.1|DERE
OG0005847	LOC115766122|XP_030565803.1|DNOV	LOC6552459|XP_026831893.1|DERE
OG0005848	LOC115767771|XP_030567954.1|DNOV	LOC6550515|XP_026837645.1|DERE
OG0005849	LOC115766821|XP_030566717.1|DNOV	LOC6550608|XP_026837598.1|DERE
OG0005850	LOC115766297|XP_030566031.1|DNOV	LOC6550511|XP_001977986.1|DERE
OG0005851	LOC115759891|XP_030556866.1|DNOV	LOC6542618|XP_001970085.1|DERE
OG0005852	LOC115761680|XP_030559396.1|DNOV	LOC6553923|XP_001980570.1|DERE
OG0005853	LOC115768898|XP_030569474.1|DNOV	LOC6550166|XP_001977604.1|DERE
OG0005854	LOC115763860|XP_030562494.1|DNOV	LOC6553458|XP_026834639.1|DERE
OG0005855	LOC115764253|XP_030563031.1|DNOV	LOC6551066|XP_026837678.1|DERE
OG0005856	LOC115768332|XP_030568750.1|DNOV	LOC6550710|XP_026838334.1|DERE
OG0005857	LOC115763869|XP_030562507.1|DNOV	LOC6553935|XP_001979486.1|DERE
OG0005858	LOC115761972|XP_030559875.1|DNOV	LOC6553839|XP_001980478.1|DERE
OG0005859	LOC115758533|XP_030555085.1|DNOV	LOC6540704|XP_001968771.2|DERE
OG0005860	LOC115761766|XP_030559539.1|DNOV	LOC6553198|XP_026832010.1|DERE
OG0005861	LOC115757749|XP_030554006.1|DNOV	LOC6555415|XP_026836097.1|DERE
OG0005862	LOC115762134|XP_030560104.1|DNOV	LOC6542877|XP_026834999.1|DERE
OG0005863	LOC115760556|XP_030557821.1|DNOV	LOC6547886|XP_001976430.1|DERE
OG0005864	LOC115770672|XP_030571915.1|DNOV	LOC6552589|XP_001980898.1|DERE
OG0005865	LOC115770778|XP_030572058.1|DNOV	LOC6554714|XP_001981964.1|DERE
OG0005866	LOC115758177|XP_030554578.1|DNOV	LOC6546996|XP_026836847.1|DERE
OG0005867	LOC115758796|XP_030555430.1|DNOV	LOC6541436|XP_026834944.1|DERE
OG0005868	LOC115762726|XP_030560920.1|DNOV	LOC26526846|XP_015012867.1|DERE
OG0005869	LOC115767785|XP_030567973.1|DNOV	LOC6551280|XP_026837262.1|DERE
OG0005870	LOC115767735|XP_030567907.1|DNOV	LOC6555660|XP_001982573.1|DERE
OG0005871	LOC115768788|XP_030569345.1|DNOV	LOC6551136|XP_001978282.1|DERE
OG0005872	LOC115761286|XP_030558870.1|DNOV	LOC6555412|XP_026839638.1|DERE
OG0005873	LOC115770936|XP_030572253.1|DNOV	LOC6552449|XP_001980867.1|DERE
OG0005874	LOC115769158|XP_030569716.1|DNOV	LOC6550650|XP_026837218.1|DERE
OG0005875	LOC115764353|XP_030563175.1|DNOV	LOC6541844|XP_015014752.1|DERE
OG0005876	LOC115767982|XP_030568240.1|DNOV	LOC6551011|XP_026837769.1|DERE
OG0005877	LOC115768328|XP_030568745.1|DNOV	LOC6550665|XP_001977993.1|DERE
OG0005878	LOC115768587|XP_030569093.1|DNOV	LOC6551181|XP_026837768.1|DERE
OG0005879	LOC115766458|XP_030566250.1|DNOV	LOC6550271|XP_015010785.1|DERE
OG0005880	LOC115770148|XP_030571160.1|DNOV	LOC6543922|XP_001973657.1|DERE
OG0005881	LOC115770161|XP_030571180.1|DNOV	LOC6544755|XP_001972760.1|DERE
OG0005882	LOC115766387|XP_030566152.1|DNOV	LOC6550557|XP_001977957.1|DERE
OG0005883	LOC115768068|XP_030568380.1|DNOV	LOC6544857|XP_001970996.1|DERE
OG0005884	LOC115762716|XP_030560903.1|DNOV	LOC6546228|XP_001973570.1|DERE
OG0005885	LOC115766892|XP_030566828.1|DNOV	LOC6545557|XP_001972683.1|DERE
OG0005886	LOC115770186|XP_030571211.1|DNOV	LOC6545760|XP_026832656.1|DERE
OG0005887	LOC115770062|XP_030571018.1|DNOV	LOC6544754|XP_015013985.2|DERE
OG0005888	LOC115771488|XP_030573073.1|DNOV	LOC6544166|XP_026832276.1|DERE
OG0005889	LOC115765760|XP_030565286.1|DNOV	LOC6545380|XP_001972587.3|DERE
OG0005890	LOC115764415|XP_030563272.1|DNOV	LOC6550926|XP_001976981.1|DERE
OG0005891	LOC115767383|XP_030567507.1|DNOV	LOC6544729|XP_015013922.1|DERE
OG0005892	LOC115766289|XP_030566021.1|DNOV	LOC6544367|XP_001972426.2|DERE
OG0005893	LOC115770529|XP_030571688.1|DNOV	LOC6544599|XP_001973061.1|DERE
OG0005894	LOC115770530|XP_030571689.1|DNOV	LOC6544600|XP_001973062.1|DERE
OG0005895	LOC115770531|XP_030571691.1|DNOV	LOC6544601|XP_001973063.1|DERE
OG0005896	LOC115770228|XP_030571295.1|DNOV	LOC6546058|XP_001973511.1|DERE
OG0005897	LOC115770270|XP_030571351.1|DNOV	LOC6545440|XP_015013945.1|DERE
OG0005898	LOC115766439|XP_030566228.1|DNOV	LOC6550715|XP_001978097.2|DERE
OG0005899	LOC115759142|XP_030555854.1|DNOV	LOC6542547|XP_001970628.1|DERE
OG0005900	LOC115765934|XP_030565540.1|DNOV	LOC6542207|XP_001968191.1|DERE
OG0005901	LOC115760477|XP_030557672.1|DNOV	LOC6548179|XP_001975088.1|DERE
OG0005902	LOC115761022|XP_030558496.1|DNOV	LOC6549619|XP_001975656.1|DERE
OG0005903	LOC115770558|XP_030571731.1|DNOV	LOC6551785|XP_001980598.3|DERE
OG0005904	LOC115764798|XP_030563905.1|DNOV	LOC6554246|XP_001982095.2|DERE
OG0005905	LOC115768157|XP_030568515.1|DNOV	LOC6545709|XP_015014095.1|DERE
OG0005906	LOC115771436|XP_030573001.1|DNOV	LOC6545252|XP_001973309.3|DERE
OG0005907	LOC115770195|XP_030571217.1|DNOV	LOC6545796|XP_001973424.1|DERE
OG0005908	LOC115771501|XP_030573087.1|DNOV	LOC6544412|XP_026833439.1|DERE
OG0005909	LOC115768285|XP_030568687.1|DNOV, LOC115769777|XP_030570602.1|DNOV	LOC6543931|XP_015014157.1|DERE
OG0005910	LOC115767502|XP_030567673.1|DNOV	LOC6548525|XP_026835949.1|DERE
OG0005911	LOC115767499|XP_030567668.1|DNOV	LOC6548524|XP_001975406.1|DERE
OG0005912	LOC115767500|XP_030567669.1|DNOV	LOC113563681|XP_015011708.1|DERE
OG0005913	LOC115761622|XP_030559311.1|DNOV	LOC6554886|XP_001982241.1|DERE
OG0005914	LOC115760791|XP_030558147.1|DNOV	LOC6549210|XP_001975666.1|DERE
OG0005915	LOC115761052|XP_030558527.1|DNOV	LOC6549212|XP_001975668.1|DERE
OG0005916	LOC115761178|XP_030558704.1|DNOV	LOC6547818|XP_001975005.1|DERE
OG0005917	LOC115764491|XP_030563438.1|DNOV	LOC6547100|XP_001974780.1|DERE
OG0005918	LOC115766425|XP_030566209.1|DNOV	LOC6551506|XP_001978577.1|DERE
OG0005919	LOC115758185|XP_030554585.1|DNOV	LOC6543381|XP_001969173.1|DERE
OG0005920	LOC115758157|XP_030554554.1|DNOV	LOC6548866|XP_001975452.1|DERE
OG0005922	LOC115768862|XP_030569425.1|DNOV	LOC6555712|XP_001982556.1|DERE
OG0005923	LOC115768427|XP_030568852.1|DNOV	LOC6544756|XP_001972479.1|DERE
OG0005924	LOC115771426|XP_030572989.1|DNOV	LOC6545531|XP_026832672.1|DERE
OG0005925	LOC115769799|XP_030570630.1|DNOV	LOC6545382|XP_001972589.1|DERE
OG0005926	LOC115765281|XP_030564631.1|DNOV	LOC6550518|XP_001977908.1|DERE
OG0005927	LOC115765665|XP_030565182.1|DNOV	LOC6552832|XP_026831547.1|DERE
OG0005928	LOC115764304|XP_030563099.1|DNOV	LOC6551576|XP_026838516.1|DERE
OG0005929	LOC115768077|XP_030568401.1|DNOV	LOC6545851|XP_001971190.1|DERE
OG0005930	LOC115757862|XP_030554157.1|DNOV	LOC6546602|XP_001976041.1|DERE
OG0005931	LOC115758023|XP_030554387.1|DNOV	LOC6541000|XP_001970756.1|DERE
OG0005932	LOC115771725|XP_030573413.1|DNOV	LOC26526815|XP_026836444.1|DERE
OG0005933	LOC115764585|XP_030563595.1|DNOV	LOC6542533|XP_001970396.1|DERE
OG0005934	LOC115761995|XP_030559926.1|DNOV	LOC6549132|XP_001975587.3|DERE
OG0005935	LOC115771400|XP_030572950.1|DNOV	LOC6544164|XP_001973765.2|DERE
OG0005936	LOC115760181|XP_030557269.1|DNOV	LOC6541733|XP_001970093.1|DERE
OG0005937	LOC115771402|XP_030572958.1|DNOV	LOC6544108|XP_001973763.1|DERE
OG0005938	LOC115764466|XP_030563367.1|DNOV	LOC6548335|XP_026836178.1|DERE
OG0005939	LOC115765184|XP_030564473.1|DNOV	LOC6550592|XP_001978169.1|DERE
OG0005940	LOC115766516|XP_030566340.1|DNOV	LOC6548198|XP_001975081.2|DERE
OG0005941	LOC115758178|XP_030554579.1|DNOV	LOC6548390|XP_001976471.1|DERE
OG0005942	LOC115758169|XP_030554570.1|DNOV	LOC6540960|XP_001970767.1|DERE
OG0005943	LOC115758170|XP_030554571.1|DNOV	LOC6543083|XP_026834091.1|DERE
OG0005944	LOC115758291|XP_030554717.1|DNOV	LOC6541037|XP_026835593.1|DERE
OG0005945	LOC115761896|XP_030559766.1|DNOV	LOC6547162|XP_001976163.1|DERE
OG0005946	LOC115764507|XP_030563458.1|DNOV	LOC6546711|XP_026835703.1|DERE
OG0005947	LOC115766586|XP_030566432.1|DNOV	LOC6548537|XP_026835780.1|DERE
OG0005948	LOC115771471|XP_030573054.1|DNOV	LOC6545254|XP_001973311.1|DERE
OG0005949	LOC115769553|XP_030570257.1|DNOV	LOC6543930|XP_001973665.3|DERE
OG0005950	LOC115759262|XP_030556024.1|DNOV	LOC6543228|XP_015014469.1|DERE
OG0005951	LOC115769880|XP_030570744.1|DNOV	LOC6546099|XP_026833466.1|DERE
OG0005952	LOC115758721|XP_030555332.1|DNOV	LOC6541284|XP_015014912.1|DERE
OG0005953	LOC115768563|XP_030569038.1|DNOV	LOC6548785|XP_001974064.1|DERE
OG0005954	LOC115765943|XP_030565549.1|DNOV	LOC6548781|XP_001974060.1|DERE
OG0005955	LOC115761697|XP_030559427.1|DNOV	LOC6551989|XP_001980797.1|DERE
OG0005956	LOC115765539|XP_030565026.1|DNOV	LOC6546751|XP_001974544.2|DERE
OG0005957	LOC115770777|XP_030572057.1|DNOV	LOC6554674|XP_001981966.1|DERE
OG0005958	LOC115764638|XP_030563667.1|DNOV	LOC6554504|XP_001981738.1|DERE
OG0005959	LOC115759864|XP_030556831.1|DNOV	LOC6542821|XP_001969355.1|DERE
OG0005960	LOC115765192|XP_030564479.1|DNOV	LOC6550209|XP_001977720.1|DERE
OG0005961	LOC115757976|XP_030554317.1|DNOV	LOC6548730|XP_001975400.1|DERE
OG0005962	LOC115762106|XP_030560071.1|DNOV	LOC6547592|XP_001974891.2|DERE
OG0005963	LOC115759016|XP_030555688.1|DNOV	LOC6543023|XP_001969834.1|DERE
OG0005964	LOC115761718|XP_030559460.1|DNOV	LOC6548303|XP_026836002.1|DERE
OG0005965	LOC115764001|XP_030562684.1|DNOV	LOC6542158|XP_001969138.2|DERE
OG0005966	LOC115759377|XP_030556145.1|DNOV	LOC6546831|XP_001975938.1|DERE
OG0005967	LOC115766540|XP_030566369.1|DNOV	LOC6547620|XP_026836555.1|DERE
OG0005968	LOC115766510|XP_030566328.1|DNOV	LOC6547757|XP_015011822.1|DERE
OG0005969	LOC115757943|XP_030554278.1|DNOV	LOC6548130|XP_001976507.3|DERE
OG0005970	LOC115762914|XP_030561155.1|DNOV	LOC6543546|XP_001972299.1|DERE
OG0005971	LOC115757808|XP_030554090.1|DNOV	LOC6549425|XP_001975705.1|DERE
OG0005972	LOC115771509|XP_030573100.1|DNOV	LOC6545927|XP_001973479.1|DERE
OG0005973	LOC115769129|XP_030569698.1|DNOV	LOC6545757|XP_001973401.1|DERE
OG0005974	LOC115770527|XP_030571686.1|DNOV	LOC6545233|XP_015014101.1|DERE
OG0005975	LOC115771511|XP_030573106.1|DNOV	LOC6545925|XP_001973477.1|DERE
OG0005976	LOC115764686|XP_030563735.1|DNOV	LOC113563678|XP_026838537.1|DERE
OG0005977	LOC115762111|XP_030560075.1|DNOV	LOC6547781|XP_001974936.1|DERE
OG0005978	LOC115757790|XP_030554063.1|DNOV	LOC6548276|XP_001975258.1|DERE
OG0005979	LOC115761621|XP_030559314.1|DNOV	LOC6549519|XP_001975811.1|DERE
OG0005980	LOC115760331|XP_030557479.1|DNOV	LOC6542640|XP_001970634.1|DERE
OG0005981	LOC115766809|XP_030566694.1|DNOV	LOC6551262|XP_015010915.1|DERE
OG0005982	LOC115761930|XP_030559825.1|DNOV	LOC6543077|XP_001970627.1|DERE
OG0005983	LOC115768775|XP_030569327.1|DNOV	LOC6550479|XP_001977823.1|DERE
OG0005984	LOC115766397|XP_030566174.1|DNOV	LOC6550064|XP_026837381.1|DERE
OG0005985	LOC115768300|XP_030568705.1|DNOV	LOC6551526|XP_001977169.1|DERE
OG0005986	LOC115768885|XP_030569457.1|DNOV	LOC6550169|XP_001977607.1|DERE
OG0005987	LOC115769097|XP_030569667.1|DNOV	LOC6551667|XP_015011054.1|DERE
OG0005988	LOC115758228|XP_030554639.1|DNOV	LOC6546956|XP_001976025.1|DERE
OG0005989	LOC115757837|XP_030554129.1|DNOV	LOC6549503|XP_001975725.1|DERE
OG0005990	LOC115757875|XP_030554174.1|DNOV	LOC6547040|XP_001974629.1|DERE
OG0005991	LOC115764511|XP_030563467.1|DNOV	LOC6541849|XP_001970401.1|DERE
OG0005992	LOC115770500|XP_030571654.1|DNOV	LOC6546344|XP_001972288.1|DERE
OG0005993	LOC115770501|XP_030571655.1|DNOV	LOC6546346|XP_015013208.1|DERE
OG0005994	LOC115771526|XP_030573123.1|DNOV	LOC6543821|XP_015014144.1|DERE
OG0005995	LOC115771534|XP_030573132.1|DNOV	LOC6545930|XP_001973482.1|DERE
OG0005996	LOC115769387|XP_030570042.1|DNOV	LOC6543927|XP_001973662.1|DERE
OG0005997	LOC115772025|XP_030573819.1|DNOV	LOC6547207|XP_001976156.1|DERE
OG0005998	LOC115770035|XP_030570961.1|DNOV	LOC6545951|XP_001972798.1|DERE
OG0005999	LOC115770839|XP_030572133.1|DNOV	LOC6545236|XP_001971028.1|DERE
OG0006000	LOC115763100|XP_030561435.1|DNOV	LOC6548484|XP_026836753.1|DERE
OG0006001	LOC115769456|XP_030570128.1|DNOV	LOC6544504|XP_015013265.1|DERE
OG0006002	LOC115761537|XP_030559174.1|DNOV	LOC6548017|XP_026836897.1|DERE
OG0006003	LOC115770104|XP_030571080.1|DNOV	LOC6545142|XP_026833295.1|DERE
OG0006004	LOC115763750|XP_030562315.1|DNOV	LOC6552094|XP_001978864.1|DERE
OG0006005	LOC115762186|XP_030560168.1|DNOV	LOC6547111|XP_001976102.1|DERE
OG0006006	LOC115762265|XP_030560289.1|DNOV	LOC6547726|XP_001975015.1|DERE
OG0006007	LOC115767454|XP_030567615.1|DNOV	LOC6542278|XP_001970770.1|DERE
OG0006008	LOC115760295|XP_030557438.1|DNOV	LOC6541324|XP_001968503.1|DERE, LOC113564237|XP_026835627.1|DERE
OG0006009	LOC115770505|XP_030571660.1|DNOV	LOC6545988|XP_026832501.1|DERE
OG0006010	LOC115771382|XP_030572926.1|DNOV	LOC6543896|XP_001973647.3|DERE
OG0006011	LOC115762549|XP_030560683.1|DNOV	LOC6544825|XP_026832478.1|DERE
OG0006012	LOC115768994|XP_030569566.1|DNOV	LOC6544459|XP_026833686.1|DERE
OG0006013	LOC115760729|XP_030558063.1|DNOV	LOC6546622|XP_015011631.1|DERE
OG0006014	LOC115770468|XP_030571606.1|DNOV	LOC6545564|XP_001972668.1|DERE
OG0006015	LOC115759093|XP_030555790.1|DNOV	LOC6548996|XP_001975547.1|DERE
OG0006016	LOC115764583|XP_030563592.1|DNOV	LOC6543133|XP_026834138.1|DERE
OG0006017	LOC115757995|XP_030554348.1|DNOV	LOC6546891|XP_001975972.1|DERE
OG0006018	LOC115764441|XP_030563309.1|DNOV	LOC6547293|XP_001974775.1|DERE
OG0006019	LOC115764464|XP_030563365.1|DNOV	LOC26526063|XP_015012731.1|DERE
OG0006020	LOC115770221|XP_030571281.1|DNOV	LOC6546071|XP_026833266.1|DERE
OG0006021	LOC115770287|XP_030571382.1|DNOV	LOC6545167|XP_001972575.1|DERE
OG0006022	LOC115763364|XP_030561752.1|DNOV	LOC6542492|XP_001969629.1|DERE
OG0006023	LOC115763903|XP_030562548.1|DNOV	LOC6554574|XP_026834675.1|DERE
OG0006024	LOC115765171|XP_030564451.1|DNOV	LOC6550490|XP_026837301.1|DERE
OG0006025	LOC115757957|XP_030554292.1|DNOV	LOC6546852|XP_026835645.1|DERE
OG0006026	LOC115764654|XP_030563696.1|DNOV	LOC6555119|XP_001982261.2|DERE
OG0006027	LOC115760456|XP_030557633.1|DNOV	LOC6549641|XP_001975759.1|DERE
OG0006028	LOC115760567|XP_030557841.1|DNOV	LOC6549557|XP_001975645.1|DERE
OG0006029	LOC115764499|XP_030563448.1|DNOV	LOC6542208|XP_001970404.1|DERE
OG0006030	LOC115761964|XP_030559865.1|DNOV	LOC6554690|XP_001981950.1|DERE
OG0006031	LOC115757846|XP_030554140.1|DNOV	LOC6546923|XP_001975994.3|DERE
OG0006032	LOC115765254|XP_030564591.1|DNOV	LOC6549914|XP_015011401.1|DERE
OG0006033	LOC115758003|XP_030554360.1|DNOV	LOC6546888|XP_001975969.1|DERE
OG0006034	LOC115771678|XP_030573353.1|DNOV	LOC6553471|XP_001979371.2|DERE
OG0006035	LOC115770834|XP_030572129.1|DNOV	LOC6553091|XP_001980110.1|DERE
OG0006036	LOC115763554|XP_030562032.1|DNOV	LOC6543036|XP_001969322.2|DERE
OG0006037	LOC115758257|XP_030554672.1|DNOV	LOC6549081|XP_001975600.1|DERE
OG0006038	LOC115765704|XP_030565226.1|DNOV	LOC6552602|XP_001978995.1|DERE
OG0006039	LOC115767432|XP_030567584.1|DNOV	LOC6540973|XP_001970775.1|DERE
OG0006040	LOC115758021|XP_030554385.1|DNOV	LOC6549269|XP_001975711.1|DERE
OG0006041	LOC115768979|XP_030569555.1|DNOV	LOC6551475|XP_001978508.1|DERE
OG0006042	LOC115758026|XP_030554390.1|DNOV	LOC6546593|XP_026836532.1|DERE
OG0006043	LOC115769738|XP_030570537.1|DNOV	LOC6546390|XP_026833337.1|DERE
OG0006044	LOC115767039|XP_030567028.1|DNOV	LOC6555745|XP_001982448.1|DERE
OG0006045	LOC115767447|XP_030567604.1|DNOV	LOC6541445|XP_001970781.1|DERE
OG0006046	LOC115760487|XP_030557695.1|DNOV	LOC6548165|XP_001975271.2|DERE
OG0006047	LOC115770042|XP_030570982.1|DNOV	LOC6545595|XP_001972707.1|DERE
OG0006048	LOC115769004|XP_030569577.1|DNOV	LOC6544542|XP_001972404.1|DERE
OG0006049	LOC115758909|XP_030555565.1|DNOV, LOC115767264|XP_030567349.1|DNOV	LOC6550103|XP_001978191.1|DERE
OG0006050	LOC115771612|XP_030573241.1|DNOV	LOC6554743|XP_001981086.1|DERE
OG0006051	LOC115766888|XP_030566819.1|DNOV	LOC6551090|XP_001977104.1|DERE
OG0006052	LOC115764492|XP_030563439.1|DNOV	LOC6548456|XP_026836505.1|DERE
OG0006053	LOC115762831|XP_030561058.1|DNOV	LOC6544778|XP_001971684.1|DERE
OG0006054	LOC115766728|XP_030566545.1|DNOV	LOC6555869|XP_001982746.3|DERE
OG0006055	LOC115771733|XP_030573419.1|DNOV	LOC6553671|XP_001980413.1|DERE
OG0006056	LOC115758027|XP_030554396.1|DNOV	LOC6546592|XP_001975481.1|DERE
OG0006057	LOC115769602|XP_030570350.1|DNOV	LOC6545725|XP_026833012.1|DERE
OG0006058	LOC115764076|XP_030562784.1|DNOV	LOC6553880|XP_001979591.1|DERE
OG0006059	LOC115769749|XP_030570556.1|DNOV	LOC6545460|XP_015013160.1|DERE
OG0006060	LOC115769757|XP_030570571.1|DNOV	LOC6545461|XP_026832260.1|DERE
OG0006061	LOC115767877|XP_030568099.1|DNOV	LOC6549937|XP_001978685.1|DERE
OG0006062	LOC115765784|XP_030565318.1|DNOV	LOC6551824|XP_001980585.1|DERE
OG0006063	LOC115763607|XP_030562095.1|DNOV	LOC6541343|XP_001969376.1|DERE
OG0006064	LOC115760591|XP_030557880.1|DNOV	LOC6549594|XP_001975662.1|DERE
OG0006065	LOC115769948|XP_030570853.1|DNOV	LOC6546520|XP_001971273.1|DERE
OG0006066	LOC115761921|XP_030559803.1|DNOV	LOC6543337|XP_026834989.1|DERE
OG0006067	LOC115764452|XP_030563328.1|DNOV	LOC6542186|XP_015014775.1|DERE
OG0006068	LOC115769013|XP_030569584.1|DNOV	LOC6550494|XP_001977809.1|DERE
OG0006069	LOC115768790|XP_030569349.1|DNOV	LOC6546362|XP_001972894.1|DERE
OG0006070	LOC115771973|XP_030573753.1|DNOV	LOC6543918|XP_001973653.1|DERE
OG0006071	LOC115764999|XP_030564199.1|DNOV	LOC6554384|XP_001981507.1|DERE
OG0006072	LOC115769954|XP_030570859.1|DNOV	LOC6546519|XP_001971272.1|DERE
OG0006073	LOC115769793|XP_030570621.1|DNOV	LOC6545204|XP_001971065.1|DERE
OG0006074	LOC115768853|XP_030569413.1|DNOV	LOC6551170|XP_001977068.2|DERE
OG0006075	LOC115768263|XP_030568653.1|DNOV	LOC6551508|XP_001978579.1|DERE
OG0006076	LOC115762626|XP_030560792.1|DNOV	LOC6549057|XP_001975579.1|DERE
OG0006077	LOC115771442|XP_030573011.1|DNOV	LOC6545407|XP_001973376.2|DERE
OG0006078	LOC115771441|XP_030573010.1|DNOV	LOC6545408|XP_001973377.1|DERE
OG0006079	LOC115770302|XP_030571397.1|DNOV	LOC6546118|XP_001973535.1|DERE
OG0006080	LOC115770300|XP_030571396.1|DNOV	LOC6544865|XP_001973161.1|DERE
OG0006081	LOC115758296|XP_030554723.1|DNOV	LOC6543324|XP_015015033.1|DERE
OG0006082	LOC115758305|XP_030554733.1|DNOV	LOC6541272|XP_001969179.1|DERE
OG0006083	LOC115771559|XP_030573164.1|DNOV	LOC6545089|XP_001973275.1|DERE
OG0006084	LOC115767826|XP_030568030.1|DNOV	LOC6544298|XP_015014040.1|DERE
