Orthogroup	DANA.longest_only	DNOV.longest_only
OG0004090	LOC6503432|XP_001967468.1|DANA	LOC115770635|XP_030571840.1|DNOV
OG0004091	LOC6499953|XP_001953567.1|DANA, LOC6499954|XP_001953566.2|DANA	LOC115764827|XP_030563936.1|DNOV
OG0004092	LOC6504095|XP_001964163.2|DANA	LOC115767575|XP_030567721.1|DNOV
OG0004094	LOC6493882|XP_001967782.3|DANA	LOC115769060|XP_030569634.1|DNOV
OG0004095	LOC6501173|XP_001954689.2|DANA	LOC115767933|XP_030568166.1|DNOV
OG0004096	LOC6501489|XP_001955355.1|DANA	LOC115765020|XP_030564233.1|DNOV
OG0004097	LOC6507260|XP_001956370.1|DANA	LOC115767956|XP_030568209.1|DNOV
OG0004098	LOC6499857|XP_001953763.1|DANA	LOC115770236|XP_030571300.1|DNOV, LOC115760222|XP_030557686.1|DNOV
OG0004099	LOC6498885|XP_032312207.1|DANA	LOC115763886|XP_030562523.1|DNOV
OG0004100	LOC6501680|XP_001955751.1|DANA	LOC115763718|XP_030562270.1|DNOV
OG0004101	LOC6501682|XP_001955754.2|DANA	LOC115763799|XP_030562403.1|DNOV
OG0004102	LOC6501683|XP_032312218.1|DANA	LOC115763908|XP_030562574.1|DNOV
OG0004103	LOC6499598|XP_001954325.1|DANA	LOC115765790|XP_030565335.1|DNOV
OG0004104	LOC6501535|XP_032311155.1|DANA	LOC115761529|XP_030559160.1|DNOV
OG0004105	LOC6493237|XP_001957333.1|DANA	LOC115771399|XP_030572949.1|DNOV
OG0004106	LOC6493574|XP_001958024.1|DANA	LOC115771527|XP_030573125.1|DNOV
OG0004107	LOC6493118|XP_001957079.1|DANA	LOC115770972|XP_030572296.1|DNOV
OG0004108	LOC6494274|XP_001965945.1|DANA	LOC115766260|XP_030565979.1|DNOV, LOC115766051|XP_030565691.1|DNOV
OG0004109	LOC6503417|XP_001967469.1|DANA	LOC115770637|XP_030571844.1|DNOV
OG0004110	LOC6493813|XP_001958489.1|DANA	LOC115771450|XP_030573024.1|DNOV
OG0004111	LOC6505349|XP_001966890.2|DANA, LOC6499562|XP_032306021.1|DANA	LOC115763899|XP_030562542.1|DNOV
OG0004112	LOC6501719|XP_001955843.2|DANA	LOC115770758|XP_030572031.1|DNOV
OG0004113	LOC6503611|XP_001964067.1|DANA	LOC115768295|XP_030568700.1|DNOV
OG0004114	LOC6504150|XP_001964276.1|DANA	LOC115768580|XP_030569084.1|DNOV
OG0004115	LOC6503492|XP_001964279.1|DANA	LOC115768586|XP_030569092.1|DNOV
OG0004116	LOC6499559|XP_001954383.1|DANA	LOC115763826|XP_030562439.1|DNOV
OG0004117	LOC6500948|XP_001954226.1|DANA	LOC115758870|XP_030555522.1|DNOV
OG0004118	LOC6494510|XP_001960199.1|DANA	LOC115767493|XP_030567661.1|DNOV
OG0004119	LOC6499553|XP_001954395.1|DANA	LOC115765341|XP_030564711.1|DNOV, LOC115765651|XP_030565168.1|DNOV
OG0004120	LOC6494360|XP_001965932.1|DANA, LOC6494371|XP_032312338.1|DANA	LOC115766200|XP_030565910.1|DNOV
OG0004121	LOC6502809|XP_001956210.2|DANA	LOC115766980|XP_030566936.1|DNOV
OG0004122	LOC6507401|XP_001956084.1|DANA	LOC115766253|XP_030565973.1|DNOV, LOC115766073|XP_030565738.1|DNOV
OG0004123	LOC6500593|XP_032305641.1|DANA	LOC115765690|XP_030565208.1|DNOV
OG0004124	LOC6503566|XP_032308691.1|DANA	LOC115767394|XP_030567518.1|DNOV
OG0004125	LOC6505882|XP_032305510.1|DANA	LOC115761237|XP_030558791.1|DNOV
OG0004126	LOC6505639|XP_032305507.1|DANA	LOC115761333|XP_030558926.1|DNOV
OG0004127	LOC6498538|XP_001963023.1|DANA	LOC115763357|XP_030561742.1|DNOV
OG0004128	LOC6499960|XP_001953555.1|DANA	LOC115759526|XP_030556335.1|DNOV
OG0004129	LOC6495943|XP_001959900.1|DANA	LOC115761122|XP_030558619.1|DNOV
OG0004130	LOC6503164|XP_032308945.1|DANA	LOC115766488|XP_030566310.1|DNOV
OG0004131	LOC6498954|XP_001955613.1|DANA	LOC115770731|XP_030571993.1|DNOV
OG0004132	LOC6506893|XP_001957047.1|DANA	LOC115769773|XP_030570598.1|DNOV
OG0004133	LOC6498308|XP_001962506.1|DANA	LOC115760297|XP_030557444.1|DNOV
OG0004134	LOC6501364|XP_001955082.2|DANA	LOC115760405|XP_030557572.1|DNOV
OG0004135	LOC6500428|XP_032305672.1|DANA	LOC115770647|XP_030571868.1|DNOV
OG0004136	LOC6500932|XP_001954195.1|DANA	LOC115763856|XP_030562491.1|DNOV
OG0004137	LOC6494163|XP_001960842.1|DANA	LOC115760921|XP_030558355.1|DNOV
OG0004138	LOC6493390|XP_001957657.1|DANA	LOC115762934|XP_030561175.1|DNOV
OG0004139	LOC6502594|XP_032307960.1|DANA	LOC115768065|XP_030568375.1|DNOV
OG0004140	LOC6503659|XP_001963984.1|DANA	LOC115768982|XP_030569557.1|DNOV
OG0004141	LOC6495118|XP_032306510.1|DANA	LOC115757909|XP_030554224.1|DNOV
OG0004142	LOC6503577|XP_001964125.1|DANA	LOC115767326|XP_030567429.1|DNOV
OG0004143	LOC6499831|XP_001953821.1|DANA	LOC115764673|XP_030563720.1|DNOV
OG0004144	LOC6498528|XP_001963003.1|DANA	LOC115759778|XP_030556704.1|DNOV
OG0004145	LOC6493741|XP_001958348.1|DANA	LOC115770991|XP_030572343.1|DNOV
OG0004146	LOC6499269|XP_014765995.1|DANA	LOC115770720|XP_030571978.1|DNOV
OG0004147	LOC6498536|XP_001963018.1|DANA	LOC115763606|XP_030562094.1|DNOV
OG0004148	LOC6499902|XP_014766274.2|DANA	LOC115761502|XP_030559129.1|DNOV
OG0004149	LOC6500590|XP_001953529.1|DANA	LOC115763731|XP_030562288.1|DNOV
OG0004150	LOC6500620|XP_001953583.1|DANA	LOC115761773|XP_030559563.1|DNOV
OG0004151	LOC6505624|XP_001964580.1|DANA	LOC115772087|XP_030573905.1|DNOV
OG0004152	LOC6500037|XP_032305727.1|DANA	LOC115767944|XP_030568183.1|DNOV
OG0004153	LOC6495399|XP_001958760.1|DANA	LOC115764443|XP_030563359.1|DNOV
OG0004154	LOC6506910|XP_001957012.1|DANA	LOC115762624|XP_030560784.1|DNOV
OG0004155	LOC6499275|XP_001954977.1|DANA	LOC115761645|XP_030559339.1|DNOV
OG0004156	LOC6499947|XP_032308825.1|DANA, LOC116655271|XP_032308778.1|DANA, LOC116655290|XP_032308802.1|DANA, LOC116655284|XP_032308794.1|DANA, LOC6499949|XP_032308769.1|DANA	LOC115766214|XP_030565925.1|DNOV
OG0004157	LOC6498750|XP_001967275.2|DANA	LOC115766416|XP_030566197.1|DNOV
OG0004158	LOC6507056|XP_032310673.1|DANA	LOC115770352|XP_030571450.1|DNOV
OG0004159	LOC6500342|XP_001953008.1|DANA	LOC115759625|XP_030556470.1|DNOV
OG0004160	LOC6507580|XP_001955945.1|DANA	LOC115767659|XP_030567807.1|DNOV
OG0004161	LOC6498973|XP_001955579.2|DANA	LOC115766096|XP_030565765.1|DNOV
OG0004162	LOC6501699|XP_001955792.2|DANA	LOC115770660|XP_030571886.1|DNOV
OG0004163	LOC6499405|XP_001954702.2|DANA	LOC115766165|XP_030565868.1|DNOV
OG0004164	LOC6501131|XP_032305406.1|DANA	LOC115764844|XP_030563952.1|DNOV
OG0004165	LOC6494484|XP_014762811.1|DANA	LOC115772060|XP_030573867.1|DNOV
OG0004166	LOC6494908|XP_001959445.1|DANA	LOC115762601|XP_030560756.1|DNOV
OG0004167	LOC6501225|XP_001954797.1|DANA	LOC115763700|XP_030562249.1|DNOV
OG0004168	LOC6500005|XP_001953420.1|DANA	LOC115761975|XP_030559878.1|DNOV
OG0004169	LOC6504029|XP_032308497.1|DANA	LOC115767192|XP_030567243.1|DNOV
OG0004170	LOC6504439|XP_032308335.1|DANA	LOC115758552|XP_030555109.1|DNOV, LOC115767079|XP_030567083.1|DNOV
OG0004171	LOC6504022|XP_001964023.2|DANA	LOC115768609|XP_030569123.1|DNOV
OG0004172	LOC6502035|XP_032311902.1|DANA	LOC115765251|XP_030564585.1|DNOV
OG0004173	LOC6495891|XP_001959791.1|DANA	LOC115767456|XP_030567617.1|DNOV
OG0004174	LOC6494043|XP_032307009.1|DANA	LOC115764559|XP_030563540.1|DNOV
OG0004175	LOC6494290|XP_001960597.1|DANA	LOC115758161|XP_030554560.1|DNOV
OG0004176	LOC6502836|XP_001957171.1|DANA	LOC115767158|XP_030567193.1|DNOV
OG0004177	LOC6499950|XP_014766290.1|DANA	LOC115766150|XP_030565847.1|DNOV
OG0004178	LOC6505787|XP_032305583.1|DANA	LOC115767937|XP_030568169.1|DNOV
OG0004179	LOC6504145|XP_001964268.1|DANA	LOC115768486|XP_030568929.1|DNOV
OG0004180	LOC6500404|XP_032305739.1|DANA	LOC115763751|XP_030562316.1|DNOV
OG0004181	LOC6501507|XP_001955389.1|DANA	LOC115764606|XP_030563609.1|DNOV
OG0004182	LOC6507612|XP_032309826.1|DANA	LOC115771252|XP_030572716.1|DNOV
OG0004183	LOC6507613|XP_032309851.1|DANA	LOC115771141|XP_030572571.1|DNOV
OG0004184	LOC6506524|XP_001957718.1|DANA	LOC115762733|XP_030560927.1|DNOV
OG0004185	LOC6498456|XP_001962860.1|DANA	LOC115758859|XP_030555507.1|DNOV
OG0004186	LOC6503762|XP_001963786.1|DANA	LOC115768864|XP_030569428.1|DNOV
OG0004187	LOC6500020|XP_032306921.1|DANA	LOC115763848|XP_030562477.1|DNOV
OG0004188	LOC6494610|XP_014760084.1|DANA	LOC115766244|XP_030565967.1|DNOV, LOC115766054|XP_030565692.1|DNOV
OG0004189	LOC6494599|XP_001965939.1|DANA	LOC115766240|XP_030565962.1|DNOV, LOC115766055|XP_030565696.1|DNOV
OG0004190	LOC6500450|XP_001953237.1|DANA	LOC115761755|XP_030559518.1|DNOV
OG0004191	LOC6500449|XP_001953234.1|DANA	LOC115761758|XP_030559523.1|DNOV
OG0004192	LOC6499334|XP_001954847.2|DANA	LOC115765640|XP_030565158.1|DNOV
OG0004193	LOC6502315|XP_001966222.2|DANA	LOC115768615|XP_030569131.1|DNOV
OG0004194	LOC6499297|XP_001954921.1|DANA	LOC115765739|XP_030565263.1|DNOV
OG0004195	LOC6504574|XP_001966599.1|DANA	LOC115767962|XP_030568221.1|DNOV
OG0004196	LOC6499072|XP_014765895.1|DANA	LOC115764964|XP_030564149.1|DNOV
OG0004197	LOC6499659|XP_001954201.1|DANA	LOC115767879|XP_030568101.1|DNOV
OG0004198	LOC6501671|XP_001955720.1|DANA	LOC115765766|XP_030565292.1|DNOV
OG0004199	LOC6499316|XP_032312064.1|DANA	LOC115770915|XP_030572223.1|DNOV
OG0004200	LOC6496109|XP_001960244.1|DANA	LOC115761453|XP_030559083.1|DNOV
OG0004201	LOC6505590|XP_001964639.1|DANA	LOC115761230|XP_030558782.1|DNOV
OG0004202	LOC6501068|XP_001954496.3|DANA	LOC115771877|XP_030573621.1|DNOV
OG0004203	LOC6501617|XP_001955612.1|DANA	LOC115770697|XP_030571953.1|DNOV
OG0004204	LOC6506351|XP_001958052.1|DANA	LOC115771398|XP_030572947.1|DNOV
OG0004205	LOC6493617|XP_032310372.1|DANA	LOC115770469|XP_030571607.1|DNOV
OG0004206	LOC6500416|XP_001953173.1|DANA	LOC115763710|XP_030562264.1|DNOV
OG0004207	LOC6500126|XP_001953172.1|DANA	LOC115763712|XP_030562265.1|DNOV
OG0004208	LOC6501155|XP_001954654.1|DANA	LOC115767888|XP_030568114.1|DNOV
OG0004209	LOC6505829|XP_001964444.1|DANA	LOC115761960|XP_030559859.1|DNOV
OG0004210	LOC6500046|XP_001953324.1|DANA	LOC115764138|XP_030562872.1|DNOV
OG0004211	LOC6507028|XP_001965296.1|DANA	LOC115758486|XP_030555024.1|DNOV
OG0004212	LOC6498854|XP_001955794.1|DANA	LOC115770694|XP_030571947.1|DNOV
OG0004213	LOC6500970|XP_001954272.1|DANA	LOC115770662|XP_030571889.1|DNOV
OG0004214	LOC6495815|XP_001959644.1|DANA	LOC115765261|XP_030564605.1|DNOV
OG0004215	LOC6494359|XP_001960469.1|DANA	LOC115757835|XP_030554127.1|DNOV
OG0004216	LOC6507239|XP_014765114.1|DANA	LOC115770331|XP_030571429.1|DNOV
OG0004217	LOC6493337|XP_001957548.1|DANA	LOC115769789|XP_030570616.1|DNOV
OG0004218	LOC6503795|XP_001963732.1|DANA	LOC115770780|XP_030572060.1|DNOV
OG0004219	LOC6499637|XP_001954246.1|DANA	LOC115759553|XP_030556375.1|DNOV
OG0004220	LOC6501325|XP_032307487.1|DANA	LOC115770825|XP_030572107.1|DNOV
OG0004221	LOC6505803|XP_001964403.2|DANA	LOC115770924|XP_030572242.1|DNOV
OG0004222	LOC6505833|XP_001964452.1|DANA	LOC115770907|XP_030572210.1|DNOV
OG0004223	LOC6500537|XP_032305352.1|DANA	LOC115761949|XP_030559846.1|DNOV
OG0004224	LOC6498841|XP_001955832.1|DANA	LOC115759401|XP_030556147.1|DNOV
OG0004225	LOC6505107|XP_001965444.1|DANA	LOC115767865|XP_030568084.1|DNOV
OG0004226	LOC6499312|XP_014766007.1|DANA	LOC115770643|XP_030571862.1|DNOV
OG0004227	LOC6498953|XP_001955615.2|DANA	LOC115770856|XP_030572153.1|DNOV
OG0004228	LOC6501618|XP_001955614.1|DANA	LOC115770732|XP_030571997.1|DNOV
OG0004229	LOC6496181|XP_001960384.2|DANA	LOC115767446|XP_030567603.1|DNOV
OG0004230	LOC6503678|XP_032308576.1|DANA	LOC115766469|XP_030566271.1|DNOV
OG0004231	LOC6493428|XP_001957728.1|DANA	LOC115762773|XP_030560983.1|DNOV
OG0004232	LOC6506517|XP_014764793.1|DANA	LOC115762777|XP_030560986.1|DNOV
OG0004233	LOC6506516|XP_001957732.1|DANA	LOC115762776|XP_030560985.1|DNOV
OG0004234	LOC6506509|XP_014764791.1|DANA	LOC115762902|XP_030561138.1|DNOV
OG0004235	LOC6504898|XP_001966552.1|DANA	LOC115764316|XP_030563115.1|DNOV
OG0004236	LOC6505718|XP_001964396.1|DANA	LOC115764727|XP_030563796.1|DNOV
OG0004237	LOC6500462|XP_001953270.1|DANA	LOC115761511|XP_030559140.1|DNOV
OG0004238	LOC6501027|XP_001954413.1|DANA	LOC115765775|XP_030565307.1|DNOV
OG0004239	LOC6505808|XP_001964410.1|DANA	LOC115770684|XP_030571930.1|DNOV
OG0004240	LOC6501694|XP_032312248.1|DANA	LOC115763649|XP_030562176.1|DNOV
OG0004241	LOC6500475|XP_001953297.1|DANA	LOC115770847|XP_030572142.1|DNOV
OG0004242	LOC6499373|XP_001954765.1|DANA	LOC115766125|XP_030565807.1|DNOV
OG0004243	LOC6493341|XP_001957555.1|DANA	LOC115771180|XP_030572625.1|DNOV
OG0004244	LOC6501286|XP_001954922.1|DANA	LOC115765680|XP_030565199.1|DNOV
OG0004245	LOC6492941|XP_001956697.1|DANA	LOC115769865|XP_030570723.1|DNOV
OG0004246	LOC6507165|XP_032309940.1|DANA	LOC115766411|XP_030566194.1|DNOV
OG0004247	LOC6504635|XP_001966494.1|DANA	LOC115767992|XP_030568254.1|DNOV
OG0004248	LOC6495512|XP_001959005.1|DANA	LOC115757904|XP_030554214.1|DNOV
OG0004249	LOC6507555|XP_001955906.1|DANA	LOC115768093|XP_030568437.1|DNOV
OG0004250	LOC6504342|XP_001965017.1|DANA	LOC115763505|XP_030561962.1|DNOV
OG0004251	LOC6504732|XP_032309113.1|DANA	LOC115766420|XP_030566202.1|DNOV
OG0004252	LOC6501701|XP_001955797.1|DANA	LOC115766227|XP_030565946.1|DNOV
OG0004253	LOC6499630|XP_001954263.1|DANA	LOC115759647|XP_030556496.1|DNOV
OG0004254	LOC6503123|XP_001963465.1|DANA	LOC115768316|XP_030568725.1|DNOV
OG0004255	LOC6502736|XP_032309224.1|DANA	LOC115759218|XP_030555970.1|DNOV
OG0004256	LOC6494262|XP_032306747.1|DANA	LOC115766542|XP_030566371.1|DNOV
OG0004257	LOC6499015|XP_001955508.1|DANA	LOC115761179|XP_030558702.1|DNOV
OG0004258	LOC6500220|XP_032305319.1|DANA	LOC115766101|XP_030565776.1|DNOV
OG0004259	LOC6496300|XP_001960647.1|DANA	LOC115766561|XP_030566399.1|DNOV
OG0004260	LOC6501675|XP_032312185.1|DANA	LOC115765791|XP_030565336.1|DNOV
OG0004261	LOC6500487|XP_014766582.1|DANA	LOC115759665|XP_030556522.1|DNOV
OG0004262	LOC6503401|XP_001967502.1|DANA	LOC115770911|XP_030572216.1|DNOV
OG0004263	LOC6501241|XP_001954832.1|DANA	LOC115759482|XP_030556276.1|DNOV
OG0004264	LOC6499641|XP_001954239.1|DANA	LOC115764620|XP_030563642.1|DNOV
OG0004265	LOC6500098|XP_001953231.1|DANA	LOC115761601|XP_030559262.1|DNOV
OG0004266	LOC6494166|XP_001965970.1|DANA	LOC115770954|XP_030572282.1|DNOV
OG0004267	LOC6505709|XP_001964416.1|DANA	LOC115770710|XP_030571967.1|DNOV
OG0004268	LOC6494321|XP_032306141.1|DANA	LOC115758271|XP_030554694.1|DNOV
OG0004269	LOC6495124|XP_001959000.1|DANA	LOC115757793|XP_030554066.1|DNOV
OG0004270	LOC26514796|XP_014764049.1|DANA	LOC115764639|XP_030563671.1|DNOV
OG0004271	LOC6495803|XP_001959621.1|DANA	LOC115761574|XP_030559224.1|DNOV
OG0004272	LOC6500939|XP_001954212.1|DANA	LOC115770632|XP_030571838.1|DNOV
OG0004273	LOC6500736|XP_001953816.1|DANA	LOC115771759|XP_030573469.1|DNOV
OG0004275	LOC6503984|XP_001963956.1|DANA	LOC115765319|XP_030564679.1|DNOV
OG0004276	LOC6502415|XP_032311180.1|DANA	LOC115769642|XP_030570416.1|DNOV
OG0004277	LOC6507152|XP_001956579.2|DANA	LOC115769733|XP_030570532.1|DNOV
OG0004278	LOC6503649|XP_001964000.1|DANA	LOC115767585|XP_030567731.1|DNOV
OG0004279	LOC6497889|XP_001961652.1|DANA	LOC115765895|XP_030565498.1|DNOV
OG0004280	LOC6504024|XP_032308594.1|DANA	LOC115768625|XP_030569149.1|DNOV
OG0004281	LOC6496506|XP_001961040.1|DANA	LOC115757985|XP_030554333.1|DNOV
OG0004282	LOC6494278|XP_001960615.1|DANA	LOC115760669|XP_030557999.1|DNOV
OG0004283	LOC6496286|XP_001960614.1|DANA	LOC115760680|XP_030558010.1|DNOV
OG0004284	LOC26514190|XP_014762303.1|DANA	LOC115765962|XP_030565575.1|DNOV
OG0004285	LOC6500758|XP_001953862.1|DANA	LOC115761364|XP_030558972.1|DNOV
OG0004286	LOC6507155|XP_032309755.1|DANA	LOC115765972|XP_030565590.1|DNOV
OG0004287	LOC6507156|XP_032310003.1|DANA	LOC115767765|XP_030567950.1|DNOV
OG0004288	LOC6507904|XP_001956568.1|DANA	LOC115765954|XP_030565566.1|DNOV
OG0004289	LOC6493580|XP_001958036.1|DANA	LOC115770010|XP_030570919.1|DNOV
OG0004290	LOC6496325|XP_001960706.1|DANA	LOC115760827|XP_030558211.1|DNOV
OG0004291	LOC6494199|XP_001960767.1|DANA	LOC115757812|XP_030554098.1|DNOV
OG0004292	LOC26513871|XP_014765544.1|DANA	LOC115770993|XP_030572346.1|DNOV
OG0004293	LOC6506731|XP_001957336.1|DANA	LOC115771410|XP_030572971.1|DNOV
OG0004294	LOC6493619|XP_032310369.1|DANA	LOC115770467|XP_030571603.1|DNOV
OG0004295	LOC6493503|XP_032309554.1|DANA	LOC115770093|XP_030571059.1|DNOV
OG0004296	LOC6493504|XP_001957883.2|DANA	LOC115770108|XP_030571085.1|DNOV
OG0004297	LOC6496305|XP_001960657.1|DANA	LOC115758104|XP_030554487.1|DNOV
OG0004298	LOC6495223|XP_001958813.1|DANA	LOC115771706|XP_030573389.1|DNOV
OG0004299	LOC6494021|XP_032306854.1|DANA	LOC115758114|XP_030554504.1|DNOV
OG0004300	LOC6495510|XP_001959003.1|DANA	LOC115757843|XP_030554137.1|DNOV
OG0004301	LOC6506494|XP_001957769.1|DANA	LOC115770987|XP_030572338.1|DNOV
OG0004302	LOC6495610|XP_001959197.2|DANA	LOC115767497|XP_030567666.1|DNOV
OG0004303	LOC6494351|XP_001960485.1|DANA	LOC115758167|XP_030554568.1|DNOV
OG0004304	LOC6494506|XP_032307054.1|DANA	LOC115767433|XP_030567585.1|DNOV
OG0004305	LOC6494051|XP_032306239.1|DANA	LOC115764547|XP_030563522.1|DNOV
OG0004306	LOC6495492|XP_001958965.1|DANA	LOC115757821|XP_030554105.1|DNOV
OG0004307	LOC6496559|XP_001961144.1|DANA	LOC115758191|XP_030554594.1|DNOV, LOC115758110|XP_030554494.1|DNOV
OG0004308	LOC6495724|XP_032305996.1|DANA	LOC115764809|XP_030563920.1|DNOV
OG0004309	LOC6506998|XP_001956856.1|DANA	LOC115770981|XP_030572311.1|DNOV
OG0004310	LOC6495236|XP_032306942.1|DANA	LOC115764498|XP_030563446.1|DNOV
OG0004311	LOC6507938|XP_001956649.1|DANA	LOC115770070|XP_030571030.1|DNOV
OG0004312	LOC6494245|XP_001960671.1|DANA	LOC115757905|XP_030554215.1|DNOV
OG0004313	LOC6493917|XP_032311563.1|DANA	LOC115767437|XP_030567591.1|DNOV
OG0004314	LOC6496095|XP_001960217.2|DANA	LOC115766515|XP_030566338.1|DNOV
OG0004315	LOC6496446|XP_001960926.3|DANA	LOC115758020|XP_030554384.1|DNOV
OG0004316	LOC6495893|XP_001959795.1|DANA	LOC115763988|XP_030562665.1|DNOV
OG0004317	LOC6496505|XP_001961039.1|DANA	LOC115757988|XP_030554338.1|DNOV
OG0004318	LOC6494246|XP_032306096.1|DANA	LOC115757796|XP_030554070.1|DNOV
OG0004319	LOC6496243|XP_001960526.1|DANA	LOC115764529|XP_030563487.1|DNOV
OG0004320	LOC26514649|XP_014767317.1|DANA	LOC115761190|XP_030558721.1|DNOV
OG0004321	LOC6497499|XP_001961958.1|DANA	LOC115763516|XP_030561977.1|DNOV
OG0004322	LOC6500893|XP_032312144.1|DANA	LOC115761277|XP_030558854.1|DNOV
OG0004323	LOC6507658|XP_001956090.1|DANA	LOC115765834|XP_030565418.1|DNOV
OG0004324	LOC26514427|XP_014762327.1|DANA	LOC115765945|XP_030565551.1|DNOV
OG0004325	LOC6496397|XP_001960819.1|DANA	LOC115758118|XP_030554534.1|DNOV
OG0004326	LOC6494180|XP_032305924.1|DANA	LOC115758117|XP_030554533.1|DNOV
OG0004327	LOC6502886|XP_032311832.1|DANA	LOC115767787|XP_030567975.1|DNOV, LOC115768496|XP_030568942.1|DNOV
OG0004328	LOC6494698|XP_001959835.1|DANA	LOC115760558|XP_030557824.1|DNOV
OG0004329	LOC6494235|XP_032307180.1|DANA	LOC115761055|XP_030558535.1|DNOV
OG0004330	LOC6496083|XP_001960184.1|DANA	LOC115765563|XP_030565069.1|DNOV
OG0004331	LOC6495986|XP_001959983.1|DANA	LOC115763238|XP_030561578.1|DNOV
OG0004332	LOC6498047|XP_001961964.1|DANA	LOC115759863|XP_030556830.1|DNOV
OG0004333	LOC6497365|XP_001962241.1|DANA	LOC115760325|XP_030557470.1|DNOV
OG0004334	LOC6498671|XP_001963287.1|DANA	LOC115759080|XP_030555772.1|DNOV
OG0004335	LOC6496640|XP_001961313.3|DANA	LOC115760352|XP_030557505.1|DNOV
OG0004336	LOC6495109|XP_001959034.1|DANA	LOC115761832|XP_030559640.1|DNOV
OG0004337	LOC6498085|XP_001962050.2|DANA	LOC115758327|XP_030554756.1|DNOV
OG0004338	LOC6507278|XP_001956336.1|DANA	LOC115769606|XP_030570359.1|DNOV
OG0004339	LOC6496350|XP_001960742.2|DANA	LOC115757979|XP_030554324.1|DNOV
OG0004340	LOC6494212|XP_001960741.1|DANA	LOC115757968|XP_030554312.1|DNOV
OG0004341	LOC6496414|XP_001960868.2|DANA	LOC115766576|XP_030566421.1|DNOV
OG0004342	LOC6494373|XP_032306822.1|DANA	LOC115764523|XP_030563481.1|DNOV
OG0004343	LOC6494374|XP_001960441.3|DANA	LOC115764497|XP_030563444.1|DNOV
OG0004344	LOC6496202|XP_001960437.1|DANA	LOC115764570|XP_030563559.1|DNOV
OG0004345	LOC6504125|XP_001965190.1|DANA	LOC115758960|XP_030555622.1|DNOV
OG0004346	LOC6496304|XP_014763749.1|DANA	LOC115758019|XP_030554382.1|DNOV
OG0004347	LOC6494256|XP_001960656.1|DANA	LOC115758016|XP_030554375.1|DNOV
OG0004348	LOC6494906|XP_001959449.2|DANA	LOC115758032|XP_030554405.1|DNOV
OG0004349	LOC6495721|XP_014763464.1|DANA	LOC115771306|XP_030572809.1|DNOV
OG0004350	LOC6495086|XP_001959094.1|DANA	LOC115764519|XP_030563478.1|DNOV
OG0004351	LOC6494017|XP_001961139.1|DANA	LOC115757807|XP_030554084.1|DNOV
OG0004352	LOC26515247|XP_032305708.1|DANA	LOC115764005|XP_030562685.1|DNOV
OG0004353	LOC6501454|XP_001955291.2|DANA	LOC115765054|XP_030564288.1|DNOV, LOC115765052|XP_030564286.1|DNOV
OG0004354	LOC6505645|XP_001964539.1|DANA	LOC115765048|XP_030564282.1|DNOV
OG0004355	LOC6499452|XP_014766073.1|DANA	LOC115764690|XP_030563741.1|DNOV
OG0004356	LOC6494803|XP_001959638.1|DANA	LOC115758220|XP_030554630.1|DNOV
OG0004357	LOC6495799|XP_001959611.1|DANA	LOC115759190|XP_030555930.1|DNOV
OG0004358	LOC6495135|XP_014763170.1|DANA	LOC115758034|XP_030554404.1|DNOV
OG0004359	LOC6494441|XP_001960310.2|DANA	LOC115764470|XP_030563372.1|DNOV
OG0004360	LOC6493670|XP_001958195.1|DANA	LOC115771516|XP_030573111.1|DNOV
OG0004361	LOC6501030|XP_001954418.1|DANA	LOC115765774|XP_030565305.1|DNOV
OG0004362	LOC6507651|XP_001956075.1|DANA	LOC115769530|XP_030570232.1|DNOV
OG0004363	LOC6504008|XP_001963995.1|DANA	LOC115767570|XP_030567716.1|DNOV
OG0004364	LOC6495807|XP_001959627.2|DANA	LOC115758202|XP_030554609.1|DNOV
OG0004365	LOC6494793|XP_032306048.1|DANA	LOC115762966|XP_030561242.1|DNOV
OG0004366	LOC6497641|XP_001961654.1|DANA	LOC115765896|XP_030565499.1|DNOV
OG0004367	LOC6506768|XP_001957274.1|DANA	LOC115771425|XP_030572987.1|DNOV
OG0004368	LOC6493871|XP_001958595.1|DANA	LOC115771456|XP_030573031.1|DNOV
OG0004369	LOC6495196|XP_001958875.2|DANA	LOC115757982|XP_030554331.1|DNOV
OG0004370	LOC6494279|XP_001960613.1|DANA	LOC115759784|XP_030556719.1|DNOV
OG0004371	LOC6503134|XP_001963492.1|DANA	LOC115771313|XP_030572827.1|DNOV
OG0004372	LOC6494253|XP_032306752.1|DANA	LOC115758076|XP_030554450.1|DNOV
OG0004373	LOC6496658|XP_001961347.1|DANA	LOC115767475|XP_030567640.1|DNOV
OG0004374	LOC6494641|XP_032306542.1|DANA	LOC115760793|XP_030558152.1|DNOV
OG0004375	LOC6506498|XP_001957762.1|DANA	LOC115762786|XP_030560998.1|DNOV
OG0004376	LOC6507840|XP_001956451.1|DANA	LOC115770080|XP_030571046.1|DNOV
OG0004377	LOC6493453|XP_001957782.1|DANA	LOC115769388|XP_030570043.1|DNOV
OG0004378	LOC6495162|XP_032306081.1|DANA	LOC115762853|XP_030561092.1|DNOV
OG0004379	LOC6494794|XP_001959654.1|DANA	LOC115770762|XP_030572072.1|DNOV
OG0004380	LOC6495235|XP_001958791.1|DANA	LOC115764484|XP_030563430.1|DNOV
