Orthogroup	DANA.longest_only	DSAN.longest_only
OG0005869	LOC6504101|XP_001964179.1|DANA	LOC120455366|XP_039497406.1|DSAN
OG0005870	LOC6504660|XP_001966455.1|DANA	LOC120456386|XP_039499146.1|DSAN
OG0005871	LOC6502162|XP_001966101.1|DANA	LOC120456696|XP_039499595.1|DSAN
OG0005872	LOC6500842|XP_032305921.1|DANA	LOC120451103|XP_039490444.1|DSAN
OG0005873	LOC6501203|XP_001954757.1|DANA	LOC120450909|XP_039490096.1|DSAN
OG0005874	LOC6502589|XP_032312012.1|DANA, LOC116655073|XP_032308017.1|DANA	LOC120455160|XP_039497008.1|DSAN
OG0005875	LOC6496498|XP_001961021.1|DANA	LOC120457986|XP_039501415.1|DSAN
OG0005876	LOC6502220|XP_032308718.1|DANA	LOC120455047|XP_039496830.1|DSAN
OG0005877	LOC116654459|XP_032311828.1|DANA	LOC120455017|XP_039496775.1|DSAN
OG0005878	LOC6503596|XP_032308463.1|DANA	LOC120457139|XP_039500329.1|DSAN
OG0005879	LOC6502279|XP_001966153.1|DANA	LOC120456595|XP_039499438.1|DSAN
OG0005880	LOC6493566|XP_001958009.1|DANA	LOC120449306|XP_039487631.1|DSAN
OG0005881	LOC6507805|XP_001956383.1|DANA	LOC120448269|XP_039486127.1|DSAN
OG0005882	LOC6501867|XP_001967166.3|DANA	LOC120455711|XP_039498058.1|DSAN
OG0005883	LOC6507384|XP_001956113.1|DANA	LOC120449316|XP_039487642.1|DSAN
OG0005884	LOC6493065|XP_001956978.1|DANA	LOC120448893|XP_039487044.1|DSAN
OG0005885	LOC6493274|XP_014764301.1|DANA	LOC120447462|XP_039484783.1|DSAN
OG0005886	LOC6493706|XP_001958275.2|DANA	LOC120450108|XP_039488837.1|DSAN
OG0005887	LOC6507250|XP_032309979.1|DANA	LOC120450526|XP_039489545.1|DSAN
OG0005888	LOC6506087|XP_032305920.1|DANA, LOC116655747|XP_032309555.1|DANA	LOC120450616|XP_039489689.1|DSAN
OG0005889	LOC6493730|XP_001958324.2|DANA	LOC120448012|XP_039485660.1|DSAN
OG0005890	LOC6503685|XP_001963932.1|DANA	LOC120457103|XP_039500242.1|DSAN
OG0005891	LOC6507902|XP_014765503.2|DANA	LOC120447770|XP_039485254.1|DSAN
OG0005892	LOC6507908|XP_001956577.1|DANA	LOC120449101|XP_039487344.1|DSAN
OG0005893	LOC6506330|XP_001958087.1|DANA	LOC120448767|XP_039486886.1|DSAN
OG0005894	LOC6493603|XP_001958085.1|DANA	LOC120448768|XP_039486887.1|DSAN
OG0005895	LOC6506331|XP_001958086.1|DANA	LOC120448770|XP_039486888.1|DSAN
OG0005896	LOC6506758|XP_001957297.1|DANA	LOC120448802|XP_039486925.1|DSAN
OG0005897	LOC6506108|XP_001958533.1|DANA	LOC120448118|XP_039485858.1|DSAN
OG0005898	LOC6503920|XP_001963844.3|DANA	LOC120455919|XP_039498362.1|DSAN
OG0005899	LOC6494809|XP_001959619.1|DANA	LOC120448065|XP_039485767.1|DSAN
OG0005900	LOC6497695|XP_001961550.1|DANA	LOC120443911|XP_039479273.1|DSAN
OG0005901	LOC6494494|XP_001960225.1|DANA	LOC120444267|XP_039479714.1|DSAN
OG0005902	LOC6496328|XP_001960709.1|DANA	LOC120446720|XP_039483766.1|DSAN
OG0005903	LOC6501036|XP_001954429.2|DANA	LOC120453782|XP_039494564.1|DSAN
OG0005904	LOC6501509|XP_001955392.2|DANA	LOC120451525|XP_039491229.1|DSAN
OG0005905	LOC6506248|XP_014764693.1|DANA	LOC120449615|XP_039488126.1|DSAN
OG0005906	LOC6493644|XP_001958156.3|DANA	LOC120447750|XP_039485232.1|DSAN
OG0005907	LOC6507842|XP_001956455.1|DANA	LOC120449616|XP_039488129.1|DSAN
OG0005908	LOC6506740|XP_001957326.1|DANA	LOC120447483|XP_039484812.1|DSAN
OG0005909	LOC6507787|XP_001956341.2|DANA	LOC120449563|XP_039488047.1|DSAN
OG0005910	LOC6494726|XP_001959785.1|DANA	LOC120445447|XP_039481818.1|DSAN
OG0005911	LOC6495886|XP_001959784.1|DANA	LOC120445448|XP_039481819.1|DSAN
OG0005912	LOC116654454|XP_014763126.1|DANA	LOC120445769|XP_039482298.1|DSAN
OG0005913	LOC6500781|XP_001953907.1|DANA	LOC120453051|XP_039493506.1|DSAN
OG0005914	LOC6495744|XP_001959479.1|DANA	LOC120446460|XP_039483391.1|DSAN
OG0005915	LOC6495745|XP_001959480.1|DANA	LOC120446729|XP_039483780.1|DSAN
OG0005916	LOC6494791|XP_001959661.1|DANA	LOC120445019|XP_039481024.1|DSAN
OG0005917	LOC6494442|XP_001960309.1|DANA	LOC120446544|XP_039483494.1|DSAN
OG0005918	LOC6503926|XP_001963859.1|DANA	LOC120456211|XP_039498825.1|DSAN
OG0005919	LOC6495341|XP_032306759.1|DANA	LOC120448273|XP_039486139.1|DSAN
OG0005920	LOC6496178|XP_014763656.1|DANA	LOC120444460|XP_039480061.1|DSAN
OG0005921	LOC6507590|XP_001955961.3|DANA	LOC120450144|XP_039488908.1|DSAN
OG0005922	LOC6503887|XP_001963785.1|DANA	LOC120457068|XP_039500181.1|DSAN
OG0005923	LOC6507123|XP_001956631.1|DANA	LOC120449478|XP_039487888.1|DSAN
OG0005924	LOC6507121|XP_001956633.1|DANA	LOC120449258|XP_039487573.1|DSAN
OG0005925	LOC6506220|XP_001958321.1|DANA	LOC120449366|XP_039487731.1|DSAN
OG0005926	LOC6503996|XP_001963976.1|DANA	LOC120456223|XP_039498840.1|DSAN
OG0005927	LOC6501425|XP_001955227.1|DANA	LOC120451999|XP_039491964.1|DSAN
OG0005928	LOC6501871|XP_014759626.1|DANA	LOC120455533|XP_039497758.1|DSAN
OG0005929	LOC6507595|XP_001955972.1|DANA	LOC120449929|XP_039488557.1|DSAN
OG0005930	LOC6496252|XP_001960546.2|DANA	LOC120446606|XP_039483580.1|DSAN
OG0005931	LOC6493923|XP_001961317.2|DANA	LOC120443947|XP_039479329.1|DSAN
OG0005932	LOC26514046|XP_014763969.1|DANA	LOC120446903|XP_039484059.1|DSAN
OG0005933	LOC6495070|XP_001959130.1|DANA	LOC120448418|XP_039486355.1|DSAN
OG0005934	LOC6496352|XP_001960749.3|DANA	LOC120447085|XP_039484419.1|DSAN
OG0005935	LOC6493863|XP_001958581.2|DANA	LOC120450610|XP_039489679.1|DSAN
OG0005936	LOC6497292|XP_001962379.1|DANA	LOC120458331|XP_039501882.1|DSAN
OG0005937	LOC6506088|XP_001958578.1|DANA	LOC120448732|XP_039486841.1|DSAN
OG0005938	LOC6496284|XP_032306440.1|DANA	LOC120445852|XP_039482425.1|DSAN
OG0005939	LOC6505046|XP_001965569.1|DANA	LOC120457312|XP_039500744.1|DSAN
OG0005940	LOC6496097|XP_014763628.1|DANA	LOC120444265|XP_039479710.1|DSAN
OG0005941	LOC6495358|XP_001958657.1|DANA	LOC120446844|XP_039483971.1|DSAN
OG0005942	LOC6493918|XP_032311489.1|DANA	LOC120450596|XP_039489655.1|DSAN
OG0005943	LOC6493920|XP_032311549.1|DANA	LOC120443983|XP_039479391.1|DSAN
OG0005944	LOC6496643|XP_001961320.1|DANA	LOC120456611|XP_039499464.1|DSAN
OG0005945	LOC6496615|XP_001961266.1|DANA	LOC120446220|XP_039483013.1|DSAN
OG0005946	LOC6496244|XP_001960527.2|DANA	LOC120445634|XP_039482095.1|DSAN
OG0005947	LOC6496298|XP_001960643.1|DANA	LOC120444872|XP_039480782.1|DSAN
OG0005948	LOC6493643|XP_001958153.1|DANA	LOC120449897|XP_039488514.1|DSAN
OG0005949	LOC6507786|XP_032310254.1|DANA	LOC120449410|XP_039487800.1|DSAN
OG0005950	LOC6497057|XP_001962838.1|DANA	LOC120458427|XP_039502000.1|DSAN
OG0005951	LOC6493456|XP_014764384.1|DANA	LOC120449377|XP_039487744.1|DSAN
OG0005952	LOC6498447|XP_014762130.1|DANA	LOC120458426|XP_039501998.1|DSAN
OG0005953	LOC6497560|XP_001961815.1|DANA	LOC120457756|XP_039501189.1|DSAN
OG0005954	LOC6497562|XP_001961811.1|DANA	LOC120457820|XP_039501254.1|DSAN
OG0005955	LOC6501254|XP_001954860.2|DANA	LOC120450779|XP_039489871.1|DSAN
OG0005956	LOC6494521|XP_001960183.1|DANA	LOC120444522|XP_039480199.1|DSAN
OG0005957	LOC6503398|XP_032312330.1|DANA	LOC120453136|XP_039493621.1|DSAN
OG0005958	LOC6499574|XP_001954356.1|DANA	LOC120453538|XP_039494223.1|DSAN
OG0005959	LOC6497495|XP_001961965.1|DANA	LOC120451267|XP_039490737.1|DSAN
OG0005960	LOC6502007|XP_001966859.1|DANA	LOC120457100|XP_039500223.1|DSAN
OG0005961	LOC6495609|XP_001959194.1|DANA	LOC120445765|XP_039482295.1|DSAN
OG0005962	LOC6495110|XP_001959030.1|DANA	LOC120444860|XP_039480756.1|DSAN
OG0005963	LOC6497934|XP_001961748.1|DANA	LOC120458496|XP_039502097.1|DSAN
OG0005964	LOC6494487|XP_001960238.1|DANA	LOC120445963|XP_039482600.1|DSAN
OG0005965	LOC6494722|XP_001959796.1|DANA	LOC120458399|XP_039501958.1|DSAN
OG0005966	LOC6495690|XP_001959389.1|DANA	LOC120445136|XP_039481221.1|DSAN
OG0005967	LOC6507956|XP_001959038.1|DANA	LOC120447212|XP_039484659.1|DSAN
OG0005968	LOC6495998|XP_014763581.1|DANA	LOC120445647|XP_039482122.1|DSAN
OG0005969	LOC6495727|XP_001959448.3|DANA	LOC120446371|XP_039483235.1|DSAN
OG0005970	LOC6493477|XP_001957833.1|DANA	LOC120448715|XP_039486818.1|DSAN
OG0005971	LOC6496556|XP_001961140.1|DANA	LOC120446276|XP_039483093.1|DSAN
OG0005972	LOC6493208|XP_001957264.1|DANA	LOC120448126|XP_039485874.1|DSAN
OG0005973	LOC6506241|XP_001958279.1|DANA	LOC120448786|XP_039486909.1|DSAN
OG0005974	LOC6493201|XP_032309773.1|DANA	LOC120447677|XP_039485136.1|DSAN
OG0005975	LOC6506777|XP_001957263.1|DANA	LOC120448129|XP_039485881.1|DSAN
OG0005976	LOC6505722|XP_014760773.1|DANA	LOC120453161|XP_039493655.1|DSAN
OG0005977	LOC6495043|XP_001959179.1|DANA	LOC120444419|XP_039479981.1|DSAN
OG0005978	LOC6494301|XP_001960572.1|DANA	LOC120446916|XP_039484089.1|DSAN
OG0005979	LOC6494802|XP_014762992.1|DANA	LOC120446995|XP_039484229.1|DSAN
OG0005980	LOC6495800|XP_032306737.1|DANA	LOC120450863|XP_039490018.1|DSAN
OG0005981	LOC6503142|XP_032308959.1|DANA	LOC120456797|XP_039499755.1|DSAN
OG0005982	LOC6494808|XP_001959620.1|DANA	LOC120448060|XP_039485754.1|DSAN
OG0005983	LOC6502926|XP_001963576.1|DANA	LOC120457215|XP_039500517.1|DSAN
OG0005984	LOC6504500|XP_032308148.1|DANA	LOC120455527|XP_039497750.1|DSAN
OG0005985	LOC6503104|XP_032308921.1|DANA	LOC120457027|XP_039500123.1|DSAN
OG0005986	LOC6503855|XP_001963722.1|DANA	LOC120455023|XP_039496787.1|DSAN
OG0005987	LOC6502319|XP_001966228.1|DANA	LOC120455213|XP_039497107.1|DSAN
OG0005988	LOC6494324|XP_001960531.1|DANA	LOC120447052|XP_039484366.1|DSAN
OG0005989	LOC6494028|XP_032307103.1|DANA	LOC120444305|XP_039479768.1|DSAN
OG0005990	LOC6495129|XP_001958992.1|DANA	LOC120446999|XP_039484238.1|DSAN
OG0005991	LOC6495410|XP_032306302.1|DANA	LOC120443896|XP_039479257.1|DSAN
OG0005992	LOC6493467|XP_001957820.1|DANA	LOC120447706|XP_039485168.1|DSAN
OG0005993	LOC6506463|XP_014764776.1|DANA	LOC120447707|XP_039485170.1|DSAN
OG0005994	LOC6506359|XP_032309904.1|DANA	LOC120450448|XP_039489399.1|DSAN
OG0005995	LOC6506773|XP_001957267.2|DANA	LOC120449569|XP_039488055.1|DSAN
OG0005996	LOC6506372|XP_001958005.1|DANA	LOC120450406|XP_039489336.1|DSAN
OG0005997	LOC6493944|XP_001961272.1|DANA	LOC120445416|XP_039481766.1|DSAN
OG0005998	LOC6506325|XP_001958097.1|DANA	LOC120450360|XP_039489276.1|DSAN
OG0005999	LOC6507665|XP_001956109.1|DANA	LOC120449183|XP_039487466.1|DSAN
OG0006000	LOC6496285|XP_032306664.1|DANA	LOC120446856|XP_039483983.1|DSAN
OG0006001	LOC6493333|XP_032310634.1|DANA	LOC120448751|XP_039486868.1|DSAN
OG0006002	LOC6494919|XP_001959421.1|DANA	LOC120444984|XP_039480946.1|DSAN
OG0006003	LOC6506434|XP_001957885.1|DANA	LOC120448213|XP_039486026.1|DSAN
OG0006004	LOC6498883|XP_001955745.1|DANA	LOC120450903|XP_039490086.1|DSAN
OG0006005	LOC6495391|XP_001958731.1|DANA	LOC120457719|XP_039501152.1|DSAN
OG0006006	LOC6494797|XP_001959649.1|DANA	LOC120445052|XP_039481104.1|DSAN
OG0006007	LOC6496648|XP_001961330.1|DANA	LOC120458692|XP_039502367.1|DSAN
OG0006008	LOC6498309|XP_001962508.1|DANA	LOC120449058|XP_039487290.1|DSAN
OG0006009	LOC6506761|XP_001957288.1|DANA	LOC120447950|XP_039485568.1|DSAN
OG0006010	LOC6493571|XP_001958018.3|DANA	LOC120450489|XP_039489470.1|DSAN
OG0006011	LOC6506506|XP_001957752.2|DANA	LOC120450367|XP_039489285.1|DSAN
OG0006012	LOC6507175|XP_014765091.1|DANA	LOC120450319|XP_039489210.1|DSAN
OG0006013	LOC6495772|XP_001959543.2|DANA	LOC120447073|XP_039484398.1|DSAN
OG0006014	LOC6493834|XP_001958526.1|DANA	LOC120450179|XP_039488974.1|DSAN
OG0006015	LOC6495477|XP_014763323.1|DANA	LOC120445610|XP_039482053.1|DSAN
OG0006016	LOC6494781|XP_001959681.1|DANA	LOC120448403|XP_039486331.1|DSAN
OG0006017	LOC6495671|XP_001959357.1|DANA	LOC120446932|XP_039484116.1|DSAN
OG0006018	LOC6496223|XP_001960480.1|DANA	LOC120444634|XP_039480374.1|DSAN
OG0006019	LOC6494488|XP_001960235.1|DANA	LOC120445869|XP_039482446.1|DSAN
OG0006020	LOC6506766|XP_001957278.2|DANA	LOC120450442|XP_039489389.1|DSAN
OG0006021	LOC6493735|XP_001958336.1|DANA	LOC120448002|XP_039485649.1|DSAN
OG0006022	LOC6505788|XP_001965026.1|DANA	LOC120452510|XP_039492701.1|DSAN
OG0006023	LOC6501015|XP_001954377.1|DANA	LOC120451730|XP_039491572.1|DSAN
OG0006024	LOC116654462|XP_032309354.1|DANA	LOC120457181|XP_039500411.1|DSAN
OG0006025	LOC6495681|XP_032306361.1|DANA	LOC120444648|XP_039480408.1|DSAN
OG0006026	LOC6498945|XP_014765840.1|DANA	LOC120452911|XP_039493307.1|DSAN
OG0006027	LOC6494047|XP_001961084.1|DANA	LOC120444731|XP_039480591.1|DSAN
OG0006028	LOC6496337|XP_001960721.1|DANA	LOC120446072|XP_039482784.1|DSAN
OG0006029	LOC6495412|XP_001958785.1|DANA	LOC120458666|XP_039502334.1|DSAN
OG0006030	LOC6500009|XP_001953415.1|DANA	LOC120453146|XP_039493636.1|DSAN
OG0006031	LOC6495139|XP_001958973.3|DANA	LOC120445953|XP_039482574.1|DSAN
OG0006032	LOC6504389|XP_014759453.2|DANA	LOC120455190|XP_039497062.1|DSAN
OG0006034	LOC6499799|XP_032312230.1|DANA	LOC120452183|XP_039492227.1|DSAN
OG0006035	LOC6499271|XP_001954984.1|DANA	LOC120454614|XP_039496010.1|DSAN
OG0006036	LOC6504566|XP_001964899.1|DANA	LOC120453958|XP_039494845.1|DSAN
OG0006037	LOC6496359|XP_001960760.2|DANA	LOC120445301|XP_039481544.1|DSAN
OG0006038	LOC6499149|XP_001955208.2|DANA	LOC120451209|XP_039490616.1|DSAN
OG0006039	LOC6496651|XP_001961335.1|DANA	LOC120443773|XP_039479009.1|DSAN
OG0006040	LOC6496554|XP_001961133.1|DANA	LOC120444534|XP_039480214.1|DSAN
OG0006041	LOC6503038|XP_001963362.1|DANA	LOC120456511|XP_039499311.1|DSAN
OG0006042	LOC6496220|XP_032306234.1|DANA	LOC120447117|XP_039484472.1|DSAN
OG0006043	LOC6507850|XP_032309899.1|DANA	LOC120448332|XP_039486220.1|DSAN
OG0006044	LOC6504785|XP_001966339.2|DANA	LOC120454965|XP_039496680.1|DSAN
OG0006045	LOC6499654|XP_001954209.1|DANA	LOC120458697|XP_039502378.1|DSAN
OG0006046	LOC6494293|XP_001960586.1|DANA	LOC120444318|XP_039479797.1|DSAN
OG0006047	LOC6507961|XP_001956437.2|DANA	LOC120448943|XP_039487123.1|DSAN
OG0006048	LOC6507168|XP_001956554.1|DANA	LOC120448973|XP_039487167.1|DSAN
OG0006049	LOC6498758|XP_001967263.1|DANA	LOC120457377|XP_039500849.1|DSAN
OG0006050	LOC6500567|XP_032306574.1|DANA	LOC120452690|XP_039492977.1|DSAN
OG0006051	LOC6503072|XP_001963374.1|DANA	LOC120455688|XP_039498030.1|DSAN
OG0006052	LOC6496201|XP_001960436.1|DANA	LOC120445313|XP_039481558.1|DSAN
OG0006053	LOC6506206|XP_001958345.1|DANA	LOC120449131|XP_039487378.1|DSAN
OG0006054	LOC26514963|XP_014759739.1|DANA	LOC120454888|XP_039496456.1|DSAN
OG0006055	LOC6499835|XP_001953813.1|DANA	LOC120451403|XP_039491005.1|DSAN
OG0006056	LOC6496219|XP_001960471.1|DANA	LOC120446444|XP_039483358.1|DSAN
OG0006057	LOC6507086|XP_001956694.2|DANA	LOC120448431|XP_039486368.1|DSAN
OG0006058	LOC6505864|XP_032305524.1|DANA	LOC120452059|XP_039492055.1|DSAN
OG0006059	LOC6493733|XP_014764523.1|DANA	LOC120450523|XP_039489539.1|DSAN
OG0006060	LOC6506213|XP_032310069.1|DANA	LOC120450525|XP_039489541.1|DSAN
OG0006061	LOC6505158|XP_001965457.2|DANA	LOC120457007|XP_039500095.1|DSAN
OG0006062	LOC6499537|XP_001954416.1|DANA	LOC120452225|XP_039492285.1|DSAN
OG0006063	LOC6496974|XP_001963017.1|DANA	LOC120445088|XP_039481154.1|DSAN
OG0006064	LOC6495742|XP_001959476.1|DANA	LOC120447079|XP_039484405.1|DSAN
OG0006065	LOC6507544|XP_001955887.1|DANA	LOC120447834|XP_039485372.1|DSAN
OG0006066	LOC6494810|XP_001959617.1|DANA	LOC120458131|XP_039501607.1|DSAN
OG0006067	LOC6495234|XP_032306929.1|DANA	LOC120444631|XP_039480376.1|DSAN
OG0006068	LOC6497734|XP_032307450.1|DANA, LOC6503128|XP_001963474.1|DANA	LOC120455500|XP_039497694.1|DSAN
OG0006069	LOC6507205|XP_032310285.1|DANA	LOC120450595|XP_039489651.1|DSAN
OG0006070	LOC6506368|XP_001958012.1|DANA	LOC120449773|XP_039488348.1|DSAN
OG0006071	LOC6499099|XP_001955304.1|DANA	LOC120452836|XP_039493197.1|DSAN
OG0006072	LOC6507497|XP_001955886.1|DANA	LOC120447841|XP_039485381.1|DSAN
OG0006073	LOC6492959|XP_001956750.2|DANA	LOC120449312|XP_039487640.1|DSAN
OG0006074	LOC6502240|XP_001966047.2|DANA	LOC120456137|XP_039498698.1|DSAN
OG0006075	LOC116654453|XP_032308478.1|DANA	LOC120456231|XP_039498851.1|DSAN
OG0006076	LOC6494638|XP_001959968.1|DANA	LOC120445458|XP_039481837.1|DSAN
OG0006077	LOC6493584|XP_001958040.2|DANA	LOC120448546|XP_039486532.1|DSAN
OG0006078	LOC6493583|XP_001958039.1|DANA	LOC120448752|XP_039486870.1|DSAN
OG0006079	LOC6506747|XP_014764887.1|DANA	LOC120448061|XP_039485760.1|DSAN
OG0006080	LOC6493233|XP_001957321.1|DANA	LOC120448057|XP_039485741.1|DSAN
OG0006081	LOC6495326|XP_001958625.1|DANA	LOC120448260|XP_039486117.1|DSAN
OG0006082	LOC6495327|XP_001958623.1|DANA	LOC120448350|XP_039486254.1|DSAN
OG0006083	LOC6493669|XP_032310594.1|DANA	LOC120449471|XP_039487877.1|DSAN
OG0006084	LOC6506729|XP_032310635.1|DANA	LOC120448697|XP_039486785.1|DSAN
OG0006085	LOC6506367|XP_001958013.1|DANA	LOC120449336|XP_039487674.1|DSAN
OG0006086	LOC6506369|XP_014764721.1|DANA	LOC120448386|XP_039486302.1|DSAN
OG0006087	LOC6496273|XP_001960587.2|DANA	LOC120444319|XP_039479799.1|DSAN
OG0006088	LOC6507856|XP_001956478.1|DANA	LOC120450599|XP_039489654.1|DSAN
OG0006089	LOC6504018|XP_001964014.2|DANA	LOC120456630|XP_039499487.1|DSAN
OG0006090	LOC6506908|XP_032309498.1|DANA	LOC120448206|XP_039486011.1|DSAN
OG0006091	LOC6507300|XP_001956289.3|DANA	LOC120448865|XP_039487012.1|DSAN
OG0006092	LOC26515299|XP_014761228.2|DANA	LOC120455699|XP_039498040.1|DSAN
OG0006093	LOC6494723|XP_001959794.1|DANA	LOC120458396|XP_039501953.1|DSAN
OG0006094	LOC6507914|XP_032310434.1|DANA	LOC120449127|XP_039487374.1|DSAN
OG0006095	LOC6495084|XP_001959098.3|DANA	LOC120444617|XP_039480348.1|DSAN
OG0006096	LOC6496368|XP_001960774.1|DANA	LOC120446042|XP_039482749.1|DSAN
OG0006097	LOC6506274|XP_032310647.1|DANA	LOC120448188|XP_039485987.1|DSAN
OG0006098	LOC6507178|XP_001965325.2|DANA	LOC120443925|XP_039479302.1|DSAN
OG0006099	LOC6495158|XP_032306076.1|DANA	LOC120446450|XP_039483378.1|DSAN
OG0006100	LOC6496398|XP_001960830.1|DANA	LOC120446618|XP_039483598.1|DSAN
OG0006101	LOC6498582|XP_001963109.1|DANA	LOC120449023|XP_039487242.1|DSAN
OG0006102	LOC6495194|XP_001958881.1|DANA	LOC120445870|XP_039482447.1|DSAN
OG0006103	LOC6503114|XP_032308895.1|DANA	LOC120455421|XP_039497505.1|DSAN
OG0006104	LOC6492913|XP_001963674.1|DANA	LOC120454937|XP_039496639.1|DSAN
OG0006105	LOC6503826|XP_001963673.2|DANA	LOC120456427|XP_039499193.1|DSAN
OG0006106	LOC6507266|XP_014765121.1|DANA	LOC120449259|XP_039487575.1|DSAN
OG0006107	LOC6495821|XP_032306043.1|DANA	LOC120445022|XP_039481027.1|DSAN
OG0006108	LOC6503698|XP_001963904.1|DANA	LOC120455466|XP_039497622.1|DSAN
OG0006109	LOC6506083|XP_001958591.1|DANA	LOC120449004|XP_039487209.1|DSAN
OG0006110	LOC6506281|XP_001958206.1|DANA	LOC120447497|XP_039484828.1|DSAN
OG0006111	LOC6495832|XP_001959676.1|DANA	LOC120445049|XP_039481099.1|DSAN
OG0006112	LOC116654698|XP_032306398.1|DANA	LOC120446321|XP_039483170.1|DSAN
OG0006113	LOC6506577|XP_001957614.1|DANA	LOC120448608|XP_039486652.1|DSAN
OG0006114	LOC6505585|XP_001964646.1|DANA	LOC120454560|XP_039495885.1|DSAN
OG0006115	LOC6495685|XP_001959379.1|DANA	LOC120446151|XP_039482914.1|DSAN
OG0006116	LOC6495498|XP_001958980.1|DANA	LOC120446109|XP_039482837.1|DSAN
OG0006117	LOC6495037|XP_001959195.1|DANA	LOC120445768|XP_039482297.1|DSAN
OG0006118	LOC6494291|XP_014762708.1|DANA	LOC120447139|XP_039484508.1|DSAN
OG0006119	LOC6494026|XP_001961125.1|DANA	LOC120445784|XP_039482321.1|DSAN
OG0006120	LOC6496071|XP_001960158.1|DANA	LOC120446520|XP_039483466.1|DSAN
OG0006121	LOC26513893|XP_014765548.1|DANA	LOC120450404|XP_039489334.1|DSAN
OG0006122	LOC6506053|XP_001966639.2|DANA	LOC120454917|XP_039496577.1|DSAN
OG0006123	LOC6496453|XP_001960942.3|DANA	LOC120445709|XP_039482203.1|DSAN
OG0006124	LOC6498918|XP_032312287.1|DANA	LOC120454026|XP_039494950.1|DSAN
OG0006125	LOC6506214|XP_032310066.1|DANA	LOC120447998|XP_039485643.1|DSAN
OG0006126	LOC6507749|XP_001956264.1|DANA	LOC120448621|XP_039486667.1|DSAN
OG0006127	LOC6506332|XP_001958083.2|DANA	LOC120448270|XP_039486128.1|DSAN
OG0006128	LOC6506343|XP_001958067.1|DANA	LOC120449010|XP_039487222.1|DSAN
OG0006129	LOC6493606|XP_001958092.1|DANA	LOC120450534|XP_039489559.1|DSAN
OG0006130	LOC6506716|XP_001957377.1|DANA	LOC120448036|XP_039485714.1|DSAN
OG0006131	LOC6507095|XP_001956679.1|DANA	LOC120450585|XP_039489640.1|DSAN
OG0006132	LOC6506345|XP_001958063.2|DANA	LOC120449189|XP_039487475.1|DSAN
OG0006133	LOC6493262|XP_001957376.1|DANA	LOC120448037|XP_039485715.1|DSAN
OG0006134	LOC6506326|XP_014764710.1|DANA	LOC120450356|XP_039489266.1|DSAN
OG0006135	LOC6506715|XP_032309628.1|DANA	LOC120447471|XP_039484796.1|DSAN
OG0006136	LOC6493732|XP_001958330.1|DANA	LOC120448000|XP_039485647.1|DSAN
OG0006137	LOC6507257|XP_001956375.1|DANA	LOC120448771|XP_039486889.1|DSAN
OG0006138	LOC6495451|XP_001958873.1|DANA	LOC120447010|XP_039484256.1|DSAN
OG0006139	LOC6495072|XP_001959127.1|DANA	LOC120448393|XP_039486319.1|DSAN
OG0006140	LOC6494121|XP_001960927.2|DANA	LOC120446516|XP_039483459.1|DSAN
OG0006141	LOC6494264|XP_032307228.1|DANA	LOC120445201|XP_039481370.1|DSAN
OG0006142	LOC6493651|XP_001958165.3|DANA	LOC120450481|XP_039489462.1|DSAN
OG0006143	LOC6507800|XP_001956367.2|DANA	LOC120448862|XP_039487006.1|DSAN
OG0006144	LOC6493270|XP_001957408.2|DANA	LOC120449222|XP_039487526.1|DSAN
OG0006145	LOC6506245|XP_001958274.1|DANA	LOC120450109|XP_039488840.1|DSAN
OG0006146	LOC6498037|XP_001961944.2|DANA	LOC120443784|XP_039479047.1|DSAN
OG0006147	LOC6499994|XP_001953466.1|DANA	LOC120453769|XP_039494539.1|DSAN
OG0006148	LOC6507105|XP_001956662.1|DANA	LOC120450336|XP_039489237.1|DSAN
OG0006149	LOC6507264|XP_001956366.1|DANA	LOC120448999|XP_039487201.1|DSAN
OG0006150	LOC6507799|XP_001956365.1|DANA	LOC120448997|XP_039487199.1|DSAN
OG0006151	LOC6498537|XP_032311080.1|DANA	LOC120445061|XP_039481123.1|DSAN
OG0006152	LOC6499886|XP_001953698.1|DANA	LOC120452079|XP_039492077.1|DSAN
OG0006153	LOC6502514|XP_032307161.1|DANA	LOC120445123|XP_039481204.1|DSAN
OG0006154	LOC6500336|XP_001952999.1|DANA	LOC120454652|XP_039496088.1|DSAN
OG0006155	LOC6500552|XP_014766617.2|DANA	LOC120452784|XP_039493110.1|DSAN
OG0006156	LOC6499621|XP_001954276.1|DANA	LOC120454355|XP_039495511.1|DSAN
OG0006157	LOC6494905|XP_001959453.1|DANA	LOC120444884|XP_039480800.1|DSAN
OG0006158	LOC6507622|XP_001956013.2|DANA	LOC120448938|XP_039487116.1|DSAN
OG0006159	LOC6494214|XP_001960735.2|DANA	LOC120446455|XP_039483385.1|DSAN
OG0006160	LOC6495731|XP_001959454.1|DANA	LOC120444663|XP_039480439.1|DSAN
OG0006161	LOC6495927|XP_032306788.1|DANA	LOC120447888|XP_039485441.1|DSAN
OG0006162	LOC26515561|XP_032311753.1|DANA	LOC120454829|XP_039496230.1|DSAN
OG0006163	LOC6494216|XP_001960729.3|DANA	LOC120446463|XP_039483399.1|DSAN
OG0006165	LOC6507269|XP_001956354.1|DANA	LOC120448316|XP_039486198.1|DSAN
OG0006166	LOC6505424|XP_001964888.2|DANA	LOC120458853|XP_039502614.1|DSAN
