Orthogroup	DANA.longest_only	DSER.longest_only
OG0003548	LOC6494866|XP_014763031.1|DANA	LOC110188990|XP_020814598.1|DSER
OG0003549	LOC6494865|XP_001959525.2|DANA	LOC110188991|XP_020814601.1|DSER
OG0003550	LOC6495754|XP_001959504.1|DANA	LOC110178007|XP_020800675.1|DSER
OG0003551	LOC6496068|XP_001960149.1|DANA	LOC110190908|XP_020817228.1|DSER
OG0003552	LOC6495286|XP_001958700.2|DANA	LOC110191530|XP_020818059.1|DSER
OG0003553	LOC6494875|XP_001959506.1|DANA	LOC110177985|XP_020800636.1|DSER
OG0003554	LOC6493386|XP_001957649.3|DANA	LOC110183596|XP_020807569.1|DSER
OG0003555	LOC6507013|XP_001956826.3|DANA	LOC110182750|XP_020806518.1|DSER
OG0003556	LOC6493074|XP_001956990.2|DANA	LOC110189854|XP_020815729.1|DSER
OG0003557	LOC6493075|XP_001956992.1|DANA	LOC110190132|XP_020816114.1|DSER
OG0003558	LOC6507352|XP_032310565.1|DANA	LOC110190362|XP_020816430.1|DSER
OG0003559	LOC6507609|XP_001955996.1|DANA	LOC110176252|XP_020798215.1|DSER
OG0003560	LOC6506504|XP_001957754.1|DANA	LOC110187095|XP_020812162.1|DSER
OG0003561	LOC6495048|XP_001959172.3|DANA	LOC110182904|XP_020806720.1|DSER
OG0003562	LOC6496073|XP_001960160.1|DANA	LOC110188743|XP_020814244.1|DSER
OG0003563	LOC6501366|XP_001955086.1|DANA	LOC110191221|XP_020817647.1|DSER
OG0003564	LOC6493505|XP_001957887.1|DANA	LOC110190344|XP_020816404.1|DSER
OG0003565	LOC6507012|XP_001956827.3|DANA	LOC110182757|XP_020806527.1|DSER
OG0003566	LOC6494436|XP_001965921.1|DANA	LOC110188183|XP_020813414.1|DSER
OG0003567	LOC6494159|XP_032306167.1|DANA	LOC110188930|XP_020814515.1|DSER
OG0003568	LOC6495317|XP_014763248.1|DANA	LOC110189035|XP_020814699.1|DSER
OG0003569	LOC6507498|XP_001955884.1|DANA	LOC110188810|XP_020814347.1|DSER
OG0003570	LOC6494065|XP_001961048.1|DANA	LOC110180036|XP_020803307.1|DSER
OG0003571	LOC6507358|XP_001956178.2|DANA	LOC110190334|XP_020816389.1|DSER
OG0003572	LOC6495950|XP_032307172.1|DANA	LOC110178272|XP_020800997.1|DSER
OG0003573	LOC6494012|XP_001961148.1|DANA	LOC110178340|XP_020801118.1|DSER
OG0003574	LOC6506603|XP_001957562.1|DANA	LOC110189049|XP_020814675.1|DSER
OG0003575	LOC6493191|XP_032309928.1|DANA	LOC110190523|XP_020816719.1|DSER
OG0003576	LOC6492979|XP_001956782.1|DANA	LOC110189915|XP_020815847.1|DSER
OG0003577	LOC6493312|XP_001957504.1|DANA	LOC110190825|XP_020817141.1|DSER
OG0003578	LOC6493443|XP_001957763.1|DANA	LOC110188714|XP_020814182.1|DSER
OG0003579	LOC6496046|XP_001960111.1|DANA	LOC110180056|XP_020803336.1|DSER
OG0003580	LOC6496022|XP_001960062.1|DANA	LOC110177535|XP_020799966.1|DSER
OG0003581	LOC6507602|XP_014765348.1|DANA	LOC110177612|XP_020800077.1|DSER
OG0003582	LOC6506462|XP_001957825.1|DANA	LOC110185161|XP_020809525.1|DSER
OG0003583	LOC6495632|XP_001959265.1|DANA	LOC110178256|XP_020800969.1|DSER
OG0003584	LOC6495763|XP_001959522.2|DANA	LOC110178335|XP_020801104.1|DSER
OG0003585	LOC6506258|XP_001958251.1|DANA	LOC110178981|XP_020801953.1|DSER
OG0003586	LOC6502738|XP_032311686.1|DANA	LOC110184516|XP_020808743.1|DSER
OG0003587	LOC6497982|XP_001961838.1|DANA	LOC110185807|XP_020810471.1|DSER
OG0003588	LOC6500654|XP_001953657.1|DANA	LOC110186513|XP_020811369.1|DSER
OG0003589	LOC6494158|XP_001960852.1|DANA	LOC110188941|XP_020814539.1|DSER
OG0003590	LOC6507479|XP_001955929.1|DANA	LOC110188888|XP_020814464.1|DSER
OG0003591	LOC6493290|XP_014764307.1|DANA	LOC110178753|XP_020801643.1|DSER
OG0003592	LOC6493299|XP_001957476.1|DANA	LOC110190809|XP_020817117.1|DSER
OG0003593	LOC6506783|XP_032310585.1|DANA	LOC110189114|XP_020814743.1|DSER, LOC110176687|XP_020798777.1|DSER
OG0003594	LOC6507748|XP_001956263.1|DANA	LOC110190816|XP_020817126.1|DSER
OG0003595	LOC6495873|XP_001959761.1|DANA	LOC110177684|XP_020800163.1|DSER
OG0003596	LOC6493933|XP_001961299.1|DANA	LOC110189270|XP_020814945.1|DSER
OG0003597	LOC6496639|XP_001961309.1|DANA	LOC110189521|XP_020815306.1|DSER
OG0003598	LOC6507364|XP_032310347.1|DANA	LOC110189954|XP_020815902.1|DSER
OG0003599	LOC6497721|XP_001961490.1|DANA	LOC110185956|XP_020810633.1|DSER
OG0003600	LOC6506959|XP_014764987.1|DANA	LOC110190388|XP_020816480.1|DSER
OG0003601	LOC6495079|XP_001959107.1|DANA	LOC110188964|XP_020814567.1|DSER
OG0003602	LOC6495921|XP_001959859.1|DANA	LOC110176937|XP_020799096.1|DSER
OG0003603	LOC26513699|XP_014765521.1|DANA	LOC110190680|XP_020816949.1|DSER
OG0003604	LOC6497251|XP_032307354.1|DANA	LOC110186286|XP_020811058.1|DSER
OG0003605	LOC6501510|XP_001955394.1|DANA	LOC110184592|XP_020808845.1|DSER
OG0003606	LOC6496077|XP_001960170.2|DANA	LOC110190926|XP_020817249.1|DSER
OG0003607	LOC6494538|XP_001960143.1|DANA	LOC110177913|XP_020800544.1|DSER
OG0003608	LOC6493455|XP_001957785.1|DANA	LOC110190551|XP_020816765.1|DSER
OG0003609	LOC6494814|XP_001959609.1|DANA	LOC110188984|XP_020814592.1|DSER
OG0003610	LOC6507211|XP_001956467.1|DANA	LOC110178946|XP_020801904.1|DSER
OG0003611	LOC6506226|XP_032310692.1|DANA	LOC110190712|XP_020816991.1|DSER
OG0003612	LOC6495583|XP_001959142.1|DANA	LOC110179237|XP_020802350.1|DSER
OG0003613	LOC6494575|XP_001960074.1|DANA	LOC110191536|XP_020818066.1|DSER
OG0003614	LOC6494574|XP_001960075.1|DANA	LOC110191537|XP_020818067.1|DSER
OG0003615	LOC6495895|XP_001959801.1|DANA	LOC110178532|XP_020801349.1|DSER
OG0003616	LOC6495846|XP_001959705.1|DANA	LOC110191574|XP_020818115.1|DSER
OG0003617	LOC6495368|XP_001958677.2|DANA	LOC110180006|XP_020803255.1|DSER
OG0003618	LOC6495299|XP_001958675.2|DANA, LOC6495298|XP_032306983.1|DANA	LOC110180005|XP_020803254.1|DSER
OG0003619	LOC6495770|XP_001959541.1|DANA	LOC110189288|XP_020814974.1|DSER
OG0003620	LOC6494239|XP_001960680.1|DANA	LOC110179299|XP_020802447.1|DSER
OG0003621	LOC6493720|XP_001958306.1|DANA	LOC110190639|XP_020816895.1|DSER
OG0003622	LOC6493721|XP_014764506.1|DANA	LOC110190830|XP_020817148.1|DSER
OG0003623	LOC6496534|XP_001961091.1|DANA	LOC110191692|XP_020818270.1|DSER
OG0003624	LOC6495917|XP_001959851.1|DANA	LOC110177054|XP_020799231.1|DSER
OG0003625	LOC6494576|XP_001960072.1|DANA	LOC110191539|XP_020818070.1|DSER
OG0003626	LOC6495885|XP_001959782.1|DANA	LOC110176888|XP_020799032.1|DSER
OG0003627	LOC6496597|XP_032311616.1|DANA	LOC110178500|XP_020801309.1|DSER
OG0003628	LOC6495353|XP_001958644.1|DANA	LOC110177769|XP_020800296.1|DSER
OG0003629	LOC6494846|XP_001959563.1|DANA	LOC110189601|XP_020815394.1|DSER
OG0003630	LOC6496319|XP_001960691.1|DANA	LOC110191626|XP_020818174.1|DSER
OG0003631	LOC6493588|XP_001958049.1|DANA	LOC110190105|XP_020816072.1|DSER
OG0003632	LOC6506601|XP_001957566.2|DANA	LOC110189061|XP_020814689.1|DSER
OG0003633	LOC6494673|XP_001959887.1|DANA	LOC110182204|XP_020805888.1|DSER
OG0003634	LOC6506966|XP_001956907.1|DANA	LOC110189894|XP_020815806.1|DSER
OG0003635	LOC6493079|XP_032310366.1|DANA	LOC110187477|XP_020812526.1|DSER
OG0003636	LOC6495082|XP_001959103.1|DANA	LOC110189003|XP_020814614.1|DSER
OG0003637	LOC6496236|XP_001960512.1|DANA	LOC110181899|XP_020805493.1|DSER
OG0003638	LOC6493711|XP_001958287.2|DANA	LOC110178898|XP_020801834.1|DSER
OG0003639	LOC6504555|XP_001964918.1|DANA	LOC110177882|XP_020800505.1|DSER
OG0003640	LOC6494733|XP_001959765.1|DANA	LOC110177736|XP_020800249.1|DSER
OG0003641	LOC6494965|XP_001959315.1|DANA	LOC110179340|XP_020802502.1|DSER
OG0003642	LOC6496503|XP_001961031.1|DANA	LOC110180723|XP_020804067.1|DSER
OG0003643	LOC6496310|XP_032306103.1|DANA	LOC110177124|XP_020799342.1|DSER
OG0003644	LOC6494000|XP_014762519.1|DANA	LOC110178352|XP_020801138.1|DSER
OG0003645	LOC6506882|XP_001957067.1|DANA	LOC110185337|XP_020809774.1|DSER
OG0003646	LOC6506595|XP_001957579.1|DANA	LOC110189065|XP_020814694.1|DSER
OG0003647	LOC6506380|XP_001957988.1|DANA	LOC110190495|XP_020816669.1|DSER
OG0003648	LOC6504210|XP_001965150.1|DANA	LOC110182332|XP_020806022.1|DSER
OG0003649	LOC6499894|XP_001953682.1|DANA	LOC110191315|XP_020817793.1|DSER
OG0003650	LOC6504903|XP_001966560.1|DANA	LOC110187087|XP_020812146.1|DSER
OG0003651	LOC6499003|XP_001955530.1|DANA	LOC110186180|XP_020810897.1|DSER
OG0003652	LOC6507738|XP_001956245.1|DANA	LOC110177521|XP_020799937.1|DSER
OG0003653	LOC6493713|XP_001958290.1|DANA	LOC110178987|XP_020801961.1|DSER
OG0003654	LOC6492976|XP_001956777.1|DANA	LOC110190374|XP_020816446.1|DSER
OG0003655	LOC6498435|XP_001962814.1|DANA	LOC110181356|XP_020804739.1|DSER, LOC110178693|XP_020801555.1|DSER
OG0003656	LOC6506209|XP_032309866.1|DANA	LOC110177472|XP_020799872.1|DSER
OG0003657	LOC6493482|XP_001957843.1|DANA	LOC110178650|XP_020801501.1|DSER
OG0003658	LOC6499333|XP_001954849.1|DANA	LOC110184079|XP_020808127.1|DSER
OG0003659	LOC6493698|XP_001958259.1|DANA	LOC110189958|XP_020815906.1|DSER
OG0003660	LOC6507385|XP_014765199.1|DANA	LOC110178804|XP_020801716.1|DSER
OG0003661	LOC6493120|XP_032310574.1|DANA	LOC110188837|XP_020814390.1|DSER
OG0003662	LOC6493048|XP_001956950.1|DANA	LOC110189972|XP_020815921.1|DSER
OG0003663	LOC6506632|XP_032310700.1|DANA	LOC110190826|XP_020817142.1|DSER
OG0003664	LOC6493310|XP_014764324.1|DANA	LOC110190706|XP_020816982.1|DSER
OG0003665	LOC6495637|XP_001959271.1|DANA	LOC110178305|XP_020801056.1|DSER
OG0003666	LOC6493934|XP_032311499.1|DANA	LOC110189576|XP_020815366.1|DSER
OG0003667	LOC6492999|XP_032310813.1|DANA	LOC110182806|XP_020806599.1|DSER
OG0003668	LOC6504183|XP_032311493.1|DANA	LOC110185357|XP_020809794.1|DSER
OG0003669	LOC6493952|XP_001961258.1|DANA	LOC110189291|XP_020814980.1|DSER
OG0003670	LOC6496611|XP_001961257.1|DANA	LOC110189290|XP_020814979.1|DSER
OG0003672	LOC6500217|XP_001953003.1|DANA	LOC110186872|XP_020811826.1|DSER
OG0003673	LOC6495170|XP_014763183.1|DANA	LOC110177826|XP_020800394.1|DSER
OG0003674	LOC6494149|XP_032306138.1|DANA	LOC110188921|XP_020814503.1|DSER, LOC110176373|XP_020798359.1|DSER
OG0003675	LOC6496491|XP_001961006.1|DANA	LOC110182968|XP_020806821.1|DSER
OG0003676	LOC6494087|XP_032305947.1|DANA	LOC110182965|XP_020806816.1|DSER
OG0003678	LOC6507042|XP_001956767.3|DANA	LOC110178671|XP_020801526.1|DSER
OG0003679	LOC6492967|XP_001956762.1|DANA	LOC110178626|XP_020801471.1|DSER
OG0003680	LOC6494539|XP_001960141.1|DANA	LOC110177904|XP_020800532.1|DSER
OG0003681	LOC6494364|XP_001960455.1|DANA	LOC110178321|XP_020801090.1|DSER
OG0003682	LOC6500735|XP_001953814.1|DANA	LOC110191293|XP_020817761.1|DSER
OG0003683	LOC6494840|XP_001959567.2|DANA	LOC110189246|XP_020814909.1|DSER
OG0003684	LOC6507293|XP_001956299.1|DANA	LOC110190688|XP_020816958.1|DSER
OG0003685	LOC6493018|XP_014764189.2|DANA	LOC110190583|XP_020816832.1|DSER
OG0003686	LOC6494435|XP_001960317.1|DANA	LOC110188924|XP_020814508.1|DSER
OG0003687	LOC6494529|XP_001960166.1|DANA	LOC110188136|XP_020813392.1|DSER
OG0003688	LOC6494767|XP_001959709.1|DANA	LOC110176070|XP_020797954.1|DSER
OG0003689	LOC6506092|XP_001958572.1|DANA	LOC110189887|XP_020815795.1|DSER
OG0003690	LOC6507865|XP_001956488.1|DANA	LOC110178944|XP_020801902.1|DSER
OG0003691	LOC6493241|XP_001957340.1|DANA	LOC110190305|XP_020816348.1|DSER
OG0003692	LOC6496517|XP_001961054.1|DANA	LOC110180047|XP_020803326.1|DSER
OG0003693	LOC6493438|XP_001957749.1|DANA	LOC110178807|XP_020801722.1|DSER
OG0003694	LOC6507021|XP_001956807.1|DANA	LOC110188718|XP_020814189.1|DSER
OG0003695	LOC6506941|XP_001956943.1|DANA	LOC110189845|XP_020815713.1|DSER
OG0003696	LOC6495955|XP_001959928.1|DANA	LOC110180268|XP_020803583.1|DSER
OG0003697	LOC6495626|XP_014763381.1|DANA	LOC110178217|XP_020800917.1|DSER
OG0003698	LOC6507286|XP_014765136.1|DANA	LOC110190493|XP_020816667.1|DSER
OG0003699	LOC6496465|XP_014763845.1|DANA	LOC110179080|XP_020802357.1|DSER
OG0003700	LOC6496183|XP_001960391.1|DANA	LOC110189252|XP_020814918.1|DSER
OG0003701	LOC6497397|XP_001962167.2|DANA	LOC110176831|XP_020798941.1|DSER
OG0003702	LOC6507224|XP_001956440.1|DANA	LOC110190022|XP_020815978.1|DSER
OG0003703	LOC6506906|XP_001957024.1|DANA	LOC110182759|XP_020806528.1|DSER
OG0003704	LOC6506943|XP_001956941.1|DANA	LOC110190154|XP_020816149.1|DSER
OG0003705	LOC6496494|XP_032306200.1|DANA	LOC110182926|XP_020806751.1|DSER
OG0003706	LOC6493315|XP_001957508.1|DANA	LOC110176255|XP_020798222.1|DSER
OG0003707	LOC6507079|XP_014765057.1|DANA	LOC110187629|XP_020812696.1|DSER
OG0003708	LOC6493190|XP_001957231.1|DANA	LOC110190478|XP_020816647.1|DSER
OG0003709	LOC6495775|XP_001959546.1|DANA	LOC110189481|XP_020815227.1|DSER
OG0003710	LOC6494855|XP_001959547.1|DANA	LOC110189282|XP_020814965.1|DSER
OG0003711	LOC6506346|XP_001958061.1|DANA	LOC110190408|XP_020816533.1|DSER
OG0003712	LOC6496345|XP_001960734.1|DANA	LOC110189187|XP_020814813.1|DSER
OG0003713	LOC6495038|XP_001959192.1|DANA	LOC110182932|XP_020806769.1|DSER
OG0003714	LOC6495607|XP_001959191.1|DANA	LOC110182931|XP_020806768.1|DSER
OG0003715	LOC6493160|XP_001957169.1|DANA	LOC110190716|XP_020816997.1|DSER
OG0003716	LOC6506697|XP_001957398.1|DANA	LOC110191137|XP_020817550.1|DSER
OG0003717	LOC6493379|XP_001957641.1|DANA	LOC110183601|XP_020807573.1|DSER
OG0003718	LOC6507728|XP_001956230.1|DANA	LOC110183631|XP_020807608.1|DSER
OG0003719	LOC6507219|XP_001956444.2|DANA	LOC110190186|XP_020816193.1|DSER
OG0003720	LOC6504511|XP_001967048.2|DANA	LOC110175953|XP_020797801.1|DSER
OG0003721	LOC6494765|XP_001959717.1|DANA	LOC110178351|XP_020801141.1|DSER
OG0003722	LOC6493522|XP_001957919.2|DANA	LOC110176737|XP_020798840.1|DSER
OG0003723	LOC6507761|XP_001956295.1|DANA	LOC110190692|XP_020816963.1|DSER
OG0003724	LOC6493323|XP_001957525.2|DANA	LOC110176238|XP_020798195.1|DSER
OG0003725	LOC6493301|XP_032310104.1|DANA	LOC110190755|XP_020817037.1|DSER
OG0003726	LOC6493336|XP_001957546.1|DANA	LOC110176148|XP_020798044.1|DSER
OG0003727	LOC6493156|XP_001957164.2|DANA	LOC110190785|XP_020817081.1|DSER
OG0003728	LOC6505698|XP_001964435.1|DANA	LOC110188359|XP_020813728.1|DSER
OG0003729	LOC6507589|XP_032310255.1|DANA	LOC110177573|XP_020800008.1|DSER
OG0003730	LOC6493110|XP_032310182.1|DANA	LOC110185335|XP_020809772.1|DSER
OG0003731	LOC6507681|XP_001956136.1|DANA	LOC110183555|XP_020807515.1|DSER
OG0003732	LOC6493495|XP_001957863.1|DANA	LOC110178600|XP_020801444.1|DSER
OG0003733	LOC6492936|XP_032309812.1|DANA	LOC110183635|XP_020807612.1|DSER
OG0003734	LOC6507387|XP_001956108.1|DANA	LOC110179415|XP_020802600.1|DSER
OG0003735	LOC6494914|XP_001959431.1|DANA	LOC110191486|XP_020818010.1|DSER
OG0003736	LOC6495786|XP_001959579.1|DANA	LOC110189470|XP_020815207.1|DSER
OG0003737	LOC6495868|XP_001959750.2|DANA	LOC110177513|XP_020799930.1|DSER
OG0003738	LOC6496377|XP_001960790.1|DANA	LOC110191491|XP_020818018.1|DSER
OG0003739	LOC6494066|XP_001961043.1|DANA	LOC110191613|XP_020818161.1|DSER
OG0003740	LOC6496512|XP_001961049.1|DANA	LOC110180038|XP_020803308.1|DSER
OG0003741	LOC6507090|XP_001956686.1|DANA	LOC110183652|XP_020807635.1|DSER
OG0003742	LOC6506292|XP_001958187.1|DANA	LOC110185242|XP_020809637.1|DSER
OG0003743	LOC6496489|XP_032305950.1|DANA	LOC110182961|XP_020806811.1|DSER
OG0003744	LOC6496511|XP_001961047.1|DANA	LOC110180039|XP_020803309.1|DSER
OG0003745	LOC6495362|XP_001958667.1|DANA	LOC110180032|XP_020803299.1|DSER
OG0003746	LOC6495069|XP_032306220.1|DANA	LOC110179187|XP_020802258.1|DSER
OG0003747	LOC6507444|XP_001956004.1|DANA	LOC110176300|XP_020798279.1|DSER
OG0003748	LOC6507616|XP_001956006.2|DANA	LOC110179983|XP_020803232.1|DSER
OG0003749	LOC6507443|XP_001956009.1|DANA	LOC110181282|XP_020804664.1|DSER
OG0003750	LOC6507617|XP_001956007.1|DANA	LOC110179980|XP_020803228.1|DSER
OG0003751	LOC6507619|XP_001956010.2|DANA	LOC110181280|XP_020804655.1|DSER
OG0003752	LOC6493361|XP_032309706.1|DANA	LOC110190020|XP_020815975.1|DSER
OG0003753	LOC6493754|XP_001958376.1|DANA	LOC110178839|XP_020801759.1|DSER, LOC110178771|XP_020801668.1|DSER
OG0003754	LOC6493755|XP_001958378.1|DANA	LOC110178836|XP_020801757.1|DSER, LOC110178766|XP_020801664.1|DSER
OG0003755	LOC6493359|XP_001957594.2|DANA	LOC110190189|XP_020816197.1|DSER
OG0003756	LOC6501741|XP_001967137.2|DANA	LOC110176881|XP_020799057.1|DSER
OG0003757	LOC6494398|XP_001960403.1|DANA	LOC110184108|XP_020808158.1|DSER
OG0003758	LOC6494978|XP_014763094.1|DANA	LOC110178534|XP_020801354.1|DSER
OG0003759	LOC6506968|XP_001956904.2|DANA	LOC110190024|XP_020815980.1|DSER
OG0003760	LOC6496078|XP_032307154.1|DANA	LOC110191034|XP_020817412.1|DSER
OG0003761	LOC6506960|XP_001956916.1|DANA	LOC110190127|XP_020816109.1|DSER
OG0003762	LOC6506961|XP_001956914.1|DANA	LOC110189937|XP_020815881.1|DSER
OG0003763	LOC6506158|XP_014764646.2|DANA	LOC110184747|XP_020809035.1|DSER
OG0003764	LOC6506155|XP_032309670.1|DANA	LOC110184721|XP_020809000.1|DSER
OG0003765	LOC6497086|XP_001962787.1|DANA	LOC110185657|XP_020810275.1|DSER
OG0003766	LOC6503060|XP_001963347.1|DANA	LOC110180614|XP_020803955.1|DSER
OG0003767	LOC6505282|XP_001964826.1|DANA	LOC110178355|XP_020801144.1|DSER
OG0003768	LOC6495394|XP_032306623.1|DANA	LOC110179346|XP_020802513.1|DSER
OG0003769	LOC6495392|XP_001958741.1|DANA	LOC110179327|XP_020802478.1|DSER
OG0003770	LOC6503326|XP_032311971.1|DANA	LOC110185467|XP_020809979.1|DSER
OG0003771	LOC6507326|XP_001956242.1|DANA	LOC110183612|XP_020807589.1|DSER
OG0003772	LOC6506225|XP_001958312.1|DANA	LOC110190710|XP_020816989.1|DSER
OG0003773	LOC6496403|XP_001960840.1|DANA	LOC110176418|XP_020798423.1|DSER
OG0003774	LOC6494434|XP_001960318.2|DANA	LOC110188944|XP_020814542.1|DSER
OG0003775	LOC6502981|XP_032308889.1|DANA	LOC110180203|XP_020803516.1|DSER
OG0003776	LOC6495991|XP_001959994.1|DANA	LOC110189416|XP_020815134.1|DSER
OG0003777	LOC6494079|XP_001961017.1|DANA	LOC110182898|XP_020806711.1|DSER
OG0003778	LOC6495246|XP_032306005.1|DANA	LOC110179356|XP_020802528.1|DSER
OG0003779	LOC6495039|XP_001959187.1|DANA	LOC110182861|XP_020806660.1|DSER
OG0003780	LOC6494648|XP_001959938.1|DANA	LOC110176782|XP_020798878.1|DSER, LOC110189422|XP_020815144.1|DSER
OG0003781	LOC6505454|XP_032311737.1|DANA	LOC110185403|XP_020809864.1|DSER
OG0003782	LOC6504678|XP_032309013.1|DANA	LOC110182203|XP_020805883.1|DSER
OG0003783	LOC6501466|XP_001955309.1|DANA	LOC110177362|XP_020799714.1|DSER
OG0003784	LOC6495557|XP_001959100.1|DANA	LOC110189007|XP_020814620.1|DSER
OG0003785	LOC6493888|XP_014762450.1|DANA	LOC110189384|XP_020815093.1|DSER
OG0003786	LOC6495625|XP_032306336.1|DANA	LOC110191570|XP_020818112.1|DSER
OG0003787	LOC6494996|XP_001959250.1|DANA	LOC110191577|XP_020818119.1|DSER
OG0003788	LOC6494904|XP_001959456.1|DANA	LOC110191507|XP_020818034.1|DSER
OG0003789	LOC6494562|XP_014762849.1|DANA	LOC110185274|XP_020809716.1|DSER
OG0003790	LOC6493442|XP_001957761.2|DANA	LOC110188275|XP_020813625.1|DSER
OG0003791	LOC6499449|XP_001954619.2|DANA	LOC110191810|XP_020818424.1|DSER
OG0003792	LOC6496076|XP_001960169.1|DANA	LOC110190927|XP_020817251.1|DSER
OG0003793	LOC6496188|XP_001960405.1|DANA	LOC110184109|XP_020808159.1|DSER
OG0003794	LOC6494758|XP_001959727.1|DANA	LOC110191295|XP_020817768.1|DSER
OG0003795	LOC26514008|XP_001956389.1|DANA	LOC110176245|XP_020798203.1|DSER
OG0003796	LOC6505520|XP_001964773.1|DANA	LOC110189011|XP_020814626.1|DSER
OG0003797	LOC6497702|XP_001961534.1|DANA	LOC110185631|XP_020810246.1|DSER
OG0003798	LOC6495319|XP_001958637.1|DANA	LOC110189137|XP_020814801.1|DSER
OG0003799	LOC6496094|XP_001960211.3|DANA	LOC110191456|XP_020817977.1|DSER
OG0003800	LOC6497703|XP_001961528.1|DANA	LOC110185689|XP_020810316.1|DSER
OG0003801	LOC6497268|XP_014761601.1|DANA	LOC110185716|XP_020810353.1|DSER
OG0003802	LOC6498263|XP_001962422.1|DANA	LOC110185602|XP_020810204.1|DSER
OG0003803	LOC6506008|XP_001964771.1|DANA	LOC110186473|XP_020811318.1|DSER
OG0003804	LOC6497822|XP_001961520.2|DANA	LOC110186090|XP_020810787.1|DSER
OG0003805	LOC6497860|XP_001961585.2|DANA	LOC110176924|XP_020799077.1|DSER
OG0003806	LOC6499006|XP_014760133.1|DANA	LOC110188778|XP_020814281.1|DSER
OG0003807	LOC6497118|XP_032311272.1|DANA	LOC110186047|XP_020810744.1|DSER
OG0003808	LOC6494363|XP_032306685.1|DANA, LOC6506533|XP_014764804.2|DANA	LOC110185231|XP_020809624.1|DSER
OG0003809	LOC6498070|XP_001962016.1|DANA	LOC110176983|XP_020799150.1|DSER
OG0003810	LOC6496468|XP_001960965.1|DANA	LOC110189851|XP_020815767.1|DSER
OG0003811	LOC6495192|XP_032307078.1|DANA	LOC110191470|XP_020817986.1|DSER
OG0003812	LOC6503404|XP_032311389.1|DANA	LOC110187496|XP_020812545.1|DSER
OG0003813	LOC6496981|XP_001963002.1|DANA	LOC110183190|XP_020807048.1|DSER
OG0003814	LOC6497027|XP_001962901.1|DANA	LOC110184821|XP_020809123.1|DSER
OG0003815	LOC6501110|XP_032305881.1|DANA	LOC110188221|XP_020813524.1|DSER
OG0003816	LOC6497070|XP_001962812.2|DANA	LOC110181349|XP_020804729.1|DSER, LOC110178698|XP_020801559.1|DSER
OG0003817	LOC6504664|XP_001964879.1|DANA	LOC110176946|XP_020799107.1|DSER
OG0003818	LOC6503375|XP_001965343.1|DANA	LOC110176916|XP_020799066.1|DSER
OG0003819	LOC6507274|XP_001965340.1|DANA	LOC110187580|XP_020812625.1|DSER
OG0003820	LOC6499374|XP_001954762.1|DANA	LOC110186938|XP_020811927.1|DSER
OG0003821	LOC6496344|XP_032306565.1|DANA	LOC110189195|XP_020814823.1|DSER
OG0003822	LOC6497344|XP_001962280.1|DANA	LOC110185746|XP_020810401.1|DSER
OG0003823	LOC6498674|XP_001963296.1|DANA	LOC110179135|XP_020802185.1|DSER, LOC110181311|XP_020804688.1|DSER
OG0003824	LOC6497075|XP_001962803.1|DANA	LOC110185816|XP_020810481.1|DSER
OG0003825	LOC6497193|XP_001962581.1|DANA	LOC110183872|XP_020807884.1|DSER, LOC110178063|XP_020800729.1|DSER
OG0003826	LOC6498323|XP_001962543.1|DANA	LOC110177657|XP_020800128.1|DSER, LOC110187392|XP_020812442.1|DSER
OG0003827	LOC6505389|XP_001964875.1|DANA	LOC110183763|XP_020807779.1|DSER
OG0003828	LOC6505399|XP_001964877.1|DANA	LOC110183771|XP_020807786.1|DSER
OG0003829	LOC6498407|XP_001962736.1|DANA	LOC110185759|XP_020810420.1|DSER
OG0003830	LOC6497148|XP_001962664.2|DANA	LOC110182729|XP_020806489.1|DSER
OG0003831	LOC6499744|XP_001954015.1|DANA	LOC110191167|XP_020817586.1|DSER
OG0003832	LOC6498234|XP_001962357.1|DANA	LOC110185721|XP_020810359.1|DSER
OG0003833	LOC6497303|XP_032307723.1|DANA	LOC110185576|XP_020810162.1|DSER
OG0003834	LOC6497297|XP_001962373.1|DANA	LOC110185684|XP_020810310.1|DSER
OG0003835	LOC6497795|XP_014761824.1|DANA	LOC110185572|XP_020810157.1|DSER
OG0003836	LOC6498031|XP_001961931.2|DANA	LOC110183817|XP_020807828.1|DSER
OG0003837	LOC6497511|XP_001961933.1|DANA	LOC110183816|XP_020807827.1|DSER
OG0003838	LOC6498056|XP_001961982.1|DANA	LOC110182621|XP_020806344.1|DSER
OG0003839	LOC6504334|XP_032311162.1|DANA	LOC110185024|XP_020809334.1|DSER
OG0003840	LOC6496490|XP_001961004.1|DANA	LOC110182967|XP_020806820.1|DSER
OG0003841	LOC6503306|XP_001967580.1|DANA	LOC110181321|XP_020804699.1|DSER, LOC110184940|XP_020809247.1|DSER
OG0003842	LOC6498646|XP_001963233.1|DANA	LOC110183476|XP_020807415.1|DSER
OG0003843	LOC6498418|XP_001962765.1|DANA	LOC110185757|XP_020810415.1|DSER
OG0003844	LOC6504335|XP_014760430.1|DANA	LOC110185055|XP_020809390.1|DSER
OG0003845	LOC6497166|XP_032311349.1|DANA	LOC110185958|XP_020810635.1|DSER
OG0003846	LOC6505435|XP_014760497.1|DANA	LOC110177887|XP_020800511.1|DSER
