Orthogroup	DANA.longest_only	AEAL.longest_only
OG0003703	LOC6506906|XP_001957024.1|DANA	LOC109398071|XP_029719544.1|AEAL, LOC115267488|XP_029730365.1|AEAL, LOC109431692|XP_029730424.1|AEAL
OG0003704	LOC6506943|XP_001956941.1|DANA	LOC115254185|XP_029730332.1|AEAL, LOC109398105|XP_019526012.2|AEAL
OG0003706	LOC6493315|XP_001957508.1|DANA	LOC115253461|XP_029730579.1|AEAL
OG0003707	LOC6507079|XP_014765057.1|DANA	LOC115267613|XP_029730602.1|AEAL, LOC109398096|XP_029712460.1|AEAL, LOC109426171|XP_029730574.1|AEAL
OG0003708	LOC6493190|XP_001957231.1|DANA	LOC109397997|XP_029730561.1|AEAL, LOC115267587|XP_029730534.1|AEAL
OG0003709	LOC6495775|XP_001959546.1|DANA	LOC109426388|XP_019557438.2|AEAL, LOC109398042|XP_019525944.2|AEAL
OG0003710	LOC6494855|XP_001959547.1|DANA	LOC109398053|XP_019525957.2|AEAL, LOC109399439|XP_029730557.1|AEAL
OG0003711	LOC6506346|XP_001958061.1|DANA	LOC115267592|XP_029730542.1|AEAL, LOC109399521|XP_019527516.2|AEAL
OG0003712	LOC6496345|XP_001960734.1|DANA	LOC109399518|XP_019527512.2|AEAL
OG0003713	LOC6495038|XP_001959192.1|DANA	LOC109399457|XP_019527439.2|AEAL
OG0003714	LOC6495607|XP_001959191.1|DANA	LOC109399522|XP_019527517.2|AEAL
OG0003715	LOC6493160|XP_001957169.1|DANA	LOC115270359|XP_029735736.1|AEAL, LOC109399534|XP_019527530.1|AEAL, LOC109404381|XP_029736042.1|AEAL
OG0003717	LOC6493379|XP_001957641.1|DANA	LOC115269771|XP_029734445.1|AEAL, LOC109404370|XP_029735764.1|AEAL, LOC109403134|XP_019531420.1|AEAL
OG0003718	LOC6507728|XP_001956230.1|DANA	LOC109403047|XP_019531319.2|AEAL, LOC115270344|XP_029735683.1|AEAL, LOC109404272|XP_019532652.2|AEAL
OG0003719	LOC6507219|XP_001956444.2|DANA	LOC115259994|XP_029716690.1|AEAL, LOC109403070|XP_019531353.2|AEAL, LOC115270391|XP_029735810.1|AEAL
OG0003720	LOC6504511|XP_001967048.2|DANA	LOC109403044|XP_029735710.1|AEAL, LOC109408667|XP_029735822.1|AEAL
OG0003721	LOC6494765|XP_001959717.1|DANA	LOC109408666|XP_029735836.1|AEAL
OG0003722	LOC6493522|XP_001957919.2|DANA	LOC109408636|XP_029734598.1|AEAL, LOC109622175|XP_029735865.1|AEAL
OG0003723	LOC6507761|XP_001956295.1|DANA	LOC115257235|XP_029712532.1|AEAL, LOC115259976|XP_029716631.1|AEAL, LOC109412497|XP_029735869.1|AEAL
OG0003724	LOC6493323|XP_001957525.2|DANA	LOC115270400|XP_029735880.1|AEAL, LOC115257996|XP_029713850.1|AEAL, LOC109420812|XP_019550806.2|AEAL, LOC109412507|XP_019541670.1|AEAL
OG0003725	LOC6493301|XP_032310104.1|DANA	LOC109412519|XP_019541686.2|AEAL, LOC115253999|XP_029713820.1|AEAL
OG0003726	LOC6493336|XP_001957546.1|DANA	LOC115270405|XP_029735889.1|AEAL, LOC109412524|XP_019541692.1|AEAL, LOC115253997|XP_029713796.1|AEAL
OG0003727	LOC6493156|XP_001957164.2|DANA	LOC109420859|XP_019550879.1|AEAL, LOC109411066|XP_019540048.1|AEAL
OG0003728	LOC6505698|XP_001964435.1|DANA	LOC115253425|XP_029735941.1|AEAL, LOC109401008|XP_019529021.1|AEAL
OG0003729	LOC6507589|XP_032310255.1|DANA	LOC109420863|XP_029735936.1|AEAL, LOC109401007|XP_019529017.2|AEAL
OG0003730	LOC6493110|XP_032310182.1|DANA	LOC115262859|XP_029721598.1|AEAL, LOC109422486|XP_029735994.1|AEAL
OG0003731	LOC6507681|XP_001956136.1|DANA	LOC109428663|XP_019560020.2|AEAL
OG0003732	LOC6493495|XP_001957863.1|DANA	LOC115269764|XP_029734443.1|AEAL, LOC109424300|XP_019554945.2|AEAL, LOC109428669|XP_019560028.1|AEAL
OG0003733	LOC6492936|XP_032309812.1|DANA	LOC115253601|XP_029735646.1|AEAL, LOC109424298|XP_029736006.1|AEAL
OG0003734	LOC6507387|XP_001956108.1|DANA	LOC109428701|XP_019560057.2|AEAL
OG0003735	LOC6494914|XP_001959431.1|DANA	LOC109428707|XP_019560073.2|AEAL
OG0003736	LOC6495786|XP_001959579.1|DANA	LOC115261863|XP_029719647.1|AEAL, LOC109424273|XP_019554909.2|AEAL
OG0003737	LOC6495868|XP_001959750.2|DANA	LOC109428710|XP_019560076.2|AEAL, LOC109424270|XP_019554905.2|AEAL
OG0003738	LOC6496377|XP_001960790.1|DANA	LOC115270220|XP_029735339.1|AEAL, LOC115270244|XP_029735370.1|AEAL, LOC109430682|XP_029735340.1|AEAL
OG0003739	LOC6494066|XP_001961043.1|DANA	LOC115270239|XP_029735366.1|AEAL, LOC109417488|XP_029735332.1|AEAL, LOC115270216|XP_029735335.1|AEAL
OG0003740	LOC6496512|XP_001961049.1|DANA	LOC115270238|XP_029735364.1|AEAL, LOC109430667|XP_029735343.1|AEAL
OG0003741	LOC6507090|XP_001956686.1|DANA	LOC109417485|XP_029734415.1|AEAL, LOC109430665|XP_029735363.1|AEAL, LOC115270223|XP_029735344.1|AEAL
OG0003742	LOC6506292|XP_001958187.1|DANA	LOC109430675|XP_019562301.2|AEAL, LOC115270230|XP_029735347.1|AEAL, LOC115270233|XP_029735349.1|AEAL
OG0003743	LOC6496489|XP_032305950.1|DANA	LOC109430611|XP_029735410.1|AEAL, LOC109423808|XP_019554385.2|AEAL
OG0003744	LOC6496511|XP_001961047.1|DANA	LOC109423807|XP_019554384.2|AEAL, LOC115270277|XP_029735443.1|AEAL
OG0003745	LOC6495362|XP_001958667.1|DANA	LOC109430610|XP_019562218.1|AEAL, LOC109423804|XP_019554381.1|AEAL
OG0003746	LOC6495069|XP_032306220.1|DANA	LOC109423802|XP_029735451.1|AEAL, LOC115270263|XP_029735392.1|AEAL, LOC115270262|XP_029735387.1|AEAL
OG0003747	LOC6507444|XP_001956004.1|DANA	LOC115270261|XP_029735386.1|AEAL, LOC109423795|XP_029735452.1|AEAL, LOC109430650|XP_029735382.1|AEAL
OG0003748	LOC6507616|XP_001956006.2|DANA	LOC109430643|XP_029735454.1|AEAL, LOC115270260|XP_029735385.1|AEAL, LOC115270257|XP_029735383.1|AEAL
OG0003749	LOC6507443|XP_001956009.1|DANA	LOC109423789|XP_019554360.2|AEAL, LOC109430603|XP_029735463.1|AEAL
OG0003750	LOC6507617|XP_001956007.1|DANA	LOC109423788|XP_029735533.1|AEAL, LOC109430626|XP_029735465.1|AEAL
OG0003751	LOC6507619|XP_001956010.2|DANA	LOC115270285|XP_029735467.1|AEAL, LOC109430602|XP_029735530.1|AEAL
OG0003752	LOC6493361|XP_032309706.1|DANA	LOC115253605|XP_029735492.1|AEAL, LOC109423771|XP_029735520.1|AEAL
OG0003753	LOC6493754|XP_001958376.1|DANA	LOC109430631|XP_019562265.2|AEAL, LOC109423768|XP_019554319.2|AEAL
OG0003754	LOC6493755|XP_001958378.1|DANA	LOC109430596|XP_019562198.2|AEAL
OG0003755	LOC6493359|XP_001957594.2|DANA	LOC109423759|XP_029735583.1|AEAL, LOC109414264|XP_029735540.1|AEAL
OG0003756	LOC6501741|XP_001967137.2|DANA	LOC109423749|XP_019554297.2|AEAL, LOC109414255|XP_019543613.2|AEAL
OG0003757	LOC6494398|XP_001960403.1|DANA	LOC109423656|XP_029716693.1|AEAL, LOC115265104|XP_029725197.1|AEAL, LOC109414242|XP_029725199.1|AEAL
OG0003758	LOC6494978|XP_014763094.1|DANA	LOC109423725|XP_019554257.2|AEAL
OG0003759	LOC6506968|XP_001956904.2|DANA	LOC109414220|XP_029715598.1|AEAL
OG0003760	LOC6496078|XP_032307154.1|DANA	LOC109423709|XP_019554234.2|AEAL
OG0003761	LOC6506960|XP_001956916.1|DANA	LOC109410293|XP_029736348.1|AEAL, LOC109426265|XP_029734279.1|AEAL
OG0003762	LOC6506961|XP_001956914.1|DANA	LOC109410291|XP_029734272.1|AEAL, LOC109426262|XP_029736343.1|AEAL
OG0003763	LOC6506158|XP_014764646.2|DANA	LOC109426252|XP_029736342.1|AEAL, LOC109410282|XP_029734271.1|AEAL
OG0003764	LOC6506155|XP_032309670.1|DANA	LOC109411085|XP_029716719.1|AEAL, LOC115266546|XP_029728688.1|AEAL, LOC109410274|XP_029728679.1|AEAL
OG0003765	LOC6497086|XP_001962787.1|DANA	LOC109410273|XP_019539361.1|AEAL, LOC115266547|XP_029728690.1|AEAL, LOC109411086|XP_029716716.1|AEAL
OG0003766	LOC6503060|XP_001963347.1|DANA	LOC109411089|XP_019540075.2|AEAL, LOC109410268|XP_029728719.1|AEAL
OG0003767	LOC6505282|XP_001964826.1|DANA	LOC109411096|XP_029728724.1|AEAL
OG0003768	LOC6495394|XP_032306623.1|DANA	LOC109408165|XP_029728713.1|AEAL, LOC109411103|XP_029728741.1|AEAL
OG0003769	LOC6495392|XP_001958741.1|DANA	LOC109408168|XP_019536953.2|AEAL, LOC109411110|XP_019540107.2|AEAL
OG0003770	LOC6503326|XP_032311971.1|DANA	LOC115253858|XP_029729055.1|AEAL, LOC109411112|XP_029728708.1|AEAL, LOC109408169|XP_029728752.1|AEAL
OG0003771	LOC6507326|XP_001956242.1|DANA	LOC109408185|XP_029728833.1|AEAL, LOC109411123|XP_029728765.1|AEAL
OG0003772	LOC6506225|XP_001958312.1|DANA	LOC109408194|XP_019536977.1|AEAL, LOC109411129|XP_019540128.1|AEAL, LOC115260064|XP_029716784.1|AEAL
OG0003773	LOC6496403|XP_001960840.1|DANA	LOC109408195|XP_029716783.1|AEAL, LOC109411128|XP_029728829.1|AEAL, LOC115266566|XP_029728769.1|AEAL
OG0003774	LOC6494434|XP_001960318.2|DANA	LOC109408198|XP_029728773.1|AEAL, LOC109411133|XP_029728821.1|AEAL
OG0003775	LOC6502981|XP_032308889.1|DANA	LOC109411151|XP_029728790.1|AEAL
OG0003776	LOC6495991|XP_001959994.1|DANA	LOC109408233|XP_019537037.1|AEAL
OG0003777	LOC6494079|XP_001961017.1|DANA	LOC109408913|XP_029728819.1|AEAL, LOC109418469|XP_019548225.1|AEAL
OG0003778	LOC6495246|XP_032306005.1|DANA	LOC109408915|XP_019537847.1|AEAL
OG0003779	LOC6495039|XP_001959187.1|DANA	LOC109416489|XP_019546108.1|AEAL, LOC115266688|XP_029729072.1|AEAL
OG0003780	LOC6494648|XP_001959938.1|DANA	LOC109414974|XP_019544363.1|AEAL
OG0003781	LOC6505454|XP_032311737.1|DANA	LOC109415144|XP_019544573.1|AEAL, LOC115266634|XP_029729002.1|AEAL
OG0003782	LOC6504678|XP_032309013.1|DANA	LOC115266695|XP_029729081.1|AEAL, LOC109415137|XP_029728937.1|AEAL, LOC109414982|XP_029728943.1|AEAL
OG0003783	LOC6501466|XP_001955309.1|DANA	LOC115266621|XP_029728984.1|AEAL
OG0003784	LOC6495557|XP_001959100.1|DANA	LOC109415103|XP_019544508.2|AEAL, LOC109415011|XP_029728993.1|AEAL
OG0003785	LOC6493888|XP_014762450.1|DANA	LOC109417245|XP_019546902.1|AEAL
OG0003786	LOC6495625|XP_032306336.1|DANA	LOC109407036|XP_019535598.2|AEAL
OG0003787	LOC6494996|XP_001959250.1|DANA	LOC109407042|XP_019535609.1|AEAL
OG0003788	LOC6494904|XP_001959456.1|DANA	LOC115268570|XP_029732540.1|AEAL, LOC115268572|XP_029732545.1|AEAL, LOC115253885|XP_029732544.1|AEAL, LOC109425646|XP_029716921.1|AEAL
OG0003789	LOC6494562|XP_014762849.1|DANA	LOC109398163|XP_029732839.1|AEAL
OG0003790	LOC6493442|XP_001957761.2|DANA	LOC109415369|XP_029732830.1|AEAL
OG0003791	LOC6499449|XP_001954619.2|DANA	LOC109416672|XP_029732853.1|AEAL
OG0003792	LOC6496076|XP_001960169.1|DANA	LOC109411530|XP_029709936.1|AEAL, LOC109421725|XP_029709933.1|AEAL
OG0003793	LOC6496188|XP_001960405.1|DANA	LOC109414483|XP_019543873.2|AEAL
OG0003794	LOC6494758|XP_001959727.1|DANA	LOC109414495|XP_029728236.1|AEAL, LOC109421421|XP_019551451.2|AEAL
OG0003795	LOC26514008|XP_001956389.1|DANA	LOC109421368|XP_029728239.1|AEAL, LOC109414477|XP_029728207.1|AEAL
OG0003796	LOC6505520|XP_001964773.1|DANA	LOC109414474|XP_019543857.2|AEAL, LOC109622271|XP_029728251.1|AEAL, LOC115266316|XP_029728179.1|AEAL
OG0003797	LOC6497702|XP_001961534.1|DANA	LOC109622542|XP_029728129.1|AEAL, LOC109414444|XP_029728153.1|AEAL, LOC115266333|XP_029728287.1|AEAL
OG0003798	LOC6495319|XP_001958637.1|DANA	LOC109414441|XP_029728289.1|AEAL, LOC115266296|XP_029728138.1|AEAL, LOC109621322|XP_029728144.1|AEAL
OG0003799	LOC6496094|XP_001960211.3|DANA	LOC109414437|XP_019543798.2|AEAL, LOC109622537|XP_019932476.2|AEAL
OG0003800	LOC6497703|XP_001961528.1|DANA	LOC109428283|XP_019559559.2|AEAL, LOC109404735|XP_019533206.1|AEAL
OG0003801	LOC6497268|XP_014761601.1|DANA	LOC109428273|XP_029728468.1|AEAL, LOC115266345|XP_029728321.1|AEAL
OG0003802	LOC6498263|XP_001962422.1|DANA	LOC109428266|XP_019559544.1|AEAL, LOC115256043|XP_029710154.1|AEAL
OG0003803	LOC6506008|XP_001964771.1|DANA	LOC109428268|XP_019559548.1|AEAL, LOC109427835|XP_019558963.1|AEAL
OG0003804	LOC6497822|XP_001961520.2|DANA	LOC115266350|XP_029728342.1|AEAL, LOC109427931|XP_029710135.1|AEAL
OG0003805	LOC6497860|XP_001961585.2|DANA	LOC115266367|XP_029728442.1|AEAL, LOC109428250|XP_029728443.1|AEAL, LOC109427929|XP_019559121.1|AEAL
OG0003806	LOC6499006|XP_014760133.1|DANA	LOC115266368|XP_029728445.1|AEAL, LOC109427928|XP_029728462.1|AEAL, LOC109428249|XP_029728352.1|AEAL
OG0003807	LOC6497118|XP_032311272.1|DANA	LOC109428240|XP_029728363.1|AEAL, LOC109427921|XP_029728463.1|AEAL, LOC115253791|XP_029728467.1|AEAL
OG0003808	LOC6494363|XP_032306685.1|DANA, LOC6506533|XP_014764804.2|DANA	LOC109428200|XP_029728408.1|AEAL
OG0003809	LOC6498070|XP_001962016.1|DANA	LOC109428199|XP_029728418.1|AEAL
OG0003810	LOC6496468|XP_001960965.1|DANA	LOC109428182|XP_029734295.1|AEAL, LOC109427875|XP_029728439.1|AEAL
OG0003811	LOC6495192|XP_032307078.1|DANA	LOC109424312|XP_029714951.1|AEAL, LOC115253500|XP_029714941.1|AEAL
OG0003812	LOC6503404|XP_032311389.1|DANA	LOC109433229|XP_029714793.1|AEAL
OG0003813	LOC6496981|XP_001963002.1|DANA	LOC115258561|XP_029714601.1|AEAL, LOC109622900|XP_019932916.2|AEAL, LOC115258584|XP_029714685.1|AEAL
OG0003814	LOC6497027|XP_001962901.1|DANA	LOC115258139|XP_029714042.1|AEAL, LOC109622883|XP_019932895.2|AEAL
OG0003815	LOC6501110|XP_032305881.1|DANA	LOC109622879|XP_019932889.2|AEAL
OG0003816	LOC6497070|XP_001962812.2|DANA	LOC109622869|XP_019932879.2|AEAL, LOC115258071|XP_029713941.1|AEAL
OG0003817	LOC6504664|XP_001964879.1|DANA	LOC115257997|XP_029713854.1|AEAL, LOC109622865|XP_019932874.1|AEAL, LOC115258453|XP_029714414.1|AEAL
OG0003818	LOC6503375|XP_001965343.1|DANA	LOC109420076|XP_029713587.1|AEAL
OG0003819	LOC6507274|XP_001965340.1|DANA	LOC109420074|XP_019549923.2|AEAL
OG0003820	LOC6499374|XP_001954762.1|DANA	LOC109412012|XP_019541201.1|AEAL, LOC109407925|XP_019536663.1|AEAL
OG0003821	LOC6496344|XP_032306565.1|DANA	LOC109412028|XP_019541220.1|AEAL, LOC115262435|XP_029720698.1|AEAL
OG0003822	LOC6497344|XP_001962280.1|DANA	LOC109401083|XP_019529107.2|AEAL, LOC109400993|XP_019529001.2|AEAL
OG0003823	LOC6498674|XP_001963296.1|DANA	LOC109401074|XP_029713111.1|AEAL
OG0003824	LOC6497075|XP_001962803.1|DANA	LOC109412398|XP_019541585.1|AEAL
OG0003825	LOC6497193|XP_001962581.1|DANA	LOC109412374|XP_019541573.2|AEAL
OG0003826	LOC6498323|XP_001962543.1|DANA	LOC109432871|XP_019564776.1|AEAL
OG0003827	LOC6505389|XP_001964875.1|DANA	LOC115257191|XP_029712477.1|AEAL, LOC109401356|XP_019529412.2|AEAL
OG0003828	LOC6505399|XP_001964877.1|DANA	LOC109432873|XP_029712478.1|AEAL, LOC109401369|XP_019529434.2|AEAL
OG0003829	LOC6498407|XP_001962736.1|DANA	LOC109401410|XP_029715894.1|AEAL, LOC109432882|XP_029715868.1|AEAL, LOC115257192|XP_029712482.1|AEAL
OG0003830	LOC6497148|XP_001962664.2|DANA	LOC109432904|XP_019564816.2|AEAL, LOC115255619|XP_029709570.1|AEAL
OG0003831	LOC6499744|XP_001954015.1|DANA	LOC109432894|XP_019564805.1|AEAL, LOC109401397|XP_029711610.1|AEAL
OG0003832	LOC6498234|XP_001962357.1|DANA	LOC109401416|XP_029715795.1|AEAL, LOC109432910|XP_029711998.1|AEAL
OG0003833	LOC6497303|XP_032307723.1|DANA	LOC109432900|XP_029715796.1|AEAL, LOC109401376|XP_029712018.1|AEAL
OG0003834	LOC6497297|XP_001962373.1|DANA	LOC109401434|XP_029712112.1|AEAL, LOC109404654|XP_019533126.1|AEAL
OG0003836	LOC6498031|XP_001961931.2|DANA	LOC109411290|XP_019540361.2|AEAL
OG0003837	LOC6497511|XP_001961933.1|DANA	LOC109433149|XP_029715686.1|AEAL, LOC109411306|XP_029711295.1|AEAL
OG0003838	LOC6498056|XP_001961982.1|DANA	LOC109433046|XP_019564970.2|AEAL
OG0003839	LOC6504334|XP_032311162.1|DANA	LOC115254285|XP_029707545.1|AEAL, LOC109433111|XP_019565049.1|AEAL
OG0003840	LOC6496490|XP_001961004.1|DANA	LOC109420154|XP_019550024.1|AEAL
OG0003841	LOC6503306|XP_001967580.1|DANA	LOC109420934|XP_029710395.1|AEAL, LOC109433097|XP_029710961.1|AEAL
OG0003842	LOC6498646|XP_001963233.1|DANA	LOC109420405|XP_029710801.1|AEAL
OG0003843	LOC6498418|XP_001962765.1|DANA	LOC109621961|XP_029724968.1|AEAL, LOC109415051|XP_029724925.1|AEAL
OG0003844	LOC6504335|XP_014760430.1|DANA	LOC115264941|XP_029724966.1|AEAL, LOC109415049|XP_019544448.1|AEAL, LOC115264931|XP_029724923.1|AEAL
OG0003845	LOC6497166|XP_032311349.1|DANA	LOC109415048|XP_029724917.1|AEAL, LOC109621959|XP_029730036.1|AEAL, LOC109621958|XP_029724960.1|AEAL
OG0003846	LOC6505435|XP_014760497.1|DANA	LOC109621288|XP_019931703.2|AEAL, LOC109404208|XP_019931499.2|AEAL
OG0003847	LOC6505342|XP_014760475.1|DANA	LOC109622032|XP_029725027.1|AEAL, LOC109404214|XP_019532593.2|AEAL
OG0003848	LOC6499913|XP_001953645.3|DANA	LOC109431002|XP_029724880.1|AEAL, LOC115253628|XP_029724856.1|AEAL, LOC109404231|XP_029724937.1|AEAL
OG0003849	LOC6496602|XP_001961230.1|DANA	LOC109400287|XP_029725038.1|AEAL
OG0003850	LOC6498411|XP_032311133.1|DANA	LOC109400335|XP_029724841.1|AEAL
OG0003851	LOC6495040|XP_001959185.1|DANA	LOC109425155|XP_029724812.1|AEAL
OG0003852	LOC6498109|XP_001962094.2|DANA	LOC109429416|XP_019560914.2|AEAL
OG0003853	LOC6496171|XP_014763646.1|DANA	LOC109425132|XP_019555903.2|AEAL
OG0003854	LOC6498171|XP_001962227.1|DANA	LOC109425125|XP_019555867.2|AEAL, LOC109429389|XP_029729527.1|AEAL
OG0003855	LOC6498170|XP_001962226.3|DANA	LOC109429387|XP_029729528.1|AEAL, LOC109425124|XP_029729521.1|AEAL
OG0003856	LOC6497060|XP_032311295.1|DANA	LOC109425079|XP_029729545.1|AEAL, LOC109429386|XP_019560841.2|AEAL
OG0003857	LOC6504393|XP_001964966.1|DANA	LOC109409625|XP_029729470.1|AEAL, LOC109409624|XP_029729489.1|AEAL
OG0003858	LOC6502906|XP_032311795.1|DANA	LOC109403338|XP_029731472.1|AEAL
OG0003859	LOC6507285|XP_001965344.1|DANA	LOC115262903|XP_029721651.1|AEAL, LOC109409334|XP_029715037.1|AEAL, LOC109419092|XP_029729388.1|AEAL
OG0003860	LOC6502519|XP_014763917.1|DANA	LOC109409327|XP_029714843.1|AEAL, LOC109419097|XP_029721650.1|AEAL
OG0003861	LOC6496724|XP_001967334.1|DANA	LOC109419116|XP_019548882.2|AEAL, LOC115258678|XP_029714858.1|AEAL, LOC109409312|XP_019538302.2|AEAL
OG0003862	LOC6497328|XP_014761648.1|DANA	LOC109419117|XP_019548883.2|AEAL, LOC109409311|XP_019538301.2|AEAL
OG0003863	LOC6505366|XP_032311167.1|DANA	LOC109419118|XP_029714850.1|AEAL, LOC115258752|XP_029714992.1|AEAL
OG0003864	LOC6504729|XP_001964858.1|DANA	LOC109409309|XP_029714608.1|AEAL, LOC115258744|XP_029714969.1|AEAL, LOC109419517|XP_019549273.2|AEAL
OG0003865	LOC6499570|XP_001954361.1|DANA	LOC109409304|XP_029714570.1|AEAL, LOC115258768|XP_029715027.1|AEAL, LOC109419519|XP_029718147.1|AEAL
OG0003866	LOC6497158|XP_001962651.1|DANA	LOC115258594|XP_029714709.1|AEAL, LOC109409300|XP_019538287.2|AEAL, LOC109419523|XP_029714816.1|AEAL
OG0003867	LOC26514973|XP_014760160.1|DANA	LOC115254061|XP_029718113.1|AEAL, LOC109409279|XP_029714431.1|AEAL
OG0003868	LOC6498573|XP_001963095.1|DANA	LOC109419602|XP_019549378.2|AEAL
OG0003869	LOC6497010|XP_001962932.1|DANA	LOC109397554|XP_019525401.2|AEAL
OG0003870	LOC6497659|XP_001961619.3|DANA	LOC109397513|XP_029715285.1|AEAL, LOC115253549|XP_029715461.1|AEAL
OG0003871	LOC6498484|XP_001962920.2|DANA	LOC109397526|XP_029714707.1|AEAL, LOC109622825|XP_029714687.1|AEAL
OG0003872	LOC6494210|XP_001960745.2|DANA	LOC109397534|XP_019525381.1|AEAL, LOC109622811|XP_019932812.1|AEAL, LOC115258687|XP_029714872.1|AEAL
OG0003873	LOC6497969|XP_001961817.1|DANA	LOC109397538|XP_019525385.3|AEAL, LOC115254017|XP_029714789.1|AEAL, LOC109621501|XP_019931091.2|AEAL
OG0003874	LOC6498374|XP_032311006.1|DANA	LOC109621236|XP_029721604.1|AEAL, LOC115258681|XP_029714863.1|AEAL, LOC109397569|XP_029714519.1|AEAL
OG0003875	LOC6496962|XP_032311352.1|DANA	LOC109397563|XP_019525407.2|AEAL, LOC115262870|XP_029721603.1|AEAL, LOC109622806|XP_019932806.2|AEAL
OG0003876	LOC6496864|XP_001963250.1|DANA	LOC109404395|XP_019532791.2|AEAL
OG0003877	LOC6497789|XP_001961455.1|DANA	LOC109404942|XP_029714790.1|AEAL, LOC109398645|XP_019526576.2|AEAL
OG0003878	LOC6503372|XP_014760384.1|DANA	LOC109404731|XP_019533203.2|AEAL, LOC109398621|XP_019526546.2|AEAL
OG0003879	LOC6507552|XP_001955903.1|DANA	LOC109404765|XP_019533253.2|AEAL
OG0003880	LOC6506451|XP_001957856.1|DANA	LOC109398650|XP_029714781.1|AEAL, LOC115258609|XP_029714759.1|AEAL, LOC109404828|XP_029714754.1|AEAL
OG0003881	LOC6495836|XP_001959682.1|DANA	LOC115258637|XP_029714797.1|AEAL, LOC109398726|XP_029714690.1|AEAL, LOC109406705|XP_029714548.1|AEAL
OG0003882	LOC6493894|XP_014762453.1|DANA	LOC115258883|XP_029715183.1|AEAL, LOC109406808|XP_029715067.1|AEAL
OG0003883	LOC6503668|XP_001963966.1|DANA	LOC115258619|XP_029714769.1|AEAL, LOC115258472|XP_029714448.1|AEAL, LOC115258462|XP_029714433.1|AEAL, LOC109406828|XP_029715284.1|AEAL
OG0003884	LOC6497084|XP_001962790.1|DANA	LOC109406857|XP_029723183.1|AEAL, LOC109398692|XP_019526609.2|AEAL
OG0003885	LOC6496998|XP_001962960.1|DANA	LOC109406886|XP_029714904.1|AEAL, LOC109398718|XP_029723169.1|AEAL, LOC115257348|XP_029712674.1|AEAL
OG0003886	LOC6498504|XP_001962961.2|DANA	LOC109398687|XP_019526606.1|AEAL, LOC115264010|XP_029723184.1|AEAL
OG0003887	LOC6503289|XP_001967578.3|DANA	LOC109406991|XP_029709881.1|AEAL, LOC109398712|XP_029723182.1|AEAL, LOC115254227|XP_029733875.1|AEAL
OG0003888	LOC6501630|XP_001955640.1|DANA	LOC109407203|XP_029714672.1|AEAL, LOC109405865|XP_029716570.1|AEAL
OG0003889	LOC6497551|XP_001961840.1|DANA	LOC109414293|XP_019543652.2|AEAL
OG0003890	LOC6506842|XP_001957136.1|DANA	LOC115258711|XP_029714928.1|AEAL, LOC109414321|XP_019543684.2|AEAL, LOC109407252|XP_019535804.1|AEAL
OG0003891	LOC6497088|XP_001962784.1|DANA	LOC109407253|XP_029714712.1|AEAL, LOC109414322|XP_029714803.1|AEAL, LOC115258947|XP_029715325.1|AEAL
OG0003892	LOC6507463|XP_001955962.1|DANA	LOC115253843|XP_029714507.1|AEAL, LOC109414325|XP_029715332.1|AEAL, LOC109407257|XP_029714596.1|AEAL
OG0003893	LOC6498438|XP_001962822.1|DANA	LOC109414334|XP_029714877.1|AEAL, LOC115258667|XP_029714844.1|AEAL
OG0003894	LOC6498597|XP_001963131.1|DANA	LOC109414337|XP_019543700.1|AEAL, LOC115253734|XP_029714760.1|AEAL, LOC109424218|XP_029714555.1|AEAL
OG0003895	LOC6495578|XP_001959134.1|DANA	LOC109420917|XP_029714882.1|AEAL, LOC109412677|XP_029720670.1|AEAL, LOC115267671|XP_029730685.1|AEAL
OG0003896	LOC6495067|XP_001959137.1|DANA	LOC109412669|XP_029720663.1|AEAL, LOC115253569|XP_029730689.1|AEAL
OG0003897	LOC6494647|XP_001959940.1|DANA	LOC109420922|XP_029730693.1|AEAL, LOC115262418|XP_029720662.1|AEAL
OG0003898	LOC6498018|XP_001961902.1|DANA	LOC115262409|XP_029720646.1|AEAL, LOC109412698|XP_019541865.2|AEAL, LOC109420904|XP_019550932.1|AEAL
OG0003899	LOC6503358|XP_001965366.1|DANA	LOC109420973|XP_029714739.1|AEAL, LOC109428463|XP_029714738.1|AEAL
OG0003900	LOC6503785|XP_001965247.2|DANA	LOC109428851|XP_029715312.1|AEAL, LOC109421018|XP_029714617.1|AEAL
OG0003901	LOC6505557|XP_001964965.1|DANA	LOC115264813|XP_029724669.1|AEAL, LOC115258597|XP_029714710.1|AEAL
OG0003902	LOC6503458|XP_001965313.1|DANA	LOC109428855|XP_019560237.2|AEAL, LOC115264812|XP_029724667.1|AEAL, LOC109421019|XP_029714866.1|AEAL
OG0003903	LOC6497051|XP_001962847.1|DANA	LOC109428884|XP_029724668.1|AEAL, LOC109421022|XP_029715226.1|AEAL
OG0003904	LOC6498451|XP_001962848.1|DANA	LOC109421021|XP_019551052.2|AEAL, LOC109428872|XP_019560259.2|AEAL
OG0003905	LOC6501542|XP_001955449.1|DANA	LOC115258550|XP_029714567.1|AEAL, LOC109428908|XP_029724672.1|AEAL
OG0003906	LOC6494518|XP_001960189.1|DANA	LOC109429119|XP_029732633.1|AEAL, LOC115258794|XP_029715076.1|AEAL, LOC109421055|XP_029715031.1|AEAL
