Orthogroup	DANA.longest_only	DSUZ.longest_only
OG0003876	LOC6496864|XP_001963250.1|DANA	LOC108021638|XP_016945935.1|DSUZ
OG0003877	LOC6497789|XP_001961455.1|DANA	LOC108005483|XP_016924277.1|DSUZ
OG0003878	LOC6503372|XP_014760384.1|DANA	LOC108021615|XP_016945904.1|DSUZ
OG0003879	LOC6507552|XP_001955903.1|DANA	LOC108013124|XP_016934290.1|DSUZ
OG0003880	LOC6506451|XP_001957856.1|DANA	LOC108011690|XP_036671535.1|DSUZ
OG0003881	LOC6495836|XP_001959682.1|DANA	LOC108010189|XP_016930521.1|DSUZ
OG0003883	LOC6503668|XP_001963966.1|DANA	LOC108019133|XP_016942364.1|DSUZ
OG0003884	LOC6497084|XP_001962790.1|DANA	LOC108020047|XP_016943636.1|DSUZ
OG0003885	LOC6496998|XP_001962960.1|DANA	LOC108007074|XP_016926171.1|DSUZ
OG0003886	LOC6498504|XP_001962961.2|DANA	LOC108011592|XP_016932253.1|DSUZ
OG0003887	LOC6503289|XP_001967578.3|DANA	LOC108021393|XP_016945579.2|DSUZ
OG0003888	LOC6501630|XP_001955640.1|DANA	LOC108016073|XP_016938155.2|DSUZ
OG0003889	LOC6497551|XP_001961840.1|DANA	LOC108021391|XP_016945577.1|DSUZ
OG0003890	LOC6506842|XP_001957136.1|DANA	LOC108007070|XP_016926164.2|DSUZ
OG0003891	LOC6497088|XP_001962784.1|DANA	LOC108021026|XP_016944996.1|DSUZ
OG0003892	LOC6507463|XP_001955962.1|DANA	LOC108013521|XP_016934906.1|DSUZ
OG0003893	LOC6498438|XP_001962822.1|DANA	LOC108020395|XP_016944160.1|DSUZ
OG0003894	LOC6498597|XP_001963131.1|DANA	LOC108006664|XP_016925694.1|DSUZ, LOC108010850|XP_016931315.1|DSUZ
OG0003895	LOC6495578|XP_001959134.1|DANA	LOC108008574|XP_016927937.1|DSUZ
OG0003896	LOC6495067|XP_001959137.1|DANA	LOC108009939|XP_016930171.1|DSUZ
OG0003897	LOC6494647|XP_001959940.1|DANA	LOC108009255|XP_016928927.1|DSUZ
OG0003898	LOC6498018|XP_001961902.1|DANA	LOC108017943|XP_016940665.1|DSUZ
OG0003899	LOC6503358|XP_001965366.1|DANA	LOC108020967|XP_016944905.1|DSUZ
OG0003900	LOC6503785|XP_001965247.2|DANA	LOC108021170|XP_016945240.1|DSUZ
OG0003901	LOC6505557|XP_001964965.1|DANA	LOC108020901|XP_016944807.1|DSUZ
OG0003902	LOC6503458|XP_001965313.1|DANA	LOC108020231|XP_016943843.1|DSUZ
OG0003903	LOC6497051|XP_001962847.1|DANA	LOC108011961|XP_016932708.1|DSUZ
OG0003904	LOC6498451|XP_001962848.1|DANA	LOC108011959|XP_016932707.1|DSUZ
OG0003905	LOC6501542|XP_001955449.1|DANA	LOC108011489|XP_016932127.2|DSUZ
OG0003906	LOC6494518|XP_001960189.1|DANA	LOC108008339|XP_016927657.1|DSUZ
OG0003907	LOC6497892|XP_001961660.1|DANA	LOC108006399|XP_016925413.1|DSUZ
OG0003908	LOC6497893|XP_001961661.1|DANA	LOC108012845|XP_016933803.1|DSUZ
OG0003909	LOC6495285|XP_032306358.1|DANA	LOC108009752|XP_016929848.1|DSUZ
OG0003910	LOC6500073|XP_001953272.1|DANA	LOC108006123|XP_036675127.1|DSUZ
OG0003911	LOC6506159|XP_001965123.1|DANA	LOC108006187|XP_016925116.1|DSUZ
OG0003912	LOC6496704|XP_001967347.1|DANA	LOC108008286|XP_016927579.1|DSUZ
OG0003913	LOC6504365|XP_032310985.1|DANA	LOC108021208|XP_016945294.1|DSUZ
OG0003914	LOC6497053|XP_001962844.1|DANA	LOC108021137|XP_016945184.1|DSUZ
OG0003915	LOC6503066|XP_032308938.1|DANA	LOC108016624|XP_016938808.1|DSUZ
OG0003916	LOC6498140|XP_001962160.1|DANA	LOC108004925|XP_016923515.1|DSUZ
OG0003917	LOC6497220|XP_001962533.3|DANA	LOC108007238|XP_016926367.1|DSUZ
OG0003918	LOC6497950|XP_001961783.1|DANA	LOC108021367|XP_016945547.1|DSUZ
OG0003919	LOC6503309|XP_032309225.1|DANA	LOC108021495|XP_016945727.1|DSUZ
OG0003920	LOC6495851|XP_001959710.1|DANA	LOC108010057|XP_016930358.1|DSUZ
OG0003921	LOC6497376|XP_001962211.2|DANA	LOC108021115|XP_016945153.1|DSUZ
OG0003922	LOC6498446|XP_001962834.2|DANA	LOC108016036|XP_016938122.1|DSUZ
OG0003923	LOC6506026|XP_001966650.1|DANA	LOC108020345|XP_016944000.1|DSUZ
OG0003924	LOC6496520|XP_001961060.1|DANA	LOC108019880|XP_016943440.1|DSUZ
OG0003925	LOC6498516|XP_032310932.1|DANA	LOC108018646|XP_016941710.1|DSUZ
OG0003926	LOC6496986|XP_001962992.1|DANA	LOC108016984|XP_016939424.1|DSUZ
OG0003927	LOC6497430|XP_001962097.1|DANA	LOC108021356|XP_016945529.1|DSUZ
OG0003928	LOC6498340|XP_032307749.1|DANA	LOC108005569|XP_016924361.1|DSUZ
OG0003929	LOC6497056|XP_001962840.2|DANA	LOC108021181|XP_016945251.1|DSUZ
OG0003930	LOC6498246|XP_001962388.1|DANA	LOC108021594|XP_016945875.1|DSUZ
OG0003931	LOC6497279|XP_014761610.1|DANA	LOC108021027|XP_016944997.1|DSUZ
OG0003932	LOC6495571|XP_014763357.1|DANA	LOC108017957|XP_016940716.1|DSUZ
OG0003933	LOC6497240|XP_014761576.1|DANA	LOC108021400|XP_016945592.1|DSUZ
OG0003934	LOC6498347|XP_001962595.1|DANA	LOC108007870|XP_016927124.1|DSUZ
OG0003935	LOC6494417|XP_001960368.1|DANA	LOC108018083|XP_016940975.1|DSUZ
OG0003936	LOC6496170|XP_001960367.1|DANA	LOC108018084|XP_016940976.1|DSUZ
OG0003937	LOC6494092|XP_001960993.1|DANA	LOC108019840|XP_016943361.1|DSUZ
OG0003938	LOC6498514|XP_032311261.1|DANA	LOC108018561|XP_016941609.1|DSUZ
OG0003939	LOC6498329|XP_001962555.1|DANA	LOC108014949|XP_016936662.1|DSUZ
OG0003940	LOC6506298|XP_001965149.1|DANA	LOC108020961|XP_016944896.1|DSUZ
OG0003941	LOC6496992|XP_001962975.1|DANA	LOC108021226|XP_016945314.1|DSUZ
OG0003942	LOC6505480|XP_001964937.2|DANA	LOC108018935|XP_016942019.1|DSUZ
OG0003943	LOC6498520|XP_001962987.1|DANA	LOC108007647|XP_016926861.1|DSUZ
OG0003944	LOC6498480|XP_001962909.1|DANA	LOC108014278|XP_016935811.1|DSUZ
OG0003945	LOC6495906|XP_001959832.1|DANA	LOC108009793|XP_016929943.1|DSUZ
OG0003946	LOC6498012|XP_014761929.1|DANA	LOC108021319|XP_016945472.1|DSUZ
OG0003947	LOC6497528|XP_001961899.1|DANA	LOC108021659|XP_016945960.1|DSUZ
OG0003948	LOC6497909|XP_001961696.1|DANA	LOC108019224|XP_016942513.1|DSUZ
OG0003949	LOC6497620|XP_001961694.2|DANA	LOC108019204|XP_036677401.1|DSUZ
OG0003950	LOC6497111|XP_001962732.1|DANA	LOC108015713|XP_016937738.1|DSUZ
OG0003951	LOC6497115|XP_014761520.1|DANA, LOC116656028|XP_032311056.1|DANA	LOC108011566|XP_036677656.1|DSUZ
OG0003952	LOC6497589|XP_001961755.3|DANA	LOC108007953|XP_016927215.1|DSUZ
OG0003953	LOC6498240|XP_001962368.1|DANA	LOC108020910|XP_016944817.1|DSUZ
OG0003954	LOC6507683|XP_001956142.1|DANA	LOC108020071|XP_036671977.1|DSUZ
OG0003955	LOC6498586|XP_032311044.1|DANA	LOC108017953|XP_016940754.2|DSUZ
OG0003956	LOC6497658|XP_032307698.1|DANA	LOC108021089|XP_016945100.1|DSUZ
OG0003957	LOC6493740|XP_001958346.1|DANA	LOC108013196|XP_016934394.1|DSUZ
OG0003958	LOC6502372|XP_001967165.3|DANA	LOC108006346|XP_016925350.1|DSUZ
OG0003959	LOC6495059|XP_032306532.1|DANA	LOC108010253|XP_016930595.1|DSUZ
OG0003960	LOC6503689|XP_001963918.2|DANA	LOC108005087|XP_016923747.1|DSUZ
OG0003961	LOC6504491|XP_014760438.1|DANA	LOC108019064|XP_016942192.1|DSUZ
OG0003962	LOC6496984|XP_001962996.1|DANA	LOC108021661|XP_016945963.1|DSUZ
OG0003963	LOC6498027|XP_032307402.1|DANA	LOC108021109|XP_016945139.1|DSUZ
OG0003964	LOC6504256|XP_001965098.1|DANA	LOC108005438|XP_016924217.1|DSUZ
OG0003965	LOC6497578|XP_032307562.1|DANA	LOC108011955|XP_016932696.1|DSUZ
OG0003966	LOC6505392|XP_001966903.1|DANA	LOC108014079|XP_016935589.2|DSUZ
OG0003967	LOC6495665|XP_014763434.1|DANA	LOC108009260|XP_016928935.1|DSUZ
OG0003968	LOC6494952|XP_014763084.1|DANA	LOC108008370|XP_036668993.1|DSUZ
OG0003969	LOC6494649|XP_001959936.1|DANA	LOC108009693|XP_016929731.1|DSUZ
OG0003970	LOC6503354|XP_001965369.1|DANA	LOC108021021|XP_016944994.1|DSUZ
OG0003971	LOC6496947|XP_001963080.1|DANA	LOC108021642|XP_016945939.1|DSUZ
OG0003972	LOC6493610|XP_014764466.1|DANA	LOC108012957|XP_016933996.1|DSUZ
OG0003973	LOC6496187|XP_001960402.1|DANA	LOC108009474|XP_016929343.1|DSUZ
OG0003974	LOC6495138|XP_001958974.1|DANA	LOC108010183|XP_016930514.1|DSUZ
OG0003975	LOC6498360|XP_032310950.1|DANA	LOC108019106|XP_016942301.1|DSUZ
OG0003976	LOC6498432|XP_001962808.1|DANA	LOC108016863|XP_016939225.1|DSUZ
OG0003977	LOC6504340|XP_001965021.1|DANA	LOC108005179|XP_016923852.1|DSUZ
OG0003978	LOC6506304|XP_032310610.1|DANA	LOC108020451|XP_016944262.1|DSUZ, LOC118877514|XP_036672442.1|DSUZ
OG0003979	LOC6498604|XP_001963145.1|DANA	LOC108021613|XP_016945901.1|DSUZ
OG0003980	LOC6494306|XP_001965940.1|DANA	LOC108004898|XP_016923470.2|DSUZ
OG0003981	LOC6497026|XP_001962904.1|DANA	LOC108014291|XP_036668715.1|DSUZ
OG0003982	LOC6497064|XP_001962821.2|DANA	LOC108007997|XP_016927269.1|DSUZ
OG0003983	LOC6497788|XP_001961454.1|DANA	LOC108010046|XP_016930349.1|DSUZ
OG0003984	LOC6497514|XP_014761717.1|DANA	LOC108021249|XP_016945356.1|DSUZ
OG0003985	LOC26514494|XP_014762335.1|DANA	LOC108013718|XP_036678675.1|DSUZ
OG0003986	LOC6498658|XP_001963262.3|DANA	LOC108010711|XP_016931118.1|DSUZ
OG0003987	LOC6498659|XP_032311001.1|DANA	LOC108019030|XP_016942136.1|DSUZ
OG0003988	LOC6497203|XP_001962563.3|DANA	LOC108021371|XP_016945551.1|DSUZ
OG0003989	LOC6504241|XP_001965104.1|DANA	LOC108021394|XP_016945581.1|DSUZ
OG0003990	LOC6497720|XP_001961492.1|DANA	LOC108021587|XP_016945865.1|DSUZ
OG0003991	LOC6506615|XP_014760573.1|DANA	LOC108020921|XP_016944830.1|DSUZ
OG0003992	LOC6506625|XP_001965217.1|DANA	LOC108021647|XP_016945948.1|DSUZ
OG0003993	LOC6506712|XP_001965231.2|DANA	LOC108019067|XP_016942201.1|DSUZ
OG0003994	LOC6501497|XP_001955373.1|DANA	LOC108011728|XP_016932438.2|DSUZ
OG0003995	LOC6494062|XP_001961059.1|DANA	LOC108019878|XP_016943438.1|DSUZ
OG0003996	LOC6495074|XP_001959124.1|DANA	LOC108017897|XP_016940556.1|DSUZ
OG0003997	LOC6496855|XP_001963266.1|DANA	LOC108010162|XP_016930493.1|DSUZ
OG0003998	LOC26513764|XP_032309419.1|DANA	LOC108007592|XP_036678382.1|DSUZ
OG0003999	LOC6498703|XP_001965872.1|DANA	LOC108014509|XP_016936136.1|DSUZ
OG0004000	LOC6501886|XP_001966733.1|DANA	LOC108015010|XP_016936727.1|DSUZ
OG0004001	LOC6494225|XP_001960704.1|DANA	LOC108009707|XP_016929751.1|DSUZ
OG0004002	LOC6498260|XP_001962418.1|DANA	LOC108007021|XP_016926119.1|DSUZ
OG0004003	LOC6497942|XP_032307321.1|DANA	LOC108016339|XP_016938573.1|DSUZ
OG0004004	LOC6497446|XP_001962060.1|DANA	LOC108017958|XP_016940719.1|DSUZ
OG0004005	LOC6497961|XP_032307648.1|DANA	LOC108005223|XP_016923906.1|DSUZ
OG0004006	LOC6498160|XP_001962206.1|DANA	LOC108018810|XP_016941888.1|DSUZ
OG0004007	LOC6498488|XP_001962933.1|DANA	LOC108004689|XP_016923189.1|DSUZ
OG0004008	LOC6507136|XP_032310971.1|DANA	LOC108012221|XP_016933008.1|DSUZ
OG0004009	LOC6498314|XP_001962517.1|DANA	LOC108005464|XP_016924252.1|DSUZ
OG0004010	LOC6497095|XP_014761516.1|DANA	LOC108016199|XP_016938318.1|DSUZ
OG0004011	LOC6504374|XP_001964972.2|DANA	LOC108007392|XP_016926538.1|DSUZ
OG0004012	LOC6498943|XP_014765836.1|DANA	LOC108012188|XP_016932973.2|DSUZ
OG0004013	LOC6497104|XP_001962747.1|DANA	LOC108021448|XP_016945661.1|DSUZ
OG0004014	LOC6506322|XP_032310081.1|DANA	LOC108012375|XP_016933219.1|DSUZ
OG0004015	LOC6498450|XP_001962845.1|DANA	LOC108011958|XP_016932706.1|DSUZ
OG0004016	LOC6498572|XP_014762186.1|DANA	LOC108021055|XP_016945051.1|DSUZ
OG0004017	LOC6503831|XP_001965239.1|DANA	LOC108019724|XP_016943134.1|DSUZ
OG0004018	LOC6495105|XP_001959056.1|DANA	LOC108017738|XP_016940336.1|DSUZ
OG0004019	LOC6497371|XP_001962219.1|DANA	LOC108021087|XP_016945098.1|DSUZ
OG0004020	LOC6498318|XP_001962529.1|DANA	LOC108021540|XP_016945799.1|DSUZ
OG0004021	LOC116654946|XP_032307645.1|DANA, LOC6497954|XP_001961789.2|DANA	LOC108020891|XP_016944788.1|DSUZ
OG0004022	LOC6498141|XP_001962162.1|DANA	LOC108021053|XP_016945048.1|DSUZ
OG0004023	LOC6496016|XP_001960046.3|DANA	LOC108008864|XP_016928257.1|DSUZ
OG0004024	LOC6498681|XP_001963316.2|DANA	LOC108021646|XP_016945947.1|DSUZ
OG0004025	LOC6497494|XP_001961967.1|DANA	LOC108004680|XP_016923160.2|DSUZ
OG0004026	LOC6498118|XP_032307369.1|DANA	LOC108020954|XP_016944885.1|DSUZ
OG0004027	LOC6496206|XP_001960449.1|DANA	LOC108008512|XP_016927869.1|DSUZ
OG0004028	LOC6497131|XP_014761527.1|DANA	LOC108004698|XP_016923201.1|DSUZ
OG0004029	LOC6497198|XP_001962572.1|DANA	LOC108021406|XP_016945600.1|DSUZ
OG0004030	LOC6495725|XP_001959444.2|DANA	LOC108010064|XP_016930366.1|DSUZ
OG0004031	LOC6497015|XP_001962925.1|DANA	LOC108021701|XP_016946020.1|DSUZ
OG0004032	LOC6498720|XP_032308655.1|DANA	LOC108007824|XP_036677855.1|DSUZ
OG0004033	LOC6496975|XP_032311078.1|DANA	LOC108017705|XP_016940306.1|DSUZ
OG0004034	LOC6498230|XP_001962347.3|DANA	LOC108016291|XP_036668631.1|DSUZ
OG0004035	LOC6496990|XP_001962979.1|DANA	LOC108018598|XP_016941650.1|DSUZ
OG0004036	LOC6496706|XP_032309227.1|DANA	LOC108015563|XP_016937535.1|DSUZ
OG0004037	LOC6497044|XP_001962861.1|DANA	LOC108011963|XP_016932710.1|DSUZ
OG0004038	LOC6497645|XP_001961643.1|DANA	LOC108006858|XP_016925917.1|DSUZ
OG0004039	LOC6497441|XP_014761707.1|DANA	LOC108015122|XP_016936870.1|DSUZ
OG0004040	LOC6494189|XP_001960800.1|DANA	LOC108009716|XP_016929767.1|DSUZ
OG0004041	LOC6501970|XP_001966788.1|DANA	LOC108015007|XP_016936724.1|DSUZ
OG0004042	LOC6506189|XP_001958377.1|DANA	LOC108013469|XP_016934840.1|DSUZ
OG0004043	LOC6496900|XP_001963184.1|DANA	LOC108021118|XP_016945156.1|DSUZ
OG0004044	LOC6503842|XP_001963702.1|DANA	LOC108004710|XP_016923214.1|DSUZ
OG0004045	LOC6496876|XP_001963226.1|DANA	LOC108020894|XP_016944797.1|DSUZ
OG0004046	LOC6507338|XP_001965356.2|DANA	LOC108021508|XP_016945751.1|DSUZ
OG0004047	LOC6498303|XP_001962498.1|DANA	LOC108021523|XP_016945771.1|DSUZ
OG0004048	LOC6506199|XP_001965128.1|DANA	LOC108021168|XP_016945239.1|DSUZ
OG0004049	LOC6507169|XP_001965322.1|DANA	LOC108021094|XP_016945108.1|DSUZ
OG0004050	LOC6498072|XP_001962023.2|DANA	LOC108006198|XP_016925127.1|DSUZ
OG0004051	LOC6498154|XP_001962192.2|DANA	LOC108017296|XP_016939808.1|DSUZ
OG0004052	LOC6502125|XP_032309414.1|DANA	LOC108016732|XP_016938951.2|DSUZ
OG0004053	LOC6495390|XP_001958729.1|DANA	LOC108009806|XP_016929969.1|DSUZ
OG0004054	LOC6497654|XP_001961627.1|DANA	LOC108010883|XP_036673762.1|DSUZ
OG0004055	LOC6500239|XP_001952960.1|DANA	LOC108006780|XP_036674182.1|DSUZ, LOC108006772|XP_016925811.2|DSUZ
OG0004056	LOC6500067|XP_032307678.1|DANA	LOC118876751|XP_036673894.1|DSUZ, LOC108011651|XP_016932334.1|DSUZ
OG0004057	LOC6506242|XP_001958277.1|DANA	LOC108012235|XP_016933021.2|DSUZ
OG0004058	LOC6492994|XP_014764171.1|DANA	LOC108007167|XP_016926276.1|DSUZ
OG0004059	LOC6500591|XP_001953530.1|DANA	LOC118877568|XP_036672684.1|DSUZ, LOC108014873|XP_036674945.1|DSUZ
OG0004060	LOC6499536|XP_001954419.1|DANA	LOC108006050|XP_036674318.1|DSUZ
OG0004061	LOC6502958|XP_032308911.1|DANA	LOC108005118|XP_036676952.1|DSUZ
OG0004062	LOC6507581|XP_014765335.1|DANA	LOC108013433|XP_016934789.1|DSUZ
OG0004063	LOC6504620|XP_001966514.1|DANA	LOC108016928|XP_016939345.1|DSUZ
OG0004064	LOC6506733|XP_001957335.1|DANA	LOC108013775|XP_016935226.1|DSUZ
OG0004065	LOC6494455|XP_032306793.1|DANA	LOC108009082|XP_036669330.1|DSUZ
OG0004066	LOC6494197|XP_001960773.1|DANA	LOC108009020|XP_016928481.1|DSUZ
OG0004067	LOC116655270|XP_032308775.1|DANA, LOC6504121|XP_001964228.1|DANA	LOC108005467|XP_016924251.1|DSUZ
OG0004068	LOC6499375|XP_001954759.1|DANA	LOC108016374|XP_016938507.2|DSUZ
OG0004069	LOC6499376|XP_032305483.1|DANA	LOC108016372|XP_036672952.1|DSUZ
OG0004070	LOC6493129|XP_001957102.1|DANA	LOC108011805|XP_016932532.2|DSUZ
OG0004071	LOC6507002|XP_001956849.1|DANA	LOC108013405|XP_016934748.1|DSUZ
OG0004072	LOC6493011|XP_001956848.1|DANA	LOC108013406|XP_016934750.1|DSUZ
OG0004073	LOC6502285|XP_001966169.1|DANA	LOC108016901|XP_016939306.1|DSUZ
OG0004074	LOC6495859|XP_001959722.3|DANA	LOC108010034|XP_016930329.1|DSUZ
OG0004075	LOC6496531|XP_001961083.1|DANA	LOC108019731|XP_016943146.1|DSUZ
OG0004076	LOC6494049|XP_014762609.1|DANA	LOC108019729|XP_016943138.1|DSUZ
OG0004077	LOC6497948|XP_001961779.1|DANA	LOC108011941|XP_016932679.1|DSUZ
OG0004078	LOC6500997|XP_001954323.1|DANA	LOC108014064|XP_016935572.2|DSUZ
OG0004079	LOC6503834|XP_001963686.1|DANA	LOC108021818|XP_016946111.1|DSUZ
OG0004080	LOC6494122|XP_001960925.1|DANA	LOC108018185|XP_016941178.1|DSUZ
OG0004081	LOC6494940|XP_032305938.1|DANA	LOC108009316|XP_016929066.1|DSUZ
OG0004082	LOC26513826|XP_014759736.1|DANA	LOC108008096|XP_016927374.2|DSUZ
OG0004083	LOC26514390|XP_014767280.1|DANA	LOC108015778|XP_016937820.1|DSUZ
OG0004084	LOC6493591|XP_001958056.1|DANA	LOC108010673|XP_036672163.1|DSUZ
OG0004085	LOC6500709|XP_001953767.1|DANA	LOC108015676|XP_016937677.2|DSUZ
OG0004086	LOC6501490|XP_001955356.1|DANA	LOC108020143|XP_036673589.1|DSUZ
OG0004087	LOC6502918|XP_001963590.1|DANA	LOC108004650|XP_016923089.1|DSUZ
OG0004089	LOC6503811|XP_032308509.1|DANA	LOC108004686|XP_036676989.1|DSUZ
OG0004090	LOC6503432|XP_001967468.1|DANA	LOC108017588|XP_036673426.1|DSUZ
OG0004091	LOC6499953|XP_001953567.1|DANA, LOC6499954|XP_001953566.2|DANA	LOC108014162|XP_016935685.1|DSUZ
OG0004092	LOC6504095|XP_001964163.2|DANA	LOC108016899|XP_016939300.1|DSUZ
OG0004094	LOC6493882|XP_001967782.3|DANA	LOC108018943|XP_016942030.1|DSUZ
OG0004095	LOC6501173|XP_001954689.2|DANA	LOC108007249|XP_016926376.2|DSUZ
OG0004096	LOC6501489|XP_001955355.1|DANA	LOC108020158|XP_016943748.1|DSUZ
OG0004097	LOC6507260|XP_001956370.1|DANA	LOC108011256|XP_016931852.2|DSUZ
OG0004098	LOC6499857|XP_001953763.1|DANA	LOC108015682|XP_016937688.2|DSUZ
OG0004099	LOC6498885|XP_032312207.1|DANA	LOC108005934|XP_036674985.1|DSUZ
OG0004100	LOC6501680|XP_001955751.1|DANA	LOC108005921|XP_036675128.1|DSUZ
OG0004101	LOC6501682|XP_001955754.2|DANA	LOC108007314|XP_016926450.2|DSUZ
OG0004102	LOC6501683|XP_032312218.1|DANA	LOC108005925|XP_036675122.1|DSUZ
OG0004103	LOC6499598|XP_001954325.1|DANA	LOC118878100|XP_036675335.1|DSUZ
OG0004104	LOC6501535|XP_032311155.1|DANA	LOC108007800|XP_036674608.1|DSUZ
OG0004105	LOC6493237|XP_001957333.1|DANA	LOC108013774|XP_016935225.1|DSUZ
OG0004106	LOC6493574|XP_001958024.1|DANA	LOC108006890|XP_016925965.2|DSUZ
OG0004107	LOC6493118|XP_001957079.1|DANA	LOC108013603|XP_016935029.1|DSUZ
OG0004108	LOC6494274|XP_001965945.1|DANA	LOC108011494|XP_016932133.2|DSUZ
OG0004109	LOC6503417|XP_001967469.1|DANA	LOC108017589|XP_036673427.1|DSUZ
OG0004110	LOC6493813|XP_001958489.1|DANA	LOC118878966|XP_036677828.1|DSUZ, LOC108007432|XP_016926578.1|DSUZ
OG0004111	LOC6505349|XP_001966890.2|DANA, LOC6499562|XP_032306021.1|DANA	LOC108019977|XP_036674272.1|DSUZ
OG0004112	LOC6501719|XP_001955843.2|DANA	LOC108014078|XP_036675532.1|DSUZ
OG0004113	LOC6503611|XP_001964067.1|DANA	LOC108011229|XP_016931821.1|DSUZ
OG0004114	LOC6504150|XP_001964276.1|DANA	LOC108019069|XP_036675846.1|DSUZ
OG0004115	LOC6503492|XP_001964279.1|DANA	LOC108019066|XP_016942196.1|DSUZ
OG0004116	LOC6499559|XP_001954383.1|DANA	LOC108019983|XP_016943557.2|DSUZ
OG0004117	LOC6500948|XP_001954226.1|DANA	LOC108011394|XP_016932003.2|DSUZ
OG0004118	LOC6494510|XP_001960199.1|DANA	LOC108009190|XP_016928830.1|DSUZ
OG0004119	LOC6499553|XP_001954395.1|DANA	LOC108018590|XP_016941638.2|DSUZ
OG0004120	LOC6494371|XP_032312338.1|DANA	LOC108006433|XP_016925445.2|DSUZ
OG0004121	LOC6502809|XP_001956210.2|DANA	LOC118877274|XP_036671077.1|DSUZ
OG0004122	LOC6507401|XP_001956084.1|DANA	LOC108004913|XP_016923488.1|DSUZ
OG0004123	LOC6500593|XP_032305641.1|DANA	LOC118877993|XP_036674831.1|DSUZ, LOC108014871|XP_036672560.1|DSUZ
OG0004124	LOC6503566|XP_032308691.1|DANA	LOC108005134|XP_036676977.1|DSUZ
OG0004125	LOC6505882|XP_032305510.1|DANA	LOC108019308|XP_016942617.1|DSUZ
OG0004126	LOC6505639|XP_032305507.1|DANA	LOC108019299|XP_036675331.1|DSUZ
OG0004127	LOC6498538|XP_001963023.1|DANA	LOC108021165|XP_016945236.1|DSUZ, LOC108010872|XP_016931342.1|DSUZ
OG0004128	LOC6499960|XP_001953555.1|DANA	LOC108012046|XP_036675499.1|DSUZ, LOC108012048|XP_016932817.1|DSUZ
OG0004129	LOC6495943|XP_001959900.1|DANA	LOC108009373|XP_016929166.1|DSUZ
OG0004130	LOC6503164|XP_032308945.1|DANA	LOC108015841|XP_036675779.1|DSUZ
OG0004131	LOC6498954|XP_001955613.1|DANA	LOC108014804|XP_036673550.1|DSUZ
OG0004132	LOC6506893|XP_001957047.1|DANA	LOC108007107|XP_036671564.1|DSUZ
OG0004133	LOC6498308|XP_001962506.1|DANA	LOC108021247|XP_016945349.1|DSUZ
OG0004134	LOC6501364|XP_001955082.2|DANA	LOC108006630|XP_036673211.1|DSUZ
OG0004135	LOC6500428|XP_032305672.1|DANA	LOC108014325|XP_036674777.1|DSUZ, LOC108006127|XP_036672500.1|DSUZ
OG0004136	LOC6500932|XP_001954195.1|DANA	LOC108016363|XP_016938485.2|DSUZ, LOC118878075|XP_036675202.1|DSUZ
OG0004137	LOC6494163|XP_001960842.1|DANA	LOC108008807|XP_016928201.1|DSUZ
OG0004138	LOC6493390|XP_001957657.1|DANA	LOC108005630|XP_016924430.2|DSUZ
OG0004139	LOC6502594|XP_032307960.1|DANA	LOC108019097|XP_016942279.1|DSUZ
OG0004140	LOC6503659|XP_001963984.1|DANA	LOC108016635|XP_016938821.1|DSUZ
OG0004141	LOC6495118|XP_032306510.1|DANA	LOC108009696|XP_016929743.1|DSUZ
OG0004142	LOC6503577|XP_001964125.1|DANA	LOC108005167|XP_016923831.1|DSUZ
OG0004143	LOC6499831|XP_001953821.1|DANA	LOC108018671|XP_036672665.1|DSUZ, LOC118878658|XP_036677593.1|DSUZ
OG0004144	LOC6498528|XP_001963003.1|DANA	LOC108021608|XP_016945897.1|DSUZ
OG0004145	LOC6493741|XP_001958348.1|DANA	LOC108013199|XP_016934397.1|DSUZ
OG0004146	LOC6499269|XP_014765995.1|DANA	LOC108014582|XP_016936231.2|DSUZ
OG0004147	LOC6498536|XP_001963018.1|DANA	LOC108021412|XP_016945612.1|DSUZ
OG0004148	LOC6499902|XP_014766274.2|DANA	LOC108008055|XP_036672771.1|DSUZ
OG0004149	LOC6500590|XP_001953529.1|DANA	LOC108016359|XP_036672767.1|DSUZ, LOC118878050|XP_036675116.1|DSUZ
OG0004150	LOC6500620|XP_001953583.1|DANA	LOC108004905|XP_016923479.2|DSUZ
OG0004151	LOC6505624|XP_001964580.1|DANA	LOC108010848|XP_016931309.2|DSUZ
OG0004152	LOC6500037|XP_032305727.1|DANA	LOC108016263|XP_036675172.1|DSUZ
OG0004153	LOC6495399|XP_001958760.1|DANA	LOC108009545|XP_016929476.1|DSUZ
OG0004154	LOC6506910|XP_001957012.1|DANA	LOC108014335|XP_016935902.1|DSUZ
OG0004155	LOC6499275|XP_001954977.1|DANA	LOC108014583|XP_016936232.2|DSUZ
OG0004156	LOC6499947|XP_032308825.1|DANA, LOC116655271|XP_032308778.1|DANA, LOC116655290|XP_032308802.1|DANA, LOC116655284|XP_032308794.1|DANA, LOC6499949|XP_032308769.1|DANA	LOC108014156|XP_036674026.1|DSUZ
OG0004157	LOC6498750|XP_001967275.2|DANA	LOC108015288|XP_016937150.1|DSUZ
OG0004158	LOC6507056|XP_032310673.1|DANA	LOC108012587|XP_016933493.1|DSUZ
OG0004159	LOC6500342|XP_001953008.1|DANA	LOC108007939|XP_016927199.1|DSUZ
