Orthogroup	DANA.longest_only	BCOP.longest_only
OG0003647	LOC6506380|XP_001957988.1|DANA	LOC119073352|XP_037034645.1|BCOP
OG0003648	LOC6504210|XP_001965150.1|DANA	LOC119073743|XP_037035296.1|BCOP
OG0003649	LOC6499894|XP_001953682.1|DANA	LOC119080788|XP_037045253.1|BCOP
OG0003650	LOC6504903|XP_001966560.1|DANA	LOC119083466|XP_037049083.1|BCOP, LOC119079713|XP_037043665.1|BCOP
OG0003651	LOC6499003|XP_001955530.1|DANA	LOC119081815|XP_037046945.1|BCOP
OG0003652	LOC6507738|XP_001956245.1|DANA	LOC119073669|XP_037035169.1|BCOP
OG0003653	LOC6493713|XP_001958290.1|DANA	LOC119080413|XP_037044647.1|BCOP
OG0003654	LOC6492976|XP_001956777.1|DANA	LOC119076601|XP_037039351.1|BCOP
OG0003655	LOC6498435|XP_001962814.1|DANA	LOC119079516|XP_037043373.1|BCOP
OG0003656	LOC6506209|XP_032309866.1|DANA	LOC119076597|XP_037039345.1|BCOP
OG0003657	LOC6493482|XP_001957843.1|DANA	LOC119081395|XP_037046176.1|BCOP
OG0003658	LOC6499333|XP_001954849.1|DANA	LOC119079349|XP_037043073.1|BCOP
OG0003659	LOC6493699|XP_014764497.1|DANA, LOC6493698|XP_001958259.1|DANA	LOC119073810|XP_037035478.1|BCOP
OG0003660	LOC6507385|XP_014765199.1|DANA	LOC119081333|XP_037046018.1|BCOP
OG0003661	LOC6493120|XP_032310574.1|DANA	LOC119074159|XP_037036058.1|BCOP
OG0003662	LOC6493048|XP_001956950.1|DANA	LOC119080799|XP_037045265.1|BCOP
OG0003663	LOC6506632|XP_032310700.1|DANA	LOC119077997|XP_037041272.1|BCOP
OG0003664	LOC6493310|XP_014764324.1|DANA	LOC119080423|XP_037044665.1|BCOP
OG0003665	LOC6495637|XP_001959271.1|DANA	LOC119073363|XP_037034665.1|BCOP
OG0003666	LOC6493934|XP_032311499.1|DANA	LOC119079414|XP_037043211.1|BCOP
OG0003667	LOC6492999|XP_032310813.1|DANA	LOC119081606|XP_037046537.1|BCOP
OG0003668	LOC6504183|XP_032311493.1|DANA	LOC119073256|XP_037034525.1|BCOP
OG0003669	LOC6493952|XP_001961258.1|DANA	LOC119067289|XP_037026073.1|BCOP
OG0003670	LOC6496611|XP_001961257.1|DANA	LOC119079273|XP_037042950.1|BCOP
OG0003672	LOC6500217|XP_001953003.1|DANA	LOC119077932|XP_037041209.1|BCOP
OG0003673	LOC6495170|XP_014763183.1|DANA	LOC119073947|XP_037035717.1|BCOP
OG0003674	LOC6494149|XP_032306138.1|DANA	LOC119074503|XP_037036553.1|BCOP
OG0003675	LOC6496491|XP_001961006.1|DANA	LOC119079691|XP_037043647.1|BCOP
OG0003676	LOC6494087|XP_032305947.1|DANA	LOC119073373|XP_037034691.1|BCOP
OG0003678	LOC6507042|XP_001956767.3|DANA	LOC119079996|XP_037044058.1|BCOP
OG0003679	LOC6492967|XP_001956762.1|DANA	LOC119083354|XP_037048962.1|BCOP, LOC119075045|XP_037037335.1|BCOP
OG0003680	LOC6494539|XP_001960141.1|DANA	LOC119083652|XP_037049323.1|BCOP
OG0003681	LOC6494364|XP_001960455.1|DANA	LOC119083721|XP_037049412.1|BCOP
OG0003682	LOC6500735|XP_001953814.1|DANA	LOC119080875|XP_037045345.1|BCOP
OG0003683	LOC6494840|XP_001959567.2|DANA	LOC119084824|XP_037050799.1|BCOP
OG0003684	LOC6507293|XP_001956299.1|DANA	LOC119075195|XP_037037484.1|BCOP
OG0003685	LOC6493018|XP_014764189.2|DANA	LOC119080833|XP_037045283.1|BCOP
OG0003686	LOC6494435|XP_001960317.1|DANA	LOC119081655|XP_037046632.1|BCOP
OG0003687	LOC6494529|XP_001960166.1|DANA	LOC119074022|XP_037035855.1|BCOP
OG0003688	LOC6494767|XP_001959709.1|DANA	LOC119074038|XP_037035879.1|BCOP
OG0003689	LOC6506092|XP_001958572.1|DANA	LOC119076968|XP_037039955.1|BCOP, LOC119080026|XP_037044103.1|BCOP
OG0003690	LOC6507865|XP_001956488.1|DANA	LOC119073354|XP_037034647.1|BCOP
OG0003691	LOC6493241|XP_001957340.1|DANA	LOC119079332|XP_037043035.1|BCOP
OG0003692	LOC6496517|XP_001961054.1|DANA	LOC119079336|XP_037043058.1|BCOP
OG0003693	LOC6493438|XP_001957749.1|DANA	LOC119080195|XP_037044330.1|BCOP
OG0003694	LOC6507021|XP_001956807.1|DANA	LOC119074937|XP_037037224.1|BCOP, LOC119081065|XP_037045676.1|BCOP
OG0003695	LOC6506941|XP_001956943.1|DANA	LOC119081127|XP_037045766.1|BCOP
OG0003696	LOC6495955|XP_001959928.1|DANA	LOC119078188|XP_037041557.1|BCOP
OG0003697	LOC6495626|XP_014763381.1|DANA	LOC119079885|XP_037043861.1|BCOP
OG0003698	LOC6507286|XP_014765136.1|DANA	LOC119073238|XP_037034448.1|BCOP
OG0003699	LOC6496465|XP_014763845.1|DANA	LOC119081643|XP_037046617.1|BCOP
OG0003700	LOC6496183|XP_001960391.1|DANA	LOC119081646|XP_037046625.1|BCOP
OG0003701	LOC6497397|XP_001962167.2|DANA	LOC119074807|XP_037036986.1|BCOP
OG0003702	LOC6507224|XP_001956440.1|DANA	LOC119067833|XP_037026902.1|BCOP
OG0003703	LOC6506906|XP_001957024.1|DANA	LOC119080867|XP_037045340.1|BCOP
OG0003704	LOC6506943|XP_001956941.1|DANA	LOC119080855|XP_037045324.1|BCOP
OG0003705	LOC6496494|XP_032306200.1|DANA	LOC119081343|XP_037046043.1|BCOP
OG0003706	LOC6493315|XP_001957508.1|DANA	LOC119079568|XP_037043443.1|BCOP, LOC119079567|XP_037043442.1|BCOP, LOC119073576|XP_037035036.1|BCOP
OG0003707	LOC6507079|XP_014765057.1|DANA	LOC119069576|XP_037029559.1|BCOP
OG0003708	LOC6493190|XP_001957231.1|DANA	LOC119073819|XP_037035491.1|BCOP
OG0003709	LOC6495775|XP_001959546.1|DANA	LOC119080731|XP_037045166.1|BCOP
OG0003710	LOC6494855|XP_001959547.1|DANA	LOC119079743|XP_037043707.1|BCOP
OG0003711	LOC6506346|XP_001958061.1|DANA	LOC119079357|XP_037043097.1|BCOP
OG0003712	LOC6496345|XP_001960734.1|DANA	LOC119081351|XP_037046091.1|BCOP
OG0003713	LOC6495038|XP_001959192.1|DANA	LOC119081353|XP_037046094.1|BCOP
OG0003714	LOC6495607|XP_001959191.1|DANA	LOC119073529|XP_037034963.1|BCOP
OG0003715	LOC6493160|XP_001957169.1|DANA	LOC119080646|XP_037044954.1|BCOP
OG0003716	LOC6506697|XP_001957398.1|DANA	LOC119077481|XP_037040589.1|BCOP
OG0003717	LOC6493379|XP_001957641.1|DANA	LOC119079521|XP_037043388.1|BCOP
OG0003718	LOC6507728|XP_001956230.1|DANA	LOC119075088|XP_037037377.1|BCOP
OG0003720	LOC6504511|XP_001967048.2|DANA	LOC119066294|XP_037024564.1|BCOP, LOC119070174|XP_037030378.1|BCOP
OG0003721	LOC6494765|XP_001959717.1|DANA	LOC119080782|XP_037045246.1|BCOP
OG0003722	LOC6493522|XP_001957919.2|DANA	LOC119073049|XP_037034258.1|BCOP
OG0003723	LOC6507761|XP_001956295.1|DANA	LOC119074826|XP_037037015.1|BCOP
OG0003724	LOC6493323|XP_001957525.2|DANA	LOC119077488|XP_037040596.1|BCOP
OG0003725	LOC6493301|XP_032310104.1|DANA	LOC119081058|XP_037045668.1|BCOP
OG0003726	LOC6493336|XP_001957546.1|DANA	LOC119079899|XP_037043883.1|BCOP
OG0003727	LOC6493156|XP_001957164.2|DANA	LOC119084899|XP_037050947.1|BCOP
OG0003728	LOC6505698|XP_001964435.1|DANA	LOC119074444|XP_037036471.1|BCOP
OG0003729	LOC6507589|XP_032310255.1|DANA	LOC119080660|XP_037044975.1|BCOP
OG0003730	LOC6493110|XP_032310182.1|DANA	LOC119079308|XP_037042994.1|BCOP
OG0003731	LOC6507681|XP_001956136.1|DANA	LOC119080257|XP_037044402.1|BCOP
OG0003732	LOC6493495|XP_001957863.1|DANA	LOC119079946|XP_037043951.1|BCOP
OG0003733	LOC6492936|XP_032309812.1|DANA	LOC119079956|XP_037043962.1|BCOP
OG0003734	LOC6507387|XP_001956108.1|DANA	LOC119079937|XP_037043936.1|BCOP
OG0003735	LOC6494914|XP_001959431.1|DANA	LOC119074081|XP_037035929.1|BCOP
OG0003736	LOC6495786|XP_001959579.1|DANA	LOC119074127|XP_037036004.1|BCOP
OG0003737	LOC6495868|XP_001959750.2|DANA	LOC119069794|XP_037029835.1|BCOP
OG0003738	LOC6496377|XP_001960790.1|DANA	LOC119074497|XP_037036544.1|BCOP
OG0003739	LOC6494066|XP_001961043.1|DANA	LOC119075777|XP_037038232.1|BCOP
OG0003740	LOC6496512|XP_001961049.1|DANA	LOC119079328|XP_037043019.1|BCOP
OG0003741	LOC6507090|XP_001956686.1|DANA	LOC119079954|XP_037043960.1|BCOP
OG0003742	LOC6506292|XP_001958187.1|DANA	LOC119080759|XP_037045214.1|BCOP
OG0003743	LOC6496489|XP_032305950.1|DANA	LOC119079327|XP_037043018.1|BCOP
OG0003744	LOC6496511|XP_001961047.1|DANA	LOC119080174|XP_037044294.1|BCOP
OG0003745	LOC6495362|XP_001958667.1|DANA	LOC119081838|XP_037046973.1|BCOP
OG0003746	LOC6495069|XP_032306220.1|DANA	LOC119074496|XP_037036543.1|BCOP
OG0003747	LOC6507444|XP_001956004.1|DANA	LOC119075077|XP_037037369.1|BCOP
OG0003748	LOC6507616|XP_001956006.2|DANA	LOC119075213|XP_037037498.1|BCOP
OG0003749	LOC6507443|XP_001956009.1|DANA	LOC119075200|XP_037037492.1|BCOP
OG0003750	LOC6507617|XP_001956007.1|DANA	LOC119075224|XP_037037510.1|BCOP
OG0003751	LOC6507619|XP_001956010.2|DANA	LOC119080838|XP_037045293.1|BCOP
OG0003752	LOC6493361|XP_032309706.1|DANA	LOC119081211|XP_037045826.1|BCOP
OG0003753	LOC6493754|XP_001958376.1|DANA	LOC119084971|XP_037051018.1|BCOP
OG0003754	LOC6493755|XP_001958378.1|DANA	LOC119081210|XP_037045825.1|BCOP
OG0003755	LOC6493359|XP_001957594.2|DANA	LOC119080702|XP_037045056.1|BCOP
OG0003756	LOC6501741|XP_001967137.2|DANA	LOC119073981|XP_037035786.1|BCOP
OG0003757	LOC6494398|XP_001960403.1|DANA	LOC119079616|XP_037043507.1|BCOP
OG0003758	LOC6494978|XP_014763094.1|DANA	LOC119083608|XP_037049242.1|BCOP
OG0003759	LOC6506968|XP_001956904.2|DANA	LOC119073249|XP_037034492.1|BCOP
OG0003760	LOC6496078|XP_032307154.1|DANA	LOC119081043|XP_037045643.1|BCOP
OG0003761	LOC6506960|XP_001956916.1|DANA	LOC119073258|XP_037034526.1|BCOP
OG0003762	LOC6506961|XP_001956914.1|DANA	LOC119080427|XP_037044674.1|BCOP
OG0003763	LOC6506158|XP_014764646.2|DANA	LOC119085718|XP_037052065.1|BCOP
OG0003764	LOC6506155|XP_032309670.1|DANA	LOC119073807|XP_037035467.1|BCOP
OG0003765	LOC6497086|XP_001962787.1|DANA	LOC119083718|XP_037049410.1|BCOP
OG0003766	LOC6503060|XP_001963347.1|DANA	LOC119066567|XP_037025009.1|BCOP, LOC119066702|XP_037025195.1|BCOP
OG0003767	LOC6505282|XP_001964826.1|DANA	LOC119067110|XP_037025772.1|BCOP
OG0003768	LOC6495394|XP_032306623.1|DANA	LOC119073375|XP_037034694.1|BCOP
OG0003769	LOC6495392|XP_001958741.1|DANA	LOC119079481|XP_037043320.1|BCOP
OG0003770	LOC6503326|XP_032311971.1|DANA	LOC119079467|XP_037043292.1|BCOP
OG0003771	LOC6507326|XP_001956242.1|DANA	LOC119076409|XP_037039041.1|BCOP
OG0003772	LOC6506225|XP_001958312.1|DANA	LOC119080516|XP_037044820.1|BCOP
OG0003773	LOC6496403|XP_001960840.1|DANA	LOC119074008|XP_037035836.1|BCOP
OG0003774	LOC6494434|XP_001960318.2|DANA	LOC119073936|XP_037035702.1|BCOP
OG0003775	LOC6502981|XP_032308889.1|DANA	LOC119081406|XP_037046195.1|BCOP
OG0003776	LOC6495991|XP_001959994.1|DANA	LOC119073884|XP_037035660.1|BCOP
OG0003777	LOC6494079|XP_001961017.1|DANA	LOC119073634|XP_037035122.1|BCOP, LOC119075462|XP_037037801.1|BCOP
OG0003778	LOC6495246|XP_032306005.1|DANA	LOC119073640|XP_037035128.1|BCOP, LOC119072196|XP_037033263.1|BCOP, LOC119079682|XP_037043634.1|BCOP, LOC119083988|XP_037049696.1|BCOP
OG0003779	LOC6495039|XP_001959187.1|DANA	LOC119080590|XP_037044878.1|BCOP
OG0003780	LOC6494648|XP_001959938.1|DANA	LOC119074594|XP_037036731.1|BCOP
OG0003781	LOC6505454|XP_032311737.1|DANA	LOC119080944|XP_037045467.1|BCOP
OG0003782	LOC6504678|XP_032309013.1|DANA	LOC119076436|XP_037039081.1|BCOP
OG0003783	LOC6501466|XP_001955309.1|DANA	LOC119070338|XP_037030521.1|BCOP, LOC119079028|XP_037042704.1|BCOP
OG0003784	LOC6495557|XP_001959100.1|DANA	LOC119073399|XP_037034724.1|BCOP
OG0003785	LOC6493888|XP_014762450.1|DANA	LOC119073553|XP_037035004.1|BCOP
OG0003786	LOC6495625|XP_032306336.1|DANA	LOC119083385|XP_037048994.1|BCOP, LOC119082163|XP_037047466.1|BCOP
OG0003787	LOC6494996|XP_001959250.1|DANA	LOC119083217|XP_037048779.1|BCOP, LOC119082177|XP_037047486.1|BCOP, LOC119083383|XP_037048991.1|BCOP
OG0003788	LOC6494904|XP_001959456.1|DANA	LOC119084812|XP_037050779.1|BCOP
OG0003789	LOC6494562|XP_014762849.1|DANA	LOC119079981|XP_037044027.1|BCOP
OG0003790	LOC6493442|XP_001957761.2|DANA	LOC119081478|XP_037046371.1|BCOP
OG0003791	LOC6499449|XP_001954619.2|DANA	LOC119073072|XP_037034274.1|BCOP, LOC119082164|XP_037047467.1|BCOP
OG0003792	LOC6496076|XP_001960169.1|DANA	LOC119085213|XP_037051419.1|BCOP
OG0003793	LOC6496188|XP_001960405.1|DANA	LOC119080053|XP_037044154.1|BCOP
OG0003794	LOC6494758|XP_001959727.1|DANA	LOC119084547|XP_037050455.1|BCOP, LOC119083961|XP_037049663.1|BCOP, LOC119082953|XP_037048496.1|BCOP
OG0003795	LOC26514008|XP_001956389.1|DANA	LOC119073496|XP_037034902.1|BCOP
OG0003796	LOC6505520|XP_001964773.1|DANA	LOC119084951|XP_037050991.1|BCOP
OG0003797	LOC6497702|XP_001961534.1|DANA	LOC119070823|XP_037031218.1|BCOP
OG0003798	LOC6495319|XP_001958637.1|DANA	LOC119073279|XP_037034557.1|BCOP
OG0003799	LOC6496094|XP_001960211.3|DANA	LOC119073272|XP_037034550.1|BCOP
OG0003800	LOC6497703|XP_001961528.1|DANA	LOC119070805|XP_037031180.1|BCOP
OG0003801	LOC6497268|XP_014761601.1|DANA	LOC119083153|XP_037048694.1|BCOP
OG0003802	LOC6498263|XP_001962422.1|DANA	LOC119075293|XP_037037600.1|BCOP
OG0003803	LOC6506008|XP_001964771.1|DANA	LOC119066948|XP_037025563.1|BCOP
OG0003804	LOC6497822|XP_001961520.2|DANA	LOC119066039|XP_037024152.1|BCOP
OG0003805	LOC6497860|XP_001961585.2|DANA	LOC119085180|XP_037051383.1|BCOP
OG0003806	LOC6499006|XP_014760133.1|DANA	LOC119070911|XP_037031336.1|BCOP
OG0003807	LOC6497118|XP_032311272.1|DANA	LOC119077159|XP_037040244.1|BCOP
OG0003808	LOC6494363|XP_032306685.1|DANA, LOC6506533|XP_014764804.2|DANA	LOC119084845|XP_037050847.1|BCOP
OG0003809	LOC6498070|XP_001962016.1|DANA	LOC119074006|XP_037035835.1|BCOP
OG0003810	LOC6496468|XP_001960965.1|DANA	LOC119076188|XP_037038755.1|BCOP
OG0003811	LOC6495192|XP_032307078.1|DANA	LOC119070969|XP_037031436.1|BCOP
OG0003812	LOC6503404|XP_032311389.1|DANA	LOC119074140|XP_037036031.1|BCOP, LOC119066325|XP_037024612.1|BCOP
OG0003813	LOC6496981|XP_001963002.1|DANA	LOC119070915|XP_037031344.1|BCOP
OG0003814	LOC6497027|XP_001962901.1|DANA	LOC119066746|XP_037025266.1|BCOP
OG0003815	LOC6501110|XP_032305881.1|DANA	LOC119066366|XP_037024680.1|BCOP
OG0003816	LOC6497070|XP_001962812.2|DANA	LOC119070892|XP_037031312.1|BCOP
OG0003817	LOC6504664|XP_001964879.1|DANA	LOC119070797|XP_037031173.1|BCOP
OG0003818	LOC6503375|XP_001965343.1|DANA	LOC119077006|XP_037040011.1|BCOP
OG0003819	LOC6507274|XP_001965340.1|DANA	LOC119077017|XP_037040024.1|BCOP
OG0003820	LOC6499374|XP_001954762.1|DANA	LOC119073506|XP_037034917.1|BCOP
OG0003821	LOC6496344|XP_032306565.1|DANA	LOC119081767|XP_037046856.1|BCOP
OG0003822	LOC6497344|XP_001962280.1|DANA	LOC119078871|XP_037042481.1|BCOP
OG0003823	LOC6498674|XP_001963296.1|DANA	LOC119066744|XP_037025262.1|BCOP
OG0003824	LOC6497075|XP_001962803.1|DANA	LOC119085885|XP_037052296.1|BCOP
OG0003825	LOC6497193|XP_001962581.1|DANA	LOC119077097|XP_037040149.1|BCOP
OG0003826	LOC6498323|XP_001962543.1|DANA	LOC119081923|XP_037047071.1|BCOP
OG0003827	LOC6505389|XP_001964875.1|DANA	LOC119081936|XP_037047087.1|BCOP
OG0003828	LOC6505399|XP_001964877.1|DANA	LOC119081938|XP_037047089.1|BCOP
OG0003829	LOC6498407|XP_001962736.1|DANA	LOC119081939|XP_037047095.1|BCOP
OG0003830	LOC6497148|XP_001962664.2|DANA	LOC119076988|XP_037039988.1|BCOP
OG0003831	LOC6499744|XP_001954015.1|DANA	LOC119069427|XP_037029378.1|BCOP
OG0003832	LOC6498234|XP_001962357.1|DANA	LOC119075662|XP_037038066.1|BCOP
OG0003833	LOC6497303|XP_032307723.1|DANA	LOC119077002|XP_037040005.1|BCOP
OG0003834	LOC6497297|XP_001962373.1|DANA	LOC119066264|XP_037024513.1|BCOP
OG0003835	LOC6497795|XP_014761824.1|DANA	LOC119079855|XP_037043820.1|BCOP
OG0003836	LOC6498031|XP_001961931.2|DANA	LOC119084582|XP_037050527.1|BCOP
OG0003837	LOC6497511|XP_001961933.1|DANA	LOC119084583|XP_037050528.1|BCOP
OG0003838	LOC6498056|XP_001961982.1|DANA	LOC119072928|XP_037034143.1|BCOP, LOC119072907|XP_037034123.1|BCOP
OG0003839	LOC6504334|XP_032311162.1|DANA	LOC119066643|XP_037025105.1|BCOP
OG0003840	LOC6496490|XP_001961004.1|DANA	LOC119078711|XP_037042278.1|BCOP
OG0003841	LOC6503306|XP_001967580.1|DANA	LOC119083200|XP_037048756.1|BCOP
OG0003842	LOC6498646|XP_001963233.1|DANA	LOC119083135|XP_037048668.1|BCOP
OG0003843	LOC6498418|XP_001962765.1|DANA	LOC119082088|XP_037047346.1|BCOP
OG0003844	LOC6504335|XP_014760430.1|DANA	LOC119082006|XP_037047217.1|BCOP
OG0003845	LOC6497166|XP_032311349.1|DANA	LOC119072737|XP_037033908.1|BCOP
OG0003846	LOC6505435|XP_014760497.1|DANA	LOC119078472|XP_037041921.1|BCOP
OG0003847	LOC6505342|XP_014760475.1|DANA	LOC119078479|XP_037041930.1|BCOP
OG0003848	LOC6499913|XP_001953645.3|DANA	LOC119072784|XP_037033968.1|BCOP
OG0003849	LOC6496602|XP_001961230.1|DANA	LOC119081835|XP_037046969.1|BCOP
OG0003850	LOC6498411|XP_032311133.1|DANA	LOC119076253|XP_037038815.1|BCOP
OG0003851	LOC6495040|XP_001959185.1|DANA	LOC119081564|XP_037046491.1|BCOP
OG0003852	LOC6498109|XP_001962094.2|DANA	LOC119084700|XP_037050672.1|BCOP
OG0003853	LOC6496171|XP_014763646.1|DANA	LOC119073824|XP_037035505.1|BCOP
OG0003854	LOC6498171|XP_001962227.1|DANA	LOC119078665|XP_037042211.1|BCOP
OG0003855	LOC6498170|XP_001962226.3|DANA	LOC119078666|XP_037042213.1|BCOP
OG0003856	LOC6497060|XP_032311295.1|DANA	LOC119078675|XP_037042229.1|BCOP
OG0003857	LOC6504393|XP_001964966.1|DANA	LOC119066697|XP_037025190.1|BCOP
OG0003858	LOC6502906|XP_032311795.1|DANA	LOC119082648|XP_037048123.1|BCOP
OG0003859	LOC6507285|XP_001965344.1|DANA	LOC119082614|XP_037048066.1|BCOP
OG0003860	LOC6502519|XP_014763917.1|DANA	LOC119074096|XP_037035952.1|BCOP
OG0003861	LOC6496724|XP_001967334.1|DANA	LOC119073809|XP_037035477.1|BCOP
OG0003862	LOC6497328|XP_014761648.1|DANA	LOC119083139|XP_037048674.1|BCOP
OG0003863	LOC6505366|XP_032311167.1|DANA	LOC119071459|XP_037032206.1|BCOP
OG0003864	LOC6504729|XP_001964858.1|DANA	LOC119083293|XP_037048880.1|BCOP
OG0003865	LOC6499570|XP_001954361.1|DANA	LOC119077875|XP_037041123.1|BCOP
OG0003866	LOC6497158|XP_001962651.1|DANA	LOC119082061|XP_037047290.1|BCOP
OG0003867	LOC26514973|XP_014760160.1|DANA	LOC119084675|XP_037050648.1|BCOP
OG0003868	LOC6498573|XP_001963095.1|DANA	LOC119082757|XP_037048237.1|BCOP
OG0003869	LOC6497010|XP_001962932.1|DANA	LOC119078531|XP_037041992.1|BCOP
OG0003870	LOC6497659|XP_001961619.3|DANA	LOC119085311|XP_037051573.1|BCOP
OG0003871	LOC6498484|XP_001962920.2|DANA	LOC119075698|XP_037038120.1|BCOP
OG0003872	LOC6494210|XP_001960745.2|DANA	LOC119071270|XP_037032030.1|BCOP
OG0003873	LOC6497969|XP_001961817.1|DANA	LOC119082605|XP_037048062.1|BCOP
OG0003874	LOC6498374|XP_032311006.1|DANA	LOC119077850|XP_037041071.1|BCOP
OG0003875	LOC6496962|XP_032311352.1|DANA	LOC119072830|XP_037034031.1|BCOP
OG0003876	LOC6496864|XP_001963250.1|DANA	LOC119070954|XP_037031405.1|BCOP
OG0003877	LOC6497789|XP_001961455.1|DANA	LOC119066446|XP_037024840.1|BCOP
OG0003878	LOC6503372|XP_014760384.1|DANA	LOC119078449|XP_037041872.1|BCOP
OG0003879	LOC6507552|XP_001955903.1|DANA	LOC119079705|XP_037043659.1|BCOP
OG0003880	LOC6506451|XP_001957856.1|DANA	LOC119073539|XP_037034981.1|BCOP
OG0003881	LOC6495836|XP_001959682.1|DANA	LOC119081656|XP_037046633.1|BCOP
OG0003882	LOC6493894|XP_014762453.1|DANA	LOC119075791|XP_037038257.1|BCOP
OG0003883	LOC6503668|XP_001963966.1|DANA	LOC119076747|XP_037039591.1|BCOP
OG0003884	LOC6497084|XP_001962790.1|DANA	LOC119066364|XP_037024678.1|BCOP
OG0003885	LOC6496998|XP_001962960.1|DANA	LOC119072088|XP_037033142.1|BCOP
OG0003886	LOC6498504|XP_001962961.2|DANA	LOC119072077|XP_037033123.1|BCOP
OG0003887	LOC6503289|XP_001967578.3|DANA	LOC119083203|XP_037048763.1|BCOP
OG0003888	LOC6501630|XP_001955640.1|DANA	LOC119070293|XP_037030453.1|BCOP
OG0003889	LOC6497551|XP_001961840.1|DANA	LOC119075609|XP_037037980.1|BCOP
OG0003890	LOC6506842|XP_001957136.1|DANA	LOC119083156|XP_037048697.1|BCOP
OG0003891	LOC6497088|XP_001962784.1|DANA	LOC119066284|XP_037024547.1|BCOP
OG0003892	LOC6507463|XP_001955962.1|DANA	LOC119076980|XP_037039977.1|BCOP
OG0003893	LOC6498438|XP_001962822.1|DANA	LOC119066376|XP_037024697.1|BCOP
OG0003894	LOC6498597|XP_001963131.1|DANA	LOC119072761|XP_037033951.1|BCOP
OG0003895	LOC6495578|XP_001959134.1|DANA	LOC119081612|XP_037046552.1|BCOP
OG0003896	LOC6495067|XP_001959137.1|DANA	LOC119081416|XP_037046209.1|BCOP
OG0003897	LOC6494647|XP_001959940.1|DANA	LOC119084549|XP_037050459.1|BCOP
OG0003898	LOC6498018|XP_001961902.1|DANA	LOC119068891|XP_037028653.1|BCOP
OG0003899	LOC6503358|XP_001965366.1|DANA	LOC119078495|XP_037041941.1|BCOP
OG0003900	LOC6503785|XP_001965247.2|DANA	LOC119070741|XP_037031100.1|BCOP
OG0003901	LOC6505557|XP_001964965.1|DANA	LOC119070884|XP_037031301.1|BCOP
OG0003902	LOC6503458|XP_001965313.1|DANA	LOC119070880|XP_037031294.1|BCOP
OG0003903	LOC6497051|XP_001962847.1|DANA	LOC119078704|XP_037042267.1|BCOP
OG0003904	LOC6498451|XP_001962848.1|DANA	LOC119078703|XP_037042266.1|BCOP
OG0003905	LOC6501542|XP_001955449.1|DANA	LOC119072246|XP_037033321.1|BCOP
OG0003906	LOC6494518|XP_001960189.1|DANA	LOC119079653|XP_037043592.1|BCOP
OG0003907	LOC6497892|XP_001961660.1|DANA	LOC119076982|XP_037039980.1|BCOP
OG0003908	LOC6497893|XP_001961661.1|DANA	LOC119066273|XP_037024526.1|BCOP
OG0003909	LOC6495285|XP_032306358.1|DANA	LOC119081424|XP_037046233.1|BCOP
OG0003910	LOC6500073|XP_001953272.1|DANA	LOC119081452|XP_037046286.1|BCOP, LOC119085123|XP_037051283.1|BCOP
OG0003911	LOC6506159|XP_001965123.1|DANA	LOC119078557|XP_037042020.1|BCOP
OG0003912	LOC6496704|XP_001967347.1|DANA	LOC119080018|XP_037044091.1|BCOP
OG0003913	LOC6504365|XP_032310985.1|DANA	LOC119085142|XP_037051316.1|BCOP
OG0003914	LOC6497053|XP_001962844.1|DANA	LOC119068025|XP_037027282.1|BCOP
OG0003915	LOC6503066|XP_032308938.1|DANA	LOC119078017|XP_037041303.1|BCOP
OG0003916	LOC6498140|XP_001962160.1|DANA	LOC119074708|XP_037036890.1|BCOP
OG0003917	LOC6497220|XP_001962533.3|DANA	LOC119080230|XP_037044371.1|BCOP
OG0003918	LOC6497950|XP_001961783.1|DANA	LOC119067285|XP_037026065.1|BCOP
OG0003919	LOC6503309|XP_032309225.1|DANA	LOC119076379|XP_037038992.1|BCOP
OG0003920	LOC6495851|XP_001959710.1|DANA	LOC119079597|XP_037043486.1|BCOP
OG0003921	LOC6497376|XP_001962211.2|DANA	LOC119085177|XP_037051380.1|BCOP
OG0003922	LOC6498446|XP_001962834.2|DANA	LOC119085206|XP_037051412.1|BCOP
OG0003923	LOC6506026|XP_001966650.1|DANA	LOC119080498|XP_037044792.1|BCOP
OG0003924	LOC6496520|XP_001961060.1|DANA	LOC119068735|XP_037028327.1|BCOP
OG0003925	LOC6498516|XP_032310932.1|DANA	LOC119077072|XP_037040110.1|BCOP
OG0003926	LOC6496986|XP_001962992.1|DANA	LOC119072550|XP_037033681.1|BCOP
OG0003927	LOC6497430|XP_001962097.1|DANA	LOC119085160|XP_037051350.1|BCOP
OG0003928	LOC6498340|XP_032307749.1|DANA	LOC119085411|XP_037051715.1|BCOP
OG0003929	LOC6497056|XP_001962840.2|DANA	LOC119076323|XP_037038890.1|BCOP
OG0003930	LOC6498246|XP_001962388.1|DANA	LOC119077022|XP_037040033.1|BCOP
OG0003931	LOC6497279|XP_014761610.1|DANA	LOC119084097|XP_037049833.1|BCOP
OG0003932	LOC6495571|XP_014763357.1|DANA	LOC119083649|XP_037049317.1|BCOP
OG0003933	LOC6497240|XP_014761576.1|DANA	LOC119085267|XP_037051514.1|BCOP
OG0003934	LOC6498347|XP_001962595.1|DANA	LOC119078558|XP_037042021.1|BCOP
OG0003935	LOC6494417|XP_001960368.1|DANA	LOC119079977|XP_037044012.1|BCOP
