Orthogroup	DANA.longest_only	DVIR.longest_only
OG0004803	LOC6499231|XP_001955059.1|DANA	LOC6630153|XP_032295299.1|DVIR
OG0004804	LOC6501279|XP_001954907.1|DANA	LOC6630979|XP_032290751.1|DVIR
OG0004805	LOC6500544|XP_014766615.1|DANA	LOC6629951|XP_032288746.1|DVIR
OG0004806	LOC6504089|XP_001964153.1|DANA	LOC6634499|XP_002058237.1|DVIR
OG0004807	LOC6500667|XP_001953685.2|DANA	LOC26530603|XP_015027812.1|DVIR
OG0004808	LOC6500635|XP_001953616.1|DANA	LOC6632729|XP_002056052.1|DVIR
OG0004809	LOC6499802|XP_001953881.2|DANA	LOC26531304|XP_015027883.1|DVIR
OG0004810	LOC6501087|XP_001954530.2|DANA	LOC6629765|XP_002054150.2|DVIR
OG0004811	LOC6493209|XP_014764251.1|DANA	LOC6624427|XP_015030508.1|DVIR
OG0004812	LOC6500001|XP_032312092.1|DANA	LOC6629948|XP_032296718.1|DVIR
OG0004813	LOC6499810|XP_001953865.1|DANA	LOC6629937|XP_002054365.1|DVIR
OG0004814	LOC6499937|XP_001953599.1|DANA	LOC6631218|XP_002053961.1|DVIR
OG0004815	LOC6503091|XP_001963408.3|DANA	LOC6634391|XP_002058144.2|DVIR
OG0004816	LOC6501935|XP_001966722.1|DANA	LOC6632166|XP_002055264.3|DVIR
OG0004817	LOC6501936|XP_001966723.1|DANA	LOC6632122|XP_002055260.2|DVIR
OG0004818	LOC6501121|XP_001954591.1|DANA	LOC6629884|XP_002054544.1|DVIR
OG0004819	LOC6499764|XP_001953968.1|DANA	LOC6630821|XP_002054728.1|DVIR
OG0004820	LOC6499925|XP_001953619.1|DANA	LOC6632726|XP_002056049.3|DVIR
OG0004821	LOC6501580|XP_014767113.1|DANA	LOC6635218|XP_032294788.1|DVIR
OG0004822	LOC6500271|XP_032309217.1|DANA	LOC6631205|XP_015027691.1|DVIR
OG0004823	LOC6500928|XP_014766797.1|DANA	LOC6635001|XP_002058514.2|DVIR
OG0004824	LOC6499668|XP_001954185.1|DANA	LOC6635002|XP_002058515.1|DVIR
OG0004825	LOC116656379|XP_032311760.1|DANA	LOC6636196|XP_032290148.1|DVIR
OG0004826	LOC6499163|XP_001955191.1|DANA	LOC6634967|XP_002058714.2|DVIR
OG0004827	LOC6499609|XP_001954300.1|DANA	LOC6634913|XP_002058673.1|DVIR
OG0004828	LOC6499059|XP_001955391.1|DANA	LOC6630777|XP_002054811.1|DVIR
OG0004829	LOC6501660|XP_001955702.1|DANA	LOC6635152|XP_002058636.1|DVIR
OG0004830	LOC26515275|XP_014767410.2|DANA	LOC6630877|XP_002054325.3|DVIR
OG0004831	LOC6493794|XP_001958447.1|DANA	LOC6623345|XP_002046129.1|DVIR
OG0004832	LOC6499897|XP_001953675.1|DANA	LOC6635080|XP_002058726.1|DVIR
OG0004833	LOC6503456|XP_001967517.1|DANA	LOC6629564|XP_002053652.1|DVIR
OG0004834	LOC6501515|XP_001955401.1|DANA	LOC6630787|XP_002054821.1|DVIR
OG0004835	LOC6501516|XP_001955403.2|DANA	LOC6630023|XP_002054473.1|DVIR
OG0004836	LOC6500799|XP_001953942.2|DANA	LOC6631173|XP_002054303.1|DVIR
OG0004837	LOC6506750|XP_032310823.1|DANA	LOC6624582|XP_002048089.1|DVIR
OG0004838	LOC6499877|XP_014766266.1|DANA	LOC6633110|XP_015025949.1|DVIR
OG0004839	LOC6499879|XP_001953715.2|DANA	LOC6632885|XP_002055792.2|DVIR
OG0004840	LOC6503433|XP_001967470.1|DANA	LOC6630625|XP_002053299.1|DVIR
OG0004841	LOC6497717|XP_001961496.1|DANA	LOC6628656|XP_002051506.1|DVIR
OG0004842	LOC6505985|XP_001964732.1|DANA	LOC6632706|XP_002055829.1|DVIR
OG0004843	LOC6500889|XP_001954114.1|DANA	LOC6632844|XP_002056242.1|DVIR
OG0004844	LOC6497045|XP_001962857.1|DANA	LOC6632959|XP_002056576.1|DVIR
OG0004845	LOC6498864|XP_001955780.1|DANA	LOC6632958|XP_002056575.1|DVIR
OG0004846	LOC6506056|XP_001965094.1|DANA	LOC6628381|XP_002052633.2|DVIR
OG0004847	LOC6504265|XP_001965095.1|DANA	LOC6628380|XP_002052632.1|DVIR
OG0004848	LOC6500696|XP_001953745.1|DANA	LOC6623991|XP_002048667.1|DVIR
OG0004849	LOC6497234|XP_014761568.1|DANA	LOC6628923|XP_015028419.1|DVIR
OG0004850	LOC6500572|XP_032307704.1|DANA	LOC6631134|XP_015027468.1|DVIR
OG0004851	LOC6499977|XP_001953503.2|DANA	LOC6631135|XP_002053511.1|DVIR
OG0004852	LOC6500581|XP_032305495.1|DANA	LOC6631282|XP_032291418.1|DVIR
OG0004853	LOC6494964|XP_001959317.2|DANA	LOC6626839|XP_002050841.2|DVIR
OG0004854	LOC6507433|XP_032309975.1|DANA	LOC6623098|XP_015030871.1|DVIR
OG0004855	LOC26513695|XP_014765520.1|DANA	LOC26530891|XP_015031662.1|DVIR
OG0004856	LOC6506785|XP_032310781.1|DANA	LOC6623982|XP_015030488.1|DVIR
OG0004857	LOC6502817|XP_001955936.2|DANA	LOC6624680|XP_002047151.2|DVIR
OG0004858	LOC6506782|XP_001957250.1|DANA	LOC6624032|XP_032290321.1|DVIR
OG0004859	LOC6493502|XP_001957879.3|DANA	LOC6623866|XP_002048301.1|DVIR
OG0004860	LOC6506867|XP_032310021.1|DANA	LOC6624709|XP_002046631.1|DVIR
OG0004861	LOC6507754|XP_014765457.1|DANA	LOC6622904|XP_032290283.1|DVIR
OG0004862	LOC6507311|XP_032310387.1|DANA	LOC6622836|XP_032290626.1|DVIR
OG0004863	LOC6506628|XP_001957513.2|DANA	LOC6622549|XP_002047004.2|DVIR
OG0004864	LOC6507690|XP_001956153.1|DANA	LOC6622983|XP_002047080.1|DVIR
OG0004865	LOC6499104|XP_001955290.1|DANA	LOC6633178|XP_002055966.1|DVIR
OG0004866	LOC6506503|XP_001957757.1|DANA	LOC6624609|XP_002046990.1|DVIR
OG0004867	LOC6494666|XP_001959906.2|DANA	LOC6635969|XP_002059333.1|DVIR
OG0004868	LOC6493906|XP_001961353.1|DANA	LOC6635970|XP_002059334.1|DVIR
OG0004869	LOC6496637|XP_032311583.1|DANA	LOC6626703|XP_002050465.1|DVIR
OG0004870	LOC6496635|XP_001961300.1|DANA	LOC6626708|XP_015029187.1|DVIR
OG0004871	LOC6496466|XP_001960962.1|DANA	LOC6626467|XP_002050369.3|DVIR
OG0004872	LOC6494381|XP_001960428.1|DANA	LOC6625267|XP_002050630.1|DVIR
OG0004873	LOC6497453|XP_001962042.1|DANA	LOC6627557|XP_002052641.1|DVIR
OG0004874	LOC6499575|XP_001954355.1|DANA	LOC6629571|XP_002054854.2|DVIR
OG0004875	LOC6501819|XP_014759584.1|DANA	LOC6631701|XP_002054971.2|DVIR
OG0004876	LOC6504774|XP_032309060.1|DANA	LOC6631400|XP_002055670.2|DVIR
OG0004877	LOC6507913|XP_001956591.1|DANA	LOC6623771|XP_002048628.1|DVIR
OG0004878	LOC6494564|XP_001960094.1|DANA	LOC6626347|XP_002050348.1|DVIR
OG0004879	LOC6496317|XP_032307131.1|DANA	LOC6626141|XP_002050006.2|DVIR
OG0004880	LOC6506357|XP_001958033.1|DANA	LOC6624724|XP_002048124.1|DVIR
OG0004881	LOC6493766|XP_001958397.1|DANA	LOC6623604|XP_002047334.1|DVIR
OG0004882	LOC6507413|XP_014765225.1|DANA	LOC6623249|XP_002047296.1|DVIR
OG0004883	LOC6506898|XP_001957042.1|DANA	LOC6623147|XP_002047752.2|DVIR
OG0004884	LOC6494727|XP_014762937.1|DANA	LOC6625585|XP_032292240.1|DVIR
OG0004885	LOC6495939|XP_001959891.2|DANA	LOC6636412|XP_002059868.2|DVIR, LOC116651371|XP_032293494.1|DVIR
OG0004886	LOC6494418|XP_001960365.1|DANA	LOC6627278|XP_002050655.1|DVIR
OG0004887	LOC6495619|XP_001959233.1|DANA	LOC6625352|XP_002051005.1|DVIR
OG0004888	LOC6496583|XP_032307208.1|DANA	LOC6626821|XP_032292071.1|DVIR
OG0004889	LOC6496404|XP_014763806.1|DANA	LOC6626018|XP_015029190.1|DVIR
OG0004890	LOC6496562|XP_001961154.1|DANA	LOC6625340|XP_002050422.1|DVIR
OG0004891	LOC6504075|XP_001964130.1|DANA	LOC6633253|XP_032296583.1|DVIR
OG0004892	LOC6494831|XP_032306740.1|DANA	LOC6624796|XP_015029736.1|DVIR
OG0004893	LOC6494759|XP_001959726.1|DANA	LOC6626289|XP_032292650.1|DVIR
OG0004894	LOC6494854|XP_001959548.1|DANA	LOC6626076|XP_002048763.1|DVIR
OG0004895	LOC6494703|XP_001959826.1|DANA	LOC6626838|XP_002050840.1|DVIR
OG0004896	LOC6496591|XP_032311611.1|DANA	LOC6627124|XP_015029968.1|DVIR
OG0004897	LOC6493981|XP_032311609.1|DANA	LOC6627204|XP_002050276.3|DVIR
OG0004898	LOC6494877|XP_001959503.1|DANA	LOC6626497|XP_032292441.1|DVIR
OG0004899	LOC6495376|XP_001958699.3|DANA	LOC6635927|XP_032291627.1|DVIR
OG0004900	LOC6495756|XP_001959509.1|DANA	LOC6625914|XP_002050429.1|DVIR
OG0004901	LOC6494874|XP_014763035.1|DANA	LOC6625915|XP_002050430.3|DVIR
OG0004902	LOC6507471|XP_001955947.1|DANA	LOC6622353|XP_002046545.1|DVIR
OG0004903	LOC6495465|XP_001958905.1|DANA	LOC6625867|XP_002050788.1|DVIR
OG0004904	LOC6499822|XP_001953842.1|DANA	LOC6631190|XP_032294873.1|DVIR
OG0004905	LOC6496473|XP_014763849.1|DANA	LOC6625678|XP_015029591.1|DVIR
OG0004906	LOC6506374|XP_001958001.1|DANA	LOC6623196|XP_032290548.1|DVIR
OG0004907	LOC6493440|XP_001957755.1|DANA	LOC6623413|XP_002047295.2|DVIR
OG0004908	LOC6493073|XP_001956988.1|DANA	LOC6624162|XP_002046292.1|DVIR
OG0004909	LOC6506917|XP_032309960.1|DANA	LOC6623779|XP_015031075.1|DVIR
OG0004910	LOC6493077|XP_001957000.1|DANA	LOC6623959|XP_002046284.1|DVIR
OG0004911	LOC6493143|XP_001957138.1|DANA	LOC6622181|XP_002046838.2|DVIR
OG0004912	LOC6493561|XP_001958000.1|DANA	LOC6623130|XP_002047258.1|DVIR
OG0004913	LOC6495045|XP_001959176.1|DANA	LOC6635839|XP_002059451.1|DVIR
OG0004914	LOC6495596|XP_001959170.2|DANA	LOC6635823|XP_002059446.3|DVIR
OG0004915	LOC6496463|XP_032306227.1|DANA	LOC6626472|XP_002050374.1|DVIR, LOC116649726|XP_032289795.1|DVIR
OG0004916	LOC6494123|XP_032306492.1|DANA	LOC6624853|XP_002050854.3|DVIR
OG0004917	LOC6507298|XP_001956292.2|DANA	LOC6622231|XP_002046355.2|DVIR
OG0004918	LOC6507759|XP_001956290.1|DANA	LOC6624140|XP_032290929.1|DVIR
OG0004919	LOC6505901|XP_001964582.1|DANA	LOC6629745|XP_002053887.1|DVIR
OG0004920	LOC6506246|XP_001958273.1|DANA	LOC6622977|XP_002048482.2|DVIR
OG0004921	LOC6506432|XP_032309725.1|DANA	LOC6624610|XP_032291031.1|DVIR
OG0004922	LOC6506969|XP_001956901.1|DANA	LOC6623342|XP_002046751.1|DVIR
OG0004923	LOC6507686|XP_001956147.1|DANA	LOC6624308|XP_002046344.1|DVIR
OG0004924	LOC6506171|XP_001958421.1|DANA	LOC6623498|XP_002046149.1|DVIR
OG0004925	LOC6492953|XP_001956728.2|DANA	LOC6623307|XP_002046115.3|DVIR
OG0004926	LOC6506187|XP_001958383.1|DANA	LOC6623484|XP_002046165.1|DVIR
OG0004927	LOC6506224|XP_032309486.1|DANA	LOC6623485|XP_015031016.1|DVIR
OG0004928	LOC6493995|XP_032307245.1|DANA	LOC6626947|XP_015029034.1|DVIR
OG0004929	LOC6507531|XP_001955870.2|DANA	LOC6622740|XP_015030934.1|DVIR
OG0004930	LOC6494663|XP_001959911.2|DANA	LOC6635962|XP_032291698.1|DVIR
OG0004931	LOC6495044|XP_001959178.1|DANA	LOC6635842|XP_002059454.1|DVIR
OG0004932	LOC6507376|XP_001956135.1|DANA	LOC6623532|XP_032290834.1|DVIR
OG0004933	LOC6494260|XP_001960649.1|DANA	LOC6625181|XP_032291968.1|DVIR
OG0004934	LOC6495730|XP_001959452.1|DANA	LOC6635400|XP_002058843.1|DVIR
OG0004935	LOC6495032|XP_001959202.1|DANA	LOC6625079|XP_002050984.1|DVIR
OG0004936	LOC6507356|XP_001956180.1|DANA	LOC6636594|XP_032291410.1|DVIR
OG0004937	LOC6506172|XP_032309920.1|DANA	LOC6623440|XP_002047298.2|DVIR
OG0004938	LOC6506408|XP_001957930.1|DANA	LOC6622439|XP_002048189.2|DVIR
OG0004939	LOC6506311|XP_001958142.2|DANA	LOC6622462|XP_002047505.1|DVIR
OG0004940	LOC6493630|XP_032309639.1|DANA	LOC6622133|XP_002047513.3|DVIR
OG0004941	LOC6506792|XP_032309927.1|DANA	LOC6623296|XP_032290830.1|DVIR
OG0004942	LOC6493327|XP_001957531.1|DANA	LOC6623672|XP_002047388.1|DVIR
OG0004943	LOC6493162|XP_001957172.1|DANA	LOC6624660|XP_002046592.1|DVIR
OG0004944	LOC6506877|XP_001957078.2|DANA	LOC6623558|XP_002046616.2|DVIR
OG0004945	LOC6496622|XP_001961282.1|DANA	LOC6625718|XP_032291925.1|DVIR
OG0004946	LOC6506362|XP_032309830.1|DANA	LOC6624632|XP_002047612.2|DVIR
OG0004947	LOC26514297|XP_014765602.1|DANA	LOC6622048|XP_002046381.1|DVIR
OG0004948	LOC6507600|XP_001955980.1|DANA	LOC6624312|XP_032290890.1|DVIR
OG0004949	LOC6507455|XP_032310605.1|DANA	LOC6624505|XP_032290887.1|DVIR
OG0004950	LOC6507679|XP_014765404.1|DANA	LOC6627338|XP_002052235.1|DVIR
OG0004951	LOC6498933|XP_032312123.1|DANA	LOC6632938|XP_032289671.1|DVIR
OG0004952	LOC6507623|XP_001956015.1|DANA	LOC6622351|XP_002046966.1|DVIR
OG0004953	LOC6493186|XP_001957223.1|DANA	LOC6623585|XP_002046183.1|DVIR
OG0004954	LOC6493187|XP_001957225.1|DANA	LOC6623659|XP_002046181.1|DVIR
OG0004955	LOC6493750|XP_001958365.1|DANA	LOC6623984|XP_002046855.1|DVIR
OG0004956	LOC6495762|XP_001959520.1|DANA	LOC6635936|XP_002059375.1|DVIR
OG0004957	LOC6493090|XP_001957020.2|DANA	LOC6622408|XP_002046973.2|DVIR
OG0004958	LOC6507624|XP_001956024.3|DANA	LOC6622173|XP_032290213.1|DVIR
OG0004959	LOC6507625|XP_001956025.3|DANA	LOC6623243|XP_032290217.1|DVIR
OG0004960	LOC6507434|XP_014765240.1|DANA	LOC6623270|XP_015030875.1|DVIR
OG0004961	LOC6493972|XP_001961229.1|DANA	LOC6626212|XP_002050547.2|DVIR
OG0004962	LOC6493062|XP_001956971.1|DANA	LOC6623309|XP_002047755.1|DVIR
OG0004963	LOC6493672|XP_032310628.1|DANA	LOC6622170|XP_032290191.1|DVIR
OG0004964	LOC6493446|XP_001957770.1|DANA	LOC6624539|XP_002047109.1|DVIR
OG0004965	LOC6507747|XP_001956262.1|DANA	LOC6623965|XP_002046878.1|DVIR
OG0004966	LOC6507315|XP_001956261.1|DANA	LOC6622193|XP_002046879.1|DVIR
OG0004967	LOC6493929|XP_001961308.1|DANA	LOC6626478|XP_002050463.1|DVIR
OG0004968	LOC6507695|XP_001956162.3|DANA	LOC6623145|XP_002046091.3|DVIR
OG0004969	LOC6494414|XP_001960376.1|DANA	LOC6626651|XP_002050645.1|DVIR
OG0004970	LOC6507694|XP_014765407.1|DANA	LOC6623146|XP_002046092.1|DVIR
OG0004971	LOC6507366|XP_032310359.1|DANA	LOC6623281|XP_002046095.1|DVIR
OG0004972	LOC6506496|XP_001957767.1|DANA	LOC26531321|XP_015031728.1|DVIR
OG0004973	LOC6507383|XP_001956115.1|DANA	LOC6636838|XP_002060311.1|DVIR
OG0004974	LOC6507431|XP_001956032.1|DANA	LOC6623204|XP_002046738.1|DVIR
OG0004975	LOC6507370|XP_001956149.1|DANA	LOC6624360|XP_002046346.1|DVIR
OG0004976	LOC6493124|XP_001957094.2|DANA	LOC6636919|XP_032291477.1|DVIR
OG0004977	LOC6495919|XP_001959855.1|DANA	LOC6635804|XP_002059313.1|DVIR
OG0004978	LOC6495034|XP_001959200.1|DANA	LOC6625077|XP_002050982.1|DVIR
OG0004979	LOC6493157|XP_001957166.1|DANA	LOC6624075|XP_002046586.1|DVIR
OG0004980	LOC6506718|XP_001957374.1|DANA	LOC116650471|XP_032290035.1|DVIR, LOC6622060|XP_002048435.1|DVIR
OG0004981	LOC6493649|XP_001958161.1|DANA	LOC6623013|XP_002047563.1|DVIR
OG0004982	LOC6506300|XP_001958164.1|DANA	LOC6623023|XP_002047566.1|DVIR
OG0004983	LOC6506487|XP_001957783.1|DANA	LOC6623318|XP_002047121.1|DVIR
OG0004984	LOC6506185|XP_001958387.2|DANA	LOC6623738|XP_002047340.2|DVIR
OG0004985	LOC6493297|XP_032310723.1|DANA	LOC6624509|XP_015030890.1|DVIR
OG0004986	LOC6507849|XP_001956466.1|DANA	LOC6622197|XP_015031518.1|DVIR
OG0004987	LOC6493372|XP_014764352.1|DANA	LOC6622079|XP_015030785.1|DVIR
OG0004988	LOC6506657|XP_032310725.1|DANA	LOC6624515|XP_032291030.1|DVIR
OG0004989	LOC6506569|XP_001957624.1|DANA	LOC6622100|XP_002047026.1|DVIR
OG0004990	LOC6495065|XP_001959140.2|DANA	LOC116651023|XP_032292487.1|DVIR, LOC6635887|XP_002059412.1|DVIR
OG0004991	LOC6495490|XP_032306839.1|DANA	LOC6626915|XP_002050969.1|DVIR
OG0004992	LOC6495146|XP_001958962.1|DANA	LOC6626916|XP_002050970.1|DVIR
OG0004993	LOC6507442|XP_001956014.1|DANA	LOC6622356|XP_002046967.1|DVIR
OG0004994	LOC6493003|XP_001956835.1|DANA	LOC6636566|XP_002060070.1|DVIR
OG0004995	LOC6506860|XP_014764928.1|DANA	LOC6623656|XP_002046560.3|DVIR
OG0004996	LOC6506150|XP_001958456.1|DANA	LOC6623718|XP_002046271.1|DVIR
OG0004997	LOC6496409|XP_001960856.1|DANA	LOC6625000|XP_002050671.2|DVIR
OG0004998	LOC6494732|XP_001959766.1|DANA	LOC6625525|XP_002051019.1|DVIR
OG0004999	LOC6506607|XP_001957556.1|DANA	LOC6622254|XP_002046941.1|DVIR
OG0005000	LOC6493970|XP_001961233.1|DANA	LOC6626571|XP_002050550.1|DVIR
OG0005001	LOC6493349|XP_001957572.1|DANA	LOC6624418|XP_002046925.2|DVIR
OG0005002	LOC6500027|XP_001953368.1|DANA	LOC6630555|XP_002053273.1|DVIR
OG0005003	LOC6507331|XP_032309620.1|DANA	LOC6622137|XP_002046418.1|DVIR
OG0005004	LOC6493748|XP_001958362.1|DANA	LOC6623191|XP_002046859.2|DVIR
OG0005005	LOC6506308|XP_001958145.1|DANA	LOC6622414|XP_002047500.1|DVIR
OG0005006	LOC6507085|XP_032310270.1|DANA	LOC6622741|XP_015030776.1|DVIR
OG0005007	LOC6493410|XP_001957694.1|DANA	LOC6623773|XP_015030856.1|DVIR
OG0005008	LOC6507046|XP_001956752.1|DANA	LOC6623409|XP_002047780.1|DVIR
OG0005009	LOC6506837|XP_001957142.1|DANA	LOC6623936|XP_002047372.1|DVIR
OG0005010	LOC6507143|XP_001956593.2|DANA	LOC6623788|XP_002048630.2|DVIR
OG0005011	LOC6494899|XP_001959465.1|DANA	LOC6625741|XP_002050001.2|DVIR
OG0005012	LOC6506926|XP_001956977.1|DANA	LOC6623186|XP_002047760.1|DVIR
OG0005013	LOC6501204|XP_001954760.1|DANA	LOC6629859|XP_002053182.2|DVIR
OG0005014	LOC6506492|XP_001957775.1|DANA	LOC6624266|XP_002047114.1|DVIR
OG0005015	LOC6506235|XP_032310204.1|DANA	LOC6623053|XP_002048498.1|DVIR
OG0005016	LOC6506397|XP_001957945.2|DANA	LOC6622334|XP_032290750.1|DVIR
OG0005017	LOC6492982|XP_014764161.1|DANA	LOC6624359|XP_032290311.1|DVIR
OG0005018	LOC6507663|XP_001956104.1|DANA	LOC6622803|XP_002046482.1|DVIR
OG0005019	LOC6493193|XP_001957236.1|DANA	LOC6624270|XP_002046538.1|DVIR
OG0005020	LOC6496406|XP_001960846.1|DANA	LOC6626064|XP_002048854.1|DVIR
OG0005021	LOC6498579|XP_001963104.1|DANA	LOC6629060|XP_002052388.1|DVIR
OG0005022	LOC6507604|XP_001955988.1|DANA	LOC6624283|XP_002046372.1|DVIR
OG0005023	LOC6494342|XP_001960500.1|DANA	LOC6625337|XP_015030006.1|DVIR
OG0005024	LOC6507593|XP_032309496.1|DANA	LOC6636854|XP_002060284.2|DVIR
OG0005025	LOC6493554|XP_001957986.1|DANA	LOC6622752|XP_002047727.1|DVIR
OG0005026	LOC6493353|XP_001957578.1|DANA	LOC6624608|XP_002047143.1|DVIR
OG0005027	LOC6507411|XP_001956067.1|DANA	LOC6636918|XP_032291512.1|DVIR
OG0005028	LOC6499828|XP_001953831.1|DANA	LOC6633123|XP_032289645.1|DVIR
OG0005029	LOC6506538|XP_001957691.1|DANA	LOC6623153|XP_002046825.1|DVIR
OG0005030	LOC6493439|XP_001957751.1|DANA	LOC6623113|XP_002046120.2|DVIR
OG0005031	LOC6493476|XP_032309625.1|DANA	LOC6624137|XP_032290454.1|DVIR
OG0005032	LOC6493055|XP_001956960.1|DANA	LOC6624618|XP_002048275.1|DVIR
OG0005033	LOC6506621|XP_014764844.1|DANA	LOC6623889|XP_032290399.1|DVIR
OG0005034	LOC26515054|XP_014765694.2|DANA	LOC26531534|XP_015031754.1|DVIR
OG0005035	LOC6493058|XP_001956965.2|DANA	LOC6623567|XP_002048270.2|DVIR
OG0005036	LOC6506869|XP_001957089.1|DANA	LOC6624534|XP_002046629.1|DVIR
OG0005037	LOC6493562|XP_014764444.1|DANA	LOC6623164|XP_015031277.1|DVIR
OG0005038	LOC6493139|XP_001957129.1|DANA	LOC6624732|XP_002047186.1|DVIR
OG0005039	LOC6506754|XP_001965241.1|DANA	LOC6635702|XP_032294555.1|DVIR
OG0005040	LOC6506832|XP_001957153.1|DANA	LOC6623863|XP_002047170.1|DVIR
OG0005041	LOC6506928|XP_001956972.1|DANA	LOC6623316|XP_002047756.1|DVIR
OG0005042	LOC6493112|XP_001957069.1|DANA	LOC6623746|XP_002047351.1|DVIR
OG0005043	LOC6494787|XP_001959670.1|DANA	LOC6625964|XP_002050958.1|DVIR
OG0005044	LOC6494786|XP_001959672.1|DANA	LOC6627171|XP_002050956.1|DVIR
OG0005045	LOC6494785|XP_001959674.1|DANA	LOC6626818|XP_015029949.1|DVIR
OG0005046	LOC6494824|XP_001959593.1|DANA	LOC6625074|XP_002050979.1|DVIR
OG0005047	LOC6506642|XP_001957485.1|DANA	LOC6622888|XP_002048165.1|DVIR
OG0005048	LOC6506643|XP_001957484.1|DANA	LOC6622491|XP_002048167.1|DVIR
OG0005049	LOC6493060|XP_001956967.2|DANA	LOC6623879|XP_032291132.1|DVIR
OG0005050	LOC6495491|XP_001958964.1|DANA	LOC6626918|XP_032292357.1|DVIR
OG0005051	LOC6493049|XP_001956951.1|DANA	LOC6623809|XP_002048285.1|DVIR
OG0005052	LOC6493047|XP_001956949.1|DANA	LOC6623945|XP_002048287.1|DVIR
OG0005053	LOC6504559|XP_001964910.1|DANA	LOC6628802|XP_002051225.1|DVIR
OG0005054	LOC6493207|XP_001957262.3|DANA	LOC6624527|XP_002047603.3|DVIR
OG0005055	LOC6502930|XP_001963570.2|DANA	LOC6634554|XP_002057971.2|DVIR
OG0005056	LOC6494728|XP_032306982.1|DANA	LOC6625486|XP_032291943.1|DVIR
OG0005057	LOC6493518|XP_014764421.1|DANA	LOC6622900|XP_002046671.2|DVIR
OG0005058	LOC6493340|XP_032309952.1|DANA	LOC6622264|XP_032291220.1|DVIR
OG0005059	LOC6507957|XP_032307107.1|DANA	LOC6625423|XP_032292510.1|DVIR
OG0005060	LOC6494770|XP_001959700.2|DANA	LOC6625046|XP_032292509.1|DVIR
OG0005061	LOC6496994|XP_001962970.1|DANA	LOC6634216|XP_002057809.1|DVIR
OG0005062	LOC6494911|XP_014763069.1|DANA	LOC6625229|XP_015029871.1|DVIR
OG0005063	LOC6493891|XP_001961385.2|DANA	LOC6626801|XP_032292566.1|DVIR
OG0005064	LOC6493526|XP_001957933.2|DANA	LOC6622514|XP_002048186.1|DVIR
OG0005065	LOC6496027|XP_001960073.2|DANA	LOC6625710|XP_032291565.1|DVIR
OG0005066	LOC6496444|XP_032306493.1|DANA	LOC6624852|XP_015030145.1|DVIR
OG0005067	LOC6495469|XP_001958916.1|DANA	LOC6636372|XP_002059901.1|DVIR
OG0005068	LOC6506257|XP_001958252.1|DANA	LOC6624189|XP_002048353.1|DVIR
OG0005069	LOC6494088|XP_001961003.1|DANA	LOC6625056|XP_032292232.1|DVIR
OG0005070	LOC6495733|XP_001959457.2|DANA	LOC6625742|XP_032292491.1|DVIR
OG0005071	LOC6507905|XP_001956570.1|DANA	LOC6623465|XP_002048605.1|DVIR
OG0005072	LOC6503949|XP_001963902.1|DANA	LOC6631762|XP_002055170.1|DVIR
OG0005073	LOC6495622|XP_001959241.1|DANA	LOC6626808|XP_002050925.1|DVIR
OG0005074	LOC6506590|XP_014764836.1|DANA	LOC6624272|XP_015030668.2|DVIR
OG0005075	LOC6494954|XP_001959331.2|DANA	LOC6624766|XP_002050730.1|DVIR
OG0005076	LOC6495377|XP_001958701.1|DANA	LOC6635924|XP_002059364.1|DVIR
OG0005078	LOC6506849|XP_032310632.1|DANA	LOC6624716|XP_002046579.2|DVIR
OG0005079	LOC6496197|XP_032306823.1|DANA	LOC6626598|XP_015029120.2|DVIR
OG0005080	LOC6506899|XP_001957040.1|DANA	LOC6623149|XP_002047750.1|DVIR
OG0005081	LOC6494616|XP_001960004.2|DANA	LOC6636342|XP_002059941.2|DVIR
OG0005082	LOC6506730|XP_001957342.1|DANA	LOC6624419|XP_002048677.1|DVIR
OG0005083	LOC6505259|XP_001965641.3|DANA	LOC6631650|XP_002055340.1|DVIR
OG0005084	LOC6493271|XP_032309807.1|DANA	LOC6623825|XP_032289927.1|DVIR
OG0005085	LOC6507868|XP_001956493.1|DANA	LOC6622379|XP_002048531.2|DVIR
OG0005086	LOC6494064|XP_001961055.1|DANA	LOC6635792|XP_002059381.1|DVIR
OG0005087	LOC6507306|XP_014765142.1|DANA	LOC6622892|XP_032291148.1|DVIR
OG0005088	LOC6495289|XP_001958694.1|DANA	LOC6635932|XP_032292201.1|DVIR
OG0005089	LOC6495287|XP_001958697.1|DANA	LOC6635930|XP_002059369.1|DVIR
OG0005090	LOC6495190|XP_001958890.1|DANA	LOC6625274|XP_002049365.1|DVIR
OG0005091	LOC6494326|XP_014762748.2|DANA	LOC6636316|XP_002059876.2|DVIR
OG0005092	LOC6506412|XP_001957923.1|DANA	LOC6622434|XP_002048195.1|DVIR
OG0005093	LOC6506236|XP_014764686.1|DANA	LOC6623047|XP_032289965.1|DVIR
OG0005094	LOC6506847|XP_032310676.1|DANA	LOC6624729|XP_002046581.3|DVIR
OG0005095	LOC6496189|XP_032305935.1|DANA	LOC6635834|XP_002059469.1|DVIR
OG0005096	LOC6497725|XP_001961481.1|DANA	LOC6634192|XP_002057785.1|DVIR
OG0005097	LOC6494946|XP_001959348.1|DANA	LOC6626760|XP_002050711.1|DVIR
OG0005098	LOC6496471|XP_032306525.1|DANA	LOC6625889|XP_002050360.1|DVIR
