Orthogroup	DANA.longest_only	DERE.longest_only
OG0003997	LOC6496855|XP_001963266.1|DANA	LOC6542108|XP_026834060.1|DERE
OG0003998	LOC26513764|XP_032309419.1|DANA	LOC6549208|XP_026838706.1|DERE
OG0003999	LOC6498703|XP_001965872.1|DANA	LOC6549207|XP_001973867.3|DERE, LOC6556163|XP_001983016.2|DERE
OG0004000	LOC6501886|XP_001966733.1|DANA	LOC6549940|XP_001977398.1|DERE
OG0004001	LOC6494225|XP_001960704.1|DANA	LOC6548120|XP_001976534.1|DERE
OG0004002	LOC6498260|XP_001962418.1|DANA	LOC6548910|XP_001974177.1|DERE
OG0004003	LOC6497942|XP_032307321.1|DANA	LOC6542646|XP_015014465.1|DERE
OG0004004	LOC6497446|XP_001962060.1|DANA	LOC6541592|XP_015014534.1|DERE
OG0004005	LOC6497961|XP_032307648.1|DANA	LOC6542550|XP_026835178.1|DERE
OG0004006	LOC6498160|XP_001962206.1|DANA	LOC6548889|XP_001974131.1|DERE
OG0004007	LOC6498488|XP_001962933.1|DANA	LOC6542632|XP_001968553.1|DERE
OG0004008	LOC6507136|XP_032310971.1|DANA	LOC6540871|XP_026835282.1|DERE
OG0004009	LOC6498314|XP_001962517.1|DANA	LOC6542811|XP_001968407.1|DERE
OG0004010	LOC6497095|XP_014761516.1|DANA	LOC6540778|XP_015014961.1|DERE
OG0004011	LOC6504374|XP_001964972.2|DANA	LOC6540773|XP_026835083.1|DERE
OG0004012	LOC6498943|XP_014765836.1|DANA	LOC6555116|XP_001982258.1|DERE
OG0004013	LOC6497104|XP_001962747.1|DANA	LOC6543450|XP_001969538.1|DERE
OG0004014	LOC6506322|XP_032310081.1|DANA	LOC6545902|XP_001972794.2|DERE
OG0004015	LOC6498450|XP_001962845.1|DANA	LOC6541621|XP_001969673.1|DERE
OG0004016	LOC6498572|XP_014762186.1|DANA	LOC6542151|XP_026834019.1|DERE
OG0004017	LOC6503831|XP_001965239.1|DANA	LOC6541991|XP_001968664.1|DERE
OG0004018	LOC6495105|XP_001959056.1|DANA	LOC6541899|XP_001970676.1|DERE
OG0004019	LOC6497371|XP_001962219.1|DANA	LOC6546914|XP_001974117.1|DERE
OG0004020	LOC6498318|XP_001962529.1|DANA	LOC6541030|XP_026834736.1|DERE
OG0004021	LOC116654946|XP_032307645.1|DANA, LOC6497954|XP_001961789.2|DANA	LOC6541675|XP_001968509.1|DERE
OG0004022	LOC6498141|XP_001962162.1|DANA	LOC6541993|XP_026834665.1|DERE
OG0004023	LOC6496016|XP_001960046.3|DANA	LOC6547495|XP_001974837.2|DERE
OG0004024	LOC6498681|XP_001963316.2|DANA	LOC6547500|XP_015011566.1|DERE
OG0004025	LOC6497494|XP_001961967.1|DANA	LOC6542614|XP_001969353.1|DERE
OG0004026	LOC6498118|XP_032307369.1|DANA	LOC6541292|XP_026835019.1|DERE
OG0004027	LOC6496206|XP_001960449.1|DANA	LOC26526704|XP_026835908.1|DERE
OG0004028	LOC6497131|XP_014761527.1|DANA	LOC6540788|XP_001968843.1|DERE
OG0004029	LOC6497198|XP_001962572.1|DANA	LOC6542883|XP_026835043.1|DERE
OG0004030	LOC6495725|XP_001959444.2|DANA	LOC6548008|XP_015012673.1|DERE
OG0004031	LOC6497015|XP_001962925.1|DANA	LOC6541463|XP_001969758.1|DERE
OG0004032	LOC6498720|XP_032308655.1|DANA	LOC6548622|XP_001973862.1|DERE
OG0004033	LOC6496975|XP_032311078.1|DANA	LOC6541469|XP_026835443.1|DERE
OG0004034	LOC6498230|XP_001962347.3|DANA	LOC6549263|XP_015012069.1|DERE
OG0004035	LOC6496990|XP_001962979.1|DANA	LOC6540684|XP_001968750.1|DERE
OG0004036	LOC6496706|XP_032309227.1|DANA	LOC6542418|XP_026834288.1|DERE
OG0004037	LOC6497044|XP_001962861.1|DANA	LOC6541133|XP_001969692.1|DERE
OG0004038	LOC6497645|XP_001961643.1|DANA	LOC6543024|XP_001968227.1|DERE
OG0004039	LOC6497441|XP_014761707.1|DANA	LOC6542857|XP_001968399.2|DERE
OG0004040	LOC6494189|XP_001960800.1|DANA	LOC6547540|XP_001976306.1|DERE
OG0004041	LOC6501970|XP_001966788.1|DANA	LOC6549820|XP_001977343.1|DERE
OG0004042	LOC6506189|XP_001958377.1|DANA	LOC6544848|XP_001971538.1|DERE
OG0004043	LOC6496900|XP_001963184.1|DANA	LOC6542326|XP_001969929.1|DERE
OG0004044	LOC6503842|XP_001963702.1|DANA	LOC6551628|XP_001978558.1|DERE
OG0004045	LOC6496876|XP_001963226.1|DANA	LOC6541762|XP_001969890.1|DERE
OG0004046	LOC6507338|XP_001965356.2|DANA	LOC6540769|XP_001968184.1|DERE
OG0004047	LOC6498303|XP_001962498.1|DANA	LOC6541813|XP_001969780.1|DERE
OG0004048	LOC6506199|XP_001965128.1|DANA	LOC113564084|XP_026834657.1|DERE, LOC6543510|XP_001968725.1|DERE
OG0004049	LOC6507169|XP_001965322.1|DANA	LOC6541071|XP_001968133.1|DERE
OG0004050	LOC6498072|XP_001962023.2|DANA	LOC6549343|XP_001974323.2|DERE
OG0004051	LOC6498154|XP_001962192.2|DANA	LOC6543226|XP_026834025.1|DERE
OG0004052	LOC6502125|XP_032309414.1|DANA	LOC6550055|XP_026838061.1|DERE
OG0004053	LOC6495390|XP_001958729.1|DANA	LOC6547113|XP_001976104.1|DERE
OG0004054	LOC6497654|XP_001961627.1|DANA	LOC6549297|XP_026836201.1|DERE
OG0004055	LOC6500239|XP_001952960.1|DANA	LOC6552057|XP_001980693.1|DERE
OG0004056	LOC6500067|XP_032307678.1|DANA	LOC6552019|XP_001978784.1|DERE
OG0004057	LOC6506242|XP_001958277.1|DANA	LOC6545759|XP_001973403.1|DERE
OG0004058	LOC6492994|XP_014764171.1|DANA	LOC6543747|XP_001971706.1|DERE
OG0004059	LOC6500591|XP_001953530.1|DANA	LOC6553408|XP_001979261.1|DERE
OG0004060	LOC6499536|XP_001954419.1|DANA	LOC6551827|XP_026832110.1|DERE
OG0004061	LOC6502958|XP_032308911.1|DANA	LOC6551260|XP_026838839.1|DERE
OG0004062	LOC6507581|XP_014765335.1|DANA	LOC6546030|XP_026832399.1|DERE
OG0004063	LOC6504620|XP_001966514.1|DANA	LOC6555605|XP_001982657.1|DERE
OG0004064	LOC6506733|XP_001957335.1|DANA	LOC6544884|XP_001973148.1|DERE
OG0004065	LOC6494455|XP_032306793.1|DANA	LOC6548170|XP_015011794.1|DERE
OG0004066	LOC6494197|XP_001960773.1|DANA	LOC6549165|XP_001975615.1|DERE
OG0004067	LOC116655270|XP_032308775.1|DANA, LOC6504121|XP_001964228.1|DANA	LOC6551324|XP_001977089.1|DERE
OG0004068	LOC6499375|XP_001954759.1|DANA	LOC6552451|XP_001980869.1|DERE
OG0004069	LOC6499376|XP_032305483.1|DANA	LOC6552450|XP_026831791.1|DERE
OG0004070	LOC6493129|XP_001957102.1|DANA	LOC6546235|XP_001971793.3|DERE
OG0004071	LOC6507002|XP_001956849.1|DANA	LOC6545149|XP_001971579.1|DERE
OG0004072	LOC6493011|XP_001956848.1|DANA	LOC6545148|XP_001971578.3|DERE
OG0004073	LOC6502285|XP_001966169.1|DANA	LOC6550217|XP_001977612.2|DERE
OG0004074	LOC6495859|XP_001959722.3|DANA	LOC6546694|XP_001974510.3|DERE
OG0004075	LOC6496531|XP_001961083.1|DANA	LOC6549642|XP_001975760.1|DERE
OG0004076	LOC6494049|XP_014762609.1|DANA	LOC6549644|XP_015012463.1|DERE
OG0004077	LOC6497948|XP_001961779.1|DANA	LOC6542776|XP_001970234.1|DERE
OG0004078	LOC6500997|XP_001954323.1|DANA	LOC6554406|XP_001981702.1|DERE
OG0004079	LOC6503834|XP_001963686.1|DANA	LOC6551464|XP_001978545.1|DERE
OG0004080	LOC6494122|XP_001960925.1|DANA	LOC6548428|XP_001975339.1|DERE
OG0004081	LOC6494940|XP_032305938.1|DANA	LOC6549106|XP_026836589.1|DERE
OG0004082	LOC26513826|XP_014759736.1|DANA	LOC6547817|XP_001975004.1|DERE
OG0004083	LOC26514390|XP_014767280.1|DANA	LOC6555006|XP_001982061.2|DERE
OG0004084	LOC6493591|XP_001958056.1|DANA	LOC6545341|XP_001973356.2|DERE
OG0004085	LOC6500709|XP_001953767.1|DANA	LOC6552490|XP_001979839.1|DERE
OG0004086	LOC6501490|XP_001955356.1|DANA	LOC6554686|XP_001981566.3|DERE
OG0004087	LOC6502918|XP_001963590.1|DANA	LOC6551497|XP_001977192.1|DERE
OG0004089	LOC6503811|XP_032308509.1|DANA	LOC6551626|XP_026837544.1|DERE
OG0004090	LOC6503432|XP_001967468.1|DANA	LOC6554842|XP_001982006.1|DERE
OG0004091	LOC6499953|XP_001953567.1|DANA, LOC6499954|XP_001953566.2|DANA	LOC6552890|XP_001979990.1|DERE
OG0004092	LOC6504095|XP_001964163.2|DANA	LOC6551552|XP_001978500.1|DERE
OG0004095	LOC6501173|XP_001954689.2|DANA	LOC6553822|XP_001980517.2|DERE
OG0004096	LOC6501489|XP_001955355.1|DANA	LOC6554685|XP_026831829.1|DERE
OG0004097	LOC6507260|XP_001956370.1|DANA	LOC6544938|XP_001972613.1|DERE
OG0004098	LOC6499857|XP_001953763.1|DANA	LOC6552494|XP_001979843.1|DERE
OG0004099	LOC6498885|XP_032312207.1|DANA	LOC6551758|XP_026832016.1|DERE
OG0004100	LOC6501680|XP_001955751.1|DANA	LOC6552101|XP_001978871.1|DERE
OG0004101	LOC6501682|XP_001955754.2|DANA	LOC6552336|XP_001978873.1|DERE
OG0004102	LOC6501683|XP_032312218.1|DANA	LOC6552337|XP_015009549.1|DERE
OG0004103	LOC6499598|XP_001954325.1|DANA	LOC6554408|XP_001981704.1|DERE
OG0004104	LOC6501535|XP_032311155.1|DANA	LOC6554444|XP_001982142.2|DERE
OG0004105	LOC6493237|XP_001957333.1|DANA	LOC6544886|XP_001973150.1|DERE
OG0004106	LOC6493574|XP_001958024.1|DANA	LOC6543881|XP_001973640.1|DERE
OG0004107	LOC6493118|XP_001957079.1|DANA	LOC6546136|XP_001971302.1|DERE
OG0004108	LOC6494274|XP_001965945.1|DANA	LOC6553161|XP_026831963.1|DERE
OG0004109	LOC6503417|XP_001967469.1|DANA	LOC6554832|XP_001982005.1|DERE
OG0004110	LOC6493813|XP_001958489.1|DANA	LOC6544290|XP_001973718.1|DERE
OG0004111	LOC6505349|XP_001966890.2|DANA, LOC6499562|XP_032306021.1|DANA	LOC6554575|XP_001981763.1|DERE
OG0004112	LOC6501719|XP_001955843.2|DANA	LOC6554133|XP_015008990.1|DERE
OG0004113	LOC6503611|XP_001964067.1|DANA	LOC6549950|XP_001978689.1|DERE
OG0004114	LOC6504150|XP_001964276.1|DANA	LOC6551294|XP_001977000.1|DERE
OG0004115	LOC6503492|XP_001964279.1|DANA	LOC6551292|XP_026838559.1|DERE
OG0004116	LOC6499559|XP_001954383.1|DANA	LOC6554580|XP_001981768.1|DERE
OG0004117	LOC6500948|XP_001954226.1|DANA	LOC6552060|XP_001979716.1|DERE
OG0004118	LOC6494510|XP_001960199.1|DANA	LOC6546744|XP_001974537.1|DERE
OG0004119	LOC6499553|XP_001954395.1|DANA	LOC6551744|XP_001979694.1|DERE
OG0004120	LOC6494371|XP_032312338.1|DANA	LOC6553047|XP_001980035.3|DERE
OG0004121	LOC6502809|XP_001956210.2|DANA	LOC6543738|XP_001971945.2|DERE
OG0004122	LOC6507401|XP_001956084.1|DANA	LOC6553177|XP_015009782.1|DERE
OG0004123	LOC6500593|XP_032305641.1|DANA	LOC6553411|XP_026831759.1|DERE
OG0004124	LOC6503566|XP_032308691.1|DANA	LOC6551002|XP_026837499.1|DERE
OG0004125	LOC6505882|XP_032305510.1|DANA	LOC6554234|XP_026839629.1|DERE
OG0004126	LOC6505639|XP_032305507.1|DANA	LOC6554369|XP_026832224.1|DERE
OG0004127	LOC6498538|XP_001963023.1|DANA	LOC6541807|XP_001969383.1|DERE
OG0004128	LOC6499960|XP_001953555.1|DANA	LOC6552122|XP_001979729.1|DERE
OG0004129	LOC6495943|XP_001959900.1|DANA	LOC6546955|XP_001976024.1|DERE
OG0004130	LOC6503164|XP_032308945.1|DANA	LOC6550396|XP_026837756.1|DERE
OG0004131	LOC6498954|XP_001955613.1|DANA	LOC6553223|XP_001980148.1|DERE
OG0004132	LOC6506893|XP_001957047.1|DANA	LOC6546462|XP_001971334.2|DERE
OG0004133	LOC6498308|XP_001962506.1|DANA	LOC6542114|XP_001969785.1|DERE
OG0004134	LOC6501364|XP_001955082.2|DANA	LOC6555445|XP_001981889.1|DERE
OG0004135	LOC6500428|XP_032305672.1|DANA	LOC6553780|XP_026831656.1|DERE
OG0004136	LOC6500932|XP_001954195.1|DANA	LOC6553456|XP_001979253.1|DERE
OG0004137	LOC6494163|XP_001960842.1|DANA	LOC6541713|XP_001969123.1|DERE
OG0004138	LOC6493390|XP_001957657.1|DANA	LOC6544229|XP_001973045.1|DERE
OG0004139	LOC6502594|XP_032307960.1|DANA	LOC6550853|XP_001976792.1|DERE
OG0004140	LOC6503659|XP_001963984.1|DANA	LOC6551479|XP_001978512.1|DERE
OG0004141	LOC6495118|XP_032306510.1|DANA	LOC6547590|XP_026836682.1|DERE
OG0004142	LOC6503577|XP_001964125.1|DANA	LOC6551243|XP_001978335.1|DERE
OG0004143	LOC6499831|XP_001953821.1|DANA	LOC6553698|XP_001980404.1|DERE
OG0004144	LOC6498528|XP_001963003.1|DANA	LOC6542521|XP_001969361.1|DERE
OG0004145	LOC6493741|XP_001958348.1|DANA	LOC6544773|XP_001971679.2|DERE
OG0004146	LOC6499269|XP_014765995.1|DANA	LOC6552972|XP_026839726.1|DERE
OG0004147	LOC6498536|XP_001963018.1|DANA	LOC6541394|XP_001969377.1|DERE
OG0004148	LOC6499902|XP_014766274.2|DANA	LOC6553639|XP_026839798.1|DERE
OG0004149	LOC6500590|XP_001953529.1|DANA	LOC6553407|XP_001979260.1|DERE
OG0004150	LOC6500620|XP_001953583.1|DANA	LOC6552896|XP_001980004.1|DERE
OG0004151	LOC6505624|XP_001964580.1|DANA	LOC6554298|XP_026831730.1|DERE
OG0004152	LOC6500037|XP_032305727.1|DANA	LOC6552400|XP_001978926.2|DERE
OG0004153	LOC6495399|XP_001958760.1|DANA	LOC6546984|XP_001976072.1|DERE
OG0004154	LOC6506910|XP_001957012.1|DANA	LOC6545267|XP_001973265.1|DERE
OG0004155	LOC6499275|XP_001954977.1|DANA	LOC6553085|XP_001980104.1|DERE
OG0004156	LOC6499947|XP_032308825.1|DANA, LOC116655271|XP_032308778.1|DANA, LOC116655290|XP_032308802.1|DANA, LOC116655284|XP_032308794.1|DANA, LOC6499949|XP_032308769.1|DANA	LOC6552876|XP_026837374.1|DERE
OG0004157	LOC6498750|XP_001967275.2|DANA	LOC26526302|XP_015011447.1|DERE
OG0004158	LOC6507056|XP_032310673.1|DANA	LOC6545126|XP_001971072.1|DERE
OG0004159	LOC6500342|XP_001953008.1|DANA	LOC6555269|XP_001981834.1|DERE
OG0004160	LOC6507580|XP_001955945.1|DANA	LOC6546031|XP_026833746.1|DERE
OG0004161	LOC6498973|XP_001955579.2|DANA	LOC6551939|XP_001980627.2|DERE
OG0004162	LOC6501699|XP_001955792.2|DANA	LOC6551868|XP_001980818.2|DERE
OG0004163	LOC6499405|XP_001954702.2|DANA	LOC6552428|XP_026831621.1|DERE
OG0004164	LOC6501131|XP_032305406.1|DANA	LOC6552181|XP_001978835.2|DERE
OG0004165	LOC6494484|XP_014762811.1|DANA	LOC6548280|XP_026836071.1|DERE
OG0004166	LOC6494908|XP_001959445.1|DANA	LOC6548127|XP_001976504.1|DERE
OG0004167	LOC6501225|XP_001954797.1|DANA	LOC6552512|XP_001980937.1|DERE
OG0004168	LOC6500005|XP_001953420.1|DANA	LOC6554696|XP_001981956.1|DERE
OG0004169	LOC6504029|XP_032308497.1|DANA	LOC6551677|XP_015011392.1|DERE
OG0004170	LOC6504439|XP_032308335.1|DANA	LOC6551428|XP_001977135.1|DERE
OG0004171	LOC6504022|XP_001964023.2|DANA	LOC6550892|XP_001976957.1|DERE
OG0004172	LOC6502035|XP_032311902.1|DANA	LOC6550484|XP_026838139.1|DERE
OG0004173	LOC6495891|XP_001959791.1|DANA	LOC6548925|XP_001975412.1|DERE
OG0004174	LOC6494043|XP_032307009.1|DANA	LOC6549542|XP_015012452.1|DERE
OG0004175	LOC6494290|XP_001960597.1|DANA	LOC6547954|XP_001975282.1|DERE
OG0004176	LOC6502836|XP_001957171.1|DANA	LOC6545718|XP_026832393.1|DERE
OG0004177	LOC6499950|XP_014766290.1|DANA	LOC6552874|XP_015010189.1|DERE
OG0004178	LOC6505787|XP_032305583.1|DANA	LOC6552121|XP_026831522.1|DERE
OG0004179	LOC6504145|XP_001964268.1|DANA	LOC6555625|XP_001982603.1|DERE
OG0004180	LOC6500404|XP_032305739.1|DANA	LOC6553833|XP_015010315.1|DERE
OG0004181	LOC6501507|XP_001955389.1|DANA	LOC6555379|XP_001982092.1|DERE
OG0004182	LOC6507612|XP_032309826.1|DANA	LOC6545030|XP_026832328.1|DERE
OG0004183	LOC6507613|XP_032309851.1|DANA	LOC6545029|XP_001972525.3|DERE
OG0004184	LOC6506524|XP_001957718.1|DANA	LOC6543635|XP_001971839.1|DERE
OG0004185	LOC6498456|XP_001962860.1|DANA	LOC6543153|XP_001969691.1|DERE
OG0004186	LOC6503762|XP_001963786.1|DANA	LOC6555713|XP_001982557.1|DERE
OG0004187	LOC6500020|XP_032306921.1|DANA	LOC6554097|XP_001980454.1|DERE
OG0004188	LOC6494610|XP_014760084.1|DANA	LOC6553165|XP_015010173.1|DERE
OG0004189	LOC6494599|XP_001965939.1|DANA	LOC6553167|XP_001980027.1|DERE
OG0004190	LOC6500450|XP_001953237.1|DANA	LOC6552664|XP_001979172.1|DERE
OG0004191	LOC6500449|XP_001953234.1|DANA	LOC6552985|XP_001979169.1|DERE
OG0004192	LOC6499334|XP_001954847.2|DANA	LOC6553802|XP_001979559.1|DERE
OG0004193	LOC6502315|XP_001966222.2|DANA	LOC6551391|XP_026838543.1|DERE
OG0004194	LOC6499297|XP_001954921.1|DANA	LOC6551937|XP_001979681.1|DERE
OG0004195	LOC6504574|XP_001966599.1|DANA	LOC6550826|XP_001978084.1|DERE
OG0004196	LOC6499072|XP_014765895.1|DANA	LOC6555088|XP_001981399.1|DERE
OG0004197	LOC6499659|XP_001954201.1|DANA	LOC6553859|XP_001980563.1|DERE
OG0004198	LOC6501671|XP_001955720.1|DANA	LOC6551913|XP_001978848.1|DERE
OG0004199	LOC6499316|XP_032312064.1|DANA	LOC6553593|XP_026831494.1|DERE
OG0004200	LOC6496109|XP_001960244.1|DANA	LOC6548282|XP_026836597.1|DERE
OG0004201	LOC6505590|XP_001964639.1|DANA	LOC6555008|XP_026836786.1|DERE
OG0004202	LOC6501068|XP_001954496.3|DANA	LOC6554798|XP_001982229.1|DERE
OG0004203	LOC6501617|XP_001955612.1|DANA	LOC6553224|XP_026839800.1|DERE
OG0004204	LOC6506351|XP_001958052.1|DANA	LOC6545345|XP_001973360.1|DERE
OG0004205	LOC6493617|XP_032310372.1|DANA	LOC6546090|XP_001972782.1|DERE
OG0004206	LOC6500416|XP_001953173.1|DANA	LOC6553943|XP_001979469.1|DERE
OG0004207	LOC6500126|XP_001953172.1|DANA	LOC6553944|XP_001979470.1|DERE
OG0004208	LOC6501155|XP_001954654.1|DANA	LOC6554016|XP_026831971.1|DERE
OG0004209	LOC6505829|XP_001964444.1|DANA	LOC6554496|XP_026831967.1|DERE
OG0004210	LOC6500046|XP_001953324.1|DANA	LOC6553337|XP_001979310.1|DERE
OG0004211	LOC6507028|XP_001965296.1|DANA	LOC6543272|XP_001968310.1|DERE
OG0004212	LOC6498854|XP_001955794.1|DANA	LOC6551803|XP_001980816.1|DERE
OG0004213	LOC6500970|XP_001954272.1|DANA	LOC6552638|XP_001980904.1|DERE
OG0004214	LOC6495815|XP_001959644.1|DANA	LOC6547699|XP_001975020.1|DERE
OG0004215	LOC6494359|XP_001960469.1|DANA	LOC6547125|XP_001975479.2|DERE
OG0004216	LOC6507239|XP_014765114.1|DANA	LOC6545923|XP_026832674.1|DERE
OG0004217	LOC6493337|XP_001957548.1|DANA	LOC6544331|XP_001971982.1|DERE
OG0004218	LOC6503795|XP_001963732.1|DANA	LOC6550108|XP_001977599.1|DERE
OG0004219	LOC6499637|XP_001954246.1|DANA	LOC6552445|XP_001980934.1|DERE
OG0004220	LOC6501325|XP_032307487.1|DANA	LOC6553257|XP_026832792.1|DERE
OG0004221	LOC6505803|XP_001964403.2|DANA	LOC6553545|XP_001979328.1|DERE
OG0004222	LOC6505833|XP_001964452.1|DANA	LOC6553785|XP_001980484.1|DERE
OG0004223	LOC6500537|XP_032305352.1|DANA	LOC6553842|XP_026833681.1|DERE
OG0004224	LOC6498841|XP_001955832.1|DANA	LOC6552809|XP_001978940.1|DERE
OG0004225	LOC6505107|XP_001965444.1|DANA	LOC6551290|XP_001976996.1|DERE
OG0004226	LOC6499312|XP_014766007.1|DANA	LOC6553355|XP_015010138.1|DERE
OG0004227	LOC6498953|XP_001955615.2|DANA	LOC6553221|XP_026832569.1|DERE
OG0004228	LOC6501618|XP_001955614.1|DANA	LOC6553222|XP_001980147.1|DERE
OG0004229	LOC6496181|XP_001960384.2|DANA	LOC6548871|XP_001975457.2|DERE
OG0004230	LOC6503678|XP_032308576.1|DANA	LOC6551565|XP_001978604.3|DERE
OG0004231	LOC6493428|XP_001957728.1|DANA	LOC6543681|XP_001971849.1|DERE
OG0004232	LOC6506517|XP_014764793.1|DANA	LOC6543709|XP_015013311.1|DERE
OG0004233	LOC6506516|XP_001957732.1|DANA	LOC6543710|XP_001971853.1|DERE
OG0004234	LOC6506509|XP_014764791.1|DANA	LOC6543722|XP_015013310.1|DERE
OG0004235	LOC6504898|XP_001966552.1|DANA	LOC6555515|XP_001982673.1|DERE
OG0004236	LOC6505718|XP_001964396.1|DANA	LOC6551931|XP_001979675.1|DERE
OG0004237	LOC6500462|XP_001953270.1|DANA	LOC6553311|XP_001979208.1|DERE
OG0004238	LOC6501027|XP_001954413.1|DANA	LOC6551888|XP_001979710.1|DERE
OG0004239	LOC6505808|XP_001964410.1|DANA	LOC6553538|XP_001979321.1|DERE
OG0004240	LOC6501694|XP_032312248.1|DANA	LOC6552298|XP_001978895.1|DERE
OG0004241	LOC6500475|XP_001953297.1|DANA	LOC6552583|XP_001980894.1|DERE
OG0004242	LOC6499373|XP_001954765.1|DANA	LOC6552457|XP_001980875.1|DERE
OG0004243	LOC6493341|XP_001957555.1|DANA	LOC6544277|XP_001971974.1|DERE
OG0004244	LOC6501286|XP_001954922.1|DANA	LOC6551936|XP_001979680.1|DERE
OG0004245	LOC6492941|XP_001956697.1|DANA	LOC6545584|XP_026832179.1|DERE
OG0004246	LOC6507165|XP_032309940.1|DANA	LOC6544724|XP_026833046.1|DERE
OG0004247	LOC6504635|XP_001966494.1|DANA	LOC6555526|XP_001982635.1|DERE
OG0004248	LOC6495512|XP_001959005.1|DANA	LOC6547468|XP_001974920.1|DERE
OG0004249	LOC6507555|XP_001955906.1|DANA	LOC6544640|XP_001970975.1|DERE
OG0004250	LOC6504342|XP_001965017.1|DANA	LOC6542695|XP_026834524.1|DERE
OG0004251	LOC6504732|XP_032309113.1|DANA	LOC6555545|XP_026838975.1|DERE
OG0004252	LOC6501701|XP_001955797.1|DANA	LOC6551800|XP_001980813.1|DERE
OG0004253	LOC6499630|XP_001954263.1|DANA	LOC6552675|XP_001980914.1|DERE
OG0004254	LOC6503123|XP_001963465.1|DANA	LOC6550417|XP_001977802.2|DERE
OG0004255	LOC6502736|XP_032309224.1|DANA	LOC6543113|XP_015015276.1|DERE
OG0004256	LOC6494262|XP_032306747.1|DANA	LOC6548538|XP_026835976.1|DERE
OG0004257	LOC6499015|XP_001955508.1|DANA	LOC6554428|XP_001981279.1|DERE
OG0004258	LOC6500220|XP_032305319.1|DANA	LOC6555384|XP_026832144.1|DERE
OG0004259	LOC6496300|XP_001960647.1|DANA	LOC6548541|XP_001975333.1|DERE
OG0004260	LOC6501675|XP_032312185.1|DANA	LOC6551917|XP_026831841.1|DERE
OG0004261	LOC6500487|XP_014766582.1|DANA	LOC6552207|XP_015009472.1|DERE
OG0004262	LOC6503401|XP_001967502.1|DANA	LOC6554682|XP_001981971.1|DERE
OG0004263	LOC6501241|XP_001954832.1|DANA	LOC6553813|XP_001979546.1|DERE
OG0004264	LOC6499641|XP_001954239.1|DANA	LOC6553607|XP_001979232.2|DERE
OG0004265	LOC6500098|XP_001953231.1|DANA	LOC6552982|XP_001979166.1|DERE
OG0004266	LOC6494166|XP_001965970.1|DANA	LOC6553150|XP_001980140.1|DERE
OG0004267	LOC6505709|XP_001964416.1|DANA	LOC6552425|XP_001980780.1|DERE
OG0004268	LOC6494321|XP_032306141.1|DANA	LOC6546989|XP_026836101.1|DERE
OG0004269	LOC6495124|XP_001959000.1|DANA	LOC6548722|XP_001975396.1|DERE
OG0004270	LOC26514796|XP_014764049.1|DANA	LOC26526200|XP_015015467.1|DERE
OG0004271	LOC6495803|XP_001959621.1|DANA	LOC6549362|XP_001975791.1|DERE
OG0004272	LOC6500939|XP_001954212.1|DANA	LOC6553924|XP_001980571.1|DERE
OG0004273	LOC6500736|XP_001953816.1|DANA	LOC6553704|XP_001980410.1|DERE
OG0004274	LOC6502316|XP_001966224.1|DANA	LOC6551661|XP_001977239.1|DERE
OG0004275	LOC6503984|XP_001963956.1|DANA	LOC6551311|XP_026838781.1|DERE
OG0004276	LOC6502415|XP_032311180.1|DANA	LOC6544161|XP_001971386.1|DERE
OG0004277	LOC6507152|XP_001956579.2|DANA	LOC6544369|XP_001972428.2|DERE
OG0004278	LOC6503649|XP_001964000.1|DANA	LOC6551054|XP_001978298.1|DERE
OG0004279	LOC6497889|XP_001961652.1|DANA	LOC6542840|XP_001968215.1|DERE
OG0004280	LOC6504024|XP_032308594.1|DANA	LOC6550895|XP_026838390.1|DERE
OG0004281	LOC6496506|XP_001961040.1|DANA	LOC6543414|XP_001970498.1|DERE
OG0004282	LOC6494278|XP_001960615.1|DANA	LOC6548487|XP_001975301.1|DERE
OG0004283	LOC6496286|XP_001960614.1|DANA	LOC6548486|XP_001975300.1|DERE
OG0004284	LOC26514190|XP_014762303.1|DANA	LOC26526048|XP_015015439.1|DERE
OG0004285	LOC6500758|XP_001953862.1|DANA	LOC6555206|XP_001982074.1|DERE
OG0004286	LOC6507155|XP_032309755.1|DANA	LOC6544365|XP_026832766.1|DERE
OG0004287	LOC6507156|XP_032310003.1|DANA	LOC6544364|XP_001972423.1|DERE
OG0004288	LOC6507904|XP_001956568.1|DANA	LOC6544565|XP_001972417.1|DERE
OG0004289	LOC6493580|XP_001958036.1|DANA	LOC6545483|XP_026833749.1|DERE
OG0004290	LOC6496325|XP_001960706.1|DANA	LOC6549622|XP_001975659.1|DERE
OG0004291	LOC6494199|XP_001960767.1|DANA	LOC6549391|XP_001975609.1|DERE
OG0004292	LOC26513871|XP_014765544.1|DANA	LOC26526277|XP_015014251.1|DERE
OG0004293	LOC6506731|XP_001957336.1|DANA	LOC6544883|XP_001973147.1|DERE
OG0004294	LOC6493619|XP_032310369.1|DANA	LOC6546086|XP_001972778.1|DERE
OG0004295	LOC6493503|XP_032309554.1|DANA	LOC6545146|XP_026832308.1|DERE
OG0004296	LOC6493504|XP_001957883.2|DANA	LOC6545144|XP_001972775.1|DERE
OG0004297	LOC6496305|XP_001960657.1|DANA	LOC6548297|XP_001976582.1|DERE
OG0004298	LOC6495223|XP_001958813.1|DANA	LOC6542563|XP_001970434.1|DERE
