Orthogroup	DANA.longest_only	DSEC.longest_only
OG0004657	LOC6501293|XP_001954936.1|DANA	LOC6620063|XP_002044275.1|DSEC
OG0004658	LOC6500314|XP_001952950.1|DANA	LOC6606964|XP_002031757.1|DSEC
OG0004659	LOC6499782|XP_001953926.1|DANA	LOC6607568|XP_002032337.1|DSEC
OG0004660	LOC6500859|XP_032305731.1|DANA	LOC6607404|XP_002032177.1|DSEC
OG0004661	LOC6501377|XP_001955112.1|DANA	LOC116801429|XP_032576780.1|DSEC
OG0004662	LOC6499306|XP_001954903.1|DANA	LOC6616869|XP_002041205.1|DSEC
OG0004663	LOC6503636|XP_001964027.1|DANA	LOC6612410|XP_032582436.1|DSEC
OG0004664	LOC6503635|XP_014760999.1|DANA	LOC6612409|XP_032582009.1|DSEC
OG0004665	LOC6503868|XP_001963747.2|DANA	LOC6612555|XP_032581868.1|DSEC
OG0004666	LOC6505837|XP_001964461.1|DANA	LOC6607042|XP_002031830.1|DSEC
OG0004667	LOC6500623|XP_001953590.1|DANA	LOC6607036|XP_002031825.1|DSEC
OG0004668	LOC6503732|XP_032308487.1|DANA	LOC6620368|XP_032582213.1|DSEC
OG0004669	LOC6497294|XP_001962376.1|DANA	LOC6611463|XP_002036005.1|DSEC
OG0004670	LOC6501006|XP_001954359.3|DANA	LOC6616980|XP_002041308.1|DSEC
OG0004671	LOC6500743|XP_001953829.2|DANA	LOC116801410|XP_032576562.1|DSEC, LOC6606655|XP_002031455.1|DSEC
OG0004672	LOC6500232|XP_032305329.1|DANA	LOC6606373|XP_032579302.1|DSEC
OG0004673	LOC6505634|XP_032305505.1|DANA	LOC6619529|XP_002043744.1|DSEC
OG0004674	LOC6501469|XP_001955317.1|DANA	LOC6618697|XP_032577728.1|DSEC
OG0004675	LOC6499091|XP_032310551.1|DANA	LOC6621686|XP_032578976.1|DSEC
OG0004676	LOC6501400|XP_001955179.1|DANA	LOC6614060|XP_002038514.2|DSEC
OG0004677	LOC6500748|XP_032307855.1|DANA	LOC6607669|XP_032577661.1|DSEC
OG0004678	LOC6499823|XP_001953840.2|DANA	LOC6607668|XP_002032433.1|DSEC
OG0004679	LOC6501369|XP_032305619.1|DANA	LOC6620507|XP_032578097.1|DSEC
OG0004680	LOC6500921|XP_032312088.1|DANA	LOC6616766|XP_032578349.1|DSEC
OG0004681	LOC6498899|XP_001955718.1|DANA	LOC6607268|XP_002032047.1|DSEC
OG0004682	LOC6506636|XP_001965219.1|DANA	LOC6613352|XP_002037826.1|DSEC
OG0004683	LOC6500363|XP_001953056.1|DANA	LOC6606575|XP_002031376.2|DSEC
OG0004684	LOC6500626|XP_001953595.1|DANA	LOC6607031|XP_002031820.1|DSEC
OG0004685	LOC6505989|XP_014760871.1|DANA	LOC6612697|XP_032576840.1|DSEC
OG0004686	LOC6499369|XP_001954773.1|DANA	LOC6607175|XP_002031961.1|DSEC
OG0004687	LOC6505993|XP_001964745.1|DANA	LOC6612702|XP_032578078.1|DSEC
OG0004688	LOC6500329|XP_001952982.1|DANA	LOC6606937|XP_002031731.1|DSEC
OG0004689	LOC6501520|XP_001955411.1|DANA	LOC6607603|XP_002032371.1|DSEC
OG0004690	LOC6499969|XP_001953527.1|DANA	LOC6614139|XP_002038592.1|DSEC
OG0004691	LOC6501495|XP_001955363.1|DANA	LOC6612651|XP_002037155.1|DSEC
OG0004692	LOC6501505|XP_001955386.1|DANA	LOC6607631|XP_032577650.1|DSEC
OG0004693	LOC6499061|XP_014765888.1|DANA	LOC6607633|XP_002032401.1|DSEC
OG0004694	LOC6500673|XP_001953700.1|DANA	LOC6619664|XP_032579577.1|DSEC
OG0004695	LOC6499090|XP_014765899.1|DANA	LOC6618691|XP_032578960.1|DSEC
OG0004696	LOC6500773|XP_001953889.1|DANA	LOC6619203|XP_032577932.1|DSEC
OG0004698	LOC6505043|XP_001965574.1|DANA	LOC6617993|XP_002042301.1|DSEC
OG0004699	LOC6500301|XP_001952930.1|DANA	LOC6606939|XP_032578108.1|DSEC
OG0004700	LOC6500981|XP_001954295.1|DANA	LOC6613806|XP_002038275.2|DSEC
OG0004701	LOC6499293|XP_032306730.1|DANA	LOC6620056|XP_002044268.1|DSEC
OG0004702	LOC6500754|XP_001953853.1|DANA	LOC6607654|XP_032576970.1|DSEC
OG0004703	LOC6501522|XP_001955419.1|DANA	LOC6607594|XP_002032362.2|DSEC
OG0004704	LOC6505691|XP_001964449.1|DANA	LOC6607793|XP_002032551.1|DSEC
OG0004705	LOC6494534|XP_001965920.1|DANA	LOC6607064|XP_002031852.1|DSEC
OG0004706	LOC6507333|XP_001956225.1|DANA	LOC6604830|XP_002029675.1|DSEC
OG0004707	LOC6498242|XP_001962372.1|DANA	LOC6611458|XP_002036000.2|DSEC
OG0004708	LOC6499640|XP_001954241.1|DANA	LOC6614301|XP_002038741.1|DSEC
OG0004709	LOC6499758|XP_032305580.1|DANA	LOC6607334|XP_002032107.1|DSEC
OG0004710	LOC6500272|XP_032309206.1|DANA	LOC6606407|XP_032576380.1|DSEC
OG0004711	LOC6501334|XP_001955012.1|DANA	LOC6617096|XP_002041423.1|DSEC
OG0004712	LOC6500390|XP_001953118.3|DANA	LOC6606507|XP_002031308.1|DSEC
OG0004713	LOC6501657|XP_014767153.1|DANA	LOC6607694|XP_032579243.1|DSEC
OG0004714	LOC26514865|XP_014767353.1|DANA	LOC116801484|XP_032577291.1|DSEC
OG0004715	LOC6497831|XP_001961537.1|DANA	LOC6611266|XP_002035821.1|DSEC
OG0004716	LOC6498901|XP_032312179.1|DANA	LOC6607683|XP_032578942.1|DSEC
OG0004717	LOC6501958|XP_032308201.1|DANA	LOC6617517|XP_002041833.2|DSEC
OG0004718	LOC6498489|XP_014762148.1|DANA	LOC6613239|XP_002037716.2|DSEC
OG0004719	LOC6505574|XP_032305422.1|DANA	LOC6612915|XP_032576898.1|DSEC
OG0004720	LOC6500753|XP_001953849.1|DANA	LOC6607659|XP_002032424.1|DSEC
OG0004721	LOC6501634|XP_032312121.1|DANA	LOC6618730|XP_002042988.1|DSEC
OG0004722	LOC6505545|XP_001964724.1|DANA	LOC6612683|XP_032577869.1|DSEC
OG0004723	LOC6502949|XP_001963536.1|DANA	LOC6615096|XP_032580569.1|DSEC
OG0004724	LOC6500648|XP_001953646.1|DANA	LOC6613722|XP_002038192.1|DSEC
OG0004725	LOC6499258|XP_001955011.1|DANA	LOC6617098|XP_032577110.1|DSEC
OG0004726	LOC6501475|XP_032310559.1|DANA	LOC6618688|XP_032576644.1|DSEC
OG0004727	LOC6501531|XP_032312060.1|DANA	LOC6607585|XP_032577819.1|DSEC
OG0004728	LOC6500745|XP_001953832.1|DANA	LOC6606652|XP_002031452.1|DSEC
OG0004729	LOC6498761|XP_001967256.2|DANA	LOC6618460|XP_002042730.1|DSEC
OG0004730	LOC6497763|XP_032307719.1|DANA	LOC6611430|XP_002035974.1|DSEC
OG0004731	LOC6505657|XP_001964518.1|DANA	LOC6620701|XP_002044906.1|DSEC
OG0004732	LOC6500914|XP_001954154.1|DANA	LOC6606985|XP_002031777.1|DSEC
OG0004733	LOC6499682|XP_001954155.1|DANA	LOC6616780|XP_002041117.1|DSEC
OG0004734	LOC6500832|XP_032311282.1|DANA	LOC6607355|XP_002032128.2|DSEC
OG0004735	LOC6500276|XP_032309163.1|DANA	LOC6619539|XP_032578596.1|DSEC
OG0004736	LOC6499803|XP_032308496.1|DANA	LOC6612616|XP_032578710.1|DSEC
OG0004737	LOC6499608|XP_001954302.1|DANA	LOC6613814|XP_002038283.1|DSEC
OG0004738	LOC6500985|XP_001954303.2|DANA	LOC6613815|XP_032577708.1|DSEC
OG0004739	LOC6501514|XP_001955399.3|DANA	LOC6607618|XP_002032386.1|DSEC
OG0004740	LOC6499783|XP_014766224.1|DANA	LOC6619619|XP_002043834.1|DSEC
OG0004741	LOC6505859|XP_001964499.1|DANA	LOC6613721|XP_002038191.1|DSEC
OG0004742	LOC6501771|XP_032311688.1|DANA	LOC6619481|XP_032579955.1|DSEC
OG0004743	LOC6499216|XP_001955085.1|DANA	LOC6620512|XP_002044716.1|DSEC
OG0004744	LOC6498187|XP_001962257.2|DANA	LOC6611344|XP_002035890.1|DSEC
OG0004745	LOC6498872|XP_001955766.1|DANA	LOC6613897|XP_032576187.1|DSEC
OG0004746	LOC6505815|XP_001964423.2|DANA	LOC6606759|XP_002031556.1|DSEC
OG0004747	LOC6505704|XP_014760767.1|DANA	LOC6606760|XP_032576959.1|DSEC
OG0004748	LOC6505701|XP_032305564.1|DANA	LOC6606757|XP_032576951.1|DSEC
OG0004749	LOC6499479|XP_001954554.3|DANA	LOC6619239|XP_002043458.2|DSEC
OG0004750	LOC6499741|XP_001954019.1|DANA	LOC6607369|XP_032578103.1|DSEC
OG0004751	LOC6505878|XP_014760830.1|DANA	LOC6606269|XP_002031074.1|DSEC
OG0004752	LOC6505614|XP_001964595.1|DANA	LOC6617109|XP_032579186.1|DSEC
OG0004753	LOC6499106|XP_014765904.2|DANA	LOC6607828|XP_002032586.1|DSEC
OG0004754	LOC6501636|XP_001955651.1|DANA	LOC6618735|XP_002042993.1|DSEC
OG0004755	LOC6501108|XP_001954564.1|DANA	LOC6619251|XP_002043469.1|DSEC
OG0004756	LOC6499474|XP_001954565.1|DANA	LOC6619252|XP_002043470.1|DSEC
OG0004757	LOC6499718|XP_014766195.1|DANA	LOC6606589|XP_032578789.1|DSEC
OG0004758	LOC26513693|XP_014767198.2|DANA	LOC6616665|XP_032577628.1|DSEC
OG0004759	LOC6498965|XP_001955598.1|DANA	LOC6607305|XP_032576322.1|DSEC
OG0004760	LOC6498959|XP_001955606.1|DANA	LOC6606413|XP_002031217.1|DSEC
OG0004761	LOC6500691|XP_001953731.1|DANA	LOC6616797|XP_002041134.1|DSEC
OG0004762	LOC6497000|XP_001962957.1|DANA	LOC6611405|XP_002035949.1|DSEC
OG0004763	LOC6500895|XP_001954121.3|DANA	LOC6613765|XP_002038234.1|DSEC
OG0004764	LOC6499034|XP_001955470.1|DANA	LOC6606438|XP_002031242.1|DSEC
OG0004765	LOC6505694|XP_001964445.3|DANA	LOC6607797|XP_032577179.1|DSEC
OG0004766	LOC6500004|XP_001953422.1|DANA	LOC6607780|XP_002032539.1|DSEC
OG0004767	LOC6500995|XP_001954318.1|DANA	LOC6613831|XP_002038300.1|DSEC
OG0004768	LOC6499304|XP_001954908.1|DANA	LOC6613832|XP_002038301.1|DSEC
OG0004769	LOC6506863|XP_001965263.1|DANA	LOC6618223|XP_002042498.1|DSEC
OG0004770	LOC6501022|XP_001954393.1|DANA	LOC6616655|XP_002041012.1|DSEC
OG0004771	LOC6499011|XP_001955516.1|DANA	LOC6612787|XP_002037288.1|DSEC
OG0004772	LOC6501123|XP_001954594.1|DANA	LOC6607271|XP_002032050.1|DSEC
OG0004773	LOC6501092|XP_001954536.1|DANA	LOC6619219|XP_002043438.1|DSEC
OG0004774	LOC6499487|XP_032305827.1|DANA	LOC6619216|XP_032579616.1|DSEC
OG0004775	LOC6505659|XP_001964514.1|DANA	LOC6613704|XP_002038174.1|DSEC
OG0004776	LOC6495996|XP_001960007.1|DANA	LOC6607925|XP_002032675.2|DSEC
OG0004777	LOC6493878|XP_001958602.1|DANA	LOC6620136|XP_002044348.1|DSEC
OG0004778	LOC6498423|XP_001962774.1|DANA	LOC6611209|XP_002035765.1|DSEC
OG0004779	LOC6499058|XP_001955393.1|DANA	LOC6607624|XP_032576479.1|DSEC
OG0004780	LOC6503283|XP_001967586.1|DANA	LOC6613208|XP_002037688.1|DSEC
OG0004781	LOC6505651|XP_032305516.1|DANA	LOC6606647|XP_032578915.1|DSEC
OG0004782	LOC6500752|XP_001953847.3|DANA	LOC6607662|XP_032576822.1|DSEC
OG0004783	LOC6498792|XP_001967265.1|DANA	LOC6618512|XP_032580027.1|DSEC
OG0004784	LOC6499189|XP_001955147.1|DANA	LOC6614096|XP_002038550.1|DSEC
OG0004785	LOC6499177|XP_001955161.1|DANA	LOC6614081|XP_002038535.1|DSEC
OG0004786	LOC6499175|XP_032312384.1|DANA	LOC6614079|XP_032577886.1|DSEC
OG0004787	LOC6499173|XP_001955165.1|DANA	LOC6614077|XP_002038531.2|DSEC
OG0004788	LOC6501396|XP_014767021.1|DANA	LOC6614076|XP_032577974.1|DSEC
OG0004790	LOC6498920|XP_001955675.3|DANA	LOC6617049|XP_002041377.2|DSEC
OG0004791	LOC6500568|XP_001953492.1|DANA	LOC6612984|XP_032578309.1|DSEC
OG0004792	LOC6501708|XP_001955813.1|DANA	LOC6620506|XP_002044710.1|DSEC
OG0004793	LOC6501439|XP_001955257.2|DANA	LOC6612750|XP_032576179.1|DSEC
OG0004794	LOC6500149|XP_001953127.1|DANA	LOC6606497|XP_002031298.1|DSEC
OG0004795	LOC6500181|XP_001953072.1|DANA	LOC6621454|XP_032576631.1|DSEC
OG0004796	LOC6499906|XP_001953659.2|DANA	LOC6606619|XP_032578852.1|DSEC
OG0004797	LOC6499759|XP_032307754.1|DANA	LOC6607331|XP_032578550.1|DSEC
OG0004798	LOC6505586|XP_001964644.1|DANA	LOC6612662|XP_002037166.1|DSEC
OG0004799	LOC6499518|XP_001954453.1|DANA	LOC6607318|XP_002032092.1|DSEC
OG0004800	LOC6499032|XP_032311420.1|DANA	LOC6606447|XP_032577736.1|DSEC
OG0004801	LOC6500219|XP_001952997.1|DANA	LOC6619681|XP_002043896.1|DSEC
OG0004802	LOC6499484|XP_001954542.1|DANA	LOC6619226|XP_002043445.1|DSEC
OG0004803	LOC6499231|XP_001955059.1|DANA	LOC6618781|XP_032577251.1|DSEC
OG0004804	LOC6501279|XP_001954907.1|DANA	LOC6613830|XP_032579108.1|DSEC
OG0004805	LOC6500544|XP_014766615.1|DANA	LOC6621926|XP_032577266.1|DSEC
OG0004806	LOC6504089|XP_001964153.1|DANA	LOC6618655|XP_002042914.1|DSEC
OG0004807	LOC6500667|XP_001953685.2|DANA	LOC6619647|XP_032576171.1|DSEC
OG0004808	LOC6500635|XP_001953616.1|DANA	LOC6607006|XP_002031795.1|DSEC
OG0004809	LOC6499802|XP_001953881.2|DANA	LOC6619208|XP_002043429.2|DSEC
OG0004810	LOC6501087|XP_001954530.2|DANA	LOC6619214|XP_002043433.1|DSEC
OG0004811	LOC6493209|XP_014764251.1|DANA	LOC6616304|XP_032573980.1|DSEC
OG0004812	LOC6500001|XP_032312092.1|DANA	LOC6607111|XP_032576879.1|DSEC
OG0004813	LOC6499810|XP_001953865.1|DANA	LOC6607643|XP_002032408.1|DSEC
OG0004814	LOC6499937|XP_001953599.1|DANA	LOC6607027|XP_002031816.1|DSEC
OG0004815	LOC6503091|XP_001963408.3|DANA	LOC6612301|XP_032582443.1|DSEC
OG0004816	LOC6501935|XP_001966722.1|DANA	LOC6619846|XP_002044059.2|DSEC
OG0004817	LOC6501936|XP_001966723.1|DANA	LOC6619843|XP_002044056.2|DSEC
OG0004818	LOC6501121|XP_001954591.1|DANA	LOC6607274|XP_002032053.1|DSEC
OG0004819	LOC6499764|XP_001953968.1|DANA	LOC6607528|XP_002032297.1|DSEC
OG0004820	LOC6499925|XP_001953619.1|DANA	LOC6607003|XP_002031792.1|DSEC
OG0004821	LOC6501580|XP_014767113.1|DANA	LOC6612785|XP_032577453.1|DSEC
OG0004822	LOC6500271|XP_032309217.1|DANA	LOC6606404|XP_032579469.1|DSEC
OG0004823	LOC6500928|XP_014766797.1|DANA	LOC6606494|XP_032578876.1|DSEC
OG0004824	LOC6499668|XP_001954185.1|DANA	LOC6606493|XP_002031294.1|DSEC
OG0004825	LOC116656379|XP_032311760.1|DANA	LOC6619479|XP_032579983.1|DSEC
OG0004826	LOC6499163|XP_001955191.1|DANA	LOC6614043|XP_002038497.1|DSEC
OG0004827	LOC6499609|XP_001954300.1|DANA	LOC6613812|XP_002038281.1|DSEC
OG0004828	LOC6499059|XP_001955391.1|DANA	LOC6607626|XP_002032394.1|DSEC
OG0004829	LOC6501660|XP_001955702.1|DANA	LOC6607689|XP_002032453.1|DSEC
OG0004830	LOC26515275|XP_014767410.2|DANA	LOC6621052|XP_032577184.1|DSEC, LOC6621486|XP_032578751.1|DSEC
OG0004831	LOC6493794|XP_001958447.1|DANA	LOC6610969|XP_002035526.1|DSEC
OG0004832	LOC6499897|XP_001953675.1|DANA	LOC6606640|XP_002031441.1|DSEC
OG0004833	LOC6503456|XP_001967517.1|DANA	LOC6613972|XP_002038436.1|DSEC
OG0004834	LOC6501515|XP_001955401.1|DANA	LOC6607616|XP_002032384.1|DSEC
OG0004835	LOC6501516|XP_001955403.2|DANA	LOC6607613|XP_002032381.1|DSEC
OG0004836	LOC6500799|XP_001953942.2|DANA	LOC6607555|XP_002032324.1|DSEC
OG0004837	LOC6506750|XP_032310823.1|DANA	LOC6616348|XP_002040708.2|DSEC
OG0004838	LOC6499877|XP_014766266.1|DANA	LOC116801747|XP_032578906.1|DSEC
OG0004839	LOC6499879|XP_001953715.2|DANA	LOC6606922|XP_032579208.1|DSEC
OG0004840	LOC6503433|XP_001967470.1|DANA	LOC6607728|XP_002032491.2|DSEC
OG0004841	LOC6497717|XP_001961496.1|DANA	LOC6611323|XP_002035870.1|DSEC
OG0004842	LOC6505985|XP_001964732.1|DANA	LOC6612693|XP_002037196.1|DSEC
OG0004843	LOC6500889|XP_001954114.1|DANA	LOC6613759|XP_032578422.1|DSEC
OG0004844	LOC6497045|XP_001962857.1|DANA	LOC6617795|XP_032581628.1|DSEC
OG0004845	LOC6498864|XP_001955780.1|DANA	LOC6613915|XP_002038380.1|DSEC
OG0004846	LOC6506056|XP_001965094.1|DANA	LOC6621134|XP_002045314.1|DSEC
OG0004847	LOC6504265|XP_001965095.1|DANA	LOC6621133|XP_002045313.1|DSEC
OG0004848	LOC6500696|XP_001953745.1|DANA	LOC6616811|XP_002041148.2|DSEC
OG0004849	LOC6497234|XP_014761568.1|DANA	LOC6611621|XP_032578601.1|DSEC
OG0004850	LOC6500572|XP_032307704.1|DANA	LOC6614172|XP_032577128.1|DSEC
OG0004851	LOC6499977|XP_001953503.2|DANA	LOC6614171|XP_002038618.1|DSEC
OG0004852	LOC6500581|XP_032305495.1|DANA	LOC116801573|XP_032577905.1|DSEC
OG0004853	LOC6494964|XP_001959317.2|DANA	LOC6615348|XP_002039746.1|DSEC
OG0004854	LOC6507433|XP_032309975.1|DANA	LOC6605404|XP_032573493.1|DSEC
OG0004855	LOC26513695|XP_014765520.1|DANA	LOC6605283|XP_002030121.1|DSEC
OG0004856	LOC6506785|XP_032310781.1|DANA	LOC6604777|XP_002029628.2|DSEC
OG0004857	LOC6502817|XP_001955936.2|DANA	LOC6610425|XP_002035007.2|DSEC
OG0004858	LOC6506782|XP_001957250.1|DANA	LOC6604785|XP_032574411.1|DSEC
OG0004859	LOC6493502|XP_001957879.3|DANA	LOC6604787|XP_002029638.1|DSEC
OG0004860	LOC6506867|XP_032310021.1|DANA	LOC6610495|XP_002035075.1|DSEC
OG0004861	LOC6507754|XP_014765457.1|DANA	LOC6605097|XP_032573185.1|DSEC
OG0004862	LOC6507311|XP_032310387.1|DANA	LOC6605106|XP_032575856.1|DSEC
OG0004863	LOC6506628|XP_001957513.2|DANA	LOC6610913|XP_032575140.1|DSEC
OG0004864	LOC6507690|XP_001956153.1|DANA	LOC6610769|XP_002035335.1|DSEC
OG0004865	LOC6499104|XP_001955290.1|DANA	LOC6618723|XP_002042982.1|DSEC
OG0004866	LOC6506503|XP_001957757.1|DANA	LOC6611115|XP_002035672.2|DSEC
OG0004867	LOC6494666|XP_001959906.2|DANA	LOC6608722|XP_032572345.1|DSEC
OG0004868	LOC6493906|XP_001961353.1|DANA	LOC6619145|XP_002043385.1|DSEC
OG0004869	LOC6496637|XP_032311583.1|DANA	LOC6607873|XP_002032627.1|DSEC
OG0004870	LOC6496635|XP_001961300.1|DANA	LOC6607879|XP_032570069.1|DSEC
OG0004871	LOC6496466|XP_001960962.1|DANA	LOC6618832|XP_002043081.1|DSEC
OG0004872	LOC6494381|XP_001960428.1|DANA	LOC6618914|XP_002043162.1|DSEC
OG0004873	LOC6497453|XP_001962042.1|DANA	LOC6611652|XP_002036187.1|DSEC
OG0004874	LOC6499575|XP_001954355.1|DANA	LOC6616984|XP_002041312.1|DSEC
OG0004875	LOC6501819|XP_014759584.1|DANA	LOC6614921|XP_032580529.1|DSEC
OG0004876	LOC6504774|XP_032309060.1|DANA	LOC6615905|XP_032580930.1|DSEC
OG0004877	LOC6507913|XP_001956591.1|DANA	LOC6605338|XP_002030174.1|DSEC
OG0004878	LOC6494564|XP_001960094.1|DANA	LOC6608039|XP_002032787.1|DSEC
OG0004879	LOC6496317|XP_032307131.1|DANA	LOC6613023|XP_032572985.1|DSEC
OG0004880	LOC6506357|XP_001958033.1|DANA	LOC6616452|XP_002040813.1|DSEC
OG0004881	LOC6493766|XP_001958397.1|DANA	LOC6611027|XP_002035584.1|DSEC
OG0004882	LOC6507413|XP_014765225.1|DANA	LOC6611110|XP_002035667.1|DSEC
OG0004883	LOC6506898|XP_001957042.1|DANA	LOC6610547|XP_032574976.1|DSEC
OG0004884	LOC6494727|XP_014762937.1|DANA	LOC116800635|XP_032572519.1|DSEC
OG0004885	LOC6495939|XP_001959891.2|DANA	LOC6608895|XP_002033609.1|DSEC
OG0004886	LOC6494418|XP_001960365.1|DANA	LOC6609359|XP_032570553.1|DSEC
OG0004887	LOC6495619|XP_001959233.1|DANA	LOC6609762|XP_002034416.1|DSEC
OG0004888	LOC6496583|XP_032307208.1|DANA	LOC6609866|XP_032572690.1|DSEC
OG0004889	LOC6496404|XP_014763806.1|DANA	LOC6608435|XP_002033169.2|DSEC
OG0004890	LOC6496562|XP_001961154.1|DANA	LOC6609300|XP_032570448.1|DSEC
OG0004891	LOC6504075|XP_001964130.1|DANA	LOC6618607|XP_002042866.1|DSEC
OG0004892	LOC6494831|XP_032306740.1|DANA	LOC6609811|XP_032572654.1|DSEC
OG0004893	LOC6494759|XP_001959726.1|DANA	LOC6615537|XP_002039916.1|DSEC
OG0004894	LOC6494854|XP_001959548.1|DANA	LOC6608922|XP_002033636.1|DSEC
OG0004895	LOC6494703|XP_001959826.1|DANA	LOC6615727|XP_002040098.2|DSEC
OG0004896	LOC6496591|XP_032311611.1|DANA	LOC6609849|XP_032572488.1|DSEC
OG0004897	LOC6493981|XP_032311609.1|DANA	LOC6609853|XP_002034504.2|DSEC
OG0004898	LOC6494877|XP_001959503.1|DANA	LOC6608463|XP_002033197.1|DSEC
OG0004899	LOC6495376|XP_001958699.3|DANA	LOC6608596|XP_032573034.1|DSEC
OG0004900	LOC6495756|XP_001959509.1|DANA	LOC6608455|XP_002033189.1|DSEC
OG0004901	LOC6494874|XP_014763035.1|DANA	LOC6608456|XP_002033190.1|DSEC
OG0004902	LOC6507471|XP_001955947.1|DANA	LOC6610414|XP_002034996.1|DSEC
OG0004903	LOC6495465|XP_001958905.1|DANA	LOC6615496|XP_032570343.1|DSEC
OG0004904	LOC6499822|XP_001953842.1|DANA	LOC6607666|XP_032577660.1|DSEC
OG0004905	LOC6496473|XP_014763849.1|DANA	LOC6608061|XP_032571377.1|DSEC
OG0004906	LOC6506374|XP_001958001.1|DANA	LOC6605022|XP_032574264.1|DSEC
OG0004907	LOC6493440|XP_001957755.1|DANA	LOC6611112|XP_002035669.1|DSEC
OG0004908	LOC6493073|XP_001956988.1|DANA	LOC6616375|XP_002040735.1|DSEC
OG0004909	LOC6506917|XP_032309960.1|DANA	LOC6616366|XP_032575248.1|DSEC
OG0004910	LOC6493077|XP_001957000.1|DANA	LOC6616362|XP_002040722.1|DSEC
OG0004911	LOC6493143|XP_001957138.1|DANA	LOC6610631|XP_032573220.1|DSEC
OG0004912	LOC6493561|XP_001958000.1|DANA	LOC6605021|XP_032574275.1|DSEC
OG0004913	LOC6495045|XP_001959176.1|DANA	LOC6610108|XP_002034719.1|DSEC
OG0004914	LOC6495596|XP_001959170.2|DANA	LOC6610115|XP_032572275.1|DSEC
OG0004915	LOC6496463|XP_032306227.1|DANA	LOC6618828|XP_032571385.1|DSEC
OG0004916	LOC6494123|XP_032306492.1|DANA	LOC6609460|XP_032571500.1|DSEC
OG0004917	LOC6507298|XP_001956292.2|DANA	LOC116800936|XP_032573564.1|DSEC
OG0004918	LOC6507759|XP_001956290.1|DANA	LOC6605031|XP_002029873.1|DSEC
OG0004919	LOC6505901|XP_001964582.1|DANA	LOC6619506|XP_002043721.1|DSEC
OG0004920	LOC6506246|XP_001958273.1|DANA	LOC6619422|XP_002043637.1|DSEC
OG0004921	LOC6506432|XP_032309725.1|DANA	LOC6611136|XP_032574948.1|DSEC
OG0004922	LOC6506969|XP_001956901.1|DANA	LOC6604904|XP_032573857.1|DSEC
OG0004923	LOC6507686|XP_001956147.1|DANA	LOC6610762|XP_032576066.1|DSEC
OG0004924	LOC6506171|XP_001958421.1|DANA	LOC6610993|XP_002035550.1|DSEC
OG0004925	LOC6492953|XP_001956728.2|DANA	LOC6610268|XP_002034863.1|DSEC
OG0004926	LOC6506187|XP_001958383.1|DANA	LOC6611044|XP_032575102.1|DSEC
OG0004927	LOC6506224|XP_032309486.1|DANA	LOC6604990|XP_032575761.1|DSEC
OG0004928	LOC6493995|XP_032307245.1|DANA	LOC116800338|XP_032570392.1|DSEC
OG0004929	LOC6507531|XP_001955870.2|DANA	LOC6610176|XP_032573670.1|DSEC
OG0004930	LOC6494663|XP_001959911.2|DANA	LOC6608729|XP_002033452.2|DSEC
OG0004931	LOC6495044|XP_001959178.1|DANA	LOC6610106|XP_002034717.1|DSEC
OG0004932	LOC6507376|XP_001956135.1|DANA	LOC6610147|XP_032574518.1|DSEC
OG0004933	LOC6494260|XP_001960649.1|DANA	LOC6609465|XP_032570150.1|DSEC
OG0004934	LOC6495730|XP_001959452.1|DANA	LOC6615820|XP_002040190.1|DSEC
OG0004935	LOC6495032|XP_001959202.1|DANA	LOC6609793|XP_002034447.1|DSEC
OG0004936	LOC6507356|XP_001956180.1|DANA	LOC6610799|XP_002035365.2|DSEC
OG0004937	LOC6506172|XP_032309920.1|DANA	LOC6610995|XP_032574008.1|DSEC
OG0004938	LOC6506408|XP_001957930.1|DANA	LOC6604767|XP_032573796.1|DSEC
OG0004939	LOC6506311|XP_001958142.2|DANA	LOC6618407|XP_032573869.1|DSEC
OG0004940	LOC6493630|XP_032309639.1|DANA	LOC6619346|XP_032574541.1|DSEC
OG0004941	LOC6506792|XP_032309927.1|DANA	LOC6605880|XP_032574349.1|DSEC
OG0004942	LOC6493327|XP_001957531.1|DANA	LOC6610888|XP_002035451.1|DSEC
OG0004943	LOC6493162|XP_001957172.1|DANA	LOC6604864|XP_002029709.2|DSEC
OG0004944	LOC6506877|XP_001957078.2|DANA	LOC6610507|XP_032573733.1|DSEC
OG0004945	LOC6496622|XP_001961282.1|DANA	LOC6607897|XP_002032651.1|DSEC
OG0004946	LOC6506362|XP_032309830.1|DANA	LOC6616459|XP_032573946.1|DSEC
OG0004947	LOC26514297|XP_014765602.1|DANA	LOC6610377|XP_002034959.2|DSEC
OG0004948	LOC6507600|XP_001955980.1|DANA	LOC6610379|XP_002034961.1|DSEC
OG0004949	LOC6507455|XP_032310605.1|DANA	LOC6610384|XP_002034966.2|DSEC
OG0004950	LOC6507679|XP_014765404.1|DANA	LOC6610152|XP_032573899.1|DSEC
OG0004951	LOC6498933|XP_032312123.1|DANA	LOC6618734|XP_002042992.1|DSEC
OG0004952	LOC6507623|XP_001956015.1|DANA	LOC6605414|XP_002030247.1|DSEC
OG0004953	LOC6493186|XP_001957223.1|DANA	LOC6605892|XP_002030705.1|DSEC
OG0004954	LOC6493187|XP_001957225.1|DANA	LOC6605890|XP_002030703.2|DSEC
