Orthogroup	DANA.longest_only	HILL.longest_only
OG0003474	LOC6505869|XP_001964516.2|DANA	LOC119651139|XP_037910462.1|HILL
OG0003475	LOC6499485|XP_032305843.1|DANA	LOC119651746|XP_037911404.1|HILL
OG0003477	LOC6500393|XP_001953126.1|DANA	LOC119651004|XP_037910218.1|HILL
OG0003478	LOC6505650|XP_001964530.3|DANA	LOC119651335|XP_037910809.1|HILL
OG0003479	LOC6500547|XP_001953432.1|DANA	LOC119651586|XP_037911154.1|HILL
OG0003480	LOC6499188|XP_001955148.1|DANA	LOC119651680|XP_037911307.1|HILL
OG0003481	LOC6499187|XP_001955149.1|DANA	LOC119651469|XP_037911005.1|HILL
OG0003482	LOC6499186|XP_032305340.1|DANA	LOC119652965|XP_037913291.1|HILL
OG0003484	LOC6501611|XP_001955591.1|DANA	LOC119659443|XP_037923456.1|HILL
OG0003485	LOC6500373|XP_001953076.1|DANA	LOC119652408|XP_037912449.1|HILL
OG0003486	LOC6500180|XP_001953074.1|DANA	LOC119652568|XP_037912709.1|HILL
OG0003487	LOC6501185|XP_001954718.1|DANA	LOC119653066|XP_037913472.1|HILL
OG0003488	LOC6501473|XP_001955323.1|DANA	LOC119653262|XP_037913797.1|HILL
OG0003489	LOC6500553|XP_032306498.1|DANA	LOC119650702|XP_037909618.1|HILL
OG0003490	LOC6501707|XP_001955807.3|DANA	LOC119653039|XP_037913423.1|HILL
OG0003491	LOC6499083|XP_001955339.2|DANA	LOC119652845|XP_037913110.1|HILL
OG0003492	LOC6501351|XP_001955048.1|DANA	LOC119651678|XP_037911303.1|HILL
OG0003493	LOC6499751|XP_032305632.1|DANA	LOC119652709|XP_037912918.1|HILL
OG0003494	LOC6501278|XP_001954906.1|DANA	LOC119652966|XP_037913292.1|HILL
OG0003495	LOC6497912|XP_001961700.1|DANA	LOC119652243|XP_037912145.1|HILL
OG0003496	LOC6501565|XP_001955482.1|DANA	LOC119652477|XP_037912574.1|HILL
OG0003497	LOC6501085|XP_001954528.1|DANA	LOC119647806|XP_037904953.1|HILL
OG0003498	LOC6498911|XP_001955690.2|DANA	LOC119658034|XP_037921194.1|HILL
OG0003499	LOC6500000|XP_001953431.1|DANA	LOC119652370|XP_037912395.1|HILL, LOC119651272|XP_037910704.1|HILL
OG0003500	LOC6497535|XP_001961888.1|DANA	LOC119650922|XP_037910076.1|HILL
OG0003501	LOC6500167|XP_001953099.1|DANA	LOC119657030|XP_037919711.1|HILL
OG0003502	LOC6499762|XP_001953970.1|DANA	LOC119657606|XP_037920531.1|HILL
OG0003503	LOC6501362|XP_001955076.1|DANA	LOC119657362|XP_037920168.1|HILL
OG0003504	LOC26514816|XP_014760929.1|DANA	LOC119652624|XP_037912796.1|HILL
OG0003506	LOC6501412|XP_014767026.1|DANA	LOC119651895|XP_037911645.1|HILL
OG0003507	LOC6500804|XP_032305789.1|DANA	LOC119646429|XP_037902805.1|HILL
OG0003508	LOC6507572|XP_001955931.2|DANA	LOC119650892|XP_037909997.1|HILL
OG0003509	LOC6505514|XP_032312368.1|DANA	LOC119651951|XP_037911733.1|HILL
OG0003510	LOC6501506|XP_001955388.1|DANA	LOC119652949|XP_037913268.1|HILL
OG0003511	LOC6499060|XP_032310920.1|DANA	LOC119652234|XP_037912126.1|HILL
OG0003512	LOC6499051|XP_001955406.1|DANA	LOC119651376|XP_037910879.1|HILL
OG0003513	LOC6499778|XP_001953938.1|DANA	LOC119646670|XP_037903128.1|HILL
OG0003514	LOC6500686|XP_001953725.1|DANA	LOC119651700|XP_037911340.1|HILL
OG0003515	LOC6495134|XP_001958981.1|DANA	LOC119655893|XP_037917967.1|HILL
OG0003516	LOC6500163|XP_001953107.1|DANA	LOC119656754|XP_037919245.1|HILL
OG0003517	LOC6500705|XP_001953761.1|DANA	LOC119651306|XP_037910761.1|HILL
OG0003518	LOC6500586|XP_001953523.1|DANA	LOC119652613|XP_037912778.1|HILL
OG0003519	LOC6507766|XP_014765467.1|DANA	LOC119647418|XP_037904232.1|HILL
OG0003520	LOC6507770|XP_001956319.1|DANA	LOC119648033|XP_037905386.1|HILL
OG0003521	LOC6507288|XP_001956307.1|DANA	LOC119647846|XP_037905031.1|HILL
OG0003522	LOC6494872|XP_001959512.1|DANA	LOC119658674|XP_037922164.1|HILL
OG0003523	LOC6497913|XP_001961702.1|DANA	LOC119658885|XP_037922600.1|HILL
OG0003524	LOC6502124|XP_001966164.1|DANA	LOC119658669|XP_037922150.1|HILL
OG0003525	LOC6496431|XP_032306607.1|DANA	LOC119659028|XP_037922851.1|HILL
OG0003526	LOC6499644|XP_032305433.1|DANA	LOC119650225|XP_037908730.1|HILL
OG0003527	LOC6494570|XP_032307292.1|DANA	LOC119659063|XP_037922901.1|HILL
OG0003529	LOC6498567|XP_001963075.1|DANA	LOC119649979|XP_037908349.1|HILL
OG0003530	LOC6506415|XP_001957921.1|DANA	LOC119650030|XP_037908438.1|HILL
OG0003531	LOC6500608|XP_001953552.1|DANA	LOC119647868|XP_037905066.1|HILL
OG0003532	LOC26514203|XP_014760174.1|DANA, LOC6506594|XP_001957580.1|DANA	LOC119648107|XP_037905550.1|HILL
OG0003533	LOC6506994|XP_001956863.1|DANA	LOC119649893|XP_037908211.1|HILL
OG0003534	LOC6507310|XP_001956271.2|DANA	LOC119648666|XP_037906376.1|HILL
OG0003535	LOC6508045|XP_001955874.2|DANA	LOC119650201|XP_037908695.1|HILL, LOC119648159|XP_037905662.1|HILL
OG0003536	LOC6493928|XP_014762464.1|DANA	LOC119661484|XP_037926776.1|HILL
OG0003537	LOC6494955|XP_001959330.1|DANA	LOC119646897|XP_037903483.1|HILL
OG0003538	LOC6494063|XP_001961057.1|DANA	LOC119652914|XP_037913229.1|HILL
OG0003539	LOC6505292|XP_001964827.1|DANA	LOC119648706|XP_037906445.1|HILL
OG0003540	LOC6507677|XP_001956128.1|DANA	LOC119649320|XP_037907350.1|HILL
OG0003541	LOC6505874|XP_032305521.1|DANA	LOC119647207|XP_037903957.1|HILL
OG0003542	LOC6494070|XP_032307151.1|DANA	LOC119652240|XP_037912146.1|HILL
OG0003543	LOC6503948|XP_001963900.1|DANA	LOC119646542|XP_037902942.1|HILL
OG0003544	LOC6507642|XP_001956061.1|DANA	LOC119648222|XP_037905762.1|HILL
OG0003545	LOC6493838|XP_014764573.1|DANA	LOC119651882|XP_037911633.1|HILL, LOC119650413|XP_037909126.1|HILL
OG0003546	LOC6493581|XP_001958037.1|DANA	LOC119647861|XP_037905058.1|HILL
OG0003548	LOC6494866|XP_014763031.1|DANA	LOC119650945|XP_037910107.1|HILL
OG0003549	LOC6494865|XP_001959525.2|DANA	LOC119651463|XP_037911002.1|HILL
OG0003550	LOC6495754|XP_001959504.1|DANA	LOC119660126|XP_037924449.1|HILL
OG0003551	LOC6496068|XP_001960149.1|DANA	LOC119659303|XP_037923244.1|HILL
OG0003552	LOC6495286|XP_001958700.2|DANA	LOC119660322|XP_037924726.1|HILL
OG0003553	LOC6494875|XP_001959506.1|DANA	LOC119659538|XP_037923607.1|HILL
OG0003554	LOC6493386|XP_001957649.3|DANA	LOC119648300|XP_037905887.1|HILL
OG0003555	LOC6507013|XP_001956826.3|DANA	LOC119647756|XP_037904802.1|HILL
OG0003556	LOC6493074|XP_001956990.2|DANA	LOC119649946|XP_037908292.1|HILL
OG0003557	LOC6493075|XP_001956992.1|DANA	LOC119649667|XP_037907855.1|HILL
OG0003558	LOC6507352|XP_032310565.1|DANA	LOC119647574|XP_037904502.1|HILL
OG0003559	LOC6507609|XP_001955996.1|DANA, LOC6500330|XP_032311923.1|DANA	LOC119647454|XP_037904314.1|HILL
OG0003560	LOC6506504|XP_001957754.1|DANA	LOC119650162|XP_037908637.1|HILL
OG0003561	LOC6495048|XP_001959172.3|DANA	LOC119650440|XP_037909199.1|HILL
OG0003562	LOC6496073|XP_001960160.1|DANA	LOC119654114|XP_037915214.1|HILL
OG0003563	LOC6501366|XP_001955086.1|DANA	LOC119654144|XP_037915237.1|HILL
OG0003564	LOC6493505|XP_001957887.1|DANA	LOC119648194|XP_037905713.1|HILL
OG0003565	LOC6507012|XP_001956827.3|DANA	LOC119650148|XP_037908613.1|HILL
OG0003566	LOC6494436|XP_001965921.1|DANA	LOC119653051|XP_037913448.1|HILL
OG0003567	LOC6494159|XP_032306167.1|DANA	LOC119651795|XP_037911506.1|HILL
OG0003568	LOC6495317|XP_014763248.1|DANA	LOC119661554|XP_037926873.1|HILL
OG0003569	LOC6507498|XP_001955884.1|DANA	LOC119650442|XP_037909213.1|HILL
OG0003570	LOC6494065|XP_001961048.1|DANA	LOC119648738|XP_037906488.1|HILL
OG0003571	LOC6507358|XP_001956178.2|DANA	LOC119650251|XP_037908769.1|HILL
OG0003572	LOC6495950|XP_032307172.1|DANA	LOC119661342|XP_037926571.1|HILL
OG0003573	LOC6494012|XP_001961148.1|DANA	LOC119647162|XP_037903894.1|HILL
OG0003574	LOC6506603|XP_001957562.1|DANA	LOC119650001|XP_037908391.1|HILL
OG0003575	LOC6493191|XP_032309928.1|DANA	LOC119649147|XP_037907087.1|HILL
OG0003576	LOC6492979|XP_001956782.1|DANA	LOC119649285|XP_037907305.1|HILL
OG0003578	LOC6493443|XP_001957763.1|DANA	LOC119661777|XP_037927182.1|HILL
OG0003579	LOC6496046|XP_001960111.1|DANA	LOC119647093|XP_037903791.1|HILL
OG0003580	LOC6496022|XP_001960062.1|DANA	LOC119646297|XP_037902639.1|HILL
OG0003581	LOC6507602|XP_014765348.1|DANA	LOC119650358|XP_037908969.1|HILL
OG0003582	LOC6506462|XP_001957825.1|DANA	LOC119647617|XP_037904584.1|HILL
OG0003583	LOC6495632|XP_001959265.1|DANA	LOC119646653|XP_037903099.1|HILL
OG0003584	LOC6495763|XP_001959522.2|DANA	LOC119655981|XP_037918148.1|HILL
OG0003585	LOC6506258|XP_001958251.1|DANA	LOC119650093|XP_037908538.1|HILL
OG0003586	LOC6502738|XP_032311686.1|DANA	LOC119660832|XP_037925630.1|HILL
OG0003587	LOC6497982|XP_001961838.1|DANA	LOC119648038|XP_037905392.1|HILL
OG0003588	LOC6500654|XP_001953657.1|DANA	LOC119647638|XP_037904628.1|HILL
OG0003589	LOC6494158|XP_001960852.1|DANA	LOC119646675|XP_037903134.1|HILL
OG0003590	LOC6507479|XP_001955929.1|DANA	LOC119648069|XP_037905471.1|HILL, LOC119648068|XP_037905470.1|HILL
OG0003591	LOC6493290|XP_014764307.1|DANA	LOC119647582|XP_037904518.1|HILL
OG0003592	LOC6493299|XP_001957476.1|DANA	LOC119648408|XP_037906086.1|HILL
OG0003593	LOC6506783|XP_032310585.1|DANA	LOC119647524|XP_037904422.1|HILL
OG0003594	LOC6507748|XP_001956263.1|DANA	LOC119648534|XP_037906230.1|HILL
OG0003595	LOC6495873|XP_001959761.1|DANA	LOC119657911|XP_037921026.1|HILL
OG0003596	LOC6493933|XP_001961299.1|DANA	LOC119654491|XP_037915846.1|HILL
OG0003597	LOC6496639|XP_001961309.1|DANA	LOC119649614|XP_037907766.1|HILL
OG0003598	LOC6507364|XP_032310347.1|DANA	LOC119648329|XP_037905949.1|HILL
OG0003599	LOC6497721|XP_001961490.1|DANA	LOC119648798|XP_037906570.1|HILL
OG0003600	LOC6506959|XP_014764987.1|DANA	LOC119650367|XP_037908991.1|HILL
OG0003601	LOC6495079|XP_001959107.1|DANA	LOC119660571|XP_037925154.1|HILL
OG0003602	LOC6495921|XP_001959859.1|DANA	LOC119652254|XP_037912165.1|HILL
OG0003603	LOC26513699|XP_014765521.1|DANA	LOC119648988|XP_037906840.1|HILL
OG0003604	LOC6497251|XP_032307354.1|DANA	LOC119651098|XP_037910383.1|HILL
OG0003605	LOC6501510|XP_001955394.1|DANA	LOC119652258|XP_037912167.1|HILL
OG0003606	LOC6496077|XP_001960170.2|DANA	LOC119655875|XP_037917937.1|HILL
OG0003607	LOC6494538|XP_001960143.1|DANA	LOC119660844|XP_037925670.1|HILL
OG0003608	LOC6493455|XP_001957785.1|DANA	LOC119649627|XP_037907790.1|HILL
OG0003609	LOC6494814|XP_001959609.1|DANA	LOC119656866|XP_037919453.1|HILL
OG0003610	LOC6507211|XP_001956467.1|DANA	LOC119650323|XP_037908907.1|HILL
OG0003611	LOC6506226|XP_032310692.1|DANA	LOC119649039|XP_037906927.1|HILL
OG0003612	LOC6495583|XP_001959142.1|DANA	LOC119658898|XP_037922627.1|HILL
OG0003613	LOC6494575|XP_001960074.1|DANA	LOC119646274|XP_037902611.1|HILL
OG0003614	LOC6494574|XP_001960075.1|DANA	LOC119646275|XP_037902612.1|HILL
OG0003615	LOC6495895|XP_001959801.1|DANA	LOC119652826|XP_037913085.1|HILL
OG0003616	LOC6495846|XP_001959705.1|DANA	LOC119659685|XP_037923851.1|HILL
OG0003617	LOC6495368|XP_001958677.2|DANA	LOC119648231|XP_037905783.1|HILL
OG0003618	LOC6495299|XP_001958675.2|DANA, LOC6495298|XP_032306983.1|DANA	LOC119648203|XP_037905737.1|HILL
OG0003619	LOC6495770|XP_001959541.1|DANA	LOC119659456|XP_037923472.1|HILL
OG0003620	LOC6494239|XP_001960680.1|DANA	LOC119649305|XP_037907332.1|HILL
OG0003621	LOC6493720|XP_001958306.1|DANA	LOC119647982|XP_037905283.1|HILL
OG0003622	LOC6493721|XP_014764506.1|DANA	LOC119647912|XP_037905160.1|HILL
OG0003623	LOC6496534|XP_001961091.1|DANA	LOC119646515|XP_037902899.1|HILL
OG0003624	LOC6495917|XP_001959851.1|DANA	LOC119660118|XP_037924440.1|HILL
OG0003625	LOC6494576|XP_001960072.1|DANA	LOC119661612|XP_037926957.1|HILL
OG0003626	LOC6495885|XP_001959782.1|DANA	LOC119655118|XP_037916771.1|HILL
OG0003627	LOC6496597|XP_032311616.1|DANA	LOC119651542|XP_037911102.1|HILL
OG0003628	LOC6495353|XP_001958644.1|DANA	LOC119661667|XP_037927030.1|HILL
OG0003629	LOC6494846|XP_001959563.1|DANA	LOC119661464|XP_037926753.1|HILL
OG0003630	LOC6496319|XP_001960691.1|DANA	LOC119647076|XP_037903761.1|HILL
OG0003631	LOC6493588|XP_001958049.1|DANA	LOC119649613|XP_037907761.1|HILL
OG0003632	LOC6506601|XP_001957566.2|DANA	LOC119649869|XP_037908168.1|HILL
OG0003633	LOC6494673|XP_001959887.1|DANA	LOC119647141|XP_037903862.1|HILL
OG0003634	LOC6506966|XP_001956907.1|DANA	LOC119648061|XP_037905456.1|HILL
OG0003635	LOC6493079|XP_032310366.1|DANA	LOC119648090|XP_037905510.1|HILL
OG0003636	LOC6495082|XP_001959103.1|DANA	LOC119646528|XP_037902920.1|HILL
OG0003637	LOC6496236|XP_001960512.1|DANA	LOC119646606|XP_037903035.1|HILL
OG0003638	LOC6493711|XP_001958287.2|DANA	LOC119647902|XP_037905137.1|HILL
OG0003639	LOC6504555|XP_001964918.1|DANA	LOC119647903|XP_037905138.1|HILL
OG0003640	LOC6494733|XP_001959765.1|DANA	LOC119650811|XP_037909876.1|HILL
OG0003641	LOC6494965|XP_001959315.1|DANA	LOC119659461|XP_037923475.1|HILL
OG0003642	LOC6496503|XP_001961031.1|DANA	LOC119658899|XP_037922628.1|HILL
OG0003643	LOC6496310|XP_032306103.1|DANA	LOC119659330|XP_037923302.1|HILL
OG0003644	LOC6494000|XP_014762519.1|DANA	LOC119650760|XP_037909784.1|HILL
OG0003645	LOC6506882|XP_001957067.1|DANA	LOC119649126|XP_037907059.1|HILL
OG0003646	LOC6506595|XP_001957579.1|DANA	LOC119650095|XP_037908541.1|HILL
OG0003647	LOC6506380|XP_001957988.1|DANA	LOC119649127|XP_037907060.1|HILL
OG0003648	LOC6504210|XP_001965150.1|DANA	LOC119648456|XP_037906141.1|HILL
OG0003649	LOC6499894|XP_001953682.1|DANA	LOC119649738|XP_037907948.1|HILL
OG0003650	LOC6504903|XP_001966560.1|DANA	LOC119649737|XP_037907947.1|HILL
OG0003651	LOC6499003|XP_001955530.1|DANA	LOC119650134|XP_037908593.1|HILL
OG0003652	LOC6507738|XP_001956245.1|DANA	LOC119647918|XP_037905170.1|HILL
OG0003653	LOC6493713|XP_001958290.1|DANA	LOC119650009|XP_037908405.1|HILL
OG0003654	LOC6492976|XP_001956777.1|DANA	LOC119648153|XP_037905652.1|HILL
OG0003656	LOC6506209|XP_032309866.1|DANA	LOC119648132|XP_037905596.1|HILL
OG0003657	LOC6493482|XP_001957843.1|DANA	LOC119647928|XP_037905188.1|HILL
OG0003658	LOC6499333|XP_001954849.1|DANA	LOC119657312|XP_037920102.1|HILL
OG0003659	LOC6493699|XP_014764497.1|DANA, LOC6493698|XP_001958259.1|DANA	LOC119648133|XP_037905604.1|HILL
OG0003660	LOC6507385|XP_014765199.1|DANA	LOC119649046|XP_037906946.1|HILL
OG0003661	LOC6493120|XP_032310574.1|DANA	LOC119647734|XP_037904769.1|HILL
OG0003662	LOC6493048|XP_001956950.1|DANA	LOC119648245|XP_037905810.1|HILL
OG0003663	LOC6506632|XP_032310700.1|DANA	LOC119648224|XP_037905768.1|HILL
OG0003664	LOC6493310|XP_014764324.1|DANA	LOC119648208|XP_037905741.1|HILL
OG0003665	LOC6495637|XP_001959271.1|DANA	LOC119647053|XP_037903739.1|HILL
OG0003666	LOC6493934|XP_032311499.1|DANA	LOC119661356|XP_037926590.1|HILL
OG0003667	LOC6492999|XP_032310813.1|DANA	LOC119650434|XP_037909181.1|HILL
OG0003668	LOC6504183|XP_032311493.1|DANA	LOC119658728|XP_037922319.1|HILL
OG0003669	LOC6493952|XP_001961258.1|DANA	LOC119651454|XP_037910990.1|HILL
OG0003670	LOC6496611|XP_001961257.1|DANA	LOC119651443|XP_037910979.1|HILL
OG0003671	LOC6495913|XP_032305960.1|DANA	LOC119652275|XP_037912197.1|HILL
OG0003672	LOC6500217|XP_001953003.1|DANA	LOC119659436|XP_037923446.1|HILL
OG0003673	LOC6495170|XP_014763183.1|DANA	LOC119650978|XP_037910172.1|HILL
OG0003674	LOC6494149|XP_032306138.1|DANA	LOC119657436|XP_037920273.1|HILL
OG0003675	LOC6496491|XP_001961006.1|DANA	LOC119646416|XP_037902789.1|HILL
OG0003676	LOC6494087|XP_032305947.1|DANA	LOC119654073|XP_037915167.1|HILL
OG0003678	LOC6507042|XP_001956767.3|DANA	LOC119650407|XP_037909120.1|HILL
OG0003679	LOC6492967|XP_001956762.1|DANA	LOC119649580|XP_037907712.1|HILL
OG0003680	LOC6494539|XP_001960141.1|DANA	LOC119661764|XP_037927162.1|HILL
OG0003681	LOC6494364|XP_001960455.1|DANA	LOC119661227|XP_037926381.1|HILL
OG0003682	LOC6500735|XP_001953814.1|DANA	LOC119658903|XP_037922637.1|HILL
OG0003683	LOC6494840|XP_001959567.2|DANA	LOC119660457|XP_037924946.1|HILL
OG0003684	LOC6507293|XP_001956299.1|DANA	LOC119648076|XP_037905489.1|HILL
OG0003685	LOC6493018|XP_014764189.2|DANA	LOC119648151|XP_037905650.1|HILL
OG0003686	LOC6494435|XP_001960317.1|DANA	LOC119652269|XP_037912184.1|HILL
OG0003687	LOC6494529|XP_001960166.1|DANA	LOC119646667|XP_037903125.1|HILL
OG0003688	LOC6494767|XP_001959709.1|DANA	LOC119656978|XP_037919642.1|HILL
OG0003689	LOC6506092|XP_001958572.1|DANA	LOC119648217|XP_037905753.1|HILL
OG0003690	LOC6507865|XP_001956488.1|DANA	LOC119648584|XP_037906283.1|HILL
OG0003691	LOC6493241|XP_001957340.1|DANA	LOC119648691|XP_037906419.1|HILL
OG0003692	LOC6496517|XP_001961054.1|DANA	LOC119646532|XP_037902926.1|HILL
OG0003693	LOC6493438|XP_001957749.1|DANA	LOC119649257|XP_037907267.1|HILL
OG0003694	LOC6507021|XP_001956807.1|DANA	LOC119647810|XP_037904954.1|HILL
OG0003695	LOC6506941|XP_001956943.1|DANA	LOC119648516|XP_037906212.1|HILL
OG0003696	LOC6495955|XP_001959928.1|DANA	LOC119661678|XP_037927044.1|HILL
OG0003697	LOC6495626|XP_014763381.1|DANA	LOC119646167|XP_037902471.1|HILL
OG0003698	LOC6507286|XP_014765136.1|DANA	LOC119649768|XP_037907996.1|HILL
OG0003699	LOC6496465|XP_014763845.1|DANA	LOC119651953|XP_037911739.1|HILL
OG0003700	LOC6496183|XP_001960391.1|DANA	LOC119646228|XP_037902544.1|HILL
OG0003701	LOC6497397|XP_001962167.2|DANA	LOC119646281|XP_037902617.1|HILL
OG0003702	LOC6507224|XP_001956440.1|DANA	LOC119647495|XP_037904381.1|HILL
OG0003703	LOC6506906|XP_001957024.1|DANA	LOC119648904|XP_037906736.1|HILL
OG0003704	LOC6506943|XP_001956941.1|DANA	LOC119650003|XP_037908393.1|HILL
OG0003705	LOC6496494|XP_032306200.1|DANA	LOC119648250|XP_037906170.1|HILL
OG0003706	LOC6493315|XP_001957508.1|DANA	LOC119649342|XP_037907376.1|HILL
OG0003707	LOC6507079|XP_014765057.1|DANA	LOC119649525|XP_037907637.1|HILL
OG0003708	LOC6493190|XP_001957231.1|DANA	LOC119650241|XP_037908751.1|HILL
OG0003709	LOC6495775|XP_001959546.1|DANA	LOC119646605|XP_037903033.1|HILL
OG0003710	LOC6494855|XP_001959547.1|DANA	LOC119661241|XP_037926398.1|HILL
OG0003711	LOC6506346|XP_001958061.1|DANA	LOC119649760|XP_037907982.1|HILL
OG0003712	LOC6496345|XP_001960734.1|DANA	LOC119657728|XP_037920702.1|HILL
OG0003713	LOC6495038|XP_001959192.1|DANA	LOC119646465|XP_037902842.1|HILL
OG0003714	LOC6495607|XP_001959191.1|DANA	LOC119646466|XP_037902843.1|HILL
OG0003715	LOC6493160|XP_001957169.1|DANA	LOC119649713|XP_037907915.1|HILL
OG0003716	LOC6506697|XP_001957398.1|DANA	LOC119647610|XP_037904570.1|HILL
OG0003717	LOC6493379|XP_001957641.1|DANA	LOC119650072|XP_037908498.1|HILL
OG0003718	LOC6507728|XP_001956230.1|DANA	LOC119649304|XP_037907329.1|HILL
OG0003719	LOC6507219|XP_001956444.2|DANA	LOC119648641|XP_037906340.1|HILL
OG0003720	LOC6504511|XP_001967048.2|DANA	LOC119655209|XP_037916915.1|HILL
OG0003721	LOC6494765|XP_001959717.1|DANA	LOC119655223|XP_037916934.1|HILL
OG0003722	LOC6493522|XP_001957919.2|DANA	LOC119648013|XP_037905343.1|HILL
OG0003723	LOC6507761|XP_001956295.1|DANA	LOC119649445|XP_037907524.1|HILL
OG0003724	LOC6493323|XP_001957525.2|DANA	LOC119648257|XP_037905830.1|HILL
OG0003725	LOC6493301|XP_032310104.1|DANA	LOC119647823|XP_037904980.1|HILL
OG0003726	LOC6493336|XP_001957546.1|DANA	LOC119648865|XP_037906677.1|HILL
OG0003728	LOC6505698|XP_001964435.1|DANA	LOC119658864|XP_037922548.1|HILL
OG0003729	LOC6507589|XP_032310255.1|DANA	LOC119649621|XP_037907778.1|HILL
OG0003730	LOC6493110|XP_032310182.1|DANA	LOC119649277|XP_037907292.1|HILL
OG0003731	LOC6507681|XP_001956136.1|DANA	LOC119648302|XP_037905889.1|HILL
OG0003732	LOC6493495|XP_001957863.1|DANA	LOC119655238|XP_037916952.1|HILL
OG0003733	LOC6492936|XP_032309812.1|DANA	LOC119648254|XP_037905825.1|HILL
OG0003734	LOC6507387|XP_001956108.1|DANA	LOC119650439|XP_037909193.1|HILL
OG0003735	LOC6494914|XP_001959431.1|DANA	LOC119659748|XP_037923973.1|HILL
OG0003736	LOC6495786|XP_001959579.1|DANA	LOC119660207|XP_037924609.1|HILL
OG0003737	LOC6495868|XP_001959750.2|DANA	LOC119646142|XP_037902427.1|HILL
OG0003738	LOC6496377|XP_001960790.1|DANA	LOC119660755|XP_037925448.1|HILL
OG0003739	LOC6494066|XP_001961043.1|DANA	LOC119661194|XP_037926344.1|HILL
OG0003740	LOC6496512|XP_001961049.1|DANA	LOC119660201|XP_037924561.1|HILL
OG0003741	LOC6507090|XP_001956686.1|DANA	LOC119647802|XP_037904946.1|HILL
OG0003742	LOC6506292|XP_001958187.1|DANA	LOC119648985|XP_037906836.1|HILL
OG0003743	LOC6496489|XP_032305950.1|DANA	LOC119648387|XP_037906055.1|HILL
OG0003744	LOC6496511|XP_001961047.1|DANA	LOC119660208|XP_037924574.1|HILL
OG0003745	LOC6495362|XP_001958667.1|DANA	LOC119647069|XP_037903755.1|HILL
OG0003746	LOC6495069|XP_032306220.1|DANA	LOC119655287|XP_037917035.1|HILL
OG0003747	LOC6507444|XP_001956004.1|DANA	LOC119648917|XP_037906751.1|HILL
OG0003748	LOC6507616|XP_001956006.2|DANA	LOC119649420|XP_037907488.1|HILL
OG0003749	LOC6507443|XP_001956009.1|DANA	LOC119648024|XP_037905370.1|HILL
OG0003750	LOC6507617|XP_001956007.1|DANA	LOC119648940|XP_037906782.1|HILL
OG0003751	LOC6507619|XP_001956010.2|DANA	LOC119649422|XP_037907491.1|HILL
OG0003752	LOC6493361|XP_032309706.1|DANA	LOC119647805|XP_037904949.1|HILL
OG0003753	LOC6493754|XP_001958376.1|DANA	LOC119648004|XP_037905318.1|HILL
OG0003754	LOC6493755|XP_001958378.1|DANA	LOC119647906|XP_037905142.1|HILL
OG0003755	LOC6493359|XP_001957594.2|DANA	LOC119648189|XP_037905706.1|HILL
OG0003756	LOC6501741|XP_001967137.2|DANA	LOC119659413|XP_037923415.1|HILL
OG0003757	LOC6494398|XP_001960403.1|DANA	LOC119647186|XP_037903925.1|HILL
OG0003758	LOC6494978|XP_014763094.1|DANA	LOC119648492|XP_037906186.1|HILL
OG0003759	LOC6506968|XP_001956904.2|DANA	LOC119650305|XP_037908874.1|HILL
OG0003760	LOC6496078|XP_032307154.1|DANA	LOC119660969|XP_037925962.1|HILL
OG0003761	LOC6506960|XP_001956916.1|DANA	LOC119649811|XP_037908070.1|HILL
OG0003762	LOC6506961|XP_001956914.1|DANA	LOC119648364|XP_037906017.1|HILL
OG0003763	LOC6506158|XP_014764646.2|DANA	LOC119650257|XP_037908780.1|HILL
OG0003764	LOC6506155|XP_032309670.1|DANA	LOC119648147|XP_037905632.1|HILL
OG0003765	LOC6497086|XP_001962787.1|DANA	LOC119648395|XP_037906062.1|HILL
OG0003766	LOC6503060|XP_001963347.1|DANA	LOC119661595|XP_037926925.1|HILL
OG0003767	LOC6505282|XP_001964826.1|DANA	LOC119646303|XP_037902646.1|HILL
OG0003768	LOC6495394|XP_032306623.1|DANA	LOC119647077|XP_037903762.1|HILL
OG0003769	LOC6495392|XP_001958741.1|DANA	LOC119655999|XP_037918169.1|HILL
OG0003770	LOC6503326|XP_032311971.1|DANA	LOC119660948|XP_037925888.1|HILL
OG0003771	LOC6507326|XP_001956242.1|DANA	LOC119648179|XP_037905687.1|HILL
OG0003772	LOC6506225|XP_001958312.1|DANA	LOC119648822|XP_037906609.1|HILL
OG0003773	LOC6496403|XP_001960840.1|DANA	LOC119658748|XP_037922360.1|HILL
OG0003774	LOC6494434|XP_001960318.2|DANA	LOC119661704|XP_037927083.1|HILL
OG0003775	LOC6502981|XP_032308889.1|DANA	LOC119659114|XP_037922965.1|HILL, LOC119659746|XP_037923936.1|HILL
OG0003776	LOC6495991|XP_001959994.1|DANA	LOC119660469|XP_037924980.1|HILL
OG0003778	LOC6495246|XP_032306005.1|DANA	LOC119654891|XP_037916437.1|HILL
OG0003779	LOC6495039|XP_001959187.1|DANA	LOC119660462|XP_037924952.1|HILL
OG0003780	LOC6494648|XP_001959938.1|DANA	LOC119648787|XP_037906563.1|HILL
OG0003781	LOC6505454|XP_032311737.1|DANA	LOC119660774|XP_037925472.1|HILL
OG0003782	LOC6504678|XP_032309013.1|DANA	LOC119654382|XP_037915676.1|HILL
