Orthogroup	DANA.longest_only	DFIC.longest_only
OG0003738	LOC6496377|XP_001960790.1|DANA	LOC108096942|XP_017054391.1|DFIC
OG0003739	LOC6494066|XP_001961043.1|DANA	LOC108093833|XP_017049651.1|DFIC
OG0003740	LOC6496512|XP_001961049.1|DANA	LOC108094027|XP_017049947.1|DFIC
OG0003741	LOC6507090|XP_001956686.1|DANA	LOC108100552|XP_017060012.1|DFIC
OG0003742	LOC6506292|XP_001958187.1|DANA	LOC108088305|XP_017041524.1|DFIC
OG0003743	LOC6496489|XP_032305950.1|DANA	LOC108101479|XP_017061315.1|DFIC
OG0003744	LOC6496511|XP_001961047.1|DANA	LOC108093877|XP_017049711.1|DFIC
OG0003745	LOC6495362|XP_001958667.1|DANA	LOC108086698|XP_017039186.1|DFIC
OG0003746	LOC6495069|XP_032306220.1|DANA	LOC108095164|XP_017051611.1|DFIC
OG0003747	LOC6507444|XP_001956004.1|DANA	LOC108089648|XP_017043505.1|DFIC
OG0003748	LOC6507616|XP_001956006.2|DANA	LOC108089644|XP_017043501.1|DFIC
OG0003749	LOC6507443|XP_001956009.1|DANA	LOC108089498|XP_017043290.1|DFIC
OG0003750	LOC6507617|XP_001956007.1|DANA	LOC108089499|XP_017043292.1|DFIC
OG0003751	LOC6507619|XP_001956010.2|DANA	LOC108089405|XP_017043084.1|DFIC
OG0003752	LOC6493361|XP_032309706.1|DANA	LOC108100525|XP_017059973.1|DFIC
OG0003753	LOC6493754|XP_001958376.1|DANA	LOC108093215|XP_017048667.1|DFIC
OG0003754	LOC6493755|XP_001958378.1|DANA	LOC108093162|XP_017048598.1|DFIC
OG0003755	LOC6493359|XP_001957594.2|DANA	LOC108099821|XP_017058939.1|DFIC
OG0003756	LOC6501741|XP_001967137.2|DANA	LOC108094189|XP_017050135.1|DFIC
OG0003757	LOC6494398|XP_001960403.1|DANA	LOC108090859|XP_017045234.1|DFIC
OG0003758	LOC6494978|XP_014763094.1|DANA	LOC108087804|XP_017040845.1|DFIC
OG0003759	LOC6506968|XP_001956904.2|DANA	LOC108088973|XP_017042494.1|DFIC
OG0003760	LOC6496078|XP_032307154.1|DANA	LOC108093924|XP_017049782.1|DFIC
OG0003761	LOC6506960|XP_001956916.1|DANA	LOC108089028|XP_017042611.1|DFIC
OG0003762	LOC6506961|XP_001956914.1|DANA	LOC108089029|XP_017042612.1|DFIC
OG0003763	LOC6506158|XP_014764646.2|DANA	LOC108093221|XP_017048679.1|DFIC
OG0003764	LOC6506155|XP_032309670.1|DANA	LOC108093233|XP_017048696.1|DFIC
OG0003765	LOC6497086|XP_001962787.1|DANA	LOC108092359|XP_017047426.1|DFIC, LOC108092609|XP_017047738.1|DFIC
OG0003766	LOC6503060|XP_001963347.1|DANA	LOC108101773|XP_017061736.1|DFIC
OG0003767	LOC6505282|XP_001964826.1|DANA	LOC108086457|XP_017038871.1|DFIC
OG0003768	LOC6495394|XP_032306623.1|DANA	LOC108086470|XP_017038886.1|DFIC
OG0003769	LOC6495392|XP_001958741.1|DANA	LOC108086443|XP_017038849.1|DFIC
OG0003770	LOC6503326|XP_032311971.1|DANA	LOC108101721|XP_017061660.1|DFIC
OG0003771	LOC6507326|XP_001956242.1|DANA	LOC108089039|XP_017042632.1|DFIC
OG0003772	LOC6506225|XP_001958312.1|DANA	LOC108096247|XP_017053179.1|DFIC
OG0003773	LOC6496403|XP_001960840.1|DANA	LOC108090730|XP_017045033.1|DFIC
OG0003774	LOC6494434|XP_001960318.2|DANA	LOC108090771|XP_017045101.1|DFIC
OG0003775	LOC6502981|XP_032308889.1|DANA	LOC108097680|XP_017055634.1|DFIC
OG0003776	LOC6495991|XP_001959994.1|DANA	LOC108094279|XP_017050261.1|DFIC
OG0003777	LOC6494079|XP_001961017.1|DANA	LOC108101566|XP_017061464.1|DFIC
OG0003778	LOC6495246|XP_032306005.1|DANA	LOC108086408|XP_017038799.1|DFIC
OG0003779	LOC6495039|XP_001959187.1|DANA	LOC108094865|XP_017051174.1|DFIC
OG0003780	LOC6494648|XP_001959938.1|DANA	LOC108093781|XP_017049549.1|DFIC
OG0003781	LOC6505454|XP_032311737.1|DANA	LOC108095040|XP_017051421.1|DFIC
OG0003782	LOC6504678|XP_032309013.1|DANA	LOC108097180|XP_017054811.1|DFIC
OG0003783	LOC6501466|XP_001955309.1|DANA	LOC108095804|XP_017052562.1|DFIC
OG0003784	LOC6495557|XP_001959100.1|DANA	LOC108090397|XP_017044534.1|DFIC
OG0003785	LOC6493888|XP_014762450.1|DANA	LOC108095528|XP_017052145.1|DFIC
OG0003786	LOC6495625|XP_032306336.1|DANA	LOC108090456|XP_017044637.1|DFIC
OG0003787	LOC6494996|XP_001959250.1|DANA	LOC108090459|XP_017044640.1|DFIC
OG0003788	LOC6494904|XP_001959456.1|DANA	LOC108090826|XP_017045175.1|DFIC
OG0003789	LOC6494562|XP_014762849.1|DANA	LOC108101544|XP_017061421.1|DFIC
OG0003790	LOC6493442|XP_001957761.2|DANA	LOC108089615|XP_017043466.1|DFIC
OG0003791	LOC6499449|XP_001954619.2|DANA	LOC108091796|XP_017046648.1|DFIC
OG0003792	LOC6496076|XP_001960169.1|DANA	LOC108093914|XP_017049771.1|DFIC
OG0003793	LOC6496188|XP_001960405.1|DANA	LOC108090860|XP_017045235.1|DFIC
OG0003794	LOC6494758|XP_001959727.1|DANA	LOC108096859|XP_017054272.1|DFIC
OG0003795	LOC26514008|XP_001956389.1|DANA	LOC108087499|XP_017040384.1|DFIC
OG0003796	LOC6505520|XP_001964773.1|DANA	LOC108088450|XP_017041718.1|DFIC
OG0003797	LOC6497702|XP_001961534.1|DANA	LOC108090057|XP_017044054.1|DFIC
OG0003798	LOC6495319|XP_001958637.1|DANA	LOC108090964|XP_017045397.1|DFIC
OG0003799	LOC6496094|XP_001960211.3|DANA	LOC108096812|XP_017054192.1|DFIC
OG0003800	LOC6497703|XP_001961528.1|DANA	LOC108090056|XP_017044053.1|DFIC
OG0003801	LOC6497268|XP_014761601.1|DANA	LOC108098383|XP_017056736.1|DFIC
OG0003802	LOC6498263|XP_001962422.1|DANA	LOC108098334|XP_017056656.1|DFIC
OG0003803	LOC6506008|XP_001964771.1|DANA	LOC108088453|XP_017041722.1|DFIC
OG0003804	LOC6497822|XP_001961520.2|DANA	LOC108090034|XP_017044017.1|DFIC
OG0003805	LOC6497860|XP_001961585.2|DANA	LOC108091477|XP_017046187.1|DFIC
OG0003806	LOC6499006|XP_014760133.1|DANA	LOC108101355|XP_017061150.1|DFIC
OG0003808	LOC6494363|XP_032306685.1|DANA, LOC6506533|XP_014764804.2|DANA	LOC108099879|XP_017059020.1|DFIC
OG0003809	LOC6498070|XP_001962016.1|DANA	LOC108101239|XP_017060982.1|DFIC
OG0003810	LOC6496468|XP_001960965.1|DANA	LOC108101840|XP_017061842.1|DFIC
OG0003811	LOC6495192|XP_032307078.1|DANA	LOC108094917|XP_017051256.1|DFIC
OG0003812	LOC6503404|XP_032311389.1|DANA	LOC108091434|XP_017046114.1|DFIC
OG0003813	LOC6496981|XP_001963002.1|DANA	LOC108101187|XP_017060918.1|DFIC
OG0003814	LOC6497027|XP_001962901.1|DANA	LOC108094517|XP_017050607.1|DFIC
OG0003815	LOC6501110|XP_032305881.1|DANA	LOC108093351|XP_017048850.1|DFIC
OG0003816	LOC6497070|XP_001962812.2|DANA	LOC108094449|XP_017050516.1|DFIC
OG0003817	LOC6504664|XP_001964879.1|DANA	LOC108097854|XP_017055879.1|DFIC
OG0003818	LOC6503375|XP_001965343.1|DANA	LOC108096097|XP_017052960.1|DFIC
OG0003819	LOC6507274|XP_001965340.1|DANA	LOC108091499|XP_017046221.1|DFIC
OG0003820	LOC6499374|XP_001954762.1|DANA	LOC108099411|XP_017058415.1|DFIC
OG0003821	LOC6496344|XP_032306565.1|DANA	LOC108101606|XP_017061508.1|DFIC
OG0003822	LOC6497344|XP_001962280.1|DANA	LOC108093015|XP_017048406.1|DFIC
OG0003823	LOC6498674|XP_001963296.1|DANA	LOC108094158|XP_017050089.1|DFIC, LOC108101687|XP_017061609.1|DFIC
OG0003824	LOC6497075|XP_001962803.1|DANA	LOC108094438|XP_017050497.1|DFIC
OG0003825	LOC6497193|XP_001962581.1|DANA	LOC108095605|XP_017052294.1|DFIC, LOC108100997|XP_017060651.1|DFIC
OG0003826	LOC6498323|XP_001962543.1|DANA	LOC108089990|XP_017043980.1|DFIC
OG0003827	LOC6505389|XP_001964875.1|DANA	LOC108097845|XP_017055865.1|DFIC, LOC108098109|XP_017056351.1|DFIC
OG0003828	LOC6505399|XP_001964877.1|DANA	LOC108097844|XP_017055863.1|DFIC
OG0003829	LOC6498407|XP_001962736.1|DANA	LOC108090058|XP_017044055.1|DFIC
OG0003830	LOC6497148|XP_001962664.2|DANA	LOC108093440|XP_017048993.1|DFIC
OG0003831	LOC6499744|XP_001954015.1|DANA	LOC108099576|XP_017058668.1|DFIC
OG0003832	LOC6498234|XP_001962357.1|DANA	LOC108088173|XP_017041339.1|DFIC
OG0003833	LOC6497303|XP_032307723.1|DANA	LOC108088178|XP_017041347.1|DFIC
OG0003834	LOC6497297|XP_001962373.1|DANA	LOC108088176|XP_017041343.1|DFIC
OG0003835	LOC6497795|XP_014761824.1|DANA	LOC108094919|XP_017051263.1|DFIC, LOC108094538|XP_017050629.1|DFIC
OG0003836	LOC6498031|XP_001961931.2|DANA	LOC108101215|XP_017060953.1|DFIC
OG0003837	LOC6497511|XP_001961933.1|DANA	LOC108101228|XP_017060967.1|DFIC
OG0003838	LOC6498056|XP_001961982.1|DANA	LOC108092344|XP_017047370.1|DFIC
OG0003839	LOC6504334|XP_032311162.1|DANA	LOC108092704|XP_017047908.1|DFIC
OG0003840	LOC6496490|XP_001961004.1|DANA	LOC108101481|XP_017061318.1|DFIC
OG0003841	LOC6503306|XP_001967580.1|DANA	LOC108092435|XP_017047505.1|DFIC
OG0003842	LOC6498646|XP_001963233.1|DANA	LOC108100056|XP_017059277.1|DFIC
OG0003843	LOC6498418|XP_001962765.1|DANA	LOC108098319|XP_017056631.1|DFIC
OG0003844	LOC6504335|XP_014760430.1|DANA	LOC108092678|XP_017047853.1|DFIC
OG0003845	LOC6497166|XP_032311349.1|DANA	LOC108101755|XP_017061711.1|DFIC
OG0003846	LOC6505435|XP_014760497.1|DANA	LOC108102229|XP_017062450.1|DFIC, LOC108097851|XP_017055874.1|DFIC
OG0003847	LOC6505342|XP_014760475.1|DANA	LOC108102163|XP_017062354.1|DFIC
OG0003848	LOC6499913|XP_001953645.3|DANA	LOC108092149|XP_017047156.1|DFIC
OG0003849	LOC6496602|XP_001961230.1|DANA	LOC108096518|XP_017053637.1|DFIC
OG0003850	LOC6498411|XP_032311133.1|DANA	LOC108098380|XP_017056732.1|DFIC
OG0003851	LOC6495040|XP_001959185.1|DANA	LOC108094913|XP_017051248.1|DFIC
OG0003852	LOC6498109|XP_001962094.2|DANA	LOC108092391|XP_017047441.1|DFIC
OG0003853	LOC6496171|XP_014763646.1|DANA	LOC108093827|XP_017049643.1|DFIC
OG0003854	LOC6498171|XP_001962227.1|DANA	LOC108098195|XP_017056420.1|DFIC
OG0003855	LOC6498170|XP_001962226.3|DANA	LOC108098192|XP_017056416.1|DFIC
OG0003856	LOC6497060|XP_032311295.1|DANA	LOC108100109|XP_017059345.1|DFIC
OG0003857	LOC6504393|XP_001964966.1|DANA	LOC108098229|XP_017056499.1|DFIC
OG0003858	LOC6502906|XP_032311795.1|DANA	LOC108097412|XP_017055158.1|DFIC
OG0003859	LOC6507285|XP_001965344.1|DANA	LOC108096083|XP_017052936.1|DFIC
OG0003860	LOC6502519|XP_014763917.1|DANA	LOC108093998|XP_017049907.1|DFIC
OG0003861	LOC6496724|XP_001967334.1|DANA	LOC108092354|XP_017047377.1|DFIC
OG0003862	LOC6497328|XP_014761648.1|DANA	LOC108093417|XP_017048952.1|DFIC
OG0003863	LOC6505366|XP_032311167.1|DANA	LOC108086358|XP_017038748.1|DFIC
OG0003864	LOC6504729|XP_001964858.1|DANA	LOC108093459|XP_017049024.1|DFIC
OG0003865	LOC6499570|XP_001954361.1|DANA	LOC108095977|XP_017052810.1|DFIC
OG0003866	LOC6497158|XP_001962651.1|DANA	LOC108093433|XP_017048982.1|DFIC
OG0003867	LOC26514973|XP_014760160.1|DANA	LOC108091717|XP_017046546.1|DFIC
OG0003868	LOC6498573|XP_001963095.1|DANA	LOC108089112|XP_017042712.1|DFIC
OG0003869	LOC6497010|XP_001962932.1|DANA	LOC108092550|XP_017047674.1|DFIC
OG0003870	LOC6497659|XP_001961619.3|DANA	LOC108096053|XP_017052887.1|DFIC
OG0003871	LOC6498484|XP_001962920.2|DANA	LOC108094490|XP_017050568.1|DFIC
OG0003872	LOC6494210|XP_001960745.2|DANA	LOC108093864|XP_017049693.1|DFIC
OG0003873	LOC6497969|XP_001961817.1|DANA	LOC108089912|XP_017043882.1|DFIC
OG0003874	LOC6498374|XP_032311006.1|DANA	LOC108093397|XP_017048905.1|DFIC
OG0003875	LOC6496962|XP_032311352.1|DANA	LOC108089115|XP_017042715.1|DFIC
OG0003876	LOC6496864|XP_001963250.1|DANA	LOC108094172|XP_017050121.1|DFIC
OG0003877	LOC6497789|XP_001961455.1|DANA	LOC108094547|XP_017050645.1|DFIC
OG0003878	LOC6503372|XP_014760384.1|DANA	LOC108096081|XP_017052931.1|DFIC
OG0003879	LOC6507552|XP_001955903.1|DANA	LOC108099057|XP_017057814.1|DFIC
OG0003880	LOC6506451|XP_001957856.1|DANA	LOC108099857|XP_017058992.1|DFIC
OG0003881	LOC6495836|XP_001959682.1|DANA	LOC108101850|XP_017061858.1|DFIC
OG0003882	LOC6493894|XP_014762453.1|DANA	LOC108098706|XP_017057312.1|DFIC
OG0003883	LOC6503668|XP_001963966.1|DANA	LOC108097998|XP_017056124.1|DFIC
OG0003884	LOC6497084|XP_001962790.1|DANA	LOC108092695|XP_017047895.1|DFIC
OG0003885	LOC6496998|XP_001962960.1|DANA	LOC108088201|XP_017041390.1|DFIC
OG0003886	LOC6498504|XP_001962961.2|DANA	LOC108088142|XP_017041296.1|DFIC
OG0003887	LOC6503289|XP_001967578.3|DANA	LOC108092436|XP_017047506.1|DFIC
OG0003888	LOC6501630|XP_001955640.1|DANA	LOC108099356|XP_017058331.1|DFIC
OG0003889	LOC6497551|XP_001961840.1|DANA	LOC108101299|XP_017061090.1|DFIC
OG0003890	LOC6506842|XP_001957136.1|DANA	LOC108099194|XP_017058051.1|DFIC
OG0003891	LOC6497088|XP_001962784.1|DANA	LOC108092680|XP_017047856.1|DFIC
OG0003892	LOC6507463|XP_001955962.1|DANA	LOC108100278|XP_017059553.1|DFIC
OG0003893	LOC6498438|XP_001962822.1|DANA	LOC108094456|XP_017050523.1|DFIC
OG0003894	LOC6498597|XP_001963131.1|DANA	LOC108089260|XP_017042917.1|DFIC
OG0003895	LOC6495578|XP_001959134.1|DANA	LOC108095238|XP_017051755.1|DFIC
OG0003896	LOC6495067|XP_001959137.1|DANA	LOC108095198|XP_017051693.1|DFIC
OG0003897	LOC6494647|XP_001959940.1|DANA	LOC108094028|XP_017049948.1|DFIC
OG0003898	LOC6498018|XP_001961902.1|DANA	LOC108101175|XP_017060894.1|DFIC
OG0003899	LOC6503358|XP_001965366.1|DANA	LOC108091464|XP_017046165.1|DFIC
OG0003900	LOC6503785|XP_001965247.2|DANA	LOC108101294|XP_017061085.1|DFIC
OG0003901	LOC6505557|XP_001964965.1|DANA	LOC108098231|XP_017056502.1|DFIC, LOC108094094|XP_017050039.1|DFIC
OG0003902	LOC6503458|XP_001965313.1|DANA	LOC108100047|XP_017059266.1|DFIC
OG0003903	LOC6497051|XP_001962847.1|DANA	LOC108100861|XP_017060429.1|DFIC
OG0003904	LOC6498451|XP_001962848.1|DANA	LOC108100859|XP_017060428.1|DFIC
OG0003905	LOC6501542|XP_001955449.1|DANA	LOC108099340|XP_017058305.1|DFIC
OG0003906	LOC6494518|XP_001960189.1|DANA	LOC108090951|XP_017045384.1|DFIC
OG0003907	LOC6497892|XP_001961660.1|DANA	LOC108091551|XP_017046311.1|DFIC
OG0003908	LOC6497893|XP_001961661.1|DANA	LOC108091431|XP_017046111.1|DFIC
OG0003909	LOC6495285|XP_032306358.1|DANA	LOC108086453|XP_017038860.1|DFIC
OG0003910	LOC6500073|XP_001953272.1|DANA	LOC108096107|XP_017052972.1|DFIC
OG0003911	LOC6506159|XP_001965123.1|DANA	LOC108089879|XP_017043828.1|DFIC
OG0003912	LOC6496704|XP_001967347.1|DANA	LOC108094548|XP_017050646.1|DFIC
OG0003913	LOC6504365|XP_032310985.1|DANA	LOC108092746|XP_017047964.1|DFIC
OG0003914	LOC6497053|XP_001962844.1|DANA	LOC108100071|XP_017059295.1|DFIC
OG0003915	LOC6503066|XP_032308938.1|DANA	LOC108092980|XP_017048360.1|DFIC
OG0003916	LOC6498140|XP_001962160.1|DANA	LOC108098279|XP_017056570.1|DFIC
OG0003917	LOC6497220|XP_001962533.3|DANA	LOC108089852|XP_017043785.1|DFIC
OG0003918	LOC6497950|XP_001961783.1|DANA	LOC108093514|XP_017049095.1|DFIC
OG0003919	LOC6503309|XP_032309225.1|DANA	LOC108092515|XP_017047626.1|DFIC
OG0003920	LOC6495851|XP_001959710.1|DANA	LOC108096967|XP_017054433.1|DFIC
OG0003921	LOC6497376|XP_001962211.2|DANA	LOC108089955|XP_017043935.1|DFIC
OG0003922	LOC6498446|XP_001962834.2|DANA	LOC108100038|XP_017059251.1|DFIC
OG0003923	LOC6506026|XP_001966650.1|DANA	LOC108098408|XP_017056791.1|DFIC
OG0003924	LOC6496520|XP_001961060.1|DANA	LOC108087769|XP_017040788.1|DFIC
OG0003925	LOC6498516|XP_032310932.1|DANA	LOC108089897|XP_017043860.1|DFIC
OG0003926	LOC6496986|XP_001962992.1|DANA	LOC108089861|XP_017043796.1|DFIC
OG0003927	LOC6497430|XP_001962097.1|DANA	LOC108092518|XP_017047629.1|DFIC
OG0003928	LOC6498340|XP_032307749.1|DANA	LOC108100960|XP_017060600.1|DFIC
OG0003929	LOC6497056|XP_001962840.2|DANA	LOC108100068|XP_017059292.1|DFIC
OG0003930	LOC6498246|XP_001962388.1|DANA	LOC108088212|XP_017041405.1|DFIC
OG0003931	LOC6497279|XP_014761610.1|DANA	LOC108088181|XP_017041357.1|DFIC
OG0003932	LOC6495571|XP_014763357.1|DANA	LOC108090530|XP_017044742.1|DFIC
OG0003933	LOC6497240|XP_014761576.1|DANA	LOC108089966|XP_017043950.1|DFIC
OG0003934	LOC6498347|XP_001962595.1|DANA	LOC108098729|XP_017057339.1|DFIC
OG0003935	LOC6494417|XP_001960368.1|DANA	LOC108093929|XP_017049796.1|DFIC
OG0003936	LOC6496170|XP_001960367.1|DANA	LOC108093931|XP_017049797.1|DFIC
OG0003937	LOC6494092|XP_001960993.1|DANA	LOC108101504|XP_017061354.1|DFIC
OG0003938	LOC6498514|XP_032311261.1|DANA	LOC108089841|XP_017043750.1|DFIC
OG0003939	LOC6498329|XP_001962555.1|DANA	LOC108089813|XP_017043701.1|DFIC
OG0003940	LOC6506298|XP_001965149.1|DANA	LOC108089831|XP_017043733.1|DFIC
OG0003941	LOC6496992|XP_001962975.1|DANA	LOC108089836|XP_017043739.1|DFIC
OG0003942	LOC6505480|XP_001964937.2|DANA	LOC108100893|XP_017060490.1|DFIC
OG0003943	LOC6498520|XP_001962987.1|DANA	LOC108089839|XP_017043748.1|DFIC
OG0003944	LOC6498480|XP_001962909.1|DANA	LOC108094509|XP_017050599.1|DFIC
OG0003945	LOC6495906|XP_001959832.1|DANA	LOC108087663|XP_017040641.1|DFIC
OG0003946	LOC6498012|XP_014761929.1|DANA	LOC108101673|XP_017061626.1|DFIC, LOC108094471|XP_017050544.1|DFIC
OG0003947	LOC6497528|XP_001961899.1|DANA	LOC108089210|XP_017042848.1|DFIC, LOC108097961|XP_017056099.1|DFIC
OG0003948	LOC6497909|XP_001961696.1|DANA	LOC108095941|XP_017052770.1|DFIC, LOC108090616|XP_017044880.1|DFIC
OG0003949	LOC6497620|XP_001961694.2|DANA	LOC108090614|XP_017044877.1|DFIC, LOC108099421|XP_017058479.1|DFIC
OG0003950	LOC6497111|XP_001962732.1|DANA	LOC108098226|XP_017056500.1|DFIC
OG0003951	LOC6497115|XP_014761520.1|DANA, LOC116656028|XP_032311056.1|DANA	LOC108088134|XP_017041286.1|DFIC
OG0003952	LOC6497589|XP_001961755.3|DANA	LOC108098693|XP_017057290.1|DFIC
OG0003953	LOC6498240|XP_001962368.1|DANA	LOC108088166|XP_017041327.1|DFIC
OG0003954	LOC6507683|XP_001956142.1|DANA	LOC108100685|XP_017060190.1|DFIC
OG0003955	LOC6498586|XP_032311044.1|DANA	LOC108089109|XP_017042708.1|DFIC
OG0003956	LOC6497658|XP_032307698.1|DANA	LOC108096056|XP_017052895.1|DFIC, LOC108101694|XP_017061622.1|DFIC
OG0003957	LOC6493740|XP_001958346.1|DANA	LOC108088998|XP_017042557.1|DFIC
OG0003958	LOC6502372|XP_001967165.3|DANA	LOC108102167|XP_017062355.1|DFIC
OG0003959	LOC6495059|XP_032306532.1|DANA	LOC108095231|XP_017051740.1|DFIC
OG0003960	LOC6503689|XP_001963918.2|DANA	LOC108100933|XP_017060562.1|DFIC
OG0003961	LOC6504491|XP_014760438.1|DANA	LOC108100806|XP_017060359.1|DFIC
OG0003962	LOC6496984|XP_001962996.1|DANA	LOC108089888|XP_017043847.1|DFIC
OG0003963	LOC6498027|XP_032307402.1|DANA	LOC108101152|XP_017060864.1|DFIC, LOC108101200|XP_017060934.1|DFIC
OG0003964	LOC6504256|XP_001965098.1|DANA	LOC108092556|XP_017047682.1|DFIC
OG0003965	LOC6497578|XP_032307562.1|DANA	LOC108100856|XP_017060423.1|DFIC
OG0003966	LOC6505392|XP_001966903.1|DANA	LOC108101394|XP_017061202.1|DFIC
OG0003967	LOC6495665|XP_014763434.1|DANA	LOC108101347|XP_017061146.1|DFIC
OG0003968	LOC6494952|XP_014763084.1|DANA	LOC108101281|XP_017061066.1|DFIC
OG0003969	LOC6494649|XP_001959936.1|DANA	LOC108093779|XP_017049543.1|DFIC
OG0003970	LOC6503354|XP_001965369.1|DANA	LOC108091538|XP_017046291.1|DFIC
OG0003971	LOC6496947|XP_001963080.1|DANA	LOC108089261|XP_017042918.1|DFIC
OG0003972	LOC6493610|XP_014764466.1|DANA	LOC108087464|XP_017040322.1|DFIC
OG0003973	LOC6496187|XP_001960402.1|DANA	LOC108090861|XP_017045236.1|DFIC
OG0003974	LOC6495138|XP_001958974.1|DANA	LOC108087729|XP_017040738.1|DFIC
OG0003975	LOC6498360|XP_032310950.1|DANA	LOC108098730|XP_017057340.1|DFIC
OG0003976	LOC6498432|XP_001962808.1|DANA	LOC108094453|XP_017050521.1|DFIC
OG0003977	LOC6504340|XP_001965021.1|DANA	LOC108092729|XP_017047946.1|DFIC
OG0003978	LOC6506304|XP_032310610.1|DANA	LOC108088296|XP_017041515.1|DFIC
OG0003979	LOC6498604|XP_001963145.1|DANA	LOC108089143|XP_017042753.1|DFIC
OG0003980	LOC6494306|XP_001965940.1|DANA	LOC108097853|XP_017055882.1|DFIC
OG0003981	LOC6497026|XP_001962904.1|DANA	LOC108094502|XP_017050593.1|DFIC
OG0003982	LOC6497064|XP_001962821.2|DANA	LOC108094481|XP_017050557.1|DFIC
OG0003983	LOC6497788|XP_001961454.1|DANA	LOC108094533|XP_017050624.1|DFIC
OG0003984	LOC6497514|XP_014761717.1|DANA	LOC108101211|XP_017060949.1|DFIC
OG0003985	LOC26514494|XP_014762335.1|DANA	LOC108101205|XP_017060943.1|DFIC
OG0003986	LOC6498658|XP_001963262.3|DANA	LOC108100783|XP_017060312.1|DFIC
OG0003987	LOC6498659|XP_032311001.1|DANA	LOC108100870|XP_017060447.1|DFIC
OG0003988	LOC6497203|XP_001962563.3|DANA	LOC108092615|XP_017047780.1|DFIC, LOC108089776|XP_017043659.1|DFIC
OG0003989	LOC6504241|XP_001965104.1|DANA	LOC108093496|XP_017049074.1|DFIC
OG0003990	LOC6497720|XP_001961492.1|DANA	LOC108101756|XP_017061712.1|DFIC
OG0003991	LOC6506615|XP_014760573.1|DANA	LOC108101285|XP_017061069.1|DFIC
OG0003992	LOC6506625|XP_001965217.1|DANA	LOC108101288|XP_017061077.1|DFIC
OG0003993	LOC6506712|XP_001965231.2|DANA	LOC108101320|XP_017061116.1|DFIC
OG0003994	LOC6501497|XP_001955373.1|DANA	LOC108097767|XP_017055781.1|DFIC
OG0003995	LOC6494062|XP_001961059.1|DANA	LOC108087847|XP_017040915.1|DFIC
OG0003996	LOC6495074|XP_001959124.1|DANA	LOC108090286|XP_017044385.1|DFIC
OG0003997	LOC6496855|XP_001963266.1|DANA	LOC108094978|XP_017051320.1|DFIC, LOC108100904|XP_017060506.1|DFIC
OG0003998	LOC26513764|XP_032309419.1|DANA	LOC108101974|XP_017062060.1|DFIC
OG0003999	LOC6498703|XP_001965872.1|DANA	LOC108100898|XP_017060501.1|DFIC
OG0004000	LOC6501886|XP_001966733.1|DANA	LOC108088730|XP_017042169.1|DFIC
OG0004001	LOC6494225|XP_001960704.1|DANA	LOC108090867|XP_017045247.1|DFIC
OG0004002	LOC6498260|XP_001962418.1|DANA	LOC108086327|XP_017038717.1|DFIC, LOC108098359|XP_017056694.1|DFIC
OG0004003	LOC6497942|XP_032307321.1|DANA	LOC108100043|XP_017059262.1|DFIC
OG0004004	LOC6497446|XP_001962060.1|DANA	LOC108092693|XP_017047891.1|DFIC
OG0004005	LOC6497961|XP_032307648.1|DANA	LOC108089964|XP_017043946.1|DFIC
OG0004006	LOC6498160|XP_001962206.1|DANA	LOC108089877|XP_017043822.1|DFIC, LOC108095617|XP_017052276.1|DFIC
OG0004007	LOC6498488|XP_001962933.1|DANA	LOC108092551|XP_017047675.1|DFIC
OG0004008	LOC6507136|XP_032310971.1|DANA	LOC108091457|XP_017046146.1|DFIC
OG0004009	LOC6498314|XP_001962517.1|DANA	LOC108092577|XP_017047710.1|DFIC
OG0004010	LOC6497095|XP_014761516.1|DANA	LOC108098320|XP_017056633.1|DFIC
OG0004011	LOC6504374|XP_001964972.2|DANA	LOC108092761|XP_017047983.1|DFIC
OG0004012	LOC6498943|XP_014765836.1|DANA	LOC108099670|XP_017058793.1|DFIC
OG0004013	LOC6497104|XP_001962747.1|DANA	LOC108098357|XP_017056691.1|DFIC
OG0004014	LOC6506322|XP_032310081.1|DANA	LOC108087463|XP_017040321.1|DFIC
OG0004015	LOC6498450|XP_001962845.1|DANA	LOC108100857|XP_017060426.1|DFIC
OG0004016	LOC6498572|XP_014762186.1|DANA	LOC108089255|XP_017042910.1|DFIC
OG0004017	LOC6503831|XP_001965239.1|DANA	LOC108101305|XP_017061096.1|DFIC, LOC108092687|XP_017047910.1|DFIC
OG0004018	LOC6495105|XP_001959056.1|DANA	LOC108094199|XP_017050142.1|DFIC
OG0004019	LOC6497371|XP_001962219.1|DANA	LOC108089884|XP_017043836.1|DFIC
OG0004020	LOC6498318|XP_001962529.1|DANA	LOC108092323|XP_017047347.1|DFIC
OG0004021	LOC116654946|XP_032307645.1|DANA, LOC6497954|XP_001961789.2|DANA	LOC108092321|XP_017047345.1|DFIC
OG0004022	LOC6498141|XP_001962162.1|DANA	LOC108098274|XP_017056565.1|DFIC
OG0004023	LOC6496016|XP_001960046.3|DANA	LOC108094810|XP_017051069.1|DFIC
OG0004024	LOC6498681|XP_001963316.2|DANA	LOC108098284|XP_017056580.1|DFIC
OG0004025	LOC6497494|XP_001961967.1|DANA	LOC108101181|XP_017060906.1|DFIC
OG0004026	LOC6498118|XP_032307369.1|DANA	LOC108092461|XP_017047539.1|DFIC
