Orthogroup	DANA.longest_only	BTRY.longest_only
OG0003762	LOC6506961|XP_001956914.1|DANA	LOC120777281|XP_039964420.1|BTRY
OG0003763	LOC6506158|XP_014764646.2|DANA	LOC120778092|XP_039965722.1|BTRY
OG0003764	LOC6506155|XP_032309670.1|DANA	LOC120779197|XP_039967395.1|BTRY
OG0003766	LOC6503060|XP_001963347.1|DANA	LOC120773408|XP_039958205.1|BTRY
OG0003767	LOC6505282|XP_001964826.1|DANA	LOC120772566|XP_039957187.1|BTRY
OG0003768	LOC6495394|XP_032306623.1|DANA	LOC120781245|XP_039969320.1|BTRY
OG0003769	LOC6495392|XP_001958741.1|DANA	LOC120781223|XP_039969288.1|BTRY
OG0003770	LOC6503326|XP_032311971.1|DANA	LOC120779610|XP_039967893.1|BTRY
OG0003771	LOC6507326|XP_001956242.1|DANA	LOC120777927|XP_039965444.1|BTRY
OG0003772	LOC6506225|XP_001958312.1|DANA	LOC120777439|XP_039964684.1|BTRY
OG0003773	LOC6496403|XP_001960840.1|DANA	LOC120771781|XP_039955908.1|BTRY
OG0003774	LOC6494434|XP_001960318.2|DANA	LOC120770279|XP_039953526.1|BTRY
OG0003775	LOC6502981|XP_032308889.1|DANA	LOC120774253|XP_039959652.1|BTRY, LOC120774143|XP_039959472.1|BTRY
OG0003776	LOC6495991|XP_001959994.1|DANA	LOC120772521|XP_039957112.1|BTRY, LOC120771854|XP_039956029.1|BTRY, LOC120772965|XP_039957803.1|BTRY
OG0003777	LOC6494079|XP_001961017.1|DANA	LOC120771206|XP_039955043.1|BTRY
OG0003778	LOC6495246|XP_032306005.1|DANA	LOC120771048|XP_039954785.1|BTRY
OG0003779	LOC6495039|XP_001959187.1|DANA	LOC120772874|XP_039957644.1|BTRY
OG0003780	LOC6494648|XP_001959938.1|DANA	LOC120770865|XP_039954418.1|BTRY
OG0003781	LOC6505454|XP_032311737.1|DANA	LOC120780024|XP_039968247.1|BTRY
OG0003782	LOC6504678|XP_032309013.1|DANA	LOC120774873|XP_039960661.1|BTRY
OG0003783	LOC6501466|XP_001955309.1|DANA	LOC120779141|XP_039967286.1|BTRY
OG0003784	LOC6495557|XP_001959100.1|DANA	LOC120781228|XP_039969295.1|BTRY
OG0003785	LOC6493888|XP_014762450.1|DANA	LOC120772060|XP_039956379.1|BTRY
OG0003786	LOC6495625|XP_032306336.1|DANA	LOC120770568|XP_039954081.1|BTRY
OG0003787	LOC6494996|XP_001959250.1|DANA	LOC120770569|XP_039954083.1|BTRY
OG0003788	LOC6494904|XP_001959456.1|DANA	LOC120771577|XP_039955580.1|BTRY
OG0003789	LOC6494562|XP_014762849.1|DANA	LOC120772857|XP_039957608.1|BTRY
OG0003790	LOC6493442|XP_001957761.2|DANA	LOC120778949|XP_039966948.1|BTRY
OG0003791	LOC6499449|XP_001954619.2|DANA	LOC120772089|XP_039956428.1|BTRY
OG0003792	LOC6496076|XP_001960169.1|DANA	LOC120772358|XP_039956857.1|BTRY
OG0003793	LOC6496188|XP_001960405.1|DANA	LOC120771096|XP_039954863.1|BTRY
OG0003794	LOC6494758|XP_001959727.1|DANA	LOC120770877|XP_039954447.1|BTRY
OG0003795	LOC26514008|XP_001956389.1|DANA	LOC120776872|XP_039963863.1|BTRY
OG0003796	LOC6505520|XP_001964773.1|DANA	LOC120766938|XP_039948621.1|BTRY
OG0003797	LOC6497702|XP_001961534.1|DANA	LOC120769006|XP_039951779.1|BTRY
OG0003798	LOC6495319|XP_001958637.1|DANA	LOC120772225|XP_039956644.1|BTRY
OG0003799	LOC6496094|XP_001960211.3|DANA	LOC120771143|XP_039954945.1|BTRY
OG0003800	LOC6497703|XP_001961528.1|DANA	LOC120768454|XP_039951089.1|BTRY
OG0003801	LOC6497268|XP_014761601.1|DANA	LOC120769469|XP_039952422.1|BTRY
OG0003802	LOC6498263|XP_001962422.1|DANA	LOC120769429|XP_039952344.1|BTRY
OG0003803	LOC6506008|XP_001964771.1|DANA	LOC120776136|XP_039962610.1|BTRY
OG0003804	LOC6497822|XP_001961520.2|DANA	LOC120769259|XP_039952094.1|BTRY
OG0003805	LOC6497860|XP_001961585.2|DANA	LOC120767964|XP_039950291.1|BTRY
OG0003806	LOC6499006|XP_014760133.1|DANA	LOC120767889|XP_039950148.1|BTRY
OG0003807	LOC6497118|XP_032311272.1|DANA	LOC120781394|XP_039969535.1|BTRY
OG0003808	LOC6494363|XP_032306685.1|DANA, LOC6506533|XP_014764804.2|DANA	LOC120776703|XP_039963527.1|BTRY
OG0003809	LOC6498070|XP_001962016.1|DANA	LOC120768646|XP_039951349.1|BTRY
OG0003810	LOC6496468|XP_001960965.1|DANA	LOC120770941|XP_039954584.1|BTRY
OG0003811	LOC6495192|XP_032307078.1|DANA	LOC120771383|XP_039955284.1|BTRY
OG0003812	LOC6503404|XP_032311389.1|DANA	LOC120767536|XP_039949563.1|BTRY
OG0003813	LOC6496981|XP_001963002.1|DANA	LOC120768345|XP_039950933.1|BTRY
OG0003814	LOC6497027|XP_001962901.1|DANA	LOC120769569|XP_039952557.1|BTRY
OG0003815	LOC6501110|XP_032305881.1|DANA	LOC120767086|XP_039948891.1|BTRY
OG0003816	LOC6497070|XP_001962812.2|DANA	LOC120781400|XP_039969544.1|BTRY
OG0003817	LOC6504664|XP_001964879.1|DANA	LOC120781449|XP_039969598.1|BTRY
OG0003818	LOC6503375|XP_001965343.1|DANA	LOC120767957|XP_039950278.1|BTRY
OG0003819	LOC6507274|XP_001965340.1|DANA	LOC120767850|XP_039950083.1|BTRY
OG0003820	LOC6499374|XP_001954762.1|DANA	LOC120775591|XP_039961765.1|BTRY
OG0003821	LOC6496344|XP_032306565.1|DANA	LOC120772117|XP_039956463.1|BTRY
OG0003822	LOC6497344|XP_001962280.1|DANA	LOC120767558|XP_039949628.1|BTRY
OG0003823	LOC6498674|XP_001963296.1|DANA	LOC120767381|XP_039949306.1|BTRY
OG0003824	LOC6497075|XP_001962803.1|DANA	LOC120769746|XP_039952836.1|BTRY
OG0003825	LOC6497193|XP_001962581.1|DANA	LOC120769059|XP_039951846.1|BTRY
OG0003826	LOC6498323|XP_001962543.1|DANA	LOC120768144|XP_039950636.1|BTRY
OG0003827	LOC6505389|XP_001964875.1|DANA	LOC120768332|XP_039950905.1|BTRY
OG0003828	LOC6505399|XP_001964877.1|DANA	LOC120768076|XP_039950539.1|BTRY
OG0003829	LOC6498407|XP_001962736.1|DANA	LOC120769191|XP_039952019.1|BTRY
OG0003830	LOC6497148|XP_001962664.2|DANA	LOC120768184|XP_039950686.1|BTRY
OG0003831	LOC6499744|XP_001954015.1|DANA	LOC120769052|XP_039951839.1|BTRY
OG0003832	LOC6498234|XP_001962357.1|DANA	LOC120769076|XP_039951870.1|BTRY
OG0003833	LOC6497303|XP_032307723.1|DANA	LOC120769041|XP_039951820.1|BTRY
OG0003834	LOC6497297|XP_001962373.1|DANA	LOC120767540|XP_039949578.1|BTRY
OG0003835	LOC6497795|XP_014761824.1|DANA	LOC120768741|XP_039951447.1|BTRY, LOC120768740|XP_039951446.1|BTRY
OG0003836	LOC6498031|XP_001961931.2|DANA	LOC120778057|XP_039965673.1|BTRY
OG0003837	LOC6497511|XP_001961933.1|DANA	LOC120769055|XP_039951838.1|BTRY
OG0003838	LOC6498056|XP_001961982.1|DANA	LOC120768521|XP_039951185.1|BTRY
OG0003839	LOC6504334|XP_032311162.1|DANA	LOC120768141|XP_039950632.1|BTRY
OG0003840	LOC6496490|XP_001961004.1|DANA	LOC120772733|XP_039957430.1|BTRY
OG0003841	LOC6503306|XP_001967580.1|DANA	LOC120768664|XP_039951376.1|BTRY
OG0003842	LOC6498646|XP_001963233.1|DANA	LOC120768016|XP_039950394.1|BTRY
OG0003843	LOC6498418|XP_001962765.1|DANA	LOC120767352|XP_039949252.1|BTRY
OG0003844	LOC6504335|XP_014760430.1|DANA	LOC120768097|XP_039950571.1|BTRY
OG0003845	LOC6497166|XP_032311349.1|DANA	LOC120767388|XP_039949330.1|BTRY
OG0003846	LOC6505435|XP_014760497.1|DANA	LOC120781597|XP_039969766.1|BTRY
OG0003848	LOC6499913|XP_001953645.3|DANA	LOC120767455|XP_039949458.1|BTRY
OG0003849	LOC6496602|XP_001961230.1|DANA	LOC120780304|XP_039968529.1|BTRY, LOC120770406|XP_039953775.1|BTRY
OG0003850	LOC6498411|XP_032311133.1|DANA	LOC120767806|XP_039950010.1|BTRY
OG0003851	LOC6495040|XP_001959185.1|DANA	LOC120776361|XP_039962870.1|BTRY
OG0003852	LOC6498109|XP_001962094.2|DANA	LOC120768391|XP_039950997.1|BTRY
OG0003853	LOC6496171|XP_014763646.1|DANA	LOC120770158|XP_039953288.1|BTRY
OG0003854	LOC6498171|XP_001962227.1|DANA	LOC120768576|XP_039951257.1|BTRY
OG0003855	LOC6498170|XP_001962226.3|DANA	LOC120769132|XP_039951933.1|BTRY
OG0003856	LOC6497060|XP_032311295.1|DANA	LOC120768469|XP_039951108.1|BTRY
OG0003857	LOC6504393|XP_001964966.1|DANA	LOC120767588|XP_039949670.1|BTRY
OG0003858	LOC6502906|XP_032311795.1|DANA	LOC120773862|XP_039958947.1|BTRY
OG0003859	LOC6507285|XP_001965344.1|DANA	LOC120767958|XP_039950281.1|BTRY
OG0003860	LOC6502519|XP_014763917.1|DANA	LOC120770567|XP_039954080.1|BTRY
OG0003861	LOC6496724|XP_001967334.1|DANA	LOC120768927|XP_039951641.1|BTRY
OG0003862	LOC6497328|XP_014761648.1|DANA	LOC120767456|XP_039949460.1|BTRY
OG0003863	LOC6505366|XP_032311167.1|DANA	LOC120769308|XP_039952175.1|BTRY
OG0003864	LOC6504729|XP_001964858.1|DANA	LOC120768969|XP_039951697.1|BTRY
OG0003865	LOC6499570|XP_001954361.1|DANA	LOC120782585|XP_039970867.1|BTRY
OG0003866	LOC6497158|XP_001962651.1|DANA	LOC120768493|XP_039951144.1|BTRY
OG0003867	LOC26514973|XP_014760160.1|DANA	LOC120768633|XP_039951332.1|BTRY
OG0003868	LOC6498573|XP_001963095.1|DANA	LOC120768893|XP_039951580.1|BTRY
OG0003869	LOC6497010|XP_001962932.1|DANA	LOC120768255|XP_039950783.1|BTRY
OG0003870	LOC6497659|XP_001961619.3|DANA	LOC120767359|XP_039949261.1|BTRY
OG0003871	LOC6498484|XP_001962920.2|DANA	LOC120768127|XP_039950615.1|BTRY
OG0003872	LOC6494210|XP_001960745.2|DANA	LOC120772285|XP_039956729.1|BTRY
OG0003873	LOC6497969|XP_001961817.1|DANA	LOC120767300|XP_039949120.1|BTRY
OG0003874	LOC6498374|XP_032311006.1|DANA	LOC120768978|XP_039951713.1|BTRY
OG0003875	LOC6496962|XP_032311352.1|DANA	LOC120768231|XP_039950751.1|BTRY
OG0003876	LOC6496864|XP_001963250.1|DANA	LOC120766297|XP_039947635.1|BTRY, LOC120769227|XP_039952058.1|BTRY
OG0003877	LOC6497789|XP_001961455.1|DANA	LOC120769454|XP_039952392.1|BTRY
OG0003878	LOC6503372|XP_014760384.1|DANA	LOC120768036|XP_039950466.1|BTRY
OG0003879	LOC6507552|XP_001955903.1|DANA	LOC120776950|XP_039963971.1|BTRY
OG0003880	LOC6506451|XP_001957856.1|DANA	LOC120777635|XP_039965021.1|BTRY
OG0003881	LOC6495836|XP_001959682.1|DANA	LOC120771202|XP_039955036.1|BTRY
OG0003882	LOC6493894|XP_014762453.1|DANA	LOC120771968|XP_039956246.1|BTRY
OG0003883	LOC6503668|XP_001963966.1|DANA	LOC120774902|XP_039960704.1|BTRY
OG0003884	LOC6497084|XP_001962790.1|DANA	LOC120767732|XP_039949874.1|BTRY
OG0003885	LOC6496998|XP_001962960.1|DANA	LOC120768412|XP_039951028.1|BTRY
OG0003886	LOC6498504|XP_001962961.2|DANA	LOC120769785|XP_039952906.1|BTRY
OG0003887	LOC6503289|XP_001967578.3|DANA	LOC120767189|XP_039948922.1|BTRY
OG0003888	LOC6501630|XP_001955640.1|DANA	LOC120782586|XP_039970868.1|BTRY
OG0003889	LOC6497551|XP_001961840.1|DANA	LOC120769235|XP_039952069.1|BTRY
OG0003891	LOC6497088|XP_001962784.1|DANA	LOC120768419|XP_039951034.1|BTRY
OG0003892	LOC6507463|XP_001955962.1|DANA	LOC120776350|XP_039962839.1|BTRY
OG0003893	LOC6498438|XP_001962822.1|DANA	LOC120768061|XP_039950516.1|BTRY
OG0003894	LOC6498597|XP_001963131.1|DANA	LOC120781730|XP_039969900.1|BTRY
OG0003895	LOC6495578|XP_001959134.1|DANA	LOC120771308|XP_039955177.1|BTRY
OG0003896	LOC6495067|XP_001959137.1|DANA	LOC120771037|XP_039954760.1|BTRY
OG0003897	LOC6494647|XP_001959940.1|DANA	LOC120772919|XP_039957753.1|BTRY
OG0003898	LOC6498018|XP_001961902.1|DANA	LOC120768430|XP_039951048.1|BTRY
OG0003899	LOC6503358|XP_001965366.1|DANA	LOC120767233|XP_039948996.1|BTRY
OG0003900	LOC6503785|XP_001965247.2|DANA	LOC120767961|XP_039950286.1|BTRY
OG0003901	LOC6505557|XP_001964965.1|DANA	LOC120767728|XP_039949871.1|BTRY
OG0003902	LOC6503458|XP_001965313.1|DANA	LOC120768021|XP_039950420.1|BTRY
OG0003903	LOC6497051|XP_001962847.1|DANA	LOC120769244|XP_039952078.1|BTRY
OG0003904	LOC6498451|XP_001962848.1|DANA	LOC120769240|XP_039952073.1|BTRY
OG0003905	LOC6501542|XP_001955449.1|DANA	LOC120770373|XP_039953724.1|BTRY
OG0003906	LOC6494518|XP_001960189.1|DANA	LOC120771966|XP_039956236.1|BTRY
OG0003907	LOC6497892|XP_001961660.1|DANA	LOC120769134|XP_039951940.1|BTRY
OG0003908	LOC6497893|XP_001961661.1|DANA	LOC120768375|XP_039950974.1|BTRY
OG0003909	LOC6495285|XP_032306358.1|DANA	LOC120772153|XP_039956518.1|BTRY
OG0003910	LOC6500073|XP_001953272.1|DANA	LOC120772356|XP_039956856.1|BTRY
OG0003911	LOC6506159|XP_001965123.1|DANA	LOC120767626|XP_039949718.1|BTRY
OG0003912	LOC6496704|XP_001967347.1|DANA	LOC120769672|XP_039952725.1|BTRY
OG0003913	LOC6504365|XP_032310985.1|DANA	LOC120781698|XP_039969848.1|BTRY
OG0003914	LOC6497053|XP_001962844.1|DANA	LOC120776102|XP_039962526.1|BTRY
OG0003915	LOC6503066|XP_032308938.1|DANA	LOC120774736|XP_039960423.1|BTRY
OG0003916	LOC6498140|XP_001962160.1|DANA	LOC120767883|XP_039950143.1|BTRY
OG0003917	LOC6497220|XP_001962533.3|DANA	LOC120769328|XP_039952218.1|BTRY
OG0003918	LOC6497950|XP_001961783.1|DANA	LOC120768489|XP_039951139.1|BTRY
OG0003919	LOC6503309|XP_032309225.1|DANA	LOC120768180|XP_039950681.1|BTRY
OG0003920	LOC6495851|XP_001959710.1|DANA	LOC120771870|XP_039956055.1|BTRY
OG0003921	LOC6497376|XP_001962211.2|DANA	LOC120781966|XP_039970076.1|BTRY
OG0003922	LOC6498446|XP_001962834.2|DANA	LOC120767321|XP_039949189.1|BTRY
OG0003923	LOC6506026|XP_001966650.1|DANA	LOC120781487|XP_039969646.1|BTRY
OG0003924	LOC6496520|XP_001961060.1|DANA	LOC120771913|XP_039956134.1|BTRY
OG0003925	LOC6498516|XP_032310932.1|DANA	LOC120767367|XP_039949275.1|BTRY
OG0003926	LOC6496986|XP_001962992.1|DANA	LOC120769175|XP_039951995.1|BTRY
OG0003927	LOC6497430|XP_001962097.1|DANA	LOC120768953|XP_039951676.1|BTRY
OG0003928	LOC6498340|XP_032307749.1|DANA	LOC120769441|XP_039952358.1|BTRY
OG0003929	LOC6497056|XP_001962840.2|DANA	LOC120768849|XP_039951534.1|BTRY
OG0003930	LOC6498246|XP_001962388.1|DANA	LOC120768223|XP_039950735.1|BTRY
OG0003931	LOC6497279|XP_014761610.1|DANA	LOC120769450|XP_039952377.1|BTRY
OG0003932	LOC6495571|XP_014763357.1|DANA	LOC120770260|XP_039953504.1|BTRY
OG0003933	LOC6497240|XP_014761576.1|DANA	LOC120768501|XP_039951159.1|BTRY
OG0003934	LOC6498347|XP_001962595.1|DANA	LOC120767794|XP_039949993.1|BTRY
OG0003935	LOC6494417|XP_001960368.1|DANA	LOC120770187|XP_039953351.1|BTRY
OG0003936	LOC6496170|XP_001960367.1|DANA	LOC120770188|XP_039953352.1|BTRY
OG0003937	LOC6494092|XP_001960993.1|DANA	LOC120771053|XP_039954790.1|BTRY
OG0003938	LOC6498514|XP_032311261.1|DANA	LOC120767383|XP_039949313.1|BTRY
OG0003939	LOC6498329|XP_001962555.1|DANA	LOC120767384|XP_039949322.1|BTRY
OG0003940	LOC6506298|XP_001965149.1|DANA	LOC120768526|XP_039951189.1|BTRY
OG0003941	LOC6496992|XP_001962975.1|DANA	LOC120769123|XP_039951919.1|BTRY
OG0003942	LOC6505480|XP_001964937.2|DANA	LOC120769499|XP_039952464.1|BTRY
OG0003943	LOC6498520|XP_001962987.1|DANA	LOC120771046|XP_039954781.1|BTRY
OG0003944	LOC6498480|XP_001962909.1|DANA	LOC120769147|XP_039951956.1|BTRY
OG0003945	LOC6495906|XP_001959832.1|DANA	LOC120770421|XP_039953800.1|BTRY
OG0003946	LOC6498012|XP_014761929.1|DANA	LOC120768155|XP_039950650.1|BTRY
OG0003947	LOC6497528|XP_001961899.1|DANA	LOC120768003|XP_039950360.1|BTRY
OG0003948	LOC6497909|XP_001961696.1|DANA	LOC120769286|XP_039952140.1|BTRY
OG0003949	LOC6497620|XP_001961694.2|DANA	LOC120768926|XP_039951640.1|BTRY
OG0003950	LOC6497111|XP_001962732.1|DANA	LOC120769118|XP_039951912.1|BTRY
OG0003951	LOC6497115|XP_014761520.1|DANA, LOC116656028|XP_032311056.1|DANA	LOC120768587|XP_039951280.1|BTRY
OG0003952	LOC6497589|XP_001961755.3|DANA	LOC120781396|XP_039969539.1|BTRY, LOC120781377|XP_039969515.1|BTRY
OG0003953	LOC6498240|XP_001962368.1|DANA	LOC120767894|XP_039950165.1|BTRY
OG0003954	LOC6507683|XP_001956142.1|DANA	LOC120769404|XP_039952316.1|BTRY
OG0003955	LOC6498586|XP_032311044.1|DANA	LOC120781768|XP_039969934.1|BTRY
OG0003956	LOC6497658|XP_032307698.1|DANA	LOC120769221|XP_039952051.1|BTRY
OG0003957	LOC6493740|XP_001958346.1|DANA	LOC120777534|XP_039964850.1|BTRY
OG0003958	LOC6502372|XP_001967165.3|DANA	LOC120775287|XP_039961334.1|BTRY
OG0003959	LOC6495059|XP_032306532.1|DANA	LOC120771796|XP_039955928.1|BTRY
OG0003960	LOC6503689|XP_001963918.2|DANA	LOC120774502|XP_039960115.1|BTRY
OG0003961	LOC6504491|XP_014760438.1|DANA	LOC120767788|XP_039949980.1|BTRY
OG0003962	LOC6496984|XP_001962996.1|DANA	LOC120767449|XP_039949450.1|BTRY
OG0003963	LOC6498027|XP_032307402.1|DANA	LOC120768153|XP_039950648.1|BTRY
OG0003964	LOC6504256|XP_001965098.1|DANA	LOC120767642|XP_039949747.1|BTRY
OG0003965	LOC6497578|XP_032307562.1|DANA	LOC120767946|XP_039950265.1|BTRY
OG0003966	LOC6505392|XP_001966903.1|DANA	LOC120767770|XP_039949943.1|BTRY
OG0003967	LOC6495665|XP_014763434.1|DANA	LOC120771942|XP_039956175.1|BTRY
OG0003968	LOC6494952|XP_014763084.1|DANA	LOC120772326|XP_039956791.1|BTRY
OG0003969	LOC6494649|XP_001959936.1|DANA	LOC120770917|XP_039954547.1|BTRY
OG0003970	LOC6503354|XP_001965369.1|DANA	LOC120767347|XP_039949239.1|BTRY
OG0003971	LOC6496947|XP_001963080.1|DANA	LOC120774464|XP_039960054.1|BTRY
OG0003972	LOC6493610|XP_014764466.1|DANA	LOC120777946|XP_039965492.1|BTRY
OG0003973	LOC6496187|XP_001960402.1|DANA	LOC120771948|XP_039956192.1|BTRY
OG0003974	LOC6495138|XP_001958974.1|DANA	LOC120782346|XP_039970513.1|BTRY
OG0003975	LOC6498360|XP_032310950.1|DANA	LOC120767633|XP_039949727.1|BTRY
OG0003976	LOC6498432|XP_001962808.1|DANA	LOC120768221|XP_039950731.1|BTRY
OG0003977	LOC6504340|XP_001965021.1|DANA	LOC120768637|XP_039951336.1|BTRY
OG0003978	LOC6506304|XP_032310610.1|DANA	LOC120776803|XP_039963731.1|BTRY
OG0003979	LOC6498604|XP_001963145.1|DANA	LOC120769781|XP_039952899.1|BTRY
OG0003980	LOC6494306|XP_001965940.1|DANA	LOC120782383|XP_039970559.1|BTRY
OG0003981	LOC6497026|XP_001962904.1|DANA	LOC120767590|XP_039949672.1|BTRY
OG0003982	LOC6497064|XP_001962821.2|DANA	LOC120781665|XP_039969820.1|BTRY
OG0003983	LOC6497788|XP_001961454.1|DANA	LOC120769620|XP_039952657.1|BTRY
OG0003984	LOC6497514|XP_014761717.1|DANA	LOC120768278|XP_039950812.1|BTRY
OG0003985	LOC26514494|XP_014762335.1|DANA	LOC120767949|XP_039950268.1|BTRY
OG0003986	LOC6498658|XP_001963262.3|DANA	LOC120781853|XP_039970005.1|BTRY
OG0003987	LOC6498659|XP_032311001.1|DANA	LOC120781124|XP_039969193.1|BTRY
OG0003988	LOC6497203|XP_001962563.3|DANA	LOC120767972|XP_039950317.1|BTRY
OG0003989	LOC6504241|XP_001965104.1|DANA	LOC120767639|XP_039949741.1|BTRY
OG0003990	LOC6497720|XP_001961492.1|DANA	LOC120769368|XP_039952265.1|BTRY
OG0003991	LOC6506615|XP_014760573.1|DANA	LOC120767920|XP_039950213.1|BTRY
OG0003992	LOC6506625|XP_001965217.1|DANA	LOC120767991|XP_039950344.1|BTRY
OG0003993	LOC6506712|XP_001965231.2|DANA	LOC120767812|XP_039950024.1|BTRY
OG0003994	LOC6501497|XP_001955373.1|DANA	LOC120780854|XP_039969027.1|BTRY
OG0003995	LOC6494062|XP_001961059.1|DANA	LOC120771452|XP_039955397.1|BTRY
OG0003996	LOC6495074|XP_001959124.1|DANA	LOC120772189|XP_039956589.1|BTRY, LOC120772238|XP_039956666.1|BTRY
OG0003997	LOC6496855|XP_001963266.1|DANA	LOC120767199|XP_039948934.1|BTRY
OG0003998	LOC26513764|XP_032309419.1|DANA	LOC120767458|XP_039949465.1|BTRY
OG0003999	LOC6498703|XP_001965872.1|DANA	LOC120768709|XP_039951413.1|BTRY
OG0004000	LOC6501886|XP_001966733.1|DANA	LOC120775677|XP_039961902.1|BTRY
OG0004001	LOC6494225|XP_001960704.1|DANA	LOC120772881|XP_039957661.1|BTRY
OG0004002	LOC6498260|XP_001962418.1|DANA	LOC120768307|XP_039950877.1|BTRY
OG0004003	LOC6497942|XP_032307321.1|DANA	LOC120781719|XP_039969886.1|BTRY
OG0004004	LOC6503085|XP_001963401.2|DANA, LOC6497446|XP_001962060.1|DANA	LOC120769738|XP_039952826.1|BTRY
OG0004005	LOC6497961|XP_032307648.1|DANA	LOC120769739|XP_039952827.1|BTRY
OG0004006	LOC6498160|XP_001962206.1|DANA	LOC120767755|XP_039949904.1|BTRY
OG0004007	LOC6498488|XP_001962933.1|DANA	LOC120768258|XP_039950785.1|BTRY
OG0004008	LOC6507136|XP_032310971.1|DANA	LOC120767756|XP_039949906.1|BTRY
OG0004009	LOC6498314|XP_001962517.1|DANA	LOC120769294|XP_039952157.1|BTRY
OG0004010	LOC6497095|XP_014761516.1|DANA	LOC120769106|XP_039951900.1|BTRY
OG0004011	LOC6504374|XP_001964972.2|DANA	LOC120769195|XP_039952024.1|BTRY
OG0004012	LOC6498943|XP_014765836.1|DANA	LOC120777788|XP_039965252.1|BTRY
OG0004013	LOC6497104|XP_001962747.1|DANA	LOC120768057|XP_039950508.1|BTRY
OG0004014	LOC6506322|XP_032310081.1|DANA	LOC120777667|XP_039965057.1|BTRY
OG0004015	LOC6498450|XP_001962845.1|DANA	LOC120769231|XP_039952062.1|BTRY
OG0004016	LOC6498572|XP_014762186.1|DANA	LOC120768088|XP_039950559.1|BTRY
OG0004017	LOC6503831|XP_001965239.1|DANA	LOC120767857|XP_039950099.1|BTRY
OG0004018	LOC6495105|XP_001959056.1|DANA	LOC120771850|XP_039956027.1|BTRY
OG0004019	LOC6497371|XP_001962219.1|DANA	LOC120778472|XP_039966217.1|BTRY
OG0004020	LOC6498318|XP_001962529.1|DANA	LOC120768941|XP_039951660.1|BTRY
OG0004021	LOC116654946|XP_032307645.1|DANA, LOC6497954|XP_001961789.2|DANA	LOC120772601|XP_039957250.1|BTRY
OG0004022	LOC6498141|XP_001962162.1|DANA	LOC120769510|XP_039952480.1|BTRY
OG0004023	LOC6496016|XP_001960046.3|DANA	LOC120769630|XP_039952669.1|BTRY
OG0004024	LOC6498681|XP_001963316.2|DANA	LOC120769323|XP_039952208.1|BTRY
OG0004025	LOC6497494|XP_001961967.1|DANA	LOC120769027|XP_039951802.1|BTRY
OG0004026	LOC6498118|XP_032307369.1|DANA	LOC120769069|XP_039951859.1|BTRY
OG0004028	LOC6497131|XP_014761527.1|DANA	LOC120768830|XP_039951516.1|BTRY
OG0004029	LOC6497198|XP_001962572.1|DANA	LOC120781541|XP_039969707.1|BTRY
OG0004030	LOC6495725|XP_001959444.2|DANA	LOC120772514|XP_039957095.1|BTRY
OG0004031	LOC6497015|XP_001962925.1|DANA	LOC120768630|XP_039951329.1|BTRY
OG0004032	LOC6498720|XP_032308655.1|DANA	LOC120767776|XP_039949950.1|BTRY
OG0004033	LOC6496975|XP_032311078.1|DANA	LOC120767906|XP_039950188.1|BTRY
OG0004034	LOC6498230|XP_001962347.3|DANA	LOC120769230|XP_039952061.1|BTRY
OG0004035	LOC6496990|XP_001962979.1|DANA	LOC120767339|XP_039949216.1|BTRY
OG0004036	LOC6496706|XP_032309227.1|DANA	LOC120768475|XP_039951116.1|BTRY
OG0004037	LOC6497044|XP_001962861.1|DANA	LOC120767425|XP_039949400.1|BTRY
OG0004038	LOC6497645|XP_001961643.1|DANA	LOC120769519|XP_039952491.1|BTRY
OG0004039	LOC6497441|XP_014761707.1|DANA	LOC120767392|XP_039949339.1|BTRY
OG0004040	LOC6494189|XP_001960800.1|DANA	LOC120770835|XP_039954358.1|BTRY
OG0004041	LOC6501970|XP_001966788.1|DANA	LOC120775258|XP_039961273.1|BTRY
OG0004042	LOC6506189|XP_001958377.1|DANA	LOC120777759|XP_039965196.1|BTRY
OG0004043	LOC6496900|XP_001963184.1|DANA	LOC120769479|XP_039952437.1|BTRY
OG0004044	LOC6503842|XP_001963702.1|DANA	LOC120774837|XP_039960588.1|BTRY
OG0004045	LOC6496876|XP_001963226.1|DANA	LOC120776456|XP_039963059.1|BTRY
OG0004046	LOC6507338|XP_001965356.2|DANA	LOC120769580|XP_039952571.1|BTRY
OG0004047	LOC6498303|XP_001962498.1|DANA	LOC120768530|XP_039951195.1|BTRY
OG0004048	LOC6506199|XP_001965128.1|DANA	LOC120771427|XP_039955350.1|BTRY
OG0004049	LOC6507169|XP_001965322.1|DANA	LOC120767351|XP_039949251.1|BTRY
OG0004050	LOC6498072|XP_001962023.2|DANA	LOC120767244|XP_039949024.1|BTRY
OG0004051	LOC6498154|XP_001962192.2|DANA	LOC120767706|XP_039949836.1|BTRY
OG0004052	LOC6502125|XP_032309414.1|DANA	LOC120773745|XP_039958740.1|BTRY
OG0004053	LOC6495390|XP_001958729.1|DANA	LOC120770198|XP_039953374.1|BTRY
OG0004054	LOC6497654|XP_001961627.1|DANA	LOC120768186|XP_039950689.1|BTRY
OG0004055	LOC6500239|XP_001952960.1|DANA	LOC120769443|XP_039952407.1|BTRY, LOC120769599|XP_039952646.1|BTRY
OG0004056	LOC6500067|XP_032307678.1|DANA	LOC120782192|XP_039970270.1|BTRY
