Orthogroup	DANA.longest_only	DGUA.longest_only
OG0003656	LOC6506209|XP_032309866.1|DANA	LOC117587311|XP_034133825.1|DGUA
OG0003657	LOC6493482|XP_001957843.1|DANA	LOC117586834|XP_034133016.1|DGUA
OG0003658	LOC6499333|XP_001954849.1|DANA	LOC117586246|XP_034132075.1|DGUA
OG0003659	LOC6493699|XP_014764497.1|DANA, LOC6493698|XP_001958259.1|DANA	LOC117589027|XP_034136546.1|DGUA
OG0003660	LOC6507385|XP_014765199.1|DANA	LOC117588984|XP_034136468.1|DGUA
OG0003661	LOC6493120|XP_032310574.1|DANA	LOC117589111|XP_034136678.1|DGUA
OG0003662	LOC6493048|XP_001956950.1|DANA	LOC117586856|XP_034133043.1|DGUA
OG0003663	LOC6506632|XP_032310700.1|DANA	LOC117580389|XP_034122820.1|DGUA
OG0003664	LOC6493310|XP_014764324.1|DANA	LOC117580423|XP_034122866.1|DGUA
OG0003665	LOC6495637|XP_001959271.1|DANA	LOC117592467|XP_034142194.1|DGUA
OG0003666	LOC6493934|XP_032311499.1|DANA	LOC117578441|XP_034119854.1|DGUA
OG0003667	LOC6492999|XP_032310813.1|DANA	LOC117580170|XP_034122385.1|DGUA
OG0003668	LOC6504183|XP_032311493.1|DANA	LOC117591787|XP_034141031.1|DGUA
OG0003669	LOC6493952|XP_001961258.1|DANA	LOC117592693|XP_034142548.1|DGUA
OG0003670	LOC6496611|XP_001961257.1|DANA	LOC117592689|XP_034142544.1|DGUA
OG0003672	LOC6500217|XP_001953003.1|DANA	LOC117586495|XP_034132482.1|DGUA
OG0003673	LOC6495170|XP_014763183.1|DANA	LOC117579158|XP_034120812.1|DGUA
OG0003674	LOC6494149|XP_032306138.1|DANA	LOC117579189|XP_034120865.1|DGUA
OG0003675	LOC6496491|XP_001961006.1|DANA	LOC117582861|XP_034126825.1|DGUA
OG0003676	LOC6494087|XP_032305947.1|DANA	LOC117582842|XP_034126791.1|DGUA
OG0003678	LOC6507042|XP_001956767.3|DANA	LOC117587399|XP_034133944.1|DGUA
OG0003679	LOC6492967|XP_001956762.1|DANA	LOC117587031|XP_034133347.1|DGUA
OG0003680	LOC6494539|XP_001960141.1|DANA	LOC117591954|XP_034141268.1|DGUA
OG0003681	LOC6494364|XP_001960455.1|DANA	LOC117586549|XP_034132605.1|DGUA
OG0003682	LOC6500735|XP_001953814.1|DANA	LOC117582779|XP_034126641.1|DGUA
OG0003683	LOC6494840|XP_001959567.2|DANA	LOC117585607|XP_034131052.1|DGUA
OG0003684	LOC6507293|XP_001956299.1|DANA	LOC117580339|XP_034122736.1|DGUA
OG0003685	LOC6493018|XP_014764189.2|DANA	LOC117580038|XP_034122158.1|DGUA
OG0003686	LOC6494435|XP_001960317.1|DANA	LOC117579814|XP_034121798.1|DGUA
OG0003687	LOC6494529|XP_001960166.1|DANA	LOC117592580|XP_034142357.1|DGUA
OG0003688	LOC6494767|XP_001959709.1|DANA	LOC117592079|XP_034141482.1|DGUA
OG0003689	LOC6506092|XP_001958572.1|DANA	LOC117579374|XP_034121134.1|DGUA
OG0003690	LOC6507865|XP_001956488.1|DANA	LOC117579599|XP_034121422.1|DGUA
OG0003691	LOC6493241|XP_001957340.1|DANA	LOC117587314|XP_034133831.1|DGUA
OG0003692	LOC6496517|XP_001961054.1|DANA	LOC117578604|XP_034120086.1|DGUA
OG0003693	LOC6493438|XP_001957749.1|DANA	LOC117588990|XP_034136480.1|DGUA
OG0003694	LOC6507021|XP_001956807.1|DANA	LOC117589108|XP_034136651.1|DGUA
OG0003695	LOC6506941|XP_001956943.1|DANA	LOC117588839|XP_034136223.1|DGUA
OG0003696	LOC6495955|XP_001959928.1|DANA	LOC117578514|XP_034119950.1|DGUA
OG0003697	LOC6495626|XP_014763381.1|DANA	LOC117580096|XP_034122252.1|DGUA
OG0003698	LOC6507286|XP_014765136.1|DANA	LOC117579383|XP_034121146.1|DGUA
OG0003699	LOC6496465|XP_014763845.1|DANA	LOC117580189|XP_034122447.1|DGUA
OG0003700	LOC6496183|XP_001960391.1|DANA	LOC117586596|XP_034132670.1|DGUA
OG0003701	LOC6497397|XP_001962167.2|DANA	LOC117581865|XP_034125219.1|DGUA
OG0003702	LOC6507224|XP_001956440.1|DANA	LOC117579824|XP_034121808.1|DGUA
OG0003703	LOC6506906|XP_001957024.1|DANA	LOC117579123|XP_034120745.1|DGUA
OG0003704	LOC6506943|XP_001956941.1|DANA	LOC117588840|XP_034136224.1|DGUA
OG0003705	LOC6496494|XP_032306200.1|DANA	LOC117578694|XP_034120219.1|DGUA
OG0003706	LOC6493315|XP_001957508.1|DANA	LOC117587368|XP_034133904.1|DGUA
OG0003707	LOC6507079|XP_014765057.1|DANA	LOC117586938|XP_034133193.1|DGUA
OG0003708	LOC6493190|XP_001957231.1|DANA	LOC117588922|XP_034136387.1|DGUA
OG0003709	LOC6495775|XP_001959546.1|DANA	LOC117578705|XP_034120243.1|DGUA
OG0003710	LOC6494855|XP_001959547.1|DANA	LOC117578699|XP_034120235.1|DGUA
OG0003711	LOC6506346|XP_001958061.1|DANA	LOC117579695|XP_034121576.1|DGUA
OG0003712	LOC6496345|XP_001960734.1|DANA	LOC117579606|XP_034121435.1|DGUA
OG0003713	LOC6495038|XP_001959192.1|DANA	LOC117587320|XP_034133845.1|DGUA
OG0003714	LOC6495607|XP_001959191.1|DANA	LOC117578844|XP_034120523.1|DGUA
OG0003715	LOC6493160|XP_001957169.1|DANA	LOC117586821|XP_034132992.1|DGUA
OG0003716	LOC6506697|XP_001957398.1|DANA	LOC117579339|XP_034121055.1|DGUA
OG0003717	LOC6493379|XP_001957641.1|DANA	LOC117588869|XP_034136267.1|DGUA
OG0003718	LOC6507728|XP_001956230.1|DANA	LOC117589427|XP_034137254.1|DGUA
OG0003719	LOC6507219|XP_001956444.2|DANA	LOC117579572|XP_034121390.1|DGUA
OG0003720	LOC6504511|XP_001967048.2|DANA	LOC117591011|XP_034139988.1|DGUA
OG0003721	LOC6494765|XP_001959717.1|DANA	LOC117586848|XP_034133037.1|DGUA
OG0003722	LOC6493522|XP_001957919.2|DANA	LOC117579851|XP_034121840.1|DGUA
OG0003723	LOC6507761|XP_001956295.1|DANA	LOC117580344|XP_034122741.1|DGUA
OG0003724	LOC6493323|XP_001957525.2|DANA	LOC117579613|XP_034121439.1|DGUA
OG0003725	LOC6493301|XP_032310104.1|DANA	LOC117589359|XP_034137143.1|DGUA
OG0003726	LOC6493336|XP_001957546.1|DANA	LOC117580228|XP_034122533.1|DGUA
OG0003727	LOC6493156|XP_001957164.2|DANA	LOC117586814|XP_034132978.1|DGUA
OG0003728	LOC6505698|XP_001964435.1|DANA	LOC117586314|XP_034132190.1|DGUA
OG0003729	LOC6507589|XP_032310255.1|DANA	LOC117586907|XP_034133142.1|DGUA
OG0003730	LOC6493110|XP_032310182.1|DANA	LOC117579192|XP_034120851.1|DGUA
OG0003731	LOC6507681|XP_001956136.1|DANA	LOC117580258|XP_034122582.1|DGUA
OG0003732	LOC6493495|XP_001957863.1|DANA	LOC117586841|XP_034133023.1|DGUA
OG0003733	LOC6492936|XP_032309812.1|DANA	LOC117589053|XP_034136573.1|DGUA
OG0003734	LOC6507387|XP_001956108.1|DANA	LOC117587272|XP_034133743.1|DGUA
OG0003735	LOC6494914|XP_001959431.1|DANA	LOC117578419|XP_034119771.1|DGUA
OG0003736	LOC6495786|XP_001959579.1|DANA	LOC117582065|XP_034125515.1|DGUA
OG0003737	LOC6495868|XP_001959750.2|DANA	LOC117592389|XP_034141996.1|DGUA
OG0003738	LOC6496377|XP_001960790.1|DANA	LOC117587337|XP_034133870.1|DGUA
OG0003739	LOC6494066|XP_001961043.1|DANA	LOC117578593|XP_034120073.1|DGUA
OG0003740	LOC6496512|XP_001961049.1|DANA	LOC117578594|XP_034120074.1|DGUA
OG0003741	LOC6507090|XP_001956686.1|DANA	LOC117589063|XP_034136585.1|DGUA
OG0003742	LOC6506292|XP_001958187.1|DANA	LOC117579045|XP_034120631.1|DGUA
OG0003743	LOC6496489|XP_032305950.1|DANA	LOC117582872|XP_034126836.1|DGUA
OG0003744	LOC6496511|XP_001961047.1|DANA	LOC117578601|XP_034120082.1|DGUA
OG0003745	LOC6495362|XP_001958667.1|DANA	LOC117585398|XP_034130758.1|DGUA
OG0003746	LOC6495069|XP_032306220.1|DANA	LOC117592227|XP_034141874.1|DGUA
OG0003747	LOC6507444|XP_001956004.1|DANA	LOC117579947|XP_034121997.1|DGUA
OG0003748	LOC6507616|XP_001956006.2|DANA	LOC117580056|XP_034122186.1|DGUA
OG0003749	LOC6507443|XP_001956009.1|DANA	LOC117579110|XP_034120726.1|DGUA
OG0003750	LOC6507617|XP_001956007.1|DANA	LOC117579111|XP_034120727.1|DGUA
OG0003751	LOC6507619|XP_001956010.2|DANA	LOC117580143|XP_034122335.1|DGUA
OG0003752	LOC6493361|XP_032309706.1|DANA	LOC117587034|XP_034133351.1|DGUA
OG0003753	LOC6493754|XP_001958376.1|DANA	LOC117589234|XP_034136883.1|DGUA
OG0003754	LOC6493755|XP_001958378.1|DANA	LOC117589232|XP_034136880.1|DGUA
OG0003755	LOC6493359|XP_001957594.2|DANA	LOC117587039|XP_034133362.1|DGUA
OG0003756	LOC6501741|XP_001967137.2|DANA	LOC117578648|XP_034120155.1|DGUA
OG0003757	LOC6494398|XP_001960403.1|DANA	LOC117582465|XP_034126086.1|DGUA
OG0003758	LOC6494978|XP_014763094.1|DANA	LOC117590502|XP_034139103.1|DGUA
OG0003759	LOC6506968|XP_001956904.2|DANA	LOC117580200|XP_034122472.1|DGUA
OG0003760	LOC6496078|XP_032307154.1|DANA	LOC117579416|XP_034121190.1|DGUA
OG0003761	LOC6506960|XP_001956916.1|DANA	LOC117589327|XP_034137066.1|DGUA
OG0003762	LOC6506961|XP_001956914.1|DANA	LOC117589328|XP_034137068.1|DGUA
OG0003763	LOC6506158|XP_014764646.2|DANA	LOC117587418|XP_034133972.1|DGUA
OG0003764	LOC6506155|XP_032309670.1|DANA	LOC117587417|XP_034133966.1|DGUA
OG0003765	LOC6497086|XP_001962787.1|DANA	LOC117583895|XP_034128451.1|DGUA
OG0003766	LOC6503060|XP_001963347.1|DANA	LOC117590495|XP_034139047.1|DGUA
OG0003767	LOC6505282|XP_001964826.1|DANA	LOC117592269|XP_034141820.1|DGUA
OG0003768	LOC6495394|XP_032306623.1|DANA	LOC117578495|XP_034119920.1|DGUA
OG0003769	LOC6495392|XP_001958741.1|DANA	LOC117584596|XP_034129480.1|DGUA
OG0003770	LOC6503326|XP_032311971.1|DANA	LOC117590573|XP_034139205.1|DGUA
OG0003771	LOC6507326|XP_001956242.1|DANA	LOC117589209|XP_034136844.1|DGUA
OG0003772	LOC6506225|XP_001958312.1|DANA	LOC117586885|XP_034133109.1|DGUA
OG0003773	LOC6496403|XP_001960840.1|DANA	LOC117592402|XP_034142011.1|DGUA
OG0003774	LOC6494434|XP_001960318.2|DANA	LOC117578809|XP_034120449.1|DGUA
OG0003775	LOC6502981|XP_032308889.1|DANA	LOC117588750|XP_034136119.1|DGUA
OG0003776	LOC6495991|XP_001959994.1|DANA	LOC117578460|XP_034119882.1|DGUA
OG0003777	LOC6494079|XP_001961017.1|DANA	LOC117582002|XP_034125392.1|DGUA
OG0003778	LOC6495246|XP_032306005.1|DANA	LOC117578893|XP_034120589.1|DGUA
OG0003779	LOC6495039|XP_001959187.1|DANA	LOC117592254|XP_034141787.1|DGUA
OG0003780	LOC6494648|XP_001959938.1|DANA	LOC117591905|XP_034141186.1|DGUA
OG0003781	LOC6505454|XP_032311737.1|DANA	LOC117590656|XP_034139395.1|DGUA
OG0003782	LOC6504678|XP_032309013.1|DANA	LOC117588795|XP_034136193.1|DGUA
OG0003783	LOC6501466|XP_001955309.1|DANA	LOC117583587|XP_034127866.1|DGUA
OG0003784	LOC6495557|XP_001959100.1|DANA	LOC117581123|XP_034123943.1|DGUA
OG0003785	LOC6493888|XP_014762450.1|DANA	LOC117591931|XP_034141229.1|DGUA
OG0003786	LOC6495625|XP_032306336.1|DANA	LOC117580138|XP_034122330.1|DGUA
OG0003787	LOC6494996|XP_001959250.1|DANA	LOC117592503|XP_034142239.1|DGUA
OG0003788	LOC6494904|XP_001959456.1|DANA	LOC117578719|XP_034120263.1|DGUA
OG0003789	LOC6494562|XP_014762849.1|DANA	LOC117590398|XP_034138887.1|DGUA
OG0003790	LOC6493442|XP_001957761.2|DANA	LOC117580312|XP_034122698.1|DGUA
OG0003791	LOC6499449|XP_001954619.2|DANA	LOC117586169|XP_034131969.1|DGUA
OG0003792	LOC6496076|XP_001960169.1|DANA	LOC117587131|XP_034133531.1|DGUA
OG0003793	LOC6496188|XP_001960405.1|DANA	LOC117582513|XP_034126204.1|DGUA
OG0003794	LOC6494758|XP_001959727.1|DANA	LOC117591853|XP_034141117.1|DGUA
OG0003795	LOC26514008|XP_001956389.1|DANA	LOC117579534|XP_034121341.1|DGUA
OG0003796	LOC6505520|XP_001964773.1|DANA	LOC117585838|XP_034131470.1|DGUA
OG0003797	LOC6497702|XP_001961534.1|DANA	LOC117584612|XP_034129517.1|DGUA
OG0003798	LOC6495319|XP_001958637.1|DANA	LOC117582704|XP_034126515.1|DGUA
OG0003799	LOC6496094|XP_001960211.3|DANA	LOC117592084|XP_034141488.1|DGUA
OG0003800	LOC6497703|XP_001961528.1|DANA	LOC117590911|XP_034139833.1|DGUA
OG0003801	LOC6497268|XP_014761601.1|DANA	LOC117587629|XP_034134382.1|DGUA
OG0003802	LOC6498263|XP_001962422.1|DANA	LOC117588154|XP_034135142.1|DGUA
OG0003803	LOC6506008|XP_001964771.1|DANA	LOC117585844|XP_034131477.1|DGUA
OG0003804	LOC6497822|XP_001961520.2|DANA	LOC117590924|XP_034139849.1|DGUA
OG0003805	LOC6497860|XP_001961585.2|DANA	LOC117582483|XP_034126127.1|DGUA
OG0003806	LOC6499006|XP_014760133.1|DANA	LOC117587820|XP_034134668.1|DGUA
OG0003807	LOC6497118|XP_032311272.1|DANA	LOC117588198|XP_034135220.1|DGUA
OG0003808	LOC6494363|XP_032306685.1|DANA, LOC6506533|XP_014764804.2|DANA	LOC117586998|XP_034133289.1|DGUA
OG0003809	LOC6498070|XP_001962016.1|DANA	LOC117582042|XP_034125475.1|DGUA
OG0003810	LOC6496468|XP_001960965.1|DANA	LOC117578462|XP_034119888.1|DGUA
OG0003811	LOC6495192|XP_032307078.1|DANA	LOC117584996|XP_034130120.1|DGUA
OG0003812	LOC6503404|XP_032311389.1|DANA	LOC117584441|XP_034129246.1|DGUA
OG0003813	LOC6496981|XP_001963002.1|DANA	LOC117588106|XP_034135068.1|DGUA
OG0003814	LOC6497027|XP_001962901.1|DANA	LOC117582098|XP_034125554.1|DGUA
OG0003815	LOC6501110|XP_032305881.1|DANA	LOC117585323|XP_034130650.1|DGUA
OG0003816	LOC6497070|XP_001962812.2|DANA	LOC117588208|XP_034135235.1|DGUA
OG0003817	LOC6504664|XP_001964879.1|DANA	LOC117587728|XP_034134537.1|DGUA
OG0003818	LOC6503375|XP_001965343.1|DANA	LOC117582267|XP_034125783.1|DGUA
OG0003819	LOC6507274|XP_001965340.1|DANA	LOC117582270|XP_034125790.1|DGUA
OG0003820	LOC6499374|XP_001954762.1|DANA	LOC117586594|XP_034132662.1|DGUA
OG0003821	LOC6496344|XP_032306565.1|DANA	LOC117585568|XP_034130997.1|DGUA
OG0003822	LOC6497344|XP_001962280.1|DANA	LOC117587916|XP_034134792.1|DGUA
OG0003823	LOC6498674|XP_001963296.1|DANA	LOC117581961|XP_034125335.1|DGUA
OG0003824	LOC6497075|XP_001962803.1|DANA	LOC117583973|XP_034128571.1|DGUA
OG0003825	LOC6497193|XP_001962581.1|DANA	LOC117588086|XP_034135046.1|DGUA
OG0003826	LOC6498323|XP_001962543.1|DANA	LOC117582415|XP_034125998.1|DGUA
OG0003827	LOC6505389|XP_001964875.1|DANA	LOC117588187|XP_034135198.1|DGUA
OG0003828	LOC6505399|XP_001964877.1|DANA	LOC117587563|XP_034134273.1|DGUA
OG0003829	LOC6498407|XP_001962736.1|DANA	LOC117584418|XP_034129173.1|DGUA
OG0003830	LOC6497148|XP_001962664.2|DANA	LOC117587957|XP_034134852.1|DGUA
OG0003831	LOC6499744|XP_001954015.1|DANA	LOC117585174|XP_034130406.1|DGUA
OG0003832	LOC6498234|XP_001962357.1|DANA	LOC117587521|XP_034134211.1|DGUA
OG0003833	LOC6497303|XP_032307723.1|DANA	LOC117587692|XP_034134478.1|DGUA
OG0003834	LOC6497297|XP_001962373.1|DANA	LOC117584862|XP_034129899.1|DGUA
OG0003835	LOC6497795|XP_014761824.1|DANA	LOC117584124|XP_034128767.1|DGUA
OG0003836	LOC6498031|XP_001961931.2|DANA	LOC117587744|XP_034134560.1|DGUA
OG0003837	LOC6497511|XP_001961933.1|DANA	LOC117587741|XP_034134555.1|DGUA
OG0003838	LOC6498056|XP_001961982.1|DANA	LOC117581906|XP_034125266.1|DGUA
OG0003839	LOC6504334|XP_032311162.1|DANA	LOC117587810|XP_034134656.1|DGUA
OG0003840	LOC6496490|XP_001961004.1|DANA	LOC117582851|XP_034126814.1|DGUA
OG0003841	LOC6503306|XP_001967580.1|DANA	LOC117584367|XP_034129096.1|DGUA
OG0003842	LOC6498646|XP_001963233.1|DANA	LOC117584272|XP_034128976.1|DGUA
OG0003843	LOC6498418|XP_001962765.1|DANA	LOC117584689|XP_034129610.1|DGUA
OG0003844	LOC6504335|XP_014760430.1|DANA	LOC117587805|XP_034134648.1|DGUA
OG0003845	LOC6497166|XP_032311349.1|DANA	LOC117591556|XP_034140742.1|DGUA
OG0003847	LOC6505342|XP_014760475.1|DANA	LOC117588222|XP_034135258.1|DGUA
OG0003848	LOC6499913|XP_001953645.3|DANA	LOC117582849|XP_034126808.1|DGUA
OG0003849	LOC6496602|XP_001961230.1|DANA	LOC117591840|XP_034141097.1|DGUA
OG0003850	LOC6498411|XP_032311133.1|DANA	LOC117584319|XP_034129039.1|DGUA
OG0003851	LOC6495040|XP_001959185.1|DANA	LOC117592228|XP_034141756.1|DGUA
OG0003852	LOC6498109|XP_001962094.2|DANA	LOC117582360|XP_034125907.1|DGUA
OG0003853	LOC6496171|XP_014763646.1|DANA	LOC117587073|XP_034133419.1|DGUA
OG0003854	LOC6498171|XP_001962227.1|DANA	LOC117584390|XP_034129135.1|DGUA
OG0003855	LOC6498170|XP_001962226.3|DANA	LOC117584856|XP_034129888.1|DGUA
OG0003856	LOC6497060|XP_032311295.1|DANA	LOC117582505|XP_034126184.1|DGUA
OG0003857	LOC6504393|XP_001964966.1|DANA	LOC117584106|XP_034128745.1|DGUA
OG0003858	LOC6502906|XP_032311795.1|DANA	LOC117591517|XP_034140704.1|DGUA
OG0003859	LOC6507285|XP_001965344.1|DANA	LOC117582269|XP_034125789.1|DGUA
OG0003860	LOC6502519|XP_014763917.1|DANA	LOC117592583|XP_034142361.1|DGUA
OG0003861	LOC6496724|XP_001967334.1|DANA	LOC117584641|XP_034129554.1|DGUA
OG0003862	LOC6497328|XP_014761648.1|DANA	LOC117587560|XP_034134267.1|DGUA
OG0003863	LOC6505366|XP_032311167.1|DANA	LOC117588215|XP_034135245.1|DGUA
OG0003864	LOC6504729|XP_001964858.1|DANA	LOC117587868|XP_034134726.1|DGUA
OG0003865	LOC6499570|XP_001954361.1|DANA	LOC117591223|XP_034140289.1|DGUA
OG0003866	LOC6497158|XP_001962651.1|DANA	LOC117588147|XP_034135136.1|DGUA
OG0003867	LOC26514973|XP_014760160.1|DANA	LOC117588172|XP_034135175.1|DGUA
OG0003868	LOC6498573|XP_001963095.1|DANA	LOC117584736|XP_034129698.1|DGUA
OG0003869	LOC6497010|XP_001962932.1|DANA	LOC117581935|XP_034125308.1|DGUA
OG0003870	LOC6497659|XP_001961619.3|DANA	LOC117582173|XP_034125665.1|DGUA
OG0003871	LOC6498484|XP_001962920.2|DANA	LOC117582344|XP_034125887.1|DGUA
OG0003872	LOC6494210|XP_001960745.2|DANA	LOC117578863|XP_034120545.1|DGUA
OG0003873	LOC6497969|XP_001961817.1|DANA	LOC117584872|XP_034129914.1|DGUA
OG0003874	LOC6498374|XP_032311006.1|DANA	LOC117587614|XP_034134357.1|DGUA
OG0003875	LOC6496962|XP_032311352.1|DANA	LOC117587634|XP_034134393.1|DGUA
OG0003876	LOC6496864|XP_001963250.1|DANA	LOC117582408|XP_034125987.1|DGUA
OG0003877	LOC6497789|XP_001961455.1|DANA	LOC117584557|XP_034129405.1|DGUA
OG0003878	LOC6503372|XP_014760384.1|DANA	LOC117582265|XP_034125780.1|DGUA
OG0003879	LOC6507552|XP_001955903.1|DANA	LOC117587440|XP_034134014.1|DGUA
OG0003880	LOC6506451|XP_001957856.1|DANA	LOC117586975|XP_034133245.1|DGUA
OG0003881	LOC6495836|XP_001959682.1|DANA	LOC117587214|XP_034133662.1|DGUA
OG0003882	LOC6493894|XP_014762453.1|DANA	LOC117578748|XP_034120322.1|DGUA
OG0003883	LOC6503668|XP_001963966.1|DANA	LOC117590529|XP_034139138.1|DGUA
OG0003884	LOC6497084|XP_001962790.1|DANA	LOC117587569|XP_034134285.1|DGUA
OG0003885	LOC6496998|XP_001962960.1|DANA	LOC117584626|XP_034129539.1|DGUA
OG0003886	LOC6498504|XP_001962961.2|DANA	LOC117584099|XP_034128739.1|DGUA
OG0003887	LOC6503289|XP_001967578.3|DANA	LOC117584350|XP_034129074.1|DGUA
OG0003888	LOC6501630|XP_001955640.1|DANA	LOC117583210|XP_034127316.1|DGUA
OG0003889	LOC6497551|XP_001961840.1|DANA	LOC117582086|XP_034125536.1|DGUA
OG0003890	LOC6506842|XP_001957136.1|DANA	LOC117589151|XP_034136737.1|DGUA
OG0003891	LOC6497088|XP_001962784.1|DANA	LOC117584090|XP_034128729.1|DGUA
OG0003892	LOC6507463|XP_001955962.1|DANA	LOC117586912|XP_034133152.1|DGUA
OG0003893	LOC6498438|XP_001962822.1|DANA	LOC117587608|XP_034134350.1|DGUA
OG0003894	LOC6498597|XP_001963131.1|DANA	LOC117584496|XP_034129315.1|DGUA
OG0003895	LOC6495578|XP_001959134.1|DANA	LOC117578435|XP_034119848.1|DGUA
OG0003896	LOC6495067|XP_001959137.1|DANA	LOC117590217|XP_034138574.1|DGUA
OG0003897	LOC6494647|XP_001959940.1|DANA	LOC117592009|XP_034141353.1|DGUA
OG0003898	LOC6498018|XP_001961902.1|DANA	LOC117588003|XP_034134915.1|DGUA
OG0003899	LOC6503358|XP_001965366.1|DANA	LOC117582638|XP_034126410.1|DGUA
OG0003900	LOC6503785|XP_001965247.2|DANA	LOC117582530|XP_034126226.1|DGUA
OG0003901	LOC6505557|XP_001964965.1|DANA	LOC117584014|XP_034128637.1|DGUA
OG0003902	LOC6503458|XP_001965313.1|DANA	LOC117583966|XP_034128563.1|DGUA
OG0003903	LOC6497051|XP_001962847.1|DANA	LOC117584359|XP_034129088.1|DGUA
OG0003904	LOC6498451|XP_001962848.1|DANA	LOC117584358|XP_034129087.1|DGUA
OG0003905	LOC6501542|XP_001955449.1|DANA	LOC117582877|XP_034126841.1|DGUA
OG0003906	LOC6494518|XP_001960189.1|DANA	LOC117587617|XP_034134366.1|DGUA
OG0003907	LOC6497892|XP_001961660.1|DANA	LOC117582455|XP_034126071.1|DGUA
OG0003908	LOC6497893|XP_001961661.1|DANA	LOC117582463|XP_034126080.1|DGUA
OG0003909	LOC6495285|XP_032306358.1|DANA	LOC117583064|XP_034127130.1|DGUA
OG0003910	LOC6500073|XP_001953272.1|DANA	LOC117588801|XP_034136208.1|DGUA
OG0003911	LOC6506159|XP_001965123.1|DANA	LOC117582448|XP_034126062.1|DGUA
OG0003912	LOC6496704|XP_001967347.1|DANA	LOC117584175|XP_034128832.1|DGUA
OG0003913	LOC6504365|XP_032310985.1|DANA	LOC117588175|XP_034135180.1|DGUA
OG0003914	LOC6497053|XP_001962844.1|DANA	LOC117581761|XP_034125053.1|DGUA
OG0003915	LOC6503066|XP_032308938.1|DANA	LOC117590484|XP_034139031.1|DGUA
OG0003916	LOC6498140|XP_001962160.1|DANA	LOC117584674|XP_034129595.1|DGUA
OG0003917	LOC6497220|XP_001962533.3|DANA	LOC117584481|XP_034129297.1|DGUA
OG0003918	LOC6497950|XP_001961783.1|DANA	LOC117582301|XP_034125834.1|DGUA
OG0003919	LOC6503309|XP_032309225.1|DANA	LOC117584266|XP_034128968.1|DGUA
OG0003920	LOC6495851|XP_001959710.1|DANA	LOC117578808|XP_034120443.1|DGUA
OG0003921	LOC6497376|XP_001962211.2|DANA	LOC117582093|XP_034125547.1|DGUA
OG0003922	LOC6498446|XP_001962834.2|DANA	LOC117582502|XP_034126177.1|DGUA
OG0003923	LOC6506026|XP_001966650.1|DANA	LOC117590627|XP_034139328.1|DGUA
OG0003924	LOC6496520|XP_001961060.1|DANA	LOC117580392|XP_034122826.1|DGUA
OG0003925	LOC6498516|XP_032310932.1|DANA	LOC117584876|XP_034129918.1|DGUA
OG0003926	LOC6496986|XP_001962992.1|DANA	LOC117584679|XP_034129599.1|DGUA
OG0003927	LOC6497430|XP_001962097.1|DANA	LOC117582152|XP_034125628.1|DGUA
OG0003928	LOC6498340|XP_032307749.1|DANA	LOC117588090|XP_034135051.1|DGUA
OG0003929	LOC6497056|XP_001962840.2|DANA	LOC117581830|XP_034125169.1|DGUA
OG0003930	LOC6498246|XP_001962388.1|DANA	LOC117584306|XP_034129022.1|DGUA
OG0003931	LOC6497279|XP_014761610.1|DANA	LOC117584216|XP_034128879.1|DGUA
OG0003932	LOC6495571|XP_014763357.1|DANA	LOC117591813|XP_034141037.1|DGUA
OG0003933	LOC6497240|XP_014761576.1|DANA	LOC117582156|XP_034125638.1|DGUA
OG0003934	LOC6498347|XP_001962595.1|DANA	LOC117584759|XP_034129752.1|DGUA
OG0003935	LOC6494417|XP_001960368.1|DANA	LOC117587050|XP_034133381.1|DGUA
OG0003936	LOC6496170|XP_001960367.1|DANA	LOC117587163|XP_034133565.1|DGUA
OG0003937	LOC6494092|XP_001960993.1|DANA	LOC117584354|XP_034129086.1|DGUA
OG0003938	LOC6498514|XP_032311261.1|DANA	LOC117583940|XP_034128516.1|DGUA
OG0003939	LOC6498329|XP_001962555.1|DANA	LOC117582586|XP_034126324.1|DGUA
OG0003940	LOC6506298|XP_001965149.1|DANA	LOC117583944|XP_034128533.1|DGUA
OG0003941	LOC6496992|XP_001962975.1|DANA	LOC117583947|XP_034128536.1|DGUA
OG0003942	LOC6505480|XP_001964937.2|DANA	LOC117581924|XP_034125289.1|DGUA
OG0003943	LOC6498520|XP_001962987.1|DANA	LOC117583948|XP_034128537.1|DGUA
OG0003944	LOC6498480|XP_001962909.1|DANA	LOC117582015|XP_034125427.1|DGUA
OG0003945	LOC6495906|XP_001959832.1|DANA	LOC117591990|XP_034141325.1|DGUA
OG0003946	LOC6498012|XP_014761929.1|DANA	LOC117587639|XP_034134414.1|DGUA
OG0003947	LOC6497528|XP_001961899.1|DANA	LOC117587682|XP_034134465.1|DGUA
OG0003948	LOC6497909|XP_001961696.1|DANA	LOC117582200|XP_034125699.1|DGUA
OG0003949	LOC6497620|XP_001961694.2|DANA	LOC117582194|XP_034125689.1|DGUA
OG0003950	LOC6497111|XP_001962732.1|DANA	LOC117588126|XP_034135096.1|DGUA
OG0003951	LOC6497115|XP_014761520.1|DANA, LOC116656028|XP_032311056.1|DANA	LOC117587555|XP_034134253.1|DGUA
OG0003952	LOC6497589|XP_001961755.3|DANA	LOC117581945|XP_034125318.1|DGUA
OG0003953	LOC6498240|XP_001962368.1|DANA	LOC117584791|XP_034129795.1|DGUA
OG0003954	LOC6507683|XP_001956142.1|DANA	LOC117579701|XP_034121583.1|DGUA
