Orthogroup	DANA.longest_only	DYAK.longest_only
OG0005934	LOC6496352|XP_001960749.3|DANA	LOC6530439|XP_002091355.3|DYAK
OG0005935	LOC6493863|XP_001958581.2|DANA	LOC6535185|XP_039230239.1|DYAK
OG0005936	LOC6497292|XP_001962379.1|DANA	LOC6527008|XP_002088104.1|DYAK
OG0005937	LOC6506088|XP_001958578.1|DANA	LOC6535183|XP_002095845.2|DYAK
OG0005938	LOC6496284|XP_032306440.1|DANA	LOC6531340|XP_002092144.1|DYAK
OG0005939	LOC6505046|XP_001965569.1|DANA	LOC6524732|XP_002100576.1|DYAK
OG0005940	LOC6496097|XP_014763628.1|DANA	LOC6530590|XP_002091503.2|DYAK
OG0005941	LOC6495358|XP_001958657.1|DANA	LOC6531900|XP_039228907.1|DYAK
OG0005942	LOC6493918|XP_032311489.1|DANA	LOC6529043|XP_002090074.2|DYAK
OG0005943	LOC6493920|XP_032311549.1|DANA	LOC6528288|XP_015053902.1|DYAK
OG0005944	LOC6496643|XP_001961320.1|DANA	LOC6528291|XP_002089344.1|DYAK
OG0005945	LOC6496615|XP_001961266.1|DANA	LOC6529356|XP_002090361.1|DYAK
OG0005946	LOC6496244|XP_001960527.2|DANA	LOC6530067|XP_039228579.1|DYAK
OG0005947	LOC6496298|XP_001960643.1|DANA	LOC6531379|XP_002092182.1|DYAK
OG0005948	LOC6493643|XP_001958153.1|DANA	LOC6534973|XP_002095643.1|DYAK
OG0005949	LOC6507786|XP_032310254.1|DANA	LOC6534601|XP_002095276.3|DYAK
OG0005950	LOC6497057|XP_001962838.1|DANA	LOC6527240|XP_015053169.1|DYAK
OG0005951	LOC6493456|XP_014764384.1|DANA	LOC6533566|XP_015050151.1|DYAK
OG0005952	LOC6498447|XP_014762130.1|DANA	LOC6527239|XP_015053639.1|DYAK
OG0005953	LOC6497560|XP_001961815.1|DANA	LOC6529243|XP_002090249.1|DYAK
OG0005954	LOC6497562|XP_001961811.1|DANA	LOC6529239|XP_002090245.1|DYAK
OG0005955	LOC6501254|XP_001954860.2|DANA	LOC6536387|XP_002096969.1|DYAK
OG0005956	LOC6494521|XP_001960183.1|DANA	LOC6531247|XP_002092056.1|DYAK
OG0005957	LOC6503398|XP_032312330.1|DANA	LOC6538692|XP_002099211.1|DYAK
OG0005958	LOC6499574|XP_001954356.1|DANA	LOC6538453|XP_002098977.1|DYAK
OG0005959	LOC6497495|XP_001961965.1|DANA	LOC6527909|XP_002088981.1|DYAK
OG0005960	LOC6502007|XP_001966859.1|DANA	LOC6525857|XP_002101677.1|DYAK
OG0005961	LOC6495609|XP_001959194.1|DANA	LOC6531458|XP_002092257.1|DYAK
OG0005962	LOC6495110|XP_001959030.1|DANA	LOC6530823|XP_039228275.1|DYAK
OG0005963	LOC6497934|XP_001961748.1|DANA	LOC6527270|XP_002088364.1|DYAK
OG0005964	LOC6494487|XP_001960238.1|DANA	LOC6530573|XP_002091486.1|DYAK
OG0005965	LOC6494722|XP_001959796.1|DANA	LOC6528822|XP_002089854.2|DYAK
OG0005966	LOC6495690|XP_001959389.1|DANA	LOC6530136|XP_002091082.2|DYAK
OG0005967	LOC6507956|XP_001959038.1|DANA	LOC6530830|XP_039228944.1|DYAK
OG0005968	LOC6495998|XP_014763581.1|DANA	LOC6530834|XP_002091717.2|DYAK
OG0005969	LOC6495727|XP_001959448.3|DANA	LOC6531938|XP_039228500.1|DYAK
OG0005970	LOC6493477|XP_001957833.1|DANA	LOC6533613|XP_002094321.1|DYAK
OG0005971	LOC6496556|XP_001961140.1|DANA	LOC6529889|XP_002090846.1|DYAK
OG0005972	LOC6493208|XP_001957264.1|DANA	LOC6534794|XP_015050837.1|DYAK
OG0005973	LOC6506241|XP_001958279.1|DANA	LOC6534878|XP_002095550.1|DYAK
OG0005974	LOC6493201|XP_032309773.1|DANA	LOC6534808|XP_015050846.1|DYAK
OG0005975	LOC6506777|XP_001957263.1|DANA	LOC6534798|XP_002095470.1|DYAK
OG0005976	LOC6505722|XP_014760773.1|DANA	LOC26535822|XP_039232560.1|DYAK
OG0005977	LOC6495043|XP_001959179.1|DANA	LOC6530769|XP_002091657.1|DYAK
OG0005978	LOC6494301|XP_001960572.1|DANA	LOC6531687|XP_002092478.3|DYAK
OG0005979	LOC6494802|XP_014762992.1|DANA	LOC6530007|XP_002090953.1|DYAK
OG0005980	LOC6495800|XP_032306737.1|DANA	LOC6528418|XP_002089464.1|DYAK
OG0005981	LOC6503142|XP_032308959.1|DANA	LOC6525540|XP_002101375.2|DYAK
OG0005982	LOC6494808|XP_001959620.1|DANA	LOC6528425|XP_002089471.3|DYAK
OG0005983	LOC6502926|XP_001963576.1|DANA	LOC120322033|XP_039232735.1|DYAK
OG0005984	LOC6504500|XP_032308148.1|DANA	LOC6525616|XP_039226012.1|DYAK
OG0005985	LOC6503104|XP_032308921.1|DANA	LOC6525072|XP_002100911.2|DYAK
OG0005986	LOC6503855|XP_001963722.1|DANA	LOC6525725|XP_002101547.1|DYAK
OG0005987	LOC6502319|XP_001966228.1|DANA	LOC6526006|XP_015046585.1|DYAK
OG0005988	LOC6494324|XP_001960531.1|DANA	LOC6530230|XP_002091167.1|DYAK
OG0005989	LOC6494028|XP_032307103.1|DANA	LOC6529909|XP_002090866.1|DYAK
OG0005990	LOC6495129|XP_001958992.1|DANA	LOC6531134|XP_002091968.1|DYAK
OG0005991	LOC6495410|XP_032306302.1|DANA	LOC6528659|XP_039227019.1|DYAK
OG0005992	LOC6493467|XP_001957820.1|DANA	LOC6533602|XP_002094310.1|DYAK
OG0005993	LOC6506463|XP_014764776.1|DANA	LOC6533604|XP_015050184.1|DYAK
OG0005994	LOC6506359|XP_032309904.1|DANA	LOC6534638|XP_002095313.2|DYAK
OG0005995	LOC6506773|XP_001957267.2|DANA	LOC6534791|XP_002095463.1|DYAK
OG0005996	LOC6506372|XP_001958005.1|DANA	LOC6539366|XP_002086259.1|DYAK
OG0005997	LOC6493944|XP_001961272.1|DANA	LOC6529349|XP_002090354.1|DYAK
OG0005998	LOC6506325|XP_001958097.1|DANA	LOC6534173|XP_002094857.1|DYAK
OG0005999	LOC6507665|XP_001956109.1|DANA	LOC6532241|XP_002093014.1|DYAK
OG0006000	LOC6496285|XP_032306664.1|DANA	LOC6531347|XP_039229310.1|DYAK
OG0006001	LOC6493333|XP_032310634.1|DANA	LOC6533065|XP_015049799.1|DYAK
OG0006002	LOC6494919|XP_001959421.1|DANA	LOC6531911|XP_002092697.1|DYAK
OG0006003	LOC6506434|XP_001957885.1|DANA	LOC6534150|XP_002094834.1|DYAK
OG0006004	LOC6498883|XP_001955745.1|DANA	LOC6535330|XP_002095986.1|DYAK
OG0006005	LOC6495391|XP_001958731.1|DANA	LOC6529295|XP_002090300.1|DYAK
OG0006006	LOC6494797|XP_001959649.1|DANA	LOC6530688|XP_002091579.1|DYAK
OG0006007	LOC6496648|XP_001961330.1|DANA	LOC6529046|XP_002090077.1|DYAK
OG0006008	LOC6498309|XP_001962508.1|DANA	LOC6526656|XP_015053442.1|DYAK
OG0006009	LOC6506761|XP_001957288.1|DANA	LOC6539747|XP_015044996.1|DYAK
OG0006010	LOC6493571|XP_001958018.3|DANA	LOC6534622|XP_039230946.1|DYAK
OG0006011	LOC6506506|XP_001957752.2|DANA	LOC6532194|XP_002092968.2|DYAK
OG0006012	LOC6507175|XP_014765091.1|DANA	LOC6533724|XP_015050228.1|DYAK
OG0006013	LOC6495772|XP_001959543.2|DANA	LOC6530034|XP_002090980.2|DYAK
OG0006014	LOC6493834|XP_001958526.1|DANA	LOC6534030|XP_002094717.1|DYAK
OG0006015	LOC6495477|XP_014763323.1|DANA	LOC6530484|XP_002091399.1|DYAK
OG0006016	LOC6494781|XP_001959681.1|DANA	LOC6528660|XP_002089702.1|DYAK
OG0006017	LOC6495671|XP_001959357.1|DANA	LOC6530175|XP_002091115.1|DYAK
OG0006018	LOC6496223|XP_001960480.1|DANA	LOC6530984|XP_002091822.2|DYAK
OG0006019	LOC6494488|XP_001960235.1|DANA	LOC26535978|XP_015052945.2|DYAK
OG0006020	LOC6506766|XP_001957278.2|DANA	LOC6539744|XP_002086629.1|DYAK
OG0006021	LOC6493735|XP_001958336.1|DANA	LOC6533923|XP_002094623.1|DYAK
OG0006022	LOC6505788|XP_001965026.1|DANA	LOC6527500|XP_002088590.1|DYAK
OG0006023	LOC6501015|XP_001954377.1|DANA	LOC6538479|XP_002099003.1|DYAK
OG0006024	LOC116654462|XP_032309354.1|DANA	LOC6524977|XP_039231108.1|DYAK
OG0006025	LOC6495681|XP_032306361.1|DANA	LOC6530156|XP_002091098.1|DYAK
OG0006026	LOC6498945|XP_014765840.1|DANA	LOC6537765|XP_015048491.1|DYAK
OG0006027	LOC6494047|XP_001961084.1|DANA	LOC6529945|XP_039228555.1|DYAK
OG0006028	LOC6496337|XP_001960721.1|DANA	LOC6530373|XP_002091299.1|DYAK
OG0006029	LOC6495412|XP_001958785.1|DANA	LOC6528656|XP_002089698.1|DYAK
OG0006030	LOC6500009|XP_001953415.1|DANA	LOC6538676|XP_002099195.1|DYAK
OG0006031	LOC6495139|XP_001958973.3|DANA	LOC6530199|XP_002091137.3|DYAK
OG0006032	LOC6504389|XP_014759453.2|DANA	LOC6526149|XP_039226370.1|DYAK
OG0006034	LOC6499799|XP_032312230.1|DANA	LOC6535859|XP_002096478.3|DYAK
OG0006035	LOC6499271|XP_001954984.1|DANA	LOC6537127|XP_002097688.1|DYAK
OG0006036	LOC6504566|XP_001964899.1|DANA	LOC6527876|XP_002088948.1|DYAK
OG0006037	LOC6496359|XP_001960760.2|DANA	LOC6530427|XP_002091343.1|DYAK
OG0006038	LOC6499149|XP_001955208.2|DANA	LOC6537534|XP_002098080.1|DYAK
OG0006039	LOC6496651|XP_001961335.1|DANA	LOC6529053|XP_002090082.1|DYAK
OG0006040	LOC6496554|XP_001961133.1|DANA	LOC6529895|XP_002090852.2|DYAK
OG0006041	LOC6503038|XP_001963362.1|DANA	LOC6525471|XP_002101306.1|DYAK
OG0006042	LOC6496220|XP_032306234.1|DANA	LOC6531544|XP_015051394.1|DYAK
OG0006043	LOC6507850|XP_032309899.1|DANA	LOC6534264|XP_002094945.1|DYAK
OG0006044	LOC6504785|XP_001966339.2|DANA	LOC26536131|XP_039226486.1|DYAK
OG0006045	LOC6499654|XP_001954209.1|DANA	LOC6529077|XP_002090090.2|DYAK
OG0006046	LOC6494293|XP_001960586.1|DANA	LOC6531700|XP_002092491.2|DYAK
OG0006047	LOC6507961|XP_001956437.2|DANA	LOC6534077|XP_002094763.1|DYAK
OG0006048	LOC6507168|XP_001956554.1|DANA	LOC6533735|XP_002094440.1|DYAK
OG0006049	LOC6498758|XP_001967263.1|DANA	LOC6524705|XP_002100549.1|DYAK
OG0006050	LOC6500567|XP_032306574.1|DANA	LOC6539006|XP_002099508.1|DYAK
OG0006051	LOC6503072|XP_001963374.1|DANA	LOC6525008|XP_002100847.1|DYAK
OG0006052	LOC6496201|XP_001960436.1|DANA	LOC6532158|XP_002092934.2|DYAK
OG0006053	LOC6506206|XP_001958345.1|DANA	LOC6532743|XP_002093485.1|DYAK
OG0006054	LOC26514963|XP_014759739.1|DANA	LOC6523706|XP_002099583.1|DYAK
OG0006055	LOC6499835|XP_001953813.1|DANA	LOC6536815|XP_002097385.1|DYAK
OG0006056	LOC6496219|XP_001960471.1|DANA	LOC6531543|XP_002092342.1|DYAK
OG0006057	LOC6507086|XP_001956694.2|DANA	LOC6532349|XP_039230006.1|DYAK
OG0006058	LOC6505864|XP_032305524.1|DANA	LOC6535621|XP_002096249.1|DYAK
OG0006059	LOC6493733|XP_014764523.1|DANA	LOC6533927|XP_015050332.1|DYAK
OG0006060	LOC6506213|XP_032310069.1|DANA	LOC6533928|XP_002094628.1|DYAK
OG0006061	LOC6505158|XP_001965457.2|DANA	LOC6526172|XP_039229556.1|DYAK
OG0006062	LOC6499537|XP_001954416.1|DANA	LOC6536616|XP_002097188.1|DYAK
OG0006063	LOC6496974|XP_001963017.1|DANA	LOC6527936|XP_002089003.1|DYAK
OG0006064	LOC6495742|XP_001959476.1|DANA	LOC6530354|XP_002091280.1|DYAK
OG0006065	LOC6507544|XP_001955887.1|DANA	LOC6533511|XP_002094222.2|DYAK
OG0006066	LOC6494810|XP_001959617.1|DANA	LOC6528422|XP_002089468.1|DYAK
OG0006067	LOC6495234|XP_032306929.1|DANA	LOC6528648|XP_039226627.1|DYAK
OG0006068	LOC6497734|XP_032307450.1|DANA, LOC6503128|XP_001963474.1|DANA	LOC6525152|XP_002100990.1|DYAK
OG0006069	LOC6507205|XP_032310285.1|DANA	LOC6534278|XP_002094959.1|DYAK
OG0006070	LOC6506368|XP_001958012.1|DANA	LOC6539799|XP_002086686.1|DYAK
OG0006071	LOC6499099|XP_001955304.1|DANA	LOC6538229|XP_002098756.1|DYAK
OG0006072	LOC6507497|XP_001955886.1|DANA	LOC6533512|XP_002094223.1|DYAK
OG0006073	LOC6492959|XP_001956750.2|DANA	LOC6532292|XP_002093052.1|DYAK
OG0006074	LOC6502240|XP_001966047.2|DANA	LOC6525531|XP_002101366.2|DYAK
OG0006075	LOC116654453|XP_032308478.1|DANA	LOC120320429|XP_015046275.1|DYAK
OG0006076	LOC6494638|XP_001959968.1|DANA	LOC6530447|XP_002091363.1|DYAK
OG0006077	LOC6493584|XP_001958040.2|DANA	LOC6534905|XP_002095576.2|DYAK
OG0006078	LOC6493583|XP_001958039.1|DANA	LOC6534903|XP_002095574.2|DYAK
OG0006079	LOC6506747|XP_014764887.1|DANA	LOC6534744|XP_002095419.2|DYAK
OG0006080	LOC6493233|XP_001957321.1|DANA	LOC6539526|XP_002086414.2|DYAK
OG0006081	LOC6495326|XP_001958625.1|DANA	LOC6528776|XP_015054060.1|DYAK
OG0006082	LOC6495327|XP_001958623.1|DANA	LOC6528778|XP_002089812.1|DYAK
OG0006083	LOC6493669|XP_032310594.1|DANA	LOC6535026|XP_002095692.1|DYAK
OG0006084	LOC6506729|XP_032310635.1|DANA	LOC6534549|XP_015050681.1|DYAK
OG0006085	LOC6506367|XP_001958013.1|DANA	LOC6539798|XP_002086685.1|DYAK
OG0006086	LOC6506369|XP_014764721.1|DANA	LOC6534609|XP_015045178.1|DYAK
OG0006087	LOC6496273|XP_001960587.2|DANA	LOC6531701|XP_002092492.2|DYAK
OG0006088	LOC6507856|XP_001956478.1|DANA	LOC6534275|XP_002094956.1|DYAK
OG0006089	LOC6504018|XP_001964014.2|DANA	LOC6524166|XP_002100029.1|DYAK
OG0006090	LOC6506908|XP_032309498.1|DANA	LOC6539482|XP_039230519.1|DYAK
OG0006091	LOC6507300|XP_001956289.3|DANA	LOC6532516|XP_002093262.3|DYAK
OG0006092	LOC26515299|XP_014761228.2|DANA	LOC26535661|XP_039231322.1|DYAK
OG0006093	LOC6494723|XP_001959794.1|DANA	LOC6528824|XP_002089856.1|DYAK
OG0006094	LOC6507914|XP_032310434.1|DANA	LOC6533780|XP_015050260.1|DYAK
OG0006095	LOC6495084|XP_001959098.3|DANA	LOC6528705|XP_002089740.3|DYAK
OG0006096	LOC6496368|XP_001960774.1|DANA	LOC6530402|XP_002091328.1|DYAK
OG0006097	LOC6506274|XP_032310647.1|DANA	LOC6534203|XP_039229519.1|DYAK
OG0006098	LOC6507178|XP_001965325.2|DANA	LOC6526263|XP_002087385.1|DYAK
OG0006099	LOC6495158|XP_032306076.1|DANA	LOC6530469|XP_002091385.1|DYAK
OG0006100	LOC6496398|XP_001960830.1|DANA	LOC6531755|XP_002092545.1|DYAK
OG0006101	LOC6498582|XP_001963109.1|DANA	LOC6528034|XP_002089101.1|DYAK
OG0006102	LOC6495194|XP_001958881.1|DANA	LOC6530941|XP_002091783.1|DYAK
OG0006103	LOC6503114|XP_032308895.1|DANA	LOC6525088|XP_002100927.1|DYAK
OG0006104	LOC6492913|XP_001963674.1|DANA	LOC6525442|XP_002101277.1|DYAK
OG0006105	LOC6503826|XP_001963673.2|DANA	LOC6525443|XP_002101278.1|DYAK
OG0006106	LOC6507266|XP_014765121.1|DANA	LOC6534581|XP_039229862.1|DYAK
OG0006107	LOC6495821|XP_032306043.1|DANA	LOC6530694|XP_002091585.1|DYAK
OG0006108	LOC6503698|XP_001963904.1|DANA	LOC6523906|XP_002099779.1|DYAK
OG0006109	LOC6506083|XP_001958591.1|DANA	LOC6535196|XP_002095856.1|DYAK
OG0006110	LOC6506281|XP_001958206.1|DANA	LOC6534186|XP_002094869.1|DYAK
OG0006111	LOC6495832|XP_001959676.1|DANA	LOC6530713|XP_002091604.1|DYAK
OG0006112	LOC116654698|XP_032306398.1|DANA	LOC6531974|XP_002092760.1|DYAK
OG0006113	LOC6506577|XP_001957614.1|DANA	LOC6534393|XP_002095071.1|DYAK
OG0006114	LOC6505585|XP_001964646.1|DANA	LOC6538085|XP_002098619.1|DYAK
OG0006115	LOC6495685|XP_001959379.1|DANA	LOC6530151|XP_002091093.1|DYAK
OG0006116	LOC6495498|XP_001958980.1|DANA	LOC6530206|XP_002091144.1|DYAK
OG0006117	LOC6495037|XP_001959195.1|DANA	LOC6531459|XP_002092258.1|DYAK
OG0006118	LOC6494291|XP_014762708.1|DANA	LOC6531709|XP_015051506.1|DYAK
OG0006119	LOC6494026|XP_001961125.1|DANA	LOC6529903|XP_002090860.1|DYAK
OG0006120	LOC6496071|XP_001960158.1|DANA	LOC6531206|XP_002092034.1|DYAK
OG0006121	LOC26513893|XP_014765548.1|DANA	LOC6534606|XP_002095281.2|DYAK
OG0006122	LOC6506053|XP_001966639.2|DANA	LOC6523709|XP_002099585.1|DYAK
OG0006123	LOC6496453|XP_001960942.3|DANA	LOC6532048|XP_002092825.3|DYAK
OG0006124	LOC6498918|XP_032312287.1|DANA	LOC6538746|XP_002099261.1|DYAK
OG0006125	LOC6506214|XP_032310066.1|DANA	LOC6533929|XP_015050337.1|DYAK
OG0006126	LOC6507749|XP_001956264.1|DANA	LOC6533302|XP_002094028.1|DYAK
OG0006127	LOC6506332|XP_001958083.2|DANA	LOC6534466|XP_002095143.1|DYAK
OG0006128	LOC6506343|XP_001958067.1|DANA	LOC6539577|XP_002086465.2|DYAK
OG0006129	LOC6493606|XP_001958092.1|DANA	LOC6534179|XP_002094862.1|DYAK
OG0006130	LOC6506716|XP_001957377.1|DANA	LOC6539551|XP_002086437.1|DYAK
OG0006131	LOC6507095|XP_001956679.1|DANA	LOC6534495|XP_002095172.1|DYAK
OG0006132	LOC6506345|XP_001958063.2|DANA	LOC6539581|XP_002086469.1|DYAK
OG0006133	LOC6493262|XP_001957376.1|DANA	LOC6539552|XP_002086439.1|DYAK
OG0006134	LOC6506326|XP_014764710.1|DANA	LOC6534174|XP_015050491.1|DYAK
OG0006135	LOC6506715|XP_032309628.1|DANA	LOC26536082|XP_039229513.1|DYAK
OG0006136	LOC6493732|XP_001958330.1|DANA	LOC6533930|XP_002094630.1|DYAK
OG0006137	LOC6507257|XP_001956375.1|DANA	LOC6534147|XP_002094831.1|DYAK
OG0006138	LOC6495451|XP_001958873.1|DANA	LOC6528557|XP_002089601.1|DYAK
OG0006139	LOC6495072|XP_001959127.1|DANA	LOC6528667|XP_002089709.1|DYAK
OG0006140	LOC6494121|XP_001960927.2|DANA	LOC6532032|XP_002092809.2|DYAK
OG0006141	LOC6494264|XP_032307228.1|DANA	LOC6531378|XP_039228862.1|DYAK
OG0006142	LOC6493651|XP_001958165.3|DANA	LOC6534988|XP_002095658.3|DYAK
OG0006143	LOC6507800|XP_001956367.2|DANA	LOC6533962|XP_015050359.1|DYAK
OG0006144	LOC6493270|XP_001957408.2|DANA	LOC6534064|XP_002094750.1|DYAK
OG0006145	LOC6506245|XP_001958274.1|DANA	LOC6534874|XP_002095546.1|DYAK
OG0006146	LOC6498037|XP_001961944.2|DANA	LOC6527710|XP_002088794.2|DYAK
OG0006147	LOC6499994|XP_001953466.1|DANA	LOC6536345|XP_002096927.1|DYAK
OG0006148	LOC6507105|XP_001956662.1|DANA	LOC6539411|XP_039229459.1|DYAK
OG0006149	LOC6507264|XP_001956366.1|DANA	LOC6533963|XP_002094663.1|DYAK
OG0006150	LOC6507799|XP_001956365.1|DANA	LOC6533966|XP_002094664.1|DYAK
OG0006151	LOC6498537|XP_032311080.1|DANA	LOC6527939|XP_015053844.1|DYAK
OG0006152	LOC6499886|XP_001953698.1|DANA	LOC6538584|XP_002099106.1|DYAK
OG0006153	LOC6502514|XP_032307161.1|DANA	LOC6531713|XP_002092503.1|DYAK
OG0006154	LOC6500336|XP_001952999.1|DANA	LOC6538562|XP_002099084.1|DYAK
OG0006155	LOC6500552|XP_014766617.2|DANA	LOC6536349|XP_002096931.1|DYAK
OG0006156	LOC6499621|XP_001954276.1|DANA	LOC6536284|XP_002096870.2|DYAK
OG0006157	LOC6494905|XP_001959453.1|DANA	LOC6531944|XP_002092730.1|DYAK
OG0006158	LOC6507622|XP_001956013.2|DANA	LOC6533862|XP_002094562.2|DYAK
OG0006159	LOC6494214|XP_001960735.2|DANA	LOC6530388|XP_002091314.1|DYAK
OG0006160	LOC6495731|XP_001959454.1|DANA	LOC6531945|XP_002092731.1|DYAK
OG0006161	LOC6495927|XP_032306788.1|DANA	LOC6528744|XP_039227380.1|DYAK
OG0006162	LOC26515561|XP_032311753.1|DANA	LOC120320434|XP_002099578.1|DYAK
OG0006163	LOC6494216|XP_001960729.3|DANA	LOC6530381|XP_002091307.1|DYAK
OG0006165	LOC6507269|XP_001956354.1|DANA	LOC6534586|XP_002095262.1|DYAK
OG0006166	LOC6505424|XP_001964888.2|DANA	LOC6527869|XP_002088941.1|DYAK
OG0006167	LOC26515091|XP_014764089.1|DANA, LOC6495660|XP_001959332.1|DANA, LOC6495661|XP_001959333.2|DANA	LOC6530623|XP_002091536.1|DYAK
OG0006168	LOC6504754|XP_001966293.1|DANA	LOC6525497|XP_002101332.1|DYAK
OG0006169	LOC26514881|XP_014761224.1|DANA	LOC6524164|XP_002100027.1|DYAK
OG0006170	LOC6494963|XP_001959319.1|DANA	LOC6530649|XP_002091547.1|DYAK
OG0006171	LOC6493040|XP_001956922.1|DANA	LOC6534358|XP_002095036.1|DYAK, LOC6536472|XP_002097053.2|DYAK
OG0006172	LOC6506420|XP_001957914.1|DANA	LOC6533340|XP_002094066.1|DYAK
OG0006172	LOC6506419|XP_001957915.1|DANA	LOC6533341|XP_002094067.1|DYAK
OG0006173	LOC6497547|XP_001961855.1|DANA	LOC6526417|XP_002087536.1|DYAK, LOC6526416|XP_002087535.1|DYAK
OG0006175	LOC116654749|XP_032306964.1|DANA	LOC6530705|XP_002091596.1|DYAK
OG0006176	LOC6498293|XP_001962475.2|DANA	LOC6539832|XP_002086715.1|DYAK
OG0006177	LOC26514108|XP_014765572.1|DANA	LOC26534898|XP_015049977.1|DYAK
OG0006178	LOC6494178|XP_001960823.3|DANA	LOC6531751|XP_002092541.1|DYAK, LOC6531749|XP_002092539.1|DYAK
OG0006181	LOC6508044|XP_014765756.1|DANA	LOC6535653|XP_002096281.2|DYAK
OG0006182	LOC6501626|XP_001955635.1|DANA	LOC6537773|XP_002098314.1|DYAK
OG0006183	LOC6499025|XP_001955489.1|DANA	LOC6537026|XP_002097593.2|DYAK
OG0006184	LOC6500826|XP_001953991.1|DANA	LOC6537655|XP_002098200.1|DYAK
OG0006185	LOC6505845|XP_001964474.1|DANA	LOC6537200|XP_002097758.1|DYAK
OG0006186	LOC6499748|XP_001953998.1|DANA	LOC6537662|XP_002098207.1|DYAK
OG0006187	LOC6501595|XP_001955549.1|DANA	LOC6538851|XP_002099364.1|DYAK
OG0006188	LOC6503530|XP_014760981.1|DANA	LOC6524073|XP_015045483.1|DYAK
OG0006189	LOC116655267|XP_032308772.1|DANA	LOC6524074|XP_002099938.2|DYAK
OG0006190	LOC6499105|XP_001955287.1|DANA	LOC6538638|XP_002099158.1|DYAK
OG0006191	LOC6499080|XP_001955346.1|DANA	LOC6538276|XP_002098803.1|DYAK
OG0006192	LOC6504096|XP_001964167.2|DANA	LOC6524089|XP_002099953.2|DYAK
OG0006193	LOC6498759|XP_001967262.1|DANA	LOC6524706|XP_002100550.1|DYAK
OG0006194	LOC6501795|XP_001967181.1|DANA	LOC6524946|XP_015045979.1|DYAK
OG0006195	LOC6503905|XP_001963818.1|DANA	LOC6524784|XP_002100628.1|DYAK
OG0006196	LOC6494404|XP_032305616.1|DANA	LOC6536413|XP_015047739.1|DYAK
OG0006197	LOC6504362|XP_032311676.1|DANA	LOC6523716|XP_002099591.1|DYAK
OG0006198	LOC6502283|XP_032309407.1|DANA	LOC6525735|XP_039227006.1|DYAK
OG0006199	LOC6499112|XP_001955277.1|DANA	LOC6538626|XP_002099148.1|DYAK
OG0006200	LOC6499204|XP_001955120.1|DANA	LOC6535423|XP_002096072.1|DYAK
OG0006201	LOC6505093|XP_032307862.1|DANA	LOC6525778|XP_015046492.1|DYAK
OG0006202	LOC6505094|XP_001965479.1|DANA	LOC6525777|XP_002101598.1|DYAK
OG0006203	LOC6504986|XP_032307900.1|DANA	LOC6525642|XP_039233715.1|DYAK
OG0006204	LOC6500323|XP_001952970.1|DANA	LOC6537281|XP_002097839.1|DYAK
OG0006205	LOC6504451|XP_032308162.1|DANA	LOC6525915|XP_002101735.2|DYAK
OG0006206	LOC6503210|XP_032311841.1|DANA	LOC6524903|XP_002100743.1|DYAK
OG0006207	LOC6497570|XP_001961796.2|DANA	LOC6528146|XP_002089212.1|DYAK
OG0006208	LOC6507680|XP_001956133.1|DANA	LOC6532202|XP_039229553.1|DYAK
OG0006209	LOC6504510|XP_001967046.2|DANA	LOC6525316|XP_002101152.1|DYAK
OG0006210	LOC6501948|XP_032308336.1|DANA	LOC6525254|XP_039233348.1|DYAK
OG0006211	LOC6497233|XP_001962513.1|DANA	LOC6527663|XP_002088749.1|DYAK
OG0006212	LOC6498312|XP_001962512.1|DANA	LOC6527662|XP_002088748.1|DYAK
OG0006213	LOC6500066|XP_001953289.1|DANA	LOC6535254|XP_039232720.1|DYAK
OG0006214	LOC6502368|XP_001967164.1|DANA	LOC6524957|XP_002100797.1|DYAK
OG0006215	LOC6503977|XP_001963942.3|DANA	LOC6525373|XP_002101209.3|DYAK
OG0006216	LOC6501330|XP_001955005.2|DANA	LOC6538334|XP_002098861.2|DYAK
OG0006217	LOC6505210|XP_001965552.1|DANA	LOC6525692|XP_002101514.1|DYAK
OG0006218	LOC6498425|XP_001962783.2|DANA	LOC6527554|XP_002088644.1|DYAK
OG0006219	LOC6504834|XP_001966420.1|DANA	LOC6523939|XP_002099811.1|DYAK
OG0006220	LOC6507864|XP_001956487.2|DANA	LOC6534286|XP_002094967.1|DYAK
OG0006221	LOC6500559|XP_001953479.3|DANA	LOC6538989|XP_002099491.3|DYAK
OG0006222	LOC6500558|XP_001953477.1|DANA	LOC6538987|XP_002099489.1|DYAK
OG0006223	LOC6504976|XP_001965698.1|DANA	LOC6526090|XP_002101907.1|DYAK
OG0006224	LOC6504472|XP_001966963.3|DANA	LOC6525917|XP_002101737.3|DYAK
OG0006225	LOC6504756|XP_001966296.2|DANA	LOC6525500|XP_002101335.1|DYAK
OG0006226	LOC6496619|XP_001961275.1|DANA	LOC6529346|XP_002090351.1|DYAK
OG0006227	LOC6505014|XP_001965627.1|DANA	LOC6525044|XP_002100883.1|DYAK
OG0006228	LOC6496024|XP_001960065.1|DANA	LOC6530932|XP_002091774.1|DYAK
OG0006229	LOC6505477|XP_032311781.1|DANA	LOC6523760|XP_039232912.1|DYAK
OG0006230	LOC6504951|XP_001965748.2|DANA	LOC6525582|XP_002101417.1|DYAK
OG0006231	LOC6505263|XP_032307804.1|DANA	LOC6524657|XP_039233451.1|DYAK
