Orthogroup	DANA.longest_only	DHYD.longest_only
OG0005509	LOC6497443|XP_001962063.1|DANA	LOC111601964|XP_023174606.2|DHYD
OG0005510	LOC116656088|XP_032311432.1|DANA	LOC111600316|XP_023172142.1|DHYD
OG0005511	LOC6504609|XP_001966533.2|DANA	LOC111593073|XP_030079980.1|DHYD
OG0005512	LOC6501623|XP_014767135.1|DANA	LOC111605432|XP_023179708.1|DHYD
OG0005513	LOC6502196|XP_001966053.1|DANA	LOC111603952|XP_023177555.1|DHYD
OG0005514	LOC6500844|XP_001954024.1|DANA	LOC111597825|XP_023168481.2|DHYD
OG0005515	LOC6494331|XP_001960521.1|DANA	LOC111593554|XP_023162177.1|DHYD
OG0005516	LOC6498581|XP_001963108.1|DANA	LOC111596648|XP_023166714.1|DHYD
OG0005517	LOC6497230|XP_032307479.1|DANA	LOC111599341|XP_030079213.1|DHYD
OG0005518	LOC6497313|XP_001962338.2|DANA	LOC111600568|XP_030080229.1|DHYD
OG0005519	LOC6495149|XP_001958956.1|DANA	LOC111602320|XP_023175089.2|DHYD
OG0005520	LOC6496894|XP_001963194.1|DANA	LOC111601259|XP_023173536.2|DHYD
OG0005521	LOC6496895|XP_001963192.1|DANA	LOC111601543|XP_023173948.2|DHYD
OG0005522	LOC6507191|XP_001956515.2|DANA	LOC111592811|XP_023160990.1|DHYD, LOC115483766|XP_030081868.1|DHYD
OG0005523	LOC6503763|XP_001965250.1|DANA	LOC111601136|XP_023173375.2|DHYD
OG0005524	LOC6497772|XP_014761813.1|DANA	LOC111594093|XP_023163010.2|DHYD
OG0005525	LOC6498048|XP_001961966.2|DANA	LOC111603606|XP_023177042.1|DHYD
OG0005526	LOC6496941|XP_001963087.1|DANA	LOC111594695|XP_023163882.1|DHYD
OG0005527	LOC26515324|XP_032308630.1|DANA	LOC111597757|XP_023168383.1|DHYD
OG0005528	LOC6498665|XP_001963273.1|DANA	LOC111601835|XP_023174439.1|DHYD
OG0005529	LOC6497146|XP_032311092.1|DANA	LOC111602253|XP_023175013.2|DHYD
OG0005530	LOC6497727|XP_032307503.1|DANA	LOC111594677|XP_023163856.1|DHYD
OG0005531	LOC6493150|XP_001957152.1|DANA	LOC111601648|XP_023174098.1|DHYD
OG0005532	LOC6497680|XP_032307690.1|DANA	LOC111596006|XP_023165785.1|DHYD
OG0005533	LOC6502734|XP_001967337.1|DANA	LOC111596057|XP_023165873.1|DHYD
OG0005534	LOC6507668|XP_001956116.1|DANA	LOC111596518|XP_023166550.1|DHYD
OG0005535	LOC6497423|XP_001962117.1|DANA	LOC111602513|XP_030079209.1|DHYD
OG0005536	LOC6497596|XP_001961740.2|DANA	LOC111601139|XP_023173374.1|DHYD
OG0005537	LOC6497048|XP_001962853.1|DANA	LOC111605538|XP_023179869.2|DHYD
OG0005538	LOC6497665|XP_032307729.1|DANA	LOC111595566|XP_023165130.2|DHYD
OG0005539	LOC6497470|XP_001962017.1|DANA	LOC111595793|XP_023165447.1|DHYD
OG0005540	LOC6497691|XP_001961558.2|DANA	LOC111599104|XP_023170421.1|DHYD
OG0005541	LOC6503426|XP_001965318.1|DANA	LOC111602456|XP_023175284.1|DHYD
OG0005542	LOC6506548|XP_001957673.2|DANA	LOC111595297|XP_030079508.1|DHYD
OG0005543	LOC6498648|XP_014762217.1|DANA	LOC111592546|XP_023160600.1|DHYD
OG0005544	LOC6503362|XP_032311439.1|DANA	LOC111599174|XP_023170525.2|DHYD
OG0005545	LOC6497588|XP_001961756.1|DANA	LOC111592653|XP_023160771.1|DHYD
OG0005546	LOC6506786|XP_001965251.1|DANA	LOC111601455|XP_023173805.1|DHYD
OG0005547	LOC6497452|XP_001962043.3|DANA	LOC111596217|XP_023166100.2|DHYD
OG0005548	LOC6497455|XP_001962038.1|DANA	LOC111596220|XP_023166105.2|DHYD
OG0005549	LOC6497456|XP_001962036.1|DANA	LOC111596227|XP_023166112.2|DHYD
OG0005550	LOC6498326|XP_032307302.1|DANA	LOC111603851|XP_030079026.1|DHYD
OG0005551	LOC6493987|XP_001961195.1|DANA	LOC111592407|XP_023160350.2|DHYD
OG0005552	LOC6496582|XP_001961196.1|DANA	LOC111592406|XP_023160349.2|DHYD
OG0005553	LOC6507039|XP_001965298.1|DANA	LOC111603750|XP_023177241.2|DHYD
OG0005554	LOC6497833|XP_032307658.1|DANA	LOC111596239|XP_023166125.2|DHYD
OG0005555	LOC6497866|XP_001961598.1|DANA	LOC111596235|XP_023166121.1|DHYD
OG0005556	LOC6497674|XP_001961597.1|DANA	LOC111596242|XP_023166142.2|DHYD
OG0005557	LOC6503556|XP_001965290.1|DANA	LOC111592921|XP_023161141.2|DHYD
OG0005558	LOC6501966|XP_032308183.1|DANA	LOC111599644|XP_023171092.1|DHYD
OG0005559	LOC6497379|XP_001962205.1|DANA	LOC111594646|XP_023163808.2|DHYD
OG0005560	LOC6506995|XP_001965291.1|DANA	LOC111592918|XP_023161137.1|DHYD
OG0005561	LOC6504963|XP_001965727.1|DANA	LOC111603166|XP_023176412.2|DHYD
OG0005562	LOC6497239|XP_014761572.1|DANA	LOC111605555|XP_023179886.1|DHYD
OG0005563	LOC6504554|XP_032312053.1|DANA	LOC111598035|XP_023168835.1|DHYD
OG0005564	LOC6496949|XP_014761441.1|DANA	LOC111594783|XP_023164004.2|DHYD
OG0005565	LOC6497919|XP_014761892.1|DANA	LOC111595199|XP_023164566.1|DHYD
OG0005566	LOC6497614|XP_001961712.1|DANA	LOC111595200|XP_023164567.1|DHYD
OG0005567	LOC6505693|XP_001964442.2|DANA	LOC111601783|XP_023174311.2|DHYD
OG0005568	LOC6504213|XP_001965143.1|DANA	LOC111603541|XP_023176943.1|DHYD
OG0005569	LOC6498116|XP_001962106.3|DANA	LOC111599346|XP_023170744.1|DHYD
OG0005570	LOC6497558|XP_001961822.2|DANA	LOC111599071|XP_023170366.2|DHYD
OG0005571	LOC6496153|XP_032307139.1|DANA	LOC111592779|XP_023160953.2|DHYD
OG0005572	LOC6494961|XP_001959322.1|DANA	LOC111596625|XP_023166679.2|DHYD
OG0005573	LOC6500860|XP_032305984.1|DANA	LOC111604911|XP_023178921.2|DHYD
OG0005574	LOC6494573|XP_032307290.1|DANA	LOC111604107|XP_023177779.2|DHYD
OG0005575	LOC6500316|XP_001952959.2|DANA	LOC111601772|XP_023174283.1|DHYD
OG0005576	LOC6494721|XP_001959797.1|DANA	LOC111599991|XP_023171654.1|DHYD
OG0005577	LOC6506327|XP_001958090.1|DANA	LOC111595079|XP_023164403.1|DHYD
OG0005578	LOC6507108|XP_001956658.2|DANA	LOC111596667|XP_030078554.1|DHYD
OG0005579	LOC26515581|XP_014765746.1|DANA	LOC111596662|XP_023166734.1|DHYD
OG0005580	LOC6493724|XP_001958311.1|DANA	LOC111596015|XP_023165805.1|DHYD
OG0005581	LOC6503023|XP_032308984.1|DANA	LOC111604861|XP_023178866.2|DHYD
OG0005582	LOC6493798|XP_001958459.2|DANA	LOC111594916|XP_023164171.2|DHYD
OG0005583	LOC6493039|XP_001956921.1|DANA	LOC111605169|XP_023179325.1|DHYD
OG0005584	LOC6498211|XP_001962307.2|DANA	LOC111596299|XP_023166225.2|DHYD
OG0005585	LOC6500441|XP_001953218.1|DANA	LOC111603633|XP_030080714.1|DHYD
OG0005586	LOC6503459|XP_001967521.2|DANA	LOC111603594|XP_023177020.1|DHYD
OG0005587	LOC6496877|XP_001963225.1|DANA	LOC111600067|XP_023171765.1|DHYD
OG0005588	LOC6493525|XP_032309824.1|DANA	LOC111595093|XP_023164420.2|DHYD
OG0005589	LOC6499371|XP_001954769.1|DANA	LOC111604915|XP_023178931.1|DHYD
OG0005590	LOC6493935|XP_001961291.1|DANA	LOC111597739|XP_023168397.1|DHYD
OG0005591	LOC6505256|XP_001965636.2|DANA	LOC111600205|XP_030079373.1|DHYD
OG0005592	LOC6499856|XP_001953766.1|DANA	LOC111600277|XP_023172094.1|DHYD
OG0005593	LOC6507476|XP_001955934.1|DANA	LOC111601739|XP_023174231.1|DHYD
OG0005594	LOC6507422|XP_001956045.1|DANA	LOC111603680|XP_023177128.1|DHYD
OG0005595	LOC6507633|XP_001956044.2|DANA	LOC111603678|XP_023177126.2|DHYD
OG0005596	LOC6507465|XP_001955957.1|DANA	LOC111601598|XP_023174031.1|DHYD
OG0005597	LOC6505638|XP_014760740.1|DANA	LOC111597403|XP_023167850.2|DHYD
OG0005598	LOC6501568|XP_001955491.1|DANA	LOC111592684|XP_023160818.1|DHYD
OG0005599	LOC6495657|XP_001959320.1|DANA	LOC111593735|XP_023162489.2|DHYD
OG0005600	LOC6500502|XP_001953355.1|DANA	LOC111598491|XP_023169516.2|DHYD
OG0005601	LOC6502925|XP_001963577.1|DANA	LOC111604984|XP_023179052.1|DHYD
OG0005602	LOC6499303|XP_001954910.1|DANA	LOC111595180|XP_023164527.2|DHYD
OG0005603	LOC6495168|XP_001958922.3|DANA	LOC111602588|XP_023175513.1|DHYD
OG0005604	LOC6495474|XP_001958924.3|DANA	LOC111602584|XP_023175508.2|DHYD
OG0005605	LOC6495689|XP_014763457.1|DANA	LOC111599657|XP_023171112.2|DHYD
OG0005606	LOC6506106|XP_001965115.1|DANA	LOC111602439|XP_023175262.2|DHYD
OG0005607	LOC6500935|XP_001954202.1|DANA	LOC111601446|XP_023173789.2|DHYD
OG0005608	LOC6500936|XP_001954205.1|DANA	LOC111599416|XP_023170833.2|DHYD
OG0005609	LOC6507015|XP_001956819.1|DANA	LOC111598470|XP_023169495.1|DHYD
OG0005610	LOC6507724|XP_001956224.1|DANA	LOC111598202|XP_023169098.1|DHYD
OG0005611	LOC6506839|XP_001957140.2|DANA	LOC111602903|XP_023176009.2|DHYD
OG0005612	LOC6500012|XP_001953407.1|DANA	LOC111599871|XP_023171456.2|DHYD
OG0005613	LOC6499313|XP_001954889.1|DANA	LOC111604958|XP_023179005.2|DHYD
OG0005614	LOC6500493|XP_001953340.2|DANA	LOC111598506|XP_023169544.2|DHYD
OG0005615	LOC6505905|XP_032305489.1|DANA	LOC111594637|XP_023163800.2|DHYD
OG0005616	LOC6494350|XP_001965934.1|DANA	LOC111602999|XP_023176165.2|DHYD
OG0005617	LOC6499448|XP_001954622.3|DANA	LOC111599564|XP_023171000.2|DHYD
OG0005618	LOC6494657|XP_001959921.1|DANA	LOC111603122|XP_023176367.1|DHYD
OG0005619	LOC6499705|XP_001954094.1|DANA	LOC111596759|XP_023166876.1|DHYD
OG0005620	LOC6502974|XP_001963487.2|DANA	LOC111602845|XP_023175925.2|DHYD
OG0005621	LOC6503608|XP_001964069.3|DANA	LOC111604035|XP_023177660.1|DHYD
OG0005622	LOC6503540|XP_001964188.1|DANA	LOC111597363|XP_023167787.1|DHYD
OG0005623	LOC6504619|XP_032309244.1|DANA	LOC111605601|XP_023179981.2|DHYD
OG0005624	LOC6500429|XP_032305900.1|DANA	LOC111598633|XP_023169744.2|DHYD, LOC115483699|XP_030081621.1|DHYD
OG0005625	LOC6499270|XP_032307376.1|DANA	LOC111603023|XP_023176221.2|DHYD
OG0005626	LOC6503683|XP_001963937.1|DANA	LOC111602838|XP_023175918.2|DHYD
OG0005627	LOC6499410|XP_001954696.1|DANA	LOC111596429|XP_023166410.1|DHYD
OG0005628	LOC6505647|XP_001964536.1|DANA	LOC111594974|XP_023164241.2|DHYD
OG0005629	LOC6495248|XP_001958763.1|DANA	LOC111605406|XP_023179675.1|DHYD
OG0005630	LOC6495363|XP_032306303.1|DANA	LOC111604585|XP_023178464.2|DHYD
OG0005631	LOC6503182|XP_001963598.2|DANA	LOC111593423|XP_023161935.2|DHYD
OG0005632	LOC6503580|XP_032309436.1|DANA	LOC111593393|XP_030079435.1|DHYD
OG0005633	LOC6505790|XP_032305581.1|DANA	LOC111603614|XP_023177048.2|DHYD
OG0005634	LOC6500607|XP_001953550.1|DANA	LOC111599604|XP_023171058.2|DHYD
OG0005635	LOC6498557|XP_001963057.2|DANA	LOC111596641|XP_023166701.1|DHYD
OG0005636	LOC6501136|XP_014766899.1|DANA	LOC111599601|XP_023171055.2|DHYD
OG0005637	LOC6499128|XP_001955246.1|DANA	LOC111604816|XP_023178804.1|DHYD
OG0005638	LOC6495114|XP_001959022.1|DANA	LOC111595514|XP_023165059.1|DHYD
OG0005639	LOC6495816|XP_001959646.2|DANA	LOC111597089|XP_023167394.2|DHYD
OG0005640	LOC6501164|XP_001954673.1|DANA	LOC111592036|XP_023159799.2|DHYD
OG0005641	LOC6505305|XP_001965723.2|DANA	LOC111604741|XP_023178683.2|DHYD
OG0005642	LOC6500047|XP_001953322.1|DANA	LOC111602629|XP_023175558.1|DHYD
OG0005643	LOC6507688|XP_001956150.1|DANA	LOC111598731|XP_023169891.2|DHYD
OG0005644	LOC6507302|XP_001956285.1|DANA	LOC111598746|XP_023169915.2|DHYD
OG0005645	LOC6505300|XP_001965715.1|DANA	LOC111603351|XP_023176663.2|DHYD
OG0005646	LOC6503639|XP_001964019.1|DANA	LOC111593516|XP_023162071.2|DHYD
OG0005647	LOC6497330|XP_001962308.1|DANA	LOC111597138|XP_023167467.1|DHYD
OG0005648	LOC6507200|XP_001956497.1|DANA	LOC111604468|XP_023178318.1|DHYD
OG0005649	LOC6501678|XP_001955746.1|DANA	LOC111595739|XP_023165361.1|DHYD
OG0005650	LOC6498887|XP_001955739.1|DANA	LOC111604878|XP_023178883.2|DHYD
OG0005651	LOC6504486|XP_001966996.1|DANA	LOC111603379|XP_023176698.2|DHYD
OG0005652	LOC6501488|XP_001955353.1|DANA	LOC111595923|XP_023165644.2|DHYD
OG0005653	LOC6498605|XP_001963148.1|DANA	LOC111601252|XP_023173523.2|DHYD
OG0005654	LOC6501126|XP_001954597.1|DANA	LOC111600860|XP_023172947.2|DHYD
OG0005655	LOC6494285|XP_001965944.1|DANA	LOC111602989|XP_023176154.2|DHYD
OG0005656	LOC6494567|XP_032312339.1|DANA	LOC111602960|XP_023176104.2|DHYD
OG0005657	LOC6501702|XP_001955798.3|DANA	LOC111593342|XP_023161821.2|DHYD
OG0005658	LOC6500147|XP_001953130.1|DANA	LOC111604991|XP_023179077.1|DHYD
OG0005659	LOC6500058|XP_032305724.1|DANA	LOC111602829|XP_023175909.2|DHYD
OG0005660	LOC6493398|XP_001957670.2|DANA	LOC111604683|XP_023178616.2|DHYD
OG0005661	LOC6501252|XP_001954854.1|DANA	LOC111603411|XP_023176761.1|DHYD
OG0005662	LOC6501161|XP_001954667.1|DANA	LOC111598620|XP_023169722.2|DHYD
OG0005663	LOC6503642|XP_001964013.1|DANA	LOC111597262|XP_023167641.1|DHYD
OG0005664	LOC6501462|XP_014767053.1|DANA	LOC111593236|XP_030079662.1|DHYD
OG0005665	LOC6503424|XP_001967454.1|DANA	LOC111600261|XP_023172078.1|DHYD
OG0005666	LOC6505082|XP_001965505.3|DANA	LOC111592366|XP_023160298.2|DHYD
OG0005667	LOC6504151|XP_001964278.2|DANA	LOC111605597|XP_023179972.2|DHYD
OG0005668	LOC6507872|XP_001956502.1|DANA	LOC111604438|XP_023178271.2|DHYD
OG0005669	LOC6504480|XP_032311396.1|DANA	LOC111592895|XP_023161103.2|DHYD
OG0005670	LOC6499726|XP_001954055.1|DANA	LOC111604809|XP_023178797.2|DHYD
OG0005671	LOC6500633|XP_001953610.2|DANA	LOC111595973|XP_023165719.2|DHYD
OG0005672	LOC6498569|XP_001963088.2|DANA	LOC111594395|XP_023163429.1|DHYD
OG0005673	LOC6507477|XP_001955932.1|DANA	LOC111603050|XP_023176272.2|DHYD
OG0005674	LOC6493269|XP_032309926.1|DANA	LOC111604432|XP_030080633.1|DHYD
OG0005675	LOC6499272|XP_001954982.1|DANA	LOC111603435|XP_023176788.1|DHYD
OG0005676	LOC6507718|XP_001956208.1|DANA	LOC111598657|XP_023169775.2|DHYD
OG0005677	LOC6496563|XP_001961157.1|DANA	LOC111600627|XP_023172598.2|DHYD
OG0005678	LOC6501206|XP_001954763.1|DANA	LOC111604837|XP_023178834.2|DHYD
OG0005679	LOC6500618|XP_001953579.2|DANA	LOC111598603|XP_023169689.2|DHYD
OG0005680	LOC6497835|XP_014761845.1|DANA	LOC111596231|XP_023166116.1|DHYD
OG0005681	LOC6494686|XP_001965956.1|DANA	LOC111599766|XP_030078750.1|DHYD
OG0005682	LOC6494209|XP_001965957.1|DANA	LOC111599765|XP_023171290.1|DHYD
OG0005683	LOC6504085|XP_032309444.1|DANA	LOC111593508|XP_030079446.1|DHYD
OG0005684	LOC6507334|XP_001956223.1|DANA	LOC111592841|XP_023161037.1|DHYD
OG0005685	LOC6504703|XP_001966365.3|DANA	LOC111601906|XP_023174522.1|DHYD
OG0005686	LOC6501872|XP_001966764.1|DANA, LOC6500609|XP_001953554.1|DANA	LOC111599554|XP_023170988.1|DHYD
OG0005687	LOC6506296|XP_032310194.1|DANA	LOC111592260|XP_023160116.2|DHYD
OG0005688	LOC6497581|XP_001961771.1|DANA, LOC6495985|XP_001959982.1|DANA	LOC111600023|XP_023171705.1|DHYD
OG0005689	LOC6503941|XP_001963884.1|DANA	LOC111603169|XP_023176417.2|DHYD
OG0005690	LOC6501652|XP_001955686.3|DANA	LOC111597168|XP_023167497.1|DHYD
OG0005691	LOC6503450|XP_014759155.1|DANA	LOC111593352|XP_023161833.2|DHYD
OG0005692	LOC6497838|XP_001961547.2|DANA	LOC111599213|XP_023170578.2|DHYD
OG0005693	LOC6493329|XP_001957535.1|DANA	LOC111593090|XP_023161454.2|DHYD
OG0005694	LOC6500423|XP_032308976.1|DANA	LOC111601388|XP_023173697.2|DHYD
OG0005695	LOC6505724|XP_001964385.1|DANA	LOC111603550|XP_023176952.1|DHYD
OG0005696	LOC6505792|XP_001964384.1|DANA	LOC111603619|XP_023177057.1|DHYD
OG0005697	LOC6505725|XP_001964383.1|DANA	LOC111603613|XP_023177046.2|DHYD
OG0005698	LOC6494820|XP_001959599.1|DANA	LOC111602096|XP_023174798.1|DHYD
OG0005699	LOC6499723|XP_001954061.2|DANA	LOC111604869|XP_023178873.2|DHYD
OG0005700	LOC6504626|XP_032309248.1|DANA	LOC111602404|XP_023175195.2|DHYD
OG0005701	LOC6497987|XP_001961845.1|DANA	LOC111595851|XP_023165531.2|DHYD
OG0005702	LOC6503467|XP_001964323.2|DANA	LOC111593000|XP_023161329.1|DHYD
OG0005703	LOC6494799|XP_001959643.2|DANA	LOC111597091|XP_023167396.1|DHYD
OG0005704	LOC6503120|XP_001963462.1|DANA	LOC111605123|XP_023179247.2|DHYD
OG0005705	LOC6493722|XP_001958308.1|DANA	LOC111597774|XP_030079473.1|DHYD
OG0005706	LOC6505877|XP_001964533.1|DANA	LOC111594958|XP_023164224.2|DHYD
OG0005707	LOC6503727|XP_014761052.1|DANA	LOC111604023|XP_030079983.1|DHYD
OG0005708	LOC6503700|XP_001963899.1|DANA	LOC111601879|XP_023174489.1|DHYD
OG0005709	LOC6499068|XP_001955370.1|DANA	LOC111596247|XP_023166147.1|DHYD
OG0005710	LOC6501034|XP_001954426.1|DANA	LOC111598518|XP_023169562.1|DHYD
OG0005711	LOC6493712|XP_001958289.2|DANA	LOC111604458|XP_023178305.1|DHYD
OG0005712	LOC6506059|XP_001965096.1|DANA	LOC111595010|XP_023164284.2|DHYD
OG0005713	LOC6499302|XP_001954911.2|DANA	LOC111595179|XP_023164526.2|DHYD
OG0005714	LOC6505826|XP_001964440.1|DANA	LOC111601781|XP_023174309.2|DHYD
OG0005715	LOC6499963|XP_001953551.1|DANA	LOC111599550|XP_023170982.2|DHYD
OG0005716	LOC6499125|XP_014765918.1|DANA	LOC111604853|XP_023178854.1|DHYD
OG0005717	LOC6501692|XP_001955775.1|DANA	LOC111604907|XP_023178917.1|DHYD
OG0005718	LOC6500610|XP_001953556.1|DANA	LOC111599565|XP_023171002.2|DHYD
OG0005719	LOC6501020|XP_001954386.1|DANA	LOC111595598|XP_023165179.2|DHYD
OG0005720	LOC6499544|XP_001954406.1|DANA	LOC111601331|XP_023173629.1|DHYD
OG0005721	LOC6501281|XP_001954912.1|DANA	LOC111595160|XP_023164509.2|DHYD
OG0005722	LOC6500095|XP_001953236.3|DANA	LOC111603457|XP_023176813.2|DHYD
OG0005723	LOC6500496|XP_001953344.1|DANA	LOC111598641|XP_023169756.1|DHYD
OG0005724	LOC6494614|XP_001960009.1|DANA	LOC111593545|XP_023162160.2|DHYD
OG0005725	LOC6500595|XP_001953535.2|DANA	LOC111599570|XP_023171009.2|DHYD
OG0005726	LOC6504259|XP_001967366.1|DANA	LOC111592363|XP_023160292.1|DHYD
OG0005727	LOC6500442|XP_001953220.1|DANA	LOC111603595|XP_023177021.2|DHYD
OG0005728	LOC6501256|XP_001954862.1|DANA	LOC111603402|XP_023176737.1|DHYD
OG0005729	LOC6499941|XP_032305765.1|DANA	LOC111603586|XP_023177009.2|DHYD
OG0005730	LOC6500477|XP_001953301.1|DANA	LOC111603632|XP_023177069.1|DHYD
OG0005731	LOC6500059|XP_001953302.1|DANA	LOC111603631|XP_023177068.1|DHYD
OG0005732	LOC6500622|XP_001953588.1|DANA	LOC111592049|XP_023159814.1|DHYD
OG0005733	LOC6499940|XP_014766284.1|DANA	LOC111592026|XP_023159787.1|DHYD
OG0005734	LOC6500340|XP_001953005.2|DANA	LOC111598645|XP_023169760.2|DHYD
OG0005735	LOC6498891|XP_014765807.1|DANA	LOC111600829|XP_023172899.2|DHYD
OG0005736	LOC6499136|XP_001955230.1|DANA	LOC111600849|XP_023172923.1|DHYD
OG0005737	LOC6501179|XP_001954704.1|DANA	LOC111592033|XP_023159795.2|DHYD
OG0005738	LOC6505706|XP_001964420.1|DANA	LOC111593315|XP_023161780.1|DHYD
OG0005739	LOC6501152|XP_001954648.1|DANA	LOC111604557|XP_023178418.1|DHYD
OG0005740	LOC6501496|XP_001955365.1|DANA	LOC111596261|XP_023166165.2|DHYD
OG0005741	LOC6501416|XP_001955207.1|DANA	LOC111600259|XP_023172075.2|DHYD
OG0005742	LOC6505800|XP_001964398.1|DANA	LOC111595512|XP_023165061.1|DHYD
OG0005743	LOC6503395|XP_001967512.2|DANA	LOC111598495|XP_023169521.1|DHYD
OG0005744	LOC6499370|XP_001954771.1|DANA	LOC111604916|XP_023178933.1|DHYD
OG0005745	LOC6498859|XP_032312253.1|DANA	LOC111604925|XP_023178954.2|DHYD
OG0005746	LOC6498857|XP_001955790.1|DANA	LOC111604876|XP_023178881.2|DHYD
OG0005747	LOC6500036|XP_001953346.1|DANA	LOC111598535|XP_023169591.1|DHYD
OG0005748	LOC26514800|XP_014767341.1|DANA	LOC111601333|XP_023173631.2|DHYD
OG0005749	LOC6503594|XP_032308442.1|DANA	LOC111592030|XP_023159829.1|DHYD
OG0005750	LOC6501421|XP_001955219.1|DANA	LOC111603031|XP_023176229.2|DHYD
OG0005751	LOC6506555|XP_001957656.1|DANA	LOC111597771|XP_023168399.1|DHYD
OG0005752	LOC6494153|XP_001960859.1|DANA	LOC111594020|XP_023162892.1|DHYD
OG0005753	LOC6503994|XP_001965212.1|DANA	LOC111601145|XP_023173380.1|DHYD
OG0005754	LOC6496276|XP_001960591.1|DANA	LOC111592107|XP_023159906.2|DHYD
OG0005755	LOC6495729|XP_001959451.1|DANA	LOC111600042|XP_023171735.2|DHYD
OG0005756	LOC6499330|XP_001954856.1|DANA	LOC111603447|XP_023176801.1|DHYD
OG0005757	LOC6503454|XP_001967513.1|DANA	LOC111598496|XP_023169522.1|DHYD
OG0005758	LOC6498866|XP_001955777.2|DANA	LOC111604950|XP_023178992.2|DHYD
OG0005759	LOC6494415|XP_014760073.1|DANA	LOC111598638|XP_030081637.1|DHYD
OG0005760	LOC6499412|XP_001954693.3|DANA	LOC111596444|XP_023166435.1|DHYD
OG0005761	LOC6500141|XP_001953146.1|DANA	LOC111596698|XP_023166784.2|DHYD
OG0005762	LOC6501294|XP_001954938.1|DANA	LOC111596433|XP_023166415.2|DHYD
OG0005763	LOC6493927|XP_001961311.1|DANA	LOC111597695|XP_023168299.2|DHYD
OG0005764	LOC6499144|XP_001955213.1|DANA	LOC111600297|XP_023172120.1|DHYD
OG0005765	LOC6501418|XP_014767029.1|DANA	LOC111600296|XP_030078803.1|DHYD
OG0005766	LOC6499540|XP_014766127.2|DANA	LOC111601360|XP_023173661.2|DHYD
OG0005767	LOC6499473|XP_001954567.2|DANA	LOC115482751|XP_030080616.1|DHYD, LOC111595028|XP_030081900.1|DHYD
OG0005768	LOC6504112|XP_001964202.1|DANA	LOC111593993|XP_023162852.1|DHYD
OG0005769	LOC6501432|XP_001955240.1|DANA	LOC111604947|XP_023178986.2|DHYD
OG0005770	LOC6501079|XP_001954518.1|DANA	LOC111595219|XP_023164601.2|DHYD
OG0005771	LOC6499121|XP_001955258.1|DANA	LOC111594827|XP_023164059.1|DHYD
OG0005772	LOC6499004|XP_001955528.1|DANA	LOC111596826|XP_023166968.2|DHYD
OG0005773	LOC6494773|XP_001965968.1|DANA	LOC111604640|XP_023178554.1|DHYD
OG0005774	LOC6501147|XP_001954638.1|DANA	LOC111604579|XP_023178449.1|DHYD
OG0005775	LOC6493710|XP_001958283.1|DANA	LOC111604473|XP_023178325.1|DHYD
OG0005776	LOC6507238|XP_001956412.2|DANA	LOC111599856|XP_023171443.2|DHYD
OG0005777	LOC6497192|XP_001962583.1|DANA	LOC111603923|XP_023177516.2|DHYD
OG0005779	LOC6501074|XP_032306017.1|DANA	LOC111595208|XP_030080603.1|DHYD
OG0005780	LOC6493266|XP_014764295.1|DANA	LOC111604405|XP_023178225.2|DHYD
OG0005781	LOC6507875|XP_001956507.1|DANA	LOC111604478|XP_023178331.1|DHYD
OG0005782	LOC6507873|XP_001956504.1|DANA	LOC111604477|XP_023178330.2|DHYD
OG0005783	LOC6493949|XP_001961264.1|DANA	LOC111600047|XP_023171740.2|DHYD
OG0005784	LOC6499572|XP_032310267.1|DANA	LOC111604213|XP_023177946.2|DHYD
OG0005785	LOC6499573|XP_032309440.1|DANA	LOC111604242|XP_023177992.2|DHYD
OG0005786	LOC6500534|XP_001953406.2|DANA	LOC111599873|XP_023171457.2|DHYD
OG0005787	LOC6499458|XP_014766075.1|DANA	LOC111600861|XP_023172948.1|DHYD
OG0005788	LOC6496324|XP_001960705.1|DANA	LOC111595635|XP_023165217.2|DHYD
OG0005789	LOC26515043|XP_014760934.1|DANA	LOC111598597|XP_023169680.2|DHYD
OG0005790	LOC6499122|XP_001955256.1|DANA	LOC111594816|XP_023164046.1|DHYD
OG0005791	LOC6494697|XP_014760088.1|DANA	LOC111599768|XP_030078748.1|DHYD
OG0005792	LOC6494198|XP_001965959.1|DANA	LOC111604624|XP_023178521.1|DHYD
OG0005793	LOC6494752|XP_032312352.1|DANA	LOC111604623|XP_023178518.1|DHYD
OG0005794	LOC6495249|XP_001958759.1|DANA	LOC111605404|XP_023179673.1|DHYD
OG0005795	LOC6501272|XP_001954895.1|DANA	LOC111603440|XP_023176794.2|DHYD
OG0005796	LOC6506239|XP_014764688.1|DANA	LOC111604423|XP_023178248.2|DHYD
OG0005797	LOC6507305|XP_001956281.1|DANA	LOC111598678|XP_023169807.1|DHYD
OG0005798	LOC6498853|XP_014765764.1|DANA	LOC111593345|XP_023161825.1|DHYD
OG0005799	LOC6499662|XP_032307272.1|DANA	LOC111599291|XP_023170658.2|DHYD
OG0005800	LOC6500931|XP_001954193.1|DANA	LOC111599762|XP_023171287.2|DHYD
OG0005801	LOC6499663|XP_001954194.1|DANA	LOC111599290|XP_023170657.2|DHYD
OG0005802	LOC6501316|XP_001954975.3|DANA	LOC111604790|XP_023178770.2|DHYD
OG0005803	LOC6498851|XP_032312269.1|DANA	LOC111603466|XP_023176822.2|DHYD
OG0005804	LOC6499545|XP_001954405.1|DANA	LOC111601338|XP_023173635.1|DHYD
