Orthogroup	DANA.longest_only	DALB.longest_only
OG0004057	LOC6506242|XP_001958277.1|DANA	LOC117571797|XP_034110052.1|DALB
OG0004058	LOC6492994|XP_014764171.1|DANA	LOC117568427|XP_034104975.1|DALB
OG0004059	LOC6500591|XP_001953530.1|DANA	LOC117575247|XP_034115269.1|DALB
OG0004060	LOC6499536|XP_001954419.1|DANA	LOC117574545|XP_034114306.1|DALB
OG0004061	LOC6502958|XP_032308911.1|DANA	LOC117564031|XP_034098528.1|DALB
OG0004062	LOC6507581|XP_014765335.1|DANA	LOC117569691|XP_034106836.1|DALB
OG0004063	LOC6504620|XP_001966514.1|DANA	LOC117577867|XP_034118714.1|DALB
OG0004064	LOC6506733|XP_001957335.1|DANA	LOC117570507|XP_034108094.1|DALB
OG0004065	LOC6494455|XP_032306793.1|DANA	LOC117571532|XP_034109606.1|DALB
OG0004066	LOC6494197|XP_001960773.1|DANA	LOC117572457|XP_034111182.1|DALB
OG0004067	LOC116655270|XP_032308775.1|DANA, LOC6504121|XP_001964228.1|DANA	LOC117568693|XP_034105397.1|DALB
OG0004070	LOC6493129|XP_001957102.1|DANA	LOC117566382|XP_034101774.1|DALB
OG0004071	LOC6507002|XP_001956849.1|DANA	LOC117572548|XP_034111310.1|DALB
OG0004072	LOC6493011|XP_001956848.1|DANA	LOC117572550|XP_034111313.1|DALB
OG0004073	LOC6502285|XP_001966169.1|DANA	LOC117577596|XP_034118336.1|DALB
OG0004074	LOC6495859|XP_001959722.3|DANA	LOC117572670|XP_034111578.1|DALB
OG0004075	LOC6496531|XP_001961083.1|DANA	LOC117571329|XP_034109309.1|DALB
OG0004076	LOC6494049|XP_014762609.1|DANA	LOC117571328|XP_034109305.1|DALB
OG0004077	LOC6497948|XP_001961779.1|DANA	LOC117565881|XP_034101111.1|DALB
OG0004078	LOC6500997|XP_001954323.1|DANA	LOC117575768|XP_034116025.1|DALB
OG0004079	LOC6503834|XP_001963686.1|DANA	LOC117577585|XP_034118320.1|DALB
OG0004080	LOC6494122|XP_001960925.1|DANA	LOC117569798|XP_034107002.1|DALB
OG0004081	LOC6494940|XP_032305938.1|DANA	LOC117567002|XP_034102571.1|DALB
OG0004082	LOC26513826|XP_014759736.1|DANA	LOC117573216|XP_034112123.1|DALB
OG0004083	LOC26514390|XP_014767280.1|DANA	LOC117575343|XP_034115395.1|DALB
OG0004084	LOC6493591|XP_001958056.1|DANA	LOC117572333|XP_034110962.1|DALB
OG0004085	LOC6500709|XP_001953767.1|DANA	LOC117575346|XP_034115402.1|DALB
OG0004086	LOC6501490|XP_001955356.1|DANA	LOC117576263|XP_034116795.1|DALB
OG0004087	LOC6502918|XP_001963590.1|DANA	LOC117573103|XP_034111914.1|DALB
OG0004089	LOC6503811|XP_032308509.1|DANA	LOC117563265|XP_034097387.1|DALB
OG0004090	LOC6503432|XP_001967468.1|DANA	LOC117576757|XP_034117693.1|DALB
OG0004091	LOC6499953|XP_001953567.1|DANA, LOC6499954|XP_001953566.2|DANA	LOC117574444|XP_034114173.1|DALB
OG0004092	LOC6504095|XP_001964163.2|DANA	LOC117563311|XP_034097460.1|DALB
OG0004094	LOC6493882|XP_001967782.3|DANA	LOC117577857|XP_034118696.1|DALB
OG0004095	LOC6501173|XP_001954689.2|DANA	LOC117574022|XP_034113504.1|DALB
OG0004096	LOC6501489|XP_001955355.1|DANA	LOC117576267|XP_034116801.1|DALB
OG0004097	LOC6507260|XP_001956370.1|DANA	LOC117568031|XP_034104262.1|DALB
OG0004098	LOC6499857|XP_001953763.1|DANA	LOC117570668|XP_034108345.1|DALB
OG0004099	LOC6498885|XP_032312207.1|DANA	LOC117575552|XP_034115704.1|DALB
OG0004100	LOC6501680|XP_001955751.1|DANA	LOC117576036|XP_034116450.1|DALB
OG0004101	LOC6501682|XP_001955754.2|DANA	LOC117574940|XP_034114880.1|DALB
OG0004102	LOC6501683|XP_032312218.1|DANA	LOC117576439|XP_034117087.1|DALB
OG0004103	LOC6499598|XP_001954325.1|DANA	LOC117575766|XP_034116022.1|DALB
OG0004104	LOC6501535|XP_032311155.1|DANA	LOC117573899|XP_034113298.1|DALB
OG0004105	LOC6493237|XP_001957333.1|DANA	LOC117570502|XP_034108090.1|DALB
OG0004106	LOC6493574|XP_001958024.1|DANA	LOC117569734|XP_034106903.1|DALB
OG0004107	LOC6493118|XP_001957079.1|DANA	LOC117570075|XP_034107405.1|DALB
OG0004108	LOC6494274|XP_001965945.1|DANA	LOC117573554|XP_034112726.1|DALB
OG0004109	LOC6503417|XP_001967469.1|DANA	LOC117576758|XP_034117694.1|DALB
OG0004110	LOC6493813|XP_001958489.1|DANA	LOC117568851|XP_034105619.1|DALB
OG0004111	LOC6505349|XP_001966890.2|DANA, LOC6499562|XP_032306021.1|DANA	LOC117576358|XP_034116937.1|DALB
OG0004112	LOC6501719|XP_001955843.2|DANA	LOC117575929|XP_034116279.1|DALB
OG0004113	LOC6503611|XP_001964067.1|DANA	LOC117568867|XP_034105651.1|DALB
OG0004114	LOC6504150|XP_001964276.1|DANA	LOC117577939|XP_034118840.1|DALB
OG0004115	LOC6503492|XP_001964279.1|DANA	LOC117567393|XP_034103238.1|DALB
OG0004116	LOC6499559|XP_001954383.1|DANA	LOC117574912|XP_034114848.1|DALB
OG0004117	LOC6500948|XP_001954226.1|DANA	LOC117573501|XP_034112619.1|DALB
OG0004118	LOC6494510|XP_001960199.1|DANA	LOC117572146|XP_034110677.1|DALB
OG0004119	LOC6499553|XP_001954395.1|DANA	LOC117576840|XP_034117813.1|DALB
OG0004120	LOC6494360|XP_001965932.1|DANA, LOC6494371|XP_032312338.1|DANA	LOC117573536|XP_034112702.1|DALB
OG0004121	LOC6502809|XP_001956210.2|DANA	LOC117571452|XP_034109490.1|DALB
OG0004122	LOC6507401|XP_001956084.1|DANA	LOC117576144|XP_034116602.1|DALB
OG0004123	LOC6500593|XP_032305641.1|DANA	LOC117575090|XP_034115080.1|DALB
OG0004124	LOC6503566|XP_032308691.1|DANA	LOC117570928|XP_034108749.1|DALB
OG0004125	LOC6505882|XP_032305510.1|DANA	LOC117573312|XP_034112308.1|DALB
OG0004126	LOC6505639|XP_032305507.1|DANA	LOC117573912|XP_034113312.1|DALB
OG0004127	LOC6498538|XP_001963023.1|DANA	LOC117564167|XP_034098725.1|DALB
OG0004128	LOC6499960|XP_001953555.1|DANA	LOC117573940|XP_034113358.1|DALB
OG0004129	LOC6495943|XP_001959900.1|DANA	LOC117572419|XP_034111097.1|DALB
OG0004130	LOC6503164|XP_032308945.1|DANA	LOC117572602|XP_034111432.1|DALB
OG0004131	LOC6498954|XP_001955613.1|DANA	LOC117574844|XP_034114731.1|DALB
OG0004132	LOC6506893|XP_001957047.1|DANA	LOC117566970|XP_034102519.1|DALB
OG0004133	LOC6498308|XP_001962506.1|DANA	LOC117578394|XP_034119733.1|DALB
OG0004134	LOC6501364|XP_001955082.2|DANA	LOC117573132|XP_034111954.1|DALB
OG0004135	LOC6500428|XP_032305672.1|DANA	LOC117576084|XP_034116523.1|DALB
OG0004136	LOC6500932|XP_001954195.1|DANA	LOC117574583|XP_034114357.1|DALB
OG0004137	LOC6494163|XP_001960842.1|DANA	LOC117570693|XP_034108387.1|DALB
OG0004138	LOC6493390|XP_001957657.1|DANA	LOC117567971|XP_034104170.1|DALB
OG0004139	LOC6502594|XP_032307960.1|DANA	LOC117573563|XP_034112743.1|DALB
OG0004140	LOC6503659|XP_001963984.1|DANA	LOC117570399|XP_034107912.1|DALB
OG0004141	LOC6495118|XP_032306510.1|DANA	LOC117567771|XP_034103861.1|DALB
OG0004142	LOC6503577|XP_001964125.1|DANA	LOC117575534|XP_034115678.1|DALB
OG0004143	LOC6499831|XP_001953821.1|DANA	LOC117575078|XP_034115063.1|DALB
OG0004144	LOC6498528|XP_001963003.1|DANA	LOC117565896|XP_034101133.1|DALB
OG0004145	LOC6493741|XP_001958348.1|DANA	LOC117572072|XP_034110549.1|DALB
OG0004146	LOC6499269|XP_014765995.1|DANA	LOC117573430|XP_034112534.1|DALB
OG0004147	LOC6498536|XP_001963018.1|DANA	LOC117566246|XP_034101689.1|DALB
OG0004148	LOC6499902|XP_014766274.2|DANA	LOC117576200|XP_034116683.1|DALB
OG0004149	LOC6500590|XP_001953529.1|DANA	LOC117575232|XP_034115253.1|DALB
OG0004150	LOC6500620|XP_001953583.1|DANA	LOC117575651|XP_034115829.1|DALB
OG0004152	LOC6500037|XP_032305727.1|DANA	LOC117574897|XP_034114825.1|DALB
OG0004153	LOC6495399|XP_001958760.1|DANA	LOC117567259|XP_034103000.1|DALB
OG0004154	LOC6506910|XP_001957012.1|DANA	LOC117567892|XP_034104055.1|DALB
OG0004155	LOC6499275|XP_001954977.1|DANA	LOC117574999|XP_034114965.1|DALB
OG0004156	LOC6499947|XP_032308825.1|DANA, LOC116655271|XP_032308778.1|DANA, LOC116655290|XP_032308802.1|DANA, LOC116655284|XP_032308794.1|DANA, LOC6499949|XP_032308769.1|DANA	LOC117575714|XP_034115940.1|DALB
OG0004157	LOC6498750|XP_001967275.2|DANA	LOC117568030|XP_034104265.1|DALB
OG0004158	LOC6507056|XP_032310673.1|DANA	LOC117571599|XP_034109706.1|DALB
OG0004159	LOC6500342|XP_001953008.1|DANA	LOC117576689|XP_034117575.1|DALB
OG0004160	LOC6507580|XP_001955945.1|DANA	LOC117567885|XP_034104048.1|DALB
OG0004161	LOC6498973|XP_001955579.2|DANA	LOC117573555|XP_034112728.1|DALB
OG0004162	LOC6501699|XP_001955792.2|DANA	LOC117574231|XP_034113832.1|DALB
OG0004163	LOC6499405|XP_001954702.2|DANA	LOC117574821|XP_034114681.1|DALB
OG0004164	LOC6501131|XP_032305406.1|DANA	LOC117574267|XP_034113895.1|DALB
OG0004165	LOC6494484|XP_014762811.1|DANA	LOC117567066|XP_034102697.1|DALB
OG0004166	LOC6494908|XP_001959445.1|DANA	LOC117567699|XP_034103721.1|DALB
OG0004167	LOC6501225|XP_001954797.1|DANA	LOC117574977|XP_034114934.1|DALB
OG0004168	LOC6500005|XP_001953420.1|DANA	LOC117574293|XP_034113980.1|DALB
OG0004169	LOC6504029|XP_032308497.1|DANA	LOC117577718|XP_034118513.1|DALB
OG0004170	LOC6504439|XP_032308335.1|DANA	LOC117567840|XP_034103985.1|DALB
OG0004171	LOC6504022|XP_001964023.2|DANA	LOC117577653|XP_034118431.1|DALB
OG0004172	LOC6502035|XP_032311902.1|DANA	LOC117563417|XP_034097646.1|DALB
OG0004173	LOC6495891|XP_001959791.1|DANA	LOC117569862|XP_034107086.1|DALB
OG0004174	LOC6494043|XP_032307009.1|DANA	LOC117571950|XP_034110338.1|DALB
OG0004175	LOC6494290|XP_001960597.1|DANA	LOC117567846|XP_034103989.1|DALB
OG0004176	LOC6502836|XP_001957171.1|DANA	LOC117569509|XP_034106586.1|DALB
OG0004177	LOC6499950|XP_014766290.1|DANA	LOC117573761|XP_034113043.1|DALB
OG0004178	LOC6505787|XP_032305583.1|DANA	LOC117575910|XP_034116247.1|DALB
OG0004179	LOC6504145|XP_001964268.1|DANA	LOC117568305|XP_034104744.1|DALB
OG0004180	LOC6500404|XP_032305739.1|DANA	LOC117576165|XP_034116630.1|DALB
OG0004181	LOC6501507|XP_001955389.1|DANA	LOC117574160|XP_034113737.1|DALB
OG0004182	LOC6507612|XP_032309826.1|DANA	LOC117568819|XP_034105575.1|DALB
OG0004183	LOC6507613|XP_032309851.1|DANA	LOC117569906|XP_034107137.1|DALB
OG0004184	LOC6506524|XP_001957718.1|DANA	LOC117571843|XP_034110122.1|DALB
OG0004185	LOC6498456|XP_001962860.1|DANA	LOC117563358|XP_034097538.1|DALB
OG0004186	LOC6503762|XP_001963786.1|DANA	LOC117571862|XP_034110152.1|DALB
OG0004187	LOC6500020|XP_032306921.1|DANA	LOC117576171|XP_034116644.1|DALB, LOC117577296|XP_034118162.1|DALB
OG0004188	LOC6494610|XP_014760084.1|DANA	LOC117573532|XP_034112671.1|DALB
OG0004189	LOC6494599|XP_001965939.1|DANA	LOC117573542|XP_034112712.1|DALB
OG0004190	LOC6500450|XP_001953237.1|DANA	LOC117575614|XP_034115779.1|DALB
OG0004191	LOC6500449|XP_001953234.1|DANA	LOC117575621|XP_034115786.1|DALB
OG0004192	LOC6499334|XP_001954847.2|DANA	LOC117575500|XP_034115634.1|DALB
OG0004193	LOC6502315|XP_001966222.2|DANA	LOC117564156|XP_034098716.1|DALB
OG0004194	LOC6499297|XP_001954921.1|DANA	LOC117575721|XP_034115952.1|DALB
OG0004195	LOC6504574|XP_001966599.1|DANA	LOC117566993|XP_034102558.1|DALB
OG0004196	LOC6499072|XP_014765895.1|DANA	LOC117576806|XP_034117757.1|DALB
OG0004197	LOC6499659|XP_001954201.1|DANA	LOC117574755|XP_034114589.1|DALB
OG0004198	LOC6501671|XP_001955720.1|DANA	LOC117576325|XP_034116884.1|DALB
OG0004199	LOC6499316|XP_032312064.1|DANA	LOC117575526|XP_034115663.1|DALB
OG0004200	LOC6496109|XP_001960244.1|DANA	LOC117567065|XP_034102696.1|DALB
OG0004201	LOC6505590|XP_001964639.1|DANA	LOC117574404|XP_034114133.1|DALB
OG0004202	LOC6501068|XP_001954496.3|DANA	LOC117575738|XP_034115978.1|DALB
OG0004203	LOC6501617|XP_001955612.1|DANA	LOC117574936|XP_034114877.1|DALB
OG0004204	LOC6506351|XP_001958052.1|DANA	LOC117572051|XP_034110518.1|DALB
OG0004205	LOC6493617|XP_032310372.1|DANA	LOC117570470|XP_034108043.1|DALB
OG0004206	LOC6500416|XP_001953173.1|DANA	LOC117575187|XP_034115191.1|DALB
OG0004207	LOC6500126|XP_001953172.1|DANA	LOC117575192|XP_034115196.1|DALB
OG0004208	LOC6501155|XP_001954654.1|DANA	LOC117574021|XP_034113501.1|DALB
OG0004209	LOC6505829|XP_001964444.1|DANA	LOC117573924|XP_034113328.1|DALB
OG0004210	LOC6500046|XP_001953324.1|DANA	LOC117574212|XP_034113809.1|DALB
OG0004211	LOC6507028|XP_001965296.1|DANA	LOC117563924|XP_034098384.1|DALB
OG0004212	LOC6498854|XP_001955794.1|DANA	LOC117576445|XP_034117098.1|DALB
OG0004213	LOC6500970|XP_001954272.1|DANA	LOC117573801|XP_034113101.1|DALB
OG0004214	LOC6495815|XP_001959644.1|DANA	LOC117572685|XP_034111614.1|DALB
OG0004215	LOC6494359|XP_001960469.1|DANA	LOC117568099|XP_034104370.1|DALB
OG0004216	LOC6507239|XP_014765114.1|DANA	LOC117571038|XP_034108892.1|DALB
OG0004217	LOC6493337|XP_001957548.1|DANA	LOC117570123|XP_034107479.1|DALB
OG0004218	LOC6503795|XP_001963732.1|DANA	LOC117575539|XP_034115684.1|DALB
OG0004219	LOC6499637|XP_001954246.1|DANA	LOC117575429|XP_034115524.1|DALB
OG0004220	LOC6501325|XP_032307487.1|DANA	LOC117576423|XP_034117046.1|DALB
OG0004221	LOC6505803|XP_001964403.2|DANA	LOC117573930|XP_034113346.1|DALB
OG0004222	LOC6505833|XP_001964452.1|DANA	LOC117574690|XP_034114487.1|DALB
OG0004223	LOC6500537|XP_032305352.1|DANA	LOC117575034|XP_034115004.1|DALB
OG0004224	LOC6498841|XP_001955832.1|DANA	LOC117573647|XP_034112856.1|DALB
OG0004225	LOC6505107|XP_001965444.1|DANA	LOC117577189|XP_034118103.1|DALB
OG0004226	LOC6499312|XP_014766007.1|DANA	LOC117576334|XP_034116898.1|DALB
OG0004227	LOC6498953|XP_001955615.2|DANA	LOC117576348|XP_034116923.1|DALB
OG0004228	LOC6501618|XP_001955614.1|DANA	LOC117574845|XP_034114732.1|DALB
OG0004229	LOC6496181|XP_001960384.2|DANA	LOC117566416|XP_034101831.1|DALB
OG0004230	LOC6503678|XP_032308576.1|DANA	LOC117577642|XP_034118402.1|DALB
OG0004231	LOC6493428|XP_001957728.1|DANA	LOC117572113|XP_034110625.1|DALB
OG0004232	LOC6506517|XP_014764793.1|DANA	LOC117572116|XP_034110632.1|DALB
OG0004233	LOC6506516|XP_001957732.1|DANA	LOC117572115|XP_034110631.1|DALB
OG0004234	LOC6506509|XP_014764791.1|DANA	LOC117571618|XP_034109731.1|DALB
OG0004235	LOC6504898|XP_001966552.1|DANA	LOC117571458|XP_034109541.1|DALB, LOC117571687|XP_034109875.1|DALB
OG0004236	LOC6505718|XP_001964396.1|DANA	LOC117574683|XP_034114480.1|DALB
OG0004237	LOC6500462|XP_001953270.1|DANA	LOC117576449|XP_034117105.1|DALB
OG0004238	LOC6501027|XP_001954413.1|DANA	LOC117575027|XP_034114997.1|DALB
OG0004239	LOC6505808|XP_001964410.1|DANA	LOC117575809|XP_034116092.1|DALB
OG0004240	LOC6501694|XP_032312248.1|DANA	LOC117574703|XP_034114506.1|DALB
OG0004241	LOC6500475|XP_001953297.1|DANA	LOC117575533|XP_034115674.1|DALB
OG0004242	LOC6499373|XP_001954765.1|DANA	LOC117574500|XP_034114235.1|DALB
OG0004243	LOC6493341|XP_001957555.1|DANA	LOC117572359|XP_034111013.1|DALB
OG0004244	LOC6501286|XP_001954922.1|DANA	LOC117575726|XP_034115960.1|DALB
OG0004245	LOC6492941|XP_001956697.1|DANA	LOC117569824|XP_034107039.1|DALB
OG0004246	LOC6507165|XP_032309940.1|DANA	LOC117567262|XP_034103010.1|DALB
OG0004247	LOC6504635|XP_001966494.1|DANA	LOC117576775|XP_034117721.1|DALB
OG0004248	LOC6495512|XP_001959005.1|DANA	LOC117571104|XP_034108976.1|DALB
OG0004249	LOC6507555|XP_001955906.1|DANA	LOC117571566|XP_034109666.1|DALB
OG0004250	LOC6504342|XP_001965017.1|DANA	LOC117564870|XP_034099709.1|DALB
OG0004251	LOC6504732|XP_032309113.1|DANA	LOC117567390|XP_034103275.1|DALB
OG0004252	LOC6501701|XP_001955797.1|DANA	LOC117576441|XP_034117095.1|DALB
OG0004253	LOC6499630|XP_001954263.1|DANA	LOC117576466|XP_034117128.1|DALB
OG0004254	LOC6503123|XP_001963465.1|DANA	LOC117566073|XP_034101443.1|DALB
OG0004255	LOC6502736|XP_032309224.1|DANA	LOC117564911|XP_034099757.1|DALB
OG0004256	LOC6494262|XP_032306747.1|DANA	LOC117567780|XP_034103871.1|DALB
OG0004257	LOC6499015|XP_001955508.1|DANA	LOC117576768|XP_034117708.1|DALB
OG0004258	LOC6500220|XP_032305319.1|DANA	LOC117574687|XP_034114483.1|DALB
OG0004259	LOC6496300|XP_001960647.1|DANA	LOC117566995|XP_034102561.1|DALB
OG0004260	LOC6501675|XP_032312185.1|DANA	LOC117574379|XP_034114104.1|DALB
OG0004261	LOC6500487|XP_014766582.1|DANA	LOC117576872|XP_034117864.1|DALB
OG0004262	LOC6503401|XP_001967502.1|DANA	LOC117574574|XP_034114342.1|DALB
OG0004263	LOC6501241|XP_001954832.1|DANA	LOC117575125|XP_034115117.1|DALB
OG0004264	LOC6499641|XP_001954239.1|DANA	LOC117576745|XP_034117669.1|DALB
OG0004265	LOC6500098|XP_001953231.1|DANA	LOC117575612|XP_034115776.1|DALB
OG0004266	LOC6494166|XP_001965970.1|DANA	LOC117576539|XP_034117265.1|DALB
OG0004267	LOC6505709|XP_001964416.1|DANA	LOC117575814|XP_034116099.1|DALB
OG0004268	LOC6494321|XP_032306141.1|DANA	LOC117567963|XP_034104160.1|DALB
OG0004269	LOC6495124|XP_001959000.1|DANA	LOC117567902|XP_034104066.1|DALB
OG0004270	LOC26514796|XP_014764049.1|DANA	LOC117570370|XP_034107855.1|DALB
OG0004271	LOC6495803|XP_001959621.1|DANA	LOC117572124|XP_034110642.1|DALB
OG0004272	LOC6500939|XP_001954212.1|DANA	LOC117573593|XP_034112779.1|DALB
OG0004273	LOC6500736|XP_001953816.1|DANA	LOC117576019|XP_034116418.1|DALB
OG0004274	LOC6502316|XP_001966224.1|DANA	LOC117578277|XP_034119595.1|DALB
OG0004275	LOC6503984|XP_001963956.1|DANA	LOC117574480|XP_034114212.1|DALB
OG0004276	LOC6502415|XP_032311180.1|DANA	LOC117570062|XP_034107387.1|DALB
OG0004277	LOC6507152|XP_001956579.2|DANA	LOC117571568|XP_034109668.1|DALB
OG0004278	LOC6503649|XP_001964000.1|DANA	LOC117577758|XP_034118559.1|DALB
OG0004279	LOC6497889|XP_001961652.1|DANA	LOC117564078|XP_034098595.1|DALB
OG0004280	LOC6504024|XP_032308594.1|DANA	LOC117578236|XP_034119526.1|DALB
OG0004281	LOC6496506|XP_001961040.1|DANA	LOC117570548|XP_034108161.1|DALB
OG0004282	LOC6494278|XP_001960615.1|DANA	LOC117568969|XP_034105818.1|DALB
OG0004283	LOC6496286|XP_001960614.1|DANA	LOC117568970|XP_034105819.1|DALB
OG0004284	LOC26514190|XP_014762303.1|DANA	LOC117565630|XP_034100731.1|DALB
OG0004285	LOC6500758|XP_001953862.1|DANA	LOC117575835|XP_034116130.1|DALB, LOC117575514|XP_034115653.1|DALB
OG0004286	LOC6507155|XP_032309755.1|DANA	LOC117569134|XP_034106053.1|DALB
OG0004287	LOC6507156|XP_032310003.1|DANA	LOC117568037|XP_034104272.1|DALB
OG0004288	LOC6507904|XP_001956568.1|DANA	LOC117571708|XP_034109899.1|DALB
OG0004289	LOC6493580|XP_001958036.1|DANA	LOC117566879|XP_034102380.1|DALB
OG0004290	LOC6496325|XP_001960706.1|DANA	LOC117572432|XP_034111151.1|DALB
OG0004291	LOC6494199|XP_001960767.1|DANA	LOC117572649|XP_034111519.1|DALB
OG0004292	LOC26513871|XP_014765544.1|DANA	LOC117567309|XP_034103087.1|DALB
OG0004293	LOC6506731|XP_001957336.1|DANA	LOC117570509|XP_034108098.1|DALB
OG0004294	LOC6493619|XP_032310369.1|DANA	LOC117570469|XP_034108035.1|DALB
OG0004295	LOC6493503|XP_032309554.1|DANA	LOC117568973|XP_034105821.1|DALB
OG0004296	LOC6493504|XP_001957883.2|DANA	LOC117568961|XP_034105810.1|DALB
OG0004297	LOC6496305|XP_001960657.1|DANA	LOC117570272|XP_034107679.1|DALB
OG0004298	LOC6495223|XP_001958813.1|DANA	LOC117568536|XP_034105145.1|DALB
OG0004299	LOC6494021|XP_032306854.1|DANA	LOC117571686|XP_034109820.1|DALB
OG0004300	LOC6495510|XP_001959003.1|DANA	LOC117570815|XP_034108566.1|DALB
OG0004301	LOC6506494|XP_001957769.1|DANA	LOC117570145|XP_034107500.1|DALB
OG0004302	LOC6495610|XP_001959197.2|DANA	LOC117570168|XP_034107535.1|DALB
OG0004303	LOC6494351|XP_001960485.1|DANA	LOC117567253|XP_034102993.1|DALB
OG0004304	LOC6494506|XP_032307054.1|DANA	LOC117571718|XP_034109908.1|DALB
OG0004305	LOC6494051|XP_032306239.1|DANA	LOC117572164|XP_034110705.1|DALB
OG0004306	LOC6495492|XP_001958965.1|DANA	LOC117568339|XP_034104815.1|DALB
OG0004307	LOC6496559|XP_001961144.1|DANA	LOC117572078|XP_034110561.1|DALB
OG0004308	LOC6495724|XP_032305996.1|DANA	LOC117569986|XP_034107256.1|DALB
OG0004309	LOC6506998|XP_001956856.1|DANA	LOC117567919|XP_034104089.1|DALB
OG0004310	LOC6495236|XP_032306942.1|DANA	LOC117568794|XP_034105544.1|DALB
OG0004311	LOC6507938|XP_001956649.1|DANA	LOC117572396|XP_034111067.1|DALB
OG0004312	LOC6494245|XP_001960671.1|DANA	LOC117566834|XP_034102306.1|DALB
OG0004313	LOC6493917|XP_032311563.1|DANA	LOC117567419|XP_034103300.1|DALB
OG0004314	LOC6496095|XP_001960217.2|DANA	LOC117568076|XP_034104337.1|DALB
OG0004315	LOC6496446|XP_001960926.3|DANA	LOC117570883|XP_034108672.1|DALB
OG0004316	LOC6495893|XP_001959795.1|DANA	LOC117571785|XP_034110035.1|DALB
OG0004317	LOC6496505|XP_001961039.1|DANA	LOC117570618|XP_034108271.1|DALB
OG0004318	LOC6494246|XP_032306096.1|DANA	LOC117572062|XP_034110531.1|DALB
OG0004319	LOC6496243|XP_001960526.1|DANA	LOC117568556|XP_034105170.1|DALB
OG0004320	LOC26514649|XP_014767317.1|DANA	LOC117576767|XP_034117707.1|DALB
OG0004321	LOC6497499|XP_001961958.1|DANA	LOC117565427|XP_034100403.1|DALB
OG0004322	LOC6500893|XP_032312144.1|DANA	LOC117575468|XP_034115574.1|DALB
OG0004323	LOC6507658|XP_001956090.1|DANA	LOC117572599|XP_034111401.1|DALB
OG0004324	LOC26514427|XP_014762327.1|DANA	LOC117564439|XP_034099068.1|DALB
OG0004325	LOC6496397|XP_001960819.1|DANA	LOC117569281|XP_034106278.1|DALB
OG0004326	LOC6494180|XP_032305924.1|DANA	LOC117569280|XP_034106277.1|DALB
OG0004327	LOC6502886|XP_032311832.1|DANA	LOC117574061|XP_034113574.1|DALB
OG0004328	LOC6494698|XP_001959835.1|DANA	LOC117566921|XP_034102432.1|DALB
OG0004329	LOC6494235|XP_032307180.1|DANA	LOC117568510|XP_034105102.1|DALB
OG0004330	LOC6496083|XP_001960184.1|DANA	LOC117567158|XP_034102862.1|DALB
OG0004331	LOC6495986|XP_001959983.1|DANA	LOC117570817|XP_034108568.1|DALB
OG0004332	LOC6498047|XP_001961964.1|DANA	LOC117565823|XP_034101018.1|DALB
OG0004333	LOC6497365|XP_001962241.1|DANA	LOC117564658|XP_034099407.1|DALB
OG0004334	LOC6498671|XP_001963287.1|DANA	LOC117565225|XP_034100123.1|DALB
OG0004335	LOC6496640|XP_001961313.3|DANA	LOC117566885|XP_034102389.1|DALB
OG0004336	LOC6495109|XP_001959034.1|DANA	LOC117566884|XP_034102388.1|DALB
OG0004337	LOC6498085|XP_001962050.2|DANA	LOC117565969|XP_034101257.1|DALB
OG0004338	LOC6507278|XP_001956336.1|DANA	LOC117567581|XP_034103553.1|DALB
OG0004339	LOC6496350|XP_001960742.2|DANA	LOC117571156|XP_034109055.1|DALB
OG0004340	LOC6494212|XP_001960741.1|DANA	LOC117571155|XP_034109054.1|DALB
OG0004341	LOC6496414|XP_001960868.2|DANA	LOC117568545|XP_034105154.1|DALB
OG0004342	LOC6494373|XP_032306822.1|DANA	LOC117569692|XP_034106837.1|DALB
OG0004343	LOC6494374|XP_001960441.3|DANA	LOC117567838|XP_034103977.1|DALB
OG0004344	LOC6496202|XP_001960437.1|DANA	LOC117570251|XP_034107651.1|DALB
OG0004345	LOC6504125|XP_001965190.1|DANA	LOC117565075|XP_034099914.1|DALB
OG0004346	LOC6496304|XP_014763749.1|DANA	LOC117570881|XP_034108663.1|DALB
OG0004347	LOC6494256|XP_001960656.1|DANA	LOC117568826|XP_034105592.1|DALB
OG0004348	LOC6494906|XP_001959449.2|DANA	LOC117566736|XP_034102169.1|DALB
OG0004349	LOC6495721|XP_014763464.1|DANA	LOC117568687|XP_034105388.1|DALB
OG0004350	LOC6495086|XP_001959094.1|DANA	LOC117570269|XP_034107674.1|DALB
OG0004351	LOC6494017|XP_001961139.1|DANA	LOC117572077|XP_034110556.1|DALB
OG0004352	LOC26515247|XP_032305708.1|DANA	LOC117576820|XP_034117783.1|DALB
OG0004353	LOC6501454|XP_001955291.2|DANA	LOC117575041|XP_034115013.1|DALB
OG0004354	LOC6505645|XP_001964539.1|DANA	LOC117574627|XP_034114408.1|DALB
OG0004355	LOC6499452|XP_014766073.1|DANA	LOC117575703|XP_034115918.1|DALB
OG0004356	LOC6494803|XP_001959638.1|DANA	LOC117569370|XP_034106392.1|DALB
OG0004357	LOC6495799|XP_001959611.1|DANA	LOC117569814|XP_034107024.1|DALB
OG0004358	LOC6495135|XP_014763170.1|DANA	LOC117569772|XP_034106960.1|DALB
OG0004359	LOC6494441|XP_001960310.2|DANA	LOC117572462|XP_034111188.1|DALB
OG0004360	LOC6493670|XP_001958195.1|DANA	LOC117566981|XP_034102535.1|DALB
