Orthogroup	DANA.longest_only	CPIP.longest_only
OG0004153	LOC6495399|XP_001958760.1|DANA	LOC120417329|XP_039435250.1|CPIP
OG0004154	LOC6506910|XP_001957012.1|DANA	LOC120417336|XP_039435271.1|CPIP
OG0004155	LOC6499275|XP_001954977.1|DANA	LOC120428861|XP_039449919.1|CPIP
OG0004158	LOC6507056|XP_032310673.1|DANA	LOC120413789|XP_039430672.1|CPIP
OG0004159	LOC6500342|XP_001953008.1|DANA	LOC120413790|XP_039430674.1|CPIP
OG0004160	LOC6507580|XP_001955945.1|DANA	LOC120413779|XP_039430657.1|CPIP
OG0004161	LOC6498973|XP_001955579.2|DANA	LOC120413747|XP_039430606.1|CPIP
OG0004162	LOC6501699|XP_001955792.2|DANA	LOC120413798|XP_039430682.1|CPIP
OG0004163	LOC6499405|XP_001954702.2|DANA	LOC120413811|XP_039430701.1|CPIP
OG0004164	LOC6501131|XP_032305406.1|DANA	LOC120413780|XP_039430658.1|CPIP
OG0004165	LOC6494484|XP_014762811.1|DANA	LOC120422488|XP_039441878.1|CPIP
OG0004166	LOC6494908|XP_001959445.1|DANA	LOC120422497|XP_039441886.1|CPIP
OG0004167	LOC6501225|XP_001954797.1|DANA	LOC120431509|XP_039452544.1|CPIP
OG0004168	LOC6500005|XP_001953420.1|DANA	LOC120426114|XP_039446751.1|CPIP, LOC120425880|XP_039446434.1|CPIP
OG0004169	LOC6504029|XP_032308497.1|DANA	LOC120426113|XP_039446750.1|CPIP
OG0004170	LOC6504439|XP_032308335.1|DANA	LOC120417436|XP_039435411.1|CPIP, LOC120420869|XP_039439922.1|CPIP
OG0004171	LOC6504022|XP_001964023.2|DANA	LOC120428894|XP_039449966.1|CPIP, LOC120420879|XP_039439933.1|CPIP, LOC120417439|XP_039435416.1|CPIP
OG0004172	LOC6502035|XP_032311902.1|DANA	LOC120417435|XP_039435410.1|CPIP, LOC120420959|XP_039440028.1|CPIP
OG0004173	LOC6495891|XP_001959791.1|DANA	LOC120414822|XP_039432082.1|CPIP
OG0004174	LOC6494043|XP_032307009.1|DANA	LOC120414817|XP_039432073.1|CPIP
OG0004175	LOC6494290|XP_001960597.1|DANA	LOC120414814|XP_039432070.1|CPIP
OG0004176	LOC6502836|XP_001957171.1|DANA	LOC120414819|XP_039432079.1|CPIP
OG0004177	LOC6499950|XP_014766290.1|DANA	LOC120427522|XP_039448325.1|CPIP, LOC120430524|XP_039451574.1|CPIP
OG0004178	LOC6505787|XP_032305583.1|DANA	LOC120427517|XP_039448310.1|CPIP
OG0004179	LOC6504145|XP_001964268.1|DANA	LOC120430828|XP_039451879.1|CPIP, LOC120413932|XP_039430857.1|CPIP
OG0004180	LOC6500404|XP_032305739.1|DANA	LOC120413922|XP_039430835.1|CPIP
OG0004181	LOC6501507|XP_001955389.1|DANA	LOC120413976|XP_039430917.1|CPIP
OG0004182	LOC6507612|XP_032309826.1|DANA	LOC120413077|XP_039429713.1|CPIP
OG0004183	LOC6507613|XP_032309851.1|DANA	LOC120413063|XP_039429700.1|CPIP
OG0004184	LOC6506524|XP_001957718.1|DANA	LOC120413041|XP_039429665.1|CPIP
OG0004185	LOC6498456|XP_001962860.1|DANA	LOC120413040|XP_039429664.1|CPIP
OG0004186	LOC6503762|XP_001963786.1|DANA	LOC120413059|XP_039429697.1|CPIP
OG0004187	LOC6500020|XP_032306921.1|DANA	LOC120413075|XP_039429711.1|CPIP
OG0004188	LOC6494610|XP_014760084.1|DANA	LOC120423267|XP_039442937.1|CPIP
OG0004189	LOC6494599|XP_001965939.1|DANA	LOC120423276|XP_039442950.1|CPIP
OG0004190	LOC6500450|XP_001953237.1|DANA	LOC120423272|XP_039442945.1|CPIP
OG0004191	LOC6500449|XP_001953234.1|DANA	LOC120423274|XP_039442948.1|CPIP
OG0004192	LOC6499334|XP_001954847.2|DANA	LOC120412950|XP_039429524.1|CPIP
OG0004193	LOC6502315|XP_001966222.2|DANA	LOC120412938|XP_039429509.1|CPIP
OG0004194	LOC6499297|XP_001954921.1|DANA	LOC120412975|XP_039429556.1|CPIP
OG0004195	LOC6504574|XP_001966599.1|DANA	LOC120412937|XP_039429508.1|CPIP, LOC120412935|XP_039429506.1|CPIP
OG0004196	LOC6499072|XP_014765895.1|DANA	LOC120412919|XP_039429485.1|CPIP
OG0004197	LOC6499659|XP_001954201.1|DANA	LOC120412972|XP_039429553.1|CPIP
OG0004198	LOC6501671|XP_001955720.1|DANA	LOC120412992|XP_039429575.1|CPIP
OG0004199	LOC6499316|XP_032312064.1|DANA	LOC120428641|XP_039449616.1|CPIP, LOC120427477|XP_039448277.1|CPIP
OG0004200	LOC6496109|XP_001960244.1|DANA	LOC120414389|XP_039431496.1|CPIP
OG0004201	LOC6505590|XP_001964639.1|DANA	LOC120414387|XP_039431495.1|CPIP
OG0004202	LOC6501068|XP_001954496.3|DANA	LOC120414424|XP_039431538.1|CPIP
OG0004203	LOC6501617|XP_001955612.1|DANA	LOC120414428|XP_039431543.1|CPIP
OG0004204	LOC6506351|XP_001958052.1|DANA	LOC120414425|XP_039431539.1|CPIP
OG0004205	LOC6493617|XP_032310372.1|DANA	LOC120414422|XP_039431536.1|CPIP
OG0004206	LOC6500416|XP_001953173.1|DANA	LOC120414426|XP_039431540.1|CPIP
OG0004207	LOC6500126|XP_001953172.1|DANA	LOC120413958|XP_039430898.1|CPIP
OG0004208	LOC6501155|XP_001954654.1|DANA	LOC120413960|XP_039430900.1|CPIP, LOC120424392|XP_039444424.1|CPIP
OG0004209	LOC6505829|XP_001964444.1|DANA	LOC120424408|XP_039444447.1|CPIP
OG0004210	LOC6500046|XP_001953324.1|DANA	LOC120417904|XP_039436068.1|CPIP
OG0004211	LOC6507028|XP_001965296.1|DANA	LOC120417907|XP_039436070.1|CPIP
OG0004212	LOC6498854|XP_001955794.1|DANA	LOC120414015|XP_039430965.1|CPIP, LOC120431910|XP_039452975.1|CPIP
OG0004213	LOC6500970|XP_001954272.1|DANA	LOC120413998|XP_039430941.1|CPIP
OG0004214	LOC6495815|XP_001959644.1|DANA	LOC120413986|XP_039430926.1|CPIP
OG0004215	LOC6494359|XP_001960469.1|DANA	LOC120425926|XP_039446480.1|CPIP
OG0004216	LOC6507239|XP_014765114.1|DANA	LOC120426314|XP_039447007.1|CPIP
OG0004217	LOC6493337|XP_001957548.1|DANA	LOC120426302|XP_039446984.1|CPIP
OG0004218	LOC6503795|XP_001963732.1|DANA	LOC120422368|XP_039441711.1|CPIP
OG0004219	LOC6499637|XP_001954246.1|DANA	LOC120427434|XP_039448224.1|CPIP
OG0004220	LOC6501325|XP_032307487.1|DANA	LOC120423452|XP_039443206.1|CPIP
OG0004221	LOC6505803|XP_001964403.2|DANA	LOC120421496|XP_039440648.1|CPIP
OG0004222	LOC6505833|XP_001964452.1|DANA	LOC120421482|XP_039440633.1|CPIP
OG0004223	LOC6500537|XP_032305352.1|DANA	LOC120421484|XP_039440637.1|CPIP
OG0004224	LOC6498841|XP_001955832.1|DANA	LOC120421483|XP_039440634.1|CPIP
OG0004225	LOC6505107|XP_001965444.1|DANA	LOC120421501|XP_039440656.1|CPIP
OG0004226	LOC6499312|XP_014766007.1|DANA	LOC120422218|XP_039441541.1|CPIP
OG0004227	LOC6498953|XP_001955615.2|DANA	LOC120421385|XP_039440518.1|CPIP
OG0004228	LOC6501618|XP_001955614.1|DANA	LOC120422106|XP_039441403.1|CPIP
OG0004230	LOC6503678|XP_032308576.1|DANA	LOC120420976|XP_039440044.1|CPIP
OG0004231	LOC6493428|XP_001957728.1|DANA	LOC120420902|XP_039439961.1|CPIP
OG0004232	LOC6506517|XP_014764793.1|DANA	LOC120420936|XP_039440007.1|CPIP
OG0004233	LOC6506516|XP_001957732.1|DANA	LOC120420928|XP_039439995.1|CPIP
OG0004234	LOC6506509|XP_014764791.1|DANA	LOC120421698|XP_039440874.1|CPIP
OG0004235	LOC6504898|XP_001966552.1|DANA	LOC120421781|XP_039440988.1|CPIP
OG0004236	LOC6505718|XP_001964396.1|DANA	LOC120421122|XP_039440216.1|CPIP
OG0004237	LOC6500462|XP_001953270.1|DANA	LOC120426524|XP_039447227.1|CPIP
OG0004238	LOC6501027|XP_001954413.1|DANA	LOC120427944|XP_039448824.1|CPIP
OG0004239	LOC6505808|XP_001964410.1|DANA	LOC120427946|XP_039448828.1|CPIP
OG0004240	LOC6501694|XP_032312248.1|DANA	LOC120422732|XP_039442204.1|CPIP
OG0004241	LOC6500475|XP_001953297.1|DANA	LOC120422739|XP_039442212.1|CPIP
OG0004242	LOC6499373|XP_001954765.1|DANA	LOC120422752|XP_039442229.1|CPIP
OG0004243	LOC6493341|XP_001957555.1|DANA	LOC120422736|XP_039442209.1|CPIP
OG0004244	LOC6501286|XP_001954922.1|DANA	LOC120422737|XP_039442210.1|CPIP
OG0004245	LOC6492941|XP_001956697.1|DANA	LOC120422726|XP_039442188.1|CPIP
OG0004246	LOC6507165|XP_032309940.1|DANA	LOC120418254|XP_039436501.1|CPIP, LOC120422740|XP_039442213.1|CPIP
OG0004247	LOC6504635|XP_001966494.1|DANA	LOC120418261|XP_039436511.1|CPIP, LOC120422744|XP_039442221.1|CPIP
OG0004248	LOC6495512|XP_001959005.1|DANA	LOC120418277|XP_039436531.1|CPIP
OG0004249	LOC6507555|XP_001955906.1|DANA	LOC120431601|XP_039452640.1|CPIP
OG0004253	LOC6499630|XP_001954263.1|DANA	LOC120431178|XP_039452246.1|CPIP
OG0004257	LOC6499015|XP_001955508.1|DANA	LOC120429515|XP_039450521.1|CPIP
OG0004258	LOC6500220|XP_032305319.1|DANA	LOC120425158|XP_039445522.1|CPIP
OG0004260	LOC6501675|XP_032312185.1|DANA	LOC120430960|XP_039452026.1|CPIP
OG0004261	LOC6500487|XP_014766582.1|DANA	LOC120431529|XP_039452557.1|CPIP
OG0004262	LOC6503401|XP_001967502.1|DANA	LOC120420190|XP_039439111.1|CPIP
OG0004263	LOC6501241|XP_001954832.1|DANA	LOC120417918|XP_039436089.1|CPIP
OG0004264	LOC6499641|XP_001954239.1|DANA	LOC120422886|XP_039442381.1|CPIP
OG0004265	LOC6500098|XP_001953231.1|DANA	LOC120429182|XP_039450329.1|CPIP
OG0004266	LOC6494166|XP_001965970.1|DANA	LOC120423160|XP_039442775.1|CPIP
OG0004267	LOC6505709|XP_001964416.1|DANA	LOC120429730|XP_039450715.1|CPIP, LOC120423158|XP_039442773.1|CPIP
OG0004268	LOC6494321|XP_032306141.1|DANA	LOC120423149|XP_039442764.1|CPIP
OG0004269	LOC6495124|XP_001959000.1|DANA	LOC120419442|XP_039438058.1|CPIP
OG0004270	LOC26514796|XP_014764049.1|DANA	LOC120419446|XP_039438062.1|CPIP
OG0004271	LOC6495803|XP_001959621.1|DANA	LOC120427161|XP_039447953.1|CPIP
OG0004272	LOC6500939|XP_001954212.1|DANA	LOC120419429|XP_039438041.1|CPIP
OG0004273	LOC6500736|XP_001953816.1|DANA	LOC120419440|XP_039438056.1|CPIP
OG0004274	LOC6502316|XP_001966224.1|DANA	LOC120424118|XP_039444091.1|CPIP, LOC120430597|XP_039451636.1|CPIP
OG0004275	LOC6503984|XP_001963956.1|DANA	LOC120421354|XP_039440473.1|CPIP
OG0004276	LOC6502415|XP_032311180.1|DANA	LOC120419559|XP_039438217.1|CPIP
OG0004278	LOC6503649|XP_001964000.1|DANA	LOC120416644|XP_039434389.1|CPIP
OG0004279	LOC6497889|XP_001961652.1|DANA	LOC120416640|XP_039434384.1|CPIP
OG0004280	LOC6504024|XP_032308594.1|DANA	LOC120416662|XP_039434405.1|CPIP, LOC120415010|XP_039432304.1|CPIP
OG0004281	LOC6496506|XP_001961040.1|DANA	LOC120419936|XP_039438733.1|CPIP
OG0004282	LOC6494278|XP_001960615.1|DANA	LOC120419949|XP_039438743.1|CPIP
OG0004283	LOC6496286|XP_001960614.1|DANA	LOC120419952|XP_039438747.1|CPIP
OG0004284	LOC26514190|XP_014762303.1|DANA	LOC120412523|XP_039428951.1|CPIP
OG0004285	LOC6500758|XP_001953862.1|DANA	LOC120412552|XP_039428991.1|CPIP
OG0004286	LOC6507155|XP_032309755.1|DANA	LOC120418005|XP_039436182.1|CPIP
OG0004287	LOC6507156|XP_032310003.1|DANA	LOC120417993|XP_039436171.1|CPIP
OG0004288	LOC6507904|XP_001956568.1|DANA	LOC120418009|XP_039436187.1|CPIP
OG0004289	LOC6493580|XP_001958036.1|DANA	LOC120423635|XP_039443437.1|CPIP
OG0004290	LOC6496325|XP_001960706.1|DANA	LOC120425232|XP_039445601.1|CPIP
OG0004292	LOC26513871|XP_014765544.1|DANA	LOC120420848|XP_039439899.1|CPIP
OG0004293	LOC6506731|XP_001957336.1|DANA	LOC120420854|XP_039439906.1|CPIP
OG0004294	LOC6493619|XP_032310369.1|DANA	LOC120420858|XP_039439910.1|CPIP
OG0004295	LOC6493503|XP_032309554.1|DANA	LOC120420841|XP_039439893.1|CPIP
OG0004296	LOC6493504|XP_001957883.2|DANA	LOC120420851|XP_039439902.1|CPIP
OG0004297	LOC6496305|XP_001960657.1|DANA	LOC120425396|XP_039445846.1|CPIP
OG0004298	LOC6495223|XP_001958813.1|DANA	LOC120431028|XP_039452115.1|CPIP
OG0004299	LOC6494021|XP_032306854.1|DANA	LOC120415272|XP_039432676.1|CPIP
OG0004300	LOC6495510|XP_001959003.1|DANA	LOC120422168|XP_039441479.1|CPIP
OG0004301	LOC6506494|XP_001957769.1|DANA	LOC120422166|XP_039441477.1|CPIP
OG0004302	LOC6495610|XP_001959197.2|DANA	LOC120420420|XP_039439372.1|CPIP
OG0004303	LOC6494351|XP_001960485.1|DANA	LOC120427529|XP_039448329.1|CPIP
OG0004304	LOC6494506|XP_032307054.1|DANA	LOC120427542|XP_039448345.1|CPIP
OG0004305	LOC6494051|XP_032306239.1|DANA	LOC120416760|XP_039434528.1|CPIP
OG0004309	LOC6506998|XP_001956856.1|DANA	LOC120431247|XP_039452319.1|CPIP
OG0004310	LOC6495236|XP_032306942.1|DANA	LOC120417563|XP_039435589.1|CPIP
OG0004311	LOC6507938|XP_001956649.1|DANA	LOC120417587|XP_039435632.1|CPIP
OG0004314	LOC6496095|XP_001960217.2|DANA	LOC120415271|XP_039432669.1|CPIP
OG0004315	LOC6496446|XP_001960926.3|DANA	LOC120415301|XP_039432707.1|CPIP
OG0004316	LOC6495893|XP_001959795.1|DANA	LOC120415315|XP_039432731.1|CPIP
OG0004317	LOC6496505|XP_001961039.1|DANA	LOC120415286|XP_039432689.1|CPIP
OG0004318	LOC6494246|XP_032306096.1|DANA	LOC120415322|XP_039432739.1|CPIP
OG0004319	LOC6496243|XP_001960526.1|DANA	LOC120424969|XP_039445262.1|CPIP
OG0004320	LOC26514649|XP_014767317.1|DANA	LOC120418469|XP_039436837.1|CPIP
OG0004321	LOC6497499|XP_001961958.1|DANA	LOC120426480|XP_039447180.1|CPIP
OG0004322	LOC6500893|XP_032312144.1|DANA	LOC120426487|XP_039447185.1|CPIP
OG0004323	LOC6507658|XP_001956090.1|DANA	LOC120420374|XP_039439308.1|CPIP
OG0004324	LOC26514427|XP_014762327.1|DANA	LOC120420375|XP_039439312.1|CPIP
OG0004325	LOC6496397|XP_001960819.1|DANA	LOC120420387|XP_039439334.1|CPIP
OG0004326	LOC6494180|XP_032305924.1|DANA	LOC120416214|XP_039433839.1|CPIP
OG0004327	LOC6502886|XP_032311832.1|DANA	LOC120428352|XP_039449286.1|CPIP
OG0004328	LOC6494698|XP_001959835.1|DANA	LOC120423253|XP_039442907.1|CPIP
OG0004329	LOC6494235|XP_032307180.1|DANA	LOC120423243|XP_039442891.1|CPIP
OG0004330	LOC6496083|XP_001960184.1|DANA	LOC120414924|XP_039432192.1|CPIP
OG0004331	LOC6495986|XP_001959983.1|DANA	LOC120414902|XP_039432165.1|CPIP
OG0004332	LOC6498047|XP_001961964.1|DANA	LOC120414911|XP_039432179.1|CPIP
OG0004333	LOC6497365|XP_001962241.1|DANA	LOC120414894|XP_039432150.1|CPIP
OG0004334	LOC6498671|XP_001963287.1|DANA	LOC120414895|XP_039432152.1|CPIP
OG0004335	LOC6496640|XP_001961313.3|DANA	LOC120414893|XP_039432149.1|CPIP
OG0004336	LOC6495109|XP_001959034.1|DANA	LOC120414904|XP_039432167.1|CPIP
OG0004337	LOC6498085|XP_001962050.2|DANA	LOC120414897|XP_039432158.1|CPIP
OG0004338	LOC6507278|XP_001956336.1|DANA	LOC120418452|XP_039436809.1|CPIP
OG0004339	LOC6496350|XP_001960742.2|DANA	LOC120418441|XP_039436783.1|CPIP
OG0004340	LOC6494212|XP_001960741.1|DANA	LOC120418440|XP_039436782.1|CPIP
OG0004341	LOC6496414|XP_001960868.2|DANA	LOC120431261|XP_039452328.1|CPIP
OG0004342	LOC6494373|XP_032306822.1|DANA	LOC120417243|XP_039435137.1|CPIP
OG0004343	LOC6494374|XP_001960441.3|DANA	LOC120417222|XP_039435117.1|CPIP
OG0004344	LOC6496202|XP_001960437.1|DANA	LOC120417227|XP_039435121.1|CPIP
OG0004345	LOC6504125|XP_001965190.1|DANA	LOC120427046|XP_039447811.1|CPIP
OG0004346	LOC6496304|XP_014763749.1|DANA	LOC120427044|XP_039447809.1|CPIP
OG0004347	LOC6494256|XP_001960656.1|DANA	LOC120421729|XP_039440916.1|CPIP
OG0004348	LOC6494906|XP_001959449.2|DANA	LOC120427759|XP_039448602.1|CPIP
OG0004349	LOC6495721|XP_014763464.1|DANA	LOC120428141|XP_039449060.1|CPIP
OG0004350	LOC6495086|XP_001959094.1|DANA	LOC120424452|XP_039444518.1|CPIP
OG0004351	LOC6494017|XP_001961139.1|DANA	LOC120425053|XP_039445363.1|CPIP
OG0004352	LOC26515247|XP_032305708.1|DANA	LOC120415282|XP_039432686.1|CPIP
OG0004353	LOC6501454|XP_001955291.2|DANA	LOC120424181|XP_039444174.1|CPIP
OG0004354	LOC6505645|XP_001964539.1|DANA	LOC120424208|XP_039444199.1|CPIP
OG0004355	LOC6499452|XP_014766073.1|DANA	LOC120425122|XP_039445482.1|CPIP
OG0004356	LOC6494803|XP_001959638.1|DANA	LOC120424388|XP_039444423.1|CPIP
OG0004357	LOC6495799|XP_001959611.1|DANA	LOC120418003|XP_039436180.1|CPIP
OG0004358	LOC6495135|XP_014763170.1|DANA	LOC120429097|XP_039450195.1|CPIP
OG0004359	LOC6494441|XP_001960310.2|DANA	LOC120428515|XP_039449462.1|CPIP
OG0004361	LOC6501030|XP_001954418.1|DANA	LOC120421469|XP_039440621.1|CPIP
OG0004362	LOC6507651|XP_001956075.1|DANA	LOC120421462|XP_039440608.1|CPIP
OG0004363	LOC6504008|XP_001963995.1|DANA	LOC120431871|XP_039452936.1|CPIP
OG0004364	LOC6495807|XP_001959627.2|DANA	LOC120421461|XP_039440607.1|CPIP
OG0004365	LOC6494793|XP_032306048.1|DANA	LOC120416734|XP_039434495.1|CPIP
OG0004366	LOC6497641|XP_001961654.1|DANA	LOC120427348|XP_039448139.1|CPIP
OG0004367	LOC6506768|XP_001957274.1|DANA	LOC120426855|XP_039447591.1|CPIP, LOC120427340|XP_039448128.1|CPIP
OG0004368	LOC6493871|XP_001958595.1|DANA	LOC120426868|XP_039447606.1|CPIP
OG0004369	LOC6495196|XP_001958875.2|DANA	LOC120428057|XP_039448950.1|CPIP
OG0004370	LOC6494279|XP_001960613.1|DANA	LOC120415122|XP_039432477.1|CPIP
OG0004371	LOC6503134|XP_001963492.1|DANA	LOC120422942|XP_039442458.1|CPIP
OG0004372	LOC6494253|XP_032306752.1|DANA	LOC120422940|XP_039442452.1|CPIP
OG0004373	LOC6496658|XP_001961347.1|DANA	LOC120422964|XP_039442486.1|CPIP
OG0004374	LOC6494641|XP_032306542.1|DANA	LOC120415366|XP_039432792.1|CPIP
OG0004375	LOC6506498|XP_001957762.1|DANA	LOC120415852|XP_039433423.1|CPIP
OG0004376	LOC6507840|XP_001956451.1|DANA	LOC120430333|XP_039451367.1|CPIP
OG0004377	LOC6493453|XP_001957782.1|DANA	LOC120415103|XP_039432455.1|CPIP
OG0004378	LOC6495162|XP_032306081.1|DANA	LOC120415142|XP_039432503.1|CPIP
OG0004379	LOC6494794|XP_001959654.1|DANA	LOC120415132|XP_039432492.1|CPIP
OG0004380	LOC6495235|XP_001958791.1|DANA	LOC120415448|XP_039432931.1|CPIP
OG0004381	LOC6499865|XP_001953744.1|DANA	LOC120420350|XP_039439279.1|CPIP
OG0004382	LOC6494937|XP_001959364.1|DANA	LOC120419145|XP_039437713.1|CPIP
OG0004383	LOC6495748|XP_001959490.1|DANA	LOC120419169|XP_039437755.1|CPIP
OG0004384	LOC6495750|XP_001959492.1|DANA	LOC120419170|XP_039437757.1|CPIP
OG0004385	LOC6494322|XP_001960535.1|DANA	LOC120412759|XP_039429285.1|CPIP
OG0004386	LOC6495494|XP_001958969.1|DANA	LOC120412772|XP_039429301.1|CPIP
OG0004387	LOC6506127|XP_001958495.1|DANA	LOC120412713|XP_039429221.1|CPIP
OG0004388	LOC6494934|XP_032306960.1|DANA	LOC120412762|XP_039429288.1|CPIP
OG0004389	LOC6493422|XP_001957717.3|DANA	LOC120412716|XP_039429234.1|CPIP
OG0004390	LOC6493238|XP_014764266.1|DANA	LOC120415840|XP_039433410.1|CPIP
OG0004391	LOC6494594|XP_001960045.2|DANA	LOC120415885|XP_039433456.1|CPIP
OG0004392	LOC6493236|XP_032310364.1|DANA	LOC120415406|XP_039432867.1|CPIP
OG0004393	LOC6495646|XP_032306126.1|DANA	LOC120415444|XP_039432926.1|CPIP, LOC120427099|XP_039447887.1|CPIP
OG0004394	LOC6496445|XP_032306461.1|DANA	LOC120419311|XP_039437913.1|CPIP
OG0004395	LOC6496546|XP_001961118.1|DANA	LOC120427990|XP_039448881.1|CPIP
OG0004396	LOC6496659|XP_001961350.1|DANA	LOC120429998|XP_039451029.1|CPIP
OG0004397	LOC6495804|XP_001959623.1|DANA	LOC120431568|XP_039452609.1|CPIP, LOC120430002|XP_039451034.1|CPIP
OG0004398	LOC6494806|XP_001959624.1|DANA	LOC120429997|XP_039451028.1|CPIP, LOC120431570|XP_039452611.1|CPIP
OG0004399	LOC6496207|XP_001960452.1|DANA	LOC120429994|XP_039451022.1|CPIP
OG0004400	LOC6500959|XP_001954248.1|DANA	LOC120415133|XP_039432493.1|CPIP
OG0004401	LOC6495308|XP_001958655.2|DANA	LOC120415121|XP_039432474.1|CPIP
OG0004402	LOC6495310|XP_001958652.1|DANA	LOC120415124|XP_039432481.1|CPIP
OG0004403	LOC6496091|XP_001960206.1|DANA	LOC120429091|XP_039450190.1|CPIP
OG0004404	LOC6496655|XP_001961341.1|DANA	LOC120429158|XP_039450303.1|CPIP
OG0004405	LOC6492922|XP_014764150.1|DANA	LOC120429180|XP_039450330.1|CPIP
OG0004406	LOC6506109|XP_014764629.1|DANA	LOC120429230|XP_039450377.1|CPIP
OG0004407	LOC6495834|XP_001959679.1|DANA	LOC120429782|XP_039450778.1|CPIP
OG0004408	LOC6493280|XP_001957430.1|DANA	LOC120415384|XP_039432842.1|CPIP
OG0004409	LOC6502326|XP_014760022.1|DANA	LOC120418158|XP_039436389.1|CPIP
OG0004410	LOC6494211|XP_032306790.1|DANA	LOC120429991|XP_039451018.1|CPIP
OG0004411	LOC6506129|XP_001958493.2|DANA	LOC120429988|XP_039451015.1|CPIP
OG0004412	LOC6493815|XP_001958492.1|DANA	LOC120419171|XP_039437758.1|CPIP, LOC120420329|XP_039439258.1|CPIP
OG0004413	LOC6495714|XP_001959424.1|DANA	LOC120418141|XP_039436368.1|CPIP
OG0004414	LOC6494229|XP_001960696.1|DANA	LOC120418136|XP_039436357.1|CPIP
OG0004415	LOC6495160|XP_001958936.1|DANA	LOC120432665|XP_039453845.1|CPIP
OG0004416	LOC6494811|XP_001959616.1|DANA	LOC120412363|XP_039428721.1|CPIP
OG0004417	LOC6505827|XP_001964441.1|DANA	LOC120412360|XP_039428717.1|CPIP
OG0004418	LOC6494828|XP_001959586.2|DANA	LOC120412358|XP_039428707.1|CPIP
OG0004419	LOC6495233|XP_014763198.1|DANA	LOC120432641|XP_039453817.1|CPIP
OG0004420	LOC6494329|XP_001960525.1|DANA	LOC120412333|XP_039428667.1|CPIP
OG0004421	LOC6507851|XP_001956469.1|DANA	LOC120425247|XP_039445625.1|CPIP
OG0004422	LOC6493403|XP_014764361.1|DANA	LOC120425962|XP_039446543.1|CPIP
OG0004423	LOC6494299|XP_001960578.1|DANA	LOC120416845|XP_039434668.1|CPIP
OG0004424	LOC6494115|XP_032306956.1|DANA	LOC120416837|XP_039434660.1|CPIP
OG0004425	LOC6493216|XP_001957284.1|DANA	LOC120416832|XP_039434652.1|CPIP
OG0004426	LOC6506767|XP_001957276.1|DANA	LOC120416810|XP_039434619.1|CPIP
OG0004427	LOC6506742|XP_001957322.1|DANA	LOC120428653|XP_039449634.1|CPIP
OG0004428	LOC6500151|XP_032305409.1|DANA	LOC120428654|XP_039449635.1|CPIP
OG0004429	LOC6497568|XP_001961798.2|DANA	LOC120431001|XP_039452095.1|CPIP
OG0004430	LOC6507807|XP_001956387.1|DANA	LOC120418195|XP_039436435.1|CPIP
OG0004431	LOC6500841|XP_001954017.1|DANA	LOC120417013|XP_039434884.1|CPIP
OG0004432	LOC6499742|XP_001954018.2|DANA	LOC120416993|XP_039434862.1|CPIP
OG0004433	LOC6507275|XP_001956347.1|DANA	LOC120421847|XP_039441070.1|CPIP
OG0004434	LOC6495805|XP_001959625.1|DANA	LOC120421877|XP_039441108.1|CPIP
OG0004435	LOC6496023|XP_001960064.1|DANA	LOC120426626|XP_039447352.1|CPIP
OG0004436	LOC6494881|XP_032307182.1|DANA	LOC120420263|XP_039439192.1|CPIP
OG0004437	LOC6494366|XP_001960451.1|DANA	LOC120420280|XP_039439212.1|CPIP
OG0004438	LOC6495747|XP_001959488.1|DANA	LOC120426517|XP_039447220.1|CPIP
OG0004439	LOC6496347|XP_001960737.1|DANA	LOC120426512|XP_039447216.1|CPIP
OG0004440	LOC6496351|XP_001960744.1|DANA	LOC120426520|XP_039447223.1|CPIP
OG0004441	LOC6497415|XP_001962129.1|DANA	LOC120415200|XP_039432592.1|CPIP
OG0004442	LOC6494315|XP_001960548.1|DANA	LOC120415178|XP_039432570.1|CPIP
OG0004443	LOC6507618|XP_001956008.1|DANA	LOC120429785|XP_039450779.1|CPIP, LOC120430863|XP_039451922.1|CPIP
OG0004444	LOC6494280|XP_001960611.1|DANA	LOC120425102|XP_039445431.1|CPIP
OG0004445	LOC6494234|XP_032306836.1|DANA	LOC120416358|XP_039434024.1|CPIP
OG0004446	LOC6505584|XP_001964649.1|DANA	LOC120416357|XP_039434023.1|CPIP
OG0004447	LOC6501651|XP_001955684.1|DANA	LOC120416351|XP_039434017.1|CPIP
OG0004448	LOC6494451|XP_001960299.1|DANA	LOC120416363|XP_039434031.1|CPIP
OG0004449	LOC6502872|XP_001967423.2|DANA, LOC6493245|XP_001957346.2|DANA	LOC120421568|XP_039440731.1|CPIP
OG0004450	LOC6495688|XP_001959382.3|DANA	LOC120427131|XP_039447921.1|CPIP
OG0004451	LOC6494929|XP_001959388.1|DANA	LOC120432579|XP_039453748.1|CPIP
OG0004452	LOC6494583|XP_001960061.1|DANA	LOC120432581|XP_039453750.1|CPIP
OG0004453	LOC6495504|XP_001958991.1|DANA	LOC120432549|XP_039453710.1|CPIP
OG0004454	LOC6500013|XP_001953405.2|DANA	LOC120421562|XP_039440723.1|CPIP
OG0004455	LOC6493247|XP_001957352.1|DANA	LOC120421581|XP_039440747.1|CPIP
OG0004456	LOC6503502|XP_001964257.2|DANA	LOC120421563|XP_039440724.1|CPIP
OG0004457	LOC6507900|XP_001956558.1|DANA	LOC120421553|XP_039440715.1|CPIP
