Orthogroup	DANA.longest_only	DBUS.longest_only
OG0003680	LOC6494539|XP_001960141.1|DANA	LOC108595128|XP_033149005.1|DBUS
OG0003683	LOC6494840|XP_001959567.2|DANA	LOC108596086|XP_017836992.1|DBUS
OG0003684	LOC6507293|XP_001956299.1|DANA	LOC108600707|XP_017843926.1|DBUS
OG0003685	LOC6493018|XP_014764189.2|DANA	LOC108598730|XP_017840949.2|DBUS
OG0003686	LOC6494435|XP_001960317.1|DANA	LOC108597118|XP_017838985.1|DBUS
OG0003687	LOC6494529|XP_001960166.1|DANA	LOC108596472|XP_017837721.1|DBUS
OG0003688	LOC6494767|XP_001959709.1|DANA	LOC108595259|XP_017835959.1|DBUS
OG0003689	LOC6506092|XP_001958572.1|DANA	LOC108600742|XP_017843976.1|DBUS
OG0003690	LOC6507865|XP_001956488.1|DANA	LOC108598486|XP_017840629.1|DBUS
OG0003691	LOC6493241|XP_001957340.1|DANA	LOC108598941|XP_017841199.1|DBUS
OG0003692	LOC6496517|XP_001961054.1|DANA	LOC108596832|XP_017838443.1|DBUS
OG0003693	LOC6493438|XP_001957749.1|DANA	LOC108599481|XP_017841813.2|DBUS
OG0003694	LOC6507021|XP_001956807.1|DANA	LOC108600929|XP_017844253.1|DBUS
OG0003695	LOC6506941|XP_001956943.1|DANA	LOC108599590|XP_017842025.1|DBUS
OG0003696	LOC6495955|XP_001959928.1|DANA	LOC108595943|XP_017836717.1|DBUS
OG0003697	LOC6495626|XP_014763381.1|DANA	LOC108596672|XP_017838169.1|DBUS
OG0003698	LOC6507286|XP_014765136.1|DANA	LOC108598748|XP_017840973.1|DBUS
OG0003699	LOC6496465|XP_014763845.1|DANA	LOC108597268|XP_033149235.1|DBUS
OG0003700	LOC6496183|XP_001960391.1|DANA	LOC108597609|XP_017839734.1|DBUS
OG0003701	LOC6497397|XP_001962167.2|DANA	LOC108598871|XP_017841123.1|DBUS
OG0003702	LOC6507224|XP_001956440.1|DANA	LOC108598780|XP_017841009.2|DBUS
OG0003703	LOC6506906|XP_001957024.1|DANA	LOC108598675|XP_017840884.1|DBUS
OG0003704	LOC6506943|XP_001956941.1|DANA	LOC108599591|XP_017842026.1|DBUS
OG0003705	LOC6496494|XP_032306200.1|DANA	LOC108596742|XP_017838298.1|DBUS
OG0003706	LOC6493315|XP_001957508.1|DANA	LOC108598636|XP_017840829.1|DBUS
OG0003707	LOC6507079|XP_014765057.1|DANA	LOC108600265|XP_017843208.1|DBUS
OG0003708	LOC6493190|XP_001957231.1|DANA	LOC108598096|XP_033149367.1|DBUS
OG0003709	LOC6495775|XP_001959546.1|DANA	LOC108596375|XP_017837531.1|DBUS
OG0003710	LOC6494855|XP_001959547.1|DANA	LOC108596374|XP_017837530.1|DBUS
OG0003711	LOC6506346|XP_001958061.1|DANA	LOC108600186|XP_017843082.1|DBUS
OG0003712	LOC6496345|XP_001960734.1|DANA	LOC108597539|XP_017839627.1|DBUS
OG0003713	LOC6495038|XP_001959192.1|DANA	LOC108597288|XP_017839251.1|DBUS
OG0003714	LOC6495607|XP_001959191.1|DANA	LOC108597287|XP_017839250.1|DBUS
OG0003715	LOC6493160|XP_001957169.1|DANA	LOC108599068|XP_017841338.1|DBUS
OG0003716	LOC6506697|XP_001957398.1|DANA	LOC108600880|XP_017844186.1|DBUS
OG0003717	LOC6493379|XP_001957641.1|DANA	LOC108598715|XP_017840933.1|DBUS
OG0003718	LOC6507728|XP_001956230.1|DANA	LOC108600453|XP_017843530.1|DBUS
OG0003719	LOC6507219|XP_001956444.2|DANA	LOC108598614|XP_017840802.2|DBUS
OG0003720	LOC6504511|XP_001967048.2|DANA	LOC108606114|XP_017851456.1|DBUS
OG0003721	LOC6494765|XP_001959717.1|DANA	LOC108597346|XP_017839342.1|DBUS
OG0003722	LOC6493522|XP_001957919.2|DANA	LOC108600304|XP_017843280.2|DBUS
OG0003723	LOC6507761|XP_001956295.1|DANA	LOC108598917|XP_017841170.1|DBUS
OG0003724	LOC6493323|XP_001957525.2|DANA	LOC108600917|XP_017844239.1|DBUS
OG0003725	LOC6493301|XP_032310104.1|DANA	LOC108600333|XP_017843337.1|DBUS
OG0003726	LOC6493336|XP_001957546.1|DANA	LOC108600297|XP_017843267.1|DBUS
OG0003727	LOC6493156|XP_001957164.2|DANA	LOC108599394|XP_033149625.1|DBUS
OG0003728	LOC6505698|XP_001964435.1|DANA	LOC108603541|XP_017847942.1|DBUS
OG0003729	LOC6507589|XP_032310255.1|DANA	LOC108599455|XP_017841778.2|DBUS
OG0003730	LOC6493110|XP_032310182.1|DANA	LOC108600343|XP_017843355.2|DBUS
OG0003731	LOC6507681|XP_001956136.1|DANA	LOC108601118|XP_017844528.1|DBUS
OG0003732	LOC6493495|XP_001957863.1|DANA	LOC108600665|XP_017843850.1|DBUS
OG0003733	LOC6492936|XP_032309812.1|DANA	LOC108600881|XP_017844187.1|DBUS
OG0003734	LOC6507387|XP_001956108.1|DANA	LOC108600038|XP_017842872.1|DBUS
OG0003735	LOC6494914|XP_001959431.1|DANA	LOC108597529|XP_017839616.1|DBUS
OG0003736	LOC6495786|XP_001959579.1|DANA	LOC108595546|XP_017836294.1|DBUS
OG0003737	LOC6495868|XP_001959750.2|DANA	LOC108596744|XP_017838306.1|DBUS
OG0003738	LOC6496377|XP_001960790.1|DANA	LOC108596524|XP_017837900.2|DBUS
OG0003739	LOC6494066|XP_001961043.1|DANA	LOC108597385|XP_017839407.1|DBUS
OG0003740	LOC6496512|XP_001961049.1|DANA	LOC108596727|XP_017838260.1|DBUS
OG0003741	LOC6507090|XP_001956686.1|DANA	LOC108598290|XP_017840852.1|DBUS
OG0003742	LOC6506292|XP_001958187.1|DANA	LOC108600223|XP_017843135.1|DBUS
OG0003743	LOC6496489|XP_032305950.1|DANA	LOC108597384|XP_017839406.1|DBUS
OG0003744	LOC6496511|XP_001961047.1|DANA	LOC108595983|XP_017836760.2|DBUS
OG0003745	LOC6495362|XP_001958667.1|DANA	LOC108597366|XP_017839381.1|DBUS
OG0003746	LOC6495069|XP_032306220.1|DANA	LOC108597020|XP_017838789.2|DBUS
OG0003747	LOC6507444|XP_001956004.1|DANA	LOC108598148|XP_033150659.1|DBUS
OG0003748	LOC6507616|XP_001956006.2|DANA	LOC108599257|XP_017841542.2|DBUS
OG0003749	LOC6507443|XP_001956009.1|DANA	LOC108601072|XP_017844456.2|DBUS
OG0003750	LOC6507617|XP_001956007.1|DANA	LOC108598480|XP_017840619.1|DBUS
OG0003751	LOC6507619|XP_001956010.2|DANA	LOC108600303|XP_033149293.1|DBUS
OG0003752	LOC6493361|XP_032309706.1|DANA	LOC108600484|XP_017843598.2|DBUS
OG0003753	LOC6493754|XP_001958376.1|DANA	LOC108601076|XP_017844459.2|DBUS
OG0003754	LOC6493755|XP_001958378.1|DANA	LOC108600637|XP_017843817.2|DBUS
OG0003755	LOC6493359|XP_001957594.2|DANA	LOC108598618|XP_017840806.1|DBUS
OG0003756	LOC6501741|XP_001967137.2|DANA	LOC108597736|XP_017839920.1|DBUS
OG0003757	LOC6494398|XP_001960403.1|DANA	LOC108595092|XP_017835733.1|DBUS
OG0003758	LOC6494978|XP_014763094.1|DANA	LOC108596364|XP_017837515.1|DBUS
OG0003759	LOC6506968|XP_001956904.2|DANA	LOC108599581|XP_017842009.2|DBUS
OG0003760	LOC6496078|XP_032307154.1|DANA	LOC108597007|XP_017838773.1|DBUS
OG0003761	LOC6506960|XP_001956916.1|DANA	LOC108598791|XP_017841023.1|DBUS
OG0003762	LOC6506961|XP_001956914.1|DANA	LOC108598436|XP_017840556.1|DBUS
OG0003763	LOC6506158|XP_014764646.2|DANA	LOC108598041|XP_033149442.1|DBUS
OG0003764	LOC6506155|XP_032309670.1|DANA	LOC108598444|XP_033149359.1|DBUS
OG0003765	LOC6497086|XP_001962787.1|DANA	LOC108603432|XP_017847744.1|DBUS
OG0003766	LOC6503060|XP_001963347.1|DANA	LOC108605611|XP_017850878.1|DBUS
OG0003767	LOC6505282|XP_001964826.1|DANA	LOC108597678|XP_017839840.1|DBUS
OG0003768	LOC6495394|XP_032306623.1|DANA	LOC108594758|XP_017835386.1|DBUS
OG0003769	LOC6495392|XP_001958741.1|DANA	LOC108596550|XP_017837936.1|DBUS
OG0003770	LOC6503326|XP_032311971.1|DANA	LOC108607407|XP_017853680.1|DBUS
OG0003771	LOC6507326|XP_001956242.1|DANA	LOC108600996|XP_033149426.1|DBUS
OG0003772	LOC6506225|XP_001958312.1|DANA	LOC108599976|XP_017842736.1|DBUS
OG0003773	LOC6496403|XP_001960840.1|DANA	LOC108595046|XP_017835676.1|DBUS
OG0003774	LOC6494434|XP_001960318.2|DANA	LOC108596728|XP_017838261.1|DBUS
OG0003775	LOC6502981|XP_032308889.1|DANA	LOC108606982|XP_017853045.1|DBUS
OG0003776	LOC6495991|XP_001959994.1|DANA	LOC108597352|XP_017839347.1|DBUS
OG0003777	LOC6494079|XP_001961017.1|DANA	LOC108597177|XP_017839084.1|DBUS
OG0003778	LOC6495246|XP_032306005.1|DANA	LOC108597344|XP_017839338.1|DBUS
OG0003779	LOC6495039|XP_001959187.1|DANA	LOC108596721|XP_033148924.1|DBUS
OG0003780	LOC6494648|XP_001959938.1|DANA	LOC108596298|XP_017837381.1|DBUS
OG0003781	LOC6505454|XP_032311737.1|DANA	LOC108607422|XP_017853713.1|DBUS
OG0003782	LOC6504678|XP_032309013.1|DANA	LOC108606288|XP_017851758.1|DBUS
OG0003783	LOC6501466|XP_001955309.1|DANA	LOC108604746|XP_017849821.1|DBUS
OG0003784	LOC6495557|XP_001959100.1|DANA	LOC108597338|XP_017839334.1|DBUS
OG0003785	LOC6493888|XP_014762450.1|DANA	LOC108595273|XP_017835974.1|DBUS
OG0003786	LOC6495625|XP_032306336.1|DANA	LOC108597306|XP_017839274.1|DBUS
OG0003787	LOC6494996|XP_001959250.1|DANA	LOC108594648|XP_017835279.1|DBUS
OG0003788	LOC6494904|XP_001959456.1|DANA	LOC108595422|XP_017836139.1|DBUS
OG0003789	LOC6494562|XP_014762849.1|DANA	LOC108597149|XP_033151007.1|DBUS
OG0003790	LOC6493442|XP_001957761.2|DANA	LOC108598448|XP_017840576.1|DBUS
OG0003791	LOC6499449|XP_001954619.2|DANA	LOC108604056|XP_017848807.1|DBUS
OG0003792	LOC6496076|XP_001960169.1|DANA	LOC108595431|XP_017836150.1|DBUS
OG0003793	LOC6496188|XP_001960405.1|DANA	LOC108595244|XP_017835932.1|DBUS
OG0003794	LOC6494758|XP_001959727.1|DANA	LOC108596804|XP_017838400.1|DBUS
OG0003795	LOC26514008|XP_001956389.1|DANA	LOC108598231|XP_017840336.2|DBUS, LOC108601075|XP_017844458.2|DBUS
OG0003796	LOC6505520|XP_001964773.1|DANA	LOC108603035|XP_017846941.1|DBUS
OG0003797	LOC6497702|XP_001961534.1|DANA	LOC108607566|XP_017853946.2|DBUS
OG0003798	LOC6495319|XP_001958637.1|DANA	LOC108596072|XP_017836973.1|DBUS
OG0003799	LOC6496094|XP_001960211.3|DANA	LOC108596188|XP_033149108.1|DBUS
OG0003800	LOC6497703|XP_001961528.1|DANA	LOC108598591|XP_033150959.1|DBUS
OG0003801	LOC6497268|XP_014761601.1|DANA	LOC108601987|XP_017845474.1|DBUS
OG0003802	LOC6498263|XP_001962422.1|DANA	LOC108607965|XP_017854581.1|DBUS
OG0003803	LOC6506008|XP_001964771.1|DANA	LOC108603032|XP_017846938.1|DBUS
OG0003804	LOC6497822|XP_001961520.2|DANA	LOC108607845|XP_033150874.1|DBUS
OG0003805	LOC6497860|XP_001961585.2|DANA	LOC108608504|XP_017855391.2|DBUS
OG0003806	LOC6499006|XP_014760133.1|DANA	LOC108608345|XP_017855177.1|DBUS
OG0003807	LOC6497118|XP_032311272.1|DANA	LOC108608498|XP_017855383.1|DBUS
OG0003808	LOC6494363|XP_032306685.1|DANA, LOC6506533|XP_014764804.2|DANA	LOC108600041|XP_017842875.1|DBUS
OG0003809	LOC6498070|XP_001962016.1|DANA	LOC108596334|XP_017837474.1|DBUS
OG0003810	LOC6496468|XP_001960965.1|DANA	LOC108596273|XP_017837330.1|DBUS
OG0003811	LOC6495192|XP_032307078.1|DANA	LOC108596626|XP_017838060.1|DBUS
OG0003812	LOC6503404|XP_032311389.1|DANA	LOC108603305|XP_033150828.1|DBUS
OG0003813	LOC6496981|XP_001963002.1|DANA	LOC108596546|XP_017837932.2|DBUS
OG0003814	LOC6497027|XP_001962901.1|DANA	LOC108608051|XP_017854721.1|DBUS
OG0003815	LOC6501110|XP_032305881.1|DANA	LOC108603492|XP_017847836.1|DBUS
OG0003816	LOC6497070|XP_001962812.2|DANA	LOC108607982|XP_017854625.1|DBUS
OG0003817	LOC6504664|XP_001964879.1|DANA	LOC108594434|XP_017835097.1|DBUS
OG0003818	LOC6503375|XP_001965343.1|DANA	LOC108594523|XP_017835216.2|DBUS
OG0003819	LOC6507274|XP_001965340.1|DANA	LOC108594404|XP_017835061.2|DBUS
OG0003820	LOC6499374|XP_001954762.1|DANA	LOC108603354|XP_017847580.1|DBUS
OG0003821	LOC6496344|XP_032306565.1|DANA	LOC108597655|XP_017839800.1|DBUS
OG0003822	LOC6497344|XP_001962280.1|DANA	LOC108599977|XP_017842741.2|DBUS
OG0003823	LOC6498674|XP_001963296.1|DANA	LOC108604281|XP_017849177.1|DBUS
OG0003824	LOC6497075|XP_001962803.1|DANA	LOC108608405|XP_017855294.1|DBUS
OG0003825	LOC6497193|XP_001962581.1|DANA	LOC108596844|XP_017838466.2|DBUS
OG0003826	LOC6498323|XP_001962543.1|DANA	LOC108603310|XP_017847486.1|DBUS
OG0003827	LOC6505389|XP_001964875.1|DANA	LOC108607271|XP_017853474.1|DBUS
OG0003828	LOC6505399|XP_001964877.1|DANA	LOC108600728|XP_017843956.2|DBUS
OG0003829	LOC6498407|XP_001962736.1|DANA	LOC108602702|XP_017846346.2|DBUS
OG0003830	LOC6497148|XP_001962664.2|DANA	LOC108608116|XP_017854834.1|DBUS
OG0003831	LOC6499744|XP_001954015.1|DANA	LOC108602900|XP_017846697.1|DBUS
OG0003832	LOC6498234|XP_001962357.1|DANA	LOC108599248|XP_017841537.2|DBUS
OG0003834	LOC6497297|XP_001962373.1|DANA	LOC108598705|XP_017840923.1|DBUS
OG0003835	LOC6497795|XP_014761824.1|DANA	LOC108607906|XP_017854505.1|DBUS
OG0003836	LOC6498031|XP_001961931.2|DANA	LOC108596262|XP_017837312.2|DBUS
OG0003837	LOC6497511|XP_001961933.1|DANA	LOC108599542|XP_017841919.1|DBUS
OG0003838	LOC6498056|XP_001961982.1|DANA	LOC108606378|XP_017851969.1|DBUS
OG0003839	LOC6504334|XP_032311162.1|DANA	LOC108594372|XP_017835023.2|DBUS
OG0003840	LOC6496490|XP_001961004.1|DANA	LOC108596114|XP_017837031.1|DBUS
OG0003841	LOC6503306|XP_001967580.1|DANA	LOC108596234|XP_017837266.1|DBUS
OG0003842	LOC6498646|XP_001963233.1|DANA	LOC108608019|XP_033150303.1|DBUS
OG0003843	LOC6498418|XP_001962765.1|DANA	LOC108607506|XP_017853859.2|DBUS
OG0003844	LOC6504335|XP_014760430.1|DANA	LOC108608525|XP_017855423.1|DBUS
OG0003845	LOC6497166|XP_032311349.1|DANA	LOC108607246|XP_033150408.1|DBUS
OG0003846	LOC6505435|XP_014760497.1|DANA	LOC108594453|XP_017835117.1|DBUS
OG0003847	LOC6505342|XP_014760475.1|DANA	LOC108608077|XP_017854762.1|DBUS
OG0003848	LOC6499913|XP_001953645.3|DANA	LOC108604241|XP_017849104.1|DBUS
OG0003849	LOC6496602|XP_001961230.1|DANA	LOC108596926|XP_017838636.1|DBUS
OG0003850	LOC6498411|XP_032311133.1|DANA	LOC108607747|XP_033150064.1|DBUS
OG0003851	LOC6495040|XP_001959185.1|DANA	LOC108597499|XP_017839572.1|DBUS
OG0003852	LOC6498109|XP_001962094.2|DANA	LOC108594420|XP_017835081.1|DBUS
OG0003853	LOC6496171|XP_014763646.1|DANA	LOC108596450|XP_017837686.1|DBUS
OG0003854	LOC6498171|XP_001962227.1|DANA	LOC108606704|XP_017837764.1|DBUS
OG0003855	LOC6498170|XP_001962226.3|DANA	LOC108608068|XP_017854750.1|DBUS
OG0003856	LOC6497060|XP_032311295.1|DANA	LOC108603179|XP_017847230.1|DBUS
OG0003857	LOC6504393|XP_001964966.1|DANA	LOC108594221|XP_017834820.1|DBUS
OG0003858	LOC6502906|XP_032311795.1|DANA	LOC108606309|XP_017851798.1|DBUS
OG0003859	LOC6507285|XP_001965344.1|DANA	LOC108608228|XP_017854998.1|DBUS
OG0003860	LOC6502519|XP_014763917.1|DANA	LOC108597759|XP_017839959.1|DBUS
OG0003861	LOC6496724|XP_001967334.1|DANA	LOC108608175|XP_017854922.1|DBUS
OG0003862	LOC6497328|XP_014761648.1|DANA	LOC108608067|XP_017854747.2|DBUS
OG0003863	LOC6505366|XP_032311167.1|DANA	LOC108607695|XP_033150660.1|DBUS
OG0003864	LOC6504729|XP_001964858.1|DANA	LOC108603170|XP_017847219.1|DBUS
OG0003865	LOC6499570|XP_001954361.1|DANA	LOC108601944|XP_017845413.1|DBUS
OG0003866	LOC6497158|XP_001962651.1|DANA	LOC108594531|XP_017835223.1|DBUS
OG0003867	LOC26514973|XP_014760160.1|DANA	LOC108604412|XP_017849371.2|DBUS
OG0003868	LOC6498573|XP_001963095.1|DANA	LOC108603153|XP_017847194.1|DBUS, LOC108605869|XP_017851171.1|DBUS
OG0003869	LOC6497010|XP_001962932.1|DANA	LOC108608528|XP_017855432.1|DBUS
OG0003870	LOC6497659|XP_001961619.3|DANA	LOC108607861|XP_033150872.1|DBUS
OG0003871	LOC6498484|XP_001962920.2|DANA	LOC108598868|XP_017841116.1|DBUS
OG0003872	LOC6494210|XP_001960745.2|DANA	LOC108595390|XP_017836105.1|DBUS
OG0003873	LOC6497969|XP_001961817.1|DANA	LOC108601356|XP_017844748.1|DBUS
OG0003874	LOC6498374|XP_032311006.1|DANA	LOC108607690|XP_017854153.1|DBUS
OG0003875	LOC6496962|XP_032311352.1|DANA	LOC108594264|XP_017834879.2|DBUS
OG0003876	LOC6496864|XP_001963250.1|DANA	LOC108596732|XP_017838272.1|DBUS
OG0003877	LOC6497789|XP_001961455.1|DANA	LOC108599865|XP_017842502.1|DBUS
OG0003878	LOC6503372|XP_014760384.1|DANA	LOC108608227|XP_017854995.1|DBUS
OG0003879	LOC6507552|XP_001955903.1|DANA	LOC108598831|XP_017841073.1|DBUS
OG0003880	LOC6506451|XP_001957856.1|DANA	LOC108601004|XP_017844358.2|DBUS
OG0003881	LOC6495836|XP_001959682.1|DANA	LOC108596784|XP_017838377.1|DBUS
OG0003882	LOC6493894|XP_014762453.1|DANA	LOC108596369|XP_017837525.1|DBUS
OG0003883	LOC6503668|XP_001963966.1|DANA	LOC108606845|XP_017852829.1|DBUS
OG0003884	LOC6497084|XP_001962790.1|DANA	LOC108608144|XP_017854876.2|DBUS
OG0003885	LOC6496998|XP_001962960.1|DANA	LOC108607741|XP_017854254.1|DBUS
OG0003886	LOC6498504|XP_001962961.2|DANA	LOC117135046|XP_033150792.1|DBUS
OG0003887	LOC6503289|XP_001967578.3|DANA	LOC108594515|XP_017835207.2|DBUS
OG0003888	LOC6501630|XP_001955640.1|DANA	LOC108603555|XP_017847964.1|DBUS
OG0003890	LOC6506842|XP_001957136.1|DANA	LOC108595049|XP_017835679.1|DBUS
OG0003891	LOC6497088|XP_001962784.1|DANA	LOC108608181|XP_017854929.2|DBUS
OG0003892	LOC6507463|XP_001955962.1|DANA	LOC108599454|XP_017841776.1|DBUS
OG0003893	LOC6498438|XP_001962822.1|DANA	LOC108608374|XP_017855209.1|DBUS
OG0003894	LOC6498597|XP_001963131.1|DANA	LOC108597427|XP_017839474.1|DBUS
OG0003895	LOC6495578|XP_001959134.1|DANA	LOC108605898|XP_017851202.1|DBUS
OG0003896	LOC6495067|XP_001959137.1|DANA	LOC108597431|XP_017839478.1|DBUS
OG0003897	LOC6494647|XP_001959940.1|DANA	LOC108596299|XP_017837383.1|DBUS
OG0003898	LOC6498018|XP_001961902.1|DANA	LOC108601133|XP_017844549.1|DBUS
OG0003899	LOC6503358|XP_001965366.1|DANA	LOC108607717|XP_017854208.1|DBUS
OG0003900	LOC6503785|XP_001965247.2|DANA	LOC108598016|XP_017840123.1|DBUS
OG0003901	LOC6505557|XP_001964965.1|DANA	LOC108600734|XP_017843969.1|DBUS
OG0003902	LOC6503458|XP_001965313.1|DANA	LOC108594316|XP_017834953.1|DBUS
OG0003903	LOC6497051|XP_001962847.1|DANA	LOC108608534|XP_017855437.1|DBUS
OG0003904	LOC6498451|XP_001962848.1|DANA	LOC108608533|XP_017855436.2|DBUS
OG0003905	LOC6501542|XP_001955449.1|DANA	LOC108601494|XP_033150128.1|DBUS
OG0003906	LOC6494518|XP_001960189.1|DANA	LOC108595116|XP_017835767.1|DBUS
OG0003907	LOC6497892|XP_001961660.1|DANA	LOC108598889|XP_017841141.1|DBUS
OG0003908	LOC6497893|XP_001961661.1|DANA	LOC108598898|XP_033150800.1|DBUS
OG0003909	LOC6495285|XP_032306358.1|DANA	LOC108597646|XP_017839784.1|DBUS
OG0003910	LOC6500073|XP_001953272.1|DANA	LOC108596815|XP_017838419.1|DBUS
OG0003911	LOC6506159|XP_001965123.1|DANA	LOC108600111|XP_017842974.2|DBUS
OG0003912	LOC6496704|XP_001967347.1|DANA	LOC108599039|XP_017841311.2|DBUS
OG0003913	LOC6504365|XP_032310985.1|DANA	LOC108599582|XP_017842015.1|DBUS
OG0003914	LOC6497053|XP_001962844.1|DANA	LOC108608315|XP_017855132.1|DBUS
OG0003915	LOC6503066|XP_032308938.1|DANA	LOC108607009|XP_017853078.1|DBUS
OG0003916	LOC6498140|XP_001962160.1|DANA	LOC108598403|XP_017840518.1|DBUS
OG0003917	LOC6497220|XP_001962533.3|DANA	LOC108607464|XP_017853791.1|DBUS
OG0003918	LOC6497950|XP_001961783.1|DANA	LOC108601184|XP_017844606.1|DBUS
OG0003919	LOC6503309|XP_032309225.1|DANA	LOC108597704|XP_033148971.1|DBUS
OG0003920	LOC6495851|XP_001959710.1|DANA	LOC108596871|XP_017838537.1|DBUS
OG0003921	LOC6497376|XP_001962211.2|DANA	LOC108607987|XP_017854631.2|DBUS
OG0003922	LOC6498446|XP_001962834.2|DANA	LOC108594492|XP_017835175.1|DBUS
OG0003923	LOC6506026|XP_001966650.1|DANA	LOC108607355|XP_017853538.1|DBUS
OG0003924	LOC6496520|XP_001961060.1|DANA	LOC108595358|XP_017836071.1|DBUS
OG0003925	LOC6498516|XP_032310932.1|DANA	LOC108608009|XP_033149606.1|DBUS
OG0003926	LOC6496986|XP_001962992.1|DANA	LOC108607482|XP_017853814.1|DBUS
OG0003927	LOC6497430|XP_001962097.1|DANA	LOC108597652|XP_017839799.1|DBUS
OG0003928	LOC6498340|XP_032307749.1|DANA	LOC108598146|XP_033150649.1|DBUS, LOC108597574|XP_017839677.2|DBUS
OG0003929	LOC6497056|XP_001962840.2|DANA	LOC108608455|XP_017855323.1|DBUS
OG0003930	LOC6498246|XP_001962388.1|DANA	LOC108594220|XP_017834819.1|DBUS
OG0003931	LOC6497279|XP_014761610.1|DANA	LOC108606773|XP_017852681.1|DBUS
OG0003932	LOC6495571|XP_014763357.1|DANA	LOC108594676|XP_017835305.1|DBUS
OG0003933	LOC6497240|XP_014761576.1|DANA	LOC108598203|XP_017840312.1|DBUS
OG0003934	LOC6498347|XP_001962595.1|DANA	LOC108603043|XP_017846954.1|DBUS
OG0003935	LOC6494417|XP_001960368.1|DANA	LOC108597372|XP_017839389.1|DBUS
OG0003936	LOC6496170|XP_001960367.1|DANA	LOC108596838|XP_017838452.1|DBUS
OG0003937	LOC6494092|XP_001960993.1|DANA	LOC108596353|XP_017837500.1|DBUS
OG0003938	LOC6498514|XP_032311261.1|DANA	LOC108607950|XP_017854564.2|DBUS
OG0003939	LOC6498329|XP_001962555.1|DANA	LOC108606424|XP_017852021.1|DBUS
OG0003940	LOC6506298|XP_001965149.1|DANA	LOC108608286|XP_017855090.1|DBUS
OG0003941	LOC6496992|XP_001962975.1|DANA	LOC108607949|XP_017854557.1|DBUS
OG0003942	LOC6505480|XP_001964937.2|DANA	LOC108594530|XP_033148943.1|DBUS
OG0003943	LOC6498520|XP_001962987.1|DANA	LOC108607658|XP_017854095.1|DBUS
OG0003945	LOC6495906|XP_001959832.1|DANA	LOC108595586|XP_017836337.1|DBUS
OG0003946	LOC6498012|XP_014761929.1|DANA	LOC108596267|XP_017837326.1|DBUS
OG0003947	LOC6497528|XP_001961899.1|DANA	LOC108594442|XP_017835106.2|DBUS
OG0003948	LOC6497909|XP_001961696.1|DANA	LOC108600922|XP_017844248.1|DBUS
OG0003949	LOC6497620|XP_001961694.2|DANA	LOC108607798|XP_017854327.1|DBUS
OG0003950	LOC6497111|XP_001962732.1|DANA	LOC108597322|XP_017839305.1|DBUS
OG0003951	LOC6497115|XP_014761520.1|DANA, LOC116656028|XP_032311056.1|DANA	LOC108600369|XP_017843436.2|DBUS
OG0003952	LOC6497589|XP_001961755.3|DANA	LOC108607776|XP_017854298.1|DBUS
OG0003953	LOC6498240|XP_001962368.1|DANA	LOC108608462|XP_017855335.1|DBUS
OG0003954	LOC6507683|XP_001956142.1|DANA	LOC108599067|XP_017841337.2|DBUS
OG0003955	LOC6498586|XP_032311044.1|DANA	LOC108601355|XP_033149832.1|DBUS
OG0003956	LOC6497658|XP_032307698.1|DANA	LOC108607898|XP_033150633.1|DBUS
OG0003957	LOC6493740|XP_001958346.1|DANA	LOC108600860|XP_017844155.1|DBUS
OG0003958	LOC6502372|XP_001967165.3|DANA	LOC108607003|XP_017853070.1|DBUS
OG0003959	LOC6495059|XP_032306532.1|DANA	LOC108597271|XP_017839221.1|DBUS
OG0003960	LOC6503689|XP_001963918.2|DANA	LOC108606392|XP_017851958.1|DBUS
OG0003961	LOC6504491|XP_014760438.1|DANA	LOC108608215|XP_017854978.1|DBUS
OG0003962	LOC6496984|XP_001962996.1|DANA	LOC108607479|XP_017853809.1|DBUS
OG0003963	LOC6498027|XP_032307402.1|DANA	LOC108594395|XP_017835050.2|DBUS
OG0003965	LOC6497578|XP_032307562.1|DANA	LOC108605554|XP_017850807.1|DBUS
OG0003966	LOC6505392|XP_001966903.1|DANA	LOC108594261|XP_017834875.2|DBUS
OG0003967	LOC6495665|XP_014763434.1|DANA	LOC108596573|XP_017837971.1|DBUS
OG0003968	LOC6494952|XP_014763084.1|DANA	LOC108595107|XP_017835757.1|DBUS
OG0003969	LOC6494649|XP_001959936.1|DANA	LOC108597050|XP_017838858.1|DBUS
OG0003970	LOC6503354|XP_001965369.1|DANA	LOC108602337|XP_017845919.1|DBUS
OG0003971	LOC6496947|XP_001963080.1|DANA	LOC108607474|XP_017853802.1|DBUS
OG0003972	LOC6493610|XP_014764466.1|DANA	LOC108599531|XP_017841903.2|DBUS
OG0003973	LOC6496187|XP_001960402.1|DANA	LOC108595626|XP_017836382.1|DBUS
OG0003974	LOC6495138|XP_001958974.1|DANA	LOC108597777|XP_017839981.1|DBUS
OG0003975	LOC6498360|XP_032310950.1|DANA	LOC108607835|XP_033150811.1|DBUS
OG0003976	LOC6498432|XP_001962808.1|DANA	LOC108604358|XP_017849285.1|DBUS
OG0003978	LOC6506304|XP_032310610.1|DANA	LOC108598736|XP_017840958.1|DBUS
OG0003979	LOC6498604|XP_001963145.1|DANA	LOC108607790|XP_017854318.2|DBUS
OG0003980	LOC6494306|XP_001965940.1|DANA	LOC108601801|XP_017845226.1|DBUS
OG0003981	LOC6497026|XP_001962904.1|DANA	LOC108608328|XP_017855157.1|DBUS
