Orthogroup	DANA.longest_only	AAEG.longest_only
OG0003987	LOC6498659|XP_032311001.1|DANA	LOC5564852|XP_021703004.1|AAEG
OG0003988	LOC6497203|XP_001962563.3|DANA	LOC5569075|XP_001658305.2|AAEG
OG0003989	LOC6504241|XP_001965104.1|DANA	LOC5569078|XP_021703045.1|AAEG
OG0003990	LOC6497720|XP_001961492.1|DANA	LOC5567981|XP_001657802.1|AAEG
OG0003991	LOC6506615|XP_014760573.1|DANA	LOC5567979|XP_021703064.1|AAEG
OG0003992	LOC6506625|XP_001965217.1|DANA	LOC5567974|XP_001657796.2|AAEG
OG0003993	LOC6506712|XP_001965231.2|DANA	LOC110675225|XP_021695345.1|AAEG
OG0003994	LOC6501497|XP_001955373.1|DANA	LOC110677016|XP_021703090.1|AAEG
OG0003995	LOC6494062|XP_001961059.1|DANA	LOC5572772|XP_001660592.2|AAEG
OG0003996	LOC6495074|XP_001959124.1|DANA	LOC5573701|XP_001661019.1|AAEG
OG0003997	LOC6496855|XP_001963266.1|DANA	LOC5573693|XP_001661022.2|AAEG
OG0003998	LOC26513764|XP_032309419.1|DANA	LOC5568927|XP_021703191.1|AAEG
OG0003999	LOC6498703|XP_001965872.1|DANA	LOC5568918|XP_001658243.1|AAEG
OG0004000	LOC6501886|XP_001966733.1|DANA	LOC5573202|XP_001660743.2|AAEG
OG0004001	LOC6494225|XP_001960704.1|DANA	LOC5573173|XP_021703270.1|AAEG
OG0004002	LOC6498260|XP_001962418.1|DANA	LOC5573180|XP_001660797.2|AAEG
OG0004003	LOC6497942|XP_032307321.1|DANA	LOC5578840|XP_021703302.1|AAEG
OG0004004	LOC6503085|XP_001963401.2|DANA, LOC6497446|XP_001962060.1|DANA	LOC5578838|XP_001657197.2|AAEG
OG0004005	LOC6497961|XP_032307648.1|DANA	LOC5578837|XP_021703325.1|AAEG
OG0004006	LOC6498160|XP_001962206.1|DANA	LOC5573934|XP_001654970.1|AAEG
OG0004007	LOC6498488|XP_001962933.1|DANA	LOC5573938|XP_001654974.1|AAEG
OG0004008	LOC6507136|XP_032310971.1|DANA	LOC5573942|XP_021703389.1|AAEG
OG0004009	LOC6498314|XP_001962517.1|DANA	LOC5569871|XP_001658768.2|AAEG
OG0004010	LOC6497095|XP_014761516.1|DANA	LOC5575569|XP_021703476.1|AAEG
OG0004011	LOC6504374|XP_001964972.2|DANA	LOC5575573|XP_001662051.2|AAEG
OG0004012	LOC6498943|XP_014765836.1|DANA	LOC5575560|XP_021703498.1|AAEG
OG0004013	LOC6497104|XP_001962747.1|DANA	LOC5566981|XP_021703518.1|AAEG
OG0004014	LOC6506322|XP_032310081.1|DANA	LOC5566973|XP_001651394.2|AAEG
OG0004015	LOC6498450|XP_001962845.1|DANA	LOC5566986|XP_001651391.2|AAEG
OG0004016	LOC6498572|XP_014762186.1|DANA	LOC5568000|XP_021703527.1|AAEG
OG0004017	LOC6503831|XP_001965239.1|DANA	LOC5568007|XP_001657813.1|AAEG
OG0004018	LOC6495105|XP_001959056.1|DANA	LOC5568003|XP_001657811.1|AAEG
OG0004019	LOC6497371|XP_001962219.1|DANA	LOC5572061|XP_001653827.1|AAEG
OG0004020	LOC6498318|XP_001962529.1|DANA	LOC5565854|XP_001650201.1|AAEG
OG0004021	LOC116654946|XP_032307645.1|DANA, LOC6497954|XP_001961789.2|DANA	LOC5565832|XP_001650202.1|AAEG
OG0004022	LOC6498141|XP_001962162.1|DANA	LOC5565846|XP_001650206.1|AAEG
OG0004023	LOC6496016|XP_001960046.3|DANA	LOC5565831|XP_021703615.1|AAEG
OG0004024	LOC6498681|XP_001963316.2|DANA	LOC5565862|XP_021703629.1|AAEG
OG0004025	LOC6497494|XP_001961967.1|DANA	LOC5573443|XP_001654613.1|AAEG
OG0004026	LOC6498118|XP_032307369.1|DANA	LOC5573444|XP_021703673.1|AAEG
OG0004027	LOC6496206|XP_001960449.1|DANA	LOC5569805|XP_001653020.2|AAEG, LOC5569811|XP_001653029.1|AAEG
OG0004028	LOC6497131|XP_014761527.1|DANA	LOC5575523|XP_001662027.2|AAEG
OG0004029	LOC6497198|XP_001962572.1|DANA	LOC5575522|XP_021703720.1|AAEG
OG0004030	LOC6495725|XP_001959444.2|DANA	LOC5564922|XP_001649283.2|AAEG
OG0004031	LOC6497015|XP_001962925.1|DANA	LOC5564940|XP_021703761.1|AAEG
OG0004032	LOC6498720|XP_032308655.1|DANA	LOC5570853|XP_021703771.1|AAEG
OG0004033	LOC6496975|XP_032311078.1|DANA	LOC5570858|XP_001653364.2|AAEG
OG0004034	LOC6498230|XP_001962347.3|DANA	LOC5565916|XP_001650272.2|AAEG
OG0004035	LOC6496990|XP_001962979.1|DANA	LOC5565892|XP_001650264.1|AAEG
OG0004036	LOC6496706|XP_032309227.1|DANA	LOC5565901|XP_001650262.2|AAEG
OG0004037	LOC6497044|XP_001962861.1|DANA	LOC5565894|XP_021703833.1|AAEG
OG0004038	LOC6497645|XP_001961643.1|DANA	LOC5565923|XP_001650245.1|AAEG
OG0004039	LOC6497441|XP_014761707.1|DANA	LOC5569703|XP_001658690.2|AAEG
OG0004040	LOC6494189|XP_001960800.1|DANA	LOC5569717|XP_021703878.1|AAEG
OG0004041	LOC6501970|XP_001966788.1|DANA	LOC5569718|XP_001658707.2|AAEG
OG0004042	LOC6506189|XP_001958377.1|DANA	LOC5568190|XP_001652129.1|AAEG
OG0004043	LOC6496900|XP_001963184.1|DANA	LOC5568194|XP_001652133.2|AAEG
OG0004044	LOC6503842|XP_001963702.1|DANA	LOC5568080|XP_021703990.1|AAEG, LOC110680421|XP_021711911.1|AAEG
OG0004045	LOC6496876|XP_001963226.1|DANA	LOC5568078|XP_001652015.1|AAEG
OG0004046	LOC6507338|XP_001965356.2|DANA	LOC5568069|XP_001652009.2|AAEG
OG0004047	LOC6498303|XP_001962498.1|DANA	LOC5568071|XP_001652005.2|AAEG, LOC110680527|XP_021712016.1|AAEG
OG0004048	LOC6506199|XP_001965128.1|DANA	LOC5568072|XP_021703998.1|AAEG
OG0004049	LOC6507169|XP_001965322.1|DANA	LOC5567336|XP_001651760.1|AAEG
OG0004050	LOC6498072|XP_001962023.2|DANA	LOC110677250|XP_021704051.1|AAEG
OG0004051	LOC6498154|XP_001962192.2|DANA	LOC5569754|XP_021704088.1|AAEG
OG0004052	LOC6502125|XP_032309414.1|DANA	LOC5568566|XP_021705802.1|AAEG
OG0004053	LOC6495390|XP_001958729.1|DANA	LOC5568564|XP_001652392.1|AAEG
OG0004054	LOC6497654|XP_001961627.1|DANA	LOC5568561|XP_001652388.2|AAEG
OG0004055	LOC6500239|XP_001952960.1|DANA	LOC5563804|XP_001648087.1|AAEG
OG0004056	LOC6500067|XP_032307678.1|DANA	LOC110678315|XP_021706704.1|AAEG
OG0004057	LOC6506242|XP_001958277.1|DANA	LOC5567857|XP_001651894.1|AAEG
OG0004058	LOC6492994|XP_014764171.1|DANA	LOC5570311|XP_001653134.2|AAEG
OG0004059	LOC6500591|XP_001953530.1|DANA	LOC5570317|XP_001653143.2|AAEG
OG0004060	LOC6499536|XP_001954419.1|DANA	LOC5571892|XP_001653802.1|AAEG
OG0004061	LOC6502958|XP_032308911.1|DANA	LOC110680828|XP_021712307.1|AAEG, LOC5571896|XP_021711085.1|AAEG
OG0004062	LOC6507581|XP_014765335.1|DANA	LOC5571900|XP_021708280.1|AAEG
OG0004063	LOC6504620|XP_001966514.1|DANA	LOC5570208|XP_001658980.2|AAEG
OG0004064	LOC6506733|XP_001957335.1|DANA	LOC5570203|XP_021704586.1|AAEG
OG0004065	LOC6494455|XP_032306793.1|DANA	LOC5570214|XP_021708074.1|AAEG
OG0004066	LOC6494197|XP_001960773.1|DANA	LOC5570206|XP_001658991.1|AAEG
OG0004067	LOC116655270|XP_032308775.1|DANA, LOC6504121|XP_001964228.1|DANA	LOC5570202|XP_001658992.1|AAEG
OG0004068	LOC6499375|XP_001954759.1|DANA	LOC110678426|XP_021706975.1|AAEG, LOC110680232|XP_021711738.1|AAEG
OG0004069	LOC6499376|XP_032305483.1|DANA	LOC110680236|XP_021711743.1|AAEG, LOC5570227|XP_021708396.1|AAEG
OG0004070	LOC6493129|XP_001957102.1|DANA	LOC5572846|XP_001660602.1|AAEG
OG0004071	LOC6507002|XP_001956849.1|DANA	LOC5572847|XP_001660604.1|AAEG
OG0004072	LOC6493011|XP_001956848.1|DANA	LOC5572842|XP_021705818.1|AAEG
OG0004073	LOC6502285|XP_001966169.1|DANA	LOC5564312|XP_001648677.1|AAEG
OG0004074	LOC6495859|XP_001959722.3|DANA	LOC5564297|XP_001648670.1|AAEG
OG0004075	LOC6496531|XP_001961083.1|DANA	LOC5564325|XP_021704706.1|AAEG
OG0004076	LOC6494049|XP_014762609.1|DANA	LOC5570142|XP_021706308.1|AAEG
OG0004077	LOC6497948|XP_001961779.1|DANA	LOC5570127|XP_021706331.1|AAEG
OG0004078	LOC6500997|XP_001954323.1|DANA	LOC5568065|XP_001651996.1|AAEG
OG0004079	LOC6503834|XP_001963686.1|DANA	LOC5568041|XP_001651974.1|AAEG
OG0004080	LOC6494122|XP_001960925.1|DANA	LOC5575105|XP_001661827.1|AAEG
OG0004081	LOC6494940|XP_032305938.1|DANA	LOC5575101|XP_021705926.1|AAEG
OG0004082	LOC26513826|XP_014759736.1|DANA	LOC23687533|XP_011493503.2|AAEG
OG0004083	LOC26514390|XP_014767280.1|DANA	LOC5572242|XP_001653925.1|AAEG
OG0004084	LOC6493591|XP_001958056.1|DANA	LOC5572241|XP_021707226.1|AAEG
OG0004085	LOC6500709|XP_001953767.1|DANA	LOC5576657|XP_001656191.2|AAEG
OG0004086	LOC6501490|XP_001955356.1|DANA	LOC5578570|XP_021708287.1|AAEG
OG0004087	LOC6502918|XP_001963590.1|DANA	LOC5577436|XP_001663363.1|AAEG
OG0004089	LOC116656411|XP_032311868.1|DANA, LOC6503811|XP_032308509.1|DANA	LOC5571132|XP_001659572.2|AAEG
OG0004090	LOC6503432|XP_001967468.1|DANA	LOC110681362|XP_021712802.1|AAEG, LOC5567375|XP_021706973.1|AAEG
OG0004091	LOC6499953|XP_001953567.1|DANA, LOC6499954|XP_001953566.2|DANA	LOC5574405|XP_001655112.1|AAEG
OG0004092	LOC6504095|XP_001964163.2|DANA	LOC110680883|XP_021712365.1|AAEG, LOC5580263|XP_021710443.1|AAEG
OG0004094	LOC6493882|XP_001967782.3|DANA	LOC5576941|XP_001663023.1|AAEG
OG0004095	LOC6501173|XP_001954689.2|DANA	LOC5568149|XP_001652095.1|AAEG
OG0004096	LOC6501489|XP_001955355.1|DANA	LOC5568148|XP_021704321.1|AAEG
OG0004097	LOC6507260|XP_001956370.1|DANA	LOC5575637|XP_021706343.1|AAEG
OG0004098	LOC6499857|XP_001953763.1|DANA	LOC5575638|XP_001655783.1|AAEG
OG0004099	LOC6498885|XP_032312207.1|DANA	LOC23687777|XP_021710575.1|AAEG
OG0004100	LOC6501680|XP_001955751.1|DANA	LOC5570074|XP_001653060.2|AAEG
OG0004101	LOC6501682|XP_001955754.2|DANA	LOC5570075|XP_021704728.1|AAEG
OG0004102	LOC6501683|XP_032312218.1|DANA	LOC110677897|XP_021705464.1|AAEG
OG0004103	LOC6499598|XP_001954325.1|DANA	LOC5570080|XP_001653066.1|AAEG
OG0004104	LOC6501535|XP_032311155.1|DANA	LOC5570081|XP_021706073.1|AAEG
OG0004105	LOC6493237|XP_001957333.1|DANA	LOC110680567|XP_021712044.1|AAEG, LOC5574518|XP_021708213.1|AAEG
OG0004106	LOC6493574|XP_001958024.1|DANA	LOC5573981|XP_001655002.2|AAEG
OG0004107	LOC6493118|XP_001957079.1|DANA	LOC5573984|XP_001655003.1|AAEG
OG0004108	LOC6494274|XP_001965945.1|DANA	LOC5573965|XP_001655006.1|AAEG
OG0004109	LOC6503417|XP_001967469.1|DANA	LOC5573966|XP_001655011.1|AAEG
OG0004110	LOC6493813|XP_001958489.1|DANA	LOC5573974|XP_001655016.1|AAEG
OG0004111	LOC6505349|XP_001966890.2|DANA, LOC6499562|XP_032306021.1|DANA	LOC5573976|XP_001655018.1|AAEG
OG0004112	LOC6501719|XP_001955843.2|DANA	LOC5566869|XP_001651296.1|AAEG, LOC5566575|XP_021706046.1|AAEG
OG0004113	LOC6503611|XP_001964067.1|DANA	LOC5566563|XP_021704187.1|AAEG
OG0004114	LOC6504150|XP_001964276.1|DANA	LOC5566570|XP_001650959.1|AAEG
OG0004115	LOC6503492|XP_001964279.1|DANA	LOC110681174|XP_021712640.1|AAEG, LOC5566567|XP_021704593.1|AAEG
OG0004116	LOC6499559|XP_001954383.1|DANA	LOC5564521|XP_021710988.1|AAEG
OG0004117	LOC6500948|XP_001954226.1|DANA	LOC5578740|XP_021705140.1|AAEG
OG0004118	LOC6494510|XP_001960199.1|DANA	LOC5573337|XP_001660824.1|AAEG
OG0004119	LOC6499553|XP_001954395.1|DANA	LOC5567547|XP_001657521.1|AAEG
OG0004120	LOC6494360|XP_001965932.1|DANA, LOC6494371|XP_032312338.1|DANA	LOC110679441|XP_021709713.1|AAEG
OG0004121	LOC6502809|XP_001956210.2|DANA	LOC110680219|XP_021711725.1|AAEG, LOC5568792|XP_001658157.2|AAEG
OG0004122	LOC6507401|XP_001956084.1|DANA	LOC5567386|XP_021708202.1|AAEG
OG0004123	LOC6500593|XP_032305641.1|DANA	LOC5576834|XP_021708342.1|AAEG
OG0004124	LOC6503566|XP_032308691.1|DANA	LOC5578019|XP_021707647.1|AAEG
OG0004125	LOC6505882|XP_032305510.1|DANA	LOC5577996|XP_001656734.1|AAEG
OG0004126	LOC6505639|XP_032305507.1|DANA	LOC5577995|XP_021709960.1|AAEG
OG0004127	LOC6498538|XP_001963023.1|DANA	LOC5565979|XP_021705544.1|AAEG
OG0004128	LOC6499960|XP_001953555.1|DANA	LOC5577451|XP_001663377.1|AAEG
OG0004129	LOC6495943|XP_001959900.1|DANA	LOC5579176|XP_021710519.1|AAEG
OG0004130	LOC6503164|XP_032308945.1|DANA	LOC5564275|XP_021705228.1|AAEG
OG0004131	LOC6498954|XP_001955613.1|DANA	LOC5566157|XP_001650538.2|AAEG
OG0004132	LOC6506893|XP_001957047.1|DANA	LOC5566156|XP_021708264.1|AAEG
OG0004133	LOC6498308|XP_001962506.1|DANA	LOC5566155|XP_021706247.1|AAEG
OG0004134	LOC6501364|XP_001955082.2|DANA	LOC5566678|XP_021707190.1|AAEG
OG0004135	LOC6500428|XP_032305672.1|DANA	LOC5579293|XP_021711565.1|AAEG
OG0004136	LOC6500932|XP_001954195.1|DANA	LOC5568849|XP_021705190.1|AAEG
OG0004137	LOC6494163|XP_001960842.1|DANA	LOC5575031|XP_021710049.1|AAEG
OG0004138	LOC6493390|XP_001957657.1|DANA	LOC5570968|XP_001659432.1|AAEG
OG0004139	LOC6502594|XP_032307960.1|DANA	LOC5570967|XP_001659433.2|AAEG
OG0004140	LOC6503659|XP_001963984.1|DANA	LOC5573549|XP_001654684.1|AAEG
OG0004141	LOC6495118|XP_032306510.1|DANA	LOC5576331|XP_021711252.1|AAEG
OG0004142	LOC6503577|XP_001964125.1|DANA	LOC5563635|XP_021705224.1|AAEG
OG0004143	LOC6499831|XP_001953821.1|DANA	LOC5563654|XP_001647884.1|AAEG
OG0004144	LOC6498528|XP_001963003.1|DANA	LOC5575009|XP_001661752.1|AAEG
OG0004145	LOC6493741|XP_001958348.1|DANA	LOC5575013|XP_021707018.1|AAEG
OG0004146	LOC6499269|XP_014765995.1|DANA	LOC5570148|XP_001658950.2|AAEG
OG0004147	LOC6498536|XP_001963018.1|DANA	LOC110678601|XP_021707392.1|AAEG, LOC5564857|XP_001649219.1|AAEG
OG0004148	LOC6499902|XP_014766274.2|DANA	LOC5576785|XP_021704579.1|AAEG
OG0004149	LOC6500590|XP_001953529.1|DANA	LOC110678682|XP_021707580.1|AAEG
OG0004150	LOC6500620|XP_001953583.1|DANA	LOC5575408|XP_001661928.2|AAEG
OG0004151	LOC6505624|XP_001964580.1|DANA	LOC110681018|XP_021712472.1|AAEG, LOC5574820|XP_021710923.1|AAEG
OG0004152	LOC6500037|XP_032305727.1|DANA	LOC5567059|XP_021707475.1|AAEG
OG0004153	LOC6495399|XP_001958760.1|DANA	LOC5566935|XP_001651349.2|AAEG
OG0004154	LOC6506910|XP_001957012.1|DANA	LOC5566936|XP_001651351.1|AAEG
OG0004155	LOC6499275|XP_001954977.1|DANA	LOC5564347|XP_021705904.1|AAEG
OG0004156	LOC6499947|XP_032308825.1|DANA, LOC116655271|XP_032308778.1|DANA, LOC116655290|XP_032308802.1|DANA, LOC116655284|XP_032308794.1|DANA, LOC6499949|XP_032308769.1|DANA	LOC5564356|XP_001648702.2|AAEG
OG0004157	LOC6498750|XP_001967275.2|DANA	LOC5564352|XP_001648705.1|AAEG
OG0004158	LOC6507056|XP_032310673.1|DANA	LOC110681135|XP_021712601.1|AAEG, LOC5566890|XP_021706408.1|AAEG
OG0004159	LOC6500342|XP_001953008.1|DANA	LOC110681134|XP_021712600.1|AAEG, LOC5566844|XP_001651262.1|AAEG
OG0004160	LOC6507580|XP_001955945.1|DANA	LOC110681137|XP_021712602.1|AAEG, LOC5566879|XP_001651261.1|AAEG
OG0004161	LOC6498973|XP_001955579.2|DANA	LOC5575301|XP_021709548.1|AAEG
OG0004162	LOC6501699|XP_001955792.2|DANA	LOC5572563|XP_001654078.2|AAEG
OG0004163	LOC6499405|XP_001954702.2|DANA	LOC5572570|XP_021704577.1|AAEG
OG0004164	LOC6501131|XP_032305406.1|DANA	LOC5577087|XP_021706999.1|AAEG
OG0004165	LOC6494484|XP_014762811.1|DANA	LOC5575775|XP_001662199.1|AAEG
OG0004166	LOC6494908|XP_001959445.1|DANA	LOC110680827|XP_021712306.1|AAEG, LOC5576273|XP_001662562.1|AAEG
OG0004167	LOC6501225|XP_001954797.1|DANA	LOC5569283|XP_001652819.2|AAEG
OG0004168	LOC6500005|XP_001953420.1|DANA	LOC5580142|XP_021704229.1|AAEG
OG0004169	LOC6504029|XP_032308497.1|DANA	LOC110681292|XP_021712745.1|AAEG, LOC110677894|XP_021705420.1|AAEG
OG0004170	LOC6504439|XP_032308335.1|DANA	LOC5576101|XP_021709845.1|AAEG
OG0004171	LOC6504022|XP_001964023.2|DANA	LOC5576096|XP_021704208.1|AAEG
OG0004172	LOC6502035|XP_032311902.1|DANA	LOC5573800|XP_021704200.1|AAEG
OG0004173	LOC6495891|XP_001959791.1|DANA	LOC5571075|XP_021704199.1|AAEG
OG0004174	LOC6494043|XP_032307009.1|DANA	LOC5571073|XP_021705600.1|AAEG
OG0004175	LOC6494290|XP_001960597.1|DANA	LOC5571069|XP_021711674.1|AAEG
OG0004176	LOC6502836|XP_001957171.1|DANA	LOC5571059|XP_001659495.1|AAEG
OG0004177	LOC6499950|XP_014766290.1|DANA	LOC5575615|XP_021709477.1|AAEG
OG0004178	LOC6505787|XP_032305583.1|DANA	LOC23687700|XP_021707715.1|AAEG
OG0004179	LOC6504145|XP_001964268.1|DANA	LOC5567259|XP_021706629.1|AAEG
OG0004180	LOC6500404|XP_032305739.1|DANA	LOC5574666|XP_021711097.1|AAEG
OG0004181	LOC6501507|XP_001955389.1|DANA	LOC23687827|XP_021707711.1|AAEG
OG0004182	LOC6507612|XP_032309826.1|DANA	LOC5567586|XP_021709422.1|AAEG
OG0004183	LOC6507613|XP_032309851.1|DANA	LOC5574876|XP_021705871.1|AAEG
OG0004184	LOC6506524|XP_001957718.1|DANA	LOC5568503|XP_001652323.1|AAEG
OG0004185	LOC6498456|XP_001962860.1|DANA	LOC5568500|XP_021710070.1|AAEG
OG0004186	LOC6503762|XP_001963786.1|DANA	LOC5568499|XP_001652327.1|AAEG
OG0004187	LOC6500020|XP_032306921.1|DANA	LOC5568509|XP_001652333.2|AAEG
OG0004188	LOC6494610|XP_014760084.1|DANA	LOC5575998|XP_021709796.1|AAEG
OG0004189	LOC6494599|XP_001965939.1|DANA	LOC5575997|XP_001655962.2|AAEG
OG0004190	LOC6500450|XP_001953237.1|DANA	LOC5575992|XP_021705688.1|AAEG
OG0004191	LOC6500449|XP_001953234.1|DANA	LOC5575991|XP_001655946.2|AAEG
OG0004192	LOC6499334|XP_001954847.2|DANA	LOC5565476|XP_021705041.1|AAEG
OG0004193	LOC6502315|XP_001966222.2|DANA	LOC5575719|XP_021705862.1|AAEG
OG0004194	LOC6499297|XP_001954921.1|DANA	LOC110681154|XP_021712613.1|AAEG, LOC110678343|XP_021706789.1|AAEG
OG0004195	LOC6504574|XP_001966599.1|DANA	LOC5568218|XP_021708416.1|AAEG
OG0004196	LOC6499072|XP_014765895.1|DANA	LOC5568215|XP_021711241.1|AAEG
OG0004197	LOC6499659|XP_001954201.1|DANA	LOC5568212|XP_001652143.1|AAEG, LOC110677770|XP_021704846.1|AAEG
OG0004198	LOC6501671|XP_001955720.1|DANA	LOC5572967|XP_001654296.1|AAEG
OG0004199	LOC6499316|XP_032312064.1|DANA	LOC5567598|XP_021711623.1|AAEG
OG0004200	LOC6496109|XP_001960244.1|DANA	LOC5569649|XP_001652910.1|AAEG
OG0004201	LOC6505590|XP_001964639.1|DANA	LOC5569648|XP_001652911.1|AAEG
OG0004202	LOC6501068|XP_001954496.3|DANA	LOC5569650|XP_001652913.1|AAEG, LOC110681464|XP_021712915.1|AAEG
OG0004203	LOC6501617|XP_001955612.1|DANA	LOC5569653|XP_021712919.1|AAEG, LOC110674001|XP_021709106.1|AAEG
OG0004204	LOC6506351|XP_001958052.1|DANA	LOC5569658|XP_021706639.1|AAEG
OG0004205	LOC6493617|XP_032310372.1|DANA	LOC5564180|XP_001648494.1|AAEG
OG0004206	LOC6500416|XP_001953173.1|DANA	LOC5564157|XP_021709566.1|AAEG
OG0004207	LOC6500126|XP_001953172.1|DANA	LOC5564160|XP_021706244.1|AAEG
OG0004208	LOC6501155|XP_001954654.1|DANA	LOC5564181|XP_001648503.2|AAEG
OG0004209	LOC6505829|XP_001964444.1|DANA	LOC5564172|XP_011493224.1|AAEG
OG0004210	LOC6500046|XP_001953324.1|DANA	LOC5572320|XP_001653995.1|AAEG, LOC110680761|XP_021712241.1|AAEG
OG0004211	LOC6507028|XP_001965296.1|DANA	LOC110681056|XP_021712512.1|AAEG, LOC5573888|XP_021705984.1|AAEG
OG0004212	LOC6498854|XP_001955794.1|DANA	LOC5575808|XP_021708196.1|AAEG
OG0004213	LOC6500970|XP_001954272.1|DANA	LOC5578459|XP_001656981.1|AAEG
OG0004214	LOC6495815|XP_001959644.1|DANA	LOC5578445|XP_001656966.1|AAEG
OG0004215	LOC6494359|XP_001960469.1|DANA	LOC110678926|XP_021708267.1|AAEG, LOC5563974|XP_001648285.1|AAEG
OG0004216	LOC6507239|XP_014765114.1|DANA	LOC110677901|XP_021705502.1|AAEG, LOC5574128|XP_021712285.1|AAEG
OG0004217	LOC6493337|XP_001957548.1|DANA	LOC110680817|XP_021712284.1|AAEG, LOC5574130|XP_001661200.1|AAEG
OG0004218	LOC6503795|XP_001963732.1|DANA	LOC5579953|XP_001652244.1|AAEG
OG0004219	LOC6499637|XP_001954246.1|DANA	LOC5578893|XP_001664104.1|AAEG
OG0004220	LOC6501325|XP_032307487.1|DANA	LOC110673999|XP_021706910.1|AAEG, LOC5568671|XP_021712478.1|AAEG
OG0004221	LOC6505803|XP_001964403.2|DANA	LOC5570877|XP_001659396.1|AAEG
OG0004222	LOC6505833|XP_001964452.1|DANA	LOC5570888|XP_001659399.2|AAEG
OG0004223	LOC6500537|XP_032305352.1|DANA	LOC110680787|XP_021712266.1|AAEG, LOC5570891|XP_021709761.1|AAEG
OG0004224	LOC6498841|XP_001955832.1|DANA	LOC5577812|XP_021710701.1|AAEG
OG0004225	LOC6505107|XP_001965444.1|DANA	LOC5577814|XP_021710704.1|AAEG
OG0004226	LOC6499312|XP_014766007.1|DANA	LOC5567156|XP_021708629.1|AAEG
OG0004227	LOC6498953|XP_001955615.2|DANA	LOC5567150|XP_021708808.1|AAEG
OG0004228	LOC6501618|XP_001955614.1|DANA	LOC5567167|XP_001651576.2|AAEG
OG0004230	LOC6503678|XP_032308576.1|DANA	LOC5573606|XP_001654740.2|AAEG
OG0004231	LOC6493428|XP_001957728.1|DANA	LOC5573595|XP_021704945.1|AAEG
OG0004232	LOC6506517|XP_014764793.1|DANA	LOC5573593|XP_021707465.1|AAEG
OG0004233	LOC6506516|XP_001957732.1|DANA	LOC5573592|XP_001654726.1|AAEG
OG0004234	LOC6506509|XP_014764791.1|DANA	LOC5573583|XP_021704844.1|AAEG
OG0004235	LOC6504898|XP_001966552.1|DANA	LOC5573580|XP_001654714.2|AAEG
OG0004236	LOC6505718|XP_001964396.1|DANA	LOC110678282|XP_021706609.1|AAEG
OG0004237	LOC6500462|XP_001953270.1|DANA	LOC5577221|XP_001656324.2|AAEG
OG0004238	LOC6501027|XP_001954413.1|DANA	LOC5577325|XP_001656402.1|AAEG
OG0004239	LOC6505808|XP_001964410.1|DANA	LOC5577326|XP_001656403.1|AAEG
OG0004240	LOC6501694|XP_032312248.1|DANA	LOC110681333|XP_021712777.1|AAEG, LOC5577334|XP_021710798.1|AAEG
OG0004241	LOC6500475|XP_001953297.1|DANA	LOC5577338|XP_001656415.1|AAEG
OG0004242	LOC6499373|XP_001954765.1|DANA	LOC5577340|XP_001656417.2|AAEG
OG0004243	LOC6493341|XP_001957555.1|DANA	LOC5577344|XP_001656421.2|AAEG
OG0004244	LOC6501286|XP_001954922.1|DANA	LOC5577345|XP_001656422.2|AAEG
OG0004245	LOC6492941|XP_001956697.1|DANA	LOC5577346|XP_021707110.1|AAEG
OG0004246	LOC6507165|XP_032309940.1|DANA	LOC5577362|XP_021704241.1|AAEG
OG0004247	LOC6504635|XP_001966494.1|DANA	LOC5577367|XP_001656447.1|AAEG
OG0004248	LOC6495512|XP_001959005.1|DANA	LOC5577372|XP_021711575.1|AAEG
OG0004249	LOC6507555|XP_001955906.1|DANA	LOC5568851|XP_001652563.1|AAEG
OG0004250	LOC6504342|XP_001965017.1|DANA	LOC5568848|XP_021706755.1|AAEG
OG0004251	LOC6504732|XP_032309113.1|DANA	LOC5568854|XP_021710481.1|AAEG
OG0004252	LOC6501701|XP_001955797.1|DANA	LOC5568859|XP_021709655.1|AAEG
OG0004253	LOC6499630|XP_001954263.1|DANA	LOC5566950|XP_021707806.1|AAEG
OG0004254	LOC6503123|XP_001963465.1|DANA	LOC5575050|XP_021707421.1|AAEG
OG0004255	LOC6502736|XP_032309224.1|DANA	LOC110680332|XP_021711847.1|AAEG, LOC5575047|XP_001655484.2|AAEG
OG0004256	LOC6494262|XP_032306747.1|DANA	LOC5569013|XP_021710091.1|AAEG
OG0004257	LOC6499015|XP_001955508.1|DANA	LOC5569010|XP_021709529.1|AAEG
OG0004258	LOC6500220|XP_032305319.1|DANA	LOC5569008|XP_021706020.1|AAEG
OG0004259	LOC6496300|XP_001960647.1|DANA	LOC5569007|XP_021706950.1|AAEG
OG0004260	LOC6501675|XP_032312185.1|DANA	LOC5568996|XP_021709567.1|AAEG
OG0004261	LOC6500487|XP_014766582.1|DANA	LOC110680348|XP_021711859.1|AAEG, LOC110681252|XP_021712712.1|AAEG, LOC5570802|XP_021705513.1|AAEG
OG0004262	LOC6503401|XP_001967502.1|DANA	LOC5568205|XP_021705143.1|AAEG
OG0004263	LOC6501241|XP_001954832.1|DANA	LOC5580156|XP_021710439.1|AAEG
OG0004264	LOC6499641|XP_001954239.1|DANA	LOC5580161|XP_001661636.1|AAEG
OG0004265	LOC6500098|XP_001953231.1|DANA	LOC5575423|XP_001661948.1|AAEG
OG0004266	LOC6494166|XP_001965970.1|DANA	LOC5566945|XP_001651362.1|AAEG
