Orthogroup	DANA.longest_only	DMIR.longest_only
OG0006064	LOC6495742|XP_001959476.1|DANA	LOC117193156|XP_033253779.1|DMIR, LOC108158573|XP_017146498.1|DMIR
OG0006065	LOC6507544|XP_001955887.1|DANA	LOC108165526|XP_017157086.1|DMIR
OG0006066	LOC6494810|XP_001959617.1|DANA	LOC108160556|XP_017150117.1|DMIR
OG0006067	LOC6495234|XP_032306929.1|DANA	LOC117192669|XP_033253281.1|DMIR, LOC108159724|XP_017148735.1|DMIR
OG0006068	LOC6497734|XP_032307450.1|DANA, LOC6503128|XP_001963474.1|DANA	LOC108153492|XP_017139026.1|DMIR
OG0006069	LOC6507205|XP_032310285.1|DANA	LOC108165339|XP_017156862.1|DMIR
OG0006070	LOC6506368|XP_001958012.1|DANA	LOC108153365|XP_017138821.1|DMIR
OG0006071	LOC6499099|XP_001955304.1|DANA	LOC108157461|XP_017145023.1|DMIR
OG0006072	LOC6507497|XP_001955886.1|DANA	LOC108165534|XP_017157097.1|DMIR
OG0006073	LOC6492959|XP_001956750.2|DANA	LOC108151835|XP_017136200.1|DMIR
OG0006074	LOC6502240|XP_001966047.2|DANA	LOC108156876|XP_017144097.1|DMIR
OG0006075	LOC116654453|XP_032308478.1|DANA	LOC108155978|XP_017142659.1|DMIR
OG0006076	LOC6494638|XP_001959968.1|DANA	LOC108159249|XP_017147860.1|DMIR
OG0006077	LOC6493584|XP_001958040.2|DANA	LOC108152410|XP_017137209.1|DMIR
OG0006078	LOC6493583|XP_001958039.1|DANA	LOC108152411|XP_017137213.1|DMIR
OG0006079	LOC6506747|XP_014764887.1|DANA	LOC108151902|XP_017136300.1|DMIR
OG0006080	LOC6493233|XP_001957321.1|DANA	LOC108152700|XP_017137710.1|DMIR
OG0006081	LOC6495326|XP_001958625.1|DANA	LOC108158806|XP_017146982.2|DMIR, LOC117188311|XP_033247844.1|DMIR
OG0006082	LOC6495327|XP_001958623.1|DANA	LOC108158815|XP_017146993.1|DMIR, LOC117194014|XP_033254537.1|DMIR
OG0006083	LOC6493669|XP_032310594.1|DANA	LOC108151416|XP_017135493.1|DMIR
OG0006084	LOC6506729|XP_032310635.1|DANA	LOC108152819|XP_017137899.1|DMIR
OG0006085	LOC6506367|XP_001958013.1|DANA	LOC108155505|XP_017141834.1|DMIR
OG0006086	LOC6506369|XP_014764721.1|DANA	LOC108153476|XP_017138999.1|DMIR
OG0006087	LOC6496273|XP_001960587.2|DANA	LOC108159257|XP_017147882.1|DMIR
OG0006088	LOC6507856|XP_001956478.1|DANA	LOC108151260|XP_017135267.1|DMIR
OG0006089	LOC6504018|XP_001964014.2|DANA	LOC108151097|XP_017134980.1|DMIR
OG0006090	LOC6506908|XP_032309498.1|DANA	LOC108151273|XP_017135288.1|DMIR
OG0006091	LOC6507300|XP_001956289.3|DANA	LOC108151853|XP_017136227.2|DMIR
OG0006092	LOC26515299|XP_014761228.2|DANA	LOC108162375|XP_017152582.1|DMIR
OG0006093	LOC6494723|XP_001959794.1|DANA	LOC117191495|XP_033252238.1|DMIR, LOC108159563|XP_017148490.1|DMIR
OG0006094	LOC6507914|XP_032310434.1|DANA	LOC108151400|XP_017135476.1|DMIR
OG0006095	LOC6495084|XP_001959098.3|DANA	LOC108159086|XP_017147531.1|DMIR
OG0006096	LOC6496368|XP_001960774.1|DANA	LOC108158541|XP_017146439.1|DMIR
OG0006097	LOC6506274|XP_032310647.1|DANA	LOC108152598|XP_033243136.1|DMIR
OG0006098	LOC6507178|XP_001965325.2|DANA	LOC108162691|XP_017153030.1|DMIR
OG0006099	LOC6495158|XP_032306076.1|DANA	LOC108158314|XP_033247071.1|DMIR, LOC117192249|XP_033252804.1|DMIR
OG0006100	LOC6496398|XP_001960830.1|DANA	LOC108160634|XP_017150252.1|DMIR, LOC117191188|XP_033252020.1|DMIR
OG0006101	LOC6498582|XP_001963109.1|DANA	LOC108163188|XP_033249062.1|DMIR
OG0006102	LOC6495194|XP_001958881.1|DANA	LOC117194026|XP_033254544.1|DMIR, LOC108160447|XP_017149947.2|DMIR
OG0006103	LOC6503114|XP_032308895.1|DANA	LOC108164783|XP_017156222.1|DMIR
OG0006104	LOC6492913|XP_001963674.1|DANA	LOC108164668|XP_017156010.1|DMIR
OG0006105	LOC6503826|XP_001963673.2|DANA	LOC108164619|XP_017155946.1|DMIR
OG0006106	LOC6507266|XP_014765121.1|DANA	LOC108153456|XP_017138965.1|DMIR
OG0006107	LOC6495821|XP_032306043.1|DANA	LOC108159593|XP_017148533.1|DMIR
OG0006108	LOC6503698|XP_001963904.1|DANA	LOC108153238|XP_017138565.1|DMIR
OG0006109	LOC6506083|XP_001958591.1|DANA	LOC108153007|XP_017138243.1|DMIR
OG0006110	LOC6506281|XP_001958206.1|DANA	LOC108152645|XP_017137625.1|DMIR
OG0006111	LOC6495832|XP_001959676.1|DANA	LOC117192600|XP_033253204.1|DMIR, LOC108159331|XP_017148016.1|DMIR
OG0006112	LOC116654698|XP_032306398.1|DANA	LOC108159507|XP_017148354.1|DMIR
OG0006113	LOC6506577|XP_001957614.1|DANA	LOC108153325|XP_017138731.1|DMIR
OG0006114	LOC6505585|XP_001964646.1|DANA	LOC108154732|XP_017140587.1|DMIR
OG0006115	LOC6495685|XP_001959379.1|DANA	LOC108159313|XP_017147976.1|DMIR
OG0006116	LOC6495498|XP_001958980.1|DANA	LOC117189609|XP_033250622.1|DMIR, LOC108160333|XP_017149753.1|DMIR
OG0006117	LOC6495037|XP_001959195.1|DANA	LOC108159861|XP_017148949.1|DMIR
OG0006118	LOC6494291|XP_014762708.1|DANA	LOC117187696|XP_033246296.1|DMIR, LOC108160841|XP_033252161.1|DMIR
OG0006119	LOC6494026|XP_001961125.1|DANA	LOC117188141|XP_033247422.1|DMIR, LOC108160770|XP_017150460.2|DMIR
OG0006120	LOC6496071|XP_001960158.1|DANA	LOC108159609|XP_017148552.1|DMIR, LOC117193560|XP_033254198.1|DMIR
OG0006121	LOC26513893|XP_014765548.1|DANA	LOC108152529|XP_017137423.1|DMIR
OG0006122	LOC6506053|XP_001966639.2|DANA	LOC108164426|XP_017155595.1|DMIR
OG0006123	LOC6496453|XP_001960942.3|DANA	LOC108160809|XP_033247561.1|DMIR
OG0006124	LOC6498918|XP_032312287.1|DANA	LOC108156723|XP_017143863.1|DMIR
OG0006125	LOC6506214|XP_032310066.1|DANA	LOC108152579|XP_017137505.1|DMIR
OG0006126	LOC6507749|XP_001956264.1|DANA	LOC108152063|XP_017136566.1|DMIR
OG0006127	LOC6506332|XP_001958083.2|DANA	LOC108152432|XP_033242708.1|DMIR
OG0006128	LOC6506343|XP_001958067.1|DANA	LOC108153138|XP_017138423.1|DMIR
OG0006129	LOC6493606|XP_001958092.1|DANA	LOC108152496|XP_017137360.1|DMIR
OG0006130	LOC6506716|XP_001957377.1|DANA	LOC108150874|XP_017134670.1|DMIR
OG0006131	LOC6507095|XP_001956679.1|DANA	LOC108151033|XP_017134882.1|DMIR
OG0006132	LOC6506345|XP_001958063.2|DANA	LOC108151037|XP_017134893.1|DMIR
OG0006133	LOC6493262|XP_001957376.1|DANA	LOC108150875|XP_017134671.1|DMIR
OG0006134	LOC6506326|XP_014764710.1|DANA	LOC108151692|XP_033242155.1|DMIR
OG0006135	LOC6506715|XP_032309628.1|DANA	LOC108150870|XP_017134662.1|DMIR
OG0006136	LOC6493732|XP_001958330.1|DANA	LOC108152580|XP_017137510.1|DMIR
OG0006137	LOC6507257|XP_001956375.1|DANA	LOC108165506|XP_017157052.1|DMIR
OG0006138	LOC6495451|XP_001958873.1|DANA	LOC117191114|XP_033251967.1|DMIR, LOC108160586|XP_017150169.1|DMIR
OG0006139	LOC6495072|XP_001959127.1|DANA	LOC108159048|XP_017147466.1|DMIR
OG0006140	LOC6494121|XP_001960927.2|DANA	LOC117193763|XP_033254385.1|DMIR, LOC108159077|XP_017147518.1|DMIR
OG0006141	LOC6494264|XP_032307228.1|DANA	LOC108160660|XP_033247548.1|DMIR
OG0006142	LOC6493651|XP_001958165.3|DANA	LOC108150925|XP_017134745.1|DMIR
OG0006143	LOC6507800|XP_001956367.2|DANA	LOC108152571|XP_017137498.1|DMIR
OG0006144	LOC6493270|XP_001957408.2|DANA	LOC108153222|XP_017138539.1|DMIR
OG0006145	LOC6506245|XP_001958274.1|DANA	LOC108152139|XP_017136726.1|DMIR
OG0006146	LOC6498037|XP_001961944.2|DANA	LOC108162196|XP_017152291.1|DMIR
OG0006147	LOC6499994|XP_001953466.1|DANA	LOC108157089|XP_017144442.1|DMIR
OG0006148	LOC6507105|XP_001956662.1|DANA	LOC108151579|XP_017135745.1|DMIR
OG0006149	LOC6507264|XP_001956366.1|DANA	LOC108152944|XP_017138128.1|DMIR
OG0006150	LOC6507799|XP_001956365.1|DANA	LOC108152941|XP_017138125.1|DMIR
OG0006151	LOC6498537|XP_032311080.1|DANA	LOC108162591|XP_017152897.1|DMIR
OG0006152	LOC6499886|XP_001953698.1|DANA	LOC108157142|XP_017144534.1|DMIR
OG0006153	LOC6502514|XP_032307161.1|DANA	LOC108159189|XP_017147732.2|DMIR, LOC117185753|XP_033246294.1|DMIR
OG0006154	LOC6500336|XP_001952999.1|DANA	LOC108157484|XP_017145063.1|DMIR
OG0006155	LOC6500552|XP_014766617.2|DANA	LOC108155779|XP_017142327.1|DMIR
OG0006156	LOC6499621|XP_001954276.1|DANA	LOC108156190|XP_017143010.1|DMIR
OG0006157	LOC6494905|XP_001959453.1|DANA	LOC108159122|XP_017147594.1|DMIR, LOC117190745|XP_033251695.1|DMIR
OG0006158	LOC6507622|XP_001956013.2|DANA	LOC108152895|XP_017138029.1|DMIR
OG0006159	LOC6494214|XP_001960735.2|DANA	LOC117188154|XP_033247455.1|DMIR, LOC108160468|XP_017149974.2|DMIR
OG0006160	LOC6495731|XP_001959454.1|DANA	LOC117190743|XP_033251693.1|DMIR, LOC108159120|XP_017147592.1|DMIR
OG0006161	LOC6495927|XP_032306788.1|DANA	LOC117193815|XP_033254417.1|DMIR, LOC117193500|XP_033254141.1|DMIR, LOC108159273|XP_017147921.1|DMIR
OG0006162	LOC26515561|XP_032311753.1|DANA	LOC108164414|XP_017155578.1|DMIR
OG0006163	LOC6494216|XP_001960729.3|DANA	LOC108158441|XP_017146213.2|DMIR
OG0006165	LOC6507269|XP_001956354.1|DANA	LOC108153631|XP_017139224.1|DMIR
OG0006166	LOC6505424|XP_001964888.2|DANA	LOC108164044|XP_017155111.1|DMIR
OG0006167	LOC26515091|XP_014764089.1|DANA, LOC6495660|XP_001959332.1|DANA, LOC6495661|XP_001959333.2|DANA	LOC108160232|XP_017149575.1|DMIR
OG0006168	LOC6504754|XP_001966293.1|DANA	LOC108150832|XP_017134631.1|DMIR
OG0006169	LOC26514881|XP_014761224.1|DANA	LOC108151099|XP_017134982.1|DMIR, LOC117187726|XP_033246398.1|DMIR
OG0006170	LOC6494963|XP_001959319.1|DANA	LOC117191541|XP_033252268.1|DMIR, LOC117191539|XP_033252267.1|DMIR, LOC117188436|XP_033248210.1|DMIR, LOC117187791|XP_033246531.1|DMIR, LOC117188435|XP_033248208.1|DMIR, LOC117187755|XP_033246457.1|DMIR, LOC117187788|XP_033246526.1|DMIR, LOC117187792|XP_033246532.1|DMIR, LOC117187790|XP_033246530.1|DMIR, LOC117187793|XP_033246533.1|DMIR, LOC117188434|XP_033248207.1|DMIR
OG0006171	LOC6493040|XP_001956922.1|DANA	LOC108161483|XP_017151242.2|DMIR
OG0006172	LOC6506420|XP_001957914.1|DANA, LOC6506419|XP_001957915.1|DANA	LOC108165279|XP_017156803.1|DMIR
OG0006173	LOC6497547|XP_001961855.1|DANA	LOC108164276|XP_017155411.1|DMIR
OG0006175	LOC116654749|XP_032306964.1|DANA	LOC117193820|XP_033254422.1|DMIR, LOC108158861|XP_017147081.1|DMIR, LOC117192556|XP_033253148.1|DMIR, LOC108158859|XP_017147079.2|DMIR, LOC117188380|XP_033248056.1|DMIR
OG0006176	LOC6502422|XP_014762249.1|DANA, LOC6498293|XP_001962475.2|DANA	LOC108162331|XP_017152511.1|DMIR, LOC108163304|XP_017154006.1|DMIR
OG0006177	LOC26514108|XP_014765572.1|DANA, LOC26515613|XP_032312285.1|DANA	LOC108153899|XP_033245438.1|DMIR, LOC108154551|XP_033245439.1|DMIR, LOC108163230|XP_017153876.1|DMIR
OG0006178	LOC6494178|XP_001960823.3|DANA	LOC117192935|XP_033253556.1|DMIR, LOC108158068|XP_017145707.2|DMIR
OG0006181	LOC6508044|XP_014765756.1|DANA	LOC108156240|XP_017143077.1|DMIR
OG0006182	LOC6501626|XP_001955635.1|DANA	LOC108157187|XP_017144604.1|DMIR
OG0006183	LOC6499025|XP_001955489.1|DANA	LOC108154941|XP_017140919.1|DMIR
OG0006184	LOC6500826|XP_001953991.1|DANA	LOC108156225|XP_017143053.1|DMIR
OG0006185	LOC6505845|XP_001964474.1|DANA	LOC108156296|XP_017143169.1|DMIR
OG0006186	LOC6499748|XP_001953998.1|DANA	LOC108156229|XP_017143057.1|DMIR
OG0006187	LOC6501595|XP_001955549.1|DANA	LOC108157497|XP_017145085.1|DMIR
OG0006188	LOC6503530|XP_014760981.1|DANA	LOC108153769|XP_017139399.1|DMIR
OG0006189	LOC116655267|XP_032308772.1|DANA	LOC108153817|XP_017139422.1|DMIR
OG0006190	LOC6499105|XP_001955287.1|DANA	LOC108154722|XP_017140573.1|DMIR
OG0006191	LOC6499080|XP_001955346.1|DANA	LOC108156718|XP_017143858.1|DMIR
OG0006192	LOC6504096|XP_001964167.2|DANA	LOC108155212|XP_017141388.1|DMIR
OG0006193	LOC6498759|XP_001967262.1|DANA	LOC108160563|XP_017150131.1|DMIR
OG0006194	LOC6501795|XP_001967181.1|DANA	LOC108164754|XP_017156143.1|DMIR
OG0006195	LOC6503905|XP_001963818.1|DANA	LOC108164107|XP_017155190.2|DMIR, LOC117186630|XP_033243533.1|DMIR
OG0006196	LOC6494404|XP_032305616.1|DANA	LOC108154148|XP_033244694.1|DMIR
OG0006197	LOC6504362|XP_032311676.1|DANA	LOC108164479|XP_017155722.1|DMIR
OG0006198	LOC6502283|XP_032309407.1|DANA	LOC108162264|XP_017152408.2|DMIR
OG0006199	LOC6499112|XP_001955277.1|DANA	LOC108155331|XP_017141561.1|DMIR
OG0006200	LOC6499204|XP_001955120.1|DANA	LOC108157445|XP_017144989.1|DMIR
OG0006201	LOC6505093|XP_032307862.1|DANA	LOC108160824|XP_017150547.1|DMIR
OG0006202	LOC6505094|XP_001965479.1|DANA	LOC108160816|XP_017150535.1|DMIR
OG0006203	LOC6504986|XP_032307900.1|DANA	LOC108157354|XP_017144868.1|DMIR
OG0006204	LOC6500323|XP_001952970.1|DANA	LOC108156739|XP_017143887.1|DMIR
OG0006205	LOC6504451|XP_032308162.1|DANA	LOC108157151|XP_017144552.1|DMIR
OG0006206	LOC6503210|XP_032311841.1|DANA	LOC117186646|XP_033243573.1|DMIR
OG0006207	LOC6497570|XP_001961796.2|DANA	LOC108161828|XP_017151676.1|DMIR
OG0006208	LOC6507680|XP_001956133.1|DANA	LOC108165588|XP_017157151.1|DMIR
OG0006209	LOC6504510|XP_001967046.2|DANA	LOC108153714|XP_017139334.1|DMIR
OG0006210	LOC6501948|XP_032308336.1|DANA	LOC108154173|XP_017139841.1|DMIR
OG0006211	LOC6497233|XP_001962513.1|DANA	LOC108162123|XP_017152187.1|DMIR
OG0006212	LOC6498312|XP_001962512.1|DANA	LOC108162122|XP_017152185.1|DMIR
OG0006213	LOC6500066|XP_001953289.1|DANA	LOC108157846|XP_017145538.1|DMIR
OG0006214	LOC6502368|XP_001967164.1|DANA	LOC108164662|XP_017156004.1|DMIR
OG0006215	LOC6503977|XP_001963942.3|DANA	LOC108153923|XP_017139511.1|DMIR
OG0006216	LOC6501330|XP_001955005.2|DANA	LOC108157026|XP_017144325.1|DMIR
OG0006217	LOC6505210|XP_001965552.1|DANA	LOC108164586|XP_017155901.1|DMIR
OG0006218	LOC6498425|XP_001962783.2|DANA	LOC108163696|XP_017154618.2|DMIR
OG0006219	LOC6504834|XP_001966420.1|DANA	LOC108150975|XP_017134804.1|DMIR
OG0006220	LOC6507864|XP_001956487.2|DANA	LOC108152612|XP_017137566.1|DMIR
OG0006221	LOC6500559|XP_001953479.3|DANA	LOC108157275|XP_017144762.1|DMIR
OG0006222	LOC6500558|XP_001953477.1|DANA	LOC108156745|XP_017143896.1|DMIR
OG0006223	LOC6504976|XP_001965698.1|DANA	LOC108156973|XP_017144256.1|DMIR
OG0006224	LOC6504472|XP_001966963.3|DANA	LOC108157161|XP_033243053.1|DMIR
OG0006225	LOC6504756|XP_001966296.2|DANA	LOC108164529|XP_017155810.1|DMIR
OG0006226	LOC6496619|XP_001961275.1|DANA	LOC117192575|XP_033253185.1|DMIR, LOC108158494|XP_017146294.1|DMIR
OG0006227	LOC6505014|XP_001965627.1|DANA	LOC108164633|XP_017155967.1|DMIR
OG0006228	LOC6496024|XP_001960065.1|DANA	LOC108158661|XP_017146647.1|DMIR
OG0006229	LOC6505477|XP_032311781.1|DANA	LOC108164456|XP_017155664.1|DMIR
OG0006230	LOC6504951|XP_001965748.2|DANA	LOC108160771|XP_017150464.1|DMIR
OG0006231	LOC6505263|XP_032307804.1|DANA	LOC108154095|XP_017139707.1|DMIR
OG0006232	LOC6503208|XP_014761336.1|DANA	LOC117186154|XP_033242249.1|DMIR, LOC117186153|XP_033242243.1|DMIR
OG0006233	LOC116656481|XP_032312033.1|DANA	LOC117186766|XP_033243882.1|DMIR
OG0006234	LOC6505318|XP_001965749.1|DANA	LOC108156324|XP_017143211.1|DMIR
OG0006235	LOC6498802|XP_001967286.1|DANA	LOC108164701|XP_017156062.1|DMIR
OG0006236	LOC6503747|XP_001963816.1|DANA	LOC108164145|XP_017155242.1|DMIR
OG0006237	LOC6504474|XP_001966969.1|DANA	LOC108157214|XP_017144658.1|DMIR
OG0006238	LOC6502323|XP_001967152.2|DANA	LOC108164757|XP_017156149.1|DMIR
OG0006239	LOC6504813|XP_001966385.1|DANA	LOC108156200|XP_017143027.1|DMIR
OG0006240	LOC6506018|XP_001964784.1|DANA	LOC108156754|XP_017143904.1|DMIR
OG0006241	LOC6504950|XP_001965750.1|DANA	LOC108156291|XP_017143167.1|DMIR
OG0006242	LOC6502968|XP_001963498.2|DANA	LOC108164934|XP_033246459.1|DMIR
OG0006243	LOC6505681|XP_001964465.1|DANA	LOC108155365|XP_017141616.1|DMIR
OG0006244	LOC6500554|XP_001953469.1|DANA	LOC108157061|XP_017144380.1|DMIR
OG0006245	LOC6501223|XP_001954794.1|DANA	LOC108155399|XP_017141680.1|DMIR
OG0006246	LOC6502370|XP_001967547.1|DANA	LOC108164956|XP_017156446.1|DMIR
OG0006247	LOC6496477|XP_032306526.1|DANA	LOC108160311|XP_017149720.1|DMIR
OG0006248	LOC6499478|XP_032305874.1|DANA	LOC108157335|XP_017144842.1|DMIR
OG0006249	LOC6503852|XP_014760406.1|DANA	LOC108163068|XP_017153632.1|DMIR
OG0006250	LOC6504914|XP_032309328.1|DANA	LOC108155415|XP_033249470.1|DMIR
OG0006251	LOC6499254|XP_001955017.1|DANA	LOC108156321|XP_017143202.1|DMIR
OG0006252	LOC6501336|XP_032307613.1|DANA	LOC108156320|XP_017143201.1|DMIR
OG0006253	LOC6502352|XP_032307835.1|DANA	LOC108155701|XP_017142172.1|DMIR
OG0006255	LOC6501064|XP_001954488.1|DANA	LOC108156658|XP_017143760.2|DMIR
OG0006256	LOC6505320|XP_001965753.1|DANA	LOC108156316|XP_017143198.1|DMIR
OG0006257	LOC6505083|XP_014760290.1|DANA	LOC108164692|XP_017156053.1|DMIR
OG0006258	LOC6504398|XP_032308210.1|DANA	LOC108153704|XP_017139323.1|DMIR
OG0006259	LOC6499026|XP_001955487.1|DANA	LOC108154938|XP_017140917.1|DMIR
OG0006260	LOC6505040|XP_001965579.2|DANA	LOC108159003|XP_017147365.1|DMIR
OG0006261	LOC6504235|XP_001965116.1|DANA	LOC108162296|XP_017152449.1|DMIR
OG0006262	LOC6493211|XP_001957279.1|DANA	LOC108163829|XP_017154822.1|DMIR
OG0006263	LOC6504050|XP_001964083.1|DANA	LOC108152446|XP_017137289.1|DMIR
OG0006264	LOC6502211|XP_001966023.1|DANA	LOC108152487|XP_017137355.1|DMIR
OG0006265	LOC6495892|XP_032306140.1|DANA	LOC108159562|XP_017148489.1|DMIR
OG0006266	LOC6502228|XP_001966025.1|DANA	LOC108152466|XP_017137326.1|DMIR
OG0006267	LOC6505225|XP_014760324.1|DANA	LOC108163215|XP_017153863.1|DMIR
OG0006268	LOC6495863|XP_001959735.2|DANA	LOC108160239|XP_017149585.2|DMIR, LOC117187722|XP_033246365.1|DMIR
OG0006269	LOC6499384|XP_001954740.1|DANA	LOC108154620|XP_017140429.1|DMIR
OG0006270	LOC6499285|XP_001954951.2|DANA	LOC108151554|XP_017135713.1|DMIR
OG0006271	LOC6500251|XP_001952937.1|DANA	LOC108153986|XP_017139570.2|DMIR
OG0006272	LOC6507965|XP_032308007.1|DANA	LOC108164159|XP_017155258.1|DMIR
OG0006273	LOC6496621|XP_001961281.1|DANA	LOC117190825|XP_033251754.1|DMIR, LOC108160431|XP_017149923.1|DMIR
OG0006274	LOC6502163|XP_001966099.2|DANA	LOC108165178|XP_017156738.1|DMIR
OG0006275	LOC6505146|XP_001965436.2|DANA	LOC108161507|XP_017151275.1|DMIR
OG0006277	LOC6501374|XP_001955101.2|DANA	LOC108156500|XP_033244406.1|DMIR
OG0006278	LOC6505266|XP_001965652.2|DANA	LOC108165302|XP_017156829.1|DMIR
OG0006279	LOC6504266|XP_032308826.1|DANA	LOC108161320|XP_017151039.1|DMIR
OG0006280	LOC6503694|XP_014761037.1|DANA	LOC108159474|XP_017148291.1|DMIR
OG0006281	LOC6503953|XP_001963909.1|DANA	LOC108159486|XP_017148311.1|DMIR
OG0006282	LOC6502932|XP_001963565.1|DANA	LOC108154078|XP_017139678.1|DMIR
OG0006283	LOC6499057|XP_001955396.1|DANA	LOC108154677|XP_017140508.1|DMIR
OG0006284	LOC6506795|XP_001957222.1|DANA	LOC108151301|XP_017135325.1|DMIR
OG0006285	LOC6499601|XP_001954319.1|DANA	LOC108155518|XP_017141853.1|DMIR
OG0006286	LOC6500896|XP_001954123.2|DANA	LOC108157145|XP_017144538.1|DMIR
OG0006287	LOC6504268|XP_001967378.1|DANA	LOC108164953|XP_017156439.1|DMIR
OG0006288	LOC6505951|XP_001964667.1|DANA	LOC108155508|XP_017141837.1|DMIR
OG0006289	LOC6500879|XP_001954095.1|DANA	LOC108154986|XP_017141016.1|DMIR
OG0006290	LOC6501887|XP_014759637.1|DANA	LOC108160219|XP_033242552.1|DMIR
OG0006291	LOC6497050|XP_001962849.1|DANA	LOC108161971|XP_017151918.1|DMIR
OG0006292	LOC6502155|XP_014759953.1|DANA	LOC108152999|XP_017138226.1|DMIR
OG0006293	LOC6507405|XP_032309634.1|DANA	LOC108151456|XP_017135566.1|DMIR
OG0006294	LOC6498791|XP_001967261.2|DANA	LOC108160542|XP_017150097.1|DMIR
OG0006295	LOC6504097|XP_001964169.1|DANA	LOC108154048|XP_017139632.1|DMIR
OG0006296	LOC6498754|XP_001967270.1|DANA	LOC108161057|XP_017150826.1|DMIR
OG0006297	LOC6503847|XP_014761092.2|DANA	LOC108155384|XP_017141652.1|DMIR
OG0006298	LOC6498789|XP_001967259.1|DANA	LOC108160554|XP_017150119.1|DMIR
OG0006299	LOC6501918|XP_014759667.1|DANA	LOC108154706|XP_017140549.1|DMIR
OG0006300	LOC6505149|XP_001965442.2|DANA	LOC108159233|XP_017147832.1|DMIR
OG0006301	LOC6503156|XP_001963537.1|DANA	LOC108155019|XP_017141064.1|DMIR, LOC117188174|XP_033247511.1|DMIR
OG0006302	LOC6503105|XP_001963436.2|DANA	LOC108164540|XP_017155831.1|DMIR
OG0006303	LOC6495488|XP_014763332.1|DANA	LOC108159880|XP_017148982.2|DMIR
OG0006304	LOC6501361|XP_001955074.2|DANA	LOC108155158|XP_017141309.1|DMIR
OG0006305	LOC6499221|XP_032308593.1|DANA	LOC108155160|XP_017141312.1|DMIR
OG0006306	LOC26515147|XP_032308614.1|DANA	LOC108154075|XP_017139671.1|DMIR
OG0006307	LOC6500289|XP_014766482.1|DANA	LOC108155343|XP_017141588.1|DMIR
OG0006308	LOC6496751|XP_001967862.1|DANA	LOC108151687|XP_017135921.1|DMIR
OG0006309	LOC6505309|XP_032307841.1|DANA	LOC108164720|XP_017156094.1|DMIR
OG0006310	LOC6499150|XP_001955206.1|DANA	LOC108156686|XP_017143815.1|DMIR
OG0006311	LOC6503674|XP_032308473.1|DANA	LOC108157212|XP_017144691.1|DMIR
OG0006312	LOC6503676|XP_001963953.1|DANA	LOC108164851|XP_017156268.1|DMIR
OG0006313	LOC6503876|XP_001963759.1|DANA	LOC108155987|XP_017142672.1|DMIR
OG0006314	LOC26515188|XP_032311937.1|DANA	LOC117186409|XP_033243060.1|DMIR
OG0006315	LOC6499390|XP_032312332.1|DANA	LOC108154616|XP_017140422.1|DMIR
OG0006316	LOC6503691|XP_001963914.1|DANA	LOC108158366|XP_017146111.1|DMIR
OG0006317	LOC6503714|XP_001963874.1|DANA	LOC108155656|XP_017142102.1|DMIR
OG0006318	LOC6498749|XP_001967276.1|DANA	LOC108161426|XP_017151179.1|DMIR
OG0006319	LOC6493941|XP_001961278.1|DANA	LOC117188056|XP_033247188.1|DMIR, LOC108158496|XP_017146298.2|DMIR
OG0006320	LOC6501898|XP_001966711.2|DANA	LOC108164923|XP_017156399.1|DMIR
OG0006321	LOC6501892|XP_001966720.1|DANA	LOC108160293|XP_017149692.1|DMIR
OG0006322	LOC6501860|XP_001966786.1|DANA	LOC108153913|XP_017139501.1|DMIR
OG0006323	LOC6502849|XP_001958220.1|DANA	LOC117186271|XP_033242691.1|DMIR
OG0006324	LOC6503890|XP_032308420.1|DANA	LOC108160252|XP_017149608.1|DMIR
OG0006325	LOC6499798|XP_001953893.2|DANA	LOC108156713|XP_017143850.1|DMIR
OG0006326	LOC6493599|XP_001958071.1|DANA	LOC108152721|XP_017137747.1|DMIR
OG0006327	LOC6505599|XP_001964618.1|DANA	LOC108156498|XP_017143483.1|DMIR
OG0006328	LOC6499506|XP_014766114.1|DANA	LOC108155433|XP_017141734.2|DMIR
OG0006329	LOC6504090|XP_001964156.1|DANA	LOC108161895|XP_017151782.1|DMIR
OG0006330	LOC6501447|XP_032310174.1|DANA	LOC108155328|XP_017141553.1|DMIR
OG0006331	LOC6505284|XP_001965686.2|DANA	LOC108161350|XP_017151082.1|DMIR
OG0006332	LOC6504895|XP_001966547.1|DANA	LOC108164797|XP_017156210.1|DMIR
OG0006333	LOC6505233|XP_001965589.3|DANA	LOC108159421|XP_033246848.1|DMIR
OG0006334	LOC6503802|XP_001963718.1|DANA	LOC108154058|XP_017139642.1|DMIR
OG0006335	LOC6500811|XP_001953959.1|DANA	LOC108156791|XP_017143957.1|DMIR
OG0006336	LOC6503132|XP_001963483.1|DANA	LOC108156382|XP_017143290.1|DMIR
OG0006337	LOC6505025|XP_001965611.1|DANA	LOC108158962|XP_017147286.1|DMIR
OG0006338	LOC6500991|XP_001954311.1|DANA	LOC108156931|XP_017144177.1|DMIR
OG0006339	LOC6500189|XP_001966666.1|DANA	LOC117186475|XP_033243236.1|DMIR
OG0006340	LOC6502952|XP_001963530.1|DANA	LOC108164509|XP_017155781.1|DMIR
OG0006341	LOC6507745|XP_001956259.1|DANA	LOC108164542|XP_017155839.1|DMIR
OG0006342	LOC6505190|XP_032307891.1|DANA	LOC108164837|XP_017156250.1|DMIR
