Orthogroup	DANA.longest_only	DSUP.longest_only
OG0005097	LOC6494946|XP_001959348.1|DANA	LOC119551600|XP_037716932.1|DSUP
OG0005098	LOC6496471|XP_032306525.1|DANA	LOC119550278|XP_037714792.1|DSUP
OG0005099	LOC6494403|XP_001960394.1|DANA	LOC119551853|XP_037717357.1|DSUP
OG0005100	LOC6494402|XP_001960395.1|DANA	LOC119551852|XP_037717356.1|DSUP
OG0005101	LOC6500420|XP_001953182.1|DANA	LOC119560181|XP_037729468.1|DSUP
OG0005102	LOC6494784|XP_014762967.1|DANA	LOC119549930|XP_037714200.1|DSUP
OG0005103	LOC6495732|XP_001959455.1|DANA	LOC119550748|XP_037715596.1|DSUP
OG0005104	LOC6498333|XP_001962568.3|DANA	LOC119547936|XP_037710911.1|DSUP
OG0005105	LOC6493043|XP_001956933.1|DANA	LOC119554969|XP_037722026.1|DSUP
OG0005106	LOC6506886|XP_032310291.1|DANA	LOC119552743|XP_037718436.1|DSUP
OG0005107	LOC6502795|XP_001957023.2|DANA	LOC119554671|XP_037721601.1|DSUP
OG0005108	LOC6495746|XP_032307262.1|DANA	LOC119551514|XP_037716825.1|DSUP
OG0005109	LOC6504435|XP_001966983.1|DANA	LOC119556347|XP_037724377.1|DSUP
OG0005110	LOC6493387|XP_001957651.1|DANA	LOC119555680|XP_037723231.1|DSUP
OG0005111	LOC6506630|XP_032309505.1|DANA	LOC119553752|XP_037720281.1|DSUP
OG0005112	LOC6507080|XP_001956703.1|DANA	LOC119552497|XP_037718028.1|DSUP
OG0005113	LOC6506629|XP_001957510.1|DANA	LOC119553754|XP_037720285.1|DSUP
OG0005114	LOC6507556|XP_001955909.1|DANA	LOC119554706|XP_037721638.1|DSUP
OG0005115	LOC6506254|XP_001965142.1|DANA	LOC119547748|XP_037710672.1|DSUP
OG0005116	LOC6493375|XP_001957633.1|DANA	LOC119552585|XP_037718147.1|DSUP
OG0005117	LOC6503764|XP_001963784.1|DANA	LOC119556022|XP_037723730.1|DSUP
OG0005118	LOC6498529|XP_001963004.1|DANA	LOC119546581|XP_037708915.1|DSUP
OG0005119	LOC6494738|XP_032306703.1|DANA	LOC119551717|XP_037717118.1|DSUP
OG0005120	LOC6507470|XP_001955952.2|DANA	LOC119553317|XP_037719573.1|DSUP
OG0005121	LOC6492928|XP_032310442.1|DANA	LOC119555083|XP_037722227.1|DSUP
OG0005122	LOC6506663|XP_014764862.1|DANA	LOC119554868|XP_037721878.1|DSUP
OG0005123	LOC6493676|XP_001958212.1|DANA	LOC119554922|XP_037721955.1|DSUP
OG0005124	LOC6493378|XP_001957639.2|DANA	LOC119552766|XP_037718499.1|DSUP
OG0005125	LOC6506561|XP_032309544.1|DANA	LOC119555670|XP_037723205.1|DSUP
OG0005126	LOC6492984|XP_001956791.1|DANA	LOC119553134|XP_037719254.1|DSUP
OG0005127	LOC6507570|XP_032309702.1|DANA	LOC119553947|XP_037720567.1|DSUP
OG0005128	LOC6494850|XP_001959555.3|DANA	LOC119550664|XP_037715438.1|DSUP
OG0005129	LOC6506764|XP_032309819.1|DANA	LOC119553412|XP_037719715.1|DSUP
OG0005130	LOC6493230|XP_001957314.1|DANA	LOC119554058|XP_037720728.1|DSUP
OG0005131	LOC6493512|XP_032309751.1|DANA	LOC119552916|XP_037718781.1|DSUP
OG0005132	LOC6506587|XP_001957593.1|DANA	LOC119552670|XP_037718307.1|DSUP
OG0005133	LOC6507009|XP_032310289.1|DANA	LOC119553370|XP_037719644.1|DSUP
OG0005134	LOC6506645|XP_032310103.1|DANA	LOC119554888|XP_037721906.1|DSUP
OG0005135	LOC6507472|XP_001955944.1|DANA	LOC119552908|XP_037718762.1|DSUP
OG0005136	LOC6507579|XP_001955942.1|DANA	LOC119553805|XP_037720351.1|DSUP
OG0005137	LOC6501486|XP_001955350.1|DANA	LOC119550494|XP_037715117.1|DSUP
OG0005138	LOC6493322|XP_001957524.1|DANA	LOC119554802|XP_037721780.1|DSUP
OG0005139	LOC6493540|XP_014764434.1|DANA	LOC119555623|XP_037723071.1|DSUP
OG0005140	LOC6506287|XP_001965147.2|DANA	LOC119548198|XP_037711255.1|DSUP
OG0005141	LOC6496411|XP_001960860.1|DANA	LOC119549235|XP_037713053.1|DSUP
OG0005142	LOC6506978|XP_001956888.1|DANA	LOC119554269|XP_037721048.1|DSUP
OG0005143	LOC6506975|XP_014765015.1|DANA	LOC119555665|XP_037723179.1|DSUP
OG0005144	LOC6506976|XP_032310765.1|DANA	LOC119553479|XP_037719816.1|DSUP
OG0005145	LOC6493026|XP_001956890.1|DANA	LOC119554009|XP_037720649.1|DSUP
OG0005146	LOC6493155|XP_001957163.1|DANA	LOC119552487|XP_037718013.1|DSUP
OG0005147	LOC6506826|XP_001957162.3|DANA	LOC119552489|XP_037718017.1|DSUP
OG0005148	LOC6506376|XP_001957998.1|DANA	LOC119553649|XP_037720062.1|DSUP
OG0005149	LOC6496074|XP_001960165.1|DANA	LOC119549397|XP_037713380.1|DSUP
OG0005150	LOC6492990|XP_001956805.1|DANA	LOC119552681|XP_037718327.1|DSUP
OG0005151	LOC6507372|XP_001956144.1|DANA	LOC119554033|XP_037720679.1|DSUP
OG0005152	LOC6507374|XP_001956139.1|DANA	LOC119554502|XP_037721363.1|DSUP
OG0005153	LOC6507375|XP_001956137.1|DANA	LOC119554485|XP_037721342.1|DSUP
OG0005154	LOC6506508|XP_032310834.1|DANA	LOC119552906|XP_037718760.1|DSUP
OG0005155	LOC6507664|XP_014765396.1|DANA	LOC119554893|XP_037721923.1|DSUP
OG0005156	LOC6501289|XP_001954931.1|DANA	LOC119560259|XP_037729552.1|DSUP
OG0005157	LOC6494742|XP_032307138.1|DANA	LOC119552151|XP_037717884.1|DSUP
OG0005158	LOC6493776|XP_001958412.1|DANA	LOC119554870|XP_037721881.1|DSUP
OG0005159	LOC6506554|XP_001957659.2|DANA	LOC119553837|XP_037720399.1|DSUP
OG0005160	LOC6496737|XP_001967813.1|DANA	LOC119554651|XP_037721580.1|DSUP
OG0005161	LOC6494238|XP_001960683.1|DANA	LOC119552084|XP_037717788.1|DSUP
OG0005162	LOC6504982|XP_001965692.1|DANA	LOC119558140|XP_037727300.1|DSUP
OG0005163	LOC6506107|XP_001958538.1|DANA	LOC119554044|XP_037720702.1|DSUP
OG0005164	LOC26514359|XP_014765607.1|DANA	LOC119552663|XP_037718297.1|DSUP
OG0005165	LOC6493922|XP_001961319.1|DANA	LOC119549186|XP_037712943.1|DSUP
OG0005166	LOC6500500|XP_001953351.1|DANA	LOC119560934|XP_037730597.1|DSUP
OG0005167	LOC6500033|XP_001953352.1|DANA	LOC119560318|XP_037729624.1|DSUP
OG0005168	LOC6506586|XP_001957595.1|DANA	LOC119553642|XP_037720048.1|DSUP
OG0005169	LOC6492972|XP_032310192.1|DANA	LOC119554330|XP_037721122.1|DSUP
OG0005170	LOC6507040|XP_032310188.1|DANA	LOC119553727|XP_037720242.1|DSUP
OG0005171	LOC6507041|XP_001956769.1|DANA	LOC119555115|XP_037722267.1|DSUP
OG0005172	LOC6494956|XP_032306334.1|DANA	LOC119550650|XP_037715417.1|DSUP
OG0005173	LOC6495992|XP_001959995.2|DANA	LOC119551203|XP_037716365.1|DSUP
OG0005174	LOC6494704|XP_001959824.1|DANA	LOC119551599|XP_037716929.1|DSUP
OG0005175	LOC6494715|XP_001959805.1|DANA	LOC119549037|XP_037712649.1|DSUP
OG0005176	LOC6495643|XP_001959291.1|DANA	LOC119551650|XP_037717013.1|DSUP
OG0005177	LOC6494713|XP_001959807.2|DANA	LOC119558634|XP_037727967.1|DSUP, LOC119550466|XP_037715082.1|DSUP
OG0005178	LOC6493037|XP_001956917.1|DANA	LOC119554924|XP_037721957.1|DSUP
OG0005179	LOC6493031|XP_001956902.1|DANA	LOC119555593|XP_037723012.1|DSUP
OG0005180	LOC6493291|XP_014764311.1|DANA	LOC119555183|XP_037722363.1|DSUP
OG0005181	LOC6502327|XP_001967156.1|DANA	LOC119555831|XP_037723385.1|DSUP
OG0005182	LOC6494002|XP_032306118.1|DANA	LOC119549450|XP_037713474.1|DSUP
OG0005183	LOC6496601|XP_032311620.1|DANA	LOC119552127|XP_037717844.1|DSUP
OG0005184	LOC6496598|XP_001961223.3|DANA	LOC119549461|XP_037713488.1|DSUP
OG0005185	LOC6501726|XP_001967687.1|DANA	LOC119550009|XP_037714360.1|DSUP
OG0005186	LOC6495259|XP_032306169.1|DANA	LOC119551696|XP_037717093.1|DSUP
OG0005187	LOC6494621|XP_032307020.1|DANA	LOC119551201|XP_037716331.1|DSUP
OG0005188	LOC6494823|XP_001959594.2|DANA	LOC119550411|XP_037714997.1|DSUP
OG0005189	LOC6498795|XP_014759295.1|DANA	LOC119556161|XP_037723993.1|DSUP
OG0005190	LOC6506441|XP_001957875.1|DANA	LOC119553499|XP_037719838.1|DSUP
OG0005191	LOC6499319|XP_001954880.1|DANA	LOC119545770|XP_037707545.1|DSUP
OG0005192	LOC6494548|XP_001960128.2|DANA	LOC119549162|XP_037712877.1|DSUP
OG0005193	LOC6494681|XP_032306156.1|DANA	LOC119552080|XP_037717784.1|DSUP
OG0005194	LOC6495603|XP_032307263.1|DANA	LOC119550806|XP_037715670.1|DSUP
OG0005195	LOC6494569|XP_001960083.1|DANA	LOC119549286|XP_037713163.1|DSUP
OG0005196	LOC6493205|XP_001957259.1|DANA	LOC119555180|XP_037722358.1|DSUP
OG0005197	LOC6494242|XP_001960675.1|DANA	LOC119551854|XP_037717359.1|DSUP
OG0005198	LOC6507323|XP_001956249.3|DANA	LOC119554279|XP_037721060.1|DSUP
OG0005199	LOC6494008|XP_001961155.1|DANA	LOC119550016|XP_037714367.1|DSUP
OG0005200	LOC6495961|XP_001959937.1|DANA	LOC119549917|XP_037714167.1|DSUP
OG0005201	LOC6494378|XP_001960432.1|DANA	LOC119551452|XP_037716726.1|DSUP
OG0005202	LOC6496038|XP_001960097.2|DANA	LOC119550785|XP_037715645.1|DSUP
OG0005203	LOC6496331|XP_014763763.1|DANA	LOC119550672|XP_037715454.1|DSUP
OG0005204	LOC6497765|XP_001961400.2|DANA	LOC119546655|XP_037709038.1|DSUP
OG0005205	LOC6498486|XP_001962927.1|DANA	LOC119547366|XP_037710113.1|DSUP
OG0005206	LOC6495905|XP_001959830.1|DANA	LOC119550826|XP_037715698.1|DSUP
OG0005207	LOC6495314|XP_001958645.1|DANA	LOC119552162|XP_037717910.1|DSUP
OG0005208	LOC6494161|XP_001960847.1|DANA	LOC119550870|XP_037715778.1|DSUP
OG0005209	LOC6497719|XP_001961494.1|DANA	LOC119545982|XP_037707889.1|DSUP
OG0005210	LOC6497718|XP_032307452.1|DANA	LOC119545981|XP_037707886.1|DSUP
OG0005211	LOC6506130|XP_001958491.1|DANA	LOC119553130|XP_037719251.1|DSUP
OG0005212	LOC6496311|XP_001960676.1|DANA	LOC119549697|XP_037713848.1|DSUP
OG0005213	LOC6504104|XP_001964187.1|DANA	LOC119557952|XP_037726915.1|DSUP
OG0005214	LOC6497576|XP_001961780.2|DANA	LOC119548581|XP_037711827.1|DSUP
OG0005215	LOC6498062|XP_001962008.1|DANA	LOC119547234|XP_037709933.1|DSUP
OG0005216	LOC6496871|XP_001963237.1|DANA	LOC119545974|XP_037707873.1|DSUP
OG0005217	LOC6497248|XP_032307559.1|DANA	LOC119548881|XP_037712440.1|DSUP
OG0005218	LOC6504826|XP_014760469.1|DANA	LOC119547199|XP_037709867.1|DSUP
OG0005219	LOC6495797|XP_001959608.1|DANA	LOC119550843|XP_037715738.1|DSUP
OG0005220	LOC6507653|XP_001956081.1|DANA	LOC119553359|XP_037719632.1|DSUP
OG0005221	LOC6505365|XP_001964857.1|DANA	LOC119548398|XP_037711554.1|DSUP
OG0005222	LOC6497598|XP_032307783.1|DANA	LOC119546342|XP_037708477.1|DSUP
OG0005223	LOC6504338|XP_001965023.1|DANA	LOC119546249|XP_037708330.1|DSUP
OG0005224	LOC6498344|XP_032307791.1|DANA	LOC119548602|XP_037711887.1|DSUP
OG0005225	LOC6497163|XP_001962644.1|DANA	LOC119547637|XP_037710505.1|DSUP
OG0005226	LOC6497396|XP_032307331.1|DANA	LOC119545975|XP_037707874.1|DSUP
OG0005227	LOC6498139|XP_001962158.1|DANA	LOC119547108|XP_037709746.1|DSUP
OG0005228	LOC6497402|XP_032307620.1|DANA	LOC119548802|XP_037712307.1|DSUP
OG0005229	LOC6497891|XP_001961657.1|DANA	LOC119546919|XP_037709477.1|DSUP
OG0005230	LOC6497058|XP_001962836.1|DANA	LOC119546876|XP_037709411.1|DSUP
OG0005231	LOC6497676|XP_001961595.2|DANA	LOC119546731|XP_037709149.1|DSUP
OG0005232	LOC6497732|XP_032307377.1|DANA	LOC119546424|XP_037708619.1|DSUP
OG0005233	LOC6497714|XP_001961501.1|DANA	LOC119546964|XP_037709538.1|DSUP
OG0005234	LOC6497065|XP_001962820.3|DANA	LOC119547771|XP_037710711.1|DSUP
OG0005235	LOC6497883|XP_001961642.1|DANA	LOC119546616|XP_037708981.1|DSUP
OG0005236	LOC6506743|XP_001965240.1|DANA	LOC119547282|XP_037709993.1|DSUP
OG0005237	LOC6503824|XP_032311166.1|DANA	LOC119547281|XP_037709992.1|DSUP
OG0005238	LOC6503816|XP_001965244.1|DANA	LOC119547863|XP_037710823.1|DSUP
OG0005239	LOC6497432|XP_001962095.1|DANA	LOC119548763|XP_037712232.1|DSUP
OG0005240	LOC6496932|XP_032311045.1|DANA	LOC119548298|XP_037711393.1|DSUP
OG0005241	LOC6497553|XP_001961835.1|DANA	LOC119546846|XP_037709369.1|DSUP
OG0005242	LOC6498626|XP_001963182.1|DANA	LOC119547981|XP_037710964.1|DSUP
OG0005243	LOC6497639|XP_001961658.2|DANA	LOC119546579|XP_037708911.1|DSUP
OG0005244	LOC6500658|XP_001953665.1|DANA	LOC119561028|XP_037730781.1|DSUP
OG0005245	LOC6500112|XP_032305902.1|DANA	LOC119559993|XP_037729187.1|DSUP
OG0005246	LOC6507425|XP_001965374.1|DANA	LOC119546947|XP_037709515.1|DSUP
OG0005247	LOC6494699|XP_001959833.1|DANA	LOC119549816|XP_037714022.1|DSUP
OG0005248	LOC6494653|XP_001965951.3|DANA	LOC119558293|XP_037727615.1|DSUP
OG0005249	LOC6501021|XP_001954390.2|DANA	LOC119563456|XP_037732787.1|DSUP
OG0005250	LOC6497149|XP_032311015.1|DANA	LOC119548789|XP_037712289.1|DSUP
OG0005251	LOC6496940|XP_032311418.1|DANA	LOC119546788|XP_037709273.1|DSUP
OG0005252	LOC6497527|XP_032307425.1|DANA	LOC119548683|XP_037712055.1|DSUP
OG0005253	LOC6506776|XP_032311245.1|DANA	LOC119546753|XP_037709211.1|DSUP
OG0005254	LOC6497074|XP_001962804.1|DANA	LOC119546862|XP_037709392.1|DSUP
OG0005255	LOC6497073|XP_001962805.2|DANA	LOC119548011|XP_037711008.1|DSUP
OG0005256	LOC26514584|XP_014760154.1|DANA	LOC119548872|XP_037712430.1|DSUP, LOC119562464|XP_037731577.1|DSUP
OG0005257	LOC6497497|XP_001961961.1|DANA	LOC119548013|XP_037711010.1|DSUP
OG0005258	LOC6505387|XP_001964874.1|DANA	LOC119547437|XP_037710226.1|DSUP
OG0005259	LOC6498224|XP_001962332.2|DANA	LOC119546502|XP_037708746.1|DSUP
OG0005260	LOC6497318|XP_001962333.1|DANA	LOC119546504|XP_037708749.1|DSUP
OG0005261	LOC6496920|XP_001963140.1|DANA	LOC119547448|XP_037710237.1|DSUP
OG0005262	LOC6497213|XP_001962547.1|DANA	LOC119547191|XP_037709855.1|DSUP
OG0005263	LOC6498433|XP_001962810.1|DANA	LOC119548282|XP_037711375.1|DSUP
OG0005264	LOC6501383|XP_001955121.2|DANA	LOC119563210|XP_037732434.1|DSUP
OG0005265	LOC6497069|XP_032310880.1|DANA	LOC119546970|XP_037709544.1|DSUP
OG0005266	LOC6497735|XP_001961458.1|DANA	LOC119546023|XP_037707964.1|DSUP
OG0005267	LOC6503293|XP_001967566.1|DANA	LOC119546883|XP_037709425.1|DSUP
OG0005268	LOC6503297|XP_001967565.1|DANA	LOC119547915|XP_037710881.1|DSUP
OG0005269	LOC6496722|XP_032309171.1|DANA	LOC119546969|XP_037709542.1|DSUP
OG0005270	LOC6497943|XP_001961767.1|DANA	LOC119547951|XP_037710928.1|DSUP
OG0005271	LOC6497512|XP_001961930.1|DANA	LOC119545927|XP_037707773.1|DSUP
OG0005272	LOC6498032|XP_001961932.1|DANA	LOC119548202|XP_037711260.1|DSUP
OG0005273	LOC6498033|XP_001961939.1|DANA	LOC119547379|XP_037710133.1|DSUP
OG0005274	LOC6497582|XP_001961770.1|DANA	LOC119547310|XP_037710036.1|DSUP
OG0005275	LOC6496955|XP_032310987.1|DANA	LOC119548677|XP_037712049.1|DSUP
OG0005276	LOC6498059|XP_001961992.1|DANA	LOC119547236|XP_037709943.1|DSUP
OG0005277	LOC6497471|XP_001962006.2|DANA	LOC119547232|XP_037709926.1|DSUP
OG0005278	LOC6495042|XP_001959181.1|DANA	LOC119550462|XP_037715075.1|DSUP
OG0005279	LOC6497327|XP_032307553.1|DANA	LOC119562378|XP_037731467.1|DSUP, LOC119562633|XP_037731790.1|DSUP
OG0005280	LOC6497557|XP_001961823.1|DANA	LOC119547201|XP_037709873.1|DSUP
OG0005281	LOC6498316|XP_001962520.1|DANA	LOC119546792|XP_037709282.1|DSUP
OG0005282	LOC6499142|XP_001955218.1|DANA	LOC119560049|XP_037729283.1|DSUP
OG0005283	LOC6500750|XP_001953841.1|DANA	LOC119552137|XP_037717861.1|DSUP
OG0005284	LOC6497965|XP_032307732.1|DANA	LOC119548808|XP_037712321.1|DSUP
OG0005285	LOC6497565|XP_001961806.1|DANA	LOC119547374|XP_037710125.1|DSUP
OG0005286	LOC6497556|XP_032307614.1|DANA	LOC119546377|XP_037708538.1|DSUP
OG0005287	LOC6497975|XP_001961827.1|DANA	LOC119546884|XP_037709426.1|DSUP
OG0005288	LOC6498666|XP_001963277.2|DANA	LOC119548722|XP_037712137.1|DSUP
OG0005289	LOC116656186|XP_032311507.1|DANA	LOC119558477|XP_037727918.1|DSUP
OG0005290	LOC6494490|XP_001965913.1|DANA	LOC119560991|XP_037730699.1|DSUP
OG0005291	LOC6504349|XP_001965006.1|DANA	LOC119548402|XP_037711566.1|DSUP
OG0005292	LOC6505756|XP_001965008.1|DANA	LOC119548365|XP_037711509.1|DSUP
OG0005293	LOC6497167|XP_001962637.3|DANA	LOC119547151|XP_037709798.1|DSUP
OG0005294	LOC6504237|XP_001965109.1|DANA	LOC119547509|XP_037710329.1|DSUP
OG0005295	LOC6505753|XP_032311327.1|DANA	LOC119548401|XP_037711565.1|DSUP
OG0005296	LOC6499137|XP_032309931.1|DANA	LOC119561060|XP_037730824.1|DSUP
OG0005297	LOC6498338|XP_032307745.1|DANA	LOC119547662|XP_037710540.1|DSUP
OG0005298	LOC6505459|XP_001964919.1|DANA	LOC119547271|XP_037709981.1|DSUP
OG0005299	LOC6506012|XP_001964777.1|DANA	LOC119545636|XP_037707275.1|DSUP
OG0005300	LOC6503872|XP_001963754.1|DANA	LOC119557136|XP_037725647.1|DSUP
OG0005301	LOC6496982|XP_032311293.1|DANA	LOC119546260|XP_037708347.1|DSUP
OG0005302	LOC6494651|XP_001959927.1|DANA	LOC119549168|XP_037712891.1|DSUP
OG0005303	LOC6497636|XP_001961665.1|DANA	LOC119546615|XP_037708980.1|DSUP
OG0005304	LOC6506329|XP_001965153.1|DANA	LOC119546313|XP_037708440.1|DSUP
OG0005305	LOC6495600|XP_001959180.1|DANA	LOC119550461|XP_037715073.1|DSUP
OG0005306	LOC6497368|XP_001962228.1|DANA	LOC119548315|XP_037711423.1|DSUP
OG0005307	LOC6497061|XP_014761510.1|DANA	LOC119547043|XP_037709647.1|DSUP
OG0005308	LOC6496917|XP_001963144.1|DANA	LOC119547095|XP_037709724.1|DSUP
OG0005309	LOC6497002|XP_032311104.1|DANA	LOC119547430|XP_037710217.1|DSUP
OG0005310	LOC6498079|XP_014761965.1|DANA	LOC119546536|XP_037708807.1|DSUP
OG0005311	LOC6497033|XP_001962880.1|DANA	LOC119546849|XP_037709374.1|DSUP
OG0005312	LOC6498452|XP_032311296.1|DANA	LOC119546559|XP_037708852.1|DSUP
OG0005313	LOC6496952|XP_001963068.1|DANA	LOC119548032|XP_037711034.1|DSUP
OG0005314	LOC6498304|XP_001962501.1|DANA	LOC119546588|XP_037708930.1|DSUP
OG0005315	LOC6497877|XP_001961629.3|DANA	LOC119547168|XP_037709823.1|DSUP
OG0005316	LOC6495601|XP_014763364.1|DANA	LOC119549709|XP_037713865.1|DSUP
OG0005317	LOC6506962|XP_001965286.1|DANA	LOC119546613|XP_037708977.1|DSUP
OG0005318	LOC6498732|XP_001965864.3|DANA	LOC119562637|XP_037731792.1|DSUP
OG0005319	LOC6497168|XP_001962635.1|DANA	LOC119547064|XP_037709675.1|DSUP
OG0005320	LOC6497270|XP_001962426.2|DANA	LOC119546911|XP_037709468.1|DSUP
OG0005321	LOC6496878|XP_001963222.1|DANA	LOC119546859|XP_037709388.1|DSUP
OG0005322	LOC6498127|XP_001962133.1|DANA	LOC119547516|XP_037710337.1|DSUP
OG0005323	LOC6505363|XP_032311047.1|DANA	LOC119547215|XP_037709893.1|DSUP
OG0005324	LOC6505465|XP_001964926.1|DANA	LOC119547975|XP_037710954.1|DSUP
OG0005325	LOC26515103|XP_014762401.1|DANA	LOC119548257|XP_037711329.1|DSUP
OG0005326	LOC6505467|XP_001964927.1|DANA	LOC119548416|XP_037711586.1|DSUP
OG0005327	LOC6504805|XP_032311164.1|DANA	LOC119548005|XP_037710995.1|DSUP
OG0005328	LOC6500922|XP_001954168.1|DANA	LOC119546421|XP_037708618.1|DSUP
OG0005329	LOC6493009|XP_001956844.1|DANA	LOC119555535|XP_037722895.1|DSUP
OG0005330	LOC6507004|XP_001956845.1|DANA	LOC119555534|XP_037722894.1|DSUP
OG0005331	LOC6503298|XP_001967567.1|DANA	LOC119546612|XP_037708976.1|DSUP
OG0005332	LOC6497380|XP_001962202.1|DANA	LOC119548082|XP_037711095.1|DSUP
OG0005333	LOC6497019|XP_001962919.1|DANA	LOC119548096|XP_037711113.1|DSUP
OG0005334	LOC6498583|XP_001963111.1|DANA	LOC119545951|XP_037707835.1|DSUP
OG0005335	LOC26514220|XP_014763991.1|DANA	LOC119549812|XP_037714012.1|DSUP
OG0005336	LOC6494630|XP_001959981.1|DANA	LOC119551424|XP_037716695.1|DSUP
OG0005337	LOC6494208|XP_001960746.2|DANA	LOC119550938|XP_037715891.1|DSUP
OG0005338	LOC6496963|XP_001963045.2|DANA	LOC119547469|XP_037710283.1|DSUP
OG0005339	LOC6496923|XP_001963134.3|DANA	LOC119546157|XP_037708195.1|DSUP
OG0005340	LOC6498542|XP_001963029.1|DANA	LOC119547082|XP_037709706.1|DSUP
OG0005341	LOC6495422|XP_001958814.1|DANA	LOC119550898|XP_037715816.1|DSUP
OG0005342	LOC6506038|XP_001965087.1|DANA	LOC119547779|XP_037710718.1|DSUP
OG0005343	LOC6496513|XP_001961050.1|DANA	LOC119551685|XP_037717077.1|DSUP
OG0005344	LOC6495141|XP_001958970.3|DANA	LOC119551063|XP_037716114.1|DSUP
OG0005345	LOC6498509|XP_001962969.1|DANA	LOC119548463|XP_037711659.1|DSUP
OG0005346	LOC6497290|XP_032307626.1|DANA	LOC119548555|XP_037711782.1|DSUP
OG0005347	LOC6507187|XP_032311064.1|DANA	LOC119546879|XP_037709415.1|DSUP
OG0005348	LOC6496950|XP_001963076.2|DANA	LOC119546821|XP_037709335.1|DSUP
OG0005349	LOC6496953|XP_001963067.1|DANA	LOC119548682|XP_037712054.1|DSUP
OG0005350	LOC6497583|XP_001961769.1|DANA	LOC119548061|XP_037711073.1|DSUP
OG0005351	LOC6493356|XP_001957587.1|DANA	LOC119553304|XP_037719557.1|DSUP
OG0005352	LOC6498585|XP_014762190.1|DANA	LOC119546413|XP_037708600.1|DSUP
OG0005353	LOC6495131|XP_001958987.3|DANA	LOC119551313|XP_037716536.1|DSUP
OG0005354	LOC6497806|XP_032307517.1|DANA	LOC119548856|XP_037712410.1|DSUP
OG0005355	LOC6503329|XP_001965397.2|DANA	LOC119546542|XP_037708818.1|DSUP
OG0005356	LOC6507554|XP_001965395.1|DANA	LOC119546277|XP_037708378.1|DSUP
OG0005357	LOC6505498|XP_014760503.1|DANA	LOC119546630|XP_037708997.1|DSUP
OG0005358	LOC6497769|XP_001961406.1|DANA	LOC119546284|XP_037708392.1|DSUP
OG0005359	LOC6494183|XP_001960815.1|DANA	LOC119551782|XP_037717238.1|DSUP
OG0005360	LOC6493668|XP_001958191.1|DANA	LOC119554454|XP_037721294.1|DSUP
OG0005361	LOC6496892|XP_032310898.1|DANA	LOC119546782|XP_037709265.1|DSUP
OG0005362	LOC6496961|XP_001963050.1|DANA	LOC119547133|XP_037709774.1|DSUP
OG0005363	LOC6497135|XP_001962686.1|DANA	LOC119548302|XP_037711398.1|DSUP
OG0005364	LOC6495580|XP_001959136.1|DANA	LOC119550857|XP_037715759.1|DSUP
OG0005365	LOC6498166|XP_032307394.1|DANA	LOC119546534|XP_037708802.1|DSUP
OG0005366	LOC6498167|XP_001962221.2|DANA	LOC119548000|XP_037710987.1|DSUP
OG0005367	LOC6497370|XP_001962223.1|DANA	LOC119547076|XP_037709691.1|DSUP
OG0005368	LOC6499992|XP_032306527.1|DANA	LOC119563242|XP_037732475.1|DSUP
OG0005369	LOC6498679|XP_001963309.1|DANA	LOC119548176|XP_037711218.1|DSUP
OG0005370	LOC6497059|XP_001962835.2|DANA	LOC119546074|XP_037708076.1|DSUP
OG0005371	LOC6498445|XP_001962833.1|DANA	LOC119546533|XP_037708801.1|DSUP
OG0005372	LOC6505686|XP_001964457.1|DANA	LOC119560793|XP_037730350.1|DSUP
OG0005373	LOC6498653|XP_032308663.1|DANA	LOC119562213|XP_037731339.1|DSUP
OG0005374	LOC6497369|XP_001962225.1|DANA	LOC119548316|XP_037711424.1|DSUP
OG0005375	LOC6498169|XP_001962224.2|DANA	LOC119546238|XP_037708312.1|DSUP
OG0005376	LOC6503806|XP_001965245.2|DANA	LOC119548307|XP_037711408.1|DSUP
OG0005377	LOC6507605|XP_001955990.1|DANA	LOC119554232|XP_037720991.1|DSUP
OG0005378	LOC6497542|XP_001961863.3|DANA	LOC119547520|XP_037710342.1|DSUP
OG0005379	LOC6497429|XP_001962101.2|DANA	LOC119546725|XP_037709143.1|DSUP
OG0005380	LOC6497992|XP_001961852.2|DANA	LOC119547725|XP_037710632.1|DSUP
OG0005381	LOC6497634|XP_001961670.2|DANA	LOC119548627|XP_037711933.1|DSUP
OG0005382	LOC6506907|XP_014760582.1|DANA	LOC119548778|XP_037712252.1|DSUP
OG0005383	LOC6493407|XP_032310777.1|DANA	LOC119554004|XP_037720639.1|DSUP
OG0005384	LOC6499318|XP_001954881.1|DANA	LOC119553349|XP_037719619.1|DSUP
OG0005385	LOC6495522|XP_001959031.1|DANA	LOC119549145|XP_037712851.1|DSUP
OG0005386	LOC6494143|XP_014762648.1|DANA	LOC119551768|XP_037717223.1|DSUP
OG0005387	LOC6500845|XP_032305746.1|DANA	LOC119561081|XP_037730868.1|DSUP
OG0005388	LOC6498320|XP_001962532.1|DANA	LOC119546701|XP_037709109.1|DSUP
OG0005389	LOC6506002|XP_001965063.1|DANA	LOC119547013|XP_037709609.1|DSUP
OG0005390	LOC6498523|XP_001962990.1|DANA	LOC119548838|XP_037712385.1|DSUP
OG0005391	LOC6498521|XP_001962988.1|DANA	LOC119548840|XP_037712387.1|DSUP
