Orthogroup	DANA.longest_only	DEUG.longest_only
OG0003432	LOC6498910|XP_001955692.1|DANA	LOC108116700|XP_017084206.1|DEUG
OG0003433	LOC6499023|XP_032311498.1|DANA	LOC108111412|XP_017076357.1|DEUG
OG0003434	LOC6503923|XP_001963855.2|DANA	LOC108110084|XP_017074463.1|DEUG
OG0003435	LOC6501333|XP_001955010.3|DANA	LOC108115832|XP_017082913.1|DEUG
OG0003436	LOC6500188|XP_001953053.1|DANA	LOC108115343|XP_017082254.1|DEUG
OG0003437	LOC6500361|XP_014766511.1|DANA	LOC108115342|XP_017082250.1|DEUG
OG0003438	LOC6500362|XP_001953054.1|DANA	LOC108115358|XP_017082273.1|DEUG
OG0003439	LOC6498907|XP_001955697.1|DANA	LOC108116537|XP_017083964.1|DEUG
OG0003440	LOC6500286|XP_032310096.1|DANA	LOC108109355|XP_017073306.1|DEUG
OG0003441	LOC6497828|XP_001961531.1|DANA	LOC108105771|XP_017067983.1|DEUG
OG0003442	LOC6499380|XP_001954748.1|DANA	LOC108112902|XP_017078752.1|DEUG
OG0003443	LOC6506880|XP_001957071.1|DANA	LOC108108063|XP_017071428.1|DEUG
OG0003444	LOC6493701|XP_001958264.3|DANA	LOC108108247|XP_017071707.1|DEUG
OG0003445	LOC6501880|XP_001966749.2|DANA	LOC108117573|XP_017085571.1|DEUG
OG0003446	LOC6495015|XP_032312008.1|DANA	LOC108103961|XP_017065219.1|DEUG
OG0003448	LOC6500064|XP_001953292.1|DANA	LOC108117587|XP_017085624.1|DEUG
OG0003449	LOC6500692|XP_001953733.1|DANA	LOC108117139|XP_017084887.1|DEUG
OG0003450	LOC6507296|XP_032311346.1|DANA, LOC6499501|XP_001954499.1|DANA	LOC108105627|XP_017067800.1|DEUG
OG0003451	LOC6499291|XP_001954932.1|DANA	LOC108110231|XP_017074707.1|DEUG
OG0003452	LOC6501290|XP_001954933.1|DANA	LOC108110239|XP_017074716.1|DEUG
OG0003453	LOC6506502|XP_001957758.1|DANA	LOC108102740|XP_017063378.1|DEUG
OG0003454	LOC6497804|XP_001961480.1|DANA	LOC108111103|XP_017075934.1|DEUG
OG0003455	LOC6500308|XP_001952940.1|DANA	LOC108113723|XP_017079895.1|DEUG
OG0003456	LOC6495663|XP_014763430.1|DANA	LOC108109116|XP_017072998.1|DEUG
OG0003457	LOC6498873|XP_032312221.1|DANA	LOC108115028|XP_017081762.1|DEUG
OG0003458	LOC6500951|XP_032308928.1|DANA	LOC108111571|XP_017076583.1|DEUG
OG0003459	LOC6505702|XP_001964425.1|DANA	LOC108116347|XP_017083651.1|DEUG
OG0003460	LOC6499775|XP_001953943.1|DANA	LOC108108848|XP_017072553.1|DEUG
OG0003461	LOC6500190|XP_001953051.3|DANA	LOC108115323|XP_017082219.1|DEUG
OG0003462	LOC6493328|XP_001957534.1|DANA	LOC108107862|XP_017071119.1|DEUG
OG0003463	LOC6498958|XP_001955607.1|DANA	LOC108111683|XP_017076712.1|DEUG
OG0003464	LOC6499681|XP_001954159.2|DANA	LOC108117022|XP_017084679.1|DEUG
OG0003465	LOC6499872|XP_001953732.1|DANA	LOC108117141|XP_017084889.1|DEUG
OG0003466	LOC6501539|XP_001955445.1|DANA	LOC108117546|XP_017085544.1|DEUG
OG0003467	LOC6500293|XP_001952901.1|DANA	LOC108111669|XP_017076691.1|DEUG
OG0003468	LOC6500287|XP_001952891.1|DANA	LOC108109400|XP_017073387.1|DEUG
OG0003469	LOC6501585|XP_001955523.1|DANA	LOC108111350|XP_017076271.1|DEUG
OG0003470	LOC6501549|XP_001955458.3|DANA	LOC108111696|XP_017076734.1|DEUG
OG0003471	LOC6497879|XP_001961634.1|DANA	LOC108105674|XP_017067862.1|DEUG
OG0003472	LOC6496972|XP_032311081.1|DANA	LOC108110771|XP_017075474.1|DEUG
OG0003473	LOC6496899|XP_001963186.1|DANA	LOC108110881|XP_017075628.1|DEUG
OG0003474	LOC6505869|XP_001964516.2|DANA	LOC108117152|XP_017084901.1|DEUG
OG0003475	LOC6499485|XP_032305843.1|DANA	LOC108110185|XP_017074621.1|DEUG
OG0003477	LOC6500393|XP_001953126.1|DANA	LOC108116930|XP_017084564.1|DEUG
OG0003478	LOC6505650|XP_001964530.3|DANA	LOC108111752|XP_017076796.1|DEUG
OG0003479	LOC6500547|XP_001953432.1|DANA	LOC108109802|XP_017074013.1|DEUG
OG0003480	LOC6499188|XP_001955148.1|DANA	LOC108105543|XP_017067663.1|DEUG
OG0003481	LOC6499187|XP_001955149.1|DANA	LOC108105544|XP_017067666.1|DEUG
OG0003482	LOC6499186|XP_032305340.1|DANA	LOC108105545|XP_017067667.1|DEUG
OG0003483	LOC6499167|XP_001955172.1|DANA	LOC108115281|XP_017082130.1|DEUG
OG0003484	LOC6501611|XP_001955591.1|DANA	LOC108109484|XP_017073502.1|DEUG
OG0003485	LOC6500373|XP_001953076.1|DANA	LOC108116857|XP_017084408.1|DEUG
OG0003486	LOC6500180|XP_001953074.1|DANA	LOC108116855|XP_017084399.1|DEUG
OG0003487	LOC6501185|XP_001954718.1|DANA	LOC108115933|XP_017083058.1|DEUG
OG0003488	LOC6501473|XP_001955323.1|DANA	LOC108115850|XP_017082953.1|DEUG
OG0003489	LOC6500553|XP_032306498.1|DANA	LOC108109936|XP_017074230.1|DEUG
OG0003490	LOC6501707|XP_001955807.3|DANA	LOC108117113|XP_017084824.1|DEUG
OG0003491	LOC6499083|XP_001955339.2|DANA	LOC108115745|XP_017082804.1|DEUG
OG0003492	LOC6501351|XP_001955048.1|DANA	LOC108116017|XP_017083192.1|DEUG
OG0003493	LOC6499751|XP_032305632.1|DANA	LOC108109566|XP_017073629.1|DEUG
OG0003494	LOC6501278|XP_001954906.1|DANA	LOC108114955|XP_017081635.1|DEUG
OG0003495	LOC6497912|XP_001961700.1|DANA	LOC108103083|XP_017063923.1|DEUG
OG0003496	LOC6501565|XP_001955482.1|DANA	LOC108116971|XP_017084619.1|DEUG
OG0003497	LOC6501085|XP_001954528.1|DANA	LOC108110254|XP_017074730.1|DEUG
OG0003498	LOC6498911|XP_001955690.2|DANA	LOC108117671|XP_017085692.1|DEUG
OG0003499	LOC6500000|XP_001953431.1|DANA	LOC108110400|XP_017074956.1|DEUG
OG0003500	LOC6497535|XP_001961888.1|DANA	LOC108106874|XP_017069609.1|DEUG
OG0003501	LOC6500167|XP_001953099.1|DANA	LOC108116960|XP_017084605.1|DEUG
OG0003502	LOC6499762|XP_001953970.1|DANA	LOC108109575|XP_017073641.1|DEUG
OG0003503	LOC6501362|XP_001955076.1|DANA	LOC108116029|XP_017083205.1|DEUG
OG0003504	LOC26514816|XP_014760929.1|DANA	LOC108105634|XP_017067812.1|DEUG
OG0003505	LOC6499672|XP_032305764.1|DANA	LOC108116872|XP_017084451.1|DEUG
OG0003506	LOC6501412|XP_014767026.1|DANA	LOC108115355|XP_017082268.1|DEUG
OG0003507	LOC6500804|XP_032305789.1|DANA	LOC108108831|XP_017072517.1|DEUG
OG0003508	LOC6507572|XP_001955931.2|DANA	LOC108113725|XP_017079902.1|DEUG
OG0003509	LOC6505514|XP_032312368.1|DANA	LOC108115672|XP_017082726.1|DEUG
OG0003510	LOC6501506|XP_001955388.1|DANA	LOC108116653|XP_017084133.1|DEUG
OG0003511	LOC6499060|XP_032310920.1|DANA	LOC108116614|XP_017084070.1|DEUG
OG0003512	LOC6499051|XP_001955406.1|DANA	LOC108116709|XP_017084217.1|DEUG
OG0003513	LOC6499778|XP_001953938.1|DANA	LOC108108850|XP_017072555.1|DEUG
OG0003514	LOC6500686|XP_001953725.1|DANA	LOC108116507|XP_017083931.1|DEUG, LOC108116508|XP_017083932.1|DEUG
OG0003515	LOC6495134|XP_001958981.1|DANA	LOC108106703|XP_017069424.1|DEUG
OG0003516	LOC6500163|XP_001953107.1|DANA	LOC108116881|XP_017084465.1|DEUG
OG0003517	LOC6500705|XP_001953761.1|DANA	LOC108113820|XP_017080017.1|DEUG
OG0003518	LOC6500586|XP_001953523.1|DANA	LOC108116145|XP_017083370.1|DEUG
OG0003519	LOC6507766|XP_014765467.1|DANA	LOC108114388|XP_017080841.1|DEUG
OG0003520	LOC6507770|XP_001956319.1|DANA	LOC108114533|XP_017081059.1|DEUG
OG0003521	LOC6507288|XP_001956307.1|DANA	LOC108114603|XP_017081153.1|DEUG
OG0003522	LOC6494872|XP_001959512.1|DANA	LOC108104881|XP_017066698.1|DEUG
OG0003523	LOC6497913|XP_001961702.1|DANA	LOC108103086|XP_017063928.1|DEUG
OG0003524	LOC6502124|XP_001966164.1|DANA	LOC108116650|XP_017084130.1|DEUG
OG0003525	LOC6496431|XP_032306607.1|DANA	LOC108112637|XP_017078235.1|DEUG
OG0003526	LOC6499644|XP_032305433.1|DANA	LOC108111551|XP_017076558.1|DEUG
OG0003527	LOC6494570|XP_032307292.1|DANA	LOC108112818|XP_017078606.1|DEUG
OG0003529	LOC6498567|XP_001963075.1|DANA	LOC108110794|XP_017075509.1|DEUG
OG0003530	LOC6506415|XP_001957921.1|DANA	LOC108104906|XP_017066728.1|DEUG
OG0003531	LOC6500608|XP_001953552.1|DANA	LOC108111554|XP_017076564.1|DEUG
OG0003532	LOC26514203|XP_014760174.1|DANA, LOC6506594|XP_001957580.1|DANA	LOC108109868|XP_017074151.1|DEUG
OG0003533	LOC6506994|XP_001956863.1|DANA	LOC108108346|XP_017071876.1|DEUG
OG0003534	LOC6507310|XP_001956271.2|DANA	LOC108114479|XP_017080986.1|DEUG
OG0003535	LOC6508045|XP_001955874.2|DANA	LOC108103603|XP_017064629.1|DEUG
OG0003536	LOC6493928|XP_014762464.1|DANA	LOC108106400|XP_017068897.1|DEUG
OG0003537	LOC6494955|XP_001959330.1|DANA	LOC108108914|XP_017072653.1|DEUG
OG0003538	LOC6494063|XP_001961057.1|DANA	LOC108112018|XP_017077247.1|DEUG
OG0003539	LOC6505292|XP_001964827.1|DANA	LOC108113027|XP_017078945.1|DEUG
OG0003540	LOC6507677|XP_001956128.1|DANA	LOC108104686|XP_017066380.1|DEUG
OG0003541	LOC6505874|XP_032305521.1|DANA	LOC108116609|XP_017084062.1|DEUG
OG0003542	LOC6494070|XP_032307151.1|DANA	LOC108109005|XP_017072763.1|DEUG
OG0003543	LOC6503948|XP_001963900.1|DANA	LOC108118529|XP_017086766.1|DEUG
OG0003544	LOC6507642|XP_001956061.1|DANA	LOC108102755|XP_017063403.1|DEUG
OG0003545	LOC6493838|XP_014764573.1|DANA	LOC108108746|XP_017072386.1|DEUG
OG0003546	LOC6493581|XP_001958037.1|DANA	LOC108108799|XP_017072469.1|DEUG
OG0003547	LOC6495910|XP_014763531.1|DANA	LOC108109211|XP_017073142.1|DEUG
OG0003548	LOC6494866|XP_014763031.1|DANA	LOC108104579|XP_017066224.1|DEUG
OG0003549	LOC6494865|XP_001959525.2|DANA	LOC108104582|XP_017066232.1|DEUG
OG0003550	LOC6495754|XP_001959504.1|DANA	LOC108104820|XP_017066593.1|DEUG
OG0003551	LOC6496068|XP_001960149.1|DANA	LOC108113046|XP_017078965.1|DEUG
OG0003552	LOC6495286|XP_001958700.2|DANA	LOC108106489|XP_017069059.1|DEUG
OG0003553	LOC6494875|XP_001959506.1|DANA	LOC108104836|XP_017066629.1|DEUG
OG0003554	LOC6493386|XP_001957649.3|DANA	LOC108114374|XP_017080815.1|DEUG
OG0003555	LOC6507013|XP_001956826.3|DANA	LOC108107875|XP_017071147.1|DEUG
OG0003556	LOC6493074|XP_001956990.2|DANA	LOC108114346|XP_017080773.1|DEUG
OG0003557	LOC6493075|XP_001956992.1|DANA	LOC108114289|XP_017080680.1|DEUG
OG0003558	LOC6507352|XP_032310565.1|DANA	LOC108107986|XP_017071319.1|DEUG
OG0003559	LOC6507609|XP_001955996.1|DANA	LOC108107916|XP_017071225.1|DEUG
OG0003560	LOC6506504|XP_001957754.1|DANA	LOC108102761|XP_017063408.1|DEUG
OG0003561	LOC6495048|XP_001959172.3|DANA	LOC108109207|XP_017073138.1|DEUG
OG0003562	LOC6496073|XP_001960160.1|DANA	LOC108113169|XP_017079175.1|DEUG
OG0003563	LOC6501366|XP_001955086.1|DANA	LOC108117124|XP_017084844.1|DEUG
OG0003564	LOC6493505|XP_001957887.1|DANA	LOC108102724|XP_017063353.1|DEUG
OG0003565	LOC6507012|XP_001956827.3|DANA	LOC108107776|XP_017070960.1|DEUG
OG0003566	LOC6494436|XP_001965921.1|DANA	LOC108110186|XP_017074629.1|DEUG
OG0003567	LOC6494159|XP_032306167.1|DANA	LOC108112914|XP_017078785.1|DEUG
OG0003568	LOC6495317|XP_014763248.1|DANA	LOC108104515|XP_017066126.1|DEUG
OG0003569	LOC6507498|XP_001955884.1|DANA	LOC108108085|XP_017071461.1|DEUG
OG0003570	LOC6494065|XP_001961048.1|DANA	LOC108112915|XP_017078789.1|DEUG
OG0003571	LOC6507358|XP_001956178.2|DANA	LOC108108204|XP_017071648.1|DEUG
OG0003572	LOC6495950|XP_032307172.1|DANA	LOC108106516|XP_017069099.1|DEUG
OG0003573	LOC6494012|XP_001961148.1|DANA	LOC108106632|XP_017069324.1|DEUG
OG0003574	LOC6506603|XP_001957562.1|DANA	LOC108108005|XP_017071348.1|DEUG
OG0003575	LOC6493191|XP_032309928.1|DANA	LOC108114541|XP_017081073.1|DEUG
OG0003576	LOC6492979|XP_001956782.1|DANA	LOC108114594|XP_017081139.1|DEUG
OG0003577	LOC6493312|XP_001957504.1|DANA	LOC108107748|XP_017070900.1|DEUG
OG0003578	LOC6493443|XP_001957763.1|DANA	LOC108102738|XP_017063376.1|DEUG
OG0003579	LOC6496046|XP_001960111.1|DANA	LOC108112973|XP_017078868.1|DEUG
OG0003580	LOC6496022|XP_001960062.1|DANA	LOC108109194|XP_017073116.1|DEUG
OG0003581	LOC6507602|XP_014765348.1|DANA	LOC108102804|XP_017063472.1|DEUG
OG0003582	LOC6506462|XP_001957825.1|DANA	LOC108114350|XP_017080779.1|DEUG
OG0003583	LOC6495632|XP_001959265.1|DANA	LOC108104828|XP_017066613.1|DEUG
OG0003584	LOC6495763|XP_001959522.2|DANA	LOC108104776|XP_017066502.1|DEUG
OG0003585	LOC6506258|XP_001958251.1|DANA	LOC108108544|XP_017072107.1|DEUG
OG0003586	LOC6502738|XP_032311686.1|DANA	LOC108102354|XP_017062730.1|DEUG
OG0003587	LOC6497982|XP_001961838.1|DANA	LOC108102645|XP_017063259.1|DEUG
OG0003588	LOC6500654|XP_001953657.1|DANA	LOC108117025|XP_017084683.1|DEUG
OG0003589	LOC6494158|XP_001960852.1|DANA	LOC108112423|XP_017077754.1|DEUG
OG0003590	LOC6507479|XP_001955929.1|DANA	LOC108113745|XP_017079927.1|DEUG
OG0003591	LOC6493290|XP_014764307.1|DANA	LOC108102835|XP_017063517.1|DEUG
OG0003592	LOC6493299|XP_001957476.1|DANA	LOC108108221|XP_017071677.1|DEUG
OG0003593	LOC6506783|XP_032310585.1|DANA	LOC108109787|XP_017073956.1|DEUG
OG0003594	LOC6507748|XP_001956263.1|DANA	LOC108102763|XP_017063410.1|DEUG
OG0003595	LOC6495873|XP_001959761.1|DANA	LOC108113144|XP_017079141.1|DEUG
OG0003596	LOC6493933|XP_001961299.1|DANA	LOC108106401|XP_017068900.1|DEUG
OG0003597	LOC6496639|XP_001961309.1|DANA	LOC108106392|XP_017068889.1|DEUG
OG0003598	LOC6507364|XP_032310347.1|DANA	LOC108108180|XP_017071613.1|DEUG
OG0003599	LOC6497721|XP_001961490.1|DANA	LOC108111184|XP_017076058.1|DEUG
OG0003600	LOC6506959|XP_014764987.1|DANA	LOC108109791|XP_017073976.1|DEUG
OG0003601	LOC6495079|XP_001959107.1|DANA	LOC108104600|XP_017066258.1|DEUG
OG0003602	LOC6495921|XP_001959859.1|DANA	LOC108109144|XP_017073035.1|DEUG
OG0003603	LOC26513699|XP_014765521.1|DANA	LOC108109774|XP_017073937.1|DEUG
OG0003604	LOC6497251|XP_032307354.1|DANA	LOC108114857|XP_017081491.1|DEUG
OG0003605	LOC6501510|XP_001955394.1|DANA	LOC108116694|XP_017084197.1|DEUG
OG0003606	LOC6496077|XP_001960170.2|DANA	LOC108112576|XP_017078086.1|DEUG
OG0003607	LOC6494538|XP_001960143.1|DANA	LOC108113238|XP_017079271.1|DEUG
OG0003608	LOC6493455|XP_001957785.1|DANA	LOC108114588|XP_017081133.1|DEUG
OG0003609	LOC6494814|XP_001959609.1|DANA	LOC108104578|XP_017066223.1|DEUG
OG0003610	LOC6507211|XP_001956467.1|DANA	LOC108108602|XP_017072188.1|DEUG
OG0003611	LOC6506226|XP_032310692.1|DANA	LOC108108273|XP_017071736.1|DEUG
OG0003612	LOC6495583|XP_001959142.1|DANA	LOC108108940|XP_017072683.1|DEUG
OG0003613	LOC6494575|XP_001960074.1|DANA	LOC108112592|XP_017078129.1|DEUG
OG0003614	LOC6494574|XP_001960075.1|DANA	LOC108112593|XP_017078130.1|DEUG
OG0003615	LOC6495895|XP_001959801.1|DANA	LOC108109038|XP_017072825.1|DEUG
OG0003616	LOC6495846|XP_001959705.1|DANA	LOC108113140|XP_017079137.1|DEUG
OG0003617	LOC6495368|XP_001958677.2|DANA	LOC108106572|XP_017069231.1|DEUG
OG0003618	LOC6495299|XP_001958675.2|DANA, LOC6495298|XP_032306983.1|DANA	LOC108106571|XP_017069228.1|DEUG
OG0003619	LOC6495770|XP_001959541.1|DANA	LOC108112755|XP_017078497.1|DEUG
OG0003620	LOC6494239|XP_001960680.1|DANA	LOC108107424|XP_017070443.1|DEUG
OG0003621	LOC6493720|XP_001958306.1|DANA	LOC108108320|XP_017071837.1|DEUG
OG0003622	LOC6493721|XP_014764506.1|DANA	LOC108108319|XP_017071833.1|DEUG
OG0003623	LOC6496534|XP_001961091.1|DANA	LOC108114901|XP_017081563.1|DEUG
OG0003624	LOC6495917|XP_001959851.1|DANA	LOC108109138|XP_017073024.1|DEUG
OG0003625	LOC6494576|XP_001960072.1|DANA	LOC108113031|XP_017078951.1|DEUG
OG0003626	LOC6495885|XP_001959782.1|DANA	LOC108112696|XP_017078396.1|DEUG
OG0003627	LOC6496597|XP_032311616.1|DANA	LOC108112024|XP_017077257.1|DEUG
OG0003628	LOC6495353|XP_001958644.1|DANA	LOC108104501|XP_017066106.1|DEUG
OG0003629	LOC6494846|XP_001959563.1|DANA	LOC108112291|XP_017077604.1|DEUG
OG0003630	LOC6496319|XP_001960691.1|DANA	LOC108107349|XP_017070338.1|DEUG
OG0003631	LOC6493588|XP_001958049.1|DANA	LOC108108766|XP_017072422.1|DEUG
OG0003632	LOC6506601|XP_001957566.2|DANA	LOC108107678|XP_017070755.1|DEUG
OG0003633	LOC6494673|XP_001959887.1|DANA	LOC108112542|XP_017077967.1|DEUG
OG0003634	LOC6506966|XP_001956907.1|DANA	LOC108109842|XP_017074084.1|DEUG
OG0003635	LOC6493079|XP_032310366.1|DANA	LOC108108066|XP_017071432.1|DEUG
OG0003636	LOC6495082|XP_001959103.1|DANA	LOC108104569|XP_017066207.1|DEUG
OG0003637	LOC6496236|XP_001960512.1|DANA	LOC108112761|XP_017078509.1|DEUG
OG0003638	LOC6493711|XP_001958287.2|DANA	LOC108107943|XP_017071263.1|DEUG
OG0003639	LOC6504555|XP_001964918.1|DANA	LOC108111060|XP_017075878.1|DEUG
OG0003640	LOC6494733|XP_001959765.1|DANA	LOC108112631|XP_017078226.1|DEUG
OG0003641	LOC6494965|XP_001959315.1|DANA	LOC108108918|XP_017072658.1|DEUG
OG0003642	LOC6496503|XP_001961031.1|DANA	LOC108109008|XP_017072767.1|DEUG
OG0003643	LOC6496310|XP_032306103.1|DANA	LOC108107370|XP_017070364.1|DEUG
OG0003644	LOC6494000|XP_014762519.1|DANA	LOC108104775|XP_017066499.1|DEUG
OG0003645	LOC6506882|XP_001957067.1|DANA	LOC108107997|XP_017071336.1|DEUG
OG0003646	LOC6506595|XP_001957579.1|DANA	LOC108109869|XP_017074152.1|DEUG
OG0003647	LOC6506380|XP_001957988.1|DANA	LOC108117386|XP_017085270.1|DEUG
OG0003648	LOC6504210|XP_001965150.1|DANA	LOC108102601|XP_017063193.1|DEUG
OG0003649	LOC6499894|XP_001953682.1|DANA	LOC108113778|XP_017079968.1|DEUG
OG0003650	LOC6504903|XP_001966560.1|DANA	LOC108110092|XP_017074475.1|DEUG
OG0003651	LOC6499003|XP_001955530.1|DANA	LOC108111384|XP_017076306.1|DEUG
OG0003652	LOC6507738|XP_001956245.1|DANA	LOC108107596|XP_017070648.1|DEUG
OG0003653	LOC6493713|XP_001958290.1|DANA	LOC108107570|XP_017070619.1|DEUG
OG0003654	LOC6492976|XP_001956777.1|DANA	LOC108114411|XP_017080875.1|DEUG
OG0003655	LOC6498435|XP_001962814.1|DANA	LOC108106993|XP_017069822.1|DEUG
OG0003656	LOC6506209|XP_032309866.1|DANA	LOC108108147|XP_017071565.1|DEUG
OG0003657	LOC6493482|XP_001957843.1|DANA	LOC108114676|XP_017081250.1|DEUG
OG0003658	LOC6499333|XP_001954849.1|DANA	LOC108110502|XP_017075074.1|DEUG
OG0003659	LOC6493698|XP_001958259.1|DANA	LOC108108049|XP_017071412.1|DEUG
OG0003660	LOC6507385|XP_014765199.1|DANA	LOC108104654|XP_017066323.1|DEUG
OG0003661	LOC6493120|XP_032310574.1|DANA	LOC108107834|XP_017071076.1|DEUG
OG0003662	LOC6493048|XP_001956950.1|DANA	LOC108114173|XP_017080457.1|DEUG
OG0003663	LOC6506632|XP_032310700.1|DANA	LOC108107749|XP_017070902.1|DEUG
OG0003664	LOC6493310|XP_014764324.1|DANA	LOC108107745|XP_017070896.1|DEUG
OG0003665	LOC6495637|XP_001959271.1|DANA	LOC108106262|XP_017068717.1|DEUG
OG0003666	LOC6493934|XP_032311499.1|DANA	LOC108106731|XP_017069457.1|DEUG
OG0003667	LOC6492999|XP_032310813.1|DANA	LOC108107773|XP_017070953.1|DEUG
OG0003668	LOC6504183|XP_032311493.1|DANA	LOC108113090|XP_017079028.1|DEUG
OG0003669	LOC6493952|XP_001961258.1|DANA	LOC108113251|XP_017079288.1|DEUG
OG0003670	LOC6496611|XP_001961257.1|DANA	LOC108113249|XP_017079285.1|DEUG
OG0003671	LOC6495913|XP_032305960.1|DANA	LOC108109092|XP_017072956.1|DEUG
OG0003672	LOC6500217|XP_001953003.1|DANA	LOC108113813|XP_017080010.1|DEUG
OG0003673	LOC6495170|XP_014763183.1|DANA	LOC108113112|XP_017079094.1|DEUG
OG0003674	LOC6494149|XP_032306138.1|DANA	LOC108113018|XP_017078931.1|DEUG
OG0003675	LOC6496491|XP_001961006.1|DANA	LOC108109036|XP_017072823.1|DEUG
OG0003676	LOC6494087|XP_032305947.1|DANA	LOC108109034|XP_017072818.1|DEUG
OG0003678	LOC6507042|XP_001956767.3|DANA	LOC108108034|XP_017071395.1|DEUG
OG0003679	LOC6492967|XP_001956762.1|DANA	LOC108108205|XP_017071651.1|DEUG
OG0003680	LOC6494539|XP_001960141.1|DANA	LOC108113330|XP_017079375.1|DEUG
OG0003681	LOC6494364|XP_001960455.1|DANA	LOC108112713|XP_017078428.1|DEUG
OG0003682	LOC6500735|XP_001953814.1|DANA	LOC108111768|XP_017076822.1|DEUG
OG0003683	LOC6494840|XP_001959567.2|DANA	LOC108112559|XP_017077994.1|DEUG
OG0003684	LOC6507293|XP_001956299.1|DANA	LOC108117390|XP_017085277.1|DEUG
OG0003685	LOC6493018|XP_014764189.2|DANA	LOC108108345|XP_017071871.1|DEUG
OG0003686	LOC6494435|XP_001960317.1|DANA	LOC108104843|XP_017066641.1|DEUG
OG0003687	LOC6494529|XP_001960166.1|DANA	LOC108112871|XP_017078690.1|DEUG
OG0003688	LOC6494767|XP_001959709.1|DANA	LOC108113188|XP_017079203.1|DEUG
OG0003689	LOC6506092|XP_001958572.1|DANA	LOC108116781|XP_017084308.1|DEUG
OG0003690	LOC6507865|XP_001956488.1|DANA	LOC108108598|XP_017072184.1|DEUG
OG0003691	LOC6493241|XP_001957340.1|DANA	LOC108118249|XP_017086326.1|DEUG
OG0003692	LOC6496517|XP_001961054.1|DANA	LOC108113237|XP_017079269.1|DEUG
OG0003693	LOC6493438|XP_001957749.1|DANA	LOC108104645|XP_017066313.1|DEUG
OG0003694	LOC6507021|XP_001956807.1|DANA	LOC108113945|XP_017080145.1|DEUG
OG0003695	LOC6506941|XP_001956943.1|DANA	LOC108108591|XP_017072176.1|DEUG
OG0003696	LOC6495955|XP_001959928.1|DANA	LOC108106342|XP_017068811.1|DEUG
OG0003697	LOC6495626|XP_014763381.1|DANA	LOC108104787|XP_017066535.1|DEUG
OG0003698	LOC6507286|XP_014765136.1|DANA	LOC108114553|XP_017081089.1|DEUG, LOC108114720|XP_017081314.1|DEUG
OG0003699	LOC6496465|XP_014763845.1|DANA	LOC108107342|XP_017070328.1|DEUG
OG0003700	LOC6496183|XP_001960391.1|DANA	LOC108107448|XP_017070480.1|DEUG
OG0003701	LOC6497397|XP_001962167.2|DANA	LOC108106146|XP_017068534.1|DEUG
OG0003702	LOC6507224|XP_001956440.1|DANA	LOC108105989|XP_017068312.1|DEUG
OG0003703	LOC6506906|XP_001957024.1|DANA	LOC108107858|XP_017071113.1|DEUG
OG0003704	LOC6506943|XP_001956941.1|DANA	LOC108108592|XP_017072177.1|DEUG
OG0003705	LOC6496494|XP_032306200.1|DANA	LOC108109064|XP_017072886.1|DEUG
OG0003706	LOC6493315|XP_001957508.1|DANA	LOC108108117|XP_017071523.1|DEUG
OG0003707	LOC6507079|XP_014765057.1|DANA	LOC108102858|XP_017063548.1|DEUG
OG0003708	LOC6493190|XP_001957231.1|DANA	LOC108114137|XP_017080408.1|DEUG
OG0003709	LOC6495775|XP_001959546.1|DANA	LOC108112735|XP_017078460.1|DEUG
OG0003710	LOC6494855|XP_001959547.1|DANA	LOC108113278|XP_017079316.1|DEUG
OG0003711	LOC6506346|XP_001958061.1|DANA	LOC108108723|XP_017072346.1|DEUG
OG0003712	LOC6496345|XP_001960734.1|DANA	LOC108106721|XP_017069447.1|DEUG
OG0003713	LOC6495038|XP_001959192.1|DANA	LOC108109229|XP_017073191.1|DEUG
OG0003714	LOC6495607|XP_001959191.1|DANA	LOC108109228|XP_017073189.1|DEUG
OG0003715	LOC6493160|XP_001957169.1|DANA	LOC108109773|XP_017073936.1|DEUG
OG0003716	LOC6506697|XP_001957398.1|DANA	LOC108114552|XP_017081088.1|DEUG
OG0003717	LOC6493379|XP_001957641.1|DANA	LOC108114240|XP_017080605.1|DEUG
OG0003718	LOC6507728|XP_001956230.1|DANA	LOC108109896|XP_017074192.1|DEUG
OG0003719	LOC6507219|XP_001956444.2|DANA	LOC108106010|XP_017068344.1|DEUG
OG0003720	LOC6504511|XP_001967048.2|DANA	LOC108117704|XP_017085738.1|DEUG
OG0003721	LOC6494765|XP_001959717.1|DANA	LOC108113289|XP_017079328.1|DEUG
OG0003722	LOC6493522|XP_001957919.2|DANA	LOC108104909|XP_017066732.1|DEUG
OG0003723	LOC6507761|XP_001956295.1|DANA	LOC108117393|XP_017085281.1|DEUG
OG0003724	LOC6493323|XP_001957525.2|DANA	LOC108108146|XP_017071564.1|DEUG
OG0003725	LOC6493301|XP_032310104.1|DANA	LOC108107822|XP_017071058.1|DEUG
OG0003726	LOC6493336|XP_001957546.1|DANA	LOC108108017|XP_017071363.1|DEUG
OG0003727	LOC6493156|XP_001957164.2|DANA	LOC108114515|XP_017081025.1|DEUG
OG0003728	LOC6505698|XP_001964435.1|DANA	LOC108116399|XP_017083758.1|DEUG
OG0003729	LOC6507589|XP_032310255.1|DANA	LOC108113670|XP_017079838.1|DEUG
OG0003730	LOC6493110|XP_032310182.1|DANA	LOC108107713|XP_017070808.1|DEUG
