Orthogroup	DELE.longest_only	DSER.longest_only
OG0004992	LOC108144520|XP_017124951.1|DELE	LOC110177832|XP_020800436.1|DSER
OG0004993	LOC108146825|XP_017128506.1|DELE	LOC110181266|XP_020804631.1|DSER
OG0004994	LOC108146433|XP_017127926.1|DELE	LOC110186919|XP_020811904.1|DSER
OG0004995	LOC108145995|XP_017127231.1|DELE	LOC110183723|XP_020807730.1|DSER
OG0004996	LOC108142692|XP_017122190.1|DELE	LOC110190594|XP_020816846.1|DSER
OG0004997	LOC108141530|XP_017120453.1|DELE	LOC110188928|XP_020814512.1|DSER
OG0004998	LOC108144442|XP_017124816.1|DELE	LOC110177823|XP_020800372.1|DSER
OG0004999	LOC108147450|XP_017129467.1|DELE	LOC110189101|XP_020814737.1|DSER
OG0005000	LOC108149684|XP_017132938.1|DELE	LOC110189260|XP_020814933.1|DSER
OG0005001	LOC108146235|XP_017127650.1|DELE	LOC110189057|XP_020814685.1|DSER
OG0005002	LOC108141574|XP_017120510.1|DELE	LOC110191813|XP_020818426.1|DSER
OG0005003	LOC108147492|XP_017129536.1|DELE	LOC110183632|XP_020807609.1|DSER
OG0005004	LOC108142880|XP_017122445.1|DELE	LOC110189306|XP_020815005.1|DSER
OG0005005	LOC108145722|XP_017126773.1|DELE	LOC110190370|XP_020816441.1|DSER
OG0005006	LOC108146312|XP_017127761.1|DELE	LOC110187438|XP_020812489.1|DSER
OG0005007	LOC108135652|XP_017111968.1|DELE	LOC110185237|XP_020809630.1|DSER
OG0005008	LOC108146520|XP_017128046.1|DELE	LOC110178632|XP_020801477.1|DSER
OG0005009	LOC108135503|XP_017111736.1|DELE	LOC110190177|XP_020816184.1|DSER
OG0005010	LOC108135628|XP_017111937.1|DELE	LOC110179020|XP_020802024.1|DSER
OG0005011	LOC108144773|XP_017125372.1|DELE	LOC110191657|XP_020818213.1|DSER
OG0005012	LOC108142821|XP_017122372.1|DELE	LOC110190231|XP_020816251.1|DSER
OG0005013	LOC108142974|XP_017122619.1|DELE	LOC110186937|XP_020811926.1|DSER
OG0005014	LOC108150287|XP_017133876.1|DELE	LOC110190638|XP_020816893.1|DSER
OG0005015	LOC108142613|XP_017122084.1|DELE	LOC110178985|XP_020801958.1|DSER
OG0005016	LOC108146918|XP_017128651.1|DELE	LOC110190677|XP_020816942.1|DSER
OG0005017	LOC108147484|XP_017129527.1|DELE	LOC110190829|XP_020817146.1|DSER
OG0005018	LOC108146116|XP_017127436.1|DELE	LOC110179420|XP_020802608.1|DSER
OG0005019	LOC108146176|XP_017127571.1|DELE	LOC110190813|XP_020817122.1|DSER
OG0005020	LOC108141274|XP_017120029.1|DELE	LOC110178535|XP_020801357.1|DSER
OG0005021	LOC108141949|XP_017121080.1|DELE	LOC110183351|XP_020807265.1|DSER
OG0005022	LOC108146498|XP_017128023.1|DELE	LOC110177557|XP_020799988.1|DSER
OG0005023	LOC108141292|XP_017120048.1|DELE	LOC110179435|XP_020802674.1|DSER
OG0005024	LOC108146193|XP_017127595.1|DELE	LOC110177585|XP_020800028.1|DSER
OG0005025	LOC108142632|XP_017122112.1|DELE	LOC110190657|XP_020816916.1|DSER
OG0005026	LOC108146450|XP_017127949.1|DELE	LOC110189066|XP_020814695.1|DSER
OG0005027	LOC108146311|XP_017127758.1|DELE	LOC110183626|XP_020807602.1|DSER
OG0005028	LOC108134601|XP_017110454.1|DELE	LOC110188694|XP_020814161.1|DSER
OG0005029	LOC108135634|XP_017111942.1|DELE	LOC110185175|XP_020809552.1|DSER
OG0005030	LOC108145998|XP_017127240.1|DELE	LOC110178809|XP_020801728.1|DSER
OG0005031	LOC108150274|XP_017133849.1|DELE	LOC110176679|XP_020798775.1|DSER, LOC110185165|XP_020809529.1|DSER
OG0005032	LOC108142411|XP_017121754.1|DELE	LOC110190129|XP_020816112.1|DSER
OG0005033	LOC108147525|XP_017129597.1|DELE	LOC110176235|XP_020798191.1|DSER
OG0005034	LOC108147422|XP_017129368.1|DELE	LOC110176242|XP_020798200.1|DSER
OG0005035	LOC108142412|XP_017121755.1|DELE	LOC110190005|XP_020815963.1|DSER
OG0005036	LOC108146100|XP_017127417.1|DELE	LOC110188872|XP_020814445.1|DSER
OG0005037	LOC108142473|XP_017121845.1|DELE	LOC110190633|XP_020816887.1|DSER
OG0005038	LOC108146328|XP_017127783.1|DELE	LOC110177608|XP_020800066.1|DSER
OG0005039	LOC108134974|XP_017110994.1|DELE	LOC110185652|XP_020810268.1|DSER
OG0005040	LOC108142404|XP_017121739.1|DELE	LOC110189847|XP_020815716.1|DSER
OG0005041	LOC108142733|XP_017122247.1|DELE	LOC110190172|XP_020816178.1|DSER
OG0005042	LOC108146538|XP_017128067.1|DELE	LOC110185333|XP_020809768.1|DSER
OG0005043	LOC108145489|XP_017126435.1|DELE	LOC110179195|XP_020802268.1|DSER
OG0005044	LOC108145487|XP_017126433.1|DELE	LOC110179193|XP_020802266.1|DSER
OG0005045	LOC108145556|XP_017126545.1|DELE	LOC110179222|XP_020802316.1|DSER
OG0005046	LOC108139025|XP_017117124.1|DELE	LOC110189635|XP_020815438.1|DSER
OG0005047	LOC108146942|XP_017128684.1|DELE	LOC110190541|XP_020816747.1|DSER
OG0005048	LOC108146957|XP_017128702.1|DELE	LOC110190497|XP_020816672.1|DSER
OG0005049	LOC108142460|XP_017121826.1|DELE	LOC110189936|XP_020815880.1|DSER
OG0005050	LOC108144607|XP_017125118.1|DELE	LOC110177732|XP_020800243.1|DSER
OG0005051	LOC108142496|XP_017121881.1|DELE	LOC110189971|XP_020815919.1|DSER
OG0005052	LOC108142826|XP_017122379.1|DELE	LOC110189973|XP_020815922.1|DSER
OG0005053	LOC108142035|XP_017121200.1|DELE	LOC110177885|XP_020800509.1|DSER
OG0005054	LOC108142722|XP_017122231.1|DELE	LOC110184659|XP_020808920.1|DSER
OG0005055	LOC108137655|XP_017114976.1|DELE	LOC110180099|XP_020803381.1|DSER
OG0005056	LOC108144810|XP_017125427.1|DELE	LOC110176887|XP_020799031.1|DSER
OG0005057	LOC108142612|XP_017122074.1|DELE	LOC110176739|XP_020798842.1|DSER
OG0005058	LOC108147427|XP_017129379.1|DELE	LOC110176197|XP_020798108.1|DSER
OG0005059	LOC108144892|XP_017125542.1|DELE	LOC110178056|XP_020800724.1|DSER
OG0005060	LOC108144461|XP_017124847.1|DELE	LOC110182794|XP_020806589.1|DSER
OG0005061	LOC108135297|XP_017111471.1|DELE	LOC110180583|XP_020803934.1|DSER
OG0005062	LOC108144489|XP_017124907.1|DELE	LOC110191472|XP_020817991.1|DSER
OG0005063	LOC108145593|XP_017126618.1|DELE, LOC108145600|XP_017126627.1|DELE	LOC110189654|XP_020815459.1|DSER
OG0005064	LOC108146347|XP_017127808.1|DELE	LOC110190667|XP_020816926.1|DSER
OG0005065	LOC108149637|XP_017132858.1|DELE	LOC110191533|XP_020818063.1|DSER
OG0005066	LOC108137967|XP_017115421.1|DELE	LOC110176366|XP_020798356.1|DSER
OG0005067	LOC108149062|XP_017131897.1|DELE	LOC110191305|XP_020817779.1|DSER
OG0005068	LOC108135680|XP_017112008.1|DELE	LOC110178980|XP_020801952.1|DSER
OG0005069	LOC108147047|XP_017128810.1|DELE	LOC110182962|XP_020806813.1|DSER
OG0005070	LOC108144763|XP_017125359.1|DELE	LOC110191477|XP_020817997.1|DSER
OG0005071	LOC108135708|XP_017112041.1|DELE	LOC110178901|XP_020801837.1|DSER
OG0005072	LOC108135926|XP_017112360.1|DELE	LOC110178843|XP_020801761.1|DSER
OG0005073	LOC108137981|XP_017115441.1|DELE	LOC110191541|XP_020818072.1|DSER
OG0005074	LOC108135557|XP_017111793.1|DELE	LOC110189095|XP_020814728.1|DSER
OG0005075	LOC108145208|XP_017125938.1|DELE	LOC110176795|XP_020798890.1|DSER, LOC110189320|XP_020815022.1|DSER
OG0005076	LOC108144838|XP_017125468.1|DELE	LOC110191506|XP_020818033.1|DSER
OG0005078	LOC108146352|XP_017127813.1|DELE	LOC110177563|XP_020799995.1|DSER
OG0005079	LOC108141389|XP_017120227.1|DELE	LOC110184116|XP_020808177.1|DSER
OG0005080	LOC108145704|XP_017126754.1|DELE	LOC110182786|XP_020806571.1|DSER
OG0005081	LOC108145081|XP_017125755.1|DELE	LOC110189491|XP_020815241.1|DSER
OG0005082	LOC108136142|XP_017112625.1|DELE	LOC110179981|XP_020803230.1|DSER
OG0005083	LOC108138450|XP_017116141.1|DELE	LOC110183237|XP_020807112.1|DSER
OG0005084	LOC108146659|XP_017128193.1|DELE	LOC110188863|XP_020814437.1|DSER
OG0005085	LOC108150316|XP_017133920.1|DELE	LOC110178929|XP_020801879.1|DSER
OG0005086	LOC108149660|XP_017132895.1|DELE	LOC110180046|XP_020803325.1|DSER
OG0005087	LOC108150284|XP_017133873.1|DELE	LOC110190442|XP_020816597.1|DSER
OG0005088	LOC108144584|XP_017125067.1|DELE	LOC110191638|XP_020818188.1|DSER
OG0005089	LOC108144582|XP_017125065.1|DELE	LOC110191637|XP_020818187.1|DSER
OG0005090	LOC108147054|XP_017128828.1|DELE	LOC110176260|XP_020798235.1|DSER
OG0005091	LOC108145024|XP_017125688.1|DELE	LOC110182116|XP_020805789.1|DSER
OG0005092	LOC108142424|XP_017121772.1|DELE	LOC110176735|XP_020798837.1|DSER
OG0005093	LOC108142584|XP_017122031.1|DELE	LOC110178938|XP_020801894.1|DSER
OG0005094	LOC108145824|XP_017126918.1|DELE	LOC110177561|XP_020799993.1|DSER
OG0005095	LOC108144366|XP_017124623.1|DELE	LOC110184050|XP_020808084.1|DSER
OG0005096	LOC108147801|XP_017130031.1|DELE	LOC110185584|XP_020810175.1|DSER
OG0005097	LOC108143609|XP_017123622.1|DELE	LOC110189404|XP_020815118.1|DSER
OG0005098	LOC108144637|XP_017125158.1|DELE	LOC110179051|XP_020802073.1|DSER
OG0005099	LOC108144172|XP_017124321.1|DELE	LOC110189454|XP_020815187.1|DSER
OG0005100	LOC108144121|XP_017124252.1|DELE	LOC110189453|XP_020815186.1|DSER
OG0005101	LOC108136829|XP_017113734.1|DELE	LOC110188050|XP_020813259.1|DSER
OG0005102	LOC108145518|XP_017126478.1|DELE	LOC110179208|XP_020802285.1|DSER
OG0005103	LOC108144886|XP_017125534.1|DELE	LOC110191473|XP_020817992.1|DSER
OG0005104	LOC108141727|XP_017120709.1|DELE	LOC110183842|XP_020807852.1|DSER
OG0005105	LOC108135507|XP_017111741.1|DELE	LOC110190368|XP_020816439.1|DSER
OG0005106	LOC108145819|XP_017126914.1|DELE	LOC110185311|XP_020809724.1|DSER
OG0005107	LOC108146105|XP_017127425.1|DELE	LOC110182768|XP_020806546.1|DSER
OG0005108	LOC108149755|XP_017133057.1|DELE	LOC110179278|XP_020802426.1|DSER
OG0005109	LOC108142627|XP_017122107.1|DELE	LOC110181869|XP_020805452.1|DSER
OG0005110	LOC108146791|XP_017128448.1|DELE	LOC110183594|XP_020807567.1|DSER
OG0005111	LOC108147500|XP_017129554.1|DELE	LOC110176256|XP_020798225.1|DSER
OG0005112	LOC108146459|XP_017127960.1|DELE	LOC110187052|XP_020812090.1|DSER
OG0005113	LOC108147501|XP_017129558.1|DELE	LOC110176257|XP_020798227.1|DSER
OG0005114	LOC108146374|XP_017127852.1|DELE	LOC110188826|XP_020814376.1|DSER
OG0005115	LOC108139036|XP_017117134.1|DELE	LOC110182328|XP_020806019.1|DSER
OG0005116	LOC108146912|XP_017128643.1|DELE	LOC110183581|XP_020807551.1|DSER
OG0005117	LOC108136332|XP_017112925.1|DELE	LOC110182463|XP_020806160.1|DSER
OG0005118	LOC108141893|XP_017120992.1|DELE	LOC110183194|XP_020807060.1|DSER
OG0005119	LOC108144346|XP_017124558.1|DELE	LOC110177793|XP_020800341.1|DSER
OG0005120	LOC108146290|XP_017127724.1|DELE	LOC110177623|XP_020800089.1|DSER
OG0005121	LOC108145802|XP_017126866.1|DELE	LOC110187791|XP_020812927.1|DSER, LOC110190051|XP_020816015.1|DSER
OG0005122	LOC108146749|XP_017128367.1|DELE	LOC110191145|XP_020817560.1|DSER
OG0005123	LOC108135692|XP_017112023.1|DELE	LOC110185224|XP_020809614.1|DSER
OG0005124	LOC108146759|XP_017128382.1|DELE	LOC110183603|XP_020807575.1|DSER
OG0005125	LOC108146786|XP_017128439.1|DELE	LOC110183563|XP_020807524.1|DSER
OG0005126	LOC108147517|XP_017129587.1|DELE	LOC110190786|XP_020817083.1|DSER
OG0005127	LOC108145888|XP_017127025.1|DELE	LOC110188889|XP_020814465.1|DSER
OG0005128	LOC108145031|XP_017125703.1|DELE	LOC110189570|XP_020815360.1|DSER
OG0005129	LOC108142713|XP_017122221.1|DELE	LOC110184633|XP_020808888.1|DSER
OG0005130	LOC108142639|XP_017122125.1|DELE	LOC110176725|XP_020798826.1|DSER
OG0005131	LOC108142525|XP_017121938.1|DELE	LOC110176699|XP_020798793.1|DSER
OG0005132	LOC108150225|XP_017133758.1|DELE	LOC110178587|XP_020801425.1|DSER
OG0005133	LOC108146439|XP_017127932.1|DELE	LOC110187354|XP_020812407.1|DSER
OG0005134	LOC108146729|XP_017128317.1|DELE	LOC110190570|XP_020816804.1|DSER
OG0005135	LOC108145980|XP_017127203.1|DELE	LOC110188912|XP_020814492.1|DSER
OG0005136	LOC108145976|XP_017127198.1|DELE	LOC110188903|XP_020814483.1|DSER
OG0005137	LOC108147202|XP_017129045.1|DELE	LOC110177328|XP_020799661.1|DSER
OG0005138	LOC108147402|XP_017129328.1|DELE	LOC110176241|XP_020798199.1|DSER
OG0005139	LOC108142386|XP_017121710.1|DELE	LOC110184720|XP_020808999.1|DSER
OG0005140	LOC108139041|XP_017117147.1|DELE	LOC110182334|XP_020806024.1|DSER
OG0005141	LOC108141356|XP_017120163.1|DELE	LOC110188927|XP_020814511.1|DSER
OG0005142	LOC108147526|XP_017129599.1|DELE	LOC110189955|XP_020815903.1|DSER
OG0005143	LOC108147440|XP_017129438.1|DELE	LOC110190404|XP_020816529.1|DSER
OG0005144	LOC108147390|XP_017129314.1|DELE	LOC110190311|XP_020816359.1|DSER
OG0005145	LOC108147534|XP_017129607.1|DELE	LOC110190264|XP_020816289.1|DSER
OG0005146	LOC108142372|XP_017121688.1|DELE	LOC110190771|XP_020817061.1|DSER
OG0005147	LOC108142375|XP_017121694.1|DELE	LOC110190773|XP_020817064.1|DSER
OG0005148	LOC108142565|XP_017122003.1|DELE	LOC110190661|XP_020816921.1|DSER
OG0005149	LOC108144525|XP_017124963.1|DELE	LOC110188129|XP_020813379.1|DSER
OG0005150	LOC108146471|XP_017127978.1|DELE	LOC110188716|XP_020814184.1|DSER
OG0005151	LOC108146335|XP_017127789.1|DELE	LOC110183586|XP_020807558.1|DSER
OG0005152	LOC108146424|XP_017127918.1|DELE	LOC110183556|XP_020807516.1|DSER
OG0005153	LOC108146421|XP_017127915.1|DELE	LOC110183553|XP_020807512.1|DSER
OG0005154	LOC108146156|XP_017127517.1|DELE	LOC110183574|XP_020807543.1|DSER
OG0005155	LOC108145668|XP_017126711.1|DELE	LOC110179416|XP_020802603.1|DSER
OG0005156	LOC108140683|XP_017119119.1|DELE	LOC110191031|XP_020817408.1|DSER
OG0005157	LOC108149061|XP_017131896.1|DELE	LOC110177530|XP_020799953.1|DSER
OG0005158	LOC108142408|XP_017121747.1|DELE	LOC110184792|XP_020809090.1|DSER
OG0005159	LOC108146833|XP_017128518.1|DELE	LOC110177589|XP_020800032.1|DSER
OG0005160	LOC108135508|XP_017111742.1|DELE	LOC110185204|XP_020809590.1|DSER
OG0005161	LOC108144675|XP_017125223.1|DELE	LOC110191631|XP_020818179.1|DSER
OG0005162	LOC108136625|XP_017113433.1|DELE	LOC110182646|XP_020806373.1|DSER, LOC110184136|XP_020808206.1|DSER
OG0005163	LOC108143251|XP_017123049.1|DELE	LOC110190213|XP_020816227.1|DSER
OG0005164	LOC108146899|XP_017128629.1|DELE	LOC110179966|XP_020803206.1|DSER
OG0005165	LOC108145109|XP_017125794.1|DELE	LOC110189238|XP_020814880.1|DSER
OG0005166	LOC108137464|XP_017114659.1|DELE	LOC110177105|XP_020799309.1|DSER
OG0005167	LOC108137470|XP_017114664.1|DELE	LOC110177106|XP_020799310.1|DSER
OG0005168	LOC108146687|XP_017128232.1|DELE	LOC110190188|XP_020816195.1|DSER
OG0005169	LOC108145957|XP_017127164.1|DELE	LOC110178684|XP_020801547.1|DSER
OG0005170	LOC108145954|XP_017127157.1|DELE	LOC110178682|XP_020801542.1|DSER
OG0005171	LOC108146130|XP_017127467.1|DELE	LOC110178683|XP_020801546.1|DSER
OG0005172	LOC108145235|XP_017125990.1|DELE	LOC110189480|XP_020815226.1|DSER
OG0005173	LOC108145059|XP_017125729.1|DELE	LOC110189560|XP_020815349.1|DSER
OG0005174	LOC108143594|XP_017123603.1|DELE	LOC110178480|XP_020801280.1|DSER
OG0005175	LOC108143506|XP_017123461.1|DELE	LOC110178446|XP_020801239.1|DSER
OG0005176	LOC108145186|XP_017125916.1|DELE	LOC110178486|XP_020801291.1|DSER
OG0005177	LOC108143539|XP_017123528.1|DELE	LOC110178463|XP_020801262.1|DSER
OG0005178	LOC108147561|XP_017129638.1|DELE	LOC110190128|XP_020816110.1|DSER
OG0005179	LOC108147434|XP_017129411.1|DELE	LOC110190027|XP_020815989.1|DSER
OG0005180	LOC108145933|XP_017127126.1|DELE	LOC110191316|XP_020817794.1|DSER
OG0005181	LOC108145575|XP_017126579.1|DELE	LOC110181775|XP_020805308.1|DSER, LOC110188897|XP_020814476.1|DSER
OG0005182	LOC108143495|XP_017123440.1|DELE	LOC110188966|XP_020814569.1|DSER
OG0005183	LOC108149746|XP_017133023.1|DELE	LOC110189779|XP_020815662.1|DSER
OG0005184	LOC108149789|XP_017133139.1|DELE	LOC110180016|XP_020803271.1|DSER
OG0005185	LOC108143416|XP_017123309.1|DELE	LOC110176964|XP_020799130.1|DSER
OG0005186	LOC108144767|XP_017125363.1|DELE	LOC110179331|XP_020802483.1|DSER
OG0005187	LOC108145058|XP_017125727.1|DELE	LOC110189683|XP_020815518.1|DSER
OG0005188	LOC108138818|XP_017116809.1|DELE	LOC110189615|XP_020815412.1|DSER
OG0005189	LOC108134846|XP_017110799.1|DELE	LOC110176005|XP_020797869.1|DSER
OG0005190	LOC108135707|XP_017112040.1|DELE	LOC110189075|XP_020814705.1|DSER
OG0005191	LOC108135104|XP_017111168.1|DELE	LOC110189666|XP_020815474.1|DSER
OG0005192	LOC108144532|XP_017124977.1|DELE	LOC110177923|XP_020800562.1|DSER
OG0005193	LOC108143459|XP_017123383.1|DELE	LOC110177081|XP_020799256.1|DSER
OG0005194	LOC108143446|XP_017123363.1|DELE	LOC110182860|XP_020806659.1|DSER
OG0005195	LOC108149601|XP_017132784.1|DELE	LOC110182742|XP_020806506.1|DSER
OG0005196	LOC108142697|XP_017122196.1|DELE	LOC110184658|XP_020808919.1|DSER
OG0005197	LOC108144507|XP_017124930.1|DELE	LOC110191718|XP_020818298.1|DSER
OG0005198	LOC108146848|XP_017128542.1|DELE	LOC110177475|XP_020799875.1|DSER
OG0005199	LOC108144717|XP_017125302.1|DELE	LOC110182746|XP_020806549.1|DSER
OG0005200	LOC108144501|XP_017124922.1|DELE	LOC110189421|XP_020815141.1|DSER
OG0005201	LOC108141312|XP_017120070.1|DELE	LOC110184040|XP_020808074.1|DSER
OG0005202	LOC108149651|XP_017132880.1|DELE	LOC110188603|XP_020814063.1|DSER
OG0005203	LOC108149735|XP_017132994.1|DELE	LOC110176780|XP_020798877.1|DSER
OG0005204	LOC108150722|XP_017134508.1|DELE	LOC110185959|XP_020810636.1|DSER
OG0005205	LOC108134722|XP_017110612.1|DELE	LOC110183797|XP_020807811.1|DSER
OG0005206	LOC108143561|XP_017123558.1|DELE	LOC110181094|XP_020804422.1|DSER
OG0005207	LOC108141379|XP_017120205.1|DELE	LOC110177125|XP_020799356.1|DSER
OG0005208	LOC108141287|XP_017120044.1|DELE	LOC110179985|XP_020803238.1|DSER
OG0005209	LOC108138969|XP_017117040.1|DELE	LOC110185832|XP_020810498.1|DSER
OG0005210	LOC108138911|XP_017116955.1|DELE	LOC110185963|XP_020810641.1|DSER
OG0005211	LOC108143216|XP_017123001.1|DELE	LOC110179826|XP_020803091.1|DSER
OG0005212	LOC108144509|XP_017124933.1|DELE	LOC110191750|XP_020818350.1|DSER, LOC110180594|XP_020803942.1|DSER
OG0005213	LOC108138509|XP_017116242.1|DELE	LOC110183492|XP_020807434.1|DSER
OG0005214	LOC108138814|XP_017116799.1|DELE	LOC110177098|XP_020799292.1|DSER
OG0005215	LOC108134743|XP_017110667.1|DELE	LOC110178121|XP_020800799.1|DSER
OG0005216	LOC108138864|XP_017116877.1|DELE	LOC110181364|XP_020804747.1|DSER
OG0005217	LOC108135230|XP_017111372.1|DELE	LOC110185047|XP_020809368.1|DSER
OG0005218	LOC108142011|XP_017121168.1|DELE	LOC110181424|XP_020804824.1|DSER
OG0005219	LOC108143550|XP_017123548.1|DELE	LOC110188982|XP_020814589.1|DSER
OG0005220	LOC108146016|XP_017127279.1|DELE	LOC110178731|XP_020801613.1|DSER
OG0005221	LOC108142105|XP_017121291.1|DELE	LOC110183772|XP_020807788.1|DSER
OG0005222	LOC108150457|XP_017134111.1|DELE	LOC110184849|XP_020809148.1|DSER, LOC110179785|XP_020803057.1|DSER
OG0005223	LOC108149542|XP_017132668.1|DELE	LOC110185067|XP_020809406.1|DSER
OG0005224	LOC108141812|XP_017120878.1|DELE	LOC110183865|XP_020807877.1|DSER
OG0005225	LOC108138793|XP_017116761.1|DELE	LOC110185558|XP_020810136.1|DSER
OG0005226	LOC108138850|XP_017116851.1|DELE	LOC110176850|XP_020798979.1|DSER
OG0005227	LOC108150424|XP_017134071.1|DELE	LOC110181201|XP_020804541.1|DSER
OG0005228	LOC108150466|XP_017134145.1|DELE	LOC110181208|XP_020804547.1|DSER
OG0005229	LOC108149237|XP_017132165.1|DELE	LOC110177024|XP_020799199.1|DSER
OG0005230	LOC108134492|XP_017110300.1|DELE	LOC110183169|XP_020807020.1|DSER
OG0005231	LOC108147815|XP_017130053.1|DELE	LOC110178142|XP_020800828.1|DSER
OG0005232	LOC108148001|XP_017130313.1|DELE	LOC110185672|XP_020810294.1|DSER
OG0005233	LOC108138982|XP_017117056.1|DELE	LOC110185780|XP_020810442.1|DSER
OG0005234	LOC108139046|XP_017117152.1|DELE	LOC110178685|XP_020801548.1|DSER, LOC110181355|XP_020804738.1|DSER
OG0005235	LOC108139024|XP_017117119.1|DELE	LOC110179888|XP_020803148.1|DSER, LOC110187515|XP_020812569.1|DSER
OG0005236	LOC108134963|XP_017110977.1|DELE	LOC110186089|XP_020810785.1|DSER
OG0005237	LOC108134971|XP_017110991.1|DELE	LOC110185800|XP_020810462.1|DSER
OG0005238	LOC108134965|XP_017110981.1|DELE	LOC110185986|XP_020810668.1|DSER
OG0005239	LOC108148041|XP_017130369.1|DELE	LOC110182248|XP_020805923.1|DSER, LOC110178430|XP_020801223.1|DSER
OG0005240	LOC108142113|XP_017121300.1|DELE	LOC110183332|XP_020807238.1|DSER
OG0005241	LOC108147959|XP_017130241.1|DELE	LOC110186102|XP_020810806.1|DSER
OG0005242	LOC108135353|XP_017111534.1|DELE	LOC110183413|XP_020807349.1|DSER
OG0005243	LOC108149214|XP_017132137.1|DELE	LOC110176952|XP_020799113.1|DSER
OG0005244	LOC108135795|XP_017112152.1|DELE	LOC110186715|XP_020811645.1|DSER
OG0005245	LOC108148308|XP_017130784.1|DELE	LOC110177146|XP_020799383.1|DSER
OG0005246	LOC108137843|XP_017115258.1|DELE	LOC110187554|XP_020812602.1|DSER
OG0005247	LOC108143521|XP_017123494.1|DELE	LOC110181125|XP_020804456.1|DSER
OG0005248	LOC108135369|XP_017111551.1|DELE	LOC110188688|XP_020814150.1|DSER
OG0005249	LOC108136824|XP_017113717.1|DELE	LOC110189426|XP_020815153.1|DSER
OG0005250	LOC108138765|XP_017116675.1|DELE	LOC110182747|XP_020806516.1|DSER
OG0005251	LOC108141987|XP_017121135.1|DELE	LOC110183300|XP_020807197.1|DSER
OG0005252	LOC108138745|XP_017116628.1|DELE	LOC110181346|XP_020804727.1|DSER
OG0005253	LOC108141792|XP_017120823.1|DELE	LOC110187442|XP_020812490.1|DSER
OG0005254	LOC108138644|XP_017116473.1|DELE	LOC110185975|XP_020810656.1|DSER
OG0005255	LOC108139007|XP_017117095.1|DELE	LOC110185953|XP_020810631.1|DSER
OG0005256	LOC108143637|XP_017123639.1|DELE	LOC110188776|XP_020814277.1|DSER
OG0005257	LOC108141807|XP_017120861.1|DELE	LOC110183852|XP_020807861.1|DSER
OG0005258	LOC108141969|XP_017121108.1|DELE	LOC110183746|XP_020807760.1|DSER
OG0005259	LOC108138833|XP_017116829.1|DELE	LOC110185604|XP_020810206.1|DSER
OG0005260	LOC108138836|XP_017116833.1|DELE	LOC110185605|XP_020810209.1|DSER
OG0005261	LOC108142008|XP_017121164.1|DELE	LOC110183388|XP_020807314.1|DSER
OG0005262	LOC108149469|XP_017132569.1|DELE	LOC110187382|XP_020812429.1|DSER
OG0005263	LOC108138909|XP_017116950.1|DELE	LOC110185709|XP_020810343.1|DSER
OG0005264	LOC108140726|XP_017119184.1|DELE	LOC110187784|XP_020812913.1|DSER
OG0005265	LOC108138910|XP_017116953.1|DELE	LOC110181384|XP_020804774.1|DSER
OG0005266	LOC108138157|XP_017115735.1|DELE	LOC110185600|XP_020810202.1|DSER
OG0005267	LOC108147999|XP_017130310.1|DELE	LOC110184913|XP_020809217.1|DSER
OG0005268	LOC108147998|XP_017130308.1|DELE	LOC110184912|XP_020809216.1|DSER
OG0005269	LOC108147987|XP_017130288.1|DELE	LOC110184916|XP_020809220.1|DSER
OG0005270	LOC108134540|XP_017110378.1|DELE	LOC110183151|XP_020807000.1|DSER
OG0005271	LOC108138891|XP_017116914.1|DELE	LOC110183813|XP_020807824.1|DSER
OG0005272	LOC108138959|XP_017117028.1|DELE	LOC110183814|XP_020807825.1|DSER
OG0005273	LOC108149528|XP_017132649.1|DELE	LOC110183822|XP_020807833.1|DSER
OG0005274	LOC108134512|XP_017110339.1|DELE	LOC110183176|XP_020807027.1|DSER
OG0005275	LOC108141959|XP_017121090.1|DELE	LOC110183373|XP_020807294.1|DSER
OG0005276	LOC108134755|XP_017110686.1|DELE	LOC110187538|XP_020812590.1|DSER
OG0005277	LOC108134764|XP_017110698.1|DELE	LOC110187563|XP_020812610.1|DSER
OG0005278	LOC108143456|XP_017123377.1|DELE	LOC110182863|XP_020806664.1|DSER
OG0005279	LOC108148196|XP_017130594.1|DELE	LOC110185869|XP_020810538.1|DSER
OG0005280	LOC108148025|XP_017130349.1|DELE	LOC110185540|XP_020810106.1|DSER
OG0005281	LOC108147979|XP_017130275.1|DELE	LOC110184946|XP_020809251.1|DSER
OG0005282	LOC108148358|XP_017130866.1|DELE	LOC110187650|XP_020812717.1|DSER
OG0005283	LOC108136952|XP_017113924.1|DELE	LOC110188722|XP_020814198.1|DSER
OG0005284	LOC108149474|XP_017132577.1|DELE	LOC110187429|XP_020812476.1|DSER
OG0005285	LOC108149440|XP_017132515.1|DELE	LOC110187437|XP_020812487.1|DSER
OG0005286	LOC108147981|XP_017130279.1|DELE	LOC110186115|XP_020810822.1|DSER
OG0005287	LOC108148030|XP_017130358.1|DELE	LOC110185993|XP_020810679.1|DSER
OG0005288	LOC108138146|XP_017115706.1|DELE	LOC110182679|XP_020806425.1|DSER
OG0005289	LOC108137685|XP_017115043.1|DELE	LOC110182854|XP_020806650.1|DSER, LOC110182856|XP_020806652.1|DSER
OG0005290	LOC108137480|XP_017114681.1|DELE	LOC110177245|XP_020799548.1|DSER
