Orthogroup	DELE.longest_only	HILL.longest_only
OG0005397	LOC108149560|XP_017132687.1|DELE	LOC119646847|XP_037903396.1|HILL
OG0005398	LOC108137468|XP_017114662.1|DELE	LOC119655264|XP_037916990.1|HILL
OG0005399	LOC108145528|XP_017126511.1|DELE	LOC119646246|XP_037902568.1|HILL
OG0005400	LOC108145529|XP_017126514.1|DELE	LOC119646919|XP_037903521.1|HILL
OG0005401	LOC108149412|XP_017132456.1|DELE	LOC119656809|XP_037919358.1|HILL
OG0005402	LOC108149492|XP_017132602.1|DELE	LOC119661647|XP_037927007.1|HILL
OG0005403	LOC108149535|XP_017132657.1|DELE	LOC119646621|XP_037903057.1|HILL
OG0005404	LOC108149536|XP_017132658.1|DELE	LOC119646943|XP_037903560.1|HILL
OG0005405	LOC108137553|XP_017114767.1|DELE	LOC119661428|XP_037926701.1|HILL
OG0005406	LOC108148550|XP_017131090.1|DELE	LOC119661331|XP_037926560.1|HILL
OG0005407	LOC108149187|XP_017132096.1|DELE	LOC119654173|XP_037915287.1|HILL
OG0005408	LOC108147798|XP_017130026.1|DELE	LOC119646556|XP_037902961.1|HILL
OG0005409	LOC108138293|XP_017115938.1|DELE	LOC119646889|XP_037903453.1|HILL
OG0005410	LOC108147813|XP_017130045.1|DELE	LOC119661774|XP_037927176.1|HILL
OG0005411	LOC108137891|XP_017115319.1|DELE	LOC119656478|XP_037918733.1|HILL
OG0005412	LOC108137943|XP_017115390.1|DELE	LOC119661694|XP_037927068.1|HILL
OG0005413	LOC108145003|XP_017125654.1|DELE	LOC119646464|XP_037902841.1|HILL
OG0005414	LOC108142226|XP_017121433.1|DELE	LOC119657952|XP_037921082.1|HILL
OG0005415	LOC108137645|XP_017114959.1|DELE	LOC119655934|XP_037918047.1|HILL, LOC119660720|XP_037925296.1|HILL
OG0005416	LOC108149645|XP_017132871.1|DELE	LOC119660974|XP_037925977.1|HILL
OG0005417	LOC108138928|XP_017116987.1|DELE	LOC119650980|XP_037910170.1|HILL
OG0005418	LOC108141996|XP_017121149.1|DELE	LOC119650979|XP_037910169.1|HILL
OG0005419	LOC108141981|XP_017121125.1|DELE	LOC119651754|XP_037911419.1|HILL
OG0005420	LOC108135259|XP_017111416.1|DELE	LOC119652570|XP_037912712.1|HILL
OG0005421	LOC108138297|XP_017115941.1|DELE	LOC119652112|XP_037911980.1|HILL
OG0005422	LOC108136559|XP_017113354.1|DELE	LOC119655932|XP_037918043.1|HILL
OG0005423	LOC108141831|XP_017120901.1|DELE	LOC119652599|XP_037912755.1|HILL
OG0005424	LOC108145432|XP_017126343.1|DELE	LOC119656074|XP_037918287.1|HILL
OG0005425	LOC108134614|XP_017110481.1|DELE	LOC119658439|XP_037921770.1|HILL
OG0005426	LOC108143441|XP_017123343.1|DELE	LOC119649251|XP_037907250.1|HILL
OG0005427	LOC108138896|XP_017116923.1|DELE	LOC119653128|XP_037913584.1|HILL
OG0005428	LOC108134583|XP_017110425.1|DELE	LOC119661030|XP_037926118.1|HILL
OG0005429	LOC108135292|XP_017111466.1|DELE	LOC119651246|XP_037910654.1|HILL
OG0005430	LOC108135254|XP_017111411.1|DELE	LOC119651997|XP_037911848.1|HILL
OG0005431	LOC108135285|XP_017111455.1|DELE	LOC119652223|XP_037912099.1|HILL
OG0005432	LOC108145049|XP_017125718.1|DELE	LOC119651624|XP_037911214.1|HILL
OG0005433	LOC108144921|XP_017125575.1|DELE	LOC119646327|XP_037902680.1|HILL
OG0005434	LOC108137945|XP_017115396.1|DELE	LOC119651786|XP_037911472.1|HILL
OG0005435	LOC108136241|XP_017112771.1|DELE	LOC119651275|XP_037910708.1|HILL
OG0005436	LOC108136543|XP_017113332.1|DELE	LOC119651396|XP_037910905.1|HILL
OG0005437	LOC108135751|XP_017112083.1|DELE	LOC119659891|XP_037924141.1|HILL
OG0005438	LOC108149380|XP_017132398.1|DELE	LOC119647222|XP_037903981.1|HILL
OG0005439	LOC108147124|XP_017128905.1|DELE	LOC119661359|XP_037926596.1|HILL
OG0005440	LOC108134737|XP_017110643.1|DELE	LOC119647081|XP_037903766.1|HILL
OG0005441	LOC108138269|XP_017115909.1|DELE	LOC119657186|XP_037919908.1|HILL
OG0005442	LOC108138642|XP_017116470.1|DELE	LOC119646481|XP_037902862.1|HILL
OG0005443	LOC108141682|XP_017120648.1|DELE	LOC119646559|XP_037902965.1|HILL
OG0005444	LOC108137827|XP_017115240.1|DELE, LOC108149065|XP_017131906.1|DELE	LOC119646166|XP_037902470.1|HILL
OG0005445	LOC108135322|XP_017111499.1|DELE	LOC119661108|XP_037926232.1|HILL
OG0005447	LOC108138637|XP_017116464.1|DELE	LOC119647191|XP_037903930.1|HILL
OG0005448	LOC108144362|XP_017124615.1|DELE	LOC119651901|XP_037911654.1|HILL
OG0005449	LOC108134909|XP_017110910.1|DELE	LOC119653570|XP_037914226.1|HILL
OG0005450	LOC108148780|XP_017131480.1|DELE	LOC119652062|XP_037911930.1|HILL
OG0005452	LOC108149186|XP_017132091.1|DELE	LOC119647246|XP_037904048.1|HILL
OG0005453	LOC108142887|XP_017122452.1|DELE	LOC119651183|XP_037910542.1|HILL
OG0005454	LOC108138298|XP_017115942.1|DELE	LOC119654712|XP_037916163.1|HILL
OG0005455	LOC108144211|XP_017124374.1|DELE	LOC119652415|XP_037912461.1|HILL
OG0005456	LOC108138984|XP_017117058.1|DELE	LOC119651529|XP_037911089.1|HILL
OG0005457	LOC108139023|XP_017117118.1|DELE	LOC119652309|XP_037912248.1|HILL
OG0005458	LOC108147986|XP_017130285.1|DELE	LOC119647455|XP_037904317.1|HILL
OG0005459	LOC108138989|XP_017117065.1|DELE	LOC119657539|XP_037920413.1|HILL
OG0005460	LOC108149540|XP_017132664.1|DELE	LOC119646902|XP_037903498.1|HILL
OG0005461	LOC108138887|XP_017116908.1|DELE	LOC119651211|XP_037910590.1|HILL
OG0005462	LOC108139022|XP_017117117.1|DELE	LOC119651521|XP_037911079.1|HILL
OG0005463	LOC108143182|XP_017122921.1|DELE	LOC119651915|XP_037911672.1|HILL
OG0005464	LOC108138690|XP_017116526.1|DELE	LOC119653228|XP_037913743.1|HILL
OG0005465	LOC108138739|XP_017116621.1|DELE	LOC119650592|XP_037909367.1|HILL
OG0005466	LOC108139019|XP_017117111.1|DELE	LOC119652978|XP_037913316.1|HILL
OG0005467	LOC108137359|XP_017114485.1|DELE	LOC119659295|XP_037923235.1|HILL
OG0005468	LOC108149431|XP_017132492.1|DELE	LOC119661730|XP_037927125.1|HILL
OG0005469	LOC108149366|XP_017132356.1|DELE	LOC119661372|XP_037926618.1|HILL
OG0005470	LOC108149365|XP_017132354.1|DELE	LOC119661371|XP_037926617.1|HILL
OG0005471	LOC108150504|XP_017134206.1|DELE	LOC119661553|XP_037926871.1|HILL
OG0005472	LOC108150484|XP_017134178.1|DELE	LOC119647388|XP_037904207.1|HILL
OG0005473	LOC108149426|XP_017132482.1|DELE	LOC119657346|XP_037920151.1|HILL
OG0005474	LOC108138183|XP_017115785.1|DELE	LOC119647057|XP_037903741.1|HILL
OG0005475	LOC108138182|XP_017115784.1|DELE	LOC119651520|XP_037911082.1|HILL
OG0005476	LOC108149942|XP_017133349.1|DELE	LOC119654790|XP_037916266.1|HILL
OG0005477	LOC108150229|XP_017133765.1|DELE	LOC119652425|XP_037912476.1|HILL
OG0005478	LOC108138872|XP_017116888.1|DELE	LOC119658633|XP_037922084.1|HILL
OG0005479	LOC108138871|XP_017116887.1|DELE	LOC119657193|XP_037919929.1|HILL
OG0005480	LOC108138874|XP_017116889.1|DELE	LOC119657203|XP_037919941.1|HILL
OG0005481	LOC108134716|XP_017110605.1|DELE	LOC119657575|XP_037920472.1|HILL
OG0005482	LOC108134741|XP_017110658.1|DELE	LOC119655307|XP_037917068.1|HILL
OG0005483	LOC108140750|XP_017119216.1|DELE	LOC119646331|XP_037902683.1|HILL
OG0005484	LOC108138333|XP_017115986.1|DELE	LOC119646196|XP_037902507.1|HILL
OG0005485	LOC108149116|XP_017132006.1|DELE	LOC119646512|XP_037902895.1|HILL
OG0005486	LOC108149889|XP_017133274.1|DELE	LOC119647250|XP_037904056.1|HILL
OG0005487	LOC108138753|XP_017116644.1|DELE	LOC119660700|XP_037925267.1|HILL
OG0005488	LOC108138906|XP_017116946.1|DELE	LOC119661682|XP_037927049.1|HILL
OG0005489	LOC108147965|XP_017130251.1|DELE	LOC119661697|XP_037927071.1|HILL
OG0005490	LOC108148069|XP_017130411.1|DELE	LOC119653558|XP_037914202.1|HILL
OG0005491	LOC108147921|XP_017130176.1|DELE	LOC119647497|XP_037904384.1|HILL
OG0005492	LOC108148023|XP_017130345.1|DELE	LOC119646810|XP_037903339.1|HILL
OG0005493	LOC108138659|XP_017116488.1|DELE	LOC119651911|XP_037911665.1|HILL
OG0005494	LOC108141371|XP_017120190.1|DELE	LOC119661402|XP_037926659.1|HILL
OG0005495	LOC108141316|XP_017120074.1|DELE	LOC119659568|XP_037923649.1|HILL
OG0005496	LOC108140736|XP_017119201.1|DELE	LOC119647274|XP_037904093.1|HILL
OG0005497	LOC108138148|XP_017115709.1|DELE	LOC119648029|XP_037905381.1|HILL
OG0005498	LOC108138150|XP_017115713.1|DELE	LOC119646726|XP_037903234.1|HILL
OG0005499	LOC108138147|XP_017115708.1|DELE	LOC119647316|XP_037904171.1|HILL
OG0005500	LOC108138151|XP_017115714.1|DELE	LOC119647318|XP_037904173.1|HILL
OG0005501	LOC108138961|XP_017117031.1|DELE	LOC119657241|XP_037919987.1|HILL
OG0005502	LOC108138962|XP_017117032.1|DELE	LOC119646584|XP_037903006.1|HILL
OG0005503	LOC108134498|XP_017110309.1|DELE	LOC119652351|XP_037912342.1|HILL
OG0005504	LOC108147969|XP_017130257.1|DELE	LOC119661333|XP_037926563.1|HILL
OG0005506	LOC108141868|XP_017120949.1|DELE	LOC119647086|XP_037903778.1|HILL
OG0005507	LOC108148936|XP_017131749.1|DELE	LOC119661140|XP_037926269.1|HILL
OG0005508	LOC108134527|XP_017110360.1|DELE	LOC119646805|XP_037903326.1|HILL
OG0005509	LOC108147876|XP_017130123.1|DELE	LOC119651569|XP_037911134.1|HILL
OG0005510	LOC108149418|XP_017132471.1|DELE	LOC119650815|XP_037909881.1|HILL
OG0005511	LOC108147650|XP_017129800.1|DELE	LOC119655562|XP_037917421.1|HILL
OG0005512	LOC108148966|XP_017131793.1|DELE	LOC119651273|XP_037910706.1|HILL
OG0005513	LOC108148129|XP_017130466.1|DELE	LOC119648193|XP_037905716.1|HILL
OG0005514	LOC108144018|XP_017124133.1|DELE	LOC119652459|XP_037912551.1|HILL
OG0005515	LOC108143451|XP_017123371.1|DELE	LOC119654506|XP_037915873.1|HILL
OG0005516	LOC108142127|XP_017121312.1|DELE	LOC119654500|XP_037915860.1|HILL
OG0005517	LOC108149339|XP_017132314.1|DELE	LOC119650830|XP_037909895.1|HILL
OG0005518	LOC108139001|XP_017117086.1|DELE	LOC119646824|XP_037903371.1|HILL
OG0005519	LOC108144700|XP_017125279.1|DELE	LOC119661119|XP_037926242.1|HILL
OG0005520	LOC108135335|XP_017111515.1|DELE	LOC119651631|XP_037911223.1|HILL
OG0005521	LOC108135355|XP_017111536.1|DELE	LOC119655622|XP_037917522.1|HILL
OG0005522	LOC108150108|XP_017133560.1|DELE	LOC119661285|XP_037926489.1|HILL
OG0005523	LOC108142095|XP_017121279.1|DELE	LOC119661248|XP_037926415.1|HILL
OG0005524	LOC108150718|XP_017134499.1|DELE	LOC119646315|XP_037902663.1|HILL
OG0005525	LOC108141720|XP_017120701.1|DELE	LOC119660839|XP_037925645.1|HILL
OG0005526	LOC108142136|XP_017121321.1|DELE	LOC119646405|XP_037902777.1|HILL
OG0005527	LOC108148387|XP_017130903.1|DELE	LOC119660986|XP_037925999.1|HILL
OG0005528	LOC108138263|XP_017115898.1|DELE	LOC119661637|XP_037926988.1|HILL
OG0005529	LOC108150711|XP_017134477.1|DELE	LOC119650714|XP_037909652.1|HILL
OG0005530	LOC108148047|XP_017130383.1|DELE	LOC119651714|XP_037911362.1|HILL
OG0005531	LOC108142405|XP_017121741.1|DELE	LOC119647578|XP_037904513.1|HILL
OG0005532	LOC108145420|XP_017126321.1|DELE	LOC119653134|XP_037913594.1|HILL
OG0005533	LOC108148071|XP_017130413.1|DELE	LOC119653843|XP_037914819.1|HILL
OG0005534	LOC108145739|XP_017126791.1|DELE	LOC119657210|XP_037919948.1|HILL
OG0005535	LOC108147952|XP_017130230.1|DELE	LOC119647248|XP_037904052.1|HILL
OG0005536	LOC108150525|XP_017134242.1|DELE	LOC119661379|XP_037926626.1|HILL
OG0005538	LOC108149490|XP_017132598.1|DELE	LOC119646617|XP_037903051.1|HILL
OG0005539	LOC108138670|XP_017116501.1|DELE	LOC119646371|XP_037902735.1|HILL
OG0005540	LOC108137864|XP_017115288.1|DELE	LOC119649400|XP_037907456.1|HILL
OG0005541	LOC108148826|XP_017131579.1|DELE	LOC119650106|XP_037908558.1|HILL
OG0005542	LOC108146057|XP_017127357.1|DELE	LOC119660742|XP_037925376.1|HILL
OG0005543	LOC108138862|XP_017116875.1|DELE	LOC119650693|XP_037909597.1|HILL
OG0005544	LOC108137836|XP_017115250.1|DELE	LOC119651880|XP_037911624.1|HILL
OG0005545	LOC108134539|XP_017110375.1|DELE	LOC119646324|XP_037902672.1|HILL
OG0005546	LOC108141974|XP_017121115.1|DELE	LOC119650636|XP_037909487.1|HILL
OG0005547	LOC108149229|XP_017132150.1|DELE	LOC119657357|XP_037920161.1|HILL
OG0005548	LOC108149429|XP_017132488.1|DELE	LOC119661500|XP_037926795.1|HILL
OG0005549	LOC108149493|XP_017132603.1|DELE	LOC119661209|XP_037926360.1|HILL
OG0005550	LOC108149449|XP_017132528.1|DELE	LOC119647202|XP_037903946.1|HILL
OG0005551	LOC108145194|XP_017125924.1|DELE	LOC119650777|XP_037909816.1|HILL
OG0005552	LOC108145179|XP_017125904.1|DELE	LOC119650770|XP_037909805.1|HILL
OG0005553	LOC108147968|XP_017130256.1|DELE	LOC119649148|XP_037907090.1|HILL
OG0005554	LOC108149313|XP_017132259.1|DELE	LOC119647262|XP_037904072.1|HILL
OG0005555	LOC108149504|XP_017132621.1|DELE	LOC119653258|XP_037917587.1|HILL
OG0005556	LOC108149479|XP_017132588.1|DELE	LOC119646121|XP_037906169.1|HILL
OG0005557	LOC108150418|XP_017134064.1|DELE	LOC119655753|XP_037917738.1|HILL
OG0005558	LOC108137661|XP_017114985.1|DELE	LOC119647302|XP_037904132.1|HILL
OG0005559	LOC108141827|XP_017120897.1|DELE	LOC119658355|XP_037921645.1|HILL
OG0005560	LOC108150496|XP_017134195.1|DELE	LOC119650689|XP_037909586.1|HILL
OG0005561	LOC108136629|XP_017113436.1|DELE	LOC119661303|XP_037926520.1|HILL
OG0005562	LOC108138859|XP_017116869.1|DELE	LOC119656555|XP_037918859.1|HILL
OG0005563	LOC108145332|XP_017126202.1|DELE	LOC119660880|XP_037925723.1|HILL
OG0005564	LOC108141837|XP_017120910.1|DELE	LOC119652983|XP_037913335.1|HILL
OG0005565	LOC108138828|XP_017116820.1|DELE	LOC119646553|XP_037902959.1|HILL
OG0005566	LOC108138829|XP_017116821.1|DELE	LOC119661559|XP_037926878.1|HILL
OG0005567	LOC108143045|XP_017122741.1|DELE	LOC119652047|XP_037911910.1|HILL
OG0005568	LOC108147785|XP_017130014.1|DELE	LOC119661735|XP_037927129.1|HILL
OG0005569	LOC108148043|XP_017130374.1|DELE	LOC119651309|XP_037910763.1|HILL
OG0005570	LOC108147964|XP_017130249.1|DELE	LOC119646448|XP_037902828.1|HILL
OG0005571	LOC108135379|XP_017111559.1|DELE	LOC119655241|XP_037916954.1|HILL
OG0005572	LOC108145215|XP_017125947.1|DELE	LOC119657478|XP_037920329.1|HILL
OG0005573	LOC108148790|XP_017131498.1|DELE	LOC119653788|XP_037914719.1|HILL
OG0005574	LOC108149612|XP_017132811.1|DELE	LOC119660712|XP_037925283.1|HILL
OG0005575	LOC108140529|XP_017118827.1|DELE	LOC119659769|XP_037923956.1|HILL
OG0005576	LOC108141412|XP_017120264.1|DELE	LOC119660947|XP_037925884.1|HILL
OG0005577	LOC108136144|XP_017112627.1|DELE	LOC119647520|XP_037904416.1|HILL
OG0005578	LOC108142603|XP_017122062.1|DELE	LOC119649918|XP_037908248.1|HILL
OG0005579	LOC108142604|XP_017122063.1|DELE	LOC119649919|XP_037908251.1|HILL
OG0005580	LOC108142364|XP_017121659.1|DELE	LOC119649472|XP_037907557.1|HILL
OG0005581	LOC108140784|XP_017119267.1|DELE	LOC119653747|XP_037914601.1|HILL
OG0005582	LOC108143255|XP_017123054.1|DELE	LOC119647557|XP_037904477.1|HILL
OG0005583	LOC108147537|XP_017129609.1|DELE	LOC119649686|XP_037907876.1|HILL
OG0005584	LOC108140344|XP_017118523.1|DELE	LOC119654943|XP_037916527.1|HILL
OG0005585	LOC108141070|XP_017119720.1|DELE	LOC119660026|XP_037924331.1|HILL
OG0005586	LOC108137500|XP_017114706.1|DELE	LOC119659706|XP_037923887.1|HILL
OG0005587	LOC108134532|XP_017110367.1|DELE	LOC119660256|XP_037924638.1|HILL
OG0005588	LOC108146231|XP_017127644.1|DELE	LOC119658763|XP_037922384.1|HILL
OG0005589	LOC108143095|XP_017122805.1|DELE	LOC119658771|XP_037922395.1|HILL
OG0005590	LOC108145121|XP_017125820.1|DELE	LOC119657166|XP_037919884.1|HILL
OG0005591	LOC108138563|XP_017116331.1|DELE	LOC119660300|XP_037924701.1|HILL
OG0005592	LOC108135525|XP_017111761.1|DELE	LOC119659453|XP_037923466.1|HILL
OG0005593	LOC108146322|XP_017127775.1|DELE	LOC119650335|XP_037908918.1|HILL
OG0005594	LOC108146785|XP_017128438.1|DELE	LOC119650334|XP_037908917.1|HILL
OG0005595	LOC108146784|XP_017128437.1|DELE	LOC119650333|XP_037908916.1|HILL
OG0005596	LOC108146463|XP_017127966.1|DELE	LOC119649270|XP_037907287.1|HILL
OG0005597	LOC108143982|XP_017124082.1|DELE	LOC119660153|XP_037924483.1|HILL
OG0005598	LOC108148841|XP_017131604.1|DELE	LOC119659410|XP_037923410.1|HILL
OG0005599	LOC108145214|XP_017125942.1|DELE	LOC119652547|XP_037912682.1|HILL
OG0005600	LOC108143750|XP_017123770.1|DELE	LOC119649115|XP_037907043.1|HILL
OG0005601	LOC108137705|XP_017115072.1|DELE	LOC119653662|XP_037914420.1|HILL
OG0005602	LOC108147293|XP_017129203.1|DELE	LOC119660284|XP_037924683.1|HILL
OG0005603	LOC108144174|XP_017124324.1|DELE	LOC119655015|XP_037916615.1|HILL
OG0005604	LOC108144630|XP_017125150.1|DELE	LOC119653455|XP_037913992.1|HILL
OG0005605	LOC108137939|XP_017115382.1|DELE	LOC119653711|XP_037914520.1|HILL
OG0005606	LOC108138198|XP_017115805.1|DELE	LOC119656843|XP_037919424.1|HILL
OG0005607	LOC108140809|XP_017119299.1|DELE	LOC119658762|XP_037922383.1|HILL
OG0005608	LOC108140414|XP_017118621.1|DELE	LOC119660542|XP_037925103.1|HILL
OG0005609	LOC108145675|XP_017126719.1|DELE	LOC119660853|XP_037925676.1|HILL
OG0005610	LOC108147488|XP_017129533.1|DELE	LOC119660304|XP_037924706.1|HILL
OG0005611	LOC108145846|XP_017126949.1|DELE	LOC119647505|XP_037904388.1|HILL
OG0005612	LOC108135115|XP_017111194.1|DELE	LOC119659154|XP_037923032.1|HILL
OG0005613	LOC108135170|XP_017111283.1|DELE	LOC119659693|XP_037923876.1|HILL
OG0005614	LOC108137458|XP_017114650.1|DELE	LOC119659003|XP_037922817.1|HILL
OG0005615	LOC108142999|XP_017122669.1|DELE	LOC119659598|XP_037923691.1|HILL
OG0005616	LOC108148380|XP_017130895.1|DELE	LOC119659379|XP_037923368.1|HILL
OG0005617	LOC108148309|XP_017130785.1|DELE	LOC119659109|XP_037922960.1|HILL
OG0005618	LOC108144161|XP_017124306.1|DELE	LOC119657815|XP_037920858.1|HILL
OG0005619	LOC108137003|XP_017113990.1|DELE	LOC119653802|XP_037914748.1|HILL
OG0005620	LOC108144335|XP_017124538.1|DELE	LOC119653659|XP_037914411.1|HILL
OG0005621	LOC108141434|XP_017120313.1|DELE	LOC119654208|XP_037915339.1|HILL
OG0005622	LOC108138514|XP_017116249.1|DELE	LOC119655139|XP_037916802.1|HILL
OG0005623	LOC108137146|XP_017114201.1|DELE	LOC119655392|XP_037917192.1|HILL
OG0005624	LOC108148307|XP_017130781.1|DELE	LOC119659714|XP_037923896.1|HILL
OG0005625	LOC108140563|XP_017118911.1|DELE	LOC119659651|XP_037923786.1|HILL
OG0005626	LOC108136563|XP_017113361.1|DELE	LOC119660001|XP_037924307.1|HILL
OG0005627	LOC108140652|XP_017119069.1|DELE	LOC119658810|XP_037922459.1|HILL
OG0005628	LOC108140676|XP_017119111.1|DELE	LOC119660579|XP_037925160.1|HILL
OG0005629	LOC108144547|XP_017125006.1|DELE	LOC119651545|XP_037911106.1|HILL
OG0005630	LOC108144603|XP_017125107.1|DELE	LOC119653390|XP_037913869.1|HILL
OG0005631	LOC108144939|XP_017125586.1|DELE	LOC119648344|XP_037905967.1|HILL
OG0005632	LOC108149975|XP_017133384.1|DELE	LOC119653812|XP_037914764.1|HILL
OG0005633	LOC108136777|XP_017113628.1|DELE	LOC119659603|XP_037923699.1|HILL
OG0005634	LOC108140585|XP_017118960.1|DELE	LOC119659541|XP_037923613.1|HILL
OG0005635	LOC108141991|XP_017121141.1|DELE	LOC119660305|XP_037924707.1|HILL
OG0005636	LOC108148345|XP_017130846.1|DELE	LOC119658587|XP_037921971.1|HILL
OG0005637	LOC108143861|XP_017123915.1|DELE	LOC119659342|XP_037923314.1|HILL
OG0005638	LOC108143573|XP_017123572.1|DELE	LOC119653552|XP_037914188.1|HILL
OG0005639	LOC108145244|XP_017126002.1|DELE	LOC119656286|XP_037918643.1|HILL
OG0005640	LOC108140626|XP_017119031.1|DELE	LOC119659711|XP_037923893.1|HILL
OG0005641	LOC108136612|XP_017113420.1|DELE	LOC119654219|XP_037915360.1|HILL
OG0005642	LOC108141096|XP_017119787.1|DELE	LOC119651564|XP_037911126.1|HILL
OG0005643	LOC108145672|XP_017126715.1|DELE	LOC119648935|XP_037906777.1|HILL
OG0005644	LOC108150360|XP_017133983.1|DELE	LOC119648934|XP_037906775.1|HILL
OG0005645	LOC108135916|XP_017112339.1|DELE	LOC119653720|XP_037914541.1|HILL
OG0005646	LOC108147697|XP_017129905.1|DELE	LOC119654832|XP_037916332.1|HILL
OG0005647	LOC108140345|XP_017118525.1|DELE	LOC119649850|XP_037908135.1|HILL
OG0005648	LOC108150255|XP_017133814.1|DELE	LOC119648255|XP_037905827.1|HILL
OG0005649	LOC108141131|XP_017119842.1|DELE	LOC119659244|XP_037923152.1|HILL
OG0005650	LOC108141144|XP_017119857.1|DELE	LOC119659778|XP_037923971.1|HILL
OG0005651	LOC108147646|XP_017129792.1|DELE	LOC119660132|XP_037924459.1|HILL
OG0005652	LOC108147191|XP_017129032.1|DELE	LOC119659074|XP_037922914.1|HILL
OG0005653	LOC108142134|XP_017121319.1|DELE	LOC119653607|XP_037914297.1|HILL
OG0005654	LOC108140995|XP_017119559.1|DELE	LOC119660374|XP_037924819.1|HILL
OG0005655	LOC108148277|XP_017130723.1|DELE	LOC119660251|XP_037924634.1|HILL
OG0005656	LOC108141113|XP_017119818.1|DELE	LOC119659486|XP_037923527.1|HILL
OG0005657	LOC108139222|XP_017117372.1|DELE	LOC119660540|XP_037925095.1|HILL
OG0005658	LOC108136957|XP_017113931.1|DELE	LOC119659980|XP_037924277.1|HILL
OG0005659	LOC108148850|XP_017131626.1|DELE	LOC119659062|XP_037922898.1|HILL
OG0005660	LOC108146680|XP_017128225.1|DELE	LOC119648213|XP_037905749.1|HILL
OG0005661	LOC108139271|XP_017117448.1|DELE	LOC119659404|XP_037923403.1|HILL
OG0005662	LOC108140507|XP_017118779.1|DELE	LOC119659579|XP_037923664.1|HILL
OG0005663	LOC108147706|XP_017129918.1|DELE	LOC119653508|XP_037914096.1|HILL
OG0005664	LOC108137378|XP_017114519.1|DELE	LOC119659258|XP_037923178.1|HILL
OG0005665	LOC108147209|XP_017129056.1|DELE	LOC119658696|XP_037922212.1|HILL
OG0005666	LOC108137279|XP_017114370.1|DELE	LOC119656146|XP_037918407.1|HILL
OG0005667	LOC108149875|XP_017133253.1|DELE	LOC119654585|XP_037915971.1|HILL
OG0005668	LOC108150226|XP_017133759.1|DELE	LOC119648246|XP_037905811.1|HILL
OG0005669	LOC108138196|XP_017115802.1|DELE	LOC119658940|XP_037922725.1|HILL
OG0005670	LOC108143770|XP_017123787.1|DELE, LOC108149002|XP_017131835.1|DELE, LOC108143734|XP_017123757.1|DELE	LOC119660328|XP_037924734.1|HILL
OG0005671	LOC108135149|XP_017111258.1|DELE	LOC119660504|XP_037925029.1|HILL
OG0005672	LOC108141988|XP_017121136.1|DELE	LOC119659521|XP_037923584.1|HILL
OG0005673	LOC108145886|XP_017127022.1|DELE	LOC119651810|XP_037911529.1|HILL
OG0005674	LOC108146854|XP_017128559.1|DELE	LOC119659071|XP_037922910.1|HILL
OG0005675	LOC108140739|XP_017119204.1|DELE	LOC119659160|XP_037923038.1|HILL
OG0005676	LOC108146273|XP_017127702.1|DELE	LOC119648030|XP_037905383.1|HILL
OG0005677	LOC108144686|XP_017125240.1|DELE	LOC119658267|XP_037921490.1|HILL
OG0005678	LOC108143023|XP_017122704.1|DELE	LOC119658732|XP_037922323.1|HILL
OG0005679	LOC108134515|XP_017110345.1|DELE	LOC119660111|XP_037924424.1|HILL
OG0005680	LOC108149399|XP_017132426.1|DELE	LOC119650582|XP_037909342.1|HILL
OG0005681	LOC108135458|XP_017111694.1|DELE	LOC119658950|XP_037922751.1|HILL
OG0005682	LOC108135448|XP_017111683.1|DELE	LOC119658948|XP_037922748.1|HILL
OG0005683	LOC108149984|XP_017133402.1|DELE	LOC119655154|XP_037916823.1|HILL
OG0005684	LOC108147545|XP_017129619.1|DELE	LOC119648067|XP_037905469.1|HILL
OG0005685	LOC108138401|XP_017116071.1|DELE	LOC119653416|XP_037913913.1|HILL
OG0005686	LOC108140807|XP_017119295.1|DELE	LOC119659631|XP_037923757.1|HILL
OG0005687	LOC108146543|XP_017128073.1|DELE	LOC119654443|XP_037915771.1|HILL
OG0005688	LOC108141516|XP_017120434.1|DELE	LOC119655931|XP_037918041.1|HILL
OG0005690	LOC108136770|XP_017113620.1|DELE	LOC119654051|XP_037915140.1|HILL
OG0005691	LOC108139235|XP_017117391.1|DELE	LOC119659560|XP_037923637.1|HILL
OG0005692	LOC108137857|XP_017115276.1|DELE	LOC119660011|XP_037924318.1|HILL
OG0005693	LOC108147551|XP_017129626.1|DELE	LOC119658716|XP_037922263.1|HILL
OG0005694	LOC108136854|XP_017113778.1|DELE	LOC119660213|XP_037924575.1|HILL
OG0005695	LOC108136781|XP_017113632.1|DELE	LOC119659977|XP_037924271.1|HILL
OG0005696	LOC108136783|XP_017113634.1|DELE	LOC119659649|XP_037923785.1|HILL
OG0005697	LOC108136776|XP_017113626.1|DELE	LOC119659700|XP_037923880.1|HILL
OG0005698	LOC108143482|XP_017123418.1|DELE	LOC119659180|XP_037923066.1|HILL
OG0005699	LOC108143868|XP_017123921.1|DELE	LOC119660533|XP_037925090.1|HILL
OG0005700	LOC108137134|XP_017114171.1|DELE	LOC119653506|XP_037914091.1|HILL
OG0005701	LOC108148074|XP_017130416.1|DELE	LOC119654187|XP_037915309.1|HILL
OG0005702	LOC108136616|XP_017113423.1|DELE	LOC119655483|XP_037917313.1|HILL
OG0005703	LOC108145251|XP_017126017.1|DELE	LOC119655998|XP_037918165.1|HILL
