Orthogroup	DELE.longest_only	DNOV.longest_only
OG0005877	LOC108148159|XP_017130545.1|DELE	LOC115768328|XP_030568745.1|DNOV
OG0005878	LOC108137294|XP_017114404.1|DELE	LOC115768587|XP_030569093.1|DNOV
OG0005879	LOC108142444|XP_017121798.1|DELE	LOC115766458|XP_030566250.1|DNOV
OG0005880	LOC108146610|XP_017128146.1|DELE	LOC115770148|XP_030571160.1|DNOV
OG0005881	LOC108136029|XP_017112450.1|DELE	LOC115770161|XP_030571180.1|DNOV
OG0005882	LOC108141617|XP_017120572.1|DELE	LOC115766387|XP_030566152.1|DNOV
OG0005883	LOC108145835|XP_017126932.1|DELE	LOC115768068|XP_030568380.1|DNOV
OG0005884	LOC108142750|XP_017122265.1|DELE	LOC115762716|XP_030560903.1|DNOV
OG0005885	LOC108146976|XP_017128721.1|DELE	LOC115766892|XP_030566828.1|DNOV
OG0005886	LOC108142672|XP_017122166.1|DELE	LOC115770186|XP_030571211.1|DNOV
OG0005887	LOC108136065|XP_017112498.1|DELE	LOC115770062|XP_030571018.1|DNOV
OG0005888	LOC108138369|XP_017116032.1|DELE	LOC115771488|XP_030573073.1|DNOV
OG0005889	LOC108146916|XP_017128646.1|DELE	LOC115765760|XP_030565286.1|DNOV
OG0005890	LOC108136318|XP_017112907.1|DELE	LOC115764415|XP_030563272.1|DNOV
OG0005891	LOC108135587|XP_017111872.1|DELE	LOC115767383|XP_030567507.1|DNOV
OG0005892	LOC108135676|XP_017112003.1|DELE	LOC115766289|XP_030566021.1|DNOV
OG0005893	LOC108136123|XP_017112601.1|DELE	LOC115770529|XP_030571688.1|DNOV
OG0005894	LOC108136125|XP_017112602.1|DELE	LOC115770530|XP_030571689.1|DNOV
OG0005895	LOC108136126|XP_017112603.1|DELE	LOC115770531|XP_030571691.1|DNOV
OG0005896	LOC108142759|XP_017122283.1|DELE	LOC115770228|XP_030571295.1|DNOV
OG0005897	LOC108146798|XP_017128458.1|DELE	LOC115770270|XP_030571351.1|DNOV
OG0005898	LOC108137681|XP_017115029.1|DELE	LOC115766439|XP_030566228.1|DNOV
OG0005899	LOC108149664|XP_017132898.1|DELE	LOC115759142|XP_030555854.1|DNOV
OG0005900	LOC108137871|XP_017115299.1|DELE	LOC115765934|XP_030565540.1|DNOV
OG0005901	LOC108142003|XP_017121159.1|DELE	LOC115760477|XP_030557672.1|DNOV
OG0005902	LOC108149747|XP_017133027.1|DELE	LOC115761022|XP_030558496.1|DNOV
OG0005903	LOC108136877|XP_017113817.1|DELE	LOC115770558|XP_030571731.1|DNOV
OG0005904	LOC108135487|XP_017111722.1|DELE	LOC115764798|XP_030563905.1|DNOV
OG0005905	LOC108142620|XP_017122093.1|DELE	LOC115768157|XP_030568515.1|DNOV
OG0005906	LOC108145814|XP_017126893.1|DELE	LOC115771436|XP_030573001.1|DNOV
OG0005907	LOC108142504|XP_017121899.1|DELE	LOC115770195|XP_030571217.1|DNOV
OG0005908	LOC108142645|XP_017122132.1|DELE	LOC115771501|XP_030573087.1|DNOV
OG0005909	LOC108143245|XP_017123035.1|DELE	LOC115768285|XP_030568687.1|DNOV, LOC115769777|XP_030570602.1|DNOV
OG0005910	LOC108141330|XP_017120100.1|DELE	LOC115767502|XP_030567673.1|DNOV
OG0005911	LOC108141333|XP_017120105.1|DELE	LOC115767499|XP_030567668.1|DNOV
OG0005912	LOC108144224|XP_017124389.1|DELE	LOC115767500|XP_030567669.1|DNOV
OG0005913	LOC108137374|XP_017114514.1|DELE	LOC115761622|XP_030559311.1|DNOV
OG0005914	LOC108149838|XP_017133202.1|DELE	LOC115760791|XP_030558147.1|DNOV
OG0005915	LOC108149826|XP_017133187.1|DELE	LOC115761052|XP_030558527.1|DNOV
OG0005916	LOC108145492|XP_017126438.1|DELE	LOC115761178|XP_030558704.1|DNOV
OG0005917	LOC108137055|XP_017114052.1|DELE	LOC115764491|XP_030563438.1|DNOV
OG0005918	LOC108138588|XP_017116367.1|DELE	LOC115766425|XP_030566209.1|DNOV
OG0005919	LOC108141349|XP_017120155.1|DELE	LOC115758185|XP_030554585.1|DNOV
OG0005920	LOC108141425|XP_017120293.1|DELE	LOC115758157|XP_030554554.1|DNOV
OG0005922	LOC108136309|XP_017112893.1|DELE	LOC115768862|XP_030569425.1|DNOV
OG0005923	LOC108142835|XP_017122389.1|DELE	LOC115768427|XP_030568852.1|DNOV
OG0005924	LOC108146853|XP_017128557.1|DELE	LOC115771426|XP_030572989.1|DNOV
OG0005925	LOC108146850|XP_017128547.1|DELE	LOC115769799|XP_030570630.1|DNOV
OG0005926	LOC108136661|XP_017113474.1|DELE	LOC115765281|XP_030564631.1|DNOV
OG0005927	LOC108148381|XP_017130896.1|DELE	LOC115765665|XP_030565182.1|DNOV
OG0005928	LOC108137283|XP_017114379.1|DELE	LOC115764304|XP_030563099.1|DNOV
OG0005929	LOC108146377|XP_017127857.1|DELE	LOC115768077|XP_030568401.1|DNOV
OG0005930	LOC108144391|XP_017124659.1|DELE	LOC115757862|XP_030554157.1|DNOV
OG0005931	LOC108145124|XP_017125828.1|DELE	LOC115758023|XP_030554387.1|DNOV
OG0005932	LOC108143643|XP_017123644.1|DELE	LOC115771725|XP_030573413.1|DNOV
OG0005933	LOC108149890|XP_017133276.1|DELE	LOC115764585|XP_030563595.1|DNOV
OG0005934	LOC108149796|XP_017133150.1|DELE	LOC115761995|XP_030559926.1|DNOV
OG0005935	LOC108138365|XP_017116024.1|DELE	LOC115771400|XP_030572950.1|DNOV
OG0005936	LOC108135294|XP_017111467.1|DELE	LOC115760181|XP_030557269.1|DNOV
OG0005937	LOC108138376|XP_017116047.1|DELE	LOC115771402|XP_030572958.1|DNOV
OG0005938	LOC108144553|XP_017125016.1|DELE	LOC115764466|XP_030563367.1|DNOV
OG0005939	LOC108135453|XP_017111686.1|DELE	LOC115765184|XP_030564473.1|DNOV
OG0005940	LOC108141800|XP_017120848.1|DELE	LOC115766516|XP_030566340.1|DNOV
OG0005941	LOC108141505|XP_017120422.1|DELE	LOC115758178|XP_030554579.1|DNOV
OG0005942	LOC108136919|XP_017113880.1|DELE, LOC108149897|XP_017133285.1|DELE	LOC115758169|XP_030554570.1|DNOV
OG0005943	LOC108145104|XP_017125789.1|DELE	LOC115758170|XP_030554571.1|DNOV
OG0005944	LOC108145085|XP_017125760.1|DELE	LOC115758291|XP_030554717.1|DNOV
OG0005945	LOC108143542|XP_017123532.1|DELE	LOC115761896|XP_030559766.1|DNOV
OG0005946	LOC108143510|XP_017123470.1|DELE	LOC115764507|XP_030563458.1|DNOV
OG0005947	LOC108144465|XP_017124855.1|DELE	LOC115766586|XP_030566432.1|DNOV
OG0005948	LOC108145669|XP_017126712.1|DELE	LOC115771471|XP_030573054.1|DNOV
OG0005949	LOC108143135|XP_017122870.1|DELE	LOC115769553|XP_030570257.1|DNOV
OG0005950	LOC108134494|XP_017110304.1|DELE	LOC115759262|XP_030556024.1|DNOV
OG0005951	LOC108150239|XP_017133786.1|DELE	LOC115769880|XP_030570744.1|DNOV
OG0005952	LOC108134493|XP_017110302.1|DELE	LOC115758721|XP_030555332.1|DNOV
OG0005953	LOC108149556|XP_017132682.1|DELE	LOC115768563|XP_030569038.1|DNOV
OG0005954	LOC108149443|XP_017132523.1|DELE	LOC115765943|XP_030565549.1|DNOV
OG0005955	LOC108139331|XP_017117531.1|DELE	LOC115761697|XP_030559427.1|DNOV
OG0005956	LOC108144493|XP_017124913.1|DELE	LOC115765539|XP_030565026.1|DNOV
OG0005957	LOC108139127|XP_017117229.1|DELE	LOC115770777|XP_030572057.1|DNOV
OG0005958	LOC108147312|XP_017129224.1|DELE	LOC115764638|XP_030563667.1|DNOV
OG0005959	LOC108142100|XP_017121283.1|DELE	LOC115759864|XP_030556831.1|DNOV
OG0005960	LOC108136557|XP_017113353.1|DELE	LOC115765192|XP_030564479.1|DNOV
OG0005961	LOC108144576|XP_017125057.1|DELE	LOC115757976|XP_030554317.1|DNOV
OG0005962	LOC108143369|XP_017123178.1|DELE	LOC115762106|XP_030560071.1|DNOV
OG0005963	LOC108138310|XP_017115959.1|DELE	LOC115759016|XP_030555688.1|DNOV
OG0005964	LOC108141860|XP_017120941.1|DELE	LOC115761718|XP_030559460.1|DNOV
OG0005965	LOC108141511|XP_017120428.1|DELE	LOC115764001|XP_030562684.1|DNOV
OG0005966	LOC108137959|XP_017115409.1|DELE	LOC115759377|XP_030556145.1|DNOV
OG0005967	LOC108143530|XP_017123511.1|DELE	LOC115766540|XP_030566369.1|DNOV
OG0005968	LOC108144976|XP_017125613.1|DELE	LOC115766510|XP_030566328.1|DNOV
OG0005969	LOC108144849|XP_017125481.1|DELE	LOC115757943|XP_030554278.1|DNOV
OG0005970	LOC108150329|XP_017133940.1|DELE	LOC115762914|XP_030561155.1|DNOV
OG0005971	LOC108147585|XP_017129713.1|DELE	LOC115757808|XP_030554090.1|DNOV
OG0005972	LOC108142594|XP_017122048.1|DELE	LOC115771509|XP_030573100.1|DNOV
OG0005973	LOC108142341|XP_017121586.1|DELE	LOC115769129|XP_030569698.1|DNOV
OG0005974	LOC108142764|XP_017122287.1|DELE	LOC115770527|XP_030571686.1|DNOV
OG0005975	LOC108142723|XP_017122234.1|DELE	LOC115771511|XP_030573106.1|DNOV
OG0005976	LOC108136798|XP_017113679.1|DELE	LOC115764686|XP_030563735.1|DNOV
OG0005977	LOC108143557|XP_017123555.1|DELE	LOC115762111|XP_030560075.1|DNOV
OG0005978	LOC108144315|XP_017124504.1|DELE	LOC115757790|XP_030554063.1|DNOV
OG0005979	LOC108149138|XP_017132033.1|DELE	LOC115761621|XP_030559314.1|DNOV
OG0005980	LOC108149626|XP_017132845.1|DELE	LOC115760331|XP_030557479.1|DNOV
OG0005981	LOC108137633|XP_017114910.1|DELE	LOC115766809|XP_030566694.1|DNOV
OG0005982	LOC108149662|XP_017132897.1|DELE	LOC115761930|XP_030559825.1|DNOV
OG0005983	LOC108137758|XP_017115149.1|DELE	LOC115768775|XP_030569327.1|DNOV
OG0005984	LOC108150004|XP_017133438.1|DELE	LOC115766397|XP_030566174.1|DNOV
OG0005985	LOC108144430|XP_017124795.1|DELE	LOC115768300|XP_030568705.1|DNOV
OG0005986	LOC108135442|XP_017111671.1|DELE	LOC115768885|XP_030569457.1|DNOV
OG0005987	LOC108147690|XP_017129892.1|DELE	LOC115769097|XP_030569667.1|DNOV
OG0005988	LOC108144866|XP_017125506.1|DELE	LOC115758228|XP_030554639.1|DNOV
OG0005989	LOC108136463|XP_017113148.1|DELE	LOC115757837|XP_030554129.1|DNOV
OG0005990	LOC108144580|XP_017125060.1|DELE	LOC115757875|XP_030554174.1|DNOV
OG0005991	LOC108149723|XP_017132982.1|DELE	LOC115764511|XP_030563467.1|DNOV
OG0005992	LOC108150293|XP_017133886.1|DELE	LOC115770500|XP_030571654.1|DNOV
OG0005993	LOC108150294|XP_017133888.1|DELE	LOC115770501|XP_030571655.1|DNOV
OG0005994	LOC108146917|XP_017128648.1|DELE	LOC115771526|XP_030573123.1|DNOV
OG0005995	LOC108142819|XP_017122369.1|DELE	LOC115771534|XP_030573132.1|DNOV
OG0005996	LOC108143156|XP_017122892.1|DELE	LOC115769387|XP_030570042.1|DNOV
OG0005998	LOC108136027|XP_017112448.1|DELE	LOC115770035|XP_030570961.1|DNOV
OG0005999	LOC108146462|XP_017127965.1|DELE	LOC115770839|XP_030572133.1|DNOV
OG0006000	LOC108144484|XP_017124899.1|DELE	LOC115763100|XP_030561435.1|DNOV
OG0006001	LOC108147397|XP_017129322.1|DELE	LOC115769456|XP_030570128.1|DNOV
OG0006002	LOC108141478|XP_017120378.1|DELE	LOC115761537|XP_030559174.1|DNOV
OG0006003	LOC108136127|XP_017112604.1|DELE	LOC115770104|XP_030571080.1|DNOV
OG0006004	LOC108141028|XP_017119606.1|DELE	LOC115763750|XP_030562315.1|DNOV
OG0006005	LOC108144375|XP_017124639.1|DELE	LOC115762186|XP_030560168.1|DNOV
OG0006006	LOC108145233|XP_017125988.1|DELE	LOC115762265|XP_030560289.1|DNOV
OG0006007	LOC108135963|XP_017112406.1|DELE	LOC115767454|XP_030567615.1|DNOV
OG0006008	LOC108138898|XP_017116925.1|DELE	LOC115760295|XP_030557438.1|DNOV
OG0006009	LOC108142586|XP_017122034.1|DELE	LOC115770505|XP_030571660.1|DNOV
OG0006010	LOC108146849|XP_017128544.1|DELE	LOC115771382|XP_030572926.1|DNOV
OG0006011	LOC108145999|XP_017127241.1|DELE	LOC115762549|XP_030560683.1|DNOV
OG0006012	LOC108150194|XP_017133687.1|DELE	LOC115768994|XP_030569566.1|DNOV
OG0006013	LOC108144951|XP_017125587.1|DELE	LOC115760729|XP_030558063.1|DNOV
OG0006014	LOC108147002|XP_017128755.1|DELE	LOC115770468|XP_030571606.1|DNOV
OG0006015	LOC108144411|XP_017124744.1|DELE	LOC115759093|XP_030555790.1|DNOV
OG0006016	LOC108149833|XP_017133199.1|DELE	LOC115764583|XP_030563592.1|DNOV
OG0006017	LOC108149721|XP_017132976.1|DELE	LOC115757995|XP_030554348.1|DNOV
OG0006018	LOC108141597|XP_017120533.1|DELE	LOC115764441|XP_030563309.1|DNOV
OG0006019	LOC108141867|XP_017120948.1|DELE	LOC115764464|XP_030563365.1|DNOV
OG0006020	LOC108142807|XP_017122357.1|DELE	LOC115770221|XP_030571281.1|DNOV
OG0006021	LOC108146810|XP_017128484.1|DELE	LOC115770287|XP_030571382.1|DNOV
OG0006022	LOC108149476|XP_017132579.1|DELE	LOC115763364|XP_030561752.1|DNOV
OG0006023	LOC108148858|XP_017131644.1|DELE	LOC115763903|XP_030562548.1|DNOV
OG0006024	LOC108137599|XP_017114822.1|DELE	LOC115765171|XP_030564451.1|DNOV
OG0006025	LOC108137935|XP_017115376.1|DELE	LOC115757957|XP_030554292.1|DNOV
OG0006026	LOC108148754|XP_017131440.1|DELE	LOC115764654|XP_030563696.1|DNOV
OG0006027	LOC108149072|XP_017131930.1|DELE	LOC115760456|XP_030557633.1|DNOV
OG0006028	LOC108149812|XP_017133170.1|DELE	LOC115760567|XP_030557841.1|DNOV
OG0006029	LOC108149790|XP_017133144.1|DELE	LOC115764499|XP_030563448.1|DNOV
OG0006030	LOC108143103|XP_017122814.1|DELE	LOC115761964|XP_030559865.1|DNOV
OG0006031	LOC108144796|XP_017125404.1|DELE	LOC115757846|XP_030554140.1|DNOV
OG0006032	LOC108144530|XP_017124978.1|DELE	LOC115765254|XP_030564591.1|DNOV
OG0006033	LOC108149722|XP_017132977.1|DELE	LOC115758003|XP_030554360.1|DNOV
OG0006034	LOC108140771|XP_017119248.1|DELE	LOC115771678|XP_030573353.1|DNOV
OG0006035	LOC108140566|XP_017118915.1|DELE	LOC115770834|XP_030572129.1|DNOV
OG0006036	LOC108141699|XP_017120671.1|DELE	LOC115763554|XP_030562032.1|DNOV
OG0006037	LOC108149775|XP_017133115.1|DELE	LOC115758257|XP_030554672.1|DNOV
OG0006038	LOC108148389|XP_017130905.1|DELE	LOC115765704|XP_030565226.1|DNOV
OG0006039	LOC108135961|XP_017112403.1|DELE	LOC115767432|XP_030567584.1|DNOV
OG0006040	LOC108147591|XP_017129720.1|DELE	LOC115758021|XP_030554385.1|DNOV
OG0006041	LOC108137586|XP_017114806.1|DELE	LOC115768979|XP_030569555.1|DNOV
OG0006042	LOC108141380|XP_017120209.1|DELE	LOC115758026|XP_030554390.1|DNOV
OG0006043	LOC108135619|XP_017111924.1|DELE	LOC115769738|XP_030570537.1|DNOV
OG0006044	LOC108137303|XP_017114412.1|DELE	LOC115767039|XP_030567028.1|DNOV
OG0006045	LOC108135966|XP_017112413.1|DELE	LOC115767447|XP_030567604.1|DNOV
OG0006046	LOC108144724|XP_017125310.1|DELE	LOC115760487|XP_030557695.1|DNOV
OG0006047	LOC108146908|XP_017128639.1|DELE	LOC115770042|XP_030570982.1|DNOV
OG0006048	LOC108150336|XP_017133950.1|DELE	LOC115769004|XP_030569577.1|DNOV
OG0006049	LOC108137127|XP_017114156.1|DELE	LOC115758909|XP_030555565.1|DNOV, LOC115767264|XP_030567349.1|DNOV
OG0006050	LOC108143000|XP_017122670.1|DELE	LOC115771612|XP_030573241.1|DNOV
OG0006051	LOC108142789|XP_017122324.1|DELE	LOC115766888|XP_030566819.1|DNOV
OG0006052	LOC108141396|XP_017120238.1|DELE	LOC115764492|XP_030563439.1|DNOV
OG0006053	LOC108147533|XP_017129606.1|DELE	LOC115762831|XP_030561058.1|DNOV
OG0006054	LOC108145316|XP_017126165.1|DELE	LOC115766728|XP_030566545.1|DNOV
OG0006055	LOC108134791|XP_017110729.1|DELE	LOC115771733|XP_030573419.1|DNOV
OG0006056	LOC108141503|XP_017120419.1|DELE	LOC115758027|XP_030554396.1|DNOV
OG0006057	LOC108146225|XP_017127633.1|DELE	LOC115769602|XP_030570350.1|DNOV
OG0006058	LOC108135828|XP_017112199.1|DELE	LOC115764076|XP_030562784.1|DNOV
OG0006059	LOC108146811|XP_017128486.1|DELE	LOC115769749|XP_030570556.1|DNOV
OG0006060	LOC108146812|XP_017128488.1|DELE	LOC115769757|XP_030570571.1|DNOV
OG0006061	LOC108144195|XP_017124353.1|DELE	LOC115767877|XP_030568099.1|DNOV
OG0006062	LOC108136981|XP_017113963.1|DELE	LOC115765784|XP_030565318.1|DNOV
OG0006063	LOC108142116|XP_017121303.1|DELE	LOC115763607|XP_030562095.1|DNOV
OG0006064	LOC108149750|XP_017133030.1|DELE	LOC115760591|XP_030557880.1|DNOV
OG0006065	LOC108146504|XP_017128030.1|DELE	LOC115769948|XP_030570853.1|DNOV
OG0006066	LOC108149659|XP_017132893.1|DELE	LOC115761921|XP_030559803.1|DNOV
OG0006067	LOC108149701|XP_017132959.1|DELE	LOC115764452|XP_030563328.1|DNOV
OG0006068	LOC108134572|XP_017110412.1|DELE	LOC115769013|XP_030569584.1|DNOV
OG0006069	LOC108135615|XP_017111919.1|DELE	LOC115768790|XP_030569349.1|DNOV
OG0006070	LOC108146605|XP_017128142.1|DELE	LOC115771973|XP_030573753.1|DNOV
OG0006071	LOC108140637|XP_017119047.1|DELE	LOC115764999|XP_030564199.1|DNOV
OG0006072	LOC108145658|XP_017126699.1|DELE	LOC115769954|XP_030570859.1|DNOV
OG0006073	LOC108146375|XP_017127853.1|DELE	LOC115769793|XP_030570621.1|DNOV
OG0006074	LOC108149988|XP_017133407.1|DELE	LOC115768853|XP_030569413.1|DNOV
OG0006075	LOC108138532|XP_017116283.1|DELE	LOC115768263|XP_030568653.1|DNOV
OG0006076	LOC108149802|XP_017133157.1|DELE	LOC115762626|XP_030560792.1|DNOV
OG0006077	LOC108146247|XP_017127671.1|DELE	LOC115771442|XP_030573011.1|DNOV
OG0006078	LOC108146289|XP_017127723.1|DELE	LOC115771441|XP_030573010.1|DNOV
OG0006079	LOC108142638|XP_017122123.1|DELE	LOC115770302|XP_030571397.1|DNOV
OG0006080	LOC108142592|XP_017122046.1|DELE	LOC115770300|XP_030571396.1|DNOV
OG0006081	LOC108141539|XP_017120468.1|DELE	LOC115758296|XP_030554723.1|DNOV
OG0006082	LOC108141355|XP_017120162.1|DELE	LOC115758305|XP_030554733.1|DNOV
OG0006083	LOC108146286|XP_017127716.1|DELE	LOC115771559|XP_030573164.1|DNOV
OG0006084	LOC108136120|XP_017112593.1|DELE	LOC115767826|XP_030568030.1|DNOV
OG0006085	LOC108146609|XP_017128145.1|DELE	LOC115770424|XP_030571553.1|DNOV
OG0006086	LOC108146986|XP_017128733.1|DELE	LOC115770250|XP_030571321.1|DNOV
OG0006087	LOC108144740|XP_017125326.1|DELE	LOC115760489|XP_030557696.1|DNOV
OG0006088	LOC108135690|XP_017112021.1|DELE	LOC115766536|XP_030566368.1|DNOV
OG0006089	LOC108147749|XP_017129969.1|DELE	LOC115768277|XP_030568675.1|DNOV
OG0006090	LOC108146477|XP_017127985.1|DELE	LOC115762705|XP_030560889.1|DNOV
OG0006091	LOC108150273|XP_017133848.1|DELE	LOC115762779|XP_030560990.1|DNOV
OG0006092	LOC108137692|XP_017115054.1|DELE	LOC115768840|XP_030569397.1|DNOV
OG0006093	LOC108141509|XP_017120426.1|DELE	LOC115763967|XP_030562631.1|DNOV
OG0006094	LOC108135627|XP_017111936.1|DELE	LOC115768409|XP_030568841.1|DNOV
OG0006095	LOC108143437|XP_017123341.1|DELE	LOC115762103|XP_030560065.1|DNOV
OG0006096	LOC108149726|XP_017132981.1|DELE	LOC115764167|XP_030562915.1|DNOV
OG0006097	LOC108135570|XP_017111820.1|DELE	LOC115768035|XP_030568321.1|DNOV
OG0006098	LOC108145516|XP_017126481.1|DELE	LOC115758594|XP_030555174.1|DNOV
OG0006099	LOC108144183|XP_017124335.1|DELE	LOC115769123|XP_030569707.1|DNOV
OG0006100	LOC108136204|XP_017112699.1|DELE, LOC108135363|XP_017111544.1|DELE	LOC115757921|XP_030554245.1|DNOV
OG0006101	LOC108142117|XP_017121304.1|DELE	LOC115763958|XP_030562608.1|DNOV
OG0006102	LOC108143307|XP_017123111.1|DELE	LOC115760942|XP_030558386.1|DNOV
OG0006103	LOC108144285|XP_017124465.1|DELE	LOC115768179|XP_030568546.1|DNOV
OG0006104	LOC108138556|XP_017116316.1|DELE	LOC115767209|XP_030567263.1|DNOV
OG0006105	LOC108138596|XP_017116375.1|DELE	LOC115767193|XP_030567244.1|DNOV
OG0006106	LOC108143247|XP_017123041.1|DELE	LOC115769499|XP_030570183.1|DNOV
OG0006107	LOC108145445|XP_017126364.1|DELE	LOC115770678|XP_030571961.1|DNOV
OG0006108	LOC108135925|XP_017112358.1|DELE	LOC115764436|XP_030563299.1|DNOV
OG0006109	LOC108150566|XP_017134299.1|DELE	LOC115771460|XP_030573036.1|DNOV
OG0006110	LOC108135679|XP_017112006.1|DELE	LOC115770199|XP_030571252.1|DNOV
OG0006111	LOC108145480|XP_017126424.1|DELE	LOC115765580|XP_030565124.1|DNOV
OG0006112	LOC108144229|XP_017124394.1|DELE	LOC115758288|XP_030554716.1|DNOV
OG0006113	LOC108146953|XP_017128697.1|DELE	LOC115771023|XP_030572409.1|DNOV
OG0006114	LOC108148868|XP_017131657.1|DELE	LOC115763972|XP_030562635.1|DNOV
OG0006115	LOC108137928|XP_017115364.1|DELE	LOC115757958|XP_030554294.1|DNOV
OG0006116	LOC108144762|XP_017125358.1|DELE	LOC115757815|XP_030554097.1|DNOV
OG0006117	LOC108144577|XP_017125058.1|DELE	LOC115767498|XP_030567667.1|DNOV
OG0006118	LOC108144438|XP_017124811.1|DELE	LOC115758268|XP_030554689.1|DNOV
OG0006119	LOC108134670|XP_017110554.1|DELE	LOC115757888|XP_030554192.1|DNOV
OG0006120	LOC108144832|XP_017125458.1|DELE	LOC115764561|XP_030563545.1|DNOV
OG0006121	LOC108146794|XP_017128452.1|DELE	LOC115770183|XP_030571204.1|DNOV
OG0006122	LOC108145279|XP_017126067.1|DELE	LOC115766804|XP_030566689.1|DNOV
OG0006123	LOC108144777|XP_017125375.1|DELE	LOC115757885|XP_030554184.1|DNOV
OG0006124	LOC108136723|XP_017113535.1|DELE	LOC115771917|XP_030573668.1|DNOV
OG0006125	LOC108146803|XP_017128471.1|DELE	LOC115767866|XP_030568088.1|DNOV
OG0006126	LOC108146857|XP_017128563.1|DELE	LOC115770989|XP_030572340.1|DNOV
OG0006127	LOC108136091|XP_017112551.1|DELE	LOC115770168|XP_030571188.1|DNOV
OG0006128	LOC108136135|XP_017112618.1|DELE	LOC115770073|XP_030571038.1|DNOV
OG0006129	LOC108136119|XP_017112591.1|DELE	LOC115771301|XP_030573192.1|DNOV, LOC115770241|XP_030571308.1|DNOV
OG0006130	LOC108136112|XP_017112581.1|DELE	LOC115766319|XP_030566071.1|DNOV
OG0006131	LOC108136088|XP_017112545.1|DELE	LOC115768102|XP_030568459.1|DNOV
OG0006132	LOC108136098|XP_017112559.1|DELE	LOC115769824|XP_030570659.1|DNOV
OG0006133	LOC108136113|XP_017112582.1|DELE	LOC115766328|XP_030566082.1|DNOV
OG0006134	LOC108136094|XP_017112554.1|DELE	LOC115770033|XP_030570956.1|DNOV
OG0006135	LOC108136069|XP_017112519.1|DELE	LOC115770544|XP_030571711.1|DNOV
OG0006136	LOC108146806|XP_017128480.1|DELE	LOC115766995|XP_030566979.1|DNOV
OG0006137	LOC108136041|XP_017112461.1|DELE	LOC115770319|XP_030571415.1|DNOV
OG0006138	LOC108145376|XP_017126260.1|DELE	LOC115757902|XP_030554210.1|DNOV
OG0006139	LOC108149884|XP_017133269.1|DELE	LOC115764587|XP_030563598.1|DNOV
OG0006140	LOC108144770|XP_017125369.1|DELE	LOC115758022|XP_030554386.1|DNOV
OG0006141	LOC108144562|XP_017125037.1|DELE	LOC115766549|XP_030566384.1|DNOV
OG0006142	LOC108145969|XP_017127188.1|DELE	LOC115771575|XP_030573189.1|DNOV
OG0006143	LOC108146874|XP_017128594.1|DELE	LOC115769381|XP_030570040.1|DNOV
OG0006144	LOC108146951|XP_017128695.1|DELE	LOC115769178|XP_030569746.1|DNOV
OG0006145	LOC108142673|XP_017122168.1|DELE	LOC115770219|XP_030571282.1|DNOV
OG0006146	LOC108149368|XP_017132359.1|DELE	LOC115763547|XP_030562023.1|DNOV
OG0006147	LOC108143033|XP_017122720.1|DELE	LOC115761911|XP_030559788.1|DNOV
OG0006148	LOC108142523|XP_017121931.1|DELE	LOC115770276|XP_030571360.1|DNOV
OG0006149	LOC108146882|XP_017128604.1|DELE	LOC115766871|XP_030566795.1|DNOV
OG0006150	LOC108146880|XP_017128602.1|DELE	LOC115766853|XP_030566772.1|DNOV
OG0006151	LOC108141824|XP_017120892.1|DELE	LOC115763605|XP_030562093.1|DNOV
OG0006153	LOC108144862|XP_017125500.1|DELE	LOC115758159|XP_030554558.1|DNOV
OG0006154	LOC108143880|XP_017123941.1|DELE	LOC115766198|XP_030565907.1|DNOV
OG0006155	LOC108142896|XP_017122472.1|DELE	LOC115761943|XP_030559839.1|DNOV
OG0006156	LOC108143912|XP_017123981.1|DELE	LOC115770785|XP_030572065.1|DNOV
OG0006157	LOC108144170|XP_017124319.1|DELE	LOC115760447|XP_030557620.1|DNOV
OG0006158	LOC108146889|XP_017128611.1|DELE	LOC115769326|XP_030569923.1|DNOV
OG0006159	LOC108149691|XP_017132946.1|DELE, LOC108136647|XP_017113462.1|DELE	LOC115757913|XP_030554228.1|DNOV
OG0006160	LOC108144885|XP_017125533.1|DELE	LOC115760433|XP_030557607.1|DNOV
OG0006161	LOC108143403|XP_017123273.1|DELE	LOC115762197|XP_030560181.1|DNOV
OG0006162	LOC108145288|XP_017126091.1|DELE	LOC115766799|XP_030566684.1|DNOV
OG0006163	LOC108149714|XP_017132968.1|DELE	LOC115763280|XP_030561623.1|DNOV
OG0006165	LOC108143273|XP_017123077.1|DELE	LOC115767254|XP_030567325.1|DNOV
OG0006166	LOC108141669|XP_017120631.1|DELE	LOC115759946|XP_030556946.1|DNOV
OG0006167	LOC108145238|XP_017125994.1|DELE	LOC115760607|XP_030557910.1|DNOV, LOC115760609|XP_030557915.1|DNOV, LOC115760608|XP_030557912.1|DNOV
OG0006168	LOC108140650|XP_017119071.1|DELE	LOC115768673|XP_030569216.1|DNOV
OG0006169	LOC108147626|XP_017129771.1|DELE	LOC115768281|XP_030568678.1|DNOV, LOC115768280|XP_030568677.1|DNOV
OG0006170	LOC108145219|XP_017125963.1|DELE	LOC115767834|XP_030568036.1|DNOV
OG0006171	LOC108135514|XP_017111748.1|DELE	LOC115771029|XP_030572423.1|DNOV
OG0006172	LOC108142185|XP_017121359.1|DELE, LOC108142186|XP_017121360.1|DELE	LOC115771090|XP_030572503.1|DNOV
