Orthogroup	DELE.longest_only	BTRY.longest_only
OG0004374	LOC108144401|XP_017124674.1|DELE	LOC120770728|XP_039954242.1|BTRY
OG0004375	LOC108146945|XP_017128688.1|DELE	LOC120778942|XP_039966935.1|BTRY
OG0004376	LOC108142805|XP_017122352.1|DELE	LOC120777940|XP_039965475.1|BTRY
OG0004377	LOC108150288|XP_017133879.1|DELE	LOC120778475|XP_039966225.1|BTRY
OG0004378	LOC108144409|XP_017124737.1|DELE	LOC120770968|XP_039954633.1|BTRY
OG0004379	LOC108145449|XP_017126370.1|DELE	LOC120770379|XP_039953733.1|BTRY
OG0004380	LOC108149893|XP_017133279.1|DELE	LOC120772384|XP_039956908.1|BTRY
OG0004381	LOC108135425|XP_017111647.1|DELE	LOC120776797|XP_039963724.1|BTRY
OG0004382	LOC108149717|XP_017132972.1|DELE	LOC120770651|XP_039954181.1|BTRY
OG0004383	LOC108149815|XP_017133173.1|DELE	LOC120772684|XP_039957355.1|BTRY
OG0004384	LOC108149769|XP_017133094.1|DELE	LOC120770971|XP_039954640.1|BTRY
OG0004385	LOC108144750|XP_017125343.1|DELE	LOC120771181|XP_039955005.1|BTRY
OG0004386	LOC108144513|XP_017124941.1|DELE	LOC120771907|XP_039956124.1|BTRY
OG0004387	LOC108146755|XP_017128376.1|DELE	LOC120776356|XP_039962847.1|BTRY
OG0004388	LOC108149828|XP_017133190.1|DELE	LOC120772546|XP_039957161.1|BTRY
OG0004389	LOC108146265|XP_017127693.1|DELE	LOC120770496|XP_039953953.1|BTRY
OG0004390	LOC108136019|XP_017112435.1|DELE	LOC120779186|XP_039967382.1|BTRY
OG0004391	LOC108143340|XP_017123149.1|DELE	LOC120771955|XP_039956200.1|BTRY, LOC120772280|XP_039956725.1|BTRY, LOC120771451|XP_039955395.1|BTRY
OG0004392	LOC108142462|XP_017121829.1|DELE	LOC120777073|XP_039964134.1|BTRY
OG0004393	LOC108145171|XP_017125893.1|DELE	LOC120771663|XP_039955712.1|BTRY
OG0004394	LOC108144227|XP_017124430.1|DELE, LOC108137968|XP_017115424.1|DELE	LOC120772522|XP_039957119.1|BTRY
OG0004395	LOC108136418|XP_017113037.1|DELE	LOC120770734|XP_039954257.1|BTRY
OG0004396	LOC108134662|XP_017110546.1|DELE	LOC120771149|XP_039954951.1|BTRY
OG0004397	LOC108149095|XP_017131980.1|DELE	LOC120772001|XP_039956291.1|BTRY
OG0004398	LOC108149096|XP_017131981.1|DELE	LOC120772002|XP_039956292.1|BTRY
OG0004399	LOC108141496|XP_017120402.1|DELE	LOC120771004|XP_039954698.1|BTRY
OG0004400	LOC108143897|XP_017123961.1|DELE	LOC120772562|XP_039957183.1|BTRY
OG0004401	LOC108141502|XP_017120418.1|DELE	LOC120772036|XP_039956341.1|BTRY
OG0004402	LOC108141493|XP_017120399.1|DELE	LOC120771639|XP_039955673.1|BTRY
OG0004403	LOC108149740|XP_017133008.1|DELE	LOC120770090|XP_039953173.1|BTRY
OG0004404	LOC108135964|XP_017112409.1|DELE	LOC120772835|XP_039957578.1|BTRY
OG0004405	LOC108142802|XP_017122346.1|DELE	LOC120777672|XP_039965065.1|BTRY
OG0004406	LOC108146724|XP_017128305.1|DELE	LOC120776618|XP_039963347.1|BTRY
OG0004407	LOC108149848|XP_017133217.1|DELE	LOC120771447|XP_039955387.1|BTRY
OG0004408	LOC108146981|XP_017128727.1|DELE	LOC120778708|XP_039966603.1|BTRY
OG0004409	LOC108145315|XP_017126161.1|DELE	LOC120779735|XP_039968044.1|BTRY
OG0004410	LOC108144684|XP_017125238.1|DELE	LOC120769988|XP_039953003.1|BTRY
OG0004411	LOC108143218|XP_017123004.1|DELE	LOC120776916|XP_039963921.1|BTRY
OG0004412	LOC108143217|XP_017123003.1|DELE	LOC120776914|XP_039963918.1|BTRY
OG0004413	LOC108141488|XP_017120391.1|DELE	LOC120772134|XP_039956486.1|BTRY
OG0004414	LOC108144169|XP_017124317.1|DELE	LOC120771140|XP_039954942.1|BTRY
OG0004415	LOC108144563|XP_017125038.1|DELE	LOC120770255|XP_039953492.1|BTRY
OG0004416	LOC108149627|XP_017132847.1|DELE	LOC120771085|XP_039954844.1|BTRY
OG0004417	LOC108143047|XP_017122744.1|DELE	LOC120782286|XP_039970423.1|BTRY
OG0004418	LOC108138936|XP_017117004.1|DELE	LOC120773079|XP_039957957.1|BTRY
OG0004419	LOC108149743|XP_017133036.1|DELE	LOC120770318|XP_039953634.1|BTRY
OG0004420	LOC108143306|XP_017123109.1|DELE	LOC120772694|XP_039957368.1|BTRY
OG0004421	LOC108135620|XP_017111925.1|DELE	LOC120776956|XP_039963979.1|BTRY
OG0004422	LOC108135497|XP_017111729.1|DELE	LOC120777454|XP_039964708.1|BTRY
OG0004423	LOC108144474|XP_017124876.1|DELE	LOC120770471|XP_039953900.1|BTRY
OG0004424	LOC108144876|XP_017125523.1|DELE	LOC120772123|XP_039956468.1|BTRY
OG0004425	LOC108142849|XP_017122407.1|DELE	LOC120777401|XP_039964633.1|BTRY
OG0004426	LOC108142769|XP_017122298.1|DELE	LOC120777486|XP_039964759.1|BTRY
OG0004427	LOC108142593|XP_017122047.1|DELE	LOC120778693|XP_039966582.1|BTRY
OG0004428	LOC108139255|XP_017117421.1|DELE	LOC120774849|XP_039960608.1|BTRY
OG0004429	LOC108149386|XP_017132404.1|DELE	LOC120768289|XP_039950849.1|BTRY
OG0004430	LOC108136107|XP_017112574.1|DELE	LOC120776603|XP_039963323.1|BTRY
OG0004431	LOC108143933|XP_017124008.1|DELE	LOC120770886|XP_039954467.1|BTRY
OG0004432	LOC108143932|XP_017124007.1|DELE	LOC120770874|XP_039954446.1|BTRY
OG0004433	LOC108143244|XP_017123033.1|DELE	LOC120779009|XP_039967062.1|BTRY
OG0004434	LOC108149054|XP_017131889.1|DELE	LOC120770313|XP_039953619.1|BTRY
OG0004435	LOC108143485|XP_017123421.1|DELE	LOC120771569|XP_039955569.1|BTRY
OG0004436	LOC108144344|XP_017124555.1|DELE	LOC120772570|XP_039957192.1|BTRY
OG0004437	LOC108141281|XP_017120037.1|DELE	LOC120772573|XP_039957201.1|BTRY
OG0004438	LOC108149807|XP_017133162.1|DELE	LOC120771442|XP_039955381.1|BTRY
OG0004439	LOC108149782|XP_017133126.1|DELE	LOC120771185|XP_039955010.1|BTRY
OG0004440	LOC108144817|XP_017125437.1|DELE	LOC120772424|XP_039956969.1|BTRY
OG0004441	LOC108147852|XP_017130098.1|DELE	LOC120775072|XP_039960997.1|BTRY
OG0004442	LOC108144539|XP_017124998.1|DELE	LOC120767010|XP_039948759.1|BTRY
OG0004443	LOC108146870|XP_017128589.1|DELE	LOC120777726|XP_039965151.1|BTRY
OG0004444	LOC108144486|XP_017124905.1|DELE	LOC120772657|XP_039957322.1|BTRY
OG0004445	LOC108144881|XP_017125527.1|DELE	LOC120772648|XP_039957308.1|BTRY
OG0004446	LOC108143896|XP_017123960.1|DELE	LOC120776083|XP_039962493.1|BTRY
OG0004447	LOC108137019|XP_017114008.1|DELE	LOC120779578|XP_039967855.1|BTRY, LOC120778795|XP_039966729.1|BTRY
OG0004448	LOC108144198|XP_017124357.1|DELE	LOC120772133|XP_039956485.1|BTRY
OG0004449	LOC108136138|XP_017112621.1|DELE	LOC120776800|XP_039963728.1|BTRY
OG0004450	LOC108146998|XP_017128782.1|DELE, LOC108137949|XP_017115397.1|DELE	LOC120770225|XP_039953439.1|BTRY
OG0004451	LOC108137960|XP_017115410.1|DELE	LOC120770443|XP_039953846.1|BTRY
OG0004452	LOC108143584|XP_017123589.1|DELE	LOC120770445|XP_039953852.1|BTRY
OG0004453	LOC108144581|XP_017125061.1|DELE	LOC120770512|XP_039953981.1|BTRY
OG0004454	LOC108135172|XP_017111286.1|DELE	LOC120782366|XP_039970538.1|BTRY
OG0004455	LOC108136103|XP_017112570.1|DELE	LOC120779029|XP_039967084.1|BTRY
OG0004456	LOC108147665|XP_017129838.1|DELE	LOC120774214|XP_039959602.1|BTRY
OG0004457	LOC108150279|XP_017133863.1|DELE	LOC120776745|XP_039963624.1|BTRY
OG0004458	LOC108135611|XP_017111915.1|DELE	LOC120777402|XP_039964634.1|BTRY, LOC120778394|XP_039966115.1|BTRY
OG0004459	LOC108146774|XP_017128402.1|DELE	LOC120776844|XP_039963803.1|BTRY
OG0004460	LOC108135580|XP_017111862.1|DELE	LOC120777841|XP_039965311.1|BTRY
OG0004461	LOC108136114|XP_017112583.1|DELE	LOC120777243|XP_039964370.1|BTRY
OG0004462	LOC108146085|XP_017127396.1|DELE	LOC120778532|XP_039966308.1|BTRY
OG0004463	LOC108138371|XP_017116038.1|DELE	LOC120776525|XP_039963186.1|BTRY
OG0004464	LOC108146835|XP_017128521.1|DELE	LOC120776649|XP_039963418.1|BTRY
OG0004465	LOC108146198|XP_017127602.1|DELE	LOC120766401|XP_039947783.1|BTRY
OG0004466	LOC108146411|XP_017127902.1|DELE	LOC120778367|XP_039966088.1|BTRY
OG0004467	LOC108142649|XP_017122136.1|DELE	LOC120777785|XP_039965241.1|BTRY
OG0004468	LOC108142648|XP_017122135.1|DELE	LOC120777784|XP_039965238.1|BTRY
OG0004469	LOC108136099|XP_017112561.1|DELE	LOC120779043|XP_039967103.1|BTRY
OG0004470	LOC108149422|XP_017132478.1|DELE	LOC120767940|XP_039950241.1|BTRY
OG0004471	LOC108143943|XP_017124026.1|DELE	LOC120767693|XP_039949822.1|BTRY
OG0004472	LOC108141519|XP_017120438.1|DELE	LOC120780101|XP_039968318.1|BTRY
OG0004473	LOC108144874|XP_017125520.1|DELE	LOC120772411|XP_039956940.1|BTRY
OG0004474	LOC108144912|XP_017125565.1|DELE	LOC120772410|XP_039956939.1|BTRY
OG0004475	LOC108135863|XP_017112255.1|DELE	LOC120772202|XP_039956602.1|BTRY, LOC120772404|XP_039956934.1|BTRY
OG0004476	LOC108134569|XP_017110410.1|DELE	LOC120774354|XP_039959873.1|BTRY
OG0004477	LOC108145534|XP_017126522.1|DELE	LOC120771859|XP_039956042.1|BTRY
OG0004478	LOC108149829|XP_017133191.1|DELE	LOC120772124|XP_039956470.1|BTRY
OG0004479	LOC108144930|XP_017125585.1|DELE	LOC120772244|XP_039956672.1|BTRY
OG0004480	LOC108145112|XP_017125810.1|DELE	LOC120775710|XP_039961955.1|BTRY
OG0004481	LOC108137964|XP_017115419.1|DELE	LOC120770570|XP_039954084.1|BTRY
OG0004482	LOC108144074|XP_017124211.1|DELE	LOC120767069|XP_039948856.1|BTRY
OG0004483	LOC108144894|XP_017125544.1|DELE	LOC120772611|XP_039957260.1|BTRY
OG0004484	LOC108148194|XP_017130589.1|DELE	LOC120782446|XP_039970666.1|BTRY
OG0004485	LOC108135891|XP_017112296.1|DELE	LOC120774670|XP_039960334.1|BTRY
OG0004486	LOC108144336|XP_017124534.1|DELE	LOC120771515|XP_039955503.1|BTRY, LOC120771281|XP_039955141.1|BTRY
OG0004487	LOC108146645|XP_017128180.1|DELE, LOC108146719|XP_017128300.1|DELE	LOC120776828|XP_039963783.1|BTRY
OG0004488	LOC108145063|XP_017125733.1|DELE	LOC120772321|XP_039956785.1|BTRY
OG0004489	LOC108145854|XP_017126963.1|DELE	LOC120776710|XP_039963539.1|BTRY, LOC120779713|XP_039968012.1|BTRY
OG0004491	LOC108141708|XP_017120685.1|DELE	LOC120768880|XP_039951568.1|BTRY, LOC120768882|XP_039951570.1|BTRY, LOC120768881|XP_039951569.1|BTRY, LOC120769753|XP_039952850.1|BTRY
OG0004492	LOC108146715|XP_017128292.1|DELE	LOC120776777|XP_039963689.1|BTRY
OG0004494	LOC108144057|XP_017124191.1|DELE	LOC120773508|XP_039958397.1|BTRY
OG0004495	LOC108143996|XP_017124104.1|DELE	LOC120766341|XP_039947699.1|BTRY, LOC120782291|XP_039970428.1|BTRY
OG0004496	LOC108144199|XP_017124358.1|DELE	LOC120773771|XP_039958822.1|BTRY
OG0004497	LOC108149166|XP_017132053.1|DELE	LOC120772713|XP_039957395.1|BTRY, LOC120772688|XP_039957361.1|BTRY
OG0004498	LOC108150184|XP_017133670.1|DELE, LOC108134953|XP_017110967.1|DELE	LOC120773016|XP_039957878.1|BTRY
OG0004504	LOC108134981|XP_017111003.1|DELE	LOC120782093|XP_039970174.1|BTRY
OG0004505	LOC108139290|XP_017117475.1|DELE	LOC120779917|XP_039968196.1|BTRY
OG0004506	LOC108148772|XP_017131467.1|DELE	LOC120780800|XP_039968985.1|BTRY
OG0004507	LOC108148405|XP_017130927.1|DELE	LOC120767033|XP_039948813.1|BTRY
OG0004508	LOC108148873|XP_017131664.1|DELE	LOC120777254|XP_039964388.1|BTRY
OG0004509	LOC108135500|XP_017111732.1|DELE	LOC120774789|XP_039960504.1|BTRY
OG0004510	LOC108144416|XP_017124758.1|DELE	LOC120774139|XP_039959459.1|BTRY
OG0004511	LOC108143840|XP_017123879.1|DELE	LOC120774841|XP_039960595.1|BTRY
OG0004512	LOC108145290|XP_017126094.1|DELE	LOC120779422|XP_039967553.1|BTRY
OG0004513	LOC108145310|XP_017126143.1|DELE	LOC120779445|XP_039967627.1|BTRY
OG0004514	LOC108145305|XP_017126129.1|DELE	LOC120779595|XP_039967872.1|BTRY
OG0004515	LOC108137155|XP_017114213.1|DELE	LOC120774301|XP_039959758.1|BTRY
OG0004516	LOC108150032|XP_017133482.1|DELE	LOC120774394|XP_039959945.1|BTRY
OG0004517	LOC108136499|XP_017113209.1|DELE	LOC120773467|XP_039958306.1|BTRY
OG0004518	LOC108134873|XP_017110853.1|DELE	LOC120775970|XP_039962319.1|BTRY
OG0004519	LOC108148744|XP_017131427.1|DELE	LOC120774385|XP_039959933.1|BTRY
OG0004520	LOC108134924|XP_017110931.1|DELE	LOC120776201|XP_039962768.1|BTRY
OG0004521	LOC108147593|XP_017129722.1|DELE	LOC120775297|XP_039961347.1|BTRY
OG0004522	LOC108136534|XP_017113314.1|DELE	LOC120775675|XP_039961899.1|BTRY
OG0004523	LOC108142995|XP_017122658.1|DELE	LOC120782625|XP_039970927.1|BTRY
OG0004524	LOC108136322|XP_017112911.1|DELE	LOC120773631|XP_039958572.1|BTRY
OG0004525	LOC108138504|XP_017116227.1|DELE	LOC120775196|XP_039961191.1|BTRY
OG0004526	LOC108147670|XP_017129851.1|DELE	LOC120774458|XP_039960043.1|BTRY
OG0004527	LOC108140957|XP_017119517.1|DELE	LOC120775667|XP_039961870.1|BTRY
OG0004528	LOC108144410|XP_017124745.1|DELE	LOC120774447|XP_039960030.1|BTRY, LOC120774449|XP_039960031.1|BTRY
OG0004529	LOC108149864|XP_017133233.1|DELE	LOC120775172|XP_039961157.1|BTRY
OG0004530	LOC108137755|XP_017115144.1|DELE	LOC120775544|XP_039961703.1|BTRY
OG0004531	LOC108148996|XP_017131827.1|DELE	LOC120769017|XP_039951831.1|BTRY
OG0004532	LOC108137679|XP_017115025.1|DELE	LOC120774158|XP_039959502.1|BTRY
OG0004533	LOC108150011|XP_017133453.1|DELE	LOC120775931|XP_039962272.1|BTRY
OG0004534	LOC108144560|XP_017125027.1|DELE	LOC120774966|XP_039960789.1|BTRY, LOC120774856|XP_039960612.1|BTRY
OG0004535	LOC108146681|XP_017128226.1|DELE	LOC120776408|XP_039962966.1|BTRY
OG0004536	LOC108144112|XP_017124247.1|DELE	LOC120773705|XP_039958673.1|BTRY
OG0004537	LOC108136586|XP_017113388.1|DELE	LOC120775647|XP_039961836.1|BTRY
OG0004538	LOC108143517|XP_017123486.1|DELE	LOC120770950|XP_039954596.1|BTRY
OG0004539	LOC108136982|XP_017113964.1|DELE	LOC120766949|XP_039948667.1|BTRY
OG0004540	LOC108138429|XP_017116120.1|DELE	LOC120775097|XP_039961038.1|BTRY
OG0004541	LOC108144714|XP_017125296.1|DELE	LOC120772806|XP_039957524.1|BTRY
OG0004542	LOC108136569|XP_017113366.1|DELE	LOC120775109|XP_039961060.1|BTRY, LOC120775047|XP_039960957.1|BTRY
OG0004543	LOC108147707|XP_017129919.1|DELE	LOC120778250|XP_039965949.1|BTRY
OG0004544	LOC108147666|XP_017129839.1|DELE	LOC120774745|XP_039960435.1|BTRY
OG0004545	LOC108148845|XP_017131617.1|DELE	LOC120782298|XP_039970438.1|BTRY
OG0004546	LOC108149118|XP_017132008.1|DELE	LOC120770566|XP_039954078.1|BTRY
OG0004547	LOC108136341|XP_017112937.1|DELE	LOC120775224|XP_039961225.1|BTRY
OG0004548	LOC108134849|XP_017110802.1|DELE	LOC120773883|XP_039958987.1|BTRY
OG0004549	LOC108137140|XP_017114189.1|DELE	LOC120773754|XP_039958754.1|BTRY
OG0004550	LOC108136641|XP_017113449.1|DELE	LOC120768589|XP_039951283.1|BTRY
OG0004551	LOC108143505|XP_017123460.1|DELE	LOC120774355|XP_039959874.1|BTRY
OG0004552	LOC108142551|XP_017121976.1|DELE	LOC120774120|XP_039959424.1|BTRY
OG0004553	LOC108147439|XP_017129437.1|DELE	LOC120776595|XP_039963302.1|BTRY
OG0004554	LOC108141088|XP_017119776.1|DELE	LOC120774429|XP_039959997.1|BTRY
OG0004555	LOC108141589|XP_017120527.1|DELE	LOC120775012|XP_039960886.1|BTRY
OG0004556	LOC108134898|XP_017110890.1|DELE	LOC120775059|XP_039960974.1|BTRY
OG0004557	LOC108136477|XP_017113169.1|DELE	LOC120775261|XP_039961276.1|BTRY, LOC120774591|XP_039960256.1|BTRY
OG0004558	LOC108140879|XP_017119398.1|DELE	LOC120781963|XP_039970067.1|BTRY
OG0004559	LOC108150404|XP_017134053.1|DELE	LOC120782528|XP_039970773.1|BTRY
OG0004560	LOC108136294|XP_017112872.1|DELE	LOC120780307|XP_039968532.1|BTRY
OG0004561	LOC108139359|XP_017117571.1|DELE	LOC120781283|XP_039969417.1|BTRY
OG0004562	LOC108137396|XP_017114545.1|DELE	LOC120766461|XP_039947924.1|BTRY
OG0004563	LOC108140549|XP_017118886.1|DELE	LOC120782883|XP_039971366.1|BTRY
OG0004564	LOC108136911|XP_017113859.1|DELE	LOC120782782|XP_039971184.1|BTRY
OG0004565	LOC108135347|XP_017111531.1|DELE	LOC120772017|XP_039956320.1|BTRY
OG0004566	LOC108140912|XP_017119456.1|DELE	LOC120774918|XP_039960728.1|BTRY
OG0004567	LOC108136435|XP_017113081.1|DELE	LOC120774554|XP_039960219.1|BTRY
OG0004568	LOC108135888|XP_017112290.1|DELE	LOC120775277|XP_039961307.1|BTRY
OG0004569	LOC108141123|XP_017119827.1|DELE	LOC120777108|XP_039964186.1|BTRY
OG0004570	LOC108137936|XP_017115378.1|DELE	LOC120770519|XP_039953994.1|BTRY
OG0004571	LOC108136571|XP_017113368.1|DELE	LOC120775139|XP_039961103.1|BTRY
OG0004572	LOC108138875|XP_017116890.1|DELE	LOC120775322|XP_039961396.1|BTRY
OG0004573	LOC108136869|XP_017113800.1|DELE	LOC120772558|XP_039957181.1|BTRY
OG0004574	LOC108140672|XP_017119109.1|DELE	LOC120774560|XP_039960227.1|BTRY
OG0004575	LOC108141184|XP_017119913.1|DELE	LOC120773458|XP_039958286.1|BTRY
OG0004576	LOC108143766|XP_017123784.1|DELE	LOC120777848|XP_039965321.1|BTRY
OG0004577	LOC108139252|XP_017117417.1|DELE	LOC120774868|XP_039960638.1|BTRY
OG0004578	LOC108142558|XP_017121986.1|DELE	LOC120776123|XP_039962585.1|BTRY
OG0004579	LOC108138767|XP_017116678.1|DELE	LOC120767341|XP_039949225.1|BTRY
OG0004580	LOC108134753|XP_017110687.1|DELE	LOC120769292|XP_039952156.1|BTRY
OG0004581	LOC108140580|XP_017118952.1|DELE	LOC120771039|XP_039954773.1|BTRY
OG0004582	LOC108143970|XP_017124062.1|DELE	LOC120766280|XP_039947616.1|BTRY
OG0004583	LOC108137423|XP_017114575.1|DELE	LOC120773619|XP_039958555.1|BTRY
OG0004584	LOC108149688|XP_017132943.1|DELE	LOC120774299|XP_039959755.1|BTRY
OG0004585	LOC108148699|XP_017131338.1|DELE	LOC120781311|XP_039969445.1|BTRY
OG0004586	LOC108137178|XP_017114245.1|DELE	LOC120773863|XP_039958953.1|BTRY
OG0004587	LOC108143113|XP_017122826.1|DELE	LOC120776164|XP_039962708.1|BTRY
OG0004588	LOC108143091|XP_017122797.1|DELE	LOC120782543|XP_039970808.1|BTRY
OG0004589	LOC108140867|XP_017119348.1|DELE	LOC120775414|XP_039961516.1|BTRY
OG0004590	LOC108148546|XP_017131080.1|DELE	LOC120766583|XP_039948113.1|BTRY
OG0004591	LOC108148830|XP_017131583.1|DELE	LOC120773644|XP_039958589.1|BTRY
OG0004592	LOC108147716|XP_017129931.1|DELE	LOC120775596|XP_039961769.1|BTRY
OG0004593	LOC108148121|XP_017130460.1|DELE	LOC120775386|XP_039961481.1|BTRY
OG0004594	LOC108147644|XP_017129789.1|DELE	LOC120775552|XP_039961713.1|BTRY
OG0004595	LOC108137749|XP_017115138.1|DELE	LOC120775471|XP_039961600.1|BTRY
OG0004596	LOC108137075|XP_017114069.1|DELE	LOC120776190|XP_039962749.1|BTRY
OG0004597	LOC108135423|XP_017111641.1|DELE	LOC120774245|XP_039959644.1|BTRY
OG0004598	LOC108146697|XP_017128251.1|DELE	LOC120777750|XP_039965179.1|BTRY
OG0004599	LOC108134758|XP_017110690.1|DELE	LOC120778510|XP_039966275.1|BTRY
OG0004600	LOC108137729|XP_017115116.1|DELE	LOC120774042|XP_039959276.1|BTRY
OG0004601	LOC108137763|XP_017115155.1|DELE	LOC120775395|XP_039961489.1|BTRY
OG0004602	LOC108137337|XP_017114460.1|DELE	LOC120774443|XP_039960018.1|BTRY
OG0004603	LOC108137854|XP_017115271.1|DELE	LOC120774541|XP_039960202.1|BTRY
OG0004604	LOC108136643|XP_017113455.1|DELE	LOC120774422|XP_039959985.1|BTRY
OG0004605	LOC108137245|XP_017114316.1|DELE	LOC120775939|XP_039962280.1|BTRY
OG0004606	LOC108136900|XP_017113847.1|DELE	LOC120771834|XP_039956012.1|BTRY
OG0004607	LOC108135902|XP_017112308.1|DELE	LOC120774984|XP_039960824.1|BTRY
OG0004608	LOC108137648|XP_017114963.1|DELE	LOC120775886|XP_039962197.1|BTRY
OG0004609	LOC108145577|XP_017126582.1|DELE	LOC120774282|XP_039959708.1|BTRY, LOC120774280|XP_039959706.1|BTRY
OG0004610	LOC108148813|XP_017131542.1|DELE	LOC120782654|XP_039970974.1|BTRY
OG0004611	LOC108148836|XP_017131589.1|DELE	LOC120770833|XP_039954360.1|BTRY
OG0004612	LOC108148975|XP_017131803.1|DELE	LOC120766263|XP_039947584.1|BTRY
OG0004613	LOC108140583|XP_017118954.1|DELE	LOC120782354|XP_039970523.1|BTRY
OG0004614	LOC108148177|XP_017130567.1|DELE	LOC120773928|XP_039959059.1|BTRY
OG0004615	LOC108135918|XP_017112346.1|DELE	LOC120775215|XP_039961214.1|BTRY
OG0004616	LOC108136593|XP_017113395.1|DELE	LOC120774395|XP_039959947.1|BTRY
OG0004617	LOC108141879|XP_017120974.1|DELE	LOC120767967|XP_039950305.1|BTRY
OG0004618	LOC108148714|XP_017131367.1|DELE	LOC120771173|XP_039954998.1|BTRY
OG0004619	LOC108143950|XP_017124034.1|DELE	LOC120781350|XP_039969487.1|BTRY
OG0004620	LOC108135791|XP_017112147.1|DELE	LOC120778466|XP_039966212.1|BTRY
OG0004621	LOC108140745|XP_017119211.1|DELE	LOC120778279|XP_039966003.1|BTRY
OG0004622	LOC108136912|XP_017113860.1|DELE	LOC120768917|XP_039951629.1|BTRY
OG0004623	LOC108149026|XP_017131862.1|DELE	LOC120782722|XP_039971080.1|BTRY
OG0004624	LOC108137501|XP_017114707.1|DELE	LOC120775382|XP_039961476.1|BTRY
OG0004625	LOC108148146|XP_017130496.1|DELE	LOC120776196|XP_039962756.1|BTRY
OG0004626	LOC108137112|XP_017114127.1|DELE	LOC120776118|XP_039962563.1|BTRY
OG0004627	LOC108145928|XP_017127121.1|DELE	LOC120778937|XP_039966918.1|BTRY
OG0004628	LOC108150400|XP_017134044.1|DELE, LOC108145246|XP_017126007.1|DELE	LOC120774283|XP_039959709.1|BTRY
OG0004629	LOC108135780|XP_017112132.1|DELE	LOC120772294|XP_039956740.1|BTRY
OG0004630	LOC108148889|XP_017131684.1|DELE	LOC120772741|XP_039957439.1|BTRY
OG0004631	LOC108136902|XP_017113850.1|DELE	LOC120767092|XP_039948905.1|BTRY
OG0004632	LOC108136901|XP_017113848.1|DELE	LOC120768696|XP_039951424.1|BTRY
OG0004633	LOC108149021|XP_017131857.1|DELE	LOC120766438|XP_039947881.1|BTRY
OG0004634	LOC108148872|XP_017131663.1|DELE	LOC120782886|XP_039971369.1|BTRY, LOC120766325|XP_039947683.1|BTRY
OG0004635	LOC108137273|XP_017114358.1|DELE	LOC120775319|XP_039961390.1|BTRY
OG0004636	LOC108136498|XP_017113207.1|DELE	LOC120773663|XP_039958614.1|BTRY
OG0004637	LOC108137132|XP_017114168.1|DELE	LOC120773969|XP_039959140.1|BTRY
OG0004638	LOC108134844|XP_017110794.1|DELE	LOC120773836|XP_039958892.1|BTRY
OG0004639	LOC108148539|XP_017131070.1|DELE	LOC120782419|XP_039970604.1|BTRY
OG0004640	LOC108148962|XP_017131787.1|DELE	LOC120767992|XP_039950388.1|BTRY
OG0004641	LOC108136351|XP_017112949.1|DELE	LOC120774083|XP_039959345.1|BTRY
OG0004642	LOC108137196|XP_017114271.1|DELE	LOC120773823|XP_039958867.1|BTRY
OG0004643	LOC108144042|XP_017124169.1|DELE	LOC120781372|XP_039969513.1|BTRY
OG0004644	LOC108134872|XP_017110852.1|DELE	LOC120775137|XP_039961102.1|BTRY
OG0004645	LOC108137856|XP_017115275.1|DELE	LOC120775836|XP_039962134.1|BTRY
OG0004646	LOC108142986|XP_017122643.1|DELE	LOC120776090|XP_039962505.1|BTRY
OG0004647	LOC108137736|XP_017115123.1|DELE	LOC120776009|XP_039962382.1|BTRY
OG0004648	LOC108136632|XP_017113440.1|DELE	LOC120775262|XP_039961280.1|BTRY
OG0004649	LOC108148133|XP_017130471.1|DELE	LOC120775298|XP_039961350.1|BTRY
OG0004650	LOC108134476|XP_017110279.1|DELE	LOC120774471|XP_039960061.1|BTRY
OG0004651	LOC108140812|XP_017119306.1|DELE	LOC120766452|XP_039947907.1|BTRY
OG0004652	LOC108148781|XP_017131481.1|DELE	LOC120766594|XP_039948131.1|BTRY
OG0004653	LOC108143240|XP_017123027.1|DELE	LOC120779178|XP_039967354.1|BTRY
OG0004654	LOC108147817|XP_017130060.1|DELE	LOC120769513|XP_039952484.1|BTRY
OG0004655	LOC108136965|XP_017113944.1|DELE	LOC120766502|XP_039947991.1|BTRY
OG0004656	LOC108136526|XP_017113289.1|DELE	LOC120774082|XP_039959344.1|BTRY
OG0004657	LOC108140814|XP_017119309.1|DELE	LOC120766332|XP_039947692.1|BTRY
OG0004658	LOC108140517|XP_017118814.1|DELE	LOC120782522|XP_039970765.1|BTRY
OG0004659	LOC108149003|XP_017131836.1|DELE	LOC120766395|XP_039947775.1|BTRY
OG0004660	LOC108148931|XP_017131738.1|DELE	LOC120766338|XP_039947697.1|BTRY
OG0004661	LOC108140679|XP_017119114.1|DELE	LOC120782057|XP_039970150.1|BTRY
OG0004662	LOC108135166|XP_017111279.1|DELE	LOC120773989|XP_039959186.1|BTRY
OG0004663	LOC108147727|XP_017129945.1|DELE	LOC120774780|XP_039960487.1|BTRY
OG0004664	LOC108147682|XP_017129869.1|DELE	LOC120774287|XP_039959714.1|BTRY
OG0004665	LOC108137431|XP_017114583.1|DELE	LOC120775280|XP_039961313.1|BTRY
OG0004666	LOC108139198|XP_017117327.1|DELE	LOC120782229|XP_039970329.1|BTRY
OG0004667	LOC108139203|XP_017117333.1|DELE	LOC120766446|XP_039947888.1|BTRY
