Orthogroup	DELE.longest_only	AALB.longest_only
OG0003978	LOC108146299|XP_017127736.1|DELE	LOC118457536|XP_035775081.1|AALB
OG0003979	LOC108142031|XP_017121197.1|DELE	LOC118460939|XP_035781595.1|AALB
OG0003980	LOC108148373|XP_017130887.1|DELE	LOC118460935|XP_035781591.1|AALB
OG0003981	LOC108138126|XP_017115648.1|DELE	LOC118457433|XP_035774911.1|AALB
OG0003982	LOC108138643|XP_017116471.1|DELE	LOC118457436|XP_035774917.1|AALB
OG0003983	LOC108138050|XP_017115514.1|DELE	LOC118457437|XP_035774919.1|AALB
OG0003984	LOC108138971|XP_017117043.1|DELE	LOC118460301|XP_035780397.1|AALB
OG0003985	LOC108138886|XP_017116907.1|DELE	LOC118460300|XP_035780396.1|AALB
OG0003986	LOC108138055|XP_017115520.1|DELE	LOC118459125|XP_035778087.1|AALB
OG0003987	LOC108138234|XP_017115847.1|DELE	LOC118462016|XP_035783858.1|AALB
OG0003988	LOC108148014|XP_017130336.1|DELE	LOC118459247|XP_035778350.1|AALB
OG0003989	LOC108138212|XP_017115820.1|DELE	LOC118461960|XP_035783755.1|AALB
OG0003990	LOC108139050|XP_017117157.1|DELE	LOC118468329|XP_035794969.1|AALB
OG0003991	LOC108138830|XP_017116823.1|DELE	LOC118467379|XP_035793708.1|AALB
OG0003992	LOC108138786|XP_017116751.1|DELE	LOC118467431|XP_035793818.1|AALB
OG0003993	LOC108134972|XP_017110992.1|DELE	LOC118456603|XP_035773396.1|AALB
OG0003994	LOC108147228|XP_017129109.1|DELE	LOC118460716|XP_035781153.1|AALB
OG0003995	LOC108149097|XP_017131982.1|DELE	LOC118468601|XP_035795480.1|AALB
OG0003996	LOC108149683|XP_017132937.1|DELE	LOC118458223|XP_035776380.1|AALB
OG0003997	LOC108138314|XP_017115960.1|DELE	LOC118457915|XP_035775809.1|AALB
OG0003998	LOC108146862|XP_017128582.1|DELE, LOC108135459|XP_017111691.1|DELE	LOC118468332|XP_035794972.1|AALB
OG0003999	LOC108141788|XP_017120793.1|DELE	LOC118458121|XP_035776188.1|AALB
OG0004000	LOC108136535|XP_017113315.1|DELE	LOC118457239|XP_035774513.1|AALB
OG0004001	LOC108144505|XP_017124928.1|DELE	LOC118459413|XP_035778608.1|AALB
OG0004002	LOC108138225|XP_017115836.1|DELE	LOC118459843|XP_035779504.1|AALB
OG0004003	LOC108134507|XP_017110327.1|DELE	LOC118460000|XP_035779807.1|AALB
OG0004004	LOC108149433|XP_017132495.1|DELE	LOC118460002|XP_035779808.1|AALB
OG0004005	LOC108149505|XP_017132617.1|DELE	LOC118460003|XP_035779809.1|AALB
OG0004006	LOC108141870|XP_017120953.1|DELE	LOC118457077|XP_035774250.1|AALB
OG0004007	LOC108134750|XP_017110680.1|DELE	LOC118457085|XP_035774266.1|AALB
OG0004008	LOC108148770|XP_017131469.1|DELE	LOC118460687|XP_035781080.1|AALB
OG0004009	LOC108148058|XP_017130400.1|DELE	LOC118458776|XP_035777492.1|AALB
OG0004010	LOC108149301|XP_017132240.1|DELE	LOC118457983|XP_035775932.1|AALB
OG0004011	LOC108149544|XP_017132670.1|DELE	LOC118458734|XP_035777397.1|AALB
OG0004012	LOC108148969|XP_017131796.1|DELE	LOC118458381|XP_035776680.1|AALB
OG0004013	LOC108149465|XP_017132559.1|DELE	LOC118460607|XP_035780937.1|AALB
OG0004014	LOC108136061|XP_017112493.1|DELE	LOC118460606|XP_035780936.1|AALB
OG0004015	LOC108138160|XP_017115738.1|DELE	LOC118459204|XP_035778267.1|AALB
OG0004016	LOC108142048|XP_017121218.1|DELE	LOC118459027|XP_035777925.1|AALB
OG0004017	LOC108134966|XP_017110983.1|DELE	LOC118456503|XP_035773224.1|AALB
OG0004018	LOC108147363|XP_017129288.1|DELE	LOC118461401|XP_035782560.1|AALB
OG0004019	LOC108141929|XP_017121054.1|DELE	LOC118459110|XP_035778067.1|AALB, LOC118458661|XP_035777250.1|AALB
OG0004020	LOC108138754|XP_017116645.1|DELE	LOC118458078|XP_035776126.1|AALB
OG0004021	LOC108138751|XP_017116641.1|DELE	LOC118459640|XP_035779113.1|AALB
OG0004022	LOC108150508|XP_017134213.1|DELE	LOC118458490|XP_035776935.1|AALB
OG0004023	LOC108143350|XP_017123160.1|DELE	LOC118461553|XP_035782896.1|AALB
OG0004024	LOC108150533|XP_017134253.1|DELE	LOC118469079|XP_035796464.1|AALB
OG0004025	LOC108141717|XP_017120697.1|DELE	LOC118467248|XP_035793424.1|AALB
OG0004026	LOC108147974|XP_017130269.1|DELE	LOC118468001|XP_035794867.1|AALB
OG0004027	LOC108141291|XP_017120047.1|DELE	LOC118458610|XP_035777179.1|AALB
OG0004028	LOC108137801|XP_017115194.1|DELE	LOC118461865|XP_035783566.1|AALB
OG0004029	LOC108142055|XP_017121226.1|DELE	LOC118458184|XP_035776305.1|AALB
OG0004030	LOC108144748|XP_017125340.1|DELE	LOC118459395|XP_035778598.1|AALB
OG0004031	LOC108138307|XP_017115953.1|DELE	LOC118457685|XP_035775345.1|AALB
OG0004033	LOC108141818|XP_017120884.1|DELE	LOC118461834|XP_035783488.1|AALB
OG0004034	LOC108138877|XP_017116895.1|DELE	LOC118468432|XP_035795088.1|AALB
OG0004035	LOC108147783|XP_017130005.1|DELE	LOC118459759|XP_035779345.1|AALB
OG0004036	LOC108147925|XP_017130188.1|DELE	LOC118459757|XP_035779342.1|AALB
OG0004037	LOC108138122|XP_017115643.1|DELE	LOC118460507|XP_035780760.1|AALB
OG0004038	LOC108149564|XP_017132693.1|DELE	LOC118457503|XP_035775033.1|AALB
OG0004039	LOC108147905|XP_017130155.1|DELE	LOC118458482|XP_035776921.1|AALB
OG0004040	LOC108149183|XP_017132089.1|DELE	LOC118458659|XP_035777245.1|AALB
OG0004041	LOC108137435|XP_017114589.1|DELE	LOC118456625|XP_035773439.1|AALB
OG0004042	LOC108142512|XP_017121918.1|DELE	LOC118467688|XP_035794364.1|AALB
OG0004043	LOC108135307|XP_017111481.1|DELE	LOC118467681|XP_035794349.1|AALB
OG0004044	LOC108138546|XP_017116305.1|DELE	LOC118468900|XP_035796093.1|AALB
OG0004045	LOC108134506|XP_017110325.1|DELE	LOC118468916|XP_035796117.1|AALB
OG0004046	LOC108137860|XP_017115280.1|DELE	LOC118468907|XP_035796105.1|AALB
OG0004047	LOC108138287|XP_017115933.1|DELE	LOC118468903|XP_035796096.1|AALB
OG0004048	LOC108138920|XP_017116975.1|DELE	LOC118468905|XP_035796100.1|AALB
OG0004049	LOC108145530|XP_017126519.1|DELE	LOC118457249|XP_035774530.1|AALB
OG0004050	LOC108138820|XP_017116807.1|DELE	LOC118456214|XP_035772687.1|AALB
OG0004051	LOC108138270|XP_017115913.1|DELE	LOC118460508|XP_035780761.1|AALB
OG0004052	LOC108142167|XP_017121340.1|DELE	LOC118463830|XP_035786611.1|AALB
OG0004054	LOC108149259|XP_017132190.1|DELE	LOC118463596|XP_035786149.1|AALB
OG0004055	LOC108140530|XP_017118828.1|DELE	LOC118457506|XP_035775038.1|AALB
OG0004056	LOC108141111|XP_017119816.1|DELE	LOC118458967|XP_035777843.1|AALB
OG0004057	LOC108142486|XP_017121861.1|DELE	LOC118456648|XP_035773479.1|AALB
OG0004058	LOC108146306|XP_017127747.1|DELE	LOC118460392|XP_035780561.1|AALB
OG0004059	LOC108141177|XP_017119896.1|DELE	LOC118460348|XP_035780479.1|AALB
OG0004060	LOC108136922|XP_017113885.1|DELE	LOC118464215|XP_035787279.1|AALB
OG0004061	LOC108137636|XP_017114926.1|DELE	LOC118468490|XP_035795210.1|AALB
OG0004062	LOC108146245|XP_017127670.1|DELE	LOC118469000|XP_035796322.1|AALB
OG0004063	LOC108137073|XP_017114067.1|DELE	LOC118468807|XP_035795907.1|AALB
OG0004064	LOC108142857|XP_017122416.1|DELE	LOC118468806|XP_035795906.1|AALB
OG0004065	LOC108143681|XP_017123688.1|DELE	LOC118456546|XP_035773305.1|AALB
OG0004066	LOC108149733|XP_017132992.1|DELE	LOC118456557|XP_035773320.1|AALB
OG0004067	LOC108137724|XP_017115109.1|DELE	LOC118456547|XP_035773306.1|AALB
OG0004069	LOC108142993|XP_017122654.1|DELE	LOC118456543|XP_035773292.1|AALB
OG0004070	LOC108145774|XP_017126832.1|DELE	LOC118458282|XP_035776498.1|AALB
OG0004071	LOC108142785|XP_017122320.1|DELE	LOC118461906|XP_035783654.1|AALB
OG0004072	LOC108142786|XP_017122321.1|DELE	LOC118457160|XP_035774380.1|AALB
OG0004073	LOC108135429|XP_017111653.1|DELE	LOC118461425|XP_035782626.1|AALB
OG0004074	LOC108137534|XP_017114744.1|DELE	LOC118461423|XP_035782624.1|AALB
OG0004075	LOC108149082|XP_017131950.1|DELE	LOC118456433|XP_035773083.1|AALB
OG0004076	LOC108149081|XP_017131948.1|DELE	LOC118459893|XP_035779586.1|AALB
OG0004077	LOC108138761|XP_017116658.1|DELE	LOC118459461|XP_035778761.1|AALB
OG0004078	LOC108147117|XP_017128895.1|DELE	LOC118459484|XP_035778790.1|AALB
OG0004079	LOC108138595|XP_017116374.1|DELE	LOC118458733|XP_035777396.1|AALB
OG0004080	LOC108137969|XP_017115427.1|DELE	LOC118456954|XP_035774023.1|AALB
OG0004081	LOC108149766|XP_017133079.1|DELE	LOC118456936|XP_035773979.1|AALB
OG0004082	LOC108145494|XP_017126440.1|DELE, LOC108136070|XP_017112525.1|DELE	LOC118458629|XP_035777212.1|AALB
OG0004083	LOC108136739|XP_017113570.1|DELE	LOC118458632|XP_035777214.1|AALB
OG0004084	LOC108146268|XP_017127697.1|DELE	LOC118461787|XP_035783409.1|AALB
OG0004085	LOC108135821|XP_017112194.1|DELE	LOC118460781|XP_035781279.1|AALB
OG0004086	LOC108147289|XP_017129196.1|DELE	LOC118459903|XP_035779623.1|AALB
OG0004087	LOC108144653|XP_017125191.1|DELE	LOC118457337|XP_035774726.1|AALB
OG0004088	LOC108148973|XP_017131801.1|DELE	LOC118456643|XP_035773475.1|AALB
OG0004089	LOC108138527|XP_017116276.1|DELE	LOC118461221|XP_035782189.1|AALB
OG0004090	LOC108136803|XP_017113688.1|DELE	LOC118461220|XP_035782187.1|AALB
OG0004091	LOC108135002|XP_017111028.1|DELE	LOC118459483|XP_035778788.1|AALB
OG0004092	LOC108137582|XP_017114801.1|DELE	LOC118459917|XP_035779651.1|AALB
OG0004094	LOC108136650|XP_017113463.1|DELE	LOC118468865|XP_035796040.1|AALB
OG0004095	LOC108140730|XP_017119193.1|DELE	LOC118459340|XP_035778505.1|AALB
OG0004096	LOC108147290|XP_017129197.1|DELE	LOC118459339|XP_035778504.1|AALB
OG0004097	LOC108146875|XP_017128596.1|DELE	LOC118460959|XP_035781627.1|AALB
OG0004098	LOC108150125|XP_017133584.1|DELE	LOC118460953|XP_035781622.1|AALB
OG0004099	LOC108141026|XP_017119596.1|DELE	LOC118459863|XP_035779531.1|AALB
OG0004100	LOC108141169|XP_017119886.1|DELE	LOC118458356|XP_035776601.1|AALB
OG0004101	LOC108141191|XP_017119919.1|DELE	LOC118458043|XP_035776055.1|AALB
OG0004102	LOC108141048|XP_017119676.1|DELE	LOC118460343|XP_035780462.1|AALB
OG0004103	LOC108147285|XP_017129190.1|DELE	LOC118460346|XP_035780477.1|AALB
OG0004104	LOC108147284|XP_017129189.1|DELE	LOC118460345|XP_035780475.1|AALB
OG0004105	LOC108142580|XP_017122023.1|DELE	LOC118468483|XP_035795197.1|AALB
OG0004106	LOC108146631|XP_017128165.1|DELE	LOC118461050|XP_035781834.1|AALB
OG0004107	LOC108146364|XP_017127834.1|DELE	LOC118461040|XP_035781821.1|AALB
OG0004108	LOC108148276|XP_017130722.1|DELE	LOC118461051|XP_035781835.1|AALB
OG0004109	LOC108136804|XP_017113689.1|DELE	LOC118461025|XP_035781773.1|AALB
OG0004110	LOC108143265|XP_017123067.1|DELE	LOC118461047|XP_035781831.1|AALB
OG0004111	LOC108148857|XP_017131642.1|DELE	LOC118458791|XP_035777525.1|AALB
OG0004112	LOC108147295|XP_017129206.1|DELE	LOC118468814|XP_035795923.1|AALB
OG0004113	LOC108140887|XP_017119409.1|DELE	LOC118462079|XP_035783987.1|AALB
OG0004114	LOC108149876|XP_017133257.1|DELE	LOC118459751|XP_035779335.1|AALB
OG0004115	LOC108149874|XP_017133250.1|DELE	LOC118459744|XP_035779314.1|AALB
OG0004116	LOC108148983|XP_017131813.1|DELE	LOC118461705|XP_035783219.1|AALB
OG0004117	LOC108140763|XP_017119239.1|DELE	LOC118458353|XP_035776597.1|AALB
OG0004118	LOC108144333|XP_017124532.1|DELE	LOC118458692|XP_035777324.1|AALB
OG0004119	LOC108136897|XP_017113843.1|DELE	LOC118458828|XP_035777609.1|AALB
OG0004120	LOC108141112|XP_017119817.1|DELE	LOC118460579|XP_035780885.1|AALB
OG0004121	LOC108146526|XP_017128052.1|DELE	LOC118457734|XP_035775421.1|AALB
OG0004122	LOC108135386|XP_017111576.1|DELE	LOC118467063|XP_035792985.1|AALB
OG0004123	LOC108141058|XP_017119697.1|DELE	LOC118468604|XP_035795484.1|AALB
OG0004124	LOC108150005|XP_017133439.1|DELE	LOC118468991|XP_035796309.1|AALB
OG0004125	LOC108148881|XP_017131674.1|DELE	LOC118457443|XP_035774927.1|AALB
OG0004126	LOC108148842|XP_017131606.1|DELE	LOC118456570|XP_035773332.1|AALB
OG0004127	LOC108141947|XP_017121078.1|DELE	LOC118457377|XP_035774805.1|AALB
OG0004128	LOC108140806|XP_017119294.1|DELE	LOC118461106|XP_035781917.1|AALB, LOC118461107|XP_035781918.1|AALB
OG0004129	LOC108144444|XP_017124819.1|DELE	LOC118460097|XP_035780015.1|AALB
OG0004130	LOC108147604|XP_017129732.1|DELE	LOC118456149|XP_035772557.1|AALB
OG0004131	LOC108140782|XP_017119260.1|DELE	LOC118461817|XP_035783462.1|AALB
OG0004132	LOC108145922|XP_017127097.1|DELE	LOC118461810|XP_035783452.1|AALB
OG0004133	LOC108138292|XP_017115936.1|DELE	LOC118461804|XP_035783443.1|AALB
OG0004134	LOC108143921|XP_017123992.1|DELE	LOC118461793|XP_035783422.1|AALB
OG0004135	LOC108136789|XP_017113642.1|DELE	LOC118469063|XP_035796429.1|AALB
OG0004136	LOC108141050|XP_017119686.1|DELE	LOC118459464|XP_035778764.1|AALB
OG0004137	LOC108141483|XP_017120385.1|DELE	LOC118461182|XP_035782102.1|AALB
OG0004138	LOC108146832|XP_017128517.1|DELE	LOC118458478|XP_035776914.1|AALB
OG0004139	LOC108135890|XP_017112295.1|DELE	LOC118458477|XP_035776913.1|AALB
OG0004140	LOC108137575|XP_017114790.1|DELE	LOC118459550|XP_035778924.1|AALB
OG0004141	LOC108143469|XP_017123397.1|DELE	LOC118456160|XP_035772576.1|AALB
OG0004142	LOC108149976|XP_017133385.1|DELE	LOC118458018|XP_035776015.1|AALB
OG0004143	LOC108134795|XP_017110733.1|DELE	LOC118457212|XP_035774478.1|AALB
OG0004144	LOC108141892|XP_017120991.1|DELE	LOC118457193|XP_035774436.1|AALB
OG0004145	LOC108147523|XP_017129594.1|DELE	LOC118456973|XP_035774063.1|AALB
OG0004146	LOC108140723|XP_017119179.1|DELE	LOC118456972|XP_035774061.1|AALB
OG0004147	LOC108141825|XP_017120895.1|DELE	LOC118459717|XP_035779270.1|AALB
OG0004148	LOC108135846|XP_017112221.1|DELE	LOC118456655|XP_035773496.1|AALB
OG0004149	LOC108141074|XP_017119723.1|DELE	LOC118458090|XP_035776144.1|AALB
OG0004150	LOC108150732|XP_017134526.1|DELE	LOC118457455|XP_035774945.1|AALB
OG0004151	LOC108143007|XP_017122681.1|DELE	LOC118469053|XP_035796412.1|AALB
OG0004152	LOC108137460|XP_017114653.1|DELE	LOC118457616|XP_035775223.1|AALB
OG0004153	LOC108144546|XP_017125005.1|DELE	LOC118468622|XP_035795526.1|AALB
OG0004154	LOC108146418|XP_017127910.1|DELE	LOC118468620|XP_035795523.1|AALB
OG0004155	LOC108140557|XP_017118908.1|DELE	LOC118461868|XP_035783583.1|AALB
OG0004156	LOC108150074|XP_017133529.1|DELE	LOC118460226|XP_035780246.1|AALB
OG0004157	LOC108134941|XP_017110955.1|DELE	LOC118458728|XP_035777388.1|AALB
OG0004158	LOC108146541|XP_017128071.1|DELE	LOC118461932|XP_035783699.1|AALB
OG0004159	LOC108144000|XP_017124108.1|DELE	LOC118461938|XP_035783706.1|AALB
OG0004160	LOC108145977|XP_017127200.1|DELE	LOC118461930|XP_035783697.1|AALB
OG0004161	LOC108140402|XP_017118600.1|DELE	LOC118460596|XP_035780915.1|AALB
OG0004162	LOC108139284|XP_017117470.1|DELE	LOC118461066|XP_035781851.1|AALB
OG0004163	LOC108139333|XP_017117536.1|DELE	LOC118456539|XP_035773279.1|AALB
OG0004164	LOC108141170|XP_017119887.1|DELE	LOC118468982|XP_035796266.1|AALB
OG0004165	LOC108141910|XP_017121017.1|DELE	LOC118468988|XP_035796295.1|AALB
OG0004166	LOC108144747|XP_017125338.1|DELE	LOC118456565|XP_035773326.1|AALB
OG0004167	LOC108143894|XP_017123958.1|DELE	LOC118468515|XP_035795246.1|AALB
OG0004168	LOC108143052|XP_017122750.1|DELE	LOC118457810|XP_035775563.1|AALB
OG0004169	LOC108138505|XP_017116228.1|DELE	LOC118457485|XP_035775002.1|AALB
OG0004170	LOC108142682|XP_017122177.1|DELE	LOC118461929|XP_035783696.1|AALB
OG0004171	LOC108147748|XP_017129968.1|DELE	LOC118461931|XP_035783698.1|AALB
OG0004172	LOC108145563|XP_017126553.1|DELE	LOC118468451|XP_035795119.1|AALB
OG0004173	LOC108141411|XP_017120263.1|DELE	LOC118460855|XP_035781454.1|AALB
OG0004174	LOC108149077|XP_017131937.1|DELE	LOC118460852|XP_035781449.1|AALB
OG0004175	LOC108144752|XP_017125345.1|DELE	LOC118461398|XP_035782556.1|AALB
OG0004176	LOC108147495|XP_017129542.1|DELE	LOC118461799|XP_035783435.1|AALB
OG0004177	LOC108134762|XP_017110699.1|DELE	LOC118460771|XP_035781259.1|AALB
OG0004178	LOC108140542|XP_017118862.1|DELE	LOC118460712|XP_035781135.1|AALB
OG0004179	LOC108136265|XP_017112813.1|DELE	LOC118460650|XP_035781007.1|AALB
OG0004180	LOC108136852|XP_017113766.1|DELE	LOC118457205|XP_035774453.1|AALB
OG0004181	LOC108134827|XP_017110774.1|DELE	LOC118460051|XP_035779921.1|AALB
OG0004182	LOC108146743|XP_017128355.1|DELE	LOC118461609|XP_035783028.1|AALB
OG0004183	LOC108146877|XP_017128598.1|DELE	LOC118461610|XP_035783037.1|AALB
OG0004184	LOC108145930|XP_017127122.1|DELE	LOC118460872|XP_035781500.1|AALB
OG0004185	LOC108138123|XP_017115644.1|DELE	LOC118460511|XP_035780768.1|AALB
OG0004186	LOC108136310|XP_017112894.1|DELE	LOC118460870|XP_035781494.1|AALB
OG0004187	LOC108135048|XP_017111076.1|DELE	LOC118459040|XP_035777954.1|AALB
OG0004188	LOC108148329|XP_017130816.1|DELE	LOC118460899|XP_035781534.1|AALB
OG0004189	LOC108148372|XP_017130886.1|DELE	LOC118461487|XP_035782760.1|AALB
OG0004190	LOC108141187|XP_017119912.1|DELE	LOC118457405|XP_035774863.1|AALB
OG0004191	LOC108141137|XP_017119849.1|DELE	LOC118457408|XP_035774869.1|AALB
OG0004192	LOC108135845|XP_017112219.1|DELE	LOC118460482|XP_035780717.1|AALB
OG0004193	LOC108140932|XP_017119484.1|DELE	LOC118461071|XP_035781856.1|AALB
OG0004194	LOC108136966|XP_017113946.1|DELE	LOC118458507|XP_035776967.1|AALB
OG0004195	LOC108137671|XP_017115015.1|DELE	LOC118458502|XP_035776955.1|AALB
OG0004196	LOC108147245|XP_017129133.1|DELE	LOC118458499|XP_035776946.1|AALB
OG0004197	LOC108140504|XP_017118774.1|DELE	LOC118458514|XP_035776978.1|AALB
OG0004198	LOC108141114|XP_017119819.1|DELE	LOC118457759|XP_035775471.1|AALB
OG0004199	LOC108135147|XP_017111253.1|DELE	LOC118457390|XP_035774820.1|AALB
OG0004200	LOC108142027|XP_017121191.1|DELE	LOC118459513|XP_035778849.1|AALB
OG0004201	LOC108149000|XP_017131832.1|DELE	LOC118459511|XP_035778847.1|AALB
OG0004202	LOC108137402|XP_017114550.1|DELE	LOC118459517|XP_035778852.1|AALB
OG0004203	LOC108140783|XP_017119262.1|DELE	LOC118459518|XP_035778854.1|AALB
OG0004204	LOC108146238|XP_017127657.1|DELE	LOC118461500|XP_035782816.1|AALB
OG0004205	LOC108136072|XP_017112526.1|DELE	LOC118460426|XP_035780610.1|AALB
OG0004206	LOC108136936|XP_017113901.1|DELE	LOC118461302|XP_035782380.1|AALB
OG0004207	LOC108136888|XP_017113832.1|DELE	LOC118461315|XP_035782404.1|AALB
OG0004208	LOC108140773|XP_017119250.1|DELE	LOC118461313|XP_035782400.1|AALB
OG0004209	LOC108143018|XP_017122699.1|DELE	LOC118468873|XP_035796052.1|AALB
OG0004210	LOC108141092|XP_017119784.1|DELE	LOC118459007|XP_035777904.1|AALB
OG0004211	LOC108147967|XP_017130254.1|DELE	LOC118460371|XP_035780516.1|AALB
OG0004212	LOC108139342|XP_017117554.1|DELE	LOC118460069|XP_035779961.1|AALB
OG0004213	LOC108143914|XP_017123983.1|DELE	LOC118457973|XP_035775911.1|AALB
OG0004214	LOC108145255|XP_017126021.1|DELE	LOC118456645|XP_035773477.1|AALB
OG0004215	LOC108141444|XP_017120332.1|DELE	LOC118459335|XP_035778497.1|AALB
OG0004216	LOC108143133|XP_017122866.1|DELE	LOC118461982|XP_035783806.1|AALB
OG0004217	LOC108147549|XP_017129622.1|DELE	LOC118461981|XP_035783805.1|AALB
OG0004218	LOC108135447|XP_017111679.1|DELE	LOC118460833|XP_035781389.1|AALB
OG0004219	LOC108144054|XP_017124187.1|DELE	LOC118468296|XP_035794917.1|AALB
OG0004220	LOC108140533|XP_017118831.1|DELE	LOC118458457|XP_035776843.1|AALB
OG0004221	LOC108140472|XP_017118701.1|DELE	LOC118459449|XP_035778743.1|AALB
OG0004222	LOC108135097|XP_017111160.1|DELE	LOC118459450|XP_035778744.1|AALB
OG0004223	LOC108135093|XP_017111156.1|DELE	LOC118459823|XP_035779474.1|AALB
OG0004224	LOC108137451|XP_017114634.1|DELE	LOC118459822|XP_035779471.1|AALB
OG0004225	LOC108149879|XP_017133262.1|DELE	LOC118459825|XP_035779478.1|AALB
OG0004226	LOC108135120|XP_017111208.1|DELE	LOC118468794|XP_035795895.1|AALB
OG0004227	LOC108140647|XP_017119060.1|DELE	LOC118456743|XP_035773688.1|AALB
OG0004228	LOC108140648|XP_017119063.1|DELE	LOC118457967|XP_035775902.1|AALB
OG0004230	LOC108136448|XP_017113102.1|DELE	LOC118460091|XP_035780001.1|AALB
OG0004231	LOC108145914|XP_017127085.1|DELE	LOC118468592|XP_035795439.1|AALB
OG0004232	LOC108145918|XP_017127092.1|DELE	LOC118468594|XP_035795443.1|AALB
OG0004233	LOC108145917|XP_017127091.1|DELE	LOC118468593|XP_035795440.1|AALB
OG0004234	LOC108145866|XP_017126993.1|DELE	LOC118460617|XP_035780952.1|AALB
OG0004235	LOC108136326|XP_017112917.1|DELE	LOC118458220|XP_035776372.1|AALB
OG0004236	LOC108136904|XP_017113852.1|DELE	LOC118457709|XP_035775382.1|AALB
OG0004237	LOC108141142|XP_017119855.1|DELE	LOC118457912|XP_035775802.1|AALB
OG0004238	LOC108136986|XP_017113969.1|DELE	LOC118461501|XP_035782818.1|AALB
OG0004239	LOC108140811|XP_017119305.1|DELE	LOC118461504|XP_035782823.1|AALB
OG0004240	LOC108141153|XP_017119867.1|DELE	LOC118461496|XP_035782813.1|AALB
OG0004241	LOC108143917|XP_017123986.1|DELE	LOC118458757|XP_035777443.1|AALB
OG0004242	LOC108142991|XP_017122651.1|DELE	LOC118458758|XP_035777444.1|AALB
OG0004243	LOC108147451|XP_017129468.1|DELE	LOC118459351|XP_035778527.1|AALB
OG0004244	LOC108136722|XP_017113534.1|DELE	LOC118459362|XP_035778553.1|AALB
OG0004245	LOC108146015|XP_017127278.1|DELE	LOC118459361|XP_035778552.1|AALB
OG0004246	LOC108150278|XP_017133860.1|DELE	LOC118461255|XP_035782263.1|AALB
OG0004247	LOC108136342|XP_017112938.1|DELE	LOC118459608|XP_035779058.1|AALB
OG0004248	LOC108143564|XP_017123562.1|DELE	LOC118459611|XP_035779062.1|AALB
OG0004249	LOC108146089|XP_017127403.1|DELE	LOC118456524|XP_035773261.1|AALB
OG0004250	LOC108149494|XP_017132604.1|DELE	LOC118456515|XP_035773244.1|AALB
OG0004251	LOC108137687|XP_017115041.1|DELE	LOC118456508|XP_035773230.1|AALB
OG0004252	LOC108139223|XP_017117375.1|DELE	LOC118456510|XP_035773237.1|AALB
OG0004253	LOC108143834|XP_017123873.1|DELE	LOC118458309|XP_035776537.1|AALB
OG0004254	LOC108134885|XP_017110875.1|DELE	LOC118460179|XP_035780176.1|AALB
OG0004257	LOC108148963|XP_017131789.1|DELE	LOC118459353|XP_035778530.1|AALB
OG0004258	LOC108143876|XP_017123932.1|DELE	LOC118458591|XP_035777148.1|AALB
OG0004259	LOC108144557|XP_017125025.1|DELE	LOC118458594|XP_035777152.1|AALB
OG0004260	LOC108141029|XP_017119607.1|DELE	LOC118458138|XP_035776219.1|AALB
OG0004261	LOC108137453|XP_017114638.1|DELE	LOC118458143|XP_035776230.1|AALB
OG0004262	LOC108139363|XP_017117578.1|DELE	LOC118460021|XP_035779846.1|AALB
OG0004263	LOC108135826|XP_017112197.1|DELE	LOC118460826|XP_035781362.1|AALB
OG0004264	LOC108141068|XP_017119716.1|DELE	LOC118461485|XP_035782754.1|AALB
OG0004265	LOC108141179|XP_017119899.1|DELE	LOC118457290|XP_035774645.1|AALB
OG0004266	LOC108140555|XP_017118903.1|DELE	LOC118466582|XP_035792035.1|AALB
OG0004267	LOC108139323|XP_017117521.1|DELE	LOC118466588|XP_035792040.1|AALB
OG0004268	LOC108144682|XP_017125233.1|DELE	LOC118466380|XP_035791498.1|AALB
OG0004269	LOC108144536|XP_017124991.1|DELE	LOC118467516|XP_035793964.1|AALB
OG0004270	LOC108149596|XP_017132777.1|DELE	LOC118464629|XP_035787967.1|AALB
OG0004271	LOC108149094|XP_017131979.1|DELE	LOC118460020|XP_035779844.1|AALB
OG0004272	LOC108140801|XP_017119288.1|DELE	LOC118467522|XP_035793977.1|AALB
OG0004273	LOC108134788|XP_017110725.1|DELE	LOC118467523|XP_035793978.1|AALB
OG0004274	LOC108140884|XP_017119403.1|DELE	LOC118467745|XP_035794449.1|AALB
OG0004275	LOC108150002|XP_017133430.1|DELE	LOC118467221|XP_035793363.1|AALB
OG0004276	LOC108135682|XP_017112011.1|DELE	LOC118464190|XP_035787241.1|AALB
OG0004278	LOC108138391|XP_017116058.1|DELE	LOC118466567|XP_035792004.1|AALB
OG0004279	LOC108149286|XP_017132222.1|DELE	LOC118466565|XP_035792001.1|AALB
OG0004280	LOC108147652|XP_017129803.1|DELE	LOC118466555|XP_035791972.1|AALB
OG0004281	LOC108145540|XP_017126529.1|DELE	LOC118463300|XP_035785678.1|AALB
OG0004282	LOC108144706|XP_017125288.1|DELE	LOC118466844|XP_035792559.1|AALB
OG0004283	LOC108144707|XP_017125289.1|DELE	LOC118466850|XP_035792571.1|AALB
OG0004284	LOC108149385|XP_017132403.1|DELE	LOC118466876|XP_035792624.1|AALB
OG0004285	LOC108136873|XP_017113805.1|DELE	LOC118465681|XP_035790004.1|AALB
OG0004286	LOC108135536|XP_017111771.1|DELE	LOC118466855|XP_035792576.1|AALB
OG0004287	LOC108135672|XP_017111996.1|DELE	LOC118466860|XP_035792588.1|AALB
