Orthogroup	DELE.longest_only	AAEG.longest_only
OG0002998	LOC108140897|XP_017119429.1|DELE	LOC5568555|XP_001652384.1|AAEG
OG0002999	LOC108143139|XP_017122875.1|DELE	LOC5568420|XP_021708111.1|AAEG
OG0003000	LOC108148370|XP_017130882.1|DELE	LOC5570228|XP_001659007.1|AAEG
OG0003001	LOC108143587|XP_017123593.1|DELE	LOC5579028|XP_021710539.1|AAEG
OG0003002	LOC108142794|XP_017122333.1|DELE	LOC5572843|XP_001660605.1|AAEG
OG0003003	LOC108134638|XP_017110515.1|DELE	LOC5564314|XP_001648674.1|AAEG
OG0003004	LOC108138439|XP_017116129.1|DELE	LOC5571952|XP_001660054.1|AAEG
OG0003005	LOC108136462|XP_017113144.1|DELE	LOC5579231|XP_021706851.1|AAEG
OG0003006	LOC108135171|XP_017111284.1|DELE	LOC5563790|XP_021707588.1|AAEG
OG0003007	LOC108148403|XP_017130924.1|DELE	LOC5563781|XP_001648068.1|AAEG
OG0003008	LOC108142910|XP_017122487.1|DELE	LOC23687884|XP_011493008.1|AAEG
OG0003009	LOC108146494|XP_017128015.1|DELE	LOC5571130|XP_001659573.1|AAEG
OG0003010	LOC108144859|XP_017125495.1|DELE	LOC5566377|XP_021704457.1|AAEG
OG0003011	LOC108134643|XP_017110521.1|DELE	LOC5572262|XP_021706121.1|AAEG
OG0003012	LOC108134486|XP_017110296.1|DELE	LOC5570558|XP_021704939.1|AAEG
OG0003013	LOC108136502|XP_017113226.1|DELE	LOC110678647|XP_021707476.1|AAEG
OG0003014	LOC108137434|XP_017114587.1|DELE	LOC5576696|XP_021704453.1|AAEG
OG0003015	LOC108141580|XP_017120515.1|DELE	LOC5577784|XP_001663557.2|AAEG
OG0003016	LOC108146662|XP_017128201.1|DELE	LOC5571415|XP_021708887.1|AAEG
OG0003017	LOC108141220|XP_017119961.1|DELE	LOC5570072|XP_021711610.1|AAEG
OG0003018	LOC108147205|XP_017129049.1|DELE	LOC5564552|XP_001648899.1|AAEG
OG0003019	LOC108142353|XP_017121642.1|DELE	LOC5573979|XP_021710335.1|AAEG
OG0003020	LOC108135498|XP_017111734.1|DELE	LOC5573970|XP_021704596.1|AAEG
OG0003021	LOC108136913|XP_017113865.1|DELE	LOC5576016|XP_021705482.1|AAEG
OG0003022	LOC108146678|XP_017128219.1|DELE	LOC5579912|XP_021704515.1|AAEG
OG0003023	LOC108134931|XP_017110940.1|DELE	LOC23687754|XP_011493129.2|AAEG
OG0003024	LOC108146834|XP_017128519.1|DELE	LOC110679533|XP_021710082.1|AAEG, LOC5567521|XP_021708544.1|AAEG
OG0003025	LOC108141245|XP_017119991.1|DELE	LOC5577691|XP_021705925.1|AAEG
OG0003026	LOC108140967|XP_017119524.1|DELE	LOC5577690|XP_001663472.2|AAEG
OG0003027	LOC108140701|XP_017119143.1|DELE	LOC5577689|XP_001663470.2|AAEG
OG0003028	LOC108146493|XP_017128014.1|DELE	LOC5579300|XP_021704574.1|AAEG
OG0003029	LOC108145840|XP_017126942.1|DELE	LOC5578023|XP_001656763.1|AAEG, LOC110681353|XP_021712794.1|AAEG
OG0003030	LOC108137481|XP_017114683.1|DELE	LOC5578009|XP_001656747.2|AAEG
OG0003031	LOC108134882|XP_017110866.1|DELE	LOC5577453|XP_001663379.2|AAEG
OG0003032	LOC108147810|XP_017130042.1|DELE	LOC5570289|XP_001659059.1|AAEG
OG0003033	LOC108147385|XP_017129309.1|DELE	LOC5566174|XP_001650534.2|AAEG
OG0003034	LOC108140631|XP_017119039.1|DELE	LOC5564640|XP_021710334.1|AAEG, LOC110680452|XP_021711937.1|AAEG
OG0003035	LOC108148499|XP_017131022.1|DELE	LOC5564632|XP_021707753.1|AAEG
OG0003036	LOC108135967|XP_017112414.1|DELE	LOC5564639|XP_001649000.2|AAEG
OG0003037	LOC108136145|XP_017112629.1|DELE	LOC5570983|XP_001659444.2|AAEG
OG0003038	LOC108135382|XP_017111565.1|DELE	LOC5563641|XP_001647895.2|AAEG
OG0003039	LOC108134536|XP_017110372.1|DELE	LOC5563642|XP_021704981.1|AAEG
OG0003040	LOC108150190|XP_017133682.1|DELE	LOC5563623|XP_021706246.1|AAEG
OG0003041	LOC108146303|XP_017127744.1|DELE	LOC5575019|XP_001661753.2|AAEG
OG0003042	LOC108136995|XP_017113980.1|DELE	LOC5570152|XP_001658954.1|AAEG
OG0003043	LOC108140623|XP_017119026.1|DELE	LOC5570153|XP_001658955.1|AAEG
OG0003044	LOC108145450|XP_017126371.1|DELE, LOC108136721|XP_017113537.1|DELE	LOC5570155|XP_021705980.1|AAEG
OG0003045	LOC108147286|XP_017129191.1|DELE	LOC5570159|XP_001658961.1|AAEG
OG0003046	LOC108140609|XP_017119011.1|DELE	LOC5564270|XP_021705701.1|AAEG
OG0003047	LOC108140611|XP_017119013.1|DELE	LOC5564272|XP_021705703.1|AAEG
OG0003048	LOC108149762|XP_017133069.1|DELE	LOC5576266|XP_011493668.1|AAEG
OG0003049	LOC108135834|XP_017112207.1|DELE	LOC5576784|XP_021707256.1|AAEG
OG0003050	LOC108147195|XP_017129037.1|DELE	LOC5574821|XP_021705275.1|AAEG, LOC110681019|XP_021712473.1|AAEG
OG0003051	LOC108146519|XP_017128043.1|DELE	LOC5566889|XP_001651263.1|AAEG, LOC110681133|XP_021712597.1|AAEG
OG0003052	LOC108148255|XP_017130667.1|DELE	LOC5575304|XP_021708522.1|AAEG
OG0003053	LOC108140961|XP_017119518.1|DELE	LOC5575781|XP_001662205.1|AAEG
OG0003054	LOC108141085|XP_017119756.1|DELE	LOC5575779|XP_021711361.1|AAEG
OG0003055	LOC108147175|XP_017128997.1|DELE	LOC110677835|XP_021705148.1|AAEG, LOC5576095|XP_001662441.1|AAEG
OG0003056	LOC108142693|XP_017122191.1|DELE	LOC5569945|XP_021704286.1|AAEG
OG0003057	LOC108149768|XP_017133085.1|DELE	LOC5571076|XP_001659517.1|AAEG
OG0003058	LOC108144702|XP_017125281.1|DELE	LOC5571068|XP_021704204.1|AAEG
OG0003059	LOC108134877|XP_017110861.1|DELE	LOC5571065|XP_021709659.1|AAEG
OG0003060	LOC108141479|XP_017120379.1|DELE	LOC5571057|XP_001659497.1|AAEG
OG0003061	LOC108135941|XP_017112379.1|DELE	LOC5574872|XP_001655397.1|AAEG
OG0003062	LOC108140612|XP_017119014.1|DELE	LOC5574869|XP_021709481.1|AAEG
OG0003063	LOC108146814|XP_017128492.1|DELE	LOC5568501|XP_021709331.1|AAEG
OG0003064	LOC108135073|XP_017111119.1|DELE	LOC5575996|XP_001655961.1|AAEG
OG0003065	LOC108137663|XP_017115005.1|DELE	LOC5579221|XP_001664301.1|AAEG
OG0003066	LOC108136782|XP_017113633.1|DELE	LOC5568222|XP_021708417.1|AAEG
OG0003067	LOC108140503|XP_017118772.1|DELE	LOC110680931|XP_021712404.1|AAEG, LOC5572948|XP_001654276.2|AAEG
OG0003068	LOC108140456|XP_017118678.1|DELE	LOC5567604|XP_001657582.2|AAEG
OG0003069	LOC108144380|XP_017124643.1|DELE	LOC5576808|XP_021710731.1|AAEG
OG0003070	LOC108141898|XP_017120997.1|DELE	LOC5569654|XP_021704232.1|AAEG
OG0003071	LOC108135593|XP_017111885.1|DELE	LOC5577951|XP_021705923.1|AAEG
OG0003072	LOC108135815|XP_017112179.1|DELE	LOC5564182|XP_001648498.2|AAEG
OG0003073	LOC108135816|XP_017112180.1|DELE	LOC5564179|XP_021709262.1|AAEG
OG0003074	LOC108149497|XP_017132609.1|DELE	LOC110678918|XP_021708243.1|AAEG
OG0003075	LOC108139219|XP_017117369.1|DELE	LOC5573886|XP_021708747.1|AAEG
OG0003076	LOC108143242|XP_017123029.1|DELE	LOC5566729|XP_021705880.1|AAEG
OG0003077	LOC108136682|XP_017113493.1|DELE	LOC5578447|XP_021710995.1|AAEG
OG0003078	LOC108140546|XP_017118871.1|DELE	LOC5574135|XP_021708833.1|AAEG, LOC110681076|XP_021712541.1|AAEG
OG0003079	LOC108139311|XP_017117502.1|DELE	LOC5571584|XP_021706365.1|AAEG
OG0003080	LOC108140704|XP_017119148.1|DELE	LOC5579937|XP_021706762.1|AAEG
OG0003081	LOC108147094|XP_017128870.1|DELE	LOC5575963|XP_021709083.1|AAEG
OG0003082	LOC108140754|XP_017119223.1|DELE	LOC5575964|XP_021711513.1|AAEG, LOC110681171|XP_021712634.1|AAEG
OG0003083	LOC108147291|XP_017129198.1|DELE	LOC110679555|XP_021710178.1|AAEG, LOC5568657|XP_021710276.1|AAEG
OG0003084	LOC108141032|XP_017119609.1|DELE	LOC5570881|XP_021709087.1|AAEG
OG0003085	LOC108141240|XP_017119985.1|DELE	LOC5570878|XP_021708465.1|AAEG
OG0003086	LOC108140467|XP_017118689.1|DELE	LOC5570887|XP_021708325.1|AAEG
OG0003087	LOC108142351|XP_017121637.1|DELE	LOC5567164|XP_021708756.1|AAEG
OG0003088	LOC108141210|XP_017119947.1|DELE	LOC5573574|XP_001654707.1|AAEG
OG0003089	LOC108139314|XP_017117510.1|DELE	LOC5573568|XP_021711487.1|AAEG
OG0003090	LOC108148743|XP_017131426.1|DELE	LOC110680773|XP_021712248.1|AAEG, LOC5578549|XP_001663940.1|AAEG
OG0003091	LOC108136948|XP_017113919.1|DELE	LOC110678949|XP_021708362.1|AAEG
OG0003092	LOC108140786|XP_017119266.1|DELE	LOC110678951|XP_021708365.1|AAEG, LOC110681335|XP_021712780.1|AAEG
OG0003093	LOC108149751|XP_017133035.1|DELE	LOC5577357|XP_001656435.2|AAEG
OG0003094	LOC108136575|XP_017113373.1|DELE	LOC5577366|XP_001656446.1|AAEG
OG0003095	LOC108150026|XP_017133475.1|DELE	LOC5579138|XP_001664232.2|AAEG
OG0003096	LOC108144559|XP_017125026.1|DELE	LOC5568847|XP_001652565.2|AAEG
OG0003097	LOC108148757|XP_017131447.1|DELE	LOC110679593|XP_021710493.1|AAEG
OG0003098	LOC108136291|XP_017112866.1|DELE	LOC5574439|XP_001661454.1|AAEG
OG0003099	LOC108135103|XP_017111167.1|DELE	LOC5569016|XP_001652674.1|AAEG
OG0003100	LOC108136317|XP_017112904.1|DELE	LOC110680789|XP_021712268.1|AAEG, LOC5571756|XP_001653776.1|AAEG
OG0003101	LOC108140553|XP_017118899.1|DELE	LOC5566944|XP_021706616.1|AAEG
OG0003102	LOC108140538|XP_017118852.1|DELE	LOC5564787|XP_001649143.1|AAEG
OG0003103	LOC108140668|XP_017119100.1|DELE	LOC5564797|XP_021704380.1|AAEG
OG0003104	LOC108146200|XP_017127607.1|DELE	LOC5564775|XP_001649130.1|AAEG
OG0003105	LOC108137175|XP_017114240.1|DELE	LOC5577028|XP_021706814.1|AAEG
OG0003106	LOC108144666|XP_017125203.1|DELE	LOC110679246|XP_021709129.1|AAEG
OG0003107	LOC108149989|XP_017133408.1|DELE	LOC5572851|XP_001660612.2|AAEG
OG0003108	LOC108145562|XP_017126550.1|DELE	LOC5572856|XP_021711133.1|AAEG, LOC110680301|XP_021711829.1|AAEG
OG0003109	LOC108136652|XP_017113465.1|DELE	LOC5572857|XP_001660617.1|AAEG, LOC110678909|XP_021708217.1|AAEG, LOC110680477|XP_021711975.1|AAEG
OG0003110	LOC108141968|XP_017121106.1|DELE	LOC5570011|XP_001658901.1|AAEG
OG0003111	LOC108150000|XP_017133427.1|DELE	LOC110677749|XP_021704732.1|AAEG
OG0003112	LOC108135143|XP_017111243.1|DELE	LOC5568016|XP_001657837.1|AAEG
OG0003114	LOC108149043|XP_017131876.1|DELE	LOC5579831|XP_001651506.2|AAEG
OG0003115	LOC108144177|XP_017124327.1|DELE	LOC5578188|XP_021706929.1|AAEG
OG0003116	LOC108143702|XP_017123722.1|DELE	LOC5578183|XP_021705667.1|AAEG
OG0003117	LOC108142207|XP_017121385.1|DELE	LOC5578192|XP_001656833.1|AAEG
OG0003118	LOC108135603|XP_017111904.1|DELE	LOC5575480|XP_021704777.1|AAEG
OG0003119	LOC108135586|XP_017111871.1|DELE	LOC5575488|XP_001661999.1|AAEG
OG0003120	LOC108145217|XP_017125949.1|DELE	LOC5570578|XP_021704248.1|AAEG
OG0003121	LOC108145075|XP_017125751.1|DELE	LOC5572993|XP_021706626.1|AAEG
OG0003122	LOC108143291|XP_017123095.1|DELE	LOC5579043|XP_001657236.2|AAEG
OG0003123	LOC108146664|XP_017128205.1|DELE	LOC5567942|XP_021710782.1|AAEG
OG0003124	LOC108142007|XP_017121163.1|DELE	LOC5571162|XP_021704351.1|AAEG
OG0003125	LOC108143203|XP_017122949.1|DELE	LOC5568396|XP_021704961.1|AAEG
OG0003126	LOC108141372|XP_017120192.1|DELE	LOC5568400|XP_021705207.1|AAEG
OG0003127	LOC108141290|XP_017120046.1|DELE	LOC5568387|XP_001658052.2|AAEG
OG0003128	LOC108146029|XP_017127304.1|DELE	LOC5576403|XP_021708013.1|AAEG
OG0003129	LOC108141397|XP_017120240.1|DELE	LOC5566610|XP_021707726.1|AAEG
OG0003130	LOC108141404|XP_017120250.1|DELE	LOC5566618|XP_001650999.1|AAEG
OG0003131	LOC108137994|XP_017115458.1|DELE	LOC5566592|XP_001650988.2|AAEG
OG0003132	LOC108149015|XP_017131850.1|DELE	LOC5565210|XP_021707433.1|AAEG
OG0003133	LOC108144156|XP_017124289.1|DELE	LOC5568204|XP_021707064.1|AAEG
OG0003134	LOC108141424|XP_017120291.1|DELE	LOC5568196|XP_001657917.3|AAEG
OG0003135	LOC108142696|XP_017122194.1|DELE	LOC5575268|XP_001661876.2|AAEG, LOC110678158|XP_021706471.1|AAEG, LOC110679108|XP_021708764.1|AAEG
OG0003136	LOC108145983|XP_017127210.1|DELE	LOC5563917|XP_021707107.1|AAEG
OG0003137	LOC108144548|XP_017125007.1|DELE	LOC5563910|XP_011493107.1|AAEG, LOC110681033|XP_021712494.1|AAEG
OG0003138	LOC108144669|XP_017125214.1|DELE	LOC5578523|XP_021711533.1|AAEG
OG0003139	LOC108143138|XP_017122874.1|DELE	LOC5575323|XP_001655699.2|AAEG
OG0003140	LOC108144998|XP_017125649.1|DELE	LOC5575353|XP_001655730.1|AAEG
OG0003141	LOC108137948|XP_017115394.1|DELE	LOC5571104|XP_001659543.2|AAEG
OG0003142	LOC108149752|XP_017133037.1|DELE	LOC5571107|XP_021711462.1|AAEG
OG0003143	LOC108145726|XP_017126777.1|DELE	LOC5578337|XP_001656906.2|AAEG
OG0003144	LOC108143378|XP_017123208.1|DELE	LOC5579800|XP_021704649.1|AAEG
OG0003145	LOC108149646|XP_017132873.1|DELE	LOC5579798|XP_001648112.1|AAEG
OG0003146	LOC108144613|XP_017125123.1|DELE	LOC110681170|XP_021712633.1|AAEG, LOC5577240|XP_001656346.1|AAEG
OG0003147	LOC108136058|XP_017112482.1|DELE	LOC5577230|XP_021707105.1|AAEG
OG0003148	LOC108142842|XP_017122400.1|DELE	LOC5577229|XP_001656334.1|AAEG
OG0003149	LOC108136315|XP_017112902.1|DELE	LOC5577228|XP_021709736.1|AAEG
OG0003150	LOC108144469|XP_017124865.1|DELE	LOC5564725|XP_021707235.1|AAEG
OG0003151	LOC108149555|XP_017132681.1|DELE	LOC5565506|XP_001649843.1|AAEG
OG0003152	LOC108144179|XP_017124332.1|DELE	LOC5573061|XP_001654386.1|AAEG
OG0003153	LOC108144173|XP_017124323.1|DELE	LOC5576952|XP_001663047.1|AAEG
OG0003154	LOC108140564|XP_017118912.1|DELE	LOC5577484|XP_001663402.2|AAEG
OG0003155	LOC108143571|XP_017123570.1|DELE	LOC5571008|XP_001653437.1|AAEG
OG0003156	LOC108135385|XP_017111568.1|DELE	LOC110678454|XP_021707061.1|AAEG, LOC5571014|XP_021709445.1|AAEG
OG0003157	LOC108139077|XP_017117189.1|DELE	LOC5566365|XP_021706145.1|AAEG
OG0003158	LOC108144974|XP_017125611.1|DELE	LOC5565030|XP_021712412.1|AAEG, LOC5572369|XP_001660326.1|AAEG
OG0003159	LOC108143711|XP_017123732.1|DELE, LOC108143713|XP_017123738.1|DELE, LOC108146251|XP_017127715.1|DELE	LOC5572366|XP_021705285.1|AAEG
OG0003160	LOC108143699|XP_017123716.1|DELE	LOC5572367|XP_021710151.1|AAEG
OG0003161	LOC108143569|XP_017123568.1|DELE	LOC110678706|XP_021707611.1|AAEG, LOC5567134|XP_021712257.1|AAEG
OG0003162	LOC108145379|XP_017126263.1|DELE	LOC5575384|XP_001655741.1|AAEG
OG0003163	LOC108145877|XP_017127008.1|DELE	LOC5573615|XP_001660948.1|AAEG
OG0003164	LOC108138385|XP_017116052.1|DELE, LOC108135953|XP_017112393.1|DELE	LOC5575218|XP_001655624.2|AAEG
OG0003165	LOC108144689|XP_017125244.1|DELE	LOC5563889|XP_021712844.1|AAEG, LOC5564332|XP_021710208.1|AAEG
OG0003166	LOC108143709|XP_017123729.1|DELE	LOC5574010|XP_021712001.1|AAEG, LOC110677757|XP_021704767.1|AAEG
OG0003167	LOC108141598|XP_017120536.1|DELE, LOC108136667|XP_017113483.1|DELE	LOC5573842|XP_021704132.1|AAEG
OG0003168	LOC108142976|XP_017122621.1|DELE	LOC5565520|XP_021706150.1|AAEG
OG0003169	LOC108141829|XP_017120899.1|DELE	LOC5573831|XP_001654859.1|AAEG
OG0003170	LOC108144447|XP_017124822.1|DELE	LOC5577203|XP_021709510.1|AAEG
OG0003171	LOC108143688|XP_017123702.1|DELE	LOC5563760|XP_021704243.1|AAEG
OG0003172	LOC108134471|XP_017110277.1|DELE	LOC5566185|XP_021710722.1|AAEG
OG0003173	LOC108137440|XP_017114594.1|DELE	LOC5568716|XP_001652543.1|AAEG
OG0003174	LOC108139317|XP_017117512.1|DELE	LOC5568764|XP_021705032.1|AAEG
OG0003175	LOC108144534|XP_017124983.1|DELE	LOC5566316|XP_021707240.1|AAEG
OG0003176	LOC108147834|XP_017130078.1|DELE	LOC5577180|XP_001663268.1|AAEG
OG0003177	LOC108141866|XP_017120947.1|DELE	LOC5573361|XP_001660837.1|AAEG
OG0003178	LOC108142119|XP_017121305.1|DELE	LOC5573358|XP_001660840.2|AAEG
OG0003179	LOC108142043|XP_017121211.1|DELE	LOC5580238|XP_001662432.1|AAEG
OG0003180	LOC108144807|XP_017125421.1|DELE	LOC5580236|XP_001662422.2|AAEG
OG0003181	LOC108149816|XP_017133175.1|DELE	LOC5578045|XP_001663666.2|AAEG
OG0003182	LOC108143586|XP_017123591.1|DELE	LOC23687892|XP_021708781.1|AAEG
OG0003183	LOC108149086|XP_017131964.1|DELE	LOC5564363|XP_021709031.1|AAEG
OG0003184	LOC108135702|XP_017112034.1|DELE	LOC5575460|XP_001661978.1|AAEG, LOC110681025|XP_021712485.1|AAEG
OG0003185	LOC108149093|XP_017131978.1|DELE	LOC5569799|XP_021710033.1|AAEG
OG0003186	LOC108137643|XP_017114956.1|DELE, LOC108137518|XP_017114722.1|DELE	LOC5574768|XP_001655336.2|AAEG
OG0003187	LOC108138784|XP_017116748.1|DELE	LOC5578346|XP_021704791.1|AAEG
OG0003188	LOC108136905|XP_017113853.1|DELE	LOC110680350|XP_021711862.1|AAEG, LOC110680349|XP_021711860.1|AAEG, LOC5567222|XP_021710941.1|AAEG
OG0003189	LOC108142815|XP_017122366.1|DELE	LOC5571907|XP_001660001.1|AAEG
OG0003190	LOC108144330|XP_017124529.1|DELE	LOC5577747|XP_001663521.2|AAEG
OG0003191	LOC108146768|XP_017128393.1|DELE	LOC5572080|XP_001660162.2|AAEG
OG0003192	LOC108146746|XP_017128361.1|DELE	LOC23687735|XP_021708352.1|AAEG
OG0003193	LOC108149425|XP_017132481.1|DELE	LOC5578090|XP_021710074.1|AAEG
OG0003194	LOC108136131|XP_017112611.1|DELE	LOC5580214|XP_021708554.1|AAEG
OG0003195	LOC108142992|XP_017122653.1|DELE	LOC5568266|XP_001657963.1|AAEG
OG0003196	LOC108142342|XP_017121589.1|DELE	LOC5568265|XP_001657962.2|AAEG
OG0003197	LOC108143173|XP_017122907.1|DELE	LOC5574074|XP_021709018.1|AAEG
OG0003198	LOC108135221|XP_017111340.1|DELE	LOC5574077|XP_021707980.1|AAEG
OG0003199	LOC108145688|XP_017126733.1|DELE	LOC5566877|XP_001651304.3|AAEG
OG0003200	LOC108134660|XP_017110544.1|DELE	LOC5566863|XP_021710379.1|AAEG, LOC110681419|XP_021712851.1|AAEG
OG0003201	LOC108143384|XP_017123238.1|DELE	LOC5564594|XP_021704758.1|AAEG
OG0003202	LOC108146234|XP_017127648.1|DELE	LOC5575094|XP_001661818.2|AAEG
OG0003203	LOC108144522|XP_017124952.1|DELE	LOC5576493|XP_021707065.1|AAEG
OG0003204	LOC108141042|XP_017119663.1|DELE	LOC5574210|XP_021707182.1|AAEG
OG0003205	LOC108141477|XP_017120377.1|DELE	LOC5574197|XP_001661254.1|AAEG
OG0003206	LOC108143325|XP_017123134.1|DELE	LOC5574187|XP_001661244.1|AAEG
OG0003207	LOC108148890|XP_017131687.1|DELE	LOC5574178|XP_021707990.1|AAEG
OG0003208	LOC108150311|XP_017133915.1|DELE	LOC23687678|XP_011493076.1|AAEG, LOC110678838|XP_021708011.1|AAEG
OG0003209	LOC108143579|XP_017123582.1|DELE	LOC110681390|XP_021712828.1|AAEG, LOC5567469|XP_001657473.1|AAEG
OG0003210	LOC108143772|XP_017123789.1|DELE	LOC5571924|XP_001660021.2|AAEG
OG0003211	LOC108144185|XP_017124338.1|DELE	LOC5571925|XP_001660022.2|AAEG
OG0003212	LOC108141572|XP_017120508.1|DELE	LOC5571933|XP_021708662.1|AAEG
OG0003213	LOC108141331|XP_017120101.1|DELE	LOC5569734|XP_001652958.1|AAEG
OG0003214	LOC108143686|XP_017123692.1|DELE	LOC5569740|XP_021708814.1|AAEG
OG0003215	LOC108143651|XP_017123652.1|DELE	LOC5569745|XP_001652969.1|AAEG
OG0003216	LOC108149892|XP_017133278.1|DELE, LOC108139206|XP_017117344.1|DELE, LOC108145354|XP_017126232.1|DELE	LOC5566549|XP_021708844.1|AAEG
OG0003217	LOC108145373|XP_017126256.1|DELE	LOC5565440|XP_001649789.1|AAEG
OG0003218	LOC108142647|XP_017122134.1|DELE	LOC5567899|XP_001651938.1|AAEG
OG0003219	LOC108146745|XP_017128360.1|DELE	LOC110679632|XP_021710661.1|AAEG, LOC110680334|XP_021711848.1|AAEG
OG0003220	LOC108149457|XP_017132537.1|DELE	LOC5564121|XP_021711028.1|AAEG
OG0003221	LOC108136218|XP_017112727.1|DELE	LOC5564106|XP_021711078.1|AAEG
OG0003222	LOC108145416|XP_017126313.1|DELE	LOC5564134|XP_001648444.1|AAEG
OG0003223	LOC108144875|XP_017125521.1|DELE	LOC5566691|XP_021711483.1|AAEG
OG0003224	LOC108144672|XP_017125220.1|DELE	LOC5573218|XP_021704328.1|AAEG
OG0003250	LOC108148932|XP_017131739.1|DELE	LOC5575829|XP_001655852.1|AAEG
OG0003251	LOC108149013|XP_017131848.1|DELE	LOC5575830|XP_001655851.1|AAEG
OG0003252	LOC108148929|XP_017131734.1|DELE	LOC110674708|XP_021694452.1|AAEG
OG0003253	LOC108134598|XP_017110450.1|DELE	LOC5574743|XP_001655315.1|AAEG
OG0003254	LOC108141072|XP_017119722.1|DELE	LOC5574740|XP_001655313.1|AAEG
OG0003255	LOC108142905|XP_017122481.1|DELE	LOC5566217|XP_001650620.1|AAEG
OG0003256	LOC108147183|XP_017129015.1|DELE	LOC5574525|XP_001655177.1|AAEG
OG0003257	LOC108142367|XP_017121665.1|DELE	LOC23687408|XP_021694498.1|AAEG
OG0003258	LOC108144964|XP_017125603.1|DELE	LOC5572023|XP_001660129.1|AAEG
OG0003259	LOC108140862|XP_017119341.1|DELE	LOC110680598|XP_021712084.1|AAEG, LOC5572022|XP_021694527.1|AAEG
OG0003260	LOC108141625|XP_017120583.1|DELE	LOC5579818|XP_021694540.1|AAEG
OG0003261	LOC108141150|XP_017119863.1|DELE	LOC5579823|XP_021694543.1|AAEG, LOC110681131|XP_021712596.1|AAEG
OG0003262	LOC108140703|XP_017119146.1|DELE	LOC5564257|XP_001648609.1|AAEG
OG0003263	LOC108136622|XP_017113430.1|DELE	LOC5579472|XP_021694661.1|AAEG
OG0003264	LOC108140917|XP_017119467.1|DELE	LOC110674749|XP_021694695.1|AAEG
OG0003265	LOC108149507|XP_017132623.1|DELE	LOC5574719|XP_021694720.1|AAEG, LOC110680806|XP_021712273.1|AAEG
OG0003266	LOC108138764|XP_017116669.1|DELE	LOC5577930|XP_021694729.1|AAEG
OG0003267	LOC108136460|XP_017113139.1|DELE	LOC5578728|XP_021694739.1|AAEG
OG0003268	LOC108147171|XP_017128991.1|DELE	LOC5576693|XP_021694745.1|AAEG
OG0003269	LOC108148482|XP_017131005.1|DELE	LOC5563879|XP_001648190.1|AAEG
OG0003270	LOC108136150|XP_017112634.1|DELE	LOC5576694|XP_021694749.1|AAEG
OG0003271	LOC108145302|XP_017126113.1|DELE	LOC5570397|XP_021694767.1|AAEG
OG0003272	LOC108136474|XP_017113164.1|DELE	LOC5567111|XP_021694817.1|AAEG
OG0003273	LOC108143490|XP_017123429.1|DELE	LOC5578389|XP_021694849.1|AAEG
OG0003274	LOC108137278|XP_017114366.1|DELE	LOC23687811|XP_011493407.2|AAEG
OG0003275	LOC108136443|XP_017113095.1|DELE	LOC110674071|XP_021693209.1|AAEG, LOC5569249|XP_021694927.1|AAEG
OG0003276	LOC108135033|XP_017111058.1|DELE	LOC5565132|XP_001649479.2|AAEG
OG0003277	LOC108143347|XP_017123157.1|DELE	LOC110674823|XP_021694962.1|AAEG
OG0003278	LOC108147267|XP_017129161.1|DELE	LOC5564714|XP_021694994.1|AAEG
OG0003279	LOC108136588|XP_017113389.1|DELE	LOC110674834|XP_021695001.1|AAEG
OG0003280	LOC108144020|XP_017124135.1|DELE	LOC110674838|XP_021695023.1|AAEG
OG0003281	LOC108140486|XP_017118725.1|DELE	LOC5566264|XP_021695062.1|AAEG, LOC110680628|XP_021712116.1|AAEG
OG0003282	LOC108136505|XP_017113237.1|DELE	LOC5571722|XP_021695075.1|AAEG
OG0003283	LOC108139047|XP_017117154.1|DELE	LOC5578708|XP_001664007.2|AAEG
OG0003284	LOC108138587|XP_017116365.1|DELE	LOC5565191|XP_021712934.1|AAEG, LOC110673982|XP_021695115.1|AAEG
OG0003285	LOC108143055|XP_017122756.1|DELE	LOC5567660|XP_021695120.1|AAEG
OG0003286	LOC108148637|XP_017131239.1|DELE	LOC5566555|XP_021710117.1|AAEG
OG0003287	LOC108142516|XP_017121925.1|DELE	LOC5573040|XP_001654352.2|AAEG
OG0003288	LOC108134567|XP_017110411.1|DELE	LOC5573031|XP_021694308.1|AAEG
OG0003289	LOC108149191|XP_017132103.1|DELE, LOC108149115|XP_017132041.1|DELE	LOC5579012|XP_001664192.2|AAEG
OG0003290	LOC108141115|XP_017119820.1|DELE	LOC5578997|XP_001664176.2|AAEG
OG0003291	LOC108142543|XP_017121958.1|DELE	LOC5573523|XP_001660916.2|AAEG
OG0003292	LOC108148154|XP_017130538.1|DELE	LOC5568403|XP_001658058.1|AAEG
OG0003293	LOC108136590|XP_017113391.1|DELE	LOC5570652|XP_021706741.1|AAEG
OG0003294	LOC108144753|XP_017125346.1|DELE	LOC5574017|XP_021707599.1|AAEG
OG0003295	LOC108140891|XP_017119413.1|DELE	LOC5574012|XP_021708368.1|AAEG
OG0003296	LOC108135094|XP_017111158.1|DELE	LOC110674420|XP_021694351.1|AAEG
OG0003297	LOC108135109|XP_017111185.1|DELE	LOC5571798|XP_021709701.1|AAEG
OG0003298	LOC108136334|XP_017112927.1|DELE	LOC5576074|XP_021713331.1|AAEG
OG0003299	LOC108139187|XP_017117301.1|DELE	LOC5569128|XP_021692944.1|AAEG
