Orthogroup	DELE.longest_only	ASTE.longest_only
OG0004115	LOC108149874|XP_017133250.1|DELE	LOC118517578|XP_035919727.1|ASTE
OG0004116	LOC108148983|XP_017131813.1|DELE	LOC118506166|XP_035898830.1|ASTE, LOC118506502|XP_035899596.1|ASTE
OG0004117	LOC108140763|XP_017119239.1|DELE	LOC118506503|XP_035899611.1|ASTE
OG0004118	LOC108144333|XP_017124532.1|DELE	LOC118505320|XP_035896858.1|ASTE
OG0004119	LOC108136897|XP_017113843.1|DELE	LOC118517516|XP_035919634.1|ASTE
OG0004120	LOC108141112|XP_017119817.1|DELE	LOC118503648|XP_035893057.1|ASTE
OG0004121	LOC108146526|XP_017128052.1|DELE	LOC118505521|XP_035897314.1|ASTE
OG0004122	LOC108135386|XP_017111576.1|DELE	LOC118505496|XP_035897249.1|ASTE
OG0004123	LOC108141058|XP_017119697.1|DELE	LOC118505466|XP_035897168.1|ASTE
OG0004124	LOC108150005|XP_017133439.1|DELE	LOC118506654|XP_035899961.1|ASTE
OG0004125	LOC108148881|XP_017131674.1|DELE	LOC118506292|XP_035899117.1|ASTE
OG0004126	LOC108148842|XP_017131606.1|DELE	LOC118503650|XP_035893062.1|ASTE
OG0004127	LOC108141947|XP_017121078.1|DELE	LOC118507726|XP_035902573.1|ASTE
OG0004128	LOC108140806|XP_017119294.1|DELE	LOC118517102|XP_035918853.1|ASTE, LOC118503686|XP_035893120.1|ASTE
OG0004129	LOC108144444|XP_017124819.1|DELE	LOC118507635|XP_035902252.1|ASTE
OG0004130	LOC108147604|XP_017129732.1|DELE	LOC118506342|XP_035899218.1|ASTE
OG0004131	LOC108140782|XP_017119260.1|DELE	LOC118502610|XP_035890870.1|ASTE
OG0004132	LOC108145922|XP_017127097.1|DELE	LOC118502608|XP_035890866.1|ASTE
OG0004133	LOC108138292|XP_017115936.1|DELE	LOC118502604|XP_035890861.1|ASTE
OG0004134	LOC108143921|XP_017123992.1|DELE	LOC118502589|XP_035890833.1|ASTE
OG0004135	LOC108136789|XP_017113642.1|DELE	LOC118508524|XP_035904276.1|ASTE
OG0004136	LOC108141050|XP_017119686.1|DELE	LOC118517519|XP_035919641.1|ASTE
OG0004137	LOC108141483|XP_017120385.1|DELE	LOC118507016|XP_035900846.1|ASTE
OG0004138	LOC108146832|XP_017128517.1|DELE	LOC118507025|XP_035900868.1|ASTE
OG0004139	LOC108135890|XP_017112295.1|DELE	LOC118507024|XP_035900867.1|ASTE
OG0004140	LOC108137575|XP_017114790.1|DELE	LOC118507062|XP_035900933.1|ASTE
OG0004141	LOC108143469|XP_017123397.1|DELE	LOC118504344|XP_035894598.1|ASTE
OG0004142	LOC108149976|XP_017133385.1|DELE	LOC118507677|XP_035902360.1|ASTE
OG0004143	LOC108134795|XP_017110733.1|DELE	LOC118508546|XP_035904328.1|ASTE
OG0004145	LOC108147523|XP_017129594.1|DELE	LOC118507764|XP_035902674.1|ASTE
OG0004146	LOC108140723|XP_017119179.1|DELE	LOC118507113|XP_035901008.1|ASTE
OG0004147	LOC108141825|XP_017120895.1|DELE	LOC118504360|XP_035894645.1|ASTE
OG0004148	LOC108135846|XP_017112221.1|DELE	LOC118504589|XP_035895136.1|ASTE
OG0004149	LOC108141074|XP_017119723.1|DELE	LOC118504602|XP_035895159.1|ASTE
OG0004150	LOC108150732|XP_017134526.1|DELE	LOC118506521|XP_035899651.1|ASTE
OG0004151	LOC108143007|XP_017122681.1|DELE	LOC118508253|XP_035903759.1|ASTE, LOC118515266|XP_035917847.1|ASTE
OG0004152	LOC108137460|XP_017114653.1|DELE	LOC118508264|XP_035903788.1|ASTE
OG0004153	LOC108144546|XP_017125005.1|DELE	LOC118508270|XP_035903804.1|ASTE
OG0004154	LOC108146418|XP_017127910.1|DELE	LOC118508273|XP_035903807.1|ASTE
OG0004155	LOC108140557|XP_017118908.1|DELE	LOC118503212|XP_035892095.1|ASTE
OG0004156	LOC108150074|XP_017133529.1|DELE	LOC118503217|XP_035892103.1|ASTE
OG0004157	LOC108134941|XP_017110955.1|DELE	LOC118503219|XP_035892105.1|ASTE
OG0004158	LOC108146541|XP_017128071.1|DELE	LOC118504761|XP_035895582.1|ASTE
OG0004159	LOC108144000|XP_017124108.1|DELE	LOC118504763|XP_035895584.1|ASTE
OG0004160	LOC108145977|XP_017127200.1|DELE	LOC118504765|XP_035895588.1|ASTE
OG0004161	LOC108140402|XP_017118600.1|DELE	LOC118502359|XP_035890461.1|ASTE
OG0004162	LOC108139284|XP_017117470.1|DELE	LOC118505833|XP_035898081.1|ASTE
OG0004163	LOC108139333|XP_017117536.1|DELE	LOC118502781|XP_035891271.1|ASTE
OG0004164	LOC108141170|XP_017119887.1|DELE	LOC118506718|XP_035900124.1|ASTE
OG0004165	LOC108141910|XP_017121017.1|DELE	LOC118505389|XP_035896993.1|ASTE
OG0004166	LOC108144747|XP_017125338.1|DELE	LOC118506148|XP_035898794.1|ASTE
OG0004167	LOC108143894|XP_017123958.1|DELE	LOC118503707|XP_035893163.1|ASTE
OG0004168	LOC108143052|XP_017122750.1|DELE	LOC118507092|XP_035900974.1|ASTE
OG0004169	LOC108138505|XP_017116228.1|DELE	LOC118506210|XP_035898920.1|ASTE
OG0004170	LOC108142682|XP_017122177.1|DELE	LOC118504764|XP_035895585.1|ASTE
OG0004171	LOC108147748|XP_017129968.1|DELE	LOC118504766|XP_035895589.1|ASTE
OG0004172	LOC108145563|XP_017126553.1|DELE	LOC118507665|XP_035902334.1|ASTE
OG0004174	LOC108149077|XP_017131937.1|DELE	LOC118503265|XP_035892202.1|ASTE
OG0004175	LOC108144752|XP_017125345.1|DELE	LOC118508551|XP_035904334.1|ASTE
OG0004176	LOC108147495|XP_017129542.1|DELE	LOC118502587|XP_035890831.1|ASTE
OG0004177	LOC108134762|XP_017110699.1|DELE	LOC118508525|XP_035904286.1|ASTE
OG0004178	LOC108140542|XP_017118862.1|DELE	LOC118507703|XP_035902468.1|ASTE
OG0004179	LOC108136265|XP_017112813.1|DELE	LOC118503010|XP_035891719.1|ASTE
OG0004180	LOC108136852|XP_017113766.1|DELE	LOC118502987|XP_035891672.1|ASTE
OG0004181	LOC108134827|XP_017110774.1|DELE	LOC118506967|XP_035900695.1|ASTE
OG0004182	LOC108146743|XP_017128355.1|DELE	LOC118505695|XP_035897728.1|ASTE
OG0004183	LOC108146877|XP_017128598.1|DELE	LOC118505696|XP_035897734.1|ASTE
OG0004184	LOC108145930|XP_017127122.1|DELE	LOC118507627|XP_035902241.1|ASTE
OG0004185	LOC108138123|XP_017115644.1|DELE	LOC118514121|XP_035916600.1|ASTE
OG0004186	LOC108136310|XP_017112894.1|DELE	LOC118507590|XP_035902146.1|ASTE
OG0004187	LOC108135048|XP_017111076.1|DELE	LOC118507583|XP_035902137.1|ASTE
OG0004188	LOC108148329|XP_017130816.1|DELE	LOC118507705|XP_035902489.1|ASTE
OG0004189	LOC108148372|XP_017130886.1|DELE	LOC118507711|XP_035902499.1|ASTE
OG0004190	LOC108141187|XP_017119912.1|DELE	LOC118507723|XP_035902567.1|ASTE
OG0004191	LOC108141137|XP_017119849.1|DELE	LOC118507725|XP_035902571.1|ASTE
OG0004192	LOC108135845|XP_017112219.1|DELE	LOC118505710|XP_035897772.1|ASTE, LOC118505711|XP_035897776.1|ASTE
OG0004193	LOC108140932|XP_017119484.1|DELE	LOC118505706|XP_035897752.1|ASTE, LOC118505712|XP_035897778.1|ASTE
OG0004194	LOC108136966|XP_017113946.1|DELE	LOC118508426|XP_035904095.1|ASTE
OG0004195	LOC108137671|XP_017115015.1|DELE	LOC118507941|XP_035903152.1|ASTE
OG0004196	LOC108147245|XP_017129133.1|DELE	LOC118507939|XP_035903147.1|ASTE
OG0004197	LOC108140504|XP_017118774.1|DELE	LOC118507950|XP_035903168.1|ASTE
OG0004198	LOC108141114|XP_017119819.1|DELE	LOC118502650|XP_035890992.1|ASTE
OG0004199	LOC108135147|XP_017111253.1|DELE	LOC118506988|XP_035900753.1|ASTE
OG0004200	LOC108142027|XP_017121191.1|DELE	LOC118502793|XP_035891288.1|ASTE
OG0004201	LOC108149000|XP_017131832.1|DELE	LOC118502795|XP_035891295.1|ASTE
OG0004202	LOC108137402|XP_017114550.1|DELE	LOC118502799|XP_035891306.1|ASTE
OG0004203	LOC108140783|XP_017119262.1|DELE	LOC118502800|XP_035891307.1|ASTE
OG0004204	LOC108146238|XP_017127657.1|DELE	LOC118506925|XP_035900618.1|ASTE
OG0004205	LOC108136072|XP_017112526.1|DELE	LOC118505697|XP_035897737.1|ASTE, LOC118505720|XP_035897794.1|ASTE
OG0004206	LOC108136936|XP_017113901.1|DELE	LOC118506558|XP_035899771.1|ASTE
OG0004207	LOC108136888|XP_017113832.1|DELE	LOC118506559|XP_035899772.1|ASTE
OG0004208	LOC108140773|XP_017119250.1|DELE	LOC118506565|XP_035899780.1|ASTE
OG0004209	LOC108143018|XP_017122699.1|DELE	LOC118504314|XP_035894514.1|ASTE
OG0004210	LOC108141092|XP_017119784.1|DELE	LOC118506692|XP_035900057.1|ASTE
OG0004211	LOC108147967|XP_017130254.1|DELE	LOC118506686|XP_035900049.1|ASTE
OG0004212	LOC108139342|XP_017117554.1|DELE	LOC118506734|XP_035900166.1|ASTE
OG0004213	LOC108143914|XP_017123983.1|DELE	LOC118505062|XP_035896233.1|ASTE
OG0004214	LOC108145255|XP_017126021.1|DELE	LOC118505258|XP_035896709.1|ASTE
OG0004215	LOC108141444|XP_017120332.1|DELE	LOC118504502|XP_035894921.1|ASTE
OG0004216	LOC108143133|XP_017122866.1|DELE	LOC118508360|XP_035903971.1|ASTE
OG0004217	LOC108147549|XP_017129622.1|DELE	LOC118508355|XP_035903952.1|ASTE
OG0004218	LOC108135447|XP_017111679.1|DELE	LOC118505413|XP_035897055.1|ASTE
OG0004219	LOC108144054|XP_017124187.1|DELE	LOC118507682|XP_035902375.1|ASTE
OG0004220	LOC108140533|XP_017118831.1|DELE	LOC118508358|XP_035903955.1|ASTE
OG0004221	LOC108140472|XP_017118701.1|DELE	LOC118506423|XP_035899413.1|ASTE
OG0004222	LOC108135097|XP_017111160.1|DELE	LOC118506425|XP_035899418.1|ASTE
OG0004223	LOC108135093|XP_017111156.1|DELE	LOC118503185|XP_035892056.1|ASTE
OG0004224	LOC108137451|XP_017114634.1|DELE	LOC118503184|XP_035892053.1|ASTE
OG0004225	LOC108149879|XP_017133262.1|DELE	LOC118503188|XP_035892062.1|ASTE
OG0004226	LOC108135120|XP_017111208.1|DELE	LOC118505803|XP_035898036.1|ASTE
OG0004227	LOC108140647|XP_017119060.1|DELE	LOC118506219|XP_035898945.1|ASTE
OG0004228	LOC108140648|XP_017119063.1|DELE	LOC118504310|XP_035894505.1|ASTE
OG0004230	LOC108136448|XP_017113102.1|DELE	LOC118503248|XP_035892166.1|ASTE
OG0004231	LOC108145914|XP_017127085.1|DELE	LOC118505397|XP_035897018.1|ASTE
OG0004232	LOC108145918|XP_017127092.1|DELE	LOC118505399|XP_035897023.1|ASTE
OG0004233	LOC108145917|XP_017127091.1|DELE	LOC118505398|XP_035897019.1|ASTE
OG0004234	LOC108145866|XP_017126993.1|DELE	LOC118508510|XP_035904244.1|ASTE
OG0004235	LOC108136326|XP_017112917.1|DELE	LOC118508508|XP_035904239.1|ASTE
OG0004236	LOC108136904|XP_017113852.1|DELE	LOC118506870|XP_035900499.1|ASTE
OG0004237	LOC108141142|XP_017119855.1|DELE	LOC118507935|XP_035903132.1|ASTE
OG0004238	LOC108136986|XP_017113969.1|DELE	LOC118503616|XP_035892994.1|ASTE
OG0004239	LOC108140811|XP_017119305.1|DELE	LOC118503618|XP_035892996.1|ASTE
OG0004240	LOC108141153|XP_017119867.1|DELE	LOC118506161|XP_035898826.1|ASTE
OG0004241	LOC108143917|XP_017123986.1|DELE	LOC118504248|XP_035894367.1|ASTE
OG0004242	LOC108142991|XP_017122651.1|DELE	LOC118504249|XP_035894368.1|ASTE
OG0004243	LOC108147451|XP_017129468.1|DELE	LOC118504991|XP_035896062.1|ASTE
OG0004244	LOC108136722|XP_017113534.1|DELE	LOC118505012|XP_035896093.1|ASTE
OG0004245	LOC108146015|XP_017127278.1|DELE	LOC118506325|XP_035899174.1|ASTE
OG0004246	LOC108150278|XP_017133860.1|DELE	LOC118504322|XP_035894543.1|ASTE
OG0004247	LOC108136342|XP_017112938.1|DELE	LOC118505070|XP_035896246.1|ASTE
OG0004248	LOC108143564|XP_017123562.1|DELE	LOC118505096|XP_035896291.1|ASTE
OG0004249	LOC108146089|XP_017127403.1|DELE	LOC118505010|XP_035896091.1|ASTE
OG0004250	LOC108149494|XP_017132604.1|DELE	LOC118504992|XP_035896063.1|ASTE
OG0004251	LOC108137687|XP_017115041.1|DELE	LOC118504980|XP_035896016.1|ASTE
OG0004252	LOC108139223|XP_017117375.1|DELE	LOC118504981|XP_035896027.1|ASTE
OG0004253	LOC108143834|XP_017123873.1|DELE	LOC118507563|XP_035902077.1|ASTE
OG0004254	LOC108134885|XP_017110875.1|DELE	LOC118504382|XP_035894686.1|ASTE
OG0004255	LOC108147895|XP_017130145.1|DELE	LOC118502881|XP_035891493.1|ASTE
OG0004257	LOC108148963|XP_017131789.1|DELE	LOC118506328|XP_035899183.1|ASTE
OG0004258	LOC108143876|XP_017123932.1|DELE	LOC118507082|XP_035900958.1|ASTE
OG0004259	LOC108144557|XP_017125025.1|DELE	LOC118507083|XP_035900960.1|ASTE
OG0004260	LOC108141029|XP_017119607.1|DELE	LOC118505153|XP_035896431.1|ASTE
OG0004261	LOC108137453|XP_017114638.1|DELE	LOC118505167|XP_035896466.1|ASTE
OG0004262	LOC108139363|XP_017117578.1|DELE	LOC118517340|XP_035919217.1|ASTE, LOC118511197|XP_035909863.1|ASTE
OG0004263	LOC108135826|XP_017112197.1|DELE	LOC118510984|XP_035909384.1|ASTE
OG0004264	LOC108141068|XP_017119716.1|DELE	LOC118510977|XP_035909371.1|ASTE
OG0004265	LOC108141179|XP_017119899.1|DELE	LOC118510946|XP_035909277.1|ASTE
OG0004266	LOC108140555|XP_017118903.1|DELE	LOC118502502|XP_035890628.1|ASTE
OG0004267	LOC108139323|XP_017117521.1|DELE	LOC118504237|XP_035894352.1|ASTE
OG0004268	LOC108144682|XP_017125233.1|DELE	LOC118504267|XP_035894389.1|ASTE
OG0004269	LOC108144536|XP_017124991.1|DELE	LOC118505815|XP_035898053.1|ASTE
OG0004270	LOC108149596|XP_017132777.1|DELE	LOC118508278|XP_035903812.1|ASTE
OG0004271	LOC108149094|XP_017131979.1|DELE	LOC118511195|XP_035909861.1|ASTE, LOC118517338|XP_035919215.1|ASTE
OG0004272	LOC108140801|XP_017119288.1|DELE	LOC118505799|XP_035898027.1|ASTE
OG0004273	LOC108134788|XP_017110725.1|DELE	LOC118505798|XP_035898026.1|ASTE
OG0004274	LOC108140884|XP_017119403.1|DELE	LOC118507972|XP_035903197.1|ASTE
OG0004275	LOC108150002|XP_017133430.1|DELE	LOC118512407|XP_035912692.1|ASTE
OG0004276	LOC108135682|XP_017112011.1|DELE	LOC118515259|XP_035917837.1|ASTE, LOC118505938|XP_035898350.1|ASTE
OG0004278	LOC108138391|XP_017116058.1|DELE	LOC118506006|XP_035898484.1|ASTE
OG0004279	LOC108149286|XP_017132222.1|DELE	LOC118506015|XP_035898494.1|ASTE
OG0004280	LOC108147652|XP_017129803.1|DELE	LOC118506020|XP_035898499.1|ASTE
OG0004281	LOC108145540|XP_017126529.1|DELE	LOC118504065|XP_035893996.1|ASTE
OG0004282	LOC108144706|XP_017125288.1|DELE	LOC118507240|XP_035901385.1|ASTE
OG0004283	LOC108144707|XP_017125289.1|DELE	LOC118507297|XP_035901554.1|ASTE
OG0004284	LOC108149385|XP_017132403.1|DELE	LOC118517628|XP_035919832.1|ASTE
OG0004285	LOC108136873|XP_017113805.1|DELE	LOC118505779|XP_035897949.1|ASTE
OG0004286	LOC108135536|XP_017111771.1|DELE	LOC118503484|XP_035892679.1|ASTE
OG0004287	LOC108135672|XP_017111996.1|DELE	LOC118503487|XP_035892682.1|ASTE
OG0004288	LOC108135605|XP_017111906.1|DELE	LOC118504005|XP_035893854.1|ASTE
OG0004289	LOC108146711|XP_017128280.1|DELE	LOC118504052|XP_035893963.1|ASTE
OG0004290	LOC108149837|XP_017133201.1|DELE	LOC118503473|XP_035892663.1|ASTE
OG0004291	LOC108149834|XP_017133196.1|DELE	LOC118503543|XP_035892836.1|ASTE
OG0004292	LOC108146859|XP_017128567.1|DELE	LOC118505280|XP_035896743.1|ASTE
OG0004293	LOC108142235|XP_017121443.1|DELE	LOC118505283|XP_035896757.1|ASTE
OG0004294	LOC108136071|XP_017112522.1|DELE	LOC118503422|XP_035892552.1|ASTE
OG0004295	LOC108136092|XP_017112552.1|DELE	LOC118503416|XP_035892544.1|ASTE
OG0004296	LOC108136118|XP_017112590.1|DELE	LOC118503414|XP_035892541.1|ASTE
OG0004297	LOC108144845|XP_017125478.1|DELE	LOC118507918|XP_035903112.1|ASTE
OG0004298	LOC108145482|XP_017126426.1|DELE	LOC118507235|XP_035901378.1|ASTE
OG0004299	LOC108147573|XP_017129647.1|DELE	LOC118507230|XP_035901303.1|ASTE
OG0004300	LOC108143565|XP_017123563.1|DELE	LOC118505972|XP_035898414.1|ASTE
OG0004301	LOC108146910|XP_017128641.1|DELE	LOC118505969|XP_035898406.1|ASTE
OG0004302	LOC108141398|XP_017120242.1|DELE	LOC118508024|XP_035903307.1|ASTE
OG0004303	LOC108141466|XP_017120361.1|DELE	LOC118504748|XP_035895537.1|ASTE
OG0004304	LOC108144218|XP_017124382.1|DELE	LOC118504749|XP_035895538.1|ASTE
OG0004305	LOC108149066|XP_017131902.1|DELE	LOC118503523|XP_035892776.1|ASTE
OG0004306	LOC108144732|XP_017125317.1|DELE	LOC118508027|XP_035903319.1|ASTE
OG0004307	LOC108147595|XP_017129725.1|DELE	LOC118503971|XP_035893788.1|ASTE
OG0004308	LOC108144677|XP_017125226.1|DELE	LOC118503979|XP_035893807.1|ASTE
OG0004309	LOC108150114|XP_017133567.1|DELE	LOC118507993|XP_035903255.1|ASTE
OG0004310	LOC108149871|XP_017133249.1|DELE	LOC118503500|XP_035892727.1|ASTE
OG0004311	LOC108142757|XP_017122278.1|DELE	LOC118516469|XP_035918266.1|ASTE, LOC118505889|XP_035898230.1|ASTE
OG0004312	LOC108144744|XP_017125335.1|DELE	LOC118512403|XP_035912682.1|ASTE
OG0004313	LOC108149895|XP_017133281.1|DELE	LOC118503960|XP_035893746.1|ASTE
OG0004314	LOC108141834|XP_017120906.1|DELE	LOC118504023|XP_035893894.1|ASTE
OG0004315	LOC108144891|XP_017125541.1|DELE	LOC118504029|XP_035893902.1|ASTE
OG0004316	LOC108141510|XP_017120427.1|DELE	LOC118505842|XP_035898095.1|ASTE
OG0004317	LOC108145550|XP_017126539.1|DELE	LOC118507927|XP_035903123.1|ASTE
OG0004318	LOC108144531|XP_017124974.1|DELE	LOC118503447|XP_035892605.1|ASTE
OG0004319	LOC108143580|XP_017123583.1|DELE	LOC118503931|XP_035893670.1|ASTE
OG0004320	LOC108148811|XP_017131538.1|DELE	LOC118503915|XP_035893605.1|ASTE
OG0004321	LOC108141882|XP_017120980.1|DELE	LOC118505977|XP_035898425.1|ASTE
OG0004322	LOC108137012|XP_017114001.1|DELE	LOC118504151|XP_035894169.1|ASTE
OG0004323	LOC108146240|XP_017127658.1|DELE	LOC118516332|XP_035918033.1|ASTE, LOC118506065|XP_035898613.1|ASTE, LOC118516527|XP_035918354.1|ASTE
OG0004324	LOC108149445|XP_017132525.1|DELE	LOC118516333|XP_035918035.1|ASTE, LOC118506066|XP_035898617.1|ASTE
OG0004325	LOC108149179|XP_017132082.1|DELE	LOC118506064|XP_035898610.1|ASTE
OG0004326	LOC108149175|XP_017132076.1|DELE	LOC118506046|XP_035898570.1|ASTE
OG0004327	LOC108148160|XP_017130546.1|DELE	LOC118511216|XP_035909903.1|ASTE, LOC118517157|XP_035918918.1|ASTE
OG0004328	LOC108143575|XP_017123575.1|DELE	LOC118508201|XP_035903661.1|ASTE
OG0004329	LOC108144783|XP_017125383.1|DELE	LOC118508191|XP_035903645.1|ASTE
OG0004330	LOC108144180|XP_017124333.1|DELE	LOC118508180|XP_035903631.1|ASTE
OG0004331	LOC108141515|XP_017120433.1|DELE	LOC118508172|XP_035903614.1|ASTE
OG0004332	LOC108142098|XP_017121282.1|DELE	LOC118505308|XP_035896838.1|ASTE
OG0004333	LOC108150482|XP_017134176.1|DELE	LOC118505331|XP_035896872.1|ASTE
OG0004334	LOC108138316|XP_017115963.1|DELE	LOC118508439|XP_035904111.1|ASTE
OG0004335	LOC108145074|XP_017125746.1|DELE	LOC118503942|XP_035893712.1|ASTE
OG0004336	LOC108143572|XP_017123571.1|DELE	LOC118507608|XP_035902177.1|ASTE
OG0004337	LOC108149485|XP_017132594.1|DELE	LOC118503951|XP_035893730.1|ASTE
OG0004338	LOC108142848|XP_017122406.1|DELE	LOC118507290|XP_035901537.1|ASTE
OG0004339	LOC108149788|XP_017133138.1|DELE	LOC118507339|XP_035901620.1|ASTE
OG0004340	LOC108149787|XP_017133137.1|DELE	LOC118507327|XP_035901609.1|ASTE
OG0004341	LOC108141835|XP_017120908.1|DELE	LOC118507318|XP_035901599.1|ASTE
OG0004342	LOC108141382|XP_017120216.1|DELE	LOC118517641|XP_035919850.1|ASTE
OG0004343	LOC108141383|XP_017120221.1|DELE	LOC118517640|XP_035919846.1|ASTE
OG0004344	LOC108141490|XP_017120392.1|DELE	LOC118505868|XP_035898178.1|ASTE
OG0004345	LOC108135286|XP_017111456.1|DELE	LOC118506029|XP_035898539.1|ASTE
OG0004346	LOC108144646|XP_017125177.1|DELE	LOC118506027|XP_035898533.1|ASTE
OG0004347	LOC108144487|XP_017124906.1|DELE	LOC118506026|XP_035898532.1|ASTE
OG0004348	LOC108144157|XP_017124290.1|DELE	LOC118507441|XP_035901815.1|ASTE
OG0004349	LOC108144477|XP_017124882.1|DELE	LOC118503536|XP_035892815.1|ASTE
OG0004350	LOC108149583|XP_017132707.1|DELE	LOC118503956|XP_035893737.1|ASTE
OG0004351	LOC108147583|XP_017129708.1|DELE	LOC118505941|XP_035898355.1|ASTE
OG0004352	LOC108141061|XP_017119704.1|DELE	LOC118512424|XP_035912721.1|ASTE
OG0004353	LOC108137383|XP_017114532.1|DELE	LOC118517723|XP_035920067.1|ASTE
OG0004354	LOC108140660|XP_017119081.1|DELE	LOC118517726|XP_035920070.1|ASTE
OG0004355	LOC108148254|XP_017130664.1|DELE	LOC118512369|XP_035912606.1|ASTE
OG0004356	LOC108149124|XP_017132013.1|DELE	LOC118507362|XP_035901670.1|ASTE
OG0004357	LOC108149647|XP_017132875.1|DELE	LOC118505922|XP_035898308.1|ASTE
OG0004358	LOC108144699|XP_017125278.1|DELE	LOC118503413|XP_035892540.1|ASTE
OG0004359	LOC108137052|XP_017114029.1|DELE	LOC118504848|XP_035895752.1|ASTE
OG0004360	LOC108146186|XP_017127583.1|DELE	LOC118507581|XP_035902130.1|ASTE
OG0004361	LOC108136921|XP_017113884.1|DELE	LOC118510943|XP_035909272.1|ASTE
OG0004362	LOC108146258|XP_017127685.1|DELE	LOC118510093|XP_035907403.1|ASTE
OG0004363	LOC108138425|XP_017116110.1|DELE	LOC118505210|XP_035896611.1|ASTE
OG0004364	LOC108136558|XP_017113358.1|DELE, LOC108149109|XP_017131998.1|DELE	LOC118507214|XP_035901206.1|ASTE
OG0004365	LOC108145448|XP_017126368.1|DELE	LOC118506305|XP_035899146.1|ASTE
OG0004366	LOC108149303|XP_017132246.1|DELE	LOC118514129|XP_035916609.1|ASTE
OG0004367	LOC108142196|XP_017121370.1|DELE	LOC118506083|XP_035898656.1|ASTE, LOC118516530|XP_035918365.1|ASTE
OG0004368	LOC108150563|XP_017134287.1|DELE	LOC118516534|XP_035918372.1|ASTE, LOC118506071|XP_035898626.1|ASTE
OG0004369	LOC108145413|XP_017126304.1|DELE	LOC118507154|XP_035901085.1|ASTE
OG0004370	LOC108144815|XP_017125434.1|DELE	LOC118507255|XP_035901435.1|ASTE
OG0004371	LOC108143856|XP_017123912.1|DELE	LOC118504107|XP_035894087.1|ASTE
OG0004372	LOC108144837|XP_017125467.1|DELE	LOC118504078|XP_035894035.1|ASTE
OG0004373	LOC108135872|XP_017112265.1|DELE	LOC118504116|XP_035894100.1|ASTE
OG0004374	LOC108144401|XP_017124674.1|DELE	LOC118505919|XP_035898281.1|ASTE
OG0004375	LOC108146945|XP_017128688.1|DELE	LOC118505929|XP_035898328.1|ASTE
OG0004376	LOC108142805|XP_017122352.1|DELE	LOC118507167|XP_035901124.1|ASTE
OG0004377	LOC108150288|XP_017133879.1|DELE	LOC118512381|XP_035912644.1|ASTE
OG0004378	LOC108144409|XP_017124737.1|DELE	LOC118507234|XP_035901373.1|ASTE
OG0004379	LOC108145449|XP_017126370.1|DELE	LOC118508153|XP_035903583.1|ASTE
OG0004380	LOC108149893|XP_017133279.1|DELE	LOC118505918|XP_035898280.1|ASTE
OG0004381	LOC108135425|XP_017111647.1|DELE	LOC118508196|XP_035903651.1|ASTE, LOC118504729|XP_035895474.1|ASTE
OG0004382	LOC108149717|XP_017132972.1|DELE	LOC118507418|XP_035901777.1|ASTE
OG0004383	LOC108149815|XP_017133173.1|DELE	LOC118507420|XP_035901779.1|ASTE
OG0004384	LOC108149769|XP_017133094.1|DELE	LOC118507423|XP_035901786.1|ASTE
OG0004385	LOC108144750|XP_017125343.1|DELE	LOC118517351|XP_035919244.1|ASTE, LOC118507429|XP_035901794.1|ASTE
OG0004386	LOC108144513|XP_017124941.1|DELE	LOC118517208|XP_035919063.1|ASTE, LOC118507430|XP_035901795.1|ASTE
OG0004387	LOC108146755|XP_017128376.1|DELE	LOC118503043|XP_035891769.1|ASTE
OG0004388	LOC108149828|XP_017133190.1|DELE	LOC118506276|XP_035899083.1|ASTE
OG0004389	LOC108146265|XP_017127693.1|DELE	LOC118506216|XP_035898930.1|ASTE
OG0004390	LOC108136019|XP_017112435.1|DELE	LOC118508023|XP_035903305.1|ASTE
OG0004391	LOC108143340|XP_017123149.1|DELE	LOC118505281|XP_035896745.1|ASTE
OG0004392	LOC108142462|XP_017121829.1|DELE	LOC118508082|XP_035903438.1|ASTE
OG0004393	LOC108145171|XP_017125893.1|DELE	LOC118504896|XP_035895850.1|ASTE
OG0004394	LOC108144227|XP_017124430.1|DELE, LOC108137968|XP_017115424.1|DELE	LOC118517677|XP_035919969.1|ASTE
OG0004395	LOC108136418|XP_017113037.1|DELE	LOC118517696|XP_035920012.1|ASTE
OG0004396	LOC108134662|XP_017110546.1|DELE	LOC118517689|XP_035919993.1|ASTE
OG0004397	LOC108149095|XP_017131980.1|DELE	LOC118517691|XP_035920003.1|ASTE
OG0004398	LOC108149096|XP_017131981.1|DELE	LOC118517698|XP_035920015.1|ASTE
OG0004399	LOC108141496|XP_017120402.1|DELE	LOC118506350|XP_035899232.1|ASTE
OG0004400	LOC108143897|XP_017123961.1|DELE	LOC118506231|XP_035898970.1|ASTE, LOC118506233|XP_035898975.1|ASTE
OG0004401	LOC108141502|XP_017120418.1|DELE	LOC118506232|XP_035898973.1|ASTE
OG0004402	LOC108141493|XP_017120399.1|DELE	LOC118508394|XP_035904039.1|ASTE
OG0004403	LOC108149740|XP_017133008.1|DELE	LOC118503312|XP_035892329.1|ASTE
OG0004404	LOC108135964|XP_017112409.1|DELE	LOC118506213|XP_035898924.1|ASTE
OG0004405	LOC108142802|XP_017122346.1|DELE	LOC118507243|XP_035901389.1|ASTE
OG0004406	LOC108146724|XP_017128305.1|DELE	LOC118505992|XP_035898458.1|ASTE
