Orthogroup	DELE.longest_only	BCOP.longest_only
OG0003546	LOC108146331|XP_017127786.1|DELE	LOC119071182|XP_037031847.1|BCOP
OG0003547	LOC108143476|XP_017123408.1|DELE	LOC119074098|XP_037035954.1|BCOP
OG0003548	LOC108143515|XP_017123484.1|DELE	LOC119074082|XP_037035930.1|BCOP
OG0003549	LOC108143537|XP_017123522.1|DELE	LOC119074100|XP_037035959.1|BCOP
OG0003550	LOC108144327|XP_017124525.1|DELE	LOC119073888|XP_037035670.1|BCOP
OG0003551	LOC108144654|XP_017125187.1|DELE	LOC119079722|XP_037043681.1|BCOP, LOC119083464|XP_037049079.1|BCOP
OG0003552	LOC108144353|XP_017124591.1|DELE	LOC119084965|XP_037051014.1|BCOP
OG0003553	LOC108141449|XP_017120337.1|DELE	LOC119079330|XP_037043022.1|BCOP
OG0003554	LOC108146699|XP_017128252.1|DELE	LOC119080510|XP_037044814.1|BCOP
OG0003555	LOC108145890|XP_017127031.1|DELE	LOC119080375|XP_037044572.1|BCOP
OG0003556	LOC108142581|XP_017122024.1|DELE	LOC119080330|XP_037044521.1|BCOP
OG0003557	LOC108142398|XP_017121727.1|DELE	LOC119071897|XP_037032899.1|BCOP
OG0003558	LOC108146046|XP_017127338.1|DELE	LOC119083349|XP_037048937.1|BCOP
OG0003559	LOC108146820|XP_017128499.1|DELE	LOC119073704|XP_037035199.1|BCOP
OG0003560	LOC108146963|XP_017128709.1|DELE	LOC119079752|XP_037043725.1|BCOP
OG0003561	LOC108145470|XP_017126409.1|DELE	LOC119075692|XP_037038114.1|BCOP
OG0003562	LOC108144711|XP_017125293.1|DELE	LOC119076504|XP_037039191.1|BCOP
OG0003563	LOC108135825|XP_017112196.1|DELE	LOC119078053|XP_037041373.1|BCOP
OG0003564	LOC108142562|XP_017121992.1|DELE	LOC119075981|XP_037038459.1|BCOP
OG0003565	LOC108146522|XP_017128048.1|DELE	LOC119081224|XP_037045844.1|BCOP
OG0003566	LOC108139244|XP_017117406.1|DELE	LOC119068237|XP_037027655.1|BCOP
OG0003567	LOC108141451|XP_017120343.1|DELE	LOC119078005|XP_037041288.1|BCOP
OG0003568	LOC108141413|XP_017120266.1|DELE	LOC119073792|XP_037035419.1|BCOP
OG0003569	LOC108146274|XP_017127703.1|DELE	LOC119079994|XP_037044055.1|BCOP
OG0003570	LOC108149620|XP_017132835.1|DELE	LOC119081684|XP_037046669.1|BCOP, LOC119076359|XP_037038953.1|BCOP
OG0003571	LOC108146483|XP_017127998.1|DELE	LOC119083888|XP_037049592.1|BCOP
OG0003572	LOC108144399|XP_017124668.1|DELE	LOC119073854|XP_037035606.1|BCOP, LOC119073859|XP_037035619.1|BCOP
OG0003573	LOC108147579|XP_017129699.1|DELE	LOC119079235|XP_037042922.1|BCOP
OG0003574	LOC108147541|XP_017129615.1|DELE	LOC119079895|XP_037043878.1|BCOP, LOC119079623|XP_037043514.1|BCOP
OG0003575	LOC108146345|XP_017127805.1|DELE	LOC119070233|XP_037030399.1|BCOP, LOC119081332|XP_037046017.1|BCOP
OG0003576	LOC108146721|XP_017128302.1|DELE	LOC119081237|XP_037045859.1|BCOP
OG0003577	LOC108147478|XP_017129517.1|DELE	LOC119081605|XP_037046534.1|BCOP
OG0003578	LOC108146818|XP_017128497.1|DELE	LOC119073468|XP_037034867.1|BCOP
OG0003579	LOC108144709|XP_017125290.1|DELE	LOC119073452|XP_037034840.1|BCOP
OG0003580	LOC108143486|XP_017123423.1|DELE	LOC119081389|XP_037046171.1|BCOP
OG0003581	LOC108146163|XP_017127548.1|DELE	LOC119080962|XP_037045489.1|BCOP
OG0003582	LOC108150261|XP_017133830.1|DELE	LOC119084885|XP_037050926.1|BCOP
OG0003583	LOC108136759|XP_017113604.1|DELE, LOC108134604|XP_017110458.1|DELE	LOC119083657|XP_037049327.1|BCOP
OG0003584	LOC108141439|XP_017120320.1|DELE	LOC119079798|XP_037043754.1|BCOP
OG0003585	LOC108135688|XP_017112018.1|DELE	LOC119084241|XP_037050036.1|BCOP
OG0003586	LOC108145280|XP_017126068.1|DELE	LOC119078508|XP_037042000.1|BCOP
OG0003587	LOC108148068|XP_017130410.1|DELE	LOC119073266|XP_037034538.1|BCOP
OG0003588	LOC108135849|XP_017112229.1|DELE	LOC119082342|XP_037047749.1|BCOP
OG0003589	LOC108141261|XP_017120002.1|DELE	LOC119067387|XP_037026206.1|BCOP
OG0003590	LOC108145887|XP_017127024.1|DELE	LOC119080605|XP_037044900.1|BCOP
OG0003591	LOC108146310|XP_017127756.1|DELE	LOC119082185|XP_037047502.1|BCOP, LOC119083219|XP_037048781.1|BCOP
OG0003592	LOC108146865|XP_017128581.1|DELE	LOC119080284|XP_037044449.1|BCOP
OG0003593	LOC108142349|XP_017121629.1|DELE	LOC119073708|XP_037035210.1|BCOP
OG0003594	LOC108146973|XP_017128719.1|DELE	LOC119080446|XP_037044706.1|BCOP
OG0003595	LOC108144364|XP_017124617.1|DELE	LOC119079575|XP_037043457.1|BCOP
OG0003596	LOC108145070|XP_017125740.1|DELE	LOC119079762|XP_037043737.1|BCOP
OG0003597	LOC108145073|XP_017125745.1|DELE	LOC119081361|XP_037046107.1|BCOP
OG0003598	LOC108146442|XP_017127935.1|DELE	LOC119080919|XP_037045430.1|BCOP
OG0003599	LOC108139055|XP_017117163.1|DELE	LOC119073782|XP_037035354.1|BCOP
OG0003600	LOC108147437|XP_017129415.1|DELE	LOC119074333|XP_037036319.1|BCOP
OG0003601	LOC108145557|XP_017126547.1|DELE	LOC119075453|XP_037037785.1|BCOP
OG0003602	LOC108143410|XP_017123289.1|DELE	LOC119081770|XP_037046862.1|BCOP
OG0003603	LOC108147379|XP_017129302.1|DELE	LOC119080638|XP_037044946.1|BCOP
OG0003604	LOC108135193|XP_017111304.1|DELE	LOC119080138|XP_037044249.1|BCOP
OG0003605	LOC108135743|XP_017112069.1|DELE	LOC119078861|XP_037042472.1|BCOP
OG0003606	LOC108144570|XP_017125048.1|DELE	LOC119085209|XP_037051416.1|BCOP
OG0003607	LOC108144758|XP_017125352.1|DELE	LOC119079247|XP_037042923.1|BCOP, LOC119076033|XP_037038546.1|BCOP, LOC119074277|XP_037036192.1|BCOP
OG0003608	LOC108150290|XP_017133881.1|DELE	LOC119073314|XP_037034597.1|BCOP
OG0003609	LOC108143551|XP_017123549.1|DELE	LOC119067661|XP_037026658.1|BCOP
OG0003610	LOC108135638|XP_017111948.1|DELE	LOC119083696|XP_037049376.1|BCOP, LOC119083697|XP_037049378.1|BCOP
OG0003611	LOC108142365|XP_017121660.1|DELE	LOC119077922|XP_037041208.1|BCOP
OG0003612	LOC108145378|XP_017126262.1|DELE	LOC119073622|XP_037035101.1|BCOP
OG0003613	LOC108149638|XP_017132861.1|DELE	LOC119079392|XP_037043174.1|BCOP
OG0003614	LOC108149613|XP_017132813.1|DELE	LOC119079393|XP_037043176.1|BCOP
OG0003615	LOC108143428|XP_017123332.1|DELE	LOC119080387|XP_037044592.1|BCOP
OG0003616	LOC108137558|XP_017114773.1|DELE	LOC119074483|XP_037036525.1|BCOP
OG0003617	LOC108144413|XP_017124748.1|DELE	LOC119084168|XP_037049920.1|BCOP
OG0003618	LOC108144412|XP_017124746.1|DELE	LOC119084167|XP_037049918.1|BCOP
OG0003619	LOC108144993|XP_017125640.1|DELE	LOC119081327|XP_037046010.1|BCOP
OG0003620	LOC108144472|XP_017124872.1|DELE	LOC119080238|XP_037044383.1|BCOP
OG0003621	LOC108142508|XP_017121908.1|DELE	LOC119085425|XP_037051734.1|BCOP
OG0003622	LOC108142506|XP_017121901.1|DELE	LOC119079364|XP_037043110.1|BCOP
OG0003623	LOC108149106|XP_017131994.1|DELE	LOC119074015|XP_037035845.1|BCOP
OG0003624	LOC108143473|XP_017123406.1|DELE	LOC119083604|XP_037049235.1|BCOP
OG0003625	LOC108149635|XP_017132856.1|DELE	LOC119071262|XP_037032011.1|BCOP
OG0003626	LOC108144338|XP_017124550.1|DELE	LOC119080699|XP_037045049.1|BCOP
OG0003627	LOC108145180|XP_017125906.1|DELE	LOC119082094|XP_037047356.1|BCOP
OG0003628	LOC108141378|XP_017120203.1|DELE	LOC119080691|XP_037045025.1|BCOP
OG0003629	LOC108144987|XP_017125630.1|DELE	LOC119077475|XP_037040578.1|BCOP
OG0003630	LOC108144641|XP_017125170.1|DELE	LOC119080696|XP_037045040.1|BCOP
OG0003631	LOC108146229|XP_017127642.1|DELE	LOC119079986|XP_037044038.1|BCOP
OG0003632	LOC108147413|XP_017129341.1|DELE	LOC119080114|XP_037044240.1|BCOP
OG0003633	LOC108145004|XP_017125655.1|DELE	LOC119066827|XP_037025385.1|BCOP
OG0003634	LOC108147466|XP_017129493.1|DELE	LOC119073510|XP_037034923.1|BCOP
OG0003635	LOC108146271|XP_017127700.1|DELE	LOC119081774|XP_037046870.1|BCOP
OG0003636	LOC108145506|XP_017126457.1|DELE	LOC119080845|XP_037045302.1|BCOP
OG0003637	LOC108143489|XP_017123428.1|DELE	LOC119073405|XP_037034733.1|BCOP
OG0003638	LOC108142585|XP_017122033.1|DELE	LOC119067865|XP_037027016.1|BCOP
OG0003639	LOC108141955|XP_017121086.1|DELE	LOC119068610|XP_037028167.1|BCOP
OG0003640	LOC108144575|XP_017125055.1|DELE	LOC119066939|XP_037025552.1|BCOP
OG0003641	LOC108145204|XP_017125935.1|DELE	LOC119073599|XP_037035067.1|BCOP
OG0003642	LOC108137243|XP_017114317.1|DELE, LOC108145465|XP_017126400.1|DELE	LOC119081071|XP_037045688.1|BCOP
OG0003643	LOC108144512|XP_017124940.1|DELE	LOC119081149|XP_037045792.1|BCOP
OG0003644	LOC108141345|XP_017120144.1|DELE	LOC119073996|XP_037035818.1|BCOP
OG0003645	LOC108145962|XP_017127170.1|DELE	LOC119079305|XP_037042990.1|BCOP
OG0003646	LOC108146449|XP_017127948.1|DELE	LOC119075190|XP_037037477.1|BCOP, LOC119084040|XP_037049769.1|BCOP, LOC119069102|XP_037028889.1|BCOP
OG0003647	LOC108142726|XP_017122239.1|DELE	LOC119073352|XP_037034645.1|BCOP
OG0003648	LOC108147787|XP_017130016.1|DELE	LOC119073743|XP_037035296.1|BCOP
OG0003649	LOC108143767|XP_017123785.1|DELE	LOC119080788|XP_037045253.1|BCOP
OG0003650	LOC108136572|XP_017113370.1|DELE	LOC119083466|XP_037049083.1|BCOP, LOC119079713|XP_037043665.1|BCOP
OG0003651	LOC108148948|XP_017131769.1|DELE	LOC119081815|XP_037046945.1|BCOP
OG0003652	LOC108146616|XP_017128151.1|DELE	LOC119073669|XP_037035169.1|BCOP
OG0003653	LOC108142844|XP_017122402.1|DELE	LOC119080413|XP_037044647.1|BCOP
OG0003654	LOC108146720|XP_017128301.1|DELE	LOC119076601|XP_037039351.1|BCOP
OG0003655	LOC108138942|XP_017117009.1|DELE	LOC119079516|XP_037043373.1|BCOP
OG0003656	LOC108146826|XP_017128507.1|DELE	LOC119076597|XP_037039345.1|BCOP
OG0003657	LOC108150203|XP_017133702.1|DELE	LOC119081395|XP_037046176.1|BCOP
OG0003658	LOC108139220|XP_017117367.1|DELE	LOC119079349|XP_037043073.1|BCOP
OG0003659	LOC108142841|XP_017122398.1|DELE	LOC119073810|XP_037035478.1|BCOP
OG0003660	LOC108146157|XP_017127520.1|DELE	LOC119081333|XP_037046018.1|BCOP
OG0003661	LOC108146140|XP_017127483.1|DELE	LOC119074159|XP_037036058.1|BCOP
OG0003662	LOC108142499|XP_017121885.1|DELE	LOC119080799|XP_037045265.1|BCOP
OG0003663	LOC108147558|XP_017129634.1|DELE	LOC119077997|XP_037041272.1|BCOP
OG0003664	LOC108147464|XP_017129485.1|DELE	LOC119080423|XP_037044665.1|BCOP
OG0003665	LOC108135006|XP_017111029.1|DELE	LOC119073363|XP_037034665.1|BCOP
OG0003666	LOC108145116|XP_017125816.1|DELE	LOC119079414|XP_037043211.1|BCOP
OG0003667	LOC108146045|XP_017127331.1|DELE	LOC119081606|XP_037046537.1|BCOP
OG0003668	LOC108140390|XP_017118623.1|DELE	LOC119073256|XP_037034525.1|BCOP
OG0003669	LOC108143315|XP_017123122.1|DELE	LOC119067289|XP_037026073.1|BCOP
OG0003670	LOC108143314|XP_017123121.1|DELE	LOC119079273|XP_037042950.1|BCOP
OG0003672	LOC108144063|XP_017124198.1|DELE	LOC119077932|XP_037041209.1|BCOP
OG0003673	LOC108149063|XP_017131899.1|DELE	LOC119073947|XP_037035717.1|BCOP
OG0003674	LOC108141437|XP_017120314.1|DELE	LOC119074503|XP_037036553.1|BCOP
OG0003675	LOC108147039|XP_017128791.1|DELE	LOC119079691|XP_037043647.1|BCOP
OG0003676	LOC108147037|XP_017128785.1|DELE	LOC119073373|XP_037034691.1|BCOP
OG0003677	LOC108135401|XP_017111588.1|DELE	LOC119079391|XP_037043173.1|BCOP
OG0003678	LOC108146127|XP_017127461.1|DELE	LOC119079996|XP_037044058.1|BCOP
OG0003679	LOC108146453|XP_017127953.1|DELE	LOC119083354|XP_037048962.1|BCOP, LOC119075045|XP_037037335.1|BCOP
OG0003680	LOC108144799|XP_017125408.1|DELE	LOC119083652|XP_037049323.1|BCOP
OG0003681	LOC108141269|XP_017120027.1|DELE	LOC119083721|XP_037049412.1|BCOP
OG0003682	LOC108134789|XP_017110727.1|DELE	LOC119080875|XP_037045345.1|BCOP
OG0003683	LOC108138693|XP_017116531.1|DELE	LOC119084824|XP_037050799.1|BCOP
OG0003684	LOC108150243|XP_017133793.1|DELE	LOC119075195|XP_037037484.1|BCOP
OG0003685	LOC108150320|XP_017133924.1|DELE	LOC119080833|XP_037045283.1|BCOP
OG0003686	LOC108141442|XP_017120329.1|DELE	LOC119081655|XP_037046632.1|BCOP
OG0003687	LOC108144526|XP_017124964.1|DELE	LOC119074022|XP_037035855.1|BCOP
OG0003688	LOC108137548|XP_017114762.1|DELE	LOC119074038|XP_037035879.1|BCOP
OG0003689	LOC108138375|XP_017116044.1|DELE	LOC119076968|XP_037039955.1|BCOP, LOC119080026|XP_037044103.1|BCOP
OG0003690	LOC108135656|XP_017111977.1|DELE	LOC119073354|XP_037034647.1|BCOP
OG0003691	LOC108136023|XP_017112440.1|DELE	LOC119079332|XP_037043035.1|BCOP
OG0003692	LOC108149661|XP_017132896.1|DELE	LOC119079336|XP_037043058.1|BCOP
OG0003693	LOC108145996|XP_017127239.1|DELE	LOC119080195|XP_037044330.1|BCOP
OG0003694	LOC108146466|XP_017127969.1|DELE	LOC119074937|XP_037037224.1|BCOP, LOC119081065|XP_037045676.1|BCOP
OG0003695	LOC108135645|XP_017111959.1|DELE	LOC119081127|XP_037045766.1|BCOP
OG0003696	LOC108144272|XP_017124447.1|DELE	LOC119078188|XP_037041557.1|BCOP
OG0003697	LOC108147051|XP_017128824.1|DELE	LOC119079885|XP_037043861.1|BCOP
OG0003698	LOC108150369|XP_017133995.1|DELE	LOC119073238|XP_037034448.1|BCOP
OG0003699	LOC108144600|XP_017125095.1|DELE	LOC119081643|XP_037046617.1|BCOP
OG0003700	LOC108144615|XP_017125127.1|DELE	LOC119081646|XP_037046625.1|BCOP
OG0003701	LOC108147805|XP_017130035.1|DELE	LOC119074807|XP_037036986.1|BCOP
OG0003702	LOC108146770|XP_017128398.1|DELE	LOC119067833|XP_037026902.1|BCOP
OG0003703	LOC108146489|XP_017128008.1|DELE	LOC119080867|XP_037045340.1|BCOP
OG0003704	LOC108135709|XP_017112042.1|DELE	LOC119080855|XP_037045324.1|BCOP
OG0003705	LOC108147050|XP_017128814.1|DELE	LOC119081343|XP_037046043.1|BCOP
OG0003706	LOC108147499|XP_017129553.1|DELE	LOC119079568|XP_037043443.1|BCOP, LOC119079567|XP_037043442.1|BCOP, LOC119073576|XP_037035036.1|BCOP
OG0003707	LOC108146241|XP_017127663.1|DELE	LOC119069576|XP_037029559.1|BCOP
OG0003708	LOC108145968|XP_017127187.1|DELE	LOC119073819|XP_037035491.1|BCOP
OG0003709	LOC108145020|XP_017125682.1|DELE	LOC119080731|XP_037045166.1|BCOP
OG0003710	LOC108145018|XP_017125681.1|DELE	LOC119079743|XP_037043707.1|BCOP
OG0003711	LOC108146478|XP_017127991.1|DELE	LOC119079357|XP_037043097.1|BCOP
OG0003712	LOC108149825|XP_017133186.1|DELE	LOC119081351|XP_037046091.1|BCOP
OG0003713	LOC108143548|XP_017123545.1|DELE	LOC119081353|XP_037046094.1|BCOP
OG0003714	LOC108143547|XP_017123544.1|DELE	LOC119073529|XP_037034963.1|BCOP
OG0003715	LOC108147396|XP_017129321.1|DELE	LOC119080646|XP_037044954.1|BCOP
OG0003716	LOC108146884|XP_017128606.1|DELE	LOC119077481|XP_037040589.1|BCOP
OG0003717	LOC108147000|XP_017128752.1|DELE	LOC119079521|XP_037043388.1|BCOP
OG0003718	LOC108147552|XP_017129627.1|DELE	LOC119075088|XP_037037377.1|BCOP
OG0003720	LOC108144566|XP_017125043.1|DELE	LOC119066294|XP_037024564.1|BCOP, LOC119070174|XP_037030378.1|BCOP
OG0003721	LOC108137554|XP_017114768.1|DELE	LOC119080782|XP_037045246.1|BCOP
OG0003722	LOC108142421|XP_017121765.1|DELE	LOC119073049|XP_037034258.1|BCOP
OG0003723	LOC108150246|XP_017133797.1|DELE	LOC119074826|XP_037037015.1|BCOP
OG0003725	LOC108146731|XP_017128320.1|DELE	LOC119081058|XP_037045668.1|BCOP
OG0003726	LOC108147548|XP_017129621.1|DELE	LOC119079899|XP_037043883.1|BCOP
OG0003727	LOC108142678|XP_017122172.1|DELE	LOC119084899|XP_037050947.1|BCOP
OG0003728	LOC108140610|XP_017119012.1|DELE	LOC119074444|XP_037036471.1|BCOP
OG0003729	LOC108145828|XP_017126922.1|DELE	LOC119080660|XP_037044975.1|BCOP
OG0003730	LOC108145818|XP_017126895.1|DELE	LOC119079308|XP_037042994.1|BCOP
OG0003731	LOC108146422|XP_017127916.1|DELE	LOC119080257|XP_037044402.1|BCOP
OG0003732	LOC108150123|XP_017133579.1|DELE	LOC119079946|XP_037043951.1|BCOP
OG0003733	LOC108145874|XP_017127002.1|DELE	LOC119079956|XP_037043962.1|BCOP
OG0003734	LOC108145832|XP_017126929.1|DELE	LOC119079937|XP_037043936.1|BCOP
OG0003735	LOC108144756|XP_017125350.1|DELE	LOC119074081|XP_037035929.1|BCOP
OG0003736	LOC108138849|XP_017116855.1|DELE	LOC119074127|XP_037036004.1|BCOP
OG0003737	LOC108149135|XP_017132030.1|DELE	LOC119069794|XP_037029835.1|BCOP
OG0003738	LOC108149162|XP_017132050.1|DELE	LOC119074497|XP_037036544.1|BCOP
OG0003739	LOC108149639|XP_017132863.1|DELE	LOC119075777|XP_037038232.1|BCOP
OG0003740	LOC108149668|XP_017132903.1|DELE	LOC119079328|XP_037043019.1|BCOP
OG0003741	LOC108145685|XP_017126731.1|DELE	LOC119079954|XP_037043960.1|BCOP
OG0003742	LOC108146362|XP_017127828.1|DELE	LOC119080759|XP_037045214.1|BCOP
OG0003743	LOC108147046|XP_017128808.1|DELE	LOC119079327|XP_037043018.1|BCOP
OG0003744	LOC108149622|XP_017132840.1|DELE	LOC119080174|XP_037044294.1|BCOP
OG0003745	LOC108137956|XP_017115405.1|DELE	LOC119081838|XP_037046973.1|BCOP
OG0003746	LOC108145469|XP_017126408.1|DELE	LOC119074496|XP_037036543.1|BCOP
OG0003747	LOC108147001|XP_017128753.1|DELE	LOC119075077|XP_037037369.1|BCOP
OG0003748	LOC108146962|XP_017128708.1|DELE	LOC119075213|XP_037037498.1|BCOP
OG0003749	LOC108146869|XP_017128588.1|DELE	LOC119075200|XP_037037492.1|BCOP
OG0003750	LOC108146885|XP_017128608.1|DELE	LOC119075224|XP_037037510.1|BCOP
OG0003751	LOC108146727|XP_017128313.1|DELE	LOC119080838|XP_037045293.1|BCOP
OG0003752	LOC108146807|XP_017128481.1|DELE	LOC119081211|XP_037045826.1|BCOP
OG0003753	LOC108142510|XP_017121912.1|DELE	LOC119084971|XP_037051018.1|BCOP
OG0003754	LOC108142509|XP_017121909.1|DELE	LOC119081210|XP_037045825.1|BCOP
OG0003755	LOC108146689|XP_017128235.1|DELE	LOC119080702|XP_037045056.1|BCOP
OG0003756	LOC108149600|XP_017132787.1|DELE	LOC119073981|XP_037035786.1|BCOP
OG0003757	LOC108144365|XP_017124620.1|DELE	LOC119079616|XP_037043507.1|BCOP
OG0003758	LOC108137013|XP_017114004.1|DELE, LOC108145163|XP_017125878.1|DELE	LOC119083608|XP_037049242.1|BCOP
OG0003759	LOC108147433|XP_017129400.1|DELE	LOC119073249|XP_037034492.1|BCOP
OG0003760	LOC108144662|XP_017125198.1|DELE	LOC119081043|XP_037045643.1|BCOP
OG0003761	LOC108147458|XP_017129477.1|DELE	LOC119073258|XP_037034526.1|BCOP
OG0003762	LOC108147459|XP_017129478.1|DELE	LOC119080427|XP_037044674.1|BCOP
OG0003763	LOC108142685|XP_017122181.1|DELE	LOC119085718|XP_037052065.1|BCOP
OG0003764	LOC108142606|XP_017122066.1|DELE	LOC119073807|XP_037035467.1|BCOP
OG0003765	LOC108149256|XP_017132188.1|DELE	LOC119083718|XP_037049410.1|BCOP
OG0003766	LOC108137197|XP_017114272.1|DELE	LOC119066567|XP_037025009.1|BCOP, LOC119066702|XP_037025195.1|BCOP
OG0003767	LOC108141402|XP_017120249.1|DELE	LOC119067110|XP_037025772.1|BCOP
OG0003768	LOC108144834|XP_017125461.1|DELE	LOC119073375|XP_037034694.1|BCOP
OG0003769	LOC108144781|XP_017125381.1|DELE	LOC119079481|XP_037043320.1|BCOP
OG0003770	LOC108148306|XP_017130779.1|DELE	LOC119079467|XP_037043292.1|BCOP
OG0003771	LOC108147469|XP_017129503.1|DELE	LOC119076409|XP_037039041.1|BCOP
OG0003772	LOC108142363|XP_017121658.1|DELE	LOC119080516|XP_037044820.1|BCOP
OG0003773	LOC108141336|XP_017120124.1|DELE	LOC119074008|XP_037035836.1|BCOP
OG0003774	LOC108141452|XP_017120344.1|DELE	LOC119073936|XP_037035702.1|BCOP
OG0003775	LOC108148138|XP_017130481.1|DELE	LOC119081406|XP_037046195.1|BCOP
OG0003776	LOC108145064|XP_017125734.1|DELE	LOC119073884|XP_037035660.1|BCOP
OG0003777	LOC108145512|XP_017126469.1|DELE	LOC119073634|XP_037035122.1|BCOP, LOC119075462|XP_037037801.1|BCOP
OG0003778	LOC108144790|XP_017125391.1|DELE	LOC119073640|XP_037035128.1|BCOP, LOC119072196|XP_037033263.1|BCOP, LOC119079682|XP_037043634.1|BCOP, LOC119083988|XP_037049696.1|BCOP
OG0003779	LOC108143447|XP_017123365.1|DELE	LOC119080590|XP_037044878.1|BCOP
OG0003780	LOC108144502|XP_017124924.1|DELE	LOC119074594|XP_037036731.1|BCOP
OG0003781	LOC108145286|XP_017126089.1|DELE	LOC119080944|XP_037045467.1|BCOP
OG0003782	LOC108150394|XP_017134037.1|DELE	LOC119076436|XP_037039081.1|BCOP
OG0003783	LOC108140378|XP_017118571.1|DELE	LOC119070338|XP_037030521.1|BCOP, LOC119079028|XP_037042704.1|BCOP
OG0003784	LOC108143438|XP_017123342.1|DELE	LOC119073399|XP_037034724.1|BCOP
OG0003785	LOC108137885|XP_017115316.1|DELE	LOC119073553|XP_037035004.1|BCOP
OG0003786	LOC108137962|XP_017115415.1|DELE	LOC119083385|XP_037048994.1|BCOP, LOC119082163|XP_037047466.1|BCOP
OG0003787	LOC108137963|XP_017115418.1|DELE	LOC119083217|XP_037048779.1|BCOP, LOC119082177|XP_037047486.1|BCOP, LOC119083383|XP_037048991.1|BCOP
OG0003788	LOC108144863|XP_017125501.1|DELE	LOC119084812|XP_037050779.1|BCOP
OG0003789	LOC108149617|XP_017132821.1|DELE	LOC119079981|XP_037044027.1|BCOP
OG0003790	LOC108146946|XP_017128689.1|DELE	LOC119081478|XP_037046371.1|BCOP
OG0003791	LOC108148305|XP_017130777.1|DELE	LOC119073072|XP_037034274.1|BCOP, LOC119082164|XP_037047467.1|BCOP
OG0003792	LOC108144889|XP_017125539.1|DELE	LOC119085213|XP_037051419.1|BCOP
OG0003793	LOC108144367|XP_017124627.1|DELE	LOC119080053|XP_037044154.1|BCOP
OG0003794	LOC108134633|XP_017110509.1|DELE	LOC119084547|XP_037050455.1|BCOP, LOC119083961|XP_037049663.1|BCOP, LOC119082953|XP_037048496.1|BCOP
OG0003795	LOC108143176|XP_017122914.1|DELE	LOC119073496|XP_037034902.1|BCOP
OG0003796	LOC108148818|XP_017131561.1|DELE	LOC119084951|XP_037050991.1|BCOP
OG0003797	LOC108138998|XP_017117082.1|DELE	LOC119070823|XP_037031218.1|BCOP
OG0003798	LOC108141534|XP_017120461.1|DELE	LOC119073279|XP_037034557.1|BCOP
OG0003799	LOC108137550|XP_017114765.1|DELE	LOC119073272|XP_037034550.1|BCOP
OG0003800	LOC108138956|XP_017117025.1|DELE	LOC119070805|XP_037031180.1|BCOP
OG0003801	LOC108139013|XP_017117104.1|DELE	LOC119083153|XP_037048694.1|BCOP
OG0003802	LOC108138149|XP_017115710.1|DELE	LOC119075293|XP_037037600.1|BCOP
OG0003803	LOC108148522|XP_017131049.1|DELE	LOC119066948|XP_037025563.1|BCOP
OG0003804	LOC108138741|XP_017116624.1|DELE	LOC119066039|XP_037024152.1|BCOP
OG0003805	LOC108145360|XP_017126245.1|DELE	LOC119085180|XP_037051383.1|BCOP
OG0003806	LOC108137699|XP_017115068.1|DELE	LOC119070911|XP_037031336.1|BCOP
OG0003807	LOC108137809|XP_017115206.1|DELE	LOC119077159|XP_037040244.1|BCOP
OG0003808	LOC108135606|XP_017111907.1|DELE	LOC119084845|XP_037050847.1|BCOP
OG0003809	LOC108138628|XP_017116404.1|DELE	LOC119074006|XP_037035835.1|BCOP
OG0003810	LOC108144622|XP_017125136.1|DELE	LOC119076188|XP_037038755.1|BCOP
OG0003811	LOC108143549|XP_017123547.1|DELE	LOC119070969|XP_037031436.1|BCOP
OG0003812	LOC108145301|XP_017126119.1|DELE	LOC119074140|XP_037036031.1|BCOP, LOC119066325|XP_037024612.1|BCOP
OG0003813	LOC108141875|XP_017120960.1|DELE	LOC119070915|XP_037031344.1|BCOP
OG0003814	LOC108138124|XP_017115645.1|DELE	LOC119066746|XP_037025266.1|BCOP
OG0003815	LOC108136880|XP_017113820.1|DELE	LOC119066366|XP_037024680.1|BCOP
OG0003816	LOC108138825|XP_017116816.1|DELE	LOC119070892|XP_037031312.1|BCOP
OG0003817	LOC108141957|XP_017121088.1|DELE	LOC119070797|XP_037031173.1|BCOP
OG0003818	LOC108138640|XP_017116467.1|DELE	LOC119077006|XP_037040011.1|BCOP
OG0003819	LOC108134692|XP_017110579.1|DELE	LOC119077017|XP_037040024.1|BCOP
OG0003820	LOC108142975|XP_017122620.1|DELE	LOC119073506|XP_037034917.1|BCOP
OG0003821	LOC108149831|XP_017133194.1|DELE	LOC119081767|XP_037046856.1|BCOP
OG0003822	LOC108139037|XP_017117137.1|DELE	LOC119078871|XP_037042481.1|BCOP
OG0003823	LOC108147949|XP_017130223.1|DELE	LOC119066744|XP_037025262.1|BCOP
OG0003824	LOC108138733|XP_017116601.1|DELE	LOC119085885|XP_037052296.1|BCOP
OG0003825	LOC108142084|XP_017121265.1|DELE	LOC119077097|XP_037040149.1|BCOP
OG0003826	LOC108149334|XP_017132291.1|DELE	LOC119081923|XP_037047071.1|BCOP
OG0003827	LOC108141709|XP_017120681.1|DELE	LOC119081936|XP_037047087.1|BCOP
OG0003828	LOC108141839|XP_017120913.1|DELE	LOC119081938|XP_037047089.1|BCOP
OG0003829	LOC108138924|XP_017116980.1|DELE	LOC119081939|XP_037047095.1|BCOP
OG0003830	LOC108150694|XP_017134444.1|DELE	LOC119076988|XP_037039988.1|BCOP
