Orthogroup	DELE.longest_only	DEUG.longest_only
OG0007429	LOC108144977|XP_017125618.1|DELE	LOC108109173|XP_017073087.1|DEUG
OG0007430	LOC108146380|XP_017127863.1|DELE	LOC108104620|XP_017066282.1|DEUG
OG0007431	LOC108139004|XP_017117088.1|DELE	LOC108102671|XP_017063301.1|DEUG
OG0007432	LOC108138377|XP_017116048.1|DELE	LOC108116790|XP_017084328.1|DEUG
OG0007433	LOC108138551|XP_017116311.1|DELE	LOC108117412|XP_017085309.1|DEUG
OG0007434	LOC108135585|XP_017111869.1|DELE	LOC108114296|XP_017080687.1|DEUG
OG0007435	LOC108135655|XP_017111974.1|DELE	LOC108114542|XP_017081074.1|DEUG
OG0007436	LOC108142238|XP_017121446.1|DELE	LOC108114628|XP_017081184.1|DEUG
OG0007437	LOC108136140|XP_017112624.1|DELE	LOC108105997|XP_017068324.1|DEUG
OG0007438	LOC108142503|XP_017121894.1|DELE	LOC108114334|XP_017080747.1|DEUG
OG0007439	LOC108135741|XP_017112064.1|DELE	LOC108117123|XP_017084843.1|DEUG
OG0007440	LOC108140864|XP_017119343.1|DELE	LOC108102409|XP_017062859.1|DEUG
OG0007441	LOC108141445|XP_017120333.1|DELE	LOC108113118|XP_017079107.1|DEUG
OG0007442	LOC108136940|XP_017113906.1|DELE	LOC108105293|XP_017067274.1|DEUG
OG0007443	LOC108143474|XP_017123407.1|DELE	LOC108109139|XP_017073025.1|DEUG
OG0007444	LOC108149693|XP_017132948.1|DELE	LOC108106498|XP_017069080.1|DEUG
OG0007445	LOC108149692|XP_017132947.1|DELE	LOC108106497|XP_017069078.1|DEUG
OG0007446	LOC108149447|XP_017132526.1|DELE	LOC108105687|XP_017067885.1|DEUG
OG0007447	LOC108149561|XP_017132688.1|DELE	LOC108105714|XP_017067918.1|DEUG
OG0007448	LOC108143615|XP_017123630.1|DELE	LOC108112770|XP_017078522.1|DEUG
OG0007449	LOC108135714|XP_017112048.1|DELE	LOC108113994|XP_017080228.1|DEUG
OG0007450	LOC108149389|XP_017132408.1|DELE	LOC108115497|XP_017082472.1|DEUG
OG0007451	LOC108142531|XP_017121946.1|DELE	LOC108117351|XP_017085215.1|DEUG
OG0007452	LOC108142644|XP_017122131.1|DELE	LOC108117341|XP_017085204.1|DEUG
OG0007453	LOC108150327|XP_017133937.1|DELE	LOC108114646|XP_017081206.1|DEUG
OG0007454	LOC108136122|XP_017112599.1|DELE	LOC108118208|XP_017086264.1|DEUG
OG0007455	LOC108143308|XP_017123113.1|DELE	LOC108109237|XP_017073199.1|DEUG
OG0007456	LOC108142458|XP_017121824.1|DELE	LOC108117405|XP_017085304.1|DEUG
OG0007457	LOC108146253|XP_017127680.1|DELE	LOC108102838|XP_017063520.1|DEUG
OG0007458	LOC108136686|XP_017113501.1|DELE	LOC108115299|XP_017082187.1|DEUG
OG0007459	LOC108137368|XP_017114497.1|DELE	LOC108115609|XP_017082630.1|DEUG
OG0007460	LOC108144649|XP_017125183.1|DELE	LOC108112684|XP_017078365.1|DEUG
OG0007461	LOC108142533|XP_017121948.1|DELE	LOC108114484|XP_017080991.1|DEUG
OG0007462	LOC108142834|XP_017122388.1|DELE	LOC108108223|XP_017071680.1|DEUG
OG0007463	LOC108142874|XP_017122437.1|DELE	LOC108107591|XP_017070643.1|DEUG
OG0007464	LOC108142452|XP_017121809.1|DELE	LOC108114330|XP_017080744.1|DEUG
OG0007465	LOC108146613|XP_017128148.1|DELE	LOC108113870|XP_017080073.1|DEUG
OG0007466	LOC108144393|XP_017124661.1|DELE	LOC108106339|XP_017068805.1|DEUG
OG0007467	LOC108145118|XP_017125818.1|DELE	LOC108114916|XP_017081592.1|DEUG
OG0007468	LOC108144437|XP_017124810.1|DELE	LOC108112615|XP_017078195.1|DEUG
OG0007469	LOC108135674|XP_017112000.1|DELE	LOC108108637|XP_017072227.1|DEUG
OG0007470	LOC108135238|XP_017111390.1|DELE	LOC108107125|XP_017070007.1|DEUG
OG0007471	LOC108144554|XP_017125021.1|DELE	LOC108112945|XP_017078833.1|DEUG
OG0007472	LOC108135452|XP_017111684.1|DELE	LOC108102965|XP_017063754.1|DEUG
OG0007473	LOC108142741|XP_017122253.1|DELE	LOC108113939|XP_017080136.1|DEUG
OG0007474	LOC108143543|XP_017123533.1|DELE	LOC108112771|XP_017078524.1|DEUG
OG0007475	LOC108142564|XP_017122001.1|DELE	LOC108114457|XP_017080947.1|DEUG
OG0007476	LOC108137706|XP_017115073.1|DELE	LOC108103932|XP_017065177.1|DEUG
OG0007477	LOC108137639|XP_017114933.1|DELE	LOC108103890|XP_017065109.1|DEUG
OG0007478	LOC108141980|XP_017121124.1|DELE	LOC108111063|XP_017075881.1|DEUG
OG0007479	LOC108136343|XP_017112940.1|DELE	LOC108104388|XP_017065914.1|DEUG
OG0007480	LOC108140710|XP_017119160.1|DELE	LOC108116436|XP_017083825.1|DEUG
OG0007481	LOC108146506|XP_017128031.1|DELE	LOC108107576|XP_017070626.1|DEUG
OG0007482	LOC108149484|XP_017132591.1|DELE	LOC108106108|XP_017068474.1|DEUG
OG0007483	LOC108147028|XP_017128774.1|DELE	LOC108104790|XP_017066539.1|DEUG
OG0007484	LOC108137700|XP_017115065.1|DELE	LOC108103924|XP_017065165.1|DEUG
OG0007485	LOC108140910|XP_017119454.1|DELE	LOC108102425|XP_017062892.1|DEUG
OG0007486	LOC108148428|XP_017130955.1|DELE	LOC108105085|XP_017067003.1|DEUG
OG0007487	LOC108145303|XP_017126122.1|DELE	LOC108102381|XP_017062803.1|DEUG
OG0007488	LOC108142698|XP_017122197.1|DELE	LOC108114582|XP_017081126.1|DEUG
OG0007489	LOC108143920|XP_017123988.1|DELE	LOC108108333|XP_017071851.1|DEUG
OG0007490	LOC108134874|XP_017110855.1|DELE	LOC108110088|XP_017074470.1|DEUG
OG0007491	LOC108138579|XP_017116354.1|DELE	LOC108109738|XP_017073879.1|DEUG
OG0007492	LOC108149644|XP_017132869.1|DELE	LOC108113131|XP_017079124.1|DEUG
OG0007493	LOC108148162|XP_017130548.1|DELE	LOC108104941|XP_017066793.1|DEUG
OG0007494	LOC108142120|XP_017121306.1|DELE	LOC108110802|XP_017075522.1|DEUG
OG0007495	LOC108136470|XP_017113158.1|DELE	LOC108106046|XP_017068388.1|DEUG
OG0007496	LOC108142823|XP_017122374.1|DELE	LOC108107566|XP_017070615.1|DEUG
OG0007497	LOC108150295|XP_017133890.1|DELE	LOC108114575|XP_017081116.1|DEUG
OG0007498	LOC108146769|XP_017128396.1|DELE	LOC108106003|XP_017068329.1|DEUG
OG0007499	LOC108146844|XP_017128534.1|DELE	LOC108108757|XP_017072407.1|DEUG
OG0007500	LOC108146604|XP_017128141.1|DELE	LOC108108758|XP_017072408.1|DEUG
OG0007501	LOC108150561|XP_017134284.1|DELE	LOC108116758|XP_017084266.1|DEUG
OG0007502	LOC108135881|XP_017112277.1|DELE	LOC108116989|XP_017084643.1|DEUG
OG0007503	LOC108138972|XP_017117045.1|DELE	LOC108102672|XP_017063302.1|DEUG
OG0007504	LOC108142719|XP_017122229.1|DELE	LOC108114505|XP_017081013.1|DEUG
OG0007505	LOC108136117|XP_017112589.1|DELE	LOC108104283|XP_017065742.1|DEUG
OG0007506	LOC108136154|XP_017112638.1|DELE	LOC108104303|XP_017065767.1|DEUG
OG0007507	LOC108138213|XP_017115822.1|DELE	LOC108104110|XP_017065499.1|DEUG
OG0007508	LOC108148031|XP_017130359.1|DELE	LOC108110788|XP_017075497.1|DEUG
OG0007509	LOC108149524|XP_017132643.1|DELE	LOC108110984|XP_017075781.1|DEUG
OG0007510	LOC108149886|XP_017133271.1|DELE	LOC108104563|XP_017066195.1|DEUG
OG0007511	LOC108149532|XP_017132653.1|DELE	LOC108110887|XP_017075633.1|DEUG
OG0007512	LOC108136841|XP_017113751.1|DELE	LOC108117126|XP_017084847.1|DEUG
OG0007513	LOC108137866|XP_017115291.1|DELE	LOC108111172|XP_017076040.1|DEUG
OG0007514	LOC108146146|XP_017127491.1|DELE	LOC108113841|XP_017080044.1|DEUG
OG0007515	LOC108150736|XP_017134528.1|DELE	LOC108106856|XP_017069588.1|DEUG
OG0007516	LOC108149384|XP_017132402.1|DELE	LOC108115493|XP_017082467.1|DEUG
OG0007517	LOC108142596|XP_017122052.1|DELE	LOC108114532|XP_017081058.1|DEUG
OG0007518	LOC108144658|XP_017125193.1|DELE	LOC108107397|XP_017070406.1|DEUG
OG0007519	LOC108145245|XP_017126006.1|DELE	LOC108109222|XP_017073179.1|DEUG
OG0007520	LOC108144995|XP_017125648.1|DELE	LOC108110021|XP_017074353.1|DEUG
OG0007521	LOC108136452|XP_017113123.1|DELE	LOC108103998|XP_017065276.1|DEUG
OG0007522	LOC108134573|XP_017110414.1|DELE	LOC108105011|XP_017066881.1|DEUG
OG0007523	LOC108144749|XP_017125342.1|DELE	LOC108106707|XP_017069427.1|DEUG
OG0007524	LOC108138908|XP_017116949.1|DELE	LOC108102629|XP_017063231.1|DEUG
OG0007525	LOC108149552|XP_017132679.1|DELE	LOC108105888|XP_017068160.1|DEUG
OG0007526	LOC108140525|XP_017118823.1|DELE	LOC108105555|XP_017067684.1|DEUG
OG0007527	LOC108150202|XP_017133701.1|DELE	LOC108114620|XP_017081175.1|DEUG
OG0007528	LOC108135959|XP_017112399.1|DELE	LOC108110345|XP_017074864.1|DEUG
OG0007529	LOC108149727|XP_017132983.1|DELE	LOC108106806|XP_017069542.1|DEUG
OG0007530	LOC108143987|XP_017124090.1|DELE	LOC108113771|XP_017079958.1|DEUG
OG0007531	LOC108135957|XP_017112396.1|DELE	LOC108111619|XP_017076639.1|DEUG
OG0007532	LOC108144841|XP_017125470.1|DELE	LOC108107470|XP_017070506.1|DEUG
OG0007533	LOC108146815|XP_017128495.1|DELE	LOC108108711|XP_017072331.1|DEUG
OG0007534	LOC108147003|XP_017128756.1|DELE	LOC108106020|XP_017068359.1|DEUG
OG0007535	LOC108146622|XP_017128155.1|DELE	LOC108113842|XP_017080041.1|DEUG
OG0007536	LOC108140688|XP_017119126.1|DELE	LOC108116397|XP_017083756.1|DEUG
OG0007537	LOC108146737|XP_017128330.1|DELE	LOC108105974|XP_017068269.1|DEUG
OG0007538	LOC108146772|XP_017128400.1|DELE	LOC108105983|XP_017068301.1|DEUG
OG0007539	LOC108149414|XP_017132462.1|DELE	LOC108103517|XP_017064517.1|DEUG
OG0007540	LOC108143001|XP_017122671.1|DELE	LOC108105209|XP_017067152.1|DEUG
OG0007541	LOC108149119|XP_017132009.1|DELE	LOC108106727|XP_017069452.1|DEUG
OG0007542	LOC108143698|XP_017123715.1|DELE	LOC108111992|XP_017077211.1|DEUG
OG0007543	LOC108145291|XP_017126095.1|DELE	LOC108108791|XP_017072459.1|DEUG
OG0007544	LOC108142355|XP_017121646.1|DELE	LOC108107804|XP_017071022.1|DEUG
OG0007545	LOC108138732|XP_017116599.1|DELE	LOC108114865|XP_017081508.1|DEUG
OG0007546	LOC108147322|XP_017129237.1|DELE	LOC108113613|XP_017079762.1|DEUG
OG0007547	LOC108144518|XP_017124948.1|DELE	LOC108112666|XP_017078292.1|DEUG
OG0007548	LOC108146189|XP_017127587.1|DELE	LOC108102820|XP_017063491.1|DEUG
OG0007549	LOC108146612|XP_017128147.1|DELE	LOC108108684|XP_017072276.1|DEUG
OG0007550	LOC108146843|XP_017128533.1|DELE	LOC108104011|XP_017065326.1|DEUG
OG0007551	LOC108147025|XP_017128770.1|DELE	LOC108109166|XP_017073078.1|DEUG
OG0007552	LOC108149164|XP_017132055.1|DELE	LOC108110491|XP_017075058.1|DEUG
OG0007553	LOC108138758|XP_017116652.1|DELE	LOC108110544|XP_017075122.1|DEUG
OG0007554	LOC108150333|XP_017133944.1|DELE	LOC108114450|XP_017080939.1|DEUG
OG0007555	LOC108144473|XP_017124873.1|DELE	LOC108112471|XP_017077816.1|DEUG
OG0007556	LOC108144828|XP_017125449.1|DELE	LOC108107492|XP_017070528.1|DEUG
OG0007557	LOC108144688|XP_017125242.1|DELE	LOC108107396|XP_017070404.1|DEUG
OG0007558	LOC108149770|XP_017133096.1|DELE	LOC108106492|XP_017069061.1|DEUG
OG0007559	LOC108142050|XP_017121221.1|DELE	LOC108111157|XP_017076016.1|DEUG
OG0007560	LOC108142735|XP_017122249.1|DELE	LOC108114525|XP_017081045.1|DEUG
OG0007561	LOC108146316|XP_017127766.1|DELE	LOC108108609|XP_017072196.1|DEUG
OG0007562	LOC108142514|XP_017121922.1|DELE	LOC108114378|XP_017080820.1|DEUG
OG0007563	LOC108135660|XP_017111982.1|DELE	LOC108108634|XP_017072224.1|DEUG
OG0007564	LOC108146752|XP_017128371.1|DELE	LOC108114572|XP_017081112.1|DEUG
OG0007565	LOC108143910|XP_017123977.1|DELE	LOC108113746|XP_017079928.1|DEUG
OG0007566	LOC108149801|XP_017133155.1|DELE	LOC108106470|XP_017069032.1|DEUG
OG0007567	LOC108148853|XP_017131629.1|DELE	LOC108116016|XP_017083190.1|DEUG
OG0007568	LOC108149091|XP_017131976.1|DELE	LOC108111966|XP_017077160.1|DEUG
OG0007569	LOC108143487|XP_017123425.1|DELE	LOC108109195|XP_017073117.1|DEUG
OG0007570	LOC108149090|XP_017131974.1|DELE	LOC108111964|XP_017077156.1|DEUG
OG0007571	LOC108149107|XP_017131995.1|DELE	LOC108111965|XP_017077157.1|DEUG
OG0007572	LOC108149388|XP_017132407.1|DELE	LOC108115496|XP_017082471.1|DEUG
OG0007573	LOC108141408|XP_017120261.1|DELE	LOC108113047|XP_017078966.1|DEUG
OG0007574	LOC108144418|XP_017124756.1|DELE	LOC108107357|XP_017070346.1|DEUG
OG0007575	LOC108141438|XP_017120316.1|DELE	LOC108112937|XP_017078819.1|DEUG
OG0007576	LOC108144202|XP_017124365.1|DELE	LOC108117593|XP_017085586.1|DEUG
OG0007577	LOC108142550|XP_017121973.1|DELE	LOC108117159|XP_017084921.1|DEUG
OG0007578	LOC108150502|XP_017134203.1|DELE	LOC108117527|XP_017085658.1|DEUG
OG0007579	LOC108145520|XP_017126493.1|DELE	LOC108104588|XP_017066240.1|DEUG
OG0007580	LOC108136055|XP_017112478.1|DELE	LOC108118206|XP_017086262.1|DEUG
OG0007581	LOC108150494|XP_017134192.1|DELE	LOC108118443|XP_017086640.1|DEUG
OG0007582	LOC108143854|XP_017123905.1|DELE	LOC108113769|XP_017079956.1|DEUG
OG0007583	LOC108141862|XP_017120944.1|DELE	LOC108113201|XP_017079221.1|DEUG
OG0007584	LOC108147664|XP_017129836.1|DELE	LOC108105027|XP_017066913.1|DEUG
OG0007585	LOC108142765|XP_017122291.1|DELE	LOC108108152|XP_017071571.1|DEUG
OG0007586	LOC108149406|XP_017132432.1|DELE	LOC108105869|XP_017068134.1|DEUG
OG0007587	LOC108145232|XP_017125984.1|DELE	LOC108109094|XP_017072965.1|DEUG
OG0007588	LOC108141810|XP_017120875.1|DELE	LOC108115189|XP_017081998.1|DEUG
OG0007589	LOC108136566|XP_017113364.1|DELE	LOC108103461|XP_017064444.1|DEUG
OG0007590	LOC108143174|XP_017122910.1|DELE	LOC108105934|XP_017068205.1|DEUG
OG0007591	LOC108141354|XP_017120161.1|DELE	LOC108104817|XP_017066590.1|DEUG
OG0007592	LOC108137537|XP_017114749.1|DELE	LOC108112873|XP_017078692.1|DEUG
OG0007593	LOC108149872|XP_017133247.1|DELE	LOC108103357|XP_017064292.1|DEUG
OG0007594	LOC108141540|XP_017120469.1|DELE	LOC108104798|XP_017066558.1|DEUG
OG0007595	LOC108143585|XP_017123590.1|DELE	LOC108109296|XP_017073279.1|DEUG
OG0007596	LOC108147393|XP_017129318.1|DELE	LOC108109811|XP_017074024.1|DEUG
OG0007597	LOC108135693|XP_017112024.1|DELE	LOC108108633|XP_017072223.1|DEUG
OG0007598	LOC108141426|XP_017120297.1|DELE	LOC108113068|XP_017078998.1|DEUG
OG0007599	LOC108146969|XP_017128715.1|DELE	LOC108113869|XP_017080071.1|DEUG
OG0007600	LOC108146491|XP_017128012.1|DELE	LOC108108557|XP_017072127.1|DEUG
OG0007601	LOC108136022|XP_017112438.1|DELE	LOC108118188|XP_017086236.1|DEUG
OG0007602	LOC108143278|XP_017123083.1|DELE	LOC108108798|XP_017072467.1|DEUG
OG0007603	LOC108143263|XP_017123065.1|DELE	LOC108108796|XP_017072463.1|DEUG
OG0007604	LOC108146087|XP_017127398.1|DELE	LOC108104698|XP_017066398.1|DEUG
OG0007605	LOC108143131|XP_017122860.1|DELE	LOC108108706|XP_017072300.1|DEUG
OG0007606	LOC108135577|XP_017111855.1|DELE	LOC108114390|XP_017080846.1|DEUG
OG0007607	LOC108148718|XP_017131375.1|DELE	LOC108113585|XP_017079717.1|DEUG
OG0007608	LOC108142813|XP_017122363.1|DELE	LOC108114201|XP_017080508.1|DEUG
OG0007609	LOC108135433|XP_017111661.1|DELE	LOC108102967|XP_017063757.1|DEUG
OG0007610	LOC108141537|XP_017120466.1|DELE	LOC108104877|XP_017066693.1|DEUG
OG0007611	LOC108145272|XP_017126046.1|DELE	LOC108102321|XP_017062586.1|DEUG
OG0007612	LOC108141499|XP_017120407.1|DELE	LOC108104845|XP_017066649.1|DEUG
OG0007613	LOC108145250|XP_017126016.1|DELE	LOC108109095|XP_017072967.1|DEUG
OG0007614	LOC108146242|XP_017127665.1|DELE	LOC108107740|XP_017070888.1|DEUG
OG0007615	LOC108142472|XP_017121843.1|DELE	LOC108117357|XP_017085225.1|DEUG
OG0007616	LOC108148796|XP_017131505.1|DELE	LOC108116015|XP_017083189.1|DEUG
OG0007617	LOC108136121|XP_017112595.1|DELE	LOC108118220|XP_017086285.1|DEUG
OG0007618	LOC108146629|XP_017128163.1|DELE	LOC108105925|XP_017068195.1|DEUG
OG0007619	LOC108146726|XP_017128311.1|DELE	LOC108104014|XP_017065331.1|DEUG
OG0007620	LOC108146777|XP_017128413.1|DELE	LOC108105991|XP_017068314.1|DEUG
OG0007621	LOC108143596|XP_017123608.1|DELE	LOC108104612|XP_017066276.1|DEUG
OG0007622	LOC108135564|XP_017111810.1|DELE	LOC108108489|XP_017072033.1|DEUG
OG0007623	LOC108142490|XP_017121868.1|DELE	LOC108114356|XP_017080787.1|DEUG
OG0007624	LOC108142231|XP_017121438.1|DELE	LOC108113958|XP_017080160.1|DEUG
OG0007625	LOC108150233|XP_017133777.1|DELE	LOC108114458|XP_017080949.1|DEUG
OG0007626	LOC108145875|XP_017127004.1|DELE	LOC108102866|XP_017063561.1|DEUG
OG0007627	LOC108145873|XP_017127001.1|DELE	LOC108102831|XP_017063510.1|DEUG
OG0007628	LOC108145274|XP_017126055.1|DELE	LOC108118553|XP_017086794.1|DEUG
OG0007629	LOC108147518|XP_017129588.1|DELE	LOC108109828|XP_017074053.1|DEUG
OG0007630	LOC108135749|XP_017112072.1|DELE	LOC108117077|XP_017084739.1|DEUG
OG0007631	LOC108140761|XP_017119236.1|DELE	LOC108115880|XP_017083009.1|DEUG
OG0007632	LOC108146093|XP_017127410.1|DELE	LOC108104701|XP_017066405.1|DEUG
OG0007633	LOC108149396|XP_017132419.1|DELE	LOC108105670|XP_017067859.1|DEUG
OG0007634	LOC108148779|XP_017131479.1|DELE	LOC108111447|XP_017076405.1|DEUG
OG0007635	LOC108149480|XP_017132585.1|DELE	LOC108105870|XP_017068135.1|DEUG
OG0007636	LOC108145740|XP_017126792.1|DELE	LOC108108537|XP_017072099.1|DEUG
OG0007637	LOC108134744|XP_017110672.1|DELE	LOC108118275|XP_017086361.1|DEUG
OG0007638	LOC108150391|XP_017134022.1|DELE	LOC108102435|XP_017062901.1|DEUG
OG0007639	LOC108134868|XP_017110846.1|DELE	LOC108105082|XP_017066994.1|DEUG
OG0007640	LOC108147042|XP_017128804.1|DELE	LOC108104801|XP_017066563.1|DEUG
OG0007641	LOC108143915|XP_017123984.1|DELE	LOC108109494|XP_017073520.1|DEUG
OG0007642	LOC108149748|XP_017133028.1|DELE	LOC108106509|XP_017069092.1|DEUG
OG0007643	LOC108140793|XP_017119276.1|DELE	LOC108110677|XP_017075291.1|DEUG, LOC108116438|XP_017083833.1|DEUG
OG0007644	LOC108142928|XP_017122510.1|DELE	LOC108109381|XP_017073363.1|DEUG
OG0007645	LOC108140421|XP_017118632.1|DELE	LOC108116509|XP_017083934.1|DEUG, LOC108116290|XP_017083567.1|DEUG, LOC108116256|XP_017083534.1|DEUG, LOC108116257|XP_017083535.1|DEUG
OG0007646	LOC108138052|XP_017115517.1|DELE	LOC108104150|XP_017065539.1|DEUG
OG0007647	LOC108138796|XP_017116764.1|DELE	LOC108114842|XP_017081477.1|DEUG
OG0007648	LOC108145346|XP_017126225.1|DELE	LOC108109276|XP_017073257.1|DEUG
OG0007649	LOC108150268|XP_017133839.1|DELE	LOC108114621|XP_017081176.1|DEUG
OG0007650	LOC108143300|XP_017123104.1|DELE	LOC108108881|XP_017072588.1|DEUG
OG0007651	LOC108150036|XP_017133488.1|DELE	LOC108103837|XP_017065015.1|DEUG
OG0007652	LOC108149753|XP_017133050.1|DELE	LOC108104490|XP_017066092.1|DEUG
OG0007653	LOC108142799|XP_017122342.1|DELE	LOC108114559|XP_017081098.1|DEUG
OG0007654	LOC108145760|XP_017126816.1|DELE	LOC108107648|XP_017070722.1|DEUG
OG0007655	LOC108143647|XP_017123648.1|DELE	LOC108111922|XP_017077053.1|DEUG
OG0007656	LOC108140415|XP_017118622.1|DELE	LOC108110259|XP_017074736.1|DEUG
OG0007657	LOC108139108|XP_017117210.1|DELE	LOC108111640|XP_017076660.1|DEUG
OG0007657	LOC108135027|XP_017111047.1|DELE	LOC108108363|XP_017071897.1|DEUG
OG0007658	LOC108149112|XP_017132000.1|DELE	LOC108111969|XP_017077163.1|DEUG
OG0007659	LOC108141293|XP_017120049.1|DELE	LOC108104879|XP_017066695.1|DEUG
OG0007660	LOC108136973|XP_017113953.1|DELE	LOC108116265|XP_017083544.1|DEUG
OG0007661	LOC108144970|XP_017125607.1|DELE	LOC108108876|XP_017072582.1|DEUG
OG0007662	LOC108137892|XP_017115320.1|DELE	LOC108112099|XP_017077337.1|DEUG
OG0007663	LOC108143370|XP_017123179.1|DELE	LOC108108870|XP_017072577.1|DEUG
OG0007663	LOC108143293|XP_017123096.1|DELE	LOC108108895|XP_017072604.1|DEUG
OG0007664	LOC108139130|XP_017117233.1|DELE	LOC108111650|XP_017076670.1|DEUG
OG0007665	LOC108135922|XP_017112354.1|DELE	LOC108104317|XP_017065790.1|DEUG
OG0007666	LOC108135942|XP_017112380.1|DELE	LOC108104305|XP_017065769.1|DEUG
OG0007667	LOC108140925|XP_017119478.1|DELE	LOC108112638|XP_017078242.1|DEUG
OG0007668	LOC108149257|XP_017132189.1|DELE	LOC108106138|XP_017068519.1|DEUG
OG0007669	LOC108140893|XP_017119420.1|DELE	LOC108102403|XP_017062838.1|DEUG
OG0007670	LOC108140892|XP_017119418.1|DELE	LOC108102402|XP_017062837.1|DEUG
OG0007671	LOC108136553|XP_017113348.1|DELE	LOC108118087|XP_017086123.1|DEUG
OG0007672	LOC108138440|XP_017116130.1|DELE	LOC108118521|XP_017086756.1|DEUG
OG0007673	LOC108148943|XP_017131765.1|DELE	LOC108115808|XP_017082886.1|DEUG
OG0007674	LOC108138528|XP_017116278.1|DELE	LOC108118350|XP_017086481.1|DEUG
OG0007675	LOC108138540|XP_017116299.1|DELE	LOC108102968|XP_017063758.1|DEUG
OG0007676	LOC108136476|XP_017113168.1|DELE	LOC108109945|XP_017074240.1|DEUG
OG0007677	LOC108137587|XP_017114807.1|DELE	LOC108103709|XP_017064795.1|DEUG
OG0007678	LOC108141629|XP_017120586.1|DELE	LOC108102985|XP_017063784.1|DEUG
OG0007679	LOC108141613|XP_017120567.1|DELE	LOC108102921|XP_017063661.1|DEUG
OG0007680	LOC108147993|XP_017130297.1|DELE	LOC108110763|XP_017075467.1|DEUG
OG0007681	LOC108136923|XP_017113887.1|DELE	LOC108117281|XP_017085124.1|DEUG
OG0007682	LOC108138465|XP_017116162.1|DELE	LOC108103956|XP_017065208.1|DEUG
OG0007683	LOC108134866|XP_017110844.1|DELE	LOC108105043|XP_017066936.1|DEUG
OG0007684	LOC108138597|XP_017116376.1|DELE	LOC108103010|XP_017063823.1|DEUG
OG0007685	LOC108134852|XP_017110808.1|DELE	LOC108115205|XP_017082030.1|DEUG
OG0007686	LOC108145564|XP_017126558.1|DELE	LOC108102937|XP_017063689.1|DEUG
OG0007687	LOC108137135|XP_017114177.1|DELE	LOC108110312|XP_017074815.1|DEUG
OG0007688	LOC108136694|XP_017113507.1|DELE	LOC108116622|XP_017084088.1|DEUG
OG0007689	LOC108144644|XP_017125179.1|DELE	LOC108109717|XP_017073838.1|DEUG
OG0007690	LOC108137120|XP_017114137.1|DELE	LOC108102953|XP_017063720.1|DEUG
OG0007691	LOC108148878|XP_017131668.1|DELE	LOC108116084|XP_017083290.1|DEUG
OG0007692	LOC108148181|XP_017130572.1|DELE	LOC108118371|XP_017086529.1|DEUG
OG0007693	LOC108134922|XP_017110926.1|DELE	LOC108103578|XP_017064591.1|DEUG
OG0007694	LOC108136155|XP_017112639.1|DELE	LOC108118221|XP_017086288.1|DEUG
OG0007695	LOC108141422|XP_017120300.1|DELE	LOC108103212|XP_017064095.1|DEUG
OG0007696	LOC108137420|XP_017114572.1|DELE	LOC108108440|XP_017071982.1|DEUG
OG0007697	LOC108146125|XP_017127459.1|DELE	LOC108107918|XP_017071228.1|DEUG
OG0007698	LOC108150009|XP_017133449.1|DELE	LOC108103898|XP_017065131.1|DEUG
OG0007699	LOC108138593|XP_017116373.1|DELE	LOC108104967|XP_017066824.1|DEUG
OG0007700	LOC108136261|XP_017112806.1|DELE	LOC108103647|XP_017064692.1|DEUG
OG0007701	LOC108149868|XP_017133239.1|DELE	LOC108103226|XP_017064116.1|DEUG
OG0007702	LOC108136324|XP_017112915.1|DELE	LOC108105529|XP_017067648.1|DEUG
OG0007703	LOC108137183|XP_017114255.1|DELE	LOC108110333|XP_017074852.1|DEUG
OG0007704	LOC108142902|XP_017122478.1|DELE	LOC108104214|XP_017065646.1|DEUG
OG0007705	LOC108136546|XP_017113334.1|DELE	LOC108106056|XP_017068403.1|DEUG
OG0007706	LOC108136544|XP_017113331.1|DELE	LOC108109994|XP_017074319.1|DEUG
OG0007707	LOC108135418|XP_017111619.1|DELE	LOC108102955|XP_017063727.1|DEUG
OG0007708	LOC108137623|XP_017114883.1|DELE	LOC108110026|XP_017074359.1|DEUG
OG0007709	LOC108147731|XP_017129948.1|DELE	LOC108118385|XP_017086549.1|DEUG
OG0007710	LOC108145565|XP_017126560.1|DELE	LOC108102938|XP_017063692.1|DEUG
OG0007711	LOC108150025|XP_017133474.1|DELE	LOC108103471|XP_017064460.1|DEUG
OG0007712	LOC108137139|XP_017114188.1|DELE	LOC108110075|XP_017074448.1|DEUG
OG0007713	LOC108147618|XP_017129743.1|DELE	LOC108104383|XP_017065907.1|DEUG
OG0007714	LOC108144303|XP_017124487.1|DELE	LOC108117689|XP_017085705.1|DEUG
OG0007715	LOC108144397|XP_017124670.1|DELE	LOC108102906|XP_017063618.1|DEUG
OG0007716	LOC108137630|XP_017114905.1|DELE	LOC108110120|XP_017074514.1|DEUG
OG0007717	LOC108142952|XP_017122581.1|DELE	LOC108104226|XP_017065662.1|DEUG
OG0007718	LOC108140930|XP_017119483.1|DELE	LOC108117673|XP_017085690.1|DEUG
OG0007719	LOC108136276|XP_017112833.1|DELE	LOC108103681|XP_017064748.1|DEUG
OG0007720	LOC108136313|XP_017112900.1|DELE	LOC108103699|XP_017064784.1|DEUG
OG0007721	LOC108137304|XP_017114413.1|DELE	LOC108109687|XP_017073777.1|DEUG
