Orthogroup	DELE.longest_only	CCAP.longest_only
OG0003748	LOC108146962|XP_017128708.1|DELE	CCAP1982_LOCUS11216|CAD7002742.1|CCAP
OG0003749	LOC108146869|XP_017128588.1|DELE	CCAP1982_LOCUS13308|CAD7004925.1|CCAP
OG0003750	LOC108146885|XP_017128608.1|DELE	CCAP1982_LOCUS13306|CAD7004923.1|CCAP
OG0003751	LOC108146727|XP_017128313.1|DELE	CCAP1982_LOCUS13309|CAD7004926.1|CCAP
OG0003752	LOC108146807|XP_017128481.1|DELE	CCAP1982_LOCUS11852|CAD7003394.1|CCAP
OG0003753	LOC108142510|XP_017121912.1|DELE	CCAP1982_LOCUS11856|CAD7003399.1|CCAP
OG0003754	LOC108142509|XP_017121909.1|DELE	CCAP1982_LOCUS11855|CAD7003398.1|CCAP
OG0003755	LOC108146689|XP_017128235.1|DELE	CCAP1982_LOCUS11175|CAD7002698.1|CCAP, CCAP1982_LOCUS11174|CAD7002697.1|CCAP
OG0003756	LOC108149600|XP_017132787.1|DELE	CCAP1982_LOCUS23023|CAD7015067.1|CCAP
OG0003757	LOC108144365|XP_017124620.1|DELE	CCAP1982_LOCUS22116|CAD7014110.1|CCAP
OG0003758	LOC108137013|XP_017114004.1|DELE, LOC108145163|XP_017125878.1|DELE	CCAP1982_LOCUS21779|CAD7013748.1|CCAP
OG0003759	LOC108147433|XP_017129400.1|DELE	CCAP1982_LOCUS11192|CAD7002717.1|CCAP
OG0003760	LOC108144662|XP_017125198.1|DELE	CCAP1982_LOCUS19957|CAD7011848.1|CCAP
OG0003761	LOC108147458|XP_017129477.1|DELE	CCAP1982_LOCUS11190|CAD7002715.1|CCAP
OG0003762	LOC108147459|XP_017129478.1|DELE	CCAP1982_LOCUS11188|CAD7002712.1|CCAP
OG0003763	LOC108142685|XP_017122181.1|DELE	CCAP1982_LOCUS12557|CAD7004137.1|CCAP
OG0003764	LOC108142606|XP_017122066.1|DELE	CCAP1982_LOCUS12566|CAD7004146.1|CCAP
OG0003765	LOC108149256|XP_017132188.1|DELE	CCAP1982_LOCUS7854|CAD6999327.1|CCAP
OG0003767	LOC108141402|XP_017120249.1|DELE	CCAP1982_LOCUS21617|CAD7013561.1|CCAP
OG0003768	LOC108144834|XP_017125461.1|DELE	CCAP1982_LOCUS21741|CAD7013702.1|CCAP
OG0003769	LOC108144781|XP_017125381.1|DELE	CCAP1982_LOCUS21766|CAD7013735.1|CCAP
OG0003770	LOC108148306|XP_017130779.1|DELE	CCAP1982_LOCUS10046|CAD7001551.1|CCAP
OG0003771	LOC108147469|XP_017129503.1|DELE	CCAP1982_LOCUS11845|CAD7003387.1|CCAP, CCAP1982_LOCUS11844|CAD7003385.1|CCAP
OG0003772	LOC108142363|XP_017121658.1|DELE	CCAP1982_LOCUS12758|CAD7004342.1|CCAP
OG0003773	LOC108141336|XP_017120124.1|DELE	CCAP1982_LOCUS22282|CAD7014279.1|CCAP
OG0003774	LOC108141452|XP_017120344.1|DELE	CCAP1982_LOCUS22285|CAD7014282.1|CCAP
OG0003775	LOC108148138|XP_017130481.1|DELE	CCAP1982_LOCUS8887|CAD7000411.1|CCAP
OG0003776	LOC108145064|XP_017125734.1|DELE	CCAP1982_LOCUS22302|CAD7014300.1|CCAP
OG0003777	LOC108145512|XP_017126469.1|DELE	CCAP1982_LOCUS21873|CAD7013854.1|CCAP, CCAP1982_LOCUS21872|CAD7013853.1|CCAP
OG0003778	LOC108144790|XP_017125391.1|DELE	CCAP1982_LOCUS22486|CAD7014485.1|CCAP
OG0003779	LOC108143447|XP_017123365.1|DELE	CCAP1982_LOCUS7188|CAD6998613.1|CCAP
OG0003780	LOC108144502|XP_017124924.1|DELE	CCAP1982_LOCUS23198|CAD7015249.1|CCAP
OG0003781	LOC108145286|XP_017126089.1|DELE	CCAP1982_LOCUS10121|CAD7001627.1|CCAP
OG0003783	LOC108140378|XP_017118571.1|DELE	CCAP1982_LOCUS2717|CAD6993929.1|CCAP
OG0003784	LOC108143438|XP_017123342.1|DELE	CCAP1982_LOCUS21732|CAD7013691.1|CCAP
OG0003785	LOC108137885|XP_017115316.1|DELE	CCAP1982_LOCUS22194|CAD7014188.1|CCAP
OG0003786	LOC108137962|XP_017115415.1|DELE	CCAP1982_LOCUS7209|CAD6998638.1|CCAP
OG0003787	LOC108137963|XP_017115418.1|DELE	CCAP1982_LOCUS7207|CAD6998636.1|CCAP
OG0003789	LOC108149617|XP_017132821.1|DELE	CCAP1982_LOCUS21199|CAD7013127.1|CCAP
OG0003790	LOC108146946|XP_017128689.1|DELE	CCAP1982_LOCUS11836|CAD7003377.1|CCAP
OG0003791	LOC108148305|XP_017130777.1|DELE	CCAP1982_LOCUS4446|CAD6995741.1|CCAP
OG0003792	LOC108144889|XP_017125539.1|DELE	CCAP1982_LOCUS19953|CAD7011844.1|CCAP
OG0003793	LOC108144367|XP_017124627.1|DELE	CCAP1982_LOCUS21395|CAD7013325.1|CCAP
OG0003794	LOC108134633|XP_017110509.1|DELE	CCAP1982_LOCUS20803|CAD7012696.1|CCAP
OG0003795	LOC108143176|XP_017122914.1|DELE	CCAP1982_LOCUS14674|CAD7006352.1|CCAP
OG0003796	LOC108148818|XP_017131561.1|DELE	CCAP1982_LOCUS3197|CAD6994450.1|CCAP
OG0003797	LOC108138998|XP_017117082.1|DELE	CCAP1982_LOCUS6552|CAD6997934.1|CCAP
OG0003798	LOC108141534|XP_017120461.1|DELE	CCAP1982_LOCUS22894|CAD7014931.1|CCAP
OG0003799	LOC108137550|XP_017114765.1|DELE	CCAP1982_LOCUS22887|CAD7014923.1|CCAP
OG0003800	LOC108138956|XP_017117025.1|DELE	CCAP1982_LOCUS5304|CAD6996624.1|CCAP
OG0003801	LOC108139013|XP_017117104.1|DELE	CCAP1982_LOCUS5506|CAD6996833.1|CCAP, CCAP1982_LOCUS5505|CAD6996832.1|CCAP
OG0003802	LOC108138149|XP_017115710.1|DELE	CCAP1982_LOCUS5798|CAD6997154.1|CCAP
OG0003803	LOC108148522|XP_017131049.1|DELE	CCAP1982_LOCUS1579|CAD6992734.1|CCAP
OG0003804	LOC108138741|XP_017116624.1|DELE	CCAP1982_LOCUS5284|CAD6996612.1|CCAP, CCAP1982_LOCUS5286|CAD6996614.1|CCAP
OG0003805	LOC108145360|XP_017126245.1|DELE	CCAP1982_LOCUS6671|CAD6998055.1|CCAP
OG0003806	LOC108137699|XP_017115068.1|DELE	CCAP1982_LOCUS5883|CAD6997250.1|CCAP
OG0003807	LOC108137809|XP_017115206.1|DELE	CCAP1982_LOCUS5605|CAD6996935.1|CCAP
OG0003808	LOC108135606|XP_017111907.1|DELE	CCAP1982_LOCUS12809|CAD7004399.1|CCAP
OG0003809	LOC108138628|XP_017116404.1|DELE	CCAP1982_LOCUS8799|CAD7000314.1|CCAP
OG0003810	LOC108144622|XP_017125136.1|DELE	CCAP1982_LOCUS22830|CAD7014864.1|CCAP
OG0003811	LOC108143549|XP_017123547.1|DELE	CCAP1982_LOCUS20526|CAD7012445.1|CCAP
OG0003812	LOC108145301|XP_017126119.1|DELE	CCAP1982_LOCUS6935|CAD6998330.1|CCAP, CCAP1982_LOCUS6934|CAD6998329.1|CCAP
OG0003813	LOC108141875|XP_017120960.1|DELE	CCAP1982_LOCUS5706|CAD6997052.1|CCAP
OG0003814	LOC108138124|XP_017115645.1|DELE	CCAP1982_LOCUS8342|CAD6999831.1|CCAP
OG0003815	LOC108136880|XP_017113820.1|DELE	CCAP1982_LOCUS3110|CAD6994356.1|CCAP
OG0003816	LOC108138825|XP_017116816.1|DELE	CCAP1982_LOCUS7861|CAD6999334.1|CCAP
OG0003817	LOC108141957|XP_017121088.1|DELE	CCAP1982_LOCUS7853|CAD6999326.1|CCAP
OG0003818	LOC108138640|XP_017116467.1|DELE	CCAP1982_LOCUS7280|CAD6998723.1|CCAP
OG0003819	LOC108134692|XP_017110579.1|DELE	CCAP1982_LOCUS7276|CAD6998719.1|CCAP
OG0003820	LOC108142975|XP_017122620.1|DELE	CCAP1982_LOCUS83|CAD6991141.1|CCAP
OG0003821	LOC108149831|XP_017133194.1|DELE	CCAP1982_LOCUS7180|CAD6998605.1|CCAP
OG0003822	LOC108139037|XP_017117137.1|DELE	CCAP1982_LOCUS6140|CAD6997499.1|CCAP
OG0003823	LOC108147949|XP_017130223.1|DELE	CCAP1982_LOCUS8357|CAD6999845.1|CCAP
OG0003824	LOC108138733|XP_017116601.1|DELE	CCAP1982_LOCUS6116|CAD6997474.1|CCAP
OG0003825	LOC108142084|XP_017121265.1|DELE	CCAP1982_LOCUS9117|CAD7000643.1|CCAP
OG0003826	LOC108149334|XP_017132291.1|DELE	CCAP1982_LOCUS7874|CAD6999347.1|CCAP
OG0003828	LOC108141839|XP_017120913.1|DELE	CCAP1982_LOCUS5595|CAD6996925.1|CCAP
OG0003829	LOC108138924|XP_017116980.1|DELE	CCAP1982_LOCUS6584|CAD6997966.1|CCAP
OG0003830	LOC108150694|XP_017134444.1|DELE	CCAP1982_LOCUS8407|CAD6999897.1|CCAP
OG0003831	LOC108144003|XP_017124112.1|DELE	CCAP1982_LOCUS3015|CAD6994254.1|CCAP
OG0003832	LOC108150733|XP_017134522.1|DELE	CCAP1982_LOCUS6414|CAD6997789.1|CCAP
OG0003833	LOC108150717|XP_017134495.1|DELE	CCAP1982_LOCUS6417|CAD6997792.1|CCAP
OG0003834	LOC108135291|XP_017111464.1|DELE	CCAP1982_LOCUS5881|CAD6997247.1|CCAP
OG0003836	LOC108138892|XP_017116915.1|DELE	CCAP1982_LOCUS11112|CAD7002628.1|CCAP
OG0003837	LOC108138960|XP_017117029.1|DELE	CCAP1982_LOCUS5808|CAD6997165.1|CCAP
OG0003838	LOC108134699|XP_017110584.1|DELE	CCAP1982_LOCUS6716|CAD6998102.1|CCAP
OG0003839	LOC108149424|XP_017132480.1|DELE	CCAP1982_LOCUS5500|CAD6996827.1|CCAP
OG0003840	LOC108147038|XP_017128790.1|DELE	CCAP1982_LOCUS21671|CAD7013620.1|CCAP
OG0003841	LOC108148036|XP_017130365.1|DELE	CCAP1982_LOCUS8955|CAD7000476.1|CCAP
OG0003842	LOC108134513|XP_017110340.1|DELE	CCAP1982_LOCUS5694|CAD6997036.1|CCAP
OG0003843	LOC108149300|XP_017132237.1|DELE	CCAP1982_LOCUS6000|CAD6997367.1|CCAP
OG0003844	LOC108149464|XP_017132557.1|DELE	CCAP1982_LOCUS5698|CAD6997041.1|CCAP
OG0003845	LOC108138243|XP_017115870.1|DELE	CCAP1982_LOCUS6223|CAD6997584.1|CCAP
OG0003846	LOC108141899|XP_017121000.1|DELE	CCAP1982_LOCUS5655|CAD6996994.1|CCAP
OG0003848	LOC108140381|XP_017118574.1|DELE	CCAP1982_LOCUS6404|CAD6997779.1|CCAP
OG0003849	LOC108136141|XP_017112628.1|DELE, LOC108149781|XP_017133125.1|DELE	CCAP1982_LOCUS22355|CAD7014358.1|CCAP
OG0003850	LOC108149316|XP_017132260.1|DELE	CCAP1982_LOCUS6057|CAD6997416.1|CCAP
OG0003851	LOC108143567|XP_017123566.1|DELE	CCAP1982_LOCUS12771|CAD7004356.1|CCAP
OG0003852	LOC108147956|XP_017130233.1|DELE	CCAP1982_LOCUS8118|CAD6999596.1|CCAP
OG0003853	LOC108141433|XP_017120306.1|DELE	CCAP1982_LOCUS22260|CAD7014257.1|CCAP
OG0003854	LOC108150475|XP_017134157.1|DELE	CCAP1982_LOCUS7898|CAD6999371.1|CCAP
OG0003855	LOC108150474|XP_017134156.1|DELE	CCAP1982_LOCUS7899|CAD6999372.1|CCAP
OG0003856	LOC108134487|XP_017110294.1|DELE	CCAP1982_LOCUS7076|CAD6998482.1|CCAP, CCAP1982_LOCUS7075|CAD6998481.1|CCAP
OG0003857	LOC108150468|XP_017134150.1|DELE	CCAP1982_LOCUS6970|CAD6998370.1|CCAP, CCAP1982_LOCUS6971|CAD6998371.1|CCAP
OG0003859	LOC108138935|XP_017116999.1|DELE	CCAP1982_LOCUS7282|CAD6998725.1|CCAP
OG0003860	LOC108144713|XP_017125295.1|DELE	CCAP1982_LOCUS22256|CAD7014253.1|CCAP
OG0003861	LOC108148004|XP_017130321.1|DELE	CCAP1982_LOCUS7807|CAD6999278.1|CCAP
OG0003862	LOC108149853|XP_017133221.1|DELE	CCAP1982_LOCUS6229|CAD6997590.1|CCAP
OG0003863	LOC108141773|XP_017120760.1|DELE	CCAP1982_LOCUS5977|CAD6997345.1|CCAP
OG0003864	LOC108142106|XP_017121292.1|DELE	CCAP1982_LOCUS5978|CAD6997346.1|CCAP
OG0003865	LOC108147299|XP_017129211.1|DELE	CCAP1982_LOCUS88|CAD6991146.1|CCAP
OG0003866	LOC108138968|XP_017117039.1|DELE	CCAP1982_LOCUS5492|CAD6996819.1|CCAP
OG0003867	LOC108145553|XP_017126546.1|DELE	CCAP1982_LOCUS5888|CAD6997255.1|CCAP
OG0003868	LOC108141668|XP_017120630.1|DELE	CCAP1982_LOCUS6457|CAD6997833.1|CCAP
OG0003869	LOC108134749|XP_017110679.1|DELE	CCAP1982_LOCUS6926|CAD6998320.1|CCAP
OG0003870	LOC108149324|XP_017132274.1|DELE	CCAP1982_LOCUS8679|CAD7000186.1|CCAP
OG0003871	LOC108138341|XP_017115999.1|DELE	CCAP1982_LOCUS7306|CAD6998752.1|CCAP
OG0003872	LOC108144816|XP_017125436.1|DELE	CCAP1982_LOCUS20638|CAD7012553.1|CCAP
OG0003873	LOC108149559|XP_017132686.1|DELE	CCAP1982_LOCUS8327|CAD6999812.1|CCAP
OG0003874	LOC108138853|XP_017116858.1|DELE	CCAP1982_LOCUS5791|CAD6997146.1|CCAP, CCAP1982_LOCUS5790|CAD6997145.1|CCAP
OG0003875	LOC108141702|XP_017120675.1|DELE	CCAP1982_LOCUS5551|CAD6996878.1|CCAP
OG0003876	LOC108147940|XP_017130214.1|DELE	CCAP1982_LOCUS4573|CAD6995872.1|CCAP, CCAP1982_LOCUS8515|CAD7000010.1|CCAP
OG0003877	LOC108138330|XP_017115982.1|DELE	CCAP1982_LOCUS5331|CAD6996647.1|CCAP, CCAP1982_LOCUS5332|CAD6996648.1|CCAP
OG0003878	LOC108138934|XP_017116996.1|DELE	CCAP1982_LOCUS7283|CAD6998726.1|CCAP
OG0003879	LOC108146092|XP_017127409.1|DELE	CCAP1982_LOCUS11129|CAD7002646.1|CCAP
OG0003880	LOC108150247|XP_017133798.1|DELE	CCAP1982_LOCUS11022|CAD7002533.1|CCAP
OG0003881	LOC108144776|XP_017125374.1|DELE	CCAP1982_LOCUS21702|CAD7013660.1|CCAP
OG0003882	LOC108140490|XP_017118742.1|DELE	CCAP1982_LOCUS7236|CAD6998677.1|CCAP
OG0003884	LOC108149416|XP_017132469.1|DELE	CCAP1982_LOCUS5819|CAD6997177.1|CCAP
OG0003885	LOC108135269|XP_017111435.1|DELE	CCAP1982_LOCUS6174|CAD6997535.1|CCAP
OG0003886	LOC108135301|XP_017111474.1|DELE	CCAP1982_LOCUS6175|CAD6997536.1|CCAP
OG0003887	LOC108148038|XP_017130367.1|DELE	CCAP1982_LOCUS8956|CAD7000477.1|CCAP
OG0003888	LOC108148819|XP_017131562.1|DELE	CCAP1982_LOCUS32|CAD6991084.1|CCAP
OG0003889	LOC108148019|XP_017130342.1|DELE	CCAP1982_LOCUS8450|CAD6999942.1|CCAP
OG0003891	LOC108149521|XP_017132639.1|DELE	CCAP1982_LOCUS5531|CAD6996855.1|CCAP
OG0003892	LOC108146508|XP_017128033.1|DELE	CCAP1982_LOCUS11258|CAD7002785.1|CCAP
OG0003893	LOC108138946|XP_017117014.1|DELE	CCAP1982_LOCUS5556|CAD6996883.1|CCAP
OG0003894	LOC108141695|XP_017120667.1|DELE	CCAP1982_LOCUS5612|CAD6996942.1|CCAP
OG0003895	LOC108145372|XP_017126255.1|DELE	CCAP1982_LOCUS23333|CAD7015389.1|CCAP
OG0003896	LOC108145525|XP_017126499.1|DELE	CCAP1982_LOCUS23329|CAD7015385.1|CCAP
OG0003897	LOC108144503|XP_017124925.1|DELE	CCAP1982_LOCUS23317|CAD7015373.1|CCAP
OG0003898	LOC108138748|XP_017116637.1|DELE	CCAP1982_LOCUS5825|CAD6997185.1|CCAP
OG0003899	LOC108137846|XP_017115261.1|DELE	CCAP1982_LOCUS6942|CAD6998340.1|CCAP
OG0003900	LOC108147966|XP_017130252.1|DELE	CCAP1982_LOCUS8154|CAD6999622.1|CCAP, CCAP1982_LOCUS8155|CAD6999623.1|CCAP
OG0003901	LOC108150470|XP_017134152.1|DELE	CCAP1982_LOCUS7415|CAD6998868.1|CCAP
OG0003902	LOC108150715|XP_017134490.1|DELE	CCAP1982_LOCUS7420|CAD6998873.1|CCAP
OG0003903	LOC108138162|XP_017115741.1|DELE	CCAP1982_LOCUS8447|CAD6999938.1|CCAP
OG0003904	LOC108138161|XP_017115740.1|DELE	CCAP1982_LOCUS8448|CAD6999939.1|CCAP
OG0003905	LOC108142968|XP_017122607.1|DELE	CCAP1982_LOCUS21248|CAD7013177.1|CCAP
OG0003906	LOC108143717|XP_017123741.1|DELE	CCAP1982_LOCUS7232|CAD6998672.1|CCAP, CCAP1982_LOCUS7233|CAD6998673.1|CCAP
OG0003907	LOC108149522|XP_017132644.1|DELE	CCAP1982_LOCUS7302|CAD6998748.1|CCAP
OG0003908	LOC108149207|XP_017132125.1|DELE	CCAP1982_LOCUS7301|CAD6998747.1|CCAP
OG0003909	LOC108144605|XP_017125110.1|DELE	CCAP1982_LOCUS21305|CAD7013234.1|CCAP
OG0003910	LOC108140962|XP_017119519.1|DELE	CCAP1982_LOCUS21307|CAD7013236.1|CCAP
OG0003911	LOC108139045|XP_017117151.1|DELE	CCAP1982_LOCUS8213|CAD6999685.1|CCAP
OG0003912	LOC108138323|XP_017115973.1|DELE	CCAP1982_LOCUS7591|CAD6999044.1|CCAP
OG0003913	LOC108149491|XP_017132599.1|DELE	CCAP1982_LOCUS7858|CAD6999331.1|CCAP
OG0003916	LOC108150509|XP_017134214.1|DELE	CCAP1982_LOCUS8075|CAD6999555.1|CCAP
OG0003917	LOC108149499|XP_017132611.1|DELE	CCAP1982_LOCUS6863|CAD6998254.1|CCAP
OG0003918	LOC108138023|XP_017115483.1|DELE	CCAP1982_LOCUS6812|CAD6998196.1|CCAP
OG0003919	LOC108138993|XP_017117071.1|DELE	CCAP1982_LOCUS8390|CAD6999881.1|CCAP
OG0003920	LOC108137546|XP_017114759.1|DELE	CCAP1982_LOCUS22598|CAD7014605.1|CCAP
OG0003921	LOC108142023|XP_017121188.1|DELE	CCAP1982_LOCUS5673|CAD6997012.1|CCAP
OG0003922	LOC108134491|XP_017110299.1|DELE	CCAP1982_LOCUS8570|CAD7000069.1|CCAP
OG0003923	LOC108145324|XP_017126191.1|DELE	CCAP1982_LOCUS10228|CAD7001738.1|CCAP
OG0003924	LOC108149099|XP_017131984.1|DELE	CCAP1982_LOCUS22499|CAD7014497.1|CCAP
OG0003925	LOC108147780|XP_017129999.1|DELE	CCAP1982_LOCUS8469|CAD6999962.1|CCAP
OG0003926	LOC108147792|XP_017130020.1|DELE	CCAP1982_LOCUS8459|CAD6999951.1|CCAP
OG0003927	LOC108148042|XP_017130372.1|DELE	CCAP1982_LOCUS9171|CAD7000697.1|CCAP
OG0003928	LOC108142068|XP_017121243.1|DELE	CCAP1982_LOCUS9116|CAD7000642.1|CCAP
OG0003929	LOC108134516|XP_017110342.1|DELE	CCAP1982_LOCUS7056|CAD6998459.1|CCAP
OG0003930	LOC108135241|XP_017111392.1|DELE	CCAP1982_LOCUS5761|CAD6997111.1|CCAP
OG0003931	LOC108135220|XP_017111332.1|DELE	CCAP1982_LOCUS5767|CAD6997119.1|CCAP
OG0003932	LOC108149899|XP_017133289.1|DELE	CCAP1982_LOCUS22548|CAD7014547.1|CCAP
OG0003933	LOC108139020|XP_017117113.1|DELE	CCAP1982_LOCUS8779|CAD7000289.1|CCAP
OG0003934	LOC108141678|XP_017120642.1|DELE	CCAP1982_LOCUS6872|CAD6998263.1|CCAP
OG0003935	LOC108141431|XP_017120304.1|DELE	CCAP1982_LOCUS22909|CAD7014946.1|CCAP
OG0003936	LOC108141432|XP_017120305.1|DELE	CCAP1982_LOCUS22910|CAD7014947.1|CCAP
OG0003937	LOC108149930|XP_017133334.1|DELE	CCAP1982_LOCUS22690|CAD7014708.1|CCAP
OG0003938	LOC108147781|XP_017130000.1|DELE	CCAP1982_LOCUS8103|CAD6999578.1|CCAP
OG0003939	LOC108148032|XP_017130360.1|DELE	CCAP1982_LOCUS8102|CAD6999577.1|CCAP
OG0003940	LOC108147794|XP_017130022.1|DELE	CCAP1982_LOCUS8270|CAD6999747.1|CCAP
OG0003941	LOC108147803|XP_017130033.1|DELE	CCAP1982_LOCUS8273|CAD6999750.1|CCAP
OG0003942	LOC108138301|XP_017115945.1|DELE	CCAP1982_LOCUS8147|CAD6999616.1|CCAP
OG0003943	LOC108147808|XP_017130039.1|DELE	CCAP1982_LOCUS22209|CAD7014205.1|CCAP
OG0003944	LOC108138343|XP_017116001.1|DELE	CCAP1982_LOCUS8369|CAD6999857.1|CCAP
OG0003945	LOC108143523|XP_017123496.1|DELE	CCAP1982_LOCUS22015|CAD7014008.1|CCAP
OG0003946	LOC108138930|XP_017116989.1|DELE	CCAP1982_LOCUS5773|CAD6997127.1|CCAP
OG0003947	LOC108138990|XP_017117067.1|DELE	CCAP1982_LOCUS6292|CAD6997662.1|CCAP
OG0003948	LOC108139074|XP_017117187.1|DELE	CCAP1982_LOCUS7660|CAD6999116.1|CCAP
OG0003949	LOC108138903|XP_017116941.1|DELE	CCAP1982_LOCUS7659|CAD6999115.1|CCAP
OG0003950	LOC108148256|XP_017130673.1|DELE	CCAP1982_LOCUS5397|CAD6996714.1|CCAP
OG0003951	LOC108148310|XP_017130789.1|DELE	CCAP1982_LOCUS5390|CAD6996707.1|CCAP
OG0003952	LOC108134475|XP_017110278.1|DELE	CCAP1982_LOCUS5626|CAD6996959.1|CCAP
OG0003953	LOC108135233|XP_017111381.1|DELE	CCAP1982_LOCUS6501|CAD6997882.1|CCAP
OG0003954	LOC108146469|XP_017127976.1|DELE	CCAP1982_LOCUS8427|CAD6999916.1|CCAP
OG0003955	LOC108141657|XP_017120616.1|DELE	CCAP1982_LOCUS5656|CAD6996995.1|CCAP
OG0003956	LOC108149427|XP_017132483.1|DELE	CCAP1982_LOCUS8668|CAD7000177.1|CCAP
OG0003957	LOC108147519|XP_017129589.1|DELE	CCAP1982_LOCUS11265|CAD7002795.1|CCAP
OG0003959	LOC108145513|XP_017126470.1|DELE	CCAP1982_LOCUS22088|CAD7014081.1|CCAP
OG0003961	LOC108138154|XP_017115730.1|DELE	CCAP1982_LOCUS8859|CAD7000383.1|CCAP
OG0003962	LOC108148073|XP_017130415.1|DELE	CCAP1982_LOCUS7792|CAD6999262.1|CCAP
OG0003963	LOC108138895|XP_017116922.1|DELE	CCAP1982_LOCUS9235|CAD7000760.1|CCAP, CCAP1982_LOCUS9236|CAD7000761.1|CCAP
OG0003964	LOC108134766|XP_017110701.1|DELE	CCAP1982_LOCUS8508|CAD7000002.1|CCAP
OG0003965	LOC108138763|XP_017116663.1|DELE	CCAP1982_LOCUS8387|CAD6999878.1|CCAP, CCAP1982_LOCUS8385|CAD6999876.1|CCAP
OG0003966	LOC108146845|XP_017128540.1|DELE	CCAP1982_LOCUS5452|CAD6996777.1|CCAP
OG0003967	LOC108143443|XP_017123347.1|DELE	CCAP1982_LOCUS23154|CAD7015206.1|CCAP
OG0003968	LOC108143471|XP_017123402.1|DELE	CCAP1982_LOCUS23148|CAD7015199.1|CCAP
OG0003969	LOC108144680|XP_017125232.1|DELE	CCAP1982_LOCUS23196|CAD7015246.1|CCAP
OG0003970	LOC108137833|XP_017115247.1|DELE	CCAP1982_LOCUS6945|CAD6998343.1|CCAP
OG0003971	LOC108142081|XP_017121258.1|DELE	CCAP1982_LOCUS5715|CAD6997061.1|CCAP
OG0003972	LOC108136062|XP_017112494.1|DELE	CCAP1982_LOCUS12298|CAD7003868.1|CCAP, CCAP1982_LOCUS14704|CAD7006383.1|CCAP, CCAP1982_LOCUS12297|CAD7003867.1|CCAP
OG0003973	LOC108144368|XP_017124628.1|DELE	CCAP1982_LOCUS22115|CAD7014109.1|CCAP, CCAP1982_LOCUS22114|CAD7014108.1|CCAP
OG0003974	LOC108144733|XP_017125318.1|DELE	CCAP1982_LOCUS1354|CAD6992505.1|CCAP
OG0003975	LOC108141809|XP_017120864.1|DELE	CCAP1982_LOCUS9013|CAD7000536.1|CCAP, CCAP1982_LOCUS9015|CAD7000538.1|CCAP
OG0003976	LOC108143019|XP_017122703.1|DELE, LOC108138905|XP_017116945.1|DELE	CCAP1982_LOCUS6108|CAD6997465.1|CCAP
OG0003977	LOC108135861|XP_017112251.1|DELE, LOC108149546|XP_017132671.1|DELE	CCAP1982_LOCUS6106|CAD6997463.1|CCAP
OG0003978	LOC108146299|XP_017127736.1|DELE	CCAP1982_LOCUS14331|CAD7005995.1|CCAP
OG0003979	LOC108142031|XP_017121197.1|DELE	CCAP1982_LOCUS8335|CAD6999823.1|CCAP
OG0003980	LOC108148373|XP_017130887.1|DELE	CCAP1982_LOCUS238|CAD6991309.1|CCAP
OG0003981	LOC108138126|XP_017115648.1|DELE	CCAP1982_LOCUS8339|CAD6999828.1|CCAP
OG0003982	LOC108138643|XP_017116471.1|DELE	CCAP1982_LOCUS6275|CAD6997642.1|CCAP
OG0003983	LOC108138050|XP_017115514.1|DELE	CCAP1982_LOCUS5970|CAD6997336.1|CCAP, CCAP1982_LOCUS5971|CAD6997337.1|CCAP
OG0003984	LOC108138971|XP_017117043.1|DELE	CCAP1982_LOCUS5684|CAD6997025.1|CCAP, CCAP1982_LOCUS5849|CAD6997211.1|CCAP
OG0003985	LOC108138886|XP_017116907.1|DELE	CCAP1982_LOCUS5845|CAD6997207.1|CCAP, CCAP1982_LOCUS5681|CAD6997022.1|CCAP
OG0003986	LOC108138055|XP_017115520.1|DELE	CCAP1982_LOCUS5674|CAD6997013.1|CCAP
OG0003987	LOC108138234|XP_017115847.1|DELE	CCAP1982_LOCUS6202|CAD6997564.1|CCAP, CCAP1982_LOCUS6198|CAD6997560.1|CCAP, CCAP1982_LOCUS6199|CAD6997561.1|CCAP
OG0003988	LOC108148014|XP_017130336.1|DELE	CCAP1982_LOCUS8506|CAD7000000.1|CCAP, CCAP1982_LOCUS8505|CAD6999999.1|CCAP
OG0003989	LOC108138212|XP_017115820.1|DELE	CCAP1982_LOCUS8511|CAD7000005.1|CCAP
OG0003990	LOC108139050|XP_017117157.1|DELE	CCAP1982_LOCUS8402|CAD6999892.1|CCAP
OG0003991	LOC108138830|XP_017116823.1|DELE	CCAP1982_LOCUS8201|CAD6999671.1|CCAP
OG0003992	LOC108138786|XP_017116751.1|DELE	CCAP1982_LOCUS8206|CAD6999676.1|CCAP
OG0003993	LOC108134972|XP_017110992.1|DELE	CCAP1982_LOCUS9154|CAD7000680.1|CCAP
OG0003994	LOC108147228|XP_017129109.1|DELE	CCAP1982_LOCUS4907|CAD6996219.1|CCAP
OG0003995	LOC108149097|XP_017131982.1|DELE	CCAP1982_LOCUS22498|CAD7014496.1|CCAP
OG0003996	LOC108149683|XP_017132937.1|DELE	CCAP1982_LOCUS22541|CAD7014540.1|CCAP
OG0003997	LOC108138314|XP_017115960.1|DELE	CCAP1982_LOCUS8067|CAD6999546.1|CCAP
OG0003998	LOC108146862|XP_017128582.1|DELE, LOC108135459|XP_017111691.1|DELE	CCAP1982_LOCUS6627|CAD6998010.1|CCAP
OG0003999	LOC108141788|XP_017120793.1|DELE	CCAP1982_LOCUS5450|CAD6996775.1|CCAP
