Orthogroup	DELE.longest_only	DBUS.longest_only
OG0005580	LOC108142364|XP_017121659.1|DELE	LOC108599978|XP_017842737.1|DBUS
OG0005581	LOC108140784|XP_017119267.1|DELE	LOC108606420|XP_017852005.1|DBUS
OG0005582	LOC108143255|XP_017123054.1|DELE	LOC108600956|XP_017844292.1|DBUS
OG0005583	LOC108147537|XP_017129609.1|DELE	LOC108599891|XP_017842568.1|DBUS
OG0005584	LOC108140344|XP_017118523.1|DELE	LOC108597019|XP_017838792.2|DBUS
OG0005585	LOC108141070|XP_017119720.1|DELE	LOC108604676|XP_017849719.1|DBUS
OG0005586	LOC108137500|XP_017114706.1|DELE	LOC108602249|XP_017845789.1|DBUS
OG0005587	LOC108134532|XP_017110367.1|DELE	LOC108595498|XP_017836239.1|DBUS
OG0005588	LOC108146231|XP_017127644.1|DELE	LOC108600694|XP_017843900.1|DBUS
OG0005589	LOC108143095|XP_017122805.1|DELE	LOC108601964|XP_017845439.1|DBUS
OG0005590	LOC108145121|XP_017125820.1|DELE	LOC108595250|XP_017835943.1|DBUS
OG0005591	LOC108138563|XP_017116331.1|DELE	LOC108607194|XP_017853344.1|DBUS
OG0005592	LOC108135525|XP_017111761.1|DELE	LOC108604668|XP_017849709.1|DBUS
OG0005593	LOC108146322|XP_017127775.1|DELE	LOC108600932|XP_017844258.1|DBUS
OG0005594	LOC108146785|XP_017128438.1|DELE	LOC108599561|XP_017841946.1|DBUS
OG0005595	LOC108146784|XP_017128437.1|DELE	LOC108599557|XP_017841940.1|DBUS
OG0005596	LOC108146463|XP_017127966.1|DELE	LOC108600346|XP_017843358.2|DBUS
OG0005597	LOC108143982|XP_017124082.1|DELE	LOC108601950|XP_017845423.1|DBUS
OG0005598	LOC108148841|XP_017131604.1|DELE	LOC108601739|XP_017845148.1|DBUS
OG0005599	LOC108145214|XP_017125942.1|DELE	LOC108596857|XP_017838490.1|DBUS
OG0005600	LOC108143750|XP_017123770.1|DELE	LOC108602232|XP_017845769.1|DBUS
OG0005601	LOC108137705|XP_017115072.1|DELE	LOC108607068|XP_017853174.1|DBUS
OG0005602	LOC108147293|XP_017129203.1|DELE	LOC108602738|XP_017846379.1|DBUS
OG0005603	LOC108144174|XP_017124324.1|DELE	LOC108596617|XP_017838051.1|DBUS
OG0005604	LOC108144630|XP_017125150.1|DELE	LOC108596968|XP_017838705.1|DBUS
OG0005605	LOC108137939|XP_017115382.1|DELE	LOC108596403|XP_033149026.1|DBUS
OG0005606	LOC108138198|XP_017115805.1|DELE	LOC108608506|XP_017855396.2|DBUS
OG0005607	LOC108140809|XP_017119299.1|DELE	LOC108603818|XP_017848434.1|DBUS
OG0005608	LOC108140414|XP_017118621.1|DELE	LOC108604747|XP_017849822.1|DBUS
OG0005609	LOC108145675|XP_017126719.1|DELE	LOC108600271|XP_017843219.1|DBUS
OG0005610	LOC108147488|XP_017129533.1|DELE	LOC108600110|XP_017842970.2|DBUS
OG0005611	LOC108145846|XP_017126949.1|DELE	LOC108599734|XP_017842226.1|DBUS
OG0005612	LOC108135115|XP_017111194.1|DELE	LOC108604485|XP_017849463.1|DBUS
OG0005613	LOC108135170|XP_017111283.1|DELE	LOC108604694|XP_017849740.1|DBUS
OG0005614	LOC108137458|XP_017114650.1|DELE	LOC108604270|XP_017849155.1|DBUS
OG0005615	LOC108142999|XP_017122669.1|DELE	LOC108602402|XP_033149807.1|DBUS
OG0005616	LOC108148380|XP_017130895.1|DELE	LOC108603785|XP_017848369.1|DBUS
OG0005617	LOC108148309|XP_017130785.1|DELE	LOC108604116|XP_017848889.1|DBUS
OG0005618	LOC108144161|XP_017124306.1|DELE	LOC108596509|XP_017837839.1|DBUS
OG0005619	LOC108137003|XP_017113990.1|DELE	LOC108603992|XP_017848711.1|DBUS
OG0005620	LOC108144335|XP_017124538.1|DELE	LOC108606448|XP_017852051.1|DBUS
OG0005621	LOC108141434|XP_017120313.1|DELE	LOC108605289|XP_017850425.1|DBUS
OG0005622	LOC108138514|XP_017116249.1|DELE	LOC108607138|XP_017853264.1|DBUS
OG0005623	LOC108137146|XP_017114201.1|DELE	LOC108606703|XP_017852567.1|DBUS
OG0005624	LOC108148307|XP_017130781.1|DELE	LOC108604037|XP_017848783.1|DBUS
OG0005625	LOC108140563|XP_017118911.1|DELE	LOC108602917|XP_017846741.1|DBUS
OG0005626	LOC108136563|XP_017113361.1|DELE	LOC108605949|XP_017851259.1|DBUS
OG0005627	LOC108140652|XP_017119069.1|DELE	LOC108603253|XP_017847381.1|DBUS
OG0005628	LOC108140676|XP_017119111.1|DELE	LOC108601986|XP_017845470.1|DBUS
OG0005629	LOC108144547|XP_017125006.1|DELE	LOC108597641|XP_017839778.1|DBUS
OG0005630	LOC108144603|XP_017125107.1|DELE	LOC108597087|XP_017838931.1|DBUS
OG0005631	LOC108144939|XP_017125586.1|DELE	LOC108605569|XP_017850825.1|DBUS
OG0005632	LOC108149975|XP_017133384.1|DELE	LOC108605132|XP_017850187.1|DBUS
OG0005633	LOC108136777|XP_017113628.1|DELE	LOC108602866|XP_017846643.1|DBUS
OG0005634	LOC108140585|XP_017118960.1|DELE	LOC108603734|XP_017848272.1|DBUS
OG0005635	LOC108141991|XP_017121141.1|DELE	LOC108607866|XP_017854448.1|DBUS
OG0005636	LOC108148345|XP_017130846.1|DELE	LOC108602966|XP_017846835.1|DBUS
OG0005637	LOC108143861|XP_017123915.1|DELE	LOC108601727|XP_017845135.1|DBUS
OG0005638	LOC108143573|XP_017123572.1|DELE	LOC108597625|XP_017839757.1|DBUS
OG0005639	LOC108145244|XP_017126002.1|DELE	LOC108597196|XP_017839115.1|DBUS
OG0005640	LOC108140626|XP_017119031.1|DELE	LOC108604767|XP_017849850.1|DBUS
OG0005641	LOC108136612|XP_017113420.1|DELE	LOC108605503|XP_017850741.1|DBUS
OG0005642	LOC108141096|XP_017119787.1|DELE	LOC108603223|XP_017847310.1|DBUS
OG0005643	LOC108145672|XP_017126715.1|DELE	LOC108599392|XP_017841688.1|DBUS
OG0005644	LOC108150360|XP_017133983.1|DELE	LOC108599388|XP_017841684.1|DBUS
OG0005645	LOC108135916|XP_017112339.1|DELE	LOC108604950|XP_017850009.1|DBUS
OG0005646	LOC108147697|XP_017129905.1|DELE	LOC108604964|XP_017850023.1|DBUS
OG0005647	LOC108140345|XP_017118525.1|DELE	LOC108595742|XP_017836517.1|DBUS
OG0005648	LOC108150255|XP_017133814.1|DELE	LOC108598460|XP_017840594.1|DBUS
OG0005649	LOC108141131|XP_017119842.1|DELE	LOC108601897|XP_017845362.1|DBUS
OG0005650	LOC108141144|XP_017119857.1|DELE	LOC108604615|XP_017849643.1|DBUS
OG0005651	LOC108147646|XP_017129792.1|DELE	LOC108605527|XP_017850767.2|DBUS
OG0005652	LOC108147191|XP_017129032.1|DELE	LOC108603160|XP_017847204.1|DBUS
OG0005653	LOC108142134|XP_017121319.1|DELE	LOC108602958|XP_017846816.2|DBUS
OG0005654	LOC108140995|XP_017119559.1|DELE	LOC108604698|XP_017849746.1|DBUS
OG0005655	LOC108148277|XP_017130723.1|DELE	LOC108604052|XP_017848804.1|DBUS
OG0005656	LOC108141113|XP_017119818.1|DELE	LOC108601853|XP_017845292.1|DBUS
OG0005657	LOC108139222|XP_017117372.1|DELE	LOC108603438|XP_017847749.1|DBUS
OG0005658	LOC108136957|XP_017113931.1|DELE	LOC108604649|XP_017849688.1|DBUS
OG0005659	LOC108148850|XP_017131626.1|DELE	LOC108603956|XP_017848640.1|DBUS
OG0005660	LOC108146680|XP_017128225.1|DELE	LOC108598106|XP_033149312.1|DBUS
OG0005661	LOC108139271|XP_017117448.1|DELE	LOC108602980|XP_017846855.1|DBUS
OG0005662	LOC108140507|XP_017118779.1|DELE	LOC108601315|XP_017844703.1|DBUS
OG0005663	LOC108147706|XP_017129918.1|DELE	LOC108605929|XP_017851238.1|DBUS
OG0005664	LOC108137378|XP_017114519.1|DELE	LOC108604271|XP_017849157.1|DBUS
OG0005665	LOC108147209|XP_017129056.1|DELE	LOC108603779|XP_017848362.1|DBUS
OG0005666	LOC108137279|XP_017114370.1|DELE	LOC108607039|XP_017853123.1|DBUS
OG0005667	LOC108149875|XP_017133253.1|DELE	LOC108606726|XP_017852603.1|DBUS
OG0005668	LOC108150226|XP_017133759.1|DELE	LOC108599595|XP_017842030.1|DBUS
OG0005669	LOC108138196|XP_017115802.1|DELE	LOC108607444|XP_017853767.1|DBUS
OG0005670	LOC108143770|XP_017123787.1|DELE, LOC108149002|XP_017131835.1|DELE, LOC108143734|XP_017123757.1|DELE	LOC108604674|XP_017849714.1|DBUS
OG0005671	LOC108135149|XP_017111258.1|DELE	LOC108601421|XP_017844808.1|DBUS
OG0005672	LOC108141988|XP_017121136.1|DELE	LOC108608047|XP_017854716.1|DBUS
OG0005673	LOC108145886|XP_017127022.1|DELE	LOC108600963|XP_033149563.1|DBUS
OG0005674	LOC108146854|XP_017128559.1|DELE	LOC108598355|XP_033149460.1|DBUS
OG0005675	LOC108140739|XP_017119204.1|DELE	LOC108601829|XP_017845259.1|DBUS
OG0005676	LOC108146273|XP_017127702.1|DELE	LOC108601167|XP_017844588.1|DBUS
OG0005677	LOC108144686|XP_017125240.1|DELE	LOC108597420|XP_017839459.1|DBUS
OG0005678	LOC108143023|XP_017122704.1|DELE	LOC108603352|XP_017847576.1|DBUS
OG0005679	LOC108134515|XP_017110345.1|DELE	LOC108601478|XP_017844866.1|DBUS
OG0005680	LOC108149399|XP_017132426.1|DELE	LOC108608313|XP_017855129.2|DBUS
OG0005681	LOC108135458|XP_017111694.1|DELE	LOC108604120|XP_017848895.1|DBUS
OG0005682	LOC108135448|XP_017111683.1|DELE	LOC108603842|XP_017848480.1|DBUS
OG0005683	LOC108149984|XP_017133402.1|DELE	LOC108606541|XP_017852222.1|DBUS
OG0005684	LOC108147545|XP_017129619.1|DELE	LOC108600109|XP_017842969.2|DBUS
OG0005685	LOC108138401|XP_017116071.1|DELE	LOC108605534|XP_017850776.1|DBUS
OG0005686	LOC108140807|XP_017119295.1|DELE	LOC108602265|XP_017845809.1|DBUS
OG0005687	LOC108146543|XP_017128073.1|DELE	LOC108601126|XP_017844536.1|DBUS
OG0005688	LOC108141516|XP_017120434.1|DELE	LOC108595989|XP_017836766.2|DBUS
OG0005689	LOC108141441|XP_017120327.1|DELE	LOC108607044|XP_017853139.1|DBUS
OG0005690	LOC108136770|XP_017113620.1|DELE	LOC108601508|XP_033149856.1|DBUS
OG0005691	LOC108139235|XP_017117391.1|DELE	LOC108603794|XP_017848379.2|DBUS
OG0005692	LOC108137857|XP_017115276.1|DELE	LOC108594327|XP_017834966.2|DBUS
OG0005693	LOC108147551|XP_017129626.1|DELE	LOC108598819|XP_017841057.1|DBUS
OG0005694	LOC108136854|XP_017113778.1|DELE	LOC108603728|XP_017848260.1|DBUS
OG0005695	LOC108136781|XP_017113632.1|DELE	LOC108602872|XP_017846649.1|DBUS
OG0005696	LOC108136783|XP_017113634.1|DELE	LOC108602874|XP_017846652.1|DBUS
OG0005697	LOC108136776|XP_017113626.1|DELE	LOC108602863|XP_017846640.1|DBUS
OG0005698	LOC108143482|XP_017123418.1|DELE	LOC108597588|XP_017839696.1|DBUS
OG0005699	LOC108143868|XP_017123921.1|DELE	LOC108604427|XP_017849384.1|DBUS
OG0005700	LOC108137134|XP_017114171.1|DELE	LOC108606937|XP_033150333.1|DBUS
OG0005701	LOC108148074|XP_017130416.1|DELE	LOC108595587|XP_017836338.1|DBUS
OG0005702	LOC108136616|XP_017113423.1|DELE	LOC108605852|XP_017851151.1|DBUS
OG0005703	LOC108145251|XP_017126017.1|DELE	LOC108595266|XP_017835968.1|DBUS
OG0005704	LOC108134859|XP_017110831.1|DELE	LOC108605220|XP_017850317.1|DBUS
OG0005705	LOC108142762|XP_017122285.1|DELE	LOC108598958|XP_017841217.1|DBUS
OG0005706	LOC108140638|XP_017119049.1|DELE	LOC108603724|XP_017848254.1|DBUS
OG0005707	LOC108137642|XP_017114946.1|DELE	LOC108606657|XP_017852467.1|DBUS
OG0005708	LOC108135909|XP_017112316.1|DELE	LOC108606738|XP_017852622.1|DBUS
OG0005709	LOC108147259|XP_017129145.1|DELE	LOC108601726|XP_017845134.1|DBUS
OG0005710	LOC108136933|XP_017113897.1|DELE	LOC108602804|XP_017846515.1|DBUS
OG0005711	LOC108142271|XP_017121483.1|DELE	LOC108600990|XP_017844342.1|DBUS
OG0005712	LOC108134745|XP_017110673.1|DELE	LOC108608080|XP_017854764.1|DBUS
OG0005713	LOC108147311|XP_017129223.1|DELE	LOC108601754|XP_017845166.1|DBUS
OG0005714	LOC108143022|XP_017122702.1|DELE	LOC108604441|XP_017849408.1|DBUS
OG0005715	LOC108140584|XP_017118955.1|DELE	LOC108603736|XP_017848274.1|DBUS
OG0005716	LOC108143860|XP_017123913.1|DELE	LOC108604156|XP_033149891.1|DBUS
OG0005717	LOC108141155|XP_017119870.1|DELE	LOC108604097|XP_017848868.1|DBUS
OG0005718	LOC108136015|XP_017112434.1|DELE	LOC108604639|XP_017849678.1|DBUS
OG0005719	LOC108147193|XP_017129036.1|DELE	LOC108604185|XP_017849021.1|DBUS
OG0005720	LOC108137021|XP_017114010.1|DELE	LOC108602200|XP_017845738.1|DBUS
OG0005721	LOC108147241|XP_017129128.1|DELE	LOC108604219|XP_017849073.1|DBUS
OG0005722	LOC108141136|XP_017119847.1|DELE	LOC108604785|XP_017849872.1|DBUS
OG0005723	LOC108137498|XP_017114703.1|DELE	LOC108602164|XP_017845686.1|DBUS
OG0005724	LOC108144971|XP_017125608.1|DELE	LOC108596577|XP_017837990.1|DBUS
OG0005725	LOC108140717|XP_017119167.1|DELE	LOC108602020|XP_017845512.1|DBUS
OG0005726	LOC108145595|XP_017126614.1|DELE	LOC108605608|XP_017850874.1|DBUS
OG0005727	LOC108141108|XP_017119808.1|DELE	LOC108603984|XP_017848700.1|DBUS
OG0005728	LOC108139307|XP_017117498.1|DELE	LOC108601676|XP_017845074.1|DBUS
OG0005729	LOC108139228|XP_017117380.1|DELE	LOC108601250|XP_033149890.1|DBUS
OG0005730	LOC108144038|XP_017124164.1|DELE	LOC108601738|XP_017845147.1|DBUS
OG0005731	LOC108144037|XP_017124162.1|DELE	LOC108601737|XP_017845146.1|DBUS
OG0005732	LOC108135119|XP_017111207.1|DELE	LOC108603510|XP_017847876.1|DBUS
OG0005733	LOC108135118|XP_017111203.1|DELE	LOC108603509|XP_017847872.1|DBUS
OG0005734	LOC108143852|XP_017123903.1|DELE	LOC108603746|XP_017848308.1|DBUS
OG0005735	LOC108141134|XP_017119846.1|DELE	LOC108603423|XP_017847713.1|DBUS
OG0005736	LOC108148266|XP_017130707.1|DELE	LOC108603424|XP_017847719.1|DBUS
OG0005737	LOC108139309|XP_017117500.1|DELE	LOC108604442|XP_017849409.1|DBUS
OG0005738	LOC108140540|XP_017118857.1|DELE	LOC108604202|XP_017849045.1|DBUS
OG0005739	LOC108140618|XP_017119020.1|DELE	LOC108604089|XP_017848857.1|DBUS
OG0005740	LOC108147244|XP_017129132.1|DELE	LOC108604754|XP_017849831.1|DBUS
OG0005741	LOC108148390|XP_017130906.1|DELE	LOC108601786|XP_017845201.1|DBUS
OG0005742	LOC108137006|XP_017113992.1|DELE	LOC108601948|XP_017845421.1|DBUS
OG0005743	LOC108144067|XP_017124205.1|DELE	LOC108602044|XP_017845541.1|DBUS
OG0005744	LOC108142899|XP_017122475.1|DELE	LOC108601731|XP_017845141.1|DBUS
OG0005745	LOC108137444|XP_017114597.1|DELE	LOC108602914|XP_017846714.1|DBUS
OG0005746	LOC108137438|XP_017114592.1|DELE	LOC108604623|XP_017849660.1|DBUS
OG0005747	LOC108137497|XP_017114702.1|DELE	LOC108602205|XP_017845741.1|DBUS
OG0005748	LOC108136894|XP_017113840.1|DELE	LOC108601941|XP_017845410.1|DBUS
OG0005749	LOC108137676|XP_017115021.1|DELE	LOC108605148|XP_017850211.1|DBUS
OG0005750	LOC108148368|XP_017130880.1|DELE	LOC108603707|XP_017848236.1|DBUS
OG0005751	LOC108146608|XP_017128144.1|DELE	LOC108599982|XP_017842743.2|DBUS
OG0005752	LOC108141360|XP_017120170.1|DELE	LOC108596915|XP_017838612.1|DBUS
OG0005753	LOC108138831|XP_017116827.1|DELE	LOC108608174|XP_033148916.1|DBUS
OG0005754	LOC108144435|XP_017124808.1|DELE	LOC108596052|XP_017836934.1|DBUS
OG0005755	LOC108144811|XP_017125429.1|DELE	LOC108595153|XP_017835807.1|DBUS
OG0005756	LOC108139261|XP_017117437.1|DELE	LOC108602976|XP_017846850.1|DBUS
OG0005757	LOC108144066|XP_017124204.1|DELE	LOC108602043|XP_017845540.1|DBUS
OG0005758	LOC108141140|XP_017119853.1|DELE	LOC108604096|XP_017848866.1|DBUS
OG0005759	LOC108139258|XP_017117431.1|DELE	LOC108602740|XP_017846380.1|DBUS
OG0005760	LOC108140712|XP_017119162.1|DELE	LOC108601714|XP_017845120.1|DBUS
OG0005761	LOC108136851|XP_017113765.1|DELE	LOC108603973|XP_017848673.1|DBUS
OG0005762	LOC108140599|XP_017118994.1|DELE	LOC108602853|XP_017846616.1|DBUS
OG0005763	LOC108145080|XP_017125754.1|DELE	LOC108597746|XP_017839942.1|DBUS
OG0005764	LOC108148297|XP_017130767.1|DELE	LOC108603514|XP_017847892.1|DBUS
OG0005765	LOC108148295|XP_017130756.1|DELE	LOC108603511|XP_017847878.1|DBUS
OG0005766	LOC108136762|XP_017113608.1|DELE	LOC108603583|XP_017848012.1|DBUS
OG0005767	LOC108136878|XP_017113818.1|DELE	LOC108603491|XP_017847835.1|DBUS
OG0005768	LOC108138557|XP_017116317.1|DELE	LOC108606932|XP_017852972.1|DBUS
OG0005769	LOC108137489|XP_017114694.1|DELE	LOC108603191|XP_017847257.1|DBUS
OG0005770	LOC108140521|XP_017118820.1|DELE	LOC108601646|XP_017845034.1|DBUS
OG0005771	LOC108148548|XP_017131085.1|DELE	LOC108603128|XP_017847137.1|DBUS
OG0005772	LOC108143960|XP_017124045.1|DELE	LOC108603847|XP_017848489.1|DBUS
OG0005773	LOC108140428|XP_017118642.1|DELE	LOC108602488|XP_017846102.1|DBUS
OG0005774	LOC108140505|XP_017118775.1|DELE	LOC108602325|XP_017845901.1|DBUS
OG0005775	LOC108142379|XP_017121703.1|DELE	LOC108600972|XP_017844322.2|DBUS
OG0005776	LOC108143267|XP_017123070.1|DELE	LOC108600906|XP_017844221.1|DBUS
OG0005777	LOC108142069|XP_017121244.1|DELE	LOC108597587|XP_017839699.1|DBUS
OG0005778	LOC108143831|XP_017123867.1|DELE	LOC108602887|XP_017846677.1|DBUS
OG0005779	LOC108140644|XP_017119055.1|DELE	LOC108603893|XP_017848556.1|DBUS
OG0005780	LOC108142634|XP_017122114.1|DELE	LOC108600783|XP_017844041.1|DBUS
OG0005781	LOC108150159|XP_017133617.1|DELE	LOC108600613|XP_017843780.1|DBUS
OG0005782	LOC108150228|XP_017133764.1|DELE	LOC108600740|XP_017843974.1|DBUS
OG0005783	LOC108143570|XP_017123569.1|DELE	LOC108596158|XP_017837152.1|DBUS
OG0005784	LOC108147264|XP_017129156.1|DELE	LOC108601790|XP_017845214.1|DBUS
OG0005785	LOC108147277|XP_017129175.1|DELE	LOC108603959|XP_017848645.1|DBUS
OG0005786	LOC108135116|XP_017111196.1|DELE	LOC108602105|XP_017845618.1|DBUS
OG0005787	LOC108141212|XP_017119950.1|DELE	LOC108604699|XP_017849747.1|DBUS
OG0005788	LOC108149805|XP_017133160.1|DELE	LOC108597534|XP_017839623.1|DBUS
OG0005789	LOC108148458|XP_017130982.1|DELE	LOC108602449|XP_017846059.1|DBUS
OG0005790	LOC108148547|XP_017131084.1|DELE	LOC108603123|XP_017847131.1|DBUS
OG0005791	LOC108150708|XP_017134473.1|DELE	LOC108603841|XP_017848478.1|DBUS
OG0005792	LOC108134502|XP_017110320.1|DELE	LOC108603843|XP_017848481.1|DBUS
OG0005793	LOC108140756|XP_017119226.1|DELE	LOC108601992|XP_017845478.1|DBUS
OG0005794	LOC108144544|XP_017125004.1|DELE	LOC108597258|XP_017839204.1|DBUS
OG0005795	LOC108135106|XP_017111171.1|DELE	LOC108601670|XP_017845061.1|DBUS
OG0005796	LOC108142378|XP_017121700.1|DELE	LOC108600100|XP_017842958.1|DBUS
OG0005797	LOC108150216|XP_017133737.1|DELE	LOC108601033|XP_017844401.1|DBUS
OG0005798	LOC108139225|XP_017117378.1|DELE	LOC108603441|XP_017847754.1|DBUS
OG0005799	LOC108141049|XP_017119681.1|DELE	LOC108602805|XP_017846516.1|DBUS
OG0005800	LOC108141241|XP_017119987.1|DELE	LOC108603602|XP_017848038.1|DBUS
OG0005801	LOC108141218|XP_017119959.1|DELE	LOC108603601|XP_017848036.1|DBUS
OG0005802	LOC108140570|XP_017118930.1|DELE	LOC108601594|XP_017844983.1|DBUS
OG0005803	LOC108139218|XP_017117360.1|DELE	LOC108603379|XP_017847636.1|DBUS
OG0005804	LOC108136997|XP_017113984.1|DELE	LOC108602253|XP_017845795.1|DBUS
OG0005805	LOC108144640|XP_017125168.1|DELE	LOC108597269|XP_017839220.1|DBUS
OG0005806	LOC108139371|XP_017117587.1|DELE	LOC108604739|XP_017849810.1|DBUS
OG0005807	LOC108139139|XP_017117243.1|DELE	LOC108601526|XP_017844914.1|DBUS
OG0005808	LOC108148103|XP_017130437.1|DELE	LOC108604915|XP_017849974.1|DBUS
OG0005809	LOC108145859|XP_017126969.1|DELE	LOC108599528|XP_017841892.1|DBUS
OG0005810	LOC108141052|XP_017119688.1|DELE	LOC108602813|XP_017846533.1|DBUS
OG0005811	LOC108141053|XP_017119690.1|DELE	LOC108602814|XP_017846534.1|DBUS
OG0005812	LOC108139335|XP_017117538.1|DELE	LOC108604710|XP_017849768.1|DBUS
OG0005813	LOC108135029|XP_017111055.1|DELE	LOC108603417|XP_017847701.1|DBUS
OG0005814	LOC108148357|XP_017130864.1|DELE	LOC108603608|XP_017848044.1|DBUS
OG0005815	LOC108145072|XP_017125744.1|DELE	LOC108595168|XP_017835829.1|DBUS
OG0005816	LOC108142960|XP_017122592.1|DELE	LOC108603548|XP_017847953.1|DBUS
OG0005817	LOC108143957|XP_017124044.1|DELE	LOC108603846|XP_017848486.1|DBUS
OG0005818	LOC108147297|XP_017129208.1|DELE	LOC108604686|XP_017849731.1|DBUS
OG0005819	LOC108141185|XP_017119910.1|DELE	LOC108601688|XP_017845087.1|DBUS
OG0005820	LOC108141186|XP_017119911.1|DELE	LOC108601689|XP_017845088.1|DBUS
OG0005821	LOC108141204|XP_017119938.1|DELE	LOC108601667|XP_017845057.1|DBUS
OG0005822	LOC108135295|XP_017111468.1|DELE	LOC108600288|XP_017843252.1|DBUS
OG0005823	LOC108148172|XP_017130560.1|DELE	LOC108605204|XP_017850295.1|DBUS
OG0005824	LOC108135052|XP_017111085.1|DELE	LOC108603110|XP_017847104.1|DBUS
OG0005825	LOC108150352|XP_017133973.1|DELE	LOC108599807|XP_017842372.1|DBUS
OG0005826	LOC108140457|XP_017118682.1|DELE	LOC108602398|XP_017845998.1|DBUS
OG0005827	LOC108148937|XP_017131747.1|DELE	LOC108602228|XP_017845763.1|DBUS
OG0005828	LOC108142384|XP_017121707.1|DELE	LOC108599683|XP_017842165.1|DBUS
OG0005829	LOC108143969|XP_017124061.1|DELE	LOC108603632|XP_017848080.1|DBUS
OG0005830	LOC108146112|XP_017127432.1|DELE	LOC108600036|XP_017842866.1|DBUS
OG0005831	LOC108145673|XP_017126716.1|DELE	LOC108598115|XP_017840221.1|DBUS
OG0005832	LOC108146480|XP_017127995.1|DELE	LOC108598114|XP_017840220.1|DBUS
OG0005833	LOC108145864|XP_017126989.1|DELE	LOC108599781|XP_017842328.1|DBUS
OG0005834	LOC108145870|XP_017126997.1|DELE	LOC108599784|XP_017842332.2|DBUS
OG0005835	LOC108145674|XP_017126718.1|DELE	LOC108600251|XP_017841069.1|DBUS
OG0005836	LOC108135636|XP_017111946.1|DELE	LOC108598289|XP_033149370.1|DBUS
OG0005837	LOC108139249|XP_017117414.1|DELE	LOC108603376|XP_017847633.1|DBUS
OG0005838	LOC108140765|XP_017119240.1|DELE	LOC108601795|XP_017845220.1|DBUS
OG0005839	LOC108147991|XP_017130295.1|DELE	LOC108594448|XP_017835111.2|DBUS
OG0005840	LOC108137032|XP_017114021.1|DELE	LOC108604802|XP_017849893.1|DBUS
OG0005841	LOC108140982|XP_017119541.1|DELE	LOC108604364|XP_017849294.1|DBUS
OG0005842	LOC108136173|XP_017112660.1|DELE	LOC108606154|XP_017851496.1|DBUS
OG0005843	LOC108143237|XP_017123024.1|DELE	LOC108601152|XP_033149623.1|DBUS
OG0005844	LOC108146191|XP_017127590.1|DELE	LOC108599880|XP_017842547.1|DBUS
OG0005845	LOC108141154|XP_017119868.1|DELE	LOC108602871|XP_017846648.1|DBUS
OG0005846	LOC108143816|XP_017123827.1|DELE	LOC108603224|XP_017847311.2|DBUS
OG0005848	LOC108137664|XP_017115001.1|DELE	LOC108606631|XP_017852407.1|DBUS
OG0005849	LOC108148151|XP_017130524.1|DELE	LOC108606576|XP_017852288.1|DBUS
OG0005850	LOC108134983|XP_017111004.1|DELE	LOC108605702|XP_017850983.1|DBUS
OG0005851	LOC108135236|XP_017111387.1|DELE	LOC108608118|XP_017854836.1|DBUS
OG0005852	LOC108140787|XP_017119268.1|DELE	LOC108601690|XP_017845089.1|DBUS
OG0005853	LOC108135427|XP_017111648.1|DELE	LOC108605124|XP_017850176.1|DBUS
OG0005854	LOC108141051|XP_017119687.1|DELE	LOC108602812|XP_017846532.1|DBUS
OG0005855	LOC108137122|XP_017114144.1|DELE	LOC108607094|XP_033150264.1|DBUS
OG0005856	LOC108134855|XP_017110822.1|DELE	LOC108606414|XP_017851993.1|DBUS
OG0005857	LOC108136769|XP_017113619.1|DELE	LOC108603452|XP_017847772.1|DBUS
OG0005858	LOC108135157|XP_017111268.1|DELE	LOC108601832|XP_017845261.1|DBUS
OG0005859	LOC108148063|XP_017130405.1|DELE	LOC108597644|XP_017839787.2|DBUS
OG0005860	LOC108141087|XP_017119758.1|DELE	LOC108603312|XP_017847498.1|DBUS
OG0005861	LOC108142964|XP_017122598.1|DELE	LOC108603361|XP_017847599.1|DBUS
OG0005862	LOC108145355|XP_017126234.1|DELE	LOC108596655|XP_017838130.1|DBUS
OG0005863	LOC108143545|XP_017123542.1|DELE	LOC108597406|XP_017839442.1|DBUS
OG0005864	LOC108144033|XP_017124153.1|DELE	LOC108601905|XP_017845370.1|DBUS
OG0005865	LOC108139211|XP_017117349.1|DELE	LOC108603499|XP_017847854.1|DBUS
OG0005866	LOC108144197|XP_017124355.1|DELE	LOC108595411|XP_017836128.1|DBUS
OG0005867	LOC108150445|XP_017134093.1|DELE	LOC108594664|XP_017835297.2|DBUS
OG0005868	LOC108149832|XP_017133195.1|DELE	LOC108597517|XP_017839599.1|DBUS
OG0005869	LOC108137205|XP_017114285.1|DELE	LOC108605693|XP_017850974.1|DBUS
OG0005870	LOC108136316|XP_017112903.1|DELE	LOC108605306|XP_017850465.1|DBUS
OG0005871	LOC108136357|XP_017112954.1|DELE	LOC108605219|XP_017850316.1|DBUS
OG0005872	LOC108143951|XP_017124035.1|DELE	LOC108602899|XP_017846695.1|DBUS
OG0005873	LOC108142994|XP_017122657.1|DELE	LOC108604070|XP_017848827.1|DBUS
OG0005874	LOC108134905|XP_017110903.1|DELE	LOC108606787|XP_017852716.1|DBUS
OG0005875	LOC108145533|XP_017126520.1|DELE	LOC108597653|XP_017839796.1|DBUS
OG0005876	LOC108137111|XP_017114125.1|DELE	LOC108606789|XP_017852720.1|DBUS
