Orthogroup	DELE.longest_only	DMEL.longest_only
OG0004938	LOC108142210|XP_017121408.1|DELE	CG7457|NP_648150.1|DMEL
OG0004939	LOC108146009|XP_017127273.1|DELE	fal|NP_001137974.1|DMEL
OG0004940	LOC108146026|XP_017127301.1|DELE	CG32206|NP_788538.2|DMEL
OG0004941	LOC108146344|XP_017127802.1|DELE	elg1|NP_996103.1|DMEL
OG0004942	LOC108147470|XP_017129505.1|DELE	Msr-110|NP_729078.1|DMEL
OG0004943	LOC108147494|XP_017129540.1|DELE	DNApol-alpha50|NP_523972.2|DMEL
OG0004944	LOC108145903|XP_017127045.1|DELE	CG42304|NP_728769.2|DMEL
OG0004945	LOC108145128|XP_017125832.1|DELE	CG15237|NP_610238.2|DMEL
OG0004946	LOC108146868|XP_017128586.1|DELE	CG7611|NP_649326.1|DMEL
OG0004947	LOC108146370|XP_017127844.1|DELE	RpL23A|NP_001356972.1|DMEL
OG0004948	LOC108145752|XP_017126805.1|DELE	CG13930|NP_647645.1|DMEL
OG0004949	LOC108146165|XP_017127550.1|DELE	CG7991|NP_647649.2|DMEL
OG0004950	LOC108145990|XP_017127220.1|DELE	CG34453|NP_001097458.2|DMEL
OG0004951	LOC108148782|XP_017131484.1|DELE	mfrn|NP_651600.1|DMEL
OG0004952	LOC108146824|XP_017128504.1|DELE	thoc6|NP_648557.1|DMEL
OG0004953	LOC108146386|XP_017127869.1|DELE	PDCD-5|NP_648848.1|DMEL
OG0004954	LOC108146484|XP_017128002.1|DELE	l_3_72Dn|NP_001261930.1|DMEL
OG0004955	LOC108142435|XP_017121786.1|DELE	CG10075|NP_648064.1|DMEL
OG0004956	LOC108141386|XP_017120223.1|DELE	oys|NP_610546.1|DMEL
OG0004957	LOC108146104|XP_017127424.1|DELE	CG14964|NP_647779.2|DMEL
OG0004958	LOC108146601|XP_017128137.1|DELE	Rh7|NP_524035.2|DMEL
OG0004959	LOC108146781|XP_017128418.1|DELE	CG9760|NP_001261746.1|DMEL
OG0004960	LOC108146779|XP_017128415.1|DELE	Nrx-IV|NP_729787.2|DMEL
OG0004961	LOC108149780|XP_017133124.1|DELE	Caf1-105|NP_610589.2|DMEL
OG0004962	LOC108142732|XP_017122246.1|DELE	CG10565|NP_649284.1|DMEL
OG0004963	LOC108135596|XP_017111896.1|DELE	CG14073|NP_649060.1|DMEL
OG0004964	LOC108150260|XP_017133829.1|DELE	CG8108|NP_648367.1|DMEL
OG0004965	LOC108146974|XP_017128720.1|DELE	Srp19|NP_477135.2|DMEL
OG0004966	LOC108146837|XP_017128524.1|DELE	qm|NP_523958.2|DMEL
OG0004967	LOC108145076|XP_017125747.1|DELE	PGAP3|NP_610223.1|DMEL
OG0004968	LOC108146441|XP_017127934.1|DELE	Syx17|NP_001261414.1|DMEL
OG0004969	LOC108141322|XP_017120089.1|DELE	CG8366|NP_611068.3|DMEL
OG0004970	LOC108146384|XP_017127866.1|DELE	slow|NP_647898.3|DMEL
OG0004971	LOC108146218|XP_017127625.1|DELE	DopEcR|NP_647897.2|DMEL
OG0004972	LOC108146898|XP_017128628.1|DELE	CG43781|NP_001261506.1|DMEL
OG0004973	LOC108145836|XP_017126937.1|DELE	Tudor-SN|NP_612021.1|DMEL
OG0004974	LOC108146922|XP_017128655.1|DELE	DEF8|NP_648549.1|DMEL
OG0004975	LOC108146252|XP_017127679.1|DELE	CG15012|NP_001163347.1|DMEL
OG0004976	LOC108146525|XP_017128051.1|DELE	CG10866|NP_647838.1|DMEL
OG0004977	LOC108143583|XP_017123588.1|DELE	l_2_dtl|NP_524871.1|DMEL
OG0004978	LOC108138736|XP_017116618.1|DELE	PIG-O|NP_611332.1|DMEL
OG0004979	LOC108147426|XP_017129371.1|DELE	CG13670|NP_648207.1|DMEL
OG0004980	LOC108136111|XP_017112579.1|DELE	AIMP2|NP_648782.2|DMEL
OG0004981	LOC108146199|XP_017127604.1|DELE	Gem2|NP_649092.1|DMEL
OG0004982	LOC108146195|XP_017127598.1|DELE	MESR6|NP_001262033.1|DMEL
OG0004983	LOC108150289|XP_017133880.1|DELE	CG6674|NP_648377.1|DMEL
OG0004984	LOC108142738|XP_017122251.1|DELE	axed|NP_001356975.1|DMEL
OG0004985	LOC108145851|XP_017126957.1|DELE	ABCB7|NP_728642.2|DMEL
OG0004986	LOC108135637|XP_017111947.1|DELE	CG5290|NP_649026.1|DMEL
OG0004987	LOC108146708|XP_017128269.1|DELE	CG9674|NP_001246804.1|DMEL
OG0004988	LOC108145852|XP_017126960.1|DELE	GC|NP_523885.2|DMEL
OG0004989	LOC108146709|XP_017128276.1|DELE	nudC|NP_648923.1|DMEL
OG0004990	LOC108145389|XP_017126273.1|DELE	CG34115|NP_001036564.1|DMEL
OG0004991	LOC108144519|XP_017124949.1|DELE	Prp8|NP_610735.1|DMEL
OG0004992	LOC108144520|XP_017124951.1|DELE	CG8407|NP_610734.1|DMEL
OG0004993	LOC108146825|XP_017128506.1|DELE	CG11529|NP_648558.1|DMEL
OG0004994	LOC108146433|XP_017127926.1|DELE	CG12017|NP_647798.1|DMEL
OG0004995	LOC108145995|XP_017127231.1|DELE	enc|NP_001261376.1|DMEL
OG0004996	LOC108142692|XP_017122190.1|DELE	CG4911|NP_648285.1|DMEL
OG0004997	LOC108141530|XP_017120453.1|DELE	Ric|NP_477211.1|DMEL
OG0004998	LOC108144442|XP_017124816.1|DELE	dup|NP_524878.1|DMEL
OG0004999	LOC108147450|XP_017129467.1|DELE	AlaRS-m|NP_523932.2|DMEL
OG0005000	LOC108149684|XP_017132938.1|DELE	trsn|NP_610591.1|DMEL
OG0005001	LOC108146235|XP_017127650.1|DELE	CG13676|NP_648179.3|DMEL
OG0005002	LOC108141574|XP_017120510.1|DELE	CG4115|NP_650179.1|DMEL
OG0005003	LOC108147492|XP_017129536.1|DELE	UbcE2M|NP_648187.1|DMEL
OG0005004	LOC108142880|XP_017122445.1|DELE	CG10064|NP_648065.1|DMEL
OG0005005	LOC108145722|XP_017126773.1|DELE	CG14085|NP_649101.2|DMEL
OG0005006	LOC108146312|XP_017127761.1|DELE	Herc4|NP_001261249.1|DMEL
OG0005007	LOC108135652|XP_017111968.1|DELE	anchor|NP_001261995.1|DMEL
OG0005008	LOC108146520|XP_017128046.1|DELE	cep290|NP_612064.1|DMEL
OG0005009	LOC108135503|XP_017111736.1|DELE	QIL1|NP_648983.1|DMEL
OG0005010	LOC108135628|XP_017111937.1|DELE	CG10361|NP_648509.1|DMEL
OG0005011	LOC108144773|XP_017125372.1|DELE	CG3907|NP_611870.3|DMEL
OG0005012	LOC108142821|XP_017122372.1|DELE	Sin|NP_524192.2|DMEL
OG0005013	LOC108142974|XP_017122619.1|DELE	Rel|NP_477094.1|DMEL
OG0005014	LOC108150287|XP_017133876.1|DELE	CG6709|NP_001097567.1|DMEL
OG0005015	LOC108142613|XP_017122084.1|DELE	Kap-alpha1|NP_524167.1|DMEL
OG0005016	LOC108146918|XP_017128651.1|DELE	Notum|NP_730096.2|DMEL
OG0005017	LOC108147484|XP_017129527.1|DELE	Unr|NP_001137912.1|DMEL
OG0005018	LOC108146116|XP_017127436.1|DELE	CG13893|NP_612042.3|DMEL
OG0005019	LOC108146176|XP_017127571.1|DELE	Pgm1|NP_524675.1|DMEL
OG0005020	LOC108141274|XP_017120029.1|DELE	CG12134|NP_001369072.1|DMEL
OG0005021	LOC108141949|XP_017121080.1|DELE	CG5056|NP_609391.1|DMEL
OG0005022	LOC108146498|XP_017128023.1|DELE	CG17249|NP_647638.1|DMEL
OG0005023	LOC108141292|XP_017120048.1|DELE	CG30001|NP_724825.2|DMEL
OG0005024	LOC108146193|XP_017127595.1|DELE	Cht2|NP_477298.2|DMEL
OG0005025	LOC108142632|XP_017122112.1|DELE	mRRF1|NP_648302.2|DMEL
OG0005026	LOC108146450|XP_017127949.1|DELE	CG7550|NP_648176.1|DMEL
OG0005027	LOC108146311|XP_017127758.1|DELE	CG12605|NP_647845.2|DMEL
OG0005028	LOC108134601|XP_017110454.1|DELE	CG5961|NP_650206.1|DMEL
OG0005029	LOC108135634|XP_017111942.1|DELE	CycT|NP_524127.2|DMEL
OG0005030	LOC108145998|XP_017127240.1|DELE	Gk1|NP_524655.1|DMEL
OG0005031	LOC108150274|XP_017133849.1|DELE	simj|NP_001261685.1|DMEL
OG0005032	LOC108142411|XP_017121754.1|DELE	CG10510|NP_649291.2|DMEL
OG0005033	LOC108147525|XP_017129597.1|DELE	Blimp-1|NP_001261442.1|DMEL
OG0005034	LOC108147422|XP_017129368.1|DELE	lin-28|NP_647983.1|DMEL
OG0005035	LOC108142412|XP_017121755.1|DELE	park|NP_730600.1|DMEL
OG0005036	LOC108146100|XP_017127417.1|DELE	CG16984|NP_647729.1|DMEL
OG0005037	LOC108142473|XP_017121845.1|DELE	Cpsf5|NP_001036597.1|DMEL
OG0005038	LOC108146328|XP_017127783.1|DELE	CG14971|NP_647817.2|DMEL
OG0005039	LOC108134974|XP_017110994.1|DELE	Vps53|NP_608825.2|DMEL
OG0005040	LOC108142404|XP_017121739.1|DELE	CG7324|NP_649305.1|DMEL
OG0005041	LOC108142733|XP_017122247.1|DELE	ICA69|NP_649283.1|DMEL
OG0005042	LOC108146538|XP_017128067.1|DELE	CG12093|NP_647747.1|DMEL
OG0005043	LOC108145489|XP_017126435.1|DELE	mRpL54|NP_611541.1|DMEL
OG0005044	LOC108145487|XP_017126433.1|DELE	cpa|NP_611539.1|DMEL
OG0005045	LOC108145556|XP_017126545.1|DELE	ND-B14.7|NP_611538.1|DMEL
OG0005046	LOC108139025|XP_017117124.1|DELE	CG5189|NP_611334.1|DMEL
OG0005047	LOC108146942|XP_017128684.1|DELE	nst|NP_648588.1|DMEL
OG0005048	LOC108146957|XP_017128702.1|DELE	eIF2beta|NP_524043.1|DMEL
OG0005049	LOC108142460|XP_017121826.1|DELE	CG42337|NP_649286.2|DMEL
OG0005050	LOC108144607|XP_017125118.1|DELE	CG8878|NP_610733.1|DMEL
OG0005051	LOC108142496|XP_017121881.1|DELE	AcCoAS|NP_730611.1|DMEL
OG0005052	LOC108142826|XP_017122379.1|DELE	CG12974|NP_730613.2|DMEL
OG0005053	LOC108142035|XP_017121200.1|DELE	CG4364|NP_609305.1|DMEL
OG0005054	LOC108142722|XP_017122231.1|DELE	RhoBTB|NP_001262107.1|DMEL
OG0005055	LOC108137655|XP_017114976.1|DELE	Alr|NP_001259731.1|DMEL
OG0005056	LOC108144810|XP_017125427.1|DELE	CG12964|NP_611040.2|DMEL
OG0005057	LOC108142612|XP_017122074.1|DELE	CG7546|NP_001137904.1|DMEL
OG0005058	LOC108147427|XP_017129379.1|DELE	shep|NP_001246636.1|DMEL
OG0005059	LOC108144892|XP_017125542.1|DELE	SiaT|NP_523853.1|DMEL
OG0005060	LOC108144461|XP_017124847.1|DELE	Mmp1|NP_726473.2|DMEL
OG0005061	LOC108135297|XP_017111471.1|DELE	epsilonCOP|NP_609037.1|DMEL
OG0005062	LOC108144489|XP_017124907.1|DELE	SERCA|NP_726381.1|DMEL
OG0005063	LOC108145593|XP_017126618.1|DELE, LOC108145600|XP_017126627.1|DELE	Yeti|NP_001137537.1|DMEL
OG0005064	LOC108146347|XP_017127808.1|DELE	IntS9|NP_648838.3|DMEL
OG0005065	LOC108149637|XP_017132858.1|DELE	Corin|NP_610297.2|DMEL
OG0005066	LOC108137967|XP_017115421.1|DELE	Syn2|NP_788381.1|DMEL
OG0005067	LOC108149062|XP_017131897.1|DELE	CG5819|NP_611660.1|DMEL
OG0005068	LOC108135680|XP_017112008.1|DELE	geko|NP_524980.1|DMEL
OG0005069	LOC108147047|XP_017128810.1|DELE	CG8726|NP_610341.2|DMEL
OG0005070	LOC108144763|XP_017125359.1|DELE	Sox14|NP_476894.1|DMEL
OG0005071	LOC108135708|XP_017112041.1|DELE	TfIIEalpha|NP_524026.1|DMEL
OG0005072	LOC108135926|XP_017112360.1|DELE	CG12773|NP_569905.1|DMEL
OG0005073	LOC108137981|XP_017115441.1|DELE	CG5721|NP_611306.1|DMEL
OG0005074	LOC108135557|XP_017111793.1|DELE	Sarm|NP_001246662.1|DMEL
OG0005075	LOC108145208|XP_017125938.1|DELE	eEFSec|NP_611584.1|DMEL
OG0005076	LOC108144838|XP_017125468.1|DELE	Syx6|NP_995816.1|DMEL
OG0005078	LOC108146352|XP_017127813.1|DELE	CG10357|NP_647821.2|DMEL
OG0005079	LOC108141389|XP_017120227.1|DELE	CG12851|NP_611987.3|DMEL
OG0005080	LOC108145704|XP_017126754.1|DELE	CG16753|NP_647764.1|DMEL
OG0005081	LOC108145081|XP_017125755.1|DELE	vimar|NP_995767.1|DMEL
OG0005082	LOC108136142|XP_017112625.1|DELE	CG12713|NP_648806.1|DMEL
OG0005083	LOC108138450|XP_017116141.1|DELE	MED20|NP_001260223.1|DMEL
OG0005084	LOC108146659|XP_017128193.1|DELE	CG17364|NP_788506.1|DMEL
OG0005085	LOC108150316|XP_017133920.1|DELE	CG7638|NP_648439.1|DMEL
OG0005086	LOC108149660|XP_017132895.1|DELE	CG11127|NP_610283.1|DMEL
OG0005087	LOC108150284|XP_017133873.1|DELE	Ae2|NP_648357.1|DMEL
OG0005088	LOC108144584|XP_017125067.1|DELE	CG13229|NP_610637.1|DMEL
OG0005089	LOC108144582|XP_017125065.1|DELE	CG12391|NP_610639.1|DMEL
OG0005090	LOC108147054|XP_017128828.1|DELE	CG11257|NP_611419.1|DMEL
OG0005091	LOC108145024|XP_017125688.1|DELE	GLS|NP_001163129.1|DMEL
OG0005092	LOC108142424|XP_017121772.1|DELE	CG7506|NP_648144.3|DMEL
OG0005093	LOC108142584|XP_017122031.1|DELE	Deaf1|NP_524169.1|DMEL
OG0005094	LOC108145824|XP_017126918.1|DELE	Eip63E|NP_001261373.1|DMEL
OG0005095	LOC108144366|XP_017124623.1|DELE	NKAIN|NP_611975.3|DMEL
OG0005096	LOC108147801|XP_017130031.1|DELE	Prx6005|NP_523463.2|DMEL
OG0005097	LOC108143609|XP_017123622.1|DELE	CG10433|NP_611590.1|DMEL
OG0005098	LOC108144637|XP_017125158.1|DELE	pio|NP_726461.1|DMEL
OG0005099	LOC108144172|XP_017124321.1|DELE	ETH|NP_524699.1|DMEL
OG0005100	LOC108144121|XP_017124252.1|DELE	Orc4|NP_477320.1|DMEL
OG0005101	LOC108136829|XP_017113734.1|DELE	mdlc|NP_650865.1|DMEL
OG0005102	LOC108145518|XP_017126478.1|DELE	RIC-3|NP_611537.2|DMEL
OG0005103	LOC108144886|XP_017125534.1|DELE	mr|NP_611862.1|DMEL
OG0005104	LOC108141727|XP_017120709.1|DELE	Chrac-14|NP_476646.2|DMEL
OG0005105	LOC108135507|XP_017111741.1|DELE	tap|NP_524124.1|DMEL
OG0005106	LOC108145819|XP_017126914.1|DELE	Shab|NP_001189037.1|DMEL
OG0005107	LOC108146105|XP_017127425.1|DELE	CG32281|NP_728821.2|DMEL
OG0005108	LOC108149755|XP_017133057.1|DELE	mRpS16|NP_523737.1|DMEL
OG0005109	LOC108142627|XP_017122107.1|DELE	CG34348|NP_001096954.1|DMEL
OG0005110	LOC108146791|XP_017128448.1|DELE	spd-2|NP_648906.1|DMEL
OG0005111	LOC108147500|XP_017129554.1|DELE	PGRP-LD|NP_001137893.1|DMEL
OG0005112	LOC108146459|XP_017127960.1|DELE	Rabex-5|NP_612093.1|DMEL
OG0005113	LOC108147501|XP_017129558.1|DELE	Pmi|NP_001027109.2|DMEL
OG0005114	LOC108146374|XP_017127852.1|DELE	CG9018|NP_647701.1|DMEL
OG0005115	LOC108139036|XP_017117134.1|DELE	CG34124|NP_001036333.1|DMEL
OG0005116	LOC108146912|XP_017128643.1|DELE	Dbp73D|NP_476833.1|DMEL
OG0005117	LOC108136332|XP_017112925.1|DELE	Pex5|NP_726771.1|DMEL
OG0005118	LOC108141893|XP_017120992.1|DELE	yip2|NP_523528.1|DMEL
OG0005119	LOC108144346|XP_017124558.1|DELE	Trpm|NP_001097320.1|DMEL
OG0005120	LOC108146290|XP_017127724.1|DELE	GV1|NP_647665.2|DMEL
OG0005121	LOC108145802|XP_017126866.1|DELE	Cpr76Bc|NP_001097644.1|DMEL
OG0005122	LOC108146749|XP_017128367.1|DELE	RpS4|NP_729871.1|DMEL
OG0005123	LOC108135692|XP_017112023.1|DELE	Chmp1|NP_649051.3|DMEL
OG0005124	LOC108146759|XP_017128382.1|DELE	Lasp|NP_730192.2|DMEL
OG0005125	LOC108146786|XP_017128439.1|DELE	Dab|NP_001163455.2|DMEL
OG0005126	LOC108147517|XP_017129587.1|DELE	Oseg1|NP_648221.3|DMEL
OG0005127	LOC108145888|XP_017127025.1|DELE	CG1927|NP_647684.1|DMEL
OG0005128	LOC108145031|XP_017125703.1|DELE	Psc|NP_523725.2|DMEL
OG0005129	LOC108142713|XP_017122221.1|DELE	CG5199|NP_649227.2|DMEL
OG0005130	LOC108142639|XP_017122125.1|DELE	Pex14|NP_649253.1|DMEL
OG0005131	LOC108142525|XP_017121938.1|DELE	CG42458|NP_996010.2|DMEL
OG0005132	LOC108150225|XP_017133758.1|DELE	Pfdn2|NP_729659.1|DMEL
OG0005133	LOC108146439|XP_017127932.1|DELE	CG14968|NP_647800.1|DMEL
OG0005134	LOC108146729|XP_017128317.1|DELE	sti|NP_001261768.1|DMEL
OG0005135	LOC108145980|XP_017127203.1|DELE	CG12025|NP_647671.1|DMEL
OG0005136	LOC108145976|XP_017127198.1|DELE	dre4|NP_476610.2|DMEL
OG0005137	LOC108147202|XP_017129045.1|DELE	l_3_mbt|NP_733209.1|DMEL
OG0005138	LOC108147402|XP_017129328.1|DELE	Eaf6|NP_647981.1|DMEL
OG0005139	LOC108142386|XP_017121710.1|DELE	CG42269|NP_648019.2|DMEL
OG0005140	LOC108139041|XP_017117147.1|DELE	eIF3i|NP_523478.1|DMEL
OG0005141	LOC108141356|XP_017120163.1|DELE	Dg|NP_788363.1|DMEL
OG0005142	LOC108147526|XP_017129599.1|DELE	h|NP_523977.2|DMEL
OG0005143	LOC108147440|XP_017129438.1|DELE	Zasp66|NP_729395.2|DMEL
OG0005144	LOC108147390|XP_017129314.1|DELE	Cpr66D|NP_729400.1|DMEL
OG0005145	LOC108147534|XP_017129607.1|DELE	Arr2|NP_523976.1|DMEL
OG0005146	LOC108142372|XP_017121688.1|DELE	CG33288|NP_996136.2|DMEL
OG0005147	LOC108142375|XP_017121694.1|DELE	barc|NP_649313.1|DMEL
OG0005148	LOC108142565|XP_017122003.1|DELE	CG4080|NP_648305.1|DMEL
OG0005149	LOC108144525|XP_017124963.1|DELE	Snx16|NP_611252.1|DMEL
OG0005150	LOC108146471|XP_017127978.1|DELE	Tcs3|NP_648880.1|DMEL
OG0005151	LOC108146335|XP_017127789.1|DELE	CG11583|NP_001033989.1|DMEL
OG0005152	LOC108146424|XP_017127918.1|DELE	CG11586|NP_647881.1|DMEL
OG0005153	LOC108146421|XP_017127915.1|DELE	CG15011|NP_647879.1|DMEL
OG0005154	LOC108146156|XP_017127517.1|DELE	ago|NP_523922.1|DMEL
OG0005155	LOC108145668|XP_017126711.1|DELE	Kah|NP_612040.1|DMEL
OG0005156	LOC108140683|XP_017119119.1|DELE	Sec15|NP_650942.1|DMEL
OG0005157	LOC108149061|XP_017131896.1|DELE	Gp150|NP_477049.2|DMEL
OG0005158	LOC108142408|XP_017121747.1|DELE	LanA|NP_476617.1|DMEL
OG0005159	LOC108146833|XP_017128518.1|DELE	mbf1|NP_001261952.1|DMEL
OG0005160	LOC108135508|XP_017111742.1|DELE	CG7484|NP_649000.1|DMEL
OG0005161	LOC108144675|XP_017125223.1|DELE	CG3257|NP_611887.2|DMEL
OG0005162	LOC108136625|XP_017113433.1|DELE	CG12106|NP_572536.1|DMEL
OG0005163	LOC108143251|XP_017123049.1|DELE	Hem|NP_524214.1|DMEL
OG0005164	LOC108146899|XP_017128629.1|DELE	INPP5E|NP_648566.1|DMEL
OG0005165	LOC108145109|XP_017125794.1|DELE	Bap170|NP_610216.1|DMEL
OG0005166	LOC108137464|XP_017114659.1|DELE	hd|NP_649531.1|DMEL
OG0005167	LOC108137470|XP_017114664.1|DELE	RpII18|NP_524910.1|DMEL
OG0005168	LOC108146687|XP_017128232.1|DELE	CG7728|NP_648945.1|DMEL
OG0005169	LOC108145957|XP_017127164.1|DELE	CG14989|NP_001246611.1|DMEL
OG0005170	LOC108145954|XP_017127157.1|DELE	Gad1|NP_523914.2|DMEL
OG0005171	LOC108146130|XP_017127467.1|DELE	Faa|NP_524830.2|DMEL
OG0005172	LOC108145235|XP_017125990.1|DELE	cv-2|NP_524809.2|DMEL
OG0005173	LOC108145059|XP_017125729.1|DELE	CG3358|NP_724515.1|DMEL
OG0005174	LOC108143594|XP_017123603.1|DELE	RabX1|NP_524713.1|DMEL
OG0005175	LOC108143506|XP_017123461.1|DELE	CG3530|NP_726322.1|DMEL
OG0005176	LOC108145186|XP_017125916.1|DELE	edl|NP_523786.2|DMEL
OG0005177	LOC108143539|XP_017123528.1|DELE	CG9812|NP_726324.3|DMEL
OG0005178	LOC108147561|XP_017129638.1|DELE	ZC3H3|NP_648230.1|DMEL
OG0005179	LOC108147434|XP_017129411.1|DELE	Nelf-E|NP_648241.1|DMEL
OG0005180	LOC108145933|XP_017127126.1|DELE	CG13917|NP_647628.1|DMEL
OG0005181	LOC108145575|XP_017126579.1|DELE	CG9992|NP_573121.1|DMEL
OG0005182	LOC108143495|XP_017123440.1|DELE	Rme-8|NP_610467.1|DMEL
OG0005183	LOC108149746|XP_017133023.1|DELE	Galphao|NP_724934.1|DMEL
OG0005184	LOC108149789|XP_017133139.1|DELE	RanBPM|NP_001303342.1|DMEL
OG0005185	LOC108143416|XP_017123309.1|DELE	CG2063|NP_610475.1|DMEL
OG0005186	LOC108144767|XP_017125363.1|DELE	nompA|NP_524831.2|DMEL
OG0005187	LOC108145058|XP_017125727.1|DELE	mim|NP_001188869.1|DMEL
OG0005188	LOC108138818|XP_017116809.1|DELE	slim|NP_523782.1|DMEL
OG0005189	LOC108134846|XP_017110799.1|DELE	Vav|NP_001097030.1|DMEL
OG0005190	LOC108135707|XP_017112040.1|DELE	exex|NP_648164.1|DMEL
OG0005191	LOC108135104|XP_017111168.1|DELE	CG10311|NP_650536.1|DMEL
OG0005192	LOC108144532|XP_017124977.1|DELE	Elk|NP_477009.1|DMEL
OG0005193	LOC108143459|XP_017123383.1|DELE	Drep2|NP_001097238.1|DMEL
OG0005194	LOC108143446|XP_017123363.1|DELE	Hil|NP_611493.2|DMEL
OG0005195	LOC108149601|XP_017132784.1|DELE	CG17985|NP_610305.1|DMEL
OG0005196	LOC108142697|XP_017122196.1|DELE	in|NP_788548.1|DMEL
OG0005197	LOC108144507|XP_017124930.1|DELE	spag|NP_524664.1|DMEL
OG0005198	LOC108146848|XP_017128542.1|DELE	mirr|NP_001261778.1|DMEL
OG0005199	LOC108144717|XP_017125302.1|DELE	eIF2Bgamma|NP_611046.2|DMEL
OG0005200	LOC108144501|XP_017124922.1|DELE	l_2_k01209|NP_725672.2|DMEL
OG0005201	LOC108141312|XP_017120070.1|DELE	emp|NP_726504.2|DMEL
OG0005202	LOC108149651|XP_017132880.1|DELE	CG30496|NP_724595.1|DMEL
OG0005203	LOC108149735|XP_017132994.1|DELE	Ih|NP_001033948.1|DMEL
OG0005204	LOC108150722|XP_017134508.1|DELE	homer|NP_001036341.2|DMEL
OG0005205	LOC108134722|XP_017110612.1|DELE	Pgant2|NP_995625.2|DMEL
OG0005206	LOC108143561|XP_017123558.1|DELE	AIMP3|NP_660194.1|DMEL
OG0005207	LOC108141379|XP_017120205.1|DELE	Pdk|NP_001097240.1|DMEL
OG0005208	LOC108141287|XP_017120044.1|DELE	eve|NP_523670.2|DMEL
OG0005209	LOC108138969|XP_017117040.1|DELE	yellow-c|NP_523570.3|DMEL
OG0005210	LOC108138911|XP_017116955.1|DELE	GABA-B-R1|NP_523569.3|DMEL
OG0005211	LOC108143216|XP_017123001.1|DELE	Rich|NP_649385.1|DMEL
OG0005212	LOC108144509|XP_017124933.1|DELE	DnaJ-60|NP_523840.1|DMEL
OG0005213	LOC108138509|XP_017116242.1|DELE	Mcm6|NP_511065.1|DMEL
OG0005214	LOC108138814|XP_017116799.1|DELE	Megf8|NP_609180.3|DMEL
OG0005215	LOC108134743|XP_017110667.1|DELE	CG2818|NP_608804.1|DMEL
OG0005216	LOC108138864|XP_017116877.1|DELE	Rab9|NP_609966.1|DMEL
OG0005217	LOC108135230|XP_017111372.1|DELE	CG2225|NP_001246127.1|DMEL
OG0005218	LOC108142011|XP_017121168.1|DELE	CG31886|NP_001097129.1|DMEL
OG0005219	LOC108143550|XP_017123548.1|DELE	Mys45A|NP_610455.1|DMEL
OG0005220	LOC108146016|XP_017127279.1|DELE	CG12099|NP_647623.1|DMEL
OG0005221	LOC108142105|XP_017121291.1|DELE	CG13108|NP_609276.1|DMEL
OG0005222	LOC108150457|XP_017134111.1|DELE	tweek|NP_001286002.1|DMEL
OG0005223	LOC108149542|XP_017132668.1|DELE	Bdp1|NP_609643.2|DMEL
OG0005224	LOC108141812|XP_017120878.1|DELE	Sema1a|NP_001260265.1|DMEL
OG0005225	LOC108138793|XP_017116761.1|DELE	okr|NP_476661.1|DMEL
OG0005226	LOC108138850|XP_017116851.1|DELE	Cka|NP_001245936.1|DMEL
OG0005227	LOC108150424|XP_017134071.1|DELE	CG5861|NP_609789.1|DMEL
OG0005228	LOC108150466|XP_017134145.1|DELE	Syx5|NP_599132.2|DMEL
OG0005229	LOC108149237|XP_017132165.1|DELE	dock|NP_722657.1|DMEL
OG0005230	LOC108134492|XP_017110300.1|DELE	Reps|NP_609487.2|DMEL
OG0005231	LOC108147815|XP_017130053.1|DELE	net|NP_524820.2|DMEL
OG0005232	LOC108148001|XP_017130313.1|DELE	Duox|NP_608715.2|DMEL
OG0005233	LOC108138982|XP_017117056.1|DELE	DCTN5-p25|NP_723893.1|DMEL
OG0005234	LOC108139046|XP_017117152.1|DELE	tj|NP_001260582.1|DMEL
OG0005235	LOC108139024|XP_017117119.1|DELE	CG10343|NP_609900.1|DMEL
OG0005236	LOC108134963|XP_017110977.1|DELE	Psf2|NP_608826.4|DMEL
OG0005237	LOC108134971|XP_017110991.1|DELE	Traf4|NP_477416.1|DMEL
OG0005238	LOC108134965|XP_017110981.1|DELE	CG15429|NP_608823.2|DMEL
OG0005239	LOC108148041|XP_017130369.1|DELE	papi|NP_608657.1|DMEL
OG0005240	LOC108142113|XP_017121300.1|DELE	CG33303|NP_001260335.1|DMEL
OG0005241	LOC108147959|XP_017130241.1|DELE	capt|NP_001033870.1|DMEL
OG0005242	LOC108135353|XP_017111534.1|DELE	CG6443|NP_609443.1|DMEL
OG0005243	LOC108149214|XP_017132137.1|DELE	drongo|NP_001162848.1|DMEL
OG0005244	LOC108135795|XP_017112152.1|DELE	kar|NP_001189213.1|DMEL
OG0005245	LOC108148308|XP_017130784.1|DELE	Ufl1|NP_649690.1|DMEL
OG0005246	LOC108137843|XP_017115258.1|DELE	CG13690|NP_608521.1|DMEL
OG0005247	LOC108143521|XP_017123494.1|DELE	pita|NP_611806.3|DMEL
OG0005248	LOC108135369|XP_017111551.1|DELE	tefu|NP_001036712.1|DMEL
OG0005249	LOC108136824|XP_017113717.1|DELE	cdm|NP_650682.1|DMEL
OG0005250	LOC108138765|XP_017116675.1|DELE	CG8671|NP_724324.2|DMEL
OG0005251	LOC108141987|XP_017121135.1|DELE	CG5381|NP_609379.1|DMEL
OG0005252	LOC108138745|XP_017116628.1|DELE	brat|NP_001188842.2|DMEL
OG0005253	LOC108141792|XP_017120823.1|DELE	Dap160|NP_001246118.1|DMEL
