Orthogroup	DELE.longest_only	AEAL.longest_only
OG0003352	LOC108148758|XP_017131448.1|DELE	LOC109421883|XP_019552003.2|AEAL
OG0003353	LOC108135102|XP_017111169.1|DELE	LOC109425028|XP_029717637.1|AEAL, LOC109418573|XP_029717678.1|AEAL
OG0003354	LOC108143935|XP_017124010.1|DELE	LOC109424980|XP_029717646.1|AEAL, LOC115260676|XP_029717687.1|AEAL
OG0003355	LOC108136458|XP_017113133.1|DELE	LOC109418672|XP_029712152.1|AEAL, LOC115260679|XP_029717693.1|AEAL, LOC109424901|XP_029717651.1|AEAL
OG0003356	LOC108136432|XP_017113071.1|DELE	LOC109412954|XP_029717703.1|AEAL, LOC109424872|XP_029717659.1|AEAL
OG0003357	LOC108148175|XP_017130565.1|DELE	LOC115254051|XP_029717660.1|AEAL, LOC109412952|XP_019542158.2|AEAL
OG0003358	LOC108138929|XP_017116988.1|DELE	LOC109427766|XP_029717789.1|AEAL, LOC109431339|XP_019563101.1|AEAL
OG0003359	LOC108149990|XP_017133409.1|DELE	LOC109427746|XP_029717818.1|AEAL, LOC109431388|XP_019563150.1|AEAL
OG0003360	LOC108148132|XP_017130468.1|DELE	LOC109427738|XP_029717321.1|AEAL, LOC109431372|XP_029717823.1|AEAL
OG0003361	LOC108143382|XP_017123236.1|DELE	LOC115258121|XP_029714021.1|AEAL, LOC115258120|XP_029714020.1|AEAL
OG0003362	LOC108143026|XP_017122711.1|DELE	LOC109431465|XP_029717900.1|AEAL
OG0003363	LOC108141151|XP_017119865.1|DELE	LOC109431491|XP_029717901.1|AEAL
OG0003364	LOC108140528|XP_017118826.1|DELE	LOC109406946|XP_029729113.1|AEAL, LOC109405944|XP_019534538.2|AEAL
OG0003365	LOC108137487|XP_017114691.1|DELE	LOC109405947|XP_029729118.1|AEAL, LOC109406925|XP_029728626.1|AEAL
OG0003366	LOC108135516|XP_017111750.1|DELE	LOC109431089|XP_029707527.1|AEAL, LOC109412124|XP_029733688.1|AEAL
OG0003367	LOC108146490|XP_017128011.1|DELE	LOC109431378|XP_029718067.1|AEAL, LOC109412153|XP_029718056.1|AEAL
OG0003368	LOC108146340|XP_017127799.1|DELE	LOC109412183|XP_019541382.2|AEAL
OG0003369	LOC108141069|XP_017119717.1|DELE	LOC109431675|XP_029717911.1|AEAL
OG0003370	LOC108139200|XP_017117328.1|DELE	LOC115258289|XP_029714231.1|AEAL, LOC109405306|XP_019533886.1|AEAL, LOC109406365|XP_019535009.2|AEAL
OG0003371	LOC108147740|XP_017129959.1|DELE	LOC109416337|XP_029710160.1|AEAL, LOC109426538|XP_029725061.1|AEAL, LOC109416319|XP_019545903.2|AEAL
OG0003372	LOC108147597|XP_017129726.1|DELE	LOC109405639|XP_019534252.1|AEAL
OG0003373	LOC108140746|XP_017119212.1|DELE	LOC109406906|XP_029713908.1|AEAL
OG0003374	LOC108137650|XP_017114966.1|DELE	LOC109405633|XP_029712329.1|AEAL
OG0003375	LOC108139274|XP_017117452.1|DELE	LOC109405641|XP_029712341.1|AEAL
OG0003376	LOC108140803|XP_017119290.1|DELE	LOC109623012|XP_019933028.1|AEAL, LOC109419648|XP_019549422.1|AEAL
OG0003377	LOC108140526|XP_017118824.1|DELE	LOC109622744|XP_029712317.1|AEAL, LOC115257104|XP_029712319.1|AEAL
OG0003378	LOC108137354|XP_017114478.1|DELE	LOC109622746|XP_029712333.1|AEAL
OG0003379	LOC108148764|XP_017131455.1|DELE	LOC109419559|XP_019549320.2|AEAL
OG0003380	LOC108148599|XP_017131166.1|DELE	LOC109423118|XP_029708021.1|AEAL, LOC109419486|XP_029733622.1|AEAL
OG0003381	LOC108134472|XP_017110274.1|DELE	LOC109423123|XP_019553575.2|AEAL, LOC109419373|XP_019549152.2|AEAL
OG0003382	LOC108147156|XP_017128959.1|DELE	LOC109423127|XP_029732680.1|AEAL, LOC109419299|XP_029707993.1|AEAL
OG0003383	LOC108143072|XP_017122774.1|DELE	LOC109423138|XP_029733678.1|AEAL, LOC115269264|XP_029733677.1|AEAL, LOC109419141|XP_019548912.2|AEAL
OG0003384	LOC108149032|XP_017131873.1|DELE	LOC115257160|XP_029712415.1|AEAL, LOC109397301|XP_019525177.1|AEAL, LOC109423202|XP_029729628.1|AEAL
OG0003385	LOC108143937|XP_017124013.1|DELE	LOC115253627|XP_029707962.1|AEAL, LOC109397295|XP_029729623.1|AEAL, LOC109423203|XP_029712438.1|AEAL, LOC115254528|XP_029707941.1|AEAL
OG0003386	LOC108142917|XP_017122495.1|DELE	LOC109397307|XP_019525182.2|AEAL, LOC115266664|XP_029729048.1|AEAL, LOC115254705|XP_029708235.1|AEAL
OG0003387	LOC108140383|XP_017118576.1|DELE	LOC115266637|XP_029729005.1|AEAL, LOC109397288|XP_029707948.1|AEAL
OG0003388	LOC108150019|XP_017133467.1|DELE	LOC109423215|XP_019553697.2|AEAL, LOC115254534|XP_029707947.1|AEAL, LOC109397294|XP_019525161.2|AEAL, LOC115254710|XP_029708242.1|AEAL
OG0003389	LOC108144897|XP_017125546.1|DELE	LOC109397253|XP_019525122.2|AEAL, LOC115263817|XP_029723055.1|AEAL
OG0003390	LOC108135733|XP_017112055.1|DELE	LOC109397252|XP_019525121.2|AEAL, LOC109423239|XP_029722773.1|AEAL
OG0003391	LOC108140574|XP_017118936.1|DELE	LOC109423518|XP_029736178.1|AEAL, LOC109430199|XP_029722780.1|AEAL
OG0003392	LOC108135086|XP_017111143.1|DELE	LOC109432122|XP_019563951.2|AEAL
OG0003393	LOC108148767|XP_017131459.1|DELE	LOC109425428|XP_029722844.1|AEAL, LOC115254111|XP_029722811.1|AEAL, LOC109432127|XP_029722866.1|AEAL
OG0003394	LOC108135859|XP_017112249.1|DELE	LOC115266412|XP_029728504.1|AEAL, LOC109432203|XP_019564074.2|AEAL
OG0003395	LOC108135874|XP_017112264.1|DELE	LOC109432198|XP_029722813.1|AEAL, LOC115263717|XP_029722820.1|AEAL
OG0003396	LOC108148728|XP_017131395.1|DELE	LOC115263724|XP_029722841.1|AEAL, LOC109425439|XP_029722816.1|AEAL
OG0003397	LOC108148746|XP_017131433.1|DELE	LOC109430300|XP_019561899.2|AEAL
OG0003399	LOC108143780|XP_017123796.1|DELE	LOC109415542|XP_019544970.2|AEAL, LOC109430272|XP_019561866.1|AEAL
OG0003400	LOC108143908|XP_017123974.1|DELE	LOC115263745|XP_029722893.1|AEAL
OG0003401	LOC108148721|XP_017131378.1|DELE	LOC109430344|XP_029722946.1|AEAL, LOC109400126|XP_029722721.1|AEAL
OG0003402	LOC108143805|XP_017123817.1|DELE	LOC115263864|XP_029723077.1|AEAL, LOC109400044|XP_019528058.2|AEAL
OG0003403	LOC108144599|XP_017125094.1|DELE	LOC109400110|XP_019528139.2|AEAL, LOC115263758|XP_029722950.1|AEAL
OG0003404	LOC108139209|XP_017117345.1|DELE	LOC109400086|XP_019528100.2|AEAL, LOC109621549|XP_019931159.2|AEAL
OG0003405	LOC108143605|XP_017123617.1|DELE	LOC115254374|XP_029707731.1|AEAL, LOC115253922|XP_029707598.1|AEAL, LOC109621612|XP_019931246.2|AEAL
OG0003406	LOC108148650|XP_017131264.1|DELE	LOC115254348|XP_029707644.1|AEAL, LOC109621625|XP_019931262.1|AEAL, LOC109400082|XP_019528095.1|AEAL
OG0003407	LOC108148491|XP_017131015.1|DELE	LOC109621546|XP_019931157.2|AEAL, LOC109400083|XP_019528096.1|AEAL, LOC115253921|XP_029707588.1|AEAL
OG0003408	LOC108135336|XP_017111520.1|DELE	LOC109400091|XP_029707599.1|AEAL, LOC109621583|XP_029707642.1|AEAL
OG0003409	LOC108143931|XP_017124005.1|DELE	LOC109400079|XP_029707603.1|AEAL, LOC115254378|XP_029707734.1|AEAL, LOC109621244|XP_029707638.1|AEAL
OG0003410	LOC108148849|XP_017131622.1|DELE	LOC109621585|XP_019931209.1|AEAL, LOC115260390|XP_029717209.1|AEAL, LOC109400102|XP_019528129.1|AEAL
OG0003411	LOC108140692|XP_017119129.1|DELE	LOC109621636|XP_019931280.2|AEAL, LOC109400138|XP_019528171.3|AEAL
OG0003412	LOC108147266|XP_017129160.1|DELE	LOC109621621|XP_019931255.1|AEAL, LOC115254360|XP_029707691.1|AEAL, LOC109400054|XP_019528071.1|AEAL
OG0003413	LOC108140955|XP_017119512.1|DELE	LOC109430399|XP_019562006.2|AEAL, LOC109408863|XP_019537776.2|AEAL
OG0003414	LOC108143177|XP_017122916.1|DELE	LOC109430389|XP_029713498.1|AEAL, LOC109413279|XP_029716795.1|AEAL
OG0003415	LOC108135449|XP_017111680.1|DELE	LOC115257486|XP_029712975.1|AEAL, LOC109415404|XP_029712945.1|AEAL
OG0003416	LOC108140766|XP_017119241.1|DELE	LOC109410084|XP_019539164.2|AEAL, LOC109415407|XP_019544818.1|AEAL
OG0003417	LOC108150359|XP_017133986.1|DELE	LOC109430221|XP_029713177.1|AEAL, LOC115257652|XP_029713353.1|AEAL
OG0003418	LOC108135836|XP_017112209.1|DELE	LOC109430213|XP_019561805.1|AEAL
OG0003419	LOC108141163|XP_017119879.1|DELE	LOC109430448|XP_019562064.2|AEAL
OG0003420	LOC108141080|XP_017119740.1|DELE	LOC109432139|XP_019563987.2|AEAL
OG0003421	LOC108148707|XP_017131348.1|DELE	LOC115257764|XP_029713568.1|AEAL, LOC109432155|XP_029712801.1|AEAL, LOC109430218|XP_029713567.1|AEAL
OG0003422	LOC108148710|XP_017131360.1|DELE	LOC109432186|XP_029712835.1|AEAL, LOC109430195|XP_019561791.2|AEAL
OG0003423	LOC108144524|XP_017124962.1|DELE	LOC109430732|XP_019562355.2|AEAL, LOC109429788|XP_029726717.1|AEAL
OG0003424	LOC108136872|XP_017113804.1|DELE	LOC115258060|XP_029713923.1|AEAL, LOC109430740|XP_029712940.1|AEAL, LOC109429762|XP_019561295.2|AEAL
OG0003425	LOC108143977|XP_017124076.1|DELE	LOC115261525|XP_029719205.1|AEAL, LOC109416149|XP_019545667.2|AEAL
OG0003426	LOC108135758|XP_017112092.1|DELE	LOC109430716|XP_019562332.2|AEAL
OG0003427	LOC108135832|XP_017112203.1|DELE	LOC115257536|XP_029713122.1|AEAL, LOC109430742|XP_029736351.1|AEAL, LOC109429542|XP_019561066.2|AEAL
OG0003428	LOC108135701|XP_017112032.1|DELE	LOC109425382|XP_019556180.2|AEAL
OG0003429	LOC108143589|XP_017123596.1|DELE	LOC109399865|XP_019527899.1|AEAL
OG0003430	LOC108135331|XP_017111510.1|DELE	LOC115267041|XP_029729687.1|AEAL, LOC109399837|XP_029729699.1|AEAL
OG0003431	LOC108141124|XP_017119828.1|DELE	LOC109415614|XP_029716225.1|AEAL, LOC115254040|XP_029716429.1|AEAL
OG0003432	LOC108136998|XP_017113985.1|DELE	LOC115259608|XP_029716202.1|AEAL, LOC109416956|XP_019546618.2|AEAL
OG0003433	LOC108148839|XP_017131598.1|DELE	LOC115259484|XP_029715943.1|AEAL, LOC109416949|XP_029715904.1|AEAL, LOC109402365|XP_029716296.1|AEAL
OG0003434	LOC108137669|XP_017115013.1|DELE	LOC109417286|XP_019546936.2|AEAL
OG0003435	LOC108148641|XP_017131253.1|DELE	LOC109623050|XP_019933068.2|AEAL
OG0003436	LOC108148315|XP_017130794.1|DELE	LOC109417729|XP_029716291.1|AEAL, LOC109400487|XP_029716107.1|AEAL
OG0003437	LOC108148314|XP_017130791.1|DELE	LOC109400476|XP_029716101.1|AEAL, LOC115259649|XP_029716288.1|AEAL
OG0003438	LOC108148349|XP_017130853.1|DELE	LOC109417722|XP_019547377.1|AEAL, LOC115259650|XP_029716290.1|AEAL
OG0003439	LOC108137033|XP_017114022.1|DELE	LOC109400499|XP_019528560.2|AEAL
OG0003440	LOC108143115|XP_017122828.1|DELE	LOC109400406|XP_019528463.2|AEAL
OG0003441	LOC108138711|XP_017116551.1|DELE	LOC109400405|XP_019528462.1|AEAL, LOC115269841|XP_029734480.1|AEAL
OG0003442	LOC108142916|XP_017122493.1|DELE	LOC109400398|XP_019528452.2|AEAL
OG0003443	LOC108146216|XP_017127623.1|DELE	LOC115259545|XP_029716076.1|AEAL, LOC115268780|XP_029732805.1|AEAL
OG0003444	LOC108142293|XP_017121531.1|DELE	LOC109411850|XP_019541006.2|AEAL, LOC115259468|XP_029715903.1|AEAL, LOC115268775|XP_029732801.1|AEAL
OG0003445	LOC108136429|XP_017113058.1|DELE	LOC115259607|XP_029716201.1|AEAL, LOC109412733|XP_029715916.1|AEAL, LOC109411853|XP_029716240.1|AEAL
OG0003446	LOC108138590|XP_017116369.1|DELE	LOC109411857|XP_029716413.1|AEAL, LOC115259782|XP_029716434.1|AEAL, LOC115259769|XP_029716420.1|AEAL
OG0003447	LOC108145336|XP_017126212.1|DELE	LOC115259463|XP_029715897.1|AEAL, LOC115259458|XP_029715892.1|AEAL
OG0003448	LOC108141103|XP_017119800.1|DELE	LOC109412720|XP_019541885.1|AEAL, LOC109411863|XP_019541027.1|AEAL
OG0003449	LOC108148270|XP_017130713.1|DELE	LOC109412718|XP_019541881.2|AEAL, LOC109411867|XP_019541032.2|AEAL
OG0003450	LOC108140641|XP_017119053.1|DELE	LOC109411869|XP_029728536.1|AEAL, LOC109412717|XP_019541877.2|AEAL
OG0003451	LOC108140684|XP_017119120.1|DELE	LOC109399056|XP_019527032.2|AEAL, LOC109425245|XP_029733740.1|AEAL
OG0003452	LOC108140742|XP_017119208.1|DELE	LOC109425246|XP_029715833.1|AEAL
OG0003453	LOC108146620|XP_017128153.1|DELE	LOC109412297|XP_019541480.2|AEAL
OG0003454	LOC108147793|XP_017130021.1|DELE	LOC109425251|XP_019556046.2|AEAL
OG0003455	LOC108135864|XP_017112254.1|DELE	LOC109412287|XP_019541474.2|AEAL
OG0003456	LOC108143470|XP_017123398.1|DELE	LOC109622983|XP_029716575.1|AEAL
OG0003457	LOC108141250|XP_017119995.1|DELE	LOC115254039|XP_029716329.1|AEAL, LOC115259538|XP_029716064.1|AEAL, LOC109622981|XP_029722654.1|AEAL, LOC109398996|XP_029712623.1|AEAL
OG0003458	LOC108140731|XP_017119194.1|DELE	LOC109429337|XP_029715922.1|AEAL
OG0003459	LOC108140655|XP_017119075.1|DELE	LOC115259429|XP_029715864.1|AEAL, LOC109401051|XP_029716110.1|AEAL
OG0003460	LOC108148829|XP_017131582.1|DELE	LOC109400928|XP_019528966.2|AEAL, LOC109429316|XP_019560767.2|AEAL
OG0003461	LOC108148290|XP_017130747.1|DELE	LOC109397184|XP_029716349.1|AEAL, LOC109414950|XP_029716284.1|AEAL
OG0003462	LOC108147555|XP_017129631.1|DELE	LOC115257007|XP_029712098.1|AEAL, LOC109397148|XP_019525036.2|AEAL, LOC109400723|XP_029716304.1|AEAL
OG0003463	LOC108139297|XP_017117482.1|DELE	LOC109412597|XP_029716093.1|AEAL, LOC109433466|XP_029724004.1|AEAL, LOC115259542|XP_029716068.1|AEAL
OG0003464	LOC108140374|XP_017118556.1|DELE	LOC109398209|XP_029716409.1|AEAL, LOC109429342|XP_029716478.1|AEAL
OG0003465	LOC108148272|XP_017130717.1|DELE	LOC115259414|XP_029715832.1|AEAL, LOC109429294|XP_019560731.2|AEAL
OG0003466	LOC108143064|XP_017122767.1|DELE	LOC109429300|XP_029716517.1|AEAL, LOC109398223|XP_029715909.1|AEAL
OG0003467	LOC108139214|XP_017117354.1|DELE	LOC109429310|XP_019560761.2|AEAL, LOC109400876|XP_019528909.2|AEAL
OG0003468	LOC108143030|XP_017122716.1|DELE	LOC109398473|XP_029716195.1|AEAL, LOC115259613|XP_029716218.1|AEAL, LOC109622685|XP_019932666.2|AEAL
OG0003469	LOC108148794|XP_017131503.1|DELE	LOC109621513|XP_019931115.1|AEAL
OG0003470	LOC108139278|XP_017117463.1|DELE	LOC115259742|XP_029716385.1|AEAL, LOC109398475|XP_029716384.1|AEAL, LOC115259710|XP_029716352.1|AEAL
OG0003471	LOC108149402|XP_017132427.1|DELE	LOC109403740|XP_019532155.2|AEAL, LOC109424318|XP_019554958.2|AEAL
OG0003472	LOC108141822|XP_017120889.1|DELE	LOC109432552|XP_029727009.1|AEAL, LOC115265513|XP_029726850.1|AEAL
OG0003473	LOC108135342|XP_017111523.1|DELE	LOC109417121|XP_019546790.2|AEAL, LOC115259523|XP_029716016.1|AEAL
OG0003474	LOC108135763|XP_017112100.1|DELE	LOC109621294|XP_029707892.1|AEAL, LOC115259612|XP_029716212.1|AEAL, LOC109408324|XP_029716233.1|AEAL
OG0003475	LOC108140492|XP_017118757.1|DELE	LOC109408315|XP_029715907.1|AEAL
OG0003476	LOC108148211|XP_017130609.1|DELE	LOC109416866|XP_029719614.1|AEAL, LOC109623092|XP_019933120.2|AEAL
OG0003477	LOC108139251|XP_017117416.1|DELE	LOC109421110|XP_019551130.2|AEAL, LOC109413893|XP_019543160.2|AEAL
OG0003478	LOC108135771|XP_017112113.1|DELE	LOC109408842|XP_029733119.1|AEAL, LOC109421121|XP_029732766.1|AEAL, LOC115255941|XP_029710036.1|AEAL
OG0003479	LOC108143054|XP_017122755.1|DELE	LOC109408857|XP_019537772.2|AEAL, LOC109421099|XP_029719624.1|AEAL
OG0003480	LOC108148216|XP_017130615.1|DELE	LOC109623021|XP_019933041.1|AEAL, LOC109409089|XP_019538040.2|AEAL
OG0003481	LOC108148224|XP_017130628.1|DELE	LOC109409090|XP_019538041.2|AEAL, LOC109623022|XP_019933042.2|AEAL
OG0003482	LOC108148378|XP_017130892.1|DELE	LOC115257820|XP_029713635.1|AEAL, LOC109409083|XP_029713269.1|AEAL
OG0003483	LOC108148251|XP_017130655.1|DELE	LOC115267377|XP_029730227.1|AEAL, LOC109414760|XP_019544132.2|AEAL, LOC109403605|XP_029730225.1|AEAL
OG0003484	LOC108144072|XP_017124208.1|DELE	LOC109414745|XP_029730212.1|AEAL, LOC109430016|XP_029730217.1|AEAL
OG0003485	LOC108150306|XP_017133912.1|DELE	LOC115267390|XP_029730234.1|AEAL, LOC109416385|XP_019545971.2|AEAL, LOC115267396|XP_029730240.1|AEAL, LOC109430023|XP_019561582.2|AEAL
OG0003486	LOC108150234|XP_017133783.1|DELE	LOC109429993|XP_029730233.1|AEAL, LOC115267394|XP_029730238.1|AEAL, LOC115267387|XP_029730232.1|AEAL
OG0003487	LOC108149028|XP_017131866.1|DELE	LOC109430040|XP_029730170.1|AEAL, LOC109416365|XP_029730160.1|AEAL
OG0003488	LOC108147223|XP_017129092.1|DELE	LOC115269317|XP_029733784.1|AEAL, LOC109408282|XP_029714170.1|AEAL
OG0003489	LOC108142987|XP_017122644.1|DELE	LOC109411496|XP_029723446.1|AEAL, LOC109415932|XP_029723435.1|AEAL, LOC115260434|XP_029717250.1|AEAL
OG0003490	LOC108135831|XP_017112202.1|DELE	LOC109411495|XP_029723434.1|AEAL, LOC109414891|XP_029723444.1|AEAL
OG0003491	LOC108147281|XP_017129187.1|DELE	LOC109400229|XP_029723422.1|AEAL
OG0003492	LOC108148658|XP_017131277.1|DELE	LOC115253615|XP_029729288.1|AEAL, LOC109398360|XP_029723398.1|AEAL, LOC109398559|XP_029723396.1|AEAL
OG0003493	LOC108144034|XP_017124155.1|DELE	LOC109423553|XP_019554086.2|AEAL
OG0003494	LOC108141097|XP_017119788.1|DELE	LOC109423587|XP_029723281.1|AEAL, LOC115264094|XP_029723276.1|AEAL, LOC109402405|XP_029723285.1|AEAL
OG0003495	LOC108138927|XP_017116986.1|DELE	LOC109402406|XP_019530625.2|AEAL, LOC109405461|XP_029717983.1|AEAL, LOC115254057|XP_029717984.1|AEAL
OG0003496	LOC108139351|XP_017117564.1|DELE	LOC109405465|XP_019534099.1|AEAL, LOC109402435|XP_029718000.1|AEAL
OG0003497	LOC108140613|XP_017119015.1|DELE	LOC109402431|XP_019530655.2|AEAL
OG0003498	LOC108141592|XP_017120529.1|DELE, LOC108141768|XP_017120759.1|DELE	LOC109405450|XP_019534062.2|AEAL, LOC115257286|XP_029712600.1|AEAL
OG0003499	LOC108143032|XP_017122719.1|DELE	LOC109405454|XP_029712583.1|AEAL, LOC109402419|XP_029729891.1|AEAL
OG0003500	LOC108138696|XP_017116530.1|DELE	LOC109405408|XP_029710129.1|AEAL, LOC115257293|XP_029712614.1|AEAL
OG0003501	LOC108147326|XP_017129242.1|DELE	LOC109405420|XP_029733819.1|AEAL
OG0003502	LOC108144008|XP_017124118.1|DELE	LOC109416093|XP_029723481.1|AEAL, LOC109621772|XP_029723472.1|AEAL
OG0003503	LOC108148624|XP_017131212.1|DELE	LOC109416070|XP_019545582.2|AEAL, LOC115260996|XP_029718227.1|AEAL, LOC109402926|XP_029723510.1|AEAL
OG0003504	LOC108140663|XP_017119085.1|DELE	LOC115264192|XP_029723512.1|AEAL, LOC109416069|XP_029723497.1|AEAL
OG0003505	LOC108139191|XP_017117318.1|DELE	LOC109415698|XP_029723536.1|AEAL, LOC109406394|XP_029723857.1|AEAL
OG0003506	LOC108148341|XP_017130841.1|DELE	LOC109424851|XP_029723560.1|AEAL, LOC109414593|XP_019543966.2|AEAL
OG0003507	LOC108148611|XP_017131179.1|DELE	LOC115264210|XP_029723564.1|AEAL
OG0003508	LOC108145885|XP_017127020.1|DELE	LOC109414613|XP_019543989.2|AEAL
OG0003509	LOC108148898|XP_017131702.1|DELE	LOC109404192|XP_019532558.2|AEAL
OG0003510	LOC108134816|XP_017110762.1|DELE	LOC109417255|XP_029720353.1|AEAL
OG0003511	LOC108150251|XP_017133807.1|DELE	LOC109417418|XP_029720346.1|AEAL
OG0003512	LOC108135841|XP_017112218.1|DELE	LOC109406224|XP_019534823.2|AEAL
OG0003513	LOC108148905|XP_017131710.1|DELE	LOC109403856|XP_019532299.2|AEAL, LOC109406217|XP_019534815.2|AEAL
OG0003514	LOC108148206|XP_017130602.1|DELE	LOC109403858|XP_019532303.2|AEAL, LOC115264228|XP_029723619.1|AEAL
OG0003515	LOC108144806|XP_017125420.1|DELE	LOC109432053|XP_019563898.2|AEAL, LOC109404016|XP_019532424.2|AEAL
OG0003516	LOC108139332|XP_017117532.1|DELE	LOC109404007|XP_019532414.2|AEAL, LOC109432042|XP_019563888.2|AEAL
OG0003517	LOC108150486|XP_017134185.1|DELE	LOC109405212|XP_019533784.1|AEAL
OG0003518	LOC108148332|XP_017130818.1|DELE	LOC109409653|XP_019538659.2|AEAL
OG0003519	LOC108150232|XP_017133767.1|DELE	LOC109409662|XP_019538676.2|AEAL
OG0003520	LOC108150248|XP_017133799.1|DELE	LOC115265366|XP_029725981.1|AEAL, LOC109409658|XP_029725979.1|AEAL
OG0003521	LOC108150319|XP_017133923.1|DELE	LOC109417298|XP_029725991.1|AEAL, LOC109417297|XP_029725996.1|AEAL
OG0003522	LOC108141542|XP_017120471.1|DELE	LOC109409672|XP_019538693.2|AEAL, LOC109406062|XP_019534684.2|AEAL
OG0003523	LOC108139009|XP_017117097.1|DELE	LOC115265371|XP_029726006.1|AEAL, LOC109406057|XP_019534677.2|AEAL
OG0003524	LOC108142284|XP_017121518.1|DELE	LOC109409677|XP_029726008.1|AEAL, LOC109406067|XP_029725973.1|AEAL
OG0003525	LOC108137925|XP_017115356.1|DELE	LOC109409680|XP_019538699.2|AEAL, LOC109406056|XP_019534676.2|AEAL
OG0003526	LOC108140451|XP_017118672.1|DELE	LOC109409789|XP_019538838.2|AEAL, LOC115265375|XP_029726013.1|AEAL
OG0003527	LOC108149619|XP_017132833.1|DELE	LOC109406058|XP_029726016.1|AEAL, LOC109409687|XP_029725968.1|AEAL
OG0003529	LOC108141966|XP_017121104.1|DELE	LOC109409700|XP_019538723.2|AEAL
OG0003530	LOC108142425|XP_017121773.1|DELE	LOC109411447|XP_019540510.1|AEAL
OG0003531	LOC108140587|XP_017118962.1|DELE	LOC109409711|XP_019538749.2|AEAL, LOC109411460|XP_019540529.2|AEAL
OG0003532	LOC108146185|XP_017127582.1|DELE	LOC109409715|XP_019538752.1|AEAL
OG0003533	LOC108150321|XP_017133931.1|DELE	LOC109621711|XP_019931407.2|AEAL
OG0003534	LOC108150296|XP_017133891.1|DELE	LOC115258397|XP_029714348.1|AEAL, LOC109621718|XP_029726171.1|AEAL
OG0003535	LOC108146031|XP_017127311.1|DELE	LOC109621710|XP_019931406.2|AEAL
OG0003536	LOC108145078|XP_017125750.1|DELE	LOC109407825|XP_029726194.1|AEAL
OG0003537	LOC108145207|XP_017125937.1|DELE	LOC109409669|XP_029726231.1|AEAL
OG0003538	LOC108149117|XP_017132007.1|DELE	LOC109409637|XP_019538645.2|AEAL
OG0003539	LOC108141400|XP_017120245.1|DELE	LOC109409596|XP_029715702.1|AEAL, LOC109622563|XP_029726242.1|AEAL
OG0003540	LOC108146404|XP_017127894.1|DELE	LOC109409433|XP_019538426.2|AEAL
OG0003541	LOC108136692|XP_017113504.1|DELE	LOC109409257|XP_029716660.1|AEAL, LOC109622533|XP_029726261.1|AEAL
OG0003542	LOC108145431|XP_017126337.1|DELE	LOC115265416|XP_029726270.1|AEAL
OG0003543	LOC108135928|XP_017112362.1|DELE	LOC109409141|XP_029726275.1|AEAL, LOC109622529|XP_019932461.2|AEAL
OG0003544	LOC108146919|XP_017128652.1|DELE	LOC109408917|XP_019537850.2|AEAL, LOC109622517|XP_019932442.2|AEAL
OG0003545	LOC108143214|XP_017122996.1|DELE	LOC109423369|XP_029726386.1|AEAL
OG0003546	LOC108146331|XP_017127786.1|DELE	LOC109423358|XP_019553876.2|AEAL
OG0003547	LOC108143476|XP_017123408.1|DELE	LOC115265439|XP_029726420.1|AEAL, LOC115261962|XP_029719750.1|AEAL, LOC109423342|XP_019553834.1|AEAL
OG0003548	LOC108143515|XP_017123484.1|DELE	LOC115253596|XP_029719745.1|AEAL, LOC109423340|XP_029726422.1|AEAL
OG0003549	LOC108143537|XP_017123522.1|DELE	LOC109408531|XP_029719744.1|AEAL, LOC109423339|XP_029726427.1|AEAL
OG0003550	LOC108144327|XP_017124525.1|DELE	LOC109423330|XP_019553818.2|AEAL
OG0003551	LOC108144654|XP_017125187.1|DELE	LOC109423323|XP_019553798.2|AEAL
OG0003552	LOC108144353|XP_017124591.1|DELE	LOC115265773|XP_029727581.1|AEAL
OG0003553	LOC108141449|XP_017120337.1|DELE	LOC109423318|XP_019553794.2|AEAL
OG0003554	LOC108146699|XP_017128252.1|DELE	LOC115254507|XP_029707905.1|AEAL, LOC109423309|XP_019553788.2|AEAL
OG0003555	LOC108145890|XP_017127031.1|DELE	LOC109623144|XP_019933188.2|AEAL
OG0003556	LOC108142581|XP_017122024.1|DELE	LOC109623124|XP_029726485.1|AEAL, LOC115263510|XP_029722611.1|AEAL
OG0003557	LOC108142398|XP_017121727.1|DELE	LOC115265453|XP_029726492.1|AEAL, LOC109623122|XP_019933164.1|AEAL
OG0003558	LOC108146046|XP_017127338.1|DELE	LOC109399283|XP_029726516.1|AEAL, LOC115264448|XP_029723998.1|AEAL
OG0003559	LOC108146820|XP_017128499.1|DELE	LOC109399286|XP_029726533.1|AEAL
OG0003560	LOC108146963|XP_017128709.1|DELE	LOC109429055|XP_019560436.2|AEAL
OG0003561	LOC108145470|XP_017126409.1|DELE	LOC109399235|XP_019527216.2|AEAL
OG0003562	LOC108144711|XP_017125293.1|DELE	LOC109399217|XP_029726551.1|AEAL
OG0003563	LOC108135825|XP_017112196.1|DELE	LOC109399253|XP_019527237.1|AEAL
OG0003564	LOC108142562|XP_017121992.1|DELE	LOC109399186|XP_029726564.1|AEAL
OG0003565	LOC108146522|XP_017128048.1|DELE	LOC109419974|XP_029711979.1|AEAL, LOC109418013|XP_029726609.1|AEAL
OG0003566	LOC108139244|XP_017117406.1|DELE	LOC115256935|XP_029711992.1|AEAL, LOC109418021|XP_029726610.1|AEAL
