Orthogroup	DELE.longest_only	DALB.longest_only
OG0005018	LOC108146116|XP_017127436.1|DELE	LOC117567073|XP_034102709.1|DALB
OG0005019	LOC108146176|XP_017127571.1|DELE	LOC117569296|XP_034106294.1|DALB
OG0005020	LOC108141274|XP_017120029.1|DELE	LOC117568861|XP_034105639.1|DALB
OG0005021	LOC108141949|XP_017121080.1|DELE	LOC117565376|XP_034100341.1|DALB
OG0005022	LOC108146498|XP_017128023.1|DELE	LOC117572500|XP_034111242.1|DALB
OG0005023	LOC108141292|XP_017120048.1|DELE	LOC117566547|XP_034101980.1|DALB
OG0005024	LOC108146193|XP_017127595.1|DELE	LOC117570525|XP_034108119.1|DALB
OG0005025	LOC108142632|XP_017122112.1|DELE	LOC117568216|XP_034104581.1|DALB
OG0005026	LOC108146450|XP_017127949.1|DELE	LOC117570396|XP_034107906.1|DALB
OG0005027	LOC108146311|XP_017127758.1|DELE	LOC117569291|XP_034106287.1|DALB
OG0005028	LOC108134601|XP_017110454.1|DELE	LOC117575240|XP_034115263.1|DALB
OG0005029	LOC108135634|XP_017111942.1|DELE	LOC117567560|XP_034103511.1|DALB
OG0005030	LOC108145998|XP_017127240.1|DELE	LOC117569748|XP_034106927.1|DALB, LOC117571932|XP_034110312.1|DALB
OG0005031	LOC108150274|XP_017133849.1|DELE	LOC117567929|XP_034104105.1|DALB
OG0005032	LOC108142411|XP_017121754.1|DELE	LOC117571013|XP_034108862.1|DALB
OG0005033	LOC108147525|XP_017129597.1|DELE	LOC117567920|XP_034104092.1|DALB
OG0005034	LOC108147422|XP_017129368.1|DELE	LOC117570333|XP_034107775.1|DALB
OG0005035	LOC108142412|XP_017121755.1|DELE	LOC117566826|XP_034102282.1|DALB
OG0005036	LOC108146100|XP_017127417.1|DELE	LOC117566550|XP_034101983.1|DALB
OG0005037	LOC108142473|XP_017121845.1|DELE	LOC117567585|XP_034103557.1|DALB
OG0005038	LOC108146328|XP_017127783.1|DELE	LOC117568721|XP_034105430.1|DALB
OG0005039	LOC108134974|XP_017110994.1|DELE	LOC117564151|XP_034098708.1|DALB
OG0005040	LOC108142404|XP_017121739.1|DELE	LOC117567025|XP_034102615.1|DALB
OG0005041	LOC108142733|XP_017122247.1|DELE	LOC117570963|XP_034108796.1|DALB
OG0005042	LOC108146538|XP_017128067.1|DELE	LOC117572280|XP_034110878.1|DALB
OG0005043	LOC108145489|XP_017126435.1|DELE	LOC117571591|XP_034109698.1|DALB
OG0005044	LOC108145487|XP_017126433.1|DELE	LOC117571589|XP_034109696.1|DALB
OG0005045	LOC108145556|XP_017126545.1|DELE	LOC117568279|XP_034104681.1|DALB
OG0005046	LOC108139025|XP_017117124.1|DELE	LOC117572719|XP_034111672.1|DALB
OG0005047	LOC108146942|XP_017128684.1|DELE	LOC117567398|XP_034103246.1|DALB
OG0005048	LOC108146957|XP_017128702.1|DELE	LOC117567401|XP_034103251.1|DALB
OG0005049	LOC108142460|XP_017121826.1|DELE	LOC117570205|XP_034107584.1|DALB
OG0005050	LOC108144607|XP_017125118.1|DELE	LOC117571158|XP_034109057.1|DALB
OG0005051	LOC108142496|XP_017121881.1|DELE	LOC117571553|XP_034109647.1|DALB
OG0005052	LOC108142826|XP_017122379.1|DELE	LOC117567582|XP_034103554.1|DALB
OG0005053	LOC108142035|XP_017121200.1|DELE	LOC117566062|XP_034101410.1|DALB
OG0005054	LOC108142722|XP_017122231.1|DELE	LOC117572631|XP_034111481.1|DALB
OG0005055	LOC108137655|XP_017114976.1|DELE	LOC117573975|XP_034113414.1|DALB
OG0005056	LOC108144810|XP_017125427.1|DELE	LOC117571715|XP_034109905.1|DALB
OG0005057	LOC108142612|XP_017122074.1|DELE	LOC117567432|XP_034103323.1|DALB
OG0005058	LOC108147427|XP_017129379.1|DELE	LOC117572600|XP_034111404.1|DALB
OG0005059	LOC108144892|XP_017125542.1|DELE	LOC117571639|XP_034109756.1|DALB
OG0005060	LOC108144461|XP_017124847.1|DELE	LOC117571720|XP_034109912.1|DALB
OG0005061	LOC108135297|XP_017111471.1|DELE	LOC117563366|XP_034097556.1|DALB
OG0005062	LOC108144489|XP_017124907.1|DELE	LOC117572031|XP_034110473.1|DALB
OG0005063	LOC108145593|XP_017126618.1|DELE, LOC108145600|XP_017126627.1|DELE	LOC117571888|XP_034110243.1|DALB
OG0005064	LOC108146347|XP_017127808.1|DELE	LOC117566805|XP_034102244.1|DALB
OG0005065	LOC108149637|XP_017132858.1|DELE	LOC117568813|XP_034105568.1|DALB
OG0005066	LOC108137967|XP_017115421.1|DELE	LOC117569797|XP_034106997.1|DALB
OG0005067	LOC108149062|XP_017131897.1|DELE	LOC117566672|XP_034102109.1|DALB
OG0005068	LOC108135680|XP_017112008.1|DELE	LOC117570679|XP_034108369.1|DALB
OG0005069	LOC108147047|XP_017128810.1|DELE	LOC117568640|XP_034105320.1|DALB
OG0005070	LOC108144763|XP_017125359.1|DELE	LOC117569513|XP_034106592.1|DALB
OG0005071	LOC108135708|XP_017112041.1|DELE	LOC117567590|XP_034103563.1|DALB
OG0005072	LOC108135926|XP_017112360.1|DELE	LOC117574357|XP_034114119.1|DALB
OG0005073	LOC108137981|XP_017115441.1|DELE	LOC117572756|XP_034111731.1|DALB
OG0005074	LOC108135557|XP_017111793.1|DELE	LOC117569297|XP_034106296.1|DALB
OG0005075	LOC108145208|XP_017125938.1|DELE	LOC117570517|XP_034108109.1|DALB
OG0005076	LOC108144838|XP_017125468.1|DELE	LOC117572435|XP_034111154.1|DALB
OG0005078	LOC108146352|XP_017127813.1|DELE	LOC117570699|XP_034108393.1|DALB
OG0005079	LOC108141389|XP_017120227.1|DELE	LOC117570428|XP_034107973.1|DALB
OG0005080	LOC108145704|XP_017126754.1|DELE	LOC117568242|XP_034104610.1|DALB
OG0005081	LOC108145081|XP_017125755.1|DELE	LOC117566817|XP_034102269.1|DALB
OG0005082	LOC108136142|XP_017112625.1|DELE	LOC117571930|XP_034110309.1|DALB
OG0005083	LOC108138450|XP_017116141.1|DELE	LOC117568185|XP_034104532.1|DALB
OG0005084	LOC108146659|XP_017128193.1|DELE	LOC117567978|XP_034104187.1|DALB
OG0005085	LOC108150316|XP_017133920.1|DELE	LOC117572173|XP_034110714.1|DALB
OG0005086	LOC108149660|XP_017132895.1|DELE	LOC117569893|XP_034107126.1|DALB
OG0005087	LOC108150284|XP_017133873.1|DELE	LOC117567405|XP_034103255.1|DALB
OG0005088	LOC108144584|XP_017125067.1|DELE	LOC117572434|XP_034111152.1|DALB
OG0005089	LOC108144582|XP_017125065.1|DELE	LOC117572429|XP_034111145.1|DALB
OG0005090	LOC108147054|XP_017128828.1|DELE	LOC117572274|XP_034110868.1|DALB
OG0005091	LOC108145024|XP_017125688.1|DELE	LOC117572690|XP_034111625.1|DALB
OG0005092	LOC108142424|XP_017121772.1|DELE	LOC117568154|XP_034104463.1|DALB
OG0005093	LOC108142584|XP_017122031.1|DELE	LOC117567816|XP_034103942.1|DALB
OG0005094	LOC108145824|XP_017126918.1|DELE	LOC117572006|XP_034110413.1|DALB
OG0005095	LOC108144366|XP_017124623.1|DELE	LOC117569851|XP_034107074.1|DALB
OG0005096	LOC108147801|XP_017130031.1|DELE	LOC117564106|XP_034098647.1|DALB
OG0005097	LOC108143609|XP_017123622.1|DELE	LOC117570524|XP_034108117.1|DALB
OG0005098	LOC108144637|XP_017125158.1|DELE	LOC117571474|XP_034109523.1|DALB
OG0005099	LOC108144172|XP_017124321.1|DELE	LOC117570802|XP_034108549.1|DALB
OG0005100	LOC108144121|XP_017124252.1|DELE	LOC117570801|XP_034108548.1|DALB
OG0005101	LOC108136829|XP_017113734.1|DELE	LOC117575287|XP_034115322.1|DALB
OG0005102	LOC108145518|XP_017126478.1|DELE	LOC117568278|XP_034104662.1|DALB
OG0005103	LOC108144886|XP_017125534.1|DELE	LOC117571444|XP_034109479.1|DALB
OG0005104	LOC108141727|XP_017120709.1|DELE	LOC117563447|XP_034097677.1|DALB
OG0005105	LOC108135507|XP_017111741.1|DELE	LOC117572482|XP_034111222.1|DALB
OG0005106	LOC108145819|XP_017126914.1|DELE	LOC117572593|XP_034111376.1|DALB
OG0005107	LOC108146105|XP_017127425.1|DELE	LOC117567082|XP_034102727.1|DALB
OG0005108	LOC108149755|XP_017133057.1|DELE	LOC117572441|XP_034111163.1|DALB
OG0005109	LOC108142627|XP_017122107.1|DELE	LOC117565062|XP_034099938.1|DALB
OG0005110	LOC108146791|XP_017128448.1|DELE	LOC117572582|XP_034111357.1|DALB
OG0005111	LOC108147500|XP_017129554.1|DELE	LOC117567378|XP_034103212.1|DALB
OG0005112	LOC108146459|XP_017127960.1|DELE	LOC117566955|XP_034102488.1|DALB
OG0005113	LOC108147501|XP_017129558.1|DELE	LOC117567379|XP_034103214.1|DALB
OG0005114	LOC108146374|XP_017127852.1|DELE	LOC117569881|XP_034107111.1|DALB
OG0005115	LOC108139036|XP_017117134.1|DELE	LOC117564073|XP_034098589.1|DALB
OG0005116	LOC108146912|XP_017128643.1|DELE	LOC117570381|XP_034107867.1|DALB
OG0005117	LOC108136332|XP_017112925.1|DELE	LOC117564118|XP_034098670.1|DALB
OG0005118	LOC108141893|XP_017120992.1|DELE	LOC117565897|XP_034101134.1|DALB
OG0005119	LOC108144346|XP_017124558.1|DELE	LOC117570385|XP_034107873.1|DALB
OG0005120	LOC108146290|XP_017127724.1|DELE	LOC117570347|XP_034107795.1|DALB
OG0005121	LOC108145802|XP_017126866.1|DELE	LOC117570081|XP_034107412.1|DALB
OG0005122	LOC108146749|XP_017128367.1|DELE	LOC117567441|XP_034103340.1|DALB
OG0005123	LOC108135692|XP_017112023.1|DELE	LOC117572623|XP_034111470.1|DALB
OG0005124	LOC108146759|XP_017128382.1|DELE	LOC117566359|XP_034101738.1|DALB
OG0005125	LOC108146786|XP_017128439.1|DELE	LOC117567637|XP_034103633.1|DALB
OG0005126	LOC108147517|XP_017129587.1|DELE	LOC117571505|XP_034109565.1|DALB
OG0005127	LOC108145888|XP_017127025.1|DELE	LOC117569101|XP_034106010.1|DALB
OG0005128	LOC108145031|XP_017125703.1|DELE	LOC117568669|XP_034105364.1|DALB
OG0005129	LOC108142713|XP_017122221.1|DELE	LOC117570488|XP_034108070.1|DALB
OG0005130	LOC108142639|XP_017122125.1|DELE	LOC117571813|XP_034110074.1|DALB
OG0005131	LOC108142525|XP_017121938.1|DELE	LOC117571407|XP_034109435.1|DALB
OG0005132	LOC108150225|XP_017133758.1|DELE	LOC117566852|XP_034102335.1|DALB
OG0005133	LOC108146439|XP_017127932.1|DELE	LOC117570965|XP_034108798.1|DALB
OG0005134	LOC108146729|XP_017128317.1|DELE	LOC117567570|XP_034103531.1|DALB
OG0005135	LOC108145980|XP_017127203.1|DELE	LOC117567887|XP_034104049.1|DALB
OG0005136	LOC108145976|XP_017127198.1|DELE	LOC117568250|XP_034104620.1|DALB
OG0005137	LOC108147202|XP_017129045.1|DELE	LOC117576708|XP_034117614.1|DALB
OG0005138	LOC108147402|XP_017129328.1|DELE	LOC117568783|XP_034105511.1|DALB
OG0005139	LOC108142386|XP_017121710.1|DELE	LOC117570158|XP_034107515.1|DALB
OG0005140	LOC108139041|XP_017117147.1|DELE	LOC117566127|XP_034101496.1|DALB
OG0005141	LOC108141356|XP_017120163.1|DELE	LOC117572415|XP_034111088.1|DALB
OG0005142	LOC108147526|XP_017129599.1|DELE	LOC117569408|XP_034106436.1|DALB
OG0005143	LOC108147440|XP_017129438.1|DELE	LOC117572013|XP_034110425.1|DALB
OG0005144	LOC108147390|XP_017129314.1|DELE	LOC117569335|XP_034106356.1|DALB
OG0005145	LOC108147534|XP_017129607.1|DELE	LOC117569918|XP_034107154.1|DALB
OG0005146	LOC108142372|XP_017121688.1|DELE	LOC117570476|XP_034108051.1|DALB
OG0005147	LOC108142375|XP_017121694.1|DELE	LOC117570478|XP_034108054.1|DALB
OG0005148	LOC108142565|XP_017122003.1|DELE	LOC117568453|XP_034105019.1|DALB
OG0005149	LOC108144525|XP_017124963.1|DELE	LOC117570690|XP_034108383.1|DALB
OG0005150	LOC108146471|XP_017127978.1|DELE	LOC117567935|XP_034104116.1|DALB
OG0005151	LOC108146335|XP_017127789.1|DELE	LOC117567600|XP_034103578.1|DALB
OG0005152	LOC108146424|XP_017127918.1|DELE	LOC117571620|XP_034109733.1|DALB
OG0005153	LOC108146421|XP_017127915.1|DELE	LOC117571613|XP_034109724.1|DALB
OG0005154	LOC108146156|XP_017127517.1|DELE	LOC117571611|XP_034109721.1|DALB
OG0005155	LOC108145668|XP_017126711.1|DELE	LOC117570038|XP_034107353.1|DALB
OG0005156	LOC108140683|XP_017119119.1|DELE	LOC117574076|XP_034113601.1|DALB
OG0005157	LOC108149061|XP_017131896.1|DELE	LOC117568619|XP_034105289.1|DALB
OG0005158	LOC108142408|XP_017121747.1|DELE	LOC117567830|XP_034103965.1|DALB
OG0005159	LOC108146833|XP_017128518.1|DELE	LOC117569525|XP_034106615.1|DALB
OG0005160	LOC108135508|XP_017111742.1|DELE	LOC117572038|XP_034110492.1|DALB
OG0005161	LOC108144675|XP_017125223.1|DELE	LOC117570832|XP_034108595.1|DALB
OG0005162	LOC108136625|XP_017113433.1|DELE	LOC117578223|XP_034119487.1|DALB
OG0005163	LOC108143251|XP_017123049.1|DELE	LOC117566950|XP_034102473.1|DALB
OG0005164	LOC108146899|XP_017128629.1|DELE	LOC117567856|XP_034104006.1|DALB
OG0005165	LOC108145109|XP_017125794.1|DELE	LOC117572765|XP_034111741.1|DALB
OG0005166	LOC108137464|XP_017114659.1|DELE	LOC117576049|XP_034116471.1|DALB
OG0005167	LOC108137470|XP_017114664.1|DELE	LOC117576053|XP_034116476.1|DALB
OG0005168	LOC108146687|XP_017128232.1|DELE	LOC117567486|XP_034103406.1|DALB
OG0005169	LOC108145957|XP_017127164.1|DELE	LOC117572667|XP_034111563.1|DALB
OG0005170	LOC108145954|XP_017127157.1|DELE	LOC117572664|XP_034111552.1|DALB
OG0005171	LOC108146130|XP_017127467.1|DELE	LOC117572666|XP_034111562.1|DALB
OG0005172	LOC108145235|XP_017125990.1|DELE	LOC117569529|XP_034106623.1|DALB
OG0005173	LOC108145059|XP_017125729.1|DELE	LOC117571678|XP_034109810.1|DALB
OG0005174	LOC108143594|XP_017123603.1|DELE	LOC117570310|XP_034107743.1|DALB
OG0005175	LOC108143506|XP_017123461.1|DELE	LOC117570295|XP_034107707.1|DALB
OG0005176	LOC108145186|XP_017125916.1|DELE	LOC117570227|XP_034107620.1|DALB
OG0005177	LOC108143539|XP_017123528.1|DELE	LOC117569878|XP_034107108.1|DALB
OG0005178	LOC108147561|XP_017129638.1|DELE	LOC117567123|XP_034102821.1|DALB
OG0005179	LOC108147434|XP_017129411.1|DELE	LOC117572019|XP_034110458.1|DALB
OG0005180	LOC108145933|XP_017127126.1|DELE	LOC117572399|XP_034111070.1|DALB
OG0005181	LOC108145575|XP_017126579.1|DELE	LOC117563453|XP_034097695.1|DALB
OG0005182	LOC108143495|XP_017123440.1|DELE	LOC117567339|XP_034103151.1|DALB
OG0005183	LOC108149746|XP_017133023.1|DELE	LOC117567629|XP_034103614.1|DALB
OG0005184	LOC108149789|XP_017133139.1|DELE	LOC117567967|XP_034104167.1|DALB
OG0005185	LOC108143416|XP_017123309.1|DELE	LOC117567702|XP_034103724.1|DALB
OG0005186	LOC108144767|XP_017125363.1|DELE	LOC117566570|XP_034102003.1|DALB
OG0005187	LOC108145058|XP_017125727.1|DELE	LOC117571680|XP_034109812.1|DALB
OG0005188	LOC108138818|XP_017116809.1|DELE	LOC117572714|XP_034111668.1|DALB
OG0005189	LOC108134846|XP_017110799.1|DELE	LOC117565514|XP_034100558.1|DALB
OG0005190	LOC108135707|XP_017112040.1|DELE	LOC117571026|XP_034108876.1|DALB
OG0005191	LOC108135104|XP_017111168.1|DELE	LOC117575886|XP_034116217.1|DALB, LOC117575887|XP_034116219.1|DALB
OG0005192	LOC108144532|XP_017124977.1|DELE	LOC117567443|XP_034103342.1|DALB
OG0005193	LOC108143459|XP_017123383.1|DELE	LOC117569385|XP_034106406.1|DALB
OG0005194	LOC108143446|XP_017123363.1|DELE	LOC117570568|XP_034108191.1|DALB
OG0005195	LOC108149601|XP_017132784.1|DELE	LOC117570377|XP_034107862.1|DALB
OG0005196	LOC108142697|XP_017122196.1|DELE	LOC117567738|XP_034103814.1|DALB
OG0005197	LOC108144507|XP_017124930.1|DELE	LOC117570831|XP_034108594.1|DALB
OG0005198	LOC108146848|XP_017128542.1|DELE	LOC117569624|XP_034106752.1|DALB
OG0005199	LOC108144717|XP_017125302.1|DELE	LOC117566911|XP_034102422.1|DALB
OG0005200	LOC108144501|XP_017124922.1|DELE	LOC117566888|XP_034102391.1|DALB
OG0005201	LOC108141312|XP_017120070.1|DELE	LOC117570433|XP_034107980.1|DALB
OG0005202	LOC108149651|XP_017132880.1|DELE	LOC117571188|XP_034109116.1|DALB
OG0005203	LOC108149735|XP_017132994.1|DELE	LOC117568615|XP_034105267.1|DALB
OG0005204	LOC108150722|XP_017134508.1|DELE	LOC117564885|XP_034099724.1|DALB
OG0005205	LOC108134722|XP_017110612.1|DELE	LOC117564344|XP_034098945.1|DALB
OG0005206	LOC108143561|XP_017123558.1|DELE	LOC117569435|XP_034106488.1|DALB
OG0005207	LOC108141379|XP_017120205.1|DELE	LOC117566378|XP_034101772.1|DALB
OG0005208	LOC108141287|XP_017120044.1|DELE	LOC117569667|XP_034106804.1|DALB
OG0005209	LOC108138969|XP_017117040.1|DELE	LOC117563291|XP_034097425.1|DALB
OG0005210	LOC108138911|XP_017116955.1|DELE	LOC117563289|XP_034097422.1|DALB
OG0005211	LOC108143216|XP_017123001.1|DELE	LOC117570602|XP_034108237.1|DALB
OG0005212	LOC108144509|XP_017124933.1|DELE	LOC117570840|XP_034108611.1|DALB
OG0005213	LOC108138509|XP_017116242.1|DELE	LOC117577994|XP_034118983.1|DALB
OG0005214	LOC108138814|XP_017116799.1|DELE	LOC117565882|XP_034101112.1|DALB
OG0005215	LOC108134743|XP_017110667.1|DELE	LOC117566013|XP_034101324.1|DALB
OG0005216	LOC108138864|XP_017116877.1|DELE	LOC117563658|XP_034097964.1|DALB
OG0005217	LOC108135230|XP_017111372.1|DELE	LOC117577417|XP_034118215.1|DALB
OG0005218	LOC108142011|XP_017121168.1|DELE	LOC117564768|XP_034099556.1|DALB
OG0005219	LOC108143550|XP_017123548.1|DELE	LOC117569889|XP_034107120.1|DALB
OG0005220	LOC108146016|XP_017127279.1|DELE	LOC117569357|XP_034106381.1|DALB
OG0005221	LOC108142105|XP_017121291.1|DELE	LOC117565713|XP_034100852.1|DALB
OG0005222	LOC108150457|XP_017134111.1|DELE	LOC117565326|XP_034100255.1|DALB
OG0005223	LOC108149542|XP_017132668.1|DELE	LOC117565150|XP_034100020.1|DALB
OG0005224	LOC108141812|XP_017120878.1|DELE	LOC117563887|XP_034098336.1|DALB
OG0005226	LOC108138850|XP_017116851.1|DELE	LOC117563382|XP_034097580.1|DALB
OG0005227	LOC108150424|XP_017134071.1|DELE	LOC117565876|XP_034101107.1|DALB
OG0005228	LOC108150466|XP_017134145.1|DELE	LOC117565873|XP_034101104.1|DALB
OG0005229	LOC108149237|XP_017132165.1|DELE	LOC117566050|XP_034101392.1|DALB
OG0005230	LOC108134492|XP_017110300.1|DELE	LOC117566183|XP_034101579.1|DALB
OG0005231	LOC108147815|XP_017130053.1|DELE	LOC117565352|XP_034100301.1|DALB
OG0005232	LOC108148001|XP_017130313.1|DELE	LOC117564756|XP_034099540.1|DALB
OG0005233	LOC108138982|XP_017117056.1|DELE	LOC117564159|XP_034098717.1|DALB
OG0005234	LOC108139046|XP_017117152.1|DELE	LOC117565136|XP_034099997.1|DALB
OG0005235	LOC108139024|XP_017117119.1|DELE	LOC117563245|XP_034097347.1|DALB
OG0005236	LOC108134963|XP_017110977.1|DELE	LOC117565588|XP_034100678.1|DALB
OG0005237	LOC108134971|XP_017110991.1|DELE	LOC117564152|XP_034098709.1|DALB
OG0005238	LOC108134965|XP_017110981.1|DELE	LOC117564153|XP_034098710.1|DALB
OG0005239	LOC108148041|XP_017130369.1|DELE	LOC117566077|XP_034101446.1|DALB
OG0005240	LOC108142113|XP_017121300.1|DELE	LOC117565241|XP_034100143.1|DALB
OG0005241	LOC108147959|XP_017130241.1|DELE	LOC117563502|XP_034097765.1|DALB
OG0005243	LOC108149214|XP_017132137.1|DELE	LOC117566203|XP_034101620.1|DALB
OG0005244	LOC108135795|XP_017112152.1|DELE	LOC117574239|XP_034113843.1|DALB
OG0005245	LOC108148308|XP_017130784.1|DELE	LOC117576878|XP_034117878.1|DALB
OG0005246	LOC108137843|XP_017115258.1|DELE	LOC117563568|XP_034097841.1|DALB
OG0005247	LOC108143521|XP_017123494.1|DELE	LOC117566918|XP_034102430.1|DALB
OG0005248	LOC108135369|XP_017111551.1|DELE	LOC117571544|XP_034109631.1|DALB
OG0005249	LOC108136824|XP_017113717.1|DELE	LOC117573323|XP_034112322.1|DALB
OG0005250	LOC108138765|XP_017116675.1|DELE	LOC117577400|XP_034118198.1|DALB
OG0005251	LOC108141987|XP_017121135.1|DELE	LOC117564481|XP_034099173.1|DALB
OG0005252	LOC108138745|XP_017116628.1|DELE	LOC117565662|XP_034100775.1|DALB
OG0005253	LOC108141792|XP_017120823.1|DELE	LOC117563782|XP_034098179.1|DALB
OG0005254	LOC108138644|XP_017116473.1|DELE	LOC117563444|XP_034097672.1|DALB
OG0005255	LOC108139007|XP_017117095.1|DELE	LOC117563443|XP_034097671.1|DALB
OG0005256	LOC108143637|XP_017123639.1|DELE	LOC117564112|XP_034098656.1|DALB
OG0005257	LOC108141807|XP_017120861.1|DELE	LOC117565373|XP_034100332.1|DALB
OG0005258	LOC108141969|XP_017121108.1|DELE	LOC117564546|XP_034099260.1|DALB
OG0005259	LOC108138833|XP_017116829.1|DELE	LOC117563470|XP_034097716.1|DALB
OG0005260	LOC108138836|XP_017116833.1|DELE	LOC117563472|XP_034097719.1|DALB
OG0005261	LOC108142008|XP_017121164.1|DELE	LOC117566197|XP_034101605.1|DALB
OG0005262	LOC108149469|XP_017132569.1|DELE	LOC117563741|XP_034098112.1|DALB
OG0005263	LOC108138909|XP_017116950.1|DELE	LOC117563640|XP_034097940.1|DALB
OG0005264	LOC108140726|XP_017119184.1|DELE	LOC117576183|XP_034116664.1|DALB
OG0005265	LOC108138910|XP_017116953.1|DELE	LOC117564643|XP_034099394.1|DALB
OG0005266	LOC108138157|XP_017115735.1|DELE	LOC117563492|XP_034097745.1|DALB
OG0005267	LOC108147999|XP_017130310.1|DELE	LOC117563651|XP_034097952.1|DALB
OG0005268	LOC108147998|XP_017130308.1|DELE	LOC117563650|XP_034097951.1|DALB
OG0005269	LOC108147987|XP_017130288.1|DELE	LOC117563711|XP_034098049.1|DALB
OG0005270	LOC108134540|XP_017110378.1|DELE	LOC117564628|XP_034099375.1|DALB
OG0005271	LOC108138891|XP_017116914.1|DELE	LOC117578375|XP_034119696.1|DALB
OG0005272	LOC108138959|XP_017117028.1|DELE	LOC117565603|XP_034100695.1|DALB
OG0005273	LOC108149528|XP_017132649.1|DELE	LOC117563457|XP_034097701.1|DALB
OG0005274	LOC108134512|XP_017110339.1|DELE	LOC117564140|XP_034098694.1|DALB
OG0005275	LOC108141959|XP_017121090.1|DELE	LOC117564472|XP_034099161.1|DALB
OG0005276	LOC108134755|XP_017110686.1|DELE	LOC117564747|XP_034099528.1|DALB
OG0005277	LOC108134764|XP_017110698.1|DELE	LOC117566010|XP_034101322.1|DALB
OG0005278	LOC108143456|XP_017123377.1|DELE	LOC117571250|XP_034109194.1|DALB
OG0005279	LOC108148196|XP_017130594.1|DELE	LOC117564397|XP_034099009.1|DALB
OG0005280	LOC108148025|XP_017130349.1|DELE	LOC117565868|XP_034101096.1|DALB
OG0005281	LOC108147979|XP_017130275.1|DELE	LOC117564898|XP_034099739.1|DALB
OG0005282	LOC108148358|XP_017130866.1|DELE	LOC117573414|XP_034112510.1|DALB
OG0005283	LOC108136952|XP_017113924.1|DELE	LOC117574169|XP_034113751.1|DALB
OG0005284	LOC108149474|XP_017132577.1|DELE	LOC117566008|XP_034101320.1|DALB
OG0005285	LOC108149440|XP_017132515.1|DELE	LOC117566007|XP_034101319.1|DALB
OG0005286	LOC108147981|XP_017130279.1|DELE	LOC117565872|XP_034101099.1|DALB
OG0005287	LOC108148030|XP_017130358.1|DELE	LOC117564668|XP_034099423.1|DALB
OG0005288	LOC108138146|XP_017115706.1|DELE	LOC117564536|XP_034099249.1|DALB
OG0005289	LOC108137685|XP_017115043.1|DELE	LOC117564482|XP_034099177.1|DALB
OG0005290	LOC108137480|XP_017114681.1|DELE	LOC117574057|XP_034113564.1|DALB
OG0005293	LOC108138347|XP_017116005.1|DELE	LOC117563508|XP_034097774.1|DALB
OG0005294	LOC108138187|XP_017115789.1|DELE	LOC117563404|XP_034097628.1|DALB
OG0005296	LOC108148265|XP_017130705.1|DELE	LOC117573775|XP_034113065.1|DALB
OG0005297	LOC108141977|XP_017121118.1|DELE	LOC117565077|XP_034099918.1|DALB
OG0005298	LOC108141904|XP_017121007.1|DELE	LOC117565411|XP_034100388.1|DALB
OG0005299	LOC108148862|XP_017131651.1|DELE	LOC117575128|XP_034115122.1|DALB
OG0005300	LOC108138529|XP_017116280.1|DELE	LOC117577769|XP_034118573.1|DALB
OG0005301	LOC108141876|XP_017120969.1|DELE	LOC117565824|XP_034101019.1|DALB
OG0005302	LOC108144716|XP_017125299.1|DELE	LOC117568254|XP_034104627.1|DALB
OG0005303	LOC108138881|XP_017116901.1|DELE	LOC117564719|XP_034099493.1|DALB
OG0005304	LOC108135255|XP_017111412.1|DELE	LOC117564249|XP_034098844.1|DALB
OG0005305	LOC108143455|XP_017123376.1|DELE	LOC117568068|XP_034104319.1|DALB
OG0005306	LOC108150476|XP_017134160.1|DELE	LOC117564450|XP_034099118.1|DALB
OG0005307	LOC108134478|XP_017110281.1|DELE	LOC117564212|XP_034098787.1|DALB
OG0005308	LOC108141843|XP_017120922.1|DELE	LOC117564108|XP_034098649.1|DALB
OG0005309	LOC108138805|XP_017116786.1|DELE	LOC117578378|XP_034119702.1|DALB
OG0005310	LOC108149510|XP_017132626.1|DELE	LOC117564442|XP_034099072.1|DALB
OG0005311	LOC108138266|XP_017115905.1|DELE	LOC117564005|XP_034098487.1|DALB
OG0005312	LOC108138117|XP_017115637.1|DELE	LOC117563321|XP_034097472.1|DALB
OG0005313	LOC108142041|XP_017121206.1|DELE	LOC117563310|XP_034097449.1|DALB
OG0005314	LOC108138197|XP_017115804.1|DELE	LOC117564602|XP_034099349.1|DALB
OG0005315	LOC108149383|XP_017132399.1|DELE	LOC117563475|XP_034097723.1|DALB
OG0005316	LOC108143457|XP_017123378.1|DELE	LOC117570570|XP_034108196.1|DALB
OG0005317	LOC108150492|XP_017134190.1|DELE	LOC117563951|XP_034098415.1|DALB
OG0005318	LOC108150555|XP_017134277.1|DELE, LOC108136152|XP_017112640.1|DELE	LOC117565660|XP_034100773.1|DALB
OG0005319	LOC108138236|XP_017115849.1|DELE	LOC117563948|XP_034098411.1|DALB
OG0005320	LOC108138992|XP_017117070.1|DELE	LOC117566060|XP_034101407.1|DALB
OG0005321	LOC108134525|XP_017110356.1|DELE	LOC117566143|XP_034101520.1|DALB
OG0005322	LOC108148021|XP_017130344.1|DELE	LOC117565887|XP_034101119.1|DALB
OG0005323	LOC108141793|XP_017120826.1|DELE	LOC117563667|XP_034097976.1|DALB
OG0005324	LOC108142012|XP_017121170.1|DELE	LOC117564248|XP_034098841.1|DALB
OG0005326	LOC108141719|XP_017120700.1|DELE	LOC117564251|XP_034098846.1|DALB
