Orthogroup	DELE.longest_only	CQUI.longest_only
OG0004577	LOC108139252|XP_017117417.1|DELE	LOC6037953|XP_001847804.1|CQUI
OG0004578	LOC108142558|XP_017121986.1|DELE	LOC6042727|XP_038116263.1|CQUI
OG0004579	LOC108138767|XP_017116678.1|DELE	LOC119769910|XP_038119941.1|CQUI
OG0004580	LOC108134753|XP_017110687.1|DELE	LOC6051042|XP_001867535.2|CQUI
OG0004581	LOC108140580|XP_017118952.1|DELE	LOC6053194|XP_038117809.1|CQUI
OG0004582	LOC108143970|XP_017124062.1|DELE	LOC6045262|XP_038122702.1|CQUI
OG0004583	LOC108137423|XP_017114575.1|DELE	LOC6052125|XP_038104612.1|CQUI
OG0004584	LOC108149688|XP_017132943.1|DELE	LOC6052126|XP_001868442.2|CQUI
OG0004585	LOC108148699|XP_017131338.1|DELE	LOC119765345|XP_038104987.1|CQUI
OG0004586	LOC108137178|XP_017114245.1|DELE	LOC6050929|XP_038104034.1|CQUI
OG0004587	LOC108143113|XP_017122826.1|DELE	LOC6045948|XP_038105657.1|CQUI
OG0004588	LOC108143091|XP_017122797.1|DELE	LOC6045954|XP_001863228.1|CQUI
OG0004589	LOC108140867|XP_017119348.1|DELE	LOC6045348|XP_038104219.1|CQUI
OG0004590	LOC108148546|XP_017131080.1|DELE	LOC6035104|XP_038122870.1|CQUI
OG0004591	LOC108148830|XP_017131583.1|DELE	LOC6035105|XP_038105687.1|CQUI
OG0004592	LOC108147716|XP_017129931.1|DELE	LOC6035111|XP_038113017.1|CQUI
OG0004593	LOC108148121|XP_017130460.1|DELE	LOC6035120|XP_038105529.1|CQUI
OG0004594	LOC108147644|XP_017129789.1|DELE	LOC6040457|XP_038110915.1|CQUI
OG0004595	LOC108137749|XP_017115138.1|DELE	LOC6040461|XP_001849848.2|CQUI
OG0004596	LOC108137075|XP_017114069.1|DELE	LOC6052837|XP_038104294.1|CQUI
OG0004597	LOC108135423|XP_017111641.1|DELE	LOC6046918|XP_001864043.2|CQUI
OG0004598	LOC108146697|XP_017128251.1|DELE	LOC119767056|XP_038110423.1|CQUI
OG0004599	LOC108134758|XP_017110690.1|DELE	LOC6035348|XP_001845559.2|CQUI
OG0004600	LOC108137729|XP_017115116.1|DELE	LOC6048191|XP_001865145.1|CQUI
OG0004601	LOC108137763|XP_017115155.1|DELE	LOC6052430|XP_038104097.1|CQUI
OG0004602	LOC108137337|XP_017114460.1|DELE	LOC6044995|XP_001862419.2|CQUI
OG0004603	LOC108137854|XP_017115271.1|DELE	LOC6044768|XP_001862228.2|CQUI
OG0004604	LOC108136643|XP_017113455.1|DELE	LOC6044773|XP_001862232.2|CQUI
OG0004605	LOC108137245|XP_017114316.1|DELE	LOC6037524|XP_038105381.1|CQUI, LOC6051449|XP_038122451.1|CQUI
OG0004606	LOC108136900|XP_017113847.1|DELE	LOC6040734|XP_038107461.1|CQUI
OG0004607	LOC108135902|XP_017112308.1|DELE	LOC6039036|XP_038105073.1|CQUI
OG0004608	LOC108137648|XP_017114963.1|DELE	LOC6039054|XP_038105592.1|CQUI
OG0004609	LOC108145577|XP_017126582.1|DELE	LOC6045132|XP_001862534.1|CQUI
OG0004610	LOC108148813|XP_017131542.1|DELE	LOC6045381|XP_038104655.1|CQUI
OG0004611	LOC108148836|XP_017131589.1|DELE	LOC6034328|XP_038115400.1|CQUI
OG0004612	LOC108148975|XP_017131803.1|DELE	LOC6034326|XP_001844659.1|CQUI
OG0004613	LOC108140583|XP_017118954.1|DELE	LOC6036970|XP_038105799.1|CQUI
OG0004614	LOC108148177|XP_017130567.1|DELE	LOC6053763|XP_038105797.1|CQUI
OG0004615	LOC108135918|XP_017112346.1|DELE	LOC6036976|XP_038104225.1|CQUI
OG0004616	LOC108136593|XP_017113395.1|DELE	LOC6036981|XP_001846948.1|CQUI
OG0004617	LOC108141879|XP_017120974.1|DELE	LOC6053777|XP_001869806.1|CQUI
OG0004618	LOC108148714|XP_017131367.1|DELE	LOC6036883|XP_038123011.1|CQUI
OG0004619	LOC108143950|XP_017124034.1|DELE	LOC6049474|XP_001866227.2|CQUI
OG0004620	LOC108135791|XP_017112147.1|DELE	LOC6050630|XP_001867201.2|CQUI
OG0004621	LOC108140745|XP_017119211.1|DELE	LOC6037925|XP_001847782.1|CQUI
OG0004622	LOC108136912|XP_017113860.1|DELE	LOC6038472|XP_038113212.1|CQUI
OG0004623	LOC108149026|XP_017131862.1|DELE	LOC6038474|XP_001848271.2|CQUI
OG0004625	LOC108148146|XP_017130496.1|DELE	LOC6042687|XP_038111477.1|CQUI
OG0004626	LOC108137112|XP_017114127.1|DELE	LOC6038421|XP_038104812.1|CQUI
OG0004627	LOC108145928|XP_017127121.1|DELE	LOC6054024|XP_038115572.1|CQUI
OG0004628	LOC108150400|XP_017134044.1|DELE, LOC108145246|XP_017126007.1|DELE	LOC6053845|XP_038122897.1|CQUI
OG0004629	LOC108135780|XP_017112132.1|DELE	LOC6045620|XP_038114673.1|CQUI
OG0004630	LOC108148889|XP_017131684.1|DELE	LOC6045617|XP_038111690.1|CQUI
OG0004631	LOC108136902|XP_017113850.1|DELE	LOC6048768|XP_001865645.1|CQUI
OG0004632	LOC108136901|XP_017113848.1|DELE	LOC6048779|XP_038109334.1|CQUI
OG0004633	LOC108149021|XP_017131857.1|DELE	LOC6045007|XP_038116758.1|CQUI
OG0004634	LOC108148872|XP_017131663.1|DELE	LOC6051445|XP_001867883.2|CQUI
OG0004635	LOC108137273|XP_017114358.1|DELE	LOC6051832|XP_038105109.1|CQUI
OG0004636	LOC108136498|XP_017113207.1|DELE	LOC6038486|XP_038105456.1|CQUI
OG0004637	LOC108137132|XP_017114168.1|DELE	LOC6035139|XP_038104086.1|CQUI
OG0004639	LOC108148539|XP_017131070.1|DELE	LOC6038658|XP_038104660.1|CQUI
OG0004640	LOC108148962|XP_017131787.1|DELE	LOC119765184|XP_038104475.1|CQUI
OG0004641	LOC108136351|XP_017112949.1|DELE	LOC6034779|XP_001845052.2|CQUI
OG0004642	LOC108137196|XP_017114271.1|DELE	LOC6042586|XP_038103985.1|CQUI
OG0004643	LOC108144042|XP_017124169.1|DELE	LOC119771191|XP_038122742.1|CQUI
OG0004644	LOC108134872|XP_017110852.1|DELE	LOC6042583|XP_001852649.1|CQUI
OG0004645	LOC108137856|XP_017115275.1|DELE	LOC6042581|XP_001852638.2|CQUI, LOC6042582|XP_001852645.2|CQUI
OG0004647	LOC108137736|XP_017115123.1|DELE	LOC6041907|XP_001851098.2|CQUI
OG0004649	LOC108148133|XP_017130471.1|DELE	LOC6034414|XP_001844732.2|CQUI
OG0004650	LOC108134476|XP_017110279.1|DELE	LOC6034425|XP_001844743.1|CQUI
OG0004651	LOC108140812|XP_017119306.1|DELE	LOC6042575|XP_001852290.2|CQUI
OG0004652	LOC108148781|XP_017131481.1|DELE	LOC6034802|XP_038114609.1|CQUI
OG0004653	LOC108143240|XP_017123027.1|DELE	LOC6034799|XP_001845071.2|CQUI
OG0004654	LOC108147817|XP_017130060.1|DELE	LOC6034788|XP_001845061.2|CQUI
OG0004655	LOC108136965|XP_017113944.1|DELE	LOC6034784|XP_001845057.1|CQUI
OG0004656	LOC108136526|XP_017113289.1|DELE	LOC6034783|XP_001845056.2|CQUI
OG0004657	LOC108140814|XP_017119309.1|DELE	LOC6034771|XP_038105085.1|CQUI
OG0004658	LOC108140517|XP_017118814.1|DELE	LOC6036047|XP_038114058.1|CQUI, LOC6034745|XP_038109197.1|CQUI
OG0004659	LOC108149003|XP_017131836.1|DELE	LOC6034743|XP_001845022.1|CQUI
OG0004660	LOC108148931|XP_017131738.1|DELE	LOC6041911|XP_038114990.1|CQUI
OG0004661	LOC108140679|XP_017119114.1|DELE	LOC6041909|XP_001851100.2|CQUI
OG0004662	LOC108135166|XP_017111279.1|DELE	LOC6034715|XP_038105328.1|CQUI
OG0004663	LOC108147727|XP_017129945.1|DELE	LOC6053683|XP_038105925.1|CQUI
OG0004664	LOC108147682|XP_017129869.1|DELE	LOC6053682|XP_038104070.1|CQUI
OG0004665	LOC108137431|XP_017114583.1|DELE	LOC6052688|XP_001868915.2|CQUI
OG0004666	LOC108139198|XP_017117327.1|DELE	LOC6037574|XP_001847470.2|CQUI
OG0004667	LOC108139203|XP_017117333.1|DELE	LOC6042010|XP_001851178.1|CQUI
OG0004668	LOC108137720|XP_017115094.1|DELE	LOC6047872|XP_038115207.1|CQUI
OG0004669	LOC108135242|XP_017111393.1|DELE	LOC6047885|XP_001864867.1|CQUI
OG0004670	LOC108147215|XP_017129069.1|DELE	LOC119768855|XP_038116243.1|CQUI
OG0004671	LOC108134602|XP_017110456.1|DELE	LOC119765492|XP_038105399.1|CQUI
OG0004672	LOC108139184|XP_017117298.1|DELE	LOC6052736|XP_038104885.1|CQUI
OG0004673	LOC108143048|XP_017122745.1|DELE	LOC6034736|XP_001845016.1|CQUI
OG0004674	LOC108147298|XP_017129210.1|DELE	LOC6046478|XP_038104468.1|CQUI
OG0004675	LOC108147159|XP_017128970.1|DELE	LOC6046482|XP_001863671.1|CQUI
OG0004676	LOC108148328|XP_017130814.1|DELE	LOC6039291|XP_001848925.1|CQUI
OG0004677	LOC108136688|XP_017113498.1|DELE	LOC6046587|XP_038107034.1|CQUI
OG0004678	LOC108136915|XP_017113869.1|DELE	LOC6046584|XP_038106446.1|CQUI
OG0004679	LOC108135840|XP_017112213.1|DELE	LOC6036521|XP_038104151.1|CQUI
OG0004681	LOC108143992|XP_017124098.1|DELE	LOC6042418|XP_038113135.1|CQUI
OG0004682	LOC108138790|XP_017116756.1|DELE	LOC6047462|XP_001864516.1|CQUI
OG0004683	LOC108135419|XP_017111633.1|DELE	LOC6047463|XP_001864517.1|CQUI
OG0004684	LOC108139126|XP_017117228.1|DELE	LOC6037516|XP_001847422.1|CQUI
OG0004685	LOC108148768|XP_017131461.1|DELE	LOC6037515|XP_038108651.1|CQUI
OG0004686	LOC108142984|XP_017122641.1|DELE	LOC6042013|XP_001851183.1|CQUI
OG0004687	LOC108148892|XP_017131691.1|DELE	LOC6035633|XP_038105047.1|CQUI
OG0004688	LOC108134635|XP_017110514.1|DELE	LOC6047618|XP_038118051.1|CQUI
OG0004689	LOC108134717|XP_017110610.1|DELE	LOC6034930|XP_038114205.1|CQUI
OG0004690	LOC108148287|XP_017130742.1|DELE	LOC6035208|XP_001845437.2|CQUI
OG0004691	LOC108147173|XP_017128996.1|DELE	LOC6035211|XP_001845440.2|CQUI
OG0004692	LOC108150280|XP_017133869.1|DELE	LOC6035214|XP_038104026.1|CQUI
OG0004693	LOC108150272|XP_017133847.1|DELE	LOC6035215|XP_038117356.1|CQUI
OG0004694	LOC108144082|XP_017124222.1|DELE	LOC6046411|XP_038122629.1|CQUI
OG0004695	LOC108147154|XP_017128955.1|DELE	LOC6039604|XP_038119858.1|CQUI
OG0004696	LOC108140465|XP_017118687.1|DELE	LOC6035060|XP_001845296.2|CQUI
OG0004697	LOC108138591|XP_017116371.1|DELE	LOC6035351|XP_038104386.1|CQUI
OG0004698	LOC108150022|XP_017133470.1|DELE	LOC119765464|XP_038105270.1|CQUI
OG0004699	LOC108135878|XP_017112271.1|DELE	LOC6047919|XP_038104973.1|CQUI
OG0004700	LOC108141149|XP_017119862.1|DELE, LOC108150058|XP_017133511.1|DELE	LOC6035574|XP_001845729.2|CQUI
OG0004701	LOC108140755|XP_017119225.1|DELE	LOC6035554|XP_038110340.1|CQUI
OG0004702	LOC108136820|XP_017113713.1|DELE	LOC6050612|XP_038104352.1|CQUI
OG0004703	LOC108147100|XP_017128876.1|DELE	LOC6044856|XP_001862301.1|CQUI
OG0004704	LOC108143014|XP_017122694.1|DELE	LOC6045193|XP_038110275.1|CQUI
OG0004705	LOC108139245|XP_017117411.1|DELE	LOC6045190|XP_001862588.1|CQUI
OG0004706	LOC108147487|XP_017129531.1|DELE	LOC6045204|XP_038105866.1|CQUI
OG0004707	LOC108135265|XP_017111428.1|DELE	LOC6047830|XP_038116814.1|CQUI
OG0004708	LOC108141178|XP_017119897.1|DELE	LOC6047832|XP_038116987.1|CQUI
OG0004709	LOC108143847|XP_017123893.1|DELE	LOC6046601|XP_038122674.1|CQUI
OG0004710	LOC108139264|XP_017117440.1|DELE	LOC6046599|XP_038109528.1|CQUI
OG0004711	LOC108148643|XP_017131256.1|DELE	LOC6032578|XP_038104687.1|CQUI
OG0004712	LOC108139216|XP_017117357.1|DELE	LOC6040874|XP_001850204.2|CQUI
OG0004713	LOC108136833|XP_017113740.1|DELE	LOC6036798|XP_038106810.1|CQUI
OG0004714	LOC108136773|XP_017113623.1|DELE	LOC6036800|XP_038106831.1|CQUI
OG0004715	LOC108138845|XP_017116846.1|DELE	LOC6035086|XP_001845320.2|CQUI
OG0004716	LOC108136785|XP_017113635.1|DELE	LOC6032694|XP_001843254.2|CQUI
OG0004717	LOC108137289|XP_017114396.1|DELE	LOC6032682|XP_038104138.1|CQUI
OG0004718	LOC108134748|XP_017110677.1|DELE	LOC6032681|XP_038105108.1|CQUI
OG0004719	LOC108143939|XP_017124018.1|DELE	LOC6039168|XP_038107397.1|CQUI
OG0004720	LOC108136736|XP_017113565.1|DELE	LOC6039161|XP_001848817.1|CQUI
OG0004722	LOC108148991|XP_017131822.1|DELE	LOC6032630|XP_038105262.1|CQUI
OG0004724	LOC108135850|XP_017112230.1|DELE	LOC6032649|XP_038122997.1|CQUI
OG0004725	LOC108148642|XP_017131255.1|DELE	LOC6032650|XP_038104199.1|CQUI
OG0004726	LOC108147265|XP_017129159.1|DELE	LOC6032660|XP_038104648.1|CQUI
OG0004727	LOC108147275|XP_017129172.1|DELE	LOC6046598|XP_038104662.1|CQUI
OG0004728	LOC108134599|XP_017110451.1|DELE	LOC6042430|XP_001851545.1|CQUI
OG0004729	LOC108138449|XP_017116140.1|DELE	LOC6037482|XP_001847392.1|CQUI
OG0004730	LOC108150723|XP_017134509.1|DELE	LOC6037484|XP_001847394.2|CQUI
OG0004731	LOC108135765|XP_017112104.1|DELE	LOC6031661|XP_001842407.1|CQUI
OG0004732	LOC108135136|XP_017111233.1|DELE	LOC6046292|XP_038109784.1|CQUI
OG0004733	LOC108140715|XP_017119166.1|DELE	LOC6046295|XP_001863520.1|CQUI
OG0004734	LOC108144049|XP_017124180.1|DELE	LOC6046299|XP_001863524.2|CQUI
OG0004735	LOC108143117|XP_017122833.1|DELE	LOC6039070|XP_038122825.1|CQUI
OG0004736	LOC108147178|XP_017129007.1|DELE	LOC6048415|XP_038117705.1|CQUI
OG0004737	LOC108140981|XP_017119539.1|DELE	LOC6039929|XP_001849427.1|CQUI
OG0004738	LOC108141132|XP_017119843.1|DELE	LOC6039931|XP_001849429.2|CQUI
OG0004739	LOC108150377|XP_017134009.1|DELE	LOC6039934|XP_001849431.2|CQUI
OG0004740	LOC108142904|XP_017122480.1|DELE	LOC6033684|XP_001844110.2|CQUI
OG0004741	LOC108135776|XP_017112124.1|DELE	LOC6033683|XP_001844109.1|CQUI
OG0004742	LOC108145265|XP_017126027.1|DELE	LOC6033676|XP_038108765.1|CQUI
OG0004743	LOC108135820|XP_017112190.1|DELE	LOC6035507|XP_001845677.2|CQUI
OG0004744	LOC108138238|XP_017115858.1|DELE	LOC6035527|XP_001845692.2|CQUI
OG0004745	LOC108141098|XP_017119790.1|DELE	LOC119768951|XP_038116720.1|CQUI
OG0004746	LOC108140653|XP_017119072.1|DELE	LOC6034950|XP_038105446.1|CQUI
OG0004747	LOC108140654|XP_017119073.1|DELE	LOC6034945|XP_001845206.2|CQUI
OG0004748	LOC108140595|XP_017118989.1|DELE	LOC6034937|XP_038122916.1|CQUI
OG0004749	LOC108140576|XP_017118939.1|DELE	LOC6037416|XP_038116787.1|CQUI
OG0004750	LOC108144078|XP_017124217.1|DELE	LOC6033696|XP_001844121.1|CQUI
OG0004751	LOC108140677|XP_017119112.1|DELE	LOC6033701|XP_001844124.2|CQUI
OG0004752	LOC108148583|XP_017131118.1|DELE	LOC6033703|XP_001844126.1|CQUI
OG0004753	LOC108143011|XP_017122689.1|DELE	LOC6033704|XP_001844127.2|CQUI
OG0004754	LOC108148823|XP_017131568.1|DELE	LOC6033705|XP_001844128.1|CQUI
OG0004755	LOC108136918|XP_017113875.1|DELE	LOC6033712|XP_038117221.1|CQUI
OG0004756	LOC108136917|XP_017113874.1|DELE	LOC6033713|XP_001844134.2|CQUI
OG0004757	LOC108134801|XP_017110745.1|DELE	LOC6033720|XP_038105297.1|CQUI
OG0004758	LOC108136934|XP_017113898.1|DELE	LOC6039195|XP_038122528.1|CQUI
OG0004759	LOC108143938|XP_017124016.1|DELE	LOC6039198|XP_038122984.1|CQUI
OG0004760	LOC108139329|XP_017117528.1|DELE	LOC6039201|XP_038105092.1|CQUI
OG0004761	LOC108148268|XP_017130710.1|DELE	LOC6039606|XP_038112004.1|CQUI
OG0004762	LOC108135260|XP_017111418.1|DELE	LOC6038054|XP_038114918.1|CQUI
OG0004763	LOC108136701|XP_017113514.1|DELE	LOC6038059|XP_038105125.1|CQUI
OG0004764	LOC108139291|XP_017117477.1|DELE	LOC6040682|XP_038104175.1|CQUI
OG0004765	LOC108143017|XP_017122698.1|DELE	LOC6040686|XP_038114839.1|CQUI
OG0004766	LOC108143098|XP_017122807.1|DELE	LOC6037332|XP_038116156.1|CQUI
OG0004767	LOC108141223|XP_017119964.1|DELE	LOC6037471|XP_001847378.2|CQUI
OG0004768	LOC108141162|XP_017119878.1|DELE	LOC6032709|XP_038115999.1|CQUI
OG0004769	LOC108141724|XP_017120705.1|DELE	LOC6035385|XP_038104454.1|CQUI
OG0004770	LOC108136898|XP_017113844.1|DELE	LOC6035386|XP_001845587.1|CQUI
OG0004771	LOC108148751|XP_017131436.1|DELE	LOC6035384|XP_001845585.2|CQUI
OG0004772	LOC108143978|XP_017124077.1|DELE	LOC6036804|XP_001846798.1|CQUI
OG0004773	LOC108140491|XP_017118749.1|DELE	LOC6035078|XP_001845313.2|CQUI
OG0004774	LOC108140489|XP_017118728.1|DELE	LOC6035075|XP_038121003.1|CQUI
OG0004775	LOC108135779|XP_017112128.1|DELE	LOC6035072|XP_038105378.1|CQUI
OG0004776	LOC108145097|XP_017125778.1|DELE	LOC6035068|XP_038104827.1|CQUI
OG0004777	LOC108135463|XP_017111695.1|DELE	LOC6035416|XP_001845609.1|CQUI
OG0004778	LOC108149554|XP_017132680.1|DELE	LOC119765159|XP_038104412.1|CQUI
OG0004779	LOC108135470|XP_017111704.1|DELE	LOC6035335|XP_038104406.1|CQUI
OG0004780	LOC108138656|XP_017116486.1|DELE	LOC6035328|XP_001845545.1|CQUI
OG0004781	LOC108135800|XP_017112160.1|DELE	LOC6047689|XP_038110351.1|CQUI
OG0004782	LOC108136733|XP_017113559.1|DELE	LOC6035537|XP_038110801.1|CQUI
OG0004783	LOC108137129|XP_017114157.1|DELE	LOC6046138|XP_038104914.1|CQUI
OG0004784	LOC108148350|XP_017130854.1|DELE	LOC6042432|XP_038105717.1|CQUI
OG0004785	LOC108148217|XP_017130617.1|DELE	LOC6040253|XP_001849692.2|CQUI
OG0004786	LOC108148335|XP_017130826.1|DELE	LOC6040257|XP_001849694.1|CQUI
OG0004787	LOC108148419|XP_017130948.1|DELE	LOC6040266|XP_038104916.1|CQUI
OG0004788	LOC108148213|XP_017130611.1|DELE	LOC6040267|XP_001849700.1|CQUI
OG0004789	LOC108148210|XP_017130607.1|DELE	LOC6040268|XP_038104574.1|CQUI
OG0004790	LOC108148985|XP_017131815.1|DELE	LOC6039077|XP_001848750.1|CQUI
OG0004791	LOC108143013|XP_017122692.1|DELE	LOC119771181|XP_038122656.1|CQUI
OG0004792	LOC108135853|XP_017112235.1|DELE	LOC6040663|XP_038105179.1|CQUI
OG0004793	LOC108148544|XP_017131077.1|DELE	LOC6040662|XP_038104480.1|CQUI
OG0004794	LOC108139250|XP_017117415.1|DELE	LOC6047061|XP_038122922.1|CQUI
OG0004796	LOC108135818|XP_017112183.1|DELE	LOC6040872|XP_038105237.1|CQUI
OG0004797	LOC108143975|XP_017124069.1|DELE	LOC6040880|XP_038105232.1|CQUI
OG0004798	LOC108148505|XP_017131031.1|DELE	LOC6040882|XP_001850211.2|CQUI
OG0004799	LOC108143874|XP_017123931.1|DELE	LOC6040692|XP_038111505.1|CQUI
OG0004800	LOC108139336|XP_017117540.1|DELE	LOC6037510|XP_001847416.1|CQUI
OG0004801	LOC108143878|XP_017123939.1|DELE	LOC6045592|XP_038105796.1|CQUI
OG0004803	LOC108148672|XP_017131295.1|DELE	LOC6033723|XP_038105889.1|CQUI
OG0004804	LOC108141077|XP_017119739.1|DELE	LOC6035052|XP_038104560.1|CQUI
OG0004805	LOC108142980|XP_017122630.1|DELE	LOC6038022|XP_038105589.1|CQUI
OG0004806	LOC108136281|XP_017112855.1|DELE	LOC6038033|XP_038123004.1|CQUI
OG0004807	LOC108143986|XP_017124089.1|DELE	LOC6039897|XP_001849395.1|CQUI
OG0004808	LOC108135158|XP_017111269.1|DELE	LOC6035066|XP_038104556.1|CQUI
OG0004809	LOC108140616|XP_017119018.1|DELE	LOC6042403|XP_001851528.1|CQUI
OG0004810	LOC108140614|XP_017119017.1|DELE	LOC6042402|XP_038123005.1|CQUI
OG0004811	LOC108142768|XP_017122294.1|DELE	LOC6042397|XP_038108448.1|CQUI
OG0004812	LOC108142948|XP_017122559.1|DELE	LOC6042392|XP_038112150.1|CQUI
OG0004813	LOC108136964|XP_017113943.1|DELE	LOC6036810|XP_038104805.1|CQUI
OG0004815	LOC108141101|XP_017119802.1|DELE	LOC6032039|XP_038105440.1|CQUI
OG0004816	LOC108136405|XP_017113003.1|DELE	LOC6032045|XP_001842711.2|CQUI
OG0004817	LOC108136552|XP_017113347.1|DELE	LOC6032046|XP_001842712.2|CQUI
OG0004818	LOC108144060|XP_017124194.1|DELE	LOC6032061|XP_001842727.1|CQUI
OG0004819	LOC108148623|XP_017131215.1|DELE	LOC6032069|XP_001842735.1|CQUI
OG0004820	LOC108135132|XP_017111229.1|DELE	LOC6032070|XP_001842736.2|CQUI
OG0004821	LOC108148748|XP_017131431.1|DELE	LOC6032072|XP_038115655.1|CQUI
OG0004822	LOC108139213|XP_017117353.1|DELE	LOC6032080|XP_038104760.1|CQUI
OG0004823	LOC108139205|XP_017117337.1|DELE	LOC6032083|XP_001842749.1|CQUI
OG0004824	LOC108139207|XP_017117342.1|DELE	LOC6032084|XP_001842750.2|CQUI
OG0004825	LOC108145314|XP_017126159.1|DELE	LOC6032099|XP_001842764.2|CQUI
OG0004826	LOC108148342|XP_017130843.1|DELE	LOC6035186|XP_001845416.2|CQUI
OG0004827	LOC108141164|XP_017119880.1|DELE	LOC6035188|XP_038105070.1|CQUI
OG0004828	LOC108135190|XP_017111303.1|DELE	LOC6035191|XP_001845421.1|CQUI
OG0004829	LOC108136989|XP_017113973.1|DELE	LOC6037399|XP_001847318.2|CQUI
OG0004833	LOC108137494|XP_017114700.1|DELE	LOC6033922|XP_038105632.1|CQUI
OG0004834	LOC108135217|XP_017111333.1|DELE	LOC6036795|XP_001846789.1|CQUI
OG0004835	LOC108135622|XP_017111933.1|DELE	LOC6036793|XP_001846787.2|CQUI
OG0004836	LOC108148828|XP_017131581.1|DELE	LOC6040910|XP_038122904.1|CQUI
OG0004837	LOC108142812|XP_017122362.1|DELE	LOC6040912|XP_001850240.1|CQUI
OG0004838	LOC108150214|XP_017133727.1|DELE	LOC6040929|XP_001850257.2|CQUI
OG0004839	LOC108134842|XP_017110796.1|DELE	LOC6040928|XP_038123034.1|CQUI
OG0004840	LOC108136881|XP_017113821.1|DELE	LOC6035404|XP_001845598.2|CQUI
OG0004841	LOC108139076|XP_017117188.1|DELE	LOC6037352|XP_001847275.2|CQUI
OG0004842	LOC108148483|XP_017131006.1|DELE	LOC6037342|XP_001847266.2|CQUI
OG0004844	LOC108138294|XP_017115939.1|DELE	LOC6033964|XP_001844352.1|CQUI
OG0004845	LOC108141083|XP_017119746.1|DELE	LOC6033967|XP_038104318.1|CQUI
OG0004846	LOC108134730|XP_017110624.1|DELE	LOC6045714|XP_001863022.2|CQUI
OG0004847	LOC108134727|XP_017110620.1|DELE	LOC6032647|XP_001843214.2|CQUI
OG0004850	LOC108148253|XP_017130657.1|DELE	LOC6053351|XP_038115052.1|CQUI
OG0004851	LOC108148195|XP_017130590.1|DELE	LOC6032009|XP_001842677.2|CQUI
OG0004852	LOC108148386|XP_017130901.1|DELE	LOC6032101|XP_038122533.1|CQUI
OG0004853	LOC108145220|XP_017125964.1|DELE	LOC6032797|XP_038117362.1|CQUI
OG0004854	LOC108146847|XP_017128538.1|DELE	LOC6032828|XP_001843366.2|CQUI
OG0004855	LOC108150348|XP_017133968.1|DELE	LOC6032837|XP_001843371.2|CQUI
OG0004856	LOC108142188|XP_017121361.1|DELE	LOC6032889|XP_038115758.1|CQUI
OG0004857	LOC108146283|XP_017127713.1|DELE	LOC6049345|XP_038121996.1|CQUI
OG0004858	LOC108142651|XP_017122138.1|DELE	LOC6031074|XP_038117926.1|CQUI
OG0004859	LOC108142766|XP_017122292.1|DELE	LOC6031066|XP_038121782.1|CQUI
OG0004860	LOC108146101|XP_017127418.1|DELE	LOC6031076|XP_001841927.1|CQUI
OG0004861	LOC108150213|XP_017133721.1|DELE	LOC6031081|XP_038114947.1|CQUI
OG0004862	LOC108150218|XP_017133738.1|DELE	LOC6031090|XP_038114567.1|CQUI
OG0004863	LOC108147475|XP_017129513.1|DELE	LOC6038677|XP_038116442.1|CQUI
OG0004864	LOC108146406|XP_017127896.1|DELE	LOC6038678|XP_038119126.1|CQUI
OG0004865	LOC108137384|XP_017114533.1|DELE	LOC6038680|XP_001848435.1|CQUI
OG0004866	LOC108146876|XP_017128597.1|DELE	LOC6042793|XP_038116607.1|CQUI
OG0004867	LOC108140051|XP_017118239.1|DELE, LOC108144497|XP_017124918.1|DELE	LOC6042378|XP_038113412.1|CQUI
OG0004868	LOC108134671|XP_017110556.1|DELE	LOC6042789|XP_001870794.1|CQUI
OG0004869	LOC108145094|XP_017125775.1|DELE	LOC6042795|XP_001870798.1|CQUI
OG0004870	LOC108145069|XP_017125737.1|DELE	LOC6042810|XP_001870808.1|CQUI
OG0004871	LOC108144726|XP_017125312.1|DELE	LOC6042816|XP_001870814.2|CQUI
OG0004872	LOC108141315|XP_017120073.1|DELE	LOC6047865|XP_001864864.1|CQUI
OG0004873	LOC108149511|XP_017132627.1|DELE	LOC6041056|XP_001850367.2|CQUI
OG0004874	LOC108147130|XP_017128910.1|DELE	LOC6041052|XP_001850363.2|CQUI
OG0004875	LOC108136469|XP_017113155.1|DELE	LOC6041042|XP_038121931.1|CQUI
OG0004876	LOC108137322|XP_017114438.1|DELE	LOC119769880|XP_038119587.1|CQUI
OG0004877	LOC108135502|XP_017111735.1|DELE	LOC6041025|XP_038122387.1|CQUI
OG0004878	LOC108149669|XP_017132904.1|DELE	LOC6031108|XP_038120035.1|CQUI
OG0004879	LOC108144499|XP_017124921.1|DELE	LOC6031116|XP_038118149.1|CQUI
OG0004880	LOC108146716|XP_017128293.1|DELE	LOC6031119|XP_001841964.1|CQUI
OG0004881	LOC108142609|XP_017122072.1|DELE	LOC6031120|XP_001841965.2|CQUI
OG0004882	LOC108146920|XP_017128653.1|DELE	LOC6031127|XP_038121858.1|CQUI
OG0004883	LOC108145921|XP_017127096.1|DELE	LOC6031128|XP_038121855.1|CQUI
OG0004884	LOC108144337|XP_017124535.1|DELE	LOC6031153|XP_038122195.1|CQUI
OG0004885	LOC108144990|XP_017125637.1|DELE	LOC6031160|XP_038122027.1|CQUI
OG0004886	LOC108141473|XP_017120367.1|DELE	LOC6031164|XP_001842007.1|CQUI
