Orthogroup	DELE.longest_only	SLEB.longest_only
OG0006430	LOC108142770|XP_017122299.1|DELE	LOC115623601|XP_030373877.1|SLEB
OG0006431	LOC108148786|XP_017131490.1|DELE	LOC115620610|XP_030369787.1|SLEB
OG0006432	LOC108135774|XP_017112119.1|DELE	LOC115622015|XP_030371729.1|SLEB
OG0006433	LOC108134777|XP_017110715.1|DELE	LOC115620586|XP_030369753.1|SLEB
OG0006434	LOC108141838|XP_017120911.1|DELE	LOC115631397|XP_030383980.1|SLEB
OG0006435	LOC108147224|XP_017129093.1|DELE	LOC115620730|XP_030369972.1|SLEB
OG0006436	LOC108150021|XP_017133468.1|DELE	LOC115629139|XP_030381347.1|SLEB
OG0006437	LOC108136509|XP_017113250.1|DELE	LOC115629186|XP_030381431.1|SLEB
OG0006438	LOC108137865|XP_017115290.1|DELE	LOC115631246|XP_030383815.1|SLEB
OG0006439	LOC108135081|XP_017111136.1|DELE	LOC115620777|XP_030370046.1|SLEB
OG0006440	LOC108135084|XP_017111142.1|DELE	LOC115621013|XP_030370393.1|SLEB
OG0006441	LOC108148343|XP_017130844.1|DELE	LOC115621961|XP_030371669.1|SLEB
OG0006442	LOC108143046|XP_017122743.1|DELE	LOC115621884|XP_030371571.1|SLEB
OG0006443	LOC108148288|XP_017130746.1|DELE	LOC115624051|XP_030374491.1|SLEB
OG0006444	LOC108148913|XP_017131718.1|DELE	LOC115621780|XP_030371395.1|SLEB
OG0006445	LOC108136306|XP_017112889.1|DELE	LOC115630051|XP_030382543.1|SLEB
OG0006446	LOC108144041|XP_017124168.1|DELE	LOC115628779|XP_030380850.1|SLEB
OG0006447	LOC108144064|XP_017124199.1|DELE	LOC115628782|XP_030380855.1|SLEB
OG0006448	LOC108136999|XP_017113986.1|DELE	LOC115620650|XP_030369857.1|SLEB
OG0006449	LOC108136704|XP_017113518.1|DELE	LOC115620864|XP_030370190.1|SLEB
OG0006450	LOC108138952|XP_017117020.1|DELE	LOC115630580|XP_030383058.1|SLEB
OG0006451	LOC108136518|XP_017113272.1|DELE	LOC115630192|XP_030382617.1|SLEB
OG0006452	LOC108143961|XP_017124046.1|DELE	LOC115628203|XP_030380056.1|SLEB
OG0006453	LOC108135590|XP_017111879.1|DELE	LOC115632424|XP_030385424.1|SLEB
OG0006454	LOC108137318|XP_017114433.1|DELE	LOC115627016|XP_030378401.1|SLEB
OG0006455	LOC108141047|XP_017119672.1|DELE	LOC115621786|XP_030371406.1|SLEB
OG0006456	LOC108141168|XP_017119885.1|DELE	LOC115620250|XP_030369260.1|SLEB
OG0006457	LOC108147282|XP_017129188.1|DELE	LOC115621078|XP_030370468.1|SLEB
OG0006459	LOC108148761|XP_017131451.1|DELE	LOC115620612|XP_030369789.1|SLEB
OG0006460	LOC108136685|XP_017113496.1|DELE	LOC115620507|XP_030369626.1|SLEB
OG0006461	LOC108141082|XP_017119745.1|DELE	LOC115623674|XP_030374004.1|SLEB
OG0006462	LOC108150056|XP_017133513.1|DELE	LOC115620473|XP_030369564.1|SLEB
OG0006463	LOC108140477|XP_017118707.1|DELE	LOC115621231|XP_030370680.1|SLEB
OG0006464	LOC108142714|XP_017122222.1|DELE	LOC115624842|XP_030375548.1|SLEB
OG0006465	LOC108136258|XP_017112803.1|DELE	LOC115627345|XP_030378852.1|SLEB
OG0006466	LOC108136206|XP_017112703.1|DELE	LOC115629739|XP_030382134.1|SLEB
OG0006467	LOC108135833|XP_017112204.1|DELE	LOC115621190|XP_030370626.1|SLEB
OG0006468	LOC108137035|XP_017114023.1|DELE	LOC115620930|XP_030370297.1|SLEB
OG0006469	LOC108137654|XP_017114975.1|DELE	LOC115629557|XP_030381908.1|SLEB
OG0006470	LOC108146346|XP_017127806.1|DELE	LOC115622955|XP_030372955.1|SLEB
OG0006471	LOC108136788|XP_017113641.1|DELE	LOC115620368|XP_030369433.1|SLEB
OG0006472	LOC108136787|XP_017113640.1|DELE	LOC115620818|XP_030370105.1|SLEB
OG0006473	LOC108150301|XP_017133902.1|DELE	LOC115622365|XP_030372140.1|SLEB
OG0006474	LOC108144181|XP_017124334.1|DELE	LOC115634096|XP_030387513.1|SLEB
OG0006475	LOC108148354|XP_017130859.1|DELE	LOC115621834|XP_030371503.1|SLEB
OG0006476	LOC108136656|XP_017113470.1|DELE	LOC115628869|XP_030380985.1|SLEB
OG0006477	LOC108135939|XP_017112376.1|DELE	LOC115628764|XP_030380840.1|SLEB
OG0006478	LOC108136738|XP_017113568.1|DELE	LOC115621782|XP_030371399.1|SLEB
OG0006479	LOC108136731|XP_017113547.1|DELE	LOC115621390|XP_030370883.1|SLEB
OG0006480	LOC108149607|XP_017132795.1|DELE	LOC115620008|XP_030368967.1|SLEB
OG0006481	LOC108138312|XP_017115957.1|DELE	LOC115631695|XP_030384377.1|SLEB
OG0006482	LOC108148795|XP_017131504.1|DELE	LOC115620665|XP_030369879.1|SLEB
OG0006483	LOC108143763|XP_017123781.1|DELE	LOC115621300|XP_030370769.1|SLEB
OG0006484	LOC108144023|XP_017124138.1|DELE	LOC115622014|XP_030371728.1|SLEB
OG0006485	LOC108144048|XP_017124179.1|DELE	LOC115625314|XP_030376192.1|SLEB
OG0006486	LOC108135955|XP_017112398.1|DELE	LOC115623872|XP_030374278.1|SLEB
OG0006487	LOC108135141|XP_017111240.1|DELE	LOC115629458|XP_030381785.1|SLEB
OG0006488	LOC108145694|XP_017126742.1|DELE	LOC115627209|XP_030378689.1|SLEB
OG0006489	LOC108147179|XP_017129009.1|DELE	LOC115621739|XP_030371329.1|SLEB
OG0006490	LOC108140696|XP_017119135.1|DELE	LOC115623767|XP_030374163.1|SLEB
OG0006491	LOC108149398|XP_017132422.1|DELE	LOC115631882|XP_030384591.1|SLEB
OG0006492	LOC108148284|XP_017130738.1|DELE	LOC115621504|XP_030371033.1|SLEB
OG0006493	LOC108136282|XP_017112856.1|DELE	LOC115629130|XP_030381330.1|SLEB
OG0006494	LOC108137683|XP_017115032.1|DELE	LOC115626703|XP_030377996.1|SLEB
OG0006495	LOC108134820|XP_017110763.1|DELE	LOC115627167|XP_030378617.1|SLEB
OG0006496	LOC108136786|XP_017113638.1|DELE	LOC115621088|XP_030370481.1|SLEB
OG0006497	LOC108136860|XP_017113788.1|DELE	LOC115620837|XP_030370130.1|SLEB
OG0006498	LOC108136857|XP_017113785.1|DELE	LOC115620881|XP_030370219.1|SLEB
OG0006499	LOC108142973|XP_017122612.1|DELE	LOC115621010|XP_030370389.1|SLEB
OG0006500	LOC108141730|XP_017120712.1|DELE	LOC115631750|XP_030384447.1|SLEB
OG0006501	LOC108148680|XP_017131307.1|DELE	LOC115621843|XP_030371515.1|SLEB
OG0006502	LOC108148691|XP_017131326.1|DELE	LOC115620868|XP_030370201.1|SLEB
OG0006503	LOC108148690|XP_017131325.1|DELE	LOC115620946|XP_030370321.1|SLEB
OG0006504	LOC108148689|XP_017131322.1|DELE	LOC115621351|XP_030370833.1|SLEB
OG0006505	LOC108148545|XP_017131079.1|DELE	LOC115620622|XP_030369809.1|SLEB
OG0006507	LOC108140780|XP_017119257.1|DELE	LOC115625187|XP_030376013.1|SLEB
OG0006508	LOC108140753|XP_017119221.1|DELE	LOC115625397|XP_030376296.1|SLEB
OG0006509	LOC108147746|XP_017129966.1|DELE	LOC115627377|XP_030378890.1|SLEB
OG0006510	LOC108135865|XP_017112256.1|DELE	LOC115620340|XP_030369399.1|SLEB
OG0006511	LOC108134959|XP_017110975.1|DELE	LOC115620448|XP_030369538.1|SLEB
OG0006512	LOC108140482|XP_017118715.1|DELE	LOC115620289|XP_030369324.1|SLEB
OG0006513	LOC108150596|XP_017134341.1|DELE	LOC115620274|XP_030369301.1|SLEB
OG0006514	LOC108143845|XP_017123885.1|DELE	LOC115620927|XP_030370293.1|SLEB
OG0006515	LOC108135773|XP_017112118.1|DELE	LOC115621114|XP_030370518.1|SLEB
OG0006516	LOC108143093|XP_017122802.1|DELE	LOC115625459|XP_030376366.1|SLEB
OG0006517	LOC108143079|XP_017122784.1|DELE	LOC115625183|XP_030376007.1|SLEB
OG0006518	LOC108142945|XP_017122527.1|DELE	LOC115625550|XP_030376491.1|SLEB
OG0006519	LOC108143080|XP_017122785.1|DELE	LOC115625184|XP_030376008.1|SLEB
OG0006520	LOC108148793|XP_017131501.1|DELE	LOC115621266|XP_030370725.1|SLEB
OG0006521	LOC108139353|XP_017117566.1|DELE	LOC115621177|XP_030370601.1|SLEB
OG0006522	LOC108148831|XP_017131584.1|DELE	LOC115620799|XP_030370082.1|SLEB
OG0006523	LOC108140664|XP_017119086.1|DELE	LOC115621580|XP_030371130.1|SLEB
OG0006524	LOC108135264|XP_017111427.1|DELE	LOC115625910|XP_030377001.1|SLEB
OG0006525	LOC108134825|XP_017110768.1|DELE	LOC115629136|XP_030381340.1|SLEB
OG0006526	LOC108148221|XP_017130624.1|DELE	LOC115621998|XP_030371713.1|SLEB
OG0006527	LOC108148418|XP_017130947.1|DELE	LOC115621681|XP_030371251.1|SLEB
OG0006528	LOC108148218|XP_017130619.1|DELE	LOC115621997|XP_030371712.1|SLEB
OG0006529	LOC108148411|XP_017130935.1|DELE	LOC115621988|XP_030371701.1|SLEB
OG0006530	LOC108148209|XP_017130605.1|DELE	LOC115621979|XP_030371691.1|SLEB
OG0006531	LOC108148336|XP_017130827.1|DELE	LOC115625639|XP_030376628.1|SLEB, LOC115621652|XP_030371214.1|SLEB
OG0006532	LOC108148388|XP_017130904.1|DELE	LOC115621226|XP_030370675.1|SLEB
OG0006533	LOC108143650|XP_017123651.1|DELE	LOC115624888|XP_030375596.1|SLEB
OG0006534	LOC108140640|XP_017119052.1|DELE	LOC115620375|XP_030369441.1|SLEB
OG0006535	LOC108136690|XP_017113502.1|DELE	LOC115621919|XP_030371622.1|SLEB
OG0006536	LOC108148317|XP_017130796.1|DELE	LOC115625583|XP_030376547.1|SLEB
OG0006537	LOC108148925|XP_017131731.1|DELE	LOC115620484|XP_030369576.1|SLEB
OG0006538	LOC108147163|XP_017128985.1|DELE	LOC115620544|XP_030369687.1|SLEB
OG0006539	LOC108148653|XP_017131272.1|DELE	LOC115622038|XP_030371766.1|SLEB
OG0006540	LOC108143928|XP_017124000.1|DELE	LOC115621235|XP_030370685.1|SLEB
OG0006541	LOC108148951|XP_017131772.1|DELE	LOC115620587|XP_030369756.1|SLEB
OG0006542	LOC108148953|XP_017131775.1|DELE	LOC115620588|XP_030369757.1|SLEB
OG0006543	LOC108148735|XP_017131402.1|DELE	LOC115620506|XP_030369623.1|SLEB
OG0006544	LOC108140760|XP_017119235.1|DELE	LOC115623626|XP_030373926.1|SLEB
OG0006545	LOC108137612|XP_017114876.1|DELE	LOC115629728|XP_030382121.1|SLEB
OG0006546	LOC108148664|XP_017131290.1|DELE	LOC115620762|XP_030370022.1|SLEB
OG0006547	LOC108142979|XP_017122625.1|DELE	LOC115625316|XP_030376197.1|SLEB
OG0006548	LOC108147327|XP_017129243.1|DELE	LOC115621493|XP_030371021.1|SLEB
OG0006549	LOC108135167|XP_017111280.1|DELE	LOC115625609|XP_030376604.1|SLEB
OG0006550	LOC108142961|XP_017122594.1|DELE	LOC115621556|XP_030371088.1|SLEB
OG0006551	LOC108136631|XP_017113438.1|DELE	LOC115629593|XP_030381944.1|SLEB
OG0006552	LOC108136602|XP_017113409.1|DELE	LOC115629559|XP_030381910.1|SLEB
OG0006553	LOC108148944|XP_017131766.1|DELE	LOC115620855|XP_030370159.1|SLEB
OG0006554	LOC108141043|XP_017119664.1|DELE	LOC115623902|XP_030374317.1|SLEB
OG0006555	LOC108141104|XP_017119801.1|DELE	LOC115622753|XP_030372667.1|SLEB
OG0006556	LOC108139349|XP_017117562.1|DELE	LOC115621123|XP_030370529.1|SLEB
OG0006557	LOC108140601|XP_017118999.1|DELE	LOC115625233|XP_030376078.1|SLEB
OG0006558	LOC108148769|XP_017131463.1|DELE	LOC115620673|XP_030369896.1|SLEB
OG0006559	LOC108139294|XP_017117480.1|DELE	LOC115621250|XP_030370703.1|SLEB
OG0006560	LOC108148554|XP_017131091.1|DELE	LOC115620471|XP_030369562.1|SLEB
OG0006561	LOC108148553|XP_017131089.1|DELE	LOC115621333|XP_030370814.1|SLEB
OG0006562	LOC108148855|XP_017131633.1|DELE	LOC115620965|XP_030370346.1|SLEB
OG0006563	LOC108134783|XP_017110721.1|DELE	LOC115621996|XP_030371711.1|SLEB
OG0006564	LOC108134798|XP_017110737.1|DELE	LOC115620819|XP_030370106.1|SLEB
OG0006565	LOC108135140|XP_017111238.1|DELE	LOC115622039|XP_030371767.1|SLEB
OG0006566	LOC108139190|XP_017117307.1|DELE	LOC115625587|XP_030376557.1|SLEB
OG0006567	LOC108148847|XP_017131620.1|DELE	LOC115620192|XP_030369183.1|SLEB
OG0006568	LOC108148846|XP_017131618.1|DELE	LOC115620190|XP_030369181.1|SLEB
OG0006569	LOC108147388|XP_017129312.1|DELE	LOC115632473|XP_030385502.1|SLEB
OG0006570	LOC108141106|XP_017119805.1|DELE	LOC115624397|XP_030374984.1|SLEB
OG0006571	LOC108148955|XP_017131777.1|DELE	LOC115620432|XP_030369520.1|SLEB
OG0006572	LOC108150006|XP_017133446.1|DELE	LOC115629976|XP_030382459.1|SLEB
OG0006573	LOC108148365|XP_017130873.1|DELE	LOC115623400|XP_030373569.1|SLEB
OG0006574	LOC108140728|XP_017119186.1|DELE	LOC115620288|XP_030369321.1|SLEB
OG0006575	LOC108148484|XP_017131007.1|DELE	LOC115621147|XP_030370563.1|SLEB
OG0006576	LOC108143042|XP_017122734.1|DELE	LOC115625152|XP_030375937.1|SLEB
OG0006577	LOC108144047|XP_017124178.1|DELE	LOC115625313|XP_030376191.1|SLEB
OG0006578	LOC108143041|XP_017122732.1|DELE	LOC115625151|XP_030375935.1|SLEB
OG0006579	LOC108142110|XP_017121294.1|DELE	LOC115628535|XP_030380557.1|SLEB
OG0006580	LOC108140776|XP_017119252.1|DELE	LOC115621443|XP_030370957.1|SLEB
OG0006581	LOC108141105|XP_017119803.1|DELE	LOC115623921|XP_030374338.1|SLEB
OG0006582	LOC108140630|XP_017119038.1|DELE	LOC115623532|XP_030373775.1|SLEB
OG0006583	LOC108140743|XP_017119209.1|DELE	LOC115620457|XP_030369547.1|SLEB
OG0006584	LOC108134746|XP_017110674.1|DELE	LOC115631004|XP_030383463.1|SLEB
OG0006585	LOC108149374|XP_017132371.1|DELE	LOC115631949|XP_030384663.1|SLEB
OG0006586	LOC108148752|XP_017131437.1|DELE	LOC115620535|XP_030369666.1|SLEB
OG0006587	LOC108148749|XP_017131432.1|DELE	LOC115620533|XP_030369663.1|SLEB
OG0006588	LOC108135206|XP_017111323.1|DELE	LOC115625200|XP_030376027.1|SLEB
OG0006589	LOC108148304|XP_017130774.1|DELE	LOC115629463|XP_030381791.1|SLEB
OG0006590	LOC108148383|XP_017130898.1|DELE	LOC115623441|XP_030373650.1|SLEB
OG0006591	LOC108142459|XP_017121825.1|DELE	LOC115622192|XP_030371941.1|SLEB
OG0006592	LOC108135169|XP_017111282.1|DELE	LOC115625089|XP_030375848.1|SLEB
OG0006593	LOC108135168|XP_017111281.1|DELE	LOC115625088|XP_030375846.1|SLEB
OG0006594	LOC108150374|XP_017134003.1|DELE	LOC115632549|XP_030385624.1|SLEB
OG0006595	LOC108141407|XP_017120260.1|DELE	LOC115631092|XP_030383603.1|SLEB
OG0006597	LOC108146098|XP_017127413.1|DELE	LOC115632215|XP_030385132.1|SLEB
OG0006598	LOC108142019|XP_017121183.1|DELE	LOC115631999|XP_030384788.1|SLEB
OG0006599	LOC108150129|XP_017133585.1|DELE	LOC115623178|XP_030373258.1|SLEB
OG0006600	LOC108142547|XP_017121965.1|DELE	LOC115628219|XP_030380069.1|SLEB
OG0006601	LOC108146598|XP_017128135.1|DELE	LOC115633143|XP_030386411.1|SLEB
OG0006602	LOC108146600|XP_017128136.1|DELE	LOC115633144|XP_030386413.1|SLEB
OG0006603	LOC108146921|XP_017128654.1|DELE	LOC115632604|XP_030385689.1|SLEB
OG0006604	LOC108145687|XP_017126732.1|DELE	LOC115622961|XP_030372967.1|SLEB
OG0006605	LOC108141248|XP_017119996.1|DELE	LOC115628915|XP_030381038.1|SLEB
OG0006606	LOC108142247|XP_017121456.1|DELE	LOC115622839|XP_030372778.1|SLEB
OG0006607	LOC108150199|XP_017133699.1|DELE	LOC115633078|XP_030386312.1|SLEB
OG0006608	LOC108137439|XP_017114593.1|DELE	LOC115623480|XP_030373709.1|SLEB
OG0006609	LOC108143971|XP_017124064.1|DELE	LOC115621631|XP_030371191.1|SLEB
OG0006610	LOC108146148|XP_017127493.1|DELE	LOC115632188|XP_030385092.1|SLEB
OG0006611	LOC108146159|XP_017127530.1|DELE	LOC115632204|XP_030385113.1|SLEB
OG0006612	LOC108146161|XP_017127537.1|DELE	LOC115632763|XP_030385871.1|SLEB
OG0006613	LOC108146160|XP_017127536.1|DELE	LOC115632784|XP_030385895.1|SLEB
OG0006614	LOC108146445|XP_017127943.1|DELE	LOC115632082|XP_030384902.1|SLEB
OG0006615	LOC108146284|XP_017127714.1|DELE	LOC115632216|XP_030385134.1|SLEB
OG0006616	LOC108150205|XP_017133706.1|DELE	LOC115632179|XP_030385073.1|SLEB
OG0006617	LOC108135631|XP_017111940.1|DELE	LOC115632129|XP_030384995.1|SLEB
OG0006618	LOC108150220|XP_017133752.1|DELE	LOC115622819|XP_030372752.1|SLEB
OG0006619	LOC108146034|XP_017127315.1|DELE	LOC115622652|XP_030372521.1|SLEB
OG0006620	LOC108146397|XP_017127885.1|DELE	LOC115622198|XP_030371950.1|SLEB
OG0006621	LOC108146867|XP_017128583.1|DELE	LOC115622534|XP_030372357.1|SLEB
OG0006622	LOC108146223|XP_017127630.1|DELE	LOC115622623|XP_030372486.1|SLEB
OG0006623	LOC108146332|XP_017127787.1|DELE	LOC115622890|XP_030372853.1|SLEB
OG0006624	LOC108145093|XP_017125774.1|DELE	LOC115633847|XP_030387199.1|SLEB
OG0006625	LOC108145096|XP_017125777.1|DELE	LOC115633853|XP_030387204.1|SLEB
OG0006626	LOC108147016|XP_017128762.1|DELE	LOC115621136|XP_030370553.1|SLEB
OG0006627	LOC108145490|XP_017126436.1|DELE	LOC115622573|XP_030372416.1|SLEB
OG0006628	LOC108145438|XP_017126351.1|DELE	LOC115629866|XP_030382321.1|SLEB
OG0006629	LOC108145478|XP_017126420.1|DELE	LOC115627737|XP_030379371.1|SLEB
OG0006630	LOC108144208|XP_017124368.1|DELE	LOC115633885|XP_030387253.1|SLEB
OG0006631	LOC108135513|XP_017111747.1|DELE	LOC115632890|XP_030386032.1|SLEB
OG0006632	LOC108143408|XP_017123286.1|DELE	LOC115633732|XP_030387065.1|SLEB
OG0006633	LOC108146279|XP_017127708.1|DELE	LOC115628262|XP_030380141.1|SLEB
OG0006634	LOC108149258|XP_017132192.1|DELE	LOC115631054|XP_030383550.1|SLEB
OG0006635	LOC108147970|XP_017130259.1|DELE	LOC115631907|XP_030384617.1|SLEB
OG0006636	LOC108148174|XP_017130563.1|DELE	LOC115626739|XP_030378048.1|SLEB
OG0006637	LOC108142610|XP_017122073.1|DELE	LOC115624675|XP_030375333.1|SLEB
OG0006638	LOC108143520|XP_017123493.1|DELE	LOC115630710|XP_030383226.1|SLEB
OG0006639	LOC108143413|XP_017123292.1|DELE	LOC115634388|XP_030387933.1|SLEB
OG0006640	LOC108147061|XP_017128839.1|DELE	LOC115623323|XP_030373449.1|SLEB
OG0006641	LOC108141337|XP_017120125.1|DELE	LOC115623908|XP_030374327.1|SLEB
OG0006642	LOC108149181|XP_017132086.1|DELE	LOC115627958|XP_030379715.1|SLEB
OG0006643	LOC108144516|XP_017124945.1|DELE	LOC115634039|XP_030387443.1|SLEB
OG0006644	LOC108150328|XP_017133939.1|DELE	LOC115622856|XP_030372800.1|SLEB
OG0006645	LOC108138824|XP_017116814.1|DELE	LOC115626198|XP_030377338.1|SLEB
OG0006646	LOC108144596|XP_017125089.1|DELE	LOC115624617|XP_030375232.1|SLEB
OG0006647	LOC108145170|XP_017125890.1|DELE	LOC115619937|XP_030368823.1|SLEB
OG0006648	LOC108145720|XP_017126770.1|DELE	LOC115622352|XP_030372126.1|SLEB
OG0006649	LOC108145444|XP_017126363.1|DELE	LOC115628302|XP_030380213.1|SLEB
OG0006650	LOC108145091|XP_017125767.1|DELE	LOC115634645|XP_030388362.1|SLEB
OG0006651	LOC108142448|XP_017121800.1|DELE	LOC115633065|XP_030386289.1|SLEB
OG0006652	LOC108150120|XP_017133576.1|DELE	LOC115622855|XP_030372799.1|SLEB
OG0006653	LOC108145860|XP_017126970.1|DELE	LOC115633036|XP_030386240.1|SLEB
OG0006654	LOC108146502|XP_017128027.1|DELE	LOC115622670|XP_030372544.1|SLEB
OG0006655	LOC108145892|XP_017127032.1|DELE	LOC115632659|XP_030385750.1|SLEB
OG0006656	LOC108146118|XP_017127438.1|DELE	LOC115623021|XP_030373053.1|SLEB
OG0006657	LOC108145502|XP_017126451.1|DELE	LOC115633950|XP_030387328.1|SLEB
OG0006658	LOC108146129|XP_017127463.1|DELE	LOC115622263|XP_030372024.1|SLEB
OG0006659	LOC108146300|XP_017127737.1|DELE	LOC115622647|XP_030372515.1|SLEB
OG0006660	LOC108142684|XP_017122179.1|DELE	LOC115632685|XP_030385780.1|SLEB
OG0006661	LOC108142646|XP_017122133.1|DELE	LOC115632697|XP_030385794.1|SLEB
OG0006662	LOC108147963|XP_017130248.1|DELE	LOC115630569|XP_030383046.1|SLEB
OG0006663	LOC108142727|XP_017122240.1|DELE	LOC115622129|XP_030371842.1|SLEB
OG0006664	LOC108148967|XP_017131794.1|DELE	LOC115621665|XP_030371234.1|SLEB
OG0006665	LOC108146020|XP_017127285.1|DELE	LOC115628282|XP_030380172.1|SLEB
OG0006666	LOC108143555|XP_017123553.1|DELE	LOC115623086|XP_030373156.1|SLEB
OG0006667	LOC108142791|XP_017122329.1|DELE	LOC115632466|XP_030385487.1|SLEB
OG0006668	LOC108147033|XP_017128779.1|DELE	LOC115634425|XP_030387992.1|SLEB
OG0006669	LOC108146948|XP_017128692.1|DELE	LOC115632648|XP_030385738.1|SLEB
OG0006670	LOC108146934|XP_017128672.1|DELE	LOC115633156|XP_030386426.1|SLEB
OG0006671	LOC108146797|XP_017128455.1|DELE	LOC115633157|XP_030386427.1|SLEB
OG0006672	LOC108147430|XP_017129393.1|DELE	LOC115632532|XP_030385589.1|SLEB
OG0006673	LOC108147542|XP_017129616.1|DELE	LOC115622409|XP_030372202.1|SLEB
OG0006674	LOC108145683|XP_017126729.1|DELE	LOC115622998|XP_030373017.1|SLEB
OG0006675	LOC108146110|XP_017127431.1|DELE	LOC115628229|XP_030380092.1|SLEB
OG0006676	LOC108147471|XP_017129507.1|DELE	LOC115622778|XP_030372696.1|SLEB
OG0006677	LOC108147474|XP_017129511.1|DELE	LOC115622124|XP_030371835.1|SLEB
OG0006678	LOC108142814|XP_017122364.1|DELE	LOC115634380|XP_030387924.1|SLEB
OG0006679	LOC108145907|XP_017127056.1|DELE	LOC115622589|XP_030372444.1|SLEB
OG0006680	LOC108148693|XP_017131328.1|DELE	LOC115622024|XP_030371743.1|SLEB
OG0006681	LOC108146795|XP_017128453.1|DELE	LOC115632136|XP_030385009.1|SLEB
OG0006682	LOC108147521|XP_017129592.1|DELE	LOC115632210|XP_030385125.1|SLEB
OG0006683	LOC108147557|XP_017129632.1|DELE	LOC115632869|XP_030385993.1|SLEB
OG0006684	LOC108147472|XP_017129509.1|DELE	LOC115622122|XP_030371834.1|SLEB
OG0006685	LOC108141423|XP_017120290.1|DELE	LOC115629187|XP_030381442.1|SLEB
OG0006686	LOC108142434|XP_017121785.1|DELE	LOC115622942|XP_030372932.1|SLEB
OG0006687	LOC108136626|XP_017113434.1|DELE	LOC115629622|XP_030381980.1|SLEB
OG0006688	LOC108142686|XP_017122184.1|DELE	LOC115632104|XP_030384946.1|SLEB
OG0006689	LOC108145764|XP_017126821.1|DELE	LOC115628242|XP_030380115.1|SLEB
OG0006690	LOC108135257|XP_017111417.1|DELE	LOC115625080|XP_030375831.1|SLEB
OG0006691	LOC108146780|XP_017128417.1|DELE	LOC115632320|XP_030385285.1|SLEB
OG0006692	LOC108146276|XP_017127704.1|DELE	LOC115628261|XP_030380140.1|SLEB
OG0006693	LOC108145926|XP_017127101.1|DELE	LOC115623255|XP_030373384.1|SLEB
OG0006694	LOC108136304|XP_017112882.1|DELE	LOC115627846|XP_030379563.1|SLEB
OG0006695	LOC108147504|XP_017129560.1|DELE	LOC115622765|XP_030372681.1|SLEB
OG0006696	LOC108148398|XP_017130920.1|DELE	LOC115626438|XP_030377673.1|SLEB
OG0006697	LOC108150343|XP_017133960.1|DELE	LOC115628377|XP_030380318.1|SLEB
OG0006698	LOC108146892|XP_017128617.1|DELE	LOC115628239|XP_030380112.1|SLEB
OG0006699	LOC108146164|XP_017127549.1|DELE	LOC115632272|XP_030385212.1|SLEB
OG0006700	LOC108142578|XP_017122021.1|DELE	LOC115623272|XP_030373411.1|SLEB
OG0006701	LOC108149821|XP_017133182.1|DELE	LOC115629109|XP_030381298.1|SLEB
OG0006702	LOC108145839|XP_017126941.1|DELE	LOC115632380|XP_030385366.1|SLEB
OG0006703	LOC108146966|XP_017128712.1|DELE	LOC115632358|XP_030385334.1|SLEB
OG0006704	LOC108146967|XP_017128713.1|DELE	LOC115632359|XP_030385335.1|SLEB
OG0006705	LOC108145435|XP_017126346.1|DELE	LOC115630894|XP_030383351.1|SLEB
OG0006706	LOC108144757|XP_017125351.1|DELE	LOC115627564|XP_030379150.1|SLEB
OG0006707	LOC108143518|XP_017123491.1|DELE	LOC115620179|XP_030369167.1|SLEB
OG0006708	LOC108134865|XP_017110842.1|DELE	LOC115623445|XP_030373655.1|SLEB
OG0006709	LOC108137740|XP_017115129.1|DELE	LOC115620058|XP_030369058.1|SLEB
OG0006710	LOC108142501|XP_017121887.1|DELE	LOC115622684|XP_030372567.1|SLEB
OG0006712	LOC108145963|XP_017127171.1|DELE	LOC115632107|XP_030384951.1|SLEB
OG0006713	LOC108150346|XP_017133964.1|DELE	LOC115632291|XP_030385244.1|SLEB
OG0006714	LOC108150345|XP_017133963.1|DELE	LOC115632290|XP_030385243.1|SLEB
OG0006715	LOC108142700|XP_017122204.1|DELE	LOC115622661|XP_030372532.1|SLEB
OG0006716	LOC108138752|XP_017116643.1|DELE	LOC115631023|XP_030383498.1|SLEB
OG0006717	LOC108146863|XP_017128578.1|DELE	LOC115632400|XP_030385394.1|SLEB
OG0006718	LOC108146937|XP_017128677.1|DELE	LOC115632402|XP_030385397.1|SLEB
OG0006719	LOC108146994|XP_017128748.1|DELE	LOC115632717|XP_030385822.1|SLEB
OG0006720	LOC108135700|XP_017112030.1|DELE	LOC115622638|XP_030372506.1|SLEB
OG0006721	LOC108146856|XP_017128561.1|DELE	LOC115632485|XP_030385522.1|SLEB
OG0006722	LOC108146399|XP_017127888.1|DELE	LOC115632851|XP_030385969.1|SLEB
OG0006723	LOC108135281|XP_017111451.1|DELE	LOC115625874|XP_030376949.1|SLEB
OG0006724	LOC108143065|XP_017122768.1|DELE	LOC115620307|XP_030369351.1|SLEB
OG0006725	LOC108142972|XP_017122611.1|DELE	LOC115620689|XP_030369918.1|SLEB
OG0006726	LOC108139215|XP_017117356.1|DELE	LOC115621857|XP_030371535.1|SLEB
OG0006727	LOC108142969|XP_017122608.1|DELE	LOC115620554|XP_030369700.1|SLEB
OG0006728	LOC108142911|XP_017122488.1|DELE	LOC115625381|XP_030376277.1|SLEB
OG0006729	LOC108149760|XP_017133064.1|DELE	LOC115622706|XP_030372599.1|SLEB
