Orthogroup	DMEL.longest_only	AAEG.longest_only
OG0004826	ECSIT|NP_649602.2|DMEL	LOC5565948|XP_001650325.1|AAEG
OG0004827	Skp2|NP_730815.2|DMEL	LOC5565946|XP_001650323.1|AAEG
OG0004828	CG10375|NP_651185.1|DMEL	LOC5565943|XP_001650318.1|AAEG
OG0004829	Slimp|NP_732958.1|DMEL	LOC5568524|XP_001652351.2|AAEG
OG0004830	CG34402|NP_001097756.1|DMEL	LOC5568377|XP_021693933.1|AAEG
OG0004831	CG10467|NP_648026.1|DMEL	LOC5573533|XP_001654671.2|AAEG
OG0004832	Snx3|NP_650214.1|DMEL	LOC5565148|XP_021694009.1|AAEG
OG0004833	noi|NP_477114.1|DMEL	LOC5576153|XP_001662502.1|AAEG, LOC5566762|XP_001651168.1|AAEG
OG0004834	Rpn9|NP_651177.1|DMEL	LOC5565637|XP_001649990.2|AAEG
OG0004835	nau|NP_476650.1|DMEL	LOC5564104|XP_021694072.1|AAEG
OG0004836	wda|NP_651136.1|DMEL	LOC5576112|XP_021694087.1|AAEG
OG0004837	CG4074|NP_649249.2|DMEL	LOC5576113|XP_001662458.2|AAEG
OG0004838	CG42633|NP_001163583.1|DMEL	LOC5576125|XP_001662471.2|AAEG
OG0004839	CG45076|NP_650015.3|DMEL, fau|NP_731505.1|DMEL	LOC5576127|XP_021694095.1|AAEG
OG0004840	Dis3|NP_651246.2|DMEL	LOC5575234|XP_001655640.2|AAEG
OG0004841	Rnmt|NP_523568.2|DMEL	LOC110681192|XP_021712660.1|AAEG, LOC5575231|XP_021694126.1|AAEG
OG0004842	CG2006|NP_001189310.1|DMEL	LOC5565162|XP_001649526.2|AAEG
OG0004843	Wdr37|NP_650723.1|DMEL	LOC5565185|XP_001649514.2|AAEG
OG0004844	Ttc30|NP_001097155.2|DMEL	LOC5577586|XP_021694153.1|AAEG
OG0004845	CG12163|NP_730901.1|DMEL	LOC23687573|XP_021694154.1|AAEG, LOC110681328|XP_021712775.1|AAEG
OG0004846	CG3246|NP_608781.2|DMEL	LOC5572603|XP_021694172.1|AAEG
OG0004847	Sec5|NP_608780.1|DMEL	LOC5572605|XP_001654115.2|AAEG
OG0004848	AdSL|NP_650586.2|DMEL	LOC23687388|XP_021694181.1|AAEG
OG0004850	Antp|NP_996167.1|DMEL	LOC5572676|XP_021694197.1|AAEG
OG0004851	ftz|NP_477498.1|DMEL	LOC110674250|XP_021694203.1|AAEG
OG0004852	pb|NP_476669.3|DMEL	LOC5566256|XP_021694208.1|AAEG
OG0004853	CG9752|NP_611573.1|DMEL	LOC5566125|XP_001650487.2|AAEG
OG0004854	RhoGAP68F|NP_648552.1|DMEL	LOC5571449|XP_021695479.1|AAEG
OG0004855	Fuca|NP_648472.1|DMEL	LOC5573692|XP_001661015.2|AAEG
OG0004856	Clk|NP_001014576.1|DMEL	LOC5576514|XP_021695531.1|AAEG
OG0004857	Dbx|NP_647677.2|DMEL	LOC5579860|XP_001664321.2|AAEG
OG0004858	pbl|NP_523965.2|DMEL	LOC5567813|XP_021695571.1|AAEG
OG0004859	CG8111|NP_648162.2|DMEL	LOC5567812|XP_021695576.1|AAEG
OG0004860	RpL8|NP_524726.1|DMEL	LOC5567848|XP_001657711.1|AAEG
OG0004861	CG42268|NP_001261648.1|DMEL	LOC5567847|XP_021695583.1|AAEG
OG0004862	CG43897|NP_001261659.1|DMEL	LOC5569145|XP_021699736.1|AAEG
OG0004863	scny|NP_729092.1|DMEL	LOC5575754|XP_001662174.2|AAEG
OG0004864	PMP34|NP_728982.1|DMEL	LOC5575753|XP_021695616.1|AAEG
OG0004865	mRpS22|NP_524537.1|DMEL	LOC5575752|XP_001662176.1|AAEG
OG0004866	Cdc27|NP_648093.2|DMEL	LOC5564540|XP_021695631.1|AAEG
OG0004867	CG13185|NP_001097279.2|DMEL	LOC5564539|XP_021695635.1|AAEG
OG0004868	Pngl|NP_610192.1|DMEL	LOC5564537|XP_001648880.2|AAEG
OG0004869	Tdc1|NP_610226.2|DMEL	LOC5578207|XP_001656851.2|AAEG
OG0004870	Mob4|NP_001246151.1|DMEL	LOC5578218|XP_001656861.1|AAEG
OG0004871	CG11414|NP_611932.2|DMEL	LOC5578223|XP_021695666.1|AAEG
OG0004872	RpL19|NP_476631.1|DMEL	LOC5576744|XP_021695708.1|AAEG
OG0004873	CG7840|NP_609203.1|DMEL	LOC5575734|XP_001655836.1|AAEG, LOC110674017|XP_021695727.1|AAEG
OG0004874	CG5948|NP_651440.1|DMEL	LOC110675354|XP_021695729.1|AAEG, LOC5563734|XP_021695730.1|AAEG
OG0004875	htk|NP_573330.3|DMEL	LOC5571774|XP_021695744.1|AAEG
OG0004876	CG16989|NP_569860.3|DMEL	LOC5571765|XP_021695751.1|AAEG, LOC110680346|XP_021711857.1|AAEG
OG0004877	CG10907|NP_648508.1|DMEL	LOC5571761|XP_001659892.2|AAEG
OG0004878	U2A|NP_610315.1|DMEL	LOC5576635|XP_001662785.1|AAEG
OG0004879	CG4049|NP_611885.3|DMEL	LOC5570673|XP_021695783.1|AAEG
OG0004880	CG7519|NP_649318.1|DMEL	LOC5570671|XP_001659260.2|AAEG
OG0004881	Vps8|NP_648048.1|DMEL	LOC5570669|XP_001659262.2|AAEG
OG0004882	RpL18|NP_648091.1|DMEL	LOC5570675|XP_011493055.1|AAEG
OG0004883	CG1271|NP_647763.1|DMEL	LOC5570676|XP_001659270.2|AAEG
OG0004884	Khc-73|NP_001261000.1|DMEL	LOC5571294|XP_021695841.1|AAEG
OG0004885	Mos|NP_610817.1|DMEL	LOC5571287|XP_001653588.1|AAEG
OG0004886	CG8389|NP_725515.1|DMEL	LOC5571283|XP_001653584.2|AAEG
OG0004887	Ote|NP_476664.2|DMEL	LOC5571282|XP_001653583.1|AAEG
OG0004888	CG15099|NP_001261081.1|DMEL	LOC5571281|XP_021695870.1|AAEG
OG0004889	Pal1|NP_610537.2|DMEL	LOC5571279|XP_001653580.1|AAEG
OG0004890	CG8192|NP_611047.2|DMEL	LOC5571273|XP_001653571.1|AAEG
OG0004891	CG4645|NP_572841.1|DMEL	LOC5571271|XP_001653569.1|AAEG
OG0004892	Rgk2|NP_001286577.1|DMEL	LOC5571269|XP_021695908.1|AAEG
OG0004893	CG4610|NP_611677.1|DMEL	LOC5578056|XP_021695962.1|AAEG
OG0004894	SCCRO3|NP_610828.2|DMEL	LOC5579030|XP_021695968.1|AAEG
OG0004895	bw|NP_523824.1|DMEL	LOC23687608|XP_021695975.1|AAEG
OG0004896	Jabba|NP_001137703.1|DMEL	LOC5568474|XP_021695989.1|AAEG
OG0004897	Mctp|NP_001261078.1|DMEL	LOC5568466|XP_001652305.2|AAEG
OG0004898	14-3-3zeta|NP_476885.2|DMEL	LOC5568471|XP_021695999.1|AAEG
OG0004899	shn|NP_001260883.1|DMEL	LOC110675397|XP_021696008.1|AAEG
OG0004900	CG1371|NP_610551.1|DMEL	LOC5573478|XP_021696015.1|AAEG
OG0004901	egr|NP_724878.2|DMEL	LOC5573480|XP_001654630.1|AAEG
OG0004902	CG12024|NP_647670.3|DMEL	LOC5577803|XP_001663565.2|AAEG
OG0004903	Vps35|NP_726175.3|DMEL	LOC5577802|XP_021696032.1|AAEG
OG0004904	Mettl3|NP_651204.1|DMEL	LOC5575912|XP_001662288.2|AAEG
OG0004905	sax|NP_001246193.1|DMEL	LOC5566323|XP_021696047.1|AAEG
OG0004906	CG4022|NP_648307.1|DMEL	LOC5575484|XP_021696065.1|AAEG
OG0004907	mRpL50|NP_648092.1|DMEL	LOC5578178|XP_021696080.1|AAEG
OG0004908	fng|NP_524191.1|DMEL	LOC5574115|XP_021696086.1|AAEG
OG0004909	Pka-R1|NP_001189150.1|DMEL	LOC5574099|XP_021696099.1|AAEG
OG0004910	CG3618|NP_649262.1|DMEL	LOC5573286|XP_021696108.1|AAEG
OG0004911	Ythdc1|NP_647811.2|DMEL	LOC5574089|XP_001661159.1|AAEG
OG0004912	Cpr67B|NP_648306.1|DMEL	LOC5565111|XP_001649458.1|AAEG
OG0004913	DMAP1|NP_611503.1|DMEL	LOC5572879|XP_001654230.1|AAEG
OG0004914	Fem-1|NP_611508.1|DMEL	LOC5572883|XP_001654238.1|AAEG
OG0004915	CG13585|NP_611928.1|DMEL	LOC5572890|XP_001654241.1|AAEG
OG0004916	DAT|NP_001261026.1|DMEL	LOC5572892|XP_021696207.1|AAEG
OG0004917	Nf-YA|NP_648313.1|DMEL	LOC5569891|XP_021696240.1|AAEG
OG0004918	MTF-1|NP_001097560.1|DMEL	LOC5569896|XP_021696242.1|AAEG
OG0004919	CG11539|NP_651877.1|DMEL	LOC5569894|XP_001658793.2|AAEG
OG0004920	Grasp65|NP_649160.1|DMEL	LOC5569897|XP_001658795.2|AAEG
OG0004921	Sh3beta|NP_001189057.1|DMEL	LOC5569899|XP_021696250.1|AAEG
OG0004922	RpL14|NP_523975.1|DMEL	LOC5574844|XP_021696259.1|AAEG
OG0004923	TfIIEbeta|NP_523923.1|DMEL	LOC5574842|XP_001661672.2|AAEG
OG0004924	Prdm13|NP_648032.1|DMEL	LOC5579986|XP_001660252.2|AAEG
OG0004925	Trh|NP_612080.1|DMEL	LOC23687540|XP_021696286.1|AAEG
OG0004926	CG8519|NP_648054.2|DMEL	LOC5579997|XP_001660263.1|AAEG
OG0004927	Rdl|NP_001261617.1|DMEL	LOC5570466|XP_021696313.1|AAEG
OG0004928	tn|NP_001137707.1|DMEL	LOC5577066|XP_021696339.1|AAEG
OG0004929	Ptpmeg|NP_612031.3|DMEL	LOC5577072|XP_001663169.2|AAEG
OG0004930	MCPH1|NP_001163123.1|DMEL	LOC5571872|XP_001659983.2|AAEG
OG0004931	CG11110|NP_611501.1|DMEL	LOC5570512|XP_001659200.1|AAEG
OG0004932	Dis3l2|NP_728490.1|DMEL	LOC5570507|XP_001659195.2|AAEG
OG0004933	Cdk4|NP_477196.1|DMEL	LOC5570506|XP_001659194.1|AAEG
OG0004934	or|NP_536793.1|DMEL	LOC5570504|XP_001659193.1|AAEG
OG0004935	Dp1|NP_523781.2|DMEL	LOC5570534|XP_021696448.1|AAEG
OG0004936	Tie|NP_523928.1|DMEL	LOC23687720|XP_021696450.1|AAEG
OG0004937	CG7376|NP_648034.1|DMEL	LOC5570537|XP_001659181.2|AAEG
OG0004938	CG7457|NP_648150.1|DMEL	LOC5567635|XP_021696489.1|AAEG
OG0004939	fal|NP_001137974.1|DMEL	LOC5567623|XP_021696505.1|AAEG
OG0004940	CG32206|NP_788538.2|DMEL	LOC5563894|XP_021696516.1|AAEG
OG0004941	elg1|NP_996103.1|DMEL	LOC5576608|XP_021696518.1|AAEG
OG0004942	Msr-110|NP_729078.1|DMEL	LOC5564097|XP_001648422.1|AAEG, LOC110675535|XP_021696521.1|AAEG
OG0004943	DNApol-alpha50|NP_523972.2|DMEL	LOC5564098|XP_001648424.1|AAEG
OG0004944	CG42304|NP_728769.2|DMEL	LOC5566278|XP_021696528.1|AAEG
OG0004945	CG15237|NP_610238.2|DMEL	LOC5570089|XP_001653076.1|AAEG
OG0004946	CG7611|NP_649326.1|DMEL	LOC5568099|XP_021696622.1|AAEG
OG0004947	RpL23A|NP_001356972.1|DMEL	LOC23687936|XP_011493344.1|AAEG
OG0004948	CG13930|NP_647645.1|DMEL	LOC5568105|XP_021702168.1|AAEG
OG0004949	CG7991|NP_647649.2|DMEL	LOC5568106|XP_021696641.1|AAEG
OG0004950	CG34453|NP_001097458.2|DMEL	LOC5568107|XP_021696646.1|AAEG
OG0004951	mfrn|NP_651600.1|DMEL	LOC5568110|XP_021696649.1|AAEG
OG0004952	thoc6|NP_648557.1|DMEL	LOC5568111|XP_001652050.1|AAEG
OG0004953	PDCD-5|NP_648848.1|DMEL	LOC5568113|XP_001652052.1|AAEG
OG0004954	l_3_72Dn|NP_001261930.1|DMEL	LOC5568119|XP_001652058.1|AAEG
OG0004955	CG10075|NP_648064.1|DMEL	LOC5574279|XP_001661327.1|AAEG
OG0004956	oys|NP_610546.1|DMEL	LOC5574290|XP_021696709.1|AAEG
OG0004957	CG14964|NP_647779.2|DMEL	LOC5566334|XP_021696744.1|AAEG
OG0004958	Rh7|NP_524035.2|DMEL	LOC5566350|XP_021702394.1|AAEG
OG0004959	CG9760|NP_001261746.1|DMEL	LOC5566351|XP_001650745.2|AAEG
OG0004960	Nrx-IV|NP_729787.2|DMEL	LOC5566352|XP_021696768.1|AAEG
OG0004961	Caf1-105|NP_610589.2|DMEL	LOC5578958|XP_001664137.1|AAEG
OG0004962	CG10565|NP_649284.1|DMEL	LOC110675613|XP_021696773.1|AAEG
OG0004963	CG14073|NP_649060.1|DMEL	LOC5567144|XP_021696785.1|AAEG, LOC110676917|XP_021702421.1|AAEG
OG0004964	CG8108|NP_648367.1|DMEL	LOC5566214|XP_021696852.1|AAEG
OG0004965	Srp19|NP_477135.2|DMEL	LOC5565657|XP_001650015.1|AAEG
OG0004966	qm|NP_523958.2|DMEL	LOC5565667|XP_021696881.1|AAEG
OG0004967	PGAP3|NP_610223.1|DMEL	LOC5565658|XP_001650006.1|AAEG
OG0004968	Syx17|NP_001261414.1|DMEL	LOC5573786|XP_021696913.1|AAEG
OG0004969	CG8366|NP_611068.3|DMEL	LOC5573764|XP_001654793.1|AAEG
OG0004970	slow|NP_647898.3|DMEL	LOC110675656|XP_021696914.1|AAEG
OG0004971	DopEcR|NP_647897.2|DMEL	LOC5573765|XP_021696915.1|AAEG
OG0004972	CG43781|NP_001261506.1|DMEL	LOC110675657|XP_021696922.1|AAEG
OG0004973	Tudor-SN|NP_612021.1|DMEL	LOC5573778|XP_001654799.1|AAEG
OG0004974	DEF8|NP_648549.1|DMEL	LOC110681063|XP_021712521.1|AAEG, LOC110675665|XP_021696947.1|AAEG
OG0004975	CG15012|NP_001163347.1|DMEL	LOC5565225|XP_001649547.1|AAEG
OG0004976	CG10866|NP_647838.1|DMEL	LOC5565227|XP_021696981.1|AAEG
OG0004977	l_2_dtl|NP_524871.1|DMEL	LOC5574032|XP_001661121.1|AAEG
OG0004978	PIG-O|NP_611332.1|DMEL	LOC5574826|XP_021697011.1|AAEG
OG0004979	CG13670|NP_648207.1|DMEL	LOC5579980|XP_001658607.2|AAEG
OG0004980	AIMP2|NP_648782.2|DMEL	LOC5568319|XP_021697069.1|AAEG
OG0004981	Gem2|NP_649092.1|DMEL	LOC5568313|XP_001652190.1|AAEG
OG0004982	MESR6|NP_001262033.1|DMEL	LOC5568312|XP_001652189.1|AAEG
OG0004983	CG6674|NP_648377.1|DMEL	LOC5568306|XP_001652183.1|AAEG
OG0004984	axed|NP_001356975.1|DMEL	LOC5568305|XP_021697087.1|AAEG
OG0004985	ABCB7|NP_728642.2|DMEL	LOC5568289|XP_001652165.1|AAEG
OG0004986	CG5290|NP_649026.1|DMEL	LOC5576962|XP_001663057.1|AAEG
OG0004987	CG9674|NP_001246804.1|DMEL	LOC5565246|XP_021697111.1|AAEG
OG0004988	GC|NP_523885.2|DMEL	LOC110675715|XP_021697114.1|AAEG, LOC5575300|XP_001655674.2|AAEG
OG0004989	nudC|NP_648923.1|DMEL	LOC5571809|XP_001659940.1|AAEG, LOC110680273|XP_021711788.1|AAEG
OG0004990	CG34115|NP_001036564.1|DMEL	LOC110675733|XP_021697146.1|AAEG
OG0004991	Prp8|NP_610735.1|DMEL	LOC5572690|XP_001660510.1|AAEG
OG0004992	CG8407|NP_610734.1|DMEL	LOC5572691|XP_001660509.1|AAEG
OG0004993	CG11529|NP_648558.1|DMEL	LOC5577569|XP_001663439.2|AAEG, LOC5577570|XP_001663443.1|AAEG
OG0004994	CG12017|NP_647798.1|DMEL	LOC5571602|XP_001653714.2|AAEG
OG0004995	enc|NP_001261376.1|DMEL	LOC5571599|XP_021697309.1|AAEG
OG0004996	CG4911|NP_648285.1|DMEL	LOC110675809|XP_021697326.1|AAEG
OG0004997	Ric|NP_477211.1|DMEL	LOC5566658|XP_021697337.1|AAEG
OG0004998	dup|NP_524878.1|DMEL	LOC5570732|XP_021697365.1|AAEG
OG0004999	AlaRS-m|NP_523932.2|DMEL	LOC5570738|XP_001659327.1|AAEG
OG0005000	trsn|NP_610591.1|DMEL	LOC5564517|XP_001648857.2|AAEG
OG0005001	CG13676|NP_648179.3|DMEL	LOC5570740|XP_021695187.1|AAEG
OG0005002	CG4115|NP_650179.1|DMEL	LOC5578811|XP_001657178.1|AAEG
OG0005003	UbcE2M|NP_648187.1|DMEL	LOC5571387|XP_021697409.1|AAEG
OG0005004	CG10064|NP_648065.1|DMEL	LOC5571388|XP_001653637.1|AAEG
OG0005005	CG14085|NP_649101.2|DMEL	LOC5576086|XP_021697447.1|AAEG
OG0005006	Herc4|NP_001261249.1|DMEL	LOC5567090|XP_021697448.1|AAEG
OG0005007	anchor|NP_001261995.1|DMEL	LOC5567089|XP_021697452.1|AAEG
OG0005008	cep290|NP_612064.1|DMEL	LOC5567088|XP_021697462.1|AAEG
OG0005009	QIL1|NP_648983.1|DMEL	LOC5576079|XP_001662410.1|AAEG
OG0005010	CG10361|NP_648509.1|DMEL	LOC5576084|XP_001662406.2|AAEG
OG0005011	CG3907|NP_611870.3|DMEL	LOC5574423|XP_021697465.1|AAEG
OG0005012	Sin|NP_524192.2|DMEL	LOC5575240|XP_021697536.1|AAEG
OG0005013	Rel|NP_477094.1|DMEL	LOC5569427|XP_021697567.1|AAEG
OG0005014	CG6709|NP_001097567.1|DMEL	LOC110675265|XP_021695436.1|AAEG
OG0005015	Kap-alpha1|NP_524167.1|DMEL	LOC5574064|XP_021697593.1|AAEG
OG0005016	Notum|NP_730096.2|DMEL	LOC5567751|XP_021697603.1|AAEG
OG0005017	Unr|NP_001137912.1|DMEL	LOC5572753|XP_001660573.2|AAEG
OG0005018	CG13893|NP_612042.3|DMEL	LOC5572751|XP_021697622.1|AAEG
OG0005019	Pgm1|NP_524675.1|DMEL	LOC5572750|XP_001660577.1|AAEG
OG0005020	CG12134|NP_001369072.1|DMEL	LOC5572764|XP_001660585.2|AAEG
OG0005021	CG5056|NP_609391.1|DMEL	LOC5571961|XP_021697657.1|AAEG
OG0005022	CG17249|NP_647638.1|DMEL	LOC5571962|XP_001660065.2|AAEG
OG0005023	CG30001|NP_724825.2|DMEL	LOC5571963|XP_021697663.1|AAEG
OG0005024	Cht2|NP_477298.2|DMEL	LOC5576174|XP_001662520.2|AAEG
OG0005025	mRRF1|NP_648302.2|DMEL	LOC5571701|XP_001659843.2|AAEG
OG0005026	CG7550|NP_648176.1|DMEL	LOC5571697|XP_021697701.1|AAEG
OG0005027	CG12605|NP_647845.2|DMEL	LOC110675125|XP_021695198.1|AAEG
OG0005028	CG5961|NP_650206.1|DMEL	LOC5565749|XP_021697723.1|AAEG
OG0005029	CycT|NP_524127.2|DMEL	LOC5565562|XP_021697725.1|AAEG
OG0005030	Gk1|NP_524655.1|DMEL	LOC5565537|XP_021697742.1|AAEG
OG0005031	simj|NP_001261685.1|DMEL	LOC110675957|XP_021697752.1|AAEG
OG0005032	CG10510|NP_649291.2|DMEL	LOC5564450|XP_021697772.1|AAEG
OG0005033	Blimp-1|NP_001261442.1|DMEL	LOC5578584|XP_021697776.1|AAEG
OG0005034	lin-28|NP_647983.1|DMEL	LOC5564462|XP_021697781.1|AAEG
OG0005035	park|NP_730600.1|DMEL	LOC5564457|XP_001648798.2|AAEG
OG0005036	CG16984|NP_647729.1|DMEL	LOC5564447|XP_001648794.1|AAEG
OG0005037	Cpsf5|NP_001036597.1|DMEL	LOC5570338|XP_001653167.1|AAEG
OG0005038	CG14971|NP_647817.2|DMEL	LOC5563743|XP_001648026.2|AAEG
OG0005039	Vps53|NP_608825.2|DMEL	LOC5578033|XP_001663661.1|AAEG
OG0005040	CG7324|NP_649305.1|DMEL	LOC5563747|XP_021697834.1|AAEG
OG0005041	ICA69|NP_649283.1|DMEL	LOC5565967|XP_001650335.1|AAEG
OG0005042	CG12093|NP_647747.1|DMEL	LOC5576552|XP_001656152.1|AAEG
OG0005043	mRpL54|NP_611541.1|DMEL	LOC5578594|XP_001657016.1|AAEG
OG0005044	cpa|NP_611539.1|DMEL	LOC5578596|XP_021697872.1|AAEG
OG0005045	ND-B14.7|NP_611538.1|DMEL	LOC5578833|XP_001657186.1|AAEG
OG0005046	CG5189|NP_611334.1|DMEL	LOC5573518|XP_001660910.1|AAEG
OG0005047	nst|NP_648588.1|DMEL	LOC5574930|XP_001661733.1|AAEG
OG0005048	eIF2beta|NP_524043.1|DMEL	LOC5574929|XP_021697880.1|AAEG
OG0005049	CG42337|NP_649286.2|DMEL	LOC110675138|XP_021695211.1|AAEG
OG0005050	CG8878|NP_610733.1|DMEL	LOC5575134|XP_021697902.1|AAEG
OG0005051	AcCoAS|NP_730611.1|DMEL	LOC5575142|XP_001655519.1|AAEG
OG0005052	CG12974|NP_730613.2|DMEL	LOC5575145|XP_001655522.2|AAEG
OG0005053	CG4364|NP_609305.1|DMEL	LOC5577080|XP_001656318.2|AAEG
OG0005054	RhoBTB|NP_001262107.1|DMEL	LOC5564816|XP_021697931.1|AAEG
OG0005055	Alr|NP_001259731.1|DMEL	LOC5571184|XP_001653501.2|AAEG
OG0005056	CG12964|NP_611040.2|DMEL	LOC5573486|XP_021697946.1|AAEG
OG0005057	CG7546|NP_001137904.1|DMEL	LOC5568734|XP_021698017.1|AAEG
OG0005058	shep|NP_001246636.1|DMEL	LOC5565828|XP_021698027.1|AAEG
OG0005059	SiaT|NP_523853.1|DMEL	LOC5565250|XP_021698079.1|AAEG, LOC5566828|XP_021712144.1|AAEG
OG0005060	Mmp1|NP_726473.2|DMEL	LOC5566822|XP_021698081.1|AAEG
OG0005061	epsilonCOP|NP_609037.1|DMEL	LOC110676030|XP_021698114.1|AAEG
OG0005062	SERCA|NP_726381.1|DMEL	LOC5568141|XP_001652085.2|AAEG
OG0005063	Yeti|NP_001137537.1|DMEL	LOC5569162|XP_001658353.2|AAEG
OG0005064	IntS9|NP_648838.3|DMEL	LOC5573675|XP_001660997.1|AAEG
OG0005065	Corin|NP_610297.2|DMEL	LOC5573666|XP_021698216.1|AAEG
OG0005066	Syn2|NP_788381.1|DMEL	LOC5564412|XP_021698220.1|AAEG
OG0005067	CG5819|NP_611660.1|DMEL	LOC5575820|XP_021698241.1|AAEG
OG0005068	geko|NP_524980.1|DMEL	LOC5567864|XP_001651886.1|AAEG
OG0005069	CG8726|NP_610341.2|DMEL	LOC5567853|XP_001651882.1|AAEG
OG0005070	Sox14|NP_476894.1|DMEL	LOC5575426|XP_021698270.1|AAEG
OG0005071	TfIIEalpha|NP_524026.1|DMEL	LOC5575955|XP_001662313.1|AAEG
OG0005072	CG12773|NP_569905.1|DMEL	LOC5576041|XP_021698307.1|AAEG
OG0005073	CG5721|NP_611306.1|DMEL	LOC5576044|XP_021698308.1|AAEG
OG0005074	Sarm|NP_001246662.1|DMEL	LOC5565670|XP_021698310.1|AAEG
OG0005075	eEFSec|NP_611584.1|DMEL	LOC5564254|XP_001648590.1|AAEG
OG0005076	Syx6|NP_995816.1|DMEL	LOC5564246|XP_001648589.2|AAEG
OG0005078	CG10357|NP_647821.2|DMEL	LOC5574243|XP_001661295.2|AAEG
OG0005079	CG12851|NP_611987.3|DMEL	LOC5568868|XP_021698382.1|AAEG
OG0005080	CG16753|NP_647764.1|DMEL	LOC5574156|XP_001655063.1|AAEG
OG0005081	vimar|NP_995767.1|DMEL	LOC5569620|XP_001652902.2|AAEG
OG0005082	CG12713|NP_648806.1|DMEL	LOC5569602|XP_001652881.1|AAEG
OG0005083	MED20|NP_001260223.1|DMEL	LOC5569601|XP_001652880.1|AAEG
OG0005084	CG17364|NP_788506.1|DMEL	LOC5579452|XP_021698546.1|AAEG
OG0005085	CG7638|NP_648439.1|DMEL	LOC5569592|XP_001652869.2|AAEG
OG0005086	CG11127|NP_610283.1|DMEL	LOC5569584|XP_021698551.1|AAEG
OG0005087	Ae2|NP_648357.1|DMEL	LOC5569585|XP_021698552.1|AAEG
OG0005088	CG13229|NP_610637.1|DMEL	LOC23687733|XP_021698595.1|AAEG
OG0005089	CG12391|NP_610639.1|DMEL	LOC5570792|XP_021698592.1|AAEG
OG0005090	CG11257|NP_611419.1|DMEL	LOC110675145|XP_021695219.1|AAEG, LOC5566541|XP_021708918.1|AAEG
OG0005091	GLS|NP_001163129.1|DMEL	LOC5570787|XP_021698607.1|AAEG
OG0005092	CG7506|NP_648144.3|DMEL	LOC5577894|XP_001663601.1|AAEG
OG0005093	Deaf1|NP_524169.1|DMEL	LOC5577892|XP_001663598.1|AAEG, LOC110675146|XP_021695220.1|AAEG
OG0005094	Eip63E|NP_001261373.1|DMEL	LOC5565863|XP_021698649.1|AAEG
OG0005095	NKAIN|NP_611975.3|DMEL	LOC5576960|XP_021698661.1|AAEG
OG0005096	Prx6005|NP_523463.2|DMEL	LOC5571409|XP_001653657.3|AAEG
OG0005097	CG10433|NP_611590.1|DMEL	LOC5572533|XP_001654062.1|AAEG
OG0005098	pio|NP_726461.1|DMEL	LOC5572535|XP_021698688.1|AAEG
OG0005099	ETH|NP_524699.1|DMEL	LOC5572299|XP_021698718.1|AAEG
OG0005100	Orc4|NP_477320.1|DMEL	LOC5572298|XP_001653986.2|AAEG
OG0005101	mdlc|NP_650865.1|DMEL	LOC5572288|XP_001653974.1|AAEG
OG0005102	RIC-3|NP_611537.2|DMEL	LOC5564765|XP_021698732.1|AAEG
OG0005103	mr|NP_611862.1|DMEL	LOC5572268|XP_001653953.1|AAEG
OG0005104	Chrac-14|NP_476646.2|DMEL	LOC5572267|XP_001653952.2|AAEG
OG0005105	tap|NP_524124.1|DMEL	LOC5572211|XP_001653879.2|AAEG
OG0005106	Shab|NP_001189037.1|DMEL	LOC5572202|XP_021698787.1|AAEG
OG0005107	CG32281|NP_728821.2|DMEL	LOC5572201|XP_021698796.1|AAEG
OG0005108	mRpS16|NP_523737.1|DMEL	LOC5572192|XP_001653853.2|AAEG
OG0005109	CG34348|NP_001096954.1|DMEL	LOC110676199|XP_021698825.1|AAEG, LOC5576260|XP_001656028.1|AAEG
OG0005110	spd-2|NP_648906.1|DMEL	LOC5571717|XP_001659861.2|AAEG
OG0005111	PGRP-LD|NP_001137893.1|DMEL	LOC5565821|XP_021698845.1|AAEG
OG0005112	Rabex-5|NP_612093.1|DMEL	LOC5565822|XP_021698848.1|AAEG
OG0005113	Pmi|NP_001027109.2|DMEL	LOC5575065|XP_021698849.1|AAEG
OG0005114	CG9018|NP_647701.1|DMEL	LOC5566031|XP_001650398.1|AAEG
OG0005115	CG34124|NP_001036333.1|DMEL	LOC5566006|XP_021698874.1|AAEG
OG0005116	Dbp73D|NP_476833.1|DMEL	LOC110676223|XP_021698919.1|AAEG
OG0005117	Pex5|NP_726771.1|DMEL	LOC110676224|XP_021698930.1|AAEG
OG0005118	yip2|NP_523528.1|DMEL	LOC5573712|XP_011493552.2|AAEG
OG0005119	Trpm|NP_001097320.1|DMEL	LOC5577794|XP_021698933.1|AAEG
OG0005120	GV1|NP_647665.2|DMEL	LOC5571331|XP_021698959.1|AAEG
OG0005121	Cpr76Bc|NP_001097644.1|DMEL	LOC5571377|XP_001659659.2|AAEG
OG0005122	RpS4|NP_729871.1|DMEL	LOC110676232|XP_021698972.1|AAEG
OG0005123	Chmp1|NP_649051.3|DMEL	LOC5577267|XP_011493702.1|AAEG
OG0005124	Lasp|NP_730192.2|DMEL	LOC110676235|XP_021698994.1|AAEG
OG0005125	Dab|NP_001163455.2|DMEL	LOC5570290|XP_021698989.1|AAEG
OG0005126	Oseg1|NP_648221.3|DMEL	LOC5578578|XP_001663970.2|AAEG
OG0005127	CG1927|NP_647684.1|DMEL	LOC5577316|XP_021699018.1|AAEG
