Orthogroup	DMEL.longest_only	ASTE.longest_only
OG0004183	CrzR|NP_001261755.1|DMEL	LOC118505696|XP_035897734.1|ASTE
OG0004184	Chd64|NP_647860.1|DMEL	LOC118507627|XP_035902241.1|ASTE
OG0004185	CG9934|NP_609597.1|DMEL	LOC118514121|XP_035916600.1|ASTE
OG0004186	Pgam5|NP_569951.1|DMEL	LOC118507590|XP_035902146.1|ASTE
OG0004187	Rsbp15|NP_650164.1|DMEL	LOC118507583|XP_035902137.1|ASTE
OG0004188	Cp190|NP_524359.2|DMEL	LOC118507705|XP_035902489.1|ASTE
OG0004189	MRG15|NP_001262588.1|DMEL	LOC118507711|XP_035902499.1|ASTE
OG0004190	Syt4|NP_477464.1|DMEL	LOC118507723|XP_035902567.1|ASTE
OG0004191	CG10050|NP_649713.1|DMEL	LOC118507725|XP_035902571.1|ASTE
OG0004192	sqz|NP_524403.1|DMEL	LOC118505710|XP_035897772.1|ASTE, LOC118505711|XP_035897776.1|ASTE
OG0004193	CG32683|NP_727419.1|DMEL	LOC118505706|XP_035897752.1|ASTE, LOC118505712|XP_035897778.1|ASTE
OG0004194	CG7183|NP_650692.2|DMEL	LOC118508426|XP_035904095.1|ASTE
OG0004195	Grip128|NP_573030.2|DMEL	LOC118507941|XP_035903152.1|ASTE
OG0004196	Sirt7|NP_651664.2|DMEL	LOC118507939|XP_035903147.1|ASTE
OG0004197	CG5276|NP_650074.1|DMEL	LOC118507950|XP_035903168.1|ASTE
OG0004198	Karybeta3|NP_524226.1|DMEL	LOC118502650|XP_035890992.1|ASTE
OG0004199	CG14880|NP_650538.1|DMEL	LOC118506988|XP_035900753.1|ASTE
OG0004200	LBR|NP_726114.1|DMEL	LOC118502793|XP_035891288.1|ASTE
OG0004201	dgt6|NP_651671.1|DMEL	LOC118502795|XP_035891295.1|ASTE
OG0004202	CG4813|NP_651088.1|DMEL	LOC118502799|XP_035891306.1|ASTE
OG0004203	Fer2|NP_001287359.1|DMEL	LOC118502800|XP_035891307.1|ASTE
OG0004204	CG9372|NP_649132.1|DMEL	LOC118506925|XP_035900618.1|ASTE
OG0004205	ind|NP_996087.2|DMEL	LOC118505697|XP_035897737.1|ASTE, LOC118505720|XP_035897794.1|ASTE
OG0004206	psidin|NP_650858.1|DMEL	LOC118506558|XP_035899771.1|ASTE
OG0004207	PIG-L|NP_001247201.1|DMEL	LOC118506559|XP_035899772.1|ASTE
OG0004208	wkd|NP_650089.1|DMEL	LOC118506565|XP_035899780.1|ASTE
OG0004209	CG5805|NP_651284.1|DMEL	LOC118504314|XP_035894514.1|ASTE
OG0004210	CG3308|NP_650963.2|DMEL	LOC118506692|XP_035900057.1|ASTE
OG0004211	frtz|NP_608614.1|DMEL	LOC118506686|XP_035900049.1|ASTE
OG0004212	Ras85D|NP_476699.1|DMEL	LOC118506734|XP_035900166.1|ASTE
OG0004213	CCT7|NP_649835.1|DMEL	LOC118505062|XP_035896233.1|ASTE
OG0004214	LSm1|NP_611559.1|DMEL	LOC118505258|XP_035896709.1|ASTE
OG0004215	Impbeta11|NP_788357.1|DMEL	LOC118504502|XP_035894921.1|ASTE
OG0004216	shd|NP_001261843.1|DMEL	LOC118508360|XP_035903971.1|ASTE
OG0004217	Klp64D|NP_523934.1|DMEL	LOC118508355|XP_035903952.1|ASTE
OG0004218	e_y_1|NP_523391.3|DMEL	LOC118505413|XP_035897055.1|ASTE
OG0004219	CG9773|NP_649813.1|DMEL	LOC118507682|XP_035902375.1|ASTE
OG0004220	Sap47|NP_001356918.1|DMEL	LOC118508358|XP_035903955.1|ASTE
OG0004221	meigo|NP_001097853.1|DMEL	LOC118506423|XP_035899413.1|ASTE
OG0004222	CG10005|NP_650137.3|DMEL	LOC118506425|XP_035899418.1|ASTE
OG0004223	mfas|NP_788655.1|DMEL	LOC118503185|XP_035892056.1|ASTE
OG0004224	CG2519|NP_649546.1|DMEL	LOC118503184|XP_035892053.1|ASTE
OG0004225	CG3149|NP_572246.1|DMEL	LOC118503188|XP_035892062.1|ASTE
OG0004226	ema|NP_650542.1|DMEL	LOC118505803|XP_035898036.1|ASTE
OG0004227	Sb|NP_476709.1|DMEL	LOC118506219|XP_035898945.1|ASTE
OG0004228	CG5903|NP_650523.1|DMEL	LOC118504310|XP_035894505.1|ASTE
OG0004230	fs_1_h|NP_001259321.1|DMEL	LOC118503248|XP_035892166.1|ASTE
OG0004231	Ero1L|NP_647865.2|DMEL	LOC118505397|XP_035897018.1|ASTE
OG0004232	Teh2|NP_001163345.1|DMEL	LOC118505399|XP_035897023.1|ASTE
OG0004233	Teh3|NP_652335.1|DMEL	LOC118505398|XP_035897019.1|ASTE
OG0004234	ImpL2|NP_728961.2|DMEL	LOC118508510|XP_035904244.1|ASTE
OG0004235	Seipin|NP_570012.1|DMEL	LOC118508508|XP_035904239.1|ASTE
OG0004236	repo|NP_477026.1|DMEL	LOC118506870|XP_035900499.1|ASTE
OG0004237	Nlg1|NP_731172.2|DMEL	LOC118507935|XP_035903132.1|ASTE
OG0004238	Alg1|NP_650662.1|DMEL	LOC118503616|XP_035892994.1|ASTE
OG0004239	Smyd5|NP_650955.1|DMEL	LOC118503618|XP_035892996.1|ASTE
OG0004240	Mms19|NP_649519.1|DMEL	LOC118506161|XP_035898826.1|ASTE
OG0004241	osk|NP_731295.1|DMEL	LOC118504248|XP_035894367.1|ASTE
OG0004242	CG11986|NP_649862.1|DMEL	LOC118504249|XP_035894368.1|ASTE
OG0004243	Gen|NP_647943.2|DMEL	LOC118504991|XP_035896062.1|ASTE
OG0004244	CG7988|NP_650691.1|DMEL	LOC118505012|XP_035896093.1|ASTE
OG0004245	sturkopf|NP_612097.1|DMEL	LOC118506325|XP_035899174.1|ASTE
OG0004246	Duba|NP_648482.3|DMEL	LOC118504322|XP_035894543.1|ASTE
OG0004247	temp|NP_569992.1|DMEL	LOC118505070|XP_035896246.1|ASTE
OG0004248	Cpr57A|NP_001137721.1|DMEL	LOC118505096|XP_035896291.1|ASTE
OG0004249	Vdup1|NP_612004.2|DMEL	LOC118505010|XP_035896091.1|ASTE
OG0004250	Nnp-1|NP_651976.1|DMEL	LOC118504992|XP_035896063.1|ASTE
OG0004251	CG13366|NP_001036254.1|DMEL	LOC118504980|XP_035896016.1|ASTE
OG0004252	JHDM2|NP_788611.1|DMEL	LOC118504981|XP_035896027.1|ASTE
OG0004253	CG13318|NP_649831.1|DMEL	LOC118507563|XP_035902077.1|ASTE
OG0004254	CG12237|NP_608336.1|DMEL	LOC118504382|XP_035894686.1|ASTE
OG0004255	Gr23a|NP_787965.1|DMEL	LOC118502881|XP_035891493.1|ASTE
OG0004257	Cog7|NP_651750.1|DMEL	LOC118506328|XP_035899183.1|ASTE
OG0004258	Cad96Cb|NP_001287524.1|DMEL	LOC118507082|XP_035900958.1|ASTE
OG0004259	CG8306|NP_611140.3|DMEL	LOC118507083|XP_035900960.1|ASTE
OG0004260	smash|NP_001246912.1|DMEL	LOC118505153|XP_035896431.1|ASTE
OG0004261	Nmdar1|NP_730940.1|DMEL	LOC118505167|XP_035896466.1|ASTE
OG0004262	CG13623|NP_651267.1|DMEL	LOC118517340|XP_035919217.1|ASTE, LOC118511197|XP_035909863.1|ASTE
OG0004263	Dl|NP_477264.1|DMEL	LOC118510984|XP_035909384.1|ASTE
OG0004264	mRpS9|NP_524270.2|DMEL	LOC118510977|XP_035909371.1|ASTE
OG0004265	CG1234|NP_649710.1|DMEL	LOC118510946|XP_035909277.1|ASTE
OG0004266	CG10185|NP_650521.1|DMEL	LOC118502502|XP_035890628.1|ASTE
OG0004267	p23|NP_649925.1|DMEL	LOC118504237|XP_035894352.1|ASTE
OG0004268	ths|NP_610701.2|DMEL	LOC118504267|XP_035894389.1|ASTE
OG0004269	Tsf3|NP_523759.1|DMEL	LOC118505815|XP_035898053.1|ASTE
OG0004270	Rpt1|NP_477473.1|DMEL	LOC118508278|XP_035903812.1|ASTE
OG0004271	Pex13|NP_610850.1|DMEL	LOC118511195|XP_035909861.1|ASTE, LOC118517338|XP_035919215.1|ASTE
OG0004272	mgr|NP_650067.1|DMEL	LOC118505799|XP_035898027.1|ASTE
OG0004273	CG17202|NP_650194.1|DMEL	LOC118505798|XP_035898026.1|ASTE
OG0004274	Psf3|NP_572624.1|DMEL	LOC118507972|XP_035903197.1|ASTE
OG0004275	rho-4|NP_525084.1|DMEL	LOC118512407|XP_035912692.1|ASTE
OG0004276	Pop4|NP_648168.1|DMEL	LOC118515259|XP_035917837.1|ASTE, LOC118505938|XP_035898350.1|ASTE
OG0004278	Coq5|NP_572865.1|DMEL	LOC118506006|XP_035898484.1|ASTE
OG0004279	Pex12|NP_608546.1|DMEL	LOC118506015|XP_035898494.1|ASTE
OG0004280	SK|NP_001284887.1|DMEL	LOC118506020|XP_035898499.1|ASTE
OG0004281	Mlh1|NP_477022.1|DMEL	LOC118504065|XP_035893996.1|ASTE
OG0004282	IntS8|NP_611162.2|DMEL	LOC118507240|XP_035901385.1|ASTE
OG0004283	Fen1|NP_523765.1|DMEL	LOC118507297|XP_035901554.1|ASTE
OG0004284	CG31915|NP_723087.1|DMEL	LOC118517628|XP_035919832.1|ASTE
OG0004285	CG13599|NP_651194.1|DMEL	LOC118505779|XP_035897949.1|ASTE
OG0004286	Dnai2|NP_001261723.1|DMEL	LOC118503484|XP_035892679.1|ASTE
OG0004287	Dph1|NP_648496.1|DMEL	LOC118503487|XP_035892682.1|ASTE
OG0004288	CG7339|NP_648490.1|DMEL	LOC118504005|XP_035893854.1|ASTE
OG0004289	CG42637|NP_524165.2|DMEL, Gyc76C|NP_001163473.1|DMEL	LOC118504052|XP_035893963.1|ASTE
OG0004290	SmydA-1|NP_610944.1|DMEL	LOC118503473|XP_035892663.1|ASTE
OG0004291	Sec61beta|NP_652037.1|DMEL	LOC118503543|XP_035892836.1|ASTE
OG0004292	lark|NP_523957.1|DMEL	LOC118505280|XP_035896743.1|ASTE
OG0004293	GXIVsPLA2|NP_648815.1|DMEL	LOC118505283|XP_035896757.1|ASTE
OG0004294	Sytbeta|NP_648734.1|DMEL	LOC118503422|XP_035892552.1|ASTE
OG0004295	Reck|NP_648733.2|DMEL	LOC118503416|XP_035892544.1|ASTE
OG0004296	mRpL39|NP_524075.2|DMEL	LOC118503414|XP_035892541.1|ASTE
OG0004297	slbo|NP_523843.1|DMEL	LOC118507918|XP_035903112.1|ASTE
OG0004298	ptc|NP_523661.2|DMEL	LOC118507235|XP_035901378.1|ASTE
OG0004299	shot|NP_725339.1|DMEL	LOC118507230|XP_035901303.1|ASTE
OG0004300	BORCS7|NP_725975.2|DMEL	LOC118505972|XP_035898414.1|ASTE
OG0004301	eco|NP_648106.1|DMEL	LOC118505969|XP_035898406.1|ASTE
OG0004302	calypso|NP_611096.1|DMEL	LOC118508024|XP_035903307.1|ASTE
OG0004303	Uba1|NP_477310.2|DMEL	LOC118504748|XP_035895537.1|ASTE
OG0004304	Klp54D|NP_001303355.1|DMEL	LOC118504749|XP_035895538.1|ASTE
OG0004305	ATP8A|NP_001137651.1|DMEL	LOC118503523|XP_035892776.1|ASTE
OG0004306	OSCP1|NP_610731.2|DMEL	LOC118508027|XP_035903319.1|ASTE
OG0004307	PheRS-m|NP_477283.1|DMEL	LOC118503971|XP_035893788.1|ASTE
OG0004308	Galphas|NP_477505.1|DMEL	LOC118503979|XP_035893807.1|ASTE
OG0004309	mRpL12|NP_524742.1|DMEL	LOC118507993|XP_035903255.1|ASTE
OG0004310	Sec31|NP_001286215.1|DMEL	LOC118503500|XP_035892727.1|ASTE
OG0004311	Su_var_3-3|NP_649194.1|DMEL	LOC118516469|XP_035918266.1|ASTE, LOC118505889|XP_035898230.1|ASTE
OG0004312	Nop60B|NP_525120.1|DMEL	LOC118512403|XP_035912682.1|ASTE
OG0004313	bin3|NP_724468.1|DMEL	LOC118503960|XP_035893746.1|ASTE
OG0004314	mahj|NP_611592.2|DMEL	LOC118504023|XP_035893894.1|ASTE
OG0004315	Rpn8|NP_001261167.1|DMEL	LOC118504029|XP_035893902.1|ASTE
OG0004316	CG46338|NP_524888.1|DMEL	LOC118505842|XP_035898095.1|ASTE
OG0004317	Gasz|NP_610362.1|DMEL	LOC118507927|XP_035903123.1|ASTE
OG0004318	ocm|NP_611894.1|DMEL	LOC118503447|XP_035892605.1|ASTE
OG0004319	ZnT49B|NP_725207.1|DMEL	LOC118503931|XP_035893670.1|ASTE
OG0004320	CG12499|NP_651044.1|DMEL	LOC118503915|XP_035893605.1|ASTE
OG0004321	CG13397|NP_652045.1|DMEL	LOC118505977|XP_035898425.1|ASTE
OG0004322	CG7675|NP_650717.1|DMEL	LOC118504151|XP_035894169.1|ASTE
OG0004323	hfp|NP_525123.2|DMEL	LOC118516332|XP_035918033.1|ASTE, LOC118506065|XP_035898613.1|ASTE, LOC118516527|XP_035918354.1|ASTE
OG0004324	CG43346|NP_001246121.1|DMEL	LOC118516333|XP_035918035.1|ASTE, LOC118506066|XP_035898617.1|ASTE
OG0004325	CG9849|NP_611740.1|DMEL	LOC118506064|XP_035898610.1|ASTE
OG0004326	CG3831|NP_001261146.1|DMEL	LOC118506046|XP_035898570.1|ASTE
OG0004327	exd|NP_523360.1|DMEL	LOC118511216|XP_035909903.1|ASTE, LOC118517157|XP_035918918.1|ASTE
OG0004328	Rrp4|NP_611807.1|DMEL	LOC118508201|XP_035903661.1|ASTE
OG0004329	snama|NP_611884.1|DMEL	LOC118508191|XP_035903645.1|ASTE
OG0004330	CG30105|NP_725699.1|DMEL	LOC118508180|XP_035903631.1|ASTE
OG0004331	Orc6|NP_477319.1|DMEL	LOC118508172|XP_035903614.1|ASTE
OG0004332	mtDNA-helicase|NP_609318.1|DMEL	LOC118505308|XP_035896838.1|ASTE
OG0004333	Cse1|NP_523588.2|DMEL	LOC118505331|XP_035896872.1|ASTE
OG0004334	CG6739|NP_609130.1|DMEL	LOC118508439|XP_035904111.1|ASTE
OG0004335	Dpit47|NP_001260729.1|DMEL	LOC118503942|XP_035893712.1|ASTE
OG0004336	CG11788|NP_611466.2|DMEL	LOC118507608|XP_035902177.1|ASTE
OG0004337	Ssb-c31a|NP_477136.1|DMEL	LOC118503951|XP_035893730.1|ASTE
OG0004338	Shc|NP_524683.2|DMEL	LOC118507290|XP_035901537.1|ASTE
OG0004339	CG30197|NP_725399.1|DMEL	LOC118507339|XP_035901620.1|ASTE
OG0004340	Cpr51A|NP_610968.1|DMEL	LOC118507327|XP_035901609.1|ASTE
OG0004341	Rpi|NP_726309.3|DMEL	LOC118507318|XP_035901599.1|ASTE
OG0004342	lov|NP_611994.3|DMEL	LOC118517641|XP_035919850.1|ASTE
OG0004343	gol|NP_001163300.1|DMEL	LOC118517640|XP_035919846.1|ASTE
OG0004344	Nplp1|NP_001137760.1|DMEL	LOC118505868|XP_035898178.1|ASTE
OG0004345	CG1416|NP_610121.2|DMEL	LOC118506029|XP_035898539.1|ASTE
OG0004346	mAChR-A|NP_523844.2|DMEL	LOC118506027|XP_035898533.1|ASTE
OG0004347	bs|NP_726438.1|DMEL	LOC118506026|XP_035898532.1|ASTE
OG0004348	CG13566|NP_611858.2|DMEL	LOC118507441|XP_035901815.1|ASTE
OG0004349	kcc|NP_001286795.1|DMEL	LOC118503536|XP_035892815.1|ASTE
OG0004350	Glo1|NP_610270.1|DMEL	LOC118503956|XP_035893737.1|ASTE
OG0004351	AGO1|NP_725341.1|DMEL	LOC118505941|XP_035898355.1|ASTE
OG0004352	abs|NP_524220.1|DMEL	LOC118512424|XP_035912721.1|ASTE
OG0004353	CG5003|NP_651593.1|DMEL	LOC118517723|XP_035920067.1|ASTE
OG0004354	CG31301|NP_650449.1|DMEL	LOC118517726|XP_035920070.1|ASTE
OG0004355	CG42724|NP_001189184.1|DMEL	LOC118512369|XP_035912606.1|ASTE
OG0004356	AGBE|NP_788342.1|DMEL	LOC118507362|XP_035901670.1|ASTE
OG0004357	so|NP_476733.1|DMEL	LOC118505922|XP_035898308.1|ASTE
OG0004358	pds5|NP_610719.1|DMEL	LOC118503413|XP_035892540.1|ASTE
OG0004359	hppy|NP_725863.1|DMEL	LOC118504848|XP_035895752.1|ASTE
OG0004360	Rad9|NP_649066.1|DMEL	LOC118507581|XP_035902130.1|ASTE
OG0004361	GCC88|NP_650055.1|DMEL	LOC118510943|XP_035909272.1|ASTE
OG0004362	CG13901|NP_612061.2|DMEL	LOC118510093|XP_035907403.1|ASTE
OG0004363	CG12096|NP_572862.2|DMEL	LOC118505210|XP_035896611.1|ASTE
OG0004364	AQP|NP_523728.1|DMEL	LOC118507214|XP_035901206.1|ASTE
OG0004365	ktub|NP_611549.2|DMEL	LOC118506305|XP_035899146.1|ASTE
OG0004366	PGAP2|NP_608548.1|DMEL	LOC118514129|XP_035916609.1|ASTE
OG0004367	Las|NP_524183.2|DMEL	LOC118506083|XP_035898656.1|ASTE, LOC118516530|XP_035918365.1|ASTE
OG0004368	Ssl1|NP_649427.1|DMEL	LOC118516534|XP_035918372.1|ASTE, LOC118506071|XP_035898626.1|ASTE
OG0004369	LRP1|NP_001260800.2|DMEL	LOC118507154|XP_035901085.1|ASTE
OG0004370	Dek|NP_652058.1|DMEL	LOC118507255|XP_035901435.1|ASTE
OG0004371	CG17333|NP_572656.1|DMEL	LOC118504107|XP_035894087.1|ASTE
OG0004372	nvy|NP_001261166.1|DMEL	LOC118504078|XP_035894035.1|ASTE
OG0004373	CG17327|NP_731760.1|DMEL	LOC118504116|XP_035894100.1|ASTE
OG0004374	Patronin|NP_001261051.1|DMEL	LOC118505919|XP_035898281.1|ASTE
OG0004375	RhoGEF4|NP_648101.1|DMEL	LOC118505929|XP_035898328.1|ASTE
OG0004376	sNPF-R|NP_524176.1|DMEL	LOC118507167|XP_035901124.1|ASTE
OG0004377	Dronc|NP_524017.1|DMEL	LOC118512381|XP_035912644.1|ASTE
OG0004378	chn|NP_001246331.1|DMEL	LOC118507234|XP_035901373.1|ASTE
OG0004379	mago|NP_476636.1|DMEL	LOC118508153|XP_035903583.1|ASTE
OG0004380	DCTN2-p50|NP_524690.1|DMEL	LOC118505918|XP_035898280.1|ASTE
OG0004381	Pxd|NP_001163633.1|DMEL	LOC118508196|XP_035903651.1|ASTE, LOC118504729|XP_035895474.1|ASTE
OG0004382	CG8858|NP_610746.1|DMEL	LOC118507418|XP_035901777.1|ASTE
OG0004383	CysRS-m|NP_610930.1|DMEL	LOC118507420|XP_035901779.1|ASTE
OG0004384	CG13018|NP_652380.2|DMEL	LOC118507423|XP_035901786.1|ASTE
OG0004385	CG13192|NP_610702.1|DMEL	LOC118517351|XP_035919244.1|ASTE, LOC118507429|XP_035901794.1|ASTE
OG0004386	jeb|NP_610726.1|DMEL	LOC118517208|XP_035919063.1|ASTE, LOC118507430|XP_035901795.1|ASTE
OG0004387	cmb|NP_729901.1|DMEL	LOC118503043|XP_035891769.1|ASTE
OG0004388	CG8854|NP_610749.3|DMEL	LOC118506276|XP_035899083.1|ASTE
OG0004389	Ack|NP_647859.1|DMEL	LOC118506216|XP_035898930.1|ASTE
OG0004390	Pka-C3|NP_730083.2|DMEL	LOC118508023|XP_035903305.1|ASTE
OG0004391	CG15125|NP_001286618.1|DMEL	LOC118505281|XP_035896745.1|ASTE
OG0004392	brm|NP_001261906.1|DMEL	LOC118508082|XP_035903438.1|ASTE
OG0004393	Ntan1|NP_611355.2|DMEL	LOC118504896|XP_035895850.1|ASTE
OG0004394	CG4945|NP_788382.1|DMEL	LOC118517677|XP_035919969.1|ASTE
OG0004395	Cpr50Cb|NP_610901.1|DMEL	LOC118517696|XP_035920012.1|ASTE
OG0004396	CG14591|NP_610196.1|DMEL	LOC118517689|XP_035919993.1|ASTE
OG0004397	Fsn|NP_610849.1|DMEL	LOC118517691|XP_035920003.1|ASTE
OG0004398	CG17059|NP_652383.1|DMEL	LOC118517698|XP_035920015.1|ASTE
OG0004399	Rif1|NP_725497.1|DMEL	LOC118506350|XP_035899232.1|ASTE
OG0004400	CG8112|NP_731269.2|DMEL	LOC118506231|XP_035898970.1|ASTE, LOC118506233|XP_035898975.1|ASTE
OG0004401	CG4797|NP_726368.2|DMEL	LOC118506232|XP_035898973.1|ASTE
OG0004402	Ssrp|NP_523830.2|DMEL	LOC118508394|XP_035904039.1|ASTE
OG0004403	ttv|NP_001356963.1|DMEL	LOC118503312|XP_035892329.1|ASTE
OG0004404	Ars2|NP_610203.2|DMEL	LOC118506213|XP_035898924.1|ASTE
OG0004405	rdgC|NP_536738.3|DMEL	LOC118507243|XP_035901389.1|ASTE
OG0004406	stv|NP_001097600.1|DMEL	LOC118505992|XP_035898458.1|ASTE
OG0004407	Spt|NP_610423.3|DMEL	LOC118504726|XP_035895460.1|ASTE
OG0004408	CG14105|NP_648644.1|DMEL	LOC118507332|XP_035901614.1|ASTE
OG0004409	Hcf|NP_524621.2|DMEL	LOC118512349|XP_035912536.1|ASTE
OG0004410	MESR4|NP_001097359.1|DMEL	LOC118504747|XP_035895529.1|ASTE
OG0004411	CG11523|NP_649386.1|DMEL	LOC118512393|XP_035912663.1|ASTE
OG0004412	Ddx1|NP_524212.2|DMEL	LOC118512373|XP_035912616.1|ASTE
OG0004413	ken|NP_523833.1|DMEL	LOC118512374|XP_035912618.1|ASTE
OG0004414	Rap2l|NP_477402.1|DMEL	LOC118512365|XP_035912583.1|ASTE
OG0004415	pcs|NP_611010.4|DMEL	LOC118504844|XP_035895745.1|ASTE
OG0004416	kappaB-Ras|NP_610278.1|DMEL	LOC118507759|XP_035902669.1|ASTE
OG0004417	Ude|NP_001262929.1|DMEL	LOC118503200|XP_035892078.1|ASTE
OG0004418	CG43066|NP_001246408.1|DMEL	LOC118506196|XP_035898885.1|ASTE
OG0004419	sns|NP_001036532.1|DMEL	LOC118506209|XP_035898910.1|ASTE, LOC118506270|XP_035899065.1|ASTE
OG0004420	CG8778|NP_610805.1|DMEL	LOC118504158|XP_035894184.1|ASTE
OG0004421	Tsp74F|NP_524132.1|DMEL	LOC118504171|XP_035894207.1|ASTE
OG0004422	UQCR-Q|NP_648985.1|DMEL	LOC118517666|XP_035919938.1|ASTE
OG0004423	fat-spondin|NP_477435.1|DMEL	LOC118505989|XP_035898448.1|ASTE
OG0004424	prom|NP_001137754.1|DMEL	LOC118503230|XP_035892122.1|ASTE, LOC118516557|XP_035918398.1|ASTE
OG0004425	CG5955|NP_649230.1|DMEL	LOC118516559|XP_035918410.1|ASTE, LOC118503236|XP_035892138.1|ASTE
OG0004426	mRpL15|NP_524185.1|DMEL	LOC118503239|XP_035892141.1|ASTE
OG0004427	mRpS31|NP_524100.1|DMEL	LOC118503166|XP_035892023.1|ASTE
OG0004428	Task6|NP_650300.2|DMEL	LOC118503172|XP_035892036.1|ASTE
OG0004429	CG14015|NP_608937.1|DMEL	LOC118517294|XP_035919173.1|ASTE, LOC118506280|XP_035899090.1|ASTE
OG0004430	mop|NP_648722.2|DMEL	LOC118503695|XP_035893138.1|ASTE
OG0004431	mRpL35|NP_651001.2|DMEL	LOC118506204|XP_035898905.1|ASTE
OG0004432	CG6028|NP_651002.3|DMEL	LOC118506202|XP_035898903.1|ASTE
OG0004433	CG32447|NP_996144.1|DMEL	LOC118505880|XP_035898210.1|ASTE
OG0004434	CG4646|NP_610848.1|DMEL	LOC118502742|XP_035891200.1|ASTE
OG0004435	Oseg6|NP_611426.1|DMEL	LOC118507377|XP_035901715.1|ASTE
OG0004436	mam|NP_525115.1|DMEL	LOC118504221|XP_035894321.1|ASTE
OG0004437	Kr|NP_523867.1|DMEL	LOC118516473|XP_035918284.1|ASTE, LOC118505886|XP_035898224.1|ASTE
OG0004438	eIF3m|NP_610932.1|DMEL	LOC118503075|XP_035891845.1|ASTE
OG0004439	PRAS40|NP_001303349.1|DMEL	LOC118503074|XP_035891844.1|ASTE
OG0004440	RpL18A|NP_523774.1|DMEL	LOC118503071|XP_035891838.1|ASTE
OG0004441	Npc2a|NP_608637.1|DMEL	LOC118503906|XP_035893591.1|ASTE
OG0004442	CG10939|NP_524712.1|DMEL	LOC118503880|XP_035893526.1|ASTE
OG0004443	Pbgs|NP_648564.1|DMEL	LOC118507204|XP_035901180.1|ASTE
OG0004444	eEF1beta|NP_524808.3|DMEL	LOC118506122|XP_035898741.1|ASTE
OG0004445	CG16786|NP_611883.1|DMEL	LOC118506108|XP_035898687.1|ASTE
OG0004446	Alp4|NP_524601.2|DMEL	LOC118506107|XP_035898686.1|ASTE
OG0004447	Spase22-23|NP_651234.1|DMEL	LOC118504160|XP_035894186.1|ASTE
OG0004448	CG14483|NP_611235.1|DMEL	LOC118516524|XP_035918352.1|ASTE, LOC118506085|XP_035898657.1|ASTE
OG0004449	fwe|NP_648804.1|DMEL	LOC118503493|XP_035892707.1|ASTE
OG0004450	mIF3|NP_001350856.1|DMEL	LOC118503046|XP_035891773.1|ASTE
OG0004451	CG8839|NP_610764.1|DMEL	LOC118504205|XP_035894283.1|ASTE
OG0004452	CG15120|NP_611428.1|DMEL	LOC118504206|XP_035894288.1|ASTE
OG0004453	Naus|NP_611299.2|DMEL	LOC118504209|XP_035894290.1|ASTE
OG0004454	Spt3|NP_650146.1|DMEL	LOC118505896|XP_035898244.1|ASTE
OG0004455	comm2|NP_648801.2|DMEL	LOC118503495|XP_035892713.1|ASTE
OG0004456	CG18273|NP_569843.2|DMEL	LOC118503496|XP_035892714.1|ASTE
OG0004457	CG7368|NP_001036599.1|DMEL	LOC118503497|XP_035892715.1|ASTE
OG0004458	CG6024|NP_001368949.1|DMEL	LOC118503076|XP_035891846.1|ASTE
OG0004459	CG42588|NP_648604.2|DMEL	LOC118503079|XP_035891851.1|ASTE
OG0004460	Sec3|NP_648976.2|DMEL	LOC118508046|XP_035903391.1|ASTE
OG0004461	Toll-6|NP_524081.1|DMEL	LOC118503336|XP_035892393.1|ASTE
OG0004462	CG3808|NP_649083.2|DMEL	LOC118503343|XP_035892405.1|ASTE
OG0004463	CG11241|NP_730741.2|DMEL	LOC118503350|XP_035892423.1|ASTE
OG0004464	Spt20|NP_001287062.1|DMEL	LOC118503335|XP_035892392.1|ASTE
OG0004465	Naxd|NP_649090.1|DMEL	LOC118503854|XP_035893461.1|ASTE
OG0004466	CG32204|NP_001369059.1|DMEL	LOC118503847|XP_035893449.1|ASTE
OG0004467	CG14185|NP_649175.1|DMEL	LOC118503839|XP_035893440.1|ASTE
OG0004468	Ir76b|NP_649176.1|DMEL	LOC118503835|XP_035893437.1|ASTE
OG0004469	CG7945|NP_730051.1|DMEL	LOC118503828|XP_035893424.1|ASTE
OG0004470	Socs36E|NP_523593.5|DMEL	LOC118503781|XP_035893349.1|ASTE
OG0004471	CG42390|NP_001369028.1|DMEL	LOC118503773|XP_035893336.1|ASTE
OG0004472	dap|NP_476948.1|DMEL	LOC118506136|XP_035898765.1|ASTE
OG0004473	CG43191|NP_001246272.1|DMEL	LOC118506130|XP_035898757.1|ASTE
OG0004474	128up|NP_536733.1|DMEL	LOC118506127|XP_035898754.1|ASTE
OG0004475	CG7488|NP_650248.1|DMEL	LOC118506126|XP_035898753.1|ASTE
OG0004476	CG7251|NP_608944.1|DMEL	LOC118508881|XP_035904587.1|ASTE
OG0004477	Rs1|NP_651970.1|DMEL	LOC118503739|XP_035893259.1|ASTE
OG0004478	Oaz|NP_001188929.1|DMEL	LOC118503734|XP_035893243.1|ASTE
OG0004479	CG3735|NP_611851.1|DMEL	LOC118505293|XP_035896786.1|ASTE
OG0004480	anox|NP_001027085.1|DMEL	LOC118517488|XP_035919577.1|ASTE
OG0004481	CG42518|NP_001163187.1|DMEL	LOC118511988|XP_035911621.1|ASTE
OG0004482	CG15544|NP_651828.2|DMEL	LOC118517372|XP_035919284.1|ASTE
