Orthogroup	DMEL.longest_only	SLEB.longest_only
OG0006446	dan|NP_001262948.1|DMEL	LOC115628779|XP_030380850.1|SLEB
OG0006447	Bili|NP_651342.3|DMEL	LOC115628782|XP_030380855.1|SLEB
OG0006448	CG5515|NP_651227.2|DMEL	LOC115620650|XP_030369857.1|SLEB
OG0006449	CG13606|NP_001287498.1|DMEL	LOC115620864|XP_030370190.1|SLEB
OG0006450	Sgt|NP_609842.1|DMEL	LOC115630580|XP_030383058.1|SLEB
OG0006451	mei-P26|NP_001356936.1|DMEL	LOC115630192|XP_030382617.1|SLEB
OG0006452	CG11790|NP_651326.1|DMEL	LOC115628203|XP_030380056.1|SLEB
OG0006453	U4-U6-60K|NP_648990.1|DMEL	LOC115632424|XP_030385424.1|SLEB
OG0006454	CG3703|NP_569874.1|DMEL	LOC115627016|XP_030378401.1|SLEB
OG0006455	cpx|NP_001262248.1|DMEL	LOC115621786|XP_030371406.1|SLEB
OG0006456	Vps24|NP_649451.1|DMEL	LOC115620250|XP_030369260.1|SLEB
OG0006457	CG9799|NP_650284.2|DMEL	LOC115621078|XP_030370468.1|SLEB
OG0006459	CG5346|NP_651058.1|DMEL	LOC115620612|XP_030369789.1|SLEB
OG0006460	SMC1|NP_651211.2|DMEL	LOC115620507|XP_030369626.1|SLEB
OG0006461	CG3337|NP_650957.1|DMEL	LOC115623674|XP_030374004.1|SLEB
OG0006462	prt|NP_001097887.1|DMEL	LOC115620473|XP_030369564.1|SLEB
OG0006463	CG6118|NP_001097806.1|DMEL	LOC115621231|XP_030370680.1|SLEB
OG0006464	CG5910|NP_649226.1|DMEL	LOC115624842|XP_030375548.1|SLEB
OG0006465	PIG-K|NP_569968.2|DMEL	LOC115627345|XP_030378852.1|SLEB
OG0006466	HLH3B|NP_525055.1|DMEL	LOC115629739|XP_030382134.1|SLEB
OG0006467	ChT|NP_650743.1|DMEL	LOC115621190|XP_030370626.1|SLEB
OG0006468	mRpS24|NP_524476.1|DMEL	LOC115620930|XP_030370297.1|SLEB
OG0006469	parvin|NP_608352.2|DMEL	LOC115629557|XP_030381908.1|SLEB
OG0006470	IleRS-m|NP_648837.2|DMEL	LOC115622955|XP_030372955.1|SLEB
OG0006471	GatB|NP_651217.2|DMEL	LOC115620368|XP_030369433.1|SLEB
OG0006472	CG13607|NP_651215.1|DMEL	LOC115620818|XP_030370105.1|SLEB
OG0006473	Zasp67|NP_648358.2|DMEL	LOC115622365|XP_030372140.1|SLEB
OG0006474	CG15617|NP_611151.1|DMEL	LOC115634096|XP_030387513.1|SLEB
OG0006475	SmD2|NP_649645.1|DMEL	LOC115621834|XP_030371503.1|SLEB
OG0006476	xit|NP_572355.1|DMEL	LOC115628869|XP_030380985.1|SLEB
OG0006477	Ilp7|NP_570070.1|DMEL	LOC115628764|XP_030380840.1|SLEB
OG0006478	AP-1sigma|NP_651198.1|DMEL	LOC115621782|XP_030371399.1|SLEB
OG0006479	CG31140|NP_001262893.1|DMEL	LOC115621390|XP_030370883.1|SLEB
OG0006480	TTLL12|NP_610325.1|DMEL	LOC115620008|XP_030368967.1|SLEB
OG0006481	Ada1-1|NP_723707.1|DMEL, Ada1-2|NP_723703.1|DMEL	LOC115631695|XP_030384377.1|SLEB
OG0006482	yem|NP_001263054.1|DMEL	LOC115620665|XP_030369879.1|SLEB
OG0006483	CG11069|NP_651307.2|DMEL	LOC115621300|XP_030370769.1|SLEB
OG0006484	CG13643|NP_001262937.1|DMEL	LOC115622014|XP_030371728.1|SLEB
OG0006485	nac|NP_649782.1|DMEL	LOC115625314|XP_030376192.1|SLEB
OG0006486	TkR86C|NP_001097741.1|DMEL	LOC115623872|XP_030374278.1|SLEB
OG0006487	TAF1B|NP_649982.1|DMEL	LOC115629458|XP_030381785.1|SLEB
OG0006488	CG42553|NP_612060.2|DMEL	LOC115627209|XP_030378689.1|SLEB
OG0006489	Inx3|NP_524730.1|DMEL	LOC115621739|XP_030371329.1|SLEB
OG0006490	RhoGAP93B|NP_650939.2|DMEL	LOC115623767|XP_030374163.1|SLEB
OG0006491	tos|NP_477145.1|DMEL	LOC115631882|XP_030384591.1|SLEB
OG0006492	CG11000|NP_001097690.1|DMEL	LOC115621504|XP_030371033.1|SLEB
OG0006493	Fim|NP_728074.1|DMEL	LOC115629130|XP_030381330.1|SLEB
OG0006494	Top1|NP_511161.2|DMEL	LOC115626703|XP_030377996.1|SLEB
OG0006495	CG33172|NP_788911.2|DMEL	LOC115627167|XP_030378617.1|SLEB
OG0006496	Tsc1|NP_477415.1|DMEL	LOC115621088|XP_030370481.1|SLEB
OG0006497	Paip2|NP_524334.1|DMEL	LOC115620837|XP_030370130.1|SLEB
OG0006498	CG7381|NP_650242.1|DMEL	LOC115620881|XP_030370219.1|SLEB
OG0006499	CG34347|NP_001368952.1|DMEL	LOC115621010|XP_030370389.1|SLEB
OG0006500	CG4957|NP_609366.2|DMEL	LOC115631750|XP_030384447.1|SLEB
OG0006501	Tpi|NP_788764.1|DMEL	LOC115621843|XP_030371515.1|SLEB
OG0006502	CG31030|NP_001036775.1|DMEL	LOC115620868|XP_030370201.1|SLEB
OG0006503	Mlc2|NP_524586.1|DMEL	LOC115620946|XP_030370321.1|SLEB
OG0006504	CG1983|NP_651776.2|DMEL	LOC115621351|XP_030370833.1|SLEB
OG0006505	Rnb|NP_651726.1|DMEL	LOC115620622|XP_030369809.1|SLEB
OG0006506	CG32022|NP_729403.1|DMEL	LOC115622618|XP_030372479.1|SLEB
OG0006507	Lgr1|NP_524393.2|DMEL	LOC115625187|XP_030376013.1|SLEB
OG0006508	TyrRII|NP_650651.1|DMEL	LOC115625397|XP_030376296.1|SLEB
OG0006509	CG1504|NP_608382.2|DMEL	LOC115627377|XP_030378890.1|SLEB
OG0006510	cwo|NP_524775.1|DMEL	LOC115620340|XP_030369399.1|SLEB
OG0006511	CG31342|NP_001097763.1|DMEL	LOC115620448|XP_030369538.1|SLEB
OG0006512	Nep4|NP_650904.3|DMEL	LOC115620289|XP_030369324.1|SLEB
OG0006513	CtBP|NP_001262522.1|DMEL	LOC115620274|XP_030369301.1|SLEB
OG0006514	EMC6|NP_651320.1|DMEL	LOC115620927|XP_030370293.1|SLEB
OG0006515	CG6005|NP_650771.1|DMEL	LOC115621114|XP_030370518.1|SLEB
OG0006516	CG13627|NP_651279.1|DMEL	LOC115625459|XP_030376366.1|SLEB
OG0006517	Ppox|NP_651278.2|DMEL	LOC115625183|XP_030376007.1|SLEB
OG0006518	slo|NP_001262924.1|DMEL	LOC115625550|XP_030376491.1|SLEB
OG0006519	CG31126|NP_733027.2|DMEL	LOC115625184|XP_030376008.1|SLEB
OG0006520	CG7920|NP_651762.1|DMEL	LOC115621266|XP_030370725.1|SLEB
OG0006521	MetRS-m|NP_650348.1|DMEL	LOC115621177|XP_030370601.1|SLEB
OG0006522	Tace|NP_733334.1|DMEL	LOC115620799|XP_030370082.1|SLEB
OG0006523	Trs33|NP_650450.1|DMEL	LOC115621580|XP_030371130.1|SLEB
OG0006524	CG11070|NP_609060.1|DMEL	LOC115625910|XP_030377001.1|SLEB
OG0006525	kek5|NP_573382.1|DMEL	LOC115629136|XP_030381340.1|SLEB
OG0006526	Osi16|NP_731065.1|DMEL	LOC115621998|XP_030371713.1|SLEB
OG0006527	Osi15|NP_649636.1|DMEL	LOC115621681|XP_030371251.1|SLEB
OG0006528	Osi14|NP_649635.1|DMEL	LOC115621997|XP_030371712.1|SLEB
OG0006529	CG15594|NP_731062.1|DMEL	LOC115621988|XP_030371701.1|SLEB
OG0006530	Osi12|NP_649631.1|DMEL	LOC115621979|XP_030371691.1|SLEB
OG0006531	Osi8|NP_649627.1|DMEL	LOC115625639|XP_030376628.1|SLEB, LOC115621652|XP_030371214.1|SLEB
OG0006532	Osi24|NP_649620.2|DMEL	LOC115621226|XP_030370675.1|SLEB
OG0006533	Loxl2|NP_523806.2|DMEL	LOC115624888|XP_030375596.1|SLEB
OG0006534	Trax|NP_732021.2|DMEL	LOC115620375|XP_030369441.1|SLEB
OG0006535	Atg6|NP_651209.1|DMEL	LOC115621919|XP_030371622.1|SLEB
OG0006536	disp|NP_524734.2|DMEL	LOC115625583|XP_030376547.1|SLEB
OG0006537	IntS12|NP_651507.1|DMEL	LOC115620484|XP_030369576.1|SLEB
OG0006538	side|NP_001247334.1|DMEL	LOC115620544|XP_030369687.1|SLEB
OG0006539	CG31051|NP_001263037.1|DMEL	LOC115622038|XP_030371766.1|SLEB
OG0006540	CG31431|NP_732672.1|DMEL	LOC115621235|XP_030370685.1|SLEB
OG0006541	CG11899|NP_652046.1|DMEL	LOC115620587|XP_030369756.1|SLEB
OG0006542	Mesh1|NP_651682.1|DMEL	LOC115620588|XP_030369757.1|SLEB
OG0006543	CG5521|NP_001163748.1|DMEL	LOC115620506|XP_030369623.1|SLEB
OG0006544	Cortactin|NP_524426.2|DMEL	LOC115623626|XP_030373926.1|SLEB
OG0006545	CG13365|NP_569849.1|DMEL	LOC115629728|XP_030382121.1|SLEB
OG0006546	sav|NP_788721.1|DMEL	LOC115620762|XP_030370022.1|SLEB
OG0006547	puf|NP_001262923.1|DMEL	LOC115625316|XP_030376197.1|SLEB
OG0006548	CG33977|NP_001034051.1|DMEL	LOC115621493|XP_030371021.1|SLEB
OG0006549	CG17565|NP_650540.1|DMEL	LOC115625609|XP_030376604.1|SLEB
OG0006550	CycG|NP_524609.2|DMEL	LOC115621556|XP_030371088.1|SLEB
OG0006551	phm|NP_573319.1|DMEL	LOC115629593|XP_030381944.1|SLEB
OG0006552	fu|NP_477499.1|DMEL	LOC115629559|XP_030381910.1|SLEB
OG0006553	CG5880|NP_651539.3|DMEL	LOC115620855|XP_030370159.1|SLEB
OG0006554	CG16791|NP_650967.2|DMEL	LOC115623902|XP_030374317.1|SLEB
OG0006555	DhpD|NP_649439.1|DMEL	LOC115622753|XP_030372667.1|SLEB
OG0006556	CG31469|NP_731853.2|DMEL	LOC115621123|XP_030370529.1|SLEB
OG0006557	CG5270|NP_731570.2|DMEL	LOC115625233|XP_030376078.1|SLEB
OG0006558	CG4467|NP_001036747.1|DMEL	LOC115620673|XP_030369896.1|SLEB
OG0006559	CG8500|NP_649948.1|DMEL	LOC115621250|XP_030370703.1|SLEB
OG0006560	CG7834|NP_651727.1|DMEL	LOC115620471|XP_030369562.1|SLEB
OG0006561	CG7789|NP_651728.1|DMEL	LOC115621333|XP_030370814.1|SLEB
OG0006562	Ser|NP_524527.3|DMEL	LOC115620965|XP_030370346.1|SLEB
OG0006563	CG33098|NP_788657.1|DMEL	LOC115621996|XP_030371711.1|SLEB
OG0006564	GstD11|NP_001138040.1|DMEL	LOC115620819|XP_030370106.1|SLEB
OG0006565	Cad89D|NP_650554.3|DMEL	LOC115622039|XP_030371767.1|SLEB
OG0006566	l_3_L1231|NP_650379.1|DMEL	LOC115625587|XP_030376557.1|SLEB
OG0006567	ATPsynCF6|NP_477194.1|DMEL	LOC115620192|XP_030369183.1|SLEB
OG0006568	DNApol-epsilon255|NP_524462.2|DMEL	LOC115620190|XP_030369181.1|SLEB
OG0006569	DNApol-epsilon58|NP_647995.1|DMEL	LOC115632473|XP_030385502.1|SLEB
OG0006570	Hph|NP_730906.1|DMEL	LOC115624397|XP_030374984.1|SLEB
OG0006571	Dph5|NP_524452.4|DMEL	LOC115620432|XP_030369520.1|SLEB
OG0006572	mRpL37|NP_524306.3|DMEL	LOC115629976|XP_030382459.1|SLEB
OG0006573	Neurochondrin|NP_649658.1|DMEL	LOC115623400|XP_030373569.1|SLEB
OG0006574	Rfx|NP_001247023.2|DMEL	LOC115620288|XP_030369321.1|SLEB
OG0006575	Spase12|NP_788760.1|DMEL	LOC115621147|XP_030370563.1|SLEB
OG0006576	HDAC11|NP_733048.1|DMEL	LOC115625152|XP_030375937.1|SLEB
OG0006577	mRpL1|NP_524275.1|DMEL	LOC115625313|XP_030376191.1|SLEB
OG0006578	Nct|NP_001262932.1|DMEL	LOC115625151|XP_030375935.1|SLEB
OG0006579	Uba4|NP_609240.2|DMEL	LOC115628535|XP_030380557.1|SLEB
OG0006580	CG5292|NP_650610.1|DMEL	LOC115621443|XP_030370957.1|SLEB
OG0006581	CG1113|NP_649522.1|DMEL	LOC115623921|XP_030374338.1|SLEB
OG0006582	CG7523|NP_650643.2|DMEL	LOC115623532|XP_030373775.1|SLEB
OG0006583	Sur-8|NP_001262665.1|DMEL	LOC115620457|XP_030369547.1|SLEB
OG0006584	CG12795|NP_001097074.1|DMEL	LOC115631004|XP_030383463.1|SLEB
OG0006585	CG43394|NP_001245938.1|DMEL	LOC115631949|XP_030384663.1|SLEB
OG0006586	CG15525|NP_651757.1|DMEL	LOC115620535|XP_030369666.1|SLEB
OG0006587	Sas-6|NP_651756.1|DMEL	LOC115620533|XP_030369663.1|SLEB
OG0006588	Abd-B|NP_524896.2|DMEL	LOC115625200|XP_030376027.1|SLEB
OG0006589	Scr|NP_001368995.1|DMEL	LOC115629463|XP_030381791.1|SLEB
OG0006590	Dfd|NP_477201.1|DMEL	LOC115623441|XP_030373650.1|SLEB
OG0006591	chb|NP_524651.2|DMEL	LOC115622192|XP_030371941.1|SLEB
OG0006592	CG11722|NP_649970.1|DMEL	LOC115625089|XP_030375848.1|SLEB
OG0006593	CG3909|NP_649969.1|DMEL	LOC115625088|XP_030375846.1|SLEB
OG0006594	CG3408|NP_648328.1|DMEL	LOC115632549|XP_030385624.1|SLEB
OG0006595	Asph|NP_001261020.1|DMEL	LOC115631092|XP_030383603.1|SLEB
OG0006596	sano|NP_001286595.1|DMEL	LOC115625815|XP_030376865.1|SLEB
OG0006597	dos|NP_523890.2|DMEL	LOC115632215|XP_030385132.1|SLEB
OG0006598	CG31717|NP_723543.1|DMEL	LOC115631999|XP_030384788.1|SLEB
OG0006599	CG6310|NP_648429.2|DMEL	LOC115623178|XP_030373258.1|SLEB
OG0006600	lqf|NP_729266.2|DMEL	LOC115628219|XP_030380069.1|SLEB
OG0006601	ND-SGDH|NP_652042.1|DMEL	LOC115633143|XP_030386411.1|SLEB
OG0006602	Atg12|NP_648551.3|DMEL	LOC115633144|XP_030386413.1|SLEB
OG0006603	CG5645|NP_648550.1|DMEL	LOC115632604|XP_030385689.1|SLEB
OG0006604	CG5895|NP_648828.3|DMEL	LOC115622961|XP_030372967.1|SLEB
OG0006605	CG4660|NP_572293.1|DMEL	LOC115628915|XP_030381038.1|SLEB
OG0006606	ndl|NP_523947.2|DMEL	LOC115622839|XP_030372778.1|SLEB
OG0006607	tna|NP_001368945.1|DMEL	LOC115633078|XP_030386312.1|SLEB
OG0006608	CG1161|NP_649528.2|DMEL	LOC115623480|XP_030373709.1|SLEB
OG0006609	Atg13|NP_649796.1|DMEL	LOC115621631|XP_030371191.1|SLEB
OG0006610	Taf4|NP_001137958.1|DMEL	LOC115632188|XP_030385092.1|SLEB
OG0006611	CG13937|NP_728689.2|DMEL	LOC115632204|XP_030385113.1|SLEB
OG0006612	Aprt|NP_476637.1|DMEL	LOC115632763|XP_030385871.1|SLEB
OG0006613	Tmhs|NP_647674.1|DMEL	LOC115632784|XP_030385895.1|SLEB
OG0006614	dsb|NP_001097477.1|DMEL	LOC115632082|XP_030384902.1|SLEB
OG0006615	CG5687|NP_647678.3|DMEL	LOC115632216|XP_030385134.1|SLEB
OG0006616	dally|NP_523983.1|DMEL	LOC115632179|XP_030385073.1|SLEB
OG0006617	Ndfip|NP_730291.1|DMEL	LOC115632129|XP_030384995.1|SLEB
OG0006618	I-2|NP_001097564.1|DMEL	LOC115622819|XP_030372752.1|SLEB
OG0006619	CG2034|NP_647704.1|DMEL	LOC115622652|XP_030372521.1|SLEB
OG0006620	ecd|NP_647707.1|DMEL	LOC115622198|XP_030371950.1|SLEB
OG0006621	CG14830|NP_648095.2|DMEL	LOC115622534|XP_030372357.1|SLEB
OG0006622	Sf3b3|NP_728546.1|DMEL	LOC115622623|XP_030372486.1|SLEB
OG0006623	emc|NP_523876.2|DMEL	LOC115622890|XP_030372853.1|SLEB
OG0006624	Tdc2|NP_724489.1|DMEL	LOC115633847|XP_030387199.1|SLEB
OG0006625	Rpp25|NP_724490.1|DMEL	LOC115633853|XP_030387204.1|SLEB
OG0006626	CG7791|NP_610183.1|DMEL	LOC115621136|XP_030370553.1|SLEB
OG0006627	Cul4|NP_610352.2|DMEL	LOC115622573|XP_030372416.1|SLEB
OG0006628	Asap|NP_001014504.1|DMEL	LOC115629866|XP_030382321.1|SLEB
OG0006629	CG9346|NP_611535.1|DMEL	LOC115627737|XP_030379371.1|SLEB
OG0006630	CG13203|NP_610680.2|DMEL	LOC115633885|XP_030387253.1|SLEB
OG0006631	Srp9|NP_648163.1|DMEL	LOC115632890|XP_030386032.1|SLEB
OG0006632	ClC-b|NP_610798.1|DMEL	LOC115633732|XP_030387065.1|SLEB
OG0006633	CG13920|NP_647639.1|DMEL	LOC115628262|XP_030380141.1|SLEB
OG0006634	CG3862|NP_608550.1|DMEL	LOC115631054|XP_030383550.1|SLEB
OG0006635	mRpL48|NP_608613.1|DMEL	LOC115631907|XP_030384617.1|SLEB
OG0006636	ND-B18|NP_572993.1|DMEL	LOC115626739|XP_030378048.1|SLEB
OG0006637	CG8270|NP_648047.2|DMEL	LOC115624675|XP_030375333.1|SLEB
OG0006638	Cog6|NP_724783.1|DMEL	LOC115630710|XP_030383226.1|SLEB
OG0006639	Pkn|NP_001097237.1|DMEL	LOC115634388|XP_030387933.1|SLEB
OG0006640	CG2906|NP_001097225.1|DMEL	LOC115623323|XP_030373449.1|SLEB
OG0006641	Mef2|NP_001260842.1|DMEL	LOC115623908|XP_030374327.1|SLEB
OG0006642	nahoda|NP_523815.2|DMEL	LOC115627958|XP_030379715.1|SLEB
OG0006643	HSPC300|NP_726400.1|DMEL	LOC115634039|XP_030387443.1|SLEB
OG0006644	CG7600|NP_648453.1|DMEL	LOC115622856|XP_030372800.1|SLEB
OG0006645	cyst|NP_001260588.1|DMEL	LOC115626198|XP_030377338.1|SLEB
OG0006646	Zip48C|NP_610712.1|DMEL	LOC115624617|XP_030375232.1|SLEB
OG0006647	CG15080|NP_611374.1|DMEL	LOC115619937|XP_030368823.1|SLEB
OG0006648	CNMa|NP_647669.2|DMEL	LOC115622352|XP_030372126.1|SLEB
OG0006649	CG34045|NP_001033961.2|DMEL	LOC115628302|XP_030380213.1|SLEB
OG0006650	Epac|NP_001097202.2|DMEL	LOC115634645|XP_030388362.1|SLEB
OG0006651	skd|NP_730591.2|DMEL	LOC115633065|XP_030386289.1|SLEB
OG0006652	CG32075|NP_648428.1|DMEL	LOC115622855|XP_030372799.1|SLEB
OG0006653	Spn|NP_001246578.1|DMEL	LOC115633036|XP_030386240.1|SLEB
OG0006654	Rev1|NP_612047.1|DMEL	LOC115622670|XP_030372544.1|SLEB
OG0006655	gry|NP_647785.3|DMEL	LOC115632659|XP_030385750.1|SLEB
OG0006656	Src64B|NP_001286937.1|DMEL	LOC115623021|XP_030373053.1|SLEB
OG0006657	galla-1|NP_611509.1|DMEL	LOC115633950|XP_030387328.1|SLEB
OG0006658	dib|NP_524810.2|DMEL	LOC115622263|XP_030372024.1|SLEB
OG0006659	CG1136|NP_647853.1|DMEL	LOC115622647|XP_030372515.1|SLEB
OG0006660	l_3_mbn|NP_729143.2|DMEL	LOC115632685|XP_030385780.1|SLEB
OG0006661	fmt|NP_001261470.1|DMEL	LOC115632697|XP_030385794.1|SLEB
OG0006662	Vps29|NP_608575.1|DMEL	LOC115630569|XP_030383046.1|SLEB
OG0006663	ple|NP_476898.1|DMEL	LOC115622129|XP_030371842.1|SLEB
OG0006664	AP-2mu|NP_732744.1|DMEL	LOC115621665|XP_030371234.1|SLEB
OG0006665	CG1233|NP_612034.1|DMEL	LOC115628282|XP_030380172.1|SLEB
OG0006666	CG33786|NP_001027444.1|DMEL	LOC115623086|XP_030373156.1|SLEB
OG0006667	CG3634|NP_649260.1|DMEL	LOC115632466|XP_030385487.1|SLEB
OG0006668	Hey|NP_523657.1|DMEL	LOC115634425|XP_030387992.1|SLEB
OG0006669	BBS1|NP_648080.1|DMEL	LOC115632648|XP_030385738.1|SLEB
OG0006670	Acbp2|NP_729218.1|DMEL	LOC115633156|XP_030386426.1|SLEB
OG0006671	melt|NP_523953.2|DMEL	LOC115633157|XP_030386427.1|SLEB
OG0006672	rhea|NP_648238.1|DMEL	LOC115632532|XP_030385589.1|SLEB
OG0006673	Prpk|NP_647948.1|DMEL	LOC115622409|XP_030372202.1|SLEB
OG0006674	CG12038|NP_995949.1|DMEL	LOC115622998|XP_030373017.1|SLEB
OG0006675	RfC4|NP_523915.1|DMEL	LOC115628229|XP_030380092.1|SLEB
OG0006676	bc10|NP_647972.1|DMEL	LOC115622778|XP_030372696.1|SLEB
OG0006677	Culd|NP_729364.1|DMEL	LOC115622124|XP_030371835.1|SLEB
OG0006678	CG4186|NP_652281.1|DMEL	LOC115634380|XP_030387924.1|SLEB
OG0006679	Snup|NP_001137877.1|DMEL	LOC115622589|XP_030372444.1|SLEB
OG0006680	CG31036|NP_733329.1|DMEL	LOC115622024|XP_030371743.1|SLEB
OG0006681	corn|NP_729220.2|DMEL	LOC115632136|XP_030385009.1|SLEB
OG0006682	Bre1|NP_647989.2|DMEL	LOC115632210|XP_030385125.1|SLEB
OG0006683	Tektin-C|NP_523940.2|DMEL	LOC115632869|XP_030385993.1|SLEB
OG0006684	GAPcenA|NP_001097549.1|DMEL	LOC115622122|XP_030371834.1|SLEB
OG0006685	Lsm11|NP_610522.1|DMEL	LOC115629187|XP_030381442.1|SLEB
OG0006686	tow|NP_001261489.1|DMEL	LOC115622942|XP_030372932.1|SLEB
OG0006687	Cyp308a1|NP_573320.1|DMEL	LOC115629622|XP_030381980.1|SLEB
OG0006688	loj|NP_729140.2|DMEL	LOC115632104|XP_030384946.1|SLEB
OG0006689	RabX5|NP_647644.2|DMEL	LOC115628242|XP_030380115.1|SLEB
OG0006690	CG18622|NP_650579.1|DMEL	LOC115625080|XP_030375831.1|SLEB
OG0006691	CG32099|NP_729788.1|DMEL	LOC115632320|XP_030385285.1|SLEB
OG0006692	Vta1|NP_647640.1|DMEL	LOC115628261|XP_030380140.1|SLEB
OG0006693	Jafrac2|NP_525002.1|DMEL	LOC115623255|XP_030373384.1|SLEB
OG0006694	Vinc|NP_476820.1|DMEL	LOC115627846|XP_030379563.1|SLEB
OG0006695	CG32354|NP_729380.1|DMEL	LOC115622765|XP_030372681.1|SLEB
OG0006696	tctn|NP_608998.2|DMEL	LOC115626438|XP_030377673.1|SLEB
OG0006697	CG3529|NP_648315.1|DMEL	LOC115628377|XP_030380318.1|SLEB
OG0006698	Syx8|NP_524113.1|DMEL	LOC115628239|XP_030380112.1|SLEB
OG0006699	Cht7|NP_647768.3|DMEL	LOC115632272|XP_030385212.1|SLEB
OG0006700	CG32040|NP_729470.1|DMEL	LOC115623272|XP_030373411.1|SLEB
OG0006701	Elp2|NP_610600.1|DMEL	LOC115629109|XP_030381298.1|SLEB
OG0006702	miple1|NP_612022.1|DMEL	LOC115632380|XP_030385366.1|SLEB
OG0006703	TSG101|NP_524120.1|DMEL	LOC115632358|XP_030385334.1|SLEB
OG0006704	kud|NP_648925.1|DMEL	LOC115632359|XP_030385335.1|SLEB
OG0006705	CG13743|NP_610444.2|DMEL	LOC115630894|XP_030383351.1|SLEB
OG0006706	Reg-5|NP_477173.1|DMEL	LOC115627564|XP_030379150.1|SLEB
OG0006707	Alg3|NP_523829.2|DMEL	LOC115620179|XP_030369167.1|SLEB
OG0006708	Pstk|NP_608329.1|DMEL	LOC115623445|XP_030373655.1|SLEB
OG0006709	CG1824|NP_572810.1|DMEL	LOC115620058|XP_030369058.1|SLEB
OG0006710	MCU|NP_001246647.1|DMEL	LOC115622684|XP_030372567.1|SLEB
OG0006712	msn|NP_524679.3|DMEL	LOC115632107|XP_030384951.1|SLEB
OG0006713	galla-2|NP_648416.1|DMEL	LOC115632291|XP_030385244.1|SLEB
OG0006714	OXA1L|NP_648417.1|DMEL	LOC115632290|XP_030385243.1|SLEB
OG0006715	Rexo5|NP_648050.1|DMEL	LOC115622661|XP_030372532.1|SLEB
OG0006716	Sf3b2|NP_608739.1|DMEL	LOC115631023|XP_030383498.1|SLEB
OG0006717	CG10646|NP_648581.1|DMEL	LOC115632400|XP_030385394.1|SLEB
OG0006718	vih|NP_648582.1|DMEL	LOC115632402|XP_030385397.1|SLEB
OG0006719	Cpr73D|NP_001097627.1|DMEL	LOC115632717|XP_030385822.1|SLEB
OG0006720	CG13699|NP_649033.1|DMEL	LOC115622638|XP_030372506.1|SLEB
OG0006721	CG10616|NP_001246734.1|DMEL	LOC115632485|XP_030385522.1|SLEB
OG0006722	CG4998|NP_001036609.1|DMEL	LOC115632851|XP_030385969.1|SLEB
OG0006723	snRNP-U1-70K|NP_477205.1|DMEL	LOC115625874|XP_030376949.1|SLEB
OG0006724	RabX4|NP_733043.1|DMEL	LOC115620307|XP_030369351.1|SLEB
OG0006725	CG34150|NP_001036756.2|DMEL	LOC115620689|XP_030369918.1|SLEB
OG0006726	ATPsynE|NP_650356.1|DMEL	LOC115621857|XP_030371535.1|SLEB
OG0006727	lili|NP_651290.1|DMEL	LOC115620554|XP_030369700.1|SLEB
OG0006728	Ada|NP_649866.1|DMEL	LOC115625381|XP_030376277.1|SLEB
OG0006729	CG7220|NP_001097261.1|DMEL	LOC115622706|XP_030372599.1|SLEB
OG0006730	CG12338|NP_610603.2|DMEL	LOC115632789|XP_030385904.1|SLEB
OG0006731	SA|NP_477268.2|DMEL	LOC115625886|XP_030376965.1|SLEB
OG0006732	CG13675|NP_001261563.1|DMEL	LOC115623067|XP_030373121.1|SLEB
OG0006733	croc|NP_524202.1|DMEL	LOC115623058|XP_030373097.1|SLEB
OG0006734	Galphai|NP_477502.1|DMEL	LOC115622237|XP_030371994.1|SLEB
OG0006735	MED24|NP_648185.1|DMEL	LOC115633129|XP_030386391.1|SLEB
OG0006736	CG10674|NP_647950.1|DMEL	LOC115622342|XP_030372114.1|SLEB
OG0006737	Vps60|NP_648997.1|DMEL	LOC115632694|XP_030385791.1|SLEB
OG0006738	Uba3|NP_610913.1|DMEL	LOC115622801|XP_030372730.1|SLEB
OG0006739	CG10576|NP_647984.1|DMEL	LOC115624974|XP_030375686.1|SLEB
OG0006740	Arp3|NP_523968.1|DMEL	LOC115623158|XP_030373232.1|SLEB
OG0006741	Nulp1|NP_648174.3|DMEL	LOC115623157|XP_030373230.1|SLEB
OG0006742	CG4576|NP_650495.1|DMEL	LOC115623858|XP_030374263.1|SLEB
OG0006743	Pi3K21B|NP_477270.2|DMEL	LOC115631449|XP_030384054.1|SLEB
OG0006744	iPLA2-VIA|NP_729565.2|DMEL	LOC115622773|XP_030372688.1|SLEB
OG0006745	pad|NP_650534.2|DMEL	LOC115624072|XP_030374519.1|SLEB
OG0006746	foi|NP_001261584.1|DMEL	LOC115632835|XP_030385950.1|SLEB
OG0006747	RecQ4|NP_652607.1|DMEL	LOC115633128|XP_030386390.1|SLEB
OG0006748	Rbf|NP_525036.2|DMEL	LOC115627093|XP_030378505.1|SLEB
OG0006749	CG13921|NP_001356973.1|DMEL	LOC115628293|XP_030380199.1|SLEB
OG0006750	Tango4|NP_572778.1|DMEL	LOC115633214|XP_030386460.1|SLEB
OG0006752	CG14985|NP_647846.2|DMEL	LOC115628342|XP_030380266.1|SLEB
OG0006753	FoxL1|NP_523912.1|DMEL	LOC115628384|XP_030380328.1|SLEB
OG0006754	mri|NP_612008.1|DMEL	LOC115632454|XP_030385466.1|SLEB
OG0006755	CG3402|NP_612045.1|DMEL	LOC115622646|XP_030372514.1|SLEB
OG0006756	ssp6|NP_648023.2|DMEL	LOC115632551|XP_030385626.1|SLEB
