Orthogroup	DMEL.longest_only	AEAL.longest_only
OG0003139	CG7407|NP_649364.1|DMEL	LOC115257454|XP_029712911.1|AEAL, LOC115257479|XP_029712965.1|AEAL, LOC109403413|XP_029712879.1|AEAL
OG0003140	Toll-7|NP_523797.1|DMEL	LOC109403397|XP_019531767.1|AEAL, LOC115257388|XP_029712785.1|AEAL, LOC115260806|XP_029717967.1|AEAL
OG0003141	CG8841|NP_610760.1|DMEL	LOC109422443|XP_019552776.2|AEAL, LOC115257748|XP_029713525.1|AEAL, LOC109400003|XP_019528009.2|AEAL
OG0003142	cg|NP_001097306.2|DMEL	LOC109417180|XP_029713532.1|AEAL, LOC109422440|XP_029713517.1|AEAL, LOC109422425|XP_029713377.1|AEAL
OG0003143	Asciz|NP_647776.1|DMEL	LOC109424485|XP_019555177.2|AEAL
OG0003144	par-1|NP_995894.2|DMEL	LOC109422342|XP_029708206.1|AEAL, LOC115253760|XP_029708174.1|AEAL
OG0003145	Eaf|NP_610273.1|DMEL	LOC115254695|XP_029708223.1|AEAL, LOC109422349|XP_019552618.2|AEAL
OG0003146	ADD1|NP_725094.1|DMEL	LOC115268111|XP_029731999.1|AEAL, LOC109418706|XP_029713176.1|AEAL
OG0003147	CG17839|NP_996085.2|DMEL	LOC115257797|XP_029713611.1|AEAL, LOC109412930|XP_029712810.1|AEAL
OG0003148	Rbbp5|NP_649209.1|DMEL	LOC109418696|XP_019548467.2|AEAL, LOC115257556|XP_029713170.1|AEAL
OG0003149	Ocrl|NP_569962.2|DMEL	LOC115257397|XP_029712812.1|AEAL, LOC109418695|XP_029712705.1|AEAL, LOC109412927|XP_029712839.1|AEAL
OG0003150	Slik|NP_726441.1|DMEL	LOC109418688|XP_029713766.1|AEAL, LOC109412916|XP_029713401.1|AEAL
OG0003151	Coq3|NP_610092.2|DMEL	LOC109418670|XP_019548429.2|AEAL
OG0003152	icln|NP_611237.2|DMEL	LOC109418569|XP_019548320.1|AEAL
OG0003153	GPHR|NP_611016.2|DMEL	LOC109418562|XP_019548315.1|AEAL
OG0003154	spn-E|NP_476741.1|DMEL	LOC109413113|XP_029715543.1|AEAL, LOC109418548|XP_019548302.2|AEAL
OG0003155	CG9143|NP_611467.1|DMEL	LOC109413091|XP_029713503.1|AEAL, LOC109418478|XP_029713609.1|AEAL
OG0003156	l_2_k09913|NP_611751.1|DMEL	LOC109418511|XP_029713431.1|AEAL, LOC115253712|XP_029713419.1|AEAL
OG0003157	gkt|NP_523465.2|DMEL	LOC109418503|XP_029713735.1|AEAL
OG0003158	Hacl|NP_611460.1|DMEL	LOC109398509|XP_019526438.2|AEAL
OG0003159	EndoB|NP_611410.1|DMEL	LOC109411566|XP_019540652.1|AEAL
OG0003160	CG11275|NP_611649.1|DMEL	LOC109411563|XP_019540646.2|AEAL
OG0003161	CG12343|NP_610617.1|DMEL	LOC109407800|XP_019536505.1|AEAL
OG0003162	Vps25|NP_610398.1|DMEL	LOC109433429|XP_019565405.2|AEAL
OG0003163	ND-ACP|NP_001261250.1|DMEL	LOC109401281|XP_019529314.2|AEAL, LOC115259140|XP_029715514.1|AEAL, LOC115262729|XP_029721340.1|AEAL
OG0003164	l_2_k09848|NP_610200.1|DMEL	LOC109413595|XP_019542831.2|AEAL, LOC115262728|XP_029721334.1|AEAL
OG0003165	Ehbp1|NP_995865.2|DMEL	LOC115262740|XP_029721358.1|AEAL
OG0003166	CG9304|NP_611624.3|DMEL	LOC115262739|XP_029721356.1|AEAL, LOC109401300|XP_019529346.2|AEAL
OG0003167	ena|NP_001137709.1|DMEL	LOC109401275|XP_019529303.2|AEAL, LOC109623320|XP_029721199.1|AEAL
OG0003168	Nmdmc|NP_476929.1|DMEL	LOC109623318|XP_019933393.2|AEAL, LOC115262812|XP_029721567.1|AEAL, LOC109401292|XP_029712578.1|AEAL
OG0003169	CG2608|NP_610042.1|DMEL	LOC109401194|XP_019529214.1|AEAL, LOC115268680|XP_029732646.1|AEAL, LOC109623310|XP_019933383.1|AEAL, LOC115262700|XP_029721221.1|AEAL
OG0003170	RhoGEF2|NP_477317.1|DMEL	LOC109623299|XP_029721232.1|AEAL, LOC115253553|XP_029721255.1|AEAL, LOC109401184|XP_029732647.1|AEAL
OG0003171	CG11474|NP_611634.1|DMEL	LOC109401271|XP_019529298.2|AEAL, LOC109623296|XP_029721563.1|AEAL
OG0003172	CG42542|NP_001163614.1|DMEL	LOC115259561|XP_029716120.1|AEAL, LOC109623281|XP_029712111.1|AEAL
OG0003173	Prosbeta7|NP_649529.1|DMEL	LOC109426925|XP_019558030.2|AEAL
OG0003174	AP-1mu|NP_649906.1|DMEL	LOC109621264|XP_019932557.1|AEAL, LOC109404280|XP_029721136.1|AEAL
OG0003175	mrj|NP_725545.2|DMEL	LOC115262651|XP_029721040.1|AEAL, LOC109397407|XP_029721031.1|AEAL, LOC109412763|XP_029721041.1|AEAL
OG0003176	Uch|NP_476940.1|DMEL	LOC109424711|XP_029721107.1|AEAL
OG0003177	Tim10|NP_611606.1|DMEL	LOC115253433|XP_029720878.1|AEAL, LOC115262626|XP_029720900.1|AEAL, LOC109424648|XP_029720879.1|AEAL
OG0003178	NC2alpha|NP_611601.2|DMEL	LOC115262627|XP_029720901.1|AEAL, LOC109412062|XP_029720880.1|AEAL
OG0003179	Tbp|NP_523805.1|DMEL	LOC109421920|XP_019552045.1|AEAL, LOC109432708|XP_019564636.2|AEAL
OG0003180	S2P|NP_610705.1|DMEL	LOC109421913|XP_029721011.1|AEAL
OG0003181	CG13016|NP_610929.2|DMEL	LOC109432700|XP_019564627.2|AEAL
OG0003182	CG11200|NP_611471.1|DMEL	LOC109432675|XP_029730721.1|AEAL, LOC115267706|XP_029730720.1|AEAL, LOC109401962|XP_029730707.1|AEAL
OG0003183	drk|NP_476858.1|DMEL	LOC109432682|XP_029730767.1|AEAL, LOC109408765|XP_029723902.1|AEAL
OG0003184	Bmcp|NP_648501.1|DMEL	LOC109408753|XP_019537679.2|AEAL, LOC109432693|XP_019564620.2|AEAL
OG0003185	Dp|NP_477039.1|DMEL	LOC109428902|XP_019560283.2|AEAL
OG0003186	CG30259|NP_611708.2|DMEL	LOC115261071|XP_029718306.1|AEAL, LOC109428878|XP_019560261.2|AEAL
OG0003187	CG15435|NP_608838.1|DMEL	LOC109416897|XP_019546550.2|AEAL
OG0003188	Ssdp|NP_001262698.1|DMEL	LOC109432289|XP_029730675.1|AEAL, LOC115253557|XP_029731026.1|AEAL
OG0003189	ND-39|NP_649234.1|DMEL	LOC109397131|XP_019525015.2|AEAL
OG0003190	Ns2|NP_611232.1|DMEL	LOC109409866|XP_019538921.2|AEAL
OG0003191	Pmm2|NP_648589.1|DMEL	LOC109399117|XP_019527110.2|AEAL
OG0003192	Hsc70Cb|NP_001189103.1|DMEL	LOC109399561|XP_029731165.1|AEAL, LOC115254195|XP_029731186.1|AEAL, LOC109400776|XP_029731188.1|AEAL
OG0003193	Lam|NP_476616.1|DMEL	LOC109399579|XP_029731203.1|AEAL, LOC109398778|XP_029731214.1|AEAL
OG0003194	bmm|NP_001163445.1|DMEL	LOC109399662|XP_029731247.1|AEAL
OG0003195	Sf3b5|NP_652189.1|DMEL	LOC109410560|XP_019539636.1|AEAL, LOC109421160|XP_019551199.1|AEAL
OG0003196	Mtr3|NP_649157.1|DMEL	LOC109421159|XP_019551197.2|AEAL, LOC109410559|XP_019539635.2|AEAL
OG0003197	ome|NP_001097606.1|DMEL	LOC109408337|XP_029731315.1|AEAL, LOC115267878|XP_029731307.1|AEAL, LOC115253497|XP_029721701.1|AEAL
OG0003198	cort|NP_523494.1|DMEL	LOC109426530|XP_029731334.1|AEAL, LOC109408340|XP_029731338.1|AEAL
OG0003199	mthl14|NP_728509.1|DMEL	LOC109426511|XP_019557580.2|AEAL, LOC109408992|XP_029710070.1|AEAL, LOC115256017|XP_029710115.1|AEAL
OG0003200	SCAP|NP_788277.1|DMEL	LOC115267895|XP_029731364.1|AEAL
OG0003201	Prosap|NP_610925.3|DMEL	LOC109402136|XP_029731379.1|AEAL, LOC115268328|XP_029732218.1|AEAL
OG0003202	mus301|NP_648178.1|DMEL	LOC109426404|XP_019557458.2|AEAL
OG0003203	aPKC|NP_001260984.1|DMEL	LOC109621323|XP_019932036.2|AEAL
OG0003204	InR|NP_001138093.1|DMEL	LOC109621320|XP_029731503.1|AEAL, LOC109431564|XP_029709642.1|AEAL, LOC115267911|XP_029731411.1|AEAL
OG0003205	Mtpbeta|NP_477378.1|DMEL	LOC109622230|XP_029731408.1|AEAL, LOC109431576|XP_019563357.2|AEAL
OG0003206	l_2_k10201|NP_788296.1|DMEL	LOC115268156|XP_029732060.1|AEAL, LOC109622216|XP_019932013.2|AEAL, LOC109431601|XP_029728073.1|AEAL
OG0003207	Ctl2|NP_651670.1|DMEL	LOC109621240|XP_019932005.2|AEAL, LOC109403171|XP_029731390.1|AEAL
OG0003208	vsg|NP_001261646.1|DMEL	LOC109622212|XP_029731532.1|AEAL
OG0003209	LTV1|NP_610620.1|DMEL	LOC109410756|XP_019539825.2|AEAL
OG0003210	Nup37|NP_651360.1|DMEL	LOC109410611|XP_019539678.2|AEAL, LOC109410727|XP_029731606.1|AEAL
OG0003211	CG7544|NP_611015.1|DMEL	LOC109410722|XP_019539786.2|AEAL, LOC109410613|XP_029731607.1|AEAL
OG0003212	MBD-R2|NP_731688.2|DMEL	LOC115267945|XP_029731610.1|AEAL
OG0003213	CG8435|NP_611092.2|DMEL	LOC109410636|XP_019539702.2|AEAL
OG0003214	cora|NP_523791.2|DMEL	LOC115256126|XP_029710241.1|AEAL, LOC109410643|XP_029731620.1|AEAL
OG0003215	Fkbp12|NP_523792.2|DMEL	LOC109410645|XP_019539723.1|AEAL, LOC115256125|XP_029710240.1|AEAL, LOC109433500|XP_029710242.1|AEAL
OG0003216	CG8740|NP_001137621.1|DMEL	LOC109410650|XP_029731634.1|AEAL
OG0003217	CSN7|NP_610379.2|DMEL	LOC109426040|XP_019557024.2|AEAL
OG0003218	CG14186|NP_649174.1|DMEL	LOC115268057|XP_029731842.1|AEAL, LOC109426004|XP_019556975.2|AEAL
OG0003219	Neurl4|NP_648688.2|DMEL	LOC109425996|XP_019556967.2|AEAL, LOC115268038|XP_029731807.1|AEAL
OG0003220	CG10383|NP_609896.1|DMEL	LOC109407637|XP_029731784.1|AEAL, LOC109407636|XP_029731876.1|AEAL
OG0003221	CG8915|NP_573208.1|DMEL	LOC109425944|XP_019556894.2|AEAL, LOC115259233|XP_029715625.1|AEAL
OG0003222	CG2121|NP_001137618.1|DMEL	LOC109425936|XP_029731902.1|AEAL, LOC109407615|XP_029732260.1|AEAL
OG0003223	CG8321|NP_610720.1|DMEL	LOC109407582|XP_029720486.1|AEAL, LOC109425845|XP_029731953.1|AEAL, LOC115253866|XP_029733648.1|AEAL
OG0003224	Hsf|NP_001036555.1|DMEL	LOC109425768|XP_029720458.1|AEAL, LOC115262225|XP_029720471.1|AEAL, LOC109407509|XP_029720477.1|AEAL
OG0003225	spag4|NP_609510.2|DMEL	LOC115258942|XP_029715323.1|AEAL, LOC115259168|XP_029715544.1|AEAL, LOC115256216|XP_029710341.1|AEAL, LOC115266439|XP_029728529.1|AEAL
OG0003250	CG5382|NP_732721.1|DMEL	LOC109413227|XP_029729867.1|AEAL, LOC109402164|XP_019530338.2|AEAL, LOC115267166|XP_029729868.1|AEAL
OG0003251	Spag1|NP_651514.1|DMEL	LOC109413228|XP_019542500.2|AEAL, LOC115267165|XP_029729866.1|AEAL
OG0003252	btn|NP_732768.1|DMEL	LOC109413224|XP_019542495.2|AEAL, LOC109405393|XP_019533999.2|AEAL, LOC115267169|XP_029729872.1|AEAL
OG0003253	CG5608|NP_650208.1|DMEL	LOC109431066|XP_019562748.2|AEAL
OG0003254	MAGE|NP_649702.2|DMEL	LOC109430080|XP_029713348.1|AEAL, LOC109430752|XP_029712847.1|AEAL, LOC109431063|XP_019562745.2|AEAL, LOC109405395|XP_019534000.2|AEAL
OG0003255	CG1750|NP_651857.2|DMEL	LOC115259203|XP_029715578.1|AEAL, LOC115255661|XP_029709625.1|AEAL, LOC109405341|XP_019533940.2|AEAL
OG0003256	bigmax|NP_651556.2|DMEL	LOC109397825|XP_019525700.2|AEAL, LOC115255622|XP_029709572.1|AEAL, LOC109405346|XP_019533945.2|AEAL
OG0003257	dlg1|NP_001162718.1|DMEL	LOC109413204|XP_029710438.1|AEAL, LOC109424928|XP_029708429.1|AEAL
OG0003258	CG1532|NP_608420.1|DMEL	LOC109424954|XP_029710511.1|AEAL
OG0003259	CG42346|NP_001036306.3|DMEL	LOC109431073|XP_019562761.2|AEAL
OG0003260	CG9915|NP_001097000.1|DMEL	LOC109431120|XP_019562845.2|AEAL, LOC115261062|XP_029718295.1|AEAL
OG0003261	Syt14|NP_001262249.1|DMEL	LOC109431086|XP_029718298.1|AEAL, LOC109424975|XP_019555719.2|AEAL
OG0003262	SF1|NP_524654.2|DMEL	LOC109431125|XP_029711855.1|AEAL, LOC115256842|XP_029711723.1|AEAL
OG0003263	CCT2|NP_572524.1|DMEL	LOC109415659|XP_029711785.1|AEAL, LOC109431127|XP_019562856.2|AEAL, LOC115256345|XP_029710531.1|AEAL, LOC115254562|XP_029708032.1|AEAL
OG0003264	CG14621|NP_608458.1|DMEL	LOC115256402|XP_029710735.1|AEAL, LOC109415811|XP_019545292.2|AEAL
OG0003265	Orc5|NP_477132.1|DMEL	LOC109431172|XP_019562925.2|AEAL
OG0003266	Cpr|NP_477158.1|DMEL	LOC109424773|XP_029711192.1|AEAL, LOC109417220|XP_029711195.1|AEAL
OG0003267	Pvf1|NP_523407.1|DMEL	LOC109433651|XP_029732668.1|AEAL, LOC115256879|XP_029711830.1|AEAL, LOC109424767|XP_029715509.1|AEAL
OG0003268	CG33203|NP_001138119.2|DMEL	LOC115255675|XP_029709637.1|AEAL, LOC115256633|XP_029711327.1|AEAL, LOC109433660|XP_029733839.1|AEAL
OG0003269	CIA30|NP_651718.1|DMEL	LOC115256416|XP_029710784.1|AEAL, LOC109433659|XP_019565660.2|AEAL, LOC109403485|XP_029733838.1|AEAL
OG0003270	DCX-EMAP|NP_001261850.1|DMEL	LOC109403484|XP_029709640.1|AEAL, LOC109433643|XP_029732664.1|AEAL, LOC115256584|XP_029711222.1|AEAL
OG0003271	Eph|NP_524625.3|DMEL	LOC109433627|XP_029711905.1|AEAL, LOC115269286|XP_029733725.1|AEAL, LOC115253530|XP_029712302.1|AEAL
OG0003272	CG32549|NP_996510.2|DMEL	LOC109408929|XP_019537867.2|AEAL
OG0003273	Ak6|NP_610797.1|DMEL	LOC115256437|XP_029710873.1|AEAL, LOC109415225|XP_019544658.1|AEAL, LOC109428364|XP_029712290.1|AEAL
OG0003274	nej|NP_001188575.1|DMEL	LOC109428415|XP_029711694.1|AEAL
OG0003275	lva|NP_525064.1|DMEL	LOC109428420|XP_019559715.2|AEAL
OG0003276	CSN5|NP_477442.1|DMEL	LOC115262976|XP_029721779.1|AEAL, LOC109430516|XP_029729608.1|AEAL, LOC109428431|XP_019559732.2|AEAL
OG0003277	CG30016|NP_724982.1|DMEL	LOC109428441|XP_019559751.1|AEAL, LOC109422150|XP_019552339.2|AEAL
OG0003278	Slu7|NP_651659.2|DMEL	LOC109422175|XP_029716706.1|AEAL, LOC109428465|XP_019559774.2|AEAL
OG0003279	Nf-YC|NP_572354.1|DMEL	LOC109428527|XP_029711307.1|AEAL, LOC109422178|XP_019552365.2|AEAL
OG0003280	Poxm|NP_001036687.1|DMEL	LOC109428528|XP_029711042.1|AEAL, LOC109422103|XP_029716710.1|AEAL
OG0003281	Cpr92F|NP_650905.2|DMEL	LOC115256775|XP_029711589.1|AEAL, LOC109428554|XP_019559880.2|AEAL
OG0003282	pod1|NP_001245554.1|DMEL	LOC109428491|XP_029711710.1|AEAL, LOC115256839|XP_029711716.1|AEAL, LOC109415174|XP_029721798.1|AEAL
OG0003283	Hakai|NP_001260593.1|DMEL	LOC109430087|XP_019561665.2|AEAL, LOC115256456|XP_029710942.1|AEAL
OG0003284	Pdp|NP_572404.1|DMEL	LOC115256499|XP_029711027.1|AEAL, LOC109428518|XP_019559859.1|AEAL, LOC109430095|XP_019561675.1|AEAL
OG0003285	ATPsynC|NP_651852.1|DMEL	LOC115257276|XP_029712581.1|AEAL, LOC109416816|XP_029712663.1|AEAL, LOC109398231|XP_029714864.1|AEAL
OG0003286	Lerp|NP_001262996.1|DMEL	LOC109402603|XP_029708404.1|AEAL, LOC109406602|XP_029710634.1|AEAL
OG0003287	CCDC151|NP_648520.1|DMEL	LOC109406612|XP_019535246.2|AEAL
OG0003288	Mf|NP_650423.1|DMEL	LOC109402605|XP_029734100.1|AEAL, LOC115260002|XP_029716696.1|AEAL, LOC109406624|XP_029710565.1|AEAL
OG0003289	EMC8-9|NP_611731.1|DMEL	LOC109402694|XP_019530941.2|AEAL
OG0003290	CG14646|NP_649462.1|DMEL	LOC109402691|XP_029711466.1|AEAL
OG0003291	SREBP|NP_730449.1|DMEL	LOC109427495|XP_019558591.2|AEAL
OG0003292	Lsd-2|NP_572996.1|DMEL	LOC115264856|XP_029724749.1|AEAL, LOC109427513|XP_019558611.1|AEAL, LOC115264857|XP_029724750.1|AEAL
OG0003293	CG4557|NP_572360.1|DMEL	LOC109398935|XP_029710527.1|AEAL
OG0003294	Vps50|NP_611258.2|DMEL	LOC115256427|XP_029710830.1|AEAL, LOC115269132|XP_029733399.1|AEAL, LOC109427531|XP_019558629.2|AEAL
OG0003295	Usp2|NP_001285528.1|DMEL	LOC115253655|XP_029711942.1|AEAL, LOC109427536|XP_019558639.2|AEAL
OG0003296	CG45122|NP_001287309.1|DMEL	LOC109427485|XP_019558580.1|AEAL, LOC115256667|XP_029711400.1|AEAL, LOC115256413|XP_029710772.1|AEAL
OG0003297	Fmr1|NP_001247017.1|DMEL	LOC115256327|XP_029710462.1|AEAL, LOC109427546|XP_019558659.2|AEAL, LOC115269373|XP_029733900.1|AEAL
OG0003299	put|NP_001262575.1|DMEL	LOC109414694|XP_029729492.1|AEAL, LOC109401899|XP_029709670.1|AEAL
OG0003300	kibra|NP_001287329.1|DMEL	LOC109414692|XP_029729379.1|AEAL, LOC109401902|XP_029709674.1|AEAL, LOC109414693|XP_029709675.1|AEAL
OG0003301	CG10914|NP_611297.3|DMEL	LOC109414683|XP_019544059.2|AEAL, LOC115253951|XP_029709680.1|AEAL, LOC109401932|XP_019530104.2|AEAL
OG0003302	CG1628|NP_572639.2|DMEL	LOC109414682|XP_019544058.2|AEAL, LOC115255719|XP_029709683.1|AEAL
OG0003303	Ercc1|NP_477468.1|DMEL	LOC115255705|XP_029709665.1|AEAL, LOC109412090|XP_019541277.2|AEAL, LOC109401829|XP_019529987.2|AEAL
OG0003304	Hrd3|NP_651179.1|DMEL	LOC109404698|XP_019533165.2|AEAL, LOC109397196|XP_029733240.1|AEAL
OG0003305	Hs3st-B|NP_573370.1|DMEL	LOC115256880|XP_029711832.1|AEAL, LOC115267409|XP_029730248.1|AEAL, LOC109422084|XP_029710561.1|AEAL, LOC115267410|XP_029730249.1|AEAL
OG0003306	geminin|NP_610218.1|DMEL	LOC109422123|XP_019552300.2|AEAL
OG0003307	Stim|NP_523357.2|DMEL	LOC109422088|XP_029711529.1|AEAL, LOC109432604|XP_029712534.1|AEAL
OG0003308	Sf3b1|NP_001259837.1|DMEL	LOC115269056|XP_029733220.1|AEAL, LOC115269054|XP_029733219.1|AEAL, LOC109422144|XP_019552331.2|AEAL
OG0003309	bves|NP_608426.1|DMEL	LOC109432582|XP_029709986.1|AEAL, LOC109432584|XP_029708426.1|AEAL, LOC109397189|XP_029733308.1|AEAL, LOC115269105|XP_029733367.1|AEAL
OG0003310	CG11095|NP_572927.1|DMEL	LOC109421968|XP_019552150.2|AEAL
OG0003311	mRpL40|NP_524318.1|DMEL	LOC115256389|XP_029710659.1|AEAL, LOC109422032|XP_019552216.2|AEAL
OG0003312	Det|NP_650608.1|DMEL	LOC109421967|XP_019552149.1|AEAL, LOC115256482|XP_029710991.1|AEAL
OG0003313	CG13367|NP_569851.2|DMEL	LOC115256363|XP_029710570.1|AEAL, LOC115256369|XP_029710594.1|AEAL, LOC109422003|XP_019552188.2|AEAL
OG0003314	DNAlig1|NP_611843.2|DMEL	LOC115256368|XP_029710593.1|AEAL, LOC109422000|XP_019552184.2|AEAL
OG0003315	Sep4|NP_728003.1|DMEL	LOC115256426|XP_029710826.1|AEAL, LOC109421999|XP_029712683.1|AEAL, LOC115253965|XP_029710694.1|AEAL
OG0003316	CG11317|NP_001263133.1|DMEL	LOC109424615|XP_029710645.1|AEAL
OG0003317	CG7265|NP_650402.1|DMEL	LOC109427460|XP_019558558.2|AEAL, LOC115256595|XP_029711261.1|AEAL
OG0003318	Mical|NP_001247015.1|DMEL	LOC115260102|XP_029716831.1|AEAL, LOC109622444|XP_029711722.1|AEAL
OG0003319	CG9795|NP_730812.3|DMEL	LOC115256716|XP_029711514.1|AEAL, LOC109427441|XP_029710743.1|AEAL, LOC115267308|XP_029730088.1|AEAL
OG0003320	Gycbeta100B|NP_524603.2|DMEL	LOC115254486|XP_029707896.1|AEAL, LOC109410157|XP_029710577.1|AEAL
OG0003321	CG1544|NP_651849.1|DMEL	LOC109427436|XP_029707898.1|AEAL, LOC109410155|XP_019539224.2|AEAL
OG0003322	Zwilch|NP_733421.1|DMEL	LOC109427435|XP_019558535.2|AEAL
OG0003323	y|NP_476792.1|DMEL	LOC109402083|XP_029710796.1|AEAL
OG0003324	Adar|NP_001368969.1|DMEL	LOC115256898|XP_029711901.1|AEAL, LOC109409500|XP_029710931.1|AEAL
OG0003325	CD98hc|NP_001262354.2|DMEL	LOC109409431|XP_029711745.1|AEAL
OG0003326	Chchd2|NP_573196.1|DMEL	LOC115253971|XP_029710982.1|AEAL, LOC109409440|XP_019538431.1|AEAL, LOC109432697|XP_019564623.2|AEAL
OG0003327	CG11360|NP_001259068.1|DMEL	LOC109409476|XP_019538474.2|AEAL, LOC109397635|XP_029736267.1|AEAL
OG0003328	CG4025|NP_569979.1|DMEL	LOC109397641|XP_019525476.2|AEAL, LOC109409489|XP_019538484.2|AEAL
OG0003329	Lrrk|NP_001262772.1|DMEL	LOC109409490|XP_029736246.1|AEAL, LOC109397632|XP_029736252.1|AEAL
OG0003330	CG3552|NP_001137926.1|DMEL	LOC109397655|XP_019525495.2|AEAL, LOC115271003|XP_029736233.1|AEAL
OG0003331	CG8945|NP_573190.1|DMEL	LOC109397688|XP_019525532.2|AEAL, LOC109432959|XP_019564855.2|AEAL, LOC115269562|XP_029734233.1|AEAL
OG0003332	TH1|NP_573123.1|DMEL	LOC115255771|XP_029709753.1|AEAL, LOC109433007|XP_019564930.2|AEAL
OG0003333	zfh1|NP_733401.3|DMEL	LOC109398579|XP_029734213.1|AEAL, LOC109413007|XP_029734265.1|AEAL
OG0003334	Sec20|NP_649595.1|DMEL	LOC115256111|XP_029710227.1|AEAL, LOC109414077|XP_019543361.1|AEAL
OG0003335	HtrA2|NP_650366.1|DMEL	LOC109414079|XP_019543364.2|AEAL, LOC115256087|XP_029710200.1|AEAL
OG0003336	CG6015|NP_651005.1|DMEL	LOC115267232|XP_029729988.1|AEAL, LOC109412998|XP_019542216.2|AEAL
OG0003337	Rpn2|NP_001263057.1|DMEL	LOC109422938|XP_019553379.2|AEAL
OG0003338	naz|NP_732328.1|DMEL	LOC109422941|XP_029717449.1|AEAL
OG0003339	Gycalpha99B|NP_477088.2|DMEL	LOC109422970|XP_019553415.2|AEAL, LOC109403580|XP_019531948.2|AEAL
OG0003340	CG7582|NP_651710.1|DMEL	LOC109403573|XP_019531939.2|AEAL, LOC109422971|XP_029717388.1|AEAL
OG0003341	CG8326|NP_573226.1|DMEL	LOC115260562|XP_029717339.1|AEAL, LOC109422981|XP_029717384.1|AEAL, LOC115260569|XP_029717365.1|AEAL
OG0003342	Gss1|NP_788926.2|DMEL, Gss2|NP_728118.2|DMEL	LOC115260566|XP_029717362.1|AEAL, LOC109422989|XP_029717349.1|AEAL, LOC109405330|XP_019533927.2|AEAL
OG0003343	mmd|NP_001285311.1|DMEL	LOC109422898|XP_029717951.1|AEAL
OG0003344	Eato|NP_001036360.1|DMEL	LOC109401483|XP_029725334.1|AEAL
OG0003345	Flacc|NP_573339.1|DMEL	LOC109423058|XP_029717757.1|AEAL, LOC109432362|XP_029708382.1|AEAL
OG0003346	CstF64|NP_477453.1|DMEL	LOC109423070|XP_019553539.1|AEAL, LOC115254034|XP_029715777.1|AEAL, LOC109432374|XP_019564276.2|AEAL
OG0003347	CG7685|NP_650724.1|DMEL	LOC115254235|XP_029734153.1|AEAL, LOC109400930|XP_019528964.2|AEAL, LOC109422823|XP_019553259.2|AEAL
OG0003348	dind|NP_650741.1|DMEL	LOC115260615|XP_029717507.1|AEAL, LOC115255932|XP_029710010.1|AEAL, LOC109422820|XP_029717567.1|AEAL
OG0003349	CG8745|NP_648665.1|DMEL	LOC109421834|XP_029717592.1|AEAL, LOC109422780|XP_029717543.1|AEAL, LOC115253777|XP_029717528.1|AEAL
OG0003350	unk|NP_001303430.1|DMEL	LOC109421835|XP_029717534.1|AEAL
OG0003351	RpL7A|NP_511063.1|DMEL	LOC109422770|XP_019553188.1|AEAL, LOC109421844|XP_019551955.1|AEAL
OG0003352	PH4alphaEFB|NP_733371.1|DMEL	LOC109421883|XP_019552003.2|AEAL
OG0003353	Fas1|NP_001097814.1|DMEL	LOC109425028|XP_029717637.1|AEAL, LOC109418573|XP_029717678.1|AEAL
OG0003354	Sap-r|NP_524597.1|DMEL	LOC109424980|XP_029717646.1|AEAL, LOC115260676|XP_029717687.1|AEAL
OG0003355	CG42450|NP_001259691.1|DMEL	LOC109418672|XP_029712152.1|AEAL, LOC115260679|XP_029717693.1|AEAL, LOC109424901|XP_029717651.1|AEAL
OG0003356	CG2258|NP_572439.1|DMEL	LOC109412954|XP_029717703.1|AEAL, LOC109424872|XP_029717659.1|AEAL
OG0003357	CG10347|NP_572755.1|DMEL	LOC115254051|XP_029717660.1|AEAL, LOC109412952|XP_019542158.2|AEAL
OG0003358	CG5110|NP_609843.1|DMEL	LOC109427766|XP_029717789.1|AEAL, LOC109431339|XP_019563101.1|AEAL
OG0003359	CG4928|NP_573179.1|DMEL	LOC109427746|XP_029717818.1|AEAL, LOC109431388|XP_019563150.1|AEAL
OG0003360	hiw|NP_511159.3|DMEL	LOC109427738|XP_029717321.1|AEAL, LOC109431372|XP_029717823.1|AEAL
OG0003361	mei-W68|NP_995901.1|DMEL	LOC115258121|XP_029714021.1|AEAL, LOC115258120|XP_029714020.1|AEAL
OG0003362	Acf|NP_536734.2|DMEL	LOC109431465|XP_029717900.1|AEAL
OG0003363	CG7956|NP_001036740.2|DMEL	LOC109431491|XP_029717901.1|AEAL
OG0003364	Timp|NP_731461.1|DMEL	LOC109406946|XP_029729113.1|AEAL, LOC109405944|XP_019534538.2|AEAL
OG0003365	Cerk|NP_730923.1|DMEL	LOC109405947|XP_029729118.1|AEAL, LOC109406925|XP_029728626.1|AEAL
OG0003366	Sgf11|NP_001097638.1|DMEL	LOC109431089|XP_029707527.1|AEAL, LOC109412124|XP_029733688.1|AEAL
OG0003367	Max|NP_649097.1|DMEL	LOC109431378|XP_029718067.1|AEAL, LOC109412153|XP_029718056.1|AEAL
OG0003368	Aldh7A1|NP_649099.1|DMEL	LOC109412183|XP_019541382.2|AEAL
OG0003369	gfzf|NP_001262335.1|DMEL	LOC109431675|XP_029717911.1|AEAL
OG0003370	CG9471|NP_001097729.1|DMEL	LOC115258289|XP_029714231.1|AEAL, LOC109405306|XP_019533886.1|AEAL, LOC109406365|XP_019535009.2|AEAL
