Orthogroup	DMEL.longest_only	AALB.longest_only
OG0004281	Mlh1|NP_477022.1|DMEL	LOC118463300|XP_035785678.1|AALB
OG0004282	IntS8|NP_611162.2|DMEL	LOC118466844|XP_035792559.1|AALB
OG0004283	Fen1|NP_523765.1|DMEL	LOC118466850|XP_035792571.1|AALB
OG0004284	CG31915|NP_723087.1|DMEL	LOC118466876|XP_035792624.1|AALB
OG0004285	CG13599|NP_651194.1|DMEL	LOC118465681|XP_035790004.1|AALB
OG0004286	Dnai2|NP_001261723.1|DMEL	LOC118466855|XP_035792576.1|AALB
OG0004287	Dph1|NP_648496.1|DMEL	LOC118466860|XP_035792588.1|AALB
OG0004288	CG7339|NP_648490.1|DMEL	LOC118466862|XP_035792591.1|AALB
OG0004289	CG42637|NP_524165.2|DMEL, Gyc76C|NP_001163473.1|DMEL	LOC118464429|XP_035787685.1|AALB
OG0004290	SmydA-1|NP_610944.1|DMEL	LOC118465571|XP_035789826.1|AALB
OG0004291	Sec61beta|NP_652037.1|DMEL	LOC118463564|XP_035786096.1|AALB
OG0004292	lark|NP_523957.1|DMEL	LOC118464155|XP_035787175.1|AALB
OG0004293	GXIVsPLA2|NP_648815.1|DMEL	LOC118464157|XP_035787183.1|AALB
OG0004294	Sytbeta|NP_648734.1|DMEL	LOC118464851|XP_035788445.1|AALB
OG0004295	Reck|NP_648733.2|DMEL	LOC118462610|XP_035784334.1|AALB
OG0004296	mRpL39|NP_524075.2|DMEL	LOC118462614|XP_035784340.1|AALB
OG0004297	slbo|NP_523843.1|DMEL	LOC118464096|XP_035787058.1|AALB
OG0004298	ptc|NP_523661.2|DMEL	LOC118463372|XP_035785788.1|AALB
OG0004299	shot|NP_725339.1|DMEL	LOC118465907|XP_035790473.1|AALB
OG0004300	BORCS7|NP_725975.2|DMEL	LOC118463731|XP_035786418.1|AALB
OG0004301	eco|NP_648106.1|DMEL	LOC118463727|XP_035786414.1|AALB
OG0004302	calypso|NP_611096.1|DMEL	LOC118463171|XP_035785459.1|AALB
OG0004303	Uba1|NP_477310.2|DMEL	LOC118465667|XP_035789980.1|AALB
OG0004304	Klp54D|NP_001303355.1|DMEL	LOC118465669|XP_035789983.1|AALB
OG0004305	ATP8A|NP_001137651.1|DMEL	LOC118465727|XP_035790067.1|AALB
OG0004306	OSCP1|NP_610731.2|DMEL	LOC118466737|XP_035792312.1|AALB
OG0004307	PheRS-m|NP_477283.1|DMEL	LOC118465558|XP_035789800.1|AALB
OG0004308	Galphas|NP_477505.1|DMEL	LOC118465562|XP_035789806.1|AALB
OG0004309	mRpL12|NP_524742.1|DMEL	LOC118464421|XP_035787673.1|AALB
OG0004310	Sec31|NP_001286215.1|DMEL	LOC118466593|XP_035792048.1|AALB
OG0004311	Su_var_3-3|NP_649194.1|DMEL	LOC118466258|XP_035791206.1|AALB
OG0004312	Nop60B|NP_525120.1|DMEL	LOC118467659|XP_035794297.1|AALB
OG0004313	bin3|NP_724468.1|DMEL	LOC118467657|XP_035794290.1|AALB
OG0004314	mahj|NP_611592.2|DMEL	LOC118467441|XP_035793838.1|AALB
OG0004315	Rpn8|NP_001261167.1|DMEL	LOC118467447|XP_035793843.1|AALB
OG0004316	CG46338|NP_524888.1|DMEL	LOC118465888|XP_035790432.1|AALB
OG0004317	Gasz|NP_610362.1|DMEL	LOC118467212|XP_035793333.1|AALB
OG0004318	ocm|NP_611894.1|DMEL	LOC118465500|XP_035789698.1|AALB
OG0004319	ZnT49B|NP_725207.1|DMEL	LOC118463728|XP_035786415.1|AALB
OG0004320	CG12499|NP_651044.1|DMEL	LOC118467139|XP_035793153.1|AALB
OG0004321	CG13397|NP_652045.1|DMEL	LOC118462661|XP_035784446.1|AALB
OG0004322	CG7675|NP_650717.1|DMEL	LOC118464863|XP_035788470.1|AALB
OG0004323	hfp|NP_525123.2|DMEL	LOC118466012|XP_035790712.1|AALB
OG0004324	CG43346|NP_001246121.1|DMEL	LOC118466016|XP_035790721.1|AALB
OG0004325	CG9849|NP_611740.1|DMEL	LOC118466015|XP_035790720.1|AALB
OG0004326	CG3831|NP_001261146.1|DMEL	LOC118463619|XP_035786205.1|AALB
OG0004327	exd|NP_523360.1|DMEL	LOC118463083|XP_035785243.1|AALB
OG0004328	Rrp4|NP_611807.1|DMEL	LOC118467675|XP_035794336.1|AALB
OG0004329	snama|NP_611884.1|DMEL	LOC118463193|XP_035785516.1|AALB
OG0004330	CG30105|NP_725699.1|DMEL	LOC118465586|XP_035789848.1|AALB
OG0004331	Orc6|NP_477319.1|DMEL	LOC118466979|XP_035792786.1|AALB
OG0004332	mtDNA-helicase|NP_609318.1|DMEL	LOC118464740|XP_035788243.1|AALB
OG0004333	Cse1|NP_523588.2|DMEL	LOC118464739|XP_035788242.1|AALB
OG0004334	CG6739|NP_609130.1|DMEL	LOC118463601|XP_035786153.1|AALB
OG0004335	Dpit47|NP_001260729.1|DMEL	LOC118466330|XP_035791343.1|AALB
OG0004336	CG11788|NP_611466.2|DMEL	LOC118464331|XP_035787540.1|AALB
OG0004337	Ssb-c31a|NP_477136.1|DMEL	LOC118466335|XP_035791347.1|AALB
OG0004338	Shc|NP_524683.2|DMEL	LOC118463655|XP_035786292.1|AALB
OG0004339	CG30197|NP_725399.1|DMEL	LOC118465481|XP_035789676.1|AALB, LOC118465480|XP_035789675.1|AALB
OG0004340	Cpr51A|NP_610968.1|DMEL	LOC118465479|XP_035789674.1|AALB
OG0004341	Rpi|NP_726309.3|DMEL	LOC118467825|XP_035794608.1|AALB
OG0004342	lov|NP_611994.3|DMEL	LOC118466997|XP_035792813.1|AALB
OG0004343	gol|NP_001163300.1|DMEL	LOC118466999|XP_035792817.1|AALB
OG0004344	Nplp1|NP_001137760.1|DMEL	LOC118463703|XP_035786384.1|AALB
OG0004345	CG1416|NP_610121.2|DMEL	LOC118463762|XP_035786469.1|AALB
OG0004346	mAChR-A|NP_523844.2|DMEL	LOC118463387|XP_035785823.1|AALB
OG0004347	bs|NP_726438.1|DMEL	LOC118467707|XP_035794384.1|AALB
OG0004348	CG13566|NP_611858.2|DMEL	LOC118465216|XP_035789100.1|AALB
OG0004349	kcc|NP_001286795.1|DMEL	LOC118466061|XP_035790804.1|AALB
OG0004350	Glo1|NP_610270.1|DMEL	LOC118465515|XP_035789726.1|AALB
OG0004351	AGO1|NP_725341.1|DMEL	LOC118465969|XP_035790614.1|AALB
OG0004352	abs|NP_524220.1|DMEL	LOC118466373|XP_035791490.1|AALB
OG0004353	CG5003|NP_651593.1|DMEL	LOC118462561|XP_035784243.1|AALB
OG0004354	CG31301|NP_650449.1|DMEL	LOC118462563|XP_035784245.1|AALB
OG0004355	CG42724|NP_001189184.1|DMEL	LOC118462912|XP_035784906.1|AALB
OG0004356	AGBE|NP_788342.1|DMEL	LOC118465163|XP_035789014.1|AALB
OG0004357	so|NP_476733.1|DMEL	LOC118467502|XP_035793945.1|AALB
OG0004358	pds5|NP_610719.1|DMEL	LOC118463739|XP_035786426.1|AALB
OG0004359	hppy|NP_725863.1|DMEL	LOC118463560|XP_035786089.1|AALB
OG0004360	Rad9|NP_649066.1|DMEL	LOC118464752|XP_035788264.1|AALB
OG0004361	GCC88|NP_650055.1|DMEL	LOC118458930|XP_035777793.1|AALB
OG0004362	CG13901|NP_612061.2|DMEL	LOC118467395|XP_035793751.1|AALB
OG0004363	CG12096|NP_572862.2|DMEL	LOC118458021|XP_035776019.1|AALB
OG0004364	AQP|NP_523728.1|DMEL	LOC118464724|XP_035788197.1|AALB
OG0004365	ktub|NP_611549.2|DMEL	LOC118463923|XP_035786773.1|AALB
OG0004366	PGAP2|NP_608548.1|DMEL	LOC118460523|XP_035780795.1|AALB
OG0004367	Las|NP_524183.2|DMEL	LOC118467421|XP_035793800.1|AALB
OG0004368	Ssl1|NP_649427.1|DMEL	LOC118466028|XP_035790741.1|AALB
OG0004369	LRP1|NP_001260800.2|DMEL	LOC118465255|XP_035789168.1|AALB
OG0004370	Dek|NP_652058.1|DMEL	LOC118466847|XP_035792567.1|AALB
OG0004371	CG17333|NP_572656.1|DMEL	LOC118464346|XP_035787559.1|AALB
OG0004372	nvy|NP_001261166.1|DMEL	LOC118463838|XP_035786633.1|AALB
OG0004373	CG17327|NP_731760.1|DMEL	LOC118462769|XP_035784627.1|AALB
OG0004374	Patronin|NP_001261051.1|DMEL	LOC118467533|XP_035793995.1|AALB
OG0004375	RhoGEF4|NP_648101.1|DMEL	LOC118467946|XP_035794808.1|AALB
OG0004376	sNPF-R|NP_524176.1|DMEL	LOC118464257|XP_035787387.1|AALB
OG0004377	Dronc|NP_524017.1|DMEL	LOC118468386|XP_035795042.1|AALB
OG0004378	chn|NP_001246331.1|DMEL	LOC118462536|XP_035784190.1|AALB
OG0004379	mago|NP_476636.1|DMEL	LOC118465511|XP_035789723.1|AALB
OG0004380	DCTN2-p50|NP_524690.1|DMEL	LOC118467542|XP_035794033.1|AALB
OG0004381	Pxd|NP_001163633.1|DMEL	LOC118465111|XP_035788950.1|AALB
OG0004382	CG8858|NP_610746.1|DMEL	LOC118464348|XP_035787561.1|AALB
OG0004383	CysRS-m|NP_610930.1|DMEL	LOC118464352|XP_035787569.1|AALB
OG0004384	CG13018|NP_652380.2|DMEL	LOC118464362|XP_035787580.1|AALB
OG0004385	CG13192|NP_610702.1|DMEL	LOC118464357|XP_035787573.1|AALB
OG0004386	jeb|NP_610726.1|DMEL	LOC118467263|XP_035793439.1|AALB
OG0004387	cmb|NP_729901.1|DMEL	LOC118467407|XP_035793774.1|AALB
OG0004388	CG8854|NP_610749.3|DMEL	LOC118465066|XP_035788841.1|AALB
OG0004389	Ack|NP_647859.1|DMEL	LOC118463571|XP_035786104.1|AALB
OG0004390	Pka-C3|NP_730083.2|DMEL	LOC118464209|XP_035787272.1|AALB
OG0004391	CG15125|NP_001286618.1|DMEL	LOC118466802|XP_035792446.1|AALB
OG0004392	brm|NP_001261906.1|DMEL	LOC118462785|XP_035784665.1|AALB
OG0004393	Ntan1|NP_611355.2|DMEL	LOC118467428|XP_035793807.1|AALB
OG0004394	CG4945|NP_788382.1|DMEL	LOC118467780|XP_035794513.1|AALB
OG0004395	Cpr50Cb|NP_610901.1|DMEL	LOC118465050|XP_035788826.1|AALB
OG0004396	CG14591|NP_610196.1|DMEL	LOC118466163|XP_035791032.1|AALB
OG0004397	Fsn|NP_610849.1|DMEL	LOC118466164|XP_035791034.1|AALB
OG0004398	CG17059|NP_652383.1|DMEL	LOC118466167|XP_035791039.1|AALB
OG0004399	Rif1|NP_725497.1|DMEL	LOC118466158|XP_035791025.1|AALB
OG0004400	CG8112|NP_731269.2|DMEL	LOC118467967|XP_035794841.1|AALB
OG0004401	CG4797|NP_726368.2|DMEL	LOC118467966|XP_035794840.1|AALB
OG0004402	Ssrp|NP_523830.2|DMEL	LOC118467964|XP_035794839.1|AALB
OG0004403	ttv|NP_001356963.1|DMEL	LOC118467462|XP_035793865.1|AALB
OG0004404	Ars2|NP_610203.2|DMEL	LOC118467099|XP_035793038.1|AALB
OG0004405	rdgC|NP_536738.3|DMEL	LOC118463905|XP_035786728.1|AALB
OG0004406	stv|NP_001097600.1|DMEL	LOC118466102|XP_035790913.1|AALB
OG0004407	Spt|NP_610423.3|DMEL	LOC118464234|XP_035787311.1|AALB
OG0004408	CG14105|NP_648644.1|DMEL	LOC118463141|XP_035785397.1|AALB
OG0004409	Hcf|NP_524621.2|DMEL	LOC118463375|XP_035785793.1|AALB
OG0004410	MESR4|NP_001097359.1|DMEL	LOC118465665|XP_035789976.1|AALB
OG0004412	Ddx1|NP_524212.2|DMEL	LOC118464761|XP_035788273.1|AALB
OG0004413	ken|NP_523833.1|DMEL	LOC118462968|XP_035785027.1|AALB
OG0004414	Rap2l|NP_477402.1|DMEL	LOC118464205|XP_035787261.1|AALB
OG0004415	pcs|NP_611010.4|DMEL	LOC118465274|XP_035789204.1|AALB
OG0004416	kappaB-Ras|NP_610278.1|DMEL	LOC118465782|XP_035790208.1|AALB
OG0004417	Ude|NP_001262929.1|DMEL	LOC118465778|XP_035790196.1|AALB
OG0004418	CG43066|NP_001246408.1|DMEL	LOC118465776|XP_035790183.1|AALB
OG0004419	sns|NP_001036532.1|DMEL	LOC118463528|XP_035786031.1|AALB, LOC118463798|XP_035786543.1|AALB
OG0004420	CG8778|NP_610805.1|DMEL	LOC118466953|XP_035792746.1|AALB
OG0004421	Tsp74F|NP_524132.1|DMEL	LOC118466825|XP_035792509.1|AALB
OG0004422	UQCR-Q|NP_648985.1|DMEL	LOC118466718|XP_035792276.1|AALB
OG0004424	prom|NP_001137754.1|DMEL	LOC118462774|XP_035784639.1|AALB
OG0004425	CG5955|NP_649230.1|DMEL	LOC118462776|XP_035784642.1|AALB
OG0004426	mRpL15|NP_524185.1|DMEL	LOC118462778|XP_035784646.1|AALB
OG0004427	mRpS31|NP_524100.1|DMEL	LOC118462902|XP_035784893.1|AALB
OG0004428	Task6|NP_650300.2|DMEL	LOC118463629|XP_035786229.1|AALB
OG0004429	CG14015|NP_608937.1|DMEL	LOC118467252|XP_035793427.1|AALB
OG0004430	mop|NP_648722.2|DMEL	LOC118465144|XP_035788976.1|AALB
OG0004431	mRpL35|NP_651001.2|DMEL	LOC118465686|XP_035790010.1|AALB
OG0004432	CG6028|NP_651002.3|DMEL	LOC118465678|XP_035790002.1|AALB
OG0004433	CG32447|NP_996144.1|DMEL	LOC118465334|XP_035789371.1|AALB
OG0004434	CG4646|NP_610848.1|DMEL	LOC118461056|XP_035781839.1|AALB
OG0004435	Oseg6|NP_611426.1|DMEL	LOC118467926|XP_035794775.1|AALB
OG0004436	mam|NP_525115.1|DMEL	LOC118466574|XP_035792013.1|AALB
OG0004437	Kr|NP_523867.1|DMEL	LOC118465425|XP_035789547.1|AALB
OG0004438	eIF3m|NP_610932.1|DMEL	LOC118467297|XP_035793507.1|AALB
OG0004439	PRAS40|NP_001303349.1|DMEL	LOC118467296|XP_035793506.1|AALB
OG0004440	RpL18A|NP_523774.1|DMEL	LOC118465973|XP_035790626.1|AALB
OG0004441	Npc2a|NP_608637.1|DMEL	LOC118464984|XP_035788714.1|AALB
OG0004442	CG10939|NP_524712.1|DMEL	LOC118463797|XP_035786539.1|AALB
OG0004443	Pbgs|NP_648564.1|DMEL	LOC118464501|XP_035787829.1|AALB
OG0004444	eEF1beta|NP_524808.3|DMEL	LOC118467310|XP_035793537.1|AALB
OG0004445	CG16786|NP_611883.1|DMEL	LOC118463082|XP_035785238.1|AALB
OG0004446	Alp4|NP_524601.2|DMEL	LOC118464678|XP_035788088.1|AALB
OG0004447	Spase22-23|NP_651234.1|DMEL	LOC118466955|XP_035792748.1|AALB
OG0004448	CG14483|NP_611235.1|DMEL	LOC118467423|XP_035793802.1|AALB
OG0004449	fwe|NP_648804.1|DMEL	LOC118465152|XP_035788990.1|AALB
OG0004450	mIF3|NP_001350856.1|DMEL	LOC118463059|XP_035785205.1|AALB
OG0004451	CG8839|NP_610764.1|DMEL	LOC118466867|XP_035792604.1|AALB
OG0004452	CG15120|NP_611428.1|DMEL	LOC118466870|XP_035792610.1|AALB
OG0004453	Naus|NP_611299.2|DMEL	LOC118466864|XP_035792593.1|AALB
OG0004454	Spt3|NP_650146.1|DMEL	LOC118463444|XP_035785921.1|AALB
OG0004455	comm2|NP_648801.2|DMEL	LOC118467943|XP_035794805.1|AALB
OG0004456	CG18273|NP_569843.2|DMEL	LOC118464247|XP_035787342.1|AALB
OG0004457	CG7368|NP_001036599.1|DMEL	LOC118464248|XP_035787343.1|AALB
OG0004458	CG6024|NP_001368949.1|DMEL	LOC118467298|XP_035793508.1|AALB
OG0004459	CG42588|NP_648604.2|DMEL	LOC118463336|XP_035785741.1|AALB
OG0004460	Sec3|NP_648976.2|DMEL	LOC118462723|XP_035784560.1|AALB
OG0004461	Toll-6|NP_524081.1|DMEL	LOC118462716|XP_035784548.1|AALB
OG0004462	CG3808|NP_649083.2|DMEL	LOC118465821|XP_035790300.1|AALB
OG0004463	CG11241|NP_730741.2|DMEL	LOC118465825|XP_035790305.1|AALB
OG0004464	Spt20|NP_001287062.1|DMEL	LOC118465818|XP_035790290.1|AALB
OG0004465	Naxd|NP_649090.1|DMEL	LOC118465330|XP_035789368.1|AALB
OG0004466	CG32204|NP_001369059.1|DMEL	LOC118465095|XP_035788899.1|AALB
OG0004467	CG14185|NP_649175.1|DMEL	LOC118465193|XP_035789053.1|AALB
OG0004468	Ir76b|NP_649176.1|DMEL	LOC118466315|XP_035791320.1|AALB
OG0004469	CG7945|NP_730051.1|DMEL	LOC118466325|XP_035791332.1|AALB
OG0004470	Socs36E|NP_523593.5|DMEL	LOC118467775|XP_035794500.1|AALB
OG0004471	CG42390|NP_001369028.1|DMEL	LOC118465575|XP_035789831.1|AALB
OG0004472	dap|NP_476948.1|DMEL	LOC118466501|XP_035791822.1|AALB
OG0004473	CG43191|NP_001246272.1|DMEL	LOC118466500|XP_035791821.1|AALB
OG0004474	128up|NP_536733.1|DMEL	LOC118466499|XP_035791820.1|AALB
OG0004475	CG7488|NP_650248.1|DMEL	LOC118465237|XP_035789143.1|AALB
OG0004477	Rs1|NP_651970.1|DMEL	LOC118465984|XP_035790657.1|AALB
OG0004478	Oaz|NP_001188929.1|DMEL	LOC118465977|XP_035790631.1|AALB
OG0004479	CG3735|NP_611851.1|DMEL	LOC118466557|XP_035791992.1|AALB
OG0004480	anox|NP_001027085.1|DMEL	LOC118463222|XP_035785565.1|AALB
OG0004481	CG42518|NP_001163187.1|DMEL	LOC118464201|XP_035787253.1|AALB
OG0004482	CG15544|NP_651828.2|DMEL	LOC118465315|XP_035789329.1|AALB
OG0004483	CG5339|NP_611846.1|DMEL	LOC118458597|XP_035777165.1|AALB
OG0004484	Hr83|NP_649647.1|DMEL	LOC118456845|XP_035773834.1|AALB
OG0004485	Gr2a|NP_001162633.1|DMEL	LOC118468398|XP_035795055.1|AALB
OG0004486	UQCR-6.4|NP_611233.1|DMEL	LOC118465735|XP_035790089.1|AALB
OG0004487	Papst2|NP_648954.1|DMEL	LOC118466360|XP_035791420.1|AALB
OG0004488	ppk25|NP_995766.1|DMEL	LOC118464608|XP_035787946.1|AALB
OG0004504	CkIIalpha|NP_001036624.1|DMEL	LOC118467646|XP_035794274.1|AALB
OG0004505	Abi|NP_001247091.1|DMEL	LOC118462419|XP_035784019.1|AALB
OG0004506	CG4849|NP_651605.1|DMEL	LOC118460235|XP_035780282.1|AALB
OG0004507	CG18048|NP_649646.3|DMEL	LOC118459163|XP_035778181.1|AALB
OG0004508	beat-VII|NP_733162.2|DMEL	LOC118459141|XP_035778116.1|AALB
OG0004509	PCID2|NP_648486.1|DMEL	LOC118456379|XP_035772959.1|AALB
OG0004510	Rok|NP_536796.2|DMEL	LOC118462151|XP_035783997.1|AALB
OG0004511	tnc|NP_651318.3|DMEL	LOC118464301|XP_035787483.1|AALB
OG0004512	PlexA|NP_524637.2|DMEL	LOC118456316|XP_035772852.1|AALB
OG0004513	onecut|NP_524842.2|DMEL	LOC118459015|XP_035777914.1|AALB
OG0004514	Asator|NP_651924.2|DMEL	LOC118462866|XP_035784821.1|AALB
OG0004515	yl|NP_996433.1|DMEL	LOC118466255|XP_035791201.1|AALB
OG0004516	Rab40|NP_727611.1|DMEL	LOC118461442|XP_035782657.1|AALB
OG0004517	CG7766|NP_001245588.1|DMEL	LOC118461395|XP_035782594.1|AALB
OG0004518	tay|NP_001259585.1|DMEL	LOC118464528|XP_035787861.1|AALB
OG0004519	eEF1gamma|NP_652000.1|DMEL	LOC118463497|XP_035785989.1|AALB
OG0004520	Rhp|NP_511168.3|DMEL	LOC118464870|XP_035788492.1|AALB
OG0004521	mle|NP_476641.1|DMEL	LOC118467813|XP_035794582.1|AALB
OG0004522	Rbm13|NP_572508.1|DMEL	LOC118459085|XP_035778042.1|AALB
OG0004523	CG12054|NP_651853.1|DMEL	LOC118463585|XP_035786125.1|AALB
OG0004524	Spg7|NP_570017.1|DMEL	LOC118461269|XP_035782338.1|AALB
OG0004525	Nadsyn|NP_572913.1|DMEL	LOC118456737|XP_035773682.1|AALB
OG0004526	ovo|NP_726971.1|DMEL	LOC118456707|XP_035773638.1|AALB
OG0004527	eIF2Bbeta|NP_570020.1|DMEL	LOC118463953|XP_035786828.1|AALB
OG0004528	CG15456|NP_652292.1|DMEL	LOC118461672|XP_035783157.1|AALB
OG0004529	CG42699|NP_572263.2|DMEL	LOC118468306|XP_035794939.1|AALB
OG0004530	CDC50|NP_573128.2|DMEL	LOC118467549|XP_035794040.1|AALB, LOC118464746|XP_035788290.1|AALB
OG0004531	CG13847|NP_651043.2|DMEL	LOC118461079|XP_035781868.1|AALB
OG0004532	HDAC6|NP_001259569.1|DMEL	LOC118464843|XP_035788444.1|AALB
OG0004533	CG2200|NP_572852.1|DMEL	LOC118458929|XP_035777795.1|AALB
OG0004534	RpLP2|NP_523764.1|DMEL	LOC118458198|XP_035776336.1|AALB
OG0004535	st|NP_524108.1|DMEL	LOC118461882|XP_035783615.1|AALB
OG0004536	RhoGAP19D|NP_001285496.1|DMEL	LOC118461797|XP_035783434.1|AALB
OG0004537	iav|NP_572353.1|DMEL	LOC118461347|XP_035782462.1|AALB
OG0004538	CG5504|NP_995932.1|DMEL	LOC118463153|XP_035785427.1|AALB
OG0004539	DPCoAC|NP_650891.1|DMEL	LOC118462955|XP_035785002.1|AALB
OG0004540	BTBD9|NP_572649.1|DMEL	LOC118462673|XP_035784465.1|AALB
OG0004541	Pcl|NP_476672.1|DMEL	LOC118465214|XP_035789102.1|AALB
OG0004542	su_r_|NP_727320.1|DMEL	LOC118466062|XP_035790818.1|AALB
OG0004543	CG42749|NP_001188545.1|DMEL	LOC118462473|XP_035784067.1|AALB
OG0004544	ebo|NP_001284739.1|DMEL	LOC118458630|XP_035777216.1|AALB
OG0004545	CG5380|NP_651029.1|DMEL	LOC118463871|XP_035786682.1|AALB
OG0004546	fsd|NP_610851.2|DMEL	LOC118462037|XP_035783904.1|AALB
OG0004547	eIF2Bepsilon|NP_569961.2|DMEL	LOC118457715|XP_035775398.1|AALB
OG0004548	CG32536|NP_728237.1|DMEL	LOC118459094|XP_035778054.1|AALB
OG0004549	Hmt4-20|NP_569853.1|DMEL	LOC118460410|XP_035780594.1|AALB
OG0004550	Tbh|NP_788884.1|DMEL	LOC118465293|XP_035789242.1|AALB
OG0004551	MED8|NP_722456.1|DMEL	LOC118465661|XP_035789973.1|AALB, LOC118463214|XP_035785550.1|AALB
OG0004552	wupA|NP_728142.1|DMEL	LOC118464875|XP_035788507.1|AALB
OG0004553	Cdc6|NP_648247.1|DMEL	LOC118463593|XP_035786145.1|AALB
OG0004554	crm|NP_477105.2|DMEL	LOC118459599|XP_035779040.1|AALB
OG0004556	CG7332|NP_573338.1|DMEL	LOC118461421|XP_035782623.1|AALB
OG0004558	Cluap1|NP_608470.1|DMEL	LOC118465029|XP_035788790.1|AALB
OG0004559	SdhD|NP_651181.1|DMEL	LOC118466556|XP_035791991.1|AALB
OG0004560	eIF4B|NP_001015319.1|DMEL	LOC118465323|XP_035789353.1|AALB
OG0004561	CG14853|NP_650376.1|DMEL	LOC118459758|XP_035779348.1|AALB
OG0004562	CG6972|NP_001303445.1|DMEL	LOC118465957|XP_035790595.1|AALB
OG0004563	CG6125|NP_732032.1|DMEL	LOC118465919|XP_035790509.1|AALB
OG0004564	CG4770|NP_650848.1|DMEL	LOC118465931|XP_035790532.1|AALB
OG0004565	CG3631|NP_731951.2|DMEL	LOC118462572|XP_035784272.1|AALB
OG0004566	CG2124|NP_572638.1|DMEL	LOC118460349|XP_035780480.1|AALB
OG0004567	UbcE2H|NP_572438.1|DMEL	LOC118467245|XP_035793407.1|AALB, LOC118468609|XP_035795500.1|AALB
OG0004568	Nmdar2|NP_001014714.1|DMEL	LOC118461353|XP_035782475.1|AALB
OG0004569	CG32944|NP_788574.3|DMEL	LOC118459818|XP_035779468.1|AALB
OG0004570	Khc|NP_476590.1|DMEL	LOC118461211|XP_035782212.1|AALB
OG0004571	Pgant7|NP_573301.2|DMEL	LOC118464356|XP_035787576.1|AALB
OG0004572	CG15432|NP_608832.1|DMEL	LOC118468793|XP_035795894.1|AALB
OG0004573	CG7702|NP_650740.1|DMEL	LOC118464682|XP_035788101.1|AALB
OG0004574	MCTS1|NP_572288.1|DMEL	LOC118466219|XP_035791137.1|AALB
OG0004575	CG5937|NP_001096888.2|DMEL	LOC118459874|XP_035779559.1|AALB
OG0004576	COX7A|NP_001246986.1|DMEL	LOC118456822|XP_035773812.1|AALB
OG0004578	Dlic|NP_572694.1|DMEL	LOC118458869|XP_035777715.1|AALB
OG0004580	CG34309|NP_001097771.1|DMEL	LOC118460457|XP_035780673.1|AALB
OG0004581	Sra-1|NP_650447.1|DMEL	LOC118458283|XP_035776502.1|AALB
OG0004582	Ptx1|NP_001138130.2|DMEL	LOC118457018|XP_035774147.1|AALB
OG0004583	CG12121|NP_572545.1|DMEL	LOC118458990|XP_035777886.1|AALB
OG0004584	U3-55K|NP_001014529.1|DMEL	LOC118457086|XP_035774269.1|AALB
OG0004585	Capa|NP_524552.1|DMEL	LOC118465715|XP_035790045.1|AALB
OG0004586	CG4041|NP_572197.4|DMEL	LOC118463038|XP_035785179.1|AALB
OG0004587	chp|NP_001263137.1|DMEL	LOC118458592|XP_035777157.1|AALB
OG0004588	CG1542|NP_651850.1|DMEL	LOC118460238|XP_035780287.1|AALB
OG0004589	l_1_G0196|NP_001097041.2|DMEL	LOC118461680|XP_035783167.1|AALB
OG0004590	kay|NP_001027577.2|DMEL	LOC118461225|XP_035782207.1|AALB
OG0004591	yata|NP_651722.1|DMEL	LOC118461216|XP_035782179.1|AALB
OG0004592	CG1461|NP_572953.1|DMEL	LOC118457580|XP_035775155.1|AALB
OG0004593	sicily|NP_572765.1|DMEL	LOC118457613|XP_035775222.1|AALB
OG0004594	Nrg|NP_001245581.1|DMEL	LOC118458807|XP_035777572.1|AALB
OG0004595	Ahcy|NP_511164.2|DMEL	LOC118461127|XP_035781977.1|AALB, LOC118465052|XP_035788827.1|AALB
OG0004596	ase|NP_476694.1|DMEL	LOC118466729|XP_035792348.1|AALB
OG0004597	Spt7|NP_573248.2|DMEL	LOC118459311|XP_035778454.1|AALB
OG0004598	Mo25|NP_524117.1|DMEL	LOC118465554|XP_035789784.1|AALB
OG0004600	Tango10|NP_572743.1|DMEL	LOC118466267|XP_035791270.1|AALB
OG0004601	dy|NP_511130.2|DMEL	LOC118461874|XP_035783603.1|AALB
OG0004602	ATPsyndelta|NP_572610.1|DMEL	LOC118461250|XP_035782259.1|AALB, LOC118463348|XP_035785758.1|AALB
OG0004603	cold|NP_608536.1|DMEL	LOC118458199|XP_035776340.1|AALB
OG0004604	CG12056|NP_572535.1|DMEL	LOC118459617|XP_035779085.1|AALB
OG0004605	mgl|NP_001096924.2|DMEL	LOC118456225|XP_035772742.1|AALB
OG0004606	Ask1|NP_477089.3|DMEL	LOC118468504|XP_035795232.1|AALB
OG0004607	fd3F|NP_001356931.1|DMEL	LOC118467267|XP_035793491.1|AALB
OG0004608	Nup153|NP_001097002.1|DMEL	LOC118458492|XP_035776941.1|AALB
OG0004609	CG4239|NP_573122.1|DMEL	LOC118460652|XP_035781012.1|AALB
OG0004610	CG2246|NP_001189321.1|DMEL	LOC118458542|XP_035777031.1|AALB
OG0004611	aralar1|NP_001247368.1|DMEL	LOC118466424|XP_035791601.1|AALB
OG0004612	CG2224|NP_651796.1|DMEL	LOC118466460|XP_035791714.1|AALB
OG0004613	CG6218|NP_650448.1|DMEL	LOC118460043|XP_035779944.1|AALB
OG0004614	DNAlig4|NP_572907.1|DMEL	LOC118462548|XP_035784210.1|AALB
