Orthogroup	DMEL.longest_only	CPIP.longest_only
OG0003115	CCHa1-R|NP_611241.2|DMEL	LOC120419951|XP_039438745.1|CPIP
OG0003116	CG34370|NP_001097404.2|DMEL	LOC120419928|XP_039438727.1|CPIP
OG0003117	CG14182|NP_649163.1|DMEL	LOC120412521|XP_039428949.1|CPIP
OG0003118	CG32085|NP_729732.1|DMEL	LOC120417971|XP_039436144.1|CPIP
OG0003119	RIOK1|NP_648489.1|DMEL	LOC120418007|XP_039436185.1|CPIP
OG0003120	CG42672|NP_726059.5|DMEL	LOC120417548|XP_039435564.1|CPIP
OG0003121	SmydA-4|NP_572675.1|DMEL	LOC120424716|XP_039444836.1|CPIP
OG0003122	CG13868|NP_001368955.1|DMEL	LOC120420836|XP_039439891.1|CPIP
OG0003123	26-29-p|NP_620470.1|DMEL	LOC120420843|XP_039439894.1|CPIP
OG0003124	CG42380|NP_001137736.1|DMEL	LOC120425268|XP_039445646.1|CPIP
OG0003125	nuf|NP_001246751.1|DMEL	LOC120430004|XP_039451037.1|CPIP
OG0003126	sona|NP_001137746.1|DMEL	LOC120422180|XP_039441489.1|CPIP
OG0003127	CG5532|NP_611826.1|DMEL	LOC120422170|XP_039441481.1|CPIP
OG0003128	CG44836|NP_730167.2|DMEL	LOC120420417|XP_039439370.1|CPIP
OG0003129	clu|NP_611095.1|DMEL	LOC120420423|XP_039439377.1|CPIP
OG0003130	CG8204|NP_611050.1|DMEL	LOC120420436|XP_039439397.1|CPIP
OG0003131	Nup62|NP_611120.1|DMEL	LOC120427544|XP_039448353.1|CPIP
OG0003132	CG5376|NP_651054.1|DMEL	LOC120414233|XP_039431277.1|CPIP, LOC120424576|XP_039444676.1|CPIP
OG0003133	CG3253|NP_611886.1|DMEL	LOC120414232|XP_039431276.1|CPIP, LOC120432001|XP_039453067.1|CPIP
OG0003134	Diap2|NP_477127.1|DMEL	LOC120421687|XP_039440858.1|CPIP
OG0003135	Ide|NP_524182.3|DMEL	LOC120424413|XP_039444458.1|CPIP
OG0003139	CG7407|NP_649364.1|DMEL	LOC120415252|XP_039432652.1|CPIP, LOC120415231|XP_039432622.1|CPIP
OG0003140	Toll-7|NP_523797.1|DMEL	LOC120415224|XP_039432613.1|CPIP
OG0003141	CG8841|NP_610760.1|DMEL	LOC120419609|XP_039438283.1|CPIP
OG0003142	cg|NP_001097306.2|DMEL	LOC120419588|XP_039438250.1|CPIP
OG0003143	Asciz|NP_647776.1|DMEL	LOC120415310|XP_039432724.1|CPIP
OG0003144	par-1|NP_995894.2|DMEL	LOC120418433|XP_039436750.1|CPIP
OG0003145	Eaf|NP_610273.1|DMEL	LOC120418454|XP_039436813.1|CPIP
OG0003146	ADD1|NP_725094.1|DMEL	LOC120426475|XP_039447172.1|CPIP
OG0003147	CG17839|NP_996085.2|DMEL	LOC120428762|XP_039449778.1|CPIP
OG0003148	Rbbp5|NP_649209.1|DMEL	LOC120428599|XP_039449556.1|CPIP
OG0003149	Ocrl|NP_569962.2|DMEL	LOC120428595|XP_039449552.1|CPIP
OG0003150	Slik|NP_726441.1|DMEL	LOC120420377|XP_039439315.1|CPIP
OG0003151	Coq3|NP_610092.2|DMEL	LOC120416201|XP_039433821.1|CPIP
OG0003152	icln|NP_611237.2|DMEL	LOC120414890|XP_039432147.1|CPIP
OG0003153	GPHR|NP_611016.2|DMEL	LOC120414918|XP_039432184.1|CPIP
OG0003154	spn-E|NP_476741.1|DMEL	LOC120414861|XP_039432114.1|CPIP
OG0003155	CG9143|NP_611467.1|DMEL	LOC120414903|XP_039432166.1|CPIP
OG0003156	l_2_k09913|NP_611751.1|DMEL	LOC120418435|XP_039436774.1|CPIP
OG0003157	gkt|NP_523465.2|DMEL	LOC120418450|XP_039436807.1|CPIP
OG0003158	Hacl|NP_611460.1|DMEL	LOC120417246|XP_039435139.1|CPIP
OG0003159	EndoB|NP_611410.1|DMEL	LOC120427766|XP_039448612.1|CPIP
OG0003160	CG11275|NP_611649.1|DMEL	LOC120427762|XP_039448606.1|CPIP
OG0003161	CG12343|NP_610617.1|DMEL	LOC120427043|XP_039447808.1|CPIP
OG0003162	Vps25|NP_610398.1|DMEL	LOC120428139|XP_039449058.1|CPIP, LOC120424446|XP_039444511.1|CPIP, LOC120424443|XP_039444510.1|CPIP
OG0003163	ND-ACP|NP_001261250.1|DMEL	LOC120425296|XP_039445698.1|CPIP
OG0003164	l_2_k09848|NP_610200.1|DMEL	LOC120424378|XP_039444414.1|CPIP
OG0003165	Ehbp1|NP_995865.2|DMEL	LOC120417981|XP_039436155.1|CPIP
OG0003166	CG9304|NP_611624.3|DMEL	LOC120417994|XP_039436172.1|CPIP
OG0003167	ena|NP_001137709.1|DMEL	LOC120428521|XP_039449478.1|CPIP
OG0003168	Nmdmc|NP_476929.1|DMEL	LOC120428517|XP_039449472.1|CPIP, LOC120428518|XP_039449473.1|CPIP
OG0003169	CG2608|NP_610042.1|DMEL	LOC120421474|XP_039440625.1|CPIP
OG0003170	RhoGEF2|NP_477317.1|DMEL	LOC120421455|XP_039440600.1|CPIP
OG0003171	CG11474|NP_611634.1|DMEL	LOC120421460|XP_039440605.1|CPIP
OG0003172	CG42542|NP_001163614.1|DMEL	LOC120427531|XP_039448331.1|CPIP
OG0003173	Prosbeta7|NP_649529.1|DMEL	LOC120415152|XP_039432521.1|CPIP
OG0003174	AP-1mu|NP_649906.1|DMEL	LOC120426100|XP_039446737.1|CPIP
OG0003175	mrj|NP_725545.2|DMEL	LOC120425519|XP_039446002.1|CPIP
OG0003176	Uch|NP_476940.1|DMEL	LOC120429990|XP_039451017.1|CPIP
OG0003177	Tim10|NP_611606.1|DMEL	LOC120425538|XP_039446033.1|CPIP
OG0003178	NC2alpha|NP_611601.2|DMEL	LOC120419168|XP_039437754.1|CPIP, LOC120425536|XP_039446030.1|CPIP
OG0003179	Tbp|NP_523805.1|DMEL	LOC120419164|XP_039437748.1|CPIP
OG0003180	S2P|NP_610705.1|DMEL	LOC120425526|XP_039446014.1|CPIP, LOC120419159|XP_039437742.1|CPIP
OG0003181	CG13016|NP_610929.2|DMEL	LOC120419158|XP_039437741.1|CPIP, LOC120425527|XP_039446015.1|CPIP
OG0003183	drk|NP_476858.1|DMEL	LOC120430841|XP_039451902.1|CPIP
OG0003184	Bmcp|NP_648501.1|DMEL	LOC120415861|XP_039433432.1|CPIP
OG0003185	Dp|NP_477039.1|DMEL	LOC120431569|XP_039452610.1|CPIP, LOC120429995|XP_039451026.1|CPIP
OG0003186	CG30259|NP_611708.2|DMEL	LOC120425514|XP_039445996.1|CPIP
OG0003187	CG15435|NP_608838.1|DMEL	LOC120417933|XP_039436104.1|CPIP, LOC120429068|XP_039450150.1|CPIP
OG0003188	Ssdp|NP_001262698.1|DMEL	LOC120428789|XP_039449823.1|CPIP
OG0003189	ND-39|NP_649234.1|DMEL	LOC120415869|XP_039433439.1|CPIP
OG0003190	Ns2|NP_611232.1|DMEL	LOC120428798|XP_039449831.1|CPIP
OG0003191	Pmm2|NP_648589.1|DMEL	LOC120412332|XP_039428666.1|CPIP
OG0003192	Hsc70Cb|NP_001189103.1|DMEL	LOC120425958|XP_039446537.1|CPIP
OG0003193	Lam|NP_476616.1|DMEL	LOC120416817|XP_039434631.1|CPIP
OG0003194	bmm|NP_001163445.1|DMEL	LOC120428645|XP_039449621.1|CPIP
OG0003195	Sf3b5|NP_652189.1|DMEL	LOC120430999|XP_039452093.1|CPIP
OG0003196	Mtr3|NP_649157.1|DMEL	LOC120430998|XP_039452092.1|CPIP
OG0003197	ome|NP_001097606.1|DMEL	LOC120418193|XP_039436429.1|CPIP
OG0003198	cort|NP_523494.1|DMEL	LOC120418205|XP_039436446.1|CPIP
OG0003199	mthl14|NP_728509.1|DMEL	LOC120416999|XP_039434875.1|CPIP
OG0003200	SCAP|NP_788277.1|DMEL	LOC120421851|XP_039441073.1|CPIP, LOC120426229|XP_039446902.1|CPIP
OG0003201	Prosap|NP_610925.3|DMEL	LOC120426621|XP_039447347.1|CPIP, LOC120426615|XP_039447341.1|CPIP
OG0003202	mus301|NP_648178.1|DMEL	LOC120414934|XP_039432199.1|CPIP, LOC120414936|XP_039432201.1|CPIP
OG0003203	aPKC|NP_001260984.1|DMEL	LOC120424708|XP_039444821.1|CPIP
OG0003204	InR|NP_001138093.1|DMEL	LOC120422667|XP_039442106.1|CPIP
OG0003205	Mtpbeta|NP_477378.1|DMEL	LOC120422673|XP_039442115.1|CPIP
OG0003206	l_2_k10201|NP_788296.1|DMEL	LOC120418595|XP_039436975.1|CPIP
OG0003207	Ctl2|NP_651670.1|DMEL	LOC120430866|XP_039451924.1|CPIP, LOC120429776|XP_039450768.1|CPIP
OG0003208	vsg|NP_001261646.1|DMEL	LOC120429780|XP_039450773.1|CPIP, LOC120431050|XP_039452138.1|CPIP
OG0003209	LTV1|NP_610620.1|DMEL	LOC120430279|XP_039451305.1|CPIP, LOC120416350|XP_039434015.1|CPIP
OG0003210	Nup37|NP_651360.1|DMEL	LOC120420337|XP_039439266.1|CPIP
OG0003211	CG7544|NP_611015.1|DMEL	LOC120420336|XP_039439265.1|CPIP
OG0003212	MBD-R2|NP_731688.2|DMEL	LOC120420082|XP_039438945.1|CPIP
OG0003213	CG8435|NP_611092.2|DMEL	LOC120414940|XP_039432204.1|CPIP
OG0003214	cora|NP_523791.2|DMEL	LOC120427505|XP_039448293.1|CPIP, LOC120425105|XP_039445433.1|CPIP
OG0003215	Fkbp12|NP_523792.2|DMEL	LOC120427511|XP_039448307.1|CPIP
OG0003216	CG8740|NP_001137621.1|DMEL	LOC120427502|XP_039448290.1|CPIP
OG0003217	CSN7|NP_610379.2|DMEL	LOC120422236|XP_039441557.1|CPIP
OG0003218	CG14186|NP_649174.1|DMEL	LOC120416337|XP_039433998.1|CPIP
OG0003219	Neurl4|NP_648688.2|DMEL	LOC120416341|XP_039434002.1|CPIP
OG0003220	CG10383|NP_609896.1|DMEL	LOC120428929|XP_039450005.1|CPIP
OG0003221	CG8915|NP_573208.1|DMEL	LOC120423798|XP_039443651.1|CPIP
OG0003222	CG2121|NP_001137618.1|DMEL	LOC120423810|XP_039443664.1|CPIP
OG0003223	CG8321|NP_610720.1|DMEL	LOC120423905|XP_039443819.1|CPIP
OG0003224	Hsf|NP_001036555.1|DMEL	LOC120428247|XP_039449163.1|CPIP
OG0003225	spag4|NP_609510.2|DMEL	LOC120426352|XP_039447047.1|CPIP
OG0003226	lola|NP_788313.1|DMEL	LOC120429225|XP_039450373.1|CPIP
OG0003229	CG5969|NP_788549.1|DMEL	LOC120415109|XP_039432462.1|CPIP
OG0003233	CG13204|NP_610678.1|DMEL	LOC120416441|XP_039434128.1|CPIP
OG0003250	CG5382|NP_732721.1|DMEL	LOC120432230|XP_039453341.1|CPIP
OG0003251	Spag1|NP_651514.1|DMEL	LOC120432228|XP_039453338.1|CPIP
OG0003252	btn|NP_732768.1|DMEL	LOC120432315|XP_039453433.1|CPIP
OG0003253	CG5608|NP_650208.1|DMEL	LOC120415061|XP_039432382.1|CPIP
OG0003254	MAGE|NP_649702.2|DMEL	LOC120422088|XP_039441370.1|CPIP
OG0003255	CG1750|NP_651857.2|DMEL	LOC120422081|XP_039441361.1|CPIP
OG0003256	bigmax|NP_651556.2|DMEL	LOC120421080|XP_039440161.1|CPIP
OG0003257	dlg1|NP_001162718.1|DMEL	LOC120415082|XP_039432418.1|CPIP
OG0003258	CG1532|NP_608420.1|DMEL	LOC120432232|XP_039453342.1|CPIP
OG0003259	CG42346|NP_001036306.3|DMEL	LOC120432223|XP_039453332.1|CPIP
OG0003260	CG9915|NP_001097000.1|DMEL	LOC120415048|XP_039432356.1|CPIP
OG0003261	Syt14|NP_001262249.1|DMEL	LOC120431253|XP_039452325.1|CPIP
OG0003262	SF1|NP_524654.2|DMEL	LOC120424013|XP_039443961.1|CPIP
OG0003263	CCT2|NP_572524.1|DMEL	LOC120432245|XP_039453353.1|CPIP
OG0003264	CG14621|NP_608458.1|DMEL	LOC120430288|XP_039451315.1|CPIP, LOC120430287|XP_039451314.1|CPIP
OG0003265	Orc5|NP_477132.1|DMEL	LOC120418100|XP_039436305.1|CPIP
OG0003266	Cpr|NP_477158.1|DMEL	LOC120412639|XP_039429132.1|CPIP
OG0003267	Pvf1|NP_523407.1|DMEL	LOC120424303|XP_039444321.1|CPIP
OG0003268	CG33203|NP_001138119.2|DMEL	LOC120415881|XP_039433491.1|CPIP
OG0003269	CIA30|NP_651718.1|DMEL	LOC120420955|XP_039440046.1|CPIP
OG0003270	DCX-EMAP|NP_001261850.1|DMEL	LOC120421546|XP_039440743.1|CPIP
OG0003271	Eph|NP_524625.3|DMEL	LOC120422529|XP_039442285.1|CPIP
OG0003272	CG32549|NP_996510.2|DMEL	LOC120418115|XP_039436324.1|CPIP, LOC120428871|XP_039449931.1|CPIP
OG0003273	Ak6|NP_610797.1|DMEL	LOC120415792|XP_039433384.1|CPIP
OG0003274	nej|NP_001188575.1|DMEL	LOC120414169|XP_039431159.1|CPIP
OG0003275	lva|NP_525064.1|DMEL	LOC120424026|XP_039443980.1|CPIP
OG0003276	CSN5|NP_477442.1|DMEL	LOC120429211|XP_039450365.1|CPIP
OG0003277	CG30016|NP_724982.1|DMEL	LOC120432268|XP_039453382.1|CPIP
OG0003278	Slu7|NP_651659.2|DMEL	LOC120431241|XP_039452315.1|CPIP
OG0003279	Nf-YC|NP_572354.1|DMEL	LOC120431434|XP_039452489.1|CPIP
OG0003280	Poxm|NP_001036687.1|DMEL	LOC120432244|XP_039453351.1|CPIP
OG0003281	Cpr92F|NP_650905.2|DMEL	LOC120432304|XP_039453424.1|CPIP
OG0003282	pod1|NP_001245554.1|DMEL	LOC120430542|XP_039451588.1|CPIP, LOC120428503|XP_039449447.1|CPIP
OG0003283	Hakai|NP_001260593.1|DMEL	LOC120413357|XP_039430074.1|CPIP
OG0003284	Pdp|NP_572404.1|DMEL	LOC120418129|XP_039436341.1|CPIP
OG0003285	ATPsynC|NP_651852.1|DMEL	LOC120417923|XP_039436117.1|CPIP
OG0003286	Lerp|NP_001262996.1|DMEL	LOC120432354|XP_039453481.1|CPIP
OG0003287	CCDC151|NP_648520.1|DMEL	LOC120429641|XP_039450602.1|CPIP, LOC120414182|XP_039431194.1|CPIP
OG0003288	Mf|NP_650423.1|DMEL	LOC120414171|XP_039431163.1|CPIP
OG0003289	EMC8-9|NP_611731.1|DMEL	LOC120414191|XP_039431206.1|CPIP
OG0003290	CG14646|NP_649462.1|DMEL	LOC120422451|XP_039441828.1|CPIP
OG0003291	SREBP|NP_730449.1|DMEL	LOC120424177|XP_039444165.1|CPIP, LOC120422531|XP_039441926.1|CPIP
OG0003292	Lsd-2|NP_572996.1|DMEL	LOC120424292|XP_039444308.1|CPIP
OG0003293	CG4557|NP_572360.1|DMEL	LOC120420200|XP_039439118.1|CPIP, LOC120414536|XP_039431680.1|CPIP
OG0003294	Vps50|NP_611258.2|DMEL	LOC120420183|XP_039439093.1|CPIP
OG0003295	Usp2|NP_001285528.1|DMEL	LOC120420185|XP_039439097.1|CPIP
OG0003296	CG45122|NP_001287309.1|DMEL	LOC120420203|XP_039439125.1|CPIP
OG0003297	Fmr1|NP_001247017.1|DMEL	LOC120420176|XP_039439076.1|CPIP
OG0003298	CG5613|NP_573215.1|DMEL	LOC120416888|XP_039434715.1|CPIP
OG0003299	put|NP_001262575.1|DMEL	LOC120419281|XP_039437880.1|CPIP
OG0003300	kibra|NP_001287329.1|DMEL	LOC120419269|XP_039437861.1|CPIP
OG0003301	CG10914|NP_611297.3|DMEL	LOC120416436|XP_039434124.1|CPIP
OG0003302	CG1628|NP_572639.2|DMEL	LOC120413707|XP_039430561.1|CPIP
OG0003303	Ercc1|NP_477468.1|DMEL	LOC120413335|XP_039430045.1|CPIP
OG0003304	Hrd3|NP_651179.1|DMEL	LOC120430281|XP_039451307.1|CPIP
OG0003305	Hs3st-B|NP_573370.1|DMEL	LOC120432624|XP_039453811.1|CPIP
OG0003306	geminin|NP_610218.1|DMEL	LOC120427215|XP_039448009.1|CPIP
OG0003307	Stim|NP_523357.2|DMEL	LOC120413320|XP_039430019.1|CPIP
OG0003308	Sf3b1|NP_001259837.1|DMEL	LOC120413349|XP_039430061.1|CPIP
OG0003309	bves|NP_608426.1|DMEL	LOC120412379|XP_039428742.1|CPIP
OG0003310	CG11095|NP_572927.1|DMEL	LOC120412340|XP_039428678.1|CPIP
OG0003311	mRpL40|NP_524318.1|DMEL	LOC120432550|XP_039453715.1|CPIP
OG0003312	Det|NP_650608.1|DMEL	LOC120427671|XP_039448485.1|CPIP
OG0003313	CG13367|NP_569851.2|DMEL	LOC120419021|XP_039437552.1|CPIP
OG0003314	DNAlig1|NP_611843.2|DMEL	LOC120418871|XP_039437371.1|CPIP
OG0003315	Sep4|NP_728003.1|DMEL	LOC120415624|XP_039433157.1|CPIP
OG0003316	CG11317|NP_001263133.1|DMEL	LOC120428512|XP_039449457.1|CPIP, LOC120421419|XP_039440560.1|CPIP
OG0003317	CG7265|NP_650402.1|DMEL	LOC120426069|XP_039446686.1|CPIP, LOC120431099|XP_039452188.1|CPIP
OG0003318	Mical|NP_001247015.1|DMEL	LOC120426071|XP_039446689.1|CPIP
OG0003319	CG9795|NP_730812.3|DMEL	LOC120417039|XP_039434919.1|CPIP
OG0003320	Gycbeta100B|NP_524603.2|DMEL	LOC120417021|XP_039434894.1|CPIP
OG0003321	CG1544|NP_651849.1|DMEL	LOC120417032|XP_039434909.1|CPIP
OG0003322	Zwilch|NP_733421.1|DMEL	LOC120417041|XP_039434924.1|CPIP
OG0003323	y|NP_476792.1|DMEL	LOC120423062|XP_039442701.1|CPIP
OG0003324	Adar|NP_001368969.1|DMEL	LOC120416935|XP_039434783.1|CPIP
OG0003325	CD98hc|NP_001262354.2|DMEL	LOC120416916|XP_039434756.1|CPIP
OG0003326	Chchd2|NP_573196.1|DMEL	LOC120431413|XP_039452472.1|CPIP
OG0003327	CG11360|NP_001259068.1|DMEL	LOC120413713|XP_039430568.1|CPIP
OG0003328	CG4025|NP_569979.1|DMEL	LOC120426032|XP_039446643.1|CPIP
OG0003329	Lrrk|NP_001262772.1|DMEL	LOC120426024|XP_039446632.1|CPIP, LOC120432109|XP_039453175.1|CPIP
OG0003330	CG3552|NP_001137926.1|DMEL	LOC120421215|XP_039440352.1|CPIP
OG0003331	CG8945|NP_573190.1|DMEL	LOC120412470|XP_039428891.1|CPIP
OG0003332	TH1|NP_573123.1|DMEL	LOC120426599|XP_039447324.1|CPIP
OG0003333	zfh1|NP_733401.3|DMEL	LOC120423490|XP_039443261.1|CPIP, LOC120431336|XP_039452401.1|CPIP
OG0003334	Sec20|NP_649595.1|DMEL	LOC120427228|XP_039448026.1|CPIP, LOC120429019|XP_039450094.1|CPIP
OG0003336	CG6015|NP_651005.1|DMEL	LOC120417690|XP_039435760.1|CPIP
OG0003337	Rpn2|NP_001263057.1|DMEL	LOC120416233|XP_039433862.1|CPIP, LOC120430052|XP_039451080.1|CPIP
OG0003338	naz|NP_732328.1|DMEL	LOC120416252|XP_039433889.1|CPIP
OG0003339	Gycalpha99B|NP_477088.2|DMEL	LOC120419623|XP_039438298.1|CPIP
OG0003340	CG7582|NP_651710.1|DMEL	LOC120419624|XP_039438301.1|CPIP
OG0003341	CG8326|NP_573226.1|DMEL	LOC120417758|XP_039435853.1|CPIP
OG0003342	Gss1|NP_788926.2|DMEL, Gss2|NP_728118.2|DMEL	LOC120417757|XP_039435850.1|CPIP
OG0003343	mmd|NP_001285311.1|DMEL	LOC120421823|XP_039441035.1|CPIP, LOC120413521|XP_039430330.1|CPIP
OG0003344	Eato|NP_001036360.1|DMEL	LOC120426332|XP_039447026.1|CPIP
OG0003345	Flacc|NP_573339.1|DMEL	LOC120418063|XP_039436602.1|CPIP
OG0003346	CstF64|NP_477453.1|DMEL	LOC120415641|XP_039433173.1|CPIP
OG0003347	CG7685|NP_650724.1|DMEL	LOC120416905|XP_039434737.1|CPIP
OG0003348	dind|NP_650741.1|DMEL	LOC120424540|XP_039444638.1|CPIP
OG0003349	CG8745|NP_648665.1|DMEL	LOC120430556|XP_039451605.1|CPIP, LOC120426460|XP_039447158.1|CPIP
OG0003350	unk|NP_001303430.1|DMEL	LOC120426459|XP_039447155.1|CPIP, LOC120432135|XP_039453199.1|CPIP, LOC120430552|XP_039451600.1|CPIP
OG0003351	RpL7A|NP_511063.1|DMEL	LOC120422082|XP_039441362.1|CPIP
OG0003352	PH4alphaEFB|NP_733371.1|DMEL	LOC120414179|XP_039431187.1|CPIP
OG0003353	Fas1|NP_001097814.1|DMEL	LOC120423869|XP_039443751.1|CPIP
OG0003354	Sap-r|NP_524597.1|DMEL	LOC120423868|XP_039443749.1|CPIP
OG0003355	CG42450|NP_001259691.1|DMEL	LOC120418633|XP_039437049.1|CPIP
OG0003356	CG2258|NP_572439.1|DMEL	LOC120419769|XP_039438568.1|CPIP
OG0003357	CG10347|NP_572755.1|DMEL	LOC120419859|XP_039438673.1|CPIP
OG0003358	CG5110|NP_609843.1|DMEL	LOC120429251|XP_039450398.1|CPIP
OG0003359	CG4928|NP_573179.1|DMEL	LOC120418086|XP_039436288.1|CPIP, LOC120419877|XP_039438672.1|CPIP
OG0003360	hiw|NP_511159.3|DMEL	LOC120418076|XP_039436267.1|CPIP, LOC120419869|XP_039438662.1|CPIP
OG0003361	mei-W68|NP_995901.1|DMEL	LOC120419868|XP_039438658.1|CPIP
OG0003362	Acf|NP_536734.2|DMEL	LOC120425006|XP_039445311.1|CPIP
OG0003363	CG7956|NP_001036740.2|DMEL	LOC120425005|XP_039445305.1|CPIP
OG0003364	Timp|NP_731461.1|DMEL	LOC120424937|XP_039445176.1|CPIP
OG0003365	Cerk|NP_730923.1|DMEL	LOC120425467|XP_039445933.1|CPIP
OG0003366	Sgf11|NP_001097638.1|DMEL	LOC120428780|XP_039449800.1|CPIP
OG0003367	Max|NP_649097.1|DMEL	LOC120431383|XP_039452447.1|CPIP
OG0003368	Aldh7A1|NP_649099.1|DMEL	LOC120429236|XP_039450380.1|CPIP
OG0003369	gfzf|NP_001262335.1|DMEL	LOC120429234|XP_039450379.1|CPIP
OG0003370	CG9471|NP_001097729.1|DMEL	LOC120431012|XP_039452104.1|CPIP
OG0003371	Syx16|NP_523420.1|DMEL	LOC120427659|XP_039448467.1|CPIP
OG0003372	St4|NP_610918.1|DMEL	LOC120416563|XP_039434233.1|CPIP
OG0003373	sad|NP_650123.1|DMEL	LOC120428527|XP_039449490.1|CPIP
OG0003374	Tomosyn|NP_001162735.1|DMEL	LOC120430139|XP_039451160.1|CPIP, LOC120432124|XP_039453193.1|CPIP
OG0003375	stumps|NP_731923.2|DMEL	LOC120430511|XP_039451540.1|CPIP, LOC120431549|XP_039452592.1|CPIP
OG0003376	pont|NP_652608.1|DMEL	LOC120429499|XP_039450505.1|CPIP
OG0003377	CG42795|NP_001287272.1|DMEL	LOC120429498|XP_039450503.1|CPIP
OG0003378	CG12259|NP_651595.1|DMEL	LOC120425476|XP_039445945.1|CPIP
OG0003379	Rpn7|NP_651048.1|DMEL	LOC120425475|XP_039445944.1|CPIP
OG0003380	CG13857|NP_651035.1|DMEL	LOC120425491|XP_039445973.1|CPIP
OG0003381	YL-1|NP_609475.1|DMEL	LOC120431908|XP_039452973.1|CPIP, LOC120425117|XP_039445459.1|CPIP
OG0003382	tau|NP_733224.2|DMEL	LOC120425109|XP_039445438.1|CPIP
OG0003383	sage|NP_524287.1|DMEL	LOC120427718|XP_039448553.1|CPIP
OG0003384	U2af38|NP_477208.1|DMEL	LOC120429002|XP_039450076.1|CPIP
OG0003386	CG7006|NP_651296.1|DMEL	LOC120431855|XP_039452925.1|CPIP
OG0003387	CROT|NP_001334704.1|DMEL	LOC120431712|XP_039452773.1|CPIP
OG0003388	CG13004|NP_001245721.1|DMEL	LOC120431766|XP_039452821.1|CPIP
OG0003389	CG3663|NP_611952.1|DMEL	LOC120432139|XP_039453204.1|CPIP
OG0003390	CG6013|NP_650777.1|DMEL	LOC120417852|XP_039436005.1|CPIP
OG0003391	Brf|NP_650616.2|DMEL	LOC120421775|XP_039440976.1|CPIP
OG0003392	CG10340|NP_650565.2|DMEL	LOC120416578|XP_039434250.1|CPIP
OG0003393	Trc8|NP_996303.1|DMEL	LOC120418736|XP_039437143.1|CPIP
OG0003394	bap|NP_732637.1|DMEL	LOC120417199|XP_039435099.1|CPIP
OG0003395	C15|NP_476873.2|DMEL	LOC120417220|XP_039435115.1|CPIP
OG0003396	htt|NP_651629.1|DMEL	LOC120432522|XP_039453673.1|CPIP
OG0003397	lmd|NP_732811.1|DMEL	LOC120420738|XP_039439766.1|CPIP
OG0003399	CG11920|NP_651335.2|DMEL	LOC120420794|XP_039439841.1|CPIP
OG0003400	CG13654|NP_651350.2|DMEL	LOC120431844|XP_039452907.1|CPIP
OG0003401	SKIP|NP_001262827.1|DMEL	LOC120422308|XP_039441633.1|CPIP
OG0003402	CG13407|NP_651009.1|DMEL	LOC120424505|XP_039444590.1|CPIP
OG0003403	Nurf-38|NP_523849.3|DMEL	LOC120424508|XP_039444595.1|CPIP
OG0003404	CG14367|NP_650305.1|DMEL	LOC120429670|XP_039450632.1|CPIP
OG0003405	mms4|NP_610611.1|DMEL	LOC120428994|XP_039450066.1|CPIP
OG0003406	RpL4|NP_524538.2|DMEL	LOC120430495|XP_039451526.1|CPIP
OG0003407	BCAS2|NP_651596.1|DMEL	LOC120430496|XP_039451527.1|CPIP
OG0003408	Rrp6|NP_001097795.1|DMEL	LOC120428992|XP_039450065.1|CPIP
OG0003409	Mitofilin|NP_001262819.1|DMEL	LOC120428995|XP_039450068.1|CPIP
OG0003410	Sar1|NP_732717.1|DMEL	LOC120426738|XP_039447449.1|CPIP
OG0003411	mtSSB|NP_536744.2|DMEL	LOC120421806|XP_039441017.1|CPIP
OG0003412	Cpsf100|NP_651658.1|DMEL	LOC120421803|XP_039441015.1|CPIP
OG0003413	CG9766|NP_001097672.1|DMEL	LOC120416938|XP_039434792.1|CPIP
OG0003414	CG4914|NP_648711.1|DMEL	LOC120415563|XP_039433073.1|CPIP, LOC120415828|XP_039433397.1|CPIP
OG0003415	CG15890|NP_572968.1|DMEL	LOC120416615|XP_039434351.1|CPIP
OG0003416	ppan|NP_476979.1|DMEL	LOC120416649|XP_039434396.1|CPIP
OG0003417	Hmgcr|NP_732900.1|DMEL	LOC120415604|XP_039433134.1|CPIP
OG0003418	Vha55|NP_476908.1|DMEL	LOC120418739|XP_039437148.1|CPIP, LOC120421090|XP_039440167.1|CPIP
OG0003419	e|NP_524431.2|DMEL	LOC120418744|XP_039437154.1|CPIP, LOC120421095|XP_039440172.1|CPIP
OG0003420	Nelf-A|NP_001262804.1|DMEL	LOC120421091|XP_039440168.1|CPIP, LOC120418741|XP_039437151.1|CPIP
OG0003421	CG14516|NP_651674.3|DMEL	LOC120428659|XP_039449640.1|CPIP
OG0003422	CG14512|NP_651673.1|DMEL	LOC120428662|XP_039449644.1|CPIP, LOC120427075|XP_039447847.1|CPIP
OG0003423	CG4975|NP_001137694.1|DMEL	LOC120431603|XP_039452641.1|CPIP
OG0003424	CG5854|NP_651196.1|DMEL	LOC120426011|XP_039446617.1|CPIP
OG0003425	RpI12|NP_524439.1|DMEL	LOC120426250|XP_039446922.1|CPIP
OG0003426	Mekk1|NP_732373.1|DMEL	LOC120422541|XP_039441939.1|CPIP
OG0003427	CG7706|NP_650742.2|DMEL	LOC120422566|XP_039441986.1|CPIP
OG0003428	Cln3|NP_649011.1|DMEL	LOC120425750|XP_039446290.1|CPIP
OG0003429	mRpL43|NP_523828.1|DMEL	LOC120418342|XP_039436625.1|CPIP
