Orthogroup	DMEL.longest_only	BTRY.longest_only
OG0004090	BRWD3|NP_732982.1|DMEL	LOC120780231|XP_039968415.1|BTRY
OG0004091	CG6974|NP_650414.1|DMEL	LOC120775502|XP_039961646.1|BTRY
OG0004092	Setd3|NP_727144.1|DMEL	LOC120775805|XP_039962088.1|BTRY
OG0004094	CG6414|NP_570089.1|DMEL	LOC120776147|XP_039962622.1|BTRY, LOC120774515|XP_039960144.1|BTRY, LOC120776146|XP_039962620.1|BTRY
OG0004095	CG14721|NP_650110.3|DMEL	LOC120780515|XP_039968743.1|BTRY
OG0004096	pll|NP_476971.1|DMEL	LOC120773093|XP_039958000.1|BTRY
OG0004097	ste14|NP_648623.1|DMEL	LOC120778705|XP_039966599.1|BTRY
OG0004098	CG14905|NP_650569.1|DMEL	LOC120777917|XP_039965435.1|BTRY
OG0004099	ctrip|NP_649496.3|DMEL	LOC120773217|XP_039958077.1|BTRY
OG0004100	opa|NP_001368991.1|DMEL	LOC120766397|XP_039947778.1|BTRY
OG0004101	Gnf1|NP_001014605.1|DMEL	LOC120774874|XP_039960664.1|BTRY
OG0004102	Cdep|NP_001097685.2|DMEL	LOC120770574|XP_039954126.1|BTRY
OG0004103	Vps2|NP_651455.1|DMEL	LOC120780236|XP_039968425.1|BTRY
OG0004104	CG4374|NP_651146.2|DMEL	LOC120766909|XP_039948590.1|BTRY
OG0004105	l_3_72Ab|NP_648818.3|DMEL	LOC120776648|XP_039963417.1|BTRY
OG0004106	Arv1|NP_730651.1|DMEL	LOC120777502|XP_039964787.1|BTRY
OG0004107	ProRS-m|NP_647737.1|DMEL	LOC120771761|XP_039955876.1|BTRY
OG0004108	Set|NP_650438.2|DMEL	LOC120766264|XP_039947585.1|BTRY
OG0004109	CG5728|NP_651245.1|DMEL	LOC120780239|XP_039968430.1|BTRY
OG0004110	RpLP0|NP_524211.1|DMEL	LOC120777965|XP_039965518.1|BTRY
OG0004111	CG5028|NP_001097922.1|DMEL	LOC120770449|XP_039953862.1|BTRY
OG0004112	CG6154|NP_733146.2|DMEL	LOC120778857|XP_039966822.1|BTRY
OG0004113	Sep1|NP_523430.1|DMEL	LOC120775890|XP_039962212.1|BTRY
OG0004114	Snx27|NP_727023.1|DMEL	LOC120774858|XP_039960617.1|BTRY
OG0004115	AdamTS-B|NP_572247.2|DMEL	LOC120775982|XP_039962339.1|BTRY
OG0004116	RASSF8|NP_651411.1|DMEL	LOC120782835|XP_039971291.1|BTRY
OG0004117	CG7379|NP_650656.1|DMEL	LOC120782642|XP_039970945.1|BTRY
OG0004118	Rab4|NP_523777.1|DMEL	LOC120772241|XP_039956670.1|BTRY, LOC120772255|XP_039956692.1|BTRY
OG0004119	Cbp20|NP_524396.1|DMEL	LOC120782715|XP_039971070.1|BTRY
OG0004120	ear|NP_001262595.1|DMEL	LOC120770890|XP_039954483.1|BTRY
OG0004121	CG13707|NP_001246634.1|DMEL	LOC120776706|XP_039963536.1|BTRY
OG0004122	mRpS10|NP_524355.2|DMEL	LOC120771428|XP_039955357.1|BTRY
OG0004123	E2f1|NP_001262809.1|DMEL	LOC120782445|XP_039970669.1|BTRY
OG0004124	hep|NP_001368982.1|DMEL	LOC120774530|XP_039960176.1|BTRY
OG0004125	RpL32|NP_733339.1|DMEL	LOC120766835|XP_039948480.1|BTRY
OG0004126	Axn|NP_733336.1|DMEL	LOC120774099|XP_039959386.1|BTRY
OG0004127	RpL13|NP_523530.1|DMEL	LOC120769336|XP_039952227.1|BTRY
OG0004128	CG31249|NP_732262.1|DMEL	LOC120769161|XP_039951981.1|BTRY
OG0004129	Mtor|NP_477067.2|DMEL	LOC120770223|XP_039953437.1|BTRY, LOC120770165|XP_039953307.1|BTRY
OG0004130	Dop2R|NP_001014758.2|DMEL	LOC120775325|XP_039961399.1|BTRY
OG0004131	CG5916|NP_650524.1|DMEL	LOC120775376|XP_039961474.1|BTRY
OG0004132	CG2162|NP_001163332.2|DMEL	LOC120778750|XP_039966658.1|BTRY
OG0004133	Hacd1|NP_609534.1|DMEL	LOC120768169|XP_039950667.1|BTRY
OG0004134	Ythdf|NP_651322.1|DMEL	LOC120780286|XP_039968486.1|BTRY
OG0004135	cic|NP_001262755.1|DMEL	LOC120766849|XP_039948497.1|BTRY
OG0004136	Pbp95|NP_649760.1|DMEL	LOC120770161|XP_039953305.1|BTRY
OG0004137	Pdrg1|NP_610538.1|DMEL	LOC120771763|XP_039955878.1|BTRY
OG0004138	Smn|NP_524112.1|DMEL	LOC120775884|XP_039962195.1|BTRY
OG0004139	CG10793|NP_570054.2|DMEL	LOC120776050|XP_039962441.1|BTRY
OG0004140	CG4593|NP_572377.2|DMEL	LOC120772526|XP_039957124.1|BTRY
OG0004141	side-VIII|NP_001097382.2|DMEL	LOC120770434|XP_039953830.1|BTRY
OG0004142	Coq8|NP_572836.1|DMEL	LOC120774118|XP_039959413.1|BTRY
OG0004143	Aos1|NP_650198.1|DMEL	LOC120766826|XP_039948472.1|BTRY
OG0004144	Srp54|NP_477347.1|DMEL	LOC120777299|XP_039964450.1|BTRY
OG0004145	Sbp2|NP_648204.1|DMEL	LOC120777536|XP_039964857.1|BTRY
OG0004146	Hmt-1|NP_650503.1|DMEL	LOC120776435|XP_039963026.1|BTRY
OG0004147	CG4709|NP_609331.1|DMEL	LOC120769194|XP_039952023.1|BTRY
OG0004148	CG14395|NP_650222.2|DMEL	LOC120766784|XP_039948411.1|BTRY
OG0004149	CG31176|NP_732650.1|DMEL	LOC120782708|XP_039971059.1|BTRY
OG0004150	Mau2|NP_650428.1|DMEL	LOC120773725|XP_039958716.1|BTRY
OG0004151	pasha|NP_651879.1|DMEL	LOC120782679|XP_039971001.1|BTRY
OG0004152	CG14669|NP_649537.5|DMEL	LOC120766489|XP_039947974.1|BTRY
OG0004153	san|NP_524779.1|DMEL	LOC120772013|XP_039956313.1|BTRY
OG0004154	TMS1|NP_001261947.1|DMEL	LOC120777422|XP_039964657.1|BTRY
OG0004155	rec|NP_732072.1|DMEL	LOC120782308|XP_039970458.1|BTRY
OG0004157	CG8028|NP_001097031.2|DMEL	LOC120766540|XP_039948052.1|BTRY
OG0004158	nerfin-1|NP_524783.1|DMEL	LOC120779053|XP_039967122.1|BTRY
OG0004159	CG11858|NP_651364.1|DMEL	LOC120778408|XP_039966129.1|BTRY
OG0004160	HBS1|NP_652729.2|DMEL	LOC120776895|XP_039963891.1|BTRY
OG0004161	SelR|NP_731523.1|DMEL	LOC120766743|XP_039948343.1|BTRY
OG0004162	CG8149|NP_649898.1|DMEL	LOC120769861|XP_039952967.1|BTRY
OG0004163	Dh44|NP_649922.2|DMEL	LOC120782333|XP_039970497.1|BTRY
OG0004164	CG34357|NP_001356914.1|DMEL	LOC120780223|XP_039968412.1|BTRY
OG0004165	Tango11|NP_726111.1|DMEL	LOC120770880|XP_039954451.1|BTRY
OG0004166	CG3803|NP_611855.1|DMEL	LOC120772754|XP_039957451.1|BTRY
OG0004167	CG8032|NP_649811.1|DMEL	LOC120769522|XP_039952496.1|BTRY
OG0004168	CG6695|NP_651276.2|DMEL	LOC120775268|XP_039961301.1|BTRY
OG0004169	CG9650|NP_001356899.1|DMEL	LOC120774847|XP_039960604.1|BTRY
OG0004170	CG1737|NP_572711.2|DMEL	LOC120773759|XP_039958767.1|BTRY
OG0004171	XRCC1|NP_572217.1|DMEL	LOC120775468|XP_039961595.1|BTRY
OG0004172	Fur2|NP_727963.1|DMEL	LOC120773986|XP_039959179.1|BTRY
OG0004173	CG10731|NP_001286477.1|DMEL	LOC120770879|XP_039954450.1|BTRY
OG0004174	Vmat|NP_001014525.1|DMEL	LOC120771429|XP_039955353.1|BTRY
OG0004175	CG6665|NP_725632.1|DMEL	LOC120772618|XP_039957267.1|BTRY
OG0004176	CG7083|NP_648211.1|DMEL	LOC120776716|XP_039963547.1|BTRY
OG0004177	CG42788|NP_731964.2|DMEL	LOC120767035|XP_039948819.1|BTRY
OG0004178	osa|NP_524392.2|DMEL	LOC120782532|XP_039970787.1|BTRY
OG0004179	Pgd|NP_476860.2|DMEL	LOC120773635|XP_039958577.1|BTRY
OG0004180	MICU3|NP_001262741.1|DMEL	LOC120782265|XP_039970369.1|BTRY
OG0004181	CG10208|NP_651186.1|DMEL	LOC120779726|XP_039968035.1|BTRY, LOC120766829|XP_039948478.1|BTRY
OG0004182	Ncc69|NP_001261758.1|DMEL	LOC120778498|XP_039966257.1|BTRY
OG0004183	CrzR|NP_001261755.1|DMEL	LOC120777582|XP_039964930.1|BTRY
OG0004184	Chd64|NP_647860.1|DMEL	LOC120776573|XP_039963270.1|BTRY
OG0004185	CG9934|NP_609597.1|DMEL	LOC120767426|XP_039949401.1|BTRY
OG0004186	Pgam5|NP_569951.1|DMEL	LOC120774155|XP_039959498.1|BTRY
OG0004187	Rsbp15|NP_650164.1|DMEL	LOC120782831|XP_039971286.1|BTRY
OG0004188	Cp190|NP_524359.2|DMEL	LOC120766494|XP_039947983.1|BTRY
OG0004189	MRG15|NP_001262588.1|DMEL	LOC120782382|XP_039970558.1|BTRY
OG0004190	Syt4|NP_477464.1|DMEL	LOC120779887|XP_039968173.1|BTRY
OG0004191	CG10050|NP_649713.1|DMEL	LOC120776663|XP_039963472.1|BTRY
OG0004192	sqz|NP_524403.1|DMEL	LOC120781473|XP_039969631.1|BTRY
OG0004193	CG32683|NP_727419.1|DMEL	LOC120779377|XP_039967505.1|BTRY, LOC120775686|XP_039961919.1|BTRY
OG0004194	CG7183|NP_650692.2|DMEL	LOC120775895|XP_039962223.1|BTRY
OG0004195	Grip128|NP_573030.2|DMEL	LOC120775116|XP_039961068.1|BTRY
OG0004196	Sirt7|NP_651664.2|DMEL	LOC120766895|XP_039948582.1|BTRY
OG0004197	CG5276|NP_650074.1|DMEL	LOC120775064|XP_039960981.1|BTRY
OG0004198	Karybeta3|NP_524226.1|DMEL	LOC120766818|XP_039948467.1|BTRY
OG0004199	CG14880|NP_650538.1|DMEL	LOC120766619|XP_039948164.1|BTRY
OG0004200	LBR|NP_726114.1|DMEL	LOC120770378|XP_039953731.1|BTRY
OG0004201	dgt6|NP_651671.1|DMEL	LOC120782252|XP_039970350.1|BTRY
OG0004202	CG4813|NP_651088.1|DMEL	LOC120767656|XP_039949766.1|BTRY
OG0004203	Fer2|NP_001287359.1|DMEL	LOC120779033|XP_039967093.1|BTRY
OG0004204	CG9372|NP_649132.1|DMEL	LOC120776942|XP_039963956.1|BTRY
OG0004205	ind|NP_996087.2|DMEL	LOC120778150|XP_039965807.1|BTRY
OG0004206	psidin|NP_650858.1|DMEL	LOC120770724|XP_039954241.1|BTRY
OG0004207	PIG-L|NP_001247201.1|DMEL	LOC120781982|XP_039970088.1|BTRY
OG0004208	wkd|NP_650089.1|DMEL	LOC120768334|XP_039950920.1|BTRY
OG0004209	CG5805|NP_651284.1|DMEL	LOC120782805|XP_039971218.1|BTRY
OG0004210	CG3308|NP_650963.2|DMEL	LOC120774800|XP_039960530.1|BTRY
OG0004211	frtz|NP_608614.1|DMEL	LOC120767707|XP_039949837.1|BTRY
OG0004212	Ras85D|NP_476699.1|DMEL	LOC120779528|XP_039967807.1|BTRY
OG0004213	CCT7|NP_649835.1|DMEL	LOC120779416|XP_039967550.1|BTRY
OG0004214	LSm1|NP_611559.1|DMEL	LOC120770214|XP_039953417.1|BTRY
OG0004215	Impbeta11|NP_788357.1|DMEL	LOC120771306|XP_039955175.1|BTRY
OG0004216	shd|NP_001261843.1|DMEL	LOC120778070|XP_039965695.1|BTRY
OG0004217	Klp64D|NP_523934.1|DMEL	LOC120778790|XP_039966723.1|BTRY
OG0004218	e_y_1|NP_523391.3|DMEL	LOC120772159|XP_039956530.1|BTRY
OG0004219	CG9773|NP_649813.1|DMEL	LOC120782851|XP_039971317.1|BTRY
OG0004220	Sap47|NP_001356918.1|DMEL	LOC120782777|XP_039971182.1|BTRY
OG0004221	meigo|NP_001097853.1|DMEL	LOC120782605|XP_039970902.1|BTRY
OG0004222	CG10005|NP_650137.3|DMEL	LOC120781347|XP_039969488.1|BTRY
OG0004223	mfas|NP_788655.1|DMEL	LOC120768857|XP_039951549.1|BTRY
OG0004224	CG2519|NP_649546.1|DMEL	LOC120782309|XP_039970463.1|BTRY
OG0004225	CG3149|NP_572246.1|DMEL	LOC120773950|XP_039959109.1|BTRY
OG0004226	ema|NP_650542.1|DMEL	LOC120779071|XP_039967144.1|BTRY
OG0004227	Sb|NP_476709.1|DMEL	LOC120778848|XP_039966813.1|BTRY
OG0004228	CG5903|NP_650523.1|DMEL	LOC120775392|XP_039961490.1|BTRY
OG0004229	sli|NP_001261017.1|DMEL	LOC120771033|XP_039954755.1|BTRY
OG0004230	fs_1_h|NP_001259321.1|DMEL	LOC120775159|XP_039961131.1|BTRY
OG0004231	Ero1L|NP_647865.2|DMEL	LOC120778069|XP_039965693.1|BTRY
OG0004232	Teh2|NP_001163345.1|DMEL	LOC120777349|XP_039964534.1|BTRY
OG0004233	Teh3|NP_652335.1|DMEL	LOC120777348|XP_039964532.1|BTRY
OG0004234	ImpL2|NP_728961.2|DMEL	LOC120777650|XP_039965036.1|BTRY
OG0004235	Seipin|NP_570012.1|DMEL	LOC120766999|XP_039948743.1|BTRY
OG0004236	repo|NP_477026.1|DMEL	LOC120778123|XP_039965764.1|BTRY
OG0004237	Nlg1|NP_731172.2|DMEL	LOC120782810|XP_039971223.1|BTRY
OG0004238	Alg1|NP_650662.1|DMEL	LOC120782468|XP_039970695.1|BTRY
OG0004239	Smyd5|NP_650955.1|DMEL	LOC120768635|XP_039951338.1|BTRY
OG0004240	Mms19|NP_649519.1|DMEL	LOC120782626|XP_039970965.1|BTRY
OG0004241	osk|NP_731295.1|DMEL	LOC120782358|XP_039970531.1|BTRY
OG0004242	CG11986|NP_649862.1|DMEL	LOC120766400|XP_039947782.1|BTRY
OG0004243	Gen|NP_647943.2|DMEL	LOC120779142|XP_039967282.1|BTRY
OG0004244	CG7988|NP_650691.1|DMEL	LOC120782236|XP_039970337.1|BTRY
OG0004245	sturkopf|NP_612097.1|DMEL	LOC120777029|XP_039964074.1|BTRY
OG0004246	Duba|NP_648482.3|DMEL	LOC120777581|XP_039964928.1|BTRY
OG0004247	temp|NP_569992.1|DMEL	LOC120775526|XP_039961680.1|BTRY
OG0004248	Cpr57A|NP_001137721.1|DMEL	LOC120772695|XP_039957369.1|BTRY
OG0004249	Vdup1|NP_612004.2|DMEL	LOC120778844|XP_039966801.1|BTRY
OG0004250	Nnp-1|NP_651976.1|DMEL	LOC120773534|XP_039958424.1|BTRY
OG0004251	CG13366|NP_001036254.1|DMEL	LOC120776091|XP_039962501.1|BTRY
OG0004252	JHDM2|NP_788611.1|DMEL	LOC120782270|XP_039970393.1|BTRY
OG0004253	CG13318|NP_649831.1|DMEL	LOC120766653|XP_039948218.1|BTRY
OG0004254	CG12237|NP_608336.1|DMEL	LOC120774328|XP_039959812.1|BTRY, LOC120775540|XP_039961699.1|BTRY, LOC120778172|XP_039965842.1|BTRY
OG0004255	Gr23a|NP_787965.1|DMEL	LOC120774672|XP_039960336.1|BTRY, LOC120774671|XP_039960335.1|BTRY, LOC120774673|XP_039960337.1|BTRY
OG0004256	CG5065|NP_611143.1|DMEL	LOC120770175|XP_039953324.1|BTRY
OG0004257	Cog7|NP_651750.1|DMEL	LOC120772200|XP_039956600.1|BTRY
OG0004258	Cad96Cb|NP_001287524.1|DMEL	LOC120782823|XP_039971271.1|BTRY
OG0004259	CG8306|NP_611140.3|DMEL	LOC120770860|XP_039954409.1|BTRY
OG0004260	smash|NP_001246912.1|DMEL	LOC120773051|XP_039957920.1|BTRY
OG0004261	Nmdar1|NP_730940.1|DMEL	LOC120782372|XP_039970543.1|BTRY
OG0004262	CG13623|NP_651267.1|DMEL	LOC120782714|XP_039971069.1|BTRY
OG0004263	Dl|NP_477264.1|DMEL	LOC120766462|XP_039947925.1|BTRY
OG0004264	mRpS9|NP_524270.2|DMEL	LOC120766352|XP_039947715.1|BTRY, LOC120766361|XP_039947725.1|BTRY
OG0004265	CG1234|NP_649710.1|DMEL	LOC120782190|XP_039970267.1|BTRY
OG0004266	CG10185|NP_650521.1|DMEL	LOC120778114|XP_039965755.1|BTRY
OG0004267	p23|NP_649925.1|DMEL	LOC120782871|XP_039971348.1|BTRY
OG0004268	ths|NP_610701.2|DMEL	LOC120771841|XP_039956018.1|BTRY
OG0004269	Tsf3|NP_523759.1|DMEL	LOC120770185|XP_039953344.1|BTRY
OG0004270	Rpt1|NP_477473.1|DMEL	LOC120781289|XP_039969419.1|BTRY
OG0004271	Pex13|NP_610850.1|DMEL	LOC120769976|XP_039952985.1|BTRY
OG0004272	mgr|NP_650067.1|DMEL	LOC120782811|XP_039971224.1|BTRY
OG0004273	CG17202|NP_650194.1|DMEL	LOC120775876|XP_039962183.1|BTRY, LOC120766833|XP_039948479.1|BTRY
OG0004274	Psf3|NP_572624.1|DMEL	LOC120773420|XP_039958229.1|BTRY
OG0004275	rho-4|NP_525084.1|DMEL	LOC120773397|XP_039958180.1|BTRY
OG0004276	Pop4|NP_648168.1|DMEL	LOC120777309|XP_039964482.1|BTRY
OG0004277	CG14132|NP_001097586.1|DMEL	LOC120777804|XP_039965271.1|BTRY
OG0004278	Coq5|NP_572865.1|DMEL	LOC120774372|XP_039959901.1|BTRY
OG0004279	Pex12|NP_608546.1|DMEL	LOC120768932|XP_039951648.1|BTRY
OG0004280	SK|NP_001284887.1|DMEL	LOC120774501|XP_039960114.1|BTRY
OG0004281	Mlh1|NP_477022.1|DMEL	LOC120771682|XP_039955745.1|BTRY
OG0004282	IntS8|NP_611162.2|DMEL	LOC120771170|XP_039954991.1|BTRY
OG0004283	Fen1|NP_523765.1|DMEL	LOC120771171|XP_039954992.1|BTRY
OG0004284	CG31915|NP_723087.1|DMEL	LOC120777665|XP_039965055.1|BTRY
OG0004285	CG13599|NP_651194.1|DMEL	LOC120767019|XP_039948785.1|BTRY
OG0004286	Dnai2|NP_001261723.1|DMEL	LOC120778758|XP_039966669.1|BTRY
OG0004287	Dph1|NP_648496.1|DMEL	LOC120777956|XP_039965506.1|BTRY
OG0004288	CG7339|NP_648490.1|DMEL	LOC120777584|XP_039964933.1|BTRY
OG0004289	CG42637|NP_524165.2|DMEL, Gyc76C|NP_001163473.1|DMEL	LOC120776776|XP_039963685.1|BTRY
OG0004290	SmydA-1|NP_610944.1|DMEL	LOC120772742|XP_039957436.1|BTRY
OG0004291	Sec61beta|NP_652037.1|DMEL	LOC120772924|XP_039957758.1|BTRY
OG0004292	lark|NP_523957.1|DMEL	LOC120776824|XP_039963778.1|BTRY
OG0004293	GXIVsPLA2|NP_648815.1|DMEL	LOC120779188|XP_039967384.1|BTRY
OG0004294	Sytbeta|NP_648734.1|DMEL	LOC120777931|XP_039965447.1|BTRY
OG0004295	Reck|NP_648733.2|DMEL	LOC120778000|XP_039965593.1|BTRY
OG0004296	mRpL39|NP_524075.2|DMEL	LOC120777341|XP_039964527.1|BTRY
OG0004297	slbo|NP_523843.1|DMEL	LOC120772053|XP_039956364.1|BTRY
OG0004298	ptc|NP_523661.2|DMEL	LOC120772525|XP_039957123.1|BTRY
OG0004299	shot|NP_725339.1|DMEL	LOC120772369|XP_039956872.1|BTRY
OG0004300	BORCS7|NP_725975.2|DMEL	LOC120771365|XP_039955258.1|BTRY
OG0004301	eco|NP_648106.1|DMEL	LOC120776821|XP_039963775.1|BTRY
OG0004302	calypso|NP_611096.1|DMEL	LOC120770944|XP_039954589.1|BTRY
OG0004303	Uba1|NP_477310.2|DMEL	LOC120770381|XP_039953735.1|BTRY
OG0004304	Klp54D|NP_001303355.1|DMEL	LOC120770839|XP_039954367.1|BTRY
OG0004305	ATP8A|NP_001137651.1|DMEL	LOC120771821|XP_039955974.1|BTRY
OG0004306	OSCP1|NP_610731.2|DMEL	LOC120770581|XP_039954095.1|BTRY
OG0004307	PheRS-m|NP_477283.1|DMEL	LOC120771086|XP_039954845.1|BTRY
OG0004308	Galphas|NP_477505.1|DMEL	LOC120770899|XP_039954501.1|BTRY
OG0004309	mRpL12|NP_524742.1|DMEL	LOC120776841|XP_039963801.1|BTRY
OG0004310	Sec31|NP_001286215.1|DMEL	LOC120770827|XP_039954346.1|BTRY
OG0004311	Su_var_3-3|NP_649194.1|DMEL	LOC120777897|XP_039965402.1|BTRY
OG0004312	Nop60B|NP_525120.1|DMEL	LOC120771089|XP_039954849.1|BTRY
OG0004313	bin3|NP_724468.1|DMEL	LOC120770426|XP_039953810.1|BTRY
OG0004314	mahj|NP_611592.2|DMEL	LOC120770018|XP_039953048.1|BTRY
OG0004315	Rpn8|NP_001261167.1|DMEL	LOC120772081|XP_039956412.1|BTRY
OG0004316	CG46338|NP_524888.1|DMEL	LOC120770946|XP_039954593.1|BTRY
OG0004317	Gasz|NP_610362.1|DMEL	LOC120772564|XP_039957185.1|BTRY
OG0004318	ocm|NP_611894.1|DMEL	LOC120770216|XP_039953425.1|BTRY
OG0004319	ZnT49B|NP_725207.1|DMEL	LOC120771768|XP_039955888.1|BTRY
OG0004320	CG12499|NP_651044.1|DMEL	LOC120770554|XP_039954061.1|BTRY
OG0004321	CG13397|NP_652045.1|DMEL	LOC120768911|XP_039951612.1|BTRY
OG0004322	CG7675|NP_650717.1|DMEL	LOC120766483|XP_039947960.1|BTRY
OG0004323	hfp|NP_525123.2|DMEL	LOC120774028|XP_039959258.1|BTRY
OG0004324	CG43346|NP_001246121.1|DMEL	LOC120769562|XP_039952550.1|BTRY
OG0004325	CG9849|NP_611740.1|DMEL	LOC120772609|XP_039957258.1|BTRY
OG0004326	CG3831|NP_001261146.1|DMEL	LOC120772728|XP_039957423.1|BTRY
OG0004327	exd|NP_523360.1|DMEL	LOC120774885|XP_039960675.1|BTRY
OG0004328	Rrp4|NP_611807.1|DMEL	LOC120774981|XP_039960818.1|BTRY
OG0004329	snama|NP_611884.1|DMEL	LOC120771130|XP_039954920.1|BTRY
OG0004330	CG30105|NP_725699.1|DMEL	LOC120772468|XP_039957040.1|BTRY
OG0004331	Orc6|NP_477319.1|DMEL	LOC120770072|XP_039953135.1|BTRY
OG0004332	mtDNA-helicase|NP_609318.1|DMEL	LOC120768961|XP_039951688.1|BTRY
OG0004333	Cse1|NP_523588.2|DMEL	LOC120767900|XP_039950179.1|BTRY
OG0004334	CG6739|NP_609130.1|DMEL	LOC120769141|XP_039951947.1|BTRY
OG0004335	Dpit47|NP_001260729.1|DMEL	LOC120771060|XP_039954800.1|BTRY
OG0004336	CG11788|NP_611466.2|DMEL	LOC120772604|XP_039957252.1|BTRY
OG0004337	Ssb-c31a|NP_477136.1|DMEL	LOC120767441|XP_039949438.1|BTRY
OG0004338	Shc|NP_524683.2|DMEL	LOC120772097|XP_039956437.1|BTRY
OG0004339	CG30197|NP_725399.1|DMEL	LOC120770524|XP_039954001.1|BTRY
OG0004340	Cpr51A|NP_610968.1|DMEL	LOC120770523|XP_039953999.1|BTRY
OG0004341	Rpi|NP_726309.3|DMEL	LOC120770019|XP_039953051.1|BTRY
OG0004342	lov|NP_611994.3|DMEL	LOC120771802|XP_039955938.1|BTRY
OG0004343	gol|NP_001163300.1|DMEL	LOC120770895|XP_039954495.1|BTRY
OG0004344	Nplp1|NP_001137760.1|DMEL	LOC120771908|XP_039956125.1|BTRY
OG0004345	CG1416|NP_610121.2|DMEL	LOC120772179|XP_039956561.1|BTRY
OG0004346	mAChR-A|NP_523844.2|DMEL	LOC120771602|XP_039955616.1|BTRY
OG0004347	bs|NP_726438.1|DMEL	LOC120771408|XP_039955316.1|BTRY
OG0004348	CG13566|NP_611858.2|DMEL	LOC120772844|XP_039957593.1|BTRY
OG0004349	kcc|NP_001286795.1|DMEL	LOC120771131|XP_039954921.1|BTRY
OG0004350	Glo1|NP_610270.1|DMEL	LOC120773025|XP_039957888.1|BTRY, LOC120773024|XP_039957887.1|BTRY
OG0004351	AGO1|NP_725341.1|DMEL	LOC120770338|XP_039953667.1|BTRY
OG0004352	abs|NP_524220.1|DMEL	LOC120768792|XP_039951485.1|BTRY
OG0004353	CG5003|NP_651593.1|DMEL	LOC120782450|XP_039970672.1|BTRY
OG0004354	CG31301|NP_650449.1|DMEL	LOC120769903|XP_039952970.1|BTRY
OG0004355	CG42724|NP_001189184.1|DMEL	LOC120768803|XP_039951492.1|BTRY
OG0004356	AGBE|NP_788342.1|DMEL	LOC120770322|XP_039953639.1|BTRY
OG0004357	so|NP_476733.1|DMEL	LOC120772646|XP_039957306.1|BTRY
OG0004358	pds5|NP_610719.1|DMEL	LOC120772407|XP_039956937.1|BTRY
OG0004359	hppy|NP_725863.1|DMEL	LOC120773084|XP_039957972.1|BTRY
OG0004360	Rad9|NP_649066.1|DMEL	LOC120776823|XP_039963777.1|BTRY
OG0004361	GCC88|NP_650055.1|DMEL	LOC120782678|XP_039971000.1|BTRY
OG0004362	CG13901|NP_612061.2|DMEL	LOC120778454|XP_039966183.1|BTRY
OG0004363	CG12096|NP_572862.2|DMEL	LOC120775507|XP_039961649.1|BTRY
OG0004364	AQP|NP_523728.1|DMEL	LOC120770304|XP_039953605.1|BTRY
OG0004365	ktub|NP_611549.2|DMEL	LOC120770931|XP_039954570.1|BTRY
OG0004366	PGAP2|NP_608548.1|DMEL	LOC120768933|XP_039951649.1|BTRY
OG0004367	Las|NP_524183.2|DMEL	LOC120776670|XP_039963478.1|BTRY
OG0004368	Ssl1|NP_649427.1|DMEL	LOC120778704|XP_039966598.1|BTRY
OG0004369	LRP1|NP_001260800.2|DMEL	LOC120772428|XP_039956974.1|BTRY
OG0004370	Dek|NP_652058.1|DMEL	LOC120771186|XP_039955011.1|BTRY
OG0004371	CG17333|NP_572656.1|DMEL	LOC120770493|XP_039953947.1|BTRY
OG0004372	nvy|NP_001261166.1|DMEL	LOC120771080|XP_039954835.1|BTRY
OG0004373	CG17327|NP_731760.1|DMEL	LOC120772203|XP_039956603.1|BTRY, LOC120772405|XP_039956935.1|BTRY
OG0004374	Patronin|NP_001261051.1|DMEL	LOC120770728|XP_039954242.1|BTRY
OG0004375	RhoGEF4|NP_648101.1|DMEL	LOC120778942|XP_039966935.1|BTRY
OG0004376	sNPF-R|NP_524176.1|DMEL	LOC120777940|XP_039965475.1|BTRY
OG0004377	Dronc|NP_524017.1|DMEL	LOC120778475|XP_039966225.1|BTRY
OG0004378	chn|NP_001246331.1|DMEL	LOC120770968|XP_039954633.1|BTRY
OG0004379	mago|NP_476636.1|DMEL	LOC120770379|XP_039953733.1|BTRY
OG0004380	DCTN2-p50|NP_524690.1|DMEL	LOC120772384|XP_039956908.1|BTRY
OG0004381	Pxd|NP_001163633.1|DMEL	LOC120776797|XP_039963724.1|BTRY
OG0004382	CG8858|NP_610746.1|DMEL	LOC120770651|XP_039954181.1|BTRY
OG0004383	CysRS-m|NP_610930.1|DMEL	LOC120772684|XP_039957355.1|BTRY
OG0004384	CG13018|NP_652380.2|DMEL	LOC120770971|XP_039954640.1|BTRY
OG0004385	CG13192|NP_610702.1|DMEL	LOC120771181|XP_039955005.1|BTRY
OG0004386	jeb|NP_610726.1|DMEL	LOC120771907|XP_039956124.1|BTRY
OG0004387	cmb|NP_729901.1|DMEL	LOC120776356|XP_039962847.1|BTRY
OG0004388	CG8854|NP_610749.3|DMEL	LOC120772546|XP_039957161.1|BTRY
OG0004389	Ack|NP_647859.1|DMEL	LOC120770496|XP_039953953.1|BTRY
OG0004390	Pka-C3|NP_730083.2|DMEL	LOC120779186|XP_039967382.1|BTRY
OG0004391	CG15125|NP_001286618.1|DMEL	LOC120771955|XP_039956200.1|BTRY, LOC120772280|XP_039956725.1|BTRY, LOC120771451|XP_039955395.1|BTRY
