Orthogroup	DMEL.longest_only	DFIC.longest_only
OG0004051	Dlg5|NP_609505.1|DMEL	LOC108098699|XP_017057297.1|DFIC
OG0004052	CG15373|NP_001097013.2|DMEL	LOC108091054|XP_017045493.1|DFIC
OG0004053	Vhl|NP_524986.1|DMEL	LOC108086449|XP_017038855.1|DFIC
OG0004054	IFT46|NP_609890.2|DMEL	LOC108096049|XP_017052884.1|DFIC, LOC108087680|XP_017040713.1|DFIC
OG0004055	CG12420|NP_649985.1|DMEL	LOC108087184|XP_017039929.1|DFIC
OG0004056	CG14636|NP_001036655.1|DMEL	LOC108098602|XP_017057153.1|DFIC
OG0004057	Rpn1|NP_649158.1|DMEL	LOC108100470|XP_017059890.1|DFIC
OG0004058	Girdin|NP_647780.1|DMEL	LOC108099172|XP_017058022.1|DFIC
OG0004059	DNApol-alpha180|NP_536736.2|DMEL	LOC108098599|XP_017057149.1|DFIC
OG0004060	CG17726|NP_650054.2|DMEL	LOC108087299|XP_017040100.1|DFIC
OG0004061	CG1578|NP_001285140.1|DMEL	LOC108101668|XP_017061578.1|DFIC
OG0004062	Rap1|NP_476857.1|DMEL	LOC108100542|XP_017059996.1|DFIC
OG0004063	tko|NP_001245490.1|DMEL	LOC108092955|XP_017048321.1|DFIC
OG0004064	elgi|NP_648816.1|DMEL	LOC108096413|XP_017053478.1|DFIC
OG0004065	Vrp1|NP_001097406.1|DMEL	LOC108090762|XP_017045085.1|DFIC
OG0004066	Blos1|NP_725401.2|DMEL	LOC108086745|XP_017039274.1|DFIC
OG0004067	FucT6|NP_572740.1|DMEL	LOC108101684|XP_017061602.1|DFIC
OG0004068	Mst85C|NP_477476.1|DMEL	LOC108099413|XP_017058419.1|DFIC
OG0004069	Kdm2|NP_649864.2|DMEL	LOC108099427|XP_017058445.1|DFIC
OG0004070	Gr63a|NP_001137883.1|DMEL	LOC108098493|XP_017056902.1|DFIC
OG0004071	Srp68|NP_648273.1|DMEL	LOC108093930|XP_017049800.1|DFIC
OG0004072	CG5644|NP_648274.1|DMEL	LOC108093937|XP_017049813.1|DFIC
OG0004073	CG7772|NP_573257.1|DMEL	LOC108091092|XP_017045596.1|DFIC
OG0004074	dnr1|NP_001261137.1|DMEL	LOC108096695|XP_017054001.1|DFIC
OG0004075	cbs|NP_610875.1|DMEL	LOC108094834|XP_017051122.1|DFIC
OG0004076	cnn|NP_001246293.1|DMEL	LOC108094833|XP_017051120.1|DFIC
OG0004077	poe|NP_476986.1|DMEL	LOC108093554|XP_017049179.1|DFIC, LOC108093461|XP_017049066.1|DFIC, LOC108100846|XP_017060415.1|DFIC
OG0004078	Sld5|NP_651457.1|DMEL	LOC108095873|XP_017052665.1|DFIC
OG0004079	CG9657|NP_572397.1|DMEL	LOC108095376|XP_017051944.1|DFIC
OG0004080	RpS15|NP_611136.1|DMEL	LOC108090529|XP_017044741.1|DFIC
OG0004081	Pcf11|NP_610999.4|DMEL	LOC108086669|XP_017039139.1|DFIC
OG0004082	CG4038|NP_477043.1|DMEL	LOC108095216|XP_017051719.1|DFIC
OG0004083	LSm3|NP_732931.1|DMEL	LOC108087136|XP_017039823.1|DFIC
OG0004084	ash1|NP_524160.2|DMEL	LOC108088896|XP_017042384.1|DFIC
OG0004085	CG10324|NP_650571.2|DMEL	LOC108087023|XP_017039680.1|DFIC
OG0004086	TTLL6B|NP_651549.1|DMEL	LOC108088542|XP_017041877.1|DFIC
OG0004087	CG1582|NP_572663.1|DMEL	LOC108091231|XP_017045826.1|DFIC
OG0004088	CAH9|NP_651535.1|DMEL	LOC108086526|XP_017038943.1|DFIC
OG0004089	CHES-1-like|NP_996362.2|DMEL	LOC108095308|XP_017051860.1|DFIC
OG0004090	BRWD3|NP_732982.1|DMEL	LOC108091971|XP_017046867.1|DFIC
OG0004091	CG6974|NP_650414.1|DMEL	LOC108098894|XP_017057575.1|DFIC
OG0004092	Setd3|NP_727144.1|DMEL	LOC108092916|XP_017048262.1|DFIC
OG0004094	CG6414|NP_570089.1|DMEL	LOC108091280|XP_017045883.1|DFIC
OG0004095	CG14721|NP_650110.3|DMEL	LOC108102067|XP_017062196.1|DFIC
OG0004096	pll|NP_476971.1|DMEL	LOC108088541|XP_017041875.1|DFIC
OG0004097	ste14|NP_648623.1|DMEL	LOC108095429|XP_017052027.1|DFIC
OG0004098	CG14905|NP_650569.1|DMEL	LOC108087002|XP_017039628.1|DFIC
OG0004099	ctrip|NP_649496.3|DMEL	LOC108091373|XP_017046014.1|DFIC
OG0004100	opa|NP_001368991.1|DMEL	LOC108090214|XP_017044296.1|DFIC
OG0004101	Gnf1|NP_001014605.1|DMEL	LOC108090204|XP_017044283.1|DFIC
OG0004102	Cdep|NP_001097685.2|DMEL	LOC108090139|XP_017044166.1|DFIC
OG0004103	Vps2|NP_651455.1|DMEL	LOC108095871|XP_017052663.1|DFIC
OG0004104	CG4374|NP_651146.2|DMEL	LOC108091703|XP_017046530.1|DFIC
OG0004105	l_3_72Ab|NP_648818.3|DMEL	LOC108096340|XP_017053374.1|DFIC
OG0004106	Arv1|NP_730651.1|DMEL	LOC108088893|XP_017042381.1|DFIC
OG0004107	ProRS-m|NP_647737.1|DMEL	LOC108099205|XP_017058069.1|DFIC
OG0004108	Set|NP_650438.2|DMEL	LOC108097093|XP_017054643.1|DFIC
OG0004109	CG5728|NP_651245.1|DMEL	LOC108091972|XP_017046871.1|DFIC
OG0004110	RpLP0|NP_524211.1|DMEL	LOC108093596|XP_017049211.1|DFIC
OG0004111	CG5028|NP_001097922.1|DMEL	LOC108095896|XP_017052700.1|DFIC
OG0004112	CG6154|NP_733146.2|DMEL	LOC108096005|XP_017052844.1|DFIC
OG0004113	Sep1|NP_523430.1|DMEL	LOC108092798|XP_017048058.1|DFIC
OG0004114	Snx27|NP_727023.1|DMEL	LOC108097101|XP_017054656.1|DFIC
OG0004115	AdamTS-B|NP_572247.2|DMEL	LOC108097098|XP_017054651.1|DFIC
OG0004116	RASSF8|NP_651411.1|DMEL	LOC108095936|XP_017052762.1|DFIC
OG0004117	CG7379|NP_650656.1|DMEL	LOC108092152|XP_017047159.1|DFIC
OG0004118	Rab4|NP_523777.1|DMEL	LOC108093947|XP_017049832.1|DFIC
OG0004119	Cbp20|NP_524396.1|DMEL	LOC108087349|XP_017040177.1|DFIC
OG0004120	ear|NP_001262595.1|DMEL	LOC108097506|XP_017055310.1|DFIC
OG0004121	CG13707|NP_001246634.1|DMEL	LOC108096174|XP_017053046.1|DFIC
OG0004122	mRpS10|NP_524355.2|DMEL	LOC108098833|XP_017057478.1|DFIC
OG0004123	E2f1|NP_001262809.1|DMEL	LOC108098554|XP_017057041.1|DFIC
OG0004124	hep|NP_001368982.1|DMEL	LOC108095560|XP_017052191.1|DFIC
OG0004125	RpL32|NP_733339.1|DMEL	LOC108097645|XP_017055565.1|DFIC
OG0004126	Axn|NP_733336.1|DMEL	LOC108088499|XP_017041814.1|DFIC
OG0004127	RpL13|NP_523530.1|DMEL	LOC108089215|XP_017042854.1|DFIC
OG0004128	CG31249|NP_732262.1|DMEL	LOC108092026|XP_017046954.1|DFIC
OG0004129	Mtor|NP_477067.2|DMEL	LOC108093844|XP_017049666.1|DFIC
OG0004130	Dop2R|NP_001014758.2|DMEL	LOC108088665|XP_017042083.1|DFIC
OG0004131	CG5916|NP_650524.1|DMEL	LOC108097284|XP_017054982.1|DFIC
OG0004132	CG2162|NP_001163332.2|DMEL	LOC108099111|XP_017057926.1|DFIC
OG0004133	Hacd1|NP_609534.1|DMEL	LOC108093502|XP_017049081.1|DFIC
OG0004134	Ythdf|NP_651322.1|DMEL	LOC108095826|XP_017052595.1|DFIC
OG0004135	cic|NP_001262755.1|DMEL	LOC108101438|XP_017061254.1|DFIC
OG0004136	Pbp95|NP_649760.1|DMEL	LOC108098525|XP_017056992.1|DFIC
OG0004137	Pdrg1|NP_610538.1|DMEL	LOC108090736|XP_017045047.1|DFIC
OG0004138	Smn|NP_524112.1|DMEL	LOC108089315|XP_017042980.1|DFIC
OG0004139	CG10793|NP_570054.2|DMEL	LOC108097109|XP_017054675.1|DFIC
OG0004140	CG4593|NP_572377.2|DMEL	LOC108092815|XP_017048080.1|DFIC
OG0004141	side-VIII|NP_001097382.2|DMEL	LOC108094921|XP_017051260.1|DFIC
OG0004142	Coq8|NP_572836.1|DMEL	LOC108095602|XP_017052256.1|DFIC
OG0004143	Aos1|NP_650198.1|DMEL	LOC108087953|XP_017041031.1|DFIC
OG0004144	Srp54|NP_477347.1|DMEL	LOC108101189|XP_017060922.1|DFIC
OG0004145	Sbp2|NP_648204.1|DMEL	LOC108089003|XP_017042563.1|DFIC
OG0004146	Hmt-1|NP_650503.1|DMEL	LOC108096449|XP_017053545.1|DFIC
OG0004147	CG4709|NP_609331.1|DMEL	LOC108101638|XP_017061542.1|DFIC, LOC108089148|XP_017042759.1|DFIC
OG0004148	CG14395|NP_650222.2|DMEL	LOC108088068|XP_017041205.1|DFIC
OG0004149	CG31176|NP_732650.1|DMEL	LOC108098577|XP_017057102.1|DFIC
OG0004150	Mau2|NP_650428.1|DMEL	LOC108098950|XP_017057647.1|DFIC
OG0004151	pasha|NP_651879.1|DMEL	LOC108100770|XP_017060295.1|DFIC
OG0004152	CG14669|NP_649537.5|DMEL	LOC108090124|XP_017044145.1|DFIC
OG0004153	san|NP_524779.1|DMEL	LOC108086418|XP_017038809.1|DFIC
OG0004154	TMS1|NP_001261947.1|DMEL	LOC108089468|XP_017043208.1|DFIC
OG0004155	rec|NP_732072.1|DMEL	LOC108096931|XP_017054376.1|DFIC
OG0004156	CG6912|NP_650419.1|DMEL	LOC108098786|XP_017057410.1|DFIC
OG0004157	CG8028|NP_001097031.2|DMEL	LOC108094313|XP_017050334.1|DFIC
OG0004158	nerfin-1|NP_524783.1|DMEL	LOC108100736|XP_017060262.1|DFIC
OG0004159	CG11858|NP_651364.1|DMEL	LOC108095825|XP_017052594.1|DFIC
OG0004160	HBS1|NP_652729.2|DMEL	LOC108100641|XP_017060133.1|DFIC
OG0004161	SelR|NP_731523.1|DMEL	LOC108092045|XP_017046976.1|DFIC
OG0004162	CG8149|NP_649898.1|DMEL	LOC108092092|XP_017047071.1|DFIC
OG0004163	Dh44|NP_649922.2|DMEL	LOC108098960|XP_017057662.1|DFIC
OG0004164	CG34357|NP_001356914.1|DMEL	LOC108098461|XP_017056855.1|DFIC
OG0004165	Tango11|NP_726111.1|DMEL	LOC108090829|XP_017045179.1|DFIC
OG0004166	CG3803|NP_611855.1|DMEL	LOC108090923|XP_017045343.1|DFIC
OG0004167	CG8032|NP_649811.1|DMEL	LOC108099476|XP_017058521.1|DFIC
OG0004168	CG6695|NP_651276.2|DMEL	LOC108099468|XP_017058507.1|DFIC
OG0004169	CG9650|NP_001356899.1|DMEL	LOC108095320|XP_017051886.1|DFIC
OG0004170	CG1737|NP_572711.2|DMEL	LOC108091087|XP_017045588.1|DFIC
OG0004171	XRCC1|NP_572217.1|DMEL	LOC108095384|XP_017051952.1|DFIC
OG0004172	Fur2|NP_727963.1|DMEL	LOC108097667|XP_017055605.1|DFIC
OG0004173	CG10731|NP_001286477.1|DMEL	LOC108093747|XP_017049502.1|DFIC
OG0004174	Vmat|NP_001014525.1|DMEL	LOC108094848|XP_017051140.1|DFIC
OG0004175	CG6665|NP_725632.1|DMEL	LOC108094009|XP_017049925.1|DFIC
OG0004176	CG7083|NP_648211.1|DMEL	LOC108089035|XP_017042622.1|DFIC
OG0004177	CG42788|NP_731964.2|DMEL	LOC108098872|XP_017057548.1|DFIC
OG0004178	osa|NP_524392.2|DMEL	LOC108092020|XP_017046945.1|DFIC
OG0004179	Pgd|NP_476860.2|DMEL	LOC108097237|XP_017054899.1|DFIC
OG0004180	MICU3|NP_001262741.1|DMEL	LOC108101088|XP_017060778.1|DFIC
OG0004181	CG10208|NP_651186.1|DMEL	LOC108087228|XP_017040001.1|DFIC
OG0004182	Ncc69|NP_001261758.1|DMEL	LOC108089473|XP_017043219.1|DFIC
OG0004183	CrzR|NP_001261755.1|DMEL	LOC108089583|XP_017043429.1|DFIC
OG0004184	Chd64|NP_647860.1|DMEL	LOC108100397|XP_017059759.1|DFIC
OG0004185	CG9934|NP_609597.1|DMEL	LOC108101385|XP_017061192.1|DFIC
OG0004186	Pgam5|NP_569951.1|DMEL	LOC108097132|XP_017054716.1|DFIC
OG0004187	Rsbp15|NP_650164.1|DMEL	LOC108087900|XP_017040967.1|DFIC
OG0004188	Cp190|NP_524359.2|DMEL	LOC108097519|XP_017055337.1|DFIC
OG0004189	MRG15|NP_001262588.1|DMEL	LOC108097846|XP_017055870.1|DFIC
OG0004190	Syt4|NP_477464.1|DMEL	LOC108093550|XP_017049135.1|DFIC
OG0004191	CG10050|NP_649713.1|DMEL	LOC108093542|XP_017049124.1|DFIC
OG0004192	sqz|NP_524403.1|DMEL	LOC108087956|XP_017041034.1|DFIC
OG0004193	CG32683|NP_727419.1|DMEL	LOC108095540|XP_017052158.1|DFIC
OG0004194	CG7183|NP_650692.2|DMEL	LOC108087329|XP_017040149.1|DFIC
OG0004195	Grip128|NP_573030.2|DMEL	LOC108094617|XP_017050788.1|DFIC
OG0004196	Sirt7|NP_651664.2|DMEL	LOC108088392|XP_017041630.1|DFIC
OG0004197	CG5276|NP_650074.1|DMEL	LOC108102046|XP_017062157.1|DFIC
OG0004198	Karybeta3|NP_524226.1|DMEL	LOC108091384|XP_017046055.1|DFIC
OG0004199	CG14880|NP_650538.1|DMEL	LOC108102239|XP_017062467.1|DFIC
OG0004200	LBR|NP_726114.1|DMEL	LOC108090949|XP_017045382.1|DFIC
OG0004201	dgt6|NP_651671.1|DMEL	LOC108086569|XP_017039015.1|DFIC
OG0004202	CG4813|NP_651088.1|DMEL	LOC108095794|XP_017052544.1|DFIC
OG0004203	Fer2|NP_001287359.1|DMEL	LOC108097290|XP_017054995.1|DFIC
OG0004204	CG9372|NP_649132.1|DMEL	LOC108088883|XP_017042369.1|DFIC
OG0004205	ind|NP_996087.2|DMEL	LOC108087517|XP_017040409.1|DFIC
OG0004206	psidin|NP_650858.1|DMEL	LOC108101054|XP_017060730.1|DFIC
OG0004207	PIG-L|NP_001247201.1|DMEL	LOC108101056|XP_017060732.1|DFIC
OG0004208	wkd|NP_650089.1|DMEL	LOC108102050|XP_017062164.1|DFIC
OG0004209	CG5805|NP_651284.1|DMEL	LOC108099527|XP_017058584.1|DFIC
OG0004210	CG3308|NP_650963.2|DMEL	LOC108098548|XP_017057034.1|DFIC
OG0004211	frtz|NP_608614.1|DMEL	LOC108094165|XP_017050106.1|DFIC
OG0004212	Ras85D|NP_476699.1|DMEL	LOC108092108|XP_017047092.1|DFIC
OG0004213	CCT7|NP_649835.1|DMEL	LOC108099390|XP_017058377.1|DFIC
OG0004214	LSm1|NP_611559.1|DMEL	LOC108087869|XP_017040942.1|DFIC
OG0004215	Impbeta11|NP_788357.1|DMEL	LOC108087635|XP_017040581.1|DFIC
OG0004216	shd|NP_001261843.1|DMEL	LOC108087581|XP_017040502.1|DFIC
OG0004217	Klp64D|NP_523934.1|DMEL	LOC108089020|XP_017042594.1|DFIC
OG0004218	e_y_1|NP_523391.3|DMEL	LOC108101954|XP_017062029.1|DFIC
OG0004219	CG9773|NP_649813.1|DMEL	LOC108099622|XP_017058734.1|DFIC
OG0004220	Sap47|NP_001356918.1|DMEL	LOC108096643|XP_017053897.1|DFIC
OG0004221	meigo|NP_001097853.1|DMEL	LOC108098507|XP_017056923.1|DFIC
OG0004222	CG10005|NP_650137.3|DMEL	LOC108087906|XP_017040973.1|DFIC
OG0004223	mfas|NP_788655.1|DMEL	LOC108088027|XP_017041141.1|DFIC
OG0004224	CG2519|NP_649546.1|DMEL	LOC108090116|XP_017044131.1|DFIC
OG0004225	CG3149|NP_572246.1|DMEL	LOC108097357|XP_017055086.1|DFIC
OG0004226	ema|NP_650542.1|DMEL	LOC108087040|XP_017039703.1|DFIC
OG0004227	Sb|NP_476709.1|DMEL	LOC108097270|XP_017054960.1|DFIC
OG0004228	CG5903|NP_650523.1|DMEL	LOC108097312|XP_017055022.1|DFIC
OG0004229	sli|NP_001261017.1|DMEL	LOC108093701|XP_017049380.1|DFIC
OG0004230	fs_1_h|NP_001259321.1|DMEL	LOC108097919|XP_017055942.1|DFIC
OG0004231	Ero1L|NP_647865.2|DMEL	LOC108100359|XP_017059683.1|DFIC
OG0004232	Teh2|NP_001163345.1|DMEL	LOC108100362|XP_017059689.1|DFIC
OG0004233	Teh3|NP_652335.1|DMEL	LOC108100361|XP_017059688.1|DFIC
OG0004234	ImpL2|NP_728961.2|DMEL	LOC108100330|XP_017059627.1|DFIC
OG0004235	Seipin|NP_570012.1|DMEL	LOC108097308|XP_017055014.1|DFIC
OG0004236	repo|NP_477026.1|DMEL	LOC108087292|XP_017040092.1|DFIC
OG0004237	Nlg1|NP_731172.2|DMEL	LOC108096132|XP_017052998.1|DFIC
OG0004238	Alg1|NP_650662.1|DMEL	LOC108087359|XP_017040188.1|DFIC
OG0004239	Smyd5|NP_650955.1|DMEL	LOC108098659|XP_017057223.1|DFIC
OG0004240	Mms19|NP_649519.1|DMEL	LOC108090189|XP_017044265.1|DFIC
OG0004241	osk|NP_731295.1|DMEL	LOC108099575|XP_017058667.1|DFIC
OG0004242	CG11986|NP_649862.1|DMEL	LOC108099507|XP_017058559.1|DFIC
OG0004243	Gen|NP_647943.2|DMEL	LOC108088978|XP_017042509.1|DFIC
OG0004244	CG7988|NP_650691.1|DMEL	LOC108087288|XP_017040086.1|DFIC
OG0004245	sturkopf|NP_612097.1|DMEL	LOC108100537|XP_017059985.1|DFIC
OG0004246	Duba|NP_648482.3|DMEL	LOC108100624|XP_017060112.1|DFIC
OG0004247	temp|NP_569992.1|DMEL	LOC108091344|XP_017045981.1|DFIC
OG0004248	Cpr57A|NP_001137721.1|DMEL	LOC108094941|XP_017051291.1|DFIC
OG0004249	Vdup1|NP_612004.2|DMEL	LOC108099054|XP_017057809.1|DFIC
OG0004250	Nnp-1|NP_651976.1|DMEL	LOC108092713|XP_017047928.1|DFIC
OG0004251	CG13366|NP_001036254.1|DMEL	LOC108092844|XP_017048140.1|DFIC
OG0004252	JHDM2|NP_788611.1|DMEL	LOC108102042|XP_017062154.1|DFIC
OG0004253	CG13318|NP_649831.1|DMEL	LOC108099266|XP_017058130.1|DFIC
OG0004254	CG12237|NP_608336.1|DMEL	LOC108097798|XP_017055818.1|DFIC
OG0004255	Gr23a|NP_787965.1|DMEL	LOC108092290|XP_017047315.1|DFIC
OG0004256	CG5065|NP_611143.1|DMEL	LOC108090362|XP_017044476.1|DFIC
OG0004257	Cog7|NP_651750.1|DMEL	LOC108088438|XP_017041702.1|DFIC
OG0004258	Cad96Cb|NP_001287524.1|DMEL	LOC108095918|XP_017052734.1|DFIC
OG0004259	CG8306|NP_611140.3|DMEL	LOC108090453|XP_017044634.1|DFIC
OG0004260	smash|NP_001246912.1|DMEL	LOC108091376|XP_017046029.1|DFIC
OG0004261	Nmdar1|NP_730940.1|DMEL	LOC108090117|XP_017044133.1|DFIC
OG0004262	CG13623|NP_651267.1|DMEL	LOC108092058|XP_017047007.1|DFIC
OG0004263	Dl|NP_477264.1|DMEL	LOC108101083|XP_017060771.1|DFIC
OG0004264	mRpS9|NP_524270.2|DMEL	LOC108098576|XP_017057101.1|DFIC
OG0004265	CG1234|NP_649710.1|DMEL	LOC108093553|XP_017049138.1|DFIC
OG0004266	CG10185|NP_650521.1|DMEL	LOC108097061|XP_017054588.1|DFIC
OG0004267	p23|NP_649925.1|DMEL	LOC108098914|XP_017057605.1|DFIC
OG0004268	ths|NP_610701.2|DMEL	LOC108093904|XP_017049752.1|DFIC
OG0004269	Tsf3|NP_523759.1|DMEL	LOC108093933|XP_017049799.1|DFIC
OG0004270	Rpt1|NP_477473.1|DMEL	LOC108093632|XP_017049279.1|DFIC
OG0004271	Pex13|NP_610850.1|DMEL	LOC108087780|XP_017040800.1|DFIC
OG0004272	mgr|NP_650067.1|DMEL	LOC108092201|XP_017047216.1|DFIC
OG0004273	CG17202|NP_650194.1|DMEL	LOC108088014|XP_017041114.1|DFIC
OG0004274	Psf3|NP_572624.1|DMEL	LOC108095536|XP_017052152.1|DFIC
OG0004275	rho-4|NP_525084.1|DMEL	LOC108095568|XP_017052207.1|DFIC
OG0004276	Pop4|NP_648168.1|DMEL	LOC108096234|XP_017053119.1|DFIC
OG0004277	CG14132|NP_001097586.1|DMEL	LOC108100209|XP_017059474.1|DFIC
OG0004278	Coq5|NP_572865.1|DMEL	LOC108095577|XP_017052218.1|DFIC
OG0004279	Pex12|NP_608546.1|DMEL	LOC108091453|XP_017046141.1|DFIC
OG0004280	SK|NP_001284887.1|DMEL	LOC108095295|XP_017051827.1|DFIC
OG0004281	Mlh1|NP_477022.1|DMEL	LOC108101604|XP_017061507.1|DFIC
OG0004282	IntS8|NP_611162.2|DMEL	LOC108090515|XP_017044723.1|DFIC
OG0004283	Fen1|NP_523765.1|DMEL	LOC108090516|XP_017044724.1|DFIC
OG0004284	CG31915|NP_723087.1|DMEL	LOC108089848|XP_017043782.1|DFIC
OG0004285	CG13599|NP_651194.1|DMEL	LOC108087272|XP_017040068.1|DFIC
OG0004286	Dnai2|NP_001261723.1|DMEL	LOC108100232|XP_017059498.1|DFIC
OG0004287	Dph1|NP_648496.1|DMEL	LOC108100647|XP_017060141.1|DFIC
OG0004288	CG7339|NP_648490.1|DMEL	LOC108100529|XP_017059979.1|DFIC
OG0004289	CG42637|NP_524165.2|DMEL, Gyc76C|NP_001163473.1|DMEL	LOC108088835|XP_017042290.1|DFIC
OG0004290	SmydA-1|NP_610944.1|DMEL	LOC108101568|XP_017061466.1|DFIC
OG0004291	Sec61beta|NP_652037.1|DMEL	LOC108086631|XP_017039095.1|DFIC
OG0004292	lark|NP_523957.1|DMEL	LOC108089441|XP_017043167.1|DFIC
OG0004293	GXIVsPLA2|NP_648815.1|DMEL	LOC108096382|XP_017053428.1|DFIC
OG0004294	Sytbeta|NP_648734.1|DMEL	LOC108087515|XP_017040407.1|DFIC
OG0004295	Reck|NP_648733.2|DMEL	LOC108087559|XP_017040473.1|DFIC
OG0004296	mRpL39|NP_524075.2|DMEL	LOC108087477|XP_017040342.1|DFIC
OG0004297	slbo|NP_523843.1|DMEL	LOC108101944|XP_017062018.1|DFIC
OG0004298	ptc|NP_523661.2|DMEL	LOC108090439|XP_017044606.1|DFIC
OG0004299	shot|NP_725339.1|DMEL	LOC108096522|XP_017053640.1|DFIC
OG0004300	BORCS7|NP_725975.2|DMEL	LOC108094942|XP_017051292.1|DFIC
OG0004301	eco|NP_648106.1|DMEL	LOC108089437|XP_017043160.1|DFIC
OG0004302	calypso|NP_611096.1|DMEL	LOC108093734|XP_017049478.1|DFIC
OG0004303	Uba1|NP_477310.2|DMEL	LOC108090872|XP_017045255.1|DFIC
OG0004304	Klp54D|NP_001303355.1|DMEL	LOC108093650|XP_017049297.1|DFIC
OG0004305	ATP8A|NP_001137651.1|DMEL	LOC108094859|XP_017051156.1|DFIC
OG0004306	OSCP1|NP_610731.2|DMEL	LOC108087701|XP_017040706.1|DFIC
OG0004307	PheRS-m|NP_477283.1|DMEL	LOC108096712|XP_017054036.1|DFIC
OG0004308	Galphas|NP_477505.1|DMEL	LOC108090726|XP_017045027.1|DFIC
OG0004309	mRpL12|NP_524742.1|DMEL	LOC108093918|XP_017049778.1|DFIC
OG0004310	Sec31|NP_001286215.1|DMEL	LOC108090440|XP_017044607.1|DFIC
OG0004311	Su_var_3-3|NP_649194.1|DMEL	LOC108100626|XP_017060116.1|DFIC
OG0004312	Nop60B|NP_525120.1|DMEL	LOC108090930|XP_017045355.1|DFIC
OG0004313	bin3|NP_724468.1|DMEL	LOC108094294|XP_017050286.1|DFIC
OG0004314	mahj|NP_611592.2|DMEL	LOC108096799|XP_017054170.1|DFIC
OG0004315	Rpn8|NP_001261167.1|DMEL	LOC108101901|XP_017061958.1|DFIC
OG0004316	CG46338|NP_524888.1|DMEL	LOC108090702|XP_017044982.1|DFIC
OG0004317	Gasz|NP_610362.1|DMEL	LOC108101607|XP_017061509.1|DFIC
OG0004318	ocm|NP_611894.1|DMEL	LOC108090854|XP_017045222.1|DFIC
OG0004319	ZnT49B|NP_725207.1|DMEL	LOC108096878|XP_017054301.1|DFIC
OG0004320	CG12499|NP_651044.1|DMEL	LOC108099477|XP_017058522.1|DFIC
OG0004321	CG13397|NP_652045.1|DMEL	LOC108100969|XP_017060609.1|DFIC
OG0004322	CG7675|NP_650717.1|DMEL	LOC108087381|XP_017040210.1|DFIC
OG0004323	hfp|NP_525123.2|DMEL	LOC108100582|XP_017060050.1|DFIC
OG0004324	CG43346|NP_001246121.1|DMEL	LOC108089943|XP_017043922.1|DFIC
OG0004325	CG9849|NP_611740.1|DMEL	LOC108096895|XP_017054329.1|DFIC
OG0004326	CG3831|NP_001261146.1|DMEL	LOC108096894|XP_017054328.1|DFIC
OG0004327	exd|NP_523360.1|DMEL	LOC108094691|XP_017050905.1|DFIC
OG0004328	Rrp4|NP_611807.1|DMEL	LOC108087712|XP_017040721.1|DFIC
OG0004329	snama|NP_611884.1|DMEL	LOC108090796|XP_017045133.1|DFIC
OG0004330	CG30105|NP_725699.1|DMEL	LOC108094073|XP_017050003.1|DFIC
OG0004331	Orc6|NP_477319.1|DMEL	LOC108090705|XP_017044987.1|DFIC
OG0004332	mtDNA-helicase|NP_609318.1|DMEL	LOC108101247|XP_017060992.1|DFIC
OG0004333	Cse1|NP_523588.2|DMEL	LOC108098246|XP_017056524.1|DFIC
OG0004334	CG6739|NP_609130.1|DMEL	LOC108100910|XP_017060513.1|DFIC
OG0004335	Dpit47|NP_001260729.1|DMEL	LOC108094251|XP_017050199.1|DFIC
OG0004336	CG11788|NP_611466.2|DMEL	LOC108094885|XP_017051209.1|DFIC
OG0004337	Ssb-c31a|NP_477136.1|DMEL	LOC108092722|XP_017047940.1|DFIC
OG0004338	Shc|NP_524683.2|DMEL	LOC108096271|XP_017053222.1|DFIC
OG0004339	CG30197|NP_725399.1|DMEL	LOC108086726|XP_017039241.1|DFIC
OG0004340	Cpr51A|NP_610968.1|DMEL	LOC108086725|XP_017039240.1|DFIC
OG0004341	Rpi|NP_726309.3|DMEL	LOC108096921|XP_017054361.1|DFIC
OG0004342	lov|NP_611994.3|DMEL	LOC108095230|XP_017051739.1|DFIC
OG0004343	gol|NP_001163300.1|DMEL	LOC108095224|XP_017051730.1|DFIC
OG0004344	Nplp1|NP_001137760.1|DMEL	LOC108090905|XP_017045310.1|DFIC
OG0004345	CG1416|NP_610121.2|DMEL	LOC108094391|XP_017050445.1|DFIC
OG0004346	mAChR-A|NP_523844.2|DMEL	LOC108101917|XP_017061982.1|DFIC
OG0004347	bs|NP_726438.1|DMEL	LOC108101883|XP_017061915.1|DFIC
OG0004348	CG13566|NP_611858.2|DMEL	LOC108090648|XP_017044915.1|DFIC
OG0004349	kcc|NP_001286795.1|DMEL	LOC108090721|XP_017045013.1|DFIC
OG0004350	Glo1|NP_610270.1|DMEL	LOC108093980|XP_017049878.1|DFIC
OG0004351	AGO1|NP_725341.1|DMEL	LOC108096642|XP_017053895.1|DFIC
OG0004352	abs|NP_524220.1|DMEL	LOC108098573|XP_017057096.1|DFIC
OG0004353	CG5003|NP_651593.1|DMEL	LOC108095920|XP_017052741.1|DFIC
OG0004354	CG31301|NP_650449.1|DMEL	LOC108097468|XP_017055233.1|DFIC
OG0004355	CG42724|NP_001189184.1|DMEL	LOC108091780|XP_017046622.1|DFIC
OG0004356	AGBE|NP_788342.1|DMEL	LOC108087799|XP_017040833.1|DFIC
OG0004357	so|NP_476733.1|DMEL	LOC108094006|XP_017049922.1|DFIC
