Orthogroup	DMEL.longest_only	DMIR.longest_only
OG0003084	Alh|NP_001262332.1|DMEL	LOC108155079|XP_033244222.1|DMIR
OG0003085	Fer1|NP_001262334.1|DMEL	LOC108157601|XP_033245763.1|DMIR
OG0003086	SNF4Agamma|NP_732598.1|DMEL	LOC108155333|XP_017141565.1|DMIR
OG0003087	rols|NP_729778.1|DMEL	LOC108152825|XP_017137907.1|DMIR
OG0003088	Ubc6|NP_524230.2|DMEL	LOC108154711|XP_017140553.1|DMIR
OG0003089	trbd|NP_649931.1|DMEL	LOC108154241|XP_017139962.1|DMIR
OG0003090	Brd8|NP_651685.2|DMEL	LOC108155271|XP_017141466.1|DMIR
OG0003091	RpL3|NP_524316.1|DMEL	LOC108154212|XP_017139925.1|DMIR, LOC117192209|XP_033252770.1|DMIR
OG0003092	CG5862|NP_650954.1|DMEL	LOC108155114|XP_017141242.1|DMIR
OG0003093	CG8468|NP_610940.1|DMEL	LOC108158574|XP_017146502.1|DMIR
OG0003094	MagR|NP_001259579.1|DMEL	LOC108165077|XP_017156619.1|DMIR
OG0003095	CG4872|NP_573173.2|DMEL	LOC108151684|XP_017135917.1|DMIR
OG0003096	CG8311|NP_611139.1|DMEL	LOC108158558|XP_017146467.1|DMIR
OG0003097	spdo|NP_733372.1|DMEL	LOC108155851|XP_017142452.1|DMIR
OG0003098	CG14817|NP_569953.1|DMEL	LOC108158707|XP_017146740.1|DMIR
OG0003099	Manf|NP_477445.1|DMEL	LOC108157137|XP_017144527.1|DMIR
OG0003100	CG11596|NP_726779.1|DMEL	LOC108164589|XP_017155907.1|DMIR
OG0003101	msps|NP_001247129.1|DMEL	LOC117187252|XP_033245416.1|DMIR, LOC108155513|XP_033245409.1|DMIR
OG0003102	Kyat|NP_650121.1|DMEL	LOC108155108|XP_017141231.1|DMIR
OG0003103	Ranbp9|NP_650068.1|DMEL	LOC108155405|XP_017141691.1|DMIR
OG0003104	CNPYb|NP_649089.2|DMEL	LOC108152738|XP_017137772.1|DMIR
OG0003105	AANATL7|NP_570009.2|DMEL	LOC108152909|XP_017138050.1|DMIR
OG0003106	ppk29|NP_001097442.2|DMEL	LOC108159503|XP_033246518.1|DMIR
OG0003107	Nrd1|NP_572757.2|DMEL	LOC108160627|XP_017150243.1|DMIR
OG0003108	mei-41|NP_523369.2|DMEL	LOC108155321|XP_017141535.1|DMIR
OG0003109	Gbeta5|NP_572452.1|DMEL	LOC108165027|XP_017156553.1|DMIR
OG0003110	CG10321|NP_001261124.1|DMEL	LOC117190027|XP_033251005.1|DMIR, LOC108158987|XP_017147321.2|DMIR
OG0003111	CG2247|NP_572735.1|DMEL	LOC108160603|XP_017150200.1|DMIR
OG0003112	SF2|NP_652611.1|DMEL	LOC108156025|XP_017142764.1|DMIR
OG0003114	CG6191|NP_001260958.1|DMEL	LOC108158144|XP_017145850.1|DMIR, LOC117190590|XP_033251530.1|DMIR
OG0003115	CCHa1-R|NP_611241.2|DMEL	LOC117193017|XP_033253625.1|DMIR, LOC108159686|XP_017148679.1|DMIR
OG0003116	CG34370|NP_001097404.2|DMEL	LOC117193902|XP_033254470.1|DMIR, LOC108160669|XP_017150301.1|DMIR
OG0003117	CG14182|NP_649163.1|DMEL	LOC108152512|XP_017137394.1|DMIR
OG0003118	CG32085|NP_729732.1|DMEL	LOC108153297|XP_017138675.1|DMIR
OG0003119	RIOK1|NP_648489.1|DMEL	LOC108152516|XP_017137400.1|DMIR
OG0003120	CG42672|NP_726059.5|DMEL	LOC108159027|XP_033250744.1|DMIR, LOC117185962|XP_033246455.1|DMIR
OG0003121	SmydA-4|NP_572675.1|DMEL	LOC108165055|XP_017156586.1|DMIR
OG0003122	CG13868|NP_001368955.1|DMEL	LOC117193079|XP_033253698.1|DMIR, LOC108160316|XP_017149729.1|DMIR
OG0003123	26-29-p|NP_620470.1|DMEL	LOC108165310|XP_017156834.2|DMIR, LOC108153315|XP_017138714.2|DMIR
OG0003124	CG42380|NP_001137736.1|DMEL	LOC117187943|XP_033246831.1|DMIR, LOC108160159|XP_017149465.2|DMIR, LOC117189939|XP_033250911.1|DMIR, LOC117190789|XP_033251738.1|DMIR
OG0003125	nuf|NP_001246751.1|DMEL	LOC108152191|XP_017136826.1|DMIR
OG0003126	sona|NP_001137746.1|DMEL	LOC108160508|XP_033248312.1|DMIR
OG0003127	CG5532|NP_611826.1|DMEL	LOC108160839|XP_017150572.1|DMIR, LOC117189864|XP_033250828.1|DMIR, LOC117191841|XP_033252500.1|DMIR
OG0003128	CG44836|NP_730167.2|DMEL	LOC108151271|XP_017135283.1|DMIR
OG0003129	clu|NP_611095.1|DMEL	LOC108159445|XP_017148222.2|DMIR, LOC117188346|XP_033247950.1|DMIR
OG0003130	CG8204|NP_611050.1|DMEL	LOC108160039|XP_017149271.1|DMIR
OG0003131	Nup62|NP_611120.1|DMEL	LOC108158769|XP_017146885.1|DMIR, LOC117189395|XP_033250408.1|DMIR
OG0003132	CG5376|NP_651054.1|DMEL	LOC108156835|XP_017144033.1|DMIR
OG0003133	CG3253|NP_611886.1|DMEL	LOC108157997|XP_017145629.1|DMIR
OG0003134	Diap2|NP_477127.1|DMEL	LOC108159671|XP_017148642.1|DMIR, LOC117193609|XP_033254242.1|DMIR, LOC117193611|XP_033254244.1|DMIR, LOC117193610|XP_033254243.1|DMIR
OG0003135	Ide|NP_524182.3|DMEL	LOC108152750|XP_017137797.1|DMIR
OG0003136	tey|NP_001137981.1|DMEL	LOC108153600|XP_017139172.1|DMIR
OG0003137	CG12384|NP_610676.2|DMEL	LOC108158164|XP_017145876.1|DMIR
OG0003138	gek|NP_523837.2|DMEL	LOC108158583|XP_017146515.1|DMIR, LOC117189627|XP_033250636.1|DMIR, LOC117189628|XP_033250639.1|DMIR
OG0003139	CG7407|NP_649364.1|DMEL	LOC108152943|XP_017138127.1|DMIR
OG0003140	Toll-7|NP_523797.1|DMEL	LOC108160410|XP_017149893.1|DMIR
OG0003141	CG8841|NP_610760.1|DMEL	LOC117185718|XP_033247595.1|DMIR, LOC108159315|XP_017147977.2|DMIR
OG0003142	cg|NP_001097306.2|DMEL	LOC117193384|XP_033254002.1|DMIR, LOC108158505|XP_017146350.1|DMIR
OG0003143	Asciz|NP_647776.1|DMEL	LOC108151506|XP_017135640.1|DMIR
OG0003144	par-1|NP_995894.2|DMEL	LOC108158650|XP_033250409.1|DMIR, LOC117185750|XP_033247394.1|DMIR
OG0003145	Eaf|NP_610273.1|DMEL	LOC108159956|XP_017149111.1|DMIR, LOC117190471|XP_033251436.1|DMIR
OG0003146	ADD1|NP_725094.1|DMEL	LOC108158489|XP_017146286.1|DMIR, LOC117192566|XP_033253170.1|DMIR
OG0003147	CG17839|NP_996085.2|DMEL	LOC108152962|XP_017138154.1|DMIR
OG0003148	Rbbp5|NP_649209.1|DMEL	LOC108151624|XP_017135812.1|DMIR
OG0003149	Ocrl|NP_569962.2|DMEL	LOC108152499|XP_017137366.1|DMIR
OG0003150	Slik|NP_726441.1|DMEL	LOC117185933|XP_033254383.1|DMIR, LOC108159076|XP_017147513.1|DMIR
OG0003151	Coq3|NP_610092.2|DMEL	LOC108162669|XP_017153000.2|DMIR
OG0003152	icln|NP_611237.2|DMEL	LOC117192730|XP_033253364.1|DMIR, LOC117193065|XP_033253688.1|DMIR, LOC117192729|XP_033253363.1|DMIR, LOC108159628|XP_017148574.1|DMIR
OG0003153	GPHR|NP_611016.2|DMEL	LOC117194695|XP_033255093.1|DMIR, LOC108160649|XP_033247582.1|DMIR, LOC117194698|XP_033255099.1|DMIR, LOC117187081|XP_033244824.1|DMIR
OG0003154	spn-E|NP_476741.1|DMEL	LOC108155187|XP_017141347.1|DMIR
OG0003155	CG9143|NP_611467.1|DMEL	LOC117187688|XP_033246262.1|DMIR, LOC108160042|XP_017149275.2|DMIR
OG0003156	l_2_k09913|NP_611751.1|DMEL	LOC108160161|XP_017149469.2|DMIR, LOC117185720|XP_017149468.1|DMIR
OG0003157	gkt|NP_523465.2|DMEL	LOC108163749|XP_017154705.2|DMIR
OG0003158	Hacl|NP_611460.1|DMEL	LOC117192789|XP_033253438.1|DMIR, LOC108160101|XP_017149380.1|DMIR
OG0003159	EndoB|NP_611410.1|DMEL	LOC117185708|XP_033253851.1|DMIR, LOC108160087|XP_017149350.1|DMIR
OG0003160	CG11275|NP_611649.1|DMEL	LOC108159569|XP_017148498.1|DMIR, LOC117192542|XP_033253129.1|DMIR
OG0003161	CG12343|NP_610617.1|DMEL	LOC117192345|XP_033252883.1|DMIR, LOC108159483|XP_017148303.1|DMIR
OG0003162	Vps25|NP_610398.1|DMEL	LOC108158155|XP_017145866.1|DMIR, LOC108158790|XP_017146961.2|DMIR
OG0003163	ND-ACP|NP_001261250.1|DMEL	LOC108151893|XP_017136283.1|DMIR
OG0003164	l_2_k09848|NP_610200.1|DMEL	LOC117187694|XP_033246264.1|DMIR, LOC108160419|XP_017149907.2|DMIR
OG0003165	Ehbp1|NP_995865.2|DMEL	LOC117190632|XP_033251568.1|DMIR, LOC108159256|XP_017147875.1|DMIR
OG0003166	CG9304|NP_611624.3|DMEL	LOC108159579|XP_017148517.1|DMIR, LOC117193444|XP_033254087.1|DMIR
OG0003167	ena|NP_001137709.1|DMEL	LOC117192633|XP_033253251.1|DMIR, LOC108158778|XP_017146932.1|DMIR
OG0003168	Nmdmc|NP_476929.1|DMEL	LOC108155720|XP_017142212.1|DMIR
OG0003169	CG2608|NP_610042.1|DMEL	LOC108163503|XP_017154317.1|DMIR
OG0003170	RhoGEF2|NP_477317.1|DMEL	LOC108159292|XP_017147946.1|DMIR
OG0003171	CG11474|NP_611634.1|DMEL	LOC108159631|XP_017148577.1|DMIR
OG0003172	CG42542|NP_001163614.1|DMEL	LOC108156290|XP_017143161.1|DMIR
OG0003173	Prosbeta7|NP_649529.1|DMEL	LOC108156766|XP_017143920.1|DMIR
OG0003174	AP-1mu|NP_649906.1|DMEL	LOC108155460|XP_017141768.1|DMIR
OG0003175	mrj|NP_725545.2|DMEL	LOC117185734|XP_033250821.1|DMIR, LOC108159981|XP_033246996.1|DMIR
OG0003176	Uch|NP_476940.1|DMEL	LOC108162072|XP_017152108.1|DMIR
OG0003177	Tim10|NP_611606.1|DMEL	LOC117188135|XP_033247383.1|DMIR, LOC108160379|XP_017149846.2|DMIR
OG0003178	NC2alpha|NP_611601.2|DMEL	LOC117190808|XP_033251741.1|DMIR, LOC108159938|XP_017149081.1|DMIR
OG0003179	Tbp|NP_523805.1|DMEL	LOC117190435|XP_033251405.1|DMIR, LOC108159937|XP_017149080.1|DMIR
OG0003180	S2P|NP_610705.1|DMEL	LOC108159953|XP_017149107.1|DMIR, LOC117192968|XP_033253578.1|DMIR
OG0003181	CG13016|NP_610929.2|DMEL	LOC117189950|XP_033250923.1|DMIR, LOC108159793|XP_017148844.1|DMIR
OG0003182	CG11200|NP_611471.1|DMEL	LOC108160602|XP_033254619.1|DMIR, LOC117185791|XP_033247551.1|DMIR
OG0003183	drk|NP_476858.1|DMEL	LOC117191151|XP_033252009.1|DMIR, LOC108160505|XP_017150034.1|DMIR
OG0003184	Bmcp|NP_648501.1|DMEL	LOC108151957|XP_017136385.1|DMIR
OG0003185	Dp|NP_477039.1|DMEL	LOC117190191|XP_033251144.1|DMIR, LOC117189353|XP_033250381.1|DMIR, LOC108159037|XP_017147450.1|DMIR
OG0003186	CG30259|NP_611708.2|DMEL	LOC108158567|XP_033246992.1|DMIR, LOC117191534|XP_033252263.1|DMIR
OG0003187	CG15435|NP_608838.1|DMEL	LOC108163404|XP_017154157.1|DMIR
OG0003188	Ssdp|NP_001262698.1|DMEL	LOC108156472|XP_033245154.1|DMIR
OG0003189	ND-39|NP_649234.1|DMEL	LOC108153295|XP_017138671.1|DMIR
OG0003190	Ns2|NP_611232.1|DMEL	LOC117189514|XP_033250552.1|DMIR, LOC117189513|XP_033250551.1|DMIR, LOC108158390|XP_017146136.1|DMIR
OG0003191	Pmm2|NP_648589.1|DMEL	LOC108151513|XP_017135646.1|DMIR
OG0003192	Hsc70Cb|NP_001189103.1|DMEL	LOC108152753|XP_017137800.1|DMIR
OG0003193	Lam|NP_476616.1|DMEL	LOC108161879|XP_017151762.2|DMIR
OG0003194	bmm|NP_001163445.1|DMEL	LOC108152897|XP_017138033.1|DMIR
OG0003195	Sf3b5|NP_652189.1|DMEL	LOC108163508|XP_017154327.1|DMIR
OG0003196	Mtr3|NP_649157.1|DMEL	LOC108152954|XP_017138142.1|DMIR
OG0003197	ome|NP_001097606.1|DMEL	LOC108151128|XP_033243739.1|DMIR
OG0003198	cort|NP_523494.1|DMEL	LOC108162153|XP_017152220.1|DMIR
OG0003199	mthl14|NP_728509.1|DMEL	LOC108153657|XP_017139254.1|DMIR
OG0003200	SCAP|NP_788277.1|DMEL	LOC108159638|XP_017148590.1|DMIR
OG0003201	Prosap|NP_610925.3|DMEL	LOC117189749|XP_033250717.1|DMIR, LOC108159170|XP_017147699.1|DMIR
OG0003202	mus301|NP_648178.1|DMEL	LOC108151057|XP_017134921.1|DMIR
OG0003203	aPKC|NP_001260984.1|DMEL	LOC108159893|XP_017149000.2|DMIR, LOC117187966|XP_033246872.1|DMIR
OG0003204	InR|NP_001138093.1|DMEL	LOC108155588|XP_017141987.1|DMIR
OG0003205	Mtpbeta|NP_477378.1|DMEL	LOC108160578|XP_017150153.2|DMIR, LOC117188168|XP_033247500.1|DMIR
OG0003206	l_2_k10201|NP_788296.1|DMEL	LOC117188498|XP_033248342.1|DMIR, LOC108159279|XP_017147929.2|DMIR
OG0003207	Ctl2|NP_651670.1|DMEL	LOC108154729|XP_017140584.1|DMIR
OG0003208	vsg|NP_001261646.1|DMEL	LOC108151852|XP_033243382.1|DMIR
OG0003209	LTV1|NP_610620.1|DMEL	LOC108159481|XP_017148300.1|DMIR
OG0003210	Nup37|NP_651360.1|DMEL	LOC108156956|XP_017144223.1|DMIR
OG0003211	CG7544|NP_611015.1|DMEL	LOC108158198|XP_017145906.1|DMIR
OG0003212	MBD-R2|NP_731688.2|DMEL	LOC108156269|XP_017143126.1|DMIR
OG0003213	CG8435|NP_611092.2|DMEL	LOC108158820|XP_017147001.1|DMIR, LOC117191500|XP_033252240.1|DMIR
OG0003214	cora|NP_523791.2|DMEL	LOC117192817|XP_033253468.1|DMIR, LOC108159783|XP_017148834.1|DMIR
OG0003215	Fkbp12|NP_523792.2|DMEL	LOC117192520|XP_033253107.1|DMIR, LOC108159746|XP_017148774.1|DMIR
OG0003216	CG8740|NP_001137621.1|DMEL	LOC108160462|XP_017149965.1|DMIR
OG0003217	CSN7|NP_610379.2|DMEL	LOC117191600|XP_033252311.1|DMIR, LOC117191601|XP_033252312.1|DMIR, LOC108160610|XP_017150213.1|DMIR
OG0003218	CG14186|NP_649174.1|DMEL	LOC108153572|XP_017139139.1|DMIR
OG0003219	Neurl4|NP_648688.2|DMEL	LOC108152592|XP_017137537.1|DMIR
OG0003220	CG10383|NP_609896.1|DMEL	LOC108161727|XP_017151539.1|DMIR
OG0003221	CG8915|NP_573208.1|DMEL	LOC108163201|XP_017153840.1|DMIR
OG0003222	CG2121|NP_001137618.1|DMEL	LOC117191602|XP_033252313.1|DMIR, LOC108160786|XP_017150482.1|DMIR
OG0003223	CG8321|NP_610720.1|DMEL	LOC117191932|XP_033252570.1|DMIR, LOC108159260|XP_017147889.1|DMIR
OG0003224	Hsf|NP_001036555.1|DMEL	LOC117191047|XP_033251906.1|DMIR, LOC108158548|XP_017146447.1|DMIR
OG0003225	spag4|NP_609510.2|DMEL	LOC108164164|XP_017155263.1|DMIR
OG0003226	lola|NP_788313.1|DMEL	LOC108158134|XP_017145806.1|DMIR, LOC117185802|XP_033252897.1|DMIR
OG0003228	CG4951|NP_001097950.1|DMEL	LOC108154902|XP_017140841.1|DMIR
OG0003229	CG5969|NP_788549.1|DMEL	LOC108161629|XP_017151421.1|DMIR, LOC108152052|XP_017136545.1|DMIR
OG0003231	CG16985|NP_647730.1|DMEL	LOC108151808|XP_017136150.1|DMIR, LOC108151809|XP_017136151.1|DMIR
OG0003232	CG34425|NP_001097683.1|DMEL	LOC108157622|XP_017145247.1|DMIR
OG0003233	CG13204|NP_610678.1|DMEL	LOC117193400|XP_033254041.1|DMIR, LOC117193399|XP_033254040.1|DMIR, LOC108159511|XP_017148359.1|DMIR, LOC108159515|XP_033246528.1|DMIR
OG0003234	sut4|NP_523675.1|DMEL	LOC117192691|XP_033253322.1|DMIR, LOC108160755|XP_017150442.1|DMIR
OG0003235	cav|NP_524477.3|DMEL	LOC108154705|XP_017140545.1|DMIR
OG0003236	CG32301|NP_728724.2|DMEL, CG32305|NP_728725.2|DMEL	LOC108151558|XP_017135716.1|DMIR
OG0003238	tbrd-3|NP_726307.1|DMEL	LOC108163536|XP_017154381.1|DMIR, LOC108160695|XP_017150335.2|DMIR, LOC117187803|XP_033246546.1|DMIR, LOC117191083|XP_033251939.1|DMIR
OG0003239	CG31773|NP_722953.1|DMEL	LOC108160620|XP_017150229.1|DMIR, LOC117186050|XP_033242018.1|DMIR, LOC117188242|XP_033247688.1|DMIR, LOC117188226|XP_033247629.1|DMIR, LOC117186048|XP_033242017.1|DMIR, LOC108162322|XP_033242015.1|DMIR
OG0003240	CG4988|NP_609514.1|DMEL, CG32444|NP_730670.1|DMEL	LOC108152352|XP_017137112.1|DMIR
OG0003242	Crtp|NP_524736.1|DMEL	LOC108160940|XP_017150717.1|DMIR, LOC117192909|XP_033253538.1|DMIR
OG0003243	CG31008|NP_733411.1|DMEL, CG31007|NP_733412.2|DMEL	LOC108156428|XP_017143370.1|DMIR
OG0003244	CG31296|NP_732044.2|DMEL	LOC108154370|XP_017140124.1|DMIR, LOC108154536|XP_017140328.1|DMIR
OG0003247	CG42870|NP_001189265.2|DMEL	LOC117187457|XP_033246061.1|DMIR, LOC108154446|XP_017140206.1|DMIR, LOC108154375|XP_017140127.2|DMIR, LOC117187149|XP_033245096.1|DMIR
OG0003250	CG5382|NP_732721.1|DMEL	LOC108156002|XP_017142692.1|DMIR
OG0003251	Spag1|NP_651514.1|DMEL	LOC108156477|XP_017143440.1|DMIR
OG0003252	btn|NP_732768.1|DMEL	LOC108157188|XP_017144606.1|DMIR
OG0003253	CG5608|NP_650208.1|DMEL	LOC108154242|XP_017139964.1|DMIR
OG0003254	MAGE|NP_649702.2|DMEL	LOC108155743|XP_017142250.1|DMIR
OG0003255	CG1750|NP_651857.2|DMEL	LOC108156744|XP_017143894.1|DMIR
OG0003256	bigmax|NP_651556.2|DMEL	LOC108156720|XP_017143859.1|DMIR
OG0003257	dlg1|NP_001162718.1|DMEL	LOC108155488|XP_033254174.1|DMIR
OG0003258	CG1532|NP_608420.1|DMEL	LOC108161540|XP_017151310.1|DMIR, LOC108164828|XP_017156240.1|DMIR
OG0003259	CG42346|NP_001036306.3|DMEL	LOC108158283|XP_017146043.2|DMIR
OG0003260	CG9915|NP_001097000.1|DMEL	LOC108159349|XP_017148050.1|DMIR
OG0003261	Syt14|NP_001262249.1|DMEL	LOC108156898|XP_017144129.1|DMIR
OG0003262	SF1|NP_524654.2|DMEL	LOC108156508|XP_017143499.1|DMIR
OG0003263	CCT2|NP_572524.1|DMEL	LOC108164626|XP_017155960.1|DMIR
OG0003264	CG14621|NP_608458.1|DMEL	LOC108159017|XP_017147391.1|DMIR
OG0003265	Orc5|NP_477132.1|DMEL	LOC108163157|XP_033248953.1|DMIR
OG0003266	Cpr|NP_477158.1|DMEL	LOC108163064|XP_017153626.1|DMIR
OG0003267	Pvf1|NP_523407.1|DMEL	LOC108160156|XP_017149466.1|DMIR
OG0003268	CG33203|NP_001138119.2|DMEL	LOC108155246|XP_017141426.2|DMIR
OG0003269	CIA30|NP_651718.1|DMEL	LOC108156177|XP_017142995.1|DMIR
OG0003270	DCX-EMAP|NP_001261850.1|DMEL	LOC108153619|XP_017139209.1|DMIR
OG0003271	Eph|NP_524625.3|DMEL	LOC108164411|XP_017155566.1|DMIR
OG0003272	CG32549|NP_996510.2|DMEL	LOC108161678|XP_033244468.1|DMIR
OG0003273	Ak6|NP_610797.1|DMEL	LOC108158409|XP_017146167.1|DMIR
OG0003274	nej|NP_001188575.1|DMEL	LOC108157105|XP_017144471.1|DMIR
OG0003275	lva|NP_525064.1|DMEL	LOC117192370|XP_033252925.1|DMIR, LOC108159034|XP_017147444.1|DMIR
OG0003276	CSN5|NP_477442.1|DMEL	LOC108154135|XP_017139759.1|DMIR
OG0003277	CG30016|NP_724982.1|DMEL	LOC108158182|XP_017145889.1|DMIR, LOC117192589|XP_033253199.1|DMIR
OG0003278	Slu7|NP_651659.2|DMEL	LOC108156465|XP_017143417.1|DMIR
OG0003279	Nf-YC|NP_572354.1|DMEL	LOC108163168|XP_017153791.1|DMIR
OG0003280	Poxm|NP_001036687.1|DMEL	LOC108155803|XP_017142373.1|DMIR
OG0003281	Cpr92F|NP_650905.2|DMEL	LOC108157712|XP_017145372.1|DMIR
OG0003282	pod1|NP_001245554.1|DMEL	LOC108158828|XP_017147019.1|DMIR
OG0003283	Hakai|NP_001260593.1|DMEL	LOC108163061|XP_017153621.1|DMIR
OG0003284	Pdp|NP_572404.1|DMEL	LOC108155647|XP_017142089.1|DMIR
OG0003285	ATPsynC|NP_651852.1|DMEL	LOC108154629|XP_017140440.1|DMIR
OG0003286	Lerp|NP_001262996.1|DMEL	LOC108155901|XP_017142532.1|DMIR
OG0003287	CCDC151|NP_648520.1|DMEL	LOC108152767|XP_017137831.1|DMIR
OG0003288	Mf|NP_650423.1|DMEL	LOC108157264|XP_017144735.1|DMIR
OG0003289	EMC8-9|NP_611731.1|DMEL	LOC108158364|XP_017146107.2|DMIR, LOC117188465|XP_033248269.1|DMIR
OG0003290	CG14646|NP_649462.1|DMEL	LOC108156570|XP_017143593.1|DMIR
OG0003291	SREBP|NP_730449.1|DMEL	LOC108151714|XP_017135974.1|DMIR
OG0003292	Lsd-2|NP_572996.1|DMEL	LOC108164541|XP_017155835.1|DMIR
OG0003293	CG4557|NP_572360.1|DMEL	LOC108154030|XP_017139615.1|DMIR
OG0003294	Vps50|NP_611258.2|DMEL	LOC108159606|XP_017148549.1|DMIR, LOC117193887|XP_033254462.1|DMIR
OG0003295	Usp2|NP_001285528.1|DMEL	LOC108158773|XP_017146896.1|DMIR
OG0003296	CG45122|NP_001287309.1|DMEL	LOC108156678|XP_017143792.1|DMIR
OG0003297	Fmr1|NP_001247017.1|DMEL	LOC108156631|XP_017143715.1|DMIR
OG0003298	CG5613|NP_573215.1|DMEL	LOC108164537|XP_017155826.1|DMIR
OG0003299	put|NP_001262575.1|DMEL	LOC108156479|XP_017143445.1|DMIR
OG0003300	kibra|NP_001287329.1|DMEL	LOC108154887|XP_017140820.2|DMIR
OG0003301	CG10914|NP_611297.3|DMEL	LOC108159669|XP_017148638.1|DMIR
OG0003302	CG1628|NP_572639.2|DMEL	LOC108163746|XP_017154706.2|DMIR
OG0003303	Ercc1|NP_477468.1|DMEL	LOC108160504|XP_017150033.1|DMIR, LOC117189952|XP_033250924.1|DMIR
OG0003304	Hrd3|NP_651179.1|DMEL	LOC108154669|XP_017140496.1|DMIR
OG0003305	Hs3st-B|NP_573370.1|DMEL	LOC108165050|XP_017156581.1|DMIR
OG0003306	geminin|NP_610218.1|DMEL	LOC108160364|XP_017149824.1|DMIR, LOC117193333|XP_033253953.1|DMIR, LOC117193335|XP_033253955.1|DMIR
OG0003307	Stim|NP_523357.2|DMEL	LOC108156568|XP_033243021.1|DMIR, LOC117186457|XP_033243207.1|DMIR
OG0003308	Sf3b1|NP_001259837.1|DMEL	LOC108162763|XP_017153139.1|DMIR
OG0003309	bves|NP_608426.1|DMEL	LOC108159622|XP_017148570.1|DMIR
OG0003310	CG11095|NP_572927.1|DMEL	LOC108162246|XP_017152418.1|DMIR
OG0003311	mRpL40|NP_524318.1|DMEL	LOC108155411|XP_017141697.1|DMIR
OG0003312	Det|NP_650608.1|DMEL	LOC108156367|XP_017143260.1|DMIR
OG0003313	CG13367|NP_569851.2|DMEL	LOC108164722|XP_017156104.1|DMIR
OG0003314	DNAlig1|NP_611843.2|DMEL	LOC108160091|XP_017149357.1|DMIR
OG0003315	Sep4|NP_728003.1|DMEL	LOC108164090|XP_017155172.1|DMIR
OG0003316	CG11317|NP_001263133.1|DMEL	LOC108154382|XP_017140135.1|DMIR
OG0003317	CG7265|NP_650402.1|DMEL	LOC108155377|XP_017141638.1|DMIR
OG0003318	Mical|NP_001247015.1|DMEL	LOC108155526|XP_017141875.2|DMIR
OG0003319	CG9795|NP_730812.3|DMEL	LOC108155960|XP_017142614.1|DMIR
OG0003320	Gycbeta100B|NP_524603.2|DMEL	LOC108154621|XP_033245178.1|DMIR
OG0003321	CG1544|NP_651849.1|DMEL	LOC108154619|XP_017140428.1|DMIR
OG0003322	Zwilch|NP_733421.1|DMEL	LOC108154623|XP_017140434.1|DMIR
OG0003323	y|NP_476792.1|DMEL	LOC108165150|XP_017156706.1|DMIR
OG0003324	Adar|NP_001368969.1|DMEL	LOC108152108|XP_017136652.1|DMIR
OG0003325	CD98hc|NP_001262354.2|DMEL	LOC108156899|XP_033245061.1|DMIR
OG0003326	Chchd2|NP_573196.1|DMEL	LOC117186053|XP_033242024.1|DMIR, LOC108164476|XP_017155723.1|DMIR
OG0003327	CG11360|NP_001259068.1|DMEL	LOC117189231|XP_033250253.1|DMIR, LOC108164473|XP_033250186.1|DMIR
OG0003328	CG4025|NP_569979.1|DMEL	LOC108159740|XP_017148769.1|DMIR
OG0003329	Lrrk|NP_001262772.1|DMEL	LOC108155814|XP_017142385.1|DMIR
OG0003330	CG3552|NP_001137926.1|DMEL	LOC108151241|XP_017135231.1|DMIR
OG0003331	CG8945|NP_573190.1|DMEL	LOC108165203|XP_033244089.1|DMIR
OG0003332	TH1|NP_573123.1|DMEL	LOC108162977|XP_017153471.1|DMIR
OG0003333	zfh1|NP_733401.3|DMEL	LOC108156028|XP_017142769.1|DMIR
OG0003334	Sec20|NP_649595.1|DMEL	LOC108157222|XP_017144668.1|DMIR
OG0003335	HtrA2|NP_650366.1|DMEL	LOC108157255|XP_017144722.1|DMIR
OG0003336	CG6015|NP_651005.1|DMEL	LOC108156243|XP_017143081.1|DMIR
OG0003337	Rpn2|NP_001263057.1|DMEL	LOC108156670|XP_017143782.1|DMIR
OG0003338	naz|NP_732328.1|DMEL	LOC108157741|XP_017145408.1|DMIR
OG0003339	Gycalpha99B|NP_477088.2|DMEL	LOC108157189|XP_017144607.1|DMIR
OG0003340	CG7582|NP_651710.1|DMEL	LOC108157190|XP_033245313.1|DMIR
OG0003341	CG8326|NP_573226.1|DMEL	LOC108164846|XP_017156264.1|DMIR
OG0003342	Gss1|NP_788926.2|DMEL, Gss2|NP_728118.2|DMEL	LOC108159514|XP_017148366.1|DMIR
OG0003343	mmd|NP_001285311.1|DMEL	LOC108160402|XP_033243742.1|DMIR
OG0003344	Eato|NP_001036360.1|DMEL	LOC108162732|XP_017153093.2|DMIR
OG0003345	Flacc|NP_573339.1|DMEL	LOC108164515|XP_017155796.1|DMIR
OG0003346	CstF64|NP_477453.1|DMEL	LOC108154989|XP_017141021.1|DMIR
OG0003347	CG7685|NP_650724.1|DMEL	LOC108155581|XP_017141974.1|DMIR
OG0003348	dind|NP_650741.1|DMEL	LOC108154987|XP_017141017.1|DMIR
OG0003349	CG8745|NP_648665.1|DMEL	LOC108158506|XP_017146356.1|DMIR
OG0003350	unk|NP_001303430.1|DMEL	LOC108156288|XP_017143156.1|DMIR
OG0003351	RpL7A|NP_511063.1|DMEL	LOC108165474|XP_017157014.1|DMIR
OG0003352	PH4alphaEFB|NP_733371.1|DMEL	LOC108155852|XP_017142453.1|DMIR
