Orthogroup	DMEL.longest_only	DPER.longest_only
OG0005072	CG12773|NP_569905.1|DMEL	LOC6596689|XP_002021958.1|DPER
OG0005073	CG5721|NP_611306.1|DMEL	LOC6593150|XP_002018527.1|DPER
OG0005074	Sarm|NP_001246662.1|DMEL	LOC6602161|XP_026847980.1|DPER
OG0005075	eEFSec|NP_611584.1|DMEL	LOC6601569|XP_002026660.2|DPER
OG0005076	Syx6|NP_995816.1|DMEL	LOC6601266|XP_002026395.1|DPER
OG0005078	CG10357|NP_647821.2|DMEL	LOC6603568|XP_002028550.1|DPER
OG0005079	CG12851|NP_611987.3|DMEL	LOC6590750|XP_026842213.1|DPER
OG0005080	CG16753|NP_647764.1|DMEL	LOC6600520|XP_002025585.1|DPER
OG0005081	vimar|NP_995767.1|DMEL	LOC6590880|XP_026840762.1|DPER
OG0005082	CG12713|NP_648806.1|DMEL	LOC6596065|XP_002021222.1|DPER
OG0005083	MED20|NP_001260223.1|DMEL	LOC6598521|XP_002023560.1|DPER
OG0005084	CG17364|NP_788506.1|DMEL	LOC6602314|XP_026848495.1|DPER
OG0005085	CG7638|NP_648439.1|DMEL	LOC6599001|XP_002024069.1|DPER
OG0005086	CG11127|NP_610283.1|DMEL	LOC6602122|XP_002027194.2|DPER
OG0005087	Ae2|NP_648357.1|DMEL	LOC6602825|XP_026847785.1|DPER
OG0005088	CG13229|NP_610637.1|DMEL	LOC6601272|XP_002026401.1|DPER
OG0005089	CG12391|NP_610639.1|DMEL	LOC6601270|XP_002026399.1|DPER
OG0005090	CG11257|NP_611419.1|DMEL	LOC6591267|XP_002015800.1|DPER
OG0005091	GLS|NP_001163129.1|DMEL	LOC6592222|XP_026841489.1|DPER
OG0005092	CG7506|NP_648144.3|DMEL	LOC6597157|XP_002022362.1|DPER
OG0005093	Deaf1|NP_524169.1|DMEL	LOC6602295|XP_002027354.2|DPER
OG0005094	Eip63E|NP_001261373.1|DMEL	LOC6604157|XP_026847977.1|DPER
OG0005095	NKAIN|NP_611975.3|DMEL	LOC6590108|XP_026842284.1|DPER
OG0005096	Prx6005|NP_523463.2|DMEL	LOC6596421|XP_026843338.1|DPER
OG0005097	CG10433|NP_611590.1|DMEL	LOC6592977|XP_002018027.1|DPER
OG0005098	pio|NP_726461.1|DMEL	LOC6600855|XP_026842378.1|DPER
OG0005099	ETH|NP_524699.1|DMEL	LOC6592274|XP_002018415.1|DPER
OG0005100	Orc4|NP_477320.1|DMEL	LOC6592273|XP_002018414.1|DPER
OG0005101	mdlc|NP_650865.1|DMEL	LOC6594208|XP_002019667.1|DPER
OG0005102	RIC-3|NP_611537.2|DMEL	LOC6600908|XP_026841123.1|DPER
OG0005103	mr|NP_611862.1|DMEL	LOC6590987|XP_002016552.1|DPER
OG0005104	Chrac-14|NP_476646.2|DMEL	LOC6604588|XP_002029472.1|DPER, LOC6593533|XP_002018720.1|DPER
OG0005105	tap|NP_524124.1|DMEL	LOC6601423|XP_002026492.1|DPER
OG0005106	Shab|NP_001189037.1|DMEL	LOC6603911|XP_026847595.1|DPER
OG0005107	CG32281|NP_728821.2|DMEL	LOC6596220|XP_002021288.2|DPER
OG0005108	mRpS16|NP_523737.1|DMEL	LOC6592249|XP_002017635.1|DPER
OG0005109	CG34348|NP_001096954.1|DMEL	LOC6602680|XP_002027691.1|DPER
OG0005110	spd-2|NP_648906.1|DMEL	LOC6599759|XP_026847305.1|DPER
OG0005111	PGRP-LD|NP_001137893.1|DMEL	LOC6602791|XP_026847873.1|DPER
OG0005112	Rabex-5|NP_612093.1|DMEL	LOC6601013|XP_026849692.1|DPER
OG0005113	Pmi|NP_001027109.2|DMEL	LOC6602786|XP_002027800.1|DPER
OG0005114	CG9018|NP_647701.1|DMEL	LOC6601249|XP_002026211.1|DPER
OG0005115	CG34124|NP_001036333.1|DMEL	LOC6596312|XP_026843610.1|DPER
OG0005116	Dbp73D|NP_476833.1|DMEL	LOC6601645|XP_002026759.2|DPER
OG0005117	Pex5|NP_726771.1|DMEL	LOC6598373|XP_002023398.1|DPER
OG0005118	yip2|NP_523528.1|DMEL	LOC6589709|XP_002014459.1|DPER
OG0005119	Trpm|NP_001097320.1|DMEL	LOC6591251|XP_026841571.1|DPER
OG0005120	GV1|NP_647665.2|DMEL	LOC6595888|XP_026845448.1|DPER
OG0005121	Cpr76Bc|NP_001097644.1|DMEL	LOC6602411|XP_026848586.1|DPER
OG0005122	RpS4|NP_729871.1|DMEL	LOC6595900|XP_002021441.1|DPER
OG0005123	Chmp1|NP_649051.3|DMEL	LOC6599059|XP_026848960.1|DPER
OG0005124	Lasp|NP_730192.2|DMEL	LOC6601658|XP_026847526.1|DPER
OG0005125	Dab|NP_001163455.2|DMEL	LOC6601659|XP_026847486.1|DPER
OG0005126	Oseg1|NP_648221.3|DMEL	LOC6601219|XP_026848091.1|DPER
OG0005127	CG1927|NP_647684.1|DMEL	LOC6599090|XP_002024223.1|DPER
OG0005128	Psc|NP_523725.2|DMEL	LOC6590719|XP_026840598.1|DPER
OG0005129	CG5199|NP_649227.2|DMEL	LOC6601795|XP_002026854.1|DPER
OG0005130	Pex14|NP_649253.1|DMEL	LOC6601834|XP_026849377.1|DPER
OG0005131	CG42458|NP_996010.2|DMEL	LOC6597191|XP_002022336.2|DPER
OG0005132	Pfdn2|NP_729659.1|DMEL	LOC6603304|XP_002028285.1|DPER
OG0005133	CG14968|NP_647800.1|DMEL	LOC113566609|XP_026848813.1|DPER
OG0005134	sti|NP_001261768.1|DMEL	LOC6596229|XP_026845635.1|DPER
OG0005135	CG12025|NP_647671.1|DMEL	LOC6595865|XP_002021410.1|DPER
OG0005136	dre4|NP_476610.2|DMEL	LOC6595867|XP_002021412.1|DPER
OG0005137	l_3_mbt|NP_733209.1|DMEL	LOC6587888|XP_026840865.1|DPER
OG0005138	Eaf6|NP_647981.1|DMEL	LOC6600316|XP_002025370.2|DPER
OG0005139	CG42269|NP_648019.2|DMEL	LOC6601463|XP_002026430.2|DPER
OG0005140	eIF3i|NP_523478.1|DMEL	LOC6596349|XP_002021487.1|DPER
OG0005141	Dg|NP_788363.1|DMEL	LOC6593123|XP_002017622.1|DPER
OG0005142	h|NP_523977.2|DMEL	LOC6602466|XP_026848773.1|DPER
OG0005143	Zasp66|NP_729395.2|DMEL	LOC6602491|XP_026848717.1|DPER
OG0005144	Cpr66D|NP_729400.1|DMEL	LOC6602494|XP_026848800.1|DPER
OG0005145	Arr2|NP_523976.1|DMEL	LOC6602462|XP_002027524.1|DPER
OG0005146	CG33288|NP_996136.2|DMEL	LOC6601235|XP_026848204.1|DPER
OG0005147	barc|NP_649313.1|DMEL	LOC113566504|XP_026848205.1|DPER
OG0005148	CG4080|NP_648305.1|DMEL	LOC6599636|XP_002024746.2|DPER
OG0005149	Snx16|NP_611252.1|DMEL	LOC6592935|XP_002018382.1|DPER
OG0005150	Tcs3|NP_648880.1|DMEL	LOC6599820|XP_002024920.1|DPER
OG0005151	CG11583|NP_001033989.1|DMEL	LOC6601915|XP_002026964.1|DPER
OG0005152	CG11586|NP_647881.1|DMEL	LOC6601908|XP_002026957.1|DPER
OG0005153	CG15011|NP_647879.1|DMEL	LOC113566709|XP_026849327.1|DPER, LOC6601906|XP_026849325.1|DPER
OG0005154	ago|NP_523922.1|DMEL	LOC6601904|XP_026849320.1|DPER
OG0005155	Kah|NP_612040.1|DMEL	LOC6599559|XP_026849409.1|DPER
OG0005156	Sec15|NP_650942.1|DMEL	LOC6591460|XP_002016946.1|DPER
OG0005157	Gp150|NP_477049.2|DMEL	LOC6593198|XP_026842294.1|DPER
OG0005158	LanA|NP_476617.1|DMEL	LOC6599465|XP_002024614.2|DPER
OG0005159	mbf1|NP_001261952.1|DMEL	LOC6599767|XP_002024887.2|DPER
OG0005160	CG7484|NP_649000.1|DMEL	LOC6596095|XP_002021248.1|DPER
OG0005161	CG3257|NP_611887.2|DMEL	LOC6590424|XP_002016596.1|DPER
OG0005162	CG12106|NP_572536.1|DMEL	LOC6598246|XP_002023416.1|DPER
OG0005163	Hem|NP_524214.1|DMEL	LOC6600502|XP_002025609.1|DPER
OG0005164	INPP5E|NP_648566.1|DMEL	LOC113565972|XP_026845261.1|DPER
OG0005165	Bap170|NP_610216.1|DMEL	LOC6601292|XP_002026330.2|DPER
OG0005166	hd|NP_649531.1|DMEL	LOC6591992|XP_002017216.1|DPER
OG0005167	RpII18|NP_524910.1|DMEL	LOC6591993|XP_002017217.1|DPER
OG0005168	CG7728|NP_648945.1|DMEL	LOC6601008|XP_002026163.1|DPER
OG0005169	CG14989|NP_001246611.1|DMEL	LOC6603301|XP_002028282.1|DPER
OG0005170	Gad1|NP_523914.2|DMEL	LOC6603300|XP_026849856.1|DPER
OG0005171	Faa|NP_524830.2|DMEL	LOC6603299|XP_002028280.1|DPER
OG0005172	cv-2|NP_524809.2|DMEL	LOC6601572|XP_026841467.1|DPER
OG0005173	CG3358|NP_724515.1|DMEL	LOC6590956|XP_002015541.1|DPER
OG0005174	RabX1|NP_524713.1|DMEL	LOC6592407|XP_002018152.1|DPER
OG0005175	CG3530|NP_726322.1|DMEL	LOC6593138|XP_002018170.1|DPER
OG0005176	edl|NP_523786.2|DMEL	LOC6591154|XP_002015923.1|DPER
OG0005177	CG9812|NP_726324.3|DMEL	LOC6593135|XP_026842091.1|DPER
OG0005178	ZC3H3|NP_648230.1|DMEL	LOC6601439|XP_026847784.1|DPER
OG0005179	Nelf-E|NP_648241.1|DMEL	LOC6602482|XP_002027512.1|DPER
OG0005180	CG13917|NP_647628.1|DMEL	LOC6600626|XP_026847598.1|DPER
OG0005181	CG9992|NP_573121.1|DMEL	LOC6599352|XP_026847122.1|DPER
OG0005182	Rme-8|NP_610467.1|DMEL	LOC6592993|XP_002017976.1|DPER
OG0005183	Galphao|NP_724934.1|DMEL	LOC6592254|XP_002017640.1|DPER
OG0005184	RanBPM|NP_001303342.1|DMEL	LOC6592251|XP_026840737.1|DPER
OG0005185	CG2063|NP_610475.1|DMEL	LOC6592671|XP_002018196.1|DPER
OG0005186	nompA|NP_524831.2|DMEL	LOC6592824|XP_026840801.1|DPER
OG0005187	mim|NP_001188869.1|DMEL	LOC6590957|XP_026842828.1|DPER
OG0005188	slim|NP_523782.1|DMEL	LOC6592255|XP_002018564.1|DPER
OG0005189	Vav|NP_001097030.1|DMEL	LOC6597445|XP_026846443.1|DPER
OG0005190	exex|NP_648164.1|DMEL	LOC6599848|XP_026847345.1|DPER
OG0005191	CG10311|NP_650536.1|DMEL	LOC6591944|XP_002017311.1|DPER
OG0005192	Elk|NP_477009.1|DMEL	LOC6590179|XP_026840595.1|DPER
OG0005193	Drep2|NP_001097238.1|DMEL	LOC6592674|XP_026842449.1|DPER
OG0005194	Hil|NP_611493.2|DMEL	LOC6592557|XP_026842883.1|DPER
OG0005195	CG17985|NP_610305.1|DMEL	LOC6602086|XP_002027164.1|DPER
OG0005196	in|NP_788548.1|DMEL	LOC6595909|XP_002021055.2|DPER
OG0005197	spag|NP_524664.1|DMEL	LOC6592742|XP_026841181.1|DPER
OG0005198	mirr|NP_001261778.1|DMEL	LOC6595967|XP_002021205.1|DPER
OG0005199	eIF2Bgamma|NP_611046.2|DMEL	LOC6602118|XP_002027132.1|DPER
OG0005200	l_2_k01209|NP_725672.2|DMEL	LOC6590868|XP_002016117.1|DPER
OG0005201	emp|NP_726504.2|DMEL	LOC6591162|XP_026842176.1|DPER
OG0005202	CG30496|NP_724595.1|DMEL	LOC6591015|XP_002016367.1|DPER
OG0005203	Ih|NP_001033948.1|DMEL	LOC6600882|XP_026842623.1|DPER
OG0005204	homer|NP_001036341.2|DMEL	LOC6593523|XP_026843548.1|DPER
OG0005205	Pgant2|NP_995625.2|DMEL	LOC6589030|XP_026844250.1|DPER
OG0005206	AIMP3|NP_660194.1|DMEL	LOC6592562|XP_002018244.1|DPER
OG0005207	Pdk|NP_001097240.1|DMEL	LOC6592195|XP_002017765.1|DPER
OG0005208	eve|NP_523670.2|DMEL	LOC6592359|XP_002018431.1|DPER
OG0005209	yellow-c|NP_523570.3|DMEL	LOC6593701|XP_002018848.1|DPER
OG0005210	GABA-B-R1|NP_523569.3|DMEL	LOC6593700|XP_026842949.1|DPER
OG0005211	Rich|NP_649385.1|DMEL	LOC6602210|XP_026848000.1|DPER
OG0005212	DnaJ-60|NP_523840.1|DMEL	LOC6593596|XP_002018887.1|DPER
OG0005213	Mcm6|NP_511065.1|DMEL	LOC6600228|XP_026846731.1|DPER
OG0005214	Megf8|NP_609180.3|DMEL	LOC6602212|XP_002027250.2|DPER
OG0005215	CG2818|NP_608804.1|DMEL	LOC6589046|XP_026844457.1|DPER
OG0005216	Rab9|NP_609966.1|DMEL	LOC6597960|XP_002023163.1|DPER
OG0005217	CG2225|NP_001246127.1|DMEL	LOC6593538|XP_002018725.1|DPER
OG0005218	CG31886|NP_001097129.1|DMEL	LOC6593439|XP_026843021.1|DPER
OG0005219	Mys45A|NP_610455.1|DMEL	LOC6592847|XP_026841689.1|DPER
OG0005220	CG12099|NP_647623.1|DMEL	LOC6595835|XP_026845256.1|DPER
OG0005221	CG13108|NP_609276.1|DMEL	LOC6593853|XP_026843097.1|DPER
OG0005222	tweek|NP_001286002.1|DMEL	LOC6595428|XP_026844779.1|DPER
OG0005223	Bdp1|NP_609643.2|DMEL	LOC6593592|XP_002018883.2|DPER
OG0005224	Sema1a|NP_001260265.1|DMEL	LOC6593889|XP_026843719.1|DPER
OG0005225	okr|NP_476661.1|DMEL	LOC6596280|XP_002021802.1|DPER
OG0005226	Cka|NP_001245936.1|DMEL	LOC6589598|XP_026843954.1|DPER
OG0005227	CG5861|NP_609789.1|DMEL	LOC6595561|XP_002020909.1|DPER
OG0005228	Syx5|NP_599132.2|DMEL	LOC6595562|XP_002020910.1|DPER
OG0005229	dock|NP_722657.1|DMEL	LOC6589520|XP_026844253.1|DPER
OG0005230	Reps|NP_609487.2|DMEL	LOC6589726|XP_026844834.1|DPER
OG0005231	net|NP_524820.2|DMEL	LOC6595580|XP_002020957.1|DPER
OG0005232	Duox|NP_608715.2|DMEL	LOC6603391|XP_026843268.1|DPER
OG0005233	DCTN5-p25|NP_723893.1|DMEL	LOC6593694|XP_002018841.1|DPER
OG0005234	tj|NP_001260582.1|DMEL	LOC6597937|XP_002023172.2|DPER
OG0005235	CG10343|NP_609900.1|DMEL	LOC6589715|XP_002015305.1|DPER
OG0005236	Psf2|NP_608826.4|DMEL	LOC6595554|XP_002020641.1|DPER
OG0005237	Traf4|NP_477416.1|DMEL	LOC6595471|XP_026844411.1|DPER
OG0005238	CG15429|NP_608823.2|DMEL	LOC6595473|XP_002020645.1|DPER
OG0005239	papi|NP_608657.1|DMEL	LOC6589838|XP_026843900.1|DPER
OG0005240	CG33303|NP_001260335.1|DMEL	LOC6589467|XP_002014412.1|DPER
OG0005241	capt|NP_001033870.1|DMEL	LOC6595533|XP_002020668.2|DPER
OG0005242	CG6443|NP_609443.1|DMEL	LOC6596650|XP_002021658.1|DPER
OG0005243	drongo|NP_001162848.1|DMEL	LOC6589521|XP_026844704.1|DPER
OG0005244	kar|NP_001189213.1|DMEL	LOC6588386|XP_002013952.1|DPER
OG0005245	Ufl1|NP_649690.1|DMEL	LOC6591462|XP_002016948.1|DPER
OG0005246	CG13690|NP_608521.1|DMEL	LOC6589874|XP_002014587.1|DPER
OG0005247	pita|NP_611806.3|DMEL	LOC6592428|XP_002018240.1|DPER
OG0005248	tefu|NP_001036712.1|DMEL	LOC6594101|XP_026850238.1|DPER
OG0005249	cdm|NP_650682.1|DMEL	LOC6594304|XP_002019802.1|DPER
OG0005250	CG8671|NP_724324.2|DMEL	LOC6596594|XP_026843707.1|DPER
OG0005251	CG5381|NP_609379.1|DMEL	LOC6589250|XP_026844210.1|DPER
OG0005252	brat|NP_001188842.2|DMEL	LOC6598073|XP_026843009.1|DPER
OG0005253	Dap160|NP_001246118.1|DMEL	LOC6593465|XP_002018603.2|DPER
OG0005254	CG13082|NP_609984.2|DMEL	LOC6593964|XP_026843467.1|DPER
OG0005255	CG33116|NP_788074.1|DMEL	LOC6593963|XP_026843614.1|DPER
OG0005256	CG17883|NP_001036448.1|DMEL	LOC6597917|XP_026843120.1|DPER
OG0005257	CG13398|NP_609227.1|DMEL	LOC6593796|XP_002018716.1|DPER
OG0005258	scat|NP_524905.1|DMEL	LOC6593380|XP_002019046.1|DPER
OG0005259	CG33090|NP_788055.2|DMEL	LOC6598111|XP_026843164.1|DPER
OG0005260	mTTF|NP_609709.1|DMEL	LOC6598112|XP_002023268.1|DPER
OG0005261	Cog4|NP_609413.1|DMEL	LOC6588708|XP_026844519.1|DPER
OG0005262	vri|NP_477191.1|DMEL	LOC6588813|XP_002015174.1|DPER
OG0005263	Hasp|NP_001137842.2|DMEL	LOC6593321|XP_026843392.1|DPER
OG0005264	CG14331|NP_001097824.1|DMEL	LOC6587545|XP_026848317.1|DPER
OG0005265	swm|NP_001260586.1|DMEL	LOC6597945|XP_002023180.1|DPER
OG0005266	Mtr4|NP_524929.1|DMEL	LOC6603384|XP_026843750.1|DPER
OG0005267	Arpc5|NP_608693.1|DMEL	LOC6596389|XP_002021542.2|DPER
OG0005268	Drp1|NP_608694.2|DMEL	LOC6596390|XP_026843298.1|DPER
OG0005269	CG31689|NP_001259954.1|DMEL	LOC6596371|XP_002021556.1|DPER
OG0005270	CG6287|NP_609496.1|DMEL	LOC6589723|XP_002015132.1|DPER
OG0005271	mib2|NP_609933.1|DMEL	LOC113565701|XP_026844366.1|DPER, LOC6589555|XP_002014513.1|DPER
OG0005272	hook|NP_476573.1|DMEL	LOC6589654|XP_026844365.1|DPER
OG0005273	CSN8|NP_723378.2|DMEL	LOC6589071|XP_002014520.1|DPER
OG0005274	CG4751|NP_609495.1|DMEL	LOC6589719|XP_002015128.2|DPER
OG0005275	chico|NP_723540.1|DMEL	LOC6589676|XP_002014400.2|DPER
OG0005276	Drgx|NP_001097075.2|DMEL	LOC6589025|XP_026844060.1|DPER
OG0005277	cutlet|NP_787969.1|DMEL	LOC6589047|XP_026844488.1|DPER
OG0005278	CG13436|NP_611498.1|DMEL	LOC6592552|XP_002017930.1|DPER
OG0005279	Kr-h2|NP_523490.1|DMEL	LOC113565713|XP_026844440.1|DPER
OG0005280	mtRNApol|NP_608565.1|DMEL	LOC113565691|XP_026844287.1|DPER
OG0005281	VGlut|NP_001245848.1|DMEL	LOC6596478|XP_026843676.1|DPER
OG0005282	Madm|NP_649581.1|DMEL	LOC6588327|XP_002014144.1|DPER
OG0005283	Miro|NP_651205.2|DMEL	LOC6588425|XP_002013463.1|DPER
OG0005284	bur|NP_620114.3|DMEL	LOC6593671|XP_026843293.1|DPER
OG0005285	Mcm10|NP_610097.2|DMEL	LOC6593672|XP_026843494.1|DPER
OG0005286	Pino|NP_722679.1|DMEL	LOC6595485|XP_026844272.1|DPER
OG0005287	TBC1D23|NP_608569.1|DMEL	LOC6604703|XP_026844276.1|DPER
OG0005288	CG6055|NP_609122.1|DMEL	LOC6593920|XP_002018681.1|DPER
OG0005289	gus|NP_001246140.1|DMEL	LOC6603526|XP_002028506.1|DPER
OG0005290	CG2931|NP_649552.1|DMEL	LOC6592042|XP_002017155.1|DPER
OG0005291	Drep4|NP_609631.1|DMEL	LOC6596245|XP_002021774.2|DPER
OG0005292	CG31729|NP_609634.1|DMEL	LOC6593391|XP_002019089.1|DPER
OG0005293	CG15269|NP_609739.2|DMEL	LOC6593403|XP_002018857.2|DPER
OG0005294	Pex19|NP_609547.2|DMEL	LOC6595408|XP_026844477.1|DPER
OG0005295	CG44085|NP_001260440.1|DMEL	LOC6596248|XP_026843692.1|DPER
OG0005296	Atg17|NP_649573.2|DMEL	LOC6588299|XP_002014132.1|DPER
OG0005297	d|NP_001188730.1|DMEL	LOC6593974|XP_026843588.1|DPER
OG0005298	und|NP_477373.1|DMEL	LOC6588919|XP_026844998.1|DPER
OG0005299	IntS11|NP_651721.1|DMEL	LOC6587846|XP_026839921.1|DPER
OG0005300	p115|NP_572417.1|DMEL	LOC6600776|XP_002025844.1|DPER
OG0005301	CG13124|NP_001162923.1|DMEL	LOC6589794|XP_026844092.1|DPER
OG0005302	CG9003|NP_001097271.1|DMEL	LOC6590169|XP_002016105.1|DPER
OG0005303	Faf2|NP_477388.1|DMEL	LOC6595678|XP_002020738.2|DPER
OG0005304	HemK1|NP_609031.2|DMEL	LOC6593561|XP_002018976.1|DPER
OG0005305	rig|NP_611499.3|DMEL	LOC6592551|XP_026841995.1|DPER
OG0005306	ppk17|NP_609809.1|DMEL	LOC6589461|XP_002014740.2|DPER
OG0005307	AstC|NP_523542.1|DMEL	LOC6589762|XP_002015113.1|DPER
OG0005308	Myo31DF|NP_523538.1|DMEL	LOC6589505|XP_002015101.1|DPER
OG0005309	CG3277|NP_608762.3|DMEL	LOC6588747|XP_002015094.1|DPER
OG0005310	Ostgamma|NP_609204.2|DMEL	LOC6588750|XP_002014837.1|DPER
OG0005311	PICK1|NP_001285881.1|DMEL	LOC6603039|XP_002028061.1|DPER
OG0005312	Sfmbt|NP_001137821.1|DMEL	LOC6602243|XP_002027273.1|DPER
OG0005313	Pten|NP_477423.1|DMEL	LOC6589679|XP_026844621.1|DPER
OG0005314	Wdr81|NP_609535.1|DMEL	LOC6595442|XP_002020863.2|DPER
OG0005315	MESR3|NP_001260541.1|DMEL	LOC6588893|XP_002014681.2|DPER
OG0005316	Rcd6|NP_611497.1|DMEL	LOC6592553|XP_026842720.1|DPER
OG0005317	glu|NP_723996.1|DMEL	LOC6589127|XP_002014747.2|DPER
OG0005318	Marf1|NP_001246133.1|DMEL	LOC6597996|XP_026843490.1|DPER
OG0005319	stc|NP_476599.1|DMEL	LOC6593405|XP_002018859.1|DPER
OG0005320	bwa|NP_001260616.1|DMEL	LOC6596558|XP_002021739.2|DPER
OG0005321	CG33129|NP_788023.1|DMEL	LOC6589054|XP_002014306.1|DPER
OG0005322	CG15356|NP_608633.1|DMEL	LOC6589363|XP_002015368.1|DPER
OG0005323	CG32982|NP_001162916.1|DMEL	LOC6593852|XP_026843820.1|DPER
OG0005324	IP3K1|NP_609313.2|DMEL	LOC6589447|XP_002014474.2|DPER
OG0005325	Rrp1|NP_001137776.1|DMEL	LOC113565460|XP_026843299.1|DPER
OG0005326	CG4036|NP_609314.1|DMEL	LOC6589446|XP_002014473.1|DPER
OG0005327	CG13101|NP_609264.1|DMEL	LOC6593446|XP_002019202.1|DPER
OG0005328	sds22|NP_650619.1|DMEL	LOC6587601|XP_002013103.1|DPER
OG0005329	CG5280|NP_648278.1|DMEL	LOC6602984|XP_002028046.1|DPER
OG0005330	CG5068|NP_648277.3|DMEL	LOC6602985|XP_002028047.1|DPER
OG0005331	ND-B17.2|NP_001137770.1|DMEL	LOC6596388|XP_002021541.1|DPER
OG0005332	phr6-4|NP_477188.1|DMEL	LOC6588777|XP_002015258.2|DPER
OG0005333	crok|NP_609557.1|DMEL	LOC6589294|XP_002015064.1|DPER
OG0005334	mRpS7|NP_523537.1|DMEL	LOC113565675|XP_026844213.1|DPER
OG0005335	CG4627|NP_610846.2|DMEL	LOC6590532|XP_026841858.1|DPER
OG0005336	CG1671|NP_610526.1|DMEL	LOC6600944|XP_002026015.1|DPER
OG0005337	Cc2d2a|NP_611229.2|DMEL	LOC6591210|XP_002016200.2|DPER
OG0005338	Sur|NP_001334732.1|DMEL	LOC6588823|XP_026844009.1|DPER
OG0005339	ppk10|NP_001033894.1|DMEL	LOC6589010|XP_002014326.1|DPER
OG0005340	Trp1|NP_723510.1|DMEL	LOC6589017|XP_002014436.1|DPER
OG0005341	CG8635|NP_610401.1|DMEL	LOC6590641|XP_002016602.1|DPER
OG0005342	CycY|NP_609519.1|DMEL	LOC6595488|XP_002020593.1|DPER
OG0005343	CG1620|NP_001260777.1|DMEL	LOC6602057|XP_002027188.1|DPER
OG0005344	CG13186|NP_610725.1|DMEL	LOC6592799|XP_002017830.1|DPER
OG0005345	Phf5a|NP_609038.1|DMEL	LOC6593553|XP_002018968.1|DPER
OG0005346	Gas41|NP_609086.1|DMEL	LOC6593434|XP_002019119.1|DPER
OG0005347	Naprt|NP_001097077.1|DMEL	LOC113565898|XP_026845063.1|DPER, LOC6589393|XP_026844072.1|DPER
OG0005348	Utx|NP_609368.3|DMEL	LOC6588710|XP_002014378.2|DPER
OG0005349	CG5676|NP_609362.1|DMEL	LOC6589465|XP_002014410.1|DPER
OG0005350	hgo|NP_523544.2|DMEL	LOC6589720|XP_026844684.1|DPER
OG0005351	CG7565|NP_648171.1|DMEL	LOC6602164|XP_026847982.1|DPER
OG0005352	Cnot4|NP_001260343.1|DMEL	LOC6589311|XP_026844130.1|DPER
OG0005353	CG5742|NP_001261069.1|DMEL	LOC6590057|XP_002016389.1|DPER
OG0005354	lilli|NP_523464.1|DMEL	LOC6596290|XP_026843796.1|DPER
OG0005355	smo|NP_523443.1|DMEL	LOC6593755|XP_002018667.1|DPER
OG0005356	CG3625|NP_608514.1|DMEL	LOC6593757|XP_002018669.1|DPER
OG0005357	CG7149|NP_609149.3|DMEL	LOC113564871|XP_026844197.1|DPER
OG0005358	CG43322|NP_609092.1|DMEL	LOC6593683|XP_002018761.1|DPER
OG0005359	Nup214|NP_652039.2|DMEL	LOC6603162|XP_002028177.1|DPER
OG0005360	CG3902|NP_649069.2|DMEL	LOC6595810|XP_002021289.1|DPER
OG0005361	CG6700|NP_609459.1|DMEL	LOC6596587|XP_002021674.1|DPER
OG0005362	CG34159|NP_001097137.1|DMEL	LOC113565718|XP_026844460.1|DPER
OG0005363	sip1|NP_524725.2|DMEL	LOC6596541|XP_026843730.1|DPER
OG0005364	CG15651|NP_611531.2|DMEL	LOC6600834|XP_002025928.1|DPER
OG0005365	dia|NP_001246113.1|DMEL	LOC6589482|XP_026844097.1|DPER
OG0005366	cad|NP_001260641.1|DMEL	LOC6589481|XP_002015237.1|DPER
OG0005367	vari|NP_724288.3|DMEL	LOC6589479|XP_002015235.2|DPER
OG0005368	pasi2|NP_649883.1|DMEL	LOC6594877|XP_002020116.2|DPER, LOC113565940|XP_026845122.1|DPER
OG0005369	CG17652|NP_608617.1|DMEL	LOC6589639|XP_002015343.1|DPER
OG0005370	Ge-1|NP_609486.2|DMEL	LOC6589724|XP_002015117.2|DPER
OG0005371	CG16854|NP_001245974.1|DMEL	LOC6589764|XP_026844413.1|DPER
OG0005372	topi|NP_649945.1|DMEL	LOC6588152|XP_026846296.1|DPER
OG0005373	CG12567|NP_001015384.1|DMEL	LOC113565524|XP_026843600.1|DPER
OG0005374	LSm7|NP_609807.1|DMEL	LOC6589124|XP_002014744.1|DPER
OG0005375	ChLD3|NP_609806.1|DMEL	LOC6589125|XP_002014745.1|DPER
OG0005376	IA-2|NP_608562.4|DMEL	LOC6595474|XP_026844762.1|DPER
OG0005377	alphaCOP|NP_477395.1|DMEL	LOC6600579|XP_002025634.1|DPER
OG0005378	robo2|NP_001259868.1|DMEL	LOC6595687|XP_026844764.1|DPER
OG0005379	CG34174|NP_001097057.1|DMEL	LOC6589162|XP_002014893.1|DPER
OG0005380	robo3|NP_608592.2|DMEL	LOC6595618|XP_002020693.2|DPER
OG0005381	CG5758|NP_609866.1|DMEL	LOC6595707|XP_002020743.2|DPER
OG0005382	sky|NP_001260649.1|DMEL	LOC6589416|XP_026844053.1|DPER
OG0005383	CG7564|NP_648991.1|DMEL	LOC6603359|XP_002028340.2|DPER
OG0005384	CG17931|NP_732133.1|DMEL	LOC6591943|XP_002017310.1|DPER
OG0005385	CG16868|NP_611469.1|DMEL	LOC6592345|XP_026842070.1|DPER
OG0005386	CngA|NP_001188960.1|DMEL	LOC6590741|XP_026841636.1|DPER
