Orthogroup	DMEL.longest_only	DPSE.longest_only
OG0005816	Med|NP_524610.1|DMEL	LOC4801115|XP_033233707.1|DPSE
OG0005817	Mcm2|NP_477121.1|DMEL	LOC4801713|XP_001358759.2|DPSE
OG0005818	fid|NP_651453.3|DMEL	LOC6897512|XP_002137661.3|DPSE
OG0005819	CG10098|NP_649694.1|DMEL	LOC4802917|XP_001359739.3|DPSE
OG0005820	CG10068|NP_649695.1|DMEL	LOC4802918|XP_001359740.2|DPSE
OG0005821	Dpck|NP_649692.2|DMEL	LOC4803289|XP_001360054.3|DPSE
OG0005822	Coprox|NP_524777.1|DMEL	LOC4816119|XP_001355783.1|DPSE
OG0005823	CG5800|NP_573230.1|DMEL	LOC4815957|XP_001355301.2|DPSE
OG0005824	CycC|NP_476848.1|DMEL	LOC4801070|XP_001358231.1|DPSE
OG0005825	CG7394|NP_001137933.1|DMEL	LOC4813271|XP_001353912.2|DPSE
OG0005826	Alg-2|NP_001104459.2|DMEL	LOC13036425|XP_033237986.1|DPSE
OG0005827	CG4743|NP_651415.1|DMEL	LOC4802669|XP_001359541.2|DPSE
OG0005828	Sf3b6|NP_648037.1|DMEL	LOC4814173|XP_001354217.1|DPSE
OG0005829	CG8223|NP_649828.1|DMEL	LOC4803012|XP_001359814.4|DPSE
OG0005830	Ras64B|NP_523917.2|DMEL	LOC4812641|XP_001353030.1|DPSE
OG0005831	nab|NP_001014557.3|DMEL	LOC6900300|XP_033239833.1|DPSE
OG0005832	mas|NP_523919.1|DMEL	LOC4812647|XP_001353036.4|DPSE
OG0005833	CG43367|NP_001189048.2|DMEL	LOC4812655|XP_015044104.2|DPSE
OG0005834	Cpr64Ac|NP_647874.1|DMEL	LOC6900303|XP_002135625.2|DPSE
OG0005835	CG14997|NP_647877.1|DMEL	LOC4812665|XP_001353049.2|DPSE
OG0005836	CG18265|NP_648982.1|DMEL	LOC4812917|XP_033240805.1|DPSE
OG0005837	Golgin84|NP_651250.2|DMEL	LOC4802161|XP_001359134.2|DPSE
OG0005838	pasi1|NP_650655.1|DMEL	LOC4802863|XP_001359697.1|DPSE
OG0005839	Tnpo-SR|NP_001259961.1|DMEL	LOC4816317|XP_001355998.2|DPSE
OG0005840	mTerf5|NP_650693.1|DMEL	LOC4803192|XP_001359975.2|DPSE
OG0005841	Nlg3|NP_001036685.2|DMEL	LOC6897868|XP_033241812.1|DPSE
OG0005842	CG14812|NP_569946.1|DMEL	LOC4815624|XP_001355585.2|DPSE
OG0005843	dlp|NP_524071.2|DMEL	LOC4813260|XP_033238364.1|DPSE
OG0005844	Uggt|NP_524151.2|DMEL	LOC4813540|XP_001353481.3|DPSE
OG0005845	rtp|NP_649520.1|DMEL	LOC4802492|XP_001359404.3|DPSE
OG0005846	pyd|NP_001246998.1|DMEL	LOC4802625|XP_015037955.2|DPSE
OG0005847	Kcmf1|NP_731305.2|DMEL	LOC4803032|XP_015038248.1|DPSE
OG0005848	vap|NP_523361.1|DMEL	LOC26534030|XP_033240031.1|DPSE
OG0005849	eag|NP_001036275.1|DMEL	LOC6902148|XP_033238747.1|DPSE
OG0005850	dpr18|NP_573102.1|DMEL	LOC4814662|XP_033237896.1|DPSE
OG0005851	CG13773|NP_609081.1|DMEL	LOC4816145|XP_001355768.1|DPSE
OG0005852	Irbp|NP_536773.1|DMEL	LOC4803200|XP_033239690.1|DPSE
OG0005853	CG32554|NP_728102.1|DMEL	LOC6901804|XP_002134472.2|DPSE
OG0005854	ImpE3|NP_524908.1|DMEL	LOC4802718|XP_001359584.3|DPSE
OG0005855	CG42594|NP_001162668.2|DMEL	LOC4815882|XP_033238128.1|DPSE
OG0005856	shi|NP_001259588.1|DMEL	LOC6899661|XP_033239209.1|DPSE
OG0005857	Surf6|NP_524408.1|DMEL	LOC6903964|XP_002136554.2|DPSE
OG0005858	KLHL18|NP_650143.1|DMEL	LOC4802588|XP_001359481.1|DPSE
OG0005859	CG5828|NP_608907.1|DMEL	LOC4816897|XP_001356515.4|DPSE
OG0005860	lap|NP_001163538.1|DMEL	LOC4802930|XP_033232661.1|DPSE
OG0005861	faf|NP_524612.2|DMEL	LOC4801706|XP_033233568.1|DPSE
OG0005862	mtt|NP_001260806.1|DMEL	LOC6898155|XP_015039202.2|DPSE
OG0005863	Pi3K59F|NP_477133.1|DMEL	LOC4804547|XP_001361090.2|DPSE
OG0005864	CG8379|NP_996185.1|DMEL	LOC4802627|XP_001359511.3|DPSE
OG0005865	Syx18|NP_524485.1|DMEL	LOC4802538|XP_001359439.3|DPSE
OG0005866	CG13197|NP_610696.1|DMEL	LOC4805403|XP_001361808.3|DPSE
OG0005867	CG13258|NP_001246041.1|DMEL	LOC4817736|XP_033235393.1|DPSE
OG0005868	CG12863|NP_610973.3|DMEL	LOC26534363|XP_015039515.2|DPSE
OG0005869	mRpL30|NP_525073.1|DMEL	LOC4814558|XP_001355174.1|DPSE
OG0005870	CG3857|NP_996330.1|DMEL	LOC6901974|XP_002133508.2|DPSE
OG0005871	CG15747|NP_727694.1|DMEL	LOC6902154|XP_002133685.2|DPSE
OG0005872	ND-42|NP_524445.1|DMEL	LOC4801961|XP_001358975.1|DPSE
OG0005873	beag|NP_649865.1|DMEL	LOC4802631|XP_001359515.2|DPSE
OG0005874	Graf|NP_996441.2|DMEL	LOC6899357|XP_033239551.1|DPSE
OG0005875	sand|NP_610349.1|DMEL	LOC4804348|XP_001360922.2|DPSE
OG0005876	bi|NP_001259238.1|DMEL	LOC6902035|XP_033237923.1|DPSE
OG0005877	eIF5|NP_573098.1|DMEL	LOC6897805|XP_002137910.1|DPSE
OG0005878	hwt|NP_001259484.1|DMEL	LOC6902018|XP_002133552.3|DPSE
OG0005879	Mvb12|NP_573268.1|DMEL	LOC4815087|XP_015041711.2|DPSE
OG0005880	S1P|NP_649337.2|DMEL	LOC117185167|XP_033241224.1|DPSE
OG0005881	NHP2|NP_651965.1|DMEL	LOC4813771|XP_001353199.1|DPSE
OG0005882	CalpC|NP_573118.2|DMEL	LOC4815308|XP_001355059.3|DPSE
OG0005883	DIP2|NP_612019.2|DMEL	LOC4812044|XP_001352495.1|DPSE
OG0005884	CG10584|NP_649278.1|DMEL	LOC4812845|XP_001353212.1|DPSE
OG0005885	CG8833|NP_648669.1|DMEL	LOC4813037|XP_001353607.3|DPSE
OG0005886	Su_z_12|NP_730465.1|DMEL	LOC4813336|XP_033237389.1|DPSE
OG0005887	Helz|NP_001261848.1|DMEL	LOC4813020|XP_033241101.1|DPSE
OG0005888	jim|NP_001262221.1|DMEL	LOC4813776|XP_033241351.1|DPSE
OG0005889	CG10948|NP_729844.1|DMEL	LOC4812898|XP_015043383.2|DPSE
OG0005890	Pop1|NP_572236.3|DMEL	LOC6902271|XP_002133798.2|DPSE
OG0005891	CG18815|NP_001261719.1|DMEL	LOC4812911|XP_015043298.1|DPSE
OG0005892	mtTFB1|NP_648499.1|DMEL	LOC117183166|XP_033239911.1|DPSE
OG0005893	Prp31|NP_648756.1|DMEL	LOC4812838|XP_001353166.2|DPSE
OG0005894	CG7011|NP_648758.1|DMEL	LOC4813045|XP_001353164.1|DPSE
OG0005895	CG6878|NP_648757.1|DMEL	LOC4813527|XP_001353165.1|DPSE
OG0005896	l_3_77CDf|NP_649242.1|DMEL	LOC4812084|XP_033240839.1|DPSE
OG0005897	CG10738|NP_729905.2|DMEL	LOC4812032|XP_015043804.2|DPSE
OG0005898	CG6227|NP_573020.2|DMEL	LOC4814431|XP_001355197.3|DPSE
OG0005899	Inos|NP_477405.1|DMEL	LOC4804173|XP_001360777.1|DPSE
OG0005900	Ipk2|NP_608535.1|DMEL	LOC4817122|XP_001356421.2|DPSE
OG0005901	PIG-M|NP_611600.1|DMEL	LOC4803696|XP_001360373.1|DPSE
OG0005902	CG8531|NP_610945.1|DMEL	LOC4805484|XP_001361879.3|DPSE
OG0005903	SdhC|NP_001262472.1|DMEL	LOC4803140|XP_003736918.1|DPSE
OG0005904	CG10214|NP_651184.1|DMEL	LOC4801567|XP_001358637.4|DPSE
OG0005905	Ac76E|NP_001246838.1|DMEL	LOC4813656|XP_015043393.2|DPSE
OG0005906	fz2|NP_001262037.1|DMEL	LOC4812483|XP_033237974.1|DPSE
OG0005907	CG14183|NP_649172.3|DMEL	LOC4812330|XP_001352405.4|DPSE
OG0005908	Arl1|NP_524098.2|DMEL	LOC4812206|XP_001353022.1|DPSE
OG0005909	CG43980|NP_001262185.1|DMEL	LOC6900539|XP_002134923.3|DPSE
OG0005910	Lis-1|NP_477160.1|DMEL	LOC4803869|XP_001360518.1|DPSE
OG0005911	CG8441|NP_611094.1|DMEL	LOC4803868|XP_001360517.3|DPSE
OG0005912	CG44242|NP_001188957.1|DMEL	LOC6898276|XP_033234145.1|DPSE
OG0005913	Gclm|NP_732780.1|DMEL	LOC4801531|XP_001358607.2|DPSE
OG0005914	Sox15|NP_523739.2|DMEL	LOC4805348|XP_001361762.2|DPSE
OG0005915	VGAT|NP_610938.1|DMEL	LOC4805347|XP_001361761.1|DPSE
OG0005916	CG34396|NP_611547.2|DMEL	LOC6898994|XP_004444535.2|DPSE
OG0005917	CG7137|NP_611400.1|DMEL	LOC4804606|XP_001361139.3|DPSE
OG0005918	CG10932|NP_572414.1|DMEL	LOC4814560|XP_001355207.2|DPSE
OG0005919	CG30340|NP_724812.2|DMEL	LOC6898789|XP_002138765.3|DPSE
OG0005920	Mlf|NP_995847.1|DMEL	LOC4805565|XP_004444548.3|DPSE
OG0005921	CG2021|NP_647660.1|DMEL	LOC4812260|XP_001352413.1|DPSE
OG0005922	CG14803|NP_569950.1|DMEL	LOC4814962|XP_001354742.4|DPSE
OG0005923	viaf|NP_524032.2|DMEL	LOC4812843|XP_001353290.2|DPSE
OG0005924	endos|NP_648684.1|DMEL	LOC4813387|XP_001353292.1|DPSE
OG0005925	Ent3|NP_648608.2|DMEL	LOC4812764|XP_001353999.1|DPSE
OG0005926	GIIIspla2|NP_572454.2|DMEL	LOC4815231|XP_001354773.2|DPSE
OG0005927	Rab23|NP_649574.1|DMEL	LOC4802048|XP_033241612.1|DPSE
OG0005928	CG15309|NP_001096936.1|DMEL	LOC6901004|XP_002134630.1|DPSE
OG0005929	Oseg4|NP_647653.1|DMEL	LOC4812094|XP_033238988.1|DPSE
OG0005930	CG13196|NP_610695.1|DMEL	LOC4805400|XP_001361805.3|DPSE
OG0005931	Debcl|NP_788278.1|DMEL	LOC4805585|XP_001361966.2|DPSE
OG0005932	Synj|NP_569729.1|DMEL	LOC4805277|XP_015040517.2|DPSE
OG0005933	CG8243|NP_610424.1|DMEL	LOC4805039|XP_001361504.3|DPSE
OG0005934	Spred|NP_001260979.1|DMEL	LOC4803990|XP_001360623.4|DPSE
OG0005935	SPoCk|NP_001262220.1|DMEL	LOC4813494|XP_001353367.4|DPSE
OG0005936	Fgop2|NP_609084.1|DMEL	LOC4816213|XP_001355775.3|DPSE
OG0005937	l_3_04053|NP_649414.1|DMEL	LOC4812473|XP_001352401.2|DPSE
OG0005938	CG8910|NP_611167.2|DMEL	LOC4804180|XP_033233979.1|DPSE
OG0005939	mRpS25|NP_511153.1|DMEL	LOC4814945|XP_001354816.1|DPSE
OG0005940	CG10082|NP_726095.2|DMEL	LOC6898191|XP_015039287.2|DPSE
OG0005941	GlyT|NP_611836.2|DMEL	LOC4803395|XP_033233928.1|DPSE
OG0005942	Pld|NP_001137610.1|DMEL	LOC4805577|XP_033234620.1|DPSE
OG0005943	jing|NP_001097200.1|DMEL	LOC6899052|XP_033234615.1|DPSE
OG0005944	Trap1|NP_477439.2|DMEL	LOC4805582|XP_001361963.1|DPSE
OG0005945	CG12325|NP_610618.1|DMEL	LOC4805310|XP_001361730.2|DPSE
OG0005946	CG8646|NP_610807.3|DMEL	LOC4803380|XP_033233891.1|DPSE
OG0005947	Alk|NP_652600.1|DMEL	LOC4805689|XP_001362048.3|DPSE
OG0005948	mRpL21|NP_649095.2|DMEL	LOC4812484|XP_001352932.1|DPSE
OG0005949	Atox1|NP_001262184.1|DMEL	LOC4813676|XP_001353525.3|DPSE
OG0005950	CG6201|NP_609489.1|DMEL	LOC4817324|XP_001356788.3|DPSE
OG0005951	dpr6|NP_001287018.1|DMEL	LOC6900643|XP_033240780.1|DPSE
OG0005952	l_2_gd1|NP_001245976.1|DMEL	LOC4817348|XP_015036193.2|DPSE
OG0005953	Mpp6|NP_523609.3|DMEL	LOC4818187|XP_001357499.2|DPSE
OG0005954	CG9246|NP_610095.1|DMEL	LOC4818183|XP_001357495.1|DPSE
OG0005955	Son|NP_649914.1|DMEL	LOC4802708|XP_001359575.2|DPSE
OG0005956	Smurf|NP_523779.1|DMEL	LOC4804677|XP_001361200.4|DPSE
OG0005957	CG13625|NP_651272.1|DMEL	LOC4803321|XP_001360084.3|DPSE
OG0005958	CG5913|NP_651439.2|DMEL	LOC6897518|XP_002137667.2|DPSE
OG0005959	CG4537|NP_001097135.1|DMEL	LOC4817406|XP_001356346.4|DPSE
OG0005960	CG7326|NP_573335.1|DMEL	LOC4814564|XP_001355101.3|DPSE
OG0005961	Shark|NP_524743.2|DMEL	LOC4803900|XP_001360545.3|DPSE
OG0005962	CG34199|NP_001097380.1|DMEL	LOC6898554|XP_033234239.1|DPSE
OG0005963	Cog8|NP_609503.2|DMEL	LOC4817243|XP_033235982.1|DPSE
OG0005964	CngB|NP_611607.2|DMEL	LOC6898825|XP_015040505.2|DPSE
OG0005965	CG30010|NP_724847.2|DMEL	LOC6898961|XP_002138921.3|DPSE
OG0005966	ana3|NP_610765.1|DMEL	LOC4804262|XP_001360846.3|DPSE
OG0005967	RpS18|NP_476964.1|DMEL	LOC4804495|XP_001361051.1|DPSE
OG0005968	Ate1|NP_001261101.1|DMEL	LOC6898501|XP_002138542.2|DPSE
OG0005969	alpha-Catr|NP_726389.4|DMEL	LOC117183615|XP_033234032.1|DPSE
OG0005970	CG11811|NP_648408.1|DMEL	LOC4812488|XP_001352756.2|DPSE
OG0005971	mRpL53|NP_725343.1|DMEL	LOC4804376|XP_001360947.1|DPSE
OG0005972	fbl|NP_524870.1|DMEL	LOC4813971|XP_015043502.1|DPSE
OG0005973	Prp3|NP_649156.1|DMEL	LOC4813766|XP_001354018.1|DPSE
OG0005974	eRF1|NP_001262105.1|DMEL	LOC4813018|XP_015042743.2|DPSE
OG0005975	CG5498|NP_730525.2|DMEL	LOC4813973|XP_001354130.3|DPSE
OG0005976	Tgs1|NP_732316.2|DMEL	LOC4802236|XP_001359198.3|DPSE
OG0005977	maf-S|NP_001286639.1|DMEL	LOC4804427|XP_001360993.1|DPSE
OG0005978	CG6984|NP_611187.1|DMEL	LOC4805387|XP_001361796.4|DPSE
OG0005979	Spt-I|NP_610842.1|DMEL	LOC4804658|XP_001361185.1|DPSE
OG0005980	CG11123|NP_610276.1|DMEL	LOC4803498|XP_001360213.1|DPSE
OG0005981	CkIIbeta|NP_996415.1|DMEL	LOC6901386|XP_033238800.1|DPSE
OG0005982	CG11141|NP_610282.1|DMEL	LOC4804171|XP_001360775.2|DPSE
OG0005983	CG14234|NP_001356951.1|DMEL	LOC4814862|XP_001354900.1|DPSE
OG0005984	wcy|NP_001259636.1|DMEL	LOC6901206|XP_033238133.1|DPSE
OG0005985	CG11122|NP_572685.2|DMEL	LOC6902136|XP_033239858.1|DPSE
OG0005986	Arp8|NP_573251.1|DMEL	LOC4814636|XP_033241001.1|DPSE
OG0005987	l_1_G0289|NP_572621.1|DMEL	LOC4815824|XP_015041302.2|DPSE
OG0005988	Sln|NP_610706.1|DMEL	LOC4805412|XP_015040638.2|DPSE
OG0005989	fl_2_d|NP_523732.2|DMEL	LOC4805158|XP_001361607.3|DPSE
OG0005990	Nup75|NP_611300.2|DMEL	LOC4804158|XP_015039650.2|DPSE
OG0005991	Pgi|NP_523663.1|DMEL	LOC4805043|XP_001361508.1|DPSE
OG0005992	hay|NP_001137931.1|DMEL	LOC4813754|XP_001353779.2|DPSE
OG0005993	E_z_|NP_001261682.1|DMEL	LOC4813247|XP_015043165.1|DPSE
OG0005994	M6|NP_001262166.1|DMEL	LOC4813962|XP_001354121.2|DPSE
OG0005995	CG13248|NP_649219.1|DMEL	LOC4813968|XP_033240272.1|DPSE
OG0005996	ORMDL|NP_730669.1|DMEL	LOC4812827|XP_033238668.1|DPSE
OG0005997	Taf5|NP_476957.1|DMEL	LOC4804885|XP_001361373.4|DPSE
OG0005998	CG13458|NP_648748.1|DMEL	LOC4812833|XP_001353175.4|DPSE
OG0005999	Cypl|NP_523874.1|DMEL	LOC4814104|XP_001354248.2|DPSE
OG0006000	Psi|NP_995862.1|DMEL	LOC6903880|XP_002136631.1|DPSE
OG0006001	CG34342|NP_001097509.3|DMEL	LOC4813293|XP_015043113.2|DPSE
OG0006002	Cpes|NP_477376.1|DMEL	LOC26534028|XP_033234083.1|DPSE
OG0006003	mnd|NP_524074.1|DMEL	LOC6900362|XP_033241439.1|DPSE
OG0006004	Hus1-like|NP_477426.1|DMEL	LOC4802518|XP_015037883.2|DPSE
OG0006005	CG13220|NP_610664.1|DMEL	LOC4804744|XP_001361256.2|DPSE
OG0006006	Hmg-2|NP_611553.1|DMEL	LOC4805537|XP_001361924.4|DPSE
OG0006007	Ttc7|NP_652063.1|DMEL	LOC4805575|XP_001361958.2|DPSE
OG0006008	CG3558|NP_001137777.1|DMEL	LOC26532143|XP_033241563.1|DPSE, LOC6902872|XP_033235370.1|DPSE
OG0006009	ZnT77C|NP_649233.2|DMEL	LOC4812024|XP_033237505.1|DPSE
OG0006010	Wnk|NP_001262171.2|DMEL	LOC4813953|XP_033241454.1|DPSE
OG0006011	NitFhit|NP_525122.1|DMEL	LOC6899980|XP_002135347.2|DPSE
OG0006012	Mob2|NP_729715.2|DMEL	LOC4813912|XP_033239743.1|DPSE
OG0006013	NAT1|NP_001033943.2|DMEL	LOC6898803|XP_033234864.1|DPSE
OG0006014	Vps36|NP_648660.1|DMEL	LOC4812531|XP_001352903.1|DPSE
OG0006015	Rpb12|NP_001097319.1|DMEL	LOC6898494|XP_002138535.1|DPSE
OG0006016	lin|NP_524815.1|DMEL	LOC4805042|XP_001361507.3|DPSE
OG0006017	wash|NP_610739.1|DMEL	LOC4803688|XP_001360365.3|DPSE
OG0006018	CG15118|NP_611396.1|DMEL	LOC4805744|XP_001362091.2|DPSE
OG0006019	CG42497|NP_001163242.1|DMEL	LOC26533621|XP_015039274.1|DPSE
OG0006020	Hpd|NP_730536.1|DMEL	LOC4812282|XP_001352980.4|DPSE
OG0006021	Hip1|NP_648597.2|DMEL	LOC6900490|XP_033238214.1|DPSE
OG0006022	beta'COP|NP_524836.2|DMEL	LOC4817970|XP_001357332.2|DPSE
OG0006023	RpL27|NP_651417.1|DMEL	LOC4802667|XP_001359539.1|DPSE
OG0006024	para|NP_001259619.1|DMEL	LOC4814623|XP_033241007.1|DPSE
OG0006025	Cam|NP_523710.1|DMEL	LOC6898181|XP_033233571.1|DPSE
OG0006026	CG5326|NP_651060.1|DMEL	LOC4800614|XP_001357859.1|DPSE
OG0006027	arr|NP_524737.2|DMEL	LOC4804381|XP_001360952.2|DPSE
OG0006028	Tfb1|NP_610957.1|DMEL	LOC4803891|XP_033233842.1|DPSE
OG0006029	CCT8|NP_610418.1|DMEL	LOC4805046|XP_001361511.1|DPSE
OG0006030	Rpb10|NP_651280.1|DMEL	LOC4800441|XP_001357717.1|DPSE
OG0006031	Drep1|NP_001260909.1|DMEL	LOC4804356|XP_001360930.3|DPSE
OG0006032	CG34120|NP_001285513.1|DMEL	LOC4814395|XP_015042271.2|DPSE
OG0006033	CG33964|NP_001033941.1|DMEL	LOC4803686|XP_001360363.3|DPSE
OG0006034	Ir93a|NP_650924.3|DMEL	LOC4801548|XP_003736546.3|DPSE
OG0006035	Pbp45|NP_650499.1|DMEL	LOC4802319|XP_001359259.2|DPSE
OG0006036	CG4382|NP_609301.2|DMEL	LOC4817085|XP_001356373.3|DPSE
OG0006037	mspo|NP_725407.1|DMEL	LOC4803977|XP_033233699.1|DPSE
OG0006038	CG1218|NP_649589.1|DMEL	LOC4802065|XP_001359058.2|DPSE
OG0006039	Ptr|NP_001246145.1|DMEL	LOC6899047|XP_002138974.2|DPSE
OG0006040	CG13344|NP_610915.2|DMEL	LOC6898461|XP_002138504.2|DPSE
OG0006041	cm|NP_788873.1|DMEL	LOC4814604|XP_001354916.1|DPSE
OG0006042	fus|NP_524691.1|DMEL	LOC4805739|XP_004444595.2|DPSE
OG0006043	Prestin|NP_649024.1|DMEL	LOC4813671|XP_001353963.4|DPSE
OG0006044	TRAM|NP_726710.1|DMEL	LOC4814360|XP_001354492.1|DPSE
OG0006045	SmydA-5|NP_610202.3|DMEL	LOC4805669|XP_001362030.3|DPSE
OG0006046	Dark|NP_725637.1|DMEL	LOC4804243|XP_001360832.3|DPSE
OG0006047	Pex1|NP_652016.1|DMEL	LOC6900545|XP_002134929.3|DPSE
OG0006048	rt|NP_524025.2|DMEL	LOC4813592|XP_001353911.3|DPSE
OG0006049	CG11674|NP_572948.1|DMEL	LOC4815099|XP_001355018.4|DPSE
OG0006050	Gcn2|NP_001263142.1|DMEL	LOC4800725|XP_001357945.3|DPSE
OG0006051	e_y_2|NP_524846.1|DMEL	LOC4815862|XP_001355561.3|DPSE
OG0006052	uzip|NP_523861.1|DMEL	LOC4804613|XP_001361146.4|DPSE
OG0006053	Arl5|NP_648201.1|DMEL	LOC4814175|XP_001354194.1|DPSE
OG0006054	CG31998|NP_726548.1|DMEL	LOC4811716|XP_033237289.1|DPSE
OG0006055	Dip-C|NP_650192.1|DMEL	LOC4800827|XP_001358031.3|DPSE
OG0006056	CG8207|NP_611051.2|DMEL	LOC4805738|XP_001362086.1|DPSE
OG0006057	Myo61F|NP_476934.2|DMEL	LOC4812524|XP_001352451.4|DPSE
OG0006058	EndoA|NP_732383.1|DMEL	LOC4801830|XP_001358863.1|DPSE
OG0006059	Atg1|NP_001163433.1|DMEL	LOC4813558|XP_001354005.1|DPSE
OG0006060	CG42709|NP_648600.1|DMEL	LOC4813782|XP_001354006.2|DPSE
OG0006061	fliI|NP_525097.1|DMEL	LOC6901250|XP_002133951.2|DPSE
OG0006062	CG14701|NP_650057.1|DMEL	LOC4803152|XP_001359942.2|DPSE
OG0006063	CG13126|NP_609330.1|DMEL	LOC4817371|XP_001356327.3|DPSE
OG0006064	Opa1|NP_725369.1|DMEL	LOC4805478|XP_033234495.1|DPSE
OG0006065	CG9004|NP_647717.1|DMEL	LOC4813826|XP_001354051.3|DPSE
OG0006066	fa2h|NP_610279.3|DMEL	LOC6898392|XP_015039657.2|DPSE
OG0006067	RyR|NP_001246211.1|DMEL	LOC4805077|XP_033234310.1|DPSE
OG0006068	Zw|NP_523411.1|DMEL	LOC4815169|XP_001354565.2|DPSE
OG0006069	Grd|NP_524131.1|DMEL	LOC4813718|XP_033239117.1|DPSE
OG0006070	EMC10|NP_730662.2|DMEL	LOC4812458|XP_001352402.2|DPSE
OG0006071	Ets98B|NP_524535.2|DMEL	LOC6896869|XP_002137059.2|DPSE
OG0006072	mRpL23|NP_523889.1|DMEL	LOC4812771|XP_001354050.1|DPSE
OG0006073	dpr20|NP_612066.1|DMEL	LOC4813263|XP_001353671.3|DPSE
OG0006074	ATP7|NP_572756.3|DMEL	LOC6902221|XP_002133748.2|DPSE
OG0006075	ND-MNLL|NP_572416.1|DMEL	LOC117183168|XP_033237426.1|DPSE
OG0006076	NaPi-T|NP_525116.2|DMEL	LOC4803948|XP_001360586.3|DPSE
OG0006077	verm|NP_001163469.1|DMEL	LOC4811862|XP_033241478.1|DPSE
OG0006078	serp|NP_730444.1|DMEL	LOC4811936|XP_001352971.1|DPSE
OG0006079	CG11399|NP_649254.2|DMEL	LOC4811991|XP_001353012.1|DPSE
OG0006080	mib1|NP_648826.2|DMEL	LOC4812194|XP_001353017.1|DPSE
OG0006081	Urod|NP_610501.1|DMEL	LOC4805111|XP_001361569.2|DPSE
OG0006082	RpL31|NP_610503.1|DMEL	LOC4805113|XP_001361571.1|DPSE
OG0006083	CG3961|NP_730369.1|DMEL	LOC4813535|XP_001353480.1|DPSE
OG0006084	dbo|NP_524989.2|DMEL	LOC4813272|XP_015042832.1|DPSE
OG0006085	SMC5|NP_996141.2|DMEL	LOC6896688|XP_002136902.2|DPSE
OG0006086	TfAP-2|NP_001262178.1|DMEL	LOC4812507|XP_015043540.1|DPSE
OG0006087	CG8963|NP_611180.1|DMEL	LOC6898432|XP_002138474.3|DPSE
OG0006088	MED19|NP_649016.1|DMEL	LOC4813107|XP_001353956.2|DPSE
OG0006089	snf|NP_511045.1|DMEL	LOC4815870|XP_001355411.1|DPSE
OG0006090	RAF2|NP_730163.1|DMEL	LOC6900026|XP_002135390.3|DPSE
OG0006091	CG16711|NP_648347.2|DMEL	LOC4812367|XP_001352605.4|DPSE
OG0006092	CG9784|NP_001259623.1|DMEL	LOC4814499|XP_033240178.1|DPSE
OG0006093	Ntmt|NP_001350855.1|DMEL	LOC4803875|XP_001360524.4|DPSE
OG0006094	Klp68D|NP_524029.2|DMEL	LOC4812180|XP_001352782.1|DPSE
OG0006095	Vang|NP_001260819.1|DMEL	LOC6898532|XP_004444241.2|DPSE
OG0006096	RpI1|NP_523743.1|DMEL	LOC4803965|XP_001360603.2|DPSE
OG0006097	MYPT-75D|NP_649049.1|DMEL	LOC4813040|XP_033238464.1|DPSE
OG0006098	CG3709|NP_608500.1|DMEL	LOC4817266|XP_001356481.3|DPSE
OG0006099	CG10257|NP_611008.2|DMEL	LOC4804989|XP_001361461.2|DPSE
OG0006100	twi|NP_523816.2|DMEL	LOC4803617|XP_001360307.3|DPSE
OG0006101	CG5096|NP_723576.1|DMEL	LOC117184171|XP_033236552.1|DPSE
OG0006102	Arl6|NP_611421.1|DMEL	LOC6903884|XP_002136628.2|DPSE
OG0006103	C901|NP_572673.1|DMEL	LOC4814697|XP_001354553.3|DPSE
OG0006104	Atg5|NP_572390.1|DMEL	LOC4814480|XP_001355145.1|DPSE
OG0006105	brk|NP_511069.3|DMEL	LOC4814479|XP_033238809.1|DPSE
OG0006106	Syn1|NP_524205.2|DMEL	LOC4813760|XP_015042881.2|DPSE
OG0006107	Tmtc3|NP_477246.2|DMEL	LOC4805532|XP_001361920.3|DPSE
OG0006108	Tsp2A|NP_525037.1|DMEL	LOC4815655|XP_001355452.1|DPSE
OG0006109	EMC4|NP_649424.1|DMEL	LOC4813482|XP_001353379.1|DPSE
OG0006110	Atg3|NP_649059.1|DMEL	LOC4813707|XP_001353489.1|DPSE
OG0006111	CG3295|NP_611536.1|DMEL	LOC4805514|XP_001361905.1|DPSE
OG0006112	RpL39|NP_477314.1|DMEL	LOC4804312|XP_001360892.4|DPSE
OG0006113	CG9951|NP_648929.1|DMEL	LOC4812189|XP_001352814.2|DPSE
OG0006114	eIF2D|NP_477481.1|DMEL	LOC4801167|XP_001358301.2|DPSE
OG0006115	CG17739|NP_610757.1|DMEL	LOC6898178|XP_002138249.2|DPSE
OG0006116	otk|NP_523705.2|DMEL	LOC4804146|XP_001360752.3|DPSE
OG0006117	CG44243|NP_611097.2|DMEL	LOC4803899|XP_001360544.1|DPSE
OG0006119	Syngr|NP_610908.1|DMEL	LOC4805152|XP_001361603.1|DPSE
OG0006120	PIG-A|NP_611257.1|DMEL	LOC4805361|XP_033233899.1|DPSE
OG0006121	Alg11|NP_649340.1|DMEL	LOC4811926|XP_001352407.3|DPSE
OG0006122	CG31999|NP_726551.2|DMEL	LOC6899872|XP_002135665.2|DPSE
OG0006123	CG13579|NP_001261169.1|DMEL	LOC4805599|XP_033233813.1|DPSE
OG0006124	shps|NP_651239.1|DMEL	LOC4801719|XP_001358764.3|DPSE
