Orthogroup	DMEL.longest_only	DSUZ.longest_only
OG0004050	CG10431|NP_609924.2|DMEL	LOC108006198|XP_016925127.1|DSUZ
OG0004051	Dlg5|NP_609505.1|DMEL	LOC108017296|XP_016939808.1|DSUZ
OG0004052	CG15373|NP_001097013.2|DMEL	LOC108016732|XP_016938951.2|DSUZ
OG0004053	Vhl|NP_524986.1|DMEL	LOC108009806|XP_016929969.1|DSUZ
OG0004054	IFT46|NP_609890.2|DMEL	LOC108010883|XP_036673762.1|DSUZ
OG0004055	CG12420|NP_649985.1|DMEL	LOC108006780|XP_036674182.1|DSUZ, LOC108006772|XP_016925811.2|DSUZ
OG0004056	CG14636|NP_001036655.1|DMEL	LOC118876751|XP_036673894.1|DSUZ, LOC108011651|XP_016932334.1|DSUZ
OG0004057	Rpn1|NP_649158.1|DMEL	LOC108012235|XP_016933021.2|DSUZ
OG0004058	Girdin|NP_647780.1|DMEL	LOC108007167|XP_016926276.1|DSUZ
OG0004059	DNApol-alpha180|NP_536736.2|DMEL	LOC118877568|XP_036672684.1|DSUZ, LOC108014873|XP_036674945.1|DSUZ
OG0004060	CG17726|NP_650054.2|DMEL	LOC108006050|XP_036674318.1|DSUZ
OG0004061	CG1578|NP_001285140.1|DMEL	LOC108005118|XP_036676952.1|DSUZ
OG0004062	Rap1|NP_476857.1|DMEL	LOC108013433|XP_016934789.1|DSUZ
OG0004063	tko|NP_001245490.1|DMEL	LOC108016928|XP_016939345.1|DSUZ
OG0004064	elgi|NP_648816.1|DMEL	LOC108013775|XP_016935226.1|DSUZ
OG0004065	Vrp1|NP_001097406.1|DMEL	LOC108009082|XP_036669330.1|DSUZ
OG0004066	Blos1|NP_725401.2|DMEL	LOC108009020|XP_016928481.1|DSUZ
OG0004067	FucT6|NP_572740.1|DMEL	LOC108005467|XP_016924251.1|DSUZ
OG0004068	Mst85C|NP_477476.1|DMEL	LOC108016374|XP_016938507.2|DSUZ
OG0004069	Kdm2|NP_649864.2|DMEL	LOC108016372|XP_036672952.1|DSUZ
OG0004070	Gr63a|NP_001137883.1|DMEL	LOC108011805|XP_016932532.2|DSUZ
OG0004071	Srp68|NP_648273.1|DMEL	LOC108013405|XP_016934748.1|DSUZ
OG0004072	CG5644|NP_648274.1|DMEL	LOC108013406|XP_016934750.1|DSUZ
OG0004073	CG7772|NP_573257.1|DMEL	LOC108016901|XP_016939306.1|DSUZ
OG0004074	dnr1|NP_001261137.1|DMEL	LOC108010034|XP_016930329.1|DSUZ
OG0004075	cbs|NP_610875.1|DMEL	LOC108019731|XP_016943146.1|DSUZ
OG0004076	cnn|NP_001246293.1|DMEL	LOC108019729|XP_016943138.1|DSUZ
OG0004077	poe|NP_476986.1|DMEL	LOC108011941|XP_016932679.1|DSUZ
OG0004078	Sld5|NP_651457.1|DMEL	LOC108014064|XP_016935572.2|DSUZ
OG0004079	CG9657|NP_572397.1|DMEL	LOC108021818|XP_016946111.1|DSUZ
OG0004080	RpS15|NP_611136.1|DMEL	LOC108018185|XP_016941178.1|DSUZ
OG0004081	Pcf11|NP_610999.4|DMEL	LOC108009316|XP_016929066.1|DSUZ
OG0004082	CG4038|NP_477043.1|DMEL	LOC108008096|XP_016927374.2|DSUZ
OG0004083	LSm3|NP_732931.1|DMEL	LOC108015778|XP_016937820.1|DSUZ
OG0004084	ash1|NP_524160.2|DMEL	LOC108010673|XP_036672163.1|DSUZ
OG0004085	CG10324|NP_650571.2|DMEL	LOC108015676|XP_016937677.2|DSUZ
OG0004086	TTLL6B|NP_651549.1|DMEL	LOC108020143|XP_036673589.1|DSUZ
OG0004087	CG1582|NP_572663.1|DMEL	LOC108004650|XP_016923089.1|DSUZ
OG0004088	CAH9|NP_651535.1|DMEL	LOC108016162|XP_036675519.1|DSUZ
OG0004089	CHES-1-like|NP_996362.2|DMEL	LOC108004686|XP_036676989.1|DSUZ
OG0004090	BRWD3|NP_732982.1|DMEL	LOC108017588|XP_036673426.1|DSUZ
OG0004091	CG6974|NP_650414.1|DMEL	LOC108014162|XP_016935685.1|DSUZ
OG0004092	Setd3|NP_727144.1|DMEL	LOC108016899|XP_016939300.1|DSUZ
OG0004094	CG6414|NP_570089.1|DMEL	LOC108018943|XP_016942030.1|DSUZ
OG0004095	CG14721|NP_650110.3|DMEL	LOC108007249|XP_016926376.2|DSUZ
OG0004096	pll|NP_476971.1|DMEL	LOC108020158|XP_016943748.1|DSUZ
OG0004097	ste14|NP_648623.1|DMEL	LOC108011256|XP_016931852.2|DSUZ
OG0004098	CG14905|NP_650569.1|DMEL	LOC108015682|XP_016937688.2|DSUZ
OG0004099	ctrip|NP_649496.3|DMEL	LOC108005934|XP_036674985.1|DSUZ
OG0004100	opa|NP_001368991.1|DMEL	LOC108005921|XP_036675128.1|DSUZ
OG0004101	Gnf1|NP_001014605.1|DMEL	LOC108007314|XP_016926450.2|DSUZ
OG0004102	Cdep|NP_001097685.2|DMEL	LOC108005925|XP_036675122.1|DSUZ
OG0004103	Vps2|NP_651455.1|DMEL	LOC118878100|XP_036675335.1|DSUZ
OG0004104	CG4374|NP_651146.2|DMEL	LOC108007800|XP_036674608.1|DSUZ
OG0004105	l_3_72Ab|NP_648818.3|DMEL	LOC108013774|XP_016935225.1|DSUZ
OG0004106	Arv1|NP_730651.1|DMEL	LOC108006890|XP_016925965.2|DSUZ
OG0004107	ProRS-m|NP_647737.1|DMEL	LOC108013603|XP_016935029.1|DSUZ
OG0004108	Set|NP_650438.2|DMEL	LOC108011494|XP_016932133.2|DSUZ
OG0004109	CG5728|NP_651245.1|DMEL	LOC108017589|XP_036673427.1|DSUZ
OG0004110	RpLP0|NP_524211.1|DMEL	LOC118878966|XP_036677828.1|DSUZ, LOC108007432|XP_016926578.1|DSUZ
OG0004111	CG5028|NP_001097922.1|DMEL	LOC108019977|XP_036674272.1|DSUZ
OG0004112	CG6154|NP_733146.2|DMEL	LOC108014078|XP_036675532.1|DSUZ
OG0004113	Sep1|NP_523430.1|DMEL	LOC108011229|XP_016931821.1|DSUZ
OG0004114	Snx27|NP_727023.1|DMEL	LOC108019069|XP_036675846.1|DSUZ
OG0004115	AdamTS-B|NP_572247.2|DMEL	LOC108019066|XP_016942196.1|DSUZ
OG0004116	RASSF8|NP_651411.1|DMEL	LOC108019983|XP_016943557.2|DSUZ
OG0004117	CG7379|NP_650656.1|DMEL	LOC108011394|XP_016932003.2|DSUZ
OG0004118	Rab4|NP_523777.1|DMEL	LOC108009190|XP_016928830.1|DSUZ
OG0004119	Cbp20|NP_524396.1|DMEL	LOC108018590|XP_016941638.2|DSUZ
OG0004120	ear|NP_001262595.1|DMEL	LOC108006433|XP_016925445.2|DSUZ
OG0004121	CG13707|NP_001246634.1|DMEL	LOC118877274|XP_036671077.1|DSUZ
OG0004122	mRpS10|NP_524355.2|DMEL	LOC108004913|XP_016923488.1|DSUZ
OG0004123	E2f1|NP_001262809.1|DMEL	LOC118877993|XP_036674831.1|DSUZ, LOC108014871|XP_036672560.1|DSUZ
OG0004124	hep|NP_001368982.1|DMEL	LOC108005134|XP_036676977.1|DSUZ
OG0004125	RpL32|NP_733339.1|DMEL	LOC108019308|XP_016942617.1|DSUZ
OG0004126	Axn|NP_733336.1|DMEL	LOC108019299|XP_036675331.1|DSUZ
OG0004127	RpL13|NP_523530.1|DMEL	LOC108021165|XP_016945236.1|DSUZ, LOC108010872|XP_016931342.1|DSUZ
OG0004128	CG31249|NP_732262.1|DMEL	LOC108012046|XP_036675499.1|DSUZ, LOC108012048|XP_016932817.1|DSUZ
OG0004129	Mtor|NP_477067.2|DMEL	LOC108009373|XP_016929166.1|DSUZ
OG0004130	Dop2R|NP_001014758.2|DMEL	LOC108015841|XP_036675779.1|DSUZ
OG0004131	CG5916|NP_650524.1|DMEL	LOC108014804|XP_036673550.1|DSUZ
OG0004132	CG2162|NP_001163332.2|DMEL	LOC108007107|XP_036671564.1|DSUZ
OG0004133	Hacd1|NP_609534.1|DMEL	LOC108021247|XP_016945349.1|DSUZ
OG0004134	Ythdf|NP_651322.1|DMEL	LOC108006630|XP_036673211.1|DSUZ
OG0004135	cic|NP_001262755.1|DMEL	LOC108014325|XP_036674777.1|DSUZ, LOC108006127|XP_036672500.1|DSUZ
OG0004136	Pbp95|NP_649760.1|DMEL	LOC108016363|XP_016938485.2|DSUZ, LOC118878075|XP_036675202.1|DSUZ
OG0004137	Pdrg1|NP_610538.1|DMEL	LOC108008807|XP_016928201.1|DSUZ
OG0004138	Smn|NP_524112.1|DMEL	LOC108005630|XP_016924430.2|DSUZ
OG0004139	CG10793|NP_570054.2|DMEL	LOC108019097|XP_016942279.1|DSUZ
OG0004140	CG4593|NP_572377.2|DMEL	LOC108016635|XP_016938821.1|DSUZ
OG0004141	side-VIII|NP_001097382.2|DMEL	LOC108009696|XP_016929743.1|DSUZ
OG0004142	Coq8|NP_572836.1|DMEL	LOC108005167|XP_016923831.1|DSUZ
OG0004143	Aos1|NP_650198.1|DMEL	LOC108018671|XP_036672665.1|DSUZ, LOC118878658|XP_036677593.1|DSUZ
OG0004144	Srp54|NP_477347.1|DMEL	LOC108021608|XP_016945897.1|DSUZ
OG0004145	Sbp2|NP_648204.1|DMEL	LOC108013199|XP_016934397.1|DSUZ
OG0004146	Hmt-1|NP_650503.1|DMEL	LOC108014582|XP_016936231.2|DSUZ
OG0004147	CG4709|NP_609331.1|DMEL	LOC108021412|XP_016945612.1|DSUZ
OG0004148	CG14395|NP_650222.2|DMEL	LOC108008055|XP_036672771.1|DSUZ
OG0004149	CG31176|NP_732650.1|DMEL	LOC108016359|XP_036672767.1|DSUZ, LOC118878050|XP_036675116.1|DSUZ
OG0004150	Mau2|NP_650428.1|DMEL	LOC108004905|XP_016923479.2|DSUZ
OG0004151	pasha|NP_651879.1|DMEL	LOC108010848|XP_016931309.2|DSUZ
OG0004152	CG14669|NP_649537.5|DMEL	LOC108016263|XP_036675172.1|DSUZ
OG0004153	san|NP_524779.1|DMEL	LOC108009545|XP_016929476.1|DSUZ
OG0004154	TMS1|NP_001261947.1|DMEL	LOC108014335|XP_016935902.1|DSUZ
OG0004155	rec|NP_732072.1|DMEL	LOC108014583|XP_016936232.2|DSUZ
OG0004156	CG6912|NP_650419.1|DMEL	LOC108014156|XP_036674026.1|DSUZ
OG0004157	CG8028|NP_001097031.2|DMEL	LOC108015288|XP_016937150.1|DSUZ
OG0004158	nerfin-1|NP_524783.1|DMEL	LOC108012587|XP_016933493.1|DSUZ
OG0004159	CG11858|NP_651364.1|DMEL	LOC108007939|XP_016927199.1|DSUZ
OG0004160	HBS1|NP_652729.2|DMEL	LOC108013243|XP_016934479.1|DSUZ
OG0004161	SelR|NP_731523.1|DMEL	LOC108008024|XP_016927296.2|DSUZ, LOC108012127|XP_036674211.1|DSUZ
OG0004162	CG8149|NP_649898.1|DMEL	LOC108016436|XP_016938576.2|DSUZ
OG0004163	Dh44|NP_649922.2|DMEL	LOC108010597|XP_016930975.2|DSUZ
OG0004164	CG34357|NP_001356914.1|DMEL	LOC108011645|XP_036673661.1|DSUZ
OG0004165	Tango11|NP_726111.1|DMEL	LOC108009797|XP_016929948.1|DSUZ
OG0004166	CG3803|NP_611855.1|DMEL	LOC108010063|XP_016930365.1|DSUZ
OG0004167	CG8032|NP_649811.1|DMEL	LOC108007048|XP_016926144.2|DSUZ
OG0004168	CG6695|NP_651276.2|DMEL	LOC108011524|XP_036673992.1|DSUZ
OG0004169	CG9650|NP_001356899.1|DMEL	LOC108004767|XP_036677071.1|DSUZ
OG0004170	CG1737|NP_572711.2|DMEL	LOC108004637|XP_016923075.1|DSUZ
OG0004171	XRCC1|NP_572217.1|DMEL	LOC108021822|XP_016946114.1|DSUZ
OG0004172	Fur2|NP_727963.1|DMEL	LOC108006308|XP_016925286.1|DSUZ
OG0004173	CG10731|NP_001286477.1|DMEL	LOC108008609|XP_016927979.1|DSUZ
OG0004174	Vmat|NP_001014525.1|DMEL	LOC108019735|XP_016943153.1|DSUZ
OG0004175	CG6665|NP_725632.1|DMEL	LOC108010187|XP_016930519.1|DSUZ
OG0004176	CG7083|NP_648211.1|DMEL	LOC108013278|XP_016934538.1|DSUZ
OG0004177	CG42788|NP_731964.2|DMEL	LOC108014157|XP_036673967.1|DSUZ
OG0004178	osa|NP_524392.2|DMEL	LOC118878142|XP_036675685.1|DSUZ, LOC108012034|XP_036674138.1|DSUZ
OG0004179	Pgd|NP_476860.2|DMEL	LOC108016847|XP_016939196.1|DSUZ
OG0004180	MICU3|NP_001262741.1|DMEL	LOC108015591|XP_036672538.1|DSUZ
OG0004181	CG10208|NP_651186.1|DMEL	LOC108011897|XP_016932635.2|DSUZ
OG0004182	Ncc69|NP_001261758.1|DMEL	LOC108013269|XP_016934520.1|DSUZ
OG0004183	CrzR|NP_001261755.1|DMEL	LOC108013575|XP_016934991.1|DSUZ
OG0004184	Chd64|NP_647860.1|DMEL	LOC108011874|XP_016932608.1|DSUZ
OG0004185	CG9934|NP_609597.1|DMEL	LOC108011970|XP_016932719.1|DSUZ
OG0004186	Pgam5|NP_569951.1|DMEL	LOC108016779|XP_016939034.1|DSUZ
OG0004187	Rsbp15|NP_650164.1|DMEL	LOC108019282|XP_016942585.1|DSUZ
OG0004188	Cp190|NP_524359.2|DMEL	LOC108011515|XP_016932160.2|DSUZ
OG0004189	MRG15|NP_001262588.1|DMEL	LOC108011487|XP_016932125.2|DSUZ
OG0004190	Syt4|NP_477464.1|DMEL	LOC108018438|XP_036675070.1|DSUZ
OG0004191	CG10050|NP_649713.1|DMEL	LOC108017122|XP_016939574.1|DSUZ
OG0004192	sqz|NP_524403.1|DMEL	LOC118877582|XP_036672743.1|DSUZ
OG0004193	CG32683|NP_727419.1|DMEL	LOC108018862|XP_016941940.2|DSUZ
OG0004194	CG7183|NP_650692.2|DMEL	LOC108018634|XP_016941690.2|DSUZ
OG0004195	Grip128|NP_573030.2|DMEL	LOC108005361|XP_016924099.1|DSUZ
OG0004196	Sirt7|NP_651664.2|DMEL	LOC108007210|XP_036674223.1|DSUZ
OG0004197	CG5276|NP_650074.1|DMEL	LOC108010644|XP_016931032.2|DSUZ
OG0004198	Karybeta3|NP_524226.1|DMEL	LOC108013800|XP_016935263.2|DSUZ
OG0004199	CG14880|NP_650538.1|DMEL	LOC108012176|XP_036673811.1|DSUZ
OG0004200	LBR|NP_726114.1|DMEL	LOC108008268|XP_016927546.2|DSUZ
OG0004201	dgt6|NP_651671.1|DMEL	LOC108007243|XP_036674210.1|DSUZ
OG0004202	CG4813|NP_651088.1|DMEL	LOC108005978|XP_036673130.1|DSUZ
OG0004203	Fer2|NP_001287359.1|DMEL	LOC108014810|XP_036673551.1|DSUZ
OG0004204	CG9372|NP_649132.1|DMEL	LOC108011384|XP_016931992.2|DSUZ
OG0004205	ind|NP_996087.2|DMEL	LOC108013367|XP_016934675.1|DSUZ
OG0004206	psidin|NP_650858.1|DMEL	LOC108005058|XP_016923686.1|DSUZ, LOC118877681|XP_036673281.1|DSUZ
OG0004207	PIG-L|NP_001247201.1|DMEL	LOC108005045|XP_016923672.1|DSUZ, LOC108005027|XP_016923651.2|DSUZ
OG0004208	wkd|NP_650089.1|DMEL	LOC108010608|XP_016930989.2|DSUZ
OG0004209	CG5805|NP_651284.1|DMEL	LOC108011486|XP_016932124.2|DSUZ
OG0004210	CG3308|NP_650963.2|DMEL	LOC108014418|XP_036672830.1|DSUZ
OG0004211	frtz|NP_608614.1|DMEL	LOC108020206|XP_016943813.1|DSUZ
OG0004212	Ras85D|NP_476699.1|DMEL	LOC108017493|XP_016940033.1|DSUZ
OG0004213	CCT7|NP_649835.1|DMEL	LOC108018520|XP_016941562.2|DSUZ
OG0004214	LSm1|NP_611559.1|DMEL	LOC108008399|XP_016927733.1|DSUZ
OG0004215	Impbeta11|NP_788357.1|DMEL	LOC108018068|XP_016940953.1|DSUZ
OG0004216	shd|NP_001261843.1|DMEL	LOC108012461|XP_016933338.1|DSUZ
OG0004217	Klp64D|NP_523934.1|DMEL	LOC108012392|XP_016933239.1|DSUZ
OG0004218	e_y_1|NP_523391.3|DMEL	LOC108016656|XP_016938854.1|DSUZ
OG0004219	CG9773|NP_649813.1|DMEL	LOC108007984|XP_016927253.2|DSUZ
OG0004220	Sap47|NP_001356918.1|DMEL	LOC108014568|XP_036673373.1|DSUZ
OG0004221	meigo|NP_001097853.1|DMEL	LOC108014420|XP_016936020.1|DSUZ
OG0004222	CG10005|NP_650137.3|DMEL	LOC108014340|XP_036673846.1|DSUZ
OG0004223	mfas|NP_788655.1|DMEL	LOC108019288|XP_016942592.2|DSUZ
OG0004224	CG2519|NP_649546.1|DMEL	LOC108016274|XP_036674891.1|DSUZ
OG0004225	CG3149|NP_572246.1|DMEL	LOC108018921|XP_016942002.1|DSUZ
OG0004226	ema|NP_650542.1|DMEL	LOC108004949|XP_036673726.1|DSUZ
OG0004227	Sb|NP_476709.1|DMEL	LOC108014802|XP_036673548.1|DSUZ
OG0004228	CG5903|NP_650523.1|DMEL	LOC108014803|XP_036673547.1|DSUZ
OG0004229	sli|NP_001261017.1|DMEL	LOC108018028|XP_016940883.1|DSUZ
OG0004230	fs_1_h|NP_001259321.1|DMEL	LOC108018855|XP_036675743.1|DSUZ
OG0004231	Ero1L|NP_647865.2|DMEL	LOC108010758|XP_036671504.1|DSUZ
OG0004232	Teh2|NP_001163345.1|DMEL	LOC108020018|XP_036671506.1|DSUZ
OG0004233	Teh3|NP_652335.1|DMEL	LOC108020032|XP_016943610.1|DSUZ
OG0004234	ImpL2|NP_728961.2|DMEL	LOC108020043|XP_016943625.1|DSUZ
OG0004235	Seipin|NP_570012.1|DMEL	LOC108015137|XP_016936893.1|DSUZ
OG0004236	repo|NP_477026.1|DMEL	LOC108018623|XP_036673577.1|DSUZ
OG0004237	Nlg1|NP_731172.2|DMEL	LOC108019326|XP_036675077.1|DSUZ
OG0004238	Alg1|NP_650662.1|DMEL	LOC108007383|XP_036675549.1|DSUZ
OG0004239	Smyd5|NP_650955.1|DMEL	LOC108014422|XP_016936022.2|DSUZ
OG0004240	Mms19|NP_649519.1|DMEL	LOC108006952|XP_016926046.1|DSUZ
OG0004241	osk|NP_731295.1|DMEL	LOC108018521|XP_016941563.2|DSUZ
OG0004242	CG11986|NP_649862.1|DMEL	LOC108011559|XP_016932216.2|DSUZ
OG0004243	Gen|NP_647943.2|DMEL	LOC108014474|XP_016936091.2|DSUZ
OG0004244	CG7988|NP_650691.1|DMEL	LOC108018636|XP_016941693.2|DSUZ
OG0004245	sturkopf|NP_612097.1|DMEL	LOC108013227|XP_016934445.1|DSUZ
OG0004246	Duba|NP_648482.3|DMEL	LOC108014501|XP_036670619.1|DSUZ
OG0004247	temp|NP_569992.1|DMEL	LOC108016603|XP_016938782.1|DSUZ
OG0004248	Cpr57A|NP_001137721.1|DMEL	LOC108010198|XP_016930531.1|DSUZ
OG0004249	Vdup1|NP_612004.2|DMEL	LOC108013122|XP_016934286.1|DSUZ
OG0004250	Nnp-1|NP_651976.1|DMEL	LOC108021233|XP_016945331.1|DSUZ
OG0004251	CG13366|NP_001036254.1|DMEL	LOC108016845|XP_036676220.1|DSUZ
OG0004252	JHDM2|NP_788611.1|DMEL	LOC108017489|XP_016940026.2|DSUZ
OG0004253	CG13318|NP_649831.1|DMEL	LOC108018549|XP_016941591.2|DSUZ
OG0004254	CG12237|NP_608336.1|DMEL	LOC108014993|XP_016936704.1|DSUZ
OG0004255	Gr23a|NP_787965.1|DMEL	LOC108008532|XP_036668798.1|DSUZ
OG0004256	CG5065|NP_611143.1|DMEL	LOC108008247|XP_036669602.1|DSUZ
OG0004257	Cog7|NP_651750.1|DMEL	LOC108015481|XP_016937400.2|DSUZ
OG0004258	Cad96Cb|NP_001287524.1|DMEL	LOC108005016|XP_036673279.1|DSUZ
OG0004259	CG8306|NP_611140.3|DMEL	LOC108017959|XP_016940717.1|DSUZ
OG0004260	smash|NP_001246912.1|DMEL	LOC108013793|XP_036675142.1|DSUZ
OG0004261	Nmdar1|NP_730940.1|DMEL	LOC108016232|XP_036674894.1|DSUZ
OG0004262	CG13623|NP_651267.1|DMEL	LOC108006403|XP_016925414.1|DSUZ
OG0004263	Dl|NP_477264.1|DMEL	LOC108010757|XP_036672648.1|DSUZ
OG0004264	mRpS9|NP_524270.2|DMEL	LOC108016089|XP_036674788.1|DSUZ
OG0004265	CG1234|NP_649710.1|DMEL	LOC108017115|XP_016939565.1|DSUZ
OG0004266	CG10185|NP_650521.1|DMEL	LOC118877689|XP_036673343.1|DSUZ
OG0004267	p23|NP_649925.1|DMEL	LOC118877948|XP_036674583.1|DSUZ
OG0004268	ths|NP_610701.2|DMEL	LOC108009776|XP_016929896.1|DSUZ
OG0004269	Tsf3|NP_523759.1|DMEL	LOC108009658|XP_016929666.1|DSUZ
OG0004270	Rpt1|NP_477473.1|DMEL	LOC108017927|XP_016940607.1|DSUZ
OG0004271	Pex13|NP_610850.1|DMEL	LOC108019797|XP_016943287.1|DSUZ
OG0004272	mgr|NP_650067.1|DMEL	LOC108006027|XP_016924959.1|DSUZ
OG0004273	CG17202|NP_650194.1|DMEL	LOC108018720|XP_016941781.2|DSUZ
OG0004274	Psf3|NP_572624.1|DMEL	LOC108019088|XP_016942251.1|DSUZ
OG0004275	rho-4|NP_525084.1|DMEL	LOC108005339|XP_016924064.1|DSUZ
OG0004276	Pop4|NP_648168.1|DMEL	LOC118877373|XP_036671804.1|DSUZ
OG0004277	CG14132|NP_001097586.1|DMEL	LOC108010692|XP_036671996.1|DSUZ
OG0004278	Coq5|NP_572865.1|DMEL	LOC108005182|XP_016923855.2|DSUZ
OG0004279	Pex12|NP_608546.1|DMEL	LOC108021497|XP_016945733.1|DSUZ
OG0004280	SK|NP_001284887.1|DMEL	LOC108004656|XP_016923102.1|DSUZ
OG0004281	Mlh1|NP_477022.1|DMEL	LOC108019891|XP_016943459.1|DSUZ
OG0004282	IntS8|NP_611162.2|DMEL	LOC108010039|XP_016930336.1|DSUZ
OG0004283	Fen1|NP_523765.1|DMEL	LOC108010040|XP_016930338.1|DSUZ
OG0004284	CG31915|NP_723087.1|DMEL	LOC108015428|XP_016937354.1|DSUZ
OG0004285	CG13599|NP_651194.1|DMEL	LOC108017501|XP_016940046.2|DSUZ
OG0004286	Dnai2|NP_001261723.1|DMEL	LOC108010702|XP_016931101.1|DSUZ
OG0004287	Dph1|NP_648496.1|DMEL	LOC108010696|XP_016931093.1|DSUZ
OG0004288	CG7339|NP_648490.1|DMEL	LOC108010698|XP_016931097.1|DSUZ
OG0004289	CG42637|NP_524165.2|DMEL, Gyc76C|NP_001163473.1|DMEL	LOC108011050|XP_036670707.1|DSUZ
OG0004290	SmydA-1|NP_610944.1|DMEL	LOC108008520|XP_016927879.1|DSUZ
OG0004291	Sec61beta|NP_652037.1|DMEL	LOC108008367|XP_016927694.1|DSUZ
OG0004292	lark|NP_523957.1|DMEL	LOC108005887|XP_016924764.1|DSUZ
OG0004293	GXIVsPLA2|NP_648815.1|DMEL	LOC108006635|XP_016925659.2|DSUZ
OG0004294	Sytbeta|NP_648734.1|DMEL	LOC108010910|XP_036671209.1|DSUZ
OG0004295	Reck|NP_648733.2|DMEL	LOC108013431|XP_016934785.1|DSUZ
OG0004296	mRpL39|NP_524075.2|DMEL	LOC108013460|XP_016934827.1|DSUZ
OG0004297	slbo|NP_523843.1|DMEL	LOC108008547|XP_036669482.1|DSUZ
OG0004298	ptc|NP_523661.2|DMEL	LOC108019853|XP_016943385.1|DSUZ
OG0004299	shot|NP_725339.1|DMEL	LOC108019601|XP_036670009.1|DSUZ
OG0004300	BORCS7|NP_725975.2|DMEL	LOC108010199|XP_016930532.1|DSUZ
OG0004301	eco|NP_648106.1|DMEL	LOC108005755|XP_016924571.2|DSUZ
OG0004302	calypso|NP_611096.1|DMEL	LOC108009097|XP_016928650.1|DSUZ
OG0004303	Uba1|NP_477310.2|DMEL	LOC108009636|XP_016929619.1|DSUZ
OG0004304	Klp54D|NP_001303355.1|DMEL	LOC108008508|XP_016927864.1|DSUZ
OG0004305	ATP8A|NP_001137651.1|DMEL	LOC108019755|XP_016943195.1|DSUZ
OG0004306	OSCP1|NP_610731.2|DMEL	LOC108010131|XP_016930448.1|DSUZ
OG0004307	PheRS-m|NP_477283.1|DMEL	LOC108018204|XP_016941210.1|DSUZ
OG0004308	Galphas|NP_477505.1|DMEL	LOC108018194|XP_016941195.1|DSUZ
OG0004309	mRpL12|NP_524742.1|DMEL	LOC108012582|XP_016933486.1|DSUZ
OG0004310	Sec31|NP_001286215.1|DMEL	LOC108019851|XP_016943379.1|DSUZ
OG0004311	Su_var_3-3|NP_649194.1|DMEL	LOC108006230|XP_016925157.1|DSUZ
OG0004312	Nop60B|NP_525120.1|DMEL	LOC108010208|XP_016930541.1|DSUZ
OG0004313	bin3|NP_724468.1|DMEL	LOC108019837|XP_016943355.2|DSUZ
OG0004314	mahj|NP_611592.2|DMEL	LOC108009176|XP_016928799.1|DSUZ
OG0004315	Rpn8|NP_001261167.1|DMEL	LOC108009859|XP_016930048.1|DSUZ
OG0004316	CG46338|NP_524888.1|DMEL	LOC108010218|XP_016930551.1|DSUZ
OG0004317	Gasz|NP_610362.1|DMEL	LOC108019621|XP_016942991.1|DSUZ
OG0004318	ocm|NP_611894.1|DMEL	LOC108009596|XP_016929557.1|DSUZ
OG0004319	ZnT49B|NP_725207.1|DMEL	LOC108019886|XP_016943447.1|DSUZ
OG0004320	CG12499|NP_651044.1|DMEL	LOC118877626|XP_036672981.1|DSUZ, LOC108020510|XP_036678111.1|DSUZ
OG0004321	CG13397|NP_652045.1|DMEL	LOC108018118|XP_016941043.1|DSUZ
OG0004322	CG7675|NP_650717.1|DMEL	LOC108020282|XP_016943898.2|DSUZ, LOC118879027|XP_036677903.1|DSUZ
OG0004323	hfp|NP_525123.2|DMEL	LOC108012815|XP_016933744.1|DSUZ
OG0004324	CG43346|NP_001246121.1|DMEL	LOC108021215|XP_016945302.1|DSUZ
OG0004325	CG9849|NP_611740.1|DMEL	LOC108010149|XP_016930473.1|DSUZ
OG0004326	CG3831|NP_001261146.1|DMEL	LOC108010148|XP_016930472.1|DSUZ
OG0004327	exd|NP_523360.1|DMEL	LOC108019181|XP_016942439.1|DSUZ
OG0004328	Rrp4|NP_611807.1|DMEL	LOC108008678|XP_016928060.1|DSUZ
OG0004329	snama|NP_611884.1|DMEL	LOC108009315|XP_016929061.1|DSUZ
OG0004330	CG30105|NP_725699.1|DMEL	LOC108008489|XP_016927838.1|DSUZ
OG0004331	Orc6|NP_477319.1|DMEL	LOC108008352|XP_016927670.1|DSUZ
OG0004332	mtDNA-helicase|NP_609318.1|DMEL	LOC108005370|XP_016924121.1|DSUZ
OG0004333	Cse1|NP_523588.2|DMEL	LOC108019511|XP_016942832.1|DSUZ
OG0004334	CG6739|NP_609130.1|DMEL	LOC108005792|XP_016924614.1|DSUZ
OG0004335	Dpit47|NP_001260729.1|DMEL	LOC108018010|XP_016940857.1|DSUZ
OG0004336	CG11788|NP_611466.2|DMEL	LOC108010230|XP_016930564.1|DSUZ
OG0004337	Ssb-c31a|NP_477136.1|DMEL	LOC108005715|XP_016924536.1|DSUZ
OG0004338	Shc|NP_524683.2|DMEL	LOC108012978|XP_016934032.1|DSUZ
OG0004339	CG30197|NP_725399.1|DMEL	LOC108008442|XP_016927781.1|DSUZ
OG0004340	Cpr51A|NP_610968.1|DMEL	LOC108008441|XP_016927780.1|DSUZ
OG0004341	Rpi|NP_726309.3|DMEL	LOC108008318|XP_016927624.1|DSUZ
OG0004342	lov|NP_611994.3|DMEL	LOC108010295|XP_036669462.1|DSUZ
OG0004343	gol|NP_001163300.1|DMEL	LOC108009848|XP_016930031.1|DSUZ
