Orthogroup	DMEL.longest_only	CCAP.longest_only
OG0003857	crp|NP_476605.1|DMEL	CCAP1982_LOCUS6970|CAD6998370.1|CCAP, CCAP1982_LOCUS6971|CAD6998371.1|CCAP
OG0003859	CG17321|NP_609915.1|DMEL	CCAP1982_LOCUS7282|CAD6998725.1|CCAP
OG0003860	CG34195|NP_001097360.1|DMEL	CCAP1982_LOCUS22256|CAD7014253.1|CCAP
OG0003861	Cwc25|NP_608705.1|DMEL	CCAP1982_LOCUS7807|CAD6999278.1|CCAP
OG0003862	Kr-h1|NP_477466.1|DMEL	CCAP1982_LOCUS6229|CAD6997590.1|CCAP
OG0003863	tai|NP_001245949.1|DMEL	CCAP1982_LOCUS5977|CAD6997345.1|CCAP
OG0003864	CG9586|NP_001260279.1|DMEL	CCAP1982_LOCUS5978|CAD6997346.1|CCAP
OG0003865	CG5886|NP_651435.1|DMEL	CCAP1982_LOCUS88|CAD6991146.1|CCAP
OG0003866	CG8665|NP_610107.1|DMEL	CCAP1982_LOCUS5492|CAD6996819.1|CCAP
OG0003867	CG46302|NP_001334712.1|DMEL, CG40439|NP_001036404.1|DMEL	CCAP1982_LOCUS5888|CAD6997255.1|CCAP
OG0003868	SamDC|NP_477223.2|DMEL	CCAP1982_LOCUS6457|CAD6997833.1|CCAP
OG0003869	Ptpa|NP_523466.2|DMEL	CCAP1982_LOCUS6926|CAD6998320.1|CCAP
OG0003870	Pde11|NP_609885.2|DMEL	CCAP1982_LOCUS8679|CAD7000186.1|CCAP
OG0003871	CG6583|NP_609556.2|DMEL	CCAP1982_LOCUS7306|CAD6998752.1|CCAP
OG0003872	cyp33|NP_523773.1|DMEL	CCAP1982_LOCUS20638|CAD7012553.1|CCAP
OG0003873	E2f2|NP_477355.1|DMEL	CCAP1982_LOCUS8327|CAD6999812.1|CCAP
OG0003874	Mondo|NP_724326.1|DMEL	CCAP1982_LOCUS5791|CAD6997146.1|CCAP, CCAP1982_LOCUS5790|CAD6997145.1|CCAP
OG0003875	Ripalpha|NP_609351.1|DMEL	CCAP1982_LOCUS5551|CAD6996878.1|CCAP
OG0003876	RFeSP|NP_722715.1|DMEL	CCAP1982_LOCUS4573|CAD6995872.1|CCAP, CCAP1982_LOCUS8515|CAD7000010.1|CCAP
OG0003877	Ku80|NP_609767.2|DMEL	CCAP1982_LOCUS5331|CAD6996647.1|CCAP, CCAP1982_LOCUS5332|CAD6996648.1|CCAP
OG0003878	CG10602|NP_609916.5|DMEL	CCAP1982_LOCUS7283|CAD6998726.1|CCAP
OG0003879	CG34140|NP_001036574.1|DMEL	CCAP1982_LOCUS11129|CAD7002646.1|CCAP
OG0003880	klu|NP_001261690.1|DMEL	CCAP1982_LOCUS11022|CAD7002533.1|CCAP
OG0003881	Samtor|NP_611943.1|DMEL	CCAP1982_LOCUS21702|CAD7013660.1|CCAP
OG0003882	vlc|NP_524868.1|DMEL	CCAP1982_LOCUS7236|CAD6998677.1|CCAP
OG0003884	Sec71|NP_609675.2|DMEL	CCAP1982_LOCUS5819|CAD6997177.1|CCAP
OG0003885	COX5B|NP_609046.1|DMEL	CCAP1982_LOCUS6174|CAD6997535.1|CCAP
OG0003886	IFT52|NP_609045.2|DMEL	CCAP1982_LOCUS6175|CAD6997536.1|CCAP
OG0003887	oaf|NP_787963.2|DMEL	CCAP1982_LOCUS8956|CAD7000477.1|CCAP
OG0003888	mRRF2|NP_732771.2|DMEL	CCAP1982_LOCUS32|CAD6991084.1|CCAP
OG0003889	Plap|NP_524666.2|DMEL	CCAP1982_LOCUS8450|CAD6999942.1|CCAP
OG0003891	b|NP_476788.1|DMEL	CCAP1982_LOCUS5531|CAD6996855.1|CCAP
OG0003892	Pol31|NP_647659.1|DMEL	CCAP1982_LOCUS11258|CAD7002785.1|CCAP
OG0003893	Top2|NP_476760.1|DMEL	CCAP1982_LOCUS5556|CAD6996883.1|CCAP
OG0003894	STUB1|NP_477441.1|DMEL	CCAP1982_LOCUS5612|CAD6996942.1|CCAP
OG0003895	dgt3|NP_611533.2|DMEL	CCAP1982_LOCUS23333|CAD7015389.1|CCAP
OG0003896	CG9313|NP_001286657.1|DMEL	CCAP1982_LOCUS23329|CAD7015385.1|CCAP
OG0003897	Bap55|NP_611209.1|DMEL	CCAP1982_LOCUS23317|CAD7015373.1|CCAP
OG0003898	l_2_37Cg|NP_001260563.1|DMEL	CCAP1982_LOCUS5825|CAD6997185.1|CCAP
OG0003899	shv|NP_608525.1|DMEL	CCAP1982_LOCUS6942|CAD6998340.1|CCAP
OG0003900	S|NP_523450.1|DMEL	CCAP1982_LOCUS8154|CAD6999622.1|CCAP, CCAP1982_LOCUS8155|CAD6999623.1|CCAP
OG0003901	CG4935|NP_609782.2|DMEL	CCAP1982_LOCUS7415|CAD6998868.1|CCAP
OG0003902	Mnn1|NP_001036342.1|DMEL	CCAP1982_LOCUS7420|CAD6998873.1|CCAP
OG0003903	CG5287|NP_609608.1|DMEL	CCAP1982_LOCUS8447|CAD6999938.1|CCAP
OG0003904	CG31849|NP_723787.1|DMEL	CCAP1982_LOCUS8448|CAD6999939.1|CCAP
OG0003905	CG5808|NP_651291.1|DMEL	CCAP1982_LOCUS21248|CAD7013177.1|CCAP
OG0003906	MED16|NP_611650.2|DMEL	CCAP1982_LOCUS7232|CAD6998672.1|CCAP, CCAP1982_LOCUS7233|CAD6998673.1|CCAP
OG0003907	kraken|NP_477265.1|DMEL	CCAP1982_LOCUS7302|CAD6998748.1|CCAP
OG0003908	CG13949|NP_608552.1|DMEL	CCAP1982_LOCUS7301|CAD6998747.1|CCAP
OG0003909	metro|NP_610642.2|DMEL	CCAP1982_LOCUS21305|CAD7013234.1|CCAP
OG0003910	pyd3|NP_649732.1|DMEL	CCAP1982_LOCUS21307|CAD7013236.1|CCAP
OG0003911	Mon1|NP_608868.1|DMEL	CCAP1982_LOCUS8213|CAD6999685.1|CCAP
OG0003912	CG18480|NP_609761.1|DMEL	CCAP1982_LOCUS7591|CAD6999044.1|CCAP
OG0003913	CG9008|NP_001285908.1|DMEL	CCAP1982_LOCUS7858|CAD6999331.1|CCAP
OG0003916	GMF|NP_609787.2|DMEL	CCAP1982_LOCUS8075|CAD6999555.1|CCAP
OG0003917	CG14020|NP_001260097.1|DMEL	CCAP1982_LOCUS6863|CAD6998254.1|CCAP
OG0003918	escl|NP_723702.1|DMEL	CCAP1982_LOCUS6812|CAD6998196.1|CCAP
OG0003919	Hydr2|NP_608751.2|DMEL	CCAP1982_LOCUS8390|CAD6999881.1|CCAP
OG0003920	Cdk9|NP_477226.2|DMEL	CCAP1982_LOCUS22598|CAD7014605.1|CCAP
OG0003921	Hr38|NP_477119.1|DMEL	CCAP1982_LOCUS5673|CAD6997012.1|CCAP
OG0003922	Wdr59|NP_995682.1|DMEL	CCAP1982_LOCUS8570|CAD7000069.1|CCAP
OG0003923	Zip102B|NP_651919.3|DMEL	CCAP1982_LOCUS10228|CAD7001738.1|CCAP
OG0003924	GstE14|NP_610855.1|DMEL	CCAP1982_LOCUS22499|CAD7014497.1|CCAP
OG0003925	Col4a1|NP_723044.1|DMEL	CCAP1982_LOCUS8469|CAD6999962.1|CCAP
OG0003926	eIF3h|NP_524834.2|DMEL	CCAP1982_LOCUS8459|CAD6999951.1|CCAP
OG0003927	mio|NP_608656.1|DMEL	CCAP1982_LOCUS9171|CAD7000697.1|CCAP
OG0003928	PIG-U|NP_609238.1|DMEL	CCAP1982_LOCUS9116|CAD7000642.1|CCAP
OG0003929	CG6230|NP_609490.1|DMEL	CCAP1982_LOCUS7056|CAD6998459.1|CCAP
OG0003930	Hmgcl|NP_609089.1|DMEL	CCAP1982_LOCUS5761|CAD6997111.1|CCAP
OG0003931	Nhe3|NP_723202.2|DMEL	CCAP1982_LOCUS5767|CAD6997119.1|CCAP
OG0003932	flz|NP_001137622.1|DMEL	CCAP1982_LOCUS22548|CAD7014547.1|CCAP
OG0003933	tank|NP_608864.1|DMEL	CCAP1982_LOCUS8779|CAD7000289.1|CCAP
OG0003934	Trs23|NP_609247.1|DMEL	CCAP1982_LOCUS6872|CAD6998263.1|CCAP
OG0003935	CG8370|NP_611073.2|DMEL	CCAP1982_LOCUS22909|CAD7014946.1|CCAP
OG0003936	Ufc1|NP_611074.1|DMEL	CCAP1982_LOCUS22910|CAD7014947.1|CCAP
OG0003937	CG14764|NP_788283.1|DMEL	CCAP1982_LOCUS22690|CAD7014708.1|CCAP
OG0003938	CG34126|NP_001260066.1|DMEL	CCAP1982_LOCUS8103|CAD6999578.1|CCAP
OG0003939	CG7742|NP_608913.1|DMEL	CCAP1982_LOCUS8102|CAD6999577.1|CCAP
OG0003940	mRpL28|NP_608887.1|DMEL	CCAP1982_LOCUS8270|CAD6999747.1|CCAP
OG0003941	CG8891|NP_608890.1|DMEL	CCAP1982_LOCUS8273|CAD6999750.1|CCAP
OG0003942	spz3|NP_609160.2|DMEL	CCAP1982_LOCUS8147|CAD6999616.1|CCAP
OG0003943	CG31917|NP_608895.1|DMEL	CCAP1982_LOCUS22209|CAD7014205.1|CCAP
OG0003944	CG5446|NP_609565.1|DMEL	CCAP1982_LOCUS8369|CAD6999857.1|CCAP
OG0003945	levy|NP_611805.1|DMEL	CCAP1982_LOCUS22015|CAD7014008.1|CCAP
OG0003946	fon|NP_609959.1|DMEL	CCAP1982_LOCUS5773|CAD6997127.1|CCAP
OG0003947	pigeon|NP_476946.1|DMEL	CCAP1982_LOCUS6292|CAD6997662.1|CCAP
OG0003948	mEFTs|NP_609847.1|DMEL	CCAP1982_LOCUS7660|CAD6999116.1|CCAP
OG0003949	Dhc36C|NP_001369131.1|DMEL	CCAP1982_LOCUS7659|CAD6999115.1|CCAP
OG0003950	mtm|NP_523489.1|DMEL	CCAP1982_LOCUS5397|CAD6996714.1|CCAP
OG0003951	CG9098|NP_608979.2|DMEL	CCAP1982_LOCUS5390|CAD6996707.1|CCAP
OG0003952	Ppt2|NP_609500.1|DMEL	CCAP1982_LOCUS5626|CAD6996959.1|CCAP
OG0003953	l_2_k09022|NP_609079.2|DMEL	CCAP1982_LOCUS6501|CAD6997882.1|CCAP
OG0003954	CG1273|NP_647883.1|DMEL	CCAP1982_LOCUS8427|CAD6999916.1|CCAP
OG0003955	Ir31a|NP_001260346.1|DMEL	CCAP1982_LOCUS5656|CAD6996995.1|CCAP
OG0003956	kon|NP_609881.3|DMEL	CCAP1982_LOCUS8668|CAD7000177.1|CCAP
OG0003957	CG13671|NP_648202.1|DMEL	CCAP1982_LOCUS11265|CAD7002795.1|CCAP
OG0003959	Ipk1|NP_001097387.1|DMEL	CCAP1982_LOCUS22088|CAD7014081.1|CCAP
OG0003961	CG7115|NP_609154.1|DMEL	CCAP1982_LOCUS8859|CAD7000383.1|CCAP
OG0003962	Rpn11|NP_608905.1|DMEL	CCAP1982_LOCUS7792|CAD6999262.1|CCAP
OG0003963	CG10702|NP_724157.1|DMEL	CCAP1982_LOCUS9235|CAD7000760.1|CCAP, CCAP1982_LOCUS9236|CAD7000761.1|CCAP
OG0003964	Snx1|NP_608777.1|DMEL	CCAP1982_LOCUS8508|CAD7000002.1|CCAP
OG0003965	Bsg|NP_723346.2|DMEL	CCAP1982_LOCUS8387|CAD6999878.1|CCAP, CCAP1982_LOCUS8385|CAD6999876.1|CCAP
OG0003966	CG17683|NP_001036428.1|DMEL	CCAP1982_LOCUS5452|CAD6996777.1|CCAP
OG0003967	MESK2|NP_995914.1|DMEL	CCAP1982_LOCUS23154|CAD7015206.1|CCAP
OG0003968	Fkbp14|NP_001246448.1|DMEL	CCAP1982_LOCUS23148|CAD7015199.1|CCAP
OG0003969	cnk|NP_725671.1|DMEL	CCAP1982_LOCUS23196|CAD7015246.1|CCAP
OG0003970	BBS8|NP_608524.1|DMEL	CCAP1982_LOCUS6945|CAD6998343.1|CCAP
OG0003971	CYLD|NP_723554.1|DMEL	CCAP1982_LOCUS5715|CAD6997061.1|CCAP
OG0003972	sstn|NP_648745.1|DMEL	CCAP1982_LOCUS12298|CAD7003868.1|CCAP, CCAP1982_LOCUS14704|CAD7006383.1|CCAP, CCAP1982_LOCUS12297|CAD7003867.1|CCAP
OG0003973	Atf-2|NP_001033973.1|DMEL	CCAP1982_LOCUS22115|CAD7014109.1|CCAP, CCAP1982_LOCUS22114|CAD7014108.1|CCAP
OG0003974	RpIII128|NP_523706.1|DMEL	CCAP1982_LOCUS1354|CAD6992505.1|CCAP
OG0003975	CG34398|NP_001097127.1|DMEL	CCAP1982_LOCUS9013|CAD7000536.1|CCAP, CCAP1982_LOCUS9015|CAD7000538.1|CCAP
OG0003976	CG10166|NP_609980.1|DMEL	CCAP1982_LOCUS6108|CAD6997465.1|CCAP
OG0003977	ND-B22|NP_609642.1|DMEL	CCAP1982_LOCUS6106|CAD6997463.1|CCAP
OG0003978	rept|NP_524156.1|DMEL	CCAP1982_LOCUS14331|CAD7005995.1|CCAP
OG0003979	CG6094|NP_609416.1|DMEL	CCAP1982_LOCUS8335|CAD6999823.1|CCAP
OG0003980	CG4338|NP_650441.1|DMEL	CCAP1982_LOCUS238|CAD6991309.1|CCAP
OG0003981	eRF3|NP_477259.1|DMEL	CCAP1982_LOCUS8339|CAD6999828.1|CCAP
OG0003982	CG10026|NP_609968.3|DMEL	CCAP1982_LOCUS6275|CAD6997642.1|CCAP
OG0003983	CG31826|NP_001260473.1|DMEL	CCAP1982_LOCUS5970|CAD6997336.1|CCAP, CCAP1982_LOCUS5971|CAD6997337.1|CCAP
OG0003984	Acn|NP_609935.1|DMEL	CCAP1982_LOCUS5684|CAD6997025.1|CCAP, CCAP1982_LOCUS5849|CAD6997211.1|CCAP
OG0003985	CG10492|NP_001097179.1|DMEL	CCAP1982_LOCUS5845|CAD6997207.1|CCAP, CCAP1982_LOCUS5681|CAD6997022.1|CCAP
OG0003986	Wnt10|NP_609109.3|DMEL	CCAP1982_LOCUS5674|CAD6997013.1|CCAP
OG0003987	ninaC|NP_523503.2|DMEL	CCAP1982_LOCUS6202|CAD6997564.1|CCAP, CCAP1982_LOCUS6198|CAD6997560.1|CCAP, CCAP1982_LOCUS6199|CAD6997561.1|CCAP
OG0003988	CG4230|NP_001260087.1|DMEL	CCAP1982_LOCUS8506|CAD7000000.1|CCAP, CCAP1982_LOCUS8505|CAD6999999.1|CCAP
OG0003989	ThrRS|NP_723725.1|DMEL	CCAP1982_LOCUS8511|CAD7000005.1|CCAP
OG0003990	Su_H_|NP_476868.1|DMEL	CCAP1982_LOCUS8402|CAD6999892.1|CCAP
OG0003991	ine|NP_477012.1|DMEL	CCAP1982_LOCUS8201|CAD6999671.1|CCAP
OG0003992	CG15443|NP_608839.1|DMEL	CCAP1982_LOCUS8206|CAD6999676.1|CCAP
OG0003993	CG15431|NP_608831.1|DMEL	CCAP1982_LOCUS9154|CAD7000680.1|CCAP
OG0003994	beta4GalNAcTB|NP_651657.1|DMEL	CCAP1982_LOCUS4907|CAD6996219.1|CCAP
OG0003995	CG4679|NP_610854.1|DMEL	CCAP1982_LOCUS22498|CAD7014496.1|CCAP
OG0003996	CG13748|NP_610430.1|DMEL	CCAP1982_LOCUS22541|CAD7014540.1|CCAP
OG0003997	CG5160|NP_609112.1|DMEL	CCAP1982_LOCUS8067|CAD6999546.1|CCAP
OG0003998	Nipped-B|NP_001036451.1|DMEL	CCAP1982_LOCUS6627|CAD6998010.1|CCAP
OG0003999	Spf45|NP_001036426.1|DMEL	CCAP1982_LOCUS5450|CAD6996775.1|CCAP
OG0004001	IntS1|NP_611875.1|DMEL	CCAP1982_LOCUS19584|CAD7011485.1|CCAP
OG0004002	mRpS18B|NP_523606.1|DMEL	CCAP1982_LOCUS5794|CAD6997149.1|CCAP
OG0004003	Ca-beta|NP_001260375.1|DMEL	CCAP1982_LOCUS5644|CAD6996980.1|CCAP
OG0004004	PGAP5|NP_609191.1|DMEL	CCAP1982_LOCUS8476|CAD6999971.1|CCAP
OG0004005	Oscillin|NP_608938.1|DMEL	CCAP1982_LOCUS8478|CAD6999973.1|CCAP
OG0004006	CG2614|NP_610045.1|DMEL	CCAP1982_LOCUS8574|CAD7000075.1|CCAP
OG0004007	CG9662|NP_001259997.1|DMEL	CCAP1982_LOCUS6925|CAD6998319.1|CCAP
OG0004008	kis|NP_001137761.1|DMEL	CCAP1982_LOCUS7446|CAD6998899.1|CCAP, CCAP1982_LOCUS7450|CAD6998903.1|CCAP
OG0004009	Eogt|NP_608678.1|DMEL	CCAP1982_LOCUS8930|CAD7000453.1|CCAP
OG0004010	CenG1A|NP_723849.1|DMEL	CCAP1982_LOCUS6001|CAD6997368.1|CCAP
OG0004011	ics|NP_609665.2|DMEL	CCAP1982_LOCUS5350|CAD6996666.1|CCAP
OG0004012	sit|NP_651063.1|DMEL	CCAP1982_LOCUS2278|CAD6993466.1|CCAP
OG0004013	bgm|NP_524698.1|DMEL	CCAP1982_LOCUS6066|CAD6997419.1|CCAP
OG0004014	GlyRS|NP_730022.1|DMEL	CCAP1982_LOCUS12299|CAD7003869.1|CCAP, CCAP1982_LOCUS14705|CAD7006384.1|CCAP, CCAP1982_LOCUS12300|CAD7003870.1|CCAP
OG0004015	CG16974|NP_609610.2|DMEL	CCAP1982_LOCUS7695|CAD6999157.1|CCAP
OG0004016	GATAd|NP_609383.2|DMEL	CCAP1982_LOCUS6454|CAD6997830.1|CCAP
OG0004017	Tps1|NP_608827.1|DMEL	CCAP1982_LOCUS8061|CAD6999540.1|CCAP
OG0004018	Pgant3|NP_610256.1|DMEL	CCAP1982_LOCUS21469|CAD7013405.1|CCAP
OG0004019	Rhau|NP_610056.1|DMEL	CCAP1982_LOCUS11760|CAD7003299.1|CCAP
OG0004020	SerRS|NP_608743.2|DMEL	CCAP1982_LOCUS7355|CAD6998806.1|CCAP
OG0004021	CG3542|NP_608738.1|DMEL	CCAP1982_LOCUS20908|CAD7012808.1|CCAP, CCAP1982_LOCUS20907|CAD7012807.1|CCAP
OG0004022	heix|NP_523581.1|DMEL	CCAP1982_LOCUS6981|CAD6998381.1|CCAP
OG0004023	CG15905|NP_611436.2|DMEL	CCAP1982_LOCUS7349|CAD6998795.1|CCAP
OG0004024	Trpgamma|NP_001137830.2|DMEL	CCAP1982_LOCUS8113|CAD6999589.1|CCAP
OG0004025	Fkbp59|NP_524895.2|DMEL	CCAP1982_LOCUS5853|CAD6997217.1|CCAP
OG0004026	aop|NP_722766.1|DMEL	CCAP1982_LOCUS8058|CAD6999536.1|CCAP
OG0004028	obst-E|NP_723116.1|DMEL	CCAP1982_LOCUS7750|CAD6999216.1|CCAP, CCAP1982_LOCUS7749|CAD6999215.1|CCAP
OG0004029	Agpat2|NP_609231.2|DMEL	CCAP1982_LOCUS7847|CAD6999320.1|CCAP
OG0004030	Stoml2|NP_001261161.1|DMEL	CCAP1982_LOCUS20235|CAD7012136.1|CCAP
OG0004031	CG17211|NP_609552.1|DMEL	CCAP1982_LOCUS6911|CAD6998302.1|CCAP, CCAP1982_LOCUS6910|CAD6998301.1|CCAP
OG0004032	cta|NP_001036421.1|DMEL	CCAP1982_LOCUS5538|CAD6996865.1|CCAP
OG0004033	CG5853|NP_788019.1|DMEL	CCAP1982_LOCUS6288|CAD6997658.1|CCAP
OG0004034	CG10600|NP_001137839.1|DMEL	CCAP1982_LOCUS7693|CAD6999155.1|CCAP
OG0004035	Rtnl1|NP_001162875.1|DMEL	CCAP1982_LOCUS7567|CAD6999020.1|CCAP, CCAP1982_LOCUS7568|CAD6999021.1|CCAP
OG0004036	Syt1|NP_523460.2|DMEL	CCAP1982_LOCUS7595|CAD6999048.1|CCAP
OG0004037	Tor|NP_001260427.1|DMEL	CCAP1982_LOCUS8865|CAD7000390.1|CCAP
OG0004038	dbe|NP_477240.1|DMEL	CCAP1982_LOCUS7452|CAD6998905.1|CCAP
OG0004039	eys|NP_001259924.2|DMEL	CCAP1982_LOCUS8230|CAD6999704.1|CCAP, CCAP1982_LOCUS8227|CAD6999701.1|CCAP, CCAP1982_LOCUS8229|CAD6999703.1|CCAP
OG0004040	CG13531|NP_611726.1|DMEL	CCAP1982_LOCUS22152|CAD7014146.1|CCAP
OG0004042	CG8549|NP_648057.2|DMEL	CCAP1982_LOCUS11857|CAD7003401.1|CCAP
OG0004043	EMC3|NP_609444.1|DMEL	CCAP1982_LOCUS7930|CAD6999404.1|CCAP
OG0004045	ATPsynG|NP_001036353.1|DMEL	CCAP1982_LOCUS3700|CAD6994969.1|CCAP
OG0004046	Ets21C|NP_523445.1|DMEL	CCAP1982_LOCUS7410|CAD6998861.1|CCAP
OG0004047	Tom70|NP_609536.1|DMEL	CCAP1982_LOCUS8042|CAD6999517.1|CCAP
OG0004048	CG3036|NP_608873.1|DMEL	CCAP1982_LOCUS23409|CAD7015469.1|CCAP
OG0004049	CG33635|NP_001027215.1|DMEL	CCAP1982_LOCUS6937|CAD6998333.1|CCAP
OG0004050	CG10431|NP_609924.2|DMEL	CCAP1982_LOCUS8806|CAD7000323.1|CCAP
OG0004051	Dlg5|NP_609505.1|DMEL	CCAP1982_LOCUS8560|CAD7000056.1|CCAP
OG0004053	Vhl|NP_524986.1|DMEL	CCAP1982_LOCUS22593|CAD7014600.1|CCAP
OG0004054	IFT46|NP_609890.2|DMEL	CCAP1982_LOCUS8019|CAD6999495.1|CCAP
OG0004055	CG12420|NP_649985.1|DMEL	CCAP1982_LOCUS2177|CAD6993359.1|CCAP
OG0004056	CG14636|NP_001036655.1|DMEL	CCAP1982_LOCUS3169|CAD6994417.1|CCAP
OG0004057	Rpn1|NP_649158.1|DMEL	CCAP1982_LOCUS14479|CAD7006151.1|CCAP, CCAP1982_LOCUS14483|CAD7006155.1|CCAP
OG0004058	Girdin|NP_647780.1|DMEL	CCAP1982_LOCUS12052|CAD7003606.1|CCAP
OG0004059	DNApol-alpha180|NP_536736.2|DMEL	CCAP1982_LOCUS954|CAD6992074.1|CCAP
OG0004060	CG17726|NP_650054.2|DMEL	CCAP1982_LOCUS123|CAD6991185.1|CCAP
OG0004062	Rap1|NP_476857.1|DMEL	CCAP1982_LOCUS11610|CAD7003149.1|CCAP
OG0004063	tko|NP_001245490.1|DMEL	CCAP1982_LOCUS9208|CAD7000735.1|CCAP
OG0004064	elgi|NP_648816.1|DMEL	CCAP1982_LOCUS13592|CAD7005233.1|CCAP
OG0004065	Vrp1|NP_001097406.1|DMEL	CCAP1982_LOCUS19980|CAD7011868.1|CCAP
OG0004066	Blos1|NP_725401.2|DMEL	CCAP1982_LOCUS19979|CAD7011867.1|CCAP
OG0004068	Mst85C|NP_477476.1|DMEL	CCAP1982_LOCUS752|CAD6991854.1|CCAP
OG0004069	Kdm2|NP_649864.2|DMEL	CCAP1982_LOCUS753|CAD6991855.1|CCAP
OG0004070	Gr63a|NP_001137883.1|DMEL	CCAP1982_LOCUS12521|CAD7004097.1|CCAP
OG0004071	Srp68|NP_648273.1|DMEL	CCAP1982_LOCUS14981|CAD7006680.1|CCAP
OG0004072	CG5644|NP_648274.1|DMEL	CCAP1982_LOCUS14980|CAD7006679.1|CCAP
OG0004074	dnr1|NP_001261137.1|DMEL	CCAP1982_LOCUS20432|CAD7012338.1|CCAP
OG0004075	cbs|NP_610875.1|DMEL	CCAP1982_LOCUS19452|CAD7011349.1|CCAP
OG0004076	cnn|NP_001246293.1|DMEL	CCAP1982_LOCUS20003|CAD7011891.1|CCAP
OG0004077	poe|NP_476986.1|DMEL	CCAP1982_LOCUS8514|CAD7000009.1|CCAP
OG0004078	Sld5|NP_651457.1|DMEL	CCAP1982_LOCUS431|CAD6991510.1|CCAP
OG0004080	RpS15|NP_611136.1|DMEL	CCAP1982_LOCUS22425|CAD7014429.1|CCAP
OG0004081	Pcf11|NP_610999.4|DMEL	CCAP1982_LOCUS20394|CAD7012298.1|CCAP
OG0004082	CG4038|NP_477043.1|DMEL	CCAP1982_LOCUS10303|CAD7001812.1|CCAP, CCAP1982_LOCUS2924|CAD6994159.1|CCAP
OG0004083	LSm3|NP_732931.1|DMEL	CCAP1982_LOCUS3354|CAD6994619.1|CCAP
OG0004084	ash1|NP_524160.2|DMEL	CCAP1982_LOCUS13378|CAD7005002.1|CCAP
OG0004085	CG10324|NP_650571.2|DMEL	CCAP1982_LOCUS399|CAD6991474.1|CCAP
OG0004086	TTLL6B|NP_651549.1|DMEL	CCAP1982_LOCUS4267|CAD6995556.1|CCAP
OG0004088	CAH9|NP_651535.1|DMEL	CCAP1982_LOCUS3406|CAD6994671.1|CCAP
OG0004090	BRWD3|NP_732982.1|DMEL	CCAP1982_LOCUS5053|CAD6996375.1|CCAP
OG0004091	CG6974|NP_650414.1|DMEL	CCAP1982_LOCUS781|CAD6991890.1|CCAP
OG0004095	CG14721|NP_650110.3|DMEL	CCAP1982_LOCUS4577|CAD6995876.1|CCAP
OG0004096	pll|NP_476971.1|DMEL	CCAP1982_LOCUS4265|CAD6995554.1|CCAP
OG0004097	ste14|NP_648623.1|DMEL	CCAP1982_LOCUS14549|CAD7006223.1|CCAP
OG0004098	CG14905|NP_650569.1|DMEL	CCAP1982_LOCUS14552|CAD7006226.1|CCAP
OG0004099	ctrip|NP_649496.3|DMEL	CCAP1982_LOCUS681|CAD6991775.1|CCAP
OG0004100	opa|NP_001368991.1|DMEL	CCAP1982_LOCUS731|CAD6991832.1|CCAP
OG0004101	Gnf1|NP_001014605.1|DMEL	CCAP1982_LOCUS728|CAD6991829.1|CCAP
OG0004102	Cdep|NP_001097685.2|DMEL	CCAP1982_LOCUS4299|CAD6995590.1|CCAP
OG0004103	Vps2|NP_651455.1|DMEL	CCAP1982_LOCUS5050|CAD6996371.1|CCAP
OG0004104	CG4374|NP_651146.2|DMEL	CCAP1982_LOCUS478|CAD6991559.1|CCAP, CCAP1982_LOCUS479|CAD6991560.1|CCAP
OG0004105	l_3_72Ab|NP_648818.3|DMEL	CCAP1982_LOCUS13594|CAD7005236.1|CCAP
OG0004106	Arv1|NP_730651.1|DMEL	CCAP1982_LOCUS13889|CAD7005529.1|CCAP
OG0004107	ProRS-m|NP_647737.1|DMEL	CCAP1982_LOCUS22275|CAD7014272.1|CCAP
OG0004109	CG5728|NP_651245.1|DMEL	CCAP1982_LOCUS5056|CAD6996377.1|CCAP, CCAP1982_LOCUS5055|CAD6996376.1|CCAP
OG0004110	RpLP0|NP_524211.1|DMEL	CCAP1982_LOCUS13874|CAD7005514.1|CCAP
OG0004111	CG5028|NP_001097922.1|DMEL	CCAP1982_LOCUS876|CAD6991990.1|CCAP
OG0004112	CG6154|NP_733146.2|DMEL	CCAP1982_LOCUS327|CAD6991400.1|CCAP
OG0004116	RASSF8|NP_651411.1|DMEL	CCAP1982_LOCUS4835|CAD6996142.1|CCAP
OG0004117	CG7379|NP_650656.1|DMEL	CCAP1982_LOCUS397|CAD6991472.1|CCAP
OG0004118	Rab4|NP_523777.1|DMEL	CCAP1982_LOCUS19408|CAD7011302.1|CCAP
OG0004119	Cbp20|NP_524396.1|DMEL	CCAP1982_LOCUS4942|CAD6996259.1|CCAP
OG0004120	ear|NP_001262595.1|DMEL	CCAP1982_LOCUS4906|CAD6996218.1|CCAP
OG0004121	CG13707|NP_001246634.1|DMEL	CCAP1982_LOCUS12466|CAD7004041.1|CCAP
OG0004122	mRpS10|NP_524355.2|DMEL	CCAP1982_LOCUS390|CAD6991465.1|CCAP
OG0004123	E2f1|NP_001262809.1|DMEL	CCAP1982_LOCUS951|CAD6992070.1|CCAP
OG0004125	RpL32|NP_733339.1|DMEL	CCAP1982_LOCUS171|CAD6991234.1|CCAP
OG0004126	Axn|NP_733336.1|DMEL	CCAP1982_LOCUS4241|CAD6995529.1|CCAP
OG0004127	RpL13|NP_523530.1|DMEL	CCAP1982_LOCUS6280|CAD6997648.1|CCAP
