Orthogroup	DMEL.longest_only	DSUB.longest_only
OG0004183	CrzR|NP_001261755.1|DMEL	LOC117895543|XP_034659137.1|DSUB
OG0004184	Chd64|NP_647860.1|DMEL	LOC117893167|XP_034655535.1|DSUB
OG0004185	CG9934|NP_609597.1|DMEL	LOC117900663|XP_034666995.1|DSUB
OG0004186	Pgam5|NP_569951.1|DMEL	LOC117903249|XP_034671043.1|DSUB, LOC117891953|XP_034653707.1|DSUB
OG0004187	Rsbp15|NP_650164.1|DMEL	LOC117898262|XP_034663406.1|DSUB
OG0004188	Cp190|NP_524359.2|DMEL	LOC117896514|XP_034660771.1|DSUB
OG0004189	MRG15|NP_001262588.1|DMEL	LOC117896522|XP_034660782.1|DSUB
OG0004190	Syt4|NP_477464.1|DMEL	LOC117898893|XP_034664467.1|DSUB
OG0004191	CG10050|NP_649713.1|DMEL	LOC117898899|XP_034664472.1|DSUB
OG0004192	sqz|NP_524403.1|DMEL	LOC117899287|XP_034665087.1|DSUB
OG0004193	CG32683|NP_727419.1|DMEL	LOC117902576|XP_034669938.1|DSUB
OG0004194	CG7183|NP_650692.2|DMEL	LOC117896689|XP_034661031.1|DSUB
OG0004195	Grip128|NP_573030.2|DMEL	LOC117903319|XP_034671152.1|DSUB
OG0004196	Sirt7|NP_651664.2|DMEL	LOC117896887|XP_034661307.1|DSUB
OG0004197	CG5276|NP_650074.1|DMEL	LOC117897078|XP_034661604.1|DSUB
OG0004198	Karybeta3|NP_524226.1|DMEL	LOC117896074|XP_034659994.1|DSUB
OG0004199	CG14880|NP_650538.1|DMEL	LOC117896087|XP_034660017.1|DSUB
OG0004200	LBR|NP_726114.1|DMEL	LOC117891056|XP_034652120.1|DSUB
OG0004201	dgt6|NP_651671.1|DMEL	LOC117896289|XP_034660397.1|DSUB
OG0004202	CG4813|NP_651088.1|DMEL	LOC117897523|XP_034662332.1|DSUB
OG0004203	Fer2|NP_001287359.1|DMEL	LOC117899800|XP_034665974.1|DSUB
OG0004204	CG9372|NP_649132.1|DMEL	LOC117893836|XP_034656491.1|DSUB
OG0004205	ind|NP_996087.2|DMEL	LOC117894552|XP_034657566.1|DSUB
OG0004206	psidin|NP_650858.1|DMEL	LOC117896722|XP_034661074.1|DSUB
OG0004207	PIG-L|NP_001247201.1|DMEL	LOC117896734|XP_034661090.1|DSUB
OG0004208	wkd|NP_650089.1|DMEL	LOC117898416|XP_034663677.1|DSUB
OG0004209	CG5805|NP_651284.1|DMEL	LOC117897333|XP_034661993.1|DSUB
OG0004210	CG3308|NP_650963.2|DMEL	LOC117899505|XP_034665446.1|DSUB
OG0004211	frtz|NP_608614.1|DMEL	LOC117901563|XP_034668251.1|DSUB
OG0004212	Ras85D|NP_476699.1|DMEL	LOC117897549|XP_034662367.1|DSUB
OG0004213	CCT7|NP_649835.1|DMEL	LOC117899491|XP_034665430.1|DSUB
OG0004214	LSm1|NP_611559.1|DMEL	LOC117891789|XP_034653351.1|DSUB
OG0004215	Impbeta11|NP_788357.1|DMEL	LOC117891750|XP_034653246.1|DSUB
OG0004216	shd|NP_001261843.1|DMEL	LOC117894358|XP_034657240.1|DSUB
OG0004217	Klp64D|NP_523934.1|DMEL	LOC117895367|XP_034658845.1|DSUB
OG0004218	e_y_1|NP_523391.3|DMEL	LOC117903870|XP_034672251.1|DSUB
OG0004219	CG9773|NP_649813.1|DMEL	LOC117897199|XP_034661792.1|DSUB
OG0004220	Sap47|NP_001356918.1|DMEL	LOC117895980|XP_034659833.1|DSUB
OG0004221	meigo|NP_001097853.1|DMEL	LOC117897884|XP_034662851.1|DSUB
OG0004222	CG10005|NP_650137.3|DMEL	LOC117899273|XP_034665062.1|DSUB
OG0004223	mfas|NP_788655.1|DMEL	LOC117898405|XP_034663659.1|DSUB
OG0004224	CG2519|NP_649546.1|DMEL	LOC117898215|XP_034663332.1|DSUB
OG0004225	CG3149|NP_572246.1|DMEL	LOC117894847|XP_034658405.1|DSUB, LOC117897140|XP_034662114.1|DSUB, LOC117897945|XP_034663343.1|DSUB
OG0004226	ema|NP_650542.1|DMEL	LOC117896081|XP_034660008.1|DSUB
OG0004227	Sb|NP_476709.1|DMEL	LOC117897223|XP_034661830.1|DSUB
OG0004228	CG5903|NP_650523.1|DMEL	LOC117897224|XP_034661832.1|DSUB
OG0004229	sli|NP_001261017.1|DMEL	LOC117890454|XP_034651182.1|DSUB
OG0004230	fs_1_h|NP_001259321.1|DMEL	LOC117892081|XP_034653963.1|DSUB
OG0004231	Ero1L|NP_647865.2|DMEL	LOC117895321|XP_034658779.1|DSUB
OG0004232	Teh2|NP_001163345.1|DMEL	LOC117895324|XP_034658783.1|DSUB
OG0004233	Teh3|NP_652335.1|DMEL	LOC117895323|XP_034658782.1|DSUB
OG0004234	ImpL2|NP_728961.2|DMEL	LOC117895167|XP_034658519.1|DSUB
OG0004235	Seipin|NP_570012.1|DMEL	LOC117903126|XP_034670846.1|DSUB
OG0004236	repo|NP_477026.1|DMEL	LOC117898347|XP_034663569.1|DSUB
OG0004237	Nlg1|NP_731172.2|DMEL	LOC117896146|XP_034660110.1|DSUB
OG0004238	Alg1|NP_650662.1|DMEL	LOC117897604|XP_034662452.1|DSUB
OG0004239	Smyd5|NP_650955.1|DMEL	LOC117898080|XP_034663149.1|DSUB
OG0004240	Mms19|NP_649519.1|DMEL	LOC117897145|XP_034661705.1|DSUB
OG0004241	osk|NP_731295.1|DMEL	LOC117897623|XP_034662482.1|DSUB
OG0004242	CG11986|NP_649862.1|DMEL	LOC117898910|XP_034664489.1|DSUB
OG0004243	Gen|NP_647943.2|DMEL	LOC117893017|XP_034655264.1|DSUB
OG0004244	CG7988|NP_650691.1|DMEL	LOC117896692|XP_034661033.1|DSUB
OG0004245	sturkopf|NP_612097.1|DMEL	LOC117894699|XP_034657770.1|DSUB
OG0004246	Duba|NP_648482.3|DMEL	LOC117893238|XP_034655686.1|DSUB
OG0004247	temp|NP_569992.1|DMEL	LOC117897789|XP_034662731.1|DSUB
OG0004248	Cpr57A|NP_001137721.1|DMEL	LOC117892307|XP_034654344.1|DSUB
OG0004249	Vdup1|NP_612004.2|DMEL	LOC117892911|XP_034655115.1|DSUB
OG0004250	Nnp-1|NP_651976.1|DMEL	LOC117902239|XP_034669375.1|DSUB
OG0004251	CG13366|NP_001036254.1|DMEL	LOC117902205|XP_034669316.1|DSUB, LOC117895598|XP_034659249.1|DSUB
OG0004252	JHDM2|NP_788611.1|DMEL	LOC117896130|XP_034660082.1|DSUB
OG0004253	CG13318|NP_649831.1|DMEL	LOC117899494|XP_034665434.1|DSUB
OG0004254	CG12237|NP_608336.1|DMEL	LOC117898541|XP_034663913.1|DSUB
OG0004256	CG5065|NP_611143.1|DMEL	LOC117892005|XP_034653782.1|DSUB
OG0004257	Cog7|NP_651750.1|DMEL	LOC117898610|XP_034664054.1|DSUB
OG0004258	Cad96Cb|NP_001287524.1|DMEL	LOC117899580|XP_034665585.1|DSUB
OG0004259	CG8306|NP_611140.3|DMEL	LOC117892259|XP_034654266.1|DSUB
OG0004260	smash|NP_001246912.1|DMEL	LOC117898646|XP_034664098.1|DSUB
OG0004261	Nmdar1|NP_730940.1|DMEL	LOC117898216|XP_034663335.1|DSUB
OG0004262	CG13623|NP_651267.1|DMEL	LOC117896846|XP_034661262.1|DSUB
OG0004263	Dl|NP_477264.1|DMEL	LOC117896659|XP_034660997.1|DSUB
OG0004264	mRpS9|NP_524270.2|DMEL	LOC117898955|XP_034664584.1|DSUB
OG0004265	CG1234|NP_649710.1|DMEL	LOC117898890|XP_034664463.1|DSUB
OG0004266	CG10185|NP_650521.1|DMEL	LOC117898511|XP_034663860.1|DSUB
OG0004267	p23|NP_649925.1|DMEL	LOC117897846|XP_034662802.1|DSUB
OG0004268	ths|NP_610701.2|DMEL	LOC117892192|XP_034654172.1|DSUB
OG0004269	Tsf3|NP_523759.1|DMEL	LOC117892302|XP_034654339.1|DSUB
OG0004270	Rpt1|NP_477473.1|DMEL	LOC117892530|XP_034654725.1|DSUB
OG0004271	Pex13|NP_610850.1|DMEL	LOC117891795|XP_034653360.1|DSUB
OG0004272	mgr|NP_650067.1|DMEL	LOC117898359|XP_034663585.1|DSUB
OG0004273	CG17202|NP_650194.1|DMEL	LOC117898602|XP_034664042.1|DSUB
OG0004274	Psf3|NP_572624.1|DMEL	LOC117903435|XP_034671350.1|DSUB, LOC117903402|XP_034671288.1|DSUB
OG0004275	rho-4|NP_525084.1|DMEL	LOC117898863|XP_034664436.1|DSUB
OG0004276	Pop4|NP_648168.1|DMEL	LOC117894142|XP_034656927.1|DSUB
OG0004277	CG14132|NP_001097586.1|DMEL	LOC117895078|XP_034658357.1|DSUB
OG0004278	Coq5|NP_572865.1|DMEL	LOC117892959|XP_034655186.1|DSUB
OG0004279	Pex12|NP_608546.1|DMEL	LOC117900730|XP_034667095.1|DSUB
OG0004280	SK|NP_001284887.1|DMEL	LOC117889618|XP_034649934.1|DSUB
OG0004281	Mlh1|NP_477022.1|DMEL	LOC117891132|XP_034652231.1|DSUB
OG0004282	IntS8|NP_611162.2|DMEL	LOC117890700|XP_034651601.1|DSUB
OG0004283	Fen1|NP_523765.1|DMEL	LOC117890752|XP_034651702.1|DSUB
OG0004284	CG31915|NP_723087.1|DMEL	LOC117900100|XP_034666211.1|DSUB
OG0004285	CG13599|NP_651194.1|DMEL	LOC117898032|XP_034663062.1|DSUB
OG0004286	Dnai2|NP_001261723.1|DMEL	LOC117895068|XP_034658342.1|DSUB
OG0004287	Dph1|NP_648496.1|DMEL	LOC117895070|XP_034658344.1|DSUB
OG0004288	CG7339|NP_648490.1|DMEL	LOC117895480|XP_034659050.1|DSUB
OG0004289	CG42637|NP_524165.2|DMEL, Gyc76C|NP_001163473.1|DMEL	LOC117895402|XP_034658922.1|DSUB
OG0004290	SmydA-1|NP_610944.1|DMEL	LOC117890740|XP_034651682.1|DSUB
OG0004291	Sec61beta|NP_652037.1|DMEL	LOC117891042|XP_034652102.1|DSUB
OG0004292	lark|NP_523957.1|DMEL	LOC117893299|XP_034655766.1|DSUB
OG0004293	GXIVsPLA2|NP_648815.1|DMEL	LOC117893814|XP_034656455.1|DSUB
OG0004294	Sytbeta|NP_648734.1|DMEL	LOC117894550|XP_034657562.1|DSUB
OG0004295	Reck|NP_648733.2|DMEL	LOC117893438|XP_034655946.1|DSUB
OG0004296	mRpL39|NP_524075.2|DMEL	LOC117895742|XP_034659499.1|DSUB
OG0004297	slbo|NP_523843.1|DMEL	LOC117891445|XP_034652815.1|DSUB
OG0004298	ptc|NP_523661.2|DMEL	LOC117890377|XP_034651065.1|DSUB
OG0004299	shot|NP_725339.1|DMEL	LOC117891140|XP_034652240.1|DSUB
OG0004300	BORCS7|NP_725975.2|DMEL	LOC117892314|XP_034654356.1|DSUB
OG0004301	eco|NP_648106.1|DMEL	LOC117893293|XP_034655755.1|DSUB
OG0004302	calypso|NP_611096.1|DMEL	LOC117891573|XP_034652988.1|DSUB
OG0004303	Uba1|NP_477310.2|DMEL	LOC117890069|XP_034650599.1|DSUB
OG0004304	Klp54D|NP_001303355.1|DMEL	LOC117891405|XP_034652742.1|DSUB
OG0004305	ATP8A|NP_001137651.1|DMEL	LOC117891112|XP_034652197.1|DSUB
OG0004306	OSCP1|NP_610731.2|DMEL	LOC117891507|XP_034652889.1|DSUB
OG0004307	PheRS-m|NP_477283.1|DMEL	LOC117890127|XP_034650705.1|DSUB
OG0004308	Galphas|NP_477505.1|DMEL	LOC117890927|XP_034651948.1|DSUB
OG0004309	mRpL12|NP_524742.1|DMEL	LOC117894643|XP_034657706.1|DSUB
OG0004310	Sec31|NP_001286215.1|DMEL	LOC117889804|XP_034650172.1|DSUB
OG0004311	Su_var_3-3|NP_649194.1|DMEL	LOC117894750|XP_034657852.1|DSUB
OG0004312	Nop60B|NP_525120.1|DMEL	LOC117890946|XP_034651972.1|DSUB
OG0004313	bin3|NP_724468.1|DMEL	LOC117891756|XP_034653258.1|DSUB
OG0004314	mahj|NP_611592.2|DMEL	LOC117892082|XP_034653959.1|DSUB
OG0004315	Rpn8|NP_001261167.1|DMEL	LOC117891749|XP_034653245.1|DSUB
OG0004316	CG46338|NP_524888.1|DMEL	LOC117890357|XP_034651042.1|DSUB
OG0004317	Gasz|NP_610362.1|DMEL	LOC117890584|XP_034651413.1|DSUB
OG0004318	ocm|NP_611894.1|DMEL	LOC117889735|XP_034650049.1|DSUB
OG0004319	ZnT49B|NP_725207.1|DMEL	LOC117892589|XP_034654819.1|DSUB
OG0004320	CG12499|NP_651044.1|DMEL	LOC117896413|XP_034660620.1|DSUB
OG0004321	CG13397|NP_652045.1|DMEL	LOC117901036|XP_034667532.1|DSUB
OG0004322	CG7675|NP_650717.1|DMEL	LOC117897056|XP_034661541.1|DSUB
OG0004323	hfp|NP_525123.2|DMEL	LOC117895696|XP_034659434.1|DSUB
OG0004324	CG43346|NP_001246121.1|DMEL	LOC117902668|XP_034670089.1|DSUB
OG0004325	CG9849|NP_611740.1|DMEL	LOC117891298|XP_034652596.1|DSUB
OG0004326	CG3831|NP_001261146.1|DMEL	LOC117891294|XP_034652590.1|DSUB
OG0004327	exd|NP_523360.1|DMEL	LOC117903450|XP_034671374.1|DSUB
OG0004328	Rrp4|NP_611807.1|DMEL	LOC117891460|XP_034652834.1|DSUB
OG0004330	CG30105|NP_725699.1|DMEL	LOC117891335|XP_034652646.1|DSUB
OG0004331	Orc6|NP_477319.1|DMEL	LOC117890037|XP_034650546.1|DSUB
OG0004332	mtDNA-helicase|NP_609318.1|DMEL	LOC117900036|XP_034666116.1|DSUB
OG0004333	Cse1|NP_523588.2|DMEL	LOC117902578|XP_034669963.1|DSUB
OG0004334	CG6739|NP_609130.1|DMEL	LOC117901750|XP_034668527.1|DSUB
OG0004335	Dpit47|NP_001260729.1|DMEL	LOC117892332|XP_034654376.1|DSUB
OG0004336	CG11788|NP_611466.2|DMEL	LOC117891980|XP_034653746.1|DSUB
OG0004337	Ssb-c31a|NP_477136.1|DMEL	LOC117902818|XP_034670335.1|DSUB
OG0004338	Shc|NP_524683.2|DMEL	LOC117894482|XP_034657476.1|DSUB
OG0004339	CG30197|NP_725399.1|DMEL	LOC117891054|XP_034652117.1|DSUB
OG0004340	Cpr51A|NP_610968.1|DMEL	LOC117891053|XP_034652116.1|DSUB
OG0004341	Rpi|NP_726309.3|DMEL	LOC117892093|XP_034653978.1|DSUB
OG0004342	lov|NP_611994.3|DMEL	LOC117891314|XP_034652617.1|DSUB
OG0004343	gol|NP_001163300.1|DMEL	LOC117890573|XP_034651400.1|DSUB
OG0004344	Nplp1|NP_001137760.1|DMEL	LOC117892649|XP_034654897.1|DSUB
OG0004345	CG1416|NP_610121.2|DMEL	LOC117901509|XP_034668170.1|DSUB
OG0004346	mAChR-A|NP_523844.2|DMEL	LOC117891317|XP_034652622.1|DSUB
OG0004347	bs|NP_726438.1|DMEL	LOC117890518|XP_034651313.1|DSUB
OG0004348	CG13566|NP_611858.2|DMEL	LOC117889726|XP_034650039.1|DSUB
OG0004349	kcc|NP_001286795.1|DMEL	LOC117892387|XP_034654488.1|DSUB
OG0004350	Glo1|NP_610270.1|DMEL	LOC117891928|XP_034653653.1|DSUB
OG0004351	AGO1|NP_725341.1|DMEL	LOC117891146|XP_034652284.1|DSUB
OG0004352	abs|NP_524220.1|DMEL	LOC117896059|XP_034659963.1|DSUB
OG0004353	CG5003|NP_651593.1|DMEL	LOC117898779|XP_034664306.1|DSUB
OG0004354	CG31301|NP_650449.1|DMEL	LOC117898780|XP_034664307.1|DSUB
OG0004355	CG42724|NP_001189184.1|DMEL	LOC117897418|XP_034662137.1|DSUB
OG0004356	AGBE|NP_788342.1|DMEL	LOC117892147|XP_034654084.1|DSUB
OG0004357	so|NP_476733.1|DMEL	LOC117891925|XP_034653647.1|DSUB
OG0004358	pds5|NP_610719.1|DMEL	LOC117890431|XP_034651151.1|DSUB
OG0004359	hppy|NP_725863.1|DMEL	LOC117891821|XP_034653444.1|DSUB
OG0004360	Rad9|NP_649066.1|DMEL	LOC117894063|XP_034656807.1|DSUB
OG0004361	GCC88|NP_650055.1|DMEL	LOC117897602|XP_034662451.1|DSUB
OG0004362	CG13901|NP_612061.2|DMEL	LOC117895363|XP_034658837.1|DSUB
OG0004363	CG12096|NP_572862.2|DMEL	LOC117897666|XP_034662558.1|DSUB
OG0004364	AQP|NP_523728.1|DMEL	LOC117891796|XP_034653361.1|DSUB
OG0004365	ktub|NP_611549.2|DMEL	LOC117891702|XP_034653185.1|DSUB
OG0004366	PGAP2|NP_608548.1|DMEL	LOC117900733|XP_034667099.1|DSUB
OG0004367	Las|NP_524183.2|DMEL	LOC117895777|XP_034659564.1|DSUB
OG0004368	Ssl1|NP_649427.1|DMEL	LOC117895353|XP_034658828.1|DSUB
OG0004369	LRP1|NP_001260800.2|DMEL	LOC117892042|XP_034653858.1|DSUB
OG0004370	Dek|NP_652058.1|DMEL	LOC117890722|XP_034651656.1|DSUB
OG0004371	CG17333|NP_572656.1|DMEL	LOC117903300|XP_034671123.1|DSUB
OG0004372	nvy|NP_001261166.1|DMEL	LOC117891360|XP_034652686.1|DSUB
OG0004373	CG17327|NP_731760.1|DMEL	LOC117892593|XP_034654823.1|DSUB
OG0004374	Patronin|NP_001261051.1|DMEL	LOC117891158|XP_034652306.1|DSUB
OG0004375	RhoGEF4|NP_648101.1|DMEL	LOC117893295|XP_034655759.1|DSUB
OG0004376	sNPF-R|NP_524176.1|DMEL	LOC117894338|XP_034657214.1|DSUB
OG0004377	Dronc|NP_524017.1|DMEL	LOC117893790|XP_034656424.1|DSUB
OG0004378	chn|NP_001246331.1|DMEL	LOC117890093|XP_034650644.1|DSUB
OG0004379	mago|NP_476636.1|DMEL	LOC117891718|XP_034653202.1|DSUB
OG0004380	DCTN2-p50|NP_524690.1|DMEL	LOC117891186|XP_034652409.1|DSUB
OG0004381	Pxd|NP_001163633.1|DMEL	LOC117898202|XP_034663314.1|DSUB
OG0004382	CG8858|NP_610746.1|DMEL	LOC117892505|XP_034654672.1|DSUB
OG0004383	CysRS-m|NP_610930.1|DMEL	LOC117891347|XP_034652668.1|DSUB
OG0004384	CG13018|NP_652380.2|DMEL	LOC117891354|XP_034652677.1|DSUB
OG0004385	CG13192|NP_610702.1|DMEL	LOC117892194|XP_034654176.1|DSUB
OG0004386	jeb|NP_610726.1|DMEL	LOC117890410|XP_034651113.1|DSUB
OG0004387	cmb|NP_729901.1|DMEL	LOC117895743|XP_034659500.1|DSUB
OG0004388	CG8854|NP_610749.3|DMEL	LOC117890218|XP_034650847.1|DSUB
OG0004389	Ack|NP_647859.1|DMEL	LOC117895824|XP_034659652.1|DSUB
OG0004390	Pka-C3|NP_730083.2|DMEL	LOC117893813|XP_034656452.1|DSUB
OG0004391	CG15125|NP_001286618.1|DMEL	LOC117890415|XP_034651119.1|DSUB
OG0004392	brm|NP_001261906.1|DMEL	LOC117895820|XP_034659644.1|DSUB
OG0004393	Ntan1|NP_611355.2|DMEL	LOC117890048|XP_034650560.1|DSUB
OG0004394	CG4945|NP_788382.1|DMEL	LOC117892176|XP_034654147.1|DSUB
OG0004395	Cpr50Cb|NP_610901.1|DMEL	LOC117890390|XP_034651085.1|DSUB
OG0004396	CG14591|NP_610196.1|DMEL	LOC117890477|XP_034651233.1|DSUB
OG0004397	Fsn|NP_610849.1|DMEL	LOC117891798|XP_034653363.1|DSUB
OG0004398	CG17059|NP_652383.1|DMEL	LOC117891802|XP_034653368.1|DSUB
OG0004399	Rif1|NP_725497.1|DMEL	LOC117891765|XP_034653296.1|DSUB
OG0004400	CG8112|NP_731269.2|DMEL	LOC117898370|XP_034663599.1|DSUB
OG0004401	CG4797|NP_726368.2|DMEL	LOC117891170|XP_034652383.1|DSUB
OG0004402	Ssrp|NP_523830.2|DMEL	LOC117890579|XP_034651407.1|DSUB
OG0004403	ttv|NP_001356963.1|DMEL	LOC117889768|XP_034650121.1|DSUB
OG0004404	Ars2|NP_610203.2|DMEL	LOC117891454|XP_034652826.1|DSUB
OG0004405	rdgC|NP_536738.3|DMEL	LOC117894751|XP_034657853.1|DSUB
OG0004406	stv|NP_001097600.1|DMEL	LOC117894321|XP_034657189.1|DSUB
OG0004407	Spt|NP_610423.3|DMEL	LOC117892292|XP_034654325.1|DSUB
OG0004408	CG14105|NP_648644.1|DMEL	LOC117894984|XP_034658220.1|DSUB
OG0004409	Hcf|NP_524621.2|DMEL	LOC117902981|XP_034670552.1|DSUB
OG0004410	MESR4|NP_001097359.1|DMEL	LOC117891403|XP_034652739.1|DSUB
OG0004411	CG11523|NP_649386.1|DMEL	LOC117894031|XP_034656761.1|DSUB
OG0004412	Ddx1|NP_524212.2|DMEL	LOC117894030|XP_034656760.1|DSUB
OG0004413	ken|NP_523833.1|DMEL	LOC117890869|XP_034651849.1|DSUB
OG0004414	Rap2l|NP_477402.1|DMEL	LOC117892162|XP_034654118.1|DSUB
OG0004415	pcs|NP_611010.4|DMEL	LOC117891485|XP_034652856.1|DSUB
OG0004416	kappaB-Ras|NP_610278.1|DMEL	LOC117890639|XP_034651481.1|DSUB
OG0004417	Ude|NP_001262929.1|DMEL	LOC117898056|XP_034663113.1|DSUB
OG0004418	CG43066|NP_001246408.1|DMEL	LOC117891147|XP_034652288.1|DSUB
OG0004419	sns|NP_001036532.1|DMEL	LOC117890253|XP_034650893.1|DSUB
OG0004420	CG8778|NP_610805.1|DMEL	LOC117892592|XP_034654822.1|DSUB
OG0004421	Tsp74F|NP_524132.1|DMEL	LOC117894889|XP_034658061.1|DSUB
OG0004422	UQCR-Q|NP_648985.1|DMEL	LOC117894361|XP_034657245.1|DSUB
OG0004423	fat-spondin|NP_477435.1|DMEL	LOC117892436|XP_034654567.1|DSUB
OG0004424	prom|NP_001137754.1|DMEL	LOC117891744|XP_034653238.1|DSUB
OG0004425	CG5955|NP_649230.1|DMEL	LOC117894087|XP_034656847.1|DSUB
OG0004426	mRpL15|NP_524185.1|DMEL	LOC117894090|XP_034656849.1|DSUB
OG0004427	mRpS31|NP_524100.1|DMEL	LOC117893361|XP_034655843.1|DSUB
OG0004428	Task6|NP_650300.2|DMEL	LOC117899687|XP_034665771.1|DSUB
OG0004429	CG14015|NP_608937.1|DMEL	LOC117900103|XP_034666216.1|DSUB
OG0004430	mop|NP_648722.2|DMEL	LOC117894161|XP_034656953.1|DSUB
OG0004431	mRpL35|NP_651001.2|DMEL	LOC117899148|XP_034664848.1|DSUB
OG0004432	CG6028|NP_651002.3|DMEL	LOC117899146|XP_034664845.1|DSUB
OG0004433	CG32447|NP_996144.1|DMEL	LOC117894345|XP_034657223.1|DSUB
OG0004434	CG4646|NP_610848.1|DMEL	LOC117891800|XP_034653365.1|DSUB
OG0004435	Oseg6|NP_611426.1|DMEL	LOC117890923|XP_034651944.1|DSUB
OG0004436	mam|NP_525115.1|DMEL	LOC117891764|XP_034653292.1|DSUB
OG0004437	Kr|NP_523867.1|DMEL	LOC117891402|XP_034652738.1|DSUB
OG0004438	eIF3m|NP_610932.1|DMEL	LOC117891350|XP_034652672.1|DSUB
OG0004439	PRAS40|NP_001303349.1|DMEL	LOC117891050|XP_034652114.1|DSUB
OG0004440	RpL18A|NP_523774.1|DMEL	LOC117891407|XP_034652745.1|DSUB
OG0004441	Npc2a|NP_608637.1|DMEL	LOC117901343|XP_034667944.1|DSUB
OG0004442	CG10939|NP_524712.1|DMEL	LOC117892421|XP_034654545.1|DSUB
OG0004443	Pbgs|NP_648564.1|DMEL	LOC117893104|XP_034655428.1|DSUB
OG0004444	eEF1beta|NP_524808.3|DMEL	LOC117889955|XP_034650403.1|DSUB
OG0004445	CG16786|NP_611883.1|DMEL	LOC117892158|XP_034654109.1|DSUB
OG0004446	Alp4|NP_524601.2|DMEL	LOC117896833|XP_034661238.1|DSUB
OG0004447	Spase22-23|NP_651234.1|DMEL	LOC117899570|XP_034665574.1|DSUB
OG0004448	CG14483|NP_611235.1|DMEL	LOC117892640|XP_034654886.1|DSUB
OG0004449	fwe|NP_648804.1|DMEL	LOC117895659|XP_034659367.1|DSUB
OG0004450	mIF3|NP_001350856.1|DMEL	LOC117890408|XP_034651110.1|DSUB
OG0004451	CG8839|NP_610764.1|DMEL	LOC117892555|XP_034654757.1|DSUB
OG0004452	CG15120|NP_611428.1|DMEL	LOC117891304|XP_034652603.1|DSUB
OG0004453	Naus|NP_611299.2|DMEL	LOC117890029|XP_034650535.1|DSUB
OG0004454	Spt3|NP_650146.1|DMEL	LOC117898076|XP_034663142.1|DSUB
OG0004455	comm2|NP_648801.2|DMEL	LOC117894735|XP_034657824.1|DSUB
OG0004456	CG18273|NP_569843.2|DMEL	LOC117899854|XP_034665987.1|DSUB
OG0004457	CG7368|NP_001036599.1|DMEL	LOC117893242|XP_034655697.1|DSUB
OG0004458	CG6024|NP_001368949.1|DMEL	LOC117893137|XP_034655480.1|DSUB
OG0004459	CG42588|NP_648604.2|DMEL	LOC117893455|XP_034655964.1|DSUB
OG0004460	Sec3|NP_648976.2|DMEL	LOC117893997|XP_034656703.1|DSUB
OG0004461	Toll-6|NP_524081.1|DMEL	LOC117894340|XP_034657216.1|DSUB
OG0004462	CG3808|NP_649083.2|DMEL	LOC117893096|XP_034655419.1|DSUB
OG0004463	CG11241|NP_730741.2|DMEL	LOC117893003|XP_034655248.1|DSUB
OG0004464	Spt20|NP_001287062.1|DMEL	LOC117894320|XP_034657181.1|DSUB
OG0004465	Naxd|NP_649090.1|DMEL	LOC117901795|XP_034668597.1|DSUB
OG0004466	CG32204|NP_001369059.1|DMEL	LOC117893349|XP_034655829.1|DSUB
OG0004467	CG14185|NP_649175.1|DMEL	LOC117894072|XP_034656817.1|DSUB
OG0004468	Ir76b|NP_649176.1|DMEL	LOC117894071|XP_034656816.1|DSUB
OG0004469	CG7945|NP_730051.1|DMEL	LOC117895125|XP_034658425.1|DSUB
OG0004470	Socs36E|NP_523593.5|DMEL	LOC117900173|XP_034666309.1|DSUB
OG0004471	CG42390|NP_001369028.1|DMEL	LOC117897364|XP_034662044.1|DSUB
OG0004472	dap|NP_476948.1|DMEL	LOC117890938|XP_034651963.1|DSUB
OG0004473	CG43191|NP_001246272.1|DMEL	LOC117892759|XP_034655075.1|DSUB
OG0004474	128up|NP_536733.1|DMEL	LOC117890171|XP_034650761.1|DSUB
OG0004475	CG7488|NP_650248.1|DMEL	LOC117892591|XP_034654821.1|DSUB
OG0004476	CG7251|NP_608944.1|DMEL	LOC117889675|XP_034650005.1|DSUB, LOC117901922|XP_034668781.1|DSUB
OG0004477	Rs1|NP_651970.1|DMEL	LOC117890583|XP_034651412.1|DSUB
OG0004478	Oaz|NP_001188929.1|DMEL	LOC117891602|XP_034653026.1|DSUB
OG0004479	CG3735|NP_611851.1|DMEL	LOC117892059|XP_034653883.1|DSUB
OG0004480	anox|NP_001027085.1|DMEL	LOC117895107|XP_034658406.1|DSUB
OG0004481	CG42518|NP_001163187.1|DMEL	LOC117890491|XP_034651272.1|DSUB
OG0004482	CG15544|NP_651828.2|DMEL	LOC117897835|XP_034662789.1|DSUB
OG0004483	CG5339|NP_611846.1|DMEL	LOC117891398|XP_034652732.1|DSUB
OG0004484	Hr83|NP_649647.1|DMEL	LOC117897594|XP_034662440.1|DSUB
OG0004485	Gr2a|NP_001162633.1|DMEL	LOC117895804|XP_034659620.1|DSUB
OG0004486	UQCR-6.4|NP_611233.1|DMEL	LOC117891879|XP_034653536.1|DSUB
OG0004487	Papst2|NP_648954.1|DMEL	LOC117893941|XP_034656621.1|DSUB
OG0004488	ppk25|NP_995766.1|DMEL	LOC117892491|XP_034654648.1|DSUB
OG0004489	CG13928|NP_647635.1|DMEL	LOC117895573|XP_034659184.1|DSUB
