Orthogroup	DMEL.longest_only	BCOP.longest_only
OG0004412	Ddx1|NP_524212.2|DMEL	LOC119072189|XP_037033243.1|BCOP
OG0004413	ken|NP_523833.1|DMEL	LOC119072192|XP_037033250.1|BCOP
OG0004414	Rap2l|NP_477402.1|DMEL	LOC119078288|XP_037041673.1|BCOP
OG0004415	pcs|NP_611010.4|DMEL	LOC119066916|XP_037025512.1|BCOP
OG0004416	kappaB-Ras|NP_610278.1|DMEL	LOC119072183|XP_037033239.1|BCOP
OG0004417	Ude|NP_001262929.1|DMEL	LOC119085710|XP_037052053.1|BCOP
OG0004418	CG43066|NP_001246408.1|DMEL	LOC119072176|XP_037033227.1|BCOP
OG0004419	sns|NP_001036532.1|DMEL	LOC119072157|XP_037033210.1|BCOP
OG0004420	CG8778|NP_610805.1|DMEL	LOC119068994|XP_037028765.1|BCOP, LOC119066783|XP_037025338.1|BCOP
OG0004421	Tsp74F|NP_524132.1|DMEL	LOC119085559|XP_037051881.1|BCOP
OG0004422	UQCR-Q|NP_648985.1|DMEL	LOC119071344|XP_037032125.1|BCOP
OG0004423	fat-spondin|NP_477435.1|DMEL	LOC119075530|XP_037037899.1|BCOP
OG0004424	prom|NP_001137754.1|DMEL	LOC119066447|XP_037024841.1|BCOP
OG0004425	CG5955|NP_649230.1|DMEL	LOC119086056|XP_037052524.1|BCOP
OG0004426	mRpL15|NP_524185.1|DMEL	LOC119068627|XP_037028189.1|BCOP
OG0004427	mRpS31|NP_524100.1|DMEL	LOC119066848|XP_037025411.1|BCOP
OG0004428	Task6|NP_650300.2|DMEL	LOC119085026|XP_037051109.1|BCOP
OG0004429	CG14015|NP_608937.1|DMEL	LOC119072434|XP_037033543.1|BCOP
OG0004430	mop|NP_648722.2|DMEL	LOC119079538|XP_037043421.1|BCOP, LOC119081346|XP_037046079.1|BCOP
OG0004431	mRpL35|NP_651001.2|DMEL	LOC119069431|XP_037029383.1|BCOP
OG0004432	CG6028|NP_651002.3|DMEL	LOC119084279|XP_037050098.1|BCOP
OG0004433	CG32447|NP_996144.1|DMEL	LOC119071732|XP_037032657.1|BCOP
OG0004434	CG4646|NP_610848.1|DMEL	LOC119078356|XP_037041751.1|BCOP
OG0004435	Oseg6|NP_611426.1|DMEL	LOC119082592|XP_037048029.1|BCOP
OG0004436	mam|NP_525115.1|DMEL	LOC119066559|XP_037025001.1|BCOP
OG0004437	Kr|NP_523867.1|DMEL	LOC119066184|XP_037024380.1|BCOP
OG0004438	eIF3m|NP_610932.1|DMEL	LOC119066187|XP_037024387.1|BCOP
OG0004439	PRAS40|NP_001303349.1|DMEL	LOC119079860|XP_037043831.1|BCOP
OG0004440	RpL18A|NP_523774.1|DMEL	LOC119082039|XP_037047262.1|BCOP
OG0004441	Npc2a|NP_608637.1|DMEL	LOC119084066|XP_037049801.1|BCOP
OG0004442	CG10939|NP_524712.1|DMEL	LOC119078772|XP_037042377.1|BCOP
OG0004443	Pbgs|NP_648564.1|DMEL	LOC119080485|XP_037044769.1|BCOP
OG0004444	eEF1beta|NP_524808.3|DMEL	LOC119083292|XP_037048879.1|BCOP
OG0004445	CG16786|NP_611883.1|DMEL	LOC119071543|XP_037032334.1|BCOP
OG0004446	Alp4|NP_524601.2|DMEL	LOC119081750|XP_037046823.1|BCOP
OG0004447	Spase22-23|NP_651234.1|DMEL	LOC119080099|XP_037044220.1|BCOP
OG0004448	CG14483|NP_611235.1|DMEL	LOC119068496|XP_037028005.1|BCOP
OG0004449	fwe|NP_648804.1|DMEL	LOC119081349|XP_037046088.1|BCOP
OG0004451	CG8839|NP_610764.1|DMEL	LOC119078744|XP_037042335.1|BCOP
OG0004452	CG15120|NP_611428.1|DMEL	LOC119072355|XP_037033440.1|BCOP
OG0004453	Naus|NP_611299.2|DMEL	LOC119068572|XP_037028111.1|BCOP
OG0004454	Spt3|NP_650146.1|DMEL	LOC119078173|XP_037041542.1|BCOP
OG0004456	CG18273|NP_569843.2|DMEL	LOC119065994|XP_037024096.1|BCOP
OG0004457	CG7368|NP_001036599.1|DMEL	LOC119065999|XP_037024101.1|BCOP
OG0004458	CG6024|NP_001368949.1|DMEL	LOC119072497|XP_037033634.1|BCOP
OG0004459	CG42588|NP_648604.2|DMEL	LOC119072490|XP_037033621.1|BCOP
OG0004460	Sec3|NP_648976.2|DMEL	LOC119072458|XP_037033576.1|BCOP
OG0004461	Toll-6|NP_524081.1|DMEL	LOC119066558|XP_037025000.1|BCOP
OG0004462	CG3808|NP_649083.2|DMEL	LOC119071683|XP_037032559.1|BCOP
OG0004463	CG11241|NP_730741.2|DMEL	LOC119072302|XP_037033381.1|BCOP
OG0004464	Spt20|NP_001287062.1|DMEL	LOC119076285|XP_037038841.1|BCOP
OG0004465	Naxd|NP_649090.1|DMEL	LOC119066427|XP_037024803.1|BCOP
OG0004466	CG32204|NP_001369059.1|DMEL	LOC119086020|XP_037052489.1|BCOP
OG0004467	CG14185|NP_649175.1|DMEL	LOC119082324|XP_037047719.1|BCOP
OG0004468	Ir76b|NP_649176.1|DMEL	LOC119071109|XP_037031648.1|BCOP
OG0004469	CG7945|NP_730051.1|DMEL	LOC119085851|XP_037052255.1|BCOP
OG0004470	Socs36E|NP_523593.5|DMEL	LOC119077052|XP_037040077.1|BCOP
OG0004471	CG42390|NP_001369028.1|DMEL	LOC119071879|XP_037032855.1|BCOP
OG0004472	dap|NP_476948.1|DMEL	LOC119074257|XP_037036174.1|BCOP
OG0004473	CG43191|NP_001246272.1|DMEL	LOC119074265|XP_037036182.1|BCOP
OG0004474	128up|NP_536733.1|DMEL	LOC119074260|XP_037036178.1|BCOP
OG0004475	CG7488|NP_650248.1|DMEL	LOC119074270|XP_037036187.1|BCOP
OG0004476	CG7251|NP_608944.1|DMEL	LOC119067205|XP_037025943.1|BCOP
OG0004477	Rs1|NP_651970.1|DMEL	LOC119082844|XP_037048402.1|BCOP
OG0004478	Oaz|NP_001188929.1|DMEL	LOC119071139|XP_037031729.1|BCOP
OG0004479	CG3735|NP_611851.1|DMEL	LOC119069587|XP_037029572.1|BCOP
OG0004480	anox|NP_001027085.1|DMEL	LOC119085606|XP_037051924.1|BCOP
OG0004481	CG42518|NP_001163187.1|DMEL	LOC119083384|XP_037048992.1|BCOP
OG0004482	CG15544|NP_651828.2|DMEL	LOC119069322|XP_037029273.1|BCOP
OG0004483	CG5339|NP_611846.1|DMEL	LOC119071940|XP_037032959.1|BCOP
OG0004484	Hr83|NP_649647.1|DMEL	LOC119077210|XP_037040287.1|BCOP
OG0004486	UQCR-6.4|NP_611233.1|DMEL	LOC119074202|XP_037036094.1|BCOP
OG0004487	Papst2|NP_648954.1|DMEL	LOC119081293|XP_037045949.1|BCOP
OG0004488	ppk25|NP_995766.1|DMEL	LOC119084414|XP_037050277.1|BCOP, LOC119073933|XP_037035697.1|BCOP
OG0004489	CG13928|NP_647635.1|DMEL	LOC119070531|XP_037030800.1|BCOP, LOC119079436|XP_037043244.1|BCOP, LOC119069988|XP_037030124.1|BCOP, LOC119084759|XP_037050719.1|BCOP, LOC119085961|XP_037052412.1|BCOP
OG0004490	Obp49a|NP_610812.1|DMEL	LOC119073408|XP_037034741.1|BCOP
OG0004491	ppk7|NP_609016.2|DMEL	LOC119073502|XP_037034912.1|BCOP, LOC119078145|XP_037041515.1|BCOP
OG0004492	CG42529|NP_001163471.1|DMEL, ms_3_76Ca|NP_649146.1|DMEL	LOC119084469|XP_037050349.1|BCOP
OG0004493	CG43894|NP_001261790.1|DMEL, CG15140|NP_001097171.2|DMEL	LOC119084650|XP_037050615.1|BCOP
OG0004504	CkIIalpha|NP_001036624.1|DMEL	LOC119068255|XP_037027688.1|BCOP
OG0004505	Abi|NP_001247091.1|DMEL	LOC119068330|XP_037027778.1|BCOP
OG0004506	CG4849|NP_651605.1|DMEL	LOC119067777|XP_037026811.1|BCOP
OG0004507	CG18048|NP_649646.3|DMEL	LOC119067087|XP_037025741.1|BCOP
OG0004508	beat-VII|NP_733162.2|DMEL	LOC119080266|XP_037044419.1|BCOP
OG0004509	PCID2|NP_648486.1|DMEL	LOC119072588|XP_037033736.1|BCOP
OG0004510	Rok|NP_536796.2|DMEL	LOC119080449|XP_037044713.1|BCOP
OG0004511	tnc|NP_651318.3|DMEL	LOC119070023|XP_037030199.1|BCOP
OG0004512	PlexA|NP_524637.2|DMEL	LOC119080948|XP_037045470.1|BCOP
OG0004513	onecut|NP_524842.2|DMEL	LOC119085099|XP_037051239.1|BCOP
OG0004514	Asator|NP_651924.2|DMEL	LOC119073783|XP_037035355.1|BCOP
OG0004515	yl|NP_996433.1|DMEL	LOC119085611|XP_037051929.1|BCOP
OG0004516	Rab40|NP_727611.1|DMEL	LOC119085623|XP_037051942.1|BCOP
OG0004517	CG7766|NP_001245588.1|DMEL	LOC119069175|XP_037028995.1|BCOP
OG0004518	tay|NP_001259585.1|DMEL	LOC119083411|XP_037049027.1|BCOP
OG0004519	eEF1gamma|NP_652000.1|DMEL	LOC119070291|XP_037030452.1|BCOP
OG0004520	Rhp|NP_511168.3|DMEL	LOC119069198|XP_037029048.1|BCOP
OG0004521	mle|NP_476641.1|DMEL	LOC119081872|XP_037047004.1|BCOP
OG0004522	Rbm13|NP_572508.1|DMEL	LOC119069642|XP_037029653.1|BCOP
OG0004523	CG12054|NP_651853.1|DMEL	LOC119067493|XP_037026395.1|BCOP
OG0004524	Spg7|NP_570017.1|DMEL	LOC119067574|XP_037026554.1|BCOP
OG0004525	Nadsyn|NP_572913.1|DMEL	LOC119068639|XP_037028206.1|BCOP
OG0004526	ovo|NP_726971.1|DMEL	LOC119068677|XP_037028253.1|BCOP
OG0004527	eIF2Bbeta|NP_570020.1|DMEL	LOC119070295|XP_037030455.1|BCOP
OG0004528	CG15456|NP_652292.1|DMEL	LOC119068894|XP_037028657.1|BCOP
OG0004529	CG42699|NP_572263.2|DMEL	LOC119069486|XP_037029451.1|BCOP
OG0004530	CDC50|NP_573128.2|DMEL	LOC119076228|XP_037038780.1|BCOP
OG0004531	CG13847|NP_651043.2|DMEL	LOC119068162|XP_037027534.1|BCOP
OG0004532	HDAC6|NP_001259569.1|DMEL	LOC119070608|XP_037030922.1|BCOP
OG0004533	CG2200|NP_572852.1|DMEL	LOC119068734|XP_037028326.1|BCOP, LOC119082815|XP_037048364.1|BCOP
OG0004534	RpLP2|NP_523764.1|DMEL	LOC119086025|XP_037052496.1|BCOP
OG0004535	st|NP_524108.1|DMEL	LOC119070485|XP_037030733.1|BCOP
OG0004536	RhoGAP19D|NP_001285496.1|DMEL	LOC119067372|XP_037026179.1|BCOP
OG0004537	iav|NP_572353.1|DMEL	LOC119069730|XP_037029755.1|BCOP, LOC119070144|XP_037030367.1|BCOP
OG0004538	CG5504|NP_995932.1|DMEL	LOC119080882|XP_037045354.1|BCOP
OG0004539	DPCoAC|NP_650891.1|DMEL	LOC119070309|XP_037030471.1|BCOP
OG0004540	BTBD9|NP_572649.1|DMEL	LOC119068322|XP_037027772.1|BCOP
OG0004541	Pcl|NP_476672.1|DMEL	LOC119068742|XP_037028340.1|BCOP
OG0004542	su_r_|NP_727320.1|DMEL	LOC119067419|XP_037026284.1|BCOP
OG0004543	CG42749|NP_001188545.1|DMEL	LOC119070009|XP_037030180.1|BCOP
OG0004544	ebo|NP_001284739.1|DMEL	LOC119081744|XP_037046815.1|BCOP
OG0004545	CG5380|NP_651029.1|DMEL	LOC119067445|XP_037026321.1|BCOP
OG0004546	fsd|NP_610851.2|DMEL	LOC119070842|XP_037031246.1|BCOP
OG0004547	eIF2Bepsilon|NP_569961.2|DMEL	LOC119082346|XP_037047761.1|BCOP
OG0004548	CG32536|NP_728237.1|DMEL	LOC119082738|XP_037048217.1|BCOP
OG0004549	Hmt4-20|NP_569853.1|DMEL	LOC119069633|XP_037029632.1|BCOP
OG0004550	Tbh|NP_788884.1|DMEL	LOC119067204|XP_037025941.1|BCOP
OG0004551	MED8|NP_722456.1|DMEL	LOC119067202|XP_037025939.1|BCOP
OG0004552	wupA|NP_728142.1|DMEL	LOC119079901|XP_037043886.1|BCOP, LOC119067396|XP_037026220.1|BCOP
OG0004553	Cdc6|NP_648247.1|DMEL	LOC119080846|XP_037045303.1|BCOP
OG0004554	crm|NP_477105.2|DMEL	LOC119084445|XP_037050324.1|BCOP
OG0004555	Syx4|NP_525057.2|DMEL	LOC119084399|XP_037050261.1|BCOP
OG0004556	CG7332|NP_573338.1|DMEL	LOC119067304|XP_037026106.1|BCOP
OG0004557	CG42541|NP_996345.3|DMEL	LOC119068404|XP_037027861.1|BCOP
OG0004558	Cluap1|NP_608470.1|DMEL	LOC119070330|XP_037030495.1|BCOP
OG0004559	SdhD|NP_651181.1|DMEL	LOC119070381|XP_037030589.1|BCOP
OG0004560	eIF4B|NP_001015319.1|DMEL	LOC119067485|XP_037026380.1|BCOP
OG0004561	CG14853|NP_650376.1|DMEL	LOC119070516|XP_037030775.1|BCOP
OG0004562	CG6972|NP_001303445.1|DMEL	LOC119068461|XP_037027942.1|BCOP
OG0004563	CG6125|NP_732032.1|DMEL	LOC119066618|XP_037025075.1|BCOP, LOC119068453|XP_037027928.1|BCOP
OG0004564	CG4770|NP_650848.1|DMEL	LOC119068468|XP_037027960.1|BCOP
OG0004565	CG3631|NP_731951.2|DMEL	LOC119080208|XP_037044345.1|BCOP
OG0004566	CG2124|NP_572638.1|DMEL	LOC119083781|XP_037049478.1|BCOP, LOC119068111|XP_037027452.1|BCOP
OG0004567	UbcE2H|NP_572438.1|DMEL	LOC119077123|XP_037040191.1|BCOP
OG0004568	Nmdar2|NP_001014714.1|DMEL	LOC119069478|XP_037029438.1|BCOP
OG0004569	CG32944|NP_788574.3|DMEL	LOC119069764|XP_037029791.1|BCOP
OG0004570	Khc|NP_476590.1|DMEL	LOC119068564|XP_037028088.1|BCOP
OG0004571	Pgant7|NP_573301.2|DMEL	LOC119078654|XP_037042146.1|BCOP, LOC119068425|XP_037027889.1|BCOP
OG0004572	CG15432|NP_608832.1|DMEL	LOC119069648|XP_037029666.1|BCOP
OG0004573	CG7702|NP_650740.1|DMEL	LOC119082219|XP_037047571.1|BCOP
OG0004574	MCTS1|NP_572288.1|DMEL	LOC119081830|XP_037046962.1|BCOP
OG0004575	CG5937|NP_001096888.2|DMEL	LOC119081609|XP_037046550.1|BCOP
OG0004576	COX7A|NP_001246986.1|DMEL	LOC119069763|XP_037029790.1|BCOP
OG0004577	CG9588|NP_650301.1|DMEL	LOC119081218|XP_037045837.1|BCOP
OG0004578	Dlic|NP_572694.1|DMEL	LOC119067330|XP_037026129.1|BCOP
OG0004579	GramD1B|NP_995623.2|DMEL	LOC119079029|XP_037042705.1|BCOP
OG0004580	CG34309|NP_001097771.1|DMEL	LOC119069435|XP_037029387.1|BCOP
OG0004581	Sra-1|NP_650447.1|DMEL	LOC119067988|XP_037027239.1|BCOP
OG0004582	Ptx1|NP_001138130.2|DMEL	LOC119084970|XP_037051019.1|BCOP
OG0004583	CG12121|NP_572545.1|DMEL	LOC119070057|XP_037030246.1|BCOP
OG0004584	U3-55K|NP_001014529.1|DMEL	LOC119069691|XP_037029712.1|BCOP
OG0004586	CG4041|NP_572197.4|DMEL	LOC119084442|XP_037050318.1|BCOP
OG0004587	chp|NP_001263137.1|DMEL	LOC119067514|XP_037026425.1|BCOP
OG0004588	CG1542|NP_651850.1|DMEL	LOC119067539|XP_037026491.1|BCOP
OG0004589	l_1_G0196|NP_001097041.2|DMEL	LOC119084485|XP_037050370.1|BCOP
OG0004590	kay|NP_001027577.2|DMEL	LOC119082439|XP_037047867.1|BCOP
OG0004591	yata|NP_651722.1|DMEL	LOC119081818|XP_037046952.1|BCOP
OG0004592	CG1461|NP_572953.1|DMEL	LOC119070594|XP_037030909.1|BCOP
OG0004593	sicily|NP_572765.1|DMEL	LOC119085605|XP_037051923.1|BCOP
OG0004594	Nrg|NP_001245581.1|DMEL	LOC119083894|XP_037049599.1|BCOP, LOC119067331|XP_037026130.1|BCOP
OG0004595	Ahcy|NP_511164.2|DMEL	LOC119070297|XP_037030458.1|BCOP
OG0004596	ase|NP_476694.1|DMEL	LOC119068560|XP_037028083.1|BCOP
OG0004597	Spt7|NP_573248.2|DMEL	LOC119073070|XP_037034270.1|BCOP, LOC119082172|XP_037047482.1|BCOP
OG0004598	Mo25|NP_524117.1|DMEL	LOC119085726|XP_037052070.1|BCOP
OG0004599	Spindly|NP_608791.2|DMEL	LOC119070918|XP_037031349.1|BCOP
OG0004600	Tango10|NP_572743.1|DMEL	LOC119074611|XP_037036765.1|BCOP
OG0004601	dy|NP_511130.2|DMEL	LOC119067134|XP_037025825.1|BCOP
OG0004602	ATPsyndelta|NP_572610.1|DMEL	LOC119068030|XP_037027288.1|BCOP
OG0004603	cold|NP_608536.1|DMEL	LOC119068061|XP_037027358.1|BCOP
OG0004604	CG12056|NP_572535.1|DMEL	LOC119085599|XP_037051915.1|BCOP
OG0004605	mgl|NP_001096924.2|DMEL	LOC119080428|XP_037044680.1|BCOP
OG0004606	Ask1|NP_477089.3|DMEL	LOC119081649|XP_037046629.1|BCOP
OG0004607	fd3F|NP_001356931.1|DMEL	LOC119082175|XP_037047487.1|BCOP
OG0004608	Nup153|NP_001097002.1|DMEL	LOC119068053|XP_037027340.1|BCOP
OG0004609	CG4239|NP_573122.1|DMEL	LOC119068094|XP_037027410.1|BCOP
OG0004610	CG2246|NP_001189321.1|DMEL	LOC119070450|XP_037030696.1|BCOP
OG0004611	aralar1|NP_001247368.1|DMEL	LOC119070098|XP_037030306.1|BCOP
OG0004612	CG2224|NP_651796.1|DMEL	LOC119070101|XP_037030311.1|BCOP
OG0004613	CG6218|NP_650448.1|DMEL	LOC119069338|XP_037029302.1|BCOP
OG0004614	DNAlig4|NP_572907.1|DMEL	LOC119067399|XP_037026239.1|BCOP
OG0004615	ec|NP_001096877.1|DMEL	LOC119069991|XP_037030126.1|BCOP
OG0004616	Ost48|NP_511096.2|DMEL	LOC119067136|XP_037025828.1|BCOP
OG0004617	CG9328|NP_610059.1|DMEL	LOC119067120|XP_037025791.1|BCOP
OG0004618	CG31156|NP_651070.3|DMEL	LOC119067259|XP_037026031.1|BCOP
OG0004619	CG13409|NP_651004.1|DMEL	LOC119069636|XP_037029637.1|BCOP
OG0004620	Nsun5|NP_650787.1|DMEL	LOC119068567|XP_037028103.1|BCOP
OG0004621	CG6962|NP_650124.1|DMEL	LOC119081848|XP_037046985.1|BCOP
OG0004622	CG15803|NP_001287388.1|DMEL	LOC119081943|XP_037047106.1|BCOP
OG0004623	Naa40|NP_651715.1|DMEL	LOC119068698|XP_037028284.1|BCOP
OG0004624	Pcmt|NP_536756.1|DMEL	LOC119081669|XP_037046647.1|BCOP
OG0004625	Rab3-GEF|NP_001259560.1|DMEL	LOC119085631|XP_037051962.1|BCOP
OG0004626	sdk|NP_001284756.1|DMEL	LOC119069080|XP_037028853.1|BCOP
OG0004627	ens|NP_001097498.1|DMEL	LOC119074320|XP_037036275.1|BCOP
OG0004628	Scgdelta|NP_525039.1|DMEL	LOC119080060|XP_037044167.1|BCOP
OG0004629	CG7530|NP_650387.1|DMEL	LOC119084939|XP_037050979.1|BCOP
OG0004630	CG34133|NP_001036772.2|DMEL	LOC119069538|XP_037029509.1|BCOP
OG0004631	CG7694|NP_001138076.1|DMEL	LOC119069944|XP_037030065.1|BCOP
OG0004632	fray|NP_001303449.2|DMEL	LOC119069943|XP_037030063.1|BCOP
OG0004633	CG15506|NP_651714.1|DMEL	LOC119068696|XP_037028281.1|BCOP, LOC119072990|XP_037034208.1|BCOP
OG0004635	CG42797|NP_572574.2|DMEL	LOC119068836|XP_037028520.1|BCOP
OG0004636	CG34401|NP_001356949.1|DMEL	LOC119067512|XP_037026420.1|BCOP
OG0004637	RhoGAP1A|NP_001284725.1|DMEL	LOC119067412|XP_037026255.1|BCOP
OG0004638	CG43759|NP_001259697.1|DMEL	LOC119081786|XP_037046891.1|BCOP, LOC119077833|XP_037041043.1|BCOP
OG0004639	Cpr97Eb|NP_651530.1|DMEL	LOC119069321|XP_037029271.1|BCOP
OG0004640	CG14257|NP_651528.2|DMEL	LOC119069317|XP_037029265.1|BCOP
OG0004641	CG15743|NP_572869.1|DMEL	LOC119079520|XP_037043382.1|BCOP
OG0004642	CG3335|NP_648337.1|DMEL	LOC119066985|XP_037025605.1|BCOP
OG0004643	IscU|NP_649840.1|DMEL	LOC119074926|XP_037037215.1|BCOP
OG0004644	mRpS14|NP_728245.1|DMEL	LOC119069417|XP_037029365.1|BCOP
OG0004645	Tspo|NP_608531.1|DMEL	LOC119069141|XP_037028942.1|BCOP
OG0004646	Chchd3|NP_651838.1|DMEL	LOC119081486|XP_037046381.1|BCOP
OG0004647	dah|NP_511162.1|DMEL	LOC119070072|XP_037030265.1|BCOP
OG0004648	Nup35|NP_573314.1|DMEL	LOC119068990|XP_037028759.1|BCOP
OG0004649	be|NP_727817.1|DMEL	LOC119069622|XP_037029610.1|BCOP
OG0004650	Csl4|NP_609492.1|DMEL	LOC119067436|XP_037026305.1|BCOP
OG0004651	Hmx|NP_001262674.1|DMEL	LOC119068302|XP_037027738.1|BCOP
OG0004652	BOD1|NP_001263031.1|DMEL	LOC119070252|XP_037030415.1|BCOP
OG0004653	DNApol-eta|NP_649371.2|DMEL	LOC119067807|XP_037026853.1|BCOP
OG0004654	daed|NP_608655.3|DMEL	LOC119068922|XP_037028680.1|BCOP
OG0004655	CG13601|NP_001262890.1|DMEL	LOC119082717|XP_037048192.1|BCOP
OG0004656	betaCOP|NP_523400.1|DMEL	LOC119067815|XP_037026869.1|BCOP
OG0004657	HHEX|NP_650938.2|DMEL	LOC119069679|XP_037029695.1|BCOP
OG0004658	CG6293|NP_649994.1|DMEL	LOC119069799|XP_037029849.1|BCOP
OG0004659	Sec13|NP_651977.1|DMEL	LOC119068690|XP_037028272.1|BCOP
OG0004660	CG7071|NP_651027.1|DMEL	LOC119079574|XP_037043456.1|BCOP
OG0004661	l_3_07882|NP_652040.2|DMEL	LOC119069189|XP_037029030.1|BCOP
OG0004662	Der-2|NP_650553.1|DMEL	LOC119067544|XP_037026502.1|BCOP
OG0004663	NAAT1|NP_572219.1|DMEL	LOC119068768|XP_037028416.1|BCOP, LOC119069064|XP_037028836.1|BCOP
OG0004664	spoon|NP_726992.2|DMEL	LOC119068769|XP_037028419.1|BCOP
OG0004665	CG15239|NP_570081.2|DMEL	LOC119083302|XP_037048889.1|BCOP
OG0004666	MED6|NP_001163577.1|DMEL	LOC119067848|XP_037026975.1|BCOP
OG0004667	RpS29|NP_649946.1|DMEL	LOC119067854|XP_037026987.1|BCOP
OG0004668	acj6|NP_524876.1|DMEL	LOC119068754|XP_037028369.1|BCOP
OG0004669	nop5|NP_477412.1|DMEL	LOC119068757|XP_037028389.1|BCOP
OG0004670	Tsp96F|NP_001262976.1|DMEL	LOC119070365|XP_037030560.1|BCOP
OG0004671	CG18549|NP_650203.3|DMEL	LOC119079074|XP_037042779.1|BCOP
OG0004672	Cad88C|NP_731930.3|DMEL	LOC119084519|XP_037050431.1|BCOP
OG0004673	sip3|NP_651894.3|DMEL	LOC119074468|XP_037036504.1|BCOP
OG0004674	Mlc1|NP_476639.1|DMEL	LOC119085035|XP_037051128.1|BCOP
OG0004675	Mtl|NP_524533.1|DMEL	LOC119085062|XP_037051200.1|BCOP
OG0004676	Gasp|NP_649611.2|DMEL	LOC119069261|XP_037029213.1|BCOP
OG0004677	Rox8|NP_732945.1|DMEL	LOC119082364|XP_037047781.1|BCOP
OG0004678	spas|NP_732941.2|DMEL	LOC119081925|XP_037047077.1|BCOP
OG0004679	CG6026|NP_650778.2|DMEL	LOC119067916|XP_037027112.1|BCOP
OG0004680	lute|NP_001262663.1|DMEL	LOC119080643|XP_037044955.1|BCOP, LOC119068155|XP_037027526.1|BCOP
OG0004681	stck|NP_731242.1|DMEL	LOC119069774|XP_037029807.1|BCOP
OG0004682	mRpL27|NP_787971.1|DMEL	LOC119069517|XP_037029490.1|BCOP
OG0004683	pic|NP_650257.1|DMEL	LOC119080463|XP_037044734.1|BCOP
OG0004684	CG8507|NP_649950.1|DMEL	LOC119067424|XP_037026290.1|BCOP
OG0004685	FipoQ|NP_733291.1|DMEL	LOC119069117|XP_037028905.1|BCOP
OG0004686	CG11975|NP_649853.1|DMEL	LOC119069118|XP_037028910.1|BCOP
OG0004687	Dr|NP_477324.1|DMEL	LOC119069113|XP_037028901.1|BCOP
OG0004688	pug|NP_731489.2|DMEL	LOC119068452|XP_037027926.1|BCOP, LOC119068448|XP_037027919.1|BCOP
OG0004689	CG10254|NP_651170.1|DMEL	LOC119070463|XP_037030713.1|BCOP
OG0004690	Taf1|NP_001246952.1|DMEL	LOC119067875|XP_037027038.1|BCOP
OG0004691	alpha-Man-Ib|NP_651667.1|DMEL	LOC119067882|XP_037027056.1|BCOP
OG0004692	CG33111|NP_788725.1|DMEL	LOC119069334|XP_037029294.1|BCOP
OG0004693	CG34355|NP_001247269.1|DMEL	LOC119069335|XP_037029296.1|BCOP
OG0004694	Clbn|NP_001163721.1|DMEL	LOC119069931|XP_037030050.1|BCOP
OG0004695	Tusp|NP_001263014.1|DMEL	LOC119085775|XP_037052164.1|BCOP
OG0004696	CG15696|NP_650921.1|DMEL	LOC119067271|XP_037026045.1|BCOP
OG0004697	CG8924|NP_573091.1|DMEL	LOC119083569|XP_037049208.1|BCOP
OG0004698	Sap30|NP_573162.1|DMEL	LOC119070142|XP_037030365.1|BCOP
OG0004699	CG14688|NP_001097740.1|DMEL	LOC119068528|XP_037028033.1|BCOP
OG0004700	Suv3|NP_649452.3|DMEL	LOC119085391|XP_037051682.1|BCOP
OG0004701	Rab11|NP_477170.1|DMEL	LOC119085009|XP_037051087.1|BCOP
OG0004702	GluProRS|NP_524471.2|DMEL	LOC119081642|XP_037046618.1|BCOP
OG0004703	CG10184|NP_651161.1|DMEL	LOC119070468|XP_037030719.1|BCOP
OG0004704	asp|NP_524488.3|DMEL	LOC119067944|XP_037027156.1|BCOP
OG0004705	CG18542|NP_649928.1|DMEL, CG32939|NP_788618.1|DMEL	LOC119066382|XP_037024709.1|BCOP
OG0004706	ERR|NP_648183.3|DMEL	LOC119069967|XP_037030097.1|BCOP
OG0004707	Rat1|NP_609082.1|DMEL	LOC119068233|XP_037027644.1|BCOP
OG0004708	EMC1|NP_649747.1|DMEL	LOC119067010|XP_037025632.1|BCOP
OG0004709	tsl|NP_524440.2|DMEL	LOC119067468|XP_037026352.1|BCOP
OG0004710	Afti|NP_001356916.1|DMEL	LOC119067263|XP_037026037.1|BCOP
OG0004711	ro|NP_524521.1|DMEL	LOC119070403|XP_037030622.1|BCOP
OG0004712	CG10841|NP_650299.1|DMEL	LOC119074248|XP_037036167.1|BCOP
OG0004713	Myo95E|NP_001027208.1|DMEL	LOC119085702|XP_037052046.1|BCOP
OG0004714	twin|NP_732964.1|DMEL	LOC119082075|XP_037047314.1|BCOP
OG0004715	l_2_34Fd|NP_609711.1|DMEL	LOC119066127|XP_037024308.1|BCOP
OG0004716	Root|NP_651216.2|DMEL	LOC119067216|XP_037025954.1|BCOP
OG0004717	RhoU|NP_001036266.1|DMEL	LOC119068114|XP_037027455.1|BCOP
OG0004718	CG15412|NP_001259996.1|DMEL	LOC119078746|XP_037042340.1|BCOP
OG0004719	cindr|NP_001263129.1|DMEL	LOC119069959|XP_037030085.1|BCOP
OG0004720	CG13603|NP_651200.1|DMEL	LOC119068883|XP_037028643.1|BCOP
OG0004721	mino|NP_651597.1|DMEL	LOC119067982|XP_037027224.1|BCOP
OG0004722	stg|NP_524547.1|DMEL	LOC119069923|XP_037030038.1|BCOP
OG0004723	CG9578|NP_608377.1|DMEL	LOC119067572|XP_037026551.1|BCOP
