Orthogroup	DMEL.longest_only	HILL.longest_only
OG0004599	Spindly|NP_608791.2|DMEL	LOC119646254|XP_037902587.1|HILL
OG0004600	Tango10|NP_572743.1|DMEL	LOC119657834|XP_037920879.1|HILL
OG0004601	dy|NP_511130.2|DMEL	LOC119658443|XP_037921773.1|HILL
OG0004602	ATPsyndelta|NP_572610.1|DMEL	LOC119657101|XP_037919784.1|HILL
OG0004603	cold|NP_608536.1|DMEL	LOC119656589|XP_037918925.1|HILL
OG0004604	CG12056|NP_572535.1|DMEL	LOC119656827|XP_037919400.1|HILL
OG0004605	mgl|NP_001096924.2|DMEL	LOC119657358|XP_037920159.1|HILL
OG0004606	Ask1|NP_477089.3|DMEL	LOC119649648|XP_037907833.1|HILL
OG0004607	fd3F|NP_001356931.1|DMEL	LOC119657386|XP_037920199.1|HILL
OG0004608	Nup153|NP_001097002.1|DMEL	LOC119658507|XP_037921898.1|HILL
OG0004609	CG4239|NP_573122.1|DMEL	LOC119657270|XP_037920031.1|HILL
OG0004610	CG2246|NP_001189321.1|DMEL	LOC119651587|XP_037911160.1|HILL
OG0004611	aralar1|NP_001247368.1|DMEL	LOC119656812|XP_037919361.1|HILL
OG0004612	CG2224|NP_651796.1|DMEL	LOC119658069|XP_037921255.1|HILL
OG0004613	CG6218|NP_650448.1|DMEL	LOC119650852|XP_037909926.1|HILL
OG0004614	DNAlig4|NP_572907.1|DMEL	LOC119657094|XP_037919777.1|HILL
OG0004615	ec|NP_001096877.1|DMEL	LOC119656982|XP_037919643.1|HILL
OG0004616	Ost48|NP_511096.2|DMEL	LOC119658409|XP_037921733.1|HILL
OG0004617	CG9328|NP_610059.1|DMEL	LOC119660467|XP_037924963.1|HILL
OG0004618	CG31156|NP_651070.3|DMEL	LOC119658319|XP_037921582.1|HILL
OG0004619	CG13409|NP_651004.1|DMEL	LOC119651392|XP_037910902.1|HILL
OG0004620	Nsun5|NP_650787.1|DMEL	LOC119660137|XP_037924464.1|HILL
OG0004621	CG6962|NP_650124.1|DMEL	LOC119659872|XP_037924118.1|HILL
OG0004622	CG15803|NP_001287388.1|DMEL	LOC119651407|XP_037910925.1|HILL
OG0004623	Naa40|NP_651715.1|DMEL	LOC119652627|XP_037912802.1|HILL
OG0004624	Pcmt|NP_536756.1|DMEL	LOC119657790|XP_037920802.1|HILL
OG0004625	Rab3-GEF|NP_001259560.1|DMEL	LOC119656694|XP_037919108.1|HILL
OG0004626	sdk|NP_001284756.1|DMEL	LOC119656708|XP_037919146.1|HILL
OG0004627	ens|NP_001097498.1|DMEL	LOC119648323|XP_037905932.1|HILL
OG0004628	Scgdelta|NP_525039.1|DMEL	LOC119658065|XP_037921246.1|HILL
OG0004629	CG7530|NP_650387.1|DMEL	LOC119661256|XP_037926430.1|HILL
OG0004630	CG34133|NP_001036772.2|DMEL	LOC119651300|XP_037910752.1|HILL
OG0004631	CG7694|NP_001138076.1|DMEL	LOC119652778|XP_037913016.1|HILL
OG0004632	fray|NP_001303449.2|DMEL	LOC119652777|XP_037913013.1|HILL
OG0004633	CG15506|NP_651714.1|DMEL	LOC119652422|XP_037912473.1|HILL
OG0004635	CG42797|NP_572574.2|DMEL	LOC119657645|XP_037920579.1|HILL
OG0004636	CG34401|NP_001356949.1|DMEL	LOC119658477|XP_037921844.1|HILL
OG0004637	RhoGAP1A|NP_001284725.1|DMEL	LOC119656596|XP_037918950.1|HILL
OG0004638	CG43759|NP_001259697.1|DMEL	LOC119657899|XP_037920982.1|HILL
OG0004639	Cpr97Eb|NP_651530.1|DMEL	LOC119658033|XP_037921193.1|HILL
OG0004640	CG14257|NP_651528.2|DMEL	LOC119658083|XP_037921273.1|HILL
OG0004641	CG15743|NP_572869.1|DMEL	LOC119656673|XP_037919084.1|HILL
OG0004642	CG3335|NP_648337.1|DMEL	LOC119657079|XP_037919762.1|HILL
OG0004643	IscU|NP_649840.1|DMEL	LOC119658927|XP_037922684.1|HILL
OG0004644	mRpS14|NP_728245.1|DMEL	LOC119659371|XP_037923355.1|HILL
OG0004645	Tspo|NP_608531.1|DMEL	LOC119657954|XP_037921084.1|HILL
OG0004646	Chchd3|NP_651838.1|DMEL	LOC119660821|XP_037925609.1|HILL
OG0004647	dah|NP_511162.1|DMEL	LOC119656515|XP_037918786.1|HILL
OG0004648	Nup35|NP_573314.1|DMEL	LOC119656517|XP_037918788.1|HILL
OG0004649	be|NP_727817.1|DMEL	LOC119658385|XP_037921679.1|HILL
OG0004650	Csl4|NP_609492.1|DMEL	LOC119658521|XP_037921925.1|HILL
OG0004651	Hmx|NP_001262674.1|DMEL	LOC119653160|XP_037913629.1|HILL
OG0004652	BOD1|NP_001263031.1|DMEL	LOC119651716|XP_037911366.1|HILL
OG0004653	DNApol-eta|NP_649371.2|DMEL	LOC119658272|XP_037921491.1|HILL
OG0004654	daed|NP_608655.3|DMEL	LOC119651929|XP_037911692.1|HILL
OG0004655	CG13601|NP_001262890.1|DMEL	LOC119652846|XP_037913125.1|HILL
OG0004656	betaCOP|NP_523400.1|DMEL	LOC119656715|XP_037919165.1|HILL
OG0004657	HHEX|NP_650938.2|DMEL	LOC119651552|XP_037911112.1|HILL
OG0004658	CG6293|NP_649994.1|DMEL	LOC119660106|XP_037924414.1|HILL
OG0004659	Sec13|NP_651977.1|DMEL	LOC119656535|XP_037918809.1|HILL
OG0004660	CG7071|NP_651027.1|DMEL	LOC119655344|XP_037917126.1|HILL
OG0004661	l_3_07882|NP_652040.2|DMEL	LOC119652578|XP_037912722.1|HILL
OG0004662	Der-2|NP_650553.1|DMEL	LOC119656572|XP_037918887.1|HILL
OG0004663	NAAT1|NP_572219.1|DMEL	LOC119661358|XP_037926594.1|HILL
OG0004664	spoon|NP_726992.2|DMEL	LOC119650425|XP_037909172.1|HILL
OG0004665	CG15239|NP_570081.2|DMEL	LOC119647032|XP_037903701.1|HILL
OG0004666	MED6|NP_001163577.1|DMEL	LOC119651332|XP_037910800.1|HILL
OG0004667	RpS29|NP_649946.1|DMEL	LOC119652899|XP_037913200.1|HILL
OG0004668	acj6|NP_524876.1|DMEL	LOC119646252|XP_037902574.1|HILL
OG0004669	nop5|NP_477412.1|DMEL	LOC119654543|XP_037915919.1|HILL
OG0004670	Tsp96F|NP_001262976.1|DMEL	LOC119658858|XP_037922539.1|HILL
OG0004671	CG18549|NP_650203.3|DMEL	LOC119660788|XP_037925519.1|HILL
OG0004672	Cad88C|NP_731930.3|DMEL	LOC119653161|XP_037913630.1|HILL
OG0004673	sip3|NP_651894.3|DMEL	LOC119660391|XP_037924852.1|HILL
OG0004674	Mlc1|NP_476639.1|DMEL	LOC119657201|XP_037919935.1|HILL
OG0004675	Mtl|NP_524533.1|DMEL	LOC119657161|XP_037919870.1|HILL
OG0004676	Gasp|NP_649611.2|DMEL	LOC119656798|XP_037919331.1|HILL
OG0004677	Rox8|NP_732945.1|DMEL	LOC119650715|XP_037909654.1|HILL
OG0004678	spas|NP_732941.2|DMEL	LOC119651944|XP_037911724.1|HILL
OG0004679	CG6026|NP_650778.2|DMEL	LOC119652908|XP_037913212.1|HILL
OG0004680	lute|NP_001262663.1|DMEL	LOC119653220|XP_037913723.1|HILL
OG0004681	stck|NP_731242.1|DMEL	LOC119650861|XP_037909946.1|HILL
OG0004682	mRpL27|NP_787971.1|DMEL	LOC119659350|XP_037923327.1|HILL
OG0004683	pic|NP_650257.1|DMEL	LOC119659697|XP_037923878.1|HILL
OG0004684	CG8507|NP_649950.1|DMEL	LOC119652735|XP_037912960.1|HILL
OG0004685	FipoQ|NP_733291.1|DMEL	LOC119658325|XP_037921591.1|HILL
OG0004686	CG11975|NP_649853.1|DMEL	LOC119657043|XP_037919724.1|HILL
OG0004687	Dr|NP_477324.1|DMEL	LOC119658378|XP_037921672.1|HILL
OG0004688	pug|NP_731489.2|DMEL	LOC119658784|XP_037922419.1|HILL
OG0004689	CG10254|NP_651170.1|DMEL	LOC119652429|XP_037912481.1|HILL
OG0004690	Taf1|NP_001246952.1|DMEL	LOC119651113|XP_037910414.1|HILL
OG0004691	alpha-Man-Ib|NP_651667.1|DMEL	LOC119651345|XP_037910829.1|HILL
OG0004692	CG33111|NP_788725.1|DMEL	LOC119651630|XP_037911221.1|HILL
OG0004693	CG34355|NP_001247269.1|DMEL	LOC119651633|XP_037911225.1|HILL
OG0004694	Clbn|NP_001163721.1|DMEL	LOC119651342|XP_037910823.1|HILL
OG0004695	Tusp|NP_001263014.1|DMEL	LOC119657150|XP_037919855.1|HILL
OG0004696	CG15696|NP_650921.1|DMEL	LOC119653173|XP_037913648.1|HILL
OG0004697	CG8924|NP_573091.1|DMEL	LOC119660812|XP_037925580.1|HILL
OG0004698	Sap30|NP_573162.1|DMEL	LOC119656490|XP_037918748.1|HILL
OG0004699	CG14688|NP_001097740.1|DMEL	LOC119651178|XP_037910533.1|HILL
OG0004700	Suv3|NP_649452.3|DMEL	LOC119652868|XP_037913154.1|HILL
OG0004701	Rab11|NP_477170.1|DMEL	LOC119651296|XP_037910745.1|HILL
OG0004702	GluProRS|NP_524471.2|DMEL	LOC119653181|XP_037913663.1|HILL
OG0004703	CG10184|NP_651161.1|DMEL	LOC119652688|XP_037912890.1|HILL
OG0004704	asp|NP_524488.3|DMEL	LOC119651650|XP_037911256.1|HILL
OG0004705	CG18542|NP_649928.1|DMEL, CG32939|NP_788618.1|DMEL	LOC119651488|XP_037911030.1|HILL
OG0004706	ERR|NP_648183.3|DMEL	LOC119653107|XP_037913553.1|HILL
OG0004707	Rat1|NP_609082.1|DMEL	LOC119658332|XP_037921599.1|HILL
OG0004708	EMC1|NP_649747.1|DMEL	LOC119658585|XP_037921969.1|HILL
OG0004709	tsl|NP_524440.2|DMEL	LOC119652381|XP_037912407.1|HILL
OG0004710	Afti|NP_001356916.1|DMEL	LOC119650701|XP_037909615.1|HILL
OG0004711	ro|NP_524521.1|DMEL	LOC119657081|XP_037919764.1|HILL
OG0004712	CG10841|NP_650299.1|DMEL	LOC119657328|XP_037920121.1|HILL
OG0004713	Myo95E|NP_001027208.1|DMEL	LOC119651505|XP_037911055.1|HILL
OG0004714	twin|NP_732964.1|DMEL	LOC119652733|XP_037912957.1|HILL
OG0004715	l_2_34Fd|NP_609711.1|DMEL	LOC119651448|XP_037910982.1|HILL
OG0004716	Root|NP_651216.2|DMEL	LOC119650982|XP_037910173.1|HILL
OG0004717	RhoU|NP_001036266.1|DMEL	LOC119657852|XP_037920903.1|HILL
OG0004718	CG15412|NP_001259996.1|DMEL	LOC119646301|XP_037902645.1|HILL
OG0004719	cindr|NP_001263129.1|DMEL	LOC119650798|XP_037909862.1|HILL
OG0004720	CG13603|NP_651200.1|DMEL	LOC119652851|XP_037913132.1|HILL
OG0004721	mino|NP_651597.1|DMEL	LOC119650753|XP_037909775.1|HILL
OG0004722	stg|NP_524547.1|DMEL	LOC119652803|XP_037913055.1|HILL
OG0004723	CG9578|NP_608377.1|DMEL	LOC119657533|XP_037920404.1|HILL
OG0004724	CG7718|NP_650751.3|DMEL	LOC119652411|XP_037912451.1|HILL
OG0004725	T48|NP_524522.2|DMEL	LOC119651248|XP_037910656.1|HILL
OG0004726	CG5639|NP_651570.1|DMEL	LOC119651479|XP_037911018.1|HILL
OG0004727	CG10175|NP_001287487.1|DMEL	LOC119651347|XP_037910835.1|HILL
OG0004728	CG12267|NP_650207.1|DMEL	LOC119651348|XP_037910837.1|HILL
OG0004729	CG11103|NP_001033842.2|DMEL	LOC119659224|XP_037923128.1|HILL
OG0004730	Aatf|NP_609066.1|DMEL	LOC119652855|XP_037913139.1|HILL
OG0004731	Smu1|NP_650766.1|DMEL	LOC119652690|XP_037912895.1|HILL
OG0004732	knk|NP_649981.1|DMEL	LOC119657021|XP_037919697.1|HILL
OG0004733	m-cup|NP_650607.1|DMEL	LOC119657022|XP_037919698.1|HILL
OG0004734	CG6678|NP_650996.1|DMEL	LOC119658233|XP_037921439.1|HILL
OG0004735	RhoGAP100F|NP_001163786.1|DMEL	LOC119652917|XP_037913227.1|HILL
OG0004736	spg|NP_733258.4|DMEL	LOC119660605|XP_037925219.1|HILL
OG0004737	hkb|NP_524221.1|DMEL	LOC119652046|XP_037911909.1|HILL
OG0004738	CG1090|NP_649459.4|DMEL	LOC119650717|XP_037909658.1|HILL
OG0004739	RanBP3|NP_651178.1|DMEL	LOC119652650|XP_037912826.1|HILL
OG0004740	sosie|NP_651295.1|DMEL	LOC119651710|XP_037911351.1|HILL
OG0004741	gwl|NP_524860.2|DMEL	LOC119651621|XP_037911204.1|HILL
OG0004742	bt|NP_001162825.1|DMEL	LOC119660965|XP_037925950.1|HILL
OG0004743	GatA|NP_650775.2|DMEL	LOC119657264|XP_037920023.1|HILL
OG0004744	Uxt|NP_609744.2|DMEL	LOC119659925|XP_037924190.1|HILL
OG0004745	corto|NP_524231.2|DMEL	LOC119658857|XP_037922538.1|HILL
OG0004746	CG31368|NP_996198.2|DMEL	LOC119658591|XP_037921978.1|HILL
OG0004747	mthl5|NP_001287291.1|DMEL	LOC119658592|XP_037921979.1|HILL
OG0004748	Cad87A|NP_731649.2|DMEL	LOC119658982|XP_037922792.1|HILL
OG0004749	H|NP_732533.1|DMEL	LOC119658626|XP_037922053.1|HILL
OG0004750	Cchl|NP_651003.1|DMEL	LOC119650598|XP_037909383.1|HILL
OG0004751	Atg4b|NP_650452.1|DMEL	LOC119656651|XP_037919044.1|HILL
OG0004752	CG31076|NP_733184.2|DMEL	LOC119659430|XP_037923440.1|HILL
OG0004753	CG11089|NP_651305.1|DMEL	LOC119659164|XP_037923042.1|HILL
OG0004754	Gp93|NP_651601.1|DMEL	LOC119659162|XP_037923040.1|HILL
OG0004755	EloB|NP_524416.1|DMEL	LOC119646660|XP_037903118.1|HILL
OG0004756	CG5412|NP_650895.1|DMEL	LOC119646659|XP_037903117.1|HILL
OG0004757	CG7518|NP_731761.3|DMEL	LOC119651981|XP_037911818.1|HILL
OG0004758	htl|NP_732286.1|DMEL	LOC119657492|XP_037920343.1|HILL
OG0004759	Ada2b|NP_001027151.1|DMEL	LOC119650650|XP_037909512.1|HILL
OG0004760	IFT54|NP_650353.1|DMEL	LOC119657397|XP_037920215.1|HILL
OG0004761	Keap1|NP_732202.2|DMEL	LOC119659497|XP_037923543.1|HILL
OG0004762	Ent2|NP_609049.1|DMEL	LOC119651175|XP_037910525.1|HILL
OG0004763	gl|NP_001262708.1|DMEL	LOC119651811|XP_037911530.1|HILL
OG0004764	twf|NP_650338.1|DMEL	LOC119660161|XP_037924493.1|HILL
OG0004765	CG42331|NP_651282.2|DMEL	LOC119651583|XP_037911150.1|HILL
OG0004766	ash2|NP_788735.1|DMEL	LOC119651411|XP_037910930.1|HILL
OG0004767	CG1074|NP_649471.3|DMEL	LOC119651129|XP_037910451.1|HILL
OG0004768	CG14650|NP_649473.1|DMEL	LOC119651128|XP_037910450.1|HILL
OG0004769	CG9272|NP_610078.2|DMEL	LOC119659440|XP_037923451.1|HILL
OG0004770	CG7215|NP_650680.1|DMEL	LOC119659123|XP_037922976.1|HILL
OG0004771	CG7903|NP_651755.2|DMEL	LOC119651884|XP_037911632.1|HILL
OG0004772	DppIII|NP_731237.1|DMEL	LOC119651147|XP_037910480.1|HILL
OG0004773	CG31195|NP_732553.2|DMEL	LOC119652454|XP_037912526.1|HILL
OG0004774	Syp|NP_001262783.1|DMEL	LOC119652455|XP_037912531.1|HILL
OG0004775	Mpc1|NP_650762.1|DMEL	LOC119652648|XP_037912825.1|HILL
OG0004776	CG30159|NP_610254.1|DMEL	LOC119651638|XP_037911236.1|HILL
OG0004777	ND-MLRQ|NP_730777.1|DMEL	LOC119650759|XP_037909779.1|HILL
OG0004778	mRpS23|NP_723847.1|DMEL	LOC119657685|XP_037920644.1|HILL
OG0004779	Lsd-1|NP_732904.2|DMEL	LOC119661344|XP_037926574.1|HILL
OG0004780	ND-B14.5B|NP_608750.1|DMEL	LOC119647073|XP_037903759.1|HILL
OG0004781	Octbeta3R|NP_001034048.2|DMEL	LOC119652277|XP_037912198.1|HILL
OG0004782	CG13604|NP_001262894.1|DMEL	LOC119651366|XP_037910868.1|HILL
OG0004783	l_1_G0469|NP_001096980.2|DMEL	LOC119656828|XP_037919401.1|HILL
OG0004784	Osi20|NP_649641.1|DMEL	LOC119651404|XP_037910920.1|HILL
OG0004785	Osi9|NP_649628.2|DMEL	LOC119651315|XP_037910773.1|HILL
OG0004786	Osi7|NP_649626.1|DMEL	LOC119651934|XP_037911702.1|HILL
OG0004787	Osi5|NP_649624.1|DMEL	LOC119653144|XP_037913606.1|HILL
OG0004788	Osi4|NP_001262305.1|DMEL	LOC119653141|XP_037913604.1|HILL
OG0004789	Osi3|NP_649622.2|DMEL	LOC119653143|XP_037913605.1|HILL
OG0004790	CG5447|NP_001262986.1|DMEL	LOC119652266|XP_037912179.1|HILL
OG0004791	Gprk2|NP_476867.1|DMEL	LOC119652076|XP_037911942.1|HILL
OG0004792	mRpL55|NP_650780.1|DMEL	LOC119651728|XP_037911383.1|HILL
OG0004793	ca|NP_733309.3|DMEL	LOC119659008|XP_037922821.1|HILL
OG0004794	omd|NP_650303.1|DMEL	LOC119652838|XP_037913102.1|HILL
OG0004795	TBC1D5|NP_731780.1|DMEL	LOC119652527|XP_037912656.1|HILL
OG0004796	Past1|NP_731737.1|DMEL	LOC119650639|XP_037909489.1|HILL
OG0004797	GABA-B-R2|NP_001287456.1|DMEL	LOC119652964|XP_037913289.1|HILL
OG0004798	CG11882|NP_651676.1|DMEL	LOC119650602|XP_037909387.1|HILL
OG0004799	puc|NP_524273.1|DMEL	LOC119650872|XP_037909962.1|HILL
OG0004800	Npc2b|NP_650331.1|DMEL	LOC119652460|XP_037912552.1|HILL
OG0004801	Sil1|NP_651356.1|DMEL	LOC119658926|XP_037922683.1|HILL
OG0004802	Cdk2|NP_524420.1|DMEL	LOC119653001|XP_037913355.1|HILL
OG0004803	CG10011|NP_651624.2|DMEL	LOC119651072|XP_037910339.1|HILL
OG0004804	CG31522|NP_001262254.1|DMEL	LOC119652910|XP_037913214.1|HILL
OG0004805	CG16779|NP_649896.2|DMEL	LOC119652950|XP_037913270.1|HILL
OG0004806	CG1764|NP_572871.1|DMEL	LOC119646447|XP_037902826.1|HILL
OG0004807	CG11839|NP_733077.3|DMEL	LOC119651232|XP_037910636.1|HILL
OG0004808	mtTFB2|NP_649971.1|DMEL	LOC119652992|XP_037913345.1|HILL
OG0004809	CG17272|NP_650917.1|DMEL	LOC119646127|XP_037902405.1|HILL
OG0004810	CG17270|NP_650915.1|DMEL	LOC119659012|XP_037922828.1|HILL
OG0004811	Psn|NP_524184.1|DMEL	LOC119651304|XP_037910758.1|HILL
OG0004812	ps|NP_001262415.1|DMEL	LOC119651965|XP_037911755.1|HILL
OG0004813	Ndc1|NP_651191.1|DMEL	LOC119652598|XP_037912753.1|HILL
OG0004814	FBXO11|NP_649954.1|DMEL	LOC119650948|XP_037910109.1|HILL
OG0004815	dtn|NP_001284933.1|DMEL	LOC119657093|XP_037919774.1|HILL
OG0004816	CG11294|NP_572500.1|DMEL	LOC119657482|XP_037920332.1|HILL
OG0004817	Ppt1|NP_727284.1|DMEL	LOC119657103|XP_037919787.1|HILL
OG0004818	Arl2|NP_476886.1|DMEL	LOC119652607|XP_037912768.1|HILL
OG0004819	Ublcp1|NP_651118.1|DMEL	LOC119657915|XP_037921029.1|HILL
OG0004820	Fancl|NP_649974.1|DMEL	LOC119651749|XP_037911414.1|HILL
OG0004821	CG7896|NP_651754.1|DMEL	LOC119651676|XP_037911298.1|HILL
OG0004822	NK7.1|NP_650357.2|DMEL	LOC119651664|XP_037911281.1|HILL
OG0004823	f-cup|NP_001262544.1|DMEL	LOC119651836|XP_037911560.1|HILL
OG0004824	ninaB|NP_650307.2|DMEL	LOC119650772|XP_037909802.1|HILL
OG0004825	myo|NP_726604.1|DMEL	LOC119660946|XP_037925883.1|HILL
OG0004826	ECSIT|NP_649602.2|DMEL	LOC119651897|XP_037911652.1|HILL
OG0004827	Skp2|NP_730815.2|DMEL	LOC119652469|XP_037912565.1|HILL
OG0004828	CG10375|NP_651185.1|DMEL	LOC119652623|XP_037912794.1|HILL
OG0004829	Slimp|NP_732958.1|DMEL	LOC119650894|XP_037910001.1|HILL
OG0004830	CG34402|NP_001097756.1|DMEL	LOC119652629|XP_037912804.1|HILL
OG0004831	CG10467|NP_648026.1|DMEL	LOC119657751|XP_037920732.1|HILL
OG0004832	Snx3|NP_650214.1|DMEL	LOC119650910|XP_037910059.1|HILL
OG0004833	noi|NP_477114.1|DMEL	LOC119658030|XP_037921188.1|HILL
OG0004834	Rpn9|NP_651177.1|DMEL	LOC119652942|XP_037913259.1|HILL
OG0004835	nau|NP_476650.1|DMEL	LOC119651573|XP_037911136.1|HILL
OG0004836	wda|NP_651136.1|DMEL	LOC119647061|XP_037903746.1|HILL
OG0004837	CG4074|NP_649249.2|DMEL	LOC119649816|XP_037908075.1|HILL
OG0004838	CG42633|NP_001163583.1|DMEL	LOC119656550|XP_037918842.1|HILL
OG0004839	CG45076|NP_650015.3|DMEL, fau|NP_731505.1|DMEL	LOC119657955|XP_037921085.1|HILL
OG0004840	Dis3|NP_651246.2|DMEL	LOC119659882|XP_037924129.1|HILL
OG0004841	Rnmt|NP_523568.2|DMEL	LOC119657827|XP_037920873.1|HILL
OG0004842	CG2006|NP_001189310.1|DMEL	LOC119657044|XP_037919725.1|HILL
OG0004843	Wdr37|NP_650723.1|DMEL	LOC119650651|XP_037909515.1|HILL
OG0004844	Ttc30|NP_001097155.2|DMEL	LOC119660485|XP_037925002.1|HILL
OG0004845	CG12163|NP_730901.1|DMEL	LOC119659005|XP_037922819.1|HILL
OG0004846	CG3246|NP_608781.2|DMEL	LOC119651550|XP_037911114.1|HILL
OG0004847	Sec5|NP_608780.1|DMEL	LOC119657752|XP_037920734.1|HILL
OG0004848	AdSL|NP_650586.2|DMEL	LOC119651326|XP_037910793.1|HILL, LOC119650706|XP_037909636.1|HILL, LOC119652064|XP_037911929.1|HILL
OG0004849	PAPLA1|NP_609185.1|DMEL	LOC119657782|XP_037920784.1|HILL
OG0004850	Antp|NP_996167.1|DMEL	LOC119650958|XP_037910129.1|HILL
OG0004851	ftz|NP_477498.1|DMEL	LOC119650807|XP_037909874.1|HILL
OG0004852	pb|NP_476669.3|DMEL	LOC119652610|XP_037912773.1|HILL
OG0004853	CG9752|NP_611573.1|DMEL	LOC119660352|XP_037924779.1|HILL
OG0004854	RhoGAP68F|NP_648552.1|DMEL	LOC119647713|XP_037904732.1|HILL
OG0004855	Fuca|NP_648472.1|DMEL	LOC119650096|XP_037908542.1|HILL
OG0004856	Clk|NP_001014576.1|DMEL	LOC119649449|XP_037907527.1|HILL
OG0004857	Dbx|NP_647677.2|DMEL	LOC119648483|XP_037906173.1|HILL
OG0004858	pbl|NP_523965.2|DMEL	LOC119647512|XP_037904402.1|HILL
OG0004859	CG8111|NP_648162.2|DMEL	LOC119649643|XP_037907826.1|HILL
OG0004860	RpL8|NP_524726.1|DMEL	LOC119649398|XP_037907451.1|HILL
OG0004861	CG42268|NP_001261648.1|DMEL	LOC119650260|XP_037908789.1|HILL
OG0004862	CG43897|NP_001261659.1|DMEL	LOC119648493|XP_037906187.1|HILL
OG0004863	scny|NP_729092.1|DMEL	LOC119648813|XP_037906593.1|HILL
OG0004864	PMP34|NP_728982.1|DMEL	LOC119648280|XP_037905863.1|HILL
OG0004865	mRpS22|NP_524537.1|DMEL	LOC119646468|XP_037902846.1|HILL
OG0004866	Cdc27|NP_648093.2|DMEL	LOC119648674|XP_037906393.1|HILL
OG0004867	CG13185|NP_001097279.2|DMEL	LOC119661292|XP_037926507.1|HILL
OG0004868	Pngl|NP_610192.1|DMEL	LOC119649905|XP_037908230.1|HILL
OG0004869	Tdc1|NP_610226.2|DMEL	LOC119646853|XP_037903403.1|HILL
OG0004870	Mob4|NP_001246151.1|DMEL	LOC119661636|XP_037926987.1|HILL
OG0004871	CG11414|NP_611932.2|DMEL	LOC119646521|XP_037902909.1|HILL
OG0004872	RpL19|NP_476631.1|DMEL	LOC119661574|XP_037926901.1|HILL
OG0004873	CG7840|NP_609203.1|DMEL	LOC119649470|XP_037907555.1|HILL
OG0004874	CG5948|NP_651440.1|DMEL	LOC119646173|XP_037902480.1|HILL
OG0004875	htk|NP_573330.3|DMEL	LOC119651097|XP_037910382.1|HILL
OG0004876	CG16989|NP_569860.3|DMEL	LOC119646418|XP_037902792.1|HILL
OG0004877	CG10907|NP_648508.1|DMEL	LOC119650223|XP_037908728.1|HILL
OG0004878	U2A|NP_610315.1|DMEL	LOC119646610|XP_037903039.1|HILL
OG0004879	CG4049|NP_611885.3|DMEL	LOC119656430|XP_037918728.1|HILL
OG0004880	CG7519|NP_649318.1|DMEL	LOC119648775|XP_037906537.1|HILL
OG0004881	Vps8|NP_648048.1|DMEL	LOC119648136|XP_037905609.1|HILL
OG0004882	RpL18|NP_648091.1|DMEL	LOC119648223|XP_037905767.1|HILL
OG0004883	CG1271|NP_647763.1|DMEL	LOC119649771|XP_037907999.1|HILL
OG0004884	Khc-73|NP_001261000.1|DMEL	LOC119661105|XP_037926222.1|HILL
OG0004885	Mos|NP_610817.1|DMEL	LOC119661577|XP_037926904.1|HILL
OG0004886	CG8389|NP_725515.1|DMEL	LOC119659066|XP_037922908.1|HILL
OG0004887	Ote|NP_476664.2|DMEL	LOC119661264|XP_037926445.1|HILL
OG0004888	CG15099|NP_001261081.1|DMEL	LOC119647034|XP_037903704.1|HILL
OG0004889	Pal1|NP_610537.2|DMEL	LOC119661513|XP_037926814.1|HILL
OG0004890	CG8192|NP_611047.2|DMEL	LOC119646819|XP_037903362.1|HILL
OG0004891	CG4645|NP_572841.1|DMEL	LOC119655774|XP_037917758.1|HILL
OG0004892	Rgk2|NP_001286577.1|DMEL	LOC119656024|XP_037918214.1|HILL
OG0004893	CG4610|NP_611677.1|DMEL	LOC119646608|XP_037903037.1|HILL
OG0004894	SCCRO3|NP_610828.2|DMEL	LOC119653684|XP_037914476.1|HILL
OG0004895	bw|NP_523824.1|DMEL	LOC119661728|XP_037927122.1|HILL
OG0004897	Mctp|NP_001261078.1|DMEL	LOC119651207|XP_037910589.1|HILL
OG0004898	14-3-3zeta|NP_476885.2|DMEL	LOC119660127|XP_037924450.1|HILL
OG0004899	shn|NP_001260883.1|DMEL	LOC119659519|XP_037923578.1|HILL
OG0004900	CG1371|NP_610551.1|DMEL	LOC119658871|XP_037922569.1|HILL
OG0004901	egr|NP_724878.2|DMEL	LOC119659396|XP_037923386.1|HILL
OG0004902	CG12024|NP_647670.3|DMEL	LOC119649113|XP_037907041.1|HILL
OG0004903	Vps35|NP_726175.3|DMEL	LOC119661236|XP_037926393.1|HILL
OG0004904	Mettl3|NP_651204.1|DMEL	LOC119647059|XP_037903744.1|HILL
OG0004905	sax|NP_001246193.1|DMEL	LOC119650857|XP_037909941.1|HILL
OG0004906	CG4022|NP_648307.1|DMEL	LOC119647878|XP_037905091.1|HILL
OG0004907	mRpL50|NP_648092.1|DMEL	LOC119648096|XP_037905523.1|HILL
OG0004908	fng|NP_524191.1|DMEL	LOC119649228|XP_037907215.1|HILL
OG0004909	Pka-R1|NP_001189150.1|DMEL	LOC119650214|XP_037908707.1|HILL
OG0004910	CG3618|NP_649262.1|DMEL	LOC119649016|XP_037906895.1|HILL
OG0004911	Ythdc1|NP_647811.2|DMEL	LOC119648207|XP_037905739.1|HILL
OG0004912	Cpr67B|NP_648306.1|DMEL	LOC119649456|XP_037907538.1|HILL
OG0004913	DMAP1|NP_611503.1|DMEL	LOC119655947|XP_037918078.1|HILL
OG0004914	Fem-1|NP_611508.1|DMEL	LOC119650069|XP_037908497.1|HILL
