Orthogroup	DMEL.longest_only	DALB.longest_only
OG0005608	ninaG|NP_650070.1|DMEL	LOC117575046|XP_034115020.1|DALB
OG0005609	CG32276|NP_728830.1|DMEL	LOC117567725|XP_034103778.1|DALB
OG0005610	Uxs|NP_648182.1|DMEL	LOC117566973|XP_034102525.1|DALB
OG0005611	kst|NP_001097492.2|DMEL	LOC117569421|XP_034106466.1|DALB
OG0005612	GCC185|NP_001097755.1|DMEL	LOC117575033|XP_034115003.1|DALB
OG0005613	mRpS33|NP_524380.1|DMEL	LOC117574918|XP_034114859.1|DALB
OG0005614	PEK|NP_649538.1|DMEL	LOC117574129|XP_034113677.1|DALB
OG0005616	CG14866|NP_001138057.1|DMEL	LOC117573541|XP_034112711.1|DALB
OG0005617	CG9727|NP_001262317.1|DMEL	LOC117573995|XP_034113434.1|DALB
OG0005618	rho-7|NP_523704.1|DMEL	LOC117567554|XP_034103504.1|DALB
OG0005619	Gos28|NP_650739.2|DMEL	LOC117574718|XP_034114532.1|DALB
OG0005620	sbr|NP_524660.1|DMEL	LOC117578058|XP_034119083.1|DALB
OG0005621	CG42240|NP_001259269.1|DMEL	LOC117564836|XP_034099655.1|DALB
OG0005622	ND-ASHI|NP_572338.1|DMEL	LOC117577998|XP_034118988.1|DALB
OG0005623	boi|NP_001096868.3|DMEL	LOC117576793|XP_034117743.1|DALB, LOC117578085|XP_034119141.1|DALB
OG0005624	CG1965|NP_649689.1|DMEL	LOC117576877|XP_034117874.1|DALB
OG0005625	cv-d|NP_732076.1|DMEL	LOC117573429|XP_034112532.1|DALB
OG0005626	CG10778|NP_572425.1|DMEL	LOC117578074|XP_034119110.1|DALB
OG0005627	Sbf|NP_477401.2|DMEL	LOC117576490|XP_034117155.1|DALB
OG0005628	CG5038|NP_650451.1|DMEL	LOC117576265|XP_034116799.1|DALB
OG0005629	Tapdelta|NP_610679.1|DMEL	LOC117567260|XP_034103001.1|DALB
OG0005630	Dyb|NP_001097287.1|DMEL	LOC117571894|XP_034110250.1|DALB
OG0005631	CG2145|NP_572668.1|DMEL	LOC117568732|XP_034105449.1|DALB
OG0005632	Pde9|NP_727644.3|DMEL	LOC117577874|XP_034118723.1|DALB
OG0005633	l_3_05822|NP_652051.1|DMEL	LOC117576682|XP_034117569.1|DALB
OG0005634	Mps1|NP_001262677.1|DMEL	LOC117576854|XP_034117838.1|DALB
OG0005635	CG4908|NP_609358.1|DMEL	LOC117565242|XP_034100144.1|DALB
OG0005636	gzl|NP_001097695.1|DMEL	LOC117573281|XP_034112261.1|DALB
OG0005637	Mkk4|NP_477353.1|DMEL	LOC117573989|XP_034113429.1|DALB
OG0005638	CG8929|NP_725957.2|DMEL	LOC117569662|XP_034106799.1|DALB
OG0005639	CG4266|NP_001097394.1|DMEL	LOC117572682|XP_034111607.1|DALB
OG0005640	CG14715|NP_650101.1|DMEL	LOC117576507|XP_034117197.1|DALB
OG0005641	Caf1-180|NP_572495.1|DMEL	LOC117574628|XP_034114413.1|DALB
OG0005642	AP-2sigma|NP_650961.2|DMEL	LOC117574215|XP_034113813.1|DALB
OG0005643	Fdx2|NP_647889.2|DMEL	LOC117570201|XP_034107579.1|DALB
OG0005644	CG14174|NP_648351.1|DMEL	LOC117567286|XP_034103047.1|DALB
OG0005645	Mnt|NP_001162651.1|DMEL	LOC117566859|XP_034102348.1|DALB
OG0005646	Rnp4F|NP_001096884.1|DMEL	LOC117569214|XP_034106184.1|DALB
OG0005647	Arpc4|NP_608996.1|DMEL	LOC117566887|XP_034102390.1|DALB
OG0005648	Ufd1-like|NP_524023.1|DMEL	LOC117567013|XP_034102590.1|DALB
OG0005649	CG1129|NP_649498.1|DMEL	LOC117574110|XP_034113650.1|DALB
OG0005650	CG14655|NP_649494.1|DMEL	LOC117575065|XP_034115045.1|DALB
OG0005651	IntS4|NP_572488.1|DMEL	LOC117574043|XP_034113539.1|DALB
OG0005652	woc|NP_001097946.1|DMEL	LOC117576582|XP_034117353.1|DALB
OG0005653	Lrr47|NP_523539.2|DMEL	LOC117563542|XP_034097812.1|DALB
OG0005654	Dlip2|NP_524224.2|DMEL	LOC117576330|XP_034116893.1|DALB
OG0005655	ATPsynO|NP_524358.2|DMEL	LOC117573557|XP_034112734.1|DALB
OG0005656	CG6236|NP_650446.2|DMEL	LOC117573538|XP_034112705.1|DALB
OG0005657	CG8176|NP_001097723.1|DMEL	LOC117576440|XP_034117088.1|DALB
OG0005658	CG6195|NP_650822.1|DMEL	LOC117573981|XP_034113419.1|DALB
OG0005659	Dhap-at|NP_001262957.1|DMEL	LOC117575648|XP_034115822.1|DALB
OG0005660	dsx-c73A|NP_730169.1|DMEL	LOC117570966|XP_034108800.1|DALB
OG0005661	Vps45|NP_649909.1|DMEL	LOC117576919|XP_034117951.1|DALB
OG0005662	CG14712|NP_650096.1|DMEL	LOC117574099|XP_034113630.1|DALB
OG0005663	Cdk7|NP_511044.1|DMEL	LOC117577000|XP_034118072.1|DALB
OG0005664	CG34353|NP_001287571.1|DMEL	LOC117573330|XP_034112328.1|DALB
OG0005665	CG33970|NP_001287542.1|DMEL	LOC117573735|XP_034113002.1|DALB
OG0005666	Ptpmeg2|NP_572576.1|DMEL	LOC117574120|XP_034113788.1|DALB
OG0005667	CG33080|NP_788858.1|DMEL	LOC117567406|XP_034103260.1|DALB
OG0005668	IRSp53|NP_729679.2|DMEL	LOC117572564|XP_034111333.1|DALB
OG0005669	LanB1|NP_476618.1|DMEL	LOC117564605|XP_034099351.1|DALB
OG0005670	Vps33B|NP_651395.1|DMEL	LOC117576795|XP_034117746.1|DALB
OG0005671	Spn85F|NP_649965.2|DMEL	LOC117576620|XP_034117428.1|DALB
OG0005672	CG4972|NP_609378.1|DMEL	LOC117566251|XP_034101695.1|DALB
OG0005673	Cnb|NP_647680.1|DMEL	LOC117571713|XP_034109903.1|DALB
OG0005674	Ptip|NP_729947.2|DMEL	LOC117568007|XP_034104221.1|DALB
OG0005675	ND-23|NP_524719.1|DMEL	LOC117575004|XP_034114971.1|DALB
OG0005676	LeuRS-m|NP_647932.1|DMEL	LOC117569534|XP_034106627.1|DALB
OG0005677	CG8187|NP_611045.1|DMEL	LOC117566915|XP_034102426.1|DALB
OG0005678	neur|NP_476652.1|DMEL	LOC117573456|XP_034112569.1|DALB
OG0005679	Gyc88E|NP_001036711.1|DMEL	LOC117576875|XP_034117870.1|DALB
OG0005680	Atet|NP_001097079.1|DMEL	LOC117564004|XP_034098485.1|DALB
OG0005681	Rpb7|NP_731983.1|DMEL	LOC117575375|XP_034115438.1|DALB
OG0005682	CG12241|NP_650432.1|DMEL	LOC117575372|XP_034115433.1|DALB
OG0005683	rad|NP_001285176.1|DMEL	LOC117565236|XP_034100140.1|DALB
OG0005684	Nmt|NP_523969.1|DMEL	LOC117566972|XP_034102524.1|DALB
OG0005685	CG3655|NP_001259118.1|DMEL	LOC117578284|XP_034119616.1|DALB
OG0005686	CG31360|NP_732261.1|DMEL	LOC117573944|XP_034113363.1|DALB
OG0005687	CG6836|NP_649079.2|DMEL	LOC117570647|XP_034108305.1|DALB
OG0005688	Prosalpha7|NP_724834.1|DMEL	LOC117569085|XP_034105991.1|DALB
OG0005689	mldr|NP_572309.2|DMEL	LOC117569981|XP_034107293.1|DALB
OG0005690	Spps|NP_001262902.1|DMEL	LOC117576829|XP_034117794.1|DALB
OG0005691	ana1|NP_651268.1|DMEL	LOC117574566|XP_034114329.1|DALB
OG0005692	CG2794|NP_608533.1|DMEL	LOC117566216|XP_034101651.1|DALB
OG0005693	sinu|NP_647971.3|DMEL	LOC117569091|XP_034105999.1|DALB
OG0005694	Nlg4|NP_001369025.1|DMEL	LOC117576857|XP_034117842.1|DALB
OG0005695	eIF1A|NP_524728.2|DMEL	LOC117576688|XP_034117574.1|DALB
OG0005696	CG14312|NP_650704.1|DMEL	LOC117576690|XP_034117577.1|DALB
OG0005697	CG8064|NP_650705.1|DMEL	LOC117576678|XP_034117563.1|DALB
OG0005698	Prp38|NP_610463.2|DMEL	LOC117567162|XP_034102866.1|DALB
OG0005699	rha|NP_651390.2|DMEL	LOC117576985|XP_034118062.1|DALB
OG0005700	CG2841|NP_001284821.1|DMEL	LOC117578237|XP_034119574.1|DALB
OG0005701	Tgt|NP_608585.1|DMEL	LOC117564056|XP_034098568.1|DALB
OG0005702	brn|NP_476901.1|DMEL	LOC117574167|XP_034113750.1|DALB
OG0005703	Xpd|NP_726036.2|DMEL	LOC117572683|XP_034111611.1|DALB
OG0005704	MKP-4|NP_608332.2|DMEL	LOC117568905|XP_034105703.1|DALB
OG0005705	CG32032|NP_729454.1|DMEL	LOC117570369|XP_034107854.1|DALB
OG0005706	Cog2|NP_524366.1|DMEL	LOC117576264|XP_034116797.1|DALB
OG0005707	Cngl|NP_001245691.1|DMEL	LOC117563701|XP_034098041.1|DALB
OG0005708	CG14770|NP_569907.1|DMEL	LOC117567057|XP_034102679.1|DALB
OG0005709	CG11837|NP_651660.1|DMEL	LOC117576824|XP_034117787.1|DALB
OG0005710	RpS25|NP_524315.2|DMEL	LOC117574100|XP_034113631.1|DALB
OG0005711	Fibp|NP_001368936.1|DMEL	LOC117567818|XP_034103948.1|DALB
OG0005712	Cog3|NP_608779.1|DMEL	LOC117563252|XP_034097358.1|DALB
OG0005713	dysf|NP_733137.3|DMEL	LOC117574370|XP_034114095.1|DALB
OG0005714	polybromo|NP_651288.1|DMEL	LOC117574191|XP_034113780.1|DALB
OG0005715	alt|NP_650645.1|DMEL	LOC117574068|XP_034113584.1|DALB
OG0005716	bel|NP_001262379.1|DMEL	LOC117574975|XP_034114930.1|DALB
OG0005717	CG1116|NP_730894.2|DMEL	LOC117575880|XP_034116208.1|DALB
OG0005718	CG3817|NP_650405.2|DMEL	LOC117573939|XP_034113357.1|DALB
OG0005719	CG6073|NP_651468.1|DMEL	LOC117574155|XP_034113727.1|DALB
OG0005720	DNaseII|NP_650672.1|DMEL	LOC117574525|XP_034114278.1|DALB
OG0005721	CG31324|NP_733138.1|DMEL	LOC117574720|XP_034114534.1|DALB
OG0005722	Gld|NP_001350861.1|DMEL	LOC117575613|XP_034115777.1|DALB
OG0005723	CG2663|NP_730931.1|DMEL	LOC117574534|XP_034114288.1|DALB
OG0005724	Hsl|NP_611463.1|DMEL	LOC117572744|XP_034111712.1|DALB
OG0005725	sll|NP_524389.1|DMEL	LOC117576613|XP_034117408.1|DALB
OG0005726	Sclp|NP_001259475.1|DMEL	LOC117577935|XP_034118831.1|DALB
OG0005727	sas|NP_731141.1|DMEL	LOC117576254|XP_034116772.1|DALB
OG0005728	P58IPK|NP_649916.1|DMEL	LOC117575002|XP_034114968.1|DALB
OG0005729	CG8312|NP_649918.1|DMEL	LOC117576465|XP_034117124.1|DALB
OG0005730	CAHbeta|NP_649849.1|DMEL	LOC117576468|XP_034117130.1|DALB
OG0005731	RagA-B|NP_649850.1|DMEL	LOC117576467|XP_034117129.1|DALB
OG0005732	aurA|NP_476749.1|DMEL	LOC117576370|XP_034116952.1|DALB
OG0005733	CG12213|NP_001097754.1|DMEL	LOC117576369|XP_034116950.1|DALB
OG0005734	Nup358|NP_001247302.1|DMEL	LOC117576398|XP_034117004.1|DALB
OG0005735	Nep2|NP_001246914.1|DMEL	LOC117576982|XP_034118052.1|DALB
OG0005736	Wdr33|NP_730982.1|DMEL	LOC117576980|XP_034118050.1|DALB
OG0005737	Scm|NP_731385.1|DMEL	LOC117574665|XP_034114461.1|DALB
OG0005738	CG6959|NP_001138037.1|DMEL	LOC117575807|XP_034116089.1|DALB
OG0005739	CG10898|NP_650083.1|DMEL	LOC117573969|XP_034113398.1|DALB
OG0005740	Cul5|NP_651665.2|DMEL	LOC117576804|XP_034117755.1|DALB
OG0005741	PSMG1|NP_649590.1|DMEL	LOC117575354|XP_034115410.1|DALB
OG0005742	CG7168|NP_650695.1|DMEL	LOC117573338|XP_034112339.1|DALB
OG0005743	mRpS18A|NP_731252.1|DMEL	LOC117576411|XP_034117030.1|DALB
OG0005744	CG11980|NP_649857.1|DMEL	LOC117576387|XP_034116990.1|DALB
OG0005745	mtd|NP_001246928.1|DMEL	LOC117576569|XP_034117299.1|DALB
OG0005746	CG11999|NP_649527.1|DMEL	LOC117576574|XP_034117335.1|DALB
OG0005747	CG1172|NP_649534.1|DMEL	LOC117575050|XP_034115023.1|DALB
OG0005748	CG7218|NP_650678.1|DMEL	LOC117575466|XP_034115571.1|DALB
OG0005749	Pits|NP_001138192.1|DMEL	LOC117570711|XP_034108415.1|DALB
OG0005750	Sym|NP_649580.1|DMEL	LOC117573413|XP_034112509.1|DALB
OG0005751	Rpn12|NP_648904.1|DMEL	LOC117570767|XP_034108492.1|DALB
OG0005752	mRpL34|NP_001036552.1|DMEL	LOC117572417|XP_034111094.1|DALB
OG0005753	FIG4|NP_608841.1|DMEL	LOC117565811|XP_034100995.1|DALB
OG0005754	ste24a|NP_611175.1|DMEL	LOC117572080|XP_034110563.1|DALB
OG0005755	Alas|NP_477281.1|DMEL	LOC117569272|XP_034106262.1|DALB
OG0005756	CG16790|NP_649911.1|DMEL	LOC117576923|XP_034117956.1|DALB
OG0005757	CG31460|NP_731253.1|DMEL	LOC117576412|XP_034117031.1|DALB
OG0005758	Kat60|NP_001262276.1|DMEL	LOC117574658|XP_034114453.1|DALB
OG0005759	hyd|NP_001287262.1|DMEL	LOC117573208|XP_034112098.1|DALB
OG0005760	l_3_neo38|NP_001262485.1|DMEL	LOC117575063|XP_034115044.1|DALB
OG0005761	Ire1|NP_001097839.1|DMEL	LOC117576164|XP_034116629.1|DALB
OG0005762	r-l|NP_524427.1|DMEL	LOC117574001|XP_034113456.1|DALB
OG0005763	CG15908|NP_610220.1|DMEL	LOC117566906|XP_034102415.1|DALB
OG0005764	jagn|NP_649585.1|DMEL	LOC117575632|XP_034115803.1|DALB
OG0005765	Sec8|NP_730996.2|DMEL	LOC117573679|XP_034112914.1|DALB
OG0005766	tinc|NP_788686.1|DMEL	LOC117573983|XP_034113422.1|DALB
OG0005767	CG5191|NP_650893.2|DMEL	LOC117573562|XP_034112739.1|DALB
OG0005768	CG14439|NP_572347.1|DMEL	LOC117576720|XP_034117631.1|DALB, LOC117572211|XP_034110777.1|DALB
OG0005769	asl|NP_649557.2|DMEL	LOC117574819|XP_034114678.1|DALB
OG0005770	obe|NP_650472.2|DMEL	LOC117573749|XP_034113020.1|DALB
OG0005771	Vps16B|NP_651731.1|DMEL	LOC117573901|XP_034113300.1|DALB
OG0005772	CG9630|NP_649777.1|DMEL	LOC117573730|XP_034112992.1|DALB
OG0005773	CG5013|NP_650520.1|DMEL	LOC117574352|XP_034114064.1|DALB
OG0005774	CG5281|NP_650076.1|DMEL	LOC117576959|XP_034118024.1|DALB
OG0005775	Rab8|NP_524172.1|DMEL	LOC117571819|XP_034110081.1|DALB
OG0005776	CG34039|NP_001034012.2|DMEL	LOC117567563|XP_034103514.1|DALB
OG0005777	mRpL51|NP_609239.1|DMEL	LOC117566157|XP_034101537.1|DALB
OG0005779	Atx2|NP_732033.1|DMEL	LOC117573640|XP_034112841.1|DALB
OG0005780	Sema5c|NP_611293.3|DMEL	LOC117568072|XP_034104322.1|DALB
OG0005781	CG14142|NP_648447.2|DMEL	LOC117571655|XP_034109781.1|DALB
OG0005782	Alg10|NP_729680.1|DMEL	LOC117571653|XP_034109777.1|DALB
OG0005783	Lsm10|NP_610615.1|DMEL	LOC117567411|XP_034103277.1|DALB
OG0005784	SppL|NP_001163740.1|DMEL	LOC117575459|XP_034115558.1|DALB
OG0005785	Lnk|NP_001287536.1|DMEL	LOC117574904|XP_034114833.1|DALB
OG0005786	DCAF12|NP_650145.1|DMEL	LOC117575037|XP_034115009.1|DALB
OG0005787	MED31|NP_649483.1|DMEL	LOC117576329|XP_034116887.1|DALB
OG0005788	Usp20-33|NP_610943.2|DMEL	LOC117572422|XP_034111117.1|DALB
OG0005789	MED21|NP_001015223.1|DMEL	LOC117575954|XP_034116322.1|DALB
OG0005790	ncd|NP_476651.1|DMEL	LOC117573581|XP_034112759.1|DALB
OG0005791	SIDL|NP_650431.1|DMEL	LOC117575371|XP_034115431.1|DALB
OG0005792	CG4210|NP_650430.1|DMEL	LOC117575374|XP_034115437.1|DALB
OG0005793	pnr|NP_476685.1|DMEL	LOC117574890|XP_034114818.1|DALB
OG0005794	ix|NP_610677.1|DMEL	LOC117567258|XP_034102999.1|DALB
OG0005795	CG14883|NP_650547.1|DMEL	LOC117576287|XP_034116830.1|DALB
OG0005796	Papss|NP_730460.1|DMEL	LOC117571800|XP_034110056.1|DALB
OG0005797	ATPsynB|NP_524011.1|DMEL	LOC117571880|XP_034110231.1|DALB
OG0005798	mRpL47|NP_788610.1|DMEL	LOC117576443|XP_034117097.1|DALB
OG0005799	CG2747|NP_001262364.1|DMEL	LOC117574580|XP_034114351.1|DALB
OG0005800	CG3223|NP_649758.1|DMEL	LOC117574585|XP_034114359.1|DALB
OG0005801	CG10435|NP_649759.1|DMEL	LOC117574584|XP_034114358.1|DALB
OG0005802	CG9593|NP_650493.2|DMEL	LOC117576338|XP_034116903.1|DALB
OG0005803	mura|NP_731367.2|DMEL	LOC117573276|XP_034112250.1|DALB
OG0005804	CG7785|NP_650673.1|DMEL	LOC117574527|XP_034114280.1|DALB
OG0005805	Letm1|NP_611922.1|DMEL	LOC117567839|XP_034103978.1|DALB
OG0005806	CG18528|NP_651251.3|DMEL	LOC117576374|XP_034116960.1|DALB
OG0005807	CG17780|NP_732995.1|DMEL	LOC117573305|XP_034112301.1|DALB
OG0005808	CG12398|NP_572985.1|DMEL	LOC117564677|XP_034099439.1|DALB
OG0005809	CG13926|NP_647633.1|DMEL	LOC117572408|XP_034111081.1|DALB
OG0005810	CG10903|NP_649762.1|DMEL	LOC117574587|XP_034114361.1|DALB
OG0005811	CG11035|NP_649763.1|DMEL	LOC117574588|XP_034114362.1|DALB
OG0005812	RhoL|NP_001247003.1|DMEL	LOC117575493|XP_034115618.1|DALB
OG0005813	Art4|NP_649963.1|DMEL	LOC117574042|XP_034113536.1|DALB
OG0005814	CG1239|NP_649577.1|DMEL	LOC117575725|XP_034115958.1|DALB
OG0005815	sced|NP_001260728.1|DMEL	LOC117566882|XP_034102385.1|DALB
OG0005817	Mcm2|NP_477121.1|DMEL	LOC117573729|XP_034112990.1|DALB
OG0005818	fid|NP_651453.3|DMEL	LOC117574369|XP_034114094.1|DALB
OG0005819	CG10098|NP_649694.1|DMEL	LOC117575497|XP_034115631.1|DALB
OG0005820	CG10068|NP_649695.1|DMEL	LOC117575498|XP_034115632.1|DALB
OG0005821	Dpck|NP_649692.2|DMEL	LOC117573674|XP_034112894.1|DALB
OG0005822	Coprox|NP_524777.1|DMEL	LOC117565041|XP_034099879.1|DALB
OG0005823	CG5800|NP_573230.1|DMEL	LOC117568665|XP_034105363.1|DALB
OG0005824	CycC|NP_476848.1|DMEL	LOC117575275|XP_034115305.1|DALB
OG0005825	CG7394|NP_001137933.1|DMEL	LOC117570556|XP_034108173.1|DALB
OG0005826	Alg-2|NP_001104459.2|DMEL	LOC117573146|XP_034111976.1|DALB
OG0005827	CG4743|NP_651415.1|DMEL	LOC117576360|XP_034116941.1|DALB
OG0005828	Sf3b6|NP_648037.1|DMEL	LOC117569359|XP_034106382.1|DALB
OG0005829	CG8223|NP_649828.1|DMEL	LOC117574237|XP_034113842.1|DALB
OG0005830	Ras64B|NP_523917.2|DMEL	LOC117571842|XP_034110121.1|DALB
OG0005831	nab|NP_001014557.3|DMEL	LOC117566839|XP_034102314.1|DALB
OG0005832	mas|NP_523919.1|DMEL	LOC117571660|XP_034109789.1|DALB
OG0005833	CG43367|NP_001189048.2|DMEL	LOC117571610|XP_034109719.1|DALB
OG0005834	Cpr64Ac|NP_647874.1|DMEL	LOC117571623|XP_034109735.1|DALB
OG0005835	CG14997|NP_647877.1|DMEL	LOC117571616|XP_034109728.1|DALB
OG0005836	CG18265|NP_648982.1|DMEL	LOC117572463|XP_034111196.1|DALB
OG0005837	Golgin84|NP_651250.2|DMEL	LOC117576373|XP_034116959.1|DALB
OG0005838	pasi1|NP_650655.1|DMEL	LOC117573503|XP_034112625.1|DALB
OG0005839	Tnpo-SR|NP_001259961.1|DMEL	LOC117564371|XP_034098979.1|DALB
OG0005840	mTerf5|NP_650693.1|DMEL	LOC117573334|XP_034112334.1|DALB
OG0005841	Nlg3|NP_001036685.2|DMEL	LOC117576450|XP_034117112.1|DALB
OG0005842	CG14812|NP_569946.1|DMEL	LOC117577922|XP_034118809.1|DALB
OG0005843	dlp|NP_524071.2|DMEL	LOC117566611|XP_034102042.1|DALB
OG0005844	Uggt|NP_524151.2|DMEL	LOC117566980|XP_034102534.1|DALB
OG0005845	rtp|NP_649520.1|DMEL	LOC117574704|XP_034114507.1|DALB
OG0005846	pyd|NP_001246998.1|DMEL	LOC117574503|XP_034114237.1|DALB
OG0005847	Kcmf1|NP_731305.2|DMEL	LOC117576384|XP_034116981.1|DALB
OG0005848	vap|NP_523361.1|DMEL	LOC117569362|XP_034106388.1|DALB
OG0005849	eag|NP_001036275.1|DMEL	LOC117572412|XP_034111134.1|DALB
OG0005850	dpr18|NP_573102.1|DMEL	LOC117571721|XP_034109922.1|DALB
OG0005851	CG13773|NP_609081.1|DMEL	LOC117563319|XP_034097470.1|DALB
OG0005852	Irbp|NP_536773.1|DMEL	LOC117575492|XP_034115617.1|DALB
OG0005853	CG32554|NP_728102.1|DMEL	LOC117575060|XP_034115037.1|DALB
OG0005854	ImpE3|NP_524908.1|DMEL	LOC117574586|XP_034114360.1|DALB
OG0005855	CG42594|NP_001162668.2|DMEL	LOC117568057|XP_034104343.1|DALB
OG0005856	shi|NP_001259588.1|DMEL	LOC117578167|XP_034119336.1|DALB
OG0005857	Surf6|NP_524408.1|DMEL	LOC117573845|XP_034113205.1|DALB
OG0005858	KLHL18|NP_650143.1|DMEL	LOC117575036|XP_034115006.1|DALB
OG0005859	CG5828|NP_608907.1|DMEL	LOC117563997|XP_034098478.1|DALB
OG0005860	lap|NP_001163538.1|DMEL	LOC117576663|XP_034117511.1|DALB
OG0005861	faf|NP_524612.2|DMEL	LOC117576397|XP_034117003.1|DALB
OG0005862	mtt|NP_001260806.1|DMEL	LOC117569595|XP_034106717.1|DALB
OG0005863	Pi3K59F|NP_477133.1|DMEL	LOC117566917|XP_034102429.1|DALB
OG0005864	CG8379|NP_996185.1|DMEL	LOC117575419|XP_034115494.1|DALB
OG0005865	Syx18|NP_524485.1|DMEL	LOC117576653|XP_034117484.1|DALB
OG0005866	CG13197|NP_610696.1|DMEL	LOC117567449|XP_034103352.1|DALB
OG0005867	CG13258|NP_001246041.1|DMEL	LOC117566005|XP_034101314.1|DALB
OG0005868	CG12863|NP_610973.3|DMEL	LOC117572646|XP_034111517.1|DALB
OG0005869	mRpL30|NP_525073.1|DMEL	LOC117577065|XP_034118076.1|DALB
OG0005870	CG3857|NP_996330.1|DMEL	LOC117569917|XP_034107155.1|DALB
OG0005871	CG15747|NP_727694.1|DMEL	LOC117572255|XP_034110847.1|DALB
OG0005872	ND-42|NP_524445.1|DMEL	LOC117575690|XP_034115893.1|DALB
OG0005874	Graf|NP_996441.2|DMEL	LOC117578254|XP_034119565.1|DALB
OG0005875	sand|NP_610349.1|DMEL	LOC117572660|XP_034111546.1|DALB
OG0005876	bi|NP_001259238.1|DMEL	LOC117565164|XP_034100042.1|DALB
OG0005877	eIF5|NP_573098.1|DMEL	LOC117571742|XP_034109999.1|DALB
OG0005878	hwt|NP_001259484.1|DMEL	LOC117578256|XP_034119566.1|DALB
OG0005879	Mvb12|NP_573268.1|DMEL	LOC117566028|XP_034101367.1|DALB
OG0005880	S1P|NP_649337.2|DMEL	LOC117571701|XP_034109890.1|DALB
OG0005881	NHP2|NP_651965.1|DMEL	LOC117567352|XP_034103176.1|DALB
OG0005882	CalpC|NP_573118.2|DMEL	LOC117573254|XP_034112227.1|DALB
OG0005883	DIP2|NP_612019.2|DMEL	LOC117566998|XP_034102563.1|DALB
OG0005884	CG10584|NP_649278.1|DMEL	LOC117571183|XP_034109103.1|DALB
OG0005885	CG8833|NP_648669.1|DMEL	LOC117570230|XP_034107623.1|DALB
OG0005886	Su_z_12|NP_730465.1|DMEL	LOC117572378|XP_034111037.1|DALB
OG0005887	Helz|NP_001261848.1|DMEL	LOC117567343|XP_034103161.1|DALB
OG0005888	jim|NP_001262221.1|DMEL	LOC117572289|XP_034110890.1|DALB
OG0005889	CG10948|NP_729844.1|DMEL	LOC117570540|XP_034108138.1|DALB
OG0005890	Pop1|NP_572236.3|DMEL	LOC117577666|XP_034118444.1|DALB
OG0005891	CG18815|NP_001261719.1|DMEL	LOC117567357|XP_034103185.1|DALB
OG0005892	mtTFB1|NP_648499.1|DMEL	LOC117569496|XP_034106570.1|DALB
OG0005893	Prp31|NP_648756.1|DMEL	LOC117568700|XP_034105405.1|DALB
OG0005894	CG7011|NP_648758.1|DMEL	LOC117568702|XP_034105406.1|DALB
OG0005895	CG6878|NP_648757.1|DMEL	LOC117568703|XP_034105407.1|DALB
OG0005896	l_3_77CDf|NP_649242.1|DMEL	LOC117571148|XP_034109043.1|DALB
OG0005897	CG10738|NP_729905.2|DMEL	LOC117572158|XP_034110696.1|DALB
OG0005898	CG6227|NP_573020.2|DMEL	LOC117566358|XP_034101743.1|DALB
OG0005899	Inos|NP_477405.1|DMEL	LOC117572123|XP_034110641.1|DALB
OG0005900	Ipk2|NP_608535.1|DMEL	LOC117566220|XP_034101655.1|DALB
OG0005901	PIG-M|NP_611600.1|DMEL	LOC117567772|XP_034103862.1|DALB
OG0005902	CG8531|NP_610945.1|DMEL	LOC117571861|XP_034110147.1|DALB
OG0005903	SdhC|NP_001262472.1|DMEL	LOC117574556|XP_034114319.1|DALB
OG0005904	CG10214|NP_651184.1|DMEL	LOC117573646|XP_034112854.1|DALB
OG0005905	Ac76E|NP_001246838.1|DMEL	LOC117568014|XP_034104230.1|DALB
OG0005906	fz2|NP_001262037.1|DMEL	LOC117567575|XP_034103542.1|DALB
OG0005907	CG14183|NP_649172.3|DMEL	LOC117570191|XP_034107567.1|DALB
OG0005908	Arl1|NP_524098.2|DMEL	LOC117571821|XP_034110083.1|DALB
OG0005909	CG43980|NP_001262185.1|DMEL	LOC117570578|XP_034108211.1|DALB
OG0005910	Lis-1|NP_477160.1|DMEL	LOC117570169|XP_034107536.1|DALB
OG0005911	CG8441|NP_611094.1|DMEL	LOC117570171|XP_034107538.1|DALB
OG0005912	CG44242|NP_001188957.1|DMEL	LOC117570172|XP_034107539.1|DALB
OG0005913	Gclm|NP_732780.1|DMEL	LOC117573467|XP_034112583.1|DALB
OG0005914	Sox15|NP_523739.2|DMEL	LOC117566714|XP_034102150.1|DALB
OG0005915	VGAT|NP_610938.1|DMEL	LOC117572430|XP_034111146.1|DALB
OG0005916	CG34396|NP_611547.2|DMEL	LOC117566699|XP_034102136.1|DALB
OG0005917	CG7137|NP_611400.1|DMEL	LOC117571064|XP_034108923.1|DALB
OG0005918	CG10932|NP_572414.1|DMEL	LOC117563451|XP_034098084.1|DALB
OG0005919	CG30340|NP_724812.2|DMEL	LOC117566760|XP_034102194.1|DALB
OG0005920	Mlf|NP_995847.1|DMEL	LOC117568073|XP_034104325.1|DALB
OG0005921	CG2021|NP_647660.1|DMEL	LOC117568992|XP_034105855.1|DALB
OG0005922	CG14803|NP_569950.1|DMEL	LOC117577583|XP_034118317.1|DALB
OG0005923	viaf|NP_524032.2|DMEL	LOC117570565|XP_034108186.1|DALB
OG0005924	endos|NP_648684.1|DMEL	LOC117568583|XP_034105207.1|DALB
OG0005925	Ent3|NP_648608.2|DMEL	LOC117570541|XP_034108146.1|DALB
