Orthogroup	DMEL.longest_only	DNOV.longest_only
OG0006233	Lcch3|NP_996469.1|DMEL	LOC115764291|XP_030563083.1|DNOV
OG0006234	mRpL22|NP_523379.2|DMEL	LOC115765358|XP_030564733.1|DNOV
OG0006235	CG7990|NP_573361.1|DMEL	LOC115765234|XP_030564550.1|DNOV
OG0006236	CG9065|NP_572998.1|DMEL	LOC115767734|XP_030567905.1|DNOV
OG0006237	c12.1|NP_652605.1|DMEL	LOC115765438|XP_030564863.1|DNOV
OG0006238	Traf-like|NP_727976.1|DMEL	LOC115765299|XP_030564651.1|DNOV
OG0006239	CG17168|NP_001015254.1|DMEL	LOC115767564|XP_030567705.1|DNOV
OG0006240	sro|NP_651725.1|DMEL	LOC115764951|XP_030564133.1|DNOV
OG0006241	CG9609|NP_573161.1|DMEL	LOC115765357|XP_030564732.1|DNOV
OG0006242	inaF-D|NP_001096958.1|DMEL	LOC115768842|XP_030569398.1|DNOV
OG0006243	CG8412|NP_649939.1|DMEL	LOC115759455|XP_030556247.1|DNOV
OG0006244	Aduk|NP_731331.1|DMEL	LOC115761871|XP_030559732.1|DNOV
OG0006245	CG34376|NP_732741.1|DMEL	LOC115761195|XP_030558731.1|DNOV
OG0006246	CG18508|NP_652721.1|DMEL	LOC115768049|XP_030568342.1|DNOV
OG0006247	Atg10|NP_001097215.1|DMEL	LOC115762067|XP_030560015.1|DNOV
OG0006248	CG5466|NP_650901.2|DMEL	LOC115771869|XP_030573608.1|DNOV
OG0006249	l_2_k05819|NP_722974.1|DMEL	LOC115760215|XP_030557325.1|DNOV
OG0006250	CG9220|NP_996440.2|DMEL	LOC115764322|XP_030563128.1|DNOV
OG0006251	His2Av|NP_524519.1|DMEL	LOC115764781|XP_030563880.1|DNOV
OG0006252	SPARC|NP_651509.2|DMEL	LOC115764780|XP_030563879.1|DNOV
OG0006253	N|NP_476859.2|DMEL	LOC115768062|XP_030568364.1|DNOV
OG0006254	Cen|NP_610049.1|DMEL	LOC115770957|XP_030572286.1|DNOV
OG0006255	CG17141|NP_651094.2|DMEL	LOC115757690|XP_030553889.1|DNOV
OG0006256	CG9132|NP_996490.1|DMEL	LOC115765349|XP_030564722.1|DNOV
OG0006257	LysRS|NP_727353.1|DMEL	LOC115767805|XP_030567997.1|DNOV
OG0006258	CG10555|NP_572474.2|DMEL	LOC115765398|XP_030564788.1|DNOV
OG0006259	Orc2|NP_731873.1|DMEL	LOC115761213|XP_030558760.1|DNOV
OG0006260	Lst8|NP_572572.1|DMEL	LOC115766486|XP_030566307.1|DNOV
OG0006261	RpL7-like|NP_001097151.1|DMEL	LOC115759289|XP_030556050.1|DNOV
OG0006262	CG2972|NP_572603.1|DMEL	LOC115766277|XP_030566005.1|DNOV
OG0006263	RpL35|NP_572243.1|DMEL	LOC115767602|XP_030567755.1|DNOV
OG0006264	mip130|NP_569958.2|DMEL	LOC115766827|XP_030566722.1|DNOV
OG0006265	sotv|NP_725536.1|DMEL	LOC115763955|XP_030562609.1|DNOV
OG0006266	Edem1|NP_001259152.1|DMEL	LOC115765175|XP_030564455.1|DNOV
OG0006267	Neto|NP_001285211.1|DMEL	LOC115771344|XP_030572875.1|DNOV
OG0006268	mRpS29|NP_523811.1|DMEL	LOC115760638|XP_030557954.1|DNOV
OG0006269	Vps16A|NP_649877.1|DMEL	LOC115764859|XP_030563993.1|DNOV
OG0006270	CG33557|NP_001014730.1|DMEL	LOC115765315|XP_030564675.1|DNOV
OG0006271	Rrp46|NP_650001.2|DMEL	LOC115761957|XP_030559855.1|DNOV
OG0006272	g|NP_524785.2|DMEL	LOC115765323|XP_030564683.1|DNOV
OG0006273	ubl|NP_610239.1|DMEL	LOC115760237|XP_030557355.1|DNOV
OG0006274	Syt12|NP_572878.1|DMEL	LOC115768785|XP_030569342.1|DNOV
OG0006275	CG2701|NP_570025.1|DMEL	LOC115767817|XP_030568014.1|DNOV
OG0006276	Cdc5|NP_612033.1|DMEL	LOC115762694|XP_030560876.1|DNOV
OG0006277	Fancm|NP_650971.2|DMEL	LOC115764526|XP_030563484.1|DNOV
OG0006278	ppk23|NP_001097011.1|DMEL	LOC115764306|XP_030563104.1|DNOV
OG0006279	CG10353|NP_727578.3|DMEL	LOC115767813|XP_030568005.1|DNOV
OG0006280	CG17600|NP_001259778.1|DMEL	LOC115765225|XP_030564527.1|DNOV
OG0006281	CG17598|NP_608468.1|DMEL	LOC115765224|XP_030564526.1|DNOV
OG0006282	Nup205|NP_728308.1|DMEL	LOC115767388|XP_030567511.1|DNOV
OG0006283	PTPMT1|NP_651180.3|DMEL	LOC115764614|XP_030563632.1|DNOV
OG0006284	MED10|NP_648849.3|DMEL	LOC115762649|XP_030560814.1|DNOV
OG0006285	CG9804|NP_649472.1|DMEL	LOC115761559|XP_030559203.1|DNOV
OG0006286	WRNexo|NP_001163646.1|DMEL	LOC115761584|XP_030559234.1|DNOV
OG0006287	BORCS5|NP_572759.1|DMEL	LOC115767190|XP_030567241.1|DNOV
OG0006288	CG15546|NP_651831.1|DMEL	LOC115771838|XP_030573580.1|DNOV
OG0006289	Cpsf73|NP_650738.1|DMEL	LOC115761768|XP_030559557.1|DNOV
OG0006290	Moe|NP_727290.1|DMEL	LOC115767256|XP_030567327.1|DNOV
OG0006291	CG5439|NP_609607.1|DMEL	LOC115758444|XP_030554968.1|DNOV
OG0006292	CG42258|NP_572801.2|DMEL	LOC115769088|XP_030569660.1|DNOV
OG0006293	Pex10|NP_647624.1|DMEL	LOC115769979|XP_030570900.1|DNOV
OG0006294	CG42271|NP_996434.2|DMEL	LOC115767820|XP_030568017.1|DNOV
OG0006295	Cht11|NP_572361.1|DMEL	LOC115767324|XP_030567425.1|DNOV
OG0006296	rictor|NP_573371.1|DMEL	LOC115765273|XP_030564623.1|DNOV
OG0006297	chas|NP_001285381.1|DMEL	LOC115768784|XP_030569340.1|DNOV
OG0006298	Fbxl4|NP_572951.1|DMEL	LOC115765165|XP_030564437.1|DNOV
OG0006299	Tlk|NP_001138153.1|DMEL	LOC115765386|XP_030564771.1|DNOV
OG0006300	Ugalt|NP_001138149.1|DMEL	LOC115767798|XP_030567989.1|DNOV
OG0006301	CG9581|NP_608376.1|DMEL	LOC115768220|XP_030568605.1|DNOV
OG0006302	sev|NP_511114.2|DMEL	LOC115768164|XP_030568520.1|DNOV
OG0006303	Oda|NP_725104.1|DMEL	LOC115761147|XP_030558676.1|DNOV
OG0006304	CG1646|NP_733256.2|DMEL	LOC115771614|XP_030573246.1|DNOV
OG0006305	WASp|NP_651637.1|DMEL	LOC115772128|XP_030573966.1|DNOV
OG0006306	5PtaseI|NP_001138108.1|DMEL	LOC115760350|XP_030557496.1|DNOV
OG0006307	CG42233|NP_651899.2|DMEL	LOC115771609|XP_030573232.1|DNOV
OG0006308	Rcp|NP_996493.1|DMEL	LOC115766374|XP_030566133.1|DNOV
OG0006309	CG4678|NP_001138211.1|DMEL	LOC115766377|XP_030566138.1|DNOV
OG0006310	CG10979|NP_649591.1|DMEL	LOC115771957|XP_030573725.1|DNOV
OG0006311	CG2256|NP_572437.2|DMEL	LOC115768149|XP_030568503.1|DNOV
OG0006312	Ldsdh1|NP_572436.1|DMEL	LOC115768160|XP_030568516.1|DNOV
OG0006313	snz|NP_572421.1|DMEL	LOC115768891|XP_030569463.1|DNOV
OG0006314	Paf-AHalpha|NP_727895.1|DMEL	LOC115766291|XP_030566018.1|DNOV
OG0006315	mesh|NP_001163782.1|DMEL	LOC115764925|XP_030564091.1|DNOV
OG0006316	CG14618|NP_608464.1|DMEL	LOC115762466|XP_030560535.1|DNOV
OG0006317	Rab39|NP_572405.2|DMEL	LOC115768814|XP_030569371.1|DNOV
OG0006318	CG8034|NP_573376.2|DMEL	LOC115766419|XP_030566201.1|DNOV
OG0006319	Vamp7|NP_610524.1|DMEL	LOC115761482|XP_030559112.1|DNOV
OG0006320	CARPB|NP_572581.1|DMEL	LOC115765355|XP_030564728.1|DNOV
OG0006321	fh|NP_511094.1|DMEL	LOC115767267|XP_030567352.1|DNOV
OG0006322	Ir8a|NP_727328.1|DMEL	LOC115765284|XP_030564635.1|DNOV
OG0006323	AlkB|NP_001334682.1|DMEL	LOC115768656|XP_030569192.1|DNOV
OG0006324	wapl|NP_525042.2|DMEL	LOC115768808|XP_030569364.1|DNOV
OG0006325	KaiR1D|NP_650925.1|DMEL	LOC115757771|XP_030554056.1|DNOV
OG0006326	CG7857|NP_648769.2|DMEL	LOC115770029|XP_030570955.1|DNOV
OG0006327	gb|NP_651536.1|DMEL	LOC115771963|XP_030573736.1|DNOV
OG0006328	CG7029|NP_788719.1|DMEL	LOC115761200|XP_030558740.1|DNOV
OG0006329	HDAC4|NP_001259507.1|DMEL	LOC115766875|XP_030566797.1|DNOV
OG0006330	ssh|NP_733063.1|DMEL	LOC115772034|XP_030573824.1|DNOV
OG0006331	xmas|NP_001356948.1|DMEL	LOC115767312|XP_030567410.1|DNOV
OG0006332	CG42237|NP_572855.1|DMEL	LOC115767614|XP_030567771.1|DNOV
OG0006333	Tpst|NP_001259518.1|DMEL	LOC115771307|XP_030572805.1|DNOV
OG0006334	CG14435|NP_572359.2|DMEL	LOC115767380|XP_030567500.1|DNOV
OG0006335	Rassf|NP_651126.3|DMEL	LOC115764753|XP_030563838.1|DNOV
OG0006336	CG15211|NP_001096945.1|DMEL	LOC115768214|XP_030568588.1|DNOV
OG0006337	rtv|NP_572693.1|DMEL	LOC115771321|XP_030572845.1|DNOV
OG0006338	CG14647|NP_649465.6|DMEL	LOC115771677|XP_030573352.1|DNOV
OG0006339	CG8578|NP_573082.1|DMEL	LOC115768244|XP_030568631.1|DNOV
OG0006340	Rab10|NP_523419.1|DMEL	LOC115768216|XP_030568593.1|DNOV
OG0006341	CG1354|NP_001356937.1|DMEL	LOC115766348|XP_030566104.1|DNOV
OG0006342	Sp1|NP_001259388.1|DMEL	LOC115766414|XP_030566195.1|DNOV
OG0006343	btd|NP_511100.1|DMEL	LOC115766363|XP_030566122.1|DNOV
OG0006344	CG13005|NP_573168.1|DMEL	LOC115767208|XP_030567261.1|DNOV
OG0006345	Efa6|NP_001163691.2|DMEL	LOC115771656|XP_030573321.1|DNOV
OG0006346	Cisd2|NP_651684.1|DMEL	LOC115764224|XP_030562998.1|DNOV
OG0006347	jar|NP_001014650.2|DMEL	LOC115757706|XP_030553918.1|DNOV
OG0006348	w|NP_476787.1|DMEL	LOC115767868|XP_030568086.1|DNOV
OG0006349	arm|NP_476666.1|DMEL	LOC115765088|XP_030564328.1|DNOV
OG0006350	Pcd|NP_477360.2|DMEL	LOC115764889|XP_030564031.1|DNOV
OG0006351	Pmp70|NP_608354.1|DMEL	LOC115768806|XP_030569362.1|DNOV
OG0006352	Ciao1|NP_610996.1|DMEL	LOC115757813|XP_030554095.1|DNOV
OG0006353	AdoR|NP_651772.1|DMEL	LOC115761391|XP_030559006.1|DNOV
OG0006354	CG45049|NP_001287471.1|DMEL	LOC115771880|XP_030573625.1|DNOV
OG0006355	LPCAT|NP_001036265.1|DMEL	LOC115767857|XP_030568074.1|DNOV
OG0006356	CG4045|NP_569978.1|DMEL	LOC115767367|XP_030567485.1|DNOV
OG0006357	RhoGAPp190|NP_001259658.1|DMEL	LOC115768306|XP_030568711.1|DNOV
OG0006358	Bgb|NP_001261271.1|DMEL	LOC115762796|XP_030561010.1|DNOV
OG0006359	SerRS-m|NP_524365.1|DMEL	LOC115764169|XP_030562913.1|DNOV
OG0006360	CG14445|NP_001284934.1|DMEL	LOC115768742|XP_030569288.1|DNOV
OG0006361	Ass|NP_649674.1|DMEL	LOC115763762|XP_030562336.1|DNOV
OG0006362	egh|NP_525052.1|DMEL	LOC115768484|XP_030568925.1|DNOV
OG0006363	RhoGAP18B|NP_573352.2|DMEL	LOC115766997|XP_030566978.1|DNOV
OG0006364	Mt2|NP_001036355.1|DMEL	LOC115760088|XP_030557133.1|DNOV
OG0006365	run|NP_523424.2|DMEL	LOC115764393|XP_030563231.1|DNOV
OG0006366	RunxA|NP_001259747.1|DMEL	LOC115764299|XP_030563092.1|DNOV
OG0006367	lz|NP_511099.2|DMEL	LOC115765422|XP_030564828.1|DNOV
OG0006368	jdp|NP_651807.1|DMEL	LOC115759602|XP_030556433.1|DNOV
OG0006369	tmod|NP_001247372.1|DMEL	LOC115759610|XP_030556442.1|DNOV
OG0006371	Cpr100A|NP_651829.1|DMEL	LOC115771949|XP_030573712.1|DNOV
OG0006372	Cpr97Ea|NP_651529.2|DMEL	LOC115771947|XP_030573709.1|DNOV
OG0006373	oc|NP_001356934.1|DMEL	LOC115767233|XP_030567291.1|DNOV
OG0006374	Upf2|NP_572434.1|DMEL	LOC115769052|XP_030569622.1|DNOV
OG0006375	shtd|NP_573025.2|DMEL	LOC115768269|XP_030568662.1|DNOV
OG0006376	c11.1|NP_652606.1|DMEL	LOC115765226|XP_030564529.1|DNOV
OG0006377	CG6617|NP_573315.1|DMEL	LOC115764374|XP_030563196.1|DNOV
OG0006378	Gnpnat|NP_001263081.1|DMEL	LOC115764939|XP_030564112.1|DNOV
OG0006379	CG5541|NP_996437.1|DMEL	LOC115766901|XP_030566838.1|DNOV
OG0006380	CG15912|NP_572168.1|DMEL	LOC115768774|XP_030569325.1|DNOV
OG0006381	l_1_G0007|NP_572947.1|DMEL	LOC115767261|XP_030567344.1|DNOV
OG0006382	lic|NP_477162.1|DMEL	LOC115767381|XP_030567501.1|DNOV
OG0006383	mew|NP_001285196.1|DMEL	LOC115767793|XP_030567984.1|DNOV
OG0006384	REG|NP_572866.1|DMEL	LOC115766870|XP_030566791.1|DNOV
OG0006385	Dcr-1|NP_524453.1|DMEL	LOC115771829|XP_030573569.1|DNOV
OG0006386	Galt|NP_609062.2|DMEL	LOC115759793|XP_030556732.1|DNOV
OG0006387	mRpS18C|NP_524593.1|DMEL	LOC115759424|XP_030556181.1|DNOV
OG0006388	nonC|NP_727132.1|DMEL	LOC115767344|XP_030567455.1|DNOV
OG0006389	mAChR-C|NP_572358.1|DMEL	LOC115767346|XP_030567456.1|DNOV
OG0006390	CG12320|NP_650699.1|DMEL	LOC115764769|XP_030563867.1|DNOV
OG0006391	CG8483|NP_650264.1|DMEL	LOC115761368|XP_030558977.1|DNOV
OG0006392	PGAP1|NP_572245.1|DMEL	LOC115767591|XP_030567744.1|DNOV
OG0006393	CG4278|NP_609790.1|DMEL	LOC115758950|XP_030555609.1|DNOV
OG0006394	Prx3|NP_524387.1|DMEL	LOC115771732|XP_030573418.1|DNOV
OG0006395	TrpRS|NP_524826.1|DMEL	LOC115764860|XP_030563994.1|DNOV
OG0006396	CG14231|NP_608347.1|DMEL	LOC115769003|XP_030569573.1|DNOV
OG0006397	CG2938|NP_570085.1|DMEL	LOC115768460|XP_030568891.1|DNOV
OG0006398	wuho|NP_572307.1|DMEL	LOC115768770|XP_030569320.1|DNOV
OG0006399	CG6299|NP_788906.1|DMEL	LOC115767964|XP_030568223.1|DNOV
OG0006400	CG6294|NP_573026.1|DMEL	LOC115767963|XP_030568222.1|DNOV
OG0006401	CG6865|NP_001246825.1|DMEL	LOC115770318|XP_030571414.1|DNOV
OG0006402	rtet|NP_524429.1|DMEL	LOC115770929|XP_030572246.1|DNOV
OG0006403	dmrt93B|NP_524428.1|DMEL	LOC115766232|XP_030565952.1|DNOV
OG0006404	Lk6|NP_651986.2|DMEL	LOC115766231|XP_030565949.1|DNOV
OG0006405	CG17687|NP_001368937.1|DMEL	LOC115769731|XP_030570527.1|DNOV
OG0006406	CG1951|NP_651655.1|DMEL	LOC115764634|XP_030563663.1|DNOV
OG0006407	CG1785|NP_572502.1|DMEL	LOC115767303|XP_030567398.1|DNOV
OG0006408	Peritrophin-A|NP_523418.1|DMEL	LOC115768224|XP_030568610.1|DNOV
OG0006409	p24-1|NP_572754.1|DMEL	LOC115766912|XP_030566852.1|DNOV
OG0006410	Ubc7|NP_524684.2|DMEL	LOC115769044|XP_030569613.1|DNOV
OG0006411	Lsm12a|NP_572777.2|DMEL	LOC115765189|XP_030564477.1|DNOV
OG0006412	amon|NP_477318.1|DMEL	LOC115764078|XP_030562787.1|DNOV
OG0006413	Yif1|NP_651498.1|DMEL	LOC115771987|XP_030573766.1|DNOV
OG0006414	CG8043|NP_649814.1|DMEL	LOC115761435|XP_030559063.1|DNOV
OG0006415	ZAP3|NP_001245607.1|DMEL	LOC115766292|XP_030566020.1|DNOV
OG0006416	Dok|NP_572391.1|DMEL	LOC115767241|XP_030567301.1|DNOV
OG0006417	Ts|NP_477367.1|DMEL	LOC115763339|XP_030561706.1|DNOV
OG0006418	CG13003|NP_001162779.1|DMEL	LOC115765243|XP_030564563.1|DNOV
OG0006419	CG11334|NP_651868.1|DMEL	LOC115771662|XP_030573333.1|DNOV
OG0006420	tst|NP_524465.1|DMEL	LOC115764794|XP_030563898.1|DNOV
OG0006421	CG7236|NP_608950.3|DMEL	LOC115758881|XP_030555535.1|DNOV
OG0006422	CG11147|NP_608954.1|DMEL	LOC115758619|XP_030555212.1|DNOV
OG0006423	Nop56|NP_651040.3|DMEL	LOC115772020|XP_030573813.1|DNOV
OG0006424	mats|NP_651041.3|DMEL	LOC115771768|XP_030573480.1|DNOV
OG0006425	CG13850|NP_651038.3|DMEL	LOC115772019|XP_030573812.1|DNOV
OG0006426	CG13855|NP_651037.1|DMEL	LOC115772018|XP_030573811.1|DNOV
OG0006427	Sce|NP_477509.1|DMEL	LOC115764886|XP_030564028.1|DNOV
OG0006428	hdly|NP_001097851.1|DMEL	LOC115761187|XP_030558710.1|DNOV
OG0006429	KrT95D|NP_524473.2|DMEL	LOC115764845|XP_030563954.1|DNOV
OG0006430	CG5059|NP_649239.1|DMEL	LOC115770227|XP_030571293.1|DNOV
OG0006431	Cad99C|NP_733314.1|DMEL	LOC115770586|XP_030571771.1|DNOV
OG0006432	cdi|NP_524401.2|DMEL	LOC115768627|XP_030569150.1|DNOV
OG0006433	Pli|NP_001097890.1|DMEL	LOC115764632|XP_030563661.1|DNOV
OG0006434	Hand|NP_609370.2|DMEL	LOC115760052|XP_030557084.1|DNOV
OG0006435	CG31064|NP_001287560.1|DMEL	LOC115765024|XP_030564241.1|DNOV
OG0006436	Rrp45|NP_573163.1|DMEL	LOC115766211|XP_030565926.1|DNOV
OG0006437	up|NP_001259522.1|DMEL	LOC115771309|XP_030572811.1|DNOV
OG0006438	CG13692|NP_608523.1|DMEL	LOC115765890|XP_030565491.1|DNOV
OG0006439	CG10345|NP_650563.2|DMEL	LOC115771959|XP_030573728.1|DNOV
OG0006440	CG14892|NP_650562.1|DMEL	LOC115771960|XP_030573729.1|DNOV
OG0006441	CG10280|NP_001246942.1|DMEL	LOC115764132|XP_030562863.1|DNOV
OG0006442	CG13634|NP_651285.1|DMEL	LOC115761920|XP_030559798.1|DNOV
OG0006443	CG1307|NP_649675.2|DMEL	LOC115765591|XP_030565100.1|DNOV
OG0006444	spn-A|NP_524583.1|DMEL	LOC115761544|XP_030559186.1|DNOV
OG0006445	tw|NP_569858.1|DMEL	LOC115765094|XP_030564338.1|DNOV
OG0006448	CG5515|NP_651227.2|DMEL	LOC115764100|XP_030562813.1|DNOV
OG0006449	CG13606|NP_001287498.1|DMEL	LOC115764045|XP_030562745.1|DNOV
OG0006450	Sgt|NP_609842.1|DMEL	LOC115760301|XP_030557448.1|DNOV
OG0006451	mei-P26|NP_001356936.1|DMEL	LOC115767056|XP_030567050.1|DNOV
OG0006452	CG11790|NP_651326.1|DMEL	LOC115763372|XP_030561766.1|DNOV
OG0006453	U4-U6-60K|NP_648990.1|DMEL	LOC115771076|XP_030572488.1|DNOV
OG0006454	CG3703|NP_569874.1|DMEL	LOC115767025|XP_030567008.1|DNOV
OG0006455	cpx|NP_001262248.1|DMEL	LOC115763980|XP_030562645.1|DNOV
OG0006456	Vps24|NP_649451.1|DMEL	LOC115759587|XP_030556416.1|DNOV
OG0006457	CG9799|NP_650284.2|DMEL	LOC115761749|XP_030559508.1|DNOV
OG0006459	CG5346|NP_651058.1|DMEL	LOC115764732|XP_030563803.1|DNOV
OG0006460	SMC1|NP_651211.2|DMEL	LOC115764082|XP_030562791.1|DNOV
OG0006461	CG3337|NP_650957.1|DMEL	LOC115764073|XP_030562781.1|DNOV
OG0006462	prt|NP_001097887.1|DMEL	LOC115771828|XP_030573568.1|DNOV
OG0006463	CG6118|NP_001097806.1|DMEL	LOC115771958|XP_030573727.1|DNOV
OG0006464	CG5910|NP_649226.1|DMEL	LOC115770166|XP_030571184.1|DNOV
OG0006465	PIG-K|NP_569968.2|DMEL	LOC115767301|XP_030567396.1|DNOV
OG0006466	HLH3B|NP_525055.1|DMEL	LOC115765376|XP_030564759.1|DNOV
OG0006467	ChT|NP_650743.1|DMEL	LOC115759511|XP_030556314.1|DNOV
OG0006468	mRpS24|NP_524476.1|DMEL	LOC115764015|XP_030562704.1|DNOV
OG0006469	parvin|NP_608352.2|DMEL	LOC115768764|XP_030569313.1|DNOV
OG0006470	IleRS-m|NP_648837.2|DMEL	LOC115770048|XP_030570991.1|DNOV
OG0006471	GatB|NP_651217.2|DMEL	LOC115764062|XP_030562770.1|DNOV
OG0006472	CG13607|NP_651215.1|DMEL	LOC115764133|XP_030562865.1|DNOV
OG0006473	Zasp67|NP_648358.2|DMEL	LOC115769784|XP_030570611.1|DNOV
OG0006474	CG15617|NP_611151.1|DMEL	LOC115764527|XP_030563486.1|DNOV
OG0006475	SmD2|NP_649645.1|DMEL	LOC115763991|XP_030562667.1|DNOV
OG0006476	xit|NP_572355.1|DMEL	LOC115767343|XP_030567454.1|DNOV
OG0006477	Ilp7|NP_570070.1|DMEL	LOC115768357|XP_030568784.1|DNOV
OG0006478	AP-1sigma|NP_651198.1|DMEL	LOC115764723|XP_030563785.1|DNOV
OG0006479	CG31140|NP_001262893.1|DMEL	LOC115764756|XP_030563843.1|DNOV
OG0006480	TTLL12|NP_610325.1|DMEL	LOC115761100|XP_030558586.1|DNOV
OG0006481	Ada1-1|NP_723707.1|DMEL, Ada1-2|NP_723703.1|DMEL	LOC115760201|XP_030557294.1|DNOV
OG0006482	yem|NP_001263054.1|DMEL	LOC115761636|XP_030559327.1|DNOV
OG0006483	CG11069|NP_651307.2|DMEL	LOC115761746|XP_030559503.1|DNOV
OG0006484	CG13643|NP_001262937.1|DMEL	LOC115761454|XP_030559080.1|DNOV
OG0006485	nac|NP_649782.1|DMEL	LOC115764981|XP_030564169.1|DNOV
OG0006486	TkR86C|NP_001097741.1|DMEL	LOC115765734|XP_030565260.1|DNOV
OG0006487	TAF1B|NP_649982.1|DMEL	LOC115771766|XP_030573478.1|DNOV
OG0006488	CG42553|NP_612060.2|DMEL	LOC115769526|XP_030570228.1|DNOV
OG0006489	Inx3|NP_524730.1|DMEL	LOC115757665|XP_030553842.1|DNOV
OG0006490	RhoGAP93B|NP_650939.2|DMEL	LOC115766171|XP_030565872.1|DNOV
OG0006491	tos|NP_477145.1|DMEL	LOC115759762|XP_030556677.1|DNOV
OG0006492	CG11000|NP_001097690.1|DMEL	LOC115771861|XP_030573602.1|DNOV
OG0006493	Fim|NP_728074.1|DMEL	LOC115765128|XP_030564384.1|DNOV
OG0006494	Top1|NP_511161.2|DMEL	LOC115767410|XP_030567545.1|DNOV
OG0006495	CG33172|NP_788911.2|DMEL	LOC115768246|XP_030568635.1|DNOV
OG0006496	Tsc1|NP_477415.1|DMEL	LOC115764067|XP_030562775.1|DNOV
OG0006497	Paip2|NP_524334.1|DMEL	LOC115761600|XP_030559260.1|DNOV
OG0006498	CG7381|NP_650242.1|DMEL	LOC115761319|XP_030558911.1|DNOV
OG0006499	CG34347|NP_001368952.1|DMEL	LOC115771822|XP_030573562.1|DNOV
OG0006500	CG4957|NP_609366.2|DMEL	LOC115758510|XP_030555061.1|DNOV
OG0006501	Tpi|NP_788764.1|DMEL	LOC115761307|XP_030558896.1|DNOV
OG0006502	CG31030|NP_001036775.1|DMEL	LOC115761736|XP_030559481.1|DNOV
OG0006503	Mlc2|NP_524586.1|DMEL	LOC115761572|XP_030559219.1|DNOV
OG0006504	CG1983|NP_651776.2|DMEL	LOC115761256|XP_030558830.1|DNOV
OG0006505	Rnb|NP_651726.1|DMEL	LOC115764950|XP_030564132.1|DNOV
OG0006506	CG32022|NP_729403.1|DMEL	LOC115771003|XP_030572365.1|DNOV
OG0006507	Lgr1|NP_524393.2|DMEL	LOC115767884|XP_030568110.1|DNOV
OG0006508	TyrRII|NP_650651.1|DMEL	LOC115767895|XP_030568125.1|DNOV
OG0006509	CG1504|NP_608382.2|DMEL	LOC115768235|XP_030568620.1|DNOV
OG0006510	cwo|NP_524775.1|DMEL	LOC115761835|XP_030559675.1|DNOV
OG0006511	CG31342|NP_001097763.1|DMEL	LOC115761303|XP_030558890.1|DNOV
OG0006512	Nep4|NP_650904.3|DMEL	LOC115771955|XP_030573719.1|DNOV
OG0006513	CtBP|NP_001262522.1|DMEL	LOC115761536|XP_030559168.1|DNOV
OG0006514	EMC6|NP_651320.1|DMEL	LOC115757686|XP_030553883.1|DNOV
OG0006515	CG6005|NP_650771.1|DMEL	LOC115757684|XP_030553881.1|DNOV
OG0006516	CG13627|NP_651279.1|DMEL	LOC115762012|XP_030559941.1|DNOV
OG0006517	Ppox|NP_651278.2|DMEL	LOC115761978|XP_030559884.1|DNOV
OG0006518	slo|NP_001262924.1|DMEL	LOC115761831|XP_030559643.1|DNOV
OG0006519	CG31126|NP_733027.2|DMEL	LOC115761980|XP_030559887.1|DNOV
OG0006520	CG7920|NP_651762.1|DMEL	LOC115759462|XP_030556256.1|DNOV
OG0006521	MetRS-m|NP_650348.1|DMEL	LOC115764647|XP_030563680.1|DNOV
OG0006522	Tace|NP_733334.1|DMEL	LOC115759406|XP_030556157.1|DNOV
OG0006523	Trs33|NP_650450.1|DMEL	LOC115765047|XP_030564280.1|DNOV
OG0006524	CG11070|NP_609060.1|DMEL	LOC115759869|XP_030556839.1|DNOV
OG0006526	Osi16|NP_731065.1|DMEL	LOC115764186|XP_030562933.1|DNOV
OG0006527	Osi15|NP_649636.1|DMEL	LOC115764037|XP_030562733.1|DNOV
OG0006528	Osi14|NP_649635.1|DMEL	LOC115764188|XP_030562934.1|DNOV
OG0006529	CG15594|NP_731062.1|DMEL	LOC115764189|XP_030562935.1|DNOV
OG0006530	Osi12|NP_649631.1|DMEL	LOC115764190|XP_030562936.1|DNOV
OG0006531	Osi8|NP_649627.1|DMEL	LOC115764137|XP_030562871.1|DNOV
OG0006532	Osi24|NP_649620.2|DMEL	LOC115764148|XP_030562884.1|DNOV
OG0006533	Loxl2|NP_523806.2|DMEL	LOC115759025|XP_030555701.1|DNOV
OG0006534	Trax|NP_732021.2|DMEL	LOC115765022|XP_030564237.1|DNOV
OG0006535	Atg6|NP_651209.1|DMEL	LOC115764087|XP_030562798.1|DNOV
OG0006536	disp|NP_524734.2|DMEL	LOC115757727|XP_030553960.1|DNOV
OG0006537	IntS12|NP_651507.1|DMEL	LOC115757773|XP_030554058.1|DNOV
OG0006538	side|NP_001247334.1|DMEL	LOC115764762|XP_030563858.1|DNOV
OG0006539	CG31051|NP_001263037.1|DMEL	LOC115763978|XP_030562643.1|DNOV
OG0006540	CG31431|NP_732672.1|DMEL	LOC115771751|XP_030573460.1|DNOV
OG0006541	CG11899|NP_652046.1|DMEL	LOC115764229|XP_030563006.1|DNOV
OG0006542	Mesh1|NP_651682.1|DMEL	LOC115764231|XP_030563008.1|DNOV
OG0006543	CG5521|NP_001163748.1|DMEL	LOC115771913|XP_030573662.1|DNOV
OG0006544	Cortactin|NP_524426.2|DMEL	LOC115763815|XP_030562427.1|DNOV
OG0006545	CG13365|NP_569849.1|DMEL	LOC115766417|XP_030566198.1|DNOV
