Orthogroup	DMEL.longest_only	DBUS.longest_only
OG0005683	rad|NP_001285176.1|DMEL	LOC108606541|XP_017852222.1|DBUS
OG0005684	Nmt|NP_523969.1|DMEL	LOC108600109|XP_017842969.2|DBUS
OG0005685	CG3655|NP_001259118.1|DMEL	LOC108605534|XP_017850776.1|DBUS
OG0005686	CG31360|NP_732261.1|DMEL	LOC108602265|XP_017845809.1|DBUS
OG0005687	CG6836|NP_649079.2|DMEL	LOC108601126|XP_017844536.1|DBUS
OG0005688	Prosalpha7|NP_724834.1|DMEL	LOC108595989|XP_017836766.2|DBUS
OG0005689	mldr|NP_572309.2|DMEL	LOC108607044|XP_017853139.1|DBUS
OG0005690	Spps|NP_001262902.1|DMEL	LOC108601508|XP_033149856.1|DBUS
OG0005691	ana1|NP_651268.1|DMEL	LOC108603794|XP_017848379.2|DBUS
OG0005692	CG2794|NP_608533.1|DMEL	LOC108594327|XP_017834966.2|DBUS
OG0005693	sinu|NP_647971.3|DMEL	LOC108598819|XP_017841057.1|DBUS
OG0005694	Nlg4|NP_001369025.1|DMEL	LOC108603728|XP_017848260.1|DBUS
OG0005695	eIF1A|NP_524728.2|DMEL	LOC108602872|XP_017846649.1|DBUS
OG0005696	CG14312|NP_650704.1|DMEL	LOC108602874|XP_017846652.1|DBUS
OG0005697	CG8064|NP_650705.1|DMEL	LOC108602863|XP_017846640.1|DBUS
OG0005698	Prp38|NP_610463.2|DMEL	LOC108597588|XP_017839696.1|DBUS
OG0005699	rha|NP_651390.2|DMEL	LOC108604427|XP_017849384.1|DBUS
OG0005700	CG2841|NP_001284821.1|DMEL	LOC108606937|XP_033150333.1|DBUS
OG0005701	Tgt|NP_608585.1|DMEL	LOC108595587|XP_017836338.1|DBUS
OG0005702	brn|NP_476901.1|DMEL	LOC108605852|XP_017851151.1|DBUS
OG0005703	Xpd|NP_726036.2|DMEL	LOC108595266|XP_017835968.1|DBUS
OG0005704	MKP-4|NP_608332.2|DMEL	LOC108605220|XP_017850317.1|DBUS
OG0005705	CG32032|NP_729454.1|DMEL	LOC108598958|XP_017841217.1|DBUS
OG0005706	Cog2|NP_524366.1|DMEL	LOC108603724|XP_017848254.1|DBUS
OG0005707	Cngl|NP_001245691.1|DMEL	LOC108606657|XP_017852467.1|DBUS
OG0005708	CG14770|NP_569907.1|DMEL	LOC108606738|XP_017852622.1|DBUS
OG0005709	CG11837|NP_651660.1|DMEL	LOC108601726|XP_017845134.1|DBUS
OG0005710	RpS25|NP_524315.2|DMEL	LOC108602804|XP_017846515.1|DBUS
OG0005711	Fibp|NP_001368936.1|DMEL	LOC108600990|XP_017844342.1|DBUS
OG0005712	Cog3|NP_608779.1|DMEL	LOC108608080|XP_017854764.1|DBUS
OG0005713	dysf|NP_733137.3|DMEL	LOC108601754|XP_017845166.1|DBUS
OG0005714	polybromo|NP_651288.1|DMEL	LOC108604441|XP_017849408.1|DBUS
OG0005715	alt|NP_650645.1|DMEL	LOC108603736|XP_017848274.1|DBUS
OG0005716	bel|NP_001262379.1|DMEL	LOC108604156|XP_033149891.1|DBUS
OG0005717	CG1116|NP_730894.2|DMEL	LOC108604097|XP_017848868.1|DBUS
OG0005718	CG3817|NP_650405.2|DMEL	LOC108604639|XP_017849678.1|DBUS
OG0005719	CG6073|NP_651468.1|DMEL	LOC108604185|XP_017849021.1|DBUS
OG0005720	DNaseII|NP_650672.1|DMEL	LOC108602200|XP_017845738.1|DBUS
OG0005721	CG31324|NP_733138.1|DMEL	LOC108604219|XP_017849073.1|DBUS
OG0005722	Gld|NP_001350861.1|DMEL	LOC108604785|XP_017849872.1|DBUS
OG0005723	CG2663|NP_730931.1|DMEL	LOC108602164|XP_017845686.1|DBUS
OG0005724	Hsl|NP_611463.1|DMEL	LOC108596577|XP_017837990.1|DBUS
OG0005725	sll|NP_524389.1|DMEL	LOC108602020|XP_017845512.1|DBUS
OG0005726	Sclp|NP_001259475.1|DMEL	LOC108605608|XP_017850874.1|DBUS
OG0005727	sas|NP_731141.1|DMEL	LOC108603984|XP_017848700.1|DBUS
OG0005728	P58IPK|NP_649916.1|DMEL	LOC108601676|XP_017845074.1|DBUS
OG0005729	CG8312|NP_649918.1|DMEL	LOC108601250|XP_033149890.1|DBUS
OG0005730	CAHbeta|NP_649849.1|DMEL	LOC108601738|XP_017845147.1|DBUS
OG0005731	RagA-B|NP_649850.1|DMEL	LOC108601737|XP_017845146.1|DBUS
OG0005732	aurA|NP_476749.1|DMEL	LOC108603510|XP_017847876.1|DBUS
OG0005733	CG12213|NP_001097754.1|DMEL	LOC108603509|XP_017847872.1|DBUS
OG0005734	Nup358|NP_001247302.1|DMEL	LOC108603746|XP_017848308.1|DBUS
OG0005735	Nep2|NP_001246914.1|DMEL	LOC108603423|XP_017847713.1|DBUS
OG0005736	Wdr33|NP_730982.1|DMEL	LOC108603424|XP_017847719.1|DBUS
OG0005737	Scm|NP_731385.1|DMEL	LOC108604442|XP_017849409.1|DBUS
OG0005738	CG6959|NP_001138037.1|DMEL	LOC108604202|XP_017849045.1|DBUS
OG0005739	CG10898|NP_650083.1|DMEL	LOC108604089|XP_017848857.1|DBUS
OG0005740	Cul5|NP_651665.2|DMEL	LOC108604754|XP_017849831.1|DBUS
OG0005741	PSMG1|NP_649590.1|DMEL	LOC108601786|XP_017845201.1|DBUS
OG0005742	CG7168|NP_650695.1|DMEL	LOC108601948|XP_017845421.1|DBUS
OG0005743	mRpS18A|NP_731252.1|DMEL	LOC108602044|XP_017845541.1|DBUS
OG0005744	CG11980|NP_649857.1|DMEL	LOC108601731|XP_017845141.1|DBUS
OG0005745	mtd|NP_001246928.1|DMEL	LOC108602914|XP_017846714.1|DBUS
OG0005746	CG11999|NP_649527.1|DMEL	LOC108604623|XP_017849660.1|DBUS
OG0005747	CG1172|NP_649534.1|DMEL	LOC108602205|XP_017845741.1|DBUS
OG0005748	CG7218|NP_650678.1|DMEL	LOC108601941|XP_017845410.1|DBUS
OG0005749	Pits|NP_001138192.1|DMEL	LOC108605148|XP_017850211.1|DBUS
OG0005750	Sym|NP_649580.1|DMEL	LOC108603707|XP_017848236.1|DBUS
OG0005751	Rpn12|NP_648904.1|DMEL	LOC108599982|XP_017842743.2|DBUS
OG0005752	mRpL34|NP_001036552.1|DMEL	LOC108596915|XP_017838612.1|DBUS
OG0005753	FIG4|NP_608841.1|DMEL	LOC108608174|XP_033148916.1|DBUS
OG0005754	ste24a|NP_611175.1|DMEL	LOC108596052|XP_017836934.1|DBUS
OG0005755	Alas|NP_477281.1|DMEL	LOC108595153|XP_017835807.1|DBUS
OG0005756	CG16790|NP_649911.1|DMEL	LOC108602976|XP_017846850.1|DBUS
OG0005757	CG31460|NP_731253.1|DMEL	LOC108602043|XP_017845540.1|DBUS
OG0005758	Kat60|NP_001262276.1|DMEL	LOC108604096|XP_017848866.1|DBUS
OG0005759	hyd|NP_001287262.1|DMEL	LOC108602740|XP_017846380.1|DBUS
OG0005760	l_3_neo38|NP_001262485.1|DMEL	LOC108601714|XP_017845120.1|DBUS
OG0005761	Ire1|NP_001097839.1|DMEL	LOC108603973|XP_017848673.1|DBUS
OG0005762	r-l|NP_524427.1|DMEL	LOC108602853|XP_017846616.1|DBUS
OG0005763	CG15908|NP_610220.1|DMEL	LOC108597746|XP_017839942.1|DBUS
OG0005764	jagn|NP_649585.1|DMEL	LOC108603514|XP_017847892.1|DBUS
OG0005765	Sec8|NP_730996.2|DMEL	LOC108603511|XP_017847878.1|DBUS
OG0005766	tinc|NP_788686.1|DMEL	LOC108603583|XP_017848012.1|DBUS
OG0005767	CG5191|NP_650893.2|DMEL	LOC108603491|XP_017847835.1|DBUS
OG0005768	CG14439|NP_572347.1|DMEL	LOC108606932|XP_017852972.1|DBUS
OG0005769	asl|NP_649557.2|DMEL	LOC108603191|XP_017847257.1|DBUS
OG0005770	obe|NP_650472.2|DMEL	LOC108601646|XP_017845034.1|DBUS
OG0005771	Vps16B|NP_651731.1|DMEL	LOC108603128|XP_017847137.1|DBUS
OG0005772	CG9630|NP_649777.1|DMEL	LOC108603847|XP_017848489.1|DBUS
OG0005773	CG5013|NP_650520.1|DMEL	LOC108602488|XP_017846102.1|DBUS
OG0005774	CG5281|NP_650076.1|DMEL	LOC108602325|XP_017845901.1|DBUS
OG0005775	Rab8|NP_524172.1|DMEL	LOC108600972|XP_017844322.2|DBUS
OG0005776	CG34039|NP_001034012.2|DMEL	LOC108600906|XP_017844221.1|DBUS
OG0005777	mRpL51|NP_609239.1|DMEL	LOC108597587|XP_017839699.1|DBUS
OG0005778	Pif1A|NP_001189195.2|DMEL	LOC108602887|XP_017846677.1|DBUS
OG0005779	Atx2|NP_732033.1|DMEL	LOC108603893|XP_017848556.1|DBUS
OG0005780	Sema5c|NP_611293.3|DMEL	LOC108600783|XP_017844041.1|DBUS
OG0005781	CG14142|NP_648447.2|DMEL	LOC108600613|XP_017843780.1|DBUS
OG0005782	Alg10|NP_729680.1|DMEL	LOC108600740|XP_017843974.1|DBUS
OG0005783	Lsm10|NP_610615.1|DMEL	LOC108596158|XP_017837152.1|DBUS
OG0005784	SppL|NP_001163740.1|DMEL	LOC108601790|XP_017845214.1|DBUS
OG0005785	Lnk|NP_001287536.1|DMEL	LOC108603959|XP_017848645.1|DBUS
OG0005786	DCAF12|NP_650145.1|DMEL	LOC108602105|XP_017845618.1|DBUS
OG0005787	MED31|NP_649483.1|DMEL	LOC108604699|XP_017849747.1|DBUS
OG0005788	Usp20-33|NP_610943.2|DMEL	LOC108597534|XP_017839623.1|DBUS
OG0005789	MED21|NP_001015223.1|DMEL	LOC108602449|XP_017846059.1|DBUS
OG0005790	ncd|NP_476651.1|DMEL	LOC108603123|XP_017847131.1|DBUS
OG0005791	SIDL|NP_650431.1|DMEL	LOC108603841|XP_017848478.1|DBUS
OG0005792	CG4210|NP_650430.1|DMEL	LOC108603843|XP_017848481.1|DBUS
OG0005793	pnr|NP_476685.1|DMEL	LOC108601992|XP_017845478.1|DBUS
OG0005794	ix|NP_610677.1|DMEL	LOC108597258|XP_017839204.1|DBUS
OG0005795	CG14883|NP_650547.1|DMEL	LOC108601670|XP_017845061.1|DBUS
OG0005796	Papss|NP_730460.1|DMEL	LOC108600100|XP_017842958.1|DBUS
OG0005797	ATPsynB|NP_524011.1|DMEL	LOC108601033|XP_017844401.1|DBUS
OG0005798	mRpL47|NP_788610.1|DMEL	LOC108603441|XP_017847754.1|DBUS
OG0005799	CG2747|NP_001262364.1|DMEL	LOC108602805|XP_017846516.1|DBUS
OG0005800	CG3223|NP_649758.1|DMEL	LOC108603602|XP_017848038.1|DBUS
OG0005801	CG10435|NP_649759.1|DMEL	LOC108603601|XP_017848036.1|DBUS
OG0005802	CG9593|NP_650493.2|DMEL	LOC108601594|XP_017844983.1|DBUS
OG0005803	mura|NP_731367.2|DMEL	LOC108603379|XP_017847636.1|DBUS
OG0005804	CG7785|NP_650673.1|DMEL	LOC108602253|XP_017845795.1|DBUS
OG0005805	Letm1|NP_611922.1|DMEL	LOC108597269|XP_017839220.1|DBUS
OG0005806	CG18528|NP_651251.3|DMEL	LOC108604739|XP_017849810.1|DBUS
OG0005807	CG17780|NP_732995.1|DMEL	LOC108601526|XP_017844914.1|DBUS
OG0005808	CG12398|NP_572985.1|DMEL	LOC108604915|XP_017849974.1|DBUS
OG0005809	CG13926|NP_647633.1|DMEL	LOC108599528|XP_017841892.1|DBUS
OG0005810	CG10903|NP_649762.1|DMEL	LOC108602813|XP_017846533.1|DBUS
OG0005811	CG11035|NP_649763.1|DMEL	LOC108602814|XP_017846534.1|DBUS
OG0005812	RhoL|NP_001247003.1|DMEL	LOC108604710|XP_017849768.1|DBUS
OG0005813	Art4|NP_649963.1|DMEL	LOC108603417|XP_017847701.1|DBUS
OG0005814	CG1239|NP_649577.1|DMEL	LOC108603608|XP_017848044.1|DBUS
OG0005815	sced|NP_001260728.1|DMEL	LOC108595168|XP_017835829.1|DBUS
OG0005816	Med|NP_524610.1|DMEL	LOC108603548|XP_017847953.1|DBUS
OG0005817	Mcm2|NP_477121.1|DMEL	LOC108603846|XP_017848486.1|DBUS
OG0005818	fid|NP_651453.3|DMEL	LOC108604686|XP_017849731.1|DBUS
OG0005819	CG10098|NP_649694.1|DMEL	LOC108601688|XP_017845087.1|DBUS
OG0005820	CG10068|NP_649695.1|DMEL	LOC108601689|XP_017845088.1|DBUS
OG0005821	Dpck|NP_649692.2|DMEL	LOC108601667|XP_017845057.1|DBUS
OG0005822	Coprox|NP_524777.1|DMEL	LOC108600288|XP_017843252.1|DBUS
OG0005823	CG5800|NP_573230.1|DMEL	LOC108605204|XP_017850295.1|DBUS
OG0005824	CycC|NP_476848.1|DMEL	LOC108603110|XP_017847104.1|DBUS
OG0005825	CG7394|NP_001137933.1|DMEL	LOC108599807|XP_017842372.1|DBUS
OG0005826	Alg-2|NP_001104459.2|DMEL	LOC108602398|XP_017845998.1|DBUS
OG0005827	CG4743|NP_651415.1|DMEL	LOC108602228|XP_017845763.1|DBUS
OG0005828	Sf3b6|NP_648037.1|DMEL	LOC108599683|XP_017842165.1|DBUS
OG0005829	CG8223|NP_649828.1|DMEL	LOC108603632|XP_017848080.1|DBUS
OG0005830	Ras64B|NP_523917.2|DMEL	LOC108600036|XP_017842866.1|DBUS
OG0005831	nab|NP_001014557.3|DMEL	LOC108598115|XP_017840221.1|DBUS
OG0005832	mas|NP_523919.1|DMEL	LOC108598114|XP_017840220.1|DBUS
OG0005833	CG43367|NP_001189048.2|DMEL	LOC108599781|XP_017842328.1|DBUS
OG0005834	Cpr64Ac|NP_647874.1|DMEL	LOC108599784|XP_017842332.2|DBUS
OG0005835	CG14997|NP_647877.1|DMEL	LOC108600251|XP_017841069.1|DBUS
OG0005836	CG18265|NP_648982.1|DMEL	LOC108598289|XP_033149370.1|DBUS
OG0005837	Golgin84|NP_651250.2|DMEL	LOC108603376|XP_017847633.1|DBUS
OG0005838	pasi1|NP_650655.1|DMEL	LOC108601795|XP_017845220.1|DBUS
OG0005839	Tnpo-SR|NP_001259961.1|DMEL	LOC108594448|XP_017835111.2|DBUS
OG0005840	mTerf5|NP_650693.1|DMEL	LOC108604802|XP_017849893.1|DBUS
OG0005841	Nlg3|NP_001036685.2|DMEL	LOC108604364|XP_017849294.1|DBUS
OG0005842	CG14812|NP_569946.1|DMEL	LOC108606154|XP_017851496.1|DBUS
OG0005843	dlp|NP_524071.2|DMEL	LOC108601152|XP_033149623.1|DBUS
OG0005844	Uggt|NP_524151.2|DMEL	LOC108599880|XP_017842547.1|DBUS
OG0005845	rtp|NP_649520.1|DMEL	LOC108602871|XP_017846648.1|DBUS
OG0005846	pyd|NP_001246998.1|DMEL	LOC108603224|XP_017847311.2|DBUS
OG0005847	Kcmf1|NP_731305.2|DMEL	LOC108604001|XP_017848730.1|DBUS
OG0005848	vap|NP_523361.1|DMEL	LOC108606631|XP_017852407.1|DBUS
OG0005849	eag|NP_001036275.1|DMEL	LOC108606576|XP_017852288.1|DBUS
OG0005850	dpr18|NP_573102.1|DMEL	LOC108605702|XP_017850983.1|DBUS
OG0005851	CG13773|NP_609081.1|DMEL	LOC108608118|XP_017854836.1|DBUS
OG0005852	Irbp|NP_536773.1|DMEL	LOC108601690|XP_017845089.1|DBUS
OG0005853	CG32554|NP_728102.1|DMEL	LOC108605124|XP_017850176.1|DBUS
OG0005854	ImpE3|NP_524908.1|DMEL	LOC108602812|XP_017846532.1|DBUS
OG0005855	CG42594|NP_001162668.2|DMEL	LOC108607094|XP_033150264.1|DBUS
OG0005856	shi|NP_001259588.1|DMEL	LOC108606414|XP_017851993.1|DBUS
OG0005857	Surf6|NP_524408.1|DMEL	LOC108603452|XP_017847772.1|DBUS
OG0005858	KLHL18|NP_650143.1|DMEL	LOC108601832|XP_017845261.1|DBUS
OG0005859	CG5828|NP_608907.1|DMEL	LOC108597644|XP_017839787.2|DBUS
OG0005860	lap|NP_001163538.1|DMEL	LOC108603312|XP_017847498.1|DBUS
OG0005861	faf|NP_524612.2|DMEL	LOC108603361|XP_017847599.1|DBUS
OG0005862	mtt|NP_001260806.1|DMEL	LOC108596655|XP_017838130.1|DBUS
OG0005863	Pi3K59F|NP_477133.1|DMEL	LOC108597406|XP_017839442.1|DBUS
OG0005864	CG8379|NP_996185.1|DMEL	LOC108601905|XP_017845370.1|DBUS
OG0005865	Syx18|NP_524485.1|DMEL	LOC108603499|XP_017847854.1|DBUS
OG0005866	CG13197|NP_610696.1|DMEL	LOC108595411|XP_017836128.1|DBUS
OG0005867	CG13258|NP_001246041.1|DMEL	LOC108594664|XP_017835297.2|DBUS
OG0005868	CG12863|NP_610973.3|DMEL	LOC108597517|XP_017839599.1|DBUS
OG0005869	mRpL30|NP_525073.1|DMEL	LOC108605693|XP_017850974.1|DBUS
OG0005870	CG3857|NP_996330.1|DMEL	LOC108605306|XP_017850465.1|DBUS
OG0005871	CG15747|NP_727694.1|DMEL	LOC108605219|XP_017850316.1|DBUS
OG0005872	ND-42|NP_524445.1|DMEL	LOC108602899|XP_017846695.1|DBUS
OG0005873	beag|NP_649865.1|DMEL	LOC108604070|XP_017848827.1|DBUS
OG0005874	Graf|NP_996441.2|DMEL	LOC108606787|XP_017852716.1|DBUS
OG0005875	sand|NP_610349.1|DMEL	LOC108597653|XP_017839796.1|DBUS
OG0005876	bi|NP_001259238.1|DMEL	LOC108606789|XP_017852720.1|DBUS
OG0005877	eIF5|NP_573098.1|DMEL	LOC108605303|XP_033150426.1|DBUS
OG0005878	hwt|NP_001259484.1|DMEL	LOC108605107|XP_033150409.1|DBUS
OG0005879	Mvb12|NP_573268.1|DMEL	LOC108605755|XP_017851044.1|DBUS
OG0005880	S1P|NP_649337.2|DMEL	LOC108598336|XP_033149616.1|DBUS
OG0005881	NHP2|NP_651965.1|DMEL	LOC108599250|XP_017841535.1|DBUS
OG0005882	CalpC|NP_573118.2|DMEL	LOC108607002|XP_017853069.1|DBUS
OG0005883	DIP2|NP_612019.2|DMEL	LOC108599692|XP_017842175.1|DBUS
OG0005884	CG10584|NP_649278.1|DMEL	LOC108600342|XP_017843354.2|DBUS
OG0005885	CG8833|NP_648669.1|DMEL	LOC108598541|XP_017840713.2|DBUS
OG0005886	Su_z_12|NP_730465.1|DMEL	LOC108600866|XP_017844161.1|DBUS
OG0005887	Helz|NP_001261848.1|DMEL	LOC108600231|XP_017843148.1|DBUS
OG0005888	jim|NP_001262221.1|DMEL	LOC108600483|XP_017843593.1|DBUS
OG0005889	CG10948|NP_729844.1|DMEL	LOC108600854|XP_017844145.2|DBUS
OG0005890	Pop1|NP_572236.3|DMEL	LOC108607100|XP_017853215.1|DBUS
OG0005891	CG18815|NP_001261719.1|DMEL	LOC108598507|XP_017840666.1|DBUS
OG0005892	mtTFB1|NP_648499.1|DMEL	LOC108600552|XP_017843702.2|DBUS
OG0005893	Prp31|NP_648756.1|DMEL	LOC108600985|XP_017844337.1|DBUS
OG0005894	CG7011|NP_648758.1|DMEL	LOC108600986|XP_017844338.1|DBUS
OG0005895	CG6878|NP_648757.1|DMEL	LOC108600987|XP_017844339.1|DBUS
OG0005896	l_3_77CDf|NP_649242.1|DMEL	LOC108600762|XP_017844011.2|DBUS
OG0005897	CG10738|NP_729905.2|DMEL	LOC108600704|XP_017843922.1|DBUS
OG0005898	CG6227|NP_573020.2|DMEL	LOC108606834|XP_017852808.1|DBUS
OG0005899	Inos|NP_477405.1|DMEL	LOC108596457|XP_017837694.1|DBUS
OG0005900	Ipk2|NP_608535.1|DMEL	LOC108599817|XP_017842409.2|DBUS
OG0005901	PIG-M|NP_611600.1|DMEL	LOC108597376|XP_017839399.1|DBUS
OG0005902	CG8531|NP_610945.1|DMEL	LOC108595129|XP_017835780.1|DBUS
OG0005903	SdhC|NP_001262472.1|DMEL	LOC108603574|XP_017847987.1|DBUS
OG0005904	CG10214|NP_651184.1|DMEL	LOC108603349|XP_017847571.1|DBUS
OG0005905	Ac76E|NP_001246838.1|DMEL	LOC108600651|XP_017843835.2|DBUS
OG0005906	fz2|NP_001262037.1|DMEL	LOC108600350|XP_017843363.2|DBUS
OG0005907	CG14183|NP_649172.3|DMEL	LOC108600913|XP_017844234.2|DBUS
OG0005908	Arl1|NP_524098.2|DMEL	LOC108599513|XP_017841871.1|DBUS
OG0005909	CG43980|NP_001262185.1|DMEL	LOC108600692|XP_033149485.1|DBUS
OG0005910	Lis-1|NP_477160.1|DMEL	LOC108597045|XP_017838833.1|DBUS
OG0005911	CG8441|NP_611094.1|DMEL	LOC108596777|XP_017838365.1|DBUS
OG0005912	CG44242|NP_001188957.1|DMEL	LOC108597015|XP_017838784.1|DBUS
OG0005913	Gclm|NP_732780.1|DMEL	LOC108602099|XP_017845612.1|DBUS
OG0005914	Sox15|NP_523739.2|DMEL	LOC108595099|XP_017835743.2|DBUS
OG0005915	VGAT|NP_610938.1|DMEL	LOC108597773|XP_017839977.1|DBUS
OG0005916	CG34396|NP_611547.2|DMEL	LOC108597748|XP_017839944.1|DBUS
OG0005917	CG7137|NP_611400.1|DMEL	LOC108595642|XP_017836402.1|DBUS
OG0005918	CG10932|NP_572414.1|DMEL	LOC108605663|XP_017850939.1|DBUS
OG0005919	CG30340|NP_724812.2|DMEL	LOC108594673|XP_017835263.2|DBUS
OG0005920	Mlf|NP_995847.1|DMEL	LOC108597150|XP_017839038.1|DBUS
OG0005921	CG2021|NP_647660.1|DMEL	LOC108599463|XP_017841788.1|DBUS
OG0005922	CG14803|NP_569950.1|DMEL	LOC108606504|XP_017852159.1|DBUS
OG0005923	viaf|NP_524032.2|DMEL	LOC108599447|XP_017841767.2|DBUS
OG0005924	endos|NP_648684.1|DMEL	LOC108599451|XP_017841771.1|DBUS
OG0005925	Ent3|NP_648608.2|DMEL	LOC108598551|XP_033149414.1|DBUS
OG0005926	GIIIspla2|NP_572454.2|DMEL	LOC108606966|XP_017853017.1|DBUS
OG0005927	Rab23|NP_649574.1|DMEL	LOC108603420|XP_017847710.1|DBUS
OG0005928	CG15309|NP_001096936.1|DMEL	LOC108605557|XP_017850809.1|DBUS
OG0005929	Oseg4|NP_647653.1|DMEL	LOC108601149|XP_017844567.1|DBUS
OG0005930	CG13196|NP_610695.1|DMEL	LOC108594700|XP_017835329.1|DBUS
OG0005931	Debcl|NP_788278.1|DMEL	LOC108597027|XP_017838803.1|DBUS
OG0005932	Synj|NP_569729.1|DMEL	LOC108597278|XP_017839233.2|DBUS
OG0005933	CG8243|NP_610424.1|DMEL	LOC108597703|XP_017839878.1|DBUS
OG0005934	Spred|NP_001260979.1|DMEL	LOC108597058|XP_033151010.1|DBUS
OG0005935	SPoCk|NP_001262220.1|DMEL	LOC108600423|XP_017843276.2|DBUS
OG0005936	Fgop2|NP_609084.1|DMEL	LOC108606827|XP_017852803.1|DBUS
OG0005937	l_3_04053|NP_649414.1|DMEL	LOC108600550|XP_017843698.1|DBUS
OG0005938	CG8910|NP_611167.2|DMEL	LOC108595270|XP_017835972.2|DBUS
OG0005939	mRpS25|NP_511153.1|DMEL	LOC108605832|XP_017851128.1|DBUS
OG0005940	CG10082|NP_726095.2|DMEL	LOC108596161|XP_017837154.1|DBUS
OG0005941	GlyT|NP_611836.2|DMEL	LOC108596614|XP_017838044.1|DBUS
OG0005942	Pld|NP_001137610.1|DMEL	LOC108597164|XP_017839064.1|DBUS
OG0005943	jing|NP_001097200.1|DMEL	LOC108596212|XP_017837225.1|DBUS
OG0005944	Trap1|NP_477439.2|DMEL	LOC108596416|XP_017837620.2|DBUS
OG0005945	CG12325|NP_610618.1|DMEL	LOC108597446|XP_017839500.1|DBUS
OG0005946	CG8646|NP_610807.3|DMEL	LOC108596315|XP_017837412.1|DBUS
OG0005947	Alk|NP_652600.1|DMEL	LOC108597121|XP_033148923.1|DBUS
OG0005948	mRpL21|NP_649095.2|DMEL	LOC108599176|XP_017841452.2|DBUS
OG0005949	Atox1|NP_001262184.1|DMEL	LOC108599141|XP_017841418.1|DBUS
OG0005950	CG6201|NP_609489.1|DMEL	LOC108602886|XP_017846679.1|DBUS
OG0005951	dpr6|NP_001287018.1|DMEL	LOC108600684|XP_017843881.1|DBUS
OG0005952	l_2_gd1|NP_001245976.1|DMEL	LOC108608007|XP_017854659.1|DBUS
OG0005953	Mpp6|NP_523609.3|DMEL	LOC108599476|XP_017841809.1|DBUS
OG0005954	CG9246|NP_610095.1|DMEL	LOC108608519|XP_017855410.2|DBUS
OG0005955	Son|NP_649914.1|DMEL	LOC108603874|XP_017848535.1|DBUS
OG0005956	Smurf|NP_523779.1|DMEL	LOC108596998|XP_033151006.1|DBUS
OG0005957	CG13625|NP_651272.1|DMEL	LOC108604535|XP_017849539.1|DBUS
OG0005958	CG5913|NP_651439.2|DMEL	LOC108603960|XP_017848650.1|DBUS, LOC108606671|XP_017852493.1|DBUS
OG0005959	CG4537|NP_001097135.1|DMEL	LOC108598753|XP_017840981.1|DBUS
OG0005960	CG7326|NP_573335.1|DMEL	LOC108606464|XP_017852076.1|DBUS
OG0005961	Shark|NP_524743.2|DMEL	LOC108597719|XP_017839899.1|DBUS
OG0005962	CG34199|NP_001097380.1|DMEL	LOC108595868|XP_017836649.1|DBUS
OG0005964	CngB|NP_611607.2|DMEL	LOC108596386|XP_017837546.1|DBUS
OG0005965	CG30010|NP_724847.2|DMEL	LOC108595994|XP_017836770.1|DBUS
OG0005966	ana3|NP_610765.1|DMEL	LOC108597343|XP_017839337.1|DBUS
OG0005967	RpS18|NP_476964.1|DMEL	LOC108596582|XP_017837993.1|DBUS
OG0005968	Ate1|NP_001261101.1|DMEL	LOC108595172|XP_017835836.1|DBUS
OG0005969	alpha-Catr|NP_726389.4|DMEL	LOC108596753|XP_017838321.1|DBUS
OG0005970	CG11811|NP_648408.1|DMEL	LOC108598418|XP_017840534.1|DBUS
OG0005971	mRpL53|NP_725343.1|DMEL	LOC108596059|XP_017836943.1|DBUS
OG0005972	fbl|NP_524870.1|DMEL	LOC108599971|XP_017842724.1|DBUS
OG0005973	Prp3|NP_649156.1|DMEL	LOC108599125|XP_017841404.1|DBUS
OG0005974	eRF1|NP_001262105.1|DMEL	LOC108599670|XP_017842140.1|DBUS
OG0005975	CG5498|NP_730525.2|DMEL	LOC108599972|XP_017842730.1|DBUS
OG0005976	Tgs1|NP_732316.2|DMEL	LOC108601906|XP_017845371.1|DBUS
OG0005977	maf-S|NP_001286639.1|DMEL	LOC108595021|XP_017835644.1|DBUS
OG0005978	CG6984|NP_611187.1|DMEL	LOC108596762|XP_017838337.1|DBUS
OG0005979	Spt-I|NP_610842.1|DMEL	LOC108595197|XP_017835873.1|DBUS
OG0005980	CG11123|NP_610276.1|DMEL	LOC108596456|XP_017837692.1|DBUS
OG0005981	CkIIbeta|NP_996415.1|DMEL	LOC108606236|XP_017851660.1|DBUS
OG0005982	CG11141|NP_610282.1|DMEL	LOC108597545|XP_017839638.1|DBUS
OG0005983	CG14234|NP_001356951.1|DMEL	LOC108605722|XP_017851004.1|DBUS
OG0005984	wcy|NP_001259636.1|DMEL	LOC108606928|XP_017852966.1|DBUS
OG0005985	CG11122|NP_572685.2|DMEL	LOC108605073|XP_033150300.1|DBUS
OG0005986	Arp8|NP_573251.1|DMEL	LOC108606325|XP_017851833.1|DBUS
OG0005987	l_1_G0289|NP_572621.1|DMEL	LOC108605472|XP_017850648.1|DBUS
OG0005988	Sln|NP_610706.1|DMEL	LOC108597128|XP_017839001.2|DBUS
OG0005989	fl_2_d|NP_523732.2|DMEL	LOC108597143|XP_017839024.1|DBUS
OG0005990	Nup75|NP_611300.2|DMEL	LOC108596378|XP_017837537.1|DBUS
OG0005991	Pgi|NP_523663.1|DMEL	LOC108595474|XP_017836213.1|DBUS
