Orthogroup	DPER.longest_only	AEAL.longest_only
OG0003211	LOC6590543|XP_002016224.2|DPER	LOC109410722|XP_019539786.2|AEAL, LOC109410613|XP_029731607.1|AEAL
OG0003212	LOC6591486|XP_002017380.1|DPER	LOC115267945|XP_029731610.1|AEAL
OG0003213	LOC6590698|XP_002016056.1|DPER	LOC109410636|XP_019539702.2|AEAL
OG0003214	LOC6592456|XP_026842310.1|DPER	LOC115256126|XP_029710241.1|AEAL, LOC109410643|XP_029731620.1|AEAL
OG0003215	LOC6592535|XP_002018310.1|DPER	LOC109410645|XP_019539723.1|AEAL, LOC115256125|XP_029710240.1|AEAL, LOC109433500|XP_029710242.1|AEAL
OG0003216	LOC6592476|XP_026841193.1|DPER	LOC109410650|XP_029731634.1|AEAL
OG0003217	LOC113565061|XP_026841104.1|DPER	LOC109426040|XP_019557024.2|AEAL
OG0003218	LOC6595749|XP_026845552.1|DPER	LOC115268057|XP_029731842.1|AEAL, LOC109426004|XP_019556975.2|AEAL
OG0003219	LOC6595844|XP_026845510.1|DPER	LOC109425996|XP_019556967.2|AEAL, LOC115268038|XP_029731807.1|AEAL
OG0003220	LOC6589711|XP_026844146.1|DPER	LOC109407637|XP_029731784.1|AEAL, LOC109407636|XP_029731876.1|AEAL
OG0003221	LOC6598495|XP_002023583.1|DPER	LOC109425944|XP_019556894.2|AEAL, LOC115259233|XP_029715625.1|AEAL
OG0003222	LOC6589923|XP_026841344.1|DPER	LOC109425936|XP_029731902.1|AEAL, LOC109407615|XP_029732260.1|AEAL
OG0003223	LOC6590451|XP_026841280.1|DPER	LOC109407582|XP_029720486.1|AEAL, LOC109425845|XP_029731953.1|AEAL, LOC115253866|XP_029733648.1|AEAL
OG0003224	LOC6589901|XP_026840703.1|DPER	LOC109425768|XP_029720458.1|AEAL, LOC115262225|XP_029720471.1|AEAL, LOC109407509|XP_029720477.1|AEAL
OG0003225	LOC6589131|XP_026844802.1|DPER	LOC115258942|XP_029715323.1|AEAL, LOC115259168|XP_029715544.1|AEAL, LOC115256216|XP_029710341.1|AEAL, LOC115266439|XP_029728529.1|AEAL
OG0003250	LOC6587384|XP_026839908.1|DPER	LOC109413227|XP_029729867.1|AEAL, LOC109402164|XP_019530338.2|AEAL, LOC115267166|XP_029729868.1|AEAL
OG0003251	LOC6598682|XP_002023769.2|DPER	LOC109413228|XP_019542500.2|AEAL, LOC115267165|XP_029729866.1|AEAL
OG0003252	LOC6594876|XP_002020115.1|DPER	LOC109413224|XP_019542495.2|AEAL, LOC109405393|XP_019533999.2|AEAL, LOC115267169|XP_029729872.1|AEAL
OG0003253	LOC6598713|XP_002023892.2|DPER	LOC109431066|XP_019562748.2|AEAL
OG0003254	LOC6594506|XP_026851036.1|DPER	LOC109430080|XP_029713348.1|AEAL, LOC109430752|XP_029712847.1|AEAL, LOC109431063|XP_019562745.2|AEAL, LOC109405395|XP_019534000.2|AEAL
OG0003255	LOC6594892|XP_002019989.1|DPER	LOC115259203|XP_029715578.1|AEAL, LOC115255661|XP_029709625.1|AEAL, LOC109405341|XP_019533940.2|AEAL
OG0003256	LOC6587465|XP_002013051.1|DPER	LOC109397825|XP_019525700.2|AEAL, LOC115255622|XP_029709572.1|AEAL, LOC109405346|XP_019533945.2|AEAL
OG0003257	LOC6599195|XP_026848229.1|DPER	LOC109413204|XP_029710438.1|AEAL, LOC109424928|XP_029708429.1|AEAL
OG0003258	LOC6595671|XP_002020731.2|DPER, LOC6599451|XP_002024515.1|DPER	LOC109424954|XP_029710511.1|AEAL
OG0003259	LOC6597792|XP_026846543.1|DPER	LOC109431073|XP_019562761.2|AEAL
OG0003260	LOC6603091|XP_002028101.1|DPER	LOC109431120|XP_019562845.2|AEAL, LOC115261062|XP_029718295.1|AEAL
OG0003261	LOC6594380|XP_002019294.1|DPER	LOC109431086|XP_029718298.1|AEAL, LOC109424975|XP_019555719.2|AEAL
OG0003262	LOC113565078|XP_026841305.1|DPER	LOC109431125|XP_029711855.1|AEAL, LOC115256842|XP_029711723.1|AEAL
OG0003263	LOC6597245|XP_026846460.1|DPER	LOC109415659|XP_029711785.1|AEAL, LOC109431127|XP_019562856.2|AEAL, LOC115256345|XP_029710531.1|AEAL, LOC115254562|XP_029708032.1|AEAL
OG0003264	LOC6600106|XP_002025334.1|DPER	LOC115256402|XP_029710735.1|AEAL, LOC109415811|XP_019545292.2|AEAL
OG0003265	LOC6598019|XP_002023211.1|DPER	LOC109431172|XP_019562925.2|AEAL
OG0003266	LOC6593931|XP_002019260.1|DPER	LOC109424773|XP_029711192.1|AEAL, LOC109417220|XP_029711195.1|AEAL
OG0003267	LOC6603071|XP_026847123.1|DPER	LOC109433651|XP_029732668.1|AEAL, LOC115256879|XP_029711830.1|AEAL, LOC109424767|XP_029715509.1|AEAL
OG0003268	LOC6587578|XP_026850514.1|DPER	LOC115255675|XP_029709637.1|AEAL, LOC115256633|XP_029711327.1|AEAL, LOC109433660|XP_029733839.1|AEAL
OG0003269	LOC6595140|XP_002020306.1|DPER	LOC115256416|XP_029710784.1|AEAL, LOC109433659|XP_019565660.2|AEAL, LOC109403485|XP_029733838.1|AEAL
OG0003270	LOC6597085|XP_026845458.1|DPER	LOC109403484|XP_029709640.1|AEAL, LOC109433643|XP_029732664.1|AEAL, LOC115256584|XP_029711222.1|AEAL
OG0003271	LOC6601987|XP_026846862.1|DPER	LOC109433627|XP_029711905.1|AEAL, LOC115269286|XP_029733725.1|AEAL, LOC115253530|XP_029712302.1|AEAL
OG0003272	LOC6601747|XP_026847033.1|DPER	LOC109408929|XP_019537867.2|AEAL
OG0003273	LOC6603452|XP_002028444.1|DPER	LOC115256437|XP_029710873.1|AEAL, LOC109415225|XP_019544658.1|AEAL, LOC109428364|XP_029712290.1|AEAL
OG0003274	LOC6597874|XP_026846920.1|DPER	LOC109428415|XP_029711694.1|AEAL
OG0003275	LOC6592857|XP_002018284.2|DPER	LOC109428420|XP_019559715.2|AEAL
OG0003276	LOC6591835|XP_002017203.1|DPER	LOC115262976|XP_029721779.1|AEAL, LOC109430516|XP_029729608.1|AEAL, LOC109428431|XP_019559732.2|AEAL
OG0003277	LOC6602101|XP_002027146.1|DPER	LOC109428441|XP_019559751.1|AEAL, LOC109422150|XP_019552339.2|AEAL
OG0003278	LOC113566765|XP_026849613.1|DPER	LOC109422175|XP_029716706.1|AEAL, LOC109428465|XP_019559774.2|AEAL
OG0003279	LOC6600008|XP_026849217.1|DPER	LOC109428527|XP_029711307.1|AEAL, LOC109422178|XP_019552365.2|AEAL
OG0003280	LOC113567425|XP_026850969.1|DPER	LOC109428528|XP_029711042.1|AEAL, LOC109422103|XP_029716710.1|AEAL
OG0003281	LOC6598696|XP_002023950.2|DPER	LOC115256775|XP_029711589.1|AEAL, LOC109428554|XP_019559880.2|AEAL
OG0003282	LOC6600011|XP_026849174.1|DPER	LOC109428491|XP_029711710.1|AEAL, LOC115256839|XP_029711716.1|AEAL, LOC109415174|XP_029721798.1|AEAL
OG0003283	LOC6593987|XP_002019029.2|DPER	LOC109430087|XP_019561665.2|AEAL, LOC115256456|XP_029710942.1|AEAL
OG0003284	LOC6597489|XP_026848879.1|DPER	LOC115256499|XP_029711027.1|AEAL, LOC109428518|XP_019559859.1|AEAL, LOC109430095|XP_019561675.1|AEAL
OG0003285	LOC6595044|XP_002020371.1|DPER	LOC115257276|XP_029712581.1|AEAL, LOC109416816|XP_029712663.1|AEAL, LOC109398231|XP_029714864.1|AEAL
OG0003286	LOC6598664|XP_002023782.1|DPER	LOC109402603|XP_029708404.1|AEAL, LOC109406602|XP_029710634.1|AEAL
OG0003287	LOC6595940|XP_002020990.1|DPER	LOC109406612|XP_019535246.2|AEAL
OG0003288	LOC6591638|XP_026840263.1|DPER	LOC109402605|XP_029734100.1|AEAL, LOC115260002|XP_029716696.1|AEAL, LOC109406624|XP_029710565.1|AEAL
OG0003289	LOC6600844|XP_002025938.1|DPER	LOC109402694|XP_019530941.2|AEAL
OG0003290	LOC6591318|XP_002017547.1|DPER	LOC109402691|XP_029711466.1|AEAL
OG0003291	LOC6602329|XP_026848551.1|DPER	LOC109427495|XP_019558591.2|AEAL
OG0003292	LOC6600373|XP_002025461.1|DPER	LOC115264856|XP_029724749.1|AEAL, LOC109427513|XP_019558611.1|AEAL, LOC115264857|XP_029724750.1|AEAL
OG0003293	LOC6597753|XP_026847053.1|DPER	LOC109398935|XP_029710527.1|AEAL
OG0003294	LOC6592815|XP_002017612.1|DPER	LOC115256427|XP_029710830.1|AEAL, LOC115269132|XP_029733399.1|AEAL, LOC109427531|XP_019558629.2|AEAL
OG0003295	LOC6600101|XP_026846612.1|DPER	LOC115253655|XP_029711942.1|AEAL, LOC109427536|XP_019558639.2|AEAL
OG0003296	LOC113564956|XP_026840515.1|DPER	LOC109427485|XP_019558580.1|AEAL, LOC115256667|XP_029711400.1|AEAL, LOC115256413|XP_029710772.1|AEAL
OG0003297	LOC6598741|XP_026846230.1|DPER	LOC115256327|XP_029710462.1|AEAL, LOC109427546|XP_019558659.2|AEAL, LOC115269373|XP_029733900.1|AEAL
OG0003299	LOC6588555|XP_002013935.1|DPER	LOC109414694|XP_029729492.1|AEAL, LOC109401899|XP_029709670.1|AEAL
OG0003300	LOC6588257|XP_002012908.2|DPER	LOC109414692|XP_029729379.1|AEAL, LOC109401902|XP_029709674.1|AEAL, LOC109414693|XP_029709675.1|AEAL
OG0003301	LOC6590060|XP_002016392.1|DPER	LOC109414683|XP_019544059.2|AEAL, LOC115253951|XP_029709680.1|AEAL, LOC109401932|XP_019530104.2|AEAL
OG0003302	LOC6599230|XP_026848338.1|DPER	LOC109414682|XP_019544058.2|AEAL, LOC115255719|XP_029709683.1|AEAL
OG0003303	LOC6591250|XP_002015793.1|DPER	LOC115255705|XP_029709665.1|AEAL, LOC109412090|XP_019541277.2|AEAL, LOC109401829|XP_019529987.2|AEAL
OG0003304	LOC6587737|XP_026840575.1|DPER	LOC109404698|XP_019533165.2|AEAL, LOC109397196|XP_029733240.1|AEAL
OG0003305	LOC6597442|XP_002022384.1|DPER	LOC115256880|XP_029711832.1|AEAL, LOC115267409|XP_029730248.1|AEAL, LOC109422084|XP_029710561.1|AEAL, LOC115267410|XP_029730249.1|AEAL
OG0003306	LOC6600809|XP_002025980.1|DPER	LOC109422123|XP_019552300.2|AEAL
OG0003307	LOC6603397|XP_026847466.1|DPER	LOC109422088|XP_029711529.1|AEAL, LOC109432604|XP_029712534.1|AEAL
OG0003308	LOC6589591|XP_026844319.1|DPER	LOC115269056|XP_029733220.1|AEAL, LOC115269054|XP_029733219.1|AEAL, LOC109422144|XP_019552331.2|AEAL
OG0003309	LOC6597853|XP_026846944.1|DPER	LOC109432582|XP_029709986.1|AEAL, LOC109432584|XP_029708426.1|AEAL, LOC109397189|XP_029733308.1|AEAL, LOC115269105|XP_029733367.1|AEAL
OG0003310	LOC6599137|XP_002024402.1|DPER	LOC109421968|XP_019552150.2|AEAL
OG0003311	LOC6594579|XP_002019830.1|DPER	LOC115256389|XP_029710659.1|AEAL, LOC109422032|XP_019552216.2|AEAL
OG0003312	LOC6588227|XP_002012902.1|DPER	LOC109421967|XP_019552149.1|AEAL, LOC115256482|XP_029710991.1|AEAL
OG0003313	LOC6600098|XP_002025206.2|DPER	LOC115256363|XP_029710570.1|AEAL, LOC115256369|XP_029710594.1|AEAL, LOC109422003|XP_019552188.2|AEAL
OG0003314	LOC6591299|XP_002015628.1|DPER	LOC115256368|XP_029710593.1|AEAL, LOC109422000|XP_019552184.2|AEAL
OG0003315	LOC6598528|XP_026846308.1|DPER	LOC115256426|XP_029710826.1|AEAL, LOC109421999|XP_029712683.1|AEAL, LOC115253965|XP_029710694.1|AEAL
OG0003316	LOC6595211|XP_002020386.1|DPER	LOC109424615|XP_029710645.1|AEAL
OG0003317	LOC6588366|XP_002012926.2|DPER	LOC109427460|XP_019558558.2|AEAL, LOC115256595|XP_029711261.1|AEAL
OG0003318	LOC6598648|XP_026850606.1|DPER	LOC115260102|XP_029716831.1|AEAL, LOC109622444|XP_029711722.1|AEAL
OG0003319	LOC6594379|XP_026839965.1|DPER	LOC115256716|XP_029711514.1|AEAL, LOC109427441|XP_029710743.1|AEAL, LOC115267308|XP_029730088.1|AEAL
OG0003320	LOC6595101|XP_026840453.1|DPER	LOC115254486|XP_029707896.1|AEAL, LOC109410157|XP_029710577.1|AEAL
OG0003321	LOC6595098|XP_026839904.1|DPER	LOC109427436|XP_029707898.1|AEAL, LOC109410155|XP_019539224.2|AEAL
OG0003322	LOC6595096|XP_002020374.2|DPER	LOC109427435|XP_019558535.2|AEAL
OG0003323	LOC6598345|XP_026846233.1|DPER	LOC109402083|XP_029710796.1|AEAL
OG0003324	LOC6596788|XP_026845912.1|DPER	LOC115256898|XP_029711901.1|AEAL, LOC109409500|XP_029710931.1|AEAL
OG0003325	LOC6588431|XP_002013147.1|DPER	LOC109409431|XP_029711745.1|AEAL
OG0003326	LOC6599390|XP_002024442.2|DPER	LOC115253971|XP_029710982.1|AEAL, LOC109409440|XP_019538431.1|AEAL, LOC109432697|XP_019564623.2|AEAL
OG0003327	LOC6601993|XP_002027070.2|DPER	LOC109409476|XP_019538474.2|AEAL, LOC109397635|XP_029736267.1|AEAL
OG0003328	LOC6600772|XP_002025840.1|DPER	LOC109397641|XP_019525476.2|AEAL, LOC109409489|XP_019538484.2|AEAL
OG0003329	LOC6598692|XP_026851065.1|DPER	LOC109409490|XP_029736246.1|AEAL, LOC109397632|XP_029736252.1|AEAL
OG0003330	LOC6599840|XP_002024859.1|DPER	LOC109397655|XP_019525495.2|AEAL, LOC115271003|XP_029736233.1|AEAL
OG0003331	LOC6600744|XP_002025782.1|DPER, LOC6600680|XP_026848698.1|DPER	LOC109397688|XP_019525532.2|AEAL, LOC109432959|XP_019564855.2|AEAL, LOC115269562|XP_029734233.1|AEAL
OG0003332	LOC6599423|XP_026847119.1|DPER	LOC115255771|XP_029709753.1|AEAL, LOC109433007|XP_019564930.2|AEAL
OG0003333	LOC6595177|XP_026841579.1|DPER	LOC109398579|XP_029734213.1|AEAL, LOC109413007|XP_029734265.1|AEAL
OG0003334	LOC6588303|XP_002013781.1|DPER	LOC115256111|XP_029710227.1|AEAL, LOC109414077|XP_019543361.1|AEAL
OG0003335	LOC6588623|XP_002013225.1|DPER	LOC109414079|XP_019543364.2|AEAL, LOC115256087|XP_029710200.1|AEAL
OG0003336	LOC6588434|XP_002013220.1|DPER	LOC115267232|XP_029729988.1|AEAL, LOC109412998|XP_019542216.2|AEAL
OG0003337	LOC6595147|XP_002020137.2|DPER	LOC109422938|XP_019553379.2|AEAL
OG0003338	LOC6588359|XP_002013806.1|DPER	LOC109422941|XP_029717449.1|AEAL
OG0003339	LOC6595164|XP_002020291.1|DPER	LOC109422970|XP_019553415.2|AEAL, LOC109403580|XP_019531948.2|AEAL
OG0003340	LOC6595163|XP_002020290.1|DPER	LOC109403573|XP_019531939.2|AEAL, LOC109422971|XP_029717388.1|AEAL
OG0003341	LOC6598292|XP_002023494.1|DPER	LOC115260562|XP_029717339.1|AEAL, LOC109422981|XP_029717384.1|AEAL, LOC115260569|XP_029717365.1|AEAL
OG0003342	LOC6597778|XP_026847055.1|DPER	LOC115260566|XP_029717362.1|AEAL, LOC109422989|XP_029717349.1|AEAL, LOC109405330|XP_019533927.2|AEAL
OG0003343	LOC6602744|XP_026846050.1|DPER	LOC109422898|XP_029717951.1|AEAL
OG0003344	LOC6598034|XP_026843052.1|DPER	LOC109401483|XP_029725334.1|AEAL
OG0003345	LOC6603067|XP_026847225.1|DPER	LOC109423058|XP_029717757.1|AEAL, LOC109432362|XP_029708382.1|AEAL
OG0003346	LOC6587302|XP_002013849.1|DPER	LOC109423070|XP_019553539.1|AEAL, LOC115254034|XP_029715777.1|AEAL, LOC109432374|XP_019564276.2|AEAL
OG0003347	LOC6587845|XP_002013821.1|DPER	LOC115254235|XP_029734153.1|AEAL, LOC109400930|XP_019528964.2|AEAL, LOC109422823|XP_019553259.2|AEAL
OG0003348	LOC6587309|XP_002013855.1|DPER	LOC115260615|XP_029717507.1|AEAL, LOC115255932|XP_029710010.1|AEAL, LOC109422820|XP_029717567.1|AEAL
OG0003349	LOC6599171|XP_002024362.2|DPER	LOC109421834|XP_029717592.1|AEAL, LOC109422780|XP_029717543.1|AEAL, LOC115253777|XP_029717528.1|AEAL
OG0003350	LOC6587185|XP_026850647.1|DPER	LOC109421835|XP_029717534.1|AEAL
OG0003351	LOC6603130|XP_026845802.1|DPER, LOC6596913|XP_002021843.1|DPER	LOC109422770|XP_019553188.1|AEAL, LOC109421844|XP_019551955.1|AEAL
OG0003352	LOC6594836|XP_002020531.2|DPER	LOC109421883|XP_019552003.2|AEAL
OG0003353	LOC6588037|XP_026840283.1|DPER	LOC109425028|XP_029717637.1|AEAL, LOC109418573|XP_029717678.1|AEAL
OG0003354	LOC6595064|XP_026851040.1|DPER	LOC109424980|XP_029717646.1|AEAL, LOC115260676|XP_029717687.1|AEAL
OG0003355	LOC6601713|XP_026846905.1|DPER	LOC109418672|XP_029712152.1|AEAL, LOC115260679|XP_029717693.1|AEAL, LOC109424901|XP_029717651.1|AEAL
OG0003356	LOC6599959|XP_026849172.1|DPER	LOC109412954|XP_029717703.1|AEAL, LOC109424872|XP_029717659.1|AEAL
OG0003357	LOC6598249|XP_026846219.1|DPER	LOC115254051|XP_029717660.1|AEAL, LOC109412952|XP_019542158.2|AEAL
OG0003358	LOC6595387|XP_002020790.1|DPER	LOC109427766|XP_029717789.1|AEAL, LOC109431339|XP_019563101.1|AEAL
OG0003359	LOC6602688|XP_026846022.1|DPER	LOC109427746|XP_029717818.1|AEAL, LOC109431388|XP_019563150.1|AEAL
OG0003360	LOC6600054|XP_026849234.1|DPER	LOC109427738|XP_029717321.1|AEAL, LOC109431372|XP_029717823.1|AEAL
OG0003361	LOC6590848|XP_002016361.1|DPER	LOC115258121|XP_029714021.1|AEAL, LOC115258120|XP_029714020.1|AEAL
OG0003362	LOC6587563|XP_002013242.2|DPER	LOC109431465|XP_029717900.1|AEAL
OG0003363	LOC6587629|XP_002013114.1|DPER	LOC109431491|XP_029717901.1|AEAL
OG0003364	LOC6587820|XP_002012893.1|DPER	LOC109406946|XP_029729113.1|AEAL, LOC109405944|XP_019534538.2|AEAL
OG0003365	LOC6591764|XP_026843891.1|DPER	LOC109405947|XP_029729118.1|AEAL, LOC109406925|XP_029728626.1|AEAL
OG0003366	LOC6599057|XP_002024173.2|DPER	LOC109431089|XP_029707527.1|AEAL, LOC109412124|XP_029733688.1|AEAL
OG0003367	LOC6602381|XP_026848534.1|DPER	LOC109431378|XP_029718067.1|AEAL, LOC109412153|XP_029718056.1|AEAL
OG0003368	LOC6602384|XP_002027388.1|DPER	LOC109412183|XP_019541382.2|AEAL
OG0003369	LOC6594397|XP_002019487.1|DPER	LOC109431675|XP_029717911.1|AEAL
OG0003370	LOC6588134|XP_002013745.1|DPER	LOC115258289|XP_029714231.1|AEAL, LOC109405306|XP_019533886.1|AEAL, LOC109406365|XP_019535009.2|AEAL
OG0003371	LOC6599916|XP_002025044.1|DPER	LOC109416337|XP_029710160.1|AEAL, LOC109426538|XP_029725061.1|AEAL, LOC109416319|XP_019545903.2|AEAL
OG0003372	LOC6602097|XP_026842431.1|DPER	LOC109405639|XP_019534252.1|AEAL
OG0003373	LOC6594313|XP_002019356.1|DPER	LOC109406906|XP_029713908.1|AEAL
OG0003374	LOC6603235|XP_026845730.1|DPER	LOC109405633|XP_029712329.1|AEAL
OG0003375	LOC6587405|XP_026847632.1|DPER	LOC109405641|XP_029712341.1|AEAL
OG0003376	LOC6588068|XP_002012885.2|DPER	LOC109623012|XP_019933028.1|AEAL, LOC109419648|XP_019549422.1|AEAL
OG0003377	LOC6588246|XP_026841425.1|DPER	LOC109622744|XP_029712317.1|AEAL, LOC115257104|XP_029712319.1|AEAL
OG0003378	LOC6588004|XP_002013725.1|DPER	LOC109622746|XP_029712333.1|AEAL
OG0003379	LOC6587424|XP_002013573.1|DPER	LOC109419559|XP_019549320.2|AEAL
OG0003380	LOC6587644|XP_002013561.1|DPER	LOC109423118|XP_029708021.1|AEAL, LOC109419486|XP_029733622.1|AEAL
OG0003381	LOC6595190|XP_002020046.1|DPER	LOC109423123|XP_019553575.2|AEAL, LOC109419373|XP_019549152.2|AEAL
OG0003382	LOC6595118|XP_026851043.1|DPER	LOC109423127|XP_029732680.1|AEAL, LOC109419299|XP_029707993.1|AEAL
OG0003383	LOC6595039|XP_002020366.1|DPER	LOC109423138|XP_029733678.1|AEAL, LOC115269264|XP_029733677.1|AEAL, LOC109419141|XP_019548912.2|AEAL
OG0003384	LOC6593762|XP_026843819.1|DPER	LOC115257160|XP_029712415.1|AEAL, LOC109397301|XP_019525177.1|AEAL, LOC109423202|XP_029729628.1|AEAL
OG0003385	LOC6587413|XP_026841793.1|DPER	LOC115253627|XP_029707962.1|AEAL, LOC109397295|XP_029729623.1|AEAL, LOC109423203|XP_029712438.1|AEAL, LOC115254528|XP_029707941.1|AEAL
OG0003386	LOC6595078|XP_002020342.1|DPER	LOC109397307|XP_019525182.2|AEAL, LOC115266664|XP_029729048.1|AEAL, LOC115254705|XP_029708235.1|AEAL
OG0003387	LOC6595181|XP_026850679.1|DPER	LOC115266637|XP_029729005.1|AEAL, LOC109397288|XP_029707948.1|AEAL
OG0003388	LOC6602699|XP_026845827.1|DPER	LOC109423215|XP_019553697.2|AEAL, LOC115254534|XP_029707947.1|AEAL, LOC109397294|XP_019525161.2|AEAL, LOC115254710|XP_029708242.1|AEAL
OG0003389	LOC6590393|XP_026842326.1|DPER	LOC109397253|XP_019525122.2|AEAL, LOC115263817|XP_029723055.1|AEAL
OG0003390	LOC6587918|XP_002012833.1|DPER	LOC109397252|XP_019525121.2|AEAL, LOC109423239|XP_029722773.1|AEAL
OG0003391	LOC6587573|XP_002013104.1|DPER	LOC109423518|XP_029736178.1|AEAL, LOC109430199|XP_029722780.1|AEAL
OG0003392	LOC6598630|XP_002023842.1|DPER	LOC109432122|XP_019563951.2|AEAL
OG0003393	LOC6594985|XP_002020276.1|DPER	LOC109425428|XP_029722844.1|AEAL, LOC115254111|XP_029722811.1|AEAL, LOC109432127|XP_029722866.1|AEAL
OG0003394	LOC6598818|XP_002023930.1|DPER	LOC115266412|XP_029728504.1|AEAL, LOC109432203|XP_019564074.2|AEAL
OG0003395	LOC6588562|XP_002013944.1|DPER	LOC109432198|XP_029722813.1|AEAL, LOC115263717|XP_029722820.1|AEAL
OG0003396	LOC6594769|XP_026840235.1|DPER	LOC115263724|XP_029722841.1|AEAL, LOC109425439|XP_029722816.1|AEAL
OG0003397	LOC6598811|XP_026850701.1|DPER	LOC109430300|XP_019561899.2|AEAL
OG0003399	LOC6592079|XP_002016764.1|DPER	LOC109415542|XP_019544970.2|AEAL, LOC109430272|XP_019561866.1|AEAL
OG0003400	LOC6591867|XP_026841667.1|DPER	LOC115263745|XP_029722893.1|AEAL
OG0003401	LOC6588320|XP_026850327.1|DPER	LOC109430344|XP_029722946.1|AEAL, LOC109400126|XP_029722721.1|AEAL
OG0003402	LOC6588178|XP_026842495.1|DPER	LOC115263864|XP_029723077.1|AEAL, LOC109400044|XP_019528058.2|AEAL
OG0003403	LOC6600847|XP_026840898.1|DPER	LOC109400110|XP_019528139.2|AEAL, LOC115263758|XP_029722950.1|AEAL
OG0003404	LOC6587222|XP_002014015.1|DPER	LOC109400086|XP_019528100.2|AEAL, LOC109621549|XP_019931159.2|AEAL
OG0003405	LOC6592519|XP_002017677.1|DPER	LOC115254374|XP_029707731.1|AEAL, LOC115253922|XP_029707598.1|AEAL, LOC109621612|XP_019931246.2|AEAL
OG0003406	LOC6588474|XP_002012974.1|DPER	LOC115254348|XP_029707644.1|AEAL, LOC109621625|XP_019931262.1|AEAL, LOC109400082|XP_019528095.1|AEAL
OG0003407	LOC6588491|XP_002012975.1|DPER	LOC109621546|XP_019931157.2|AEAL, LOC109400083|XP_019528096.1|AEAL, LOC115253921|XP_029707588.1|AEAL
OG0003408	LOC6588310|XP_002012920.1|DPER	LOC109400091|XP_029707599.1|AEAL, LOC109621583|XP_029707642.1|AEAL
OG0003409	LOC6587948|XP_026840336.1|DPER	LOC109400079|XP_029707603.1|AEAL, LOC115254378|XP_029707734.1|AEAL, LOC109621244|XP_029707638.1|AEAL
OG0003410	LOC6587382|XP_002013495.1|DPER	LOC109621585|XP_019931209.1|AEAL, LOC115260390|XP_029717209.1|AEAL, LOC109400102|XP_019528129.1|AEAL
OG0003411	LOC6594131|XP_002019435.1|DPER	LOC109621636|XP_019931280.2|AEAL, LOC109400138|XP_019528171.3|AEAL
OG0003412	LOC6587258|XP_002013648.2|DPER	LOC109621621|XP_019931255.1|AEAL, LOC115254360|XP_029707691.1|AEAL, LOC109400054|XP_019528071.1|AEAL
OG0003413	LOC6594599|XP_026850802.1|DPER	LOC109430399|XP_019562006.2|AEAL, LOC109408863|XP_019537776.2|AEAL
OG0003414	LOC6597096|XP_002022287.1|DPER	LOC109430389|XP_029713498.1|AEAL, LOC109413279|XP_029716795.1|AEAL
OG0003415	LOC6598398|XP_002023521.1|DPER	LOC115257486|XP_029712975.1|AEAL, LOC109415404|XP_029712945.1|AEAL
OG0003416	LOC6591417|XP_002016943.1|DPER	LOC109410084|XP_019539164.2|AEAL, LOC109415407|XP_019544818.1|AEAL
OG0003417	LOC6587844|XP_002013697.1|DPER	LOC109430221|XP_029713177.1|AEAL, LOC115257652|XP_029713353.1|AEAL
OG0003418	LOC6594950|XP_002020318.1|DPER	LOC109430213|XP_019561805.1|AEAL
OG0003419	LOC6598791|XP_002023902.1|DPER	LOC109430448|XP_019562064.2|AEAL
OG0003420	LOC6598790|XP_026849820.1|DPER	LOC109432139|XP_019563987.2|AEAL
OG0003421	LOC6587443|XP_026842913.1|DPER	LOC115257764|XP_029713568.1|AEAL, LOC109432155|XP_029712801.1|AEAL, LOC109430218|XP_029713567.1|AEAL
OG0003422	LOC6587442|XP_002013039.1|DPER	LOC109432186|XP_029712835.1|AEAL, LOC109430195|XP_019561791.2|AEAL
OG0003423	LOC6592934|XP_002018381.2|DPER	LOC109430732|XP_019562355.2|AEAL, LOC109429788|XP_029726717.1|AEAL
OG0003424	LOC6587332|XP_002013484.1|DPER	LOC115258060|XP_029713923.1|AEAL, LOC109430740|XP_029712940.1|AEAL, LOC109429762|XP_019561295.2|AEAL
OG0003425	LOC6587853|XP_002012787.1|DPER	LOC115261525|XP_029719205.1|AEAL, LOC109416149|XP_019545667.2|AEAL
OG0003426	LOC6588314|XP_002013968.1|DPER	LOC109430716|XP_019562332.2|AEAL
OG0003427	LOC6588570|XP_002013960.1|DPER	LOC115257536|XP_029713122.1|AEAL, LOC109430742|XP_029736351.1|AEAL, LOC109429542|XP_019561066.2|AEAL
OG0003428	LOC6599018|XP_026847863.1|DPER	LOC109425382|XP_019556180.2|AEAL
OG0003429	LOC6593028|XP_002018221.1|DPER	LOC109399865|XP_019527899.1|AEAL
OG0003430	LOC6602530|XP_002027563.1|DPER	LOC115267041|XP_029729687.1|AEAL, LOC109399837|XP_029729699.1|AEAL
OG0003431	LOC6591964|XP_002017506.2|DPER	LOC109415614|XP_029716225.1|AEAL, LOC115254040|XP_029716429.1|AEAL
OG0003432	LOC6587753|XP_002013425.1|DPER	LOC115259608|XP_029716202.1|AEAL, LOC109416956|XP_019546618.2|AEAL
OG0003433	LOC6595295|XP_026841947.1|DPER	LOC115259484|XP_029715943.1|AEAL, LOC109416949|XP_029715904.1|AEAL, LOC109402365|XP_029716296.1|AEAL
OG0003434	LOC6603199|XP_002028183.2|DPER, LOC6597617|XP_002022755.2|DPER	LOC109417286|XP_019546936.2|AEAL
